Physical Time (s),ea_right Monitor (kg-m/s^3): right_cv1,ea_right Monitor (kg-m/s^3): right_cv2,ea_right Monitor (kg-m/s^3): right_cv3,ea_right Monitor (kg-m/s^3): right_cv4,ea_right Monitor (kg-m/s^3): right_cv5,ea_right Monitor (kg-m/s^3): right_cv6,ea_right Monitor (kg-m/s^3): right_cv7
5.905,9.8606726833264105e-06,1.5516717213963463e-05,1.2388887346293092e-05,1.1305642166317573e-05,9.8563653089149931e-06,8.2326663866813506e-06,5.8866453053885222e-06
5.9075,9.5421465899827717e-06,1.5246113328589854e-05,1.2247500337348751e-05,1.1317669140175981e-05,9.9588405145423353e-06,8.2967712446551675e-06,5.888521082152314e-06
5.91,9.233826358135702e-06,1.4829686735320651e-05,1.2022977867339658e-05,1.1273372582456029e-05,1.0030624240328368e-05,8.35650162624798e-06,5.8904708405290067e-06
5.9125,8.9402539747143155e-06,1.4286123660847697e-05,1.172138382544927e-05,1.1173992266659565e-05,1.0070149534651473e-05,8.4109081874481537e-06,5.8924835962442336e-06
5.915,8.666034980961722e-06,1.3637998419309464e-05,1.1350529017701339e-05,1.1022642917895974e-05,1.0077151778025727e-05,8.4590488902479985e-06,5.8945567358670828e-06
5.9175,8.4157414224531138e-06,1.2911334316607864e-05,1.0920341750286382e-05,1.0823019645901848e-05,1.005108033956532e-05,8.5002672847848947e-06,5.8966877415124364e-06
5.92,8.1936648585941854e-06,1.2133240317646888e-05,1.0441742441044731e-05,1.0579757363360594e-05,9.9919987813640327e-06,8.5340350137789787e-06,5.8988748424247468e-06
5.9225,8.0035287521205563e-06,1.1330003970038987e-05,9.9260749124924651e-06,1.0298051443811376e-05,9.9016388110496841e-06,8.5594838986642998e-06,5.9011091101251342e-06
5.925,7.8485226570768977e-06,1.0525565199159957e-05,9.3850586341852967e-06,9.9843131070323106e-06,9.7821565824071005e-06,8.5763446694841552e-06,5.9033695721196242e-06
5.9275,7.731416716123186e-06,9.7403787211554985e-06,8.8303324179719857e-06,9.6451931049282253e-06,9.6359901200046954e-06,8.5840728635689919e-06,5.9056286285102704e-06
5.93,7.6541825273933411e-06,8.9907795371768225e-06,8.2725150179803819e-06,9.2872716768744575e-06,9.4659805913265508e-06,8.5825947991113604e-06,5.9078669704233039e-06
5.9325,7.6180737866601956e-06,8.2886471584567988e-06,7.7213263018681525e-06,8.9170718506656907e-06,9.2755741459414884e-06,8.5716100575321821e-06,5.9100481203726575e-06
5.935,7.6237384826063384e-06,7.6418879483439254e-06,7.1854587782984701e-06,8.5411735842559983e-06,9.0683581001160769e-06,8.5517510975244472e-06,5.9121758859114333e-06
5.9375,7.6710766600600476e-06,7.0545392770618445e-06,6.6724508738643015e-06,8.1658189017312432e-06,8.8478462026170939e-06,8.523300176632399e-06,5.9142659449908528e-06
5.94,7.7591971927249392e-06,6.5282582552699516e-06,6.1886337197290281e-06,7.7967749986954875e-06,8.6176438405072136e-06,8.4869578072836571e-06,5.916288797879517e-06
5.9425,7.8867003237085166e-06,6.0626514446099239e-06,5.7387264264106921e-06,7.439269528583231e-06,8.3815726920742831e-06,8.443107129822361e-06,5.918230755804009e-06
5.945,8.0515411315490901e-06,5.6560268559321355e-06,5.3268249583363912e-06,7.0979602031101026e-06,8.1434093372222616e-06,8.3924670918987831e-06,5.920086174419274e-06
5.9475,8.2512590180109389e-06,5.3059855856422714e-06,4.9560185855758905e-06,6.7769907215846901e-06,7.9067205574114471e-06,8.3359575495582595e-06,5.9218436833961471e-06
5.95,8.4827912320263968e-06,5.0098235109253156e-06,4.6282522351404752e-06,6.4799119295314276e-06,7.6748656590843976e-06,8.2744966649693097e-06,5.9234874871513565e-06
5.9525,8.7428054667046345e-06,4.7650103739708805e-06,4.3448155668811652e-06,6.2096146100673773e-06,7.450984298612802e-06,8.2091180185917311e-06,5.925022551964775e-06
5.955,9.0276347537927508e-06,4.569225456412258e-06,4.1064356352918172e-06,5.9685176966005018e-06,7.2379506177770383e-06,8.1407919219139535e-06,5.9264372121102104e-06
5.9575,9.3331119485027973e-06,4.420560257434216e-06,3.9132671555573009e-06,5.7585457191304138e-06,7.0383564125393026e-06,8.0705637639832242e-06,5.9276913512560213e-06
5.96,9.6551578357691025e-06,4.3174737933473317e-06,3.7652386840411536e-06,5.5812321655497088e-06,6.8544665290091219e-06,7.9995777758992584e-06,5.9287797744732665e-06
5.9625,9.9895507804908351e-06,4.2587978077174767e-06,3.6621877219759866e-06,5.4376535008890186e-06,6.6881614318881404e-06,7.9289846903470065e-06,5.9297058496639854e-06
5.965,1.0331784441099424e-05,4.2436566773376392e-06,3.6038552783048549e-06,5.328767503645302e-06,6.5412334455146846e-06,7.8599002672300289e-06,5.9304798323314719e-06
5.9675,1.0677188633389421e-05,4.2716092153758403e-06,3.5900141535877739e-06,5.2551495293405025e-06,6.4153528952834201e-06,7.7933629375831969e-06,5.9311179056854926e-06
5.97,1.1020891733021173e-05,4.3423891102671972e-06,3.620799413852448e-06,5.2170569303046217e-06,6.3117204170415757e-06,7.7304043611169055e-06,5.9316445926091015e-06
5.9725,1.1358007775441149e-05,4.4560516170433686e-06,3.6966746274927958e-06,5.2144698090631131e-06,6.231370421131193e-06,7.6718871720563436e-06,5.9320723361801029e-06
5.975,1.1683480734359547e-05,4.6128753914955961e-06,3.8182444371075802e-06,5.2473528134935532e-06,6.1753247083379825e-06,7.6186085500596642e-06,5.9324098347087066e-06
5.9775,1.1991991867089159e-05,4.8133677047107192e-06,3.9864847367241001e-06,5.3150606141855051e-06,6.1443602165305328e-06,7.5713464893079306e-06,5.9326688621507209e-06
5.98,1.2278368523983263e-05,5.058228765779395e-06,4.2024467925873395e-06,5.4171241598811915e-06,6.1390018029887454e-06,7.5307194447268741e-06,5.9328646879290671e-06
5.9825,1.2537206636931487e-05,5.3483246031450778e-06,4.4672225274019369e-06,5.5531005433495402e-06,6.1594262253122244e-06,7.4971930092836658e-06,5.9330169698692598e-06
5.985,1.276293362513877e-05,5.6845867105352291e-06,4.7814897950102595e-06,5.7224336199584759e-06,6.2056036009237765e-06,7.4710952915807447e-06,5.9331484473233075e-06
5.9875,1.295061606388935e-05,6.0679412254487452e-06,5.145147265658053e-06,5.9241653900518062e-06,6.2775076394310372e-06,7.4529528329646533e-06,5.9332780694610896e-06
5.99,1.3096703712386775e-05,6.4991523782729972e-06,5.5568246303265741e-06,6.1571560926602195e-06,6.3749320734207369e-06,7.4431829811827882e-06,5.9334217272793739e-06
5.9925,1.3198487004747505e-05,6.9787195059176566e-06,6.0133281162242456e-06,6.4199763479717401e-06,6.4972404643818607e-06,7.4417527242066342e-06,5.9336091754631671e-06
5.995,1.3254588955251773e-05,7.5065399900145178e-06,6.5099640092288299e-06,6.7109508881549422e-06,6.6436548529154628e-06,7.4487161642631902e-06,5.9338604699976622e-06
5.9975,1.3264681773030165e-05,8.0817953207236662e-06,7.0406763256998192e-06,7.0277519580294338e-06,6.8127013283039067e-06,7.4638721788720902e-06,5.9341833610169703e-06
6.0,1.3229601161694697e-05,8.7023984569898565e-06,7.596648842272799e-06,7.3672697911961186e-06,7.0028400690259392e-06,7.487152102261298e-06,5.9345963148780003e-06
6.0025,1.3151057779964779e-05,9.3645908606639853e-06,8.1672377174002381e-06,7.7255660681910512e-06,7.2121826457054588e-06,7.517775982153859e-06,5.9351111432687894e-06
6.005,1.3031592509883189e-05,1.0062457245564424e-05,8.7412119579653545e-06,8.0978219598504765e-06,7.4382803848712594e-06,7.5555991889437312e-06,5.93572344004013e-06
6.0075,1.2874157639659228e-05,1.0787418913057828e-05,9.3070935788648287e-06,8.4783906929801235e-06,7.6780813127968769e-06,7.600385054067187e-06,5.9364461102099323e-06
6.01,1.2681893900611895e-05,1.1527764800790489e-05,9.8539018585629529e-06,8.8608859257893871e-06,7.9281230861144372e-06,7.6521609353216595e-06,5.9372972609355129e-06
6.0125,1.2458686073541447e-05,1.2268299589380927e-05,1.0371621403147889e-05,9.2383473384888563e-06,8.1846804368045131e-06,7.7102081872026683e-06,5.9382803696263747e-06
6.015,1.2208851509005427e-05,1.2990357715973556e-05,1.0850936810224597e-05,9.60339722402497e-06,8.4437910890433585e-06,7.7740234069271724e-06,5.9393886522080865e-06
6.0175,1.1936835682547782e-05,1.3672069638101099e-05,1.1282829093984559e-05,9.9485551220973431e-06,8.7013502136484206e-06,7.842633553846552e-06,5.9406279980832189e-06
6.02,1.1646656710241171e-05,1.4289229896281701e-05,1.1659242173094137e-05,1.0266494193801271e-05,8.9531108553581967e-06,7.9150288051938221e-06,5.9419974927241664e-06
6.0225,1.134218451582261e-05,1.4816785834747364e-05,1.1972164315762196e-05,1.0550302955283953e-05,9.1947818260953212e-06,7.9902095282392479e-06,5.9435176571822984e-06
6.025,1.1027179732916578e-05,1.5230756028650762e-05,1.2213539337984907e-05,1.0793628688450166e-05,9.4221022973184659e-06,8.0672048443720988e-06,5.9451996829324932e-06
6.0275,1.0704922753831334e-05,1.5510026210456293e-05,1.2376120389194769e-05,1.0990437338743741e-05,9.631092171477041e-06,8.1449293296171776e-06,5.9470535976189713e-06
6.03,1.0378908335043411e-05,1.563920467389523e-05,1.2454801163422973e-05,1.1136509246407455e-05,9.8178638484294133e-06,8.2222992979259429e-06,5.9490824842792633e-06
6.0325,1.0052403935128311e-05,1.5609020548475562e-05,1.2446373282481466e-05,1.1228471562446359e-05,9.9788044987928602e-06,8.2982674729817929e-06,5.9512508614472576e-06
6.035,9.7294136357052515e-06,1.5418725625379326e-05,1.2349579900539883e-05,1.1264536202761858e-05,1.0110797961751527e-05,8.3716521350531441e-06,5.953532417095165e-06
6.0375,9.4141933372725679e-06,1.5075362898583729e-05,1.2166855084088807e-05,1.1243745061775102e-05,1.0210902087456373e-05,8.4413686491974648e-06,5.9559226266362146e-06
6.04,9.1112753253309812e-06,1.4594164215751853e-05,1.1903465334052571e-05,1.1166465381164006e-05,1.0277636546464536e-05,8.5064590447375038e-06,5.9584129297753115e-06
6.0425,8.8253051048708717e-06,1.3995720713840906e-05,1.156621035349599e-05,1.1035223010450281e-05,1.0309411780187475e-05,8.5658795148324509e-06,5.9609924913141045e-06
6.045,8.5609019034184405e-06,1.3304684232730599e-05,1.1164044726812648e-05,1.0853613103329544e-05,1.0305944326321331e-05,8.6186199130464035e-06,5.9636589366230328e-06
6.0475,8.3224639862775786e-06,1.2547996463426813e-05,1.0707594822654601e-05,1.0625972068770279e-05,1.0267080062248818e-05,8.6639345803699821e-06,5.966402851125751e-06
6.05,8.1140550122803643e-06,1.1752625340237233e-05,1.0208082979397626e-05,1.0357251621302347e-05,1.0193342293785164e-05,8.7012735600028348e-06,5.9692171397429097e-06
6.0525,7.9391212806326041e-06,1.0944053671911158e-05,9.67706018320686e-06,1.0053604242234397e-05,1.0086439324888375e-05,8.7296692384144711e-06,5.9720921692152809e-06
6.055,7.8007206219764976e-06,1.0144706236028512e-05,9.1263424501358215e-06,9.7217102901321451e-06,9.9493887146381439e-06,8.7488534187171493e-06,5.9750105615092659e-06
6.0575,7.7013036277015601e-06,9.3731842302247476e-06,8.5672097560090414e-06,9.3682979674500511e-06,9.7847255851458875e-06,8.7582229580635189e-06,5.9779395180985493e-06
6.06,7.6424826618625588e-06,8.6435899187852891e-06,8.0098485525283299e-06,8.9999413888415491e-06,9.5956104488972712e-06,8.7576848261004308e-06,5.980856458077783e-06
6.0625,7.6252139592686287e-06,7.9661227429728372e-06,7.4635441784278801e-06,8.6233288830885979e-06,9.3859898083947376e-06,8.7469139528085479e-06,5.9837239703707187e-06
6.065,7.6498284167475614e-06,7.3464838569454986e-06,6.9364474769423886e-06,8.2449339517877615e-06,9.1596046975469604e-06,8.726543407844019e-06,5.9865231867222237e-06
6.0675,7.7157753332114348e-06,6.7875252058137561e-06,6.4355785324129052e-06,7.8707844457886735e-06,8.9202562617535768e-06,8.6969207299020272e-06,5.9892827268201454e-06
6.07,7.8219684008410812e-06,6.2898274703623889e-06,5.9664249467448899e-06,7.5063464371695415e-06,8.6718964371365566e-06,8.6586886123120838e-06,5.9919741775486455e-06
6.0725,7.9667064160831624e-06,5.8522626397180793e-06,5.533392674792571e-06,7.1565502988489584e-06,8.4186159969806949e-06,8.6123656915221281e-06,5.9945770810128422e-06
6.075,8.1477322455734954e-06,5.4727195645948437e-06,5.1401125945251146e-06,6.8257474440277914e-06,8.1643909942631438e-06,8.558697759190379e-06,5.9970918083164139e-06
6.0775,8.3623124295435779e-06,5.1485783300776645e-06,4.7891463317182374e-06,6.5177419179298709e-06,7.9129470814025059e-06,8.4986515590873797e-06,5.9994956876164223e-06
6.08,8.6072808984883913e-06,4.8771504007889648e-06,4.4820326829945202e-06,6.2356972656076843e-06,7.6677930158253847e-06,8.4332002365071445e-06,6.0017773953056206e-06
6.0825,8.8790104991705053e-06,4.6559788722096919e-06,4.2198192477286227e-06,5.9821681075151296e-06,7.4321684834586106e-06,8.3634620430519012e-06,6.0039298707808877e-06
6.085,9.1736969485255588e-06,4.482923308114857e-06,4.0028781966968078e-06,5.7592978280892944e-06,7.2090191262501357e-06,8.2904481782807376e-06,6.0059443684232958e-06
6.0875,9.4871755761764148e-06,4.3562325420955008e-06,3.8312216962349955e-06,5.5687306833281517e-06,7.0009785633917881e-06,8.2153282146945907e-06,6.0077802218829866e-06
6.09,9.8153169055725135e-06,4.2745254575117517e-06,3.7047418140175367e-06,5.4117363032280275e-06,6.8102610426988799e-06,8.1393198335008171e-06,6.0094161477075713e-06
6.0925,1.0153748677510633e-05,4.2367968461924141e-06,3.623206235145376e-06,5.2892570201820289e-06,6.6387662235849794e-06,8.0636683060123408e-06,6.0108583108921189e-06
6.095,1.0497888098648451e-05,4.2423621182637197e-06,3.5863544754449996e-06,5.2021163970661302e-06,6.4884050984104985e-06,7.98955765948281e-06,6.0121128066439895e-06
6.0975,1.0842970049132306e-05,4.2908292073180501e-06,3.594021344161537e-06,5.1505611521218169e-06,6.360730290351137e-06,7.9181095844298579e-06,6.013194195445107e-06
6.1,1.1184077381433694e-05,4.3821068076130559e-06,3.6465961859844496e-06,5.1347706753837474e-06,6.2568324865993608e-06,7.8504455236285445e-06,6.0141283069467081e-06
6.1025,1.1516338816352059e-05,4.5163624809599712e-06,3.7446724078947441e-06,5.1546417193926607e-06,6.177922798141566e-06,7.7874925077525392e-06,6.0149338888134666e-06
6.105,1.1834424742224486e-05,4.6939812900646633e-06,3.8888010744052987e-06,5.2098178389899886e-06,6.1249628850309757e-06,7.7301159291689259e-06,6.0156185328943825e-06
6.1075,1.2133148256203464e-05,4.9155726914170267e-06,4.0801692907486049e-06,5.2996967689179266e-06,6.098504396136022e-06,7.6791578577509532e-06,6.0161999588177529e-06
6.11,1.2407237818876086e-05,5.1819114618917854e-06,4.3198652246588984e-06,5.4238345959027557e-06,6.0990213469343456e-06,7.6353026203947641e-06,6.0166931264775133e-06
6.1125,1.2651141468643877e-05,5.4939030932090352e-06,4.6088091428440253e-06,5.5817145647529201e-06,6.1266481707054785e-06,7.599069222263175e-06,6.0171125334802558e-06
6.115,1.285949661942585e-05,5.8525030380345823e-06,4.9473504098079833e-06,5.7725933766453266e-06,6.1814524435307445e-06,7.5707971381788485e-06,6.0174835977266536e-06
6.1175,1.3027971506325601e-05,6.2585621415134708e-06,5.3348574013233704e-06,5.9953551390224983e-06,6.2634058019530173e-06,7.5510590176355224e-06,6.0178318905101329e-06
6.12,1.3153532738825935e-05,6.7127628196338587e-06,5.7691179696005521e-06,6.2486539367359969e-06,6.3719794123632615e-06,7.5403192405195632e-06,6.0181798469938697e-06
6.1225,1.3233817295404724e-05,7.2153368634425457e-06,6.2461981538281441e-06,6.531028015176129e-06,6.5064290895250749e-06,7.5385749832566947e-06,6.0185479265353922e-06
6.125,1.326817303297313e-05,7.7658869937160107e-06,6.7607294441105412e-06,6.8403658402609746e-06,6.6657080991702403e-06,7.5458975070211991e-06,6.018975911508129e-06
6.1275,1.325674265502545e-05,8.3630863255403722e-06,7.305413332886725e-06,7.1739288199631439e-06,6.8481448375675032e-06,7.5620474265904968e-06,6.0194702412319918e-06
6.13,1.3200811381584095e-05,9.0040805184173481e-06,7.8704340118965741e-06,7.5281139262963208e-06,7.0520633426457534e-06,7.5869778123270106e-06,6.0200409767823327e-06
6.1325,1.310262419319987e-05,9.6841622997712727e-06,8.4447777840522525e-06,7.8984452382715762e-06,7.2751646831095452e-06,7.6198680783711581e-06,6.0207084144975404e-06
6.135,1.2964874400140786e-05,1.0396232024497563e-05,9.0170126514480945e-06,8.2796061049672019e-06,7.5146076604771356e-06,7.6605607601463384e-06,6.0214750222678531e-06
6.1375,1.2790482973489974e-05,1.1130262309024545e-05,9.5758142682505731e-06,8.6654692007510713e-06,7.7669237001930042e-06,7.7087833829643138e-06,6.0223444762232549e-06
6.14,1.2583018484716172e-05,1.1872939657077302e-05,1.0110630015806248e-05,9.0492427191826662e-06,8.0282786959748589e-06,7.7645966279518286e-06,6.0233364324593701e-06
6.1425,1.2346680494856643e-05,1.2607399960135374e-05,1.061190861587402e-05,9.4236486144586847e-06,8.2945880466427034e-06,7.8272303250158903e-06,6.0244643838983553e-06
6.145,1.2085808635127805e-05,1.3313291784150169e-05,1.1070382951840095e-05,9.7811678397055788e-06,8.5615699488183212e-06,7.896148912659466e-06,6.0257182565356644e-06
6.1475,1.1804626774485849e-05,1.3967545668283675e-05,1.1477314460448964e-05,1.0114312495835257e-05,8.8248117510379824e-06,7.9703425011147108e-06,6.0270938460815246e-06
6.15,1.1507238653895911e-05,1.4545306399594773e-05,1.1825059941122705e-05,1.0415963150763935e-05,9.07978681553472e-06,8.0487109629197807e-06,6.0286003945447249e-06
6.1525,1.1197383895440888e-05,1.502170557503055e-05,1.2105296624257763e-05,1.0679396636071527e-05,9.3219991797030309e-06,8.1301455187822218e-06,6.0302615541093729e-06
6.155,1.0878540837580156e-05,1.5373850969423321e-05,1.2310237609697675e-05,1.089845502806907e-05,9.5470849164999472e-06,8.2135810526795473e-06,6.0320867124176706e-06
6.1575,1.0554101571559656e-05,1.5583030113245346e-05,1.2433560228648402e-05,1.106792405333982e-05,9.751012057121342e-06,8.2978363510747776e-06,6.0340894195529747e-06
6.16,1.0227405083788665e-05,1.5636848413373651e-05,1.2470964454222143e-05,1.1184224829702005e-05,9.9297267869066983e-06,8.3817231917377603e-06,6.0362725316178442e-06
6.1625,9.9021023961977265e-06,1.5529647564677441e-05,1.2420167493949924e-05,1.1244846974250945e-05,1.0079887801135042e-05,8.4640977818290651e-06,6.0386051672498102e-06
6.165,9.5822566188691114e-06,1.5264825769230083e-05,1.2281588469884548e-05,1.1248503873436337e-05,1.0198297354770206e-05,8.5436701587473393e-06,6.0410556562310398e-06
6.1675,9.2723611860458075e-06,1.4853030887418989e-05,1.2059176279996452e-05,1.1194858761684617e-05,1.0282633109029875e-05,8.6192542957814808e-06,6.0436242586501636e-06
6.17,8.9769665853856431e-06,1.4312806675905129e-05,1.1758989488195644e-05,1.1085493029454383e-05,1.0331105242722697e-05,8.6897970071340921e-06,6.0462976728019954e-06
6.1725,8.7006850731948107e-06,1.3666681376753127e-05,1.1388809009314514e-05,1.0923908982680275e-05,1.0343195949383163e-05,8.754167623406386e-06,6.0490639421268966e-06
6.175,8.4481133337908768e-06,1.2940735727720874e-05,1.0958579595959805e-05,1.0714014619382732e-05,1.0318432044445398e-05,8.8112756775119454e-06,6.0519145413732092e-06
6.1775,8.2235829980708288e-06,1.2162192169700425e-05,1.0479276231756182e-05,1.0460622807782678e-05,1.025677273889872e-05,8.8602816803472091e-06,6.0548426013910682e-06
6.18,8.0308289408210525e-06,1.1357500960913419e-05,9.9623020034784932e-06,1.0169325920588361e-05,1.0160093843488332e-05,8.9005702577661108e-06,6.0578351901645588e-06
6.1825,7.8730749414583673e-06,1.0550809268507244e-05,9.4194349156727327e-06,9.8467848080200089e-06,1.0030553678768829e-05,8.931090608948143e-06,6.0608821064728934e-06
6.185,7.7531300182087205e-06,9.7627710372389342e-06,8.8624026607029111e-06,9.4997880537085895e-06,9.8710436310594223e-06,8.9515557698964581e-06,6.0639751534348666e-06
6.1875,7.6730198006520789e-06,9.0099426012551888e-06,8.3019190551356475e-06,9.1349942800690351e-06,9.6846764115693873e-06,8.9613387181644253e-06,6.0670826004803586e-06
6.19,7.6340476018285154e-06,8.304362961871842e-06,7.7477837580123941e-06,8.7591028838713361e-06,9.4751675736919526e-06,8.9603099854463869e-06,6.0701730422370737e-06
6.1925,7.6368907722364099e-06,7.6541317248026082e-06,7.2087705985651164e-06,8.3787687608323178e-06,9.246562982984976e-06,8.9481223439638034e-06,6.0732210864087715e-06
6.195,7.6815121583407346e-06,7.0633858194522482e-06,6.6924914965997844e-06,8.0002472134345865e-06,9.002817149110231e-06,8.9254350913185967e-06,6.0761824166475331e-06
6.1975,7.7670353651231719e-06,6.5338511244728684e-06,6.2053618122248075e-06,7.6292736532816613e-06,8.7479300355782841e-06,8.8926888784643758e-06,6.0790677455242797e-06
6.2,7.8921141246495601e-06,6.0651809476592987e-06,5.7521490339497372e-06,7.2710210048725184e-06,8.4861626237024307e-06,8.8505263593579585e-06,6.0818850681962463e-06
6.2025,8.0547338082025222e-06,5.6556923106865864e-06,5.3369920371727326e-06,6.930086186907055e-06,8.2217201305931538e-06,8.7995382952169945e-06,6.0846004906581074e-06
6.205,8.2524474321670324e-06,5.3029840214141858e-06,4.9630305181494841e-06,6.6105209385067612e-06,7.9585982437718029e-06,8.740590311184814e-06,6.0872028664629483e-06
6.2075,8.4822552926093599e-06,5.0043318939102411e-06,4.6322544717401944e-06,6.3157757068432081e-06,7.7005355769525255e-06,8.6746894303736967e-06,6.0896847825756863e-06
6.21,8.74080072788132e-06,4.7571804885362205e-06,4.345972915069403e-06,6.0486373198235925e-06,7.4510244972551345e-06,8.602905462585974e-06,6.0920311405539394e-06
6.2125,9.0244698122111805e-06,4.5591818288843719e-06,4.104939356653593e-06,5.8114516457990646e-06,7.2132664611902743e-06,8.5264309525557822e-06,6.0942209263582923e-06
6.215,9.3290540887132005e-06,4.4083935892535046e-06,3.9093161616095982e-06,5.6060013553039613e-06,6.9901089652805953e-06,8.446354802949182e-06,6.0962585307108018e-06
6.2175,9.650492907374873e-06,4.3032678226602091e-06,3.7590299837202083e-06,5.4337721767609662e-06,6.7840582881025675e-06,8.3639980990241886e-06,6.0981147635151226e-06
6.22,9.9845743626141692e-06,4.2426038385819612e-06,3.6539189205468952e-06,5.2957683217219075e-06,6.5971344559153869e-06,8.2806934947305275e-06,6.0997467212014928e-06
6.2225,1.0326792280363696e-05,4.2255202768918197e-06,3.5937215404281995e-06,5.1929329641527408e-06,6.4312928225694469e-06,8.1977889468030796e-06,6.1011594255571772e-06
6.225,1.0672488426219163e-05,4.2515466595837114e-06,3.5782031747076746e-06,5.1257231656611566e-06,6.288306780329744e-06,8.1165461356167699e-06,6.1023541026650826e-06
6.2275,1.1016764668158334e-05,4.3204084867886908e-06,3.6074681094263896e-06,5.094398207093115e-06,6.1693981040552897e-06,8.0382211469634312e-06,6.1033425353403746e-06
6.23,1.1354729359533237e-05,4.4321496522088787e-06,3.6819734981461626e-06,5.0988731618458894e-06,6.0758279324512683e-06,7.963985466412427e-06,6.1041462150713619e-06
6.2325,1.1681360643910474e-05,4.587041815561798e-06,3.8023271607062508e-06,5.1390703745323779e-06,6.0086787898391053e-06,7.8948626494000409e-06,6.1047926988654948e-06
6.235,1.199129808648772e-05,4.7855809050396708e-06,3.9694802801015062e-06,5.2143059874572741e-06,5.9685758924247728e-06,7.8318145953725723e-06,6.1052979283187477e-06
6.2375,1.2279373219147109e-05,5.0284638476673002e-06,4.1844868230181931e-06,5.3241445975954594e-06,5.9559328649441586e-06,7.7757639502731241e-06,6.1056757265630898e-06
6.24,1.2540163062977506e-05,5.316554024210437e-06,4.4484473142238436e-06,5.4681081174324102e-06,5.9711496638686176e-06,7.7274374897885409e-06,6.1059528324471128e-06
6.2425,1.276809258290881e-05,5.6507893288280446e-06,4.7620583644279455e-06,5.6456030819716182e-06,6.0141781928077057e-06,7.6874091805866619e-06,6.1061464552651047e-06
6.245,1.2958148532203002e-05,6.0321091460099901e-06,5.1252407891273431e-06,5.855623580519669e-06,6.0852303323141731e-06,7.656070137482247e-06,6.1062728910278127e-06
6.2475,1.3106695609735565e-05,6.4612967055876923e-06,5.536669354641931e-06,6.0969928249391305e-06,6.1839062683535605e-06,7.6340379804809582e-06,6.1063640862650544e-06
6.25,1.3211014343088125e-05,6.938881386325324e-06,5.9931991219491954e-06,6.3682804742546111e-06,6.3093522786318002e-06,7.6217854689170892e-06,6.1064527290336889e-06
6.2525,1.3269566933117434e-05,7.4648111576393945e-06,6.4901564152884055e-06,6.6677092615280185e-06,6.4606976967594759e-06,7.6193474211203024e-06,6.106558321988645e-06
6.255,1.3282043043360437e-05,8.0383228935429292e-06,7.0215424138775431e-06,6.9928827642891636e-06,6.6364074689859913e-06,7.6268364582338703e-06,6.1067190275522384e-06
6.2575,1.3249225303678307e-05,8.6574203504103974e-06,7.5785913248414756e-06,7.3405695846948409e-06,6.8347423132377668e-06,7.6439639563893329e-06,6.1069676971578854e-06
6.26,1.3172742133961112e-05,9.3184485796390556e-06,8.1506789953281464e-06,7.7066964599868622e-06,7.0536555596995164e-06,7.670696187366849e-06,6.1073022809513296e-06
6.2625,1.3055147582093765e-05,1.0015611623943757e-05,8.7265827214726418e-06,8.0863146580169699e-06,7.290376167848302e-06,7.7061515240650766e-06,6.10774267666511e-06
6.265,1.289939135111116e-05,1.0740474751250948e-05,9.2948158690135629e-06,8.4736236266934375e-06,7.5415627905464835e-06,7.7501886266312504e-06,6.1083097229581484e-06
6.2675,1.2708584007781631e-05,1.1481470940687484e-05,9.8443596937836566e-06,8.8620713585333139e-06,7.8033932809360814e-06,7.8024781683111862e-06,6.1090050788398352e-06
6.27,1.2486590491073459e-05,1.2223556211198249e-05,1.0365147010127262e-05,9.2445541010212646e-06,8.0717770065902127e-06,7.8631211645628452e-06,6.10984001073522e-06
6.2725,1.2237722545391845e-05,1.2948170126440468e-05,1.0847819563816924e-05,9.6135643332738871e-06,8.3423786927815388e-06,7.9312741047098507e-06,6.1108383840332608e-06
6.275,1.196644594020882e-05,1.3633519795370212e-05,1.1283287664275127e-05,9.9615195538576864e-06,8.6107451380047523e-06,8.0063642807005184e-06,6.1120007303481805e-06
6.2775,1.1676813608483045e-05,1.4255394560158434e-05,1.1663394158389436e-05,1.0281035831211435e-05,8.8722544279041032e-06,8.0873133206604211e-06,6.1133046110200851e-06
6.28,1.1372718745085517e-05,1.4788658018862969e-05,1.1980068209527464e-05,1.0565130980979035e-05,9.1223258540255659e-06,8.172939173714373e-06,6.1147699311632069e-06
6.2825,1.1057917560455637e-05,1.5209142203245665e-05,1.2225154367394731e-05,1.0807443423987258e-05,9.3563944224354031e-06,8.261982033762141e-06,6.1164137262461033e-06
6.285,1.0735710588337188e-05,1.5495460801536434e-05,1.2391286379735392e-05,1.1001972966506e-05,9.5702716437571842e-06,8.3532591723701185e-06,6.1182564697262324e-06
6.2875,1.0409606972488709e-05,1.5631863433983985e-05,1.247324367320283e-05,1.1144616765024412e-05,9.759790035805572e-06,8.4454701421592915e-06,6.120310627343074e-06
6.29,1.0082844393892452e-05,1.5608753894682864e-05,1.2467726228577537e-05,1.123208825447425e-05,9.9213474758144609e-06,8.5373000814249981e-06,6.1225811965891034e-06
6.2925,9.7594192664016032e-06,1.5425026587691124e-05,1.2373374819994564e-05,1.1262706188864272e-05,1.0051686258508695e-05,8.627485150780383e-06,6.1250496306724066e-06
6.295,9.4435737413826362e-06,1.5087435971921423e-05,1.2192516642346163e-05,1.1235637053930243e-05,1.0147962144726268e-05,8.7146183659538412e-06,6.1276740731700902e-06
