Physical Time (s),etp_right Monitor (kg-m/s^3): right_cv1,etp_right Monitor (kg-m/s^3): right_cv2,etp_right Monitor (kg-m/s^3): right_cv3,etp_right Monitor (kg-m/s^3): right_cv4,etp_right Monitor (kg-m/s^3): right_cv5,etp_right Monitor (kg-m/s^3): right_cv6,etp_right Monitor (kg-m/s^3): right_cv7
3.3825,3.8522087652031393e-05,3.5944134282171056e-05,3.1848999723791222e-05,2.6364016294169393e-05,1.93856880509038e-05,1.0690594056144762e-05,6.9763369286229001e-06
3.385,3.8781241468052144e-05,3.5926017151206746e-05,3.1933048450551175e-05,2.6042921668371888e-05,1.9234938705317656e-05,1.069785046273452e-05,6.9641205549335571e-06
3.3875,3.9116104066383694e-05,3.5915878244706862e-05,3.2007099973707996e-05,2.5639177259204849e-05,1.9026809716278054e-05,1.0689566344981765e-05,6.9502219866440626e-06
3.39,3.9518621301497843e-05,3.5902972347385777e-05,3.2043769453473489e-05,2.5153074369569982e-05,1.8767656845019505e-05,1.0668845291286792e-05,6.9349733301709847e-06
3.3925,3.9979752123717925e-05,3.5874147116347034e-05,3.2010238269761303e-05,2.4587145037950935e-05,1.8458618081833299e-05,1.0634879678009381e-05,6.9187015033320466e-06
3.395,4.0489503159378465e-05,3.5815147266855457e-05,3.1871115774768509e-05,2.3942347902427982e-05,1.8100587243884935e-05,1.0587338804455284e-05,6.9017255013457643e-06
3.3975,4.1038838172294391e-05,3.5711865131813164e-05,3.1586911362999159e-05,2.3223328150552109e-05,1.7696140122007989e-05,1.0523243134742653e-05,6.8844398087698294e-06
3.4,4.1616308756156339e-05,3.5546799878846977e-05,3.1123961124803626e-05,2.2437711447680491e-05,1.7250158497560412e-05,1.0443216797995449e-05,6.8670995948908532e-06
3.4025,4.2212671162057254e-05,3.5300929089112866e-05,3.0462575722416014e-05,2.1594338187691881e-05,1.6766321330428227e-05,1.0346176555914244e-05,6.8500260988515875e-06
3.405,4.2817819173437559e-05,3.4956898492320762e-05,2.9592674184870847e-05,2.0704220895073697e-05,1.6251514785482746e-05,1.0234541052494568e-05,6.8332474215456714e-06
3.4075,4.3424866557231668e-05,3.4498732858899238e-05,2.8513031805480327e-05,1.9778702768538959e-05,1.5712883763915095e-05,1.0110279957476926e-05,6.8173300578108265e-06
3.41,4.4026946990227061e-05,3.3913608494943125e-05,2.7238995878099362e-05,1.8832334318200201e-05,1.5158236917619508e-05,9.9754102514659116e-06,6.8027711126276071e-06
3.4125,4.4618015982888765e-05,3.3193356281226044e-05,2.5802525608238511e-05,1.7880777926953813e-05,1.4595121916555722e-05,9.8317431972758118e-06,6.7897514000748858e-06
3.415,4.5192813141940592e-05,3.2334506883355716e-05,2.4249426809606332e-05,1.6941076463537307e-05,1.4032740242946154e-05,9.6813010920547828e-06,6.7787894555512344e-06
3.4175,4.5747324561836473e-05,3.1341642916321536e-05,2.2636298409726289e-05,1.6033232743652151e-05,1.3479617455010811e-05,9.5262352279599809e-06,6.7703055816745491e-06
3.42,4.6278117472368618e-05,3.0231883954273672e-05,2.1027110493456914e-05,1.5177573854711463e-05,1.2945578262428085e-05,9.3686342591144564e-06,6.7645546515887653e-06
3.4225,4.6782515005814809e-05,2.9035979748068749e-05,1.9487773200999695e-05,1.4394975961499694e-05,1.2440064978351932e-05,9.210841441860011e-06,6.7617472349721643e-06
3.425,4.7255944151781721e-05,2.7804267554630232e-05,1.8084260310185542e-05,1.3705657030808258e-05,1.1973049878880522e-05,9.0551283782157699e-06,6.7623555768795544e-06
3.4275,4.7695855228334193e-05,2.6605587228680138e-05,1.6875670234435612e-05,1.3128821070904494e-05,1.1553292022697857e-05,8.9033384370832451e-06,6.7665940315737367e-06
3.43,4.8097506959553666e-05,2.5526130999350581e-05,1.591415156391623e-05,1.2681805096933073e-05,1.1189828643538309e-05,8.7579222756112394e-06,6.7745568106441662e-06
3.4325,4.8456583608937962e-05,2.4661792170471489e-05,1.5240498768180579e-05,1.2377692861600343e-05,1.089072601863597e-05,8.6211056122566882e-06,6.7866070137746932e-06
3.435,4.8766266526701459e-05,2.4107571601014918e-05,1.4880224579263441e-05,1.2225154452314712e-05,1.0665106751837871e-05,8.494760609861475e-06,6.8031163947105981e-06
3.4375,4.9021872946869471e-05,2.3948649671005254e-05,1.4842777683498061e-05,1.2229606313437266e-05,1.0517914985711404e-05,8.3805936652923162e-06,6.8241749115554469e-06
3.44,4.9218787094159592e-05,2.4243247019865471e-05,1.512592031456473e-05,1.2389102687395416e-05,1.0450335738412867e-05,8.2809017826570694e-06,6.8498902389400878e-06
3.4425,4.9350706475432863e-05,2.5011246486062733e-05,1.5703120026139386e-05,1.2699450946664777e-05,1.0466319058341795e-05,8.1969878441704425e-06,6.8805053682335723e-06
3.445,4.9413483177109396e-05,2.6234538299457902e-05,1.6547467610542317e-05,1.3150239413199153e-05,1.0567981300731734e-05,8.1306782405077647e-06,6.9161943828256294e-06
3.4475,4.9402735718257908e-05,2.7843676370893522e-05,1.7614184004210314e-05,1.3726332796113326e-05,1.0753464255152293e-05,8.0834917177903869e-06,6.9567618731804952e-06
3.45,4.931502971559254e-05,2.9733052266748541e-05,1.8852881103147436e-05,1.4412384234772544e-05,1.1017091911836514e-05,8.0562369053650987e-06,7.0020674555298458e-06
3.4525,4.9149076368621313e-05,3.1775883182747652e-05,2.0210915585521653e-05,1.5186872866376104e-05,1.1353751222289883e-05,8.0482803349862459e-06,7.0519949725816308e-06
3.455,4.8903362459195493e-05,3.383392307128917e-05,2.1635493132250165e-05,1.6029951720662808e-05,1.1758759492931496e-05,8.0598247993346426e-06,7.1069093925242184e-06
3.4575,4.8578528052547524e-05,3.577060083749047e-05,2.3074736577546338e-05,1.6918714274166811e-05,1.2219981793397833e-05,8.091496439875898e-06,7.1665858165142484e-06
3.46,4.8176183320421818e-05,3.7470773305515982e-05,2.4482813606967104e-05,1.7832360608481282e-05,1.2728440556012023e-05,8.1432973464805488e-06,7.2310002354041126e-06
3.4625,4.7699260607207674e-05,3.8849664403678471e-05,2.5821772817587047e-05,1.8753533646693334e-05,1.3275436305889678e-05,8.2150442178861717e-06,7.2996907203945488e-06
3.465,4.7154125684923186e-05,3.9862965355564684e-05,2.7059327441950124e-05,1.9665485464831013e-05,1.3846574708235439e-05,8.3054057872508955e-06,7.3718668739347289e-06
3.4675,4.6549155227877404e-05,4.0507102152369649e-05,2.8172517351135236e-05,2.0552900083140303e-05,1.443221559357797e-05,8.4122316195969746e-06,7.4481533965406078e-06
3.47,4.5893687755863046e-05,4.0814571817153543e-05,2.914679958775352e-05,2.1404479606491292e-05,1.5023226207877938e-05,8.5341089125556471e-06,7.5279322600943291e-06
3.4725,4.5199709252649801e-05,4.0842424023123667e-05,2.9974922773235141e-05,2.2211086697525628e-05,1.5609779481869861e-05,8.6693435844017637e-06,7.6109844082613645e-06
3.475,4.4479012274910301e-05,4.065005259555407e-05,3.0657338883076353e-05,2.2965966929602671e-05,1.6182537309741498e-05,8.815579347491521e-06,7.6973327965844366e-06
3.4775,4.3745955410504456e-05,4.030047677158697e-05,3.1199314776677872e-05,2.3664653856012068e-05,1.673366650745592e-05,8.9704681526422259e-06,7.7864596123498741e-06
3.48,4.3015048264954974e-05,3.9854640026907552e-05,3.1612235490323627e-05,2.4304463452574843e-05,1.7257099025699283e-05,9.1314467710121853e-06,7.8777919778840502e-06
3.4825,4.2301356414043394e-05,3.9364588638879811e-05,3.1908409013849509e-05,2.4884784198754569e-05,1.7746853325627996e-05,9.2954669745181614e-06,7.9709461700168845e-06
3.485,4.1618093942221793e-05,3.8870702579316847e-05,3.210184088831274e-05,2.5404928200135615e-05,1.8197937090883361e-05,9.460258615163453e-06,8.06557977682517e-06
3.4875,4.097916398524118e-05,3.8400646479071879e-05,3.2210463918010302e-05,2.5864989609597588e-05,1.8606757398012998e-05,9.6228607145791997e-06,8.1609901046187448e-06
3.49,4.0395331213114493e-05,3.7971532873089776e-05,3.2254293481113259e-05,2.6265919926458804e-05,1.8969809141854184e-05,9.7807920754365724e-06,8.2567894423922964e-06
3.4925,3.9876323239082577e-05,3.7592543747329933e-05,3.2253241249592322e-05,2.6606933176694476e-05,1.9284313078531599e-05,9.9319356381639344e-06,8.3526496815987892e-06
3.495,3.9430943369946498e-05,3.7266887059111297e-05,3.2224090634821732e-05,2.6886460249449747e-05,1.9547797112821347e-05,1.0073643041621319e-05,8.447962149663492e-06
3.4975,3.9065026890951928e-05,3.6994820217113106e-05,3.2181606541618616e-05,2.7101528285290283e-05,1.9759356133486079e-05,1.0203934463843069e-05,8.5419077285748622e-06
3.5,3.8782166618493595e-05,3.6773774728881981e-05,3.2140103668294219e-05,2.7249793896118803e-05,1.9917294259846781e-05,1.0320973640284295e-05,8.6341858305501808e-06
3.5025,3.8590875555608594e-05,3.6600773613057615e-05,3.2111720878042093e-05,2.7328493675014649e-05,2.0020712405226849e-05,1.0422847285240074e-05,8.7242462131857104e-06
3.505,3.8489482723189102e-05,3.6471834112755886e-05,3.2106257902826984e-05,2.7336327281180215e-05,2.0070617886443751e-05,1.0508473318038082e-05,8.811483399444001e-06
3.5075,3.8476920565211871e-05,3.6381554160527609e-05,3.212809846422324e-05,2.7272461891102903e-05,2.0066385932525914e-05,1.0576665389168152e-05,8.8952322197486391e-06
3.51,3.8553517632428926e-05,3.63242088633049e-05,3.2180793593552093e-05,2.7128069220960715e-05,2.0008845293738006e-05,1.0626820081439874e-05,8.9751497702667601e-06
3.5125,3.8718335800815544e-05,3.6293708751568238e-05,3.2257048223822044e-05,2.6902723686780801e-05,1.9906107162326487e-05,1.0658881287041175e-05,9.0508494274077621e-06
3.515,3.8965531452866297e-05,3.6282705869114721e-05,3.2346208999517723e-05,2.6590462577266698e-05,1.9751999135256173e-05,1.067271034125989e-05,9.1213954869783675e-06
3.5175,3.9289972844440811e-05,3.6282150759772548e-05,3.2430052256209999e-05,2.6193572347667908e-05,1.9539424588899728e-05,1.0669477519340144e-05,9.1863843873797309e-06
3.52,3.9684722880691397e-05,3.6281345275053767e-05,3.2482207919987832e-05,2.5713215284575895e-05,1.9272549583172209e-05,1.0650239610909193e-05,9.2457106471572233e-06
3.5225,4.0140258419396252e-05,3.6267749109921091e-05,3.2470205747438495e-05,2.5150912437568113e-05,1.8954834472186461e-05,1.0617300715992799e-05,9.2993136439258033e-06
3.525,4.0646718178193988e-05,3.6227026414162541e-05,3.235807931508824e-05,2.4508236208383585e-05,1.8586837263806403e-05,1.0571823897989571e-05,9.3469685811508802e-06
3.5275,4.1194613272107128e-05,3.6144096723902493e-05,3.2107505529432615e-05,2.378877000826161e-05,1.8170645322471452e-05,1.051263585151999e-05,9.3888860626861395e-06
3.53,4.1773007688987611e-05,3.6002948639912187e-05,3.1680051931270829e-05,2.2999418881131693e-05,1.7709590630595172e-05,1.0437235288043101e-05,9.425403232446108e-06
3.5325,4.2371947220629249e-05,3.578343327400224e-05,3.105413673888043e-05,2.214854578919834e-05,1.720873313185457e-05,1.034619057495875e-05,9.4562497195096265e-06
3.535,4.2981446847774149e-05,3.5466528105129636e-05,3.0217509811682777e-05,2.1246810519195118e-05,1.6674953178017232e-05,1.0238057710455551e-05,9.4819482656585476e-06
3.5375,4.3593620087922484e-05,3.5036626132622172e-05,2.9165687299658812e-05,2.0305892314126034e-05,1.6114861201975718e-05,1.0115285754594815e-05,9.5023553328923653e-06
3.54,4.4201258355055298e-05,3.4478639055554064e-05,2.7910550334847171e-05,1.9339790716109829e-05,1.5535558743547611e-05,9.9797222185836509e-06,9.5175066057491101e-06
3.5425,4.4797994384946934e-05,3.3782464001651306e-05,2.6481858397402404e-05,1.8364503829702455e-05,1.4945753962211449e-05,9.8336929657684776e-06,9.5288408531159707e-06
3.545,4.5379331172424621e-05,3.2943228994651698e-05,2.4924500197002843e-05,1.739714269874616e-05,1.4354880657489302e-05,9.6790445320841224e-06,9.5356295865193584e-06
3.5475,4.5940340551425619e-05,3.1963187455210268e-05,2.3294026396634943e-05,1.6457714405654936e-05,1.3772213122064851e-05,9.5179357452859417e-06,9.5400215467502782e-06
3.55,4.6476582002852352e-05,3.0855632178884946e-05,2.1654092939921018e-05,1.5566441907434954e-05,1.3207347798661037e-05,9.3525363763432547e-06,9.5415293549592576e-06
3.5525,4.698698997037085e-05,2.9650303628981914e-05,2.0072242233990957e-05,1.4745017320308735e-05,1.2670317785965456e-05,9.1852339779691078e-06,9.5356440170179788e-06
3.555,4.7465683750902089e-05,2.8393345349926991e-05,1.8615633338102158e-05,1.4015066979234615e-05,1.2170954160777033e-05,9.0184560811311787e-06,9.5243420321835347e-06
3.5575,4.7911009328703665e-05,2.71517020896698e-05,1.7344875063374313e-05,1.3396025261682789e-05,1.171916998896677e-05,8.8543184826473424e-06,9.5096274856036313e-06
3.56,4.831672621378525e-05,2.6009274787561718e-05,1.6313906717837922e-05,1.2906446799983192e-05,1.1324806961605067e-05,8.695270310700451e-06,9.4879141886204707e-06
3.5625,4.8679847498443195e-05,2.5062894500833364e-05,1.556558059512124e-05,1.2560169600794116e-05,1.099572048584301e-05,8.54376856251857e-06,9.459595754015126e-06
3.565,4.8994491003197789e-05,2.4411670080234589e-05,1.5129354525712468e-05,1.2367090296767761e-05,1.0741842526977954e-05,8.4018167447657063e-06,9.4260251778083085e-06
3.5675,4.9254577365263875e-05,2.4144479120554508e-05,1.5017049836010434e-05,1.2333916644128012e-05,1.0569045242618976e-05,8.2713380841051612e-06,9.385736994181187e-06
3.57,4.9456086546295706e-05,2.4327559868741028e-05,1.5228998217405299e-05,1.2459607166651667e-05,1.0478933125282581e-05,8.1541822953715269e-06,9.3387590886922598e-06
3.5725,4.9592641368516289e-05,2.4991680451491229e-05,1.5742375703261459e-05,1.2740857961338411e-05,1.0475671799646515e-05,8.0524284374965552e-06,9.2859781259784076e-06
3.575,4.9659488278439803e-05,2.61235860164813e-05,1.6530090606878319e-05,1.3167758348305984e-05,1.0561515222742922e-05,7.9680795754134301e-06,9.2268537241415612e-06
3.5775,4.9652260995018774e-05,2.7665438545103227e-05,1.7550846779900135e-05,1.3725893850493361e-05,1.0735347757210023e-05,7.9025049193820566e-06,9.1614868722617528e-06
3.58,4.9568458580619669e-05,2.9514202503482796e-05,1.875494024527476e-05,1.439927295473322e-05,1.0992409633534237e-05,7.8569811251100232e-06,9.0905964718086474e-06
3.5825,4.9404597737336024e-05,3.1544877574505044e-05,2.0089956618676428e-05,1.5166243453062612e-05,1.1325828296053727e-05,7.8329956678195551e-06,9.0142678822067213e-06
3.585,4.9160967460713928e-05,3.3618208041772946e-05,2.1501792693187965e-05,1.6006570569223516e-05,1.173205399293762e-05,7.8297351087530399e-06,8.9326110254211849e-06
3.5875,4.8836543668153816e-05,3.5593595739367074e-05,2.2938974957830543e-05,1.6897481302843857e-05,1.2198600938167852e-05,7.8472473416208816e-06,8.8461029759582994e-06
3.59,4.8433489286563653e-05,3.7348272374269734e-05,2.4352997612984571e-05,1.7816806871510155e-05,1.2716431830478685e-05,7.8860723302662597e-06,8.7554778552385449e-06
3.5925,4.795417550993186e-05,3.8789653669101991e-05,2.5704854672188528e-05,1.8746283815707227e-05,1.3275565401159296e-05,7.9461840503937422e-06,8.6610210947463642e-06
3.595,4.74040840048075e-05,3.9865497864065646e-05,2.6960079347288071e-05,1.9668309778296316e-05,1.3861324857802285e-05,8.0273371636234633e-06,8.5633015573943924e-06
3.5975,4.6791294405108033e-05,4.0564357977865497e-05,2.8094230517038938e-05,2.05672747025303e-05,1.446354747599439e-05,8.1278277333078635e-06,8.462719799873561e-06
3.6,4.6124506327199678e-05,4.0913237835523932e-05,2.909103945595914e-05,2.1430616550498234e-05,1.5072860696966705e-05,8.2457467500394845e-06,8.3598827307485222e-06
3.6025,4.5415311678446349e-05,4.0968243755786475e-05,2.994155315113597e-05,2.224884758758859e-05,1.5678133644628236e-05,8.3795244726054437e-06,8.255310250401509e-06
3.605,4.4677433741705319e-05,4.0789483301409342e-05,3.064435974717406e-05,2.3014722992571102e-05,1.6269598108519404e-05,8.5271986541483085e-06,8.1501209625522254e-06
3.6075,4.3924497652400498e-05,4.0441158445527899e-05,3.1204388443111086e-05,2.3723798612831765e-05,1.6839244183288084e-05,8.6862084204593862e-06,8.0448556257117136e-06
3.61,4.3170736557003765e-05,3.9986032558670806e-05,3.1631922899171706e-05,2.4372840964819591e-05,1.738048423745928e-05,8.8541346748377392e-06,7.9401674811987672e-06
3.6125,4.2431502984178932e-05,3.9479468605040072e-05,3.1939607630857245e-05,2.4960964065570923e-05,1.7887081397452557e-05,9.0281231967565604e-06,7.8360787062881986e-06
3.615,4.1720373559854687e-05,3.8963937670690936e-05,3.2140568498014391e-05,2.5488160085038566e-05,1.8354391861846985e-05,9.2049669072278496e-06,7.7337686526009214e-06
3.6175,4.1050984846554109e-05,3.8469802221441451e-05,3.2252684137747906e-05,2.5954688770760606e-05,1.8777556294784736e-05,9.3822427654933456e-06,7.6332812961195673e-06
3.62,4.0435255161989995e-05,3.8016478217676081e-05,3.2296283759850792e-05,2.6361273273660832e-05,1.9153542505924418e-05,9.5568721607231482e-06,7.5344572816337653e-06
3.6225,3.9884022433010595e-05,3.7613955825721815e-05,3.2291613359869154e-05,2.6707774744474307e-05,1.9479739117222566e-05,9.7262563258539204e-06,7.4389875988077691e-06
3.625,3.9405724298203892e-05,3.7266021188682724e-05,3.2256364697318417e-05,2.6992724132763736e-05,1.9753888007995535e-05,9.887958613699488e-06,7.3479940146871998e-06
3.6275,3.9007854838086481e-05,3.6973474073303312e-05,3.2205773994983096e-05,2.7213483798192597e-05,1.9975087070569729e-05,1.0039324117083141e-05,7.2610166825103642e-06
3.63,3.8693549746549001e-05,3.6733999201254149e-05,3.2154486090204659e-05,2.7367687466831831e-05,2.014139143408641e-05,1.0178521704221098e-05,7.1784124899814991e-06
3.6325,3.8470720929296305e-05,3.6544833509491849e-05,3.2115204755306914e-05,2.7452822218603194e-05,2.0252151276474178e-05,1.0303387823319499e-05,7.1007923543410755e-06
3.635,3.8339815043662044e-05,3.6401873121812154e-05,3.2098298364956734e-05,2.7466618168450968e-05,2.0308504082177075e-05,1.0411960715701737e-05,7.029163325190957e-06
3.6375,3.8299542487303445e-05,3.6299915991723321e-05,3.2109592884549696e-05,2.7409724841459249e-05,2.0310406438867009e-05,1.0503282538202755e-05,6.963866927508448e-06
3.64,3.8350258512703022e-05,3.6232995108392892e-05,3.2154012785158265e-05,2.7273053384242158e-05,2.0257188497446756e-05,1.0576140017772984e-05,6.9054502465763258e-06
3.6425,3.8490250614139297e-05,3.619553953432553e-05,3.2224713477373287e-05,2.7055325431082707e-05,2.015702129511472e-05,1.0629946902980721e-05,6.8556748163950786e-06
3.645,3.8716135513127737e-05,3.618037036918745e-05,3.2312588897977215e-05,2.6751373835973145e-05,2.0005587644624268e-05,1.0664906644918562e-05,6.8130164887848678e-06
3.6475,3.9021593978621305e-05,3.6178388102706797e-05,3.2400094968446879e-05,2.6361151769368903e-05,1.9794852080726937e-05,1.068049416121064e-05,6.7770209810706759e-06
3.65,3.9400394124119539e-05,3.6179123582820959e-05,3.2462607040605542e-05,2.5887351051524609e-05,1.9527446493008969e-05,1.0678503793460191e-05,6.7475349480090238e-06
3.6525,3.9843519893204148e-05,3.6170768193306195e-05,3.2467895417632841e-05,2.533060525091378e-05,1.9208553320823215e-05,1.0659709319138982e-05,6.723733538121285e-06
3.655,4.0340539181565135e-05,3.6138778320703093e-05,3.2378980531298897e-05,2.4692431830985158e-05,1.8837711069487267e-05,1.0627164452015179e-05,6.7068216870988973e-06
3.6575,4.0881501472513387e-05,3.6068069167485651e-05,3.2158915152754954e-05,2.3975764478758011e-05,1.8416369934318931e-05,1.0580277246530872e-05,6.6963613019183956e-06
3.66,4.1455941860885205e-05,3.5942906566225988e-05,3.1764808154491098e-05,2.318712111965277e-05,1.7948526134099824e-05,1.0517992772973533e-05,6.6921324116262697e-06
3.6625,4.2053167724361938e-05,3.5742159301659311e-05,3.1174139834781202e-05,2.2334584206472542e-05,1.7438515425877822e-05,1.0437778727074108e-05,6.6947680113107882e-06
3.665,4.2664049443549952e-05,3.54465315117914e-05,3.0371326431677598e-05,2.142812453348186e-05,1.6892727774353643e-05,1.034046160487572e-05,6.7040618407709266e-06
3.6675,4.3278773754469481e-05,3.5039669762256263e-05,2.9350247036919135e-05,2.0479099834915656e-05,1.6318015855701597e-05,1.0225114008552612e-05,6.7194980358376601e-06
3.67,4.38912883788979e-05,3.4503800276368013e-05,2.8118678224232585e-05,1.9501337835186884e-05,1.5722219918532823e-05,1.0094480636643639e-05,6.7407677547231845e-06
3.6725,4.4494055000960503e-05,3.3829172994832026e-05,2.6703495672460154e-05,1.8510195937786355e-05,1.5113470676890157e-05,9.9508293650355646e-06,6.766589726261014e-06
3.675,4.5082307883735901e-05,3.300734065042252e-05,2.5148371830611278e-05,1.7523082702959794e-05,1.4500749254820808e-05,9.7960479890813222e-06,6.7960534627831988e-06
3.6775,4.5651057228626339e-05,3.2039271403091735e-05,2.3508515253805492e-05,1.6559981140243179e-05,1.38946265278462e-05,9.6322187137002407e-06,6.8291153980615866e-06
3.68,4.6195709887412072e-05,3.0937185696833248e-05,2.1847844337152908e-05,1.5641881774561613e-05,1.3304104022006087e-05,9.4616509008714484e-06,6.8648123095123503e-06
3.6825,4.6714676575308887e-05,2.9726736468405703e-05,2.0234138218606963e-05,1.4790863310127185e-05,1.2739741010209449e-05,9.2865879314260954e-06,6.9023965842712188e-06
3.685,4.7203166955998257e-05,2.8452526361699559e-05,1.8734786016412372e-05,1.4028842584631448e-05,1.2212811640378851e-05,9.1096439447840401e-06,6.9417270321416144e-06
3.6875,4.7658734185333334e-05,2.7179576072860901e-05,1.7413583868477906e-05,1.3376090663060654e-05,1.1733045455552257e-05,8.933422952511763e-06,6.9824713897502238e-06
3.69,4.807628104302447e-05,2.5991227119083969e-05,1.632484984517161e-05,1.2852150528923065e-05,1.1310920767294723e-05,8.75974918706564e-06,7.0236896714289422e-06
3.6925,4.8451948897012561e-05,2.4985426690655152e-05,1.5514430797514873e-05,1.2472210073904788e-05,1.0954537677360819e-05,8.5915618573755846e-06,7.0646263877305653e-06
3.695,4.8780278459736359e-05,2.426148799652839e-05,1.5013892024359995e-05,1.2246665041580344e-05,1.0674485460126017e-05,8.4312714814794065e-06,7.1046168339921815e-06
3.6975,4.9054763560464505e-05,2.3915227724147608e-05,1.4838326886392987e-05,1.218402200523375e-05,1.0477868370064313e-05,8.281055478861894e-06,7.1432079148159343e-06
3.7,4.9270388493960547e-05,2.4017105314215096e-05,1.4989998753588371e-05,1.2284614822254895e-05,1.036664172086096e-05,8.1430027841983715e-06,7.1797354348929282e-06
3.7025,4.9422615254506815e-05,2.4607302752409294e-05,1.5451185358744871e-05,1.2544107588207239e-05,1.0344791428807634e-05,8.0189660380698917e-06,7.2135320223053951e-06
3.705,4.9505783233445705e-05,2.5677269375356726e-05,1.6194788363503745e-05,1.2954430603584263e-05,1.0415802308534783e-05,7.9113871401656395e-06,7.244145181803366e-06
3.7075,4.9515432484325529e-05,2.7176472966683347e-05,1.7182707822324339e-05,1.3500704215653489e-05,1.0578617527597033e-05,7.8220019937795572e-06,7.2712717928477109e-06
3.71,4.9448293426692034e-05,2.9006818888923603e-05,1.8365544106310942e-05,1.4167313876744225e-05,1.0828837944664362e-05,7.7524281179074577e-06,7.2943670920249092e-06
3.7125,4.9300878379086472e-05,3.104261495762362e-05,1.969118515084798e-05,1.49334783727017e-05,1.1159068628226141e-05,7.7040391288674226e-06,7.3130780635129996e-06
3.715,4.9073556861111018e-05,3.3144188139364412e-05,2.1104533245012721e-05,1.5778230271794316e-05,1.1565829933691675e-05,7.6778371485976064e-06,7.3272348479679509e-06
3.7175,4.8764583134257518e-05,3.516787905442527e-05,2.2553841001446105e-05,1.6677884074238922e-05,1.2036883707643945e-05,7.6730343668754454e-06,7.3364924768094384e-06
3.72,4.8376338593418676e-05,3.6984995789324388e-05,2.3988336362829718e-05,1.7609445066948645e-05,1.2562842893266995e-05,7.6902731336270853e-06,7.340568903364358e-06
3.7225,4.791061497220913e-05,3.8496247957989033e-05,2.5367756254949349e-05,1.8553951332729088e-05,1.3132494259407884e-05,7.7295529384897407e-06,7.3395417911204831e-06
3.725,4.7372706309040036e-05,3.9641413841735534e-05,2.6656473447131367e-05,1.9492984920919886e-05,1.3731231546354154e-05,7.7911928461053909e-06,7.3339173802401026e-06
3.7275,4.6770143178219316e-05,4.0403683986451149e-05,2.7827161138221384e-05,2.0410080872379532e-05,1.4348359490639133e-05,7.8741314705071048e-06,7.3238265362039865e-06
3.73,4.6112125934511912e-05,4.0805183572086249e-05,2.8861687589036825e-05,2.1292279649859024e-05,1.4973993782470909e-05,7.9765199086908092e-06,7.3093034570070657e-06
3.7325,4.5409973440891044e-05,4.090119646209384e-05,2.9749632056743077e-05,2.2129568530447422e-05,1.5596728000394977e-05,8.0968596916572433e-06,7.2913677177039833e-06
3.735,4.4676856519169687e-05,4.0751684575978285e-05,3.0488666974203874e-05,2.291438303152669e-05,1.6206033374813418e-05,8.2331715888975611e-06,7.2705405729173539e-06
3.7375,4.3925500411372865e-05,4.0422348729382848e-05,3.1082144372069507e-05,2.3641519858677413e-05,1.6793580014091504e-05,8.3833197700477339e-06,7.2466734606553717e-06
3.74,4.3172019400557108e-05,3.9977403931668279e-05,3.1539822698369564e-05,2.4307992158689901e-05,1.7352535810299598e-05,8.5445238669437972e-06,7.2201073858230269e-06
3.7425,4.243091362173439e-05,3.9474767199699137e-05,3.1874411184292188e-05,2.4912891653539748e-05,1.7876554586812244e-05,8.7144369718012351e-06,7.1910068450894361e-06
3.745,4.1716524145624986e-05,3.8959729957734304e-05,3.2098799971640536e-05,2.5456026180377387e-05,1.8360326395452299e-05,8.8897080494825916e-06,7.158899371552809e-06
3.7475,4.1043020476403233e-05,3.8465020708166537e-05,3.2230960256444565e-05,2.5937937049452249e-05,1.8799606142898688e-05,9.06773142330545e-06,7.1237264270511222e-06
3.75,4.0422886681649755e-05,3.8010713738710329e-05,3.2291062777054855e-05,2.6359801539432422e-05,1.9191496692199217e-05,9.2455270743388847e-06,7.0847628844240374e-06
3.7525,3.9867008137459019e-05,3.7608475628409823e-05,3.2299928305999294e-05,2.6721955976925825e-05,1.9532800709559023e-05,9.4204184879376878e-06,7.041760110340556e-06
3.755,3.9383938245870955e-05,3.7262563480937722e-05,3.2275979929328015e-05,2.7023066055455683e-05,1.9821687008488661e-05,9.5896505350552059e-06,6.9945473113941641e-06
3.7575,3.8981324735996135e-05,3.6973959816958829e-05,3.2235123523926953e-05,2.7260679785905169e-05,2.005742023226609e-05,9.7504961338112292e-06,6.9429078560756788e-06
3.76,3.8662841896405323e-05,3.674057670179775e-05,3.2192585068040001e-05,2.7432558220308917e-05,2.0238013727349561e-05,9.9010188348730335e-06,6.886736680173162e-06
3.7625,3.8436046791202826e-05,3.6559156609877803e-05,3.2161737493291906e-05,2.7536468398317202e-05,2.036281433270995e-05,1.003910651359012e-05,6.8262209253660101e-06
3.765,3.8303240006531531e-05,3.6425805720816317e-05,3.2153320166417109e-05,2.7569413070722836e-05,2.0432975416363251e-05,1.0162556575043857e-05,6.7619425453358825e-06
3.7675,3.8261731892791942e-05,3.6335314372824726e-05,3.2174085603654177e-05,2.7532831065467136e-05,2.0448712687512065e-05,1.0269801482907529e-05,6.6943167800108267e-06
3.77,3.831266518228141e-05,3.6282142198521224e-05,3.2229405080319181e-05,2.7417687036734919e-05,2.0409579933652886e-05,1.0359869377198212e-05,6.6237967511946276e-06
3.7725,3.8454488749593668e-05,3.6260400640081435e-05,3.2313629413363735e-05,2.7221906907468891e-05,2.0322933884779858e-05,1.0431866042272224e-05,6.5507626267615247e-06
