Physical Time (s),enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv1,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv2,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv3,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv4,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv5,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv6,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv7
6.07,-4.357325027531318e-08,-6.05870748421101e-08,-7.3874363823229267e-08,-8.4065786519544464e-08,-9.5212410445848812e-08,-1.1743575565443788e-07,-1.3110962222611295e-07
6.0725,-4.4568830389498743e-08,-6.1686730193131812e-08,-7.4992784394828711e-08,-8.512163932664432e-08,-9.6151544957052561e-08,-1.1812725110764581e-07,-1.316494175180563e-07
6.075,-4.5440747090243398e-08,-6.2648502028221246e-08,-7.596711529965756e-08,-8.6033847897456477e-08,-9.6951594629168691e-08,-1.186949534901281e-07,-1.3208075650682028e-07
6.0775,-4.6193134532838932e-08,-6.3477245518334515e-08,-7.6802870080314719e-08,-8.6809213089554648e-08,-9.7620524772851421e-08,-1.1914786761974894e-07,-1.3241288723765484e-07
6.08,-4.6830618212233007e-08,-6.4177897127114781e-08,-7.7505415138486063e-08,-8.7453986235183792e-08,-9.8165511278489246e-08,-1.1949481283554232e-07,-1.3265540216631269e-07
6.0825,-4.7358005777759666e-08,-6.4755367232356048e-08,-7.8079850398015442e-08,-8.7973718218630546e-08,-9.8592880756357531e-08,-1.1974460502427773e-07,-1.3281784252398033e-07
6.085,-4.7780041259976578e-08,-6.5214497051516644e-08,-7.8531023940270821e-08,-8.8373568500002373e-08,-9.8908449164339998e-08,-1.1990454068001553e-07,-1.3290835726030647e-07
6.0875,-4.8101541455457853e-08,-6.5560377394969283e-08,-7.8864321377665386e-08,-8.8659293358105139e-08,-9.9118967508591366e-08,-1.1998366979545001e-07,-1.3293674120667123e-07
6.09,-4.8327382895065634e-08,-6.5798453793188406e-08,-7.908603465060577e-08,-8.8837714033002785e-08,-9.9231795529598108e-08,-1.199900703157338e-07,-1.3291191631841856e-07
6.0925,-4.846295040791901e-08,-6.5935020257036126e-08,-7.9203799737794745e-08,-8.8917378016007662e-08,-9.9256300616075427e-08,-1.1993436742710218e-07,-1.3284523915985382e-07
6.095,-4.8514256723119395e-08,-6.597734908272823e-08,-7.9226320321603025e-08,-8.890852581955761e-08,-9.9203946258981113e-08,-1.1982935095781462e-07,-1.327500742336971e-07
6.0975,-4.8488424739013185e-08,-6.5934101453005419e-08,-7.9163541928473599e-08,-8.8822646771010483e-08,-9.9087719082115775e-08,-1.1968932612182322e-07,-1.3264143449193984e-07
6.1,-4.8394122356466731e-08,-6.5815617067345392e-08,-7.9026767666784824e-08,-8.867182867474135e-08,-9.8920786496017247e-08,-1.1952946909690951e-07,-1.325350956596977e-07
6.1025,-4.8241207045941543e-08,-6.5633154739171817e-08,-7.8827766770825758e-08,-8.8468054148483571e-08,-9.8715647317840086e-08,-1.1936352111830228e-07,-1.3244551643011064e-07
6.105,-4.8039918675272598e-08,-6.5397733637622036e-08,-7.8577889260697999e-08,-8.8223169518586485e-08,-9.8484667254857319e-08,-1.1920484810483742e-07,-1.3238665307140323e-07
6.1075,-4.7799754602554594e-08,-6.511913887242722e-08,-7.8287364432371768e-08,-8.7948316496281298e-08,-9.8239749016297007e-08,-1.1906706022523344e-07,-1.3237298655848863e-07
6.11,-4.7529220698215431e-08,-6.4806189754948371e-08,-7.7965805342832144e-08,-8.7654231658010957e-08,-9.7992736557154071e-08,-1.1896345502651588e-07,-1.3241854962862168e-07
6.1125,-4.7235758645608892e-08,-6.4467053965717375e-08,-7.7622303226514708e-08,-8.7350756334033902e-08,-9.7754412594240506e-08,-1.1890543667412282e-07,-1.3253524077219212e-07
6.115,-4.6926050848424995e-08,-6.4109452002233024e-08,-7.7265217247990789e-08,-8.7046329274991721e-08,-9.753347030698331e-08,-1.1890223104305282e-07,-1.3273243460565962e-07
6.1175,-4.6606233879506224e-08,-6.3740650138823475e-08,-7.6902258692705707e-08,-8.6748339496438588e-08,-9.7337112544609418e-08,-1.1896161651345279e-07,-1.33018029646722e-07
6.12,-4.6281806591899538e-08,-6.3367163149669527e-08,-7.6540356729519769e-08,-8.6463571191873071e-08,-9.7171829784086561e-08,-1.1909008956963991e-07,-1.3339826478792722e-07
6.1225,-4.5957701184332277e-08,-6.2994717824268244e-08,-7.6185693037314173e-08,-8.6198515202839937e-08,-9.7044307751311654e-08,-1.1929498673750109e-07,-1.3388053707394507e-07
6.125,-4.563801203566131e-08,-6.2627918177715735e-08,-7.584309935077764e-08,-8.5958471918433625e-08,-9.6959854378434114e-08,-1.1958137134503237e-07,-1.3446997746815192e-07
6.1275,-4.532596605848126e-08,-6.2270188345423895e-08,-7.551565912873398e-08,-8.5746388521690183e-08,-9.6921399992568338e-08,-1.1995110575872171e-07,-1.3516763697912558e-07
6.13,-4.5024009518281262e-08,-6.192393551043134e-08,-7.5205411874287913e-08,-8.5563919063216579e-08,-9.6930593279486438e-08,-1.2040492051795787e-07,-1.3597389538917592e-07
6.1325,-4.4733251409692431e-08,-6.1590070017690336e-08,-7.4913109071951057e-08,-8.5411214120078109e-08,-9.6986565639090531e-08,-1.2093978833743296e-07,-1.3688473298824152e-07
6.135,-4.4452904880251432e-08,-6.1267540006092856e-08,-7.4637623441999042e-08,-8.5286495607578264e-08,-9.7086421361863002e-08,-1.2155132256643479e-07,-1.37894521636896e-07
6.1375,-4.41799954003241e-08,-6.0953033442652963e-08,-7.4375228814955501e-08,-8.5185130693304249e-08,-9.7224162702287182e-08,-1.2223178453151425e-07,-1.3899447485038511e-07
6.14,-4.3910174970383559e-08,-6.0641814904146322e-08,-7.4120296678861669e-08,-8.510033141998085e-08,-9.7391920994411416e-08,-1.2297159295633482e-07,-1.4017362269673378e-07
6.1425,-4.3638259321500788e-08,-6.0328148919943204e-08,-7.3865731523905162e-08,-8.5023540049664486e-08,-9.7579773507893239e-08,-1.2375837119738722e-07,-1.4141802799460975e-07
6.145,-4.3358099050098027e-08,-6.0005026286872591e-08,-7.3603139194613392e-08,-8.4944796733814697e-08,-9.7776231104620407e-08,-1.2457847209519788e-07,-1.4271232992218893e-07
6.1475,-4.3062699806678941e-08,-5.9664412644379504e-08,-7.3323325884179936e-08,-8.4853288223137461e-08,-9.7968352506796092e-08,-1.2541558956556608e-07,-1.4403820757484062e-07
6.15,-4.2743959871753338e-08,-5.9297145154625112e-08,-7.3016143467556932e-08,-8.4737382046070343e-08,-9.8142550303760166e-08,-1.2625256301252205e-07,-1.4537634962667673e-07
6.1525,-4.2393133979309927e-08,-5.8893563681997876e-08,-7.2670994841326997e-08,-8.4584964132982877e-08,-9.8284770794374956e-08,-1.2707165979201643e-07,-1.46706685556143e-07
6.155,-4.2001485114572111e-08,-5.8444102594310467e-08,-7.2277180787678302e-08,-8.4383989273336615e-08,-9.8381624303246358e-08,-1.2785562038692452e-07,-1.4800963918239388e-07
6.1575,-4.1560630067743411e-08,-5.7939576159742835e-08,-7.182429661298661e-08,-8.4122329843789055e-08,-9.841915075865446e-08,-1.2858700652440155e-07,-1.4926524471316555e-07
6.16,-4.1062658191536786e-08,-5.7371211869384647e-08,-7.1302311243313948e-08,-8.3788386379144791e-08,-9.8384106248811538e-08,-1.2924900505784437e-07,-1.5045410329988326e-07
6.1625,-4.0499798909108598e-08,-5.673022013083663e-08,-7.0701161082230879e-08,-8.3370772325183604e-08,-9.8263185115471416e-08,-1.2982373252171318e-07,-1.5155538269437389e-07
6.165,-3.98647162030319e-08,-5.6008171046700929e-08,-7.0011129418661012e-08,-8.2858205973066688e-08,-9.804274753012217e-08,-1.3029406547210711e-07,-1.5254930818173415e-07
6.1675,-3.915006172156017e-08,-5.5196642381338335e-08,-6.9222527634837326e-08,-8.2238829998905109e-08,-9.7707993652061717e-08,-1.3064099696005761e-07,-1.5341424155064376e-07
6.17,-3.8349060889881168e-08,-5.4287967038451328e-08,-6.8326444728506828e-08,-8.1501756837009728e-08,-9.7245622917346517e-08,-1.3084794016322624e-07,-1.541307757543438e-07
6.1725,-3.7455564974928915e-08,-5.3275265920418572e-08,-6.7314808527135664e-08,-8.0636965762257061e-08,-9.6643537171668051e-08,-1.3089824544447858e-07,-1.5467981330122253e-07
6.175,-3.6464374042768237e-08,-5.2152704426404057e-08,-6.6180782273406835e-08,-7.9636179741498135e-08,-9.5892175801519123e-08,-1.3077821164074816e-07,-1.550451577819366e-07
6.1775,-3.5371453784210792e-08,-5.0915840269521668e-08,-6.4919333215691293e-08,-7.8493749109659894e-08,-9.4984754625208578e-08,-1.3047785712709501e-07,-1.5521428482315236e-07
6.18,-3.4174321422360987e-08,-4.9562120131230566e-08,-6.3527695770254165e-08,-7.7206407091950671e-08,-9.3916953631717551e-08,-1.2999042039846611e-07,-1.5517850303370618e-07
6.1825,-3.2871797846127492e-08,-4.8090609830492281e-08,-6.2004907931812791e-08,-7.5772490430159081e-08,-9.2685749465698704e-08,-1.2931020553977488e-07,-1.5493026891951964e-07
6.185,-3.1464881320181997e-08,-4.650270324596791e-08,-6.0352270408276415e-08,-7.4192419301064763e-08,-9.1289907174187891e-08,-1.284326556512526e-07,-1.544630129542482e-07
6.1875,-2.9956562449335991e-08,-4.4801750174380234e-08,-5.8573101615748285e-08,-7.2469211265049682e-08,-8.9731577231131257e-08,-1.2735813429092258e-07,-1.5377510685424546e-07
6.19,-2.8350738592983748e-08,-4.2991981822602534e-08,-5.6671650806721889e-08,-7.0606320463380544e-08,-8.8013861293222579e-08,-1.2608811826443452e-07,-1.5286634648921237e-07
6.1925,-2.6653547384228858e-08,-4.1080217520172589e-08,-5.4655204329406151e-08,-6.8611094622932383e-08,-8.6143582215490105e-08,-1.2462791067338014e-07,-1.5174069772331984e-07
6.195,-2.4872447073885777e-08,-3.907516356826107e-08,-5.253336452311849e-08,-6.6493186176704028e-08,-8.4129628726540089e-08,-1.2298492644358542e-07,-1.5040456396136758e-07
6.1975,-2.3016965410406576e-08,-3.6987991993045394e-08,-5.0318519835153659e-08,-6.4265696937754302e-08,-8.1984601748871885e-08,-1.2117012383441482e-07,-1.4886820245580854e-07
6.2,-2.109845666163892e-08,-3.4831814216952591e-08,-4.8025115204180166e-08,-6.1944006060347402e-08,-7.9724637269210087e-08,-1.1919973496963988e-07,-1.4714753264792164e-07
6.2025,-1.9129870384187399e-08,-3.2621275101208741e-08,-4.5668981007831416e-08,-5.9544723742804798e-08,-7.736707372019615e-08,-1.1709025335611429e-07,-1.4525875594937346e-07
6.205,-1.7125253357581931e-08,-3.0372117962072426e-08,-4.3267170032928466e-08,-5.7086112083554819e-08,-7.4931169022125336e-08,-1.148621914402162e-07,-1.4322236578698661e-07
6.2075,-1.5100172979104622e-08,-2.8101864641629792e-08,-4.0838833172229044e-08,-5.458888818352924e-08,-7.2439098098230294e-08,-1.1253839231767552e-07,-1.4106120805766416e-07
6.21,-1.3070782101641434e-08,-2.5828668363223477e-08,-3.8403729545963041e-08,-5.2074164679388894e-08,-6.9913452357665866e-08,-1.1014388520839234e-07,-1.3880091822568176e-07
6.2125,-1.1054683459464509e-08,-2.3572213945351194e-08,-3.5983262403964071e-08,-4.9564838620905613e-08,-6.7378588476119667e-08,-1.0770456261568412e-07,-1.3646818691004043e-07
6.215,-9.0694535631376761e-09,-2.1352233313645921e-08,-3.3599169358501771e-08,-4.7084183663786358e-08,-6.4858672869228122e-08,-1.0524702941269715e-07,-1.3409079533939523e-07
6.2175,-7.1329876889530669e-09,-1.9189196305644775e-08,-3.1274453615296275e-08,-4.4657054403535355e-08,-6.2379685486710216e-08,-1.0279977542044082e-07,-1.3169863016263604e-07
6.22,-5.2640453687793768e-09,-1.7105026313553282e-08,-2.9033962093109086e-08,-4.2310456924007529e-08,-5.9970348086640504e-08,-1.0039361481597698e-07,-1.2932393197365671e-07
6.2225,-3.4820257882192823e-09,-1.5122373882102074e-08,-2.6903208718489722e-08,-4.0072454154388651e-08,-5.7660965308958068e-08,-9.8061249899993388e-08,-1.2700097443341932e-07
6.225,-1.8063349653021529e-09,-1.3263545601637999e-08,-2.4906860557444444e-08,-3.7970018899693939e-08,-5.5481091054539457e-08,-9.5835303625904327e-08,-1.2476400501208023e-07
6.2275,-2.5646541900038688e-10,-1.1550505006613163e-08,-2.3068783598870174e-08,-3.6029159042957288e-08,-5.3459250391679916e-08,-9.3747475824730876e-08,-1.2264619328629116e-07
6.23,1.1497839756440037e-09,-1.0002998391707094e-08,-2.1410272362441013e-08,-3.4272899040605035e-08,-5.1620591227880438e-08,-9.1826451587410559e-08,-1.2067776508890372e-07
6.2325,2.3953897672130266e-09,-8.6397581683163312e-09,-1.9951488980961219e-08,-3.2722912610382099e-08,-4.998813766111409e-08,-9.0097680734010119e-08,-1.1888600018481895e-07
6.235,3.4650586086012428e-09,-7.4774107293780291e-09,-1.8710328929652897e-08,-3.1398432709119585e-08,-4.8582361862036009e-08,-8.8583864684783578e-08,-1.1729492765585138e-07
6.2375,4.3453799018473231e-09,-6.5305294729123542e-09,-1.7702708854117064e-08,-3.0316689156368651e-08,-4.7421800756119248e-08,-8.7305582153161285e-08,-1.1592680266188293e-07
6.24,5.0251986844336081e-09,-5.8114670248397655e-09,-1.694235566881451e-08,-2.9492709944644298e-08,-4.6523065653343018e-08,-8.6282776403397774e-08,-1.1480296877242438e-07
6.2425,5.4957812420595151e-09,-5.3300618974272006e-09,-1.6440242425420459e-08,-2.8938700847906528e-08,-4.5900185095944577e-08,-8.5533555035454725e-08,-1.1394336167946723e-07
6.245,5.7503401815092123e-09,-5.0940903981738977e-09,-1.620495177978663e-08,-2.8664222372455331e-08,-4.5564185056095623e-08,-8.5072021282719592e-08,-1.1336402712108145e-07
6.2475,5.7838933734435482e-09,-5.1091876318911841e-09,-1.6242266107728313e-08,-2.8675571289025443e-08,-4.5522518084794207e-08,-8.4907952034048838e-08,-1.1307655506594703e-07
6.25,5.5931211760261219e-09,-5.3788149247128433e-09,-1.6555399655011805e-08,-2.8976081405477355e-08,-4.5779009209301903e-08,-8.5046319788901419e-08,-1.1308706222886015e-07
6.2525,5.1767496612023675e-09,-5.9039412961768066e-09,-1.7144913342895369e-08,-2.9566054555050571e-08,-4.6333827298940464e-08,-8.5487306548469677e-08,-1.1339668647925239e-07
6.255,4.5358750128010897e-09,-6.6828430559951253e-09,-1.8008549907233575e-08,-3.0442529475583498e-08,-4.7183264467886658e-08,-8.6227566075369147e-08,-1.1400293641196603e-07
6.2575,3.6742368018680829e-09,-7.7107190641351611e-09,-1.9140697223103249e-08,-3.1599076196430185e-08,-4.8319923221342425e-08,-8.7259614654335815e-08,-1.1489883780346421e-07
6.26,2.5983187634625194e-09,-8.9796321457649802e-09,-2.0532201289039858e-08,-3.3025827696154537e-08,-4.9733523823267086e-08,-8.8572956419057144e-08,-1.1607482164085189e-07
6.2625,1.3168503160969163e-09,-1.0479172978615161e-08,-2.2171472104796189e-08,-3.4710821723296797e-08,-5.1412126949126104e-08,-9.0156038230890272e-08,-1.1751987103765034e-07
6.265,-1.5854988707670459e-10,-1.2195881176133574e-08,-2.4043768162202914e-08,-3.6638723015324536e-08,-5.3340578989113121e-08,-9.1993779592382592e-08,-1.1921902824698581e-07
6.2675,-1.8153311836824162e-09,-1.4115531308045774e-08,-2.613369889891631e-08,-3.8793433400201486e-08,-5.5502329934286941e-08,-9.4069342598531907e-08,-1.2115537301408127e-07
6.27,-3.6387254079248722e-09,-1.6221663499092293e-08,-2.8423512465608605e-08,-4.1156372809756768e-08,-5.7878295717738062e-08,-9.6363040998804695e-08,-1.2330883347048976e-07
6.2725,-5.613626709154656e-09,-1.8497339875157818e-08,-3.0894629969298696e-08,-4.3707619265079892e-08,-6.044728385483238e-08,-9.8852124184044474e-08,-1.2565618357857634e-07
6.275,-7.7235879970453783e-09,-2.0923854079533961e-08,-3.3526525206389203e-08,-4.6425201884883893e-08,-6.3185585577999968e-08,-1.0151049000620182e-07,-1.2817042479386952e-07
6.2775,-9.9516187491477579e-09,-2.3481425451320939e-08,-3.6296937479310409e-08,-4.9284755017857128e-08,-6.6066631782335873e-08,-1.0430927956785018e-07,-1.3082228269899173e-07
6.28,-1.2280439783834536e-08,-2.6149626128207985e-08,-3.9182780532134682e-08,-5.2260774482219286e-08,-6.9062664048204499e-08,-1.0721749446440252e-07,-1.3357977604213183e-07
6.2825,-1.4691437216285253e-08,-2.890654127089291e-08,-4.2159194803450855e-08,-5.5326280822452328e-08,-7.2145051238195817e-08,-1.102033616902933e-07,-1.3641034947325061e-07
6.285,-1.7165579567323436e-08,-3.1730029501089345e-08,-4.5201286084060695e-08,-5.8454511749281721e-08,-7.5285318145341144e-08,-1.1323630773294608e-07,-1.3928240290925381e-07
6.2875,-1.9682391484376326e-08,-3.4596537769901694e-08,-4.8283123720572655e-08,-6.1617640830931388e-08,-7.8454506971650795e-08,-1.1628602125539384e-07,-1.4216513501418689e-07
6.29,-2.2222186364919183e-08,-3.748373149664909e-08,-5.1380528597891961e-08,-6.47900550887073e-08,-8.1625599574457964e-08,-1.1932420082082051e-07,-1.4502930597422949e-07
6.2925,-2.4764909771308458e-08,-4.0369225134420189e-08,-5.4469665591311139e-08,-6.7946584654391879e-08,-8.4772381323416799e-08,-1.2232244342788883e-07,-1.4784558466781262e-07
6.295,-2.7291245722663776e-08,-4.323167188503926e-08,-5.7527877981163633e-08,-7.106343469712031e-08,-8.7869478108194792e-08,-1.2525230199519536e-07,-1.5058436527545649e-07
6.2975,-2.9783213414071025e-08,-4.6051155965630033e-08,-6.0533916789531498e-08,-7.4118557974324805e-08,-9.089380647700821e-08,-1.2808929511933796e-07,-1.5322070982905941e-07
6.3,-3.2223162145415244e-08,-4.8807805250444941e-08,-6.3466258601906169e-08,-7.7089541981569546e-08,-9.3821656429609818e-08,-1.3080811935119132e-07,-1.5572819896411689e-07
6.3025,-3.4594501849715212e-08,-5.1482681591232285e-08,-6.630441171172153e-08,-7.995510497590685e-08,-9.6631092104928658e-08,-1.3338510959649934e-07,-1.5808276936541021e-07
6.305,-3.688155380950312e-08,-5.4057957291858486e-08,-6.9029203615591145e-08,-8.2695438750455668e-08,-9.9301822815366185e-08,-1.3579929353625631e-07,-1.6026180568286969e-07
6.3075,-3.9068989654833797e-08,-5.651636829834569e-08,-7.1622133462715276e-08,-8.529096124379253e-08,-1.0181351975278038e-07,-1.3802863461068738e-07,-1.6224274043126978e-07
6.31,-4.1142936356329787e-08,-5.8842519703650825e-08,-7.4066788863659088e-08,-8.7724115578935444e-08,-1.0414771275399175e-07,-1.4005289165175606e-07,-1.6400497815668325e-07
6.3125,-4.3091566718111648e-08,-6.1023462369315667e-08,-7.6349400176358969e-08,-8.9980311002979867e-08,-1.0628914421900165e-07,-1.4185648983121894e-07,-1.6553280212966576e-07
6.315,-4.4904664315627878e-08,-6.3047940521241369e-08,-7.845767368789276e-08,-9.2046731873156814e-08,-1.0822450164030746e-07,-1.4342580004473082e-07,-1.6681210218116695e-07
6.3175,-4.6574154629293864e-08,-6.4906719555592799e-08,-8.0381305448900071e-08,-9.3912742914934502e-08,-1.0994311662106459e-07,-1.4475064349888832e-07,-1.6783295247293153e-07
6.32,-4.8093487562001482e-08,-6.6591862560529288e-08,-8.2111301590225389e-08,-9.5569018115585467e-08,-1.1143541566862767e-07,-1.458209742899347e-07,-1.6858534992912793e-07
6.3225,-4.9457462411038301e-08,-6.8097214642904703e-08,-8.3641521437048895e-08,-9.7009681745936455e-08,-1.1269606398572389e-07,-1.4663105978571715e-07,-1.6906383422038367e-07
6.325,-5.066188575102353e-08,-6.9418262395855148e-08,-8.4968110628473511e-08,-9.8231278500315208e-08,-1.1372257305742029e-07,-1.4717979280862279e-07,-1.6926782536381058e-07
6.3275,-5.1704644169733932e-08,-7.0553383824700285e-08,-8.6090436251516261e-08,-9.9233906617379422e-08,-1.1451465142709664e-07,-1.474695566110211e-07,-1.6920055709720496e-07
6.33,-5.2585710747531939e-08,-7.150352680284888e-08,-8.7010519506954076e-08,-1.0002067600836093e-07,-1.1507674697996402e-07,-1.4750693271962274e-07,-1.6886962429933966e-07
6.3325,-5.3306657625440719e-08,-7.2271248917403874e-08,-8.7731881511333884e-08,-1.0059648495714034e-07,-1.1541539505635801e-07,-1.4729976043671021e-07,-1.6828417561229399e-07
6.335,-5.3871969457208156e-08,-7.2861906542517969e-08,-8.8260858071615233e-08,-1.0096891564399755e-07,-1.1553967976012803e-07,-1.4685845591737833e-07,-1.6745559439780389e-07
6.3375,-5.4286632078162583e-08,-7.3280938981531581e-08,-8.8603664560581085e-08,-1.0114576766382355e-07,-1.1545904042842441e-07,-1.4619373736419438e-07,-1.6639571881702094e-07
6.34,-5.4556204750989087e-08,-7.3534357770587112e-08,-8.8766730354633362e-08,-1.0113408110712304e-07,-1.1518109753343689e-07,-1.4531502092086475e-07,-1.6511493001745731e-07
6.3425,-5.468649015786093e-08,-7.3628324962197492e-08,-8.875644465357446e-08,-1.0094070217881204e-07,-1.1471398382185272e-07,-1.4423511580183171e-07,-1.6362807425913408e-07
6.345,-5.4683784798750553e-08,-7.3569701282399504e-08,-8.8580164512244739e-08,-1.0057354466943565e-07,-1.1406672111437166e-07,-1.4296665901730157e-07,-1.6194955269233149e-07
6.3475,-5.4554765147548523e-08,-7.336600389821635e-08,-8.8246497096910824e-08,-1.0004207406941437e-07,-1.1325064549440513e-07,-1.4152492192350686e-07,-1.6009657489559305e-07
6.35,-5.430663896187801e-08,-7.3025593243913633e-08,-8.7765549873380541e-08,-9.9358054706618806e-08,-1.1227929053198144e-07,-1.3992627652062012e-07,-1.5808718704577532e-07
6.3525,-5.3947062591333182e-08,-7.2557718087789264e-08,-8.7148511413402299e-08,-9.8534906585023956e-08,-1.1116807588098837e-07,-1.3818811047910864e-07,-1.559403800421026e-07
6.355,-5.3484705456323927e-08,-7.1972924482843106e-08,-8.6407542892633808e-08,-9.7586528558765289e-08,-1.0993287503464138e-07,-1.3632963412440518e-07,-1.5367704850826108e-07
6.3575,-5.2929561737930254e-08,-7.1283207535585841e-08,-8.5556101099647574e-08,-9.6527925194994973e-08,-1.0859050045302761e-07,-1.3437155846237762e-07,-1.5132001638536236e-07
6.36,-5.2292821037937484e-08,-7.0501522243524478e-08,-8.4608244085753745e-08,-9.5374373220257862e-08,-1.0715769282143197e-07,-1.3233380801195954e-07,-1.4889126566435096e-07
6.3625,-5.1586412201453322e-08,-6.9641093176167846e-08,-8.3578210530788739e-08,-9.4141358440427828e-08,-1.056518156383417e-07,-1.3023831960572287e-07,-1.4641504218472616e-07
6.365,-5.0821828244327972e-08,-6.8714306506175759e-08,-8.2479517216956203e-08,-9.2844152219444283e-08,-1.0409047339760533e-07,-1.2810662990741946e-07,-1.4391513588145246e-07
6.3675,-5.0010010413785447e-08,-6.7733080026090429e-08,-8.1325590749391586e-08,-9.1498162042748769e-08,-1.0249147993600617e-07,-1.2596068841565151e-07,-1.414161020764659e-07
6.37,-4.9160769019283508e-08,-6.6708475034912918e-08,-8.0129044964280402e-08,-9.0117600071015221e-08,-1.0087089687969146e-07,-1.2382084880065632e-07,-1.3894089699122508e-07
6.3725,-4.8283404758916539e-08,-6.5651366399909772e-08,-7.890224644737622e-08,-8.8715886395421432e-08,-9.9243300477040909e-08,-1.2170531036736484e-07,-1.3651001285502384e-07
6.375,-4.738686493449607e-08,-6.4572438183489099e-08,-7.7657162220987068e-08,-8.7305618563010457e-08,-9.7622387162960245e-08,-1.1963150398328425e-07,-1.3414331957000768e-07
6.3775,-4.6479668561620474e-08,-6.3481876407706073e-08,-7.6404995791849237e-08,-8.5898582966996701e-08,-9.6021013108033988e-08,-1.1761446385488894e-07,-1.3185777131029279e-07
6.38,-4.5569996858667199e-08,-6.2389318985829254e-08,-7.5156436380772367e-08,-8.4506747382416912e-08,-9.4452520215253119e-08,-1.156701795337033e-07,-1.2967155408578749e-07
6.3825,-4.4665598481999654e-08,-6.1303725707271994e-08,-7.3921550622805089e-08,-8.3141843184336065e-08,-9.2930186653522247e-08,-1.1381403443329143e-07,-1.2760206575686902e-07
6.385,-4.3773486322530427e-08,-6.0233047132138959e-08,-7.2709001588533682e-08,-8.1813609812911646e-08,-9.146494723491061e-08,-1.120590204776382e-07,-1.256638195782234e-07
6.3875,-4.2899757247372636e-08,-5.9184093609735227e-08,-7.1526243514922244e-08,-8.0530190398797082e-08,-9.0065956779199392e-08,-1.1041669868530239e-07,-1.2386982071341815e-07
6.39,-4.2049054795211715e-08,-5.8162033332146847e-08,-7.0379092891782347e-08,-7.9297722445571501e-08,-8.8739885554881231e-08,-1.088957471384038e-07,-1.2223008684129096e-07
6.3925,-4.1223746758151111e-08,-5.7169603185149826e-08,-6.9270869988085254e-08,-7.8119771086335888e-08,-8.749055313320708e-08,-1.0750181326191155e-07,-1.2075122815718668e-07
6.395,-4.0424831370668436e-08,-5.6208235413620722e-08,-6.8203399155992986e-08,-7.6998436859741491e-08,-8.6320550154773465e-08,-1.0623899579262009e-07,-1.1943847295561366e-07
6.3975,-3.9651292407513403e-08,-5.5277239262484028e-08,-6.7176016580508932e-08,-7.5933230011628634e-08,-8.5229874396237059e-08,-1.051084711945543e-07,-1.182934800567968e-07
6.4,-3.8901406940036631e-08,-5.4375115170204106e-08,-6.6186948383292817e-08,-7.4922142490522418e-08,-8.4216285045115151e-08,-1.0410774968893141e-07,-1.1731436315063121e-07
6.4025,-3.817222685760127e-08,-5.3498750425735304e-08,-6.523263709668441e-08,-7.3961065087966867e-08,-8.3274939929355259e-08,-1.0323149578114844e-07,-1.1649577504074998e-07
6.405,-3.7459307639134646e-08,-5.2643169073079053e-08,-6.4307681001146118e-08,-7.3044021180208508e-08,-8.2399328150605205e-08,-1.0247259488436365e-07,-1.1583036925129129e-07
6.4075,-3.6756529071786189e-08,-5.1801536671645479e-08,-6.3404795473888532e-08,-7.2163126525855804e-08,-8.1580962171477667e-08,-1.0182127442767624e-07,-1.1530871909930248e-07
6.41,-3.6056773031309223e-08,-5.0966078462203194e-08,-6.2515658736349186e-08,-7.1309457927564588e-08,-8.0809953175029825e-08,-1.0126573971625168e-07,-1.1491852448504555e-07
6.4125,-3.5352303756785106e-08,-5.01283954490713e-08,-6.1631013753954083e-08,-7.0472848551926711e-08,-8.007520926376705e-08,-1.0079346400076651e-07,-1.1464592130484631e-07
6.415,-3.4635459832089979e-08,-4.9280164569835017e-08,-6.0741652165046921e-08,-6.9642994663114448e-08,-7.9365144711828942e-08,-1.0039022415119928e-07,-1.1447529752377772e-07
6.4175,-3.389854907537632e-08,-4.8412958465070942e-08,-5.9838208141615448e-08,-6.8809278929995106e-08,-7.8667802838170875e-08,-1.0004106488174872e-07,-1.1438997375076605e-07
6.42,-3.3133772160979463e-08,-4.7518080401701261e-08,-5.8910857091224517e-08,-6.7960465018101068e-08,-7.797029111084874e-08,-9.973022531309386e-08,-1.1437223408323033e-07
6.4225,-3.2332995110859736e-08,-4.6586297295932966e-08,-5.7948956011760785e-08,-6.7084023429928723e-08,-7.7257869794283233e-08,-9.9440145159101195e-08,-1.1440265321214014e-07
6.425,-3.148807767155628e-08,-4.5608272692945387e-08,-5.6941680717172485e-08,-6.616739499359339e-08,-7.6516085216063373e-08,-9.9153251426498624e-08,-1.1446162748137321e-07
6.4275,-3.0590973415867561e-08,-4.4574812827836448e-08,-5.5878501579109144e-08,-6.5198585052421933e-08,-7.5731389397355173e-08,-9.885299628895857e-08,-1.1453047624607759e-07
6.43,-2.9634165851201566e-08,-4.3477421544545893e-08,-5.4749902706007546e-08,-6.4166913000483097e-08,-7.4891617647217551e-08,-9.8523464262668679e-08,-1.145910842494614e-07
