Physical Time (s),phi_alt_flux_left Monitor (kg-m/s^3)
4.0025,-5.0474929852778374e-09
4.005,-5.036383235279752e-09
4.0075,-5.0226523730947774e-09
4.01,-5.0087060134332164e-09
4.0125,-4.9926959086582735e-09
4.015,-4.9810451671239692e-09
4.0175,-4.9739928813056526e-09
4.02,-4.970830637776514e-09
4.0225,-4.9617027365366747e-09
4.025,-4.951954526040806e-09
4.0275,-4.9468057660040031e-09
4.03,-4.9409461095001846e-09
4.0325,-4.9308074078332046e-09
4.035,-4.9207230714586583e-09
4.0375,-4.9169188536923954e-09
4.04,-4.9136804980092013e-09
4.0425,-4.9115441743972139e-09
4.045,-4.9097877198201457e-09
4.0475,-4.9084638938935648e-09
4.05,-4.906833425520845e-09
4.0525,-4.9082287540564781e-09
4.055,-4.9098506270304138e-09
4.0575,-4.9055809677765182e-09
4.06,-4.9043410705930062e-09
4.0625,-4.9035058620178152e-09
4.065,-4.9089585722834619e-09
4.0675,-4.9146405883919587e-09
4.07,-4.9203543108475134e-09
4.0725,-4.9262562291012028e-09
4.075,-4.9291578312802084e-09
4.0775,-4.934610973843918e-09
4.08,-4.9391578191493034e-09
4.0825,-4.9429842101108676e-09
4.085,-4.9429527194999398e-09
4.0875,-4.9418582357828597e-09
4.09,-4.9368702421936102e-09
4.0925,-4.9342910614549268e-09
4.095,-4.9308467517891962e-09
4.0975,-4.9293837770535033e-09
4.1,-4.9248743104811351e-09
4.1025,-4.9206434758857309e-09
4.105,-4.9137883289008127e-09
4.1075,-4.9107699149200953e-09
4.11,-4.9095820107882605e-09
4.1125,-4.9077518078617159e-09
4.115,-4.9081611694280937e-09
4.1175,-4.9148137060162689e-09
4.12,-4.9245580791060274e-09
4.1225,-4.9324388986780877e-09
4.125,-4.9439012293294334e-09
4.1275,-4.9593826948678682e-09
4.13,-4.9791402759314409e-09
4.1325,-5.0002280141415261e-09
4.135,-5.0280788731445126e-09
4.1375,-5.0599850271970439e-09
4.14,-5.0980364132710661e-09
4.1425,-5.1306664539246859e-09
4.145,-5.1684232880178443e-09
4.1475,-5.2028474297265051e-09
4.15,-5.2447957214145424e-09
4.1525,-5.2846422252804874e-09
4.155,-5.3217110950652507e-09
4.1575,-5.3614927233906567e-09
4.16,-5.397407709983287e-09
4.1625,-5.4344312649283182e-09
4.165,-5.4659428766330815e-09
4.1675,-5.4947966974684876e-09
4.17,-5.5170734224216413e-09
4.1725,-5.5385041243986673e-09
4.175,-5.5551992368776801e-09
4.1775,-5.5638728587207462e-09
4.18,-5.5700406140357447e-09
4.1825,-5.5701684451596438e-09
4.185,-5.5645084818497129e-09
4.1875,-5.5496810157210119e-09
4.19,-5.531597071947331e-09
4.1925,-5.506969066612529e-09
4.195,-5.4727924479172813e-09
4.1975,-5.4346339090116425e-09
4.2,-5.3871886279972623e-09
4.2025,-5.333515307804211e-09
4.205,-5.273969402131321e-09
4.2075,-5.2028159244770713e-09
4.21,-5.1322771296419063e-09
4.2125,-5.0566425126047225e-09
4.215,-4.9766361476085161e-09
4.2175,-4.8923647618986289e-09
4.22,-4.8017232955309632e-09
4.2225,-4.7142026331061108e-09
4.225,-4.6243232664238996e-09
4.2275,-4.5320354168956622e-09
4.23,-4.4381033429149686e-09
4.2325,-4.3402292149156238e-09
4.235,-4.2449657342676021e-09
4.2375,-4.1523486248689138e-09
4.24,-4.060617263604625e-09
4.2425,-3.9666888993395138e-09
4.245,-3.8772450249790307e-09
4.2475,-3.7869264561018334e-09
4.25,-3.6992960563707575e-09
4.2525,-3.6172877940464004e-09
4.255,-3.5386286212523108e-09
4.2575,-3.4635693815112036e-09
4.26,-3.3926406348525298e-09
4.2625,-3.3291178505940467e-09
4.265,-3.2668445760016906e-09
4.2675,-3.2121199699541572e-09
4.27,-3.1623971595365232e-09
4.2725,-3.1176549113117513e-09
4.275,-3.080707152478292e-09
4.2775,-3.0490517517935824e-09
4.28,-3.0227722479172277e-09
4.2825,-3.0017324634300586e-09
4.285,-2.9915330312876484e-09
4.2875,-2.9864824949404495e-09
4.29,-2.98345816821443e-09
4.2925,-2.985273410773648e-09
4.295,-2.9948125443483533e-09
4.2975,-3.0120365761908866e-09
4.3,-3.0332893513042163e-09
4.3025,-3.0586601564722353e-09
4.305,-3.0851662267141313e-09
4.3075,-3.1182272832088257e-09
4.31,-3.15178298492572e-09
4.3125,-3.1920363688776795e-09
4.315,-3.2347401257075463e-09
4.3175,-3.2860075233058613e-09
4.32,-3.3337204520674061e-09
4.3225,-3.3835741650863994e-09
4.325,-3.4355123458797329e-09
4.3275,-3.4918258682496059e-09
4.33,-3.5461350096769754e-09
4.3325,-3.6013052809188516e-09
4.335,-3.6572255391459172e-09
4.3375,-3.7164908320214115e-09
4.34,-3.7729261342286607e-09
4.3425,-3.8290772378410684e-09
4.345,-3.8904399440183154e-09
4.3475,-3.9427564956838852e-09
4.35,-3.9946865179122956e-09
4.3525,-4.0456364716382981e-09
4.355,-4.0986717557843247e-09
4.3575,-4.1503615014972128e-09
4.36,-4.2007038590017754e-09
4.3625,-4.2466833381542813e-09
4.365,-4.2911881746886527e-09
4.3675,-4.3312100421451913e-09
4.37,-4.3724888068261174e-09
4.3725,-4.412016020629792e-09
4.375,-4.4498630815891569e-09
4.3775,-4.4835604437522555e-09
4.38,-4.5157074646405765e-09
4.3825,-4.5493972312188923e-09
4.385,-4.5817248145462946e-09
4.3875,-4.6076564904461743e-09
4.39,-4.6335350779361874e-09
4.3925,-4.6615103068608429e-09
4.395,-4.6832586360348456e-09
4.3975,-4.7045894661227341e-09
4.4,-4.7227406141545446e-09
4.4025,-4.7407699506569216e-09
4.405,-4.7561321544467688e-09
4.4075,-4.7713103036896547e-09
4.41,-4.7894546591343877e-09
4.4125,-4.8045619805140947e-09
4.415,-4.8195982844838673e-09
4.4175,-4.8313529366234956e-09
4.42,-4.8455043970153016e-09
4.4225,-4.8562577521363272e-09
4.425,-4.8632120525303348e-09
4.4275,-4.8667139682176956e-09
4.43,-4.8696591222196417e-09
4.4325,-4.8715601294226242e-09
4.435,-4.8753873574119949e-09
4.4375,-4.8783339660416067e-09
4.44,-4.8798841844230186e-09
4.4425,-4.8768945857118313e-09
4.445,-4.8699258676983683e-09
4.4475,-4.8642000838517857e-09
4.45,-4.8592391631780335e-09
4.4525,-4.8522706758630199e-09
4.455,-4.8377023132977831e-09
4.4575,-4.8203983832396688e-09
4.46,-4.8039960870641244e-09
4.4625,-4.7856214889229464e-09
4.465,-4.7623526844878396e-09
4.4675,-4.7331633433509502e-09
4.47,-4.7070424760029808e-09
4.4725,-4.679149354063785e-09
4.475,-4.6490295437447786e-09
4.4775,-4.6167772782150929e-09
4.48,-4.5800685917321882e-09
4.4825,-4.5411248285760172e-09
4.485,-4.4974908859438239e-09
4.4875,-4.452544507388444e-09
4.49,-4.4087161210506634e-09
4.4925,-4.3692182944627424e-09
4.495,-4.328760139708289e-09
4.4975,-4.284775368873787e-09
4.5,-4.2430582344464525e-09
4.5025,-4.1975354089051632e-09
4.505,-4.1577215945438345e-09
4.5075,-4.1147476858587632e-09
4.51,-4.0745865214627609e-09
4.5125,-4.0343436649060538e-09
4.515,-3.9944247848318905e-09
4.5175,-3.9548602754998928e-09
4.52,-3.918430369606015e-09
4.5225,-3.8846612843357594e-09
4.525,-3.8504388163960108e-09
4.5275,-3.8161722531816538e-09
4.53,-3.7875051235376526e-09
4.5325,-3.7557107252608993e-09
4.535,-3.7268855319689896e-09
4.5375,-3.6978182778278636e-09
4.54,-3.6716667463095289e-09
4.5425,-3.6487154902144505e-09
4.545,-3.6256180819594298e-09
4.5475,-3.6028210359331982e-09
4.55,-3.5799951830828129e-09
4.5525,-3.555028338088972e-09
4.555,-3.5361807742070443e-09
4.5575,-3.5180966424717162e-09
4.56,-3.5004451382784081e-09
4.5625,-3.4838241679266869e-09
4.565,-3.468222623326532e-09
4.5675,-3.4565594665641261e-09
4.57,-3.4486605407182292e-09
4.5725,-3.4449987245723638e-09
4.575,-3.4397019048222361e-09
4.5775,-3.4357183556873573e-09
4.58,-3.4297009284912756e-09
4.5825,-3.4274942294990724e-09
4.585,-3.4295916976606642e-09
4.5875,-3.4327313316300147e-09
4.59,-3.4365920934312263e-09
4.5925,-3.444548577421728e-09
4.595,-3.4505939834690769e-09
4.5975,-3.4575610548101393e-09
4.6,-3.4623997273644642e-09
4.6025,-3.4678445277775713e-09
4.605,-3.4745743251513042e-09
4.6075,-3.4791234493889887e-09
4.61,-3.4841772234405683e-09
4.6125,-3.4926903127390694e-09
4.615,-3.5013668414024184e-09
4.6175,-3.50767864133351e-09
4.62,-3.5115321290617703e-09
4.6225,-3.5157854212423572e-09
4.625,-3.520903128482216e-09
4.6275,-3.5258475632889765e-09
4.63,-3.5342186220614068e-09
4.6325,-3.540042526738814e-09
4.635,-3.5465174869330013e-09
4.6375,-3.550486953368634e-09
4.64,-3.5575141876462728e-09
4.6425,-3.5615361051733394e-09
4.645,-3.5629547317182503e-09
4.6475,-3.5669447186573891e-09
4.65,-3.5682868388567072e-09
4.6525,-3.5666785208491823e-09
4.655,-3.5652828531025109e-09
4.6575,-3.561194990190421e-09
4.66,-3.5573750381262355e-09
4.6625,-3.5506103344250515e-09
4.665,-3.5442951768560613e-09
4.6675,-3.5352100134723446e-09
4.67,-3.5292873657872059e-09
4.6725,-3.5209589101425142e-09
4.675,-3.5093450143665884e-09
4.6775,-3.5010133193663631e-09
4.68,-3.487193185937595e-09
4.6825,-3.4763949893170883e-09
4.685,-3.4656094852892664e-09
4.6875,-3.4552422438111757e-09
4.69,-3.4456964791252423e-09
4.6925,-3.436422907505406e-09
4.695,-3.4243460381316751e-09
4.6975,-3.4098391386414172e-09
4.7,-3.3955246029148001e-09
4.7025,-3.3784119741530915e-09
4.705,-3.3625882559719127e-09
4.7075,-3.3497779079778482e-09
4.71,-3.3316691876300136e-09
4.7125,-3.3170077314320849e-09
4.715,-3.3057332821655452e-09
4.7175,-3.2918443461626031e-09
4.72,-3.2783463779109603e-09
4.7225,-3.2650997609480358e-09
4.725,-3.2523545552782098e-09
4.7275,-3.2396898056149615e-09
4.73,-3.2244347343932741e-09
4.7325,-3.2093947315920055e-09
4.735,-3.1949550189406112e-09
4.7375,-3.1807419432845753e-09
4.74,-3.1668112547727942e-09
4.7425,-3.1560181425001944e-09
4.745,-3.1453191764899882e-09
4.7475,-3.1348189792008841e-09
4.75,-3.1214735252764407e-09
4.7525,-3.1138903843057529e-09
4.755,-3.1036312302903423e-09
4.7575,-3.0964369982328965e-09
4.76,-3.086335653244648e-09
4.7625,-3.0788752561075279e-09
4.765,-3.0715794293591385e-09
4.7675,-3.0638746233684453e-09
4.77,-3.056048548371522e-09
4.7725,-3.0451264724291486e-09
4.775,-3.0400140546098657e-09
4.7775,-3.0345476117126472e-09
4.78,-3.0324130057751141e-09
4.7825,-3.0297421151753833e-09
4.785,-3.0297291843826491e-09
4.7875,-3.0327016985212416e-09
4.79,-3.0353031239473587e-09
4.7925,-3.0374701248005398e-09
4.795,-3.0397642089662188e-09
4.7975,-3.0418188145556517e-09
4.8,-3.0466054062991113e-09
4.8025,-3.0512170461984467e-09
4.805,-3.0588093922303983e-09
4.8075,-3.0692479495305412e-09
4.81,-3.0770526888490737e-09
4.8125,-3.0843659919807653e-09
4.815,-3.0950210060422506e-09
4.8175,-3.1080524777383163e-09
4.82,-3.1208090506476094e-09
4.8225,-3.1333209699741821e-09
4.825,-3.1460926659732806e-09
4.8275,-3.1620155350847094e-09
4.83,-3.1808424909099356e-09
4.8325,-3.19380926629384e-09
4.835,-3.209552658348994e-09
4.8375,-3.2283899358346613e-09
4.84,-3.2504166334914228e-09
4.8425,-3.2717597475795345e-09
4.845,-3.2933099229217642e-09
4.8475,-3.3151730126810229e-09
4.85,-3.3371344267768495e-09
4.8525,-3.3614205601393503e-09
4.855,-3.379905208537994e-09
4.8575,-3.3982212791214202e-09
4.86,-3.419433361135861e-09
4.8625,-3.4403382976850383e-09
4.865,-3.46102069734589e-09
4.8675,-3.4818870491323377e-09
4.87,-3.5023947822353006e-09
4.8725,-3.5254232177164979e-09
4.875,-3.5481403031853557e-09
4.8775,-3.5705588564254246e-09
4.88,-3.5923755950874746e-09
4.8825,-3.6109250719018725e-09
4.885,-3.6292573114914126e-09
4.8875,-3.6469894355393355e-09
4.89,-3.6615785258924746e-09
4.8925,-3.6787496457243711e-09
4.895,-3.692531646298088e-09
4.8975,-3.7058330793875119e-09
4.9,-3.7156987789635864e-09
4.9025,-3.7254687614098051e-09
4.905,-3.7317110884631884e-09
4.9075,-3.7406410163757913e-09
4.91,-3.7460993689237834e-09
4.9125,-3.7513404801950497e-09
4.915,-3.7563765294288908e-09
4.9175,-3.7579539673677743e-09
4.92,-3.7622068819083381e-09
4.9225,-3.7601592896103681e-09
4.925,-3.7583548735700312e-09
4.9275,-3.7560026744962051e-09
4.93,-3.7535123125109944e-09
4.9325,-3.7478975258999186e-09
4.935,-3.7452078703387325e-09
4.9375,-3.7393816014766568e-09
4.94,-3.7305350771808194e-09
4.9425,-3.7213763939944825e-09
4.945,-3.7146804817881319e-09
4.9475,-3.7053823329739175e-09
4.95,-3.6932399371309804e-09
4.9525,-3.6812265858770221e-09
4.955,-3.669195787311944e-09
4.9575,-3.6515484828049245e-09
4.96,-3.6372207667287715e-09
4.9625,-3.6225940114161405e-09
4.965,-3.6053176949479773e-09
4.9675,-3.5912392056642969e-09
4.97,-3.5748059100180091e-09
4.9725,-3.5611136868858524e-09
4.975,-3.5447870647029183e-09
4.9775,-3.5256426630950229e-09
4.98,-3.5068176225827092e-09
4.9825,-3.4879273460860274e-09
4.985,-3.4720962893667137e-09
4.9875,-3.4538080352265657e-09
4.99,-3.4358570365544559e-09
4.9925,-3.4124266287806283e-09
4.995,-3.3888426181418795e-09
4.9975,-3.3714631075415314e-09
5.0,-3.3543443871827541e-09
5.0025,-3.3342360458483423e-09
5.005,-3.3202334638054501e-09
5.0075,-3.3007118186946979e-09
5.01,-3.281065353739379e-09
5.0125,-3.2643946433499352e-09
5.015,-3.2478017970806981e-09
5.0175,-3.2312041329738319e-09
5.02,-3.2117975959887143e-09
5.0225,-3.1926189567661419e-09
5.025,-3.1760741597137406e-09
5.0275,-3.1595301568650331e-09
5.03,-3.1430699396881063e-09
5.0325,-3.1236961583052783e-09
5.035,-3.1098632532552598e-09
5.0375,-3.0965370476827288e-09
5.04,-3.083338444630533e-09
5.0425,-3.070074175155766e-09
5.045,-3.0570422478370024e-09
5.0475,-3.0500389136807844e-09
5.05,-3.043034897574909e-09
5.0525,-3.0362134544184424e-09
5.055,-3.0294640436944796e-09
5.0575,-3.0260215569082667e-09
5.06,-3.025169010024414e-09
5.0625,-3.0246614828113017e-09
5.065,-3.0248576390441499e-09
5.0675,-3.0280439716545617e-09
5.07,-3.0284598106978913e-09
5.0725,-3.0292649255935388e-09
5.075,-3.0302935017970761e-09
5.0775,-3.0346171419489336e-09
5.08,-3.036234056114673e-09
5.0825,-3.0441583162826622e-09
5.085,-3.0491706717474224e-09
5.0875,-3.0574726787245861e-09
5.09,-3.0691543903653572e-09
5.0925,-3.0812685572406486e-09
5.095,-3.0938381800389915e-09
5.0975,-3.106493566160298e-09
5.1,-3.1196992444371058e-09
5.1025,-3.1333199612790767e-09
5.105,-3.1494530469422452e-09
5.1075,-3.1660006401493028e-09
5.11,-3.1832619688914034e-09
5.1125,-3.2033529228602407e-09
5.115,-3.2294575630060294e-09
5.1175,-3.2503045805179503e-09
5.12,-3.2741558835794285e-09
5.1225,-3.2951006195204989e-09
5.125,-3.3155049440757907e-09
5.1275,-3.3363480818153927e-09
5.13,-3.3567371884566069e-09
5.1325,-3.3769185491370243e-09
5.135,-3.3967792607651482e-09
5.1375,-3.4192436153847316e-09
5.14,-3.4418693477800305e-09
5.1425,-3.4614959050998791e-09
5.145,-3.4838544578028736e-09
5.1475,-3.5034083298647231e-09
5.15,-3.5219595067745872e-09
5.1525,-3.5376279752016982e-09
5.155,-3.5557511172589922e-09
5.1575,-3.5702322981561932e-09
5.16,-3.5816937902519059e-09
5.1625,-3.5953161487541626e-09
5.165,-3.6083981693646653e-09
5.1675,-3.6185979304469306e-09
5.17,-3.6310888236021766e-09
5.1725,-3.6407218751001327e-09
5.175,-3.652369180126291e-09
5.1775,-3.6606640205745586e-09
5.18,-3.6686094609038043e-09
5.1825,-3.6733109753385893e-09
5.185,-3.6747377160234804e-09
5.1875,-3.6760628865589411e-09
5.19,-3.6768174157544982e-09
5.1925,-3.6745136400015986e-09
5.195,-3.6722473945412358e-09
5.1975,-3.6699366847008736e-09
5.2,-3.667468190588029e-09
5.2025,-3.6676659694005431e-09
5.205,-3.664861083486328e-09
5.2075,-3.6566141513733236e-09
5.21,-3.653814343345157e-09
5.2125,-3.6506726765256079e-09
5.215,-3.6447749277093519e-09
5.2175,-3.6361607782072251e-09
5.22,-3.6216437202205995e-09
5.2225,-3.6094970159347501e-09
5.225,-3.6011060318127424e-09
5.2275,-3.5899414544860897e-09
5.23,-3.5789627532603025e-09
5.2325,-3.5652848989484543e-09
5.235,-3.5546000595087403e-09
5.2375,-3.5383200880199857e-09
5.24,-3.527830979767274e-09
5.2425,-3.517410315436114e-09
5.245,-3.5043357560839525e-09
5.2475,-3.4910783297486017e-09
5.25,-3.4775609595776212e-09
5.2525,-3.4641243943416069e-09
5.255,-3.4504150312177568e-09
5.2575,-3.4369696608032781e-09
5.26,-3.423924208874865e-09
5.2625,-3.4104975401235679e-09
5.265,-3.3972042101383031e-09
5.2675,-3.380758790252221e-09
5.27,-3.3698436849525887e-09
5.2725,-3.3588784747924556e-09
5.275,-3.3449181915222994e-09
5.2775,-3.3310281200120203e-09
5.28,-3.3138232652548444e-09
5.2825,-3.2994655895854104e-09
5.285,-3.2845565540823624e-09
5.2875,-3.2667231101374179e-09
5.29,-3.2518897313668513e-09
5.2925,-3.2367479518989149e-09
5.295,-3.2241673284801949e-09
5.2975,-3.2117729293115359e-09
5.3,-3.1990846268116934e-09
5.3025,-3.1861883397583551e-09
5.305,-3.1760102679252514e-09
5.3075,-3.1655982094391095e-09
5.31,-3.1579358172409622e-09
5.3125,-3.1503553714938949e-09
5.315,-3.1398631748214962e-09
5.3175,-3.132053979692906e-09
5.32,-3.1213933284266523e-09
5.3225,-3.1144440645439336e-09
5.325,-3.104884354049841e-09
5.3275,-3.0981710317062359e-09
5.33,-3.0976925241524689e-09
5.3325,-3.0943731216914485e-09
5.335,-3.0943211091908278e-09
5.3375,-3.0971621254094399e-09
5.34,-3.1005195994656395e-09
5.3425,-3.1039578200637594e-09
5.345,-3.1075812740430299e-09
5.3475,-3.1117211593708078e-09
5.35,-3.1191249157010839e-09
5.3525,-3.1298143361473834e-09
5.355,-3.1383356858620656e-09
5.3575,-3.1470541720831873e-09
5.36,-3.1530547941137624e-09
5.3625,-3.1627107186519632e-09
5.365,-3.1724889233331849e-09
5.3675,-3.1825285584617964e-09
5.37,-3.1931116647486188e-09
5.3725,-3.2014922638315763e-09
5.375,-3.2129381377478207e-09
5.3775,-3.227718128510932e-09
5.38,-3.2427994272260123e-09
5.3825,-3.2609208311205982e-09
5.385,-3.2731854600971825e-09
5.3875,-3.2889002284160621e-09
5.39,-3.3045686763661805e-09
5.3925,-3.3257711805114111e-09
5.395,-3.3440186082362768e-09
5.3975,-3.3595639681450351e-09
5.4,-3.3722897756624737e-09
5.4025,-3.3879797661996826e-09
5.405,-3.4007222610979813e-09
5.4075,-3.4134568536493498e-09
5.41,-3.4286379043361271e-09
5.4125,-3.4407643485270843e-09
5.415,-3.4531253116357741e-09
5.4175,-3.4620208109889892e-09
5.42,-3.4741649942524582e-09
5.4225,-3.4824601820212646e-09
5.425,-3.4910840354146576e-09
5.4275,-3.4964403525179511e-09
5.43,-3.5073108196535374e-09
5.4325,-3.5151582446345094e-09
5.435,-3.5199491519416673e-09
5.4375,-3.5249104807141092e-09
5.44,-3.5295356131999386e-09
5.4425,-3.5341411274502991e-09
5.445,-3.5385709685323844e-09
5.4475,-3.5393432103354626e-09
5.45,-3.5430834707069033e-09
5.4525,-3.5472689053920347e-09
5.455,-3.5452493844419037e-09
5.4575,-3.5429748771895948e-09
5.46,-3.5442923335695042e-09
5.4625,-3.5422450216383842e-09
5.465,-3.5375753406506024e-09
5.4675,-3.535999148099576e-09
5.47,-3.5345996960460424e-09
5.4725,-3.5329572438418138e-09
5.475,-3.5256900985134287e-09
5.4775,-3.5186569316733199e-09
5.48,-3.5143215669059471e-09
5.4825,-3.5102196117475977e-09
5.485,-3.5065077921954474e-09
5.4875,-3.5024541278996516e-09
5.49,-3.4929584240275543e-09
5.4925,-3.4863726651343321e-09
5.495,-3.4770451372129431e-09
5.4975,-3.4708562942948652e-09
5.5,-3.4645185862563539e-09
5.5025,-3.4552116886069981e-09
5.505,-3.4487905642494014e-09
5.5075,-3.4419254033739495e-09
5.51,-3.4352253718183214e-09
5.5125,-3.4256441923776244e-09
5.515,-3.4131384580740123e-09
5.5175,-3.406187893296331e-09
5.52,-3.3963420410464627e-09
5.5225,-3.3866221206582554e-09
5.525,-3.3795333217447168e-09
5.5275,-3.3692109958206407e-09
5.53,-3.3555545363955638e-09
5.5325,-3.3441971128014554e-09
5.535,-3.3326836724626206e-09
5.5375,-3.3205883179719206e-09
5.54,-3.3080260769269067e-09
5.5425,-3.2979556964566907e-09
5.545,-3.2842626000114531e-09
5.5475,-3.273355793627175e-09
5.55,-3.2619286855102728e-09
5.5525,-3.2503583677582859e-09
5.555,-3.2413761909549771e-09
5.5575,-3.2318501859419884e-09
5.56,-3.2248103195450618e-09
5.5625,-3.2173114740044757e-09
5.565,-3.2097212210285466e-09
5.5675,-3.2022546270695749e-09
5.57,-3.197195838172362e-09
5.5725,-3.1947284367805521e-09
5.575,-3.1920679225836709e-09
5.5775,-3.1890198237394973e-09
5.58,-3.1831927305015353e-09
5.5825,-3.1780274071066999e-09
5.585,-3.1724655190865351e-09
5.5875,-3.1670168689024294e-09
5.59,-3.1646265830376514e-09
5.5925,-3.162237534975108e-09
5.595,-3.1596633862473428e-09
5.5975,-3.1606447846913595e-09
5.6,-3.164950752895974e-09
5.6025,-3.1636152341113576e-09
5.605,-3.1680246985556453e-09
5.6075,-3.1699917414786751e-09
5.61,-3.1748709270035713e-09
5.6125,-3.1804348671068079e-09
5.615,-3.1863828711811222e-09
5.6175,-3.1923304923680595e-09
5.62,-3.1956997063824222e-09
5.6225,-3.2028028130688352e-09
5.625,-3.2100168676932621e-09
5.6275,-3.2173965279677183e-09
5.63,-3.2256496419748486e-09
5.6325,-3.2367809233820901e-09
5.635,-3.2483658968672333e-09
5.6375,-3.2599677447108508e-09
5.64,-3.2720734949033851e-09
5.6425,-3.2872398297508137e-09
5.645,-3.305098905199557e-09
5.6475,-3.3143030336450169e-09
5.65,-3.3267632449318197e-09
5.6525,-3.3388113093982214e-09
5.655,-3.351103168005723e-09
5.6575,-3.3609267846470962e-09
5.66,-3.3677874351204237e-09
5.6625,-3.3806660738380495e-09
5.665,-3.3908809079231136e-09
5.6675,-3.4038378224943357e-09
5.67,-3.4199594484044489e-09
5.6725,-3.4303860147753075e-09
5.675,-3.4434653342424522e-09
5.6775,-3.4564508925630328e-09
5.68,-3.4660116093853106e-09
5.6825,-3.4696595833279593e-09
5.685,-3.4732699833499659e-09
5.6875,-3.4774443671953996e-09
5.69,-3.4844135582432339e-09
5.6925,-3.4856693344813988e-09
5.695,-3.4869496466938142e-09
5.6975,-3.4910441593351804e-09
5.7,-3.4952000482363179e-09
5.7025,-3.4995369581057446e-09
5.705,-3.4981163014122297e-09
5.7075,-3.4936513954481647e-09
5.71,-3.4923019581367393e-09
5.7125,-3.4910419900828566e-09
5.715,-3.4870556476315515e-09
5.7175,-3.4831794975128154e-09
5.72,-3.4824624921490137e-09
5.7225,-3.4758106569170894e-09
5.725,-3.4664599532184547e-09
5.7275,-3.4603217197993732e-09
5.73,-3.4547214415505662e-09
5.7325,-3.4494577592592885e-09
5.735,-3.444397164495031e-09
5.7375,-3.4396841534458755e-09
5.74,-3.4322302597668643e-09
5.7425,-3.4282593870400432e-09
5.745,-3.4242682435017366e-09
5.7475,-3.4205173648526591e-09
5.75,-3.4141362681486797e-09
5.7525,-3.4054427330210403e-09
5.755,-3.3994527177626051e-09
5.7575,-3.3933873239810727e-09
5.76,-3.3848252225060169e-09
5.7625,-3.3819682446800498e-09
5.765,-3.3760231825534522e-09
5.7675,-3.3702005829494617e-09
5.77,-3.3642016318932109e-09
5.7725,-3.3582524535437439e-09
5.775,-3.3491893748687259e-09
5.7775,-3.3429999295902718e-09
5.78,-3.3362605540446299e-09
5.7825,-3.3294737735273005e-09
5.785,-3.319777224716915e-09
5.7875,-3.3125198472729617e-09
5.79,-3.3020898650612509e-09
5.7925,-3.2946387219988958e-09
5.795,-3.2866435187631546e-09
5.7975,-3.2813679911134808e-09
5.8,-3.2723705868509402e-09
5.8025,-3.2630787984704486e-09
5.805,-3.2535332385477728e-09
5.8075,-3.2463915386986975e-09
5.81,-3.2385380827248802e-09
5.8125,-3.2359606201317243e-09
5.815,-3.2302379789649074e-09
5.8175,-3.2242215694471001e-09
5.82,-3.2178078937342353e-09
5.8225,-3.2110157168437136e-09
5.825,-3.203924913784092e-09
5.8275,-3.1963140256822839e-09
5.83,-3.1939157542501892e-09
5.8325,-3.1911862861052195e-09
5.835,-3.1878098999946022e-09
5.8375,-3.1874680090026373e-09
5.84,-3.1902495990577855e-09
5.8425,-3.1961082126168964e-09
5.845,-3.1987600654625458e-09
5.8475,-3.19834854260143e-09
5.85,-3.2008704368394382e-09
5.8525,-3.203240417861892e-09
5.855,-3.2085615086523539e-09
5.8575,-3.2138648197963066e-09
5.86,-3.2188927293276542e-09
5.8625,-3.2267222584623349e-09
5.865,-3.2350206920679878e-09
5.8675,-3.2431543940707529e-09
5.87,-3.2487941952271517e-09
5.8725,-3.2576370810141736e-09
5.875,-3.2692862792997688e-09
5.8775,-3.2784179274927606e-09
5.88,-3.29060360936761e-09
5.8825,-3.3062469346172238e-09
5.885,-3.318805634971847e-09
5.8875,-3.3286426492752581e-09
5.89,-3.3413082884439384e-09
5.8925,-3.3539466712053393e-09
5.895,-3.3666289853025247e-09
5.8975,-3.3764900718657434e-09
5.9,-3.3862266960941148e-09
5.9025,-3.4015012147286633e-09
5.905,-3.4138822732500826e-09
5.9075,-3.4259182189152143e-09
5.91,-3.4409175500540006e-09
5.9125,-3.4527592405544086e-09
5.915,-3.464514299768359e-09
5.9175,-3.47628576640724e-09
5.92,-3.4881561860490937e-09
5.9225,-3.4969592015822849e-09
5.925,-3.5084267595284211e-09
5.9275,-3.5199503295514461e-09
5.93,-3.5310901173461421e-09
5.9325,-3.5422255877906788e-09
5.935,-3.5443775744151239e-09
5.9375,-3.5494698375758284e-09
5.94,-3.557675412802842e-09
5.9425,-3.5621668296403291e-09
5.945,-3.5640013726159134e-09
5.9475,-3.5658494976382218e-09
5.95,-3.5674847366459251e-09
5.9525,-3.5661681363284094e-09
5.955,-3.5620482588113595e-09
5.9575,-3.5581929145535036e-09
5.96,-3.5511673286161634e-09
5.9625,-3.546839895257365e-09
5.965,-3.5398932984620376e-09
5.9675,-3.5334515833939597e-09
5.97,-3.5298825020113883e-09
5.9725,-3.5209618258770645e-09
5.975,-3.5094218087628063e-09
5.9775,-3.5010186671407444e-09
5.98,-3.4930832729666609e-09
5.9825,-3.4851812838766941e-09
5.985,-3.4752528425835884e-09
5.9875,-3.4656582239450106e-09
5.99,-3.4558905750281059e-09
5.9925,-3.4468877195507578e-09
5.995,-3.4387751847585695e-09
5.9975,-3.4285443733701556e-09
6.0,-3.4186144223486436e-09
6.0025,-3.4119193941949922e-09
6.005,-3.402801610866304e-09
