Physical Time (s),drag Monitor (N)
1.6725,0.0003299880170883839
1.675,0.00033016103845991503
1.6775,0.00033033360099109157
1.68,0.00033050223566615438
1.6825,0.00033066736291634643
1.685,0.00033083041134237461
1.6875,0.00033098893351894563
1.69,0.00033114057475132092
1.6925,0.00033128572403954529
1.695,0.00033142379018054623
1.6975,0.00033155553791868841
1.7,0.00033168002277301383
1.7025,0.00033179703481702133
1.705,0.00033190535162540481
1.7075,0.00033200141526755885
1.71,0.00033208813315896435
1.7125,0.00033218547265269425
1.715,0.00033224274296709535
1.7175,0.00033229549340414418
1.72,0.00033235068463059118
1.7225,0.00033239874304353433
1.725,0.00033243983902748412
1.7275,0.0003324757289035941
1.73,0.00033248446165474229
1.7325,0.00033251358150378468
1.735,0.00033254806015423067
1.7375,0.00033257392875457798
1.74,0.00033259301471565611
1.7425,0.00033261202009615654
1.745,0.00033263436020904819
1.7475,0.00033266353026786962
1.75,0.00033269725229403334
1.7525,0.00033274001322685699
1.755,0.00033278780391819289
1.7575,0.00033284646982929665
1.76,0.00033291539816953893
1.7625,0.0003329964652174234
1.765,0.00033308859652307512
1.7675,0.00033319401587014876
1.77,0.00033331057082920001
1.7725,0.0003334368809603266
1.775,0.00033357361814774202
1.7775,0.00033372275630034299
1.78,0.00033388573922625607
1.7825,0.00033405965486732502
1.785,0.00033424597216932198
1.7875,0.00033444218311500347
1.79,0.0003346448028751502
1.7925,0.00033485659247476046
1.795,0.00033507980379684604
1.7975,0.00033530759647415177
1.8,0.00033553895285715215
1.8025,0.00033577469540854683
1.805,0.00033601086095814785
1.8075,0.00033624400678708319
1.81,0.0003364716107639955
1.8125,0.00033669882982295695
1.815,0.00033691982816414564
1.8175,0.00033713254915487844
1.82,0.00033733650134770644
1.8225,0.00033753062759977716
1.825,0.00033771309349683507
1.8275,0.00033788343329280981
1.83,0.00033803683054019825
1.8325,0.00033817889341735546
1.835,0.00033830712172019315
1.8375,0.00033841723746624679
1.84,0.00033850858639372801
1.8425,0.00033858096495306418
1.845,0.00033863781031494142
1.8475,0.00033868098465149744
1.85,0.00033870877292831506
1.8525,0.00033872140853787497
1.855,0.00033872196258347495
1.8575,0.00033871235979912248
1.86,0.00033869063646004124
1.8625,0.00033865928668201574
1.865,0.00033861798411250155
1.8675,0.00033857095566166114
1.87,0.00033852112418371349
1.8725,0.00033847034130598857
1.875,0.00033842083306439267
1.8775,0.00033837351810524094
1.88,0.00033833041869021148
1.8825,0.00033829082753786244
1.885,0.00033825885657860419
1.8875,0.00033823719254010123
1.89,0.00033822792027311387
1.8925,0.00033822981519624992
1.895,0.00033824661298573791
1.8975,0.00033827828938904584
1.9,0.00033832319326641185
1.9025,0.00033838226779066857
1.905,0.00033846119085381666
1.9075,0.00033855656160895043
1.91,0.00033866969765279295
1.9125,0.00033880282710436116
1.915,0.00033895541487963433
1.9175,0.00033912474871084278
1.92,0.00033930893040367432
1.9225,0.00033950418040119476
1.925,0.0003397111918147071
1.9275,0.00033993302453649827
1.93,0.00034016840880311344
1.9325,0.00034040994396306273
1.935,0.00034066002936602335
1.9375,0.00034091313934845365
1.94,0.0003411685451067573
1.9425,0.00034142467598816638
1.945,0.00034167558625325969
1.9475,0.00034192312176990563
1.95,0.00034216765994331136
1.9525,0.00034240321170041487
1.955,0.00034262655482331138
1.9575,0.00034283675539843685
1.96,0.00034303328188276661
1.9625,0.00034321212288376921
1.965,0.00034337640285227373
1.9675,0.00034352225206370115
1.97,0.00034364829465624824
1.9725,0.00034375457991186391
1.975,0.00034383982664787827
1.9775,0.0003439227151684115
1.98,0.00034394445807772625
1.9825,0.0003439660361463573
1.985,0.00034398435656612334
1.9875,0.00034397880791634048
1.99,0.00034395105939830496
1.9925,0.00034390775902700961
1.995,0.00034385134501486265
1.9975,0.00034378322241697781
2.0,0.00034370650599605511
2.0025,0.00034362660392897744
2.005,0.00034354553960010093
2.0075,0.00034346365262400048
2.01,0.00034338062443403292
2.0125,0.00034327337927442367
2.015,0.00034319727761118052
2.0175,0.00034314176703029078
2.02,0.00034308517733111428
2.0225,0.00034302671206682355
2.025,0.0003429837024864459
2.0275,0.00034295579865245552
2.03,0.00034294795561239669
2.0325,0.00034296212953645647
2.035,0.00034299780149536102
2.0375,0.00034305365314023554
2.04,0.00034313394902276253
2.0425,0.00034323453074244813
2.045,0.00034335469448306896
2.0475,0.00034349624194709056
2.05,0.00034365772669934288
2.0525,0.0003438376880855215
2.055,0.00034403527974868469
2.0575,0.0003442477625363535
2.06,0.00034447974139722738
2.0625,0.00034472712426480794
2.065,0.00034498043800493966
2.0675,0.00034524064410056717
2.07,0.00034551025550131552
2.0725,0.00034578431463538466
2.075,0.0003460577955259307
2.0775,0.00034632694576654949
2.08,0.00034658871856235312
2.0825,0.00034684264282742897
2.085,0.00034708760252587548
2.0875,0.00034731940799806666
2.09,0.00034753864459062685
2.0925,0.00034773668005075043
2.095,0.0003479163006432414
2.0975,0.00034807995068089636
2.1,0.00034822254646174779
2.1025,0.00034833779941260447
2.105,0.0003484264622404261
2.1075,0.00034849661768648855
2.11,0.00034854420074247679
2.1125,0.00034856755277745861
2.115,0.00034856916197634164
2.1175,0.00034854323181075043
2.12,0.00034849456595213783
2.1225,0.00034843033507848243
2.125,0.00034835345110445428
2.1275,0.00034826591244764636
2.13,0.00034816508784628217
2.1325,0.00034805622793602749
2.135,0.00034793863633715382
2.1375,0.00034781750567894814
2.14,0.00034769312574643892
2.1425,0.00034757047890248197
2.145,0.00034745437573092009
2.1475,0.00034734831958348899
2.15,0.00034725618578839703
2.1525,0.00034717514889427302
2.155,0.00034710982253962058
2.1575,0.00034706200338343197
2.16,0.00034700612610119298
2.1625,0.00034700609252546197
2.165,0.00034703967285579641
2.1675,0.00034709570644921587
2.17,0.00034716219550053057
2.1725,0.00034723915924504505
2.175,0.00034734554935500744
2.1775,0.0003474824798311893
2.18,0.00034765239343099519
2.1825,0.00034784889418771117
2.185,0.0003480675802476252
2.1875,0.00034830471893533381
2.19,0.0003485575983745096
2.1925,0.00034882604914850384
2.195,0.0003491118891491826
2.1975,0.00034941492100720511
2.2,0.00034972607059406246
2.2025,0.00035000537492338012
2.205,0.00035028258682665481
2.2075,0.00035056900878437059
2.21,0.0003508602133050019
2.2125,0.00035114495132644309
2.215,0.00035141464034769027
2.2175,0.00035166235051942803
2.22,0.00035188759611673101
2.2225,0.0003520934267072489
2.225,0.00035226891602021328
2.2275,0.00035241467525465385
2.23,0.00035253080627747235
2.2325,0.00035262181476447346
2.235,0.00035268696209849788
2.2375,0.00035272440257620567
2.24,0.00035272893498219081
2.2425,0.00035270515604897602
2.245,0.00035265360601682881
2.2475,0.00035259741251578494
2.25,0.00035246888699800487
2.2525,0.00035233564991622843
2.255,0.00035219541017819563
2.2575,0.00035202861833243517
2.26,0.0003518416775070963
2.2625,0.00035164573859637908
2.265,0.00035144283470651819
2.2675,0.00035123366579294481
2.27,0.00035102453297289164
2.2725,0.00035082083715773555
2.275,0.00035062820383410169
2.2775,0.00035044818327256591
2.28,0.00035028301009819063
2.2825,0.0003501336508473377
2.285,0.00035000397474882245
2.2875,0.00034987006210195212
2.29,0.00034978654303333178
2.2925,0.00034974694846238974
2.295,0.00034973130267513099
2.2975,0.00034973390655910943
2.3,0.00034976499595371991
2.3025,0.00034983322804344033
2.305,0.00034993831689320248
2.3075,0.00035008556839181954
2.31,0.00035026247795801328
2.3125,0.00035047556220476559
2.315,0.00035071764894083321
2.3175,0.00035098347163948254
2.32,0.00035126550866977521
2.3225,0.00035156847801939275
2.325,0.0003519120024907143
2.3275,0.00035227474233847007
2.33,0.00035260227973910529
2.3325,0.0003529231918042455
2.335,0.00035327734251293526
2.3375,0.00035365309627265526
2.34,0.00035401901173030912
2.3425,0.00035436315312400968
2.345,0.00035468343716224993
2.3475,0.00035498270767099342
2.35,0.0003552576194846077
2.3525,0.00035550565778662768
2.355,0.00035571646293696324
2.3575,0.00035588767417041886
2.36,0.00035605736150417399
2.3625,0.00035620118201884656
2.365,0.00035629497585223301
2.3675,0.00035634049498019509
2.37,0.00035634741113737135
2.3725,0.00035632467078930907
2.375,0.00035627337303183122
2.3775,0.00035618460130292147
2.38,0.00035605899916867458
2.3825,0.00035590359949738167
2.385,0.00035573066917053399
2.3875,0.00035552792689475855
2.39,0.00035530430934621875
2.3925,0.00035506775777700784
2.395,0.00035482017683767162
2.3975,0.00035455930048053466
