Physical Time (s),enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv1,enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv2,enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv3,enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv4,enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv5,enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv6,enth_flux_viscous_bot Monitor (kg-m/s^3): bot_cv7
4.1925,2.1446026305720386e-09,2.5309228172411553e-09,2.740480977316087e-09,2.9394828060319275e-09,3.3037455344591103e-09,4.146530742366171e-09,5.2053930763972438e-09
4.195,2.141986798408422e-09,2.5276459880058191e-09,2.7363920016160509e-09,2.9357604232437545e-09,3.3003007706724352e-09,4.143438048137263e-09,5.2041302380380683e-09
4.1975,2.1394527218026145e-09,2.5244695491729732e-09,2.7324283348320422e-09,2.9321353817585494e-09,3.2969312747805569e-09,4.1403879168811695e-09,5.2026072289777358e-09
4.2,2.137006773422498e-09,2.521401679865553e-09,2.7286023215589607e-09,2.928618062383017e-09,3.293646475395218e-09,4.1373871387289803e-09,5.2008190531021646e-09
4.2025,2.1346546749948981e-09,2.518449757113329e-09,2.7249250069989961e-09,2.9252185620070642e-09,3.290455977066835e-09,4.1344422688270935e-09,5.1987619578271206e-09
4.205,2.1324013706748407e-09,2.5156204355272942e-09,2.7214058488264805e-09,2.921946296319521e-09,3.2873682620246731e-09,4.1315592562021873e-09,5.1964308519048297e-09
4.2075,2.1302518227663389e-09,2.512920365584075e-09,2.7180520570606391e-09,2.9188081480769399e-09,3.2843895446331615e-09,4.1287457126145392e-09,5.1938237667789304e-09
4.21,2.1282120229742697e-09,2.510357089089096e-09,2.7148726986213416e-09,2.9158119402007642e-09,3.2815263429170625e-09,4.1260101900334885e-09,5.1909399345877233e-09
4.2125,2.1262877002848841e-09,2.5079376726381855e-09,2.711877122296073e-09,2.9129668714144379e-09,3.2787861299518344e-09,4.1233608400727159e-09,5.1877833132586848e-09
4.215,2.1244829603526457e-09,2.505667524394798e-09,2.7090737665560712e-09,2.9102823219617697e-09,3.2761779526916233e-09,4.1208062253660688e-09,5.1843624247697911e-09
4.2175,2.122803500572608e-09,2.5035538581458059e-09,2.7064731830120245e-09,2.9077698861170875e-09,3.2737141006453133e-09,4.1183556884695499e-09,5.180690135925985e-09
4.22,2.1212547572090575e-09,2.5016036762670253e-09,2.704084997210675e-09,2.9054405271138944e-09,3.2714060912642961e-09,4.1160190064482299e-09,5.1767801805885295e-09
4.2225,2.1198423621940517e-09,2.4998239299545039e-09,2.7019177888453237e-09,2.9033030951438504e-09,3.2692624765347202e-09,4.1138057403445041e-09,5.17264618857819e-09
4.225,2.1185717370994163e-09,2.498221155151075e-09,2.6999797305937935e-09,2.9013658184641716e-09,3.2672914779470487e-09,4.1117249591511544e-09,5.1683052154788753e-09
4.2275,2.1174481084098412e-09,2.4968016185050316e-09,2.6982772769536259e-09,2.8996345569471935e-09,3.2654990433103166e-09,4.1097831237626975e-09,5.1637746266500769e-09
4.23,2.1164769012112409e-09,2.4955718123308282e-09,2.6968183823908097e-09,2.8981167887388241e-09,3.2638924570097113e-09,4.1079886355127736e-09,5.1590748164575234e-09
4.2325,2.1156628534294699e-09,2.4945375090376529e-09,2.6956106803828606e-09,2.8968209739913912e-09,3.2624800540265027e-09,4.1063509451178219e-09,5.154228438217025e-09
4.235,2.1150109521091679e-09,2.4937044939703054e-09,2.6946606439187754e-09,2.895755340204579e-09,3.2612699364926917e-09,4.104879033734694e-09,5.1492579364423417e-09
4.2375,2.1145257249554572e-09,2.4930779149302808e-09,2.6939737354966373e-09,2.8949277077624905e-09,3.260269777492937e-09,4.1035785387093887e-09,5.1441827573749057e-09
4.24,2.1142118962113677e-09,2.4926631002721024e-09,2.6935553475461523e-09,2.8943448923041168e-09,3.2594879696953218e-09,4.1024585412527411e-09,5.1390242056826258e-09
4.2425,2.1140738076441927e-09,2.4924650347406819e-09,2.693410806860904e-09,2.8940131720793454e-09,3.2589322499020506e-09,4.1015289899074747e-09,5.1338060372214079e-09
4.245,2.114115207721297e-09,2.4924879313924101e-09,2.6935458467205266e-09,2.8939382097293756e-09,3.2586106474554679e-09,4.1008006787828809e-09,5.128554584340611e-09
4.2475,2.1143388509295388e-09,2.4927348375123449e-09,2.6939605859313426e-09,2.894120582103455e-09,3.2585250159808486e-09,4.1002779350990249e-09,5.123291756759797e-09
4.25,2.1147473983665048e-09,2.4932084669194002e-09,2.6946556934914325e-09,2.89456206241917e-09,3.2586778895581591e-09,4.0999633748540421e-09,5.118036942301206e-09
4.2525,2.1153426867559404e-09,2.4939105594160586e-09,2.6956312389741946e-09,2.8952632064620061e-09,3.2590701324558074e-09,4.0998586915722421e-09,5.1128064585103397e-09
4.255,2.1161253614333905e-09,2.4948416012349167e-09,2.6968889998994523e-09,2.8962268549170406e-09,3.2597045283843313e-09,4.0999712750445841e-09,5.1076245559855107e-09
4.2575,2.1170966091443007e-09,2.4960024434695174e-09,2.6984271594307313e-09,2.8974523654263391e-09,3.2605809556055753e-09,4.1003059438784344e-09,5.102509075826052e-09
4.26,2.1182561698561328e-09,2.4973924805664856e-09,2.7002450220601018e-09,2.8989394548307345e-09,3.2616990953579105e-09,4.1008652089610112e-09,5.0974753919877353e-09
4.2625,2.1196039913723995e-09,2.4990109281972813e-09,2.7023422202231861e-09,2.9006878038255597e-09,3.2630582596901272e-09,4.1016488747717381e-09,5.092537447396963e-09
4.265,2.1211383994818961e-09,2.5008547082875697e-09,2.7047112175654932e-09,2.9026898167576911e-09,3.2646505811880456e-09,4.1026488373204835e-09,5.0877028951903743e-09
4.2675,2.1228563650016172e-09,2.5029195277306958e-09,2.7073434577319452e-09,2.9049368350994343e-09,3.266468799606759e-09,4.1038600580854266e-09,5.0829838319968571e-09
4.27,2.1247539270262427e-09,2.5052006789881965e-09,2.7102338362664862e-09,2.9074253734172986e-09,3.2685114365530459e-09,4.105283081806171e-09,5.0783974063524809e-09
4.2725,2.1268253622735239e-09,2.507691392803346e-09,2.7133723856049431e-09,2.9101476100008601e-09,3.2707729297036252e-09,4.1069148180845233e-09,5.0739547216082209e-09
4.275,2.1290638609659301e-09,2.5103832086755906e-09,2.716746501457136e-09,2.9130923200384489e-09,3.2732434647024013e-09,4.1087478716306808e-09,5.0696617512618415e-09
4.2775,2.1314618327544234e-09,2.5132664941416162e-09,2.7203449927224671e-09,2.916249951979696e-09,3.2759150369710088e-09,4.1107742370988622e-09,5.0655243192190496e-09
4.28,2.1340112203458138e-09,2.5163308863909843e-09,2.7241510412038696e-09,2.9196038896358622e-09,3.2787719138088489e-09,4.1129788860387688e-09,5.0615410516089352e-09
4.2825,2.136703546135189e-09,2.519565463641129e-09,2.7281501508058517e-09,2.9231394201551603e-09,3.2817991004903342e-09,4.1153478716622845e-09,5.0577128139662787e-09
4.285,2.1395296578164244e-09,2.5229586163080421e-09,2.7323310416411258e-09,2.9268458539797938e-09,3.2849854163997408e-09,4.1178696596148934e-09,5.0540446614150365e-09
4.2875,2.1424795719577071e-09,2.5264980350767879e-09,2.7366751216289476e-09,2.9307058873926372e-09,3.288314448859248e-09,4.1205282933489388e-09,5.0505351232330408e-09
4.29,2.1455427051799936e-09,2.5301710909490411e-09,2.7411681843298659e-09,2.9347063250787957e-09,3.2917749716616153e-09,4.1233142962836074e-09,5.047184889221949e-09
4.2925,2.1487075729842346e-09,2.5339641920486642e-09,2.7457923981036953e-09,2.9388296284729672e-09,3.2953517338002897e-09,4.1262152844014193e-09,5.0439897519517364e-09
4.295,2.1519616613018615e-09,2.5378626221575685e-09,2.7505273997598463e-09,2.9430549027462057e-09,3.2990248610913422e-09,4.1292117573780588e-09,5.0409371253882807e-09
4.2975,2.1552913980885001e-09,2.5418504881129932e-09,2.7553565648015153e-09,2.9473657598639516e-09,3.3027785377909362e-09,4.132287690943346e-09,5.038017183416702e-09
4.3,2.1586823364989857e-09,2.5459109305464837e-09,2.7602584805286941e-09,2.9517423400321187e-09,3.3065936825659123e-09,4.1354257296251936e-09,5.0352177004874476e-09
4.3025,2.1621188719396439e-09,2.5500254642427998e-09,2.7652119845112705e-09,2.9561656212154047e-09,3.3104514966110538e-09,4.1386084519562722e-09,5.0325260393024857e-09
4.305,2.165584693504851e-09,2.5541746866728472e-09,2.7701966900922415e-09,2.9606167844135849e-09,3.3143346856191597e-09,4.1418193317150033e-09,5.0299306197428114e-09
4.3075,2.169063004246601e-09,2.5583389546655523e-09,2.7751867688879232e-09,2.9650712654094128e-09,3.3182196444591166e-09,4.1450358398746326e-09,5.0274111691044101e-09
4.31,2.1725368027030271e-09,2.5624988071618971e-09,2.7801615723780857e-09,2.9695088171143342e-09,3.3220864134042957e-09,4.1482373823144216e-09,5.0249494256261959e-09
4.3125,2.1759887332314514e-09,2.566634355100363e-09,2.7850997354933987e-09,2.9739108408383638e-09,3.325918090829591e-09,4.1514054381073328e-09,5.0225297156370243e-09
4.315,2.1794018399138409e-09,2.5707263093395618e-09,2.7899775901958157e-09,2.9782563270248117e-09,3.3296961669903392e-09,4.1545230017728912e-09,5.0201407307661274e-09
4.3175,2.182759248731668e-09,2.5747553385315565e-09,2.7947752175994759e-09,2.9825274035158163e-09,3.3334049463501268e-09,4.1575752571875768e-09,5.0177705135892973e-09
4.32,2.1860454408742049e-09,2.5787034416484413e-09,2.7994718366816553e-09,2.9867049956028063e-09,3.3370269011349901e-09,4.1605450881909956e-09,5.0154031474954262e-09
4.3225,2.1892459529982307e-09,2.5825539619851274e-09,2.8040460776840134e-09,2.9907689402636566e-09,3.3405426740346473e-09,4.1634140325660662e-09,5.0130216825961169e-09
4.325,2.1923468550878569e-09,2.5862908041132268e-09,2.808480503130489e-09,2.9947039935608403e-09,3.3439387819963978e-09,4.1661670665393243e-09,5.0106141797580389e-09
4.3275,2.1953346548233083e-09,2.5898982317554473e-09,2.8127580982808456e-09,2.9984945168772984e-09,3.3472022766596168e-09,4.168793973045053e-09,5.0081737525049006e-09
4.33,2.1981960925137794e-09,2.5933607683978084e-09,2.8168600129077818e-09,3.0021226793378679e-09,3.3503167442695713e-09,4.1712820848308372e-09,5.0056912369648068e-09
4.3325,2.2009183255848347e-09,2.596663712604574e-09,2.8207705550861199e-09,3.0055740612788099e-09,3.3532693876494549e-09,4.1736211703913784e-09,5.0031589203896278e-09
4.335,2.203489116205596e-09,2.5997931284066122e-09,2.824475991735369e-09,3.0088369862899363e-09,3.3560492344301447e-09,4.1758015175541971e-09,5.00056882978767e-09
4.3375,2.2058968563375508e-09,2.6027357042568004e-09,2.8279619895904006e-09,3.0118995538577365e-09,3.3586447164484068e-09,4.1778118636657209e-09,4.9979113894978835e-09
4.34,2.2081303590105491e-09,2.6054784897218283e-09,2.8312125822056342e-09,3.0147483456600369e-09,3.3610442374662057e-09,4.1796412330231079e-09,4.9951770051123017e-09
4.3425,2.2101792776373071e-09,2.6080093221132784e-09,2.8342138860071297e-09,3.0173714118106911e-09,3.363238290884982e-09,4.1812812292596115e-09,4.9923596847881434e-09
4.345,2.2120339666173598e-09,2.6103165524749582e-09,2.8369530741345411e-09,3.0197571392333396e-09,3.3652170691169285e-09,4.1827239172981315e-09,4.9894543166101144e-09
4.3475,2.2136855245687815e-09,2.6123893175655605e-09,2.8394173190031694e-09,3.0218940401931165e-09,3.3669700840344729e-09,4.1839615687107293e-09,4.986454964431535e-09
4.35,2.2151259855250109e-09,2.614217877001681e-09,2.8415952718874115e-09,3.0237717900102261e-09,3.3684870458091445e-09,4.1849850748785076e-09,4.9833558659524469e-09
4.3525,2.216348809202183e-09,2.6157943601189185e-09,2.8434780169757351e-09,3.0253836103417922e-09,3.3697622329634436e-09,4.1857865046076409e-09,4.9801577357710463e-09
4.355,2.2173489448008862e-09,2.6171126138055326e-09,2.8450580735260617e-09,3.026722950271918e-09,3.3707905922057247e-09,4.1863612037863775e-09,4.9768585085902955e-09
4.3575,2.2181230281782173e-09,2.6181684794267362e-09,2.8463316878611056e-09,3.0277867136498844e-09,3.37156985542288e-09,4.1867095965487293e-09,4.9734625641431046e-09
4.36,2.2186695349144677e-09,2.6189598391816739e-09,2.8472972321679847e-09,3.0285747888405232e-09,3.3721012567753851e-09,4.1868349746614975e-09,4.9699796151117652e-09
4.3625,2.2189880323657358e-09,2.6194854781897158e-09,2.8479530409572074e-09,3.0290865759427883e-09,3.3723851362826562e-09,4.1867387046981981e-09,4.9664206046224123e-09
4.365,2.2190786822736247e-09,2.6197445247128001e-09,2.8482970817641087e-09,3.0293206535933518e-09,3.3724209346401284e-09,4.1864223833775103e-09,4.9627951749996311e-09
4.3675,2.2189432536334115e-09,2.619737678423629e-09,2.848329114154387e-09,3.0292768640266658e-09,3.3722087360733336e-09,4.1858877744428066e-09,4.9591105301463902e-09
4.37,2.2185839235064712e-09,2.6194664078165155e-09,2.8480503348155865e-09,3.0289577062145165e-09,3.3717507599331065e-09,4.1851373990979007e-09,4.9553759244649745e-09
4.3725,2.2180046863590764e-09,2.6189345196153003e-09,2.8474641319277982e-09,3.0283680297704343e-09,3.3710529306926371e-09,4.184178245099123e-09,4.9516070728162601e-09
4.375,2.2172105315499542e-09,2.6181471019965675e-09,2.8465758297937757e-09,3.0275138174808178e-09,3.3701216726983799e-09,4.1830189811866897e-09,4.947822378845192e-09
4.3775,2.2162075627367238e-09,2.6171102751311532e-09,2.8453934577005177e-09,3.0264036578349081e-09,3.3689668465021018e-09,4.1816709987688939e-09,4.9440405917282228e-09
4.38,2.2150030327656982e-09,2.6158312251854316e-09,2.8439221744153323e-09,3.0250407548271042e-09,3.3675937180857403e-09,4.1801400725634126e-09,4.9402729832235671e-09
4.3825,2.2136043379515709e-09,2.6143172770578579e-09,2.842168233330446e-09,3.0234305506078706e-09,3.3660072928007502e-09,4.1784318659232994e-09,4.9365292180361632e-09
4.385,2.2120199474004678e-09,2.6125770281632424e-09,2.8401413318045685e-09,3.021582246528084e-09,3.3642161423080622e-09,4.1765551120154423e-09,4.9328210217160299e-09
4.3875,2.2102590071577265e-09,2.6106201485028931e-09,2.837852610572681e-09,3.0195078033895713e-09,3.3622314306088118e-09,4.1745229629899503e-09,4.9291633310840335e-09
4.39,2.208331576704012e-09,2.6084574856375347e-09,2.8353124955418999e-09,3.0172165995328603e-09,3.3600623959664055e-09,4.1723458610981924e-09,4.9255690575256558e-09
4.3925,2.2062483213536069e-09,2.6061004509703355e-09,2.832534884011841e-09,3.014721441164961e-09,3.3577216192276342e-09,4.1700354868658947e-09,4.9220540225444213e-09
4.395,2.2040206259950435e-09,2.6035613450054848e-09,2.8295325623096889e-09,3.0120335452568122e-09,3.355219785466989e-09,4.1676010399130741e-09,4.9186300699082335e-09
4.3975,2.2016597814517672e-09,2.6008524814954582e-09,2.826318621753442e-09,3.0091644842996291e-09,3.3525672218663434e-09,4.1650532849399908e-09,4.9153084972520072e-09
4.4,2.1991774079117504e-09,2.59798669697409e-09,2.822908482689986e-09,3.0061280172885289e-09,3.3497766621738972e-09,4.1624052753923591e-09,4.9121016340766704e-09
4.4025,2.1965854911210321e-09,2.5949770752282356e-09,2.8193139564281222e-09,3.0029337084375711e-09,3.3468566070315447e-09,4.1596652018325282e-09,4.909013103582594e-09
4.405,2.193895781562745e-09,2.5918366604065279e-09,2.8155518952641383e-09,2.9995958356381992e-09,3.3438200818413488e-09,4.1568458978986917e-09,4.9060512549877353e-09
4.4075,2.1911207584863793e-09,2.5885794963693492e-09,2.8116356730292272e-09,2.9961254908001869e-09,3.3406770207314027e-09,4.1539568291601926e-09,4.9032227733409325e-09
4.41,2.1882730540066202e-09,2.5852200696798e-09,2.8075831693133845e-09,2.9925383214966589e-09,3.3374416762561264e-09,4.1510108114315405e-09,4.900536636765484e-09
4.4125,2.185365591326745e-09,2.5817731018664888e-09,2.8034099789638014e-09,2.9888481842441891e-09,3.3341253083145591e-09,4.1480175616131674e-09,4.897997191431917e-09
4.415,2.1824113449332269e-09,2.5782531853853424e-09,2.7991336000455714e-09,2.9850705568693558e-09,3.3307403952598065e-09,4.1449860737794207e-09,4.8956061132646722e-09
4.4175,2.1794226053334698e-09,2.57467403035304e-09,2.7947690185485044e-09,2.9812175277395426e-09,3.3272971007588189e-09,4.1419218817728302e-09,4.8933609926299982e-09
4.42,2.1764104365378805e-09,2.5710483111256384e-09,2.7903311094802593e-09,2.9773010579970978e-09,3.3238057692512397e-09,4.1388324992623173e-09,4.8912593255183206e-09
4.4225,2.1733843506373227e-09,2.5673873645448252e-09,2.7858348241736933e-09,2.9733336442594613e-09,3.3202774730981017e-09,4.1357272594483395e-09,4.8893008714231928e-09
4.425,2.1703530091452032e-09,2.5637020495013747e-09,2.7812929068669756e-09,2.9693257127055223e-09,3.3167206770219548e-09,4.1326129689586913e-09,4.8874833471254402e-09
4.4275,2.167324816130633e-09,2.560003241790718e-09,2.7767218717617935e-09,2.9652909417379005e-09,3.3131463879821228e-09,4.1294983121605229e-09,4.8858034511602309e-09
4.43,2.1643075450634597e-09,2.5563012969353305e-09,2.7721338757203461e-09,2.9612389174975091e-09,3.3095610983742611e-09,4.1263865304713014e-09,4.8842506237472318e-09
4.4325,2.1613085135804038e-09,2.5526059620449486e-09,2.7675432010726005e-09,2.9571812908818478e-09,3.3059753026596449e-09,4.1232835235441883e-09,4.8828167895212935e-09
4.435,2.1583349540508948e-09,2.5489263964016397e-09,2.7629618373156484e-09,2.9531266098908239e-09,3.3023965745500909e-09,4.1201918609573652e-09,4.8814894165747007e-09
4.4375,2.1553934673170416e-09,2.5452707906157754e-09,2.7584000168287483e-09,2.9490824447371215e-09,3.298828556778905e-09,4.1171111050189064e-09,4.8802522639719605e-09
4.44,2.1524909499578826e-09,2.5416477614485646e-09,2.7538705373426741e-09,2.9450611897034912e-09,3.2952792606345086e-09,4.1140468691680327e-09,4.8790938467258615e-09
4.4425,2.1496337467531537e-09,2.5380656866068126e-09,2.7493841758001032e-09,2.9410723674926221e-09,3.2917541960741922e-09,4.1110006507475138e-09,4.8779981263561127e-09
4.445,2.1468281779696987e-09,2.5345333577809871e-09,2.7449529166536589e-09,2.9371259711179997e-09,3.2882617057607382e-09,4.1079757016738471e-09,4.8769512062935414e-09
4.4475,2.1440819163192979e-09,2.531061110750962e-09,2.7405915344604998e-09,2.9332352106303489e-09,3.2848147814495084e-09,4.1049815480642941e-09,4.8759436574708764e-09
4.45,2.141401664473681e-09,2.5276582042186482e-09,2.7363140369534386e-09,2.9294128461470277e-09,3.2814251733563785e-09,4.1020267307986676e-09,4.8749654508259535e-09
4.4525,2.1387934311244747e-09,2.5243329415820549e-09,2.7321305634435423e-09,2.9256673812625926e-09,3.2780985522965872e-09,4.0991115582093606e-09,4.8739986998291185e-09
4.455,2.1362617621241152e-09,2.5210920509723478e-09,2.7280507928774742e-09,2.9220071107733771e-09,3.274840468698888e-09,4.0962356352024086e-09,4.873023455888545e-09
4.4575,2.1338128526224419e-09,2.5179439087034171e-09,2.7240865188095912e-09,2.9184413745601237e-09,3.2716586198146461e-09,4.0934026183030758e-09,4.8720240168548554e-09
4.46,2.1314519771339853e-09,2.5148960155922276e-09,2.7202494407837623e-09,2.914979323055396e-09,3.2685605253993391e-09,4.0906175921853714e-09,4.8709850345765049e-09
4.4625,2.1291822688585353e-09,2.5119535512215949e-09,2.7165491185950262e-09,2.9116286687445891e-09,3.2655520310387154e-09,4.0878839791330879e-09,4.869890491260495e-09
4.465,2.1270085333056225e-09,2.509123153116723e-09,2.7129941625981955e-09,2.9083973172810024e-09,3.2626402544202343e-09,4.0852079763837139e-09,4.8687284717186907e-09
4.4675,2.1249337473975967e-09,2.5064097019780756e-09,2.7095908140439128e-09,2.9052902607912292e-09,3.2598291084827624e-09,4.0825930764616767e-09,4.867485743986124e-09
4.47,2.1229614545441526e-09,2.5038186699082576e-09,2.706346339146114e-09,2.9023139129935881e-09,3.2571215147930388e-09,4.0800420067544601e-09,4.8661477593453429e-09
4.4725,2.1210954603665474e-09,2.5013556971100092e-09,2.703268866609187e-09,2.8994757303870508e-09,3.2545224291110161e-09,4.0775575812866671e-09,4.864700800042406e-09
4.475,2.1193388122694483e-09,2.4990254747485119e-09,2.700365632544932e-09,2.8967812662950693e-09,3.2520361096215513e-09,4.0751404265662191e-09,4.863130787878309e-09
4.4775,2.1176959163754325e-09,2.4968341926331684e-09,2.697645069211217e-09,2.8942377179884443e-09,3.2496699776559545e-09,4.0727944429291982e-09,4.8614264565420945e-09
4.48,2.1161706328617267e-09,2.4947874058595599e-09,2.6951134215621936e-09,2.8918511108031257e-09,3.2474304309015453e-09,4.0705243347084715e-09,4.8595806812854668e-09
4.4825,2.1147679893532764e-09,2.4928918058746981e-09,2.6927780126383024e-09,2.8896281134755442e-09,3.245322750183291e-09,4.0683347965545252e-09,4.8575869617272748e-09
4.485,2.1134931435724684e-09,2.4911540390091284e-09,2.6906466557301107e-09,2.8875752131747114e-09,3.2433520966354555e-09,4.0662304543165838e-09,4.8554424836440749e-09
4.4875,2.1123506939462517e-09,2.4895802731836583e-09,2.6887275672996327e-09,2.8856995981416862e-09,3.2415239437483251e-09,4.0642158969470536e-09,4.8531452075338755e-09
4.49,2.1113460576685141e-09,2.4881778404524226e-09,2.687030938479154e-09,2.8840102017745265e-09,3.2398456093531971e-09,4.0622981294454685e-09,4.8506963494615682e-09
4.4925,2.110484165343544e-09,2.4869536410828643e-09,2.6855667142279653e-09,2.8825168459871544e-09,3.2383249049513037e-09,4.0604835929320113e-09,4.8480988621318501e-09
4.495,2.1097691430625454e-09,2.485913377446373e-09,2.6843414645177103e-09,2.8812286511850901e-09,3.236969336039354e-09,4.0587782141632071e-09,4.8453547804366445e-09
4.4975,2.1092053988743116e-09,2.485062637349025e-09,2.683360242198488e-09,2.8801528317517967e-09,3.2357865455485343e-09,4.0571900859018403e-09,4.8424721215035241e-09
4.5,2.1087968172440955e-09,2.4844064630436351e-09,2.6826269641010403e-09,2.8792926196915915e-09,3.2347814893350242e-09,4.0557250943540639e-09,4.8394603829552113e-09
4.5025,2.108548109196283e-09,2.4839505246181119e-09,2.6821460254269586e-09,2.8786519309957206e-09,3.2339599650059185e-09,4.0543881375143215e-09,4.8363289292674468e-09
4.505,2.1084640199660795e-09,2.4837005664610168e-09,2.6819234141179552e-09,2.8782368624568549e-09,3.2333296642698606e-09,4.0531867821660521e-09,4.8330899287533638e-09
4.5075,2.1085492268135136e-09,2.4836623883510194e-09,2.6819659728384976e-09,2.8780539861988662e-09,3.2328973946366977e-09,4.0521286542059877e-09,4.829757196135741e-09
4.51,2.1088080461013254e-09,2.4838414282020414e-09,2.6822780776695436e-09,2.8781085516647391e-09,3.232668770583034e-09,4.051223052198556e-09,4.826346665094076e-09
4.5125,2.1092441456755772e-09,2.4842422050179948e-09,2.6828640267413343e-09,2.8784057251226238e-09,3.2326479489594326e-09,4.0504790771379666e-09,4.8228758187480243e-09
4.515,2.1098603446834919e-09,2.4848680615778114e-09,2.6837288623682881e-09,2.8789511658896133e-09,3.2328411456378479e-09,4.0499063752278306e-09,4.8193638372236373e-09
4.5175,2.1106575905737007e-09,2.4857200292653899e-09,2.6848706001666163e-09,2.8797435494093737e-09,3.2332479597434534e-09,4.0495048561783088e-09,4.8158215869600131e-09
4.52,2.1116364286273177e-09,2.4867981538486071e-09,2.6862858496060798e-09,2.8807782375370148e-09,3.2338635720259223e-09,4.0492701461600097e-09,4.812255425164103e-09
4.5225,2.1127963073354096e-09,2.488101275419901e-09,2.6879736348730029e-09,2.88205472522461e-09,3.2346874432219486e-09,4.0492035689338118e-09,4.8086784635958825e-09
4.525,2.1141352060998214e-09,2.4896269309232436e-09,2.6899306595376942e-09,2.8835710430905526e-09,3.235718026468645e-09,4.0493084150100552e-09,4.8051032161595048e-09
4.5275,2.1156513232376382e-09,2.4913730988972429e-09,2.6921517234149658e-09,2.885324641003254e-09,3.2369547362908039e-09,4.049589081932178e-09,4.8015495210090294e-09
4.53,2.1173409778989471e-09,2.4933357897220756e-09,2.6946330634376987e-09,2.8873132722040603e-09,3.2383980994753798e-09,4.0500497124405441e-09,4.7980374957494784e-09
4.5325,2.119200003115289e-09,2.495510016172722e-09,2.697366870788802e-09,2.8895293371102673e-09,3.2400429366766205e-09,4.0506881132511133e-09,4.7945793248490044e-09
4.535,2.1212226270255505e-09,2.4978884433912842e-09,2.7003413450800276e-09,2.8919631419163367e-09,3.241880674613658e-09,4.0514978029740063e-09,4.7911835534454847e-09
4.5375,2.1234023606637778e-09,2.5004625281039839e-09,2.7035473679507708e-09,2.8946094739917049e-09,3.2439075275441299e-09,4.0524745015653206e-09,4.7878621294209188e-09
4.54,2.1257322789191836e-09,2.5032231818852299e-09,2.7069688809247505e-09,2.8974566383081112e-09,3.2461144272481357e-09,4.0536096553150109e-09,4.7846216892803453e-09
4.5425,2.1282051966055301e-09,2.5061610760549298e-09,2.7105939053912595e-09,2.9004926796570378e-09,3.2484916692618923e-09,4.0548981941932206e-09,4.7814719490982505e-09
4.545,2.1308131221156317e-09,2.5092660035364096e-09,2.7144108936662969e-09,2.9037033546418849e-09,3.2510275273171469e-09,4.0563335867344719e-09,4.7784208712691214e-09
4.5475,2.133547296747216e-09,2.5125271248681918e-09,2.7184034673953935e-09,2.907073061545407e-09,3.2537083139051499e-09,4.0579080712705676e-09,4.7754747172735914e-09
4.55,2.1363986181963573e-09,2.5159332767670727e-09,2.7225608884472374e-09,2.9105922956478019e-09,3.2565265561619011e-09,4.0596190156043691e-09,4.7726450385905673e-09
4.5525,2.1393563243824774e-09,2.5194716688018504e-09,2.726866060022017e-09,2.9142456371429797e-09,3.2594686595301233e-09,4.0614563421554838e-09,4.7699362640122495e-09
4.555,2.1424090569746252e-09,2.523128605669635e-09,2.7313027833368477e-09,2.9180210468956426e-09,3.2625242978828587e-09,4.0634110114247192e-09,4.7673561208533423e-09
4.5575,2.1455437840007644e-09,2.5268882229383843e-09,2.7358529011568e-09,2.9219034009526447e-09,3.2656801682441623e-09,4.065471188179953e-09,4.7649075260527336e-09
4.56,2.1487465593121671e-09,2.5307338053109259e-09,2.7404942263661988e-09,2.9258721066039501e-09,3.2689179241032842e-09,4.0676201390275833e-09,4.7625865684726759e-09
4.5625,2.1520027041418431e-09,2.5346482251523824e-09,2.74521101783262e-09,2.929913835394296e-09,3.272226677405692e-09,4.0698496968366796e-09,4.7603989327115314e-09
4.565,2.1552969719860558e-09,2.538613883351635e-09,2.7499810910637503e-09,2.9340094211246854e-09,3.2755904828414394e-09,4.0721490767325016e-09,4.7583470210960058e-09
4.5675,2.1586138928537334e-09,2.5426126487412642e-09,2.7547841080629049e-09,2.938141205886182e-09,3.2789946136955251e-09,4.0745069914451584e-09,4.7564302184333423e-09
4.57,2.1619377578409627e-09,2.5466254954765654e-09,2.7595987856973568e-09,2.9422905601711075e-09,3.2824229500587977e-09,4.0769089377287134e-09,4.754645857075692e-09
4.5725,2.1652526203500519e-09,2.5506329974030917e-09,2.7643993988614193e-09,2.9464337120313243e-09,3.2858539667516285e-09,4.0793362003191868e-09,4.7529867381179868e-09
4.575,2.1685426270714055e-09,2.5546161197440419e-09,2.7691653579093501e-09,2.9505525317034951e-09,3.2892716882939586e-09,4.0817763761534769e-09,4.7514514291021626e-09
4.5775,2.1717920612588089e-09,2.5585562202184001e-09,2.7738757930101438e-09,2.9546282098979324e-09,3.2926591675023582e-09,4.0842141459543398e-09,4.7500349039014006e-09
4.58,2.1749851180378245e-09,2.5624344604581698e-09,2.7785076747040392e-09,2.9586410052251584e-09,3.2959992170372943e-09,4.0866339824046049e-09,4.748731812729263e-09
4.5825,2.1781064979568541e-09,2.5662327164586006e-09,2.7830412008050079e-09,2.9625748213245664e-09,3.2992784561692347e-09,4.089023153998109e-09,4.7475384623106923e-09
