Physical Time (s),enth_flux_viscous_top Monitor (kg-m/s^3): top_cv1,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv2,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv3,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv4,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv5,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv6,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv7
3.55,2.1690064352990598e-09,2.5671288638866358e-09,2.7880447568951907e-09,3.0165048173649488e-09,3.5207692701226852e-09,8.2039323760099492e-09,6.7929523979483594e-09
3.5525,2.1666395703321637e-09,2.5639746996063568e-09,2.7840427461783737e-09,3.0127574414208304e-09,3.5130787311219915e-09,8.1688434452897068e-09,6.7997353283787301e-09
3.555,2.1643915213493727e-09,2.5609650458275932e-09,2.7802281117965594e-09,3.0091848223942409e-09,3.5057304878637461e-09,8.1338164995532741e-09,6.8058336917432517e-09
3.5575,2.1622657167214752e-09,2.5581052991367387e-09,2.7766080280465568e-09,3.0057917547492426e-09,3.4987225000407098e-09,8.09883699854439e-09,6.8111656965776333e-09
3.56,2.1602654882419467e-09,2.5554009002952844e-09,2.7731894939049315e-09,3.0025838610039661e-09,3.4920502988411392e-09,8.0638843560263042e-09,6.8156552613836544e-09
3.5625,2.1583943390213985e-09,2.552857408118548e-09,2.769979820127064e-09,2.999567655042282e-09,3.4857109834229526e-09,8.0289360308365237e-09,6.8192206137734164e-09
3.565,2.1566561230137142e-09,2.550480496923036e-09,2.7669863720125771e-09,2.9967482831956706e-09,3.4797017974010436e-09,7.9939733759133527e-09,6.8218019160417282e-09
3.5675,2.1550546747291672e-09,2.5482757509847909e-09,2.7642169724733641e-09,2.9941298656224617e-09,3.4740185375267172e-09,7.9589761356439779e-09,6.8233322326622763e-09
3.57,2.1535943102609169e-09,2.5462493242177152e-09,2.7616798460196175e-09,2.9917182092069354e-09,3.4686597184882446e-09,7.9239271588050409e-09,6.8237398780929117e-09
3.5725,2.1522791491061979e-09,2.5444072497985367e-09,2.759382418504606e-09,2.9895180907286367e-09,3.4636228086429027e-09,7.8888146918559495e-09,6.8229730778749839e-09
3.575,2.1511134204213716e-09,2.5427557834082292e-09,2.7573320137380595e-09,2.9875343294702429e-09,3.4589058612482562e-09,7.853634903981326e-09,6.8209935442176848e-09
3.5775,2.1501006538155352e-09,2.5413006449938104e-09,2.7555350983636811e-09,2.9857721148968921e-09,3.45450855556093e-09,7.8183882214696785e-09,6.8177675037970838e-09
3.58,2.149245100200982e-09,2.5400481645407387e-09,2.7539987867184926e-09,2.9842380419091225e-09,3.4504318564649924e-09,7.7830736115169312e-09,6.8132556174467867e-09
3.5825,2.1485503656893656e-09,2.5390033413084277e-09,2.7527284000329952e-09,2.9829358696625104e-09,3.4466715350446909e-09,7.7476829382190571e-09,6.8074351193465054e-09
3.585,2.1480183258799192e-09,2.5381687627007058e-09,2.7517281309632114e-09,2.9818686628945845e-09,3.4432207354415036e-09,7.7122055506473631e-09,6.8002843042543e-09
3.5875,2.1476515896508474e-09,2.5375475841455821e-09,2.7510005880669762e-09,2.9810382517682017e-09,3.440074529032718e-09,7.6766285327516313e-09,6.7917863210601336e-09
3.59,2.1474513704554553e-09,2.5371416430365032e-09,2.7505472906393096e-09,2.9804447521606346e-09,3.4372291940594588e-09,7.6409468433057721e-09,6.7819087782015374e-09
3.5925,2.1474187002929026e-09,2.5369524500598643e-09,2.750369003454331e-09,2.9800878091933998e-09,3.4346800171662836e-09,7.6051667852783105e-09,6.7706632013304886e-09
3.595,2.1475536433758099e-09,2.5369800480932706e-09,2.7504636533254757e-09,2.9799649469247444e-09,3.432420479837816e-09,7.5692971956259486e-09,6.7580605367602765e-09
3.5975,2.1478551434656807e-09,2.5372233480392195e-09,2.7508298813028835e-09,2.9800750132503097e-09,3.4304451740675362e-09,7.5333402323333731e-09,6.744106240270383e-09
3.6,2.1483221438818965e-09,2.5376813951159835e-09,2.7514628767448664e-09,2.9804111783126797e-09,3.4287452747553534e-09,7.4972944968897584e-09,6.7288103352042603e-09
3.6025,2.1489534418903014e-09,2.5383526630663125e-09,2.7523594781798941e-09,2.980968419081374e-09,3.4273111645246159e-09,7.461165065964328e-09,6.7122036536592464e-09
3.605,2.1497474958193969e-09,2.5392349552602488e-09,2.7535160000224313e-09,2.9817437655882836e-09,3.4261356318847456e-09,7.4249685638361916e-09,6.6943254545413868e-09
3.6075,2.1507031020506471e-09,2.5403263471520586e-09,2.7549298628312046e-09,2.9827351623953285e-09,3.4252119602641589e-09,7.3887231661924893e-09,6.6752063692169192e-09
3.61,2.1518185096774507e-09,2.5416243208449985e-09,2.7565947614766621e-09,2.9839364221850618e-09,3.4245297276931779e-09,7.3524384544944199e-09,6.6548969493546379e-09
3.6125,2.153091711529708e-09,2.5431259733680376e-09,2.7585063585770621e-09,2.985344046760403e-09,3.4240820320538561e-09,7.3161251374133917e-09,6.6334508601673355e-09
3.615,2.1545202429308742e-09,2.5448277322641702e-09,2.7606617247219093e-09,2.9869532171629796e-09,3.4238612186808379e-09,7.2798017296791785e-09,6.6109155375114604e-09
3.6175,2.1561006938873423e-09,2.5467247030425733e-09,2.7630528189672344e-09,2.988755532468362e-09,3.4238580798950973e-09,7.2434916274735983e-09,6.5873547896663175e-09
3.62,2.1578288643196204e-09,2.5488109010105288e-09,2.7656670880827315e-09,2.9907456480903651e-09,3.4240670442756906e-09,7.207216420253633e-09,6.5628501836970071e-09
3.6225,2.1596989829612515e-09,2.5510783649780081e-09,2.7684913860059774e-09,2.9929081574413718e-09,3.4244710066358101e-09,7.1709850123883088e-09,6.537470212276277e-09
3.625,2.1617044200189949e-09,2.5535179534696871e-09,2.7715155293034201e-09,2.9952298098530609e-09,3.4250535293208327e-09,7.1348160709584538e-09,6.511307391378356e-09
3.6275,2.163838096240434e-09,2.5561202917991326e-09,2.7747306875676262e-09,2.9977042291816129e-09,3.4258056185736636e-09,7.0987279837414761e-09,6.484448972834035e-09
3.63,2.1660930462819436e-09,2.558876332830824e-09,2.7781242878098882e-09,3.0003295879462646e-09,3.4267256712156641e-09,7.0627437879316825e-09,6.4569751769043479e-09
3.6325,2.1684626966335257e-09,2.5617775474458671e-09,2.7816835086534711e-09,3.0030945143731871e-09,3.4278045179510049e-09,7.026888689273733e-09,6.4289678856414711e-09
3.635,2.1709402599944726e-09,2.5648149532035248e-09,2.7854016199396531e-09,3.0059934880714238e-09,3.4290387270501804e-09,6.9912020347349569e-09,6.4005367108983545e-09
3.6375,2.1735187510495695e-09,2.5679790053505662e-09,2.7892617814126239e-09,3.0090095065533702e-09,3.4304129273901794e-09,6.9557064863342106e-09,6.3717906184050054e-09
3.64,2.1761909504516737e-09,2.571259837762037e-09,2.7932516651532124e-09,3.012133073206015e-09,3.4319181360905793e-09,6.9204219796123609e-09,6.3428369119616738e-09
3.6425,2.1789488711097413e-09,2.5746469342995899e-09,2.7973582447366632e-09,3.0153562237615153e-09,3.4335474730467425e-09,6.8853688541500241e-09,6.313772582802402e-09
3.645,2.1817833916743094e-09,2.5781284287150253e-09,2.8015641848625593e-09,3.0186661160724898e-09,3.4352896228193806e-09,6.8505665222131077e-09,6.2846888979001902e-09
3.6475,2.1846841404800528e-09,2.5816909147876615e-09,2.8058571666309501e-09,3.0220523818339419e-09,3.4371358329936599e-09,6.8160328169012803e-09,6.2556841894864783e-09
3.65,2.1876397748595278e-09,2.5853205082341426e-09,2.8102170481391668e-09,3.0254966353932912e-09,3.4390686604981906e-09,6.7817786221809405e-09,6.2268425798598672e-09
3.6525,2.1906379029993275e-09,2.5890025002767862e-09,2.8146297403360594e-09,3.0289879430572201e-09,3.4410781472951096e-09,6.7478330321259488e-09,6.1982589996242914e-09
3.655,2.1936654288301466e-09,2.5927215015288864e-09,2.8190790540995285e-09,3.0325147539827917e-09,3.4431537216713495e-09,6.7142144214744502e-09,6.1700242588323073e-09
3.6575,2.1967086316789895e-09,2.5964612531878386e-09,2.823545717465044e-09,3.0360628392480951e-09,3.4452829323812254e-09,6.6809320722350907e-09,6.1422260672657506e-09
3.66,2.19975385178767e-09,2.6002051341940907e-09,2.8280141849116749e-09,3.0396219683892488e-09,3.447458524872148e-09,6.6480045537410716e-09,6.1149507817854413e-09
3.6625,2.2027875300962201e-09,2.6039363273597234e-09,2.8324615222102958e-09,3.0431728705634189e-09,3.4496652263576212e-09,6.6154398892736351e-09,6.0882654261362164e-09
3.665,2.2057958953205478e-09,2.6076377988455549e-09,2.8368673341254333e-09,3.046698228854273e-09,3.451887829866758e-09,6.5832392969462364e-09,6.0622321937512828e-09
3.6675,2.2087655528176967e-09,2.6112928810824531e-09,2.8412137764885532e-09,3.0501843066155395e-09,3.4541135532179366e-09,6.5514053333929095e-09,6.0369193648806248e-09
3.67,2.2116830742631443e-09,2.6148849872356886e-09,2.8454793769848668e-09,3.0536127085091852e-09,3.4563246327023793e-09,6.5199355533483311e-09,6.0123773871847785e-09
3.6725,2.2145351892171248e-09,2.6183982809169638e-09,2.8496467971865468e-09,3.0569698994755638e-09,3.4585094341043759e-09,6.48883634175048e-09,5.9886517673746663e-09
3.675,2.2173091792310216e-09,2.6218178602732938e-09,2.8537024909503552e-09,3.0602454546463408e-09,3.4606621204630833e-09,6.4581160304226288e-09,5.9657991502707477e-09
3.6775,2.2199928240445414e-09,2.6251294172998619e-09,2.8576268173768569e-09,3.0634229947975409e-09,3.462770851909019e-09,6.4277684540335754e-09,5.9438581449080867e-09
3.68,2.2225742579577887e-09,2.6283188453796383e-09,2.8614035765261296e-09,3.0664901994763706e-09,3.4648260711686916e-09,6.3977846394772299e-09,5.9228472522207231e-09
3.6825,2.2250420649695614e-09,2.6313726486104211e-09,2.8650193699038663e-09,3.0694381973374925e-09,3.4668196368888582e-09,6.3681653849704204e-09,5.9027947909842507e-09
3.685,2.2273855300317115e-09,2.634277993770214e-09,2.8684604104528435e-09,3.0722545956828396e-09,3.4687396100035092e-09,6.3389113747375588e-09,5.8837322735148123e-09
3.6875,2.2295940081250622e-09,2.6370219788529848e-09,2.8717106920958951e-09,3.0749201507520275e-09,3.4705667033076774e-09,6.3100213636790272e-09,5.8656900192201237e-09
3.69,2.2316573943808489e-09,2.6395921158559024e-09,2.8747561826992116e-09,3.0774221561932751e-09,3.4722883379082396e-09,6.2814934959319872e-09,5.8486896492950108e-09
3.6925,2.233566079396286e-09,2.6419768118038519e-09,2.8775802489648016e-09,3.0797481644718028e-09,3.4738919598872213e-09,6.2533159036466104e-09,5.8327355099457716e-09
3.695,2.2353112939452826e-09,2.6441659817086419e-09,2.8801736344634689e-09,3.081890799965664e-09,3.4753696780262362e-09,6.2254726701118846e-09,5.8178304956875751e-09
3.6975,2.2368854886188529e-09,2.6461512540614154e-09,2.882530872295637e-09,3.083846522923787e-09,3.4767159616116561e-09,6.1979510824888416e-09,5.8039793447491115e-09
3.7,2.23828246273998e-09,2.6479255307250343e-09,2.8846455882536277e-09,3.0856108640483333e-09,3.4779263008588623e-09,6.1707417259864876e-09,5.7911831307264395e-09
3.7025,2.2394968604248483e-09,2.6494821908421433e-09,2.8865092873772325e-09,3.0871767133071278e-09,3.4789942713251429e-09,6.1438330922666091e-09,5.7794343138274782e-09
3.705,2.2405239802073919e-09,2.6508150631280228e-09,2.8881119390456898e-09,3.0885343355631258e-09,3.4799108145815995e-09,6.1172107829980359e-09,5.7687243075980345e-09
3.7075,2.2413595731750841e-09,2.6519184040903461e-09,2.8894443593833065e-09,3.0896749282454246e-09,3.4806683970462419e-09,6.0908572939253036e-09,5.7590361540998475e-09
3.71,2.241999674827682e-09,2.6527870791923219e-09,2.8905001266201614e-09,3.0905909131249704e-09,3.4812588096686243e-09,6.0647503634012365e-09,5.7503390268990771e-09
3.7125,2.242440388831807e-09,2.6534163750793198e-09,2.891275079242827e-09,3.0912775255869232e-09,3.4816745117205965e-09,6.0388691041660405e-09,5.74260049059321e-09
3.715,2.2426794069809732e-09,2.6538034409619504e-09,2.8917681670165727e-09,3.0917335896520015e-09,3.481911319100983e-09,6.0132001471730597e-09,5.7357985425400257e-09
3.7175,2.2427154261186589e-09,2.65394671900651e-09,2.8919781982903099e-09,3.0919567237970878e-09,3.4819666507709177e-09,5.9877328972557304e-09,5.7299052026159523e-09
3.72,2.2425479366709357e-09,2.65384545586597e-09,2.8919027489320734e-09,3.0919438530868796e-09,3.481836009065627e-09,5.9624513420229157e-09,5.72486992698887e-09
3.7225,2.2421786411715549e-09,2.6535007436729425e-09,2.8915404339584523e-09,3.0916925998347451e-09,3.4815143913988569e-09,5.9373359699275445e-09,5.7206437984923585e-09
3.725,2.2416091328098417e-09,2.6529133467178014e-09,2.8908905865792385e-09,3.0912007135088413e-09,3.4809962589541535e-09,5.9123640109871097e-09,5.7171758601605786e-09
3.7275,2.2408415689135339e-09,2.6520848677980855e-09,2.8899550852264582e-09,3.0904659645538453e-09,3.4802764547102419e-09,5.8875142576659437e-09,5.7144114936754304e-09
3.73,2.2398781659161868e-09,2.6510176132048084e-09,2.8887351988171526e-09,3.0894852954311887e-09,3.4793499492242849e-09,5.8627693493997864e-09,5.7122914771279999e-09
3.7325,2.2387216389360929e-09,2.6497147589103224e-09,2.8872331395944913e-09,3.0882583886640048e-09,3.4782155189005474e-09,5.8381184084160379e-09,5.7107591425016309e-09
3.735,2.2373757988270193e-09,2.6481806574896118e-09,2.8854535632924749e-09,3.0867886075824303e-09,3.4768757988439377e-09,5.8135487919015528e-09,5.7097738739023584e-09
3.7375,2.2358456404350907e-09,2.6464206758016284e-09,2.8833995938999442e-09,3.0850779411686587e-09,3.4753291302158721e-09,5.789042113309518e-09,5.7092631156563067e-09
3.74,2.2341377987938689e-09,2.6444420312428415e-09,2.8810793890542299e-09,3.0831329680588202e-09,3.4735780517566521e-09,5.7645854247401309e-09,5.7091584515874176e-09
3.7425,2.2322601291779573e-09,2.6422535013536756e-09,2.8785051920716673e-09,3.0809633230361503e-09,3.471627908978984e-09,5.7401716212456606e-09,5.7094053238543902e-09
3.745,2.2302211871756422e-09,2.6398646556804824e-09,2.8756859929590878e-09,3.0785747206508377e-09,3.4694822003232983e-09,5.7157920147739681e-09,5.7099612159742832e-09
3.7475,2.2280302657497148e-09,2.6372861169117338e-09,2.8726350364801239e-09,3.0759757989671015e-09,3.4671473926680427e-09,5.6914410034779184e-09,5.7107788555341738e-09
3.75,2.2256965953903289e-09,2.6345289442245688e-09,2.8693638346212232e-09,3.0731736439127514e-09,3.4646276113639292e-09,5.6671121176653235e-09,5.7118025328777427e-09
3.7525,2.2232303267677421e-09,2.6316053549583025e-09,2.8658858817480963e-09,3.0701789610594638e-09,3.4619307687866606e-09,5.6428050502055051e-09,5.7129901625224885e-09
3.755,2.2206417363400995e-09,2.6285277658790569e-09,2.8622153837829755e-09,3.0670035568183465e-09,3.4590663393373658e-09,5.6185216895288193e-09,5.7143058201219854e-09
3.7575,2.2179427594837609e-09,2.6253100224604673e-09,2.8583656781136611e-09,3.0636581808181444e-09,3.4560425348275252e-09,5.5942610094282997e-09,5.7157041087050929e-09
3.76,2.2151461454598713e-09,2.6219662952714359e-09,2.8543535302534324e-09,3.0601555270620762e-09,3.45286790892053e-09,5.5700220390449283e-09,5.7171418764938064e-09
3.7625,2.2122643775367451e-09,2.618510400472591e-09,2.8501917145025091e-09,3.056504799819021e-09,3.4495467515435796e-09,5.5457974790351029e-09,5.7185772725186421e-09
3.765,2.2093106919135124e-09,2.6149570823931324e-09,2.8458984228727195e-09,3.0527221506908692e-09,3.4460934408730619e-09,5.5215922003195486e-09,5.7199879811540509e-09
3.7675,2.2062966587440786e-09,2.6113199644017857e-09,2.8414878821142608e-09,3.0488198501682917e-09,3.4425216170628603e-09,5.4974128458187919e-09,5.7213440066239094e-09
3.77,2.2032341260855651e-09,2.6076136270594644e-09,2.8369781347598797e-09,3.0448128103265641e-09,3.4388464484950434e-09,5.4732702198327079e-09,5.7226124393527379e-09
3.7725,2.2001345345842346e-09,2.6038526315869557e-09,2.8323872113437327e-09,3.0407151811451077e-09,3.4350781600126502e-09,5.4491726908891103e-09,5.7237636006834501e-09
3.775,2.1970076835875717e-09,2.6000495869325578e-09,2.8277307761579664e-09,3.0365387064718288e-09,3.4312231961261778e-09,5.4251258450634607e-09,5.7247755661672901e-09
3.7775,2.1938637257831081e-09,2.596217026724592e-09,2.8230274101426772e-09,3.032299362756074e-09,3.427292882207679e-09,5.4011361546487205e-09,5.7256188951227979e-09
3.78,2.190712133798709e-09,2.5923667693438672e-09,2.8182902202926014e-09,3.0280093923071988e-09,3.4232971412387452e-09,5.3772043500260667e-09,5.7262551945708933e-09
3.7825,2.1875617107595547e-09,2.5885100822857024e-09,2.8135341710192413e-09,3.0236831555285499e-09,3.4192507633201671e-09,5.3533376785651804e-09,5.7266586692260574e-09
3.785,2.1844210008021746e-09,2.5846578441484195e-09,2.8087740727008739e-09,3.0193346953178719e-09,3.4151685916305447e-09,5.3295484074606376e-09,5.7268227481999776e-09
3.7875,2.181298924820802e-09,2.5808211366033093e-09,2.8040232898334265e-09,3.0149763266149654e-09,3.4110628539638091e-09,5.3058507489275331e-09,5.7267391582684653e-09
3.79,2.1782049152567137e-09,2.5770117769729988e-09,2.7992977969355495e-09,3.0106229356739794e-09,3.4069458461506385e-09,5.2822580754288192e-09,5.7263894560820055e-09
3.7925,2.1751490041680704e-09,2.5732425105152681e-09,2.7946156005990213e-09,3.0062924625753877e-09,3.4028320823120853e-09,5.2587822297485029e-09,5.725758034484958e-09
3.795,2.172141234446589e-09,2.5695260869662837e-09,2.7899923527926384e-09,3.0020006990236845e-09,3.3987352876030288e-09,5.2354338992144576e-09,5.7248364394975541e-09
3.7975,2.1691909707003751e-09,2.565874423831993e-09,2.7854442028673256e-09,2.9977633199876693e-09,3.3946711067681412e-09,5.2122264879230324e-09,5.7236058472712947e-09
3.8,2.1663068310680497e-09,2.5622985707914578e-09,2.7809869297151795e-09,2.9935943782178004e-09,3.390654247966308e-09,5.189174175833927e-09,5.7220450301313866e-09
3.8025,2.1634968787767798e-09,2.5588090119205861e-09,2.7766358447320576e-09,2.9895078879222983e-09,3.3866992295951741e-09,5.1662914906968783e-09,5.7201383243510015e-09
3.805,2.1607684920820006e-09,2.5554154163942532e-09,2.7724029645143829e-09,2.9855156637665863e-09,3.3828175748468961e-09,5.1435912764436018e-09,5.7178828149655859e-09
3.8075,2.1581291798501777e-09,2.5521272253662771e-09,2.768300736229796e-09,2.9816303551291549e-09,3.3790194029945187e-09,5.121084233765532e-09,5.7152679901114376e-09
3.81,2.1555858507315957e-09,2.5489529708635722e-09,2.764340986467007e-09,2.9778643734956158e-09,3.3753161878857959e-09,5.0987815940750067e-09,5.7122771142720435e-09
3.8125,2.1531443082062583e-09,2.5459000804141085e-09,2.7605344935631555e-09,2.9742283640029885e-09,3.3717209397284061e-09,5.0766994346004984e-09,5.7089011722856891e-09
3.815,2.1508106953832318e-09,2.542976555936791e-09,2.7568926716055659e-09,2.9707324534955309e-09,3.3682456264416146e-09,5.0548563114468646e-09,5.7051466663542359e-09
3.8175,2.148591922925231e-09,2.5401911190960117e-09,2.7534268436628059e-09,2.9673869770330109e-09,3.364901413362589e-09,5.0332696132180403e-09,5.7010142330778819e-09
3.82,2.1464927448068631e-09,2.5375500857424596e-09,2.7501452677793496e-09,2.9642008834872875e-09,3.3616959059431558e-09,5.0119518106594051e-09,5.6964988421005703e-09
3.8225,2.1445193364491013e-09,2.5350610542905826e-09,2.747057526439943e-09,2.9611846217702738e-09,3.3586366273646513e-09,4.9909141935828707e-09,5.691596366815869e-09
3.825,2.1426764009546595e-09,2.5327301758016512e-09,2.7441730523162883e-09,2.9583472438310059e-09,3.3557310390185482e-09,4.9701659224981496e-09,5.6863107523899037e-09
3.8275,2.1409695456035625e-09,2.5305645117022099e-09,2.7415023359189491e-09,2.9556998957425345e-09,3.3529911839679096e-09,4.9497215306731742e-09,5.6806540501327214e-09
3.83,2.1394043398181267e-09,2.5285708026394807e-09,2.7390538708181933e-09,2.9532526439479466e-09,3.3504279768630818e-09,4.929596750976819e-09,5.6746358993359395e-09
3.8325,2.137985655633891e-09,2.5267545541956044e-09,2.7368333743657016e-09,2.9510115827491047e-09,3.3480474234796981e-09,4.9098015218799018e-09,5.668261302961623e-09
3.835,2.136717387442754e-09,2.5251198851168499e-09,2.7348450159214355e-09,2.9489790714042012e-09,3.3458522197994223e-09,4.8903416270591152e-09,5.6615403264037776e-09
3.8375,2.1356035070138458e-09,2.5236714338844296e-09,2.7330945762231895e-09,2.9471580678162956e-09,3.3438447069981905e-09,4.8712237348105093e-09,5.6544832499343019e-09
3.84,2.1346473023663882e-09,2.5224137338098769e-09,2.7315885753975782e-09,2.9455543763480705e-09,3.3420288409721652e-09,4.8524572600583164e-09,5.647108984565077e-09
3.8425,2.1338517588078706e-09,2.5213509587191099e-09,2.7303324329786847e-09,2.9441755322125131e-09,3.3404113600000437e-09,4.8340514911234011e-09,5.6394399636002676e-09
3.845,2.1332193524314403e-09,2.5204859667976231e-09,2.7293287538614459e-09,2.9430256399043315e-09,3.3389976128862702e-09,4.8160137235147953e-09,5.6314894637319598e-09
3.8475,2.1327522029656468e-09,2.5198206050673712e-09,2.7285788280597669e-09,2.9421069197628781e-09,3.3377915012428033e-09,4.7983510360355381e-09,5.6232690228955949e-09
3.85,2.1324524047218955e-09,2.5193566665623744e-09,2.7280818312570189e-09,2.9414195241182232e-09,3.3367927725660861e-09,4.7810676128882118e-09,5.6147940394477478e-09
3.8525,2.1323220383710915e-09,2.5190961593530405e-09,2.7278379766561315e-09,2.9409621061414206e-09,3.3359992546418074e-09,4.7641665160181696e-09,5.606083412079986e-09
3.855,2.1323627787559574e-09,2.519040874483948e-09,2.7278488856857366e-09,2.9407348308812065e-09,3.3354089578133982e-09,4.7476522445343716e-09,5.5971568833558588e-09
3.8575,2.1325761870528029e-09,2.5191926777372199e-09,2.7281169656954532e-09,2.9407395573532322e-09,3.3350235461947858e-09,4.7315305034329615e-09,5.5880304814883596e-09
3.86,2.1329633057460691e-09,2.5195529344127568e-09,2.7286452231979447e-09,2.9409793035314583e-09,3.3348468433958973e-09,4.715806604540034e-09,5.5787222772723448e-09
3.8625,2.1335245621167981e-09,2.5201221896211143e-09,2.7294302720032601e-09,2.941451646331993e-09,3.3348772602547073e-09,4.7004794236425818e-09,5.5692468420387301e-09
3.865,2.1342607450487986e-09,2.5209008843563207e-09,2.7304698988248828e-09,2.9421551548504314e-09,3.3351141670922718e-09,4.6855521724060647e-09,5.559627802126632e-09
3.8675,2.1351711758671985e-09,2.521887768397951e-09,2.7317610903222487e-09,2.9430843744692444e-09,3.3355506151795314e-09,4.6710226084763578e-09,5.5498794604042584e-09
3.87,2.1362544184332874e-09,2.5230808535120424e-09,2.7333022170091945e-09,2.9442366508154954e-09,3.3361813525909704e-09,4.6568904019426839e-09,5.5400187506067871e-09
3.8725,2.1375084012580345e-09,2.5244775569298975e-09,2.7350869282189892e-09,2.945606031166694e-09,3.3369979022900393e-09,4.6431503275391526e-09,5.530059653464721e-09
3.875,2.1389299883723335e-09,2.5260742620712872e-09,2.7371099145239878e-09,2.9471891443462728e-09,3.3379984038687346e-09,4.6298032170360214e-09,5.5200202587149464e-09
3.8775,2.1405154363781743e-09,2.527866389245697e-09,2.7393664171409639e-09,2.9489824108117794e-09,3.3391839610000927e-09,4.6168531177127332e-09,5.5099258872283691e-09
3.88,2.1422597045016115e-09,2.5298475245333568e-09,2.7418420579323742e-09,2.9509711912604912e-09,3.3405425655342622e-09,4.6042896232571854e-09,5.4997912731052573e-09
3.8825,2.1441565889910755e-09,2.5320093691027565e-09,2.7445238458499252e-09,2.9531409807466333e-09,3.3420586947027878e-09,4.592099632509578e-09,5.4896270783230605e-09
3.885,2.1461983593321534e-09,2.5343423227133097e-09,2.7474028901676953e-09,2.9554828621392683e-09,3.3437214055426252e-09,4.5802758116371827e-09,5.4794473704293049e-09
3.8875,2.1483774348026337e-09,2.5368376307382336e-09,2.7504661138037431e-09,2.9579857422270168e-09,3.3455191749731766e-09,4.568809389224419e-09,5.4692635141963446e-09
3.89,2.150685130928905e-09,2.5394854669068058e-09,2.7537043367148179e-09,2.9606418027872847e-09,3.3474450903244284e-09,4.5576959293420642e-09,5.4590939627147756e-09
3.8925,2.1531130685980894e-09,2.5422758167172928e-09,2.7571058687001095e-09,2.9634399598502469e-09,3.3494899413168921e-09,4.5469290358350952e-09,5.4489549807659764e-09
3.895,2.1556519573388981e-09,2.5451973489355081e-09,2.7606520613254143e-09,2.9663626029040769e-09,3.3516376765116088e-09,4.5364955430186205e-09,5.4388561290384984e-09
3.8975,2.1582925295287977e-09,2.5482389513789142e-09,2.764329801587985e-09,2.969398186786846e-09,3.3538790353009601e-09,4.5263897989734296e-09,5.4288169276525475e-09
3.9,2.16102489149691e-09,2.5513889213669618e-09,2.7681213189992089e-09,2.9725296395482791e-09,3.3561993319042241e-09,4.5165996975814436e-09,5.4188472876248566e-09
3.9025,2.163839140868613e-09,2.5546354020613829e-09,2.7720115967146528e-09,2.9757438371159215e-09,3.3585870885954185e-09,4.507115347694621e-09,5.408955762464289e-09
3.905,2.1667246906832302e-09,2.5579659700080725e-09,2.7759887629546485e-09,2.9790291734743844e-09,3.3610320729582177e-09,4.4979275884324566e-09,5.3991518285820966e-09
3.9075,2.1696704819300358e-09,2.5613679241229784e-09,2.7800346692137428e-09,2.9823688030392778e-09,3.3635187445876261e-09,4.4890217700304159e-09,5.3894397823096862e-09
3.91,2.1726648070526338e-09,2.564828188059082e-09,2.7841375512952721e-09,2.9857519200266574e-09,3.3660386022705186e-09,4.4803919908391901e-09,5.3798345426504434e-09
3.9125,2.1756952984553076e-09,2.5683332617153852e-09,2.7882813708535535e-09,2.9891643671610138e-09,3.368579599293246e-09,4.4720301874819093e-09,5.3703511801941278e-09
3.915,2.1787486007524706e-09,2.5718683658301723e-09,2.7924487997624745e-09,2.9925913422100563e-09,3.3711284721803353e-09,4.4639253703282147e-09,5.3610018618788006e-09
3.9175,2.1818105438390117e-09,2.5754173142240172e-09,2.7966247986091898e-09,2.996020595235756e-09,3.37367566838578e-09,4.4560683634594997e-09,5.3517971871989486e-09
3.92,2.1848665128594737e-09,2.5789634671866011e-09,2.8007869560808674e-09,2.9994340264142236e-09,3.3762060853715171e-09,4.4484450779872738e-09,5.3427421757601976e-09
3.9225,2.1879022376223896e-09,2.582490497097563e-09,2.8049195576889235e-09,3.0028195923690856e-09,3.3787101851100048e-09,4.441047397246971e-09,5.3338489735697528e-09
3.925,2.1909041229181924e-09,2.585982649753488e-09,2.8090055233941862e-09,3.0061636458379471e-09,3.3811766248434592e-09,4.4338639056045232e-09,5.3251264478341081e-09
3.9275,2.1938582868080574e-09,2.589423974094322e-09,2.8130246066828555e-09,3.0094492397081418e-09,3.3835919627362733e-09,4.4268823736060458e-09,5.3165806277817799e-09
3.93,2.1967515713990028e-09,2.5927995880606043e-09,2.8169630734063182e-09,3.0126652016497747e-09,3.3859488804156866e-09,4.4200978977246071e-09,5.3082261935788116e-09
3.9325,2.1995708102580334e-09,2.5960947196991914e-09,2.8208026800239291e-09,3.0157954884442745e-09,3.3882344743019495e-09,4.4134994191660146e-09,5.3000699075718825e-09
3.935,2.2023028051822909e-09,2.5992946420869498e-09,2.8245258644927402e-09,3.0188250986894962e-09,3.390436596380813e-09,4.4070747288568922e-09,5.2921182267958112e-09
3.9375,2.2049350812048163e-09,2.6023855477986792e-09,2.8281193100352408e-09,3.0217438329631155e-09,3.3925494012520492e-09,4.4008172484972226e-09,5.2843802761083207e-09
