Physical Time (s),enth_flux_viscous_top Monitor (kg-m/s^3): top_cv1,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv2,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv3,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv4,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv5,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv6,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv7
0.3525,1.4515910235792608e-08,1.1865394896253566e-08,4.0541561697943299e-09,-9.4999936041169014e-10,-3.3870398166759755e-09,-5.4937777184257986e-09,-6.6450497181503298e-09
0.355,1.4621670473374971e-08,1.1984161909352142e-08,4.1401834397856338e-09,-8.9511381474670092e-10,-3.3429136311510043e-09,-5.4471951486731139e-09,-6.5541968609442565e-09
0.3575,1.4747624327073382e-08,1.2129244768078464e-08,4.2604431185555872e-09,-8.0073894666863156e-10,-3.2557968478214748e-09,-5.3566374803244742e-09,-6.4310151164615192e-09
0.36,1.4895770218437107e-08,1.2302967234839964e-08,4.4177192814469742e-09,-6.6372586262195462e-10,-3.1222046090645612e-09,-5.2176038785405719e-09,-6.2714045193374763e-09
0.3625,1.5067306756657315e-08,1.2506823035417148e-08,4.61393505056812e-09,-4.8185648297074727e-10,-2.9397423328748512e-09,-5.0268274639698072e-09,-6.071275229261751e-09
0.365,1.5262291668453922e-08,1.2740960794377538e-08,4.849302687048924e-09,-2.5491127822571766e-10,-2.7081915986832799e-09,-4.7834569424306487e-09,-5.8277354534006249e-09
0.3675,1.5479328421691774e-08,1.3003723832989523e-08,5.1216704064384665e-09,1.4544441709583971e-11,-2.4303509894194429e-09,-4.4900002144123525e-09,-5.5404042115117883e-09
0.37,1.5715465639400623e-08,1.329152129005559e-08,5.4264264710824478e-09,3.2106631810966188e-10,-2.1121762584485983e-09,-4.152549745931396e-09,-5.2121993452980296e-09
0.3725,1.5968161288451448e-08,1.3601555399801307e-08,5.7596084883383855e-09,6.5963163233367725e-10,-1.7594190274749072e-09,-3.7773817891974337e-09,-4.8466708876252817e-09
0.375,1.6229649889751983e-08,1.3923632198366599e-08,6.1087755796897314e-09,1.0161218255462041e-09,-1.3873655786743952e-09,-3.3809517634603388e-09,-4.4577835387748379e-09
0.3775,1.6494890972610857e-08,1.4251399175275765e-08,6.4653694073670846e-09,1.3801791632302055e-09,-1.0077053528577864e-09,-2.9763494410128499e-09,-4.057307730394123e-09
0.38,1.6758603126903985e-08,1.4577989548890146e-08,6.8202494019096218e-09,1.7408964475052729e-09,-6.3273773085620809e-10,-2.5774141303691174e-09,-3.6587562797095631e-09
0.3825,1.7015537694357935e-08,1.489652269853656e-08,7.1642848515785479e-09,2.087377760331995e-09,-2.747321053936136e-10,-2.1981385545606491e-09,-3.2767251839170432e-09
0.385,1.7260516689925752e-08,1.5200044805493923e-08,7.4880853110165516e-09,2.4084147841715894e-09,5.3782442149306302e-11,-1.8528794297947038e-09,-2.9269848428035498e-09
0.3875,1.7488420160724881e-08,1.5481658531034382e-08,7.7823964603969767e-09,2.6930589950440196e-09,3.4066459031046603e-10,-1.5554913917583686e-09,-2.6253487024364851e-09
0.39,1.7694529389211129e-08,1.573507226865452e-08,8.0389471944509893e-09,2.9316625208317229e-09,5.7531421192717045e-10,-1.317948557755781e-09,-2.3859707150118255e-09
0.3925,1.7874870761140079e-08,1.5955021662610637e-08,8.2509498421468336e-09,3.1164326507439573e-09,7.492882008095276e-10,-1.1496020074583468e-09,-2.220309049012359e-09
0.395,1.8026342889261396e-08,1.6137413832845648e-08,8.4132334652719079e-09,3.2415786434590559e-09,8.5645020702925009e-10,-1.0570125834273221e-09,-2.136711003167981e-09
0.3975,1.814680931305126e-08,1.6279450986839022e-08,8.5224266143281799e-09,3.3035070147561587e-09,8.9315827013316428e-10,-1.0437971739405425e-09,-2.1400549839746683e-09
0.4,1.8235005974240616e-08,1.6379584162534474e-08,8.5769698317683958e-09,3.3008657674373977e-09,8.5830116546203201e-10,-1.1106324501511824e-09,-2.2316063009429602e-09
0.4025,1.8290646608285568e-08,1.6437637930201244e-08,8.5772634599611142e-09,3.2347211268676784e-09,7.5348121711153185e-10,-1.2551098332401211e-09,-2.4087977632415299e-09
0.405,1.8314271979723674e-08,1.6454502577287971e-08,8.5250908975875222e-09,3.1077584998854731e-09,5.8207346486728039e-10,-1.4728083836102685e-09,-2.6664094585442111e-09
0.4075,1.8307056716978309e-08,1.6431956503047269e-08,8.4235349874028372e-09,2.9242628889981733e-09,3.4930099771859858e-10,-1.7571757765316207e-09,-2.9965120507461428e-09
0.41,1.8271530772947676e-08,1.6373529440035684e-08,8.2778790610726712e-09,2.6909724112063685e-09,6.3005461565224462e-11,-2.0988340604728257e-09,-3.3878495780575878e-09
0.4125,1.8211506604084329e-08,1.6284339164763149e-08,8.0953555364747986e-09,2.4167906383063889e-09,-2.6673682052997891e-10,-2.4861485703799288e-09,-3.8266394782479873e-09
0.415,1.8132793932784824e-08,1.6172115715773583e-08,7.8863188283489e-09,2.1140004985353569e-09,-6.2638026805925833e-10,-2.9040788366774806e-09,-4.2953519995010094e-09
0.4175,1.804194756405713e-08,1.6045461032515511e-08,7.6620552762519329e-09,1.795819197014064e-09,-1.0014869407952564e-09,-3.3368544972452912e-09,-4.7757104060940376e-09
0.42,1.7946189878412386e-08,1.5913664876196475e-08,7.434421187732651e-09,1.4758573264699517e-09,-1.3773273735902661e-09,-3.7686059463713289e-09,-5.2496901668593144e-09
0.4225,1.7853258712556541e-08,1.5786606472229131e-08,7.2155447138635259e-09,1.1676413224747302e-09,-1.7394463067487266e-09,-4.18391110749839e-09,-5.7001757592912189e-09
0.425,1.7770066632558396e-08,1.567300915482415e-08,7.0160289501243698e-09,8.8285250225133673e-10,-2.0754407241017338e-09,-4.5695570141181549e-09,-6.1134751127889906e-09
0.4275,1.7703153601910455e-08,1.5580954049315867e-08,6.8455860281915619e-09,6.3214761978193852e-10,-2.3740201470843762e-09,-4.9135758364970489e-09,-6.4784700869144538e-09
0.43,1.7657488447527287e-08,1.5516705979439865e-08,6.7116462158822273e-09,4.235580480060182e-10,-2.6267184757323147e-09,-5.2070409266324965e-09,-6.7876992584788778e-09
0.4325,1.7637286550375023e-08,1.548528931131606e-08,6.6200944512093978e-09,2.6348632887420892e-10,-2.8267622296858898e-09,-5.4429698443759591e-09,-7.0364006374405996e-09
0.435,1.7647028839121568e-08,1.5492137021391183e-08,6.5773579315976044e-09,1.5898400739190954e-10,-2.9667348125921589e-09,-5.6139915210772027e-09,-7.219725602941808e-09
0.4375,1.768953138485313e-08,1.5540621662999163e-08,6.5873695768548512e-09,1.1425954726194887e-10,-3.0422612827410872e-09,-5.7160001682025715e-09,-7.3355019998670377e-09
0.44,1.7766671897020852e-08,1.5632771252692101e-08,6.6522967280717431e-09,1.3155235740696538e-10,-3.0510689602193085e-09,-5.747098834105101e-09,-7.3833043150650104e-09
0.4425,1.7878400887171067e-08,1.5768268350115922e-08,6.7716438346550543e-09,2.1040693675220841e-10,-2.9936858222904001e-09,-5.7081898496537387e-09,-7.364930488826548e-09
0.445,1.8022557851164228e-08,1.5944252772602062e-08,6.9420536331316283e-09,3.4736601550449429e-10,-2.8736568748338476e-09,-5.6030712639681194e-09,-7.2843832399867998e-09
0.4475,1.8194731714854196e-08,1.6155091632046126e-08,7.1567814987070363e-09,5.3523580922393341e-10,-2.6983681593292468e-09,-5.4392000167664539e-09,-7.1484886195210745e-09
0.45,1.8389350570990011e-08,1.6393627488112157e-08,7.4070671483043365e-09,7.6447639344068059e-10,-2.4776613504349087e-09,-5.226297770872957e-09,-6.9655999158000753e-09
0.4525,1.8600275424395177e-08,1.6652092285803341e-08,7.6833532218400052e-09,1.0245887780067764e-09,-2.2224433880711464e-09,-4.975022931675729e-09,-6.7443934168843449e-09
0.455,1.8821108334697702e-08,1.6922444213776253e-08,7.9757295603319296e-09,1.304606405580019e-09,-1.9441827911272971e-09,-4.6965280189328324e-09,-6.4934569898185671e-09
0.4575,1.9045514061969074e-08,1.719664740523094e-08,8.2742115973170808e-09,1.5933926428915566e-09,-1.654595025019898e-09,-4.4021728730200063e-09,-6.2210462588094675e-09
0.46,1.9265962685626706e-08,1.7465096128370227e-08,8.5672198392466682e-09,1.8782086246051038e-09,-1.3670535759776365e-09,-4.1051174375959267e-09,-5.9375612188573281e-09
0.4625,1.9477375864371262e-08,1.7721221596551902e-08,8.846566524044379e-09,2.1498698329791526e-09,-1.0913787701070356e-09,-3.8152851238176777e-09,-5.6503083640996881e-09
0.465,1.9677805428874285e-08,1.7962600392189094e-08,9.1087378553236292e-09,2.4041227083747576e-09,-8.323744835591888e-10,-3.5376775529393637e-09,-5.3617100324413276e-09
0.4675,1.9865478589996531e-08,1.8186849945531101e-08,9.3504048337012847e-09,2.6369555829220098e-09,-5.9447577799474878e-10,-3.2768228264659497e-09,-5.0743740913410698e-09
0.47,2.0038872453189127e-08,1.8392016229689791e-08,9.5687913053502017e-09,2.844866250752949e-09,-3.8150832360171047e-10,-3.0363976467453959e-09,-4.7907704791437519e-09
0.4725,2.0196812540606204e-08,1.8576725031507551e-08,9.761926208114246e-09,3.0253141319044967e-09,-1.962633350507719e-10,-2.819028068810553e-09,-4.5133261952711426e-09
0.475,2.0338636438419189e-08,1.8740423518738244e-08,9.9291505495515721e-09,3.1774321884713383e-09,-3.9786060997661864e-11,-2.625928133609465e-09,-4.2444867832035032e-09
0.4775,2.0464520324254599e-08,1.8883738574623116e-08,1.0071416856579174e-08,3.3022435228812669e-09,8.8798562755068277e-11,-2.4568564559307475e-09,-3.9866281511000288e-09
0.48,2.0574895007924953e-08,1.9007653055364243e-08,1.0190210962683353e-08,3.4013749078828705e-09,1.9098330720040986e-10,-2.3113512022928812e-09,-3.7433543083655038e-09
0.4825,2.067023075479539e-08,1.9113226869169369e-08,1.0287247318559808e-08,3.4767016063708912e-09,2.6843467059319396e-10,-2.1892801245313006e-09,-3.5198436878707223e-09
0.485,2.0751876578785689e-08,1.9202586876149854e-08,1.0365404175295409e-08,3.5313043657419168e-09,3.2394180480761402e-10,-2.0898361081104065e-09,-3.3210663107706956e-09
0.4875,2.0822043832573959e-08,1.9278839424354426e-08,1.0428585153337448e-08,3.5693075768640329e-09,3.6130792133605644e-10,-2.0114629910845234e-09,-3.1510784878966699e-09
0.49,2.0883625429376922e-08,1.9345729083099428e-08,1.0481201443694242e-08,3.5951558825625374e-09,3.8459123682073003e-10,-1.9523785091843631e-09,-3.0130539242932532e-09
0.4925,2.0939789482351726e-08,1.9407212323231681e-08,1.0527588057614285e-08,3.6128399654717352e-09,3.9723364214115243e-10,-1.9112109912362315e-09,-2.9095626705039839e-09
0.495,2.0993634899773995e-08,1.9467077370298416e-08,1.0571631639065244e-08,3.625565059199411e-09,4.016844814519765e-10,-1.8872714772224845e-09,-2.8427002763209489e-09
0.4975,2.1047866676979848e-08,1.9528571432255784e-08,1.0616548893537567e-08,3.6357671322999463e-09,3.9951851101438116e-10,-1.8804207789754547e-09,-2.8138672979808805e-09
0.5,2.1104842451454497e-08,1.9594481227555548e-08,1.0665056013515795e-08,3.6454965096646186e-09,3.9197709172121871e-10,-1.8904634704693523e-09,-2.8235720794102175e-09
0.5025,2.1166204786610889e-08,1.9666691193304606e-08,1.0719001222797081e-08,3.6561281838016117e-09,3.7987134529851578e-10,-1.917195659500464e-09,-2.8711172883247384e-09
0.505,2.1233012916080747e-08,1.9746417089381329e-08,1.0779516692158074e-08,3.6685492142935568e-09,3.6376838276321017e-10,-1.9602099916397846e-09,-2.9549915047468417e-09
0.5075,2.1305542096554899e-08,1.9833903654274863e-08,1.0846752049628099e-08,3.6828168043044383e-09,3.4371665731336218e-10,-2.0191589979502009e-09,-3.0730060859247947e-09
0.51,2.1383309122800444e-08,1.9928453894339718e-08,1.0919879448633551e-08,3.6981665129536021e-09,3.1916333973741767e-10,-2.0937947940091125e-09,-3.2224612800153797e-09
0.5125,2.146519192009548e-08,2.0028549132124033e-08,1.0997213152819544e-08,3.7132531153567027e-09,2.8926763196224919e-10,-2.1836151175599935e-09,-3.3998814844219699e-09
0.515,2.1549656661007665e-08,2.0132217381005181e-08,1.1076607794912109e-08,3.7263458037282105e-09,2.5302128896004556e-10,-2.2877597497865774e-09,-3.6010354119047122e-09
0.5175,2.1634850431826886e-08,2.0237008841571997e-08,1.1155496217047778e-08,3.7354955478054386e-09,2.0941619247159424e-10,-2.4048880967472162e-09,-3.8207421030287355e-09
0.52,2.1718630384069837e-08,2.034016399892014e-08,1.1231082659093266e-08,3.7386680098902409e-09,1.5750540556914815e-10,-2.5333290778348527e-09,-4.0533639783905982e-09
0.5225,2.1799292720136562e-08,2.0439402811478181e-08,1.1301138027547107e-08,3.7345354413299991e-09,9.7134157882082186e-11,-2.6704935986305283e-09,-4.2925028218204036e-09
0.525,2.187532809321024e-08,2.0532806687008558e-08,1.136397447890507e-08,3.7224231906971933e-09,2.8847971036441398e-11,-2.8131478563788629e-09,-4.5313234858418558e-09
0.5275,2.1945459509499102e-08,2.0618830211734688e-08,1.1418439531436559e-08,3.7022350118298163e-09,-4.6266111681994359e-11,-2.9577595401848297e-09,-4.7629977652983178e-09
0.53,2.2008756570628736e-08,2.0696385391694848e-08,1.1463918580328816e-08,3.6743669739144366e-09,-1.2676169710710146e-10,-3.1008590930594142e-09,-4.9812598811596101e-09
0.5325,2.2064725350085054e-08,2.0764911816128704e-08,1.1500355544767679e-08,3.6396546628979806e-09,-2.1096707967423225e-10,-3.2393240976811406e-09,-5.1810365663021262e-09
0.535,2.2113584163289892e-08,2.0824666970551271e-08,1.152850950743789e-08,3.5995736352146815e-09,-2.9680694207785283e-10,-3.3702996971468664e-09,-5.3583132604785938e-09
0.5375,2.2155932594991188e-08,2.0876393664682944e-08,1.154962157772921e-08,3.5557975865611735e-09,-3.823637149260389e-10,-3.4919145631328959e-09,-5.5112364036257028e-09
0.54,2.2193662442361089e-08,2.0922536284912041e-08,1.1566655686340224e-08,3.5116662358855796e-09,-4.642115164464769e-10,-3.6010189999711626e-09,-5.6368653442216475e-09
0.5425,2.2228432652975338e-08,2.096523458290825e-08,1.1582254022125194e-08,3.4700109763354761e-09,-5.3959356878296356e-10,-3.6953262978656531e-09,-5.7336530529587999e-09
0.545,2.2262035763049987e-08,2.1006771755751605e-08,1.1599023366515349e-08,3.4332628187127014e-09,-6.0632408015005884e-10,-3.7732452235388575e-09,-5.8011853433102914e-09
0.5475,2.2296828548358813e-08,2.10500982338212e-08,1.1620089212805321e-08,3.404237730215341e-09,-6.6192971842318282e-10,-3.8328964072884558e-09,-5.8386592009653586e-09
0.55,2.2335166340530288e-08,2.1098054109867964e-08,1.1648499046823306e-08,3.385628719048828e-09,-7.0418080031481893e-10,-3.8729058910574058e-09,-5.8461387292798009e-09
0.5525,2.2379361472847478e-08,2.1153402333769343e-08,1.1687236490304659e-08,3.3800333220356955e-09,-7.310562400949181e-10,-3.8925411939982238e-09,-5.8248905126602763e-09
0.555,2.2431680956986264e-08,2.1218908322733708e-08,1.1739271034704232e-08,3.3900745241525475e-09,-7.4058314200442682e-10,-3.8914315693953068e-09,-5.776979277768867e-09
0.5575,2.2494120461752747e-08,2.1297029918539321e-08,1.1807253292500735e-08,3.4180989898918485e-09,-7.310572286965284e-10,-3.8696369726824556e-09,-5.7051990340527273e-09
0.56,2.2568241417410876e-08,2.1389762405207878e-08,1.1893321842306433e-08,3.4659128203590074e-09,-7.0126257902869271e-10,-3.8276058734665289e-09,-5.6129538212930969e-09
0.5625,2.2655023362846036e-08,2.1498392100935838e-08,1.199877118038593e-08,3.5343995661027924e-09,-6.5083992834728e-10,-3.7663496918299961e-09,-5.5042157579063041e-09
0.565,2.2754863435865318e-08,2.162346948742211e-08,1.2124059318517673e-08,3.6236178632608832e-09,-5.8015083841468719e-10,-3.6872275601396155e-09,-5.3831022083875755e-09
0.5675,2.2867637937906569e-08,2.176489537511621e-08,1.2268992711937958e-08,3.733107952198378e-09,-4.8994206183908321e-10,-3.5916497096673004e-09,-5.2533209000490788e-09
0.57,2.2992858037227555e-08,2.1922089213272664e-08,1.2432923806822842e-08,3.8621251437925334e-09,-3.8110873407439026e-10,-3.4809286812553779e-09,-5.1179767866887258e-09
0.5725,2.3129641446518567e-08,2.2093962557237893e-08,1.2614692339139977e-08,4.0095467294020417e-09,-2.5480607272735132e-10,-3.3564498151214951e-09,-4.9797278887367976e-09
0.575,2.3276673779801542e-08,2.2278881928286408e-08,1.2812537971403108e-08,4.1737386300124396e-09,-1.1259778192223316e-10,-3.2198336494130384e-09,-4.8409135109059486e-09
0.5775,2.3432172510004999e-08,2.2474636673910647e-08,1.302406110153034e-08,4.352472803486252e-09,4.3450838347005183e-11,-3.0730036363412868e-09,-4.7035889295912994e-09
0.58,2.3593905832285702e-08,2.2678475133457405e-08,1.3246247944224592e-08,4.5429255516289486e-09,2.1075253626370796e-10,-2.9181957851161716e-09,-4.569513311339944e-09
0.5825,2.3759301660539706e-08,2.2887229166115779e-08,1.3475588130094744e-08,4.7417542847198993e-09,3.8624143381458854e-10,-2.7579264065182183e-09,-4.4401306830075669e-09
0.585,2.3925634448569049e-08,2.3097520004078174e-08,1.3708263520457155e-08,4.9452421671621143e-09,5.6646849434166724e-10,-2.5949401896595295e-09,-4.3165678486969658e-09
0.5875,2.4090167352297708e-08,2.3305931845849098e-08,1.3940322455596059e-08,5.1494345130129571e-09,7.4769603085622924e-10,-2.4321854009536642e-09,-4.1996915062297061e-09
0.59,2.4250514148197295e-08,2.3509411644542744e-08,1.4168071298225725e-08,5.350505201059494e-09,9.2622160512267807e-10,-2.2725724020588319e-09,-4.0899783587322176e-09
0.5925,2.4404602408547844e-08,2.3705258136170124e-08,1.4388101636942869e-08,5.5447891339315782e-09,1.0983977791333636e-09,-2.1190279100512631e-09,-3.9877031706469852e-09
0.595,2.4550760450556547e-08,2.3891242794012539e-08,1.4597445093877379e-08,5.7289550289062071e-09,1.260806390676796e-09,-1.9743749180919657e-09,-3.892962417126869e-09
0.5975,2.4687699085940402e-08,2.406559519163661e-08,1.479358750113321e-08,5.9000466471875122e-09,1.4103154785809707e-09,-1.8413049109798393e-09,-3.8057911522029407e-09
0.6,2.4814463580102993e-08,2.4226958030563287e-08,1.4974450771889594e-08,6.0554935544465413e-09,1.5441102702889504e-09,-1.722353383819926e-09,-3.726282625275108e-09
0.6025,2.4930405378249768e-08,2.4374361096407023e-08,1.5138405455229589e-08,6.1931569153373166e-09,1.659768095856564e-09,-1.6198173229870865e-09,-3.654648321623076e-09
0.605,2.5035189322674713e-08,2.4507255882126598e-08,1.5284333860080199e-08,6.3114409603669307e-09,1.7553980069285204e-09,-1.5355942979028699e-09,-3.5911792442871439e-09
0.6075,2.5128799202085566e-08,2.4625524441803996e-08,1.541169766506726e-08,6.40937518507176e-09,1.8297508914153505e-09,-1.4710473013583288e-09,-3.5362092168168233e-09
0.61,2.5211552997173528e-08,2.4729517373084663e-08,1.5520583976643639e-08,6.4867145768513643e-09,1.8823448297197696e-09,-1.4268522342167257e-09,-3.4900180051374807e-09
0.6125,2.5284101714925102e-08,2.4820045693274125e-08,1.5611730512754512e-08,6.5439738735815483e-09,1.9135074129297378e-09,-1.4029291537663493e-09,-3.4527726343254459e-09
0.615,2.5347400277880819e-08,2.4898349865407121e-08,1.5686493299417948e-08,6.582417391839537e-09,1.9243944852830015e-09,-1.3984005946156885e-09,-3.42445326291505e-09
0.6175,2.5402669527006787e-08,2.4966044740112727e-08,1.5746788281280313e-08,6.6040064801625442e-09,1.9169324430344972e-09,-1.4116291602357279e-09,-3.4048206717552335e-09
0.62,2.5451347761258155e-08,2.5025047754308594e-08,1.5794999517510184e-08,6.6112991153489151e-09,1.8937345027221869e-09,-1.4402882366191046e-09,-3.393391598279208e-09
0.6225,2.5495037692912768e-08,2.5077509722970199e-08,1.5833875327659328e-08,6.6073525190325821e-09,1.8579767283879188e-09,-1.4814781069127719e-09,-3.3894436517627646e-09
0.625,2.5535455517291563e-08,2.5125732513150033e-08,1.5866428730708366e-08,6.5955670586279157e-09,1.8132391857101129e-09,-1.5318813031831915e-09,-3.3920391498793705e-09
0.6275,2.5574352891785454e-08,2.5172064121809164e-08,1.5895788084748479e-08,6.5795186738560192e-09,1.7633141211327009e-09,-1.5879572076978407e-09,-3.400099687159281e-09
0.63,2.561345709822195e-08,2.5218816533919201e-08,1.5925065184951956e-08,6.5628047796476177e-09,1.712033457228373e-09,-1.6461182332051887e-09,-3.4124579063553128e-09
0.6325,2.5654393752824165e-08,2.5268167366281894e-08,1.5957221982464489e-08,6.5488733253584548e-09,1.663069719079717e-09,-1.7029330452661907e-09,-3.4279562179830309e-09
0.635,2.569861954424336e-08,2.5322065236672815e-08,1.5994944443575736e-08,6.5408680808611944e-09,1.6197687204909947e-09,-1.7552991286652551e-09,-3.4455230076835203e-09
0.6375,2.5747381223186843e-08,2.5382178652023628e-08,1.6040560611722857e-08,6.5415239129921507e-09,1.5850239625644037e-09,-1.8005704927516722e-09,-3.4642274790602026e-09
0.64,2.5801667729168433e-08,2.5449831508158003e-08,1.6095950196494655e-08,6.5530591007920799e-09,1.5611689529201535e-09,-1.8366633293471195e-09,-3.4833274696195063e-09
0.6425,2.5862189062345553e-08,2.5525976615765618e-08,1.6162495946003776e-08,6.5771118933934218e-09,1.5498961048373288e-09,-1.8621327528304687e-09,-3.5023072127277512e-09
0.645,2.5929354919456131e-08,2.561116138553796e-08,1.6241033569027331e-08,6.614679027636935e-09,1.5522005613586604e-09,-1.8762166264269591e-09,-3.5208955679985546e-09
0.6475,2.6003236316436706e-08,2.5705480915930076e-08,1.6331792834365169e-08,6.6660472160255177e-09,1.5683153344909797e-09,-1.8788862052943728e-09,-3.5390899724013439e-09
0.65,2.6083558927609245e-08,2.5808566166768115e-08,1.6434376213712607e-08,6.7307885728179116e-09,1.597709286367025e-09,-1.8708285781650579e-09,-3.5571324467049178e-09
0.6525,2.6169687342918491e-08,2.5919575772037547e-08,1.6547750741621494e-08,6.8077375728445584e-09,1.6390971831855368e-09,-1.8534139481562398e-09,-3.5754819161295475e-09
0.655,2.6260654391337197e-08,2.6037224734856048e-08,1.6670294019109613e-08,6.8950682294219923e-09,1.690489010809751e-09,-1.8286307056049385e-09,-3.5947883459551791e-09
