Physical Time (s),enth_flux_viscous_left Monitor (kg-m/s^3)
4.2325,5.2377525782781917e-09
4.235,5.217422917913672e-09
4.2375,5.1970146951572122e-09
4.24,5.1765444859338278e-09
4.2425,5.1560284090976169e-09
4.245,5.1354825199268117e-09
4.2475,5.1149229626964507e-09
4.25,5.0943660759075921e-09
4.2525,5.0738285122542055e-09
4.255,5.0533269886260257e-09
4.2575,5.0328777293095992e-09
4.26,5.0124956176133665e-09
4.2625,4.9921928872209136e-09
4.265,4.9719786819345645e-09
4.2675,4.9518592784569727e-09
4.27,4.9318379530954401e-09
4.2725,4.9119157849136327e-09
4.275,4.8920920011441807e-09
4.2775,4.8723643935627441e-09
4.28,4.8527309288301998e-09
4.2825,4.8331874418487773e-09
4.285,4.8137275530791221e-09
4.2875,4.7943421881483097e-09
4.29,4.7750180653099507e-09
4.2925,4.7557383513902696e-09
4.295,4.7364828512260639e-09
4.2975,4.7172277153973367e-09
4.3,4.6979464732190355e-09
4.3025,4.6786102985100657e-09
4.305,4.6591898143665488e-09
4.3075,4.6396553348413667e-09
4.31,4.619977367980987e-09
4.3125,4.6001272579378508e-09
4.315,4.5800772053673088e-09
4.3175,4.5598006711323315e-09
4.32,4.5392721877237332e-09
4.3225,4.5184672064000779e-09
4.325,4.4973629449077161e-09
4.3275,4.475937749776609e-09
4.33,4.4541718728363647e-09
4.3325,4.4320470327524625e-09
4.335,4.4095459490764622e-09
4.3375,4.3866518736529853e-09
4.34,4.3633495082835832e-09
4.3425,4.3396248927035199e-09
4.345,4.3154663666961268e-09
4.3475,4.2908659209208722e-09
4.35,4.2658194549523042e-09
4.3525,4.2403260452177107e-09
4.355,4.2143875148037975e-09
4.3575,4.1880090185778069e-09
4.36,4.1611986607046895e-09
4.3625,4.1339659630620776e-09
4.365,4.1063231306585264e-09
4.3675,4.0782859642309025e-09
4.37,4.0498743948091732e-09
4.3725,4.0211128121360627e-09
4.375,3.9920283655279339e-09
4.3775,3.9626489906565254e-09
4.38,3.9330080322215713e-09
4.3825,3.9031448978495489e-09
4.385,3.8731040195791842e-09
4.3875,3.8429343116586804e-09
4.39,3.8126885517785913e-09
4.3925,3.7824251954667172e-09
4.395,3.7522026258180584e-09
4.3975,3.7220771626317134e-09
4.4,3.6921039448642379e-09
4.4025,3.662338440217963e-09
4.405,3.6328363171394033e-09
4.4075,3.6036524786764117e-09
4.41,3.5748403695017836e-09
4.4125,3.5464511302256501e-09
4.415,3.518533042888107e-09
4.4175,3.4911299228485248e-09
4.42,3.464281162451969e-09
4.4225,3.4380205752331291e-09
4.425,3.4123766575911907e-09
4.4275,3.3873741043095065e-09
4.43,3.3630329534866604e-09
4.4325,3.339369630939465e-09
4.435,3.3163976007344201e-09
4.4375,3.2941269834832901e-09
4.44,3.2725653061545167e-09
4.4425,3.2517173736570458e-09
4.445,3.231584098084735e-09
4.4475,3.2121634444830789e-09
4.45,3.1934497718250069e-09
4.4525,3.1754336977785196e-09
4.455,3.1581023895624543e-09
4.4575,3.1414409901791677e-09
4.46,3.1254333369512497e-09
4.4625,3.1100615336036106e-09
4.465,3.095305989615183e-09
4.4675,3.0811446025828874e-09
4.47,3.0675555660703329e-09
4.4725,3.0545172717763087e-09
4.475,3.0420073634190482e-09
4.4775,3.0300050115656894e-09
4.48,3.0184915497699636e-09
4.4825,3.007449327122606e-09
4.485,2.9968617107742256e-09
4.4875,2.9867110079791089e-09
4.49,2.9769819168844367e-09
4.4925,2.9676605617184434e-09
4.495,2.9587343342301485e-09
4.4975,2.9501919273472974e-09
4.5,2.9420229417187233e-09
4.5025,2.9342186096180316e-09
4.505,2.92677038305611e-09
4.5075,2.9196700938445286e-09
4.51,2.9129098439748524e-09
4.5125,2.9064826675314323e-09
4.515,2.9003836428375831e-09
4.5175,2.8946083759488615e-09
4.52,2.8891527188219221e-09
4.5225,2.8840104144275006e-09
4.525,2.8791727075587154e-09
4.5275,2.8746277697290882e-09
4.53,2.8703633125965878e-09
4.5325,2.8663662686392677e-09
4.535,2.8626247154525726e-09
4.5375,2.8591279679373351e-09
4.54,2.8558656747352185e-09
4.5425,2.8528288811102099e-09
4.545,2.850008645199608e-09
4.5475,2.8473959460594951e-09
4.55,2.8449807134441852e-09
4.5525,2.842751446110916e-09
4.555,2.8406952837420637e-09
4.5575,2.8387976619644453e-09
4.56,2.8370438961462966e-09
4.5625,2.8354197803663694e-09
4.565,2.8339119639588821e-09
4.5675,2.8325079701139735e-09
4.57,2.8311957973226374e-09
4.5725,2.8299637987874107e-09
4.575,2.8288004704483718e-09
4.5775,2.8276946168561033e-09
4.58,2.8266354990822926e-09
4.5825,2.8256119106285578e-09
4.585,2.8246134602015425e-09
4.5875,2.8236297498138649e-09
4.59,2.822650830463871e-09
4.5925,2.8216671985835775e-09
4.595,2.8206710043379993e-09
4.5975,2.81965556638864e-09
4.6,2.8186151989144347e-09
4.6025,2.8175453376860755e-09
4.605,2.8164428037679904e-09
4.6075,2.8153044401976874e-09
4.61,2.8141280911651282e-09
4.6125,2.8129124502499991e-09
4.615,2.8116573176770624e-09
4.6175,2.8103639542601239e-09
4.62,2.8090349129934301e-09
4.6225,2.807673805765602e-09
4.625,2.8062852433901899e-09
4.6275,2.8048744799992598e-09
4.63,2.8034472979336969e-09
4.6325,2.8020099697534146e-09
4.635,2.8005692850781032e-09
4.6375,2.7991323919948624e-09
4.64,2.7977072793482443e-09
4.6425,2.7963028327858433e-09
4.645,2.7949288171616469e-09
4.6475,2.7935954877344527e-09
4.65,2.79231305263259e-09
4.6525,2.7910906417385137e-09
4.655,2.7899363503554942e-09
4.6575,2.788857192588198e-09
4.66,2.7878590552550102e-09
4.6625,2.7869475957521342e-09
4.665,2.7861277905611478e-09
4.6675,2.7854042061574212e-09
4.67,2.7847814574529226e-09
4.6725,2.7842633117427315e-09
4.675,2.7838523964455209e-09
4.6775,2.783550237814685e-09
4.68,2.7833562643710524e-09
4.6825,2.7832675493939538e-09
4.685,2.7832802929821269e-09
4.6875,2.7833887865470487e-09
4.69,2.7835860353828383e-09
4.6925,2.7838636007432386e-09
4.695,2.7842121112622461e-09
4.6975,2.7846220369071306e-09
4.7,2.7850835154406992e-09
4.7025,2.7855867505270769e-09
4.705,2.7861222259326401e-09
4.7075,2.7866805585681637e-09
4.71,2.7872528989485392e-09
4.7125,2.7878308273097581e-09
4.715,2.7884050164593519e-09
4.7175,2.7889657570834772e-09
4.72,2.7895027403939143e-09
4.7225,2.7900045065154563e-09
4.725,2.790461088807462e-09
4.7275,2.7908630856516558e-09
4.73,2.7912011693678116e-09
4.7325,2.7914681527221764e-09
4.735,2.7916580971375395e-09
4.7375,2.791766889100689e-09
4.74,2.7917931565235683e-09
4.7425,2.791736616136612e-09
4.745,2.7915992123080413e-09
4.7475,2.7913831871258285e-09
4.75,2.7910912961838193e-09
4.7525,2.7907254481855265e-09
4.755,2.7902884172222236e-09
4.7575,2.7897835076796124e-09
4.76,2.7892159793758673e-09
4.7625,2.7885928490411457e-09
4.765,2.7879221802552185e-09
4.7675,2.7872125758751264e-09
4.77,2.7864730761840552e-09
4.7725,2.7857134253272452e-09
4.775,2.7849436099787161e-09
4.7775,2.7841740749487396e-09
4.78,2.7834153981792974e-09
4.7825,2.7826773219236749e-09
4.785,2.7819688620507929e-09
4.7875,2.7812982079505099e-09
4.79,2.7806723729369458e-09
4.7925,2.7800983588305677e-09
4.795,2.7795828719647622e-09
4.7975,2.7791321979332934e-09
4.8,2.7787524170090412e-09
4.8025,2.7784492114365324e-09
4.805,2.7782282258879061e-09
4.8075,2.7780927610432056e-09
4.81,2.778045006518445e-09
4.8125,2.7780850166051379e-09
4.815,2.7782113842307637e-09
4.8175,2.778420477839882e-09
4.82,2.7787068864049761e-09
4.8225,2.7790644988500977e-09
4.825,2.7794869316487782e-09
4.8275,2.7799669584434673e-09
4.83,2.7804968676799428e-09
4.8325,2.7810685629842596e-09
4.835,2.7816733975431249e-09
4.8375,2.7823027018046982e-09
4.84,2.782947046949731e-09
4.8425,2.7835969037479297e-09
4.845,2.784244211533981e-09
4.8475,2.7848812161740734e-09
4.85,2.7855004061968021e-09
4.8525,2.786093667201288e-09
4.855,2.7866533661473174e-09
4.8575,2.7871720099532242e-09
4.86,2.7876421404713831e-09
4.8625,2.7880572033399675e-09
4.865,2.7884118400898515e-09
4.8675,2.788701481183892e-09
4.87,2.7889229836115392e-09
4.8725,2.7890735061294998e-09
4.875,2.7891519985099105e-09
4.8775,2.7891576342774133e-09
4.88,2.7890906000787295e-09
4.8825,2.7889517714396196e-09
4.885,2.7887435918974155e-09
4.8875,2.7884687796977457e-09
4.89,2.7881312549234067e-09
4.8925,2.7877352914046665e-09
4.895,2.7872866140217891e-09
4.8975,2.7867911353111078e-09
4.9,2.7862558804872103e-09
4.9025,2.7856877332160027e-09
4.905,2.7850935563928271e-09
4.9075,2.7844796447355676e-09
4.91,2.783852530164479e-09
4.9125,2.783218664360663e-09
4.915,2.7825845706921289e-09
4.9175,2.7819565192655902e-09
4.92,2.7813404219376988e-09
4.9225,2.7807415326311239e-09
4.925,2.7801646839961681e-09
4.9275,2.779615119534498e-09
4.93,2.7790973046026943e-09
4.9325,2.7786146364604182e-09
4.935,2.7781689576724007e-09
4.9375,2.7777608184606678e-09
4.94,2.7773893112705474e-09
4.9425,2.7770525936782739e-09
4.945,2.7767476640176235e-09
4.9475,2.7764703666683268e-09
4.95,2.7762164287336561e-09
4.9525,2.7759806094720923e-09
4.955,2.7757571186701028e-09
4.9575,2.7755400815628776e-09
4.96,2.7753240815339323e-09
4.9625,2.7751043316750611e-09
4.965,2.7748767835756958e-09
4.9675,2.7746379707228042e-09
4.97,2.7743838699242271e-09
4.9725,2.7741097270815971e-09
4.975,2.7738101053847952e-09
4.9775,2.7734792647280294e-09
4.98,2.7731110926438722e-09
4.9825,2.7727007772843155e-09
4.985,2.7722449795869116e-09
4.9875,2.771741596909381e-09
4.99,2.771189504981015e-09
4.9925,2.7705886066577567e-09
4.995,2.7699395293531822e-09
4.9975,2.7692439239517424e-09
5.0,2.7685043821821969e-09
5.0025,2.7677243442456124e-09
5.005,2.7669079381760186e-09
5.0075,2.7660596013726199e-09
5.01,2.7651845360829686e-09
5.0125,2.7642882700457395e-09
5.015,2.763378119592929e-09
5.0175,2.7624622971330668e-09
5.02,2.7615507055324462e-09
5.0225,2.7606535956835709e-09
5.025,2.7597815862455434e-09
5.0275,2.7589443495560308e-09
5.03,2.7581514548189562e-09
5.0325,2.7574110922801308e-09
5.035,2.7567316404554971e-09
5.0375,2.7561204514977713e-09
5.04,2.7555846964600805e-09
5.0425,2.7551306709065416e-09
5.045,2.7547641931418702e-09
5.0475,2.7544909113674013e-09
5.05,2.7543154630110583e-09
5.0525,2.7542417760079336e-09
5.055,2.754271805194791e-09
5.0575,2.7544068775746088e-09
5.06,2.7546470829516406e-09
5.0625,2.7549921330440511e-09
5.065,2.7554407953467509e-09
5.0675,2.7559908733683019e-09
5.07,2.7566373395383036e-09
5.0725,2.757374293245206e-09
5.075,2.7581941567914378e-09
5.0775,2.7590877260090635e-09
5.08,2.7600449152394378e-09
5.0825,2.7610547023401501e-09
5.085,2.7621055887149609e-09
5.0875,2.7631859592582999e-09
5.09,2.7642836926758077e-09
5.0925,2.7653863953082847e-09
5.095,2.7664821693797486e-09
5.0975,2.7675584224143916e-09
5.1,2.7686026052915849e-09
5.1025,2.7696029696553401e-09
5.105,2.770546883211974e-09
5.1075,2.7714238384589733e-09
5.11,2.7722239451649252e-09
5.1125,2.772937955750909e-09
5.115,2.7735586728557833e-09
5.1175,2.7740818129172514e-09
5.12,2.7745033998272265e-09
5.1225,2.7748215732651241e-09
5.125,2.775034425905914e-09
5.1275,2.7751412910958304e-09
5.13,2.7751419583893417e-09
5.1325,2.7750371436885502e-09
5.135,2.7748279406618028e-09
5.1375,2.7745167498108418e-09
5.14,2.774107180986826e-09
5.1425,2.7736047244089297e-09
5.145,2.7730166702254541e-09
5.1475,2.7723520763738908e-09
5.15,2.7716214199168168e-09
5.1525,2.7708356759307335e-09
5.155,2.7700062458644014e-09
5.1575,2.7691443455158778e-09
5.16,2.7682612234131443e-09
5.1625,2.7673678186633211e-09
5.165,2.7664752880000663e-09
5.1675,2.7655943532926312e-09
5.17,2.7647362735926433e-09
5.1725,2.7639114021495643e-09
5.175,2.7631302842657532e-09
5.1775,2.7624020516380254e-09
5.18,2.7617360885488921e-09
5.1825,2.7611405790406268e-09
5.185,2.7606231186201922e-09
5.1875,2.7601896164366372e-09
5.19,2.7598435516177942e-09
5.1925,2.75958728441195e-09
5.195,2.7594206100871029e-09
5.1975,2.7593413248915187e-09
5.2,2.7593467547988592e-09
5.2025,2.7594336130463126e-09
5.205,2.7595976770652061e-09
5.2075,2.7598339394981025e-09
5.21,2.7601358123283621e-09
5.2125,2.7604959880302347e-09
5.215,2.760906312255454e-09
5.2175,2.7613574367479484e-09
5.22,2.7618388813987852e-09
5.2225,2.7623395421458664e-09
5.225,2.7628485744120774e-09
5.2275,2.7633552790605337e-09
5.23,2.7638492998992117e-09
5.2325,2.7643210663184898e-09
5.235,2.7647614760078078e-09
5.2375,2.7651607311617302e-09
5.24,2.7655101938987149e-09
5.2425,2.765801445359196e-09
5.245,2.7660258568165561e-09
5.2475,2.7661761298839341e-09
5.25,2.7662456544739568e-09
5.2525,2.7662282869318497e-09
5.255,2.7661207049771377e-09
5.2575,2.7659213370231214e-09
5.26,2.7656309967607628e-09
5.2625,2.7652518291506876e-09
5.265,2.7647869804501605e-09
5.2675,2.7642402765309186e-09
5.27,2.7636165884090888e-09
5.2725,2.7629211998807522e-09
5.275,2.7621605283469982e-09
5.2775,2.7613418830301214e-09
5.28,2.7604732260765692e-09
5.2825,2.7595633171988238e-09
5.285,2.758621843748118e-09
5.2875,2.7576592004090941e-09
5.29,2.7566863895153307e-09
5.2925,2.755714386246367e-09
5.295,2.7547536569888645e-09
5.2975,2.7538142689346938e-09
5.3,2.7529061108435584e-09
5.3025,2.7520380496961792e-09
5.305,2.7512189032501444e-09
5.3075,2.7504562610934338e-09
5.31,2.7497571008682743e-09
5.3125,2.7491273949471834e-09
5.315,2.7485714538958811e-09
5.3175,2.7480928672035955e-09
5.32,2.7476944839834245e-09
5.3225,2.747378876055313e-09
5.325,2.7471478630640552e-09
5.3275,2.7470019557744051e-09
5.33,2.7469407999760671e-09
5.3325,2.7469623057011386e-09
5.335,2.7470620215131517e-09
5.3375,2.7472335119442925e-09
5.34,2.7474690823966233e-09
5.3425,2.7477600624560402e-09
5.345,2.7480970649302378e-09
5.3475,2.7484709702909658e-09
5.35,2.7488727704192068e-09
5.3525,2.7492939968444008e-09
5.355,2.7497258254844165e-09
5.3575,2.7501586271894953e-09
5.36,2.7505823323473037e-09
5.3625,2.7509870776067651e-09
5.365,2.7513625014269261e-09
5.3675,2.7516992854066998e-09
5.37,2.7519892372259357e-09
5.3725,2.7522258548699461e-09
5.375,2.7524038913359578e-09
5.3775,2.7525201200042505e-09
5.38,2.7525723000600323e-09
5.3825,2.752558963396398e-09
5.385,2.7524797878256984e-09
5.3875,2.7523338940346788e-09
5.39,2.7521214844144166e-09
5.3925,2.7518434564200603e-09
5.395,2.7515022078167035e-09
5.3975,2.7511020514904963e-09
5.4,2.7506495013096007e-09
5.4025,2.7501524174822323e-09
5.405,2.7496200332153377e-09
5.4075,2.749061068061645e-09
5.41,2.7484841563979431e-09
5.4125,2.7478980814935235e-09
5.415,2.7473117060880632e-09
5.4175,2.7467342241263407e-09
5.42,2.7461754160947074e-09
5.4225,2.7456452716620207e-09
5.425,2.7451533084752859e-09
5.4275,2.7447087929694112e-09
5.43,2.7443206357910836e-09
5.4325,2.7439969272298828e-09
5.435,2.7437462798472244e-09
5.4375,2.7435764016269913e-09
5.44,2.7434954858897617e-09
5.4425,2.7435092528370644e-09
5.445,2.7436218732147927e-09
5.4475,2.7438350952231924e-09
5.45,2.7441485924250016e-09
5.4525,2.7445610409824904e-09
5.455,2.7450693455570389e-09
5.4575,2.7456686995199115e-09
5.46,2.7463542888183841e-09
5.4625,2.7471186944049904e-09
5.465,2.7479525814066638e-09
5.4675,2.7488456097905551e-09
5.47,2.749787102512278e-09
5.4725,2.750767362967064e-09
5.475,2.7517769955241704e-09
5.4775,2.7528058977471505e-09
5.48,2.7538438134676213e-09
5.4825,2.7548792427936741e-09
5.485,2.7558991223062298e-09
5.4875,2.756890201540006e-09
5.49,2.7578398045593881e-09
5.4925,2.7587354948482697e-09
5.495,2.7595665316910623e-09
5.4975,2.7603230117614147e-09
5.5,2.7609943661001116e-09
5.5025,2.7615719932030679e-09
5.505,2.7620483744088023e-09
5.5075,2.7624161914855724e-09
5.51,2.7626702373511805e-09
5.5125,2.762805793477181e-09
5.515,2.7628206272467677e-09
5.5175,2.7627134827753304e-09
5.52,2.7624852765906466e-09
5.5225,2.7621382011839163e-09
5.525,2.761676321753594e-09
5.5275,2.7611054736177733e-09
5.53,2.7604326463748844e-09
5.5325,2.7596661067408899e-09
5.535,2.7588143756049458e-09
5.5375,2.757886751504367e-09
5.54,2.7568927281722459e-09
5.5425,2.755842307922818e-09
5.545,2.754746098475022e-09
5.5475,2.753615694681984e-09
5.55,2.7524636785420868e-09
5.5525,2.7513032520560625e-09
5.555,2.7501475745303112e-09
5.5575,2.7490091024808229e-09
5.56,2.7478991096527884e-09
5.5625,2.7468281945158616e-09
5.565,2.7458060931394521e-09
5.5675,2.7448420882765735e-09
5.57,2.7439444819128469e-09
5.5725,2.7431199835582024e-09
5.575,2.7423741637506311e-09
5.5775,2.7417117190729033e-09
5.58,2.7411362802471999e-09
5.5825,2.7406509121120483e-09
5.585,2.7402572873289241e-09
5.5875,2.7399559099696639e-09
5.59,2.739745364888399e-09
5.5925,2.7396231659908114e-09
5.595,2.739584524761456e-09
5.5975,2.7396230342525067e-09
5.6,2.7397312969219216e-09
5.6025,2.7399013146970672e-09
5.605,2.7401250111321572e-09
5.6075,2.7403944456187627e-09
5.61,2.7407014023409297e-09
5.6125,2.7410371579080094e-09
5.615,2.7413915393366698e-09
5.6175,2.741753903239346e-09
5.62,2.7421131409474461e-09
5.6225,2.7424584162818881e-09
5.625,2.7427803915478698e-09
5.6275,2.7430707039203377e-09
5.63,2.7433219340547046e-09
5.6325,2.743528195870971e-09
5.635,2.7436851091335692e-09
5.6375,2.7437886160080733e-09
5.64,2.7438358020625974e-09
5.6425,2.7438249661678349e-09
5.645,2.7437540866722615e-09
5.6475,2.743622023179413e-09
5.65,2.7434282699961166e-09
5.6525,2.7431732359250392e-09
5.655,2.7428590876686171e-09
5.6575,2.7424895821239338e-09
5.66,2.7420702082673765e-09
5.6625,2.7416077756721803e-09
5.665,2.7411093374647905e-09
5.6675,2.7405824834542623e-09
5.67,2.7400350441421655e-09
5.6725,2.7394748437262182e-09
5.675,2.7389101694926361e-09
5.6775,2.7383493017020498e-09
5.68,2.737800600912417e-09
5.6825,2.7372722420773831e-09
5.685,2.7367721067877495e-09
5.6875,2.7363080492710932e-09
5.69,2.7358879020059762e-09
5.6925,2.7355193005154091e-09
5.695,2.7352102675194109e-09
5.6975,2.7349684260784181e-09
5.7,2.7348000443154483e-09
5.7025,2.7347092892133019e-09
5.705,2.7346987210630733e-09
5.7075,2.7347688504122996e-09
5.71,2.7349183737423577e-09
5.7125,2.7351461170516405e-09
5.715,2.73544943495555e-09
5.7175,2.7358247112010554e-09
5.72,2.7362662512957376e-09
5.7225,2.7367671500535093e-09
5.725,2.7373184856592588e-09
5.7275,2.7379110304865753e-09
5.73,2.738535792581684e-09
5.7325,2.7391849320105397e-09
5.735,2.7398511373784503e-09
5.7375,2.7405270173824054e-09
5.74,2.7412045621062914e-09
5.7425,2.7418745501196363e-09
5.745,2.7425260045644285e-09
5.7475,2.7431489572311935e-09
5.75,2.7437336399592391e-09
5.7525,2.7442712045485786e-09
5.755,2.7447530009687565e-09
5.7575,2.7451720041813804e-09
5.76,2.7455231168614638e-09
5.7625,2.745800909273562e-09
5.765,2.74600139754766e-09
5.7675,2.7461217809175858e-09
5.77,2.7461594593729847e-09
5.7725,2.746114437694905e-09
5.775,2.7459869478820535e-09
5.7775,2.7457794830966608e-09
5.78,2.7454957482653129e-09
5.7825,2.7451415169006502e-09
5.785,2.7447234595261216e-09
5.7875,2.7442495115633714e-09
5.79,2.7437282190559829e-09
5.7925,2.7431679161070692e-09
5.795,2.7425769205107019e-09
5.7975,2.7419632269641529e-09
5.8,2.7413350196571371e-09
5.8025,2.740701477130459e-09
5.805,2.7400727047641121e-09
5.8075,2.7394594529649385e-09
5.81,2.7388726874048845e-09
5.8125,2.7383232042493127e-09
5.815,2.7378202344868075e-09
5.8175,2.7373724562471447e-09
5.82,2.7369869219740401e-09
5.8225,2.7366709927608628e-09
5.825,2.7364303571797213e-09
5.8275,2.7362703143840308e-09
5.83,2.7361935676370682e-09
5.8325,2.7362018804017424e-09
5.835,2.7362956198630459e-09
5.8375,2.7364740053364521e-09
5.84,2.7367354054272494e-09
5.8425,2.7370772021693016e-09
5.845,2.7374954047450528e-09
5.8475,2.7379846927972147e-09
5.85,2.7385391464581583e-09
5.8525,2.7391509339389061e-09
5.855,2.7398105005817731e-09
5.8575,2.7405071328796919e-09
5.86,2.7412290981263244e-09
5.8625,2.7419645259913074e-09
5.865,2.7427014999753419e-09
5.8675,2.7434286675915677e-09
5.87,2.7441341780389733e-09
5.8725,2.7448052532658256e-09
5.875,2.7454297298039044e-09
5.8775,2.7459957359173135e-09
5.88,2.7464928738193897e-09
5.8825,2.746910496701677e-09
5.885,2.7472406142580674e-09
5.8875,2.7474767728127842e-09
5.89,2.7476135906966055e-09
5.8925,2.7476472752663973e-09
5.895,2.747574799810522e-09
5.8975,2.7473947878528269e-09
5.9,2.7471059420274103e-09
5.9025,2.7467084908714178e-09
5.905,2.7462031406545532e-09
5.9075,2.7455922064545599e-09
5.91,2.74487939922992e-09
5.9125,2.7440700688491987e-09
5.915,2.7431714091320878e-09
5.9175,2.7421925044682055e-09
5.92,2.7411434063875029e-09
5.9225,2.7400352111232587e-09
5.925,2.7388791108810155e-09
5.9275,2.7376866295449191e-09
5.93,2.7364696585596572e-09
5.9325,2.7352400676637502e-09
5.935,2.7340103623992495e-09
5.9375,2.7327930389268274e-09
5.94,2.7316003048879596e-09
5.9425,2.7304439308951739e-09
5.945,2.7293354448386e-09
5.9475,2.7282859232751665e-09
5.95,2.7273057597333355e-09
5.9525,2.7264052754830189e-09
5.955,2.7255940375697191e-09
5.9575,2.7248802911593776e-09
5.96,2.7242704577836768e-09
5.9625,2.7237692278181677e-09
5.965,2.7233786446640983e-09
5.9675,2.7230995764159604e-09
5.97,2.7229313084496676e-09
5.9725,2.7228718750640096e-09
5.975,2.7229183324668794e-09
5.9775,2.723066549643885e-09
5.98,2.7233100645066074e-09
5.9825,2.7236409682952051e-09
5.985,2.7240496162178389e-09
5.9875,2.7245264782165865e-09
5.99,2.7250620834528275e-09
5.9925,2.7256476300993336e-09
5.995,2.7262737539245083e-09
5.9975,2.7269305444419753e-09
6.0,2.7276072374864438e-09
6.0025,2.7282927388684207e-09
6.005,2.7289750445358429e-09
6.0075,2.7296421628583766e-09
6.01,2.7302828030358582e-09
6.0125,2.7308854161757357e-09
6.015,2.7314403279235978e-09
6.0175,2.731939623938802e-09
6.02,2.7323760260502878e-09
6.0225,2.7327437999850166e-09
6.025,2.7330389118660175e-09
6.0275,2.7332575417522414e-09
6.03,2.7333973833533902e-09
6.0325,2.7334575161162575e-09
6.035,2.7334386796955602e-09
6.0375,2.7333429529280222e-09
6.04,2.7331737150800215e-09
6.0425,2.7329360942745171e-09
6.045,2.7326361483570723e-09
6.0475,2.7322810580662008e-09
6.05,2.731878724076918e-09
6.0525,2.7314371883427241e-09
6.055,2.730964824269907e-09
6.0575,2.7304702628657531e-09
6.06,2.7299625360102363e-09
6.0625,2.7294512345391174e-09
6.065,2.7289467992199352e-09
6.0675,2.7284597163389432e-09
6.07,2.7279999482746055e-09
6.0725,2.7275770495741787e-09
6.075,2.7271992699219254e-09
6.0775,2.7268752183746908e-09
6.08,2.7266124277743128e-09
6.0825,2.7264181388233693e-09
6.085,2.7262981025247138e-09
6.0875,2.7262557269037685e-09
6.09,2.7262933957368219e-09
6.0925,2.7264125622958155e-09
6.095,2.7266128707038891e-09
6.0975,2.7268943989996951e-09
6.1,2.7272554519407408e-09
6.1025,2.7276922391474727e-09
6.105,2.728200474436055e-09
6.1075,2.7287750953709396e-09
6.11,2.729408786669965e-09
6.1125,2.730092624509546e-09
6.115,2.7308163819600494e-09
6.1175,2.7315690557924993e-09
6.12,2.732339254018928e-09
6.1225,2.7331158244031144e-09
6.125,2.7338877028856407e-09
6.1275,2.7346441925995129e-09
6.13,2.7353737350527043e-09
6.1325,2.7360643643220437e-09
6.135,2.7367054703333092e-09
6.1375,2.7372867088792615e-09
6.14,2.7377980555415538e-09
6.1425,2.7382311327341953e-09
6.145,2.7385794479516838e-09
6.1475,2.7388376115793317e-09
6.15,2.7390014463433722e-09
6.1525,2.7390684033535433e-09
6.155,2.7390359403444998e-09
6.1575,2.7389031606519508e-09
6.16,2.7386697606121949e-09
6.1625,2.7383368650591288e-09
6.165,2.7379065252966938e-09
6.1675,2.7373824135763221e-09
6.17,2.7367691807331843e-09
6.1725,2.7360735820219544e-09
6.175,2.7353042723377183e-09
6.1775,2.7344711813309512e-09
6.18,2.7335851790192065e-09
6.1825,2.7326573805624976e-09
6.185,2.7316987427454225e-09
6.1875,2.7307202235506649e-09
6.19,2.7297329106795539e-09
6.1925,2.7287484865865178e-09
6.195,2.727778624511402e-09
6.1975,2.7268349465458572e-09
6.2,2.7259287047426693e-09
6.2025,2.7250707826145621e-09
6.205,2.7242711801304319e-09
6.2075,2.7235390917699624e-09
6.21,2.7228832440659815e-09
6.2125,2.7223117236426851e-09
6.215,2.7218316871473963e-09
6.2175,2.7214488024420104e-09
6.22,2.7211666526043043e-09
6.2225,2.7209872158409687e-09
6.225,2.7209103947429665e-09
6.2275,2.7209339052264849e-09
6.23,2.7210547436429119e-09
6.2325,2.7212681453618605e-09
6.235,2.721568083787164e-09
6.2375,2.7219469381166248e-09
6.24,2.7223948731627819e-09
6.2425,2.722901668683286e-09
6.245,2.7234565788234465e-09
6.2475,2.7240493863970224e-09
6.25,2.724670126480257e-09
6.2525,2.7253088320713007e-09
6.255,2.725954905865242e-09
6.2575,2.7265977273037834e-09
6.26,2.7272257419878088e-09
6.2625,2.7278268046528412e-09
6.265,2.7283889387636137e-09
6.2675,2.7289000006739772e-09
6.27,2.7293491147443567e-09
6.2725,2.7297268856165965e-09
6.275,2.7300242470480072e-09
6.2775,2.7302341607637023e-09
6.28,2.7303514496201879e-09
6.2825,2.7303717659720425e-09
6.285,2.7302923019954864e-09
6.2875,2.7301118356937537e-09
6.29,2.7298307427114859e-09
6.2925,2.7294508755850278e-09
6.295,2.7289753761185666e-09
6.2975,2.7284090944099128e-09
6.3,2.7277584031207759e-09
6.3025,2.7270308820114605e-09
6.305,2.7262351712224936e-09
6.3075,2.7253807813881585e-09
6.31,2.72447774094966e-09
6.3125,2.7235364689904989e-09
6.315,2.7225675738226739e-09
6.3175,2.7215828444538501e-09
6.32,2.7205942713045319e-09
6.3225,2.7196145205130722e-09
6.325,2.7186565488555728e-09
6.3275,2.7177325232858384e-09
6.33,2.7168534707184433e-09
6.3325,2.7160296330617875e-09
6.335,2.7152711656972603e-09
6.3375,2.7145876070570698e-09
6.34,2.713988498288184e-09
6.3425,2.7134814247263824e-09
6.345,2.7130726636825964e-09
6.3475,2.7127668636270956e-09
6.35,2.7125670119945e-09
6.3525,2.7124753192899159e-09
6.355,2.7124920174956428e-09
6.3575,2.7126167114809078e-09
