Physical Time (s),ea_bot Monitor (kg-m/s^3): bot_cv1,ea_bot Monitor (kg-m/s^3): bot_cv2,ea_bot Monitor (kg-m/s^3): bot_cv3,ea_bot Monitor (kg-m/s^3): bot_cv4,ea_bot Monitor (kg-m/s^3): bot_cv5,ea_bot Monitor (kg-m/s^3): bot_cv6,ea_bot Monitor (kg-m/s^3): bot_cv7
3.015,1.6130090584838466e-10,2.6004143652652041e-10,3.477620734748329e-10,4.2745402128516563e-10,5.318375830791525e-10,7.184478568014634e-10,-8.6449578890401663e-11
3.0175,1.6147285944249165e-10,2.6049371931709284e-10,3.4834697211293443e-10,4.2802065698314045e-10,5.323559737907558e-10,7.1905525690790982e-10,-8.5782653256380844e-11
3.02,1.6166037871865611e-10,2.6096753194934493e-10,3.4895812531225109e-10,4.2862298555697118e-10,5.329201588731564e-10,7.1972127488581461e-10,-8.5078256023385953e-11
3.0225,1.618631500276247e-10,2.6146142094211887e-10,3.4959334109571205e-10,4.2925839058966112e-10,5.3352713937559919e-10,7.2044162882511078e-10,-8.4336523282606443e-11
3.025,1.6208068063942695e-10,2.6197369651316847e-10,3.5025022462750483e-10,4.2992420405109409e-10,5.3417378434119803e-10,7.2121215737528616e-10,-8.3558128763363446e-11
3.0275,1.6231234358269776e-10,2.6250249836819092e-10,3.5092614969460777e-10,4.3061756224230988e-10,5.3485706779164172e-10,7.2202962383266692e-10,-8.2742491580648362e-11
3.03,1.6255744512441287e-10,2.6304591262256172e-10,3.5161833370291964e-10,4.3133529114287558e-10,5.3557362602790132e-10,7.2289040497126542e-10,-8.1889270223274264e-11
3.0325,1.6281525484203618e-10,2.6360203859880887e-10,3.5232401252831193e-10,4.3207412407743498e-10,5.3631983693189402e-10,7.2378991104928176e-10,-8.0999027821063785e-11
3.035,1.6308498260734321e-10,2.6416892959112046e-10,3.5304052647651276e-10,4.3283092385006869e-10,5.3709213141303958e-10,7.2472338896175563e-10,-8.0072716517067763e-11
3.0375,1.6336571790996221e-10,2.6474447683138433e-10,3.537651107327082e-10,4.3360258445750551e-10,5.3788684337957231e-10,7.2568652067585641e-10,-7.9111120650337901e-11
3.04,1.636563838681255e-10,2.6532636034262604e-10,3.544947109932311e-10,4.343856976083573e-10,5.3869991443588675e-10,7.2667474246797127e-10,-7.8115530189468384e-11
3.0425,1.6395574569776318e-10,2.6591210658368793e-10,3.5522611888338781e-10,4.3517662252570633e-10,5.3952727763258776e-10,7.2768350833639104e-10,-7.7086842508589274e-11
3.045,1.6426245999105348e-10,2.6649915713535566e-10,3.5595607786183147e-10,4.3597175244521541e-10,5.4036512071532516e-10,7.2870865409278342e-10,-7.6024891507660929e-11
3.0475,1.6457512577101103e-10,2.6708488447419847e-10,3.5668128423612098e-10,4.3676763840421512e-10,5.4121009539463541e-10,7.297468444403116e-10,-7.4929122436722274e-11
3.05,1.6489227432686067e-10,2.67666532927602e-10,3.5739832077950387e-10,4.3756050073375707e-10,5.4205836019544998e-10,7.3079421858102098e-10,-7.3799758069815203e-11
3.0525,1.6521230261872692e-10,2.6824119167255607e-10,3.5810357701587931e-10,4.3834612307416538e-10,5.429050671196747e-10,7.3184549395859223e-10,-7.2638683464155821e-11
3.055,1.6553342855857313e-10,2.6880581535334596e-10,3.5879335736550495e-10,4.3912040263424388e-10,5.4374543221699502e-10,7.3289569559798993e-10,-7.1447150721569157e-11
3.0575,1.6585371626868408e-10,2.6935727730066882e-10,3.5946396169388281e-10,4.3987942444800905e-10,5.4457537145194428e-10,7.3394109572589138e-10,-7.0225169267543629e-11
3.06,1.6617117051107501e-10,2.6989245913505413e-10,3.6011167558396829e-10,4.4061904393918084e-10,5.453906887812845e-10,7.3497804095921191e-10,-6.8972615229033218e-11
3.0625,1.664838408830831e-10,2.7040830290456069e-10,3.6073280737044816e-10,4.4133500969736403e-10,5.4618688428817369e-10,7.3600243321670193e-10,-6.7690095854218572e-11
3.065,1.6678987860093296e-10,2.7090187336451906e-10,3.6132380551438918e-10,4.4202335421416114e-10,5.4695966858022815e-10,7.3701034640093377e-10,-6.6378252743574657e-11
3.0675,1.6708750482023948e-10,2.7137030063078008e-10,3.6188119490138869e-10,4.4268030796959482e-10,5.4770494309933746e-10,7.3799829033481745e-10,-6.5037128190085031e-11
3.07,1.6737498777874128e-10,2.7181074930349205e-10,3.6240152667050301e-10,4.4330220217038347e-10,5.4841884825908363e-10,7.3896331888619759e-10,-6.3666479763214828e-11
3.0725,1.6765056450468502e-10,2.7222035503486085e-10,3.6288130121684818e-10,4.438851602530283e-10,5.4909723050463576e-10,7.3990166941526778e-10,-6.2267149842384151e-11
3.075,1.6791238303124063e-10,2.7259624972494426e-10,3.6331704271242769e-10,4.4442510386609668e-10,5.4973576546854246e-10,7.4080918959159949e-10,-6.0840517729088031e-11
3.0775,1.6815851521674952e-10,2.7293562036680303e-10,3.6370532795531185e-10,4.4491784255820436e-10,5.5032976237407067e-10,7.4168134119115481e-10,-5.9388647776882489e-11
3.08,1.6838702893054442e-10,2.7323584301288684e-10,3.6404301622621606e-10,4.4535962231086776e-10,5.508750531727372e-10,7.4251407589500302e-10,-5.7913433300317041e-11
3.0825,1.6859606977036258e-10,2.7349454519931484e-10,3.6432737810269343e-10,4.4574736589316221e-10,5.5136829726577682e-10,7.4330478090487572e-10,-5.6415608701501164e-11
3.085,1.6878389951870487e-10,2.7370957107165315e-10,3.6455600915539275e-10,4.4607834207834828e-10,5.5180653271702034e-10,7.4405149349540507e-10,-5.4895413799184524e-11
3.0875,1.6894886350356025e-10,2.7387888605176866e-10,3.6472668491143497e-10,4.4634997393963873e-10,5.5218686115755221e-10,7.4475201334708202e-10,-5.3353487787968198e-11
3.09,1.6908931386552275e-10,2.7400050252673644e-10,3.6483726770764677e-10,4.4655967971682907e-10,5.5250620881114899e-10,7.4540331006783893e-10,-5.1791525601921242e-11
3.0925,1.692035723865517e-10,2.7407250439990725e-10,3.6488562710777963e-10,4.4670479000492964e-10,5.5276159324329103e-10,7.4600233433986083e-10,-5.0211067701302492e-11
3.095,1.6928997981446554e-10,2.7409314025155142e-10,3.64869712334491e-10,4.4678263370593852e-10,5.5294979692436441e-10,7.4654604902580898e-10,-4.8613614505757025e-11
3.0975,1.6934702721096886e-10,2.7406089824355431e-10,3.6478770030955986e-10,4.4679070295712817e-10,5.53067685313562e-10,7.4703125254457459e-10,-4.7000971975028514e-11
3.1,1.6937346001114746e-10,2.7397449852747776e-10,3.6463800666659652e-10,4.4672665506596327e-10,5.5311213701659133e-10,7.4745437550988353e-10,-4.5375467646592199e-11
3.1025,1.6936830033692357e-10,2.7383289109021301e-10,3.6441928008093209e-10,4.4658833109867298e-10,5.5308011823788923e-10,7.4781178857562977e-10,-4.373952171473603e-11
3.105,1.6933081915483008e-10,2.736353252005957e-10,3.6413046172006459e-10,4.4637404317616943e-10,5.5296921887452838e-10,7.4810040345234133e-10,-4.2095384871246087e-11
3.1075,1.6926051052081356e-10,2.7338141477744927e-10,3.6377086835717089e-10,4.4608249896093619e-10,5.5277740398364333e-10,7.4831702780546787e-10,-4.0445699914663368e-11
3.11,1.6915707484762642e-10,2.7307112964006527e-10,3.6334012899078141e-10,4.4571266681980328e-10,5.5250307704012688e-10,7.4845859571544357e-10,-3.8793341736270373e-11
3.1125,1.690204354192735e-10,2.7270476957116884e-10,3.6283823065688158e-10,4.4526378339837467e-10,5.5214500009144633e-10,7.4852286036823572e-10,-3.7139985917623531e-11
3.115,1.6885076460829799e-10,2.7228298134442611e-10,3.6226556724828189e-10,4.4473542536556414e-10,5.5170202731555594e-10,7.4850773024633682e-10,-3.5487286560243014e-11
3.1175,1.6864845810008943e-10,2.7180676614462097e-10,3.6162300050282455e-10,4.4412777260005799e-10,5.5117344990449883e-10,7.4841112171718511e-10,-3.383655723752921e-11
3.12,1.6841408112239555e-10,2.7127746002285994e-10,3.6091195573756952e-10,4.4344162811821993e-10,5.5055928901782285e-10,7.4823172720908296e-10,-3.218822190376285e-11
3.1225,1.6814828435016427e-10,2.706966355333123e-10,3.6013430164851704e-10,4.4267829911370285e-10,5.4986006517668679e-10,7.4796848771597064e-10,-3.0542575493202277e-11
3.125,1.6785175039858399e-10,2.7006603595699802e-10,3.5929227944273135e-10,4.4183944210855822e-10,5.4907646938698474e-10,7.4762004330485747e-10,-2.8900825265549304e-11
3.1275,1.6752518588217488e-10,2.6938750791124778e-10,3.5838834504219062e-10,4.4092702546509319e-10,5.4820959189834078e-10,7.4718509255091337e-10,-2.7264642998581013e-11
3.13,1.6716938618816642e-10,2.686630169275438e-10,3.5742509295275315e-10,4.3994327393564545e-10,5.47260900237159e-10,7.4666305261550056e-10,-2.5635102895713875e-11
3.1325,1.6678532507986489e-10,2.6789471642293264e-10,3.5640529245708508e-10,4.3889075373614353e-10,5.462322880891935e-10,7.4605395357400769e-10,-2.4012646336564739e-11
3.135,1.6637423167642822e-10,2.6708503971651594e-10,3.553319716008052e-10,4.3777234576147872e-10,5.4512611701134872e-10,7.4535812250547734e-10,-2.2397436787363487e-11
3.1375,1.6593757845563293e-10,2.6623670853395971e-10,3.5420849303371023e-10,4.365914042209419e-10,5.4394516955722331e-10,7.4457602072067633e-10,-2.0789923147308124e-11
3.14,1.6547701772228507e-10,2.6535268388484492e-10,3.5303850994337968e-10,4.3535150314995424e-10,5.4269254630943712e-10,7.4370846633920499e-10,-1.9190489742323183e-11
3.1425,1.6499432636052568e-10,2.6443613504271914e-10,3.5182590316950935e-10,4.3405646533415855e-10,5.4137174685209553e-10,7.4275689670914803e-10,-1.7599246546345984e-11
3.145,1.6449139004629658e-10,2.6349041556778088e-10,3.5057478278901573e-10,4.3271027863161275e-10,5.3998645490401111e-10,7.417232937454226e-10,-1.6015604976465241e-11
3.1475,1.6397026989767902e-10,2.6251909072161574e-10,3.4928948893461597e-10,4.3131719006873448e-10,5.3854057092641596e-10,7.4060991707944389e-10,-1.4438726779005412e-11
3.15,1.6343325616386786e-10,2.6152593349645149e-10,3.4797455216418763e-10,4.2988170413110313e-10,5.3703808639310397e-10,7.3941851735925241e-10,-1.2868416350820319e-11
3.1525,1.6288288229414124e-10,2.6051492552247972e-10,3.4663470350207382e-10,4.2840866566212429e-10,5.3548347535727664e-10,7.3815094805828375e-10,-1.1305343456180793e-11
3.155,1.6232188366245488e-10,2.5949027388638761e-10,3.452749638726761e-10,4.2690337897155973e-10,5.3388202178185863e-10,7.3681051806758625e-10,-9.7487712164802362e-12
3.1575,1.6175305969130449e-10,2.584563393048801e-10,3.4390069599150528e-10,4.2537156017519424e-10,5.3223969397724091e-10,7.354021429756441e-10,-8.196847347250916e-12
3.16,1.6117911625963505e-10,2.5741747896070217e-10,3.4251743497667415e-10,4.2381906937152625e-10,5.3056222762961809e-10,7.3393037555274709e-10,-6.6481001846520317e-12
3.1625,1.6060259101939761e-10,2.5637789746780462e-10,3.411306155015593e-10,4.2225161330437727e-10,5.2885507454678366e-10,7.3239932624350833e-10,-5.1017330125716453e-12
3.165,1.6002591193424171e-10,2.5534163312705218e-10,3.3974547615837731e-10,4.2067488912150836e-10,5.2712390735699145e-10,7.3081349580031031e-10,-3.5566981764595244e-12
3.1675,1.5945153949006552e-10,2.5431272517722858e-10,3.3836719590214128e-10,4.190946346432122e-10,5.2537479217807683e-10,7.2917773253696571e-10,-2.0111916699162047e-12
3.17,1.5888208244688507e-10,2.5329538645323522e-10,3.3700105270056722e-10,4.1751684709919609e-10,5.2361424423392105e-10,7.2749773715285403e-10,-4.6258092212743474e-13
3.1725,1.5832032191651281e-10,2.5229400428812042e-10,3.3565249438511728e-10,4.1594787416288825e-10,5.2184917108966191e-10,7.2578022584944771e-10,1.0918675539421425e-12
3.175,1.5776911468944502e-10,2.5131297144732374e-10,3.3432704590735426e-10,4.143942050203711e-10,5.2008658623585622e-10,7.2403213068385204e-10,2.6544761801055607e-12
3.1775,1.5723121261058671e-10,2.5035652102633413e-10,3.3303022435585533e-10,4.1286215049410339e-10,5.1833352379625564e-10,7.222604368345612e-10,4.228214256775536e-12
3.18,1.5670910970443382e-10,2.4942864106273278e-10,3.3176741001706667e-10,4.1135790072603118e-10,5.1659683198087298e-10,7.2047218201316972e-10,5.8158275868190782e-12
3.1825,1.5620500869689391e-10,2.4853305739744252e-10,3.3054361960196619e-10,4.0988740482819757e-10,5.1488336242863884e-10,7.1867473756826414e-10,7.4203973762631107e-12
3.185,1.5572096442237134e-10,2.4767334189622524e-10,3.2936358357982098e-10,4.0845629917321211e-10,5.1319956067869947e-10,7.16875061034822e-10,9.0447599949043702e-12
3.1875,1.5525903488967766e-10,2.4685302010658195e-10,3.2823198784919127e-10,4.0707017002982033e-10,5.1155160602520804e-10,7.1507968290727288e-10,1.0691277682793107e-11
3.19,1.5482129481877659e-10,2.4607552478807257e-10,3.2715348495696801e-10,4.0573462682944344e-10,5.099457235868809e-10,7.1329534089610743e-10,1.2362842559576539e-11
3.1925,1.5440972031889362e-10,2.453440837122976e-10,3.2613253165165308e-10,4.0445527820829291e-10,5.0838847652798185e-10,7.1152971893621949e-10,1.4063310531700026e-11
3.195,1.5402610562039521e-10,2.4466167350145957e-10,3.251732625790269e-10,4.0323745924068377e-10,5.0688645498541734e-10,7.0979093779901667e-10,1.5797021949668114e-11
3.1975,1.5367205792304135e-10,2.4403102698823857e-10,3.2427943178288915e-10,4.0208601578554131e-10,5.054458171146581e-10,7.0808682305173499e-10,1.7567742518764795e-11
3.2,1.5334901966605806e-10,2.4345463328095283e-10,3.234544491881311e-10,4.0100535769068937e-10,5.0407222191981058e-10,7.0642444613093361e-10,1.9377833530312391e-11
3.2025,1.5305828527580233e-10,2.4293468706726651e-10,3.2270125609454931e-10,3.9999937422809307e-10,5.0277069428756444e-10,7.0481032487889008e-10,2.1229312885514324e-11
3.205,1.5280101039294877e-10,2.4247312214511904e-10,3.2202239648442142e-10,3.9907142877243891e-10,5.0154569350141719e-10,7.0325099863720168e-10,2.3125040604499386e-11
3.2075,1.5257820337212098e-10,2.4207166200877728e-10,3.2142013502970472e-10,3.9822459374397209e-10,5.004014919362994e-10,7.0175330681254299e-10,2.5068776646175414e-11
3.21,1.5239068429166325e-10,2.4173178671901794e-10,3.2089654727216052e-10,3.9746167839333223e-10,4.9934197971817138e-10,7.0032407204947888e-10,2.7064147233924148e-11
3.2125,1.5223901824477393e-10,2.4145462616695028e-10,3.2045336277511934e-10,3.9678514837039922e-10,4.9837052971597067e-10,6.9896898369702794e-10,2.9113882457093617e-11
3.215,1.521234891517496e-10,2.4124090768681719e-10,3.200918863735303e-10,3.9619705519103586e-10,4.974899871298769e-10,6.9769285783967123e-10,3.121995616191339e-11
3.2175,1.5204412535463094e-10,2.4109094794815485e-10,3.1981297179117581e-10,3.9569892858697475e-10,4.9670265876318632e-10,6.9649998862804897e-10,3.3383290162019057e-11
3.22,1.520007715009364e-10,2.4100472437048138e-10,3.1961693396359995e-10,3.9529172568833175e-10,4.9601040685932052e-10,6.9539440954150331e-10,3.5604702659207526e-11
3.2225,1.5199315486538155e-10,2.4098197771719018e-10,3.1950360327682698e-10,3.9497591209360767e-10,4.9541464783095767e-10,6.9437952126736536e-10,3.7884794021533467e-11
3.225,1.5202089280407899e-10,2.4102222867602497e-10,3.1947243208157504e-10,3.9475142907756439e-10,4.9491627549248249e-10,6.9345832768832498e-10,4.0224242698165095e-11
3.2275,1.5208345611257151e-10,2.4112473560900158e-10,3.1952253288717642e-10,3.9461771528270421e-10,4.9451556655914897e-10,6.9263336674063473e-10,4.2623788869822077e-11
3.23,1.5218009260688594e-10,2.4128838121048776e-10,3.1965259134108186e-10,3.9457367881686513e-10,4.9421212807994471e-10,6.91906488176232e-10,4.5083955741749402e-11
3.2325,1.523097815430612e-10,2.4151159159793533e-10,3.1986072324920316e-10,3.9461760430352014e-10,4.9400484887784311e-10,6.9127868277345556e-10,4.7604747290605509e-11
3.235,1.5247126716547948e-10,2.4179237930189669e-10,3.2014447481987457e-10,3.9474720557223638e-10,4.9389201880891838e-10,6.9075009005690889e-10,5.0185547242536133e-11
3.2375,1.5266312490722697e-10,2.4212845698185569e-10,3.2050097893578313e-10,3.9495970370797871e-10,4.9387117428215502e-10,6.903196997756238e-10,5.2824518013640637e-11
3.24,1.5288379184456435e-10,2.4251731336073553e-10,3.2092703338773112e-10,3.9525181822805163e-10,4.9393929944708563e-10,6.8998592127155541e-10,5.5519907388505547e-11
3.2425,1.5313160578028726e-10,2.4295625209939866e-10,3.2141916880495721e-10,3.9561983926576656e-10,4.9409291348759057e-10,6.8974701514280721e-10,5.827026388482259e-11
3.245,1.5340484559744361e-10,2.4344243165617421e-10,3.2197364084698012e-10,3.9605978927429829e-10,4.9432825298564664e-10,6.8960098649734396e-10,6.1074095662397466e-11
3.2475,1.5370174429378531e-10,2.4397288333207184e-10,3.2258647850955444e-10,3.9656737893677877e-10,4.9464112740514313e-10,6.8954480913881999e-10,6.3929087953404189e-11
3.25,1.5402045921482564e-10,2.4454449734899941e-10,3.2325357141689952e-10,3.9713802758656309e-10,4.9502682788043327e-10,6.8957433395700208e-10,6.6832122941102189e-11
3.2525,1.5435900371013316e-10,2.4515389976099508e-10,3.2397056051415911e-10,3.9776693396501942e-10,4.9548039813966414e-10,6.8968536772863481e-10,6.978037101186361e-11
3.255,1.5471522420648394e-10,2.4579742198959096e-10,3.2473272673288053e-10,3.9844898439773769e-10,4.9599656806828539e-10,6.8987348334668829e-10,7.2771074294304643e-11
3.2575,1.5508683257110063e-10,2.464711579080372e-10,3.255350314822213e-10,3.9917870334142287e-10,4.9656962931389523e-10,6.9013358531680833e-10,7.5801063632991575e-11
3.26,1.5547142846652134e-10,2.4717099854033253e-10,3.2637215274278698e-10,3.9995030381634069e-10,4.9719347604630705e-10,6.9045981863361843e-10,7.8866374123400557e-11
3.2625,1.5586651909845332e-10,2.4789264846437096e-10,3.2723860726519325e-10,4.0075786934493757e-10,4.9786192868315358e-10,6.9084621543578081e-10,8.1962808048969518e-11
3.265,1.5626948553677477e-10,2.4863163241704266e-10,3.2812876714283703e-10,4.0159526905364609e-10,4.9856855926387208e-10,6.9128656611752597e-10,8.5086208582810931e-11
3.2675,1.5667756018840787e-10,2.4938327534678573e-10,3.2903678809998371e-10,4.0245614578423532e-10,4.9930661986427005e-10,6.9177414710330051e-10,8.8232748475861676e-11
3.27,1.5708785944355106e-10,2.501427349407775e-10,3.2995656676084844e-10,4.0333388337432357e-10,5.0006910165497834e-10,6.9230193044518632e-10,9.1398342298150946e-11
3.2725,1.5749746894069855e-10,2.5090509878160453e-10,3.3088181237215066e-10,4.0422162087837571e-10,5.0084880712747207e-10,6.9286253502098252e-10,9.45783942923677e-11
3.275,1.5790355808780423e-10,2.5166553097294469e-10,3.3180625135044386e-10,4.0511243824463369e-10,5.0163836337944305e-10,6.9344810453995663e-10,9.7767695908545545e-11
3.2775,1.5830345463076156e-10,2.5241935259260629e-10,3.3272378027524631e-10,4.0599963722116825e-10,5.0243055518657605e-10,6.940508437826222e-10,1.0096156262589969e-10
3.28,1.5869466617755875e-10,2.5316206112460577e-10,3.3362857257373526e-10,4.0687676863985046e-10,5.0321847333335656e-10,6.9466335528223476e-10,1.0415561791495241e-10
3.2825,1.5907483291001112e-10,2.538892883695679e-10,3.3451501858736416e-10,4.0773765012347041e-10,5.0399551775533851e-10,6.9527882339134913e-10,1.0734592190279817e-10
3.285,1.5944165254473813e-10,2.5459676211178313e-10,3.3537759625163658e-10,4.0857619792451448e-10,5.0475517648158639e-10,6.9589043909960424e-10,1.1052859635659464e-10
3.2875,1.5979284401273123e-10,2.5528027693778066e-10,3.3621084709316561e-10,4.093863966084409e-10,5.054909181498826e-10,6.964912386377548e-10,1.1369924800536805e-10
3.29,1.6012618339980885e-10,2.559357083459159e-10,3.370093889222189e-10,4.1016227323220105e-10,5.0619629064876353e-10,6.9707448666767405e-10,1.1685361591447354e-10
3.2925,1.6043955174696805e-10,2.5655908171068858e-10,3.3776804849335598e-10,4.1089810753571564e-10,5.068652194226471e-10,6.9763362824428293e-10,1.1998765869246944e-10
3.295,1.607309473454806e-10,2.5714664048554293e-10,3.3848198607275162e-10,4.1158857882149138e-10,5.0749205342316817e-10,6.981625223371143e-10,1.2309811803770799e-10
3.2975,1.6099847615670498e-10,2.5769486546783374e-10,3.3914669560903258e-10,4.1222868248134667e-10,5.0807133200978948e-10,6.9865516103985205e-10,1.261815665313753e-10
3.3,1.6124036591579748e-10,2.5820046526852444e-10,3.3975796500439099e-10,4.1281364869570613e-10,5.0859768612902338e-10,6.9910567199133168e-10,1.2923426454643051e-10
3.3025,1.6145501268835853e-10,2.586604014380343e-10,3.4031194335242705e-10,4.1333913456102498e-10,5.0906618444963356e-10,6.9950859186429193e-10,1.3225296522003388e-10
3.305,1.6164105049629725e-10,2.5907197346165274e-10,3.4080518654375869e-10,4.1380140711097171e-10,5.0947278603829199e-10,6.9985955848765907e-10,1.3523537929617997e-10
3.3075,1.6179740822681287e-10,2.5943289638849124e-10,3.4123468374532666e-10,4.1419724759934958e-10,5.098141178459896e-10,7.0015490660750717e-10,1.3817957928921318e-10
3.31,1.619233045505484e-10,2.5974130197515296e-10,3.4159790067444734e-10,4.1452393712842137e-10,5.1008738450699144e-10,7.0039148910319582e-10,1.4108380256208236e-10
3.3125,1.6201816661858884e-10,2.5999564401073507e-10,3.4189279465978903e-10,4.1477918041101721e-10,5.1029013344308074e-10,7.0056662867246608e-10,1.4394701232125323e-10
3.315,1.6208152638184659e-10,2.6019460927980028e-10,3.4211770585157842e-10,4.1496112875990551e-10,5.1042020971561209e-10,7.0067782795958495e-10,1.4676825507329408e-10
3.3175,1.6211296036988226e-10,2.6033709546774338e-10,3.4227136891536671e-10,4.1506842029909991e-10,5.104758218148332e-10,7.0072275904418518e-10,1.4954666905179203e-10
3.32,1.6211211015224426e-10,2.6042224062327642e-10,3.4235287048936189e-10,4.1510014833571404e-10,5.1045581305144835e-10,7.0069949638635284e-10,1.5228142894279238e-10
3.3225,1.6207878252376997e-10,2.6044952906755222e-10,3.4236164525337554e-10,4.1505573988386049e-10,5.1035965883925924e-10,7.006070532632631e-10,1.5497271825142156e-10
3.325,1.6201308482030383e-10,2.6041890308451729e-10,3.4229760981042913e-10,4.1493511923297966e-10,5.1018750356892928e-10,7.0044574331575735e-10,1.5762134616565053e-10
3.3275,1.6191551087434966e-10,2.6033080345860568e-10,3.4216129104384976e-10,4.147388357139237e-10,5.0993997665014446e-10,7.0021645134436329e-10,1.602282140781121e-10
3.33,1.6178689163056047e-10,2.6018608673064666e-10,3.419537478543454e-10,4.1446800720347471e-10,5.096181283246992e-10,6.9992054997654878e-10,1.627945659291974e-10
3.3325,1.6162824901301851e-10,2.5998587488712126e-10,3.4167637318533493e-10,4.1412417843750155e-10,5.0922348075990076e-10,6.9956003725093305e-10,1.6532260237891649e-10
3.335,1.6144067854972172e-10,2.5973148242851027e-10,3.4133074708869894e-10,4.1370909255178704e-10,5.0875790104767777e-10,6.9913700653869483e-10,1.6781466157020215e-10
3.3375,1.6122534279612808e-10,2.594244321680177e-10,3.4091864386281511e-10,4.1322479768248056e-10,5.0822371263278459e-10,6.9865376498973508e-10,1.7027292693640104e-10
3.34,1.6098352003081978e-10,2.5906646174336686e-10,3.4044208502719289e-10,4.1267355475007523e-10,5.0762364378333845e-10,6.9811318824831428e-10,1.7270016087221788e-10
3.3425,1.6071663864042026e-10,2.5865952861629841e-10,3.39903369571965e-10,4.1205785089847765e-10,5.0696058044716389e-10,6.9751847467186212e-10,1.7509901051503473e-10
3.345,1.6042626282068493e-10,2.5820582546143722e-10,3.3930510269804274e-10,4.1138040520283061e-10,5.0623749173346139e-10,6.9687292664394598e-10,1.7747168207863674e-10
3.3475,1.601140623318758e-10,2.5770781359986242e-10,3.3865026186673068e-10,4.106443100821591e-10,5.0545759216530722e-10,6.961803428489145e-10,1.7982055094906787e-10
3.35,1.5978178960592072e-10,2.5716822689509586e-10,3.3794232133121042e-10,4.0985328928876081e-10,5.0462472810092622e-10,6.9544538173302611e-10,1.8214900722766817e-10
3.3525,1.5943123542073209e-10,2.5658997438218163e-10,3.3718514015896489e-10,4.0901150391395497e-10,5.0374312705332163e-10,6.9467289416848715e-10,1.8446062541589276e-10
3.355,1.5906417900506863e-10,2.5597605362837219e-10,3.3638276654665424e-10,4.0812338341978499e-10,5.0281734832432431e-10,6.9386753208492689e-10,1.8675856189569399e-10
3.3575,1.586823993816886e-10,2.5532957176188099e-10,3.3553929214009688e-10,4.0719341918109404e-10,5.0185208649445404e-10,6.9303410939577294e-10,1.8904598472418075e-10
3.36,1.5828775344502908e-10,2.5465383035322106e-10,3.3465890060880924e-10,4.0622617059824664e-10,5.0085217192466134e-10,6.9217750787576364e-10,1.9132632008945467e-10
3.3625,1.5788228850245582e-10,2.5395241150937768e-10,3.337460226546084e-10,4.0522644700033374e-10,4.9982279317944028e-10,6.9130293282710337e-10,1.9360347603738841e-10
3.365,1.5746829736420165e-10,2.5322917219931845e-10,3.3280539130759393e-10,4.0419931162780024e-10,4.9876940035209722e-10,6.9041610390316523e-10,1.958815417139513e-10
3.3675,1.5704828135500066e-10,2.524881809340103e-10,3.3184204808485587e-10,4.0315012812799211e-10,4.9769767396438138e-10,6.8952316267401304e-10,1.981650897042456e-10
3.37,1.5662483520523494e-10,2.5173363549085759e-10,3.3086123009183466e-10,4.0208450502390881e-10,4.966134448711464e-10,6.886302589588701e-10,2.0045876563400982e-10
3.3725,1.5620052486200399e-10,2.5096975575877382e-10,3.2986820763228696e-10,4.0100819398659742e-10,4.95522664377153e-10,6.8774329744327588e-10,2.027669209102161e-10
3.375,1.5577779740636932e-10,2.5020065642438113e-10,3.2886809567422563e-10,3.9992676505161539e-10,4.944311687926278e-10,6.8686790292751531e-10,2.0509359777059302e-10
3.3775,1.5535894629468024e-10,2.4943023116338179e-10,3.278657463841803e-10,3.9884532160920348e-10,4.9334444142360927e-10,6.8600956884686736e-10,2.0744262652373293e-10
3.38,1.5494608739995709e-10,2.4866207434636316e-10,3.2686567491508448e-10,3.9776852464893463e-10,4.922672198083036e-10,6.8517328827536709e-10,2.098173371104493e-10
3.3825,1.5454116621728683e-10,2.478994948721926e-10,3.2587203028898757e-10,3.9670071733748173e-10,4.9120369766155106e-10,6.8436315223267418e-10,2.122203656748769e-10
3.385,1.5414597561132125e-10,2.4714559069946488e-10,3.2488870699840805e-10,3.9564601924194954e-10,4.901579879611026e-10,6.8358310388207358e-10,2.1465454617742766e-10
3.3875,1.5376214018039668e-10,2.4640324131553539e-10,3.2391939618184996e-10,3.9460833669081841e-10,4.8913401713363726e-10,6.8283662302600362e-10,2.1712243847256673e-10
3.39,1.5339105127175633e-10,2.4567499388230312e-10,3.2296743296554527e-10,3.9359126814039795e-10,4.8813529198770916e-10,6.8212637754162946e-10,2.1962534763260078e-10
3.3925,1.5303383565390208e-10,2.4496303975286045e-10,3.2203575653373494e-10,3.9259787274489453e-10,4.8716456897203462e-10,6.8145414065486482e-10,2.2216342610638984e-10
3.395,1.5269139435310894e-10,2.442693317318805e-10,3.2112701671253027e-10,3.916309323001941e-10,4.8622431232883744e-10,6.8082122222590393e-10,2.2473653981557934e-10
3.3975,1.5236451039148128e-10,2.4359574176561915e-10,3.2024379227951347e-10,3.9069316054724024e-10,4.8531702882179531e-10,6.802288637268233e-10,2.2734494248686221e-10
3.4,1.5205396194149244e-10,2.4294414271978405e-10,3.1938865607898739e-10,3.8978740239830478e-10,4.8444549109038337e-10,6.7967849217452586e-10,2.2998895052797349e-10
3.4025,1.5176057300597081e-10,2.4231643568307064e-10,3.1856415553900131e-10,3.889164656264425e-10,4.8361256599626388e-10,6.7917182268897794e-10,2.3266928654976026e-10
