Physical Time (s),ep_left Monitor (kg-m/s^3)
6.365,1.9135517909296046e-07
6.3675,1.905838804891868e-07
6.37,1.8979249293880473e-07
6.3725,1.8897536776226842e-07
6.375,1.8812761287405324e-07
6.3775,1.8724533580794257e-07
6.38,1.8632611385530752e-07
6.3825,1.8536915426726529e-07
6.385,1.8437485049563129e-07
6.3875,1.8334450128912979e-07
6.39,1.8228090902274003e-07
6.3925,1.8118756461945087e-07
6.395,1.8006993303209002e-07
6.3975,1.7893438322749944e-07
6.4,1.7778944443731107e-07
6.4025,1.7664461663239622e-07
6.405,1.7551003208328748e-07
6.4075,1.7439655716362096e-07
6.41,1.7331527520909189e-07
6.4125,1.7227728164775785e-07
6.415,1.7129400169065621e-07
6.4175,1.7037668001207328e-07
6.42,1.6953621929747076e-07
6.4225,1.6878256029101482e-07
6.425,1.6812479047067801e-07
6.4275,1.6757122041651605e-07
6.43,1.6712989502183898e-07
6.4325,1.668088615479553e-07
6.435,1.6661568985162241e-07
6.4375,1.665569423107018e-07
6.44,1.6663754963409804e-07
6.4425,1.6686050271733007e-07
6.445,1.6722688614648802e-07
6.4475,1.6773645415044313e-07
6.45,1.6838786704888982e-07
6.4525,1.6917865565411376e-07
6.455,1.7010510274909402e-07
6.4575,1.7116237795814e-07
6.46,1.7234399619417493e-07
6.4625,1.736424539576422e-07
6.465,1.7504848344112708e-07
6.4675,1.7655275525801356e-07
6.47,1.7814525705405525e-07
6.4725,1.798158977826635e-07
6.475,1.8155381029501587e-07
6.4775,1.8334701109281111e-07
6.48,1.8518201614215145e-07
6.4825,1.8704465452053177e-07
6.485,1.889198199147246e-07
6.4875,1.9079332479925043e-07
6.49,1.9265147398218035e-07
6.4925,1.9448025328279931e-07
6.495,1.9626574056238012e-07
6.4975,1.9799398646463955e-07
6.5,1.9965074777823458e-07
6.5025,2.0122393218524385e-07
6.505,2.0270257301235376e-07
6.5075,2.0407840005678697e-07
6.51,2.05345540633299e-07
6.5125,2.0649947693157865e-07
6.515,2.0753740512592042e-07
6.5175,2.0845722234586302e-07
6.52,2.0925787536639983e-07
6.5225,2.0993833829935049e-07
6.525,2.1049825241243236e-07
6.5275,2.1093814755770892e-07
6.53,2.1125896745783937e-07
6.5325,2.1146297937836633e-07
6.535,2.1155449665434112e-07
6.5375,2.1153953048061829e-07
6.54,2.1142571334008446e-07
6.5425,2.1122219017115895e-07
6.545,2.1093895913800127e-07
6.5475,2.1058653570002544e-07
6.55,2.1017522756517595e-07
6.5525,2.0971515777164141e-07
6.555,2.0921659450189494e-07
6.5575,2.0868972526085518e-07
6.56,2.0814481675452327e-07
6.5625,2.0759211842427174e-07
6.565,2.070414173539413e-07
6.5675,2.0650152240421399e-07
6.57,2.0597982437510792e-07
6.5725,2.0548241745757672e-07
6.575,2.0501376106812714e-07
6.5775,2.045773478752157e-07
6.58,2.0417592808067636e-07
6.5825,2.0381189174813995e-07
6.585,2.0348594339885046e-07
6.5875,2.0319690616886784e-07
6.59,2.0294167125679481e-07
6.5925,2.0271678845405063e-07
6.595,2.0251826883806219e-07
6.5975,2.0234166141453034e-07
6.6,2.0218188915985383e-07
6.6025,2.020325360731206e-07
6.605,2.0188681184190272e-07
6.6075,2.0173724164782599e-07
6.61,2.0157627659789067e-07
6.6125,2.0139580560126477e-07
6.615,2.0118786495749801e-07
6.6175,2.0094452296056468e-07
6.62,2.0065809839052796e-07
6.6225,2.0032099063253099e-07
6.625,1.999256257710168e-07
6.6275,1.9946491148970865e-07
6.63,1.989322099079084e-07
6.6325,1.9832190435089998e-07
6.635,1.9762960475353019e-07
6.6375,1.9685231480283376e-07
6.64,1.9598851033934161e-07
6.6425,1.9503754554932974e-07
6.645,1.9400034843578411e-07
6.6475,1.9287892249885222e-07
6.65,1.9167653052321658e-07
6.6525,1.9039804966647377e-07
6.655,1.8905027500563296e-07
6.6575,1.8764129235121976e-07
6.66,1.8618061290430374e-07
6.6625,1.8467872984382042e-07
6.665,1.8314691642224222e-07
6.6675,1.8159622854716082e-07
6.67,1.8003891038667814e-07
6.6725,1.7848723891012954e-07
6.675,1.7695367257529918e-07
6.6775,1.7545096090765418e-07
6.68,1.7399104038780069e-07
6.6825,1.7258485649471247e-07
6.685,1.712431811359772e-07
6.6875,1.6997659480657889e-07
6.69,1.687954315213446e-07
6.6925,1.6770991565778437e-07
6.695,1.667293426298293e-07
6.6975,1.6586135780491596e-07
6.7,1.6511211626603158e-07
6.7025,1.6448582735166808e-07
6.705,1.6398574015794637e-07
6.7075,1.6361385948165561e-07
6.71,1.6337105003578191e-07
6.7125,1.6325690517663688e-07
6.715,1.6326959119501399e-07
6.7175,1.6340585263293438e-07
6.72,1.636610747425418e-07
6.7225,1.6402946819362093e-07
6.725,1.6450470364269116e-07
6.7275,1.6508028740297844e-07
6.73,1.6574943733751535e-07
6.7325,1.6650510770249118e-07
6.735,1.6733886145392259e-07
6.7375,1.6824076626355817e-07
6.74,1.6920022548939984e-07
6.7425,1.7020570839296228e-07
6.745,1.7124612256156073e-07
6.7475,1.7231122350782209e-07
6.75,1.7339025220556368e-07
6.7525,1.7447260891855126e-07
6.755,1.7554706765793322e-07
6.7575,1.7660301422904362e-07
6.76,1.7763077988340063e-07
6.7625,1.7862248748811355e-07
6.765,1.7957309610295433e-07
6.7675,1.8047943842160478e-07
6.77,1.8134021055452661e-07
6.7725,1.821553379634245e-07
6.775,1.8292579778389777e-07
6.7775,1.8365259134949806e-07
6.78,1.8433661334272908e-07
6.7825,1.8497910017197217e-07
6.785,1.8558192655642854e-07
6.7875,1.8614722247137054e-07
6.79,1.8667855572950612e-07
6.7925,1.8718086660767788e-07
6.795,1.8766074900221445e-07
6.7975,1.881260515563854e-07
6.8,1.8858545137525819e-07
6.8025,1.8904809996341731e-07
6.805,1.8952321452613971e-07
6.8075,1.9001992981350334e-07
6.81,1.9054705849034284e-07
6.8125,1.9111335691950852e-07
6.815,1.9172750515507809e-07
6.8175,1.9239801786071998e-07
6.82,1.9313321248760268e-07
6.8225,1.9394034922761607e-07
6.825,1.9482576163807247e-07
6.8275,1.9579366804153622e-07
6.83,1.9684713521342001e-07
6.8325,1.979868258297137e-07
6.835,1.9921299874211142e-07
6.8375,2.0052466535282695e-07
6.84,2.0191997114258614e-07
6.8425,2.0339552750978875e-07
6.845,2.0494499914725033e-07
6.8475,2.0656169197852844e-07
6.85,2.0823740215836807e-07
6.8525,2.0996349221484376e-07
6.855,2.1173068920788572e-07
6.8575,2.1352917026963437e-07
6.86,2.15347705191083e-07
6.8625,2.1717445689742362e-07
6.865,2.1899652657391113e-07
6.8675,2.2080105580452161e-07
6.87,2.2257534256395278e-07
6.8725,2.2430713734007067e-07
6.875,2.2598359315233078e-07
6.8775,2.2759162137620938e-07
6.88,2.2911861956961848e-07
6.8825,2.3055205181482353e-07
6.885,2.3187922499175522e-07
6.8875,2.3308868144015428e-07
6.89,2.3417021792231136e-07
6.8925,2.3511518342166499e-07
6.895,2.3591641563084222e-07
6.8975,2.3656883699592773e-07
6.9,2.3706836525790027e-07
6.9025,2.3741271239850136e-07
6.905,2.3760108852917596e-07
6.9075,2.3763429081474163e-07
6.91,2.375149371645158e-07
6.9125,2.3724758835984566e-07
6.915,2.368386851287302e-07
6.9175,2.3629640081073029e-07
6.92,2.3562989633790611e-07
6.9225,2.3484930344223797e-07
6.925,2.3396555418590662e-07
6.9275,2.3299013479995192e-07
6.93,2.319351799927875e-07
6.9325,2.3081376166008729e-07
6.935,2.2963844029548087e-07
6.9375,2.284219333026188e-07
6.94,2.2717596746527018e-07
6.9425,2.2591225610627338e-07
6.945,2.2464291962292394e-07
6.9475,2.2337995785065844e-07
6.95,2.2213584527934021e-07
6.9525,2.2092203706498492e-07
6.955,2.1974871612424676e-07
6.9575,2.1862420862256739e-07
6.96,2.1755544242528104e-07
6.9625,2.1654801531590424e-07
6.965,2.1560673408438504e-07
6.9675,2.1473528462924113e-07
6.97,2.1393612126257686e-07
6.9725,2.1321065167385668e-07
6.975,2.1255853164657832e-07
6.9775,2.1197837211482828e-07
6.98,2.1146751915709973e-07
6.9825,2.1102290268052801e-07
6.985,2.1064108781408708e-07
6.9875,2.1031850813690547e-07
6.99,2.1005092795670829e-07
6.9925,2.0983286484180628e-07
6.995,2.0965711686067288e-07
6.9975,2.0951553490412473e-07
7.0,2.0939934435015157e-07
