Physical Time (s),anabla_vol Monitor (kg-m/s^3): cv1,anabla_vol Monitor (kg-m/s^3): cv2,anabla_vol Monitor (kg-m/s^3): cv3,anabla_vol Monitor (kg-m/s^3): cv4,anabla_vol Monitor (kg-m/s^3): cv5,anabla_vol Monitor (kg-m/s^3): cv6,anabla_vol Monitor (kg-m/s^3): cv7
3.28,4.7857625341996755e-10,6.3663879505068321e-10,7.0983410871539639e-10,7.3930188214091881e-10,7.5314549598606983e-10,7.6819834137823928e-10,7.945018634989252e-10
3.2825,4.7899381285810737e-10,6.3578307792662043e-10,7.0859885069567198e-10,7.3856869877081381e-10,7.5241009772095283e-10,7.6744837836548448e-10,7.9374621430322293e-10
3.285,4.7950065663279701e-10,6.3477119286826966e-10,7.0750524807881451e-10,7.3789773705629185e-10,7.5173308293324709e-10,7.6675758944774606e-10,7.9304926896576587e-10
3.2875,4.8009125798442882e-10,6.3361280001983094e-10,7.0657563071020862e-10,7.372963598619223e-10,7.5112127795127597e-10,7.6613221851933842e-10,7.9241716498582784e-10
3.29,4.8075551380760899e-10,6.3233766260617544e-10,7.0581719731885647e-10,7.3677151548263627e-10,7.5058085107007431e-10,7.6557785811686278e-10,7.9185535569142475e-10
3.2925,4.8148170549913538e-10,6.3100012445051698e-10,7.0522529261573779e-10,7.3632906337950815e-10,7.5011687230949727e-10,7.650989998760363e-10,7.9136821030042788e-10
3.295,4.8225756772929293e-10,6.2967397005161934e-10,7.0478946336751139e-10,7.3597365264919927e-10,7.4973346945291371e-10,7.6469929917926048e-10,7.9095927817675468e-10
3.2975,4.8307063099327515e-10,6.2844158456195811e-10,7.0449715959950372e-10,7.3570850323006747e-10,7.4943381966817197e-10,7.6438154178311699e-10,7.9063125296230435e-10
3.3,4.8390952992577699e-10,6.2737516286979261e-10,7.0433654159620015e-10,7.3553502196307565e-10,7.4922000441684764e-10,7.6414763043384205e-10,7.9038593802964638e-10
3.3025,4.8476335826502802e-10,6.265201748605305e-10,7.0429636688128766e-10,7.3545294786717754e-10,7.490929120400443e-10,7.6399848206839232e-10,7.9022416925327744e-10
3.305,4.8562121447307681e-10,6.2588411343578052e-10,7.0436507170216356e-10,7.3546029043288979e-10,7.4905231999674143e-10,7.6393393865184754e-10,7.9014572008138606e-10
3.3075,4.8647136439220801e-10,6.2543533596076001e-10,7.0453009434746746e-10,7.3555353620322109e-10,7.4909720470463343e-10,7.6395320843240709e-10,7.9014973534726145e-10
3.31,4.8730173030213652e-10,6.2511427136717003e-10,7.0477823557823907e-10,7.3572757071055232e-10,7.4922452946972826e-10,7.6405391928811012e-10,7.9023384291075946e-10
3.3125,4.8809873354354634e-10,6.2485141573544066e-10,7.0509735454685782e-10,7.3597624345437063e-10,7.4943050486010457e-10,7.6423321058979631e-10,7.9039511107350457e-10
3.315,4.8884882779982539e-10,6.2458713805405357e-10,7.0547518887580903e-10,7.362927565557306e-10,7.4971041414203656e-10,7.6448714780492791e-10,7.906295584622338e-10
3.3175,4.8953700033612642e-10,6.2428534869515049e-10,7.059002866822142e-10,7.3666978121862931e-10,7.5005840494859344e-10,7.6481042314524321e-10,7.9093194864155993e-10
3.32,4.9014923730805468e-10,6.2393928131572291e-10,7.0636280673653284e-10,7.3709961391466284e-10,7.504676070669835e-10,7.6519674158166421e-10,7.9129617299752516e-10
3.3225,4.9067150823686559e-10,6.2356555069148326e-10,7.0685452809785166e-10,7.3757415274783387e-10,7.5092999901588111e-10,7.6563866384805929e-10,7.9171486685590917e-10
3.325,4.9109171782244271e-10,6.2319695746336026e-10,7.0736898670881332e-10,7.3808537165947975e-10,7.5143702117595357e-10,7.6612806192167163e-10,7.921799305269963e-10
3.3275,4.9139955777396834e-10,6.2287087899785232e-10,7.079000164121318e-10,7.3862452556702443e-10,7.5197926457286074e-10,7.6665567267198607e-10,7.9268217339554627e-10
3.33,4.9158734204504969e-10,6.2262055205620829e-10,7.084421796466917e-10,7.3918261367377542e-10,7.5254685581918602e-10,7.6721146514234268e-10,7.9321165771628879e-10
3.3325,4.9165038807534441e-10,6.224718236095224e-10,7.0899046338809935e-10,7.3975072509550801e-10,7.5312946984994177e-10,7.6778479269229779e-10,7.937578399741154e-10
3.335,4.9158703822090428e-10,6.2244355681326054e-10,7.0954001603844035e-10,7.4031999807145165e-10,7.5371628992426435e-10,7.6836457534024971e-10,7.9430967053580035e-10
3.3375,4.9139859304975878e-10,6.225489637278771e-10,7.1008627058083248e-10,7.4088171469078388e-10,7.5429653720470345e-10,7.6893946466684487e-10,7.948558734122322e-10
3.34,4.9108978686916367e-10,6.2279268105666887e-10,7.1062430126245701e-10,7.4142709619604865e-10,7.5485933370634572e-10,7.6949785130921868e-10,7.9538492001778748e-10
3.3425,4.906680700995026e-10,6.2317233817567395e-10,7.1114876292140467e-10,7.4194755338140686e-10,7.5539389026333592e-10,7.7002818036951351e-10,7.958853064309993e-10
3.345,4.9014267386277798e-10,6.2368349507429955e-10,7.1165449501564983e-10,7.4243486321333573e-10,7.5588973448461563e-10,7.7051936581504557e-10,7.9634597334103903e-10
3.3475,4.8952448236625207e-10,6.2431312520908918e-10,7.1213667954338553e-10,7.4288109886717094e-10,7.5633677658367782e-10,7.7096072687325567e-10,7.9675627123236416e-10
3.35,4.8882519935083649e-10,6.2503903986182383e-10,7.1259011296902035e-10,7.432785999286259e-10,7.5672541528591527e-10,7.7134219167623052e-10,7.9710614563516546e-10
3.3525,4.8805706467041704e-10,6.2583284939051407e-10,7.1301040364896781e-10,7.4362018834317789e-10,7.5704706815250282e-10,7.7165483401685298e-10,7.9738671833216157e-10
3.355,4.8723145420111656e-10,6.266639224290936e-10,7.1339318553357221e-10,7.4389884905798638e-10,7.5729400811743035e-10,7.7189074998465346e-10,7.9759014128941734e-10
3.3575,4.8636036079786824e-10,6.2750286414600302e-10,7.1373385027609176e-10,7.4410774205361762e-10,7.5745970903784475e-10,7.7204343009177686e-10,7.9770992621710477e-10
3.36,4.8545446503923767e-10,6.2832383436009719e-10,7.1402750118541381e-10,7.442398164209622e-10,7.5753899360520259e-10,7.7210778702114054e-10,7.9774102678285804e-10
3.3625,4.8452453566524371e-10,6.2910623689022081e-10,7.1426954094104272e-10,7.4428834455761666e-10,7.5752823405301796e-10,7.7208034764467744e-10,7.9768002450002793e-10
3.365,4.8358018459120527e-10,6.298345772213136e-10,7.1445543211930284e-10,7.4424694250532008e-10,7.5742547016326842e-10,7.7195931269020147e-10,7.9752513386479529e-10
3.3675,4.8263203408270239e-10,6.3049820430191448e-10,7.1458042115913857e-10,7.4410962816515813e-10,7.572301459717235e-10,7.7174437431721298e-10,7.97276084589706e-10
3.37,4.8169212115156606e-10,6.3109102931469076e-10,7.1464018231172476e-10,7.4387171454624214e-10,7.5694365150978039e-10,7.7143722872369417e-10,7.9693461430511901e-10
3.3725,4.8077234590466726e-10,6.3161007854752213e-10,7.1463027901696682e-10,7.4352921367165251e-10,7.5656848087799458e-10,7.7104046896788796e-10,7.9650333837218153e-10
3.375,4.7988242313883313e-10,6.3205547452083494e-10,7.1454768132545569e-10,7.4308193059701564e-10,7.5610947550980395e-10,7.7055909572169634e-10,7.9598728163114934e-10
3.3775,4.7903204496469237e-10,6.3242881912265065e-10,7.1438884826302783e-10,7.4253279417779019e-10,7.5557192907185778e-10,7.6999854291743845e-10,7.953919770923824e-10
3.38,4.7823113515817792e-10,6.3273304313135305e-10,7.1415050945688981e-10,7.4189013411019591e-10,7.5496295014269657e-10,7.6936588672810507e-10,7.9472466356073522e-10
3.3825,4.7748897330808008e-10,6.3297153644081809e-10,7.1382800420383216e-10,7.4116667173165545e-10,7.5429070170074776e-10,7.6866945577354306e-10,7.9399373544834725e-10
3.385,4.7681284634258143e-10,6.3314764293253897e-10,7.1341416686809535e-10,7.403782079085989e-10,7.5356405379158797e-10,7.6791825427426384e-10,7.9320822546694206e-10
3.3875,4.7621182511406843e-10,6.3326390352991401e-10,7.1289832921442564e-10,7.3954157795165319e-10,7.5279236974158552e-10,7.671220279713966e-10,7.923779884980574e-10
3.39,4.756974887294328e-10,6.3332160351604083e-10,7.1226657565160729e-10,7.3867272737680251e-10,7.5198533869033934e-10,7.6629086444825489e-10,7.9151320292252803e-10
3.3925,4.7528340932444628e-10,6.3332062301091873e-10,7.1150391696576468e-10,7.3778579826454788e-10,7.511525790046591e-10,7.6543494941317144e-10,7.9062413446044231e-10
3.395,4.7498045307859345e-10,6.3325885239261278e-10,7.105996424690464e-10,7.3689327128913898e-10,7.5030459436034752e-10,7.6456516857546467e-10,7.8972174406288156e-10
3.3975,4.7479509676289603e-10,6.3313187749007632e-10,7.0955175858240897e-10,7.3600488005357594e-10,7.494510803206033e-10,7.6369163492459982e-10,7.888162228716311e-10
3.4,4.7472763159237992e-10,6.3293178527082255e-10,7.0837303755106614e-10,7.3512953530742531e-10,7.4860197223115175e-10,7.6282456446733418e-10,7.8791786808745878e-10
3.4025,4.7477125446522072e-10,6.3264791967850087e-10,7.0709317079842869e-10,7.3427535973260982e-10,7.4776695448532075e-10,7.6197378161370911e-10,7.870365467059312e-10
3.405,4.7491586355346184e-10,6.3226685998647911e-10,7.0575576639447163e-10,7.3345045277237267e-10,7.4695554658893701e-10,7.6114878651905471e-10,7.8618175952040973e-10
3.4075,4.751527958331085e-10,6.3177226241448057e-10,7.0441237419979001e-10,7.3266310553239175e-10,7.4617708942546254e-10,7.6035876261668816e-10,7.8536269475501162e-10
3.41,4.754786493087149e-10,6.3114738444422352e-10,7.0311700140034742e-10,7.3192119425958023e-10,7.4544018644590071e-10,7.5961201337248028e-10,7.8458761937333874e-10
3.4125,4.7589370817308919e-10,6.3037681711286106e-10,7.0191977234114737e-10,7.3123256018490061e-10,7.4475301144015557e-10,7.5891628477707172e-10,7.8386419409884493e-10
3.415,4.7639807494911757e-10,6.2945237582794458e-10,7.0085993323166509e-10,7.3060498630460457e-10,7.4412320933957945e-10,7.5827873570166324e-10,7.831994992086364e-10
3.4175,4.7698739090534058e-10,6.2837869443761534e-10,6.9996129172462959e-10,7.3004586775206698e-10,7.4355771206322047e-10,7.5770576306933276e-10,7.8259984025871891e-10
3.42,4.7765255166589624e-10,6.2717956140399806e-10,6.9923192155713839e-10,7.2956198894255431e-10,7.4306248755197836e-10,7.5720272798344378e-10,7.8207047660181335e-10
3.4225,4.7838219605993302e-10,6.2590276327089431e-10,6.986682079428983e-10,7.2915964126370217e-10,7.4264304697556854e-10,7.5677457599211006e-10,7.8161625535966444e-10
3.425,4.7916410600722279e-10,6.2461749333530974e-10,6.9825989670267951e-10,7.2884352598163728e-10,7.4230346973159288e-10,7.564248611728203e-10,7.8124062205580765e-10
3.4275,4.7998573688977563e-10,6.2340566087391107e-10,6.9799514158730483e-10,7.2861736151873466e-10,7.4204728807631266e-10,7.561567135012405e-10,7.8094660979186985e-10
3.43,4.8083567317402385e-10,6.2234395034450021e-10,6.9786235854625559e-10,7.2848261134451828e-10,7.4187652758042162e-10,7.5597188661748629e-10,7.8073587401274791e-10
3.4325,4.8170299454807577e-10,6.2148645608235603e-10,6.9785111708164822e-10,7.2843955734807883e-10,7.417924308620486e-10,7.5587161108438057e-10,7.8060955873622101e-10
3.435,4.8257708645624024e-10,6.2085100298157644e-10,6.9795071468110423e-10,7.2848646623872251e-10,7.4179490975442241e-10,7.5585585234135647e-10,7.8056755073530263e-10
3.4375,4.8344609368816609e-10,6.2041457422694455e-10,6.9814913537321757e-10,7.2861979682223518e-10,7.4188283540389166e-10,7.5592361658201362e-10,7.8060878405098346e-10
3.44,4.8429861922912829e-10,6.2012265436004641e-10,6.9843345203394365e-10,7.2883490906382605e-10,7.420537800272337e-10,7.5607309349596571e-10,7.8073135320649065e-10
3.4425,4.851212110070625e-10,6.1990563332555098e-10,6.9879121710280971e-10,7.2912561419545834e-10,7.4230380018909244e-10,7.5630119403072146e-10,7.8093216689601846e-10
3.445,4.8590015765477529e-10,6.1969920583750684e-10,6.9921009336160576e-10,7.2948505269845579e-10,7.4262829777435416e-10,7.5660407518413145e-10,7.8120736776274807e-10
3.4475,4.866209768200021e-10,6.1945979971546226e-10,6.9967842792553633e-10,7.2990603688737876e-10,7.4302168714742864e-10,7.5697689410479694e-10,7.815520225712515e-10
3.45,4.8726916259652107e-10,6.1917441824387549e-10,7.0018579337861301e-10,7.3038066116071851e-10,7.4347708159489141e-10,7.5741348458420431e-10,7.8195989906720158e-10
3.4525,4.8783062748083455e-10,6.1885463466998343e-10,7.0072345939380797e-10,7.309007277246268e-10,7.4398648411150999e-10,7.5790646314910479e-10,7.8242373252679941e-10
3.455,4.8829279570247519e-10,6.1853049358684316e-10,7.0128456262158892e-10,7.3145815339999305e-10,7.4454140249714373e-10,7.5844769578823837e-10,7.8293550484887919e-10
3.4575,4.8864503172023319e-10,6.1823946761103378e-10,7.0186276451469593e-10,7.3204424580772199e-10,7.451324790144729e-10,7.5902810543660862e-10,7.8348614798022881e-10
3.46,4.8887867608905934e-10,6.1801536358123567e-10,7.0245220629839789e-10,7.3264987776757625e-10,7.4574975087389942e-10,7.5963766457417912e-10,7.84065629410605e-10
3.4625,4.8898860063298709e-10,6.1788545647488531e-10,7.0304769964811805e-10,7.3326614573200788e-10,7.4638298786859807e-10,7.6026594861316248e-10,7.8466359284932746e-10
3.465,4.8897239230430507e-10,6.1786968202076572e-10,7.0364409260443294e-10,7.3388414558453908e-10,7.4702131575725401e-10,7.6090177731299105e-10,7.8526893423052312e-10
3.4675,4.8883053309281656e-10,6.1798228901038287e-10,7.0423650090529413e-10,7.3449509111236017e-10,7.4765388828630196e-10,7.6153385678079254e-10,7.8587038667949744e-10
3.47,4.8856707123074619e-10,6.1823020900725479e-10,7.0481982917571547e-10,7.3509007865183316e-10,7.4826973007487699e-10,7.6215047769607014e-10,7.8645629168361561e-10
3.4725,4.8818883562322572e-10,6.1861198847935704e-10,7.0538912289301548e-10,7.3566072754835564e-10,7.4885825319933619e-10,7.6274028608306854e-10,7.8701534948883082e-10
3.475,4.8770481117187236e-10,6.1912435668934434e-10,7.0593891296229605e-10,7.3619857357541183e-10,7.494087481649296e-10,7.6329186944958339e-10,7.8753621500909779e-10
3.4775,4.8712575706890275e-10,6.1975661482268417e-10,7.0646433817900144e-10,7.3669571748853161e-10,7.4991110187008671e-10,7.6379452104487612e-10,7.8800819793005672e-10
3.48,4.8646282676398071e-10,6.2048857826431997e-10,7.0696017855735264e-10,7.3714448205103145e-10,7.5035568055825682e-10,7.6423808889199168e-10,7.884211821021773e-10
3.4825,4.857286349682144e-10,6.2129309852783749e-10,7.0742217557073518e-10,7.3753784347540546e-10,7.507338935838053e-10,7.6461358363080831e-10,7.8876621690322539e-10
3.485,4.8493469614779595e-10,6.2213975438604125e-10,7.0784600391454153e-10,7.3786869823809398e-10,7.5103778043925944e-10,7.6491281318094135e-10,7.8903514793897342e-10
3.4875,4.8409250437186109e-10,6.2299859781694069e-10,7.082269377902676e-10,7.3813010394096983e-10,7.5126052246961957e-10,7.6512884792396885e-10,7.8922107282835809e-10
3.49,4.8321337047166795e-10,6.2384310281467006e-10,7.0856037890249895e-10,7.3831529816602989e-10,7.5139685830435955e-10,7.652565199800053e-10,7.8931883442751243e-10
3.4925,4.8230805655311813e-10,6.24651621774001e-10,7.0884184289403658e-10,7.3841757690796061e-10,7.5144303913349309e-10,7.6529217954789114e-10,7.8932478739072292e-10
3.495,4.8138631599850373e-10,6.2540778271524109e-10,7.0906688911165953e-10,7.3843055274248855e-10,7.5139681464023505e-10,7.6523370949923441e-10,7.8923683470599304e-10
3.4975,4.8045852984700083e-10,6.2610021816967087e-10,7.0923103709893461e-10,7.3834822252761628e-10,7.5125744008687839e-10,7.650805634009223e-10,7.8905441905102927e-10
3.5,4.7953619831014674e-10,6.2672215304638723e-10,7.0933002591732777e-10,7.3816563065645334e-10,7.5102599132925315e-10,7.6483407488478583e-10,7.8877887138418126e-10
3.5025,4.7863183332748013e-10,6.2727039733004386e-10,7.0935990984979841e-10,7.3787891170638897e-10,7.5070515342870375e-10,7.6449707138503895e-10,7.8841300489599529e-10
3.505,4.7775546904422651e-10,6.277447346400005e-10,7.0931747792115257e-10,7.3748701005688647e-10,7.502992399381177e-10,7.6407395415737e-10,7.8796118221082539e-10
3.5075,4.769164721670293e-10,6.2814663554578075e-10,7.0919956937894053e-10,7.3699240760951486e-10,7.4981364087966843e-10,7.635703703444417e-10,7.8742899271832424e-10
3.51,4.761246833771043e-10,6.2847914462130731e-10,7.0900340702797317e-10,7.3640280730251208e-10,7.4925533196830226e-10,7.6299334730043734e-10,7.8682349318409137e-10
3.5125,4.7538933606055958e-10,6.2874557893111399e-10,7.0872472642179626e-10,7.357301321820564e-10,7.4863215869350083e-10,7.6235080702215005e-10,7.8615265124129053e-10
3.515,4.7471803561037019e-10,6.2894968663023953e-10,7.0835712513153644e-10,7.3498993502327726e-10,7.4795288386672132e-10,7.6165163234734489e-10,7.8542537793872014e-10
3.5175,4.7411915763334134e-10,6.2909438701426848e-10,7.0789099400577896e-10,7.3419922714678336e-10,7.4722708891466746e-10,7.6090581564213522e-10,7.8465159341571446e-10
3.52,4.7360340351255841e-10,6.2918150250645585e-10,7.0731269860208352e-10,7.3337391868942756e-10,7.4646417178126437e-10,7.6012320971079862e-10,7.8384115099840763e-10
3.5225,4.7318441127261976e-10,6.2921158030438649e-10,7.0660737470634715e-10,7.3252888753708407e-10,7.4567431536801582e-10,7.5931457254483162e-10,7.8300482786333488e-10
3.525,4.7287356608290123e-10,6.291827354290597e-10,7.0576231610361385e-10,7.3167630457795837e-10,7.4486746744919309e-10,7.5849028517211774e-10,7.8215299501526297e-10
3.5275,4.7267880080193392e-10,6.2909120732494821e-10,7.0477319997450053e-10,7.3082632874933862e-10,7.4405368711734425e-10,7.5766084694234249e-10,7.8129616036938343e-10
3.53,4.726020331580775e-10,6.2893005184104248e-10,7.0364966372388138e-10,7.2998791675531055e-10,7.4324297146849457e-10,7.5683660381581477e-10,7.8044467176015139e-10
3.5325,4.7263749367430911e-10,6.2868905640901682e-10,7.0241894624019954e-10,7.2916953503895418e-10,7.4244534782167313e-10,7.5602774520886249e-10,7.7960871162083322e-10
3.535,4.7277563644975416e-10,6.2835520769455897e-10,7.0112304839722641e-10,7.2837892729368125e-10,7.4166995774325526e-10,7.5524337101034289e-10,7.7879738373979382e-10
3.5375,4.7300708416526779e-10,6.2791242277415241e-10,6.9981357277440789e-10,7.2762452382359998e-10,7.4092633052892196e-10,7.5449285164966959e-10,7.7802001609624316e-10
3.54,4.7332712484405285e-10,6.2734332510769504e-10,6.9854533512441245e-10,7.2691428919060698e-10,7.4022320171126571e-10,7.5378463457236481e-10,7.7728497333672359e-10
3.5425,4.7373576715282669e-10,6.2663200882128303e-10,6.9737037008656418e-10,7.262563746805835e-10,7.3956907316434382e-10,7.531267832009954e-10,7.7660024408301957e-10
3.545,4.74233632482327e-10,6.257677956296809e-10,6.9632941163463035e-10,7.256582817169106e-10,7.3897136247242315e-10,7.5252619419095873e-10,7.7597258269239801e-10
3.5475,4.7481733519566941e-10,6.2475172085670408e-10,6.9544786670735074e-10,7.2512751059944283e-10,7.3843712818743223e-10,7.5198937939158564e-10,7.7540834393067889e-10
3.55,4.7547839826191269e-10,6.2360337490915327e-10,6.9473440209316347e-10,7.2467047438848883e-10,7.3797196245325984e-10,7.515213144803861e-10,7.7491233069709457e-10
3.5525,4.7620587125787697e-10,6.2236589526510457e-10,6.9418623652514242e-10,7.2429392092801225e-10,7.3758179470597998e-10,7.5112736016398659e-10,7.7448973258954776e-10
3.555,4.7698750875157259e-10,6.211051288572458e-10,6.9379305583169878e-10,7.2400266320877312e-10,7.3727068925617071e-10,7.5081103344507434e-10,7.7414391901707613e-10
3.5575,4.7781080769023537e-10,6.1990232469297249e-10,6.9354334320507295e-10,7.2380083923801408e-10,7.3704252770939768e-10,7.5057576250651508e-10,7.7387816711159029e-10
3.56,4.7866424802466012e-10,6.1883703506537088e-10,6.9342584341486816e-10,7.2369020444467415e-10,7.3689946096318511e-10,7.5042337441859204e-10,7.7369416097478858e-10
3.5625,4.7953674456114083e-10,6.17969128212836e-10,6.9343033073120044e-10,7.2367107982637241e-10,7.3684263982447784e-10,7.503549729144006e-10,7.7359289971973871e-10
3.565,4.8041781077761e-10,6.1732417587565751e-10,6.9354696713387397e-10,7.2374224134207519e-10,7.3687234794726734e-10,7.5037086468659501e-10,7.7357461621137336e-10
3.5675,4.8129585841302561e-10,6.16886367061649e-10,6.9376431217999838e-10,7.2390035123042347e-10,7.3698749979845122e-10,7.5047008693763849e-10,7.7363827144002185e-10
3.57,4.8215967519265752e-10,6.1660556778300636e-10,6.9406974698081081e-10,7.2414078547055826e-10,7.3718583749394021e-10,7.5065088973858345e-10,7.7378207567064819e-10
3.5725,4.8299611190638116e-10,6.1641318872681899e-10,6.9445067780158518e-10,7.2445764951266393e-10,7.3746363224808158e-10,7.5091044838305421e-10,7.7400316030088822e-10
3.575,4.8379139932547492e-10,6.1624159481392842e-10,6.9489456392816566e-10,7.2484385058792559e-10,7.3781617527879292e-10,7.5124483254223879e-10,7.7429760633539995e-10
3.5775,4.8453148817634975e-10,6.1604175520002865e-10,6.9538961623861689e-10,7.2529226626209992e-10,7.3823807920549814e-10,7.5164936137810247e-10,7.7466077671376358e-10
3.58,4.8520145480618135e-10,6.1579483351798737e-10,6.9592500394662031e-10,7.2579495710968226e-10,7.387225466751893e-10,7.5211802431132269e-10,7.7508662615796447e-10
3.5825,4.8578727576963117e-10,6.1550854546581716e-10,6.964916408888063e-10,7.2634369276115059e-10,7.3926169620210694e-10,7.5264378978976546e-10,7.755681445393473e-10
3.585,4.8627599486434108e-10,6.1521035050515599e-10,6.9708222229517877e-10,7.2693029236326911e-10,7.3984703309708342e-10,7.5321857127009783e-10,7.7609743476957022e-10
3.5875,4.8665658014247319e-10,6.1493718928574665e-10,6.9769035898230754e-10,7.275461091415539e-10,7.4046925072338909e-10,7.5383332002388471e-10,7.7666564150401327e-10
3.59,4.8691991882416572e-10,6.1472383131028586e-10,6.9830979287303736e-10,7.2818188317585642e-10,7.4111833051843806e-10,7.5447798121816713e-10,7.7726281066974257e-10
3.5925,4.8706033566564063e-10,6.1459872582624873e-10,6.989351927626619e-10,7.2882877474055023e-10,7.4178410501615565e-10,7.5514229721635262e-10,7.7787876428157077e-10
3.595,4.8707464338091613e-10,6.1458289497983213e-10,6.9956122175882945e-10,7.2947789957004279e-10,7.4245569164150329e-10,7.5581516136281969e-10,7.7850251824001237e-10
3.5975,4.8696293996074357e-10,6.1469164984107439e-10,7.0018286038012969e-10,7.3012048711568766e-10,7.431223179696791e-10,7.5648531068160555e-10,7.7912296477891744e-10
3.6,4.8672860595398236e-10,6.1493346507136242e-10,7.0079484275240964e-10,7.3074753647696166e-10,7.4377290013677276e-10,7.5714093997684927e-10,7.7972842789842233e-10
3.6025,4.8637791295521516e-10,6.1530787484364794e-10,7.0139223809843641e-10,7.3135067892753334e-10,7.4439690465230269e-10,7.5777071164511874e-10,7.8030772403784571e-10
3.605,4.8591960199632823e-10,6.1581226431276059e-10,7.019695446336826e-10,7.3192149364489704e-10,7.4498362787682619e-10,7.5836316354570046e-10,7.8084951358061644e-10
3.6075,4.853642273929457e-10,6.1643760516601864e-10,7.0252181593404934e-10,7.3245205829586283e-10,7.4552293630161478e-10,7.5890747716679573e-10,7.8134308671861424e-10
3.61,4.8472276043962483e-10,6.1716544245219223e-10,7.0304381385510606e-10,7.3293456906395183e-10,7.4600505283257037e-10,7.5939334233018535e-10,7.8177818619281941e-10
3.6125,4.8400800080538869e-10,6.17969788959648e-10,7.0353136230916682e-10,7.3336212186762955e-10,7.4642137605359113e-10,7.5981166710406392e-10,7.8214582650421507e-10
3.615,4.8323159916010406e-10,6.1882038725124266e-10,7.0398014140977486e-10,7.3372751204735761e-10,7.4676377850167999e-10,7.6015406372809506e-10,7.8243772971107177e-10
3.6175,4.8240508084622561e-10,6.1968725516359568e-10,7.0438586766806132e-10,7.3402418957970691e-10,7.4702564547419348e-10,7.604137370702831e-10,7.8264718942686576e-10
3.62,4.8154016681898483e-10,6.2054315092744305e-10,7.0474407057229817e-10,7.3424543097340074e-10,7.4720146690434976e-10,7.6058521334322697e-10,7.8276878639662999e-10
3.6225,4.8064752323711426e-10,6.2136566511839697e-10,7.0505035149304288e-10,7.3438451154390483e-10,7.4728734284068541e-10,7.6066468029658426e-10,7.8279873489617867e-10
3.625,4.7973725067196357e-10,6.2213764870969581e-10,7.053003564737402e-10,7.3443499225537351e-10,7.4728075697382394e-10,7.6064974182050245e-10,7.8273469513904852e-10
3.6275,4.7881957901821013e-10,6.2284718163885141e-10,7.0549007447674822e-10,7.3439106221310379e-10,7.471810188096753e-10,7.6053991498004228e-10,7.8257626060400355e-10
3.63,4.7790541923622002e-10,6.234867500173381e-10,7.0561510027104597e-10,7.3424734225372426e-10,7.469887619815435e-10,7.6033608247384812e-10,7.8232434354059104e-10
3.6325,4.7700766341654194e-10,6.2405323223458577e-10,7.0567198518150944e-10,7.3400012619960213e-10,7.4670689936673042e-10,7.6004129762612719e-10,7.8198202220512995e-10
3.635,4.7613694347058721e-10,6.2454602056594884e-10,7.0565745531767205e-10,7.3364775631735055e-10,7.4633941742002411e-10,7.5965967296635138e-10,7.8155339237961464e-10
3.6375,4.7530253630364318e-10,6.2496659969128577e-10,7.055686456181974e-10,7.331922850360668e-10,7.4589171243915624e-10,7.5919682350796733e-10,7.8104400550436405e-10
3.64,4.7451408251106043e-10,6.2531804195165534e-10,7.0540313207544408e-10,7.3264088668859159e-10,7.4537066807752014e-10,7.5865983583603096e-10,7.8046091998004073e-10
3.6425,4.7378082146323135e-10,6.2560374311819825e-10,7.051569985580798e-10,7.3200486500334214e-10,7.4478382301979172e-10,7.5805633876658499e-10,7.798118228225257e-10
3.645,4.7311082165860028e-10,6.2582784397276008e-10,7.0482494114388381e-10,7.3130001958798292e-10,7.4414028825630071e-10,7.5739559403990823e-10,7.7910607479904598e-10
3.6475,4.725118665025317e-10,6.2599342754126591e-10,7.0439791046058023e-10,7.3054314860049241e-10,7.4344940218742492e-10,7.5668728321878877e-10,7.783534011398721e-10
3.65,4.7199389621191475e-10,6.261028454710077e-10,7.0386305136741292e-10,7.2975060306980133e-10,7.4272073169494027e-10,7.5594151695391094e-10,7.7756389386778313e-10
3.6525,4.7157026450842217e-10,6.2615682767016875e-10,7.0320526667159822e-10,7.2893742809798979e-10,7.4196445070576969e-10,7.5516902548969008e-10,7.7674829035257174e-10
3.655,4.7125301977532721e-10,6.2615396843233812e-10,7.0241052269859072e-10,7.2811593639790634e-10,7.4119041152366666e-10,7.5438018164409903e-10,7.7591698134384479e-10
3.6575,4.7105094785631743e-10,6.2609090155290901e-10,7.0147231214886025e-10,7.2729658515747301e-10,7.4040891193348943e-10,7.5358570106218826e-10,7.7508069417653619e-10
3.66,4.7096694566815112e-10,6.2596115879762678e-10,7.003969756705476e-10,7.2648809691098619e-10,7.3962971751128242e-10,7.5279574352730304e-10,7.7424961047655158e-10
3.6625,4.7099663181790808e-10,6.2575450219989596e-10,6.9920875695864224e-10,7.2569867613433498e-10,7.3886258517320842e-10,7.5202026573030856e-10,7.7343373187051505e-10
3.665,4.7113064010428634e-10,6.2545836565187714e-10,6.9794860969251884e-10,7.2493658761767536e-10,7.3811723593772267e-10,7.5126897289223525e-10,7.7264276938789283e-10
3.6675,4.7135934142949194e-10,6.2505681107931826e-10,6.966677665126197e-10,7.2421014509376842e-10,7.3740309474064165e-10,7.5055112605585739e-10,7.7188596198797547e-10
3.67,4.7167682886535068e-10,6.2453191548575464e-10,6.9542141148686071e-10,7.2352708116723643e-10,7.3672869891653712e-10,7.4987494133007003e-10,7.7117144290588646e-10
