Physical Time (s),phi_alt_flux_top Monitor (kg-m/s^3): top_cv1,phi_alt_flux_top Monitor (kg-m/s^3): top_cv2,phi_alt_flux_top Monitor (kg-m/s^3): top_cv3,phi_alt_flux_top Monitor (kg-m/s^3): top_cv4,phi_alt_flux_top Monitor (kg-m/s^3): top_cv5,phi_alt_flux_top Monitor (kg-m/s^3): top_cv6,phi_alt_flux_top Monitor (kg-m/s^3): top_cv7
0.365,1.3263438317209427e-09,1.0318133510252389e-09,7.4069463415307254e-10,5.5518885977435455e-10,3.4402860515102828e-10,2.3392180299325273e-10,2.1179109682021364e-10
0.3675,1.3416463759017477e-09,1.0484006829198863e-09,7.5138324137012222e-10,5.6864644583603825e-10,3.5873289955319617e-10,2.4878046187808569e-10,2.2647185842413491e-10
0.37,1.3586692277168939e-09,1.0672746807126344e-09,7.6456458518421989e-10,5.8473266204353271e-10,3.7638496098412321e-10,2.667908490749578e-10,2.4427092015632255e-10
0.3725,1.3771767583514735e-09,1.088129515995708e-09,7.79911668020851e-10,6.0307280152623449e-10,3.9654285691149348e-10,2.8748236866051307e-10,2.6476180773421103e-10
0.375,1.3963340884468552e-09,1.1099939902303183e-09,7.9641848030723233e-10,6.2259569480390996e-10,4.1803173156777708e-10,3.0961882102643961e-10,2.8674637795888011e-10
0.3775,1.4156750920024693e-09,1.1322417536648387e-09,8.1336300367033934e-10,6.4249724042762489e-10,4.3992234681283928e-10,3.3219064081206081e-10,3.0922992225968655e-10
0.38,1.4346575893044481e-09,1.1541875470649297e-09,8.299884073048489e-10,6.6195703232143644e-10,4.6127206044162674e-10,3.5417187780785271e-10,3.3118788820863066e-10
0.3825,1.4527466182162448e-09,1.1751434289820628e-09,8.4551869820588164e-10,6.8013728259878928e-10,4.8112323445321141e-10,3.7451048300090523e-10,3.5155333616436989e-10
0.385,1.4694279924717481e-09,1.1944231254043026e-09,8.5915339090321886e-10,6.9617343650156699e-10,4.9849444507087123e-10,3.9212310475042396e-10,3.6921202044103085e-10
0.3875,1.4842318791612873e-09,1.2113837268760642e-09,8.7011617450225111e-10,7.0922400729129765e-10,5.1243680530219108e-10,4.0596161298124547e-10,3.8307339806234487e-10
0.39,1.4966807726428213e-09,1.2254082818640712e-09,8.7770125975784144e-10,7.1854778289906032e-10,5.2213168924168571e-10,4.1513158343858122e-10,3.9220101910657157e-10
0.3925,1.5063840691002141e-09,1.235991901709792e-09,8.8131589544386504e-10,7.2353160185471758e-10,5.2691509453394643e-10,4.1891601983625225e-10,3.9583773856145099e-10
0.395,1.5130987159308299e-09,1.2427975048222147e-09,8.8053309200887302e-10,7.23728112520729e-10,5.2630989426998795e-10,4.168053802009588e-10,3.934383401704482e-10
0.3975,1.5166312217159663e-09,1.245578083029828e-09,8.7505767111470336e-10,7.1884910853522849e-10,5.2003095919508486e-10,4.0851037301891669e-10,3.8469117881655867e-10
0.4,1.5169393611100453e-09,1.2442657850927816e-09,8.6477132403000553e-10,7.087790588589013e-10,5.0798423070464183e-10,3.9394911753868343e-10,3.6950246737817759e-10
0.4025,1.5140396107123146e-09,1.2388956950524204e-09,8.4971208450184747e-10,6.9358708897589616e-10,4.9029302774671992e-10,3.7328284924019496e-10,3.4803873869644089e-10
0.405,1.5080654616969159e-09,1.2296157971412049e-09,8.300417073995822e-10,6.7347535354772864e-10,4.6722793105977267e-10,3.4683606846633759e-10,3.206430841889573e-10
0.4075,1.4991716353983427e-09,1.2166408426741261e-09,8.0600662090563159e-10,6.4873064997239573e-10,4.3916235700620556e-10,3.150495574383947e-10,2.8778468392071412e-10
0.41,1.4876068916940727e-09,1.2003229373310169e-09,7.7802203071462926e-10,6.198152230164922e-10,4.0665966345499596e-10,2.7856994961220008e-10,2.5014858002711275e-10
0.4125,1.4736767810161119e-09,1.1811042076595443e-09,7.4649912344056973e-10,5.8718745467106444e-10,3.7031146452133746e-10,2.3810539012939122e-10,2.084852453019236e-10
0.415,1.4578792986964884e-09,1.1596770587243349e-09,7.1243646696326587e-10,5.5195017615639529e-10,3.3132109586829254e-10,1.9491982610434519e-10,1.6410806126182355e-10
0.4175,1.4408838887256379e-09,1.1368923638279594e-09,6.7686613281467982e-10,5.1519047833024693e-10,2.9086954789068521e-10,1.5025524957419905e-10,1.1830446193316391e-10
0.42,1.4234296711337475e-09,1.1136710685867832e-09,6.4085486855448699e-10,4.7801184891667832e-10,2.501458471280124e-10,1.0535828962947889e-10,7.2361086675103731e-11
0.4225,1.4067145911472135e-09,1.091392450440555e-09,6.0586224223637881e-10,4.4184134127866274e-10,2.1063170383304494e-10,6.1768209181539756e-11,2.7853464348081268e-11
0.425,1.3912606549419447e-09,1.0707259119483167e-09,5.7265623000889759e-10,4.0749160210855281e-10,1.7321306028235386e-10,2.0430685577045902e-11,-1.4260529116387672e-11
0.4275,1.3775162428284674e-09,1.0522510909395734e-09,5.4193779815258745e-10,3.7570861914258003e-10,1.3869648649993824e-10,-1.7798193390588756e-11,-5.3134629126256201e-11
0.43,1.3659062446834951e-09,1.0365151032068718e-09,5.1435420712709288e-10,3.4716613411653771e-10,1.0779522081089047e-10,-5.2167152014011351e-11,-8.803849568068874e-11
0.4325,1.3567345177562989e-09,1.0238775930871679e-09,4.9033034170438721e-10,3.2229780218400894e-10,8.0966974728863635e-11,-8.2200039925307305e-11,-1.1853663365463022e-10
0.435,1.3503519366080815e-09,1.0147576498870278e-09,4.7035579475687135e-10,3.0160087105573725e-10,5.8730216770965556e-11,-1.0737276211678518e-10,-1.4415479430074537e-10
0.4375,1.3469742245423955e-09,1.0094403235545218e-09,4.5478686089881457e-10,2.8543698503180081e-10,4.1453641232901669e-11,-1.2732169614302064e-10,-1.6456759785514811e-10
0.44,1.3467062374749069e-09,1.0080528622442758e-09,4.4379726536979386e-10,2.7398074048678975e-10,2.9307805742279589e-11,-1.4188809728223185e-10,-1.7964642711047295e-10
0.4425,1.3495556332836552e-09,1.0105929724379506e-09,4.3737464127777216e-10,2.6719165214796755e-10,2.2223920688657525e-11,-1.5116568705260125e-10,-1.8951068072246599e-10
0.445,1.3550040209323224e-09,1.0165119593872208e-09,4.3497977188064991e-10,2.6452916563566697e-10,1.9630921796056672e-11,-1.5572921021044233e-10,-1.947294786423627e-10
0.4475,1.3628083183873203e-09,1.0254661768422348e-09,4.3619342993413977e-10,2.6557808870364425e-10,2.11251634438208e-11,-1.5596170290824179e-10,-1.9567084313078269e-10
0.45,1.3725254482903424e-09,1.0368777968935389e-09,4.4032974239258937e-10,2.6962566012094707e-10,2.5972664332443425e-11,-1.5258440165250416e-10,-1.930296026079771e-10
0.4525,1.3836105615785631e-09,1.0500639571161616e-09,4.4659806217028259e-10,2.758508695837401e-10,3.3318244203531243e-11,-1.4643711357547125e-10,-1.8760597973237349e-10
0.455,1.3954355370153186e-09,1.0642671391120886e-09,4.5416394106516801e-10,2.8340914980915433e-10,4.2283391627927209e-11,-1.3837497124658809e-10,-1.8019827455351843e-10
0.4575,1.4074162477826964e-09,1.0787537125691552e-09,4.6218173198319261e-10,2.9142222811160252e-10,5.1939310507991834e-11,-1.2931200874455314e-10,-1.716584023295165e-10
0.46,1.4192269956314885e-09,1.0930624170386057e-09,4.7024342839359819e-10,2.9944770007234778e-10,6.1756510705009051e-11,-1.1985755044057778e-10,-1.6256682284736255e-10
0.4625,1.4302463874200976e-09,1.1064359411625211e-09,4.7742015793638298e-10,3.0653145040917308e-10,7.0743445146031032e-11,-1.1097090844088614e-10,-1.5381528987689743e-10
0.465,1.4401978746362986e-09,1.1185075888507859e-09,4.8321720370673917e-10,3.1216405399069485e-10,7.8355810110936629e-11,-1.0319479781020648e-10,-1.458900651243489e-10
0.4675,1.4489536104000928e-09,1.1290662915591407e-09,4.8729199878619299e-10,3.1595875174615757e-10,8.4165748232642511e-11,-9.6967903807498897e-11,-1.3919560545393248e-10
0.47,1.4563515744604697e-09,1.1378958021246879e-09,4.8936583642013055e-10,3.1763056241229264e-10,8.7873488899920988e-11,-9.257060705815888e-11,-1.3397947412653669e-10
0.4725,1.4623071247796271e-09,1.1448713660072979e-09,4.8925062997529228e-10,3.1697338541638078e-10,8.9254949927642741e-11,-9.0214308520247773e-11,-1.3044332099080502e-10
0.475,1.4667936069505259e-09,1.149958857479117e-09,4.8689346571490345e-10,3.1392471145796004e-10,8.8236561667121289e-11,-8.9979020787145703e-11,-1.2868755290635661e-10
0.4775,1.4697739060773094e-09,1.1531458561329104e-09,4.8228880365257484e-10,3.0848057242443738e-10,8.4806084771526638e-11,-9.1909828396539865e-11,-1.288064303554997e-10
0.48,1.4712774425775898e-09,1.1544912807517776e-09,4.7551188967668156e-10,3.0071287381419629e-10,7.9027542657232504e-11,-9.5999259275839295e-11,-1.3087383308255223e-10
0.4825,1.4713729919581494e-09,1.1540993960962307e-09,4.6671182331751143e-10,2.9077155846109576e-10,7.1036897204274895e-11,-1.0219907456469458e-10,-1.349529743325962e-10
0.485,1.4702451138820336e-09,1.1522137580728676e-09,4.5625521490566989e-10,2.7904947116454498e-10,6.1229457849495252e-11,-1.1023634075448463e-10,-1.4090132064499365e-10
0.4875,1.4677151951925786e-09,1.1488224850179436e-09,4.4450903569289838e-10,2.661212755247198e-10,5.0234277401933571e-11,-1.1955761448186086e-10,-1.4825465016181903e-10
0.49,1.4653004406585485e-09,1.1452907328368476e-09,4.3216588302695435e-10,2.5217495306410849e-10,3.7980421623441645e-11,-1.3054397672118932e-10,-1.5758879875264416e-10
0.4925,1.4624676111582575e-09,1.1412701846932908e-09,4.1936221187596426e-10,2.3766681439087277e-10,2.5040127020933538e-11,-1.4264292856187408e-10,-1.6838981941663118e-10
0.495,1.4595365393882048e-09,1.1370990825029561e-09,4.0636712465445308e-10,2.2281353395295794e-10,1.1569359006581453e-11,-1.5582523934152133e-10,-1.8070288767177553e-10
0.4975,1.4561814450522629e-09,1.1324362630890722e-09,3.9259004127464485e-10,2.0699963060472886e-10,-3.07038769751702e-12,-1.7074672389672252e-10,-1.9520563305959831e-10
0.5,1.4528212039451508e-09,1.1277361079547495e-09,3.7858666954200259e-10,1.9075995577261906e-10,-1.8403568746041381e-11,-1.8706272253056521e-10,-2.1158749272021754e-10
0.5025,1.4495295890412636e-09,1.1230620183714008e-09,3.643673511971347e-10,1.7408727241762314e-10,-3.4467451820443944e-11,-2.0487571142120511e-10,-2.2994842571219913e-10
0.505,1.4463982696179539e-09,1.1185342943552792e-09,3.5013728622540603e-10,1.5720255813479081e-10,-5.1046693543628958e-11,-2.2400101870944547e-10,-2.5008089948659557e-10
0.5075,1.4435636479132461e-09,1.1142693225877371e-09,3.3595777094901929e-10,1.4011542273640078e-10,-6.8146412392439442e-11,-2.4445682400229349e-10,-2.7197301287086867e-10
0.51,1.4408815191850483e-09,1.1101225111001557e-09,3.2173695335547349e-10,1.2277379517546986e-10,-8.5778237274878861e-11,-2.6620194247628607e-10,-2.9552816427626888e-10
0.5125,1.4382623921995327e-09,1.1059747001604731e-09,3.0733887941846005e-10,1.0504114065040943e-10,-1.0404118031742577e-10,-2.8925690805211956e-10,-3.2070442896657971e-10
0.515,1.4357755383546108e-09,1.1018810635698676e-09,2.9283069850920705e-10,8.6970147328697366e-11,-1.2284015996701411e-10,-3.1341797159305044e-10,-3.4722618396352347e-10
0.5175,1.4339256076647938e-09,1.0983419056530972e-09,2.7873046407169473e-10,6.90343524210424e-11,-1.4166370723303219e-10,-3.3806388990454768e-10,-3.7439952005873841e-10
0.52,1.4319328475624341e-09,1.0945131159326314e-09,2.6413445659164324e-10,5.0410643975659597e-11,-1.6122246549005251e-10,-3.6367522060047888e-10,-4.0259700455435813e-10
0.5225,1.4294948498178524e-09,1.0900559093250496e-09,2.4867048538271695e-10,3.0754028505333783e-11,-1.8178161274555783e-10,-3.9031533793959972e-10,-4.3178694887200004e-10
0.525,1.4267753451537013e-09,1.0850768053777989e-09,2.3226835697349958e-10,9.8717192933260236e-12,-2.0352497943497561e-10,-4.1802557971357926e-10,-4.6195060597044948e-10
0.5275,1.4230300683027911e-09,1.0789534894954425e-09,2.1473976604699839e-10,-1.2114235300136552e-11,-2.2612703389881214e-10,-4.4620453127131755e-10,-4.9234284135481288e-10
0.53,1.4184131521176016e-09,1.0718346212792393e-09,1.961731965196888e-10,-3.5187616016722397e-11,-2.495568024230969e-10,-4.7470554352102951e-10,-5.2276302638771138e-10
0.5325,1.4127889573795625e-09,1.0635859302041439e-09,1.7651035997701078e-10,-5.948600869649718e-11,-2.7399285654338807e-10,-5.0367913780728694e-10,-5.5333652608827015e-10
0.535,1.4064769620390864e-09,1.054581520717609e-09,1.5617401875001058e-10,-8.4576433184326481e-11,-2.9896628036851199e-10,-5.3258177322664624e-10,-5.8349145077259679e-10
0.5375,1.3996458847505602e-09,1.0450846352102906e-09,1.3549104332797652e-10,-1.1011311630575262e-10,-3.2411503191563346e-10,-5.6103542135405323e-10,-6.1284856953311408e-10
0.54,1.3925853117777818e-09,1.0354032324790951e-09,1.1476668569706864e-10,-1.3580362870216207e-10,-3.4916022843133252e-10,-5.8877781349678359e-10,-6.4115611451495788e-10
0.5425,1.38546268556518e-09,1.0257590303672612e-09,9.4268245728354724e-11,-1.6137031096221696e-10,-3.7383213467862802e-10,-6.1555994231610885e-10,-6.6818010375177734e-10
0.545,1.3784225496570152e-09,1.0163462716124515e-09,7.4222581064808813e-11,-1.8657635989208422e-10,-3.9791023091249774e-10,-6.4119042631971907e-10,-6.9375125123008891e-10
0.5475,1.3716130264271898e-09,1.0073364688668651e-09,5.4807262260174797e-11,-2.1124035725896678e-10,-4.2123450571246768e-10,-6.6554050954034944e-10,-7.177611907224204e-10
0.55,1.3652229639754938e-09,9.9897031828291852e-10,3.628062874952658e-11,-2.3510886296047509e-10,-4.4358373210441712e-10,-6.8844334420419969e-10,-7.4007568969693821e-10
0.5525,1.3591838803657902e-09,9.9123686369936558e-10,1.8702965258538011e-11,-2.5806814730248384e-10,-4.6485890160613101e-10,-7.098469099965042e-10,-7.6066561360774566e-10
0.555,1.3537063943140469e-09,9.8438551784271777e-10,2.3528611835680903e-12,-2.7988425326517194e-10,-4.8489111311385902e-10,-7.2973390845619608e-10,-7.7958769748975932e-10
0.5575,1.3489397164239939e-09,9.7860368048342603e-10,-1.2554860816332823e-11,-3.0035638425100689e-10,-5.0352136635465116e-10,-7.4808186250177827e-10,-7.968901151545613e-10
0.56,1.3450394730152638e-09,9.7407216389467945e-10,-2.5855479504733961e-11,-3.1934627299012595e-10,-5.2065436263793568e-10,-7.6492155678200862e-10,-8.126804147144004e-10
0.5625,1.3420406948226063e-09,9.708490515752012e-10,-3.7478367125509255e-11,-3.3677667836267016e-10,-5.3623159276529402e-10,-7.80282937374811e-10,-8.2705669502834841e-10
0.565,1.3399690642483709e-09,9.6896541373310047e-10,-4.7415456178630574e-11,-3.5265130503983716e-10,-5.5028026011569414e-10,-7.9426087954255671e-10,-8.4017898553849956e-10
0.5675,1.3388048124983645e-09,9.6840196716187918e-10,-5.570140354458303e-11,-3.6700102866649656e-10,-5.6284189228683617e-10,-8.0694029788016294e-10,-8.5218573684657696e-10
0.57,1.3384554301416126e-09,9.6906696335735317e-10,-6.2417826330270214e-11,-3.798861145444254e-10,-5.7397314013965483e-10,-8.1839859246071768e-10,-8.6319268015117847e-10
0.5725,1.3388556475199623e-09,9.7088147340217545e-10,-6.7661369684820255e-11,-3.9140968860623366e-10,-5.8378073221693304e-10,-8.2876113738193144e-10,-8.7335698796301729e-10
0.575,1.339855529429019e-09,9.7368172098956392e-10,-7.1590355232173455e-11,-4.0170361322875329e-10,-5.9238493731510931e-10,-8.3814452633819311e-10,-8.8280973768618729e-10
0.5775,1.3413188730982772e-09,9.7730427811826561e-10,-7.4379944027844372e-11,-4.1093859644707946e-10,-5.9994935244498374e-10,-8.4670193690292654e-10,-8.9170788122295725e-10
0.58,1.3430750980756331e-09,9.8154392805611505e-10,-7.6242284294397238e-11,-4.1931637749542812e-10,-6.0666348928193112e-10,-8.5459557547021026e-10,-9.0020304741314152e-10
0.5825,1.3449639110499459e-09,9.8619302417748305e-10,-7.7414733148121015e-11,-4.2707723203301882e-10,-6.1276181526756985e-10,-8.6202263497347443e-10,-9.0846926474458586e-10
0.585,1.3467955410217357e-09,9.9100981180245991e-10,-7.8161830263554168e-11,-4.3447834345305625e-10,-6.1849180606394108e-10,-8.691807584432535e-10,-9.1666679335848178e-10
0.5875,1.3484312415219658e-09,9.9578996821280825e-10,-7.8744202017152689e-11,-4.4179627010285039e-10,-6.241323055174168e-10,-8.7629882521640906e-10,-9.2497893843102344e-10
0.59,1.3497112765351238e-09,1.0003073155468875e-09,-7.9436161450926227e-11,-4.4931025982263122e-10,-6.2995996241088055e-10,-8.8359995028531363e-10,-9.3357163522080145e-10
0.5925,1.350511674236807e-09,1.0043665091630889e-09,-8.0497824101344996e-11,-4.572953324232881e-10,-6.3625673702978828e-10,-8.9132038905340579e-10,-9.4261919859834612e-10
0.595,1.3507469172900341e-09,1.0078091101920321e-09,-8.216843932422737e-11,-4.6601867960367608e-10,-6.4330240435985827e-10,-8.9970652310117363e-10,-9.5230591647331237e-10
0.5975,1.3503995596700663e-09,1.0105405104129562e-09,-8.4647055589420495e-11,-4.7572322380212075e-10,-6.5136485000389117e-10,-9.0901030141414264e-10,-9.6282596620410427e-10
0.6,1.3493463271849068e-09,1.0123788352478461e-09,-8.8157131819302558e-11,-4.8662159068643694e-10,-6.6065628703555466e-10,-9.1941982916874416e-10,-9.7430357775874964e-10
0.6025,1.3475811223672127e-09,1.0132517863826903e-09,-9.2858376823067531e-11,-4.9891267046690643e-10,-6.7139659925123976e-10,-9.3115745454616659e-10,-9.8691546084582835e-10
0.605,1.3451345621961638e-09,1.0131298883971481e-09,-9.8869434479192979e-11,-5.1275841121461128e-10,-6.837712952643391e-10,-9.4442025846067711e-10,-1.0008248048345668e-09
0.6075,1.3420089522541074e-09,1.0119739248561661e-09,-1.0628747240512415e-10,-5.2826424413134391e-10,-6.9789552690932689e-10,-9.5933494632189029e-10,-1.0161336213476378e-09
0.61,1.3382423954325701e-09,1.0097935552249854e-09,-1.1514993723350365e-10,-5.4547844733695921e-10,-7.1382554805817101e-10,-9.7597482974061446e-10,-1.0329058745958173e-09
0.6125,1.3338866832964164e-09,1.0066294558201798e-09,-1.2543695745639608e-10,-5.6439286970682674e-10,-7.3155978248189169e-10,-9.9435673754652835e-10,-1.0511641308190659e-09
0.615,1.3290337136964138e-09,1.0025776572971156e-09,-1.37061904071958e-10,-5.8494072410642684e-10,-7.5103944943799008e-10,-1.0144459116423978e-09,-1.070894781883834e-09
0.6175,1.3237684621337745e-09,9.9774772465574221e-10,-1.498944181983167e-10,-6.0698414707222078e-10,-7.7212505019408508e-10,-1.0361218131102737e-09,-1.0920089261888599e-09
0.62,1.3181665935819742e-09,9.9225682845854974e-10,-1.637701335224896e-10,-6.3034050736179255e-10,-7.946252899972555e-10,-1.0592073462107937e-09,-1.1143695516472905e-09
0.6225,1.3123497543734582e-09,9.862785729195967e-10,-1.7846613905526056e-10,-6.547785481561367e-10,-8.183060454162074e-10,-1.0834877118082787e-09,-1.1378126822320116e-09
0.625,1.3064124872925059e-09,9.7997216504315536e-10,-1.9375576016436378e-10,-6.8003964178189429e-10,-8.4289762824332082e-10,-1.1087051799535485e-09,-1.1621344766372402e-09
0.6275,1.300426835785983e-09,9.7348519669768927e-10,-2.0938922353277577e-10,-7.0583103316491645e-10,-8.6808989182496565e-10,-1.1345572686387032e-09,-1.1870856507217709e-09
0.63,1.2944556191817186e-09,9.6695999523835625e-10,-2.2511913784362786e-10,-7.3185972637457711e-10,-8.9357182555900143e-10,-1.1607388909269771e-09,-1.212414690773822e-09
0.6325,1.2885827262921187e-09,9.6055644562205887e-10,-2.4069138768606906e-10,-7.5783657257726707e-10,-9.1904337249751623e-10,-1.1869602887835147e-09,-1.237885359858039e-09
0.635,1.2829077914802167e-09,9.5444436525833323e-10,-2.5586065072504674e-10,-7.8349340210976055e-10,-9.4423330473603973e-10,-1.2129643938444044e-09,-1.2632910058239285e-09
0.6375,1.2774243657636923e-09,9.4869156893562361e-10,-2.7044202053072699e-10,-8.0857985495938294e-10,-9.6886976466522953e-10,-1.2384812877845975e-09,-1.2883986107831413e-09
0.64,1.2722181955567462e-09,9.4343742274435706e-10,-2.842437314934166e-10,-8.328932752001586e-10,-9.9275265326937091e-10,-1.2633286538915647e-09,-1.313063398616786e-09
0.6425,1.2672688148007346e-09,9.3871350450086346e-10,-2.971495754624432e-10,-8.5626737858815613e-10,-1.0157041751878964e-09,-1.2873345487360814e-09,-1.337135030174728e-09
0.645,1.26261419035122e-09,9.3458766694195933e-10,-3.0906550297076299e-10,-8.7860380032882365e-10,-1.0376328612777515e-09,-1.3104255663429147e-09,-1.3605579135943075e-09
0.6475,1.2582378666156116e-09,9.3106330449264239e-10,-3.1995843711902699e-10,-8.9985179289798443e-10,-1.0584905120415567e-09,-1.3325645871114847e-09,-1.3832990961957173e-09
0.65,1.2541134490684449e-09,9.2811701793872046e-10,-3.2984149361955024e-10,-9.2001551718560616e-10,-1.0782833721574641e-09,-1.3537657039845878e-09,-1.4053654585909255e-09
0.6525,1.2502186356468493e-09,9.257106241559602e-10,-3.38785539727444e-10,-9.391687252341287e-10,-1.0970966321600173e-09,-1.3741228672916663e-09,-1.4268345409709881e-09
0.655,1.2465140337215623e-09,9.2377264884913692e-10,-3.4690536061624067e-10,-9.5744677810549993e-10,-1.1150784744586036e-09,-1.3937868357939884e-09,-1.4478295904423224e-09
0.6575,1.2429524578903643e-09,9.2221094951389383e-10,-3.5435555402332257e-10,-9.7502656238507632e-10,-1.1324180436536262e-09,-1.4129433392636168e-09,-1.468499176528935e-09
0.66,1.2394502043189883e-09,9.2089078384942402e-10,-3.6133217201670416e-10,-9.9212147287906314e-10,-1.1493347426286956e-09,-1.4317969643012177e-09,-1.4890016468868905e-09
