Physical Time (s),phi_alt_flux_top Monitor (kg-m/s^3): top_cv1,phi_alt_flux_top Monitor (kg-m/s^3): top_cv2,phi_alt_flux_top Monitor (kg-m/s^3): top_cv3,phi_alt_flux_top Monitor (kg-m/s^3): top_cv4,phi_alt_flux_top Monitor (kg-m/s^3): top_cv5,phi_alt_flux_top Monitor (kg-m/s^3): top_cv6,phi_alt_flux_top Monitor (kg-m/s^3): top_cv7
3.35,1.9994031839760858e-11,2.4870684060851081e-11,3.2611975919729037e-11,4.1813231050322495e-11,6.0081224234310899e-11,1.4653027369191175e-10,-9.5272132156688717e-10
3.3525,2.0096531679500585e-11,2.4882576129900556e-11,3.2655917399167096e-11,4.1837706298978178e-11,5.9866459262073178e-11,1.4600409215671466e-10,-9.3785387221427409e-10
3.355,2.0183373451569755e-11,2.4879186771245662e-11,3.2681693020237567e-11,4.184039423660332e-11,5.962824490136058e-11,1.4544178049830181e-10,-9.2318839585557522e-10
3.3575,2.0255431903456141e-11,2.4862500830810582e-11,3.2691292645220577e-11,4.182337727977372e-11,5.9369110538458559e-11,1.4484430076979929e-10,-9.0871281914141693e-10
3.36,2.0327925836346737e-11,2.4850009222502866e-11,3.2705254064660052e-11,4.1809426840346976e-11,5.9115366334883359e-11,1.4424419969744381e-10,-8.9439740185236472e-10
3.3625,2.0404455163347816e-11,2.4845113196623804e-11,3.272676061027919e-11,4.1802153426273217e-11,5.8870459257199326e-11,1.4364625819426124e-10,-8.8024086960779097e-10
3.365,2.0464240983457149e-11,2.4825367500699024e-11,3.2730298795931012e-11,4.1772019344875279e-11,5.8602231689138888e-11,1.4301349062118099e-10,-8.6626793959731201e-10
3.3675,2.0522517683135946e-11,2.4808774418171319e-11,3.2737092845134183e-11,4.174374938489876e-11,5.8338761937199968e-11,1.4237909319808038e-10,-8.5245681586192442e-10
3.37,2.059862986578103e-11,2.4817348135197306e-11,3.2772055881571393e-11,4.1745853670977604e-11,5.8111115143633979e-11,1.4177879896755085e-10,-8.3877466713808806e-10
3.3725,2.0656571180275395e-11,2.4810324097929741e-11,3.2788398562114039e-11,4.1724772836114759e-11,5.7860684140500261e-11,1.4114668165750425e-10,-8.2527456634665237e-10
3.375,2.0715699957204073e-11,2.4810070015847996e-11,3.2810999376163591e-11,4.170888426958271e-11,5.761800649288372e-11,1.4051726169081264e-10,-8.1192548358185649e-10
3.3775,2.0759653462816911e-11,2.4797606951464598e-11,3.2817839270795522e-11,4.167209908913982e-11,5.7354687965028128e-11,1.3985867609076788e-10,-7.9876112918347152e-10
3.38,2.0803373796388951e-11,2.4790684522977995e-11,3.2829168447368649e-11,4.1638403476462049e-11,5.709752925912288e-11,1.392018555251584e-10,-7.8576145003149886e-10
3.3825,2.084614153976855e-11,2.4788429611898645e-11,3.2845135499194243e-11,4.1608512414127346e-11,5.6848178326589367e-11,1.3854890951581077e-10,-7.729191729390093e-10
3.385,2.0885108165971559e-11,2.4788239484072877e-11,3.2863640469511746e-11,4.1581625804686613e-11,5.6606546696912644e-11,1.3790048851588042e-10,-7.6022886274768643e-10
3.3875,2.0890803451596958e-11,2.4755469303866997e-11,3.284334704919561e-11,4.1509174744293744e-11,5.6317218413187665e-11,1.3719406476042666e-10,-7.4774887937289329e-10
3.39,2.0911669631291522e-11,2.4746995742152235e-11,3.2849243822783628e-11,4.1465759368803983e-11,5.6063726553922793e-11,1.3652394324510563e-10,-7.3538342392351537e-10
3.3925,2.0914947797962217e-11,2.4724578955781916e-11,3.2836721252318451e-11,4.1398857374901557e-11,5.5786812871595465e-11,1.3582495627573822e-10,-7.2320171145948028e-10
3.395,2.0895671016146791e-11,2.4683177122958586e-11,3.2801177955290895e-11,4.1305758169727546e-11,5.5485454235295965e-11,1.350958061251531e-10,-7.112084205787834e-10
3.3975,2.0873867291307658e-11,2.4645900063398539e-11,3.2769303467310761e-11,4.1214886554204052e-11,5.5190990047857977e-11,1.3437321416415423e-10,-6.9936446588223516e-10
3.4,2.0851371863711423e-11,2.4614566198017011e-11,3.2742348314297148e-11,4.1127782449184228e-11,5.4904674831157363e-11,1.3365795748169613e-10,-6.8766795308256996e-10
3.4025,2.0807119298523203e-11,2.4565098553764517e-11,3.2692769733761336e-11,4.1014075725970233e-11,5.4592331193353543e-11,1.3291247108146312e-10,-6.7614979899629545e-10
3.405,2.0791034163282728e-11,2.4555937153926257e-11,3.2687937492535607e-11,4.0951219122063525e-11,5.4341417932677529e-11,1.3223547116112732e-10,-6.6472763766277251e-10
3.4075,2.0754730936557144e-11,2.4530812789689538e-11,3.2662607344704572e-11,4.086450985319375e-11,5.406800477381866e-11,1.3153120912258137e-10,-6.5348354296720589e-10
3.41,2.0714011669731033e-11,2.4507853282273984e-11,3.2637786789564217e-11,4.0778261271134875e-11,5.3799352842569033e-11,1.3083137029880636e-10,-6.4238628417452016e-10
3.4125,2.0654705437535866e-11,2.4470513741249174e-11,3.2593432084075792e-11,4.0668702587133097e-11,5.3508036348285633e-11,1.3010319730531968e-10,-6.3146203281893884e-10
3.415,2.0590906067360012e-11,2.4435036353634878e-11,3.2549353119680279e-11,4.0559423509510535e-11,5.3221128331839377e-11,1.2937942521590853e-10,-6.20684740261731e-10
3.4175,2.0520788824277784e-11,2.4399757316089955e-11,3.2502784882897736e-11,4.0448267601830455e-11,5.2937008596246667e-11,1.2865933581395038e-10,-6.1005483292370843e-10
3.42,2.0432239042356534e-11,2.4350261196591144e-11,3.2436736012625331e-11,4.031525937376479e-11,5.2632074694022285e-11,1.2791340463313671e-10,-5.9959486588182825e-10
3.4225,2.0356186097006188e-11,2.4322004459480328e-11,3.239278102111807e-11,4.0208174770368906e-11,5.2359747700236238e-11,1.2720529916965575e-10,-5.8924832630361265e-10
3.425,2.0274811152022726e-11,2.4294738638421689e-11,3.2347236568439897e-11,4.0100068736796806e-11,5.2091303272158487e-11,1.2650218771497132e-10,-5.7904384887305181e-10
3.4275,2.0186380459544242e-11,2.4266270997910151e-11,3.2297828529219164e-11,3.9989224465596321e-11,5.1824685343037957e-11,1.2580088937138043e-10,-5.6898240127315553e-10
3.43,2.0075567818527631e-11,2.4218799385368874e-11,3.2223793860174487e-11,3.9851086594992782e-11,5.1532575636939465e-11,1.2507139720667104e-10,-5.5908780064647939e-10
3.4325,1.9960444585014049e-11,2.4172496734295156e-11,3.2148350814918853e-11,3.971323038785025e-11,5.1245838987057815e-11,1.2434791400089171e-10,-5.4932979691114086e-10
3.435,1.9840869827383133e-11,2.4126830425159255e-11,3.2070729560096542e-11,3.9574937779161213e-11,5.0962838331356993e-11,1.2362916616008252e-10,-5.3970832659017963e-10
3.4375,1.971495210037337e-11,2.4079267767793264e-11,3.1988513773926336e-11,3.9433510292412066e-11,5.068096865130294e-11,1.2291261357018177e-10,-5.3022498539194985e-10
3.44,1.9599458031279912e-11,2.4048583688880635e-11,3.1923966275663206e-11,3.9314606036321165e-11,5.0429322806909657e-11,1.2223156993849805e-10,-5.208494882613221e-10
3.4425,1.9459756011738344e-11,2.3994998506826992e-11,3.1830753706932026e-11,3.9164983901502194e-11,5.0148093615691152e-11,1.2151630940028381e-10,-5.1164202882607525e-10
3.445,1.933029359565274e-11,2.3958106579106413e-11,3.1754261067131773e-11,3.9037434209531435e-11,4.9896199912251544e-11,1.2083686080162457e-10,-5.0253608370552804e-10
3.4475,1.9196134249431389e-11,2.3920175121319512e-11,3.1673998736310874e-11,3.8907172236607635e-11,4.9644803693077028e-11,1.2015834994145419e-10,-4.9356156096741742e-10
3.45,1.9056131208798451e-11,2.3879196792100898e-11,3.1587970729425069e-11,3.8773224028640701e-11,4.9394876666799385e-11,1.1948273299431751e-10,-4.8471278206264853e-10
3.4525,1.8909913270999259e-11,2.3834569992322441e-11,3.1495702187705636e-11,3.8635951299126498e-11,4.9146455579711601e-11,1.1881014026877185e-10,-4.759902041104322e-10
3.455,1.8761403226849728e-11,2.3789029865257298e-11,3.1399266634560038e-11,3.8495566613284769e-11,4.8898305887477392e-11,1.181391571156486e-10,-4.6739152583885249e-10
3.4575,1.8605131886197556e-11,2.3736845350217881e-11,3.1293662809095262e-11,3.8347365623921372e-11,4.8646889009396334e-11,1.1746629189350847e-10,-4.5891806865170603e-10
3.46,1.8442814553083187e-11,2.3679267380641585e-11,3.1180481992786309e-11,3.8193270645196471e-11,4.8393622235328843e-11,1.1679216536379775e-10,-4.5056659903480852e-10
3.4625,1.827421721578427e-11,2.3616340028267781e-11,3.1059906961958208e-11,3.8033759925428546e-11,4.8138695452469421e-11,1.1611866659727915e-10,-4.4233220869697421e-10
3.465,1.8117120647218523e-11,2.3568027487582537e-11,3.0955020580344047e-11,3.789447290203156e-11,4.7911428455265064e-11,1.1547832992600868e-10,-4.3418440513664095e-10
3.4675,1.7956003846648271e-11,2.3514955169560056e-11,3.0843164933306164e-11,3.7749739218201014e-11,4.7682192285519815e-11,1.1483729452760847e-10,-4.26151174615157e-10
3.47,1.7773257021631044e-11,2.3436976454927954e-11,3.0701796770367338e-11,3.7574483419849255e-11,4.7422407914766466e-11,1.1416288132566172e-10,-4.1826187320914486e-10
3.4725,1.7567246080239761e-11,2.3331725103504612e-11,3.0528440280209993e-11,3.736625520754545e-11,4.7129192618571461e-11,1.1345054339939668e-10,-4.1051924691424648e-10
3.475,1.7373510719183379e-11,2.3240541755883748e-11,3.0370513927495229e-11,3.7178722226541854e-11,4.6862402963308315e-11,1.1277075592856478e-10,-4.0285723178893396e-10
3.4775,1.7175416603824014e-11,2.3142171934482643e-11,3.0204305723117731e-11,3.6984406303945398e-11,4.6592748215552063e-11,1.1209024924598077e-10,-3.9530441875500985e-10
3.48,1.6974617987131814e-11,2.3038264228779606e-11,3.0032108486061203e-11,3.6785770725655053e-11,4.6322327728088272e-11,1.1140910614865311e-10,-3.8785906186684401e-10
3.4825,1.6801364391461811e-11,2.2963929444295726e-11,2.989443633776858e-11,3.6629308290532141e-11,4.6104601818643451e-11,1.1079209123668207e-10,-3.8045970999621937e-10
3.485,1.6626650923835598e-11,2.2885202707606977e-11,2.9751980295669874e-11,3.6469868845361479e-11,4.5885883423504109e-11,1.1017369407356163e-10,-3.7316362474502597e-10
3.4875,1.646565343327958e-11,2.2819322831211084e-11,2.9625375307682771e-11,3.633094361161268e-11,4.5693914377786908e-11,1.0958851618567403e-10,-3.6593761006118932e-10
3.49,1.6301594908195923e-11,2.2746893627039955e-11,2.9492137325196796e-11,3.6187067572747268e-11,4.5500121454027208e-11,1.0900301261452246e-10,-3.5881260262095194e-10
3.4925,1.6117870552470842e-11,2.264764530837781e-11,2.9329468522404488e-11,3.6012026673874028e-11,4.5274233938016323e-11,1.0838298578386467e-10,-3.518174229400309e-10
3.495,1.5963398165747029e-11,2.2577901303521671e-11,2.9202311986415358e-11,3.5879704854706082e-11,4.510009610963832e-11,1.0782557739387049e-10,-3.4486266686678448e-10
3.4975,1.5791709693932865e-11,2.2483185729355396e-11,2.9047588529358998e-11,3.5718165128298267e-11,4.4895927732193481e-11,1.0723539537548928e-10,-3.3803285589166567e-10
3.5,1.5632711730959231e-11,2.2398269586790835e-11,2.8906555373586691e-11,3.5574644571092111e-11,4.4714897098778997e-11,1.0667398158300015e-10,-3.3127129369386554e-10
3.5025,1.5475380291377146e-11,2.2309761838742552e-11,2.876319014907624e-11,3.5430749646446515e-11,4.4535602577280014e-11,1.0611468385025921e-10,-3.2460063606267007e-10
3.505,1.5349475467050974e-11,2.2252080094973359e-11,2.8657581641722157e-11,3.5331646885399745e-11,4.4409512705937585e-11,1.0561948126676921e-10,-3.1796507198937837e-10
3.5075,1.5224157819023448e-11,2.2188991886156169e-11,2.854808497095029e-11,3.5229554909808897e-11,4.4283081911170337e-11,1.0512623314145279e-10,-3.1142000179958617e-10
3.51,1.5083674243082419e-11,2.2101834012517749e-11,2.8412465824621939e-11,3.5099704491765967e-11,4.4127846352051899e-11,1.046005164330274e-10,-3.0499657928755114e-10
3.5125,1.4962733565838708e-11,2.2030614384321751e-11,2.8297594573517266e-11,3.499426105337466e-11,4.4000814487216433e-11,1.0410812258687127e-10,-2.9863385845927402e-10
3.515,1.4858410682784166e-11,2.1972089765193304e-11,2.8199638650242858e-11,3.4910347468802995e-11,4.3899506114263393e-11,1.0364764057499931e-10,-2.9233410668646715e-10
3.5175,1.4759470003871529e-11,2.1912199452436496e-11,2.810268892091069e-11,3.4828355303962229e-11,4.3801870983396941e-11,1.0319179825636759e-10,-2.8612049795368001e-10
3.52,1.4646818478361011e-11,2.1829093162458337e-11,2.7981217218709347e-11,3.4719885404966776e-11,4.3675639309639185e-11,1.0270341377779316e-10,-2.8002882384209206e-10
3.5225,1.4570385575861303e-11,2.1780807493918063e-11,2.7902064912184249e-11,3.4660155108612245e-11,4.3605968484752464e-11,1.0228110190115301e-10,-2.7396894471590026e-10
3.525,1.4480606700222458e-11,2.1709665764860666e-11,2.7799729129524767e-11,3.4576114916608521e-11,4.3510209941804398e-11,1.0182881176224532e-10,-2.6802905444524748e-10
3.5275,1.4411625818089959e-11,2.1655113747724725e-11,2.7718891007767477e-11,3.4517205618057795e-11,4.3443215735822742e-11,1.0141080836474544e-10,-2.6215298095722251e-10
3.53,1.4347296051056428e-11,2.159820414269387e-11,2.7637844413576293e-11,3.4458449673427414e-11,4.3376625872800851e-11,1.0099171333072831e-10,-2.5637312611390445e-10
3.5325,1.427305894954507e-11,2.1521984990501953e-11,2.7536823549303772e-11,3.4376918460194108e-11,4.3284612524956073e-11,1.005419288486711e-10,-2.5071938120408563e-10
3.535,1.4220804316792719e-11,2.1464088860380383e-11,2.7458860513232266e-11,3.4321605784655755e-11,4.3222313594172744e-11,1.0012607042123315e-10,-2.4513371438133887e-10
3.5375,1.4174367427942801e-11,2.1405627649908924e-11,2.7382855954261718e-11,3.4268259733882224e-11,4.3162473206353415e-11,9.9712415567818095e-11,-2.3964666274141666e-10
3.54,1.4149707011006022e-11,2.1365223877954695e-11,2.7329976344120415e-11,3.4242409499530007e-11,4.3133096325847751e-11,9.9332716681661511e-11,-2.3423001617372203e-10
3.5425,1.4147943139957245e-11,2.1343881454922756e-11,2.7301010395908216e-11,3.4243640994481747e-11,4.3133840238491962e-11,9.8985608371658308e-11,-2.2888613556898233e-10
3.545,1.4150762382016444e-11,2.1321142605680964e-11,2.7273735519435999e-11,3.4247223364391546e-11,4.3136254255556082e-11,9.8638889779116734e-11,-2.23647358805126e-10
3.5475,1.4145305553341064e-11,2.1281668175857341e-11,2.7229591551290135e-11,3.4231355543768813e-11,4.3115839618696147e-11,9.8260941528878939e-11,-2.1854475483098843e-10
3.55,1.4180076007923225e-11,2.1281546126527185e-11,2.7232705168593209e-11,3.4269072630115826e-11,4.315532727732686e-11,9.7949393217935325e-11,-2.1348837389987843e-10
3.5525,1.4207274884713288e-11,2.1265679244166205e-11,2.7219452114380672e-11,3.4287477350482574e-11,4.3171892362658519e-11,9.760759367601002e-11,-2.0857198674376785e-10
3.555,1.4240781110909923e-11,2.1250620290227576e-11,2.720940901669667e-11,3.4309740065309271e-11,4.3191612285509345e-11,9.7265089631851365e-11,-2.0376892458427213e-10
3.5575,1.4313500219732726e-11,2.1274492135472312e-11,2.7246566462248176e-11,3.4385475257048271e-11,4.3271151964630418e-11,9.6989739593363282e-11,-1.9901856660723622e-10
3.56,1.4395949393422109e-11,2.1303402236264341e-11,2.7291087459424957e-11,3.4468709641540089e-11,4.335821084796222e-11,9.6719723282729433e-11,-1.9437936392950092e-10
3.5625,1.4487974280593231e-11,2.1337087910241546e-11,2.7342333931028908e-11,3.4558676894635569e-11,4.3450967514752742e-11,9.6451628910314225e-11,-1.8985692826059388e-10
3.565,1.4586889656943966e-11,2.1373403782495294e-11,2.7398340827096468e-11,3.4652854238389366e-11,4.354685683380869e-11,9.6183371149809296e-11,-1.854539048223636e-10
3.5675,1.4678869752265683e-11,2.1395664763537281e-11,2.7439357538207458e-11,3.4729079564160394e-11,4.362053253608222e-11,9.5884033496473136e-11,-1.8120225659033305e-10
3.57,1.4778280055995942e-11,2.1420941169133028e-11,2.7485458255088473e-11,3.4810220574275955e-11,4.3699021997925514e-11,9.5585924798901352e-11,-1.7707191745647321e-10
3.5725,1.4901422232137494e-11,2.1468782908690072e-11,2.7558481673049382e-11,3.4921634545255708e-11,4.38097102620466e-11,9.5320064917142267e-11,-1.7303361699071224e-10
3.575,1.5017765914883897e-11,2.1504418334710545e-11,2.7619045576233003e-11,3.5017690918785796e-11,4.3900459676927382e-11,9.5025621538046279e-11,-1.6914650091291047e-10
3.5775,1.5173291093938082e-11,2.1580619917581191e-11,2.7727872846592923e-11,3.516685349957911e-11,4.4049042175638085e-11,9.479386899299654e-11,-1.6532359280711606e-10
3.58,1.5321498451002768e-11,2.164414134245978e-11,2.7823009061115793e-11,3.5299135373575459e-11,4.4176470269769861e-11,9.453115788500206e-11,-1.6165337205623325e-10
3.5825,1.5459333247239784e-11,2.1692236591605723e-11,2.7900915822747393e-11,3.5410034793825004e-11,4.4277788362374382e-11,9.4233583656779908e-11,-1.5814020839898023e-10
3.585,1.5621323463042842e-11,2.176441591761846e-11,2.8007747809571815e-11,3.5551529656598851e-11,4.4411813483895403e-11,9.3969760077535106e-11,-1.5471736234019276e-10
3.5875,1.5805623168811758e-11,2.1859333863901282e-11,2.8141094239938659e-11,3.5721997954888287e-11,4.457670001581856e-11,9.373781792149553e-11,-1.5138738283196764e-10
3.59,1.597917837596228e-11,2.1939113163844752e-11,2.8257781355501211e-11,3.5871748972138505e-11,4.4715575737195653e-11,9.3470562959381978e-11,-1.4821354522461593e-10
3.5925,1.6174380559942379e-11,2.2041576656686323e-11,2.8401054871713055e-11,3.6049927413913033e-11,4.4885158400665916e-11,9.3235621422450398e-11,-1.4512898087216766e-10
3.595,1.6359356923510466e-11,2.2130272711026299e-11,2.8529402438253273e-11,3.6208108406997176e-11,4.5029614740586999e-11,9.2966659414846878e-11,-1.422024805976765e-10
3.5975,1.6548100179866791e-11,2.2222260888247849e-11,2.8662139360432095e-11,3.6370372349936691e-11,4.517607172117816e-11,9.2695044947720327e-11,-1.3940033570538323e-10
3.6,1.6729249861967793e-11,2.2303701970083673e-11,2.8782855671689204e-11,3.6518342425018194e-11,4.5304562556209012e-11,9.2397096554076079e-11,-1.3674078880963324e-10
3.6025,1.6913087293015524e-11,2.2387817705701869e-11,2.8907941151905445e-11,3.6670033305571518e-11,4.5436016752012204e-11,9.2099179846560131e-11,-1.3419322113091673e-10
3.605,1.7099464761432861e-11,2.2474827348064905e-11,2.9036066902914686e-11,3.6822863897923606e-11,4.5567572960623765e-11,9.1796725876792914e-11,-1.317535665757781e-10
3.6075,1.727610999024779e-11,2.2550338187206567e-11,2.9150229174510443e-11,3.6956388307464685e-11,4.5675168436188028e-11,9.1461777269493555e-11,-1.2944864753784163e-10
3.61,1.7456607485545523e-11,2.263096463201763e-11,2.9270425026900992e-11,3.709382194840428e-11,4.5784552456492139e-11,9.1127277763056057e-11,-1.272447914793538e-10
3.6125,1.762323157790917e-11,2.2696472894025836e-11,2.9373758077410789e-11,3.721005052626175e-11,4.5868435455490753e-11,9.0760533570207348e-11,-1.251736721285816e-10
3.615,1.7789988880971234e-11,2.2764361730034826e-11,2.9480332417841073e-11,3.7327658125007063e-11,4.5953157523173081e-11,9.039268999761516e-11,-1.2320401467708647e-10
3.6175,1.7958938803227319e-11,2.2836738858958998e-11,2.9592777462978694e-11,3.74510601478795e-11,4.6043619388846993e-11,9.0029466480425841e-11,-1.2132816049668844e-10
3.62,1.8128180921858238e-11,2.2912182504655034e-11,2.9709225909752539e-11,3.7576250243952217e-11,4.6135500238884134e-11,8.9666240620698728e-11,-1.1954498967581673e-10
3.6225,1.8297422273897465e-11,2.2990372097182407e-11,2.9829195181671903e-11,3.7703174900572497e-11,4.6229174623146168e-11,8.9304266864624867e-11,-1.1784852559180338e-10
3.625,1.8484094572521091e-11,2.3092138382593197e-11,2.9975598124026816e-11,3.7857582460734669e-11,4.6353684143872585e-11,8.8978072806970623e-11,-1.1620269302801583e-10
3.6275,1.8655152634266887e-11,2.3179703795472454e-11,3.0105518462178602e-11,3.7990978155449447e-11,4.6452586666192316e-11,8.862167296490861e-11,-1.1466788111314819e-10
3.63,1.8826832028497381e-11,2.3272014079546531e-11,3.0240906579006709e-11,3.8127722253339758e-11,4.6554699388987074e-11,8.8269089454101238e-11,-1.1320599597638723e-10
3.6325,1.8980481473575543e-11,2.3348151156508092e-11,3.0357504811897474e-11,3.8241536403587789e-11,4.6631735304173444e-11,8.788734945162276e-11,-1.1184905912065048e-10
3.635,1.9130105002961499e-11,2.3425045687136805e-11,3.0475229786494157e-11,3.8355168963473268e-11,4.6709613374756938e-11,8.7509760879392001e-11,-1.1055991877931663e-10
3.6375,1.9264493114089437e-11,2.3489108790891705e-11,3.0577642760013503e-11,3.8448225886542373e-11,4.676264840209097e-11,8.7104995336392328e-11,-1.0936040309510851e-10
3.64,1.9396084475097098e-11,2.3555398602152744e-11,3.0682701378256233e-11,3.8541252498496805e-11,4.68155738648787e-11,8.6703213913382819e-11,-1.0821181430481809e-10
3.6425,1.9522488403122441e-11,2.362220965711047e-11,3.0788172112734348e-11,3.8632455907696172e-11,4.6867579805436691e-11,8.6301986662629326e-11,-1.0710340242816035e-10
3.645,1.9631912946012306e-11,2.3675606232096365e-11,3.0877610501828465e-11,3.8703458380672213e-11,4.6896607306164335e-11,8.5876865972908729e-11,-1.0606457469332843e-10
3.6475,1.9734194398246956e-11,2.3727581751495639e-11,3.0965053544423013e-11,3.8770755627185655e-11,4.6922031279171396e-11,8.5451908481200704e-11,-1.0507220234514351e-10
3.65,1.981656251253185e-11,2.3763373154547504e-11,3.1033334214366577e-11,3.8814297452154434e-11,4.6921108990627557e-11,8.4999484460115548e-11,-1.0414973158821163e-10
3.6525,1.9893820931044205e-11,2.3799863284216095e-11,3.1102128465173375e-11,3.8857005779831054e-11,4.6920539166667406e-11,8.4552962772153933e-11,-1.0326055558703318e-10
3.655,1.9965136981746845e-11,2.3837169168064656e-11,3.1171072351829091e-11,3.8898793293420412e-11,4.6919722621852153e-11,8.4110639865803622e-11,-1.024008965498696e-10
3.6575,2.0031458823859352e-11,2.3875741205506993e-11,3.124100551518667e-11,3.8939711709604635e-11,4.6918857208690389e-11,8.3673114368922781e-11,-1.0156591551047259e-10
3.66,2.0106570750819541e-11,2.3932215264669934e-11,3.1330957321311355e-11,3.9002871685329623e-11,4.6944443157603001e-11,8.3272478827227513e-11,-1.0071946691546271e-10
3.6625,2.0159844244550657e-11,2.3970776700391323e-11,3.1399043333428427e-11,3.9039866958628642e-11,4.6942612806320207e-11,8.2845910204480735e-11,-9.9919714248865875e-11
3.665,2.0191365565580886e-11,2.3991306016193117e-11,3.1445391226686586e-11,3.9051020973679893e-11,4.6912662288479996e-11,8.2392719161963255e-11,-9.9164209740114712e-11
3.6675,2.0215826586269264e-11,2.401231512545336e-11,3.1491416392921928e-11,3.9061336054953112e-11,4.6882868433979583e-11,8.1945634262367821e-11,-9.8416868302526636e-11
3.67,2.0234435934841496e-11,2.4033938355175708e-11,3.153707983096757e-11,3.9069749870583766e-11,4.6852494185555278e-11,8.1504192852804632e-11,-9.7675592776301722e-11
3.6725,2.0245402131289522e-11,2.4054575829260094e-11,3.1580560059120158e-11,3.9075567339232517e-11,4.6821530212141781e-11,8.1068960939731839e-11,-9.6938794111381632e-11
3.675,2.0229751088450009e-11,2.4052570839988468e-11,3.1597570127913354e-11,3.9051862539988376e-11,4.6759547144989567e-11,8.0605960654399579e-11,-9.6236802084556933e-11
3.6775,2.0209789662068171e-11,2.4052880030999549e-11,3.161587021548918e-11,3.9028548925368116e-11,4.669849003301668e-11,8.0150002288393616e-11,-9.5532880584842013e-11
3.68,2.0183847543064134e-11,2.4053959663692502e-11,3.1632961662607015e-11,3.9003976404816772e-11,4.6636301008492861e-11,7.9700827520521843e-11,-9.4824957735308144e-11
3.6825,2.0134168250148107e-11,2.403512085622323e-11,3.1625405349318129e-11,3.8951301521548621e-11,4.6543783451813341e-11,7.9223113117905568e-11,-9.4146783396618593e-11
3.685,2.0093297194112392e-11,2.4033663360694001e-11,3.1636298600075567e-11,3.8920315816206802e-11,4.6478686207165014e-11,7.8784309048217558e-11,-9.3430389513196778e-11
3.6875,2.0032197658741707e-11,2.4015066325859789e-11,3.1625735959737939e-11,3.8864753444426203e-11,4.6387752361809545e-11,7.8321916517617925e-11,-9.2734064057165075e-11
3.69,1.9965103602479901e-11,2.3996280764404389e-11,3.1613313812749194e-11,3.8807389667547936e-11,4.6297317734552572e-11,7.7867228439934381e-11,-9.2026489652369535e-11
3.6925,1.9891987535825815e-11,2.3976763991295482e-11,3.1597958036039196e-11,3.8747370274101834e-11,4.6205658716545001e-11,7.7417936273611662e-11,-9.1308149064479378e-11
3.695,1.982807513669931e-11,2.3974108459040251e-11,3.1600239018326162e-11,3.8708407242932192e-11,4.6140583386742217e-11,7.7007298895209218e-11,-9.0545262439197316e-11
3.6975,1.9726214480918108e-11,2.3933353103552284e-11,3.1556795171934282e-11,3.8618489653156829e-11,4.6019592432467528e-11,7.6538917247755757e-11,-8.9830602869843254e-11
3.7,1.9636688062107128e-11,2.3912289668254247e-11,3.1533464826627303e-11,3.8552817795936252e-11,4.5927057379192179e-11,7.6110305551013089e-11,-8.9067949362382935e-11
3.7025,1.9539994169985995e-11,2.3887914904662413e-11,3.1504556882483357e-11,3.8481346360626146e-11,4.5830065081873345e-11,7.5685103377198e-11,-8.8292145094858595e-11
3.705,1.9439029149094263e-11,2.3863141030767344e-11,3.1473443007679848e-11,3.8408774699190365e-11,4.5733409030310777e-11,7.5267710534325535e-11,-8.7497745658143481e-11
3.7075,1.933561362958592e-11,2.3839034820501914e-11,3.1440676672314533e-11,3.8334544295374575e-11,4.5636779794909459e-11,7.4857442472403e-11,-8.6684106755962582e-11
3.71,1.9213111878223056e-11,2.3796632506703115e-11,3.1384393502497626e-11,3.8234151614212158e-11,4.5512806214884163e-11,7.4421418830794323e-11,-8.5883330067073143e-11
3.7125,1.9101622439986153e-11,2.3770547039869684e-11,3.1345000169786236e-11,3.815531204473581e-11,4.5413152787037956e-11,7.4020762813209849e-11,-8.5035714278328355e-11
3.715,1.9004253866014069e-11,2.3763671960554639e-11,3.1325497094920644e-11,3.8100093681725314e-11,4.5342458344027938e-11,7.3660226223803262e-11,-8.4135815940694699e-11
3.7175,1.890387168993971e-11,2.3755426433738041e-11,3.1301831997591711e-11,3.8042225560801246e-11,4.5271491458226501e-11,7.3305265102982129e-11,-8.3216868326055249e-11
3.72,1.8802723938826828e-11,2.3748199228545382e-11,3.1276676951148602e-11,3.7983731961767593e-11,4.5200858108524346e-11,7.2956621070870102e-11,-8.2279303211657066e-11
3.7225,1.8683565730929001e-11,2.3721135542949559e-11,3.1227023645697534e-11,3.789882951402926e-11,4.5102374428106465e-11,7.2580456989463847e-11,-8.135594394753306e-11
3.725,1.8578230214636329e-11,2.3711357209271857e-11,3.1194565582375486e-11,3.7835780483636182e-11,4.5030324260903278e-11,7.2240786715716786e-11,-8.0385275084521767e-11
3.7275,1.8469064394465788e-11,2.3697819974653772e-11,3.11565824536416e-11,3.7768139848345781e-11,4.4954524243898208e-11,7.1901297844162706e-11,-7.9402813143070109e-11
3.73,1.8357569663436502e-11,2.3681877745375358e-11,3.1113465069786346e-11,3.7696529039634194e-11,4.4875726009784777e-11,7.1564624213118849e-11,-7.8406681130270123e-11
3.7325,1.8245714662118591e-11,2.3665226338065044e-11,3.1067687482406368e-11,3.7624115938451694e-11,4.4797355200401126e-11,7.1232293137977779e-11,-7.7397645510396045e-11
3.735,1.8119698607587364e-11,2.3630483275501849e-11,3.0999246809542408e-11,3.7527352740289646e-11,4.4692403706986598e-11,7.0873429085127786e-11,-7.6406305511632215e-11
