Physical Time (s),enth_flux_pressure_right Monitor (kg-m/s^3): right_cv1,enth_flux_pressure_right Monitor (kg-m/s^3): right_cv2,enth_flux_pressure_right Monitor (kg-m/s^3): right_cv3,enth_flux_pressure_right Monitor (kg-m/s^3): right_cv4,enth_flux_pressure_right Monitor (kg-m/s^3): right_cv5,enth_flux_pressure_right Monitor (kg-m/s^3): right_cv6,enth_flux_pressure_right Monitor (kg-m/s^3): right_cv7
4.11,0.00013244435891453289,5.8644089473133658e-05,4.5460183570629077e-05,3.8990260029426699e-05,3.2780292854905576e-05,2.1646009562860109e-05,1.0771895303394246e-05
4.1125,0.00013329873720945503,5.6556838382540209e-05,4.4329107616042199e-05,3.8361282874008045e-05,3.2472128380962677e-05,2.1534383705910548e-05,1.0503424622518361e-05
4.115,0.00013419846700507248,5.4505768376369185e-05,4.3184888589323513e-05,3.7722050367743893e-05,3.2149944695670642e-05,2.1449524839561762e-05,1.0276378523061453e-05
4.1175,0.00013513299191403276,5.2541485701363694e-05,4.204480290580897e-05,3.7080425541394464e-05,3.1828724979936518e-05,2.138555208968707e-05,1.0090288847627935e-05
4.12,0.00013608605992057517,5.070103846064175e-05,4.0928011547775985e-05,3.6445961058186782e-05,3.1511234323628376e-05,2.1337081282626767e-05,9.9449769901370544e-06
4.1225,0.00013704344121232511,4.9007188187706073e-05,3.9850195197921825e-05,3.5830198743192023e-05,3.1200674731164169e-05,2.1310805368542768e-05,9.8403319657338552e-06
4.125,0.00013798785539387057,4.7478058773242927e-05,3.8827882011835644e-05,3.5242117127269986e-05,3.0900203052088353e-05,2.1308088131270165e-05,9.7757094257361877e-06
4.1275,0.00013890540146661059,4.612118150282159e-05,3.7875293981331336e-05,3.469054446749007e-05,3.0618571287394836e-05,2.1328829290789078e-05,9.7499545110449085e-06
4.13,0.00013978534301456127,4.4936989335467971e-05,3.7005067197225109e-05,3.4182970151060119e-05,3.0358318657240321e-05,2.1372918935830443e-05,9.7623111186907931e-06
4.1325,0.0001406148900979809,4.3927272961366192e-05,3.6214520606087336e-05,3.3726076998026311e-05,3.012513269327446e-05,2.1447208395444998e-05,9.8133299221393204e-06
4.135,0.0001413819365277116,4.3082808985566001e-05,3.5527099799283353e-05,3.3328902408349004e-05,2.9923425752075296e-05,2.1539456774814443e-05,9.9023005247297331e-06
4.1375,0.00014207514546215488,4.239624026367299e-05,3.4941375312008586e-05,3.3000280749626545e-05,2.9756716742948471e-05,2.1658539119940539e-05,1.0027781432208123e-05
4.14,0.00014268560142791326,4.1863477054167534e-05,3.4461721036258539e-05,3.2747815863632536e-05,2.962846662005198e-05,2.1800218882265534e-05,1.018725375068157e-05
