Physical Time (s),ev_left Monitor (kg-m/s^3)
3.9975,-3.6375967663826167e-08
4.0,-3.6367134719379901e-08
4.0025,-3.6358618280095001e-08
4.005,-3.6350568693060754e-08
4.0075,-3.6343127337709754e-08
4.01,-3.6336420672716191e-08
4.0125,-3.6330559365419607e-08
4.015,-3.6325641828137838e-08
4.0175,-3.6321759792775906e-08
4.02,-3.6319002007020212e-08
4.0225,-3.6317455517175252e-08
4.025,-3.6317201384146761e-08
4.0275,-3.6318305812929378e-08
4.03,-3.6320808125666632e-08
4.0325,-3.6324714014854004e-08
4.035,-3.6329990383944919e-08
4.0375,-3.633656510879986e-08
4.04,-3.6344334665909237e-08
4.0425,-3.6353174453266816e-08
4.045,-3.6362944873522693e-08
4.0475,-3.6373497638121959e-08
4.05,-3.6384680800743029e-08
4.0525,-3.6396337883876692e-08
4.055,-3.6408305841131509e-08
4.0575,-3.6420415440724373e-08
4.06,-3.6432494428592329e-08
4.0625,-3.6444369627407978e-08
4.065,-3.6455869816210219e-08
4.0675,-3.646682825254727e-08
4.07,-3.6477084076820227e-08
4.0725,-3.6486481854443133e-08
4.075,-3.6494870130449614e-08
4.0775,-3.6502101870661349e-08
4.08,-3.6508037332131988e-08
4.0825,-3.651255053707284e-08
4.085,-3.6515536995316247e-08
4.0875,-3.6516919506383738e-08
4.09,-3.651664894352018e-08
4.0925,-3.6514701002278876e-08
4.095,-3.6511070973272161e-08
4.0975,-3.6505771063190536e-08
4.1,-3.6498830850379886e-08
4.1025,-3.649029845827465e-08
4.105,-3.6480242086011554e-08
4.1075,-3.646874941315424e-08
4.11,-3.6455927887498271e-08
4.1125,-3.6441903022265553e-08
4.115,-3.6426815832732745e-08
4.1175,-3.6410820642075144e-08
4.12,-3.6394083501472401e-08
4.1225,-3.6376780771460342e-08
4.125,-3.6359099216010286e-08
4.1275,-3.6341233891489358e-08
4.13,-3.6323384556181425e-08
4.1325,-3.6305749742406667e-08
4.135,-3.6288517936746849e-08
4.1375,-3.6271864283227395e-08
4.14,-3.6255952252986826e-08
4.1425,-3.6240938699975375e-08
4.145,-3.6226977227826631e-08
4.1475,-3.6214217116895816e-08
4.15,-3.6202798159803398e-08
4.1525,-3.6192846304847848e-08
4.155,-3.6184470876034375e-08
4.1575,-3.6177759870719728e-08
4.16,-3.617277357246815e-08
4.1625,-3.6169540032558806e-08
4.165,-3.6168049580611945e-08
4.1675,-3.6168252693855493e-08
4.17,-3.6170064438837241e-08
4.1725,-3.617337002502602e-08
4.175,-3.6178033779941276e-08
4.1775,-3.618390817042682e-08
4.18,-3.619084051431311e-08
4.1825,-3.6198676088985438e-08
4.185,-3.6207257825046401e-08
4.1875,-3.6216426075061236e-08
4.19,-3.6226016377556242e-08
4.1925,-3.6235857240681624e-08
4.195,-3.6245770164932858e-08
4.1975,-3.6255574202274704e-08
4.2,-3.6265094128433261e-08
4.2025,-3.6274164055174373e-08
4.205,-3.628262913527263e-08
4.2075,-3.6290342714480284e-08
4.21,-3.6297163530534964e-08
4.2125,-3.6302957055332474e-08
4.215,-3.6307599958676957e-08
4.2175,-3.6310987528704816e-08
4.22,-3.6313040712141265e-08
4.2225,-3.631371017480486e-08
4.225,-3.631297753966605e-08
4.2275,-3.6310854358888455e-08
4.23,-3.6307379432232178e-08
4.2325,-3.6302614557659884e-08
4.235,-3.6296639814295823e-08
4.2375,-3.6289550007723006e-08
4.24,-3.6281453235769127e-08
4.2425,-3.627246784390485e-08
4.245,-3.6262721169774313e-08
4.2475,-3.6252351049963888e-08
4.25,-3.6241508917301831e-08
4.2525,-3.6230363484067286e-08
4.255,-3.6219103160415008e-08
4.2575,-3.6207934826562769e-08
4.26,-3.6197078044685496e-08
4.2625,-3.6186753489586469e-08
4.265,-3.6177170289849541e-08
4.2675,-3.6168517467788642e-08
4.27,-3.6160960557049659e-08
4.2725,-3.6154644409824928e-08
4.275,-3.614969733517495e-08
4.2775,-3.6146237244513157e-08
4.28,-3.6144376980039365e-08
4.2825,-3.6144226562079571e-08
4.285,-3.6145889416552386e-08
4.2875,-3.6149453597753259e-08
4.29,-3.6154981765551719e-08
4.2925,-3.6162501499062873e-08
4.295,-3.6172000629840863e-08
4.2975,-3.6183426570171372e-08
4.3,-3.6196687270279921e-08
4.3025,-3.6211655204875293e-08
4.305,-3.6228172917280355e-08
4.3075,-3.6246060337331174e-08
4.31,-3.6265121711010576e-08
4.3125,-3.6285151715886521e-08
4.315,-3.6305940262660167e-08
4.3175,-3.6327276275570219e-08
4.32,-3.634894882589172e-08
4.3225,-3.6370746978855871e-08
4.325,-3.6392460924185506e-08
4.3275,-3.641388334032554e-08
4.33,-3.6434812043046957e-08
4.3325,-3.6455051874616996e-08
4.335,-3.6474414927166591e-08
4.3375,-3.649271899559854e-08
4.34,-3.6509792980713759e-08
4.3425,-3.6525477291655547e-08
4.345,-3.6539627720885103e-08
4.3475,-3.6552120820528433e-08
4.35,-3.6562857774054592e-08
4.3525,-3.6571766214518072e-08
4.355,-3.6578795235675969e-08
4.3575,-3.6583920079391081e-08
4.36,-3.658714113117817e-08
4.3625,-3.6588483459458201e-08
4.365,-3.6587994452122048e-08
4.3675,-3.658574448736033e-08
4.37,-3.6581825260374093e-08
4.3725,-3.6576346957074783e-08
4.375,-3.656943515407183e-08
4.3775,-3.6561228017984255e-08
4.38,-3.6551876074775919e-08
4.3825,-3.6541543884713572e-08
4.385,-3.6530412696241491e-08
4.3875,-3.6518680932878891e-08
4.39,-3.6506560262812317e-08
4.3925,-3.6494266270779911e-08
4.395,-3.648200745127563e-08
4.3975,-3.6469977193443179e-08
4.4,-3.6458352585630971e-08
4.4025,-3.6447297934574564e-08
4.405,-3.6436969122335073e-08
4.4075,-3.6427516383726914e-08
4.41,-3.6419083211683857e-08
4.4125,-3.6411802327387464e-08
4.415,-3.6405789721666636e-08
4.4175,-3.6401138965314435e-08
4.42,-3.6397915858221394e-08
4.4225,-3.6396152802398744e-08
4.425,-3.6395843974362523e-08
4.4275,-3.6396942887910764e-08
4.43,-3.6399363876052998e-08
4.4325,-3.6402985306555647e-08
4.435,-3.6407662607161206e-08
4.4375,-3.6413236616704577e-08
4.44,-3.6419530119933414e-08
4.4425,-3.6426362288882904e-08
4.445,-3.6433547211119076e-08
4.4475,-3.6440894242306124e-08
4.45,-3.644820892704142e-08
4.4525,-3.6455294303836488e-08
4.455,-3.646195217268559e-08
4.4575,-3.6467984709608721e-08
4.46,-3.6473196678223153e-08
4.4625,-3.6477397549055432e-08
4.465,-3.6480402765907562e-08
4.4675,-3.6482034962785392e-08
4.47,-3.6482126217397467e-08
4.4725,-3.6480522615692851e-08
4.475,-3.6477091187031051e-08
4.4775,-3.6471727379393065e-08
4.48,-3.6464361773989624e-08
4.4825,-3.6454962373495564e-08
4.485,-3.6443530797075713e-08
4.4875,-3.6430094438225558e-08
4.49,-3.6414698333902117e-08
4.4925,-3.639740034506182e-08
4.495,-3.637827369155526e-08
4.4975,-3.6357414431861997e-08
4.5,-3.6334950120786876e-08
4.5025,-3.631104026224774e-08
4.505,-3.6285872568332714e-08
4.5075,-3.6259653772552116e-08
4.51,-3.6232602622076193e-08
4.5125,-3.6204943673568882e-08
4.515,-3.617690637337613e-08
4.5175,-3.6148729665005512e-08
4.52,-3.6120661141586994e-08
4.5225,-3.6092951520689098e-08
4.525,-3.6065847183760113e-08
4.5275,-3.6039580469265824e-08
4.53,-3.6014363630579925e-08
4.5325,-3.5990389798389329e-08
4.535,-3.5967838681221268e-08
4.5375,-3.5946882643583673e-08
4.54,-3.5927689605159618e-08
4.5425,-3.5910421993529255e-08
4.545,-3.5895227922064325e-08
4.5475,-3.5882229913781552e-08
4.55,-3.5871517025266146e-08
4.5525,-3.5863139167939538e-08
4.555,-3.5857104055521297e-08
4.5575,-3.5853377120930882e-08
4.56,-3.5851884146008805e-08
4.5625,-3.5852517166780495e-08
4.565,-3.5855142107867718e-08
4.5675,-3.5859605278583394e-08
4.57,-3.586573676646588e-08
4.5725,-3.5873352209140971e-08
4.575,-3.5882253865793272e-08
4.5775,-3.5892232360744029e-08
4.58,-3.5903068325714393e-08
4.5825,-3.591453393552027e-08
4.585,-3.5926394278470949e-08
4.5875,-3.5938409543293141e-08
4.59,-3.5950339233869952e-08
4.5925,-3.5961948386641514e-08
4.595,-3.5973014340341966e-08
4.5975,-3.5983332332027802e-08
4.6,-3.599271811990505e-08
4.6025,-3.6001007105790463e-08
4.605,-3.6008051895494879e-08
4.6075,-3.6013721649395267e-08
4.61,-3.601790224225104e-08
4.6125,-3.6020499111574361e-08
4.615,-3.6021441520785172e-08
4.6175,-3.6020687091912893e-08
4.62,-3.6018224070605679e-08
4.6225,-3.6014070849768986e-08
4.625,-3.600827296266992e-08
4.6275,-3.600089934382057e-08
4.63,-3.5992037443123749e-08
4.6325,-3.5981790124754801e-08
4.635,-3.5970274514493859e-08
4.6375,-3.5957622343526694e-08
4.64,-3.5943981405015664e-08
4.6425,-3.5929515846760268e-08
4.645,-3.5914407590393658e-08
4.6475,-3.5898855911392667e-08
4.65,-3.5883073767105507e-08
4.6525,-3.5867280886741921e-08
4.655,-3.58516958661508e-08
4.6575,-3.5836528124965272e-08
4.66,-3.582197253803892e-08
4.6625,-3.5808208136228493e-08
4.665,-3.5795399239138506e-08
4.6675,-3.5783697367377682e-08
4.67,-3.577324206486259e-08
4.6725,-3.5764160278862013e-08
4.675,-3.5756564146170703e-08
4.6775,-3.5750547579288604e-08
4.68,-3.5746180705526881e-08
4.6825,-3.57435036560002e-08
4.685,-3.5742520713295276e-08
4.6875,-3.5743197512349733e-08
4.69,-3.5745461586356796e-08
4.6925,-3.5749205952749873e-08
4.695,-3.5754295229888443e-08
4.6975,-3.5760573296528352e-08
4.7,-3.5767869643561572e-08
4.7025,-3.5776002893252209e-08
4.705,-3.5784782632275303e-08
4.7075,-3.5794011364744507e-08
4.71,-3.5803487267283284e-08
4.7125,-3.5813007700996563e-08
4.715,-3.582237137772088e-08
4.7175,-3.5831378654179294e-08
4.72,-3.5839830616953011e-08
4.7225,-3.5847528726428941e-08
4.725,-3.5854276487664866e-08
4.7275,-3.5859882201088315e-08
4.73,-3.58641637800971e-08
4.7325,-3.5866954223214733e-08
4.735,-3.5868108367459723e-08
4.7375,-3.5867508614898197e-08
4.74,-3.5865068905682824e-08
4.7425,-3.5860735158001593e-08
4.745,-3.5854482439877867e-08
4.7475,-3.584631106291075e-08
4.75,-3.583624111160948e-08
4.7525,-3.5824312217069051e-08
4.755,-3.5810583821399029e-08
4.7575,-3.5795137318609502e-08
4.76,-3.5778079661311239e-08
4.7625,-3.5759545388891396e-08
4.765,-3.5739695159080602e-08
4.7675,-3.571871030538021e-08
4.77,-3.5696787607785884e-08
4.7725,-3.5674136798080944e-08
4.775,-3.5650974835969815e-08
4.7775,-3.5627524131991861e-08
4.78,-3.5604011063548931e-08
4.7825,-3.5580662557024673e-08
4.785,-3.5557701887857269e-08
4.7875,-3.5535342893130601e-08
4.79,-3.5513785140620926e-08
4.7925,-3.549321092558303e-08
4.795,-3.5473784737338939e-08
4.7975,-3.5455654623196655e-08
4.8,-3.5438954770108508e-08
4.8025,-3.5423806655959293e-08
4.805,-3.5410317821005619e-08
4.8075,-3.5398578713782306e-08
4.81,-3.5388656802991624e-08
4.8125,-3.5380590098601186e-08
4.815,-3.5374382654226046e-08
4.8175,-3.5370002644064939e-08
4.82,-3.5367383011061808e-08
4.8225,-3.5366424618805422e-08
4.825,-3.5367001337658202e-08
4.8275,-3.5368965344701761e-08
4.83,-3.5372151563871751e-08
4.8325,-3.5376380511083965e-08
4.835,-3.5381460376860018e-08
4.8375,-3.5387189841410616e-08
4.84,-3.5393362198386651e-08
4.8425,-3.5399770224116195e-08
4.845,-3.5406210786673247e-08
4.8475,-3.541248828690153e-08
4.85,-3.5418415731081379e-08
4.8525,-3.5423814225255886e-08
4.855,-3.542851230447483e-08
4.8575,-3.5432346854986805e-08
4.86,-3.543516688118818e-08
4.8625,-3.5436838330200921e-08
4.865,-3.5437249274271397e-08
4.8675,-3.5436313497956519e-08
4.87,-3.5433971706569294e-08
4.8725,-3.5430190734158258e-08
4.875,-3.5424960660980852e-08
4.8775,-3.5418292490812838e-08
4.88,-3.5410217043398021e-08
4.8825,-3.5400786710090072e-08
4.885,-3.5390078235376116e-08
4.8875,-3.5378194365158441e-08
4.89,-3.536526292607745e-08
4.8925,-3.5351433664517549e-08
4.895,-3.5336874378671499e-08
4.8975,-3.5321767237858424e-08
4.9,-3.5306305456499076e-08
4.9025,-3.5290689408541849e-08
4.905,-3.5275122730965236e-08
4.9075,-3.5259809934525424e-08
4.91,-3.5244955222447202e-08
4.9125,-3.5230763208579693e-08
4.915,-3.521743761896525e-08
4.9175,-3.5205177168638221e-08
4.92,-3.5194169822137426e-08
4.9225,-3.5184586232460676e-08
4.925,-3.5176577198266086e-08
4.9275,-3.5170274879688606e-08
4.93,-3.5165794986019029e-08
4.9325,-3.516323593143231e-08
4.935,-3.51626754803719e-08
4.9375,-3.5164165648780663e-08
4.94,-3.5167727444045909e-08
4.9425,-3.5173346356548022e-08
4.945,-3.5180970316562298e-08
4.9475,-3.5190510154356002e-08
4.95,-3.5201843292928146e-08
4.9525,-3.5214819344099028e-08
4.955,-3.5229265656845251e-08
4.9575,-3.5244991164759386e-08
4.96,-3.5261788353797887e-08
4.9625,-3.5279434572281539e-08
4.965,-3.5297694301052991e-08
4.9675,-3.531632417873276e-08
4.97,-3.533507956080409e-08
4.9725,-3.5353721557142135e-08
4.975,-3.537202030094403e-08
4.9775,-3.5389755144449901e-08
4.98,-3.5406713019147668e-08
4.9825,-3.5422686947424058e-08
4.985,-3.5437478866150681e-08
4.9875,-3.5450903844940666e-08
4.99,-3.5462792616746134e-08
4.9925,-3.5472993895237689e-08
4.995,-3.5481377373468211e-08
4.9975,-3.548783671098689e-08
5.0,-3.54922926161153e-08
5.0025,-3.5494693828762777e-08
5.005,-3.5495015451311558e-08
5.0075,-3.5493256342947018e-08
5.01,-3.5489436996625717e-08
5.0125,-3.548359997124934e-08
5.015,-3.5475813052142266e-08
5.0175,-3.546617297199635e-08
5.02,-3.5454807507819919e-08
5.0225,-3.5441874338229434e-08
5.025,-3.5427556961314032e-08
5.0275,-3.5412058805719628e-08
5.03,-3.5395598433068271e-08
5.0325,-3.5378405459240566e-08
5.035,-3.5360717130399664e-08
5.0375,-3.5342774839622747e-08
5.04,-3.532481678259497e-08
5.0425,-3.5307073714978909e-08
5.045,-3.5289760989933053e-08
5.0475,-3.5273077535420315e-08
5.05,-3.525720800042786e-08
5.0525,-3.5242323609502872e-08
5.055,-3.5228581294282069e-08
5.0575,-3.5216121170262389e-08
5.06,-3.5205063658635595e-08
5.0625,-3.519550804217313e-08
5.065,-3.5187532580517306e-08
5.0675,-3.518119461165675e-08
5.07,-3.5176528378487203e-08
5.0725,-3.5173540995706096e-08
5.075,-3.5172208955700127e-08
5.0775,-3.5172475925851264e-08
5.08,-3.5174252813520667e-08
5.0825,-3.5177420144567229e-08
5.085,-3.518183191869652e-08
5.0875,-3.5187320289711942e-08
5.09,-3.5193699679879569e-08
5.0925,-3.5200770107885883e-08
5.095,-3.5208320321084584e-08
5.0975,-3.5216131497765477e-08
5.1,-3.5223981311040235e-08
5.1025,-3.5231647631491382e-08
5.105,-3.5238911463319727e-08
5.1075,-3.5245558287220463e-08
5.11,-3.5251379081253489e-08
5.1125,-3.5256173581012702e-08
5.115,-3.5259755483242948e-08
5.1175,-3.526196017636371e-08
5.12,-3.5262651935155827e-08
5.1225,-3.5261726921794537e-08
5.125,-3.5259114215430318e-08
5.1275,-3.5254772631184309e-08
5.13,-3.5248686954010243e-08
5.1325,-3.5240864185411185e-08
5.135,-3.5231330478180234e-08
5.1375,-3.5220129641157432e-08
5.14,-3.520732378999789e-08
5.1425,-3.5192995521407394e-08
5.145,-3.51772500122447e-08
5.1475,-3.516021608377915e-08
5.15,-3.5142045527080521e-08
5.1525,-3.5122911603015763e-08
5.155,-3.5103007206152678e-08
5.1575,-3.5082542349129964e-08
5.16,-3.5061740861242358e-08
5.1625,-3.5040835523014939e-08
5.165,-3.502006254817355e-08
5.1675,-3.4999657451867694e-08
5.17,-3.4979852180582533e-08
5.1725,-3.4960873538083259e-08
5.175,-3.4942940356551655e-08
5.1775,-3.4926261188346311e-08
5.18,-3.4911032664468135e-08
5.1825,-3.4897438537200285e-08
5.185,-3.4885648400518522e-08
5.1875,-3.4875814954739884e-08
5.19,-3.4868068279717768e-08
5.1925,-3.4862508743207845e-08
5.195,-3.4859201039142037e-08
5.1975,-3.4858170064459248e-08
5.2,-3.485940176935192e-08
5.2025,-3.4862846367943102e-08
5.205,-3.4868423265126075e-08
5.2075,-3.4876024376289459e-08
5.21,-3.4885516240704466e-08
5.2125,-3.4896741721006076e-08
5.215,-3.4909522302795352e-08
5.2175,-3.4923660711206443e-08
5.22,-3.4938941478370146e-08
5.2225,-3.4955133447521755e-08
5.225,-3.4971992523014563e-08
5.2275,-3.4989265680023347e-08
5.23,-3.5006696994400731e-08
5.2325,-3.502403333692694e-08
5.235,-3.5041030368145552e-08
5.2375,-3.505745609942846e-08
5.24,-3.5073092909976378e-08
5.2425,-3.5087738711753274e-08
5.245,-3.5101206630271383e-08
5.2475,-3.5113322496585144e-08
5.25,-3.5123922746813834e-08
5.2525,-3.5132853882432648e-08
5.255,-3.5139977890110401e-08
5.2575,-3.5145180703952545e-08
5.26,-3.5148381785137322e-08
5.2625,-3.5149540946993416e-08
5.265,-3.5148660403521603e-08
5.2675,-3.5145782414142644e-08
5.27,-3.5140984689741389e-08
5.2725,-3.513437479310798e-08
5.275,-3.5126085108719402e-08
5.2775,-3.5116267484619138e-08
5.28,-3.5105088653794289e-08
5.2825,-3.5092726949260593e-08
5.285,-3.5079372270214395e-08
5.2875,-3.5065228141297784e-08
5.29,-3.5050515620120757e-08
5.2925,-3.5035473043863063e-08
5.295,-3.5020351491306308e-08
5.2975,-3.5005407139263826e-08
5.3,-3.4990892032370506e-08
5.3025,-3.4977046423518582e-08
5.305,-3.4964094629126407e-08
5.3075,-3.4952242260130964e-08
5.31,-3.4941674263952385e-08
5.3125,-3.4932552477262768e-08
5.315,-3.492501337319161e-08
5.3175,-3.4919169749486013e-08
5.32,-3.4915108894934077e-08
5.3225,-3.4912895241449203e-08
5.325,-3.4912572462235222e-08
5.3275,-3.4914161782806945e-08
5.33,-3.4917657314766425e-08
5.3325,-3.4923020577464402e-08
5.335,-3.4930177831977442e-08
5.3375,-3.4939021427686023e-08
5.34,-3.4949414631477413e-08
5.3425,-3.4961196958972911e-08
5.345,-3.4974187520631464e-08
5.3475,-3.4988185649901862e-08
5.35,-3.5002970446082215e-08
5.3525,-3.5018301178469726e-08
5.355,-3.5033919811200785e-08
5.3575,-3.5049555975093529e-08
5.36,-3.5064933551752813e-08
5.3625,-3.5079778152244169e-08
5.365,-3.5093823773351169e-08
5.3675,-3.5106817708497621e-08
5.37,-3.5118523935871068e-08
5.3725,-3.5128726254336037e-08
5.375,-3.5137230510386081e-08
5.3775,-3.5143867363653473e-08
5.38,-3.5148495621992784e-08
5.3825,-3.5151003747799668e-08
5.385,-3.515131022130199e-08
5.3875,-3.5149362255464007e-08
5.39,-3.5145133377805924e-08
5.3925,-3.5138621500492931e-08
5.395,-3.5129848704236985e-08
5.3975,-3.5118864336833406e-08
5.4,-3.5105749369598406e-08
5.4025,-3.5090619108672859e-08
5.405,-3.5073622125215721e-08
5.4075,-3.5054934231828356e-08
5.41,-3.5034750489440759e-08
5.4125,-3.5013277870658155e-08
5.415,-3.4990732680778081e-08
5.4175,-3.4967340252110212e-08
5.42,-3.4943336389802404e-08
5.4225,-3.4918967317710514e-08
5.425,-3.4894486961952472e-08
5.4275,-3.4870152000271358e-08
5.43,-3.4846216476881656e-08
5.4325,-3.4822927805747767e-08
5.435,-3.4800524636879e-08
5.4375,-3.4779236133445421e-08
5.44,-3.4759280993501928e-08
5.4425,-3.4740865120358081e-08
5.445,-3.472417587574976e-08
5.4475,-3.4709375814539473e-08
5.45,-3.4696596381664463e-08
5.4525,-3.4685934336436361e-08
5.455,-3.4677451742020577e-08
5.4575,-3.4671175780408842e-08
5.46,-3.4667098787457355e-08
5.4625,-3.4665176193736952e-08
5.465,-3.4665325675389252e-08
5.4675,-3.4667427993558228e-08
5.47,-3.4671334013428781e-08
5.4725,-3.4676873962261499e-08
5.475,-3.4683865090842161e-08
5.4775,-3.4692115604643548e-08
5.48,-3.4701423837239215e-08
5.4825,-3.4711576800288465e-08
5.485,-3.4722350294219069e-08
5.4875,-3.473351192989127e-08
5.49,-3.474482670011523e-08
5.4925,-3.4756062836008016e-08
5.495,-3.4766995301618809e-08
5.4975,-3.4777407771208723e-08
5.5,-3.4787094061860777e-08
5.5025,-3.4795858526923821e-08
5.505,-3.4803517577191947e-08
5.5075,-3.4809902760883609e-08
5.51,-3.4814865108942596e-08
5.5125,-3.4818280297397924e-08
5.515,-3.4820052901548008e-08
5.5175,-3.4820118470891802e-08
5.52,-3.4818442700147114e-08
5.5225,-3.4815018596354946e-08
5.525,-3.4809864624946687e-08
5.5275,-3.4803023703248603e-08
5.53,-3.4794566463539742e-08
5.5325,-3.4784594510999552e-08
5.535,-3.4773242829917701e-08
5.5375,-3.4760678140153459e-08
5.54,-3.4747093196785335e-08
5.5425,-3.4732698332084548e-08
5.545,-3.4717714498469825e-08
5.5475,-3.4702368173733413e-08
5.55,-3.4686890076579841e-08
5.5525,-3.4671515584357716e-08
5.555,-3.4656483157315599e-08
5.5575,-3.4642030053204485e-08
5.56,-3.4628387147853795e-08
5.5625,-3.461577374398685e-08
5.565,-3.4604393515347299e-08
5.5675,-3.4594432043066177e-08
5.57,-3.4586056733642361e-08
5.5725,-3.4579416071577555e-08
5.575,-3.4574639007689204e-08
5.5775,-3.4571832499403399e-08
5.58,-3.4571077511750202e-08
5.5825,-3.457242478180739e-08
5.585,-3.4575890337899087e-08
5.5875,-3.4581451933703018e-08
5.59,-3.4589050766466153e-08
5.5925,-3.4598592407408349e-08
5.595,-3.4609952916769634e-08
5.5975,-3.4622985520658404e-08
5.6,-3.4637525134636323e-08
5.6025,-3.4653390208675697e-08
5.605,-3.4670382875421152e-08
5.6075,-3.4688288168000606e-08
5.61,-3.4706873562586509e-08
5.6125,-3.4725889751734075e-08
5.615,-3.4745073681096279e-08
5.6175,-3.476415381728505e-08
5.62,-3.4782856795120477e-08
5.6225,-3.4800914287880705e-08
5.625,-3.4818068796814862e-08
5.6275,-3.4834078142965554e-08
5.63,-3.4848719058854122e-08
5.6325,-3.4861790432560725e-08
5.635,-3.4873116034214858e-08
5.6375,-3.4882547233329221e-08
5.64,-3.4889964802970907e-08
5.6425,-3.4895280063053946e-08
5.645,-3.489843400161709e-08
5.6475,-3.4899395554127826e-08
5.65,-3.4898159710278314e-08
5.6525,-3.4894746385001939e-08
5.655,-3.4889202215191745e-08
5.6575,-3.4881602564838038e-08
5.66,-3.4872053801203743e-08
5.6625,-3.486069177247781e-08
5.665,-3.4847678218178593e-08
5.6675,-3.4833194990825863e-08
5.67,-3.4817439261343365e-08
5.6725,-3.4800619673196259e-08
5.675,-3.4782954192637771e-08
5.6775,-3.4764668449150821e-08
5.68,-3.4745994288497189e-08
5.6825,-3.4727167331600549e-08
5.685,-3.4708423796001569e-08
5.6875,-3.4689997607419401e-08
5.69,-3.4672118704330976e-08
5.6925,-3.4655011661086605e-08
5.695,-3.4638894728012651e-08
5.6975,-3.4623977532644693e-08
5.7,-3.4610456393116134e-08
5.7025,-3.459850693785755e-08
5.705,-3.4588275863318119e-08
5.7075,-3.4579874765356203e-08
5.71,-3.4573378465434913e-08
5.7125,-3.4568828180593838e-08
5.715,-3.4566235091236273e-08
5.7175,-3.4565581549248319e-08
5.72,-3.4566817594080592e-08
5.7225,-3.4569856519877051e-08
5.725,-3.4574572555607615e-08
5.7275,-3.4580804423761585e-08
5.73,-3.4588364228168953e-08
5.7325,-3.4597048038956538e-08
5.735,-3.4606644399218585e-08
5.7375,-3.4616936861252246e-08
5.74,-3.462770448568211e-08
5.7425,-3.4638720658089265e-08
5.745,-3.4649754133386464e-08
5.7475,-3.4660572128810025e-08
5.75,-3.4670944376687108e-08
5.7525,-3.4680646994089968e-08
5.755,-3.468946471208697e-08
5.7575,-3.4697193081506786e-08
5.76,-3.4703638970270823e-08
5.7625,-3.4708622485507217e-08
5.765,-3.4711980707878861e-08
5.7675,-3.4713573361383763e-08
5.77,-3.4713289658368366e-08
5.7725,-3.4711054478470333e-08
5.775,-3.4706830336907381e-08
5.7775,-3.4700615043678022e-08
5.78,-3.4692435987650462e-08
5.7825,-3.4682344608492657e-08
5.785,-3.4670414288208564e-08
5.7875,-3.4656741169541669e-08
5.79,-3.4641446654143457e-08
5.7925,-3.4624679166608463e-08
5.795,-3.4606613469715291e-08
5.7975,-3.4587447712894385e-08
5.8,-3.4567399270000109e-08
5.8025,-3.454670191082984e-08
5.805,-3.452560295386646e-08
5.8075,-3.4504360437355786e-08
5.81,-3.4483239151619558e-08
5.8125,-3.4462504549013083e-08
5.815,-3.4442416040171264e-08
5.8175,-3.4423221280015233e-08
5.82,-3.4405152229569425e-08
5.8225,-3.4388423323104538e-08
5.825,-3.4373232803683363e-08
5.8275,-3.4359761937355953e-08
5.83,-3.4348172712170062e-08
5.8325,-3.4338606126381406e-08
5.835,-3.4331179602172424e-08
5.8375,-3.4325984456812274e-08
5.84,-3.4323083173441939e-08
5.8425,-3.4322505104022177e-08
5.845,-3.4324242087501562e-08
5.8475,-3.4328245306881562e-08
5.85,-3.4334428061978366e-08
5.8525,-3.4342670864436906e-08
5.855,-3.4352829422739683e-08
5.8575,-3.4364742694283023e-08
5.86,-3.4378234013153767e-08
5.8625,-3.4393111103822305e-08
5.865,-3.4409163799439631e-08
5.8675,-3.4426160926112133e-08
5.87,-3.4443849195828256e-08
5.8725,-3.4461955950128077e-08
5.875,-3.4480196172028843e-08
5.8775,-3.4498282862887901e-08
5.88,-3.4515938249976882e-08
5.8825,-3.4532902422257555e-08
5.885,-3.4548938016406036e-08
5.8875,-3.4563832420345398e-08
5.89,-3.4577397958629343e-08
5.8925,-3.4589470553484181e-08
5.895,-3.4599909968408606e-08
5.8975,-3.4608599994528002e-08
5.9,-3.4615449897520786e-08
5.9025,-3.462039489135457e-08
5.905,-3.462339644770187e-08
5.9075,-3.4624441956507844e-08
5.91,-3.4623545137701389e-08
5.9125,-3.4620747306025174e-08
5.915,-3.4616119927304677e-08
5.9175,-3.4609766325344715e-08
5.92,-3.4601821105864779e-08
5.9225,-3.4592445967808009e-08
5.925,-3.4581823286394232e-08
5.9275,-3.4570149387104012e-08
5.93,-3.4557630494257243e-08
5.9325,-3.4544480784416906e-08
5.935,-3.453092325965194e-08
5.9375,-3.4517188845680048e-08
5.94,-3.450351395383775e-08
5.9425,-3.4490135842879693e-08
5.945,-3.4477287315903274e-08
5.9475,-3.4465193305897965e-08
5.95,-3.4454067382627484e-08
5.9525,-3.4444109670885007e-08
5.955,-3.4435505763878461e-08
5.9575,-3.4428425436176601e-08
5.96,-3.4423019451241655e-08
5.9625,-3.441941453875682e-08
5.965,-3.4417707141577177e-08
5.9675,-3.441795867930035e-08
5.97,-3.4420193661884447e-08
5.9725,-3.4424401176080855e-08
5.975,-3.4430537362782716e-08
5.9775,-3.4438527446976348e-08
5.98,-3.4448266202196476e-08
5.9825,-3.4459617826324996e-08
5.985,-3.4472416591649873e-08
5.9875,-3.4486469702110476e-08
5.99,-3.4501562075572676e-08
5.9925,-3.4517462182132875e-08
5.995,-3.4533926733836013e-08
5.9975,-3.4550704797834145e-08
6.0,-3.4567541966306924e-08
6.0025,-3.4584184416192431e-08
