Physical Time (s),etp_left Monitor (kg-m/s^3)
6.365,1.0786027165353236e-07
6.3675,1.0706191935721434e-07
6.37,1.0623843289292602e-07
6.3725,1.0538469715687644e-07
6.375,1.0449641988952327e-07
6.3775,1.0357035219368907e-07
6.38,1.026047440475583e-07
6.3825,1.0159949841141558e-07
6.385,1.0055572823582576e-07
6.3875,9.9475474709354499e-08
6.39,9.8362291147410932e-08
6.3925,9.7220418686200794e-08
6.395,9.6056043256540942e-08
6.3975,9.4876206561719046e-08
6.4,9.3690041494842925e-08
6.4025,9.2507590832826e-08
6.405,9.1339459722988472e-08
6.4075,9.0196919592494009e-08
6.41,8.909140393423305e-08
6.4125,8.803428804937169e-08
6.415,8.7037205211052436e-08
6.4175,8.6111528799060421e-08
6.42,8.5268214523159671e-08
6.4225,8.4517184985929986e-08
6.425,8.3867443121154615e-08
6.4275,8.3327132295318531e-08
6.43,8.2904043947720981e-08
6.4325,8.2605870135926444e-08
6.435,8.2439733346223089e-08
6.4375,8.2411677753062321e-08
6.44,8.2526069660221385e-08
6.4425,8.2785315423409682e-08
6.445,8.3189903767573076e-08
6.4475,8.3738980933631332e-08
6.45,8.4430578823174929e-08
6.4525,8.5261583765707708e-08
6.455,8.6227620298210384e-08
6.4575,8.7323209390273499e-08
6.46,8.854123607194688e-08
6.4625,8.9873604685491053e-08
6.465,9.1310497194424122e-08
6.4675,9.2842077356413723e-08
6.47,9.4457861717157554e-08
6.4725,9.6147334542379457e-08
6.475,9.7899262637293077e-08
6.4775,9.9701383892341785e-08
6.48,1.0154004630398074e-07
6.4825,1.0340101919441204e-07
6.485,1.0526924152834014e-07
6.4875,1.0713065721279753e-07
6.49,1.0897177337522729e-07
6.4925,1.1077885506983962e-07
6.495,1.1253834482360365e-07
6.4975,1.1423674529032811e-07
6.5,1.1586034124582137e-07
6.5025,1.1739762339476554e-07
6.505,1.1883824196247733e-07
6.5075,1.201745570124357e-07
6.51,1.2140133168038313e-07
6.5125,1.2251468509559024e-07
6.515,1.2351246088674739e-07
6.5175,1.2439320652762445e-07
6.52,1.2515651717222851e-07
6.5225,1.2580201183689173e-07
6.525,1.2632997172082847e-07
6.5275,1.2674154487667756e-07
6.53,1.270382595229242e-07
6.5325,1.272229177952103e-07
6.535,1.2730029665773649e-07
6.5375,1.2727677956228898e-07
6.54,1.2716027893491027e-07
6.5425,1.2696010852206983e-07
6.545,1.2668633357769269e-07
6.5475,1.2634943773224583e-07
6.55,1.2595961319299614e-07
6.5525,1.2552678906861704e-07
6.555,1.2506096355200815e-07
6.5575,1.2457197752724403e-07
6.56,1.2406967390747497e-07
6.5625,1.2356380341720291e-07
6.565,1.2306358608731393e-07
6.5675,1.2257721036991373e-07
6.57,1.2211140872877807e-07
6.5725,1.2167158728112046e-07
6.575,1.212614999472667e-07
6.5775,1.2088391263062012e-07
6.58,1.2054082399711275e-07
6.5825,1.2023385754535057e-07
6.585,1.1996296322954693e-07
6.5875,1.1972625185878159e-07
6.59,1.1951996086131113e-07
6.5925,1.1934003691142326e-07
6.595,1.1918193379584257e-07
6.5975,1.1904069285690726e-07
6.6,1.1891079174684798e-07
6.6025,1.1878544565491374e-07
6.605,1.1865757880675429e-07
6.6075,1.185195106952108e-07
6.61,1.1836355959355831e-07
6.6125,1.1818156462099997e-07
6.615,1.1796559116295466e-07
6.6175,1.1770783235727456e-07
6.62,1.1740082912827792e-07
6.6225,1.1703731138256805e-07
6.625,1.1661013437141078e-07
6.6275,1.1611273253622146e-07
6.63,1.1553907128239997e-07
6.6325,1.1488419370798781e-07
6.635,1.1414440638072049e-07
6.6375,1.1331743799755368e-07
6.64,1.1240251462775527e-07
6.6425,1.1139976760801014e-07
6.645,1.1031092190768277e-07
6.6475,1.0913879215454142e-07
6.65,1.078874336426281e-07
6.6525,1.0656247861171094e-07
6.655,1.051714160308553e-07
6.6575,1.0372296099749728e-07
6.66,1.0222717853189005e-07
6.6625,1.006950415075436e-07
6.665,9.9138241431385051e-08
6.6675,9.7568184572149973e-08
6.67,9.5997389940004624e-08
6.6725,9.4438323887787006e-08
6.675,9.2903543214063191e-08
6.6775,9.1405808895163169e-08
6.68,8.9956986839073039e-08
6.6825,8.8567877112982396e-08
6.685,8.7249021118732075e-08
6.6875,8.601067342908236e-08
6.69,8.4862740668397835e-08
6.6925,8.3814925593329525e-08
6.695,8.2875927691060056e-08
6.6975,8.2052749867834809e-08
6.7,8.1350875416290933e-08
6.7025,8.0773826352425299e-08
6.705,8.0324145199348074e-08
6.7075,8.0003114725243964e-08
6.71,7.9810861601584105e-08
6.7125,7.9746236454085298e-08
6.715,7.9806674814462747e-08
6.7175,7.9988215853080194e-08
6.72,8.0285578430247937e-08
6.7225,8.0692353966013762e-08
6.725,8.1201636987799385e-08
6.7275,8.1806398975340002e-08
6.73,8.2499370732002229e-08
6.7325,8.3273081943939403e-08
6.735,8.411876555156502e-08
6.7375,8.5026274338155773e-08
6.74,8.5984914465019862e-08
6.7425,8.6983174525099892e-08
6.745,8.8010083013586582e-08
6.7475,8.9055595505599485e-08
6.75,9.0109240999565423e-08
6.7525,9.1160805181811015e-08
6.755,9.2199541942692872e-08
6.7575,9.3215398833770151e-08
6.76,9.4199327348737656e-08
6.7625,9.5144108351851917e-08
6.765,9.604537329924831e-08
6.7675,9.6900636484985302e-08
6.77,9.7709282208471387e-08
6.7725,9.8471936163664834e-08
6.775,9.9190280470789052e-08
6.7775,9.9866035418961141e-08
6.78,1.00500818826911e-07
6.7825,1.0109658736361179e-07
6.785,1.0165591540383556e-07
6.7875,1.0218160176002591e-07
6.79,1.0267783104150085e-07
6.7925,1.0315008059047243e-07
6.795,1.0360539821029612e-07
6.7975,1.0405199300009602e-07
6.8,1.0449880125933074e-07
6.8025,1.0495513007661323e-07
6.805,1.0543025871432335e-07
6.8075,1.0593329325194569e-07
6.81,1.0647293082487659e-07
6.8125,1.0705772456822216e-07
6.815,1.0769606803195768e-07
6.8175,1.0839610265937871e-07
6.82,1.0916569077737887e-07
6.8225,1.1001156380821256e-07
6.825,1.1093946751101778e-07
6.8275,1.1195299287907265e-07
6.83,1.1305454606140044e-07
6.8325,1.1424410560951244e-07
6.835,1.1552121698224618e-07
6.8375,1.1688414529501898e-07
6.84,1.1833027407308309e-07
6.8425,1.1985546245914765e-07
6.845,1.2145266822026513e-07
6.8475,1.231145370703676e-07
6.85,1.2483225308980032e-07
6.8525,1.2659660515078695e-07
6.855,1.2839779476353858e-07
6.8575,1.3022552941891153e-07
6.86,1.3206818384626984e-07
6.8625,1.3391361176109355e-07
6.865,1.3574868122920348e-07
6.8675,1.3756037400981026e-07
6.87,1.3933590555817269e-07
6.8725,1.4106301740126175e-07
6.875,1.4272894988104948e-07
6.8775,1.4432080941506465e-07
6.88,1.4582630291138835e-07
6.8825,1.4723331305764245e-07
6.885,1.485296581860137e-07
6.8875,1.4970446637051511e-07
6.89,1.5074817354771574e-07
6.8925,1.5165280248927488e-07
6.895,1.5241189026418198e-07
6.8975,1.5302108528667157e-07
6.9,1.5347705519667431e-07
6.9025,1.5377828118464853e-07
6.905,1.5392475107233444e-07
6.9075,1.5391802262387364e-07
6.91,1.5376144141054878e-07
6.9125,1.5346023438553425e-07
6.915,1.5302143571512143e-07
6.9175,1.5245373166485477e-07
6.92,1.5176673124144186e-07
6.9225,1.5097094896786427e-07
6.925,1.5007763798516108e-07
6.9275,1.490985334091715e-07
6.93,1.4804593370184067e-07
6.9325,1.4693298342082468e-07
6.935,1.4577222739089273e-07
6.9375,1.4457628692742486e-07
6.94,1.4335671461422954e-07
6.9425,1.4212496748920501e-07
6.945,1.4089281174874509e-07
6.9475,1.3967179099673905e-07
6.95,1.3847382753607917e-07
6.9525,1.3730975190875317e-07
6.955,1.3618907626712173e-07
6.9575,1.3511943128827981e-07
6.96,1.3410703518769527e-07
6.9625,1.3315676072029099e-07
6.965,1.3227267080445888e-07
6.9675,1.3145769241147429e-07
6.97,1.3071351762009041e-07
6.9725,1.3004080268754825e-07
6.975,1.2943847903816475e-07
6.9775,1.2890447234941794e-07
6.98,1.2843549277804525e-07
6.9825,1.2802787483340149e-07
6.985,1.2767763597972514e-07
6.9875,1.2738070940463055e-07
6.99,1.2713243253075472e-07
6.9925,1.2692699109273613e-07
6.995,1.2675696993152173e-07
6.9975,1.2661413190267361e-07
7.0,1.2648973222615261e-07
