Physical Time (s),FreestreamDynamicViscosity Monitor (Pa-s)
4.2325,1.845966610260957e-05
4.235,1.8459666102609577e-05
4.2375,1.8459666102609581e-05
4.24,1.8459666102609584e-05
4.2425,1.8459666102609591e-05
4.245,1.8459666102609594e-05
4.2475,1.8459666102609591e-05
4.25,1.8459666102609597e-05
4.2525,1.8459666102609604e-05
4.255,1.8459666102609608e-05
4.2575,1.8459666102609611e-05
4.26,1.8459666102609611e-05
4.2625,1.8459666102609611e-05
4.265,1.8459666102609614e-05
4.2675,1.8459666102609614e-05
4.27,1.8459666102609614e-05
4.2725,1.8459666102609614e-05
4.275,1.8459666102609611e-05
4.2775,1.8459666102609611e-05
4.28,1.8459666102609608e-05
4.2825,1.8459666102609604e-05
4.285,1.8459666102609591e-05
4.2875,1.8459666102609591e-05
4.29,1.8459666102609584e-05
4.2925,1.8459666102609577e-05
4.295,1.845966610260957e-05
4.2975,1.8459666102609557e-05
4.3,1.845966610260955e-05
4.3025,1.845966610260954e-05
4.305,1.8459666102609526e-05
4.3075,1.8459666102609513e-05
4.31,1.8459666102609506e-05
4.3125,1.8459666102609499e-05
4.315,1.8459666102609489e-05
4.3175,1.8459666102609472e-05
4.32,1.8459666102609459e-05
4.3225,1.8459666102609452e-05
4.325,1.8459666102609435e-05
4.3275,1.8459666102609425e-05
4.33,1.8459666102609418e-05
4.3325,1.8459666102609404e-05
4.335,1.8459666102609391e-05
4.3375,1.8459666102609377e-05
4.34,1.845966610260937e-05
4.3425,1.8459666102609357e-05
4.345,1.8459666102609337e-05
4.3475,1.8459666102609337e-05
4.35,1.8459666102609326e-05
4.3525,1.8459666102609316e-05
4.355,1.8459666102609313e-05
4.3575,1.8459666102609296e-05
4.36,1.8459666102609289e-05
4.3625,1.8459666102609279e-05
4.365,1.8459666102609265e-05
4.3675,1.8459666102609265e-05
4.37,1.8459666102609252e-05
4.3725,1.8459666102609248e-05
4.375,1.8459666102609245e-05
4.3775,1.8459666102609235e-05
4.38,1.8459666102609228e-05
4.3825,1.8459666102609218e-05
4.385,1.8459666102609211e-05
4.3875,1.8459666102609208e-05
4.39,1.8459666102609204e-05
4.3925,1.8459666102609201e-05
4.395,1.8459666102609201e-05
4.3975,1.8459666102609201e-05
4.4,1.8459666102609208e-05
4.4025,1.8459666102609204e-05
4.405,1.8459666102609211e-05
4.4075,1.8459666102609218e-05
4.41,1.8459666102609218e-05
4.4125,1.8459666102609225e-05
4.415,1.8459666102609232e-05
4.4175,1.8459666102609245e-05
4.42,1.8459666102609245e-05
4.4225,1.8459666102609248e-05
4.425,1.8459666102609265e-05
4.4275,1.8459666102609279e-05
4.43,1.8459666102609296e-05
4.4325,1.8459666102609303e-05
4.435,1.8459666102609316e-05
4.4375,1.8459666102609326e-05
4.44,1.8459666102609333e-05
4.4425,1.845966610260935e-05
4.445,1.845966610260937e-05
4.4475,1.8459666102609377e-05
4.45,1.8459666102609387e-05
4.4525,1.8459666102609401e-05
4.455,1.8459666102609418e-05
4.4575,1.8459666102609435e-05
4.46,1.8459666102609452e-05
4.4625,1.8459666102609459e-05
4.465,1.8459666102609475e-05
4.4675,1.8459666102609496e-05
4.47,1.8459666102609506e-05
4.4725,1.845966610260952e-05
4.475,1.845966610260954e-05
4.4775,1.8459666102609553e-05
4.48,1.8459666102609564e-05
4.4825,1.8459666102609584e-05
4.485,1.8459666102609597e-05
4.4875,1.8459666102609625e-05
4.49,1.8459666102609635e-05
4.4925,1.8459666102609645e-05
4.495,1.8459666102609658e-05
4.4975,1.8459666102609669e-05
4.5,1.8459666102609682e-05
4.5025,1.8459666102609692e-05
4.505,1.8459666102609699e-05
4.5075,1.8459666102609713e-05
4.51,1.8459666102609719e-05
4.5125,1.845966610260973e-05
4.515,1.8459666102609736e-05
4.5175,1.845966610260975e-05
4.52,1.845966610260975e-05
4.5225,1.8459666102609753e-05
4.525,1.8459666102609757e-05
4.5275,1.845966610260976e-05
4.53,1.8459666102609757e-05
4.5325,1.8459666102609757e-05
4.535,1.8459666102609753e-05
4.5375,1.845966610260975e-05
4.54,1.845966610260975e-05
4.5425,1.8459666102609736e-05
4.545,1.845966610260973e-05
4.5475,1.8459666102609719e-05
4.55,1.8459666102609713e-05
4.5525,1.8459666102609709e-05
4.555,1.8459666102609696e-05
4.5575,1.8459666102609682e-05
4.56,1.8459666102609679e-05
4.5625,1.8459666102609665e-05
4.565,1.8459666102609652e-05
4.5675,1.8459666102609638e-05
4.57,1.8459666102609625e-05
4.5725,1.8459666102609608e-05
4.575,1.8459666102609594e-05
4.5775,1.8459666102609574e-05
4.58,1.845966610260956e-05
4.5825,1.8459666102609547e-05
4.585,1.8459666102609526e-05
4.5875,1.8459666102609509e-05
4.59,1.8459666102609489e-05
4.5925,1.8459666102609465e-05
4.595,1.8459666102609452e-05
4.5975,1.8459666102609431e-05
4.6,1.8459666102609414e-05
4.6025,1.8459666102609391e-05
4.605,1.8459666102609377e-05
4.6075,1.845966610260937e-05
4.61,1.8459666102609354e-05
4.6125,1.8459666102609333e-05
4.615,1.845966610260932e-05
4.6175,1.8459666102609313e-05
4.62,1.8459666102609296e-05
4.6225,1.8459666102609289e-05
4.625,1.8459666102609276e-05
4.6275,1.8459666102609265e-05
4.63,1.8459666102609248e-05
4.6325,1.8459666102609245e-05
4.635,1.8459666102609228e-05
4.6375,1.8459666102609218e-05
4.64,1.8459666102609208e-05
4.6425,1.8459666102609201e-05
4.645,1.8459666102609198e-05
4.6475,1.8459666102609191e-05
4.65,1.8459666102609181e-05
4.6525,1.8459666102609181e-05
4.655,1.8459666102609177e-05
4.6575,1.8459666102609177e-05
4.66,1.8459666102609177e-05
4.6625,1.8459666102609181e-05
4.665,1.8459666102609181e-05
4.6675,1.8459666102609191e-05
4.67,1.8459666102609194e-05
4.6725,1.8459666102609198e-05
4.675,1.8459666102609208e-05
4.6775,1.8459666102609208e-05
4.68,1.8459666102609218e-05
4.6825,1.8459666102609228e-05
4.685,1.8459666102609238e-05
4.6875,1.8459666102609245e-05
4.69,1.8459666102609248e-05
4.6925,1.8459666102609262e-05
4.695,1.8459666102609272e-05
4.6975,1.8459666102609289e-05
4.7,1.8459666102609296e-05
4.7025,1.8459666102609316e-05
4.705,1.8459666102609337e-05
4.7075,1.8459666102609347e-05
4.71,1.8459666102609367e-05
4.7125,1.8459666102609377e-05
4.715,1.8459666102609391e-05
4.7175,1.8459666102609411e-05
4.72,1.8459666102609425e-05
4.7225,1.8459666102609438e-05
4.725,1.8459666102609459e-05
4.7275,1.8459666102609472e-05
4.73,1.8459666102609496e-05
4.7325,1.8459666102609506e-05
4.735,1.845966610260953e-05
4.7375,1.8459666102609553e-05
4.74,1.845966610260957e-05
4.7425,1.8459666102609591e-05
4.745,1.8459666102609597e-05
4.7475,1.8459666102609614e-05
4.75,1.8459666102609635e-05
4.7525,1.8459666102609645e-05
4.755,1.8459666102609665e-05
4.7575,1.8459666102609682e-05
4.76,1.8459666102609692e-05
4.7625,1.8459666102609709e-05
4.765,1.8459666102609719e-05
4.7675,1.8459666102609733e-05
4.77,1.845966610260975e-05
4.7725,1.845966610260976e-05
4.775,1.845966610260977e-05
4.7775,1.8459666102609784e-05
4.78,1.8459666102609797e-05
4.7825,1.8459666102609804e-05
4.785,1.8459666102609804e-05
4.7875,1.8459666102609804e-05
4.79,1.8459666102609811e-05
4.7925,1.8459666102609814e-05
4.795,1.8459666102609818e-05
4.7975,1.8459666102609821e-05
4.8,1.8459666102609821e-05
4.8025,1.8459666102609821e-05
4.805,1.8459666102609818e-05
4.8075,1.8459666102609811e-05
4.81,1.8459666102609804e-05
4.8125,1.8459666102609804e-05
4.815,1.8459666102609804e-05
4.8175,1.8459666102609797e-05
4.82,1.8459666102609784e-05
4.8225,1.845966610260978e-05
4.825,1.8459666102609767e-05
4.8275,1.845966610260976e-05
4.83,1.845966610260975e-05
4.8325,1.8459666102609736e-05
4.835,1.8459666102609726e-05
4.8375,1.8459666102609713e-05
4.84,1.8459666102609696e-05
4.8425,1.8459666102609682e-05
4.845,1.8459666102609665e-05
4.8475,1.8459666102609645e-05
4.85,1.8459666102609635e-05
4.8525,1.8459666102609614e-05
4.855,1.8459666102609597e-05
4.8575,1.8459666102609591e-05
4.86,1.845966610260957e-05
4.8625,1.8459666102609553e-05
4.865,1.8459666102609543e-05
4.8675,1.845966610260952e-05
4.87,1.8459666102609509e-05
4.8725,1.8459666102609489e-05
4.875,1.8459666102609469e-05
4.8775,1.8459666102609452e-05
4.88,1.8459666102609431e-05
4.8825,1.8459666102609418e-05
4.885,1.8459666102609401e-05
4.8875,1.8459666102609381e-05
4.89,1.845966610260937e-05
4.8925,1.8459666102609354e-05
4.895,1.8459666102609337e-05
4.8975,1.8459666102609326e-05
4.9,1.8459666102609316e-05
4.9025,1.8459666102609303e-05
4.905,1.8459666102609296e-05
4.9075,1.8459666102609289e-05
4.91,1.8459666102609279e-05
4.9125,1.8459666102609265e-05
4.915,1.8459666102609262e-05
4.9175,1.8459666102609252e-05
4.92,1.8459666102609248e-05
4.9225,1.8459666102609245e-05
4.925,1.8459666102609245e-05
4.9275,1.8459666102609245e-05
4.93,1.8459666102609238e-05
4.9325,1.8459666102609238e-05
4.935,1.8459666102609235e-05
4.9375,1.8459666102609235e-05
4.94,1.8459666102609238e-05
4.9425,1.8459666102609245e-05
4.945,1.8459666102609245e-05
4.9475,1.8459666102609245e-05
4.95,1.8459666102609248e-05
4.9525,1.8459666102609248e-05
4.955,1.8459666102609252e-05
4.9575,1.8459666102609265e-05
4.96,1.8459666102609279e-05
4.9625,1.8459666102609289e-05
4.965,1.8459666102609296e-05
4.9675,1.8459666102609303e-05
4.97,1.8459666102609316e-05
4.9725,1.8459666102609323e-05
4.975,1.8459666102609337e-05
4.9775,1.8459666102609347e-05
4.98,1.8459666102609364e-05
4.9825,1.8459666102609377e-05
4.985,1.8459666102609384e-05
4.9875,1.8459666102609401e-05
4.99,1.8459666102609414e-05
4.9925,1.8459666102609431e-05
4.995,1.8459666102609452e-05
4.9975,1.8459666102609469e-05
5.0,1.8459666102609475e-05
5.0025,1.8459666102609496e-05
5.005,1.8459666102609506e-05
5.0075,1.8459666102609523e-05
5.01,1.845966610260954e-05
5.0125,1.8459666102609553e-05
5.015,1.8459666102609564e-05
5.0175,1.8459666102609577e-05
5.02,1.8459666102609594e-05
5.0225,1.8459666102609611e-05
5.025,1.8459666102609625e-05
5.0275,1.8459666102609635e-05
5.03,1.8459666102609645e-05
5.0325,1.8459666102609665e-05
5.035,1.8459666102609679e-05
5.0375,1.8459666102609682e-05
5.04,1.8459666102609696e-05
5.0425,1.8459666102609709e-05
5.045,1.8459666102609723e-05
5.0475,1.8459666102609726e-05
5.05,1.845966610260973e-05
5.0525,1.8459666102609733e-05
5.055,1.845966610260974e-05
5.0575,1.8459666102609743e-05
5.06,1.8459666102609743e-05
5.0625,1.8459666102609743e-05
5.065,1.8459666102609743e-05
5.0675,1.845966610260974e-05
5.07,1.845966610260974e-05
5.0725,1.845966610260974e-05
5.075,1.845966610260974e-05
5.0775,1.8459666102609736e-05
5.08,1.8459666102609736e-05
5.0825,1.845966610260973e-05
5.085,1.845966610260973e-05
5.0875,1.8459666102609726e-05
5.09,1.8459666102609716e-05
5.0925,1.8459666102609709e-05
5.095,1.8459666102609702e-05
5.0975,1.8459666102609689e-05
5.1,1.8459666102609682e-05
5.1025,1.8459666102609679e-05
5.105,1.8459666102609665e-05
5.1075,1.8459666102609652e-05
5.11,1.8459666102609641e-05
5.1125,1.8459666102609631e-05
5.115,1.8459666102609611e-05
5.1175,1.8459666102609594e-05
5.12,1.8459666102609584e-05
5.1225,1.845966610260957e-05
5.125,1.8459666102609553e-05
5.1275,1.8459666102609547e-05
5.13,1.8459666102609526e-05
5.1325,1.8459666102609513e-05
5.135,1.8459666102609503e-05
5.1375,1.8459666102609486e-05
5.14,1.8459666102609469e-05
5.1425,1.8459666102609455e-05
5.145,1.8459666102609435e-05
5.1475,1.8459666102609425e-05
5.15,1.8459666102609414e-05
5.1525,1.8459666102609401e-05
5.155,1.8459666102609387e-05
5.1575,1.8459666102609377e-05
5.16,1.845966610260937e-05
5.1625,1.8459666102609357e-05
5.165,1.8459666102609347e-05
5.1675,1.8459666102609337e-05
5.17,1.845966610260933e-05
5.1725,1.845966610260932e-05
5.175,1.8459666102609309e-05
5.1775,1.8459666102609299e-05
5.18,1.8459666102609293e-05
5.1825,1.8459666102609293e-05
5.185,1.8459666102609289e-05
5.1875,1.8459666102609286e-05
5.19,1.8459666102609279e-05
5.1925,1.8459666102609279e-05
5.195,1.8459666102609279e-05
5.1975,1.8459666102609279e-05
5.2,1.8459666102609279e-05
5.2025,1.8459666102609279e-05
5.205,1.8459666102609279e-05
5.2075,1.8459666102609286e-05
5.21,1.8459666102609286e-05
5.2125,1.8459666102609286e-05
5.215,1.8459666102609289e-05
5.2175,1.8459666102609296e-05
5.22,1.8459666102609299e-05
5.2225,1.8459666102609309e-05
5.225,1.8459666102609316e-05
5.2275,1.8459666102609323e-05
5.23,1.8459666102609337e-05
5.2325,1.8459666102609337e-05
5.235,1.845966610260935e-05
5.2375,1.8459666102609367e-05
5.24,1.845966610260937e-05
5.2425,1.8459666102609377e-05
5.245,1.8459666102609387e-05
5.2475,1.8459666102609401e-05
5.25,1.8459666102609414e-05
5.2525,1.8459666102609425e-05
5.255,1.8459666102609435e-05
5.2575,1.8459666102609442e-05
5.26,1.8459666102609455e-05
5.2625,1.8459666102609465e-05
5.265,1.8459666102609475e-05
5.2675,1.8459666102609492e-05
5.27,1.8459666102609499e-05
5.2725,1.8459666102609509e-05
5.275,1.8459666102609513e-05
5.2775,1.8459666102609526e-05
5.28,1.8459666102609547e-05
5.2825,1.845966610260955e-05
5.285,1.8459666102609564e-05
5.2875,1.8459666102609577e-05
5.29,1.8459666102609591e-05
5.2925,1.8459666102609594e-05
5.295,1.8459666102609608e-05
5.2975,1.8459666102609614e-05
5.3,1.8459666102609625e-05
5.3025,1.8459666102609631e-05
5.305,1.8459666102609635e-05
5.3075,1.8459666102609638e-05
5.31,1.8459666102609641e-05
5.3125,1.8459666102609645e-05
5.315,1.8459666102609652e-05
5.3175,1.8459666102609652e-05
5.32,1.8459666102609658e-05
5.3225,1.8459666102609662e-05
5.325,1.8459666102609669e-05
5.3275,1.8459666102609669e-05
5.33,1.8459666102609669e-05
5.3325,1.8459666102609669e-05
5.335,1.8459666102609665e-05
5.3375,1.8459666102609658e-05
5.34,1.8459666102609652e-05
5.3425,1.8459666102609645e-05
5.345,1.8459666102609641e-05
5.3475,1.8459666102609635e-05
5.35,1.8459666102609631e-05
5.3525,1.8459666102609625e-05
5.355,1.8459666102609611e-05
5.3575,1.8459666102609604e-05
5.36,1.8459666102609594e-05
5.3625,1.8459666102609594e-05
5.365,1.8459666102609584e-05
5.3675,1.8459666102609574e-05
5.37,1.8459666102609564e-05
5.3725,1.845966610260956e-05
5.375,1.845966610260955e-05
5.3775,1.8459666102609547e-05
5.38,1.845966610260953e-05
5.3825,1.8459666102609513e-05
5.385,1.8459666102609506e-05
5.3875,1.8459666102609499e-05
5.39,1.8459666102609489e-05
5.3925,1.8459666102609472e-05
5.395,1.8459666102609459e-05
5.3975,1.8459666102609452e-05
5.4,1.8459666102609435e-05
5.4025,1.8459666102609431e-05
5.405,1.8459666102609425e-05
5.4075,1.8459666102609414e-05
5.41,1.8459666102609401e-05
5.4125,1.8459666102609391e-05
5.415,1.8459666102609384e-05
5.4175,1.8459666102609377e-05
5.42,1.845966610260937e-05
5.4225,1.845966610260937e-05
5.425,1.8459666102609364e-05
5.4275,1.8459666102609357e-05
5.43,1.845966610260935e-05
5.4325,1.8459666102609347e-05
5.435,1.8459666102609337e-05
5.4375,1.8459666102609337e-05
5.44,1.8459666102609333e-05
5.4425,1.8459666102609337e-05
5.445,1.8459666102609337e-05
5.4475,1.8459666102609337e-05
5.45,1.845966610260933e-05
5.4525,1.8459666102609326e-05
5.455,1.845966610260933e-05
5.4575,1.8459666102609337e-05
5.46,1.8459666102609337e-05
5.4625,1.8459666102609337e-05
5.465,1.8459666102609337e-05
5.4675,1.8459666102609337e-05
5.47,1.8459666102609347e-05
5.4725,1.8459666102609347e-05
5.475,1.8459666102609357e-05
5.4775,1.8459666102609367e-05
5.48,1.845966610260937e-05
5.4825,1.8459666102609377e-05
5.485,1.8459666102609377e-05
5.4875,1.8459666102609384e-05
5.49,1.8459666102609391e-05
5.4925,1.8459666102609404e-05
5.495,1.8459666102609418e-05
5.4975,1.8459666102609425e-05
5.5,1.8459666102609431e-05
5.5025,1.8459666102609438e-05
5.505,1.8459666102609452e-05
5.5075,1.8459666102609459e-05
5.51,1.8459666102609465e-05
5.5125,1.8459666102609475e-05
5.515,1.8459666102609492e-05
5.5175,1.8459666102609499e-05
5.52,1.8459666102609506e-05
5.5225,1.8459666102609523e-05
5.525,1.8459666102609526e-05
5.5275,1.8459666102609543e-05
5.53,1.845966610260955e-05
5.5325,1.8459666102609564e-05
5.535,1.8459666102609574e-05
5.5375,1.8459666102609591e-05
5.54,1.8459666102609591e-05
5.5425,1.8459666102609604e-05
5.545,1.8459666102609614e-05
5.5475,1.8459666102609625e-05
5.55,1.8459666102609631e-05
5.5525,1.8459666102609635e-05
5.555,1.8459666102609641e-05
5.5575,1.8459666102609645e-05
5.56,1.8459666102609652e-05
5.5625,1.8459666102609652e-05
5.565,1.8459666102609658e-05
5.5675,1.8459666102609658e-05
5.57,1.8459666102609658e-05
5.5725,1.8459666102609658e-05
5.575,1.8459666102609652e-05
5.5775,1.8459666102609652e-05
5.58,1.8459666102609652e-05
5.5825,1.8459666102609652e-05
5.585,1.8459666102609652e-05
5.5875,1.8459666102609652e-05
5.59,1.8459666102609645e-05
5.5925,1.8459666102609645e-05
5.595,1.8459666102609641e-05
5.5975,1.8459666102609635e-05
5.6,1.8459666102609631e-05
5.6025,1.8459666102609631e-05
5.605,1.8459666102609625e-05
5.6075,1.8459666102609614e-05
5.61,1.8459666102609608e-05
5.6125,1.8459666102609594e-05
5.615,1.8459666102609594e-05
5.6175,1.8459666102609584e-05
5.62,1.8459666102609577e-05
5.6225,1.845966610260957e-05
5.625,1.845966610260956e-05
5.6275,1.845966610260955e-05
5.63,1.8459666102609547e-05
5.6325,1.845966610260953e-05
5.635,1.845966610260952e-05
5.6375,1.8459666102609506e-05
5.64,1.8459666102609503e-05
5.6425,1.8459666102609489e-05
5.645,1.8459666102609472e-05
5.6475,1.8459666102609469e-05
5.65,1.8459666102609455e-05
5.6525,1.8459666102609438e-05
5.655,1.8459666102609431e-05
5.6575,1.8459666102609425e-05
5.66,1.8459666102609418e-05
5.6625,1.8459666102609408e-05
5.665,1.8459666102609401e-05
5.6675,1.8459666102609387e-05
5.67,1.8459666102609377e-05
5.6725,1.845966610260937e-05
5.675,1.8459666102609357e-05
5.6775,1.8459666102609347e-05
5.68,1.8459666102609333e-05
5.6825,1.8459666102609337e-05
5.685,1.8459666102609337e-05
5.6875,1.845966610260933e-05
5.69,1.8459666102609323e-05
5.6925,1.8459666102609323e-05
5.695,1.8459666102609323e-05
5.6975,1.845966610260932e-05
5.7,1.8459666102609316e-05
5.7025,1.8459666102609316e-05
5.705,1.8459666102609316e-05
5.7075,1.8459666102609323e-05
5.71,1.8459666102609326e-05
5.7125,1.845966610260933e-05
5.715,1.8459666102609337e-05
5.7175,1.8459666102609337e-05
5.72,1.8459666102609337e-05
5.7225,1.845966610260935e-05
5.725,1.8459666102609364e-05
5.7275,1.845966610260937e-05
5.73,1.8459666102609377e-05
5.7325,1.8459666102609384e-05
5.735,1.8459666102609391e-05
5.7375,1.8459666102609401e-05
5.74,1.8459666102609414e-05
5.7425,1.8459666102609425e-05
5.745,1.8459666102609431e-05
5.7475,1.8459666102609435e-05
5.75,1.8459666102609452e-05
5.7525,1.8459666102609459e-05
5.755,1.8459666102609472e-05
5.7575,1.8459666102609482e-05
5.76,1.8459666102609496e-05
5.7625,1.8459666102609506e-05
5.765,1.8459666102609513e-05
5.7675,1.8459666102609526e-05
5.77,1.845966610260954e-05
5.7725,1.845966610260955e-05
5.775,1.845966610260956e-05
5.7775,1.845966610260957e-05
5.78,1.8459666102609584e-05
5.7825,1.8459666102609594e-05
5.785,1.8459666102609608e-05
5.7875,1.8459666102609614e-05
5.79,1.8459666102609631e-05
5.7925,1.8459666102609638e-05
5.795,1.8459666102609652e-05
5.7975,1.8459666102609658e-05
5.8,1.8459666102609669e-05
5.8025,1.8459666102609682e-05
5.805,1.8459666102609689e-05
5.8075,1.8459666102609702e-05
5.81,1.8459666102609709e-05
5.8125,1.8459666102609713e-05
5.815,1.8459666102609716e-05
5.8175,1.8459666102609719e-05
5.82,1.8459666102609726e-05
5.8225,1.845966610260973e-05
5.825,1.8459666102609736e-05
5.8275,1.8459666102609743e-05
5.83,1.8459666102609743e-05
5.8325,1.8459666102609743e-05
5.835,1.8459666102609743e-05
5.8375,1.845966610260974e-05
5.84,1.8459666102609733e-05
5.8425,1.8459666102609726e-05
5.845,1.8459666102609719e-05
5.8475,1.8459666102609723e-05
5.85,1.8459666102609713e-05
5.8525,1.8459666102609709e-05
5.855,1.8459666102609702e-05
5.8575,1.8459666102609689e-05
5.86,1.8459666102609682e-05
5.8625,1.8459666102609679e-05
5.865,1.8459666102609662e-05
5.8675,1.8459666102609652e-05
5.87,1.8459666102609641e-05
5.8725,1.8459666102609635e-05
5.875,1.8459666102609625e-05
5.8775,1.8459666102609611e-05
5.88,1.8459666102609591e-05
5.8825,1.8459666102609581e-05
5.885,1.8459666102609564e-05
5.8875,1.8459666102609553e-05
5.89,1.8459666102609547e-05
5.8925,1.8459666102609526e-05
5.895,1.8459666102609513e-05
5.8975,1.8459666102609506e-05
5.9,1.8459666102609496e-05
5.9025,1.8459666102609475e-05
5.905,1.8459666102609469e-05
5.9075,1.8459666102609452e-05
5.91,1.8459666102609435e-05
5.9125,1.8459666102609425e-05
5.915,1.8459666102609408e-05
5.9175,1.8459666102609391e-05
5.92,1.8459666102609377e-05
5.9225,1.845966610260937e-05
5.925,1.8459666102609357e-05
5.9275,1.8459666102609337e-05
5.93,1.845966610260933e-05
5.9325,1.8459666102609316e-05
5.935,1.8459666102609309e-05
5.9375,1.8459666102609299e-05
5.94,1.8459666102609296e-05
5.9425,1.8459666102609286e-05
5.945,1.8459666102609279e-05
5.9475,1.8459666102609272e-05
5.95,1.8459666102609269e-05
5.9525,1.8459666102609265e-05
5.955,1.8459666102609265e-05
5.9575,1.8459666102609265e-05
5.96,1.8459666102609269e-05
5.9625,1.8459666102609269e-05
5.965,1.8459666102609265e-05
5.9675,1.8459666102609272e-05
5.97,1.8459666102609272e-05
5.9725,1.8459666102609279e-05
5.975,1.8459666102609289e-05
5.9775,1.8459666102609296e-05
5.98,1.8459666102609296e-05
5.9825,1.8459666102609299e-05
5.985,1.8459666102609309e-05
5.9875,1.8459666102609316e-05
5.99,1.8459666102609326e-05
5.9925,1.8459666102609337e-05
5.995,1.8459666102609337e-05
5.9975,1.8459666102609354e-05
6.0,1.8459666102609367e-05
6.0025,1.845966610260937e-05
6.005,1.8459666102609381e-05
6.0075,1.8459666102609391e-05
6.01,1.8459666102609411e-05
6.0125,1.8459666102609425e-05
6.015,1.8459666102609435e-05
6.0175,1.8459666102609452e-05
6.02,1.8459666102609469e-05
6.0225,1.8459666102609479e-05
6.025,1.8459666102609499e-05
6.0275,1.8459666102609513e-05
6.03,1.845966610260953e-05
6.0325,1.845966610260955e-05
6.035,1.8459666102609564e-05
6.0375,1.8459666102609577e-05
6.04,1.8459666102609594e-05
6.0425,1.8459666102609608e-05
6.045,1.8459666102609625e-05
6.0475,1.8459666102609635e-05
6.05,1.8459666102609645e-05
6.0525,1.8459666102609662e-05
6.055,1.8459666102609679e-05
6.0575,1.8459666102609682e-05
6.06,1.8459666102609696e-05
6.0625,1.8459666102609709e-05
6.065,1.8459666102609713e-05
6.0675,1.8459666102609723e-05
6.07,1.8459666102609726e-05
6.0725,1.845966610260973e-05
6.075,1.8459666102609736e-05
6.0775,1.8459666102609743e-05
6.08,1.845966610260975e-05
6.0825,1.845966610260975e-05
6.085,1.8459666102609753e-05
6.0875,1.845966610260976e-05
6.09,1.8459666102609757e-05
6.0925,1.8459666102609753e-05
6.095,1.8459666102609753e-05
6.0975,1.845966610260975e-05
6.1,1.845966610260975e-05
6.1025,1.8459666102609743e-05
6.105,1.845966610260974e-05
6.1075,1.8459666102609733e-05
6.11,1.8459666102609726e-05
6.1125,1.8459666102609719e-05
6.115,1.8459666102609713e-05
6.1175,1.8459666102609709e-05
6.12,1.8459666102609692e-05
6.1225,1.8459666102609682e-05
6.125,1.8459666102609669e-05
6.1275,1.8459666102609652e-05
6.13,1.8459666102609635e-05
6.1325,1.8459666102609625e-05
6.135,1.8459666102609611e-05
6.1375,1.8459666102609594e-05
6.14,1.8459666102609577e-05
6.1425,1.8459666102609564e-05
6.145,1.8459666102609553e-05
6.1475,1.845966610260953e-05
6.15,1.8459666102609513e-05
6.1525,1.8459666102609503e-05
6.155,1.8459666102609486e-05
6.1575,1.8459666102609469e-05
6.16,1.8459666102609455e-05
6.1625,1.8459666102609435e-05
6.165,1.8459666102609425e-05
6.1675,1.8459666102609411e-05
6.17,1.8459666102609391e-05
6.1725,1.8459666102609377e-05
6.175,1.8459666102609364e-05
6.1775,1.8459666102609337e-05
6.18,1.845966610260933e-05
6.1825,1.8459666102609316e-05
6.185,1.8459666102609299e-05
6.1875,1.8459666102609296e-05
6.19,1.8459666102609279e-05
6.1925,1.8459666102609269e-05
6.195,1.8459666102609252e-05
6.1975,1.8459666102609245e-05
6.2,1.8459666102609235e-05
6.2025,1.8459666102609228e-05
6.205,1.8459666102609225e-05
6.2075,1.8459666102609218e-05
6.21,1.8459666102609211e-05
6.2125,1.8459666102609204e-05
6.215,1.8459666102609201e-05
6.2175,1.8459666102609201e-05
6.22,1.8459666102609198e-05
6.2225,1.8459666102609198e-05
6.225,1.8459666102609198e-05
6.2275,1.8459666102609198e-05
6.23,1.8459666102609201e-05
6.2325,1.8459666102609201e-05
6.235,1.8459666102609208e-05
6.2375,1.8459666102609208e-05
6.24,1.8459666102609218e-05
6.2425,1.8459666102609225e-05
6.245,1.8459666102609228e-05
6.2475,1.8459666102609235e-05
6.25,1.8459666102609245e-05
6.2525,1.8459666102609252e-05
6.255,1.8459666102609269e-05
6.2575,1.8459666102609279e-05
6.26,1.8459666102609289e-05
6.2625,1.8459666102609299e-05
6.265,1.8459666102609316e-05
6.2675,1.845966610260933e-05
6.27,1.8459666102609337e-05
6.2725,1.8459666102609364e-05
6.275,1.8459666102609377e-05
6.2775,1.8459666102609387e-05
6.28,1.8459666102609408e-05
6.2825,1.8459666102609425e-05
6.285,1.8459666102609435e-05
6.2875,1.8459666102609455e-05
6.29,1.8459666102609469e-05
6.2925,1.8459666102609486e-05
6.295,1.8459666102609506e-05
6.2975,1.845966610260952e-05
6.3,1.8459666102609543e-05
6.3025,1.845966610260955e-05
6.305,1.845966610260957e-05
6.3075,1.8459666102609591e-05
6.31,1.8459666102609597e-05
6.3125,1.8459666102609614e-05
6.315,1.8459666102609635e-05
6.3175,1.8459666102609645e-05
6.32,1.8459666102609658e-05
6.3225,1.8459666102609669e-05
6.325,1.8459666102609682e-05
6.3275,1.8459666102609689e-05
6.33,1.8459666102609699e-05
6.3325,1.8459666102609713e-05
6.335,1.8459666102609726e-05
6.3375,1.845966610260973e-05
6.34,1.8459666102609736e-05
6.3425,1.8459666102609743e-05
6.345,1.845966610260975e-05
6.3475,1.8459666102609757e-05
6.35,1.845966610260976e-05
6.3525,1.845966610260976e-05
6.355,1.8459666102609767e-05
6.3575,1.8459666102609767e-05
6.36,1.8459666102609767e-05
