Physical Time (s),enth_flux_pressure_right Monitor (W): right_cv1,enth_flux_pressure_right Monitor (W): right_cv2,enth_flux_pressure_right Monitor (W): right_cv3,enth_flux_pressure_right Monitor (W): right_cv4,enth_flux_pressure_right Monitor (W): right_cv5,enth_flux_pressure_right Monitor (W): right_cv6,enth_flux_pressure_right Monitor (W): right_cv7
5.69175,2.5934192851699512e-06,1.7673836083850985e-06,1.5373200173167752e-06,1.3637403198498697e-06,1.2489098461275667e-06,1.1682898010443645e-06,1.1500403458929774e-06
5.692,2.5938347806874846e-06,1.7691909746815166e-06,1.5400853779966828e-06,1.3659777602480777e-06,1.250060907151573e-06,1.1677558383100062e-06,1.148075127115318e-06
5.69225,2.5943279954209405e-06,1.7708690203996326e-06,1.5428147516545139e-06,1.3682295832225475e-06,1.2512697311459681e-06,1.16726151450289e-06,1.1461353660424686e-06
5.6925,2.5947253538173172e-06,1.7722274273903674e-06,1.5452286241450371e-06,1.3702383984830627e-06,1.2524179001691703e-06,1.1667553434252913e-06,1.1442180105374641e-06
5.69275,2.5952524129029847e-06,1.7736193657625743e-06,1.5476963523688593e-06,1.3722700217594696e-06,1.253602340730661e-06,1.1661933943705341e-06,1.1423211656673729e-06
5.693,2.5960718914700379e-06,1.7751810564199474e-06,1.5505254824240646e-06,1.3745761241510683e-06,1.254892323417859e-06,1.1655392503543028e-06,1.1404400927335327e-06
5.69325,2.5969741114429013e-06,1.7766531402053512e-06,1.5533119597954581e-06,1.3768890185893521e-06,1.2561637774121734e-06,1.1647438856894813e-06,1.1385705551156298e-06
5.6935,2.5977895656572968e-06,1.7778121313266212e-06,1.555733107064381e-06,1.378950907565559e-06,1.257329232178743e-06,1.16378691815496e-06,1.1367006717567543e-06
5.69375,2.5987380281944323e-06,1.778839606496163e-06,1.5581596632069171e-06,1.3810141031349595e-06,1.2584932982212875e-06,1.1627040816724342e-06,1.1348183498112203e-06
5.694,2.5999794656934816e-06,1.7799264361759648e-06,1.5609657453543667e-06,1.3833421359104215e-06,1.259742685005779e-06,1.1615473391389936e-06,1.1329201101755621e-06
5.69425,2.6013011525825862e-06,1.780931274276398e-06,1.5637627104345057e-06,1.3856618966666458e-06,1.2609734616536279e-06,1.1603387986165287e-06,1.1310088132492426e-06
5.6945,2.6025373830134846e-06,1.7816380183038509e-06,1.5661768439924434e-06,1.3876881344167239e-06,1.2620531538958652e-06,1.1590784912949556e-06,1.1290790238714215e-06
5.69475,2.6038668445311551e-06,1.7822908322292912e-06,1.5685819943546184e-06,1.3897036313523197e-06,1.2630968460398197e-06,1.1577884313267855e-06,1.1271080752193666e-06
5.695,2.6054090835041884e-06,1.7832474606743902e-06,1.571367987831641e-06,1.391955622055347e-06,1.2642195820367703e-06,1.1564901344722192e-06,1.1250977714019659e-06
5.69525,2.6069793808851583e-06,1.7842843487211577e-06,1.5741890925253825e-06,1.3941396012331084e-06,1.265317936767087e-06,1.1551766154150088e-06,1.123058631397717e-06
5.6955,2.6084260743672132e-06,1.7852310562260291e-06,1.5766617908004558e-06,1.3959813629526946e-06,1.2662904090083436e-06,1.1538393107022953e-06,1.1209716401886905e-06
5.69575,2.6099432710058455e-06,1.7862391621973891e-06,1.5790147960349962e-06,1.3977814364747071e-06,1.2672768928948488e-06,1.152483248584231e-06,1.1188331563684553e-06
5.696,2.6116759360573423e-06,1.7872788490385199e-06,1.5815048949869319e-06,1.3998319167304237e-06,1.2683904287159417e-06,1.1511210537977245e-06,1.1166421465554243e-06
5.69625,2.613444626875249e-06,1.7880762683358214e-06,1.5838398126675956e-06,1.4018255718809511e-06,1.2694919537562901e-06,1.1497159422226987e-06,1.1143848715862168e-06
5.6965,2.6150725875359545e-06,1.7885617291507432e-06,1.5858063342647302e-06,1.4034642845521219e-06,1.2704476671156585e-06,1.1482046220188671e-06,1.1120517753943485e-06
5.69675,2.6167244330234322e-06,1.7890623152616421e-06,1.5878505032375631e-06,1.4050290004775778e-06,1.2713286757143818e-06,1.1465648481045556e-06,1.1096492776452136e-06
5.697,2.6185537060107783e-06,1.7897342437054129e-06,1.5901982064055946e-06,1.4068131734356808e-06,1.2722174183333434e-06,1.1447743257454792e-06,1.1071870928903457e-06
5.69725,2.6203792325329586e-06,1.7903479970631852e-06,1.5923926644570118e-06,1.4085125607027178e-06,1.2729958361775867e-06,1.1427877497404008e-06,1.1046490216462749e-06
5.6975,2.6220380574268817e-06,1.7906130228162804e-06,1.5941357329451826e-06,1.409844418830116e-06,1.2735236832014227e-06,1.1406152017810522e-06,1.1020284706450473e-06
5.69775,2.6236904240528768e-06,1.7907724364366606e-06,1.5957614293047417e-06,1.4111211694939032e-06,1.2739079332049081e-06,1.1383119034282544e-06,1.0993241511703394e-06
5.698,2.6254590289491747e-06,1.7911438452702188e-06,1.5975607976362748e-06,1.4126559603031293e-06,1.2743128953696991e-06,1.13592876301057e-06,1.0965580058794955e-06
5.69825,2.6272031367874454e-06,1.7915382486412695e-06,1.5992408612353078e-06,1.4141416847963928e-06,1.2746659667605833e-06,1.1334544004569379e-06,1.0937247318238444e-06
5.6985,2.6287904271722279e-06,1.7916356827033414e-06,1.6004275571510513e-06,1.4152426811235353e-06,1.2748635141510576e-06,1.1308237400812025e-06,1.0908273820625604e-06
5.69875,2.6303655568754706e-06,1.7914082291075383e-06,1.6014718278636215e-06,1.4162182813193596e-06,1.2750309258713901e-06,1.1280500973795197e-06,1.0878507474742342e-06
5.699,2.6320167052098239e-06,1.7908867399744349e-06,1.6026994079062117e-06,1.4173224213964037e-06,1.2752552212311921e-06,1.1252143408945873e-06,1.0848109834614622e-06
5.69925,2.6336269577325174e-06,1.7899786562654789e-06,1.6037519937716388e-06,1.4182636416527511e-06,1.2753980312427394e-06,1.12234102847062e-06,1.0816835313219865e-06
5.6995,2.6350411992050551e-06,1.7886622106708637e-06,1.6042728994823072e-06,1.4187923236740513e-06,1.2752941557924742e-06,1.1194447639774316e-06,1.0784446489312764e-06
5.69975,2.6363917825140727e-06,1.7870380964423771e-06,1.6046322276761529e-06,1.4192155173184342e-06,1.2750230134047471e-06,1.1165731080499257e-06,1.0751175137228827e-06
5.7,2.6377966673105429e-06,1.7853049274489584e-06,1.6051482247894543e-06,1.4198392001624764e-06,1.2746814877123311e-06,1.1137806639422302e-06,1.0717114751677482e-06
5.70025,2.6391352037495862e-06,1.7834167293117775e-06,1.6055082590791138e-06,1.4203540091483882e-06,1.2741045084701753e-06,1.1110132927103726e-06,1.06821239715549e-06
5.7005,2.6402965127495572e-06,1.7812037245058664e-06,1.6054122297155401e-06,1.420443124217014e-06,1.2731619830645632e-06,1.1082078109423371e-06,1.0646182958460198e-06
5.70075,2.6414213344996346e-06,1.7789708524519983e-06,1.6051583325559333e-06,1.4204357377689241e-06,1.2720362856708404e-06,1.1053616607513643e-06,1.0609393206487999e-06
5.701,2.6426156385389214e-06,1.7767778238353488e-06,1.6050373856862177e-06,1.4206365471923069e-06,1.2709034445442498e-06,1.1024436935748319e-06,1.0571873108040182e-06
5.70125,2.6437206356911486e-06,1.7744041793442288e-06,1.6046931504274471e-06,1.4207082933072821e-06,1.2696886720347767e-06,1.0993645680776818e-06,1.0533552524777849e-06
5.7015,2.6446150719885478e-06,1.7715887571172212e-06,1.6038158642011959e-06,1.4203709714458636e-06,1.2682749462273663e-06,1.096053271873894e-06,1.0494362403945715e-06
5.70175,2.6454093050372875e-06,1.768378114205625e-06,1.6027747875349952e-06,1.4199896954058583e-06,1.2667703849290673e-06,1.0925013132143012e-06,1.0454337257439753e-06
5.702,2.6462341161476347e-06,1.7649410135884804e-06,1.6020519940920276e-06,1.4198464587107313e-06,1.265306089808823e-06,1.0887349218276062e-06,1.0413425966580502e-06
5.70225,2.6469977755009288e-06,1.7613721217569433e-06,1.6013372546036197e-06,1.4196594080442298e-06,1.2637098456679019e-06,1.0847422488507619e-06,1.0371469674403599e-06
5.7025,2.6476180523909681e-06,1.7575610345764815e-06,1.6002233892132716e-06,1.4191059278846443e-06,1.2618381331185061e-06,1.0805017039555125e-06,1.0328597617273348e-06
5.70275,2.6481923854588353e-06,1.7535865815435753e-06,1.5990180230068077e-06,1.4183753478674137e-06,1.2598905713917347e-06,1.0760789484250124e-06,1.0284911852352988e-06
5.703,2.6488238547717214e-06,1.7495986967894013e-06,1.5980287607688511e-06,1.4178114460453163e-06,1.2580466142463294e-06,1.071552066631332e-06,1.024062900440707e-06
5.70325,2.649429755459105e-06,1.7455390816640902e-06,1.5968963059033068e-06,1.4171555135182419e-06,1.2561571861837005e-06,1.0669236537434574e-06,1.019575129200509e-06
5.7035,2.6499050046996253e-06,1.7412843024079958e-06,1.5953959256603735e-06,1.4161417884209545e-06,1.2540810586043158e-06,1.062221498193381e-06,1.0150310403814589e-06
5.70375,2.6503395325218279e-06,1.7368242810797292e-06,1.593831853716097e-06,1.4151093750431989e-06,1.2519504587673827e-06,1.0575627305258986e-06,1.0104405858117179e-06
5.704,2.6508490113520431e-06,1.7323186568898719e-06,1.5924906501594884e-06,1.4144046675840581e-06,1.2498948516090641e-06,1.0530311544271986e-06,1.005827919134571e-06
5.70425,2.6513407280793863e-06,1.7277833521916539e-06,1.5909759778389759e-06,1.413688957561464e-06,1.2478171022728347e-06,1.0486010352007964e-06,1.0011823138036811e-06
5.7045,2.6517184060644385e-06,1.7231441435999816e-06,1.5890292597216819e-06,1.4126373945194016e-06,1.2455603492244816e-06,1.0442172803170695e-06,9.9648785500689188e-07
5.70475,2.652095295559541e-06,1.718440245384202e-06,1.5870215990727334e-06,1.4115713593805477e-06,1.2432728120433375e-06,1.0398994803455105e-06,9.9175901769596321e-07
5.705,2.6525958239378976e-06,1.7138185225388286e-06,1.5853632065955743e-06,1.4107750458806692e-06,1.2411233749435813e-06,1.0356958060318979e-06,9.8702112516434738e-07
5.70525,2.6531113915774888e-06,1.7093026276242283e-06,1.5836875032636486e-06,1.4099011610753139e-06,1.2390050159416294e-06,1.0315955977759953e-06,9.8227888892279578e-07
5.7055,2.6535584985161864e-06,1.7048335157403291e-06,1.5816645285934043e-06,1.4086859770026353e-06,1.2368128168133995e-06,1.0275760273718895e-06,9.7753723308020367e-07
5.70575,2.6540154068986335e-06,1.700318570769722e-06,1.5796397596007922e-06,1.4074889823482742e-06,1.2347276032813671e-06,1.0236876112472249e-06,9.7281930645409836e-07
5.706,2.6545540840949065e-06,1.695743272073468e-06,1.5779510692977095e-06,1.4065041009337105e-06,1.232921160480447e-06,1.0199669172111011e-06,9.6814365447967376e-07
5.70625,2.6551124624340628e-06,1.6910705204620139e-06,1.5762795518146999e-06,1.4054547429101529e-06,1.2312043277424056e-06,1.0163830483220432e-06,9.6349012230513634e-07
5.7065,2.6556262725448489e-06,1.6862046729980423e-06,1.5742769116611379e-06,1.4040923014123688e-06,1.2294333114769018e-06,1.0128841621876953e-06,9.588442947124521e-07
5.70675,2.6561394751877254e-06,1.6811732404052943e-06,1.5722295588621366e-06,1.4027298776978039e-06,1.2276562784868819e-06,1.0094685006121383e-06,9.5421595836143847e-07
5.707,2.6567192597749763e-06,1.6760461548506481e-06,1.5704711044077278e-06,1.4016398556647071e-06,1.2259475553815437e-06,1.0060943287236916e-06,9.4962164370955763e-07
5.70725,2.6573251668730936e-06,1.6708312872507894e-06,1.5686990871474958e-06,1.4005166000437612e-06,1.224110608880269e-06,1.0026719101327772e-06,9.4506492715202018e-07
5.7075,2.6578867587900984e-06,1.6655451572125138e-06,1.5665728113729246e-06,1.3990529485069489e-06,1.221994151506499e-06,9.9911874056059848e-07,9.405287888938156e-07
5.70775,2.6584568972861818e-06,1.6601996062872152e-06,1.5644545743694779e-06,1.3975979316826711e-06,1.2197906241146154e-06,9.9544588873062716e-07,9.3600639211121407e-07
5.708,2.6590695158929779e-06,1.6548711969743758e-06,1.5625777412571434e-06,1.3964224389855687e-06,1.2177014433785221e-06,9.9169385509440819e-07,9.3150853525612247e-07
5.70825,2.6596626239534802e-06,1.6495516956004062e-06,1.560567038955057e-06,1.3951869255625335e-06,1.2156416472286714e-06,9.8785968407273744e-07,9.2702395994023078e-07
5.7085,2.660159242575736e-06,1.6441600080820708e-06,1.5581031145115963e-06,1.3935326730659412e-06,1.2135204476520998e-06,9.8393408706791669e-07,9.2254617597575904e-07
5.70875,2.660635857254815e-06,1.63865262083786e-06,1.5555170936099074e-06,1.3917685558325185e-06,1.2114738456992488e-06,9.8003521292217343e-07,9.1808018241562218e-07
5.709,2.6611604541557625e-06,1.6330273014201928e-06,1.5532671140488278e-06,1.3902356196362498e-06,1.2096095242830338e-06,9.7626774522322692e-07,9.1363982176390297e-07
5.70925,2.6616932190710448e-06,1.627299375506848e-06,1.5510367012042534e-06,1.3886281104289094e-06,1.2077803230208162e-06,9.7264193465092606e-07,9.0920543608421746e-07
5.7095,2.6621822118412507e-06,1.6214963954631871e-06,1.5484966068392322e-06,1.386586125049513e-06,1.2058158015344325e-06,9.6915062983678504e-07,9.0475912742220184e-07
5.70975,2.6626807431625863e-06,1.6156291230877108e-06,1.5459142254597527e-06,1.3844485285699974e-06,1.2039096724710551e-06,9.6582293424764967e-07,9.003100862704998e-07
5.71,2.6632514905776057e-06,1.6097525968290477e-06,1.5435352281996749e-06,1.3826175156032465e-06,1.2022715651673006e-06,9.6266352686513589e-07,8.9587206511831649e-07
5.71025,2.6638382741633913e-06,1.6038844993317784e-06,1.5410468194515626e-06,1.3807626896522141e-06,1.2007096575847517e-06,9.5962234897417922e-07,8.9142667827573702e-07
5.7105,2.6643787167853475e-06,1.5979220670789986e-06,1.5381708732732656e-06,1.3786101550487155e-06,1.1990629205568344e-06,9.5663062395569509e-07,8.8695227793635134e-07
5.71075,2.6648834584658194e-06,1.5918847963491646e-06,1.5352242547189192e-06,1.3765573257307923e-06,1.1974491554235202e-06,9.5368320632114887e-07,8.8246292654777621e-07
5.711,2.665443284743555e-06,1.5858711962105527e-06,1.5325387211748588e-06,1.3749123321030962e-06,1.1960138556775639e-06,9.5078532099406195e-07,8.779771329902163e-07
5.71125,2.666061423196909e-06,1.5799442598874473e-06,1.5297863966831924e-06,1.3733061777820396e-06,1.1945979888026826e-06,9.4788748147523574e-07,8.7348939027278191e-07
5.7115,2.6666777933757968e-06,1.5740300622139242e-06,1.5267193164521711e-06,1.3714589233160946e-06,1.1930722084561478e-06,9.4497533833762052e-07,8.6900265698644818e-07
5.71175,2.6673093795289709e-06,1.5681010937574744e-06,1.5236711409287804e-06,1.3696597679334401e-06,1.1915640087109965e-06,9.4207961555443877e-07,8.6456221990867599e-07
5.712,2.6680245810341734e-06,1.5621693879523046e-06,1.5209238974441996e-06,1.3681332197113092e-06,1.1902007378730628e-06,9.3924274724226455e-07,8.6021191962534873e-07
5.71225,2.6688226199951e-06,1.5562760142493702e-06,1.5181860203893548e-06,1.3665223159663417e-06,1.1887954057813755e-06,9.3645900989236796e-07,8.5594965544952404e-07
5.7125,2.669675639476206e-06,1.5504447183183838e-06,1.5151678530122262e-06,1.3645761646913286e-06,1.1871906954066199e-06,9.3373123027770076e-07,8.5177617976485596e-07
5.71275,2.6705732757780993e-06,1.5446851916945517e-06,1.5121373578066902e-06,1.3626545681701143e-06,1.1855704252672151e-06,9.3109797902718737e-07,8.4771699802204243e-07
5.713,2.6715541999564073e-06,1.5390299910861439e-06,1.5093793409161531e-06,1.3610871651836676e-06,1.1841880739062557e-06,9.2863252400114532e-07,8.4378578470441565e-07
5.71325,2.6726726354519901e-06,1.5334426278553616e-06,1.5066279259388751e-06,1.3595044560913416e-06,1.1829399679658225e-06,9.2631419764821385e-07,8.399830575508925e-07
5.7135,2.6738984978970819e-06,1.5278442127031325e-06,1.503636913649949e-06,1.3576146019539453e-06,1.1817118487816717e-06,9.2411319693409521e-07,8.3631918648711835e-07
5.71375,2.6752266886708794e-06,1.5222032507232981e-06,1.5006917968109118e-06,1.355775021694896e-06,1.1806527193867174e-06,9.2203102285592384e-07,8.327967874515236e-07
5.714,2.6766372211452858e-06,1.5165909750281977e-06,1.4980282591556059e-06,1.3543304969573526e-06,1.1798779306994119e-06,9.2008432418892358e-07,8.2941673344456035e-07
5.71425,2.6781549371704293e-06,1.5110475033030301e-06,1.4953435249949997e-06,1.3530362448210913e-06,1.1790818389857791e-06,9.1821336441106968e-07,8.261890710524886e-07
5.7145,2.679772879643804e-06,1.5055312800467444e-06,1.492402846247895e-06,1.3515949456761475e-06,1.1780528381635568e-06,9.1640079628682902e-07,8.2312209683984673e-07
5.71475,2.6814642089817466e-06,1.5000479491331278e-06,1.4894884343946886e-06,1.3502526703914663e-06,1.1770930425172145e-06,9.1469987751024765e-07,8.2023481273432809e-07
5.715,2.6832492772918502e-06,1.494686469751732e-06,1.4868753413801949e-06,1.3492755201945445e-06,1.1764765360386259e-06,9.1317677653612901e-07,8.1753860362880207e-07
5.71525,2.6851560744910985e-06,1.4894766225797051e-06,1.4843100878298358e-06,1.3483822435691438e-06,1.1760637043780068e-06,9.118387506451389e-07,8.1502522313868571e-07
5.7155,2.68720442486023e-06,1.4843714037811701e-06,1.4815377256169484e-06,1.3473264836503524e-06,1.1757355315974552e-06,9.1069867794922153e-07,8.1267193665487581e-07
5.71575,2.689379192964239e-06,1.4793168253563816e-06,1.4788294248492561e-06,1.3464099549125703e-06,1.1756609386436298e-06,9.0979747798531363e-07,8.1048024536724948e-07
5.716,2.6916381239869095e-06,1.4743460923158977e-06,1.4764369441930087e-06,1.3459277707479663e-06,1.1759857446715785e-06,9.0917631195437103e-07,8.0845885677003448e-07
5.71625,2.69402038274074e-06,1.4694490350921211e-06,1.47410414920167e-06,1.3455913739699343e-06,1.1765200628385127e-06,9.0883547768148982e-07,8.0661473330679069e-07
5.7165,2.6965297979141031e-06,1.4646151214747095e-06,1.4716247500625593e-06,1.3451414825016895e-06,1.1770940491662175e-06,9.0876420640058597e-07,8.0495943213320073e-07
5.71675,2.6991320708198193e-06,1.4598726444143855e-06,1.4692474702807263e-06,1.3448988341275312e-06,1.1778293162331107e-06,9.0895642079873533e-07,8.0350445704407555e-07
5.717,2.7018122525306739e-06,1.4552520763728763e-06,1.4671589230351043e-06,1.3450153667450911e-06,1.1788140427979329e-06,9.0940532648729528e-07,8.0225592691795409e-07
5.71725,2.7046299689638242e-06,1.450761340679207e-06,1.4650895817679994e-06,1.3451311254207274e-06,1.1798218615671268e-06,9.1004369487179275e-07,8.0121916707179009e-07
5.7175,2.707590206479283e-06,1.4463840035091144e-06,1.4628277042693848e-06,1.3450399948015836e-06,1.1807356035581058e-06,9.1084009809790442e-07,8.0039124627928678e-07
5.71775,2.7106383898882006e-06,1.4421398490591252e-06,1.4606855529049467e-06,1.3450645010105376e-06,1.1816620944240768e-06,9.1182101973099093e-07,7.9976481734991917e-07
5.718,2.7137276812794623e-06,1.438053702383897e-06,1.4589380725133093e-06,1.3454727621747642e-06,1.1827350760680554e-06,9.1299087536902464e-07,7.9931697023885668e-07
5.71825,2.7169279454374606e-06,1.4341324383261889e-06,1.4573525346702506e-06,1.3459509631555051e-06,1.1837786680371404e-06,9.1432378497915596e-07,7.9903650313323008e-07
5.7185,2.7202899584000026e-06,1.4303428967940568e-06,1.4556507164484021e-06,1.3462639709475589e-06,1.1846344678613663e-06,9.1582856816816776e-07,7.9892222919711192e-07
5.71875,2.7237478932486913e-06,1.426705509638078e-06,1.4540395383862765e-06,1.3467016119363206e-06,1.185667544832365e-06,9.1749512050994516e-07,7.9895719753667303e-07
5.719,2.7272858854804079e-06,1.4232708063719228e-06,1.452730831766867e-06,1.3474891802104851e-06,1.1870972170068027e-06,9.1933335307340726e-07,7.991218302586739e-07
5.71925,2.7309852641859175e-06,1.4200009506760265e-06,1.4515029822823561e-06,1.3483983319052545e-06,1.1887805575932033e-06,9.2134359856563287e-07,7.9943203523420512e-07
5.7195,2.7348495814847102e-06,1.4168801323838799e-06,1.4501389411125514e-06,1.3491553358112791e-06,1.1905560988096655e-06,9.2348292299108606e-07,7.9989432391198408e-07
5.71975,2.738786855959863e-06,1.413926914696109e-06,1.4488838053435648e-06,1.3499772920432957e-06,1.192535110478636e-06,9.2575543553897523e-07,8.0049064675945033e-07
5.72,2.7427384953312276e-06,1.4111629221557534e-06,1.4479840135496978e-06,1.3511045039490233e-06,1.1947826186632207e-06,9.281255778469244e-07,8.0120075996888356e-07
5.72025,2.7467982344627898e-06,1.4085255041250707e-06,1.4471955208754809e-06,1.3523270572725654e-06,1.1970815317701829e-06,9.305426330647817e-07,8.0202631944958315e-07
5.7205,2.7510240643791782e-06,1.405937684075285e-06,1.4462810448265861e-06,1.3534068225814377e-06,1.1992611615909278e-06,9.3299329583668076e-07,8.0294747588983979e-07
5.72075,2.7553079297434238e-06,1.4033494501275424e-06,1.4454695675547335e-06,1.3546083755678656e-06,1.2014647970213608e-06,9.354899526801223e-07,8.0394865877301534e-07
5.721,2.7595951543671589e-06,1.4008255875844446e-06,1.444945244766966e-06,1.3561726563867023e-06,1.2038104188585112e-06,9.3809104061585592e-07,8.0502808944056836e-07
5.72125,2.7639914556413252e-06,1.3983666512563885e-06,1.4444836888382842e-06,1.3578446625648411e-06,1.2061034273656188e-06,9.4081746475755725e-07,8.0622375171883131e-07
5.7215,2.7685282381035197e-06,1.3959020119038077e-06,1.4438726221416583e-06,1.3592650713540368e-06,1.2081866375682617e-06,9.4367199288632226e-07,8.0752702965024253e-07
5.72175,2.7730529133593931e-06,1.3934670605696443e-06,1.4433364386271939e-06,1.3606921338438857e-06,1.2102763620530699e-06,9.4671355960114874e-07,8.08895813409267e-07
5.722,2.7775327786952846e-06,1.3911477027675623e-06,1.4430675211915694e-06,1.3623376602918095e-06,1.2125793285592705e-06,9.4996391996198198e-07,8.1031921476881012e-07
5.72225,2.7820922154254768e-06,1.3889493788101054e-06,1.4428412607050784e-06,1.3639659497377621e-06,1.2149499438831903e-06,9.5341367434623446e-07,8.1181187714638148e-07
5.7225,2.7867896669829815e-06,1.3868946346383861e-06,1.4424371904467531e-06,1.3653920844894787e-06,1.2172888279712596e-06,9.5704422045523215e-07,8.1337260562366883e-07
5.72275,2.7914981020146824e-06,1.3849092129040377e-06,1.442030771515614e-06,1.366876300507003e-06,1.2198533062338986e-06,9.6078842587607413e-07,8.1500651047407284e-07
5.723,2.7961631584682025e-06,1.3830146295682945e-06,1.4418149904005175e-06,1.3686166388961072e-06,1.2227677940931518e-06,9.6460598440168054e-07,8.1669602678032755e-07
5.72325,2.8008745552784234e-06,1.3811151176875499e-06,1.4416316955790334e-06,1.3703472434530053e-06,1.2257789593147072e-06,9.6848706597650882e-07,8.1844797673626067e-07
5.7235,2.8056589909200918e-06,1.3791478349808029e-06,1.4413182653232258e-06,1.3719310520225253e-06,1.2286866111537975e-06,9.7237491831924785e-07,8.2026746058635371e-07
5.72375,2.8103586950045647e-06,1.3771049593802581e-06,1.441030356576151e-06,1.3736337158318546e-06,1.2316031414262472e-06,9.7622974388020347e-07,8.2213088626719808e-07
5.724,2.8149314121974781e-06,1.3751458744385839e-06,1.4409213938566021e-06,1.3756330933926304e-06,1.2347443027577284e-06,9.8004865223602343e-07,8.2401118341002163e-07
5.72425,2.81950944522077e-06,1.3731878187714836e-06,1.4407906849808018e-06,1.3776086895681383e-06,1.2378787806594795e-06,9.8387783816486553e-07,8.2590564247428777e-07
5.7245,2.8241528191478937e-06,1.371267892304249e-06,1.4404297480647179e-06,1.3792708482496359e-06,1.2408044582853878e-06,9.8772138431123077e-07,8.2782934776787251e-07
5.72475,2.8287185542832922e-06,1.3694217441934524e-06,1.4400067439405445e-06,1.3808435828734304e-06,1.2436790380465564e-06,9.9154533440329914e-07,8.2974933088081811e-07
5.725,2.8331189441806901e-06,1.367713080724724e-06,1.4397000630619819e-06,1.382585029264934e-06,1.2467057890139866e-06,9.9533363897277252e-07,8.3163213583443133e-07
5.72525,2.8374481599053355e-06,1.3660769027703803e-06,1.4393072086552967e-06,1.3842571752479289e-06,1.2496984360812541e-06,9.9908390992016902e-07,8.3346793381429383e-07
5.7255,2.8417839976362868e-06,1.3644393171788925e-06,1.4386540321926695e-06,1.3856041688249919e-06,1.2525233926522893e-06,1.0028150810614727e-06,8.3523001400065337e-07
5.72575,2.8460032211253144e-06,1.3628663767283455e-06,1.4379183235765879e-06,1.3868630124367148e-06,1.2554061594877528e-06,1.0066217441419728e-06,8.3690425789328727e-07
5.726,2.8500703791308465e-06,1.3613284621440254e-06,1.4372739706356754e-06,1.3882743314714868e-06,1.258460228117211e-06,1.0104989421473173e-06,8.3847929822626417e-07
5.72625,2.8541248214202178e-06,1.3597405642093527e-06,1.4365642905564013e-06,1.3896051661403996e-06,1.2614359033458342e-06,1.0144359913806668e-06,8.3994952868302882e-07
5.7265,2.8582115072822029e-06,1.3580168930584494e-06,1.4356595784159584e-06,1.3905826293457659e-06,1.2640670849173574e-06,1.0183736424145239e-06,8.4131341172320705e-07
5.72675,2.8621711146465186e-06,1.3562009161832132e-06,1.4347083703092175e-06,1.3914245864891619e-06,1.266487038623652e-06,1.0223187001732733e-06,8.4254869841281953e-07
5.727,2.8658937099002358e-06,1.3543341459214429e-06,1.4338644103805281e-06,1.3923772296559994e-06,1.2687469075692182e-06,1.0263243716251753e-06,8.4363449871026524e-07
5.72725,2.869539304750913e-06,1.3524066247419141e-06,1.4329623527771922e-06,1.3931973070850003e-06,1.2707046429060411e-06,1.0303856659099305e-06,8.4460428028809771e-07
5.7275,2.8731891182994507e-06,1.3504070979931269e-06,1.4318664644369734e-06,1.3936720056855434e-06,1.2723117639902417e-06,1.0344222685159097e-06,8.4548635568520523e-07
5.72775,2.8767227258066135e-06,1.3484141294247091e-06,1.4307296437391902e-06,1.3940383011572568e-06,1.2738582377299243e-06,1.0383620522358052e-06,8.4627081554266623e-07
5.728,2.8800886462839837e-06,1.3465099098061992e-06,1.4297034985222979e-06,1.394527384821371e-06,1.2755529195850873e-06,1.0421820221544164e-06,8.4695297087923161e-07
5.72825,2.8835185967726589e-06,1.3445225915697348e-06,1.428500968522922e-06,1.3947215871147641e-06,1.2771429266629031e-06,1.0458754776367188e-06,8.4754625515512287e-07
5.7285,2.8868688454387519e-06,1.3425513442094968e-06,1.4272866279692551e-06,1.3948628119959531e-06,1.2787909164934793e-06,1.0495344783299219e-06,8.4806269556257352e-07
5.72875,2.8900165159548202e-06,1.340634550402021e-06,1.4262033681171357e-06,1.3951968059121928e-06,1.2806873600490478e-06,1.0531353315938695e-06,8.4853605394392751e-07
5.729,2.8931927582125933e-06,1.3386604833012465e-06,1.4249616592884135e-06,1.3953287275926026e-06,1.2824527740639383e-06,1.0566464174737969e-06,8.4900586295046512e-07
5.72925,2.8962851197291307e-06,1.3366760156630116e-06,1.4237075782697158e-06,1.3954801985416085e-06,1.2841571589827922e-06,1.060058540977098e-06,8.4946432392895411e-07
5.7295,2.8993029407127537e-06,1.33463001856829e-06,1.4224360603543713e-06,1.395636513865767e-06,1.2858829821862559e-06,1.0633872381592324e-06,8.4990729822910029e-07
5.72975,2.902193383393256e-06,1.3325866762163334e-06,1.4212682328676317e-06,1.3960099942651962e-06,1.2876876653087035e-06,1.0666666452515556e-06,8.5033302057806427e-07
5.73,2.9052134257625461e-06,1.330425848479302e-06,1.4199179693413672e-06,1.3962114075250133e-06,1.2892543946669809e-06,1.0699625874454405e-06,8.5077172056819847e-07
5.73025,2.9081934863531431e-06,1.3282656926227678e-06,1.4185429079501026e-06,1.3964602421238437e-06,1.2907786229053742e-06,1.0733128327849172e-06,8.5124317541746317e-07
5.7305,2.9110590202762852e-06,1.3261620174698435e-06,1.417151359865159e-06,1.3967396266448266e-06,1.2924152663489445e-06,1.0766698311816883e-06,8.5175946949911171e-07
