Physical Time (s),phi_vol Monitor (W): cv1,phi_vol Monitor (W): cv2,phi_vol Monitor (W): cv3,phi_vol Monitor (W): cv4,phi_vol Monitor (W): cv5,phi_vol Monitor (W): cv6,phi_vol Monitor (W): cv7
5.73475,7.2952549007179821e-07,1.6839460037399882e-07,1.2927237186468796e-07,8.6439023295986837e-08,6.5589257289211801e-08,9.0364128132649094e-08,6.5124531524786649e-08
5.735,7.2955024743757798e-07,1.6840641023075646e-07,1.2924305801450146e-07,8.6435839263163534e-08,6.5584808041490989e-08,9.035954708728396e-08,6.5132296101897897e-08
5.73525,7.2957562306928005e-07,1.6841897451593939e-07,1.2921298038001454e-07,8.6432645794351203e-08,6.5580338328803318e-08,9.0354826297532308e-08,6.5139995340980943e-08
5.7355,7.296016114230777e-07,1.684323222826214e-07,1.2918215919578155e-07,8.6429443231071519e-08,6.5575859756768864e-08,9.0349962790620533e-08,6.5147623079245072e-08
5.73575,7.2962818628543288e-07,1.6844646093647722e-07,1.2915060797867652e-07,8.6426233864390433e-08,6.5571375723964945e-08,9.0344952440382121e-08,6.5155169418551333e-08
5.736,7.2965541190071018e-07,1.6846144396155409e-07,1.291183307268523e-07,8.6423019587416259e-08,6.5566888183792013e-08,9.0339780289495264e-08,6.5162649131000524e-08
5.73625,7.2968321837415084e-07,1.6847723929568756e-07,1.2908533043640609e-07,8.641978807161166e-08,6.5562414506085558e-08,9.0334447427044882e-08,6.5170073840449973e-08
5.7365,7.2971160766188176e-07,1.6849380969531566e-07,1.2905160644335715e-07,8.6416538455190639e-08,6.5557960422727129e-08,9.0328953359856895e-08,6.5177444769786081e-08
5.73675,7.2974054709842798e-07,1.6851115353629726e-07,1.2901717671598909e-07,8.6413264600519267e-08,6.5553533780319341e-08,9.0323322986110633e-08,6.5184756764495343e-08
5.737,7.2977011044573878e-07,1.6852932490823491e-07,1.2898208742360206e-07,8.6409959040609937e-08,6.5549134040114762e-08,9.0317564632785011e-08,6.5192011306290428e-08
5.73725,7.2980022955000186e-07,1.685482590983892e-07,1.2894635887937756e-07,8.640662214853082e-08,6.5544760502392061e-08,9.031169520841431e-08,6.519921068631969e-08
5.7375,7.2983089574415003e-07,1.6856792417156289e-07,1.2890997973286859e-07,8.6403263064747394e-08,6.5540428815339973e-08,9.030572080372834e-08,6.5206350609659396e-08
5.73775,7.2986204486301006e-07,1.6858829368291741e-07,1.2887294656428568e-07,8.639987993575907e-08,6.5536143413732808e-08,9.0299626421274299e-08,6.521343212280532e-08
5.738,7.2989377772586507e-07,1.686093941782391e-07,1.2883527187693602e-07,8.6396462883403705e-08,6.5531921434299109e-08,9.0293403347874042e-08,6.5220458776908934e-08
5.73825,7.2992607955584085e-07,1.6863118811608416e-07,1.2879698084923004e-07,8.6393026949514232e-08,6.5527780355105274e-08,9.0287053818978541e-08,6.5227424276662515e-08
5.7385,7.299589467857148e-07,1.6865366673395215e-07,1.2875807441402449e-07,8.6389573578756868e-08,6.5523715407217624e-08,9.0280597399947008e-08,6.5234352885513542e-08
5.73875,7.2999232685266572e-07,1.6867681351448814e-07,1.2871858762570704e-07,8.6386086602800643e-08,6.5519719499089766e-08,9.0274033425826867e-08,6.5241229489281176e-08
5.739,7.3002626712866991e-07,1.6870065844955816e-07,1.2867851731115256e-07,8.638255741881652e-08,6.5515797195707115e-08,9.0267374024318875e-08,6.5248057531062207e-08
5.73925,7.3006067862876334e-07,1.6872519215589827e-07,1.2863786249934923e-07,8.6379000946773044e-08,6.5511957419091773e-08,9.0260654988355781e-08,6.5254839288991544e-08
5.7395,7.300955654937407e-07,1.6875041938392645e-07,1.285966371067788e-07,8.637542388463404e-08,6.55081857520147e-08,9.0253915592963024e-08,6.5261568437508902e-08
5.73975,7.3013088554790254e-07,1.6877635672608712e-07,1.2855485238512669e-07,8.6371824956097238e-08,6.5504471522400996e-08,9.0247177742030251e-08,6.5268242104326166e-08
5.74,7.3016671370828108e-07,1.6880303627514158e-07,1.2851250529856732e-07,8.6368216391206308e-08,6.55008174918042e-08,9.0240435643252036e-08,6.5274865363328914e-08
5.74025,7.3020299444198165e-07,1.6883039702981817e-07,1.2846959717544014e-07,8.6364590875760097e-08,6.5497236014117448e-08,9.0233679378877916e-08,6.5281433191886324e-08
5.7405,7.3023977323965164e-07,1.6885838238050379e-07,1.2842613665777551e-07,8.6360936280429217e-08,6.5493735863902941e-08,9.0226894504384447e-08,6.5287948010849028e-08
5.74075,7.3027698455352879e-07,1.6888699157784242e-07,1.2838216465046583e-07,8.6357256887107147e-08,6.5490315987426703e-08,9.0220083683152632e-08,6.5294407898564588e-08
5.741,7.3031467064332881e-07,1.6891624364248196e-07,1.2833773308138301e-07,8.635355957780397e-08,6.5486967176229475e-08,9.0213246226922755e-08,6.530081072770846e-08
5.74125,7.3035285755893291e-07,1.6894613545525445e-07,1.2829287799902745e-07,8.6349839314165235e-08,6.5483682354004586e-08,9.0206381216191779e-08,6.5307151915601742e-08
5.7415,7.3039150873678857e-07,1.6897660335186806e-07,1.2824755665143742e-07,8.6346115361093234e-08,6.548044814795843e-08,9.0199480827558793e-08,6.5313443961053604e-08
5.74175,7.3043061521792762e-07,1.6900752824673785e-07,1.282017429802825e-07,8.634239898122902e-08,6.5477265538237114e-08,9.0192527407129321e-08,6.5319700988787248e-08
5.742,7.3047020272040443e-07,1.6903893250708954e-07,1.2815545970027228e-07,8.6338668278711695e-08,6.5474145557841438e-08,9.018551647491204e-08,6.5325941871764096e-08
5.74225,7.3051025069370172e-07,1.6907090788156222e-07,1.2810873364231579e-07,8.6334905233986298e-08,6.5471085827494817e-08,9.0178447361294289e-08,6.5332185765009614e-08
5.7425,7.3055073245052353e-07,1.691034208152291e-07,1.2806158284531309e-07,8.6331107846364359e-08,6.5468088752404004e-08,9.0171310848351943e-08,6.5338417478019738e-08
5.74275,7.3059161267344636e-07,1.691364666436276e-07,1.2801404113310997e-07,8.632725953899621e-08,6.5465150615866022e-08,9.0164111624904716e-08,6.5344640235159175e-08
5.743,7.3063290161666356e-07,1.6917006337752466e-07,1.2796614563361582e-07,8.6323335302376583e-08,6.5462261932448836e-08,9.0156867433867612e-08,6.5350857031394507e-08
5.74325,7.3067460995000733e-07,1.6920423738971165e-07,1.2791790947383601e-07,8.6319329140729954e-08,6.5459424476562395e-08,9.014960639730583e-08,6.5357069628679162e-08
5.7435,7.3071669125334473e-07,1.6923896399197592e-07,1.2786929703991151e-07,8.631528315349666e-08,6.5456640184850388e-08,9.0142344907769635e-08,6.5363267739462559e-08
5.74375,7.3075909716621139e-07,1.6927421993896404e-07,1.2782030917933977e-07,8.6311216164396734e-08,6.5453905103788295e-08,9.0135097747326185e-08,6.5369452476708799e-08
5.744,7.3080185352276852e-07,1.6930999080934548e-07,1.2777095505749356e-07,8.6307151960731502e-08,6.5451220818032788e-08,9.0127865683987851e-08,6.5375620948540675e-08
5.74425,7.3084494551623994e-07,1.6934631954802085e-07,1.2772123534737596e-07,8.6303086017771118e-08,6.5448590747401704e-08,9.0120634547767484e-08,6.5381750257358536e-08
5.7445,7.3088833812549186e-07,1.6938318478881109e-07,1.2767117274274283e-07,8.6299019617388485e-08,6.5446023845870097e-08,9.0113400878988049e-08,6.5387837250494477e-08
5.74475,7.3093201071024034e-07,1.6942051661093038e-07,1.2762080305275215e-07,8.6294954290836132e-08,6.5443527074678029e-08,9.0106166114565673e-08,6.5393878067097825e-08
5.745,7.309760274408899e-07,1.6945833321958474e-07,1.2757014383042786e-07,8.6290932433769668e-08,6.5441100641071436e-08,9.0098931201603059e-08,6.5399846129904375e-08
5.74525,7.3102039861303158e-07,1.6949665632759422e-07,1.2751921588220986e-07,8.6286966856937243e-08,6.5438737648761983e-08,9.0091720724571333e-08,6.5405743751437859e-08
5.7455,7.3106507957658881e-07,1.6953540833920992e-07,1.2746799961909316e-07,8.6283054571298858e-08,6.5436441921611051e-08,9.0084544914202782e-08,6.5411583249475793e-08
5.74575,7.3111005655746937e-07,1.6957451239410512e-07,1.2741646271926013e-07,8.6279180020112896e-08,6.5434225463394465e-08,9.0077392704926136e-08,6.5417377559524978e-08
5.746,7.3115543499176568e-07,1.6961398408674453e-07,1.2736461507992887e-07,8.6275320768276095e-08,6.5432091932682628e-08,9.0070243759424773e-08,6.5423141924303089e-08
5.74625,7.3120112856021843e-07,1.6965387439002713e-07,1.2731244944087195e-07,8.6271472204003409e-08,6.5430046798574224e-08,9.0063091131447883e-08,6.5428883697906996e-08
5.7465,7.3124711089547496e-07,1.6969421174234844e-07,1.2725997046965546e-07,8.6267642805128441e-08,6.5428101594856698e-08,9.0055934608159804e-08,6.5434576335318255e-08
5.74675,7.3129330819294962e-07,1.697350110786199e-07,1.2720718588307041e-07,8.6263816726608055e-08,6.5426253714864756e-08,9.004876137832411e-08,6.5440206944277427e-08
5.747,7.313397947439712e-07,1.6977635248420258e-07,1.2715411822207653e-07,8.626000259710681e-08,6.5424499813981829e-08,9.0041530804717453e-08,6.5445783419454047e-08
5.74725,7.3138648462155976e-07,1.6981821668089517e-07,1.2710077287156386e-07,8.6256222646649635e-08,6.5422828274520812e-08,9.0034243291317651e-08,6.5451302722781014e-08
5.7475,7.3143342610741693e-07,1.6986055331511384e-07,1.2704719285733472e-07,8.6252477556596646e-08,6.5421234147103381e-08,9.0026887106429455e-08,6.5456760107308584e-08
5.74775,7.3148059804910465e-07,1.6990330439824506e-07,1.2699337747570246e-07,8.6248759895825439e-08,6.5419712233851318e-08,9.0019443349224907e-08,6.5462146023013019e-08
5.748,7.3152810276641212e-07,1.6994649561835041e-07,1.2693933695192985e-07,8.62450765950736e-08,6.5418258218256601e-08,9.0011913460638911e-08,6.5467466819104136e-08
5.74825,7.3157584615385587e-07,1.699901043519283e-07,1.2688507367853434e-07,8.6241415666695961e-08,6.5416877706983329e-08,9.0004317947666564e-08,6.547272592100296e-08
5.7485,7.3162382946395431e-07,1.7003409245721469e-07,1.2683061972088634e-07,8.6237766789915549e-08,6.5415574493017656e-08,8.9996663886849799e-08,6.5477903619213144e-08
5.74875,7.316719530646747e-07,1.7007851036898922e-07,1.2677603923656868e-07,8.6234091220714223e-08,6.5414340483288368e-08,8.9988944637230623e-08,6.5482996083727146e-08
5.749,7.3172033166152275e-07,1.7012335120183037e-07,1.2672131521298846e-07,8.6230404962742474e-08,6.5413176082257442e-08,8.9981154416398544e-08,6.5488008886367675e-08
5.74925,7.3176885659314014e-07,1.7016860179561816e-07,1.2666649392919101e-07,8.6226682822424648e-08,6.541208099862334e-08,8.9973306917017634e-08,6.5492929837009341e-08
5.7495,7.3181759673855853e-07,1.702141871379619e-07,1.2661158731427146e-07,8.622290180902719e-08,6.5411059178443245e-08,8.9965403364267821e-08,6.5497769261270626e-08
5.74975,7.3186651446266423e-07,1.7026009418072291e-07,1.2655654510279523e-07,8.6219080162328635e-08,6.5410109543289209e-08,8.9957455802720801e-08,6.5502519961267175e-08
5.75,7.3191572871407442e-07,1.7030632628045804e-07,1.2650133690587209e-07,8.6215239829292744e-08,6.5409228197084959e-08,8.9949474858176307e-08,6.550717674917156e-08
5.75025,7.3196509214563751e-07,1.7035293489143615e-07,1.2644599995847854e-07,8.6211361916200271e-08,6.5408413906792143e-08,8.9941448947894489e-08,6.551174591268205e-08
5.7505,7.3201454794772937e-07,1.7039999074545711e-07,1.2639055242966143e-07,8.6207448078063797e-08,6.5407660418205825e-08,8.9933389296117117e-08,6.5516247423302795e-08
5.75075,7.3206396314058712e-07,1.7044754862034572e-07,1.2633499736784684e-07,8.620350534524699e-08,6.5406968101562176e-08,8.9925301694286318e-08,6.5520691459392659e-08
5.751,7.3211348022211844e-07,1.7049555190349982e-07,1.2627933902784557e-07,8.6199524221830529e-08,6.5406345337539378e-08,8.9917163428188356e-08,6.5525097906731069e-08
5.75125,7.3216307776383669e-07,1.7054393543200718e-07,1.2622359963449823e-07,8.6195486876462764e-08,6.5405794327111052e-08,8.9908952365388096e-08,6.5529489197391729e-08
5.7515,7.322127833688558e-07,1.7059264054972712e-07,1.2616777891842026e-07,8.6191414719687341e-08,6.5405310096952511e-08,8.9900668106444055e-08,6.5533860527329617e-08
5.75175,7.3226248465417618e-07,1.7064168508710169e-07,1.2611187932283993e-07,8.6187313373626273e-08,6.5404883426815768e-08,8.9892322406070465e-08,6.5538196601487516e-08
5.752,7.3231232518172339e-07,1.7069106606309406e-07,1.2605593789299548e-07,8.6183183223554878e-08,6.5404515127479183e-08,8.9883938858090552e-08,6.5542497184428158e-08
5.75225,7.3236223860737386e-07,1.7074075732625673e-07,1.2599995223238317e-07,8.6179029215361706e-08,6.5404194986524368e-08,8.9875533209959725e-08,6.5546773287174326e-08
5.7525,7.3241217159433715e-07,1.7079079210282961e-07,1.2594393059659288e-07,8.6174864790887288e-08,6.5403911754408322e-08,8.9867125058140841e-08,6.5551022488900286e-08
5.75275,7.3246198472132937e-07,1.7084125677058665e-07,1.2588788844528873e-07,8.6170696038817277e-08,6.5403674634020999e-08,8.9858763328443456e-08,6.5555230925979483e-08
5.753,7.3251181329250636e-07,1.7089209904450447e-07,1.2583183765325762e-07,8.6166513084476886e-08,6.5403509033488798e-08,8.985044893809882e-08,6.555940394681199e-08
5.75325,7.3256161062137951e-07,1.709432736556331e-07,1.257758225889376e-07,8.6162311680769e-08,6.5403423226763762e-08,8.9842178477816899e-08,6.5563562484332106e-08
5.7535,7.3261142810888072e-07,1.7099475207517561e-07,1.2571982635403324e-07,8.615807934029933e-08,6.5403424177769143e-08,8.9833975538749944e-08,6.5567725158500488e-08
5.75375,7.3266118231531839e-07,1.7104657919651042e-07,1.2566381855343805e-07,8.6153817708753061e-08,6.5403494121099942e-08,8.9825838538553601e-08,6.5571900786011073e-08
5.754,7.3271094207287753e-07,1.7109881707421535e-07,1.2560778854751386e-07,8.6149529352742807e-08,6.5403624854641163e-08,8.9817768252816024e-08,6.5576081659108464e-08
5.75425,7.3276062035710875e-07,1.7115146335572539e-07,1.2555174381527901e-07,8.6145211455799658e-08,6.5403816668530086e-08,8.9809767083966201e-08,6.5580282537048111e-08
5.7545,7.3281025641907075e-07,1.7120446714054289e-07,1.2549568980310414e-07,8.6140875358417254e-08,6.5404067411049829e-08,8.9801824063824299e-08,6.5584495597034451e-08
5.75475,7.32859769710909e-07,1.7125781967452846e-07,1.2543964893748411e-07,8.6136504473255863e-08,6.5404387673006715e-08,8.9793936241418111e-08,6.5588698624911179e-08
5.755,7.3290926784642399e-07,1.7131149412852368e-07,1.2538359328526176e-07,8.6132121677666362e-08,6.5404778643012778e-08,8.9786105445343485e-08,6.5592879504656732e-08
5.75525,7.3295868659802566e-07,1.713654865945326e-07,1.2532752428200174e-07,8.612773452193481e-08,6.5405238334396907e-08,8.9778358662354565e-08,6.5597023266138274e-08
5.7555,7.3300805290708695e-07,1.7141980802559313e-07,1.2527143876826636e-07,8.6123344071405579e-08,6.540574412475556e-08,8.977071586152203e-08,6.5601133138086791e-08
5.75575,7.3305724948297136e-07,1.7147451471139481e-07,1.2521534431007238e-07,8.6118925415893784e-08,6.5406309004817704e-08,8.9763154777261663e-08,6.5605194031957931e-08
5.756,7.3310629723769671e-07,1.7152961453825577e-07,1.2515927020252702e-07,8.6114468639832584e-08,6.5406950001958011e-08,8.9755649510784581e-08,6.5609206434595593e-08
5.75625,7.3315530201076059e-07,1.7158501628157992e-07,1.251032386136417e-07,8.6109965973811969e-08,6.5407662245887038e-08,8.974821849384157e-08,6.5613170395715676e-08
5.7565,7.3320421014903105e-07,1.7164066156641936e-07,1.2504726456388098e-07,8.6105455481753402e-08,6.5408403611618793e-08,8.9740882504655128e-08,6.5617084643350109e-08
5.75675,7.332529084319814e-07,1.7169660924560325e-07,1.249913646305087e-07,8.6100997200761989e-08,6.5409130168898974e-08,8.9733643826249515e-08,6.562092473704133e-08
5.757,7.3330142250176274e-07,1.7175291409475368e-07,1.2493553768047132e-07,8.6096607484207189e-08,6.5409829508711183e-08,8.9726485265982564e-08,6.5624668705110109e-08
5.75725,7.3334989920778765e-07,1.7180947633935005e-07,1.248798103198431e-07,8.6092275046523965e-08,6.5410520363593374e-08,8.9719434837375498e-08,6.5628302540434503e-08
5.7575,7.3339827627719464e-07,1.718662958017256e-07,1.2482420251360565e-07,8.6087967581993594e-08,6.5411222132080654e-08,8.9712517928305281e-08,6.5631840946782555e-08
5.75775,7.3344640706048803e-07,1.7192344289827726e-07,1.2476871403399283e-07,8.6083653704712741e-08,6.5411942145713323e-08,8.9705744602593698e-08,6.5635267592606704e-08
5.758,7.3349437722296753e-07,1.7198087929331845e-07,1.2471332283282399e-07,8.6079333776050239e-08,6.5412665665328082e-08,8.9699115212249127e-08,6.5638568125296837e-08
5.75825,7.335422838849362e-07,1.7203853987267662e-07,1.2465801878522846e-07,8.607506098086414e-08,6.5413351177987716e-08,8.9692606116114606e-08,6.5641730787251651e-08
5.7585,7.3359005069713931e-07,1.7209644216868325e-07,1.2460280492770619e-07,8.6070840468064986e-08,6.5414001185644909e-08,8.968621138028657e-08,6.5644747692258004e-08
5.75875,7.3363756929931653e-07,1.7215464328896312e-07,1.2454767421501804e-07,8.6066664435339251e-08,6.5414650653416457e-08,8.9679936739569466e-08,6.5647610722201064e-08
5.759,7.3368484991817721e-07,1.7221319199363544e-07,1.2449261661955697e-07,8.6062524145637748e-08,6.5415324548308069e-08,8.9673770367193427e-08,6.5650326895938393e-08
5.75925,7.3373196948666436e-07,1.7227199584844951e-07,1.2443764686165232e-07,8.6058423945765028e-08,6.5416036027295445e-08,8.9667692262133881e-08,6.5652895095963819e-08
5.7595,7.3377888547166228e-07,1.723310339878194e-07,1.243827499139737e-07,8.6054385799213349e-08,6.5416763771642446e-08,8.9661701133300328e-08,6.5655329937490749e-08
5.75975,7.3382548997187575e-07,1.7239035982368036e-07,1.243279286654815e-07,8.605042577049587e-08,6.5417495123016691e-08,8.9655782878344469e-08,6.5657631867070957e-08
5.76,7.3387195172015004e-07,1.7244984990710857e-07,1.2427318961163531e-07,8.6046515934066089e-08,6.5418262978520262e-08,8.9649901254842168e-08,6.5659810897134701e-08
5.76025,7.3391819575023202e-07,1.7250948233181036e-07,1.2421854044955509e-07,8.6042662253929496e-08,6.5419056485384504e-08,8.9644053440009144e-08,6.5661865581571176e-08
5.7605,7.3396423828321389e-07,1.7256928773675193e-07,1.2416402484498549e-07,8.6038877243104303e-08,6.5419876357806781e-08,8.9638238119010923e-08,6.5663792280004857e-08
5.76075,7.3400992867546483e-07,1.7262936838391479e-07,1.2410966950392532e-07,8.6035149437626269e-08,6.5420717071384118e-08,8.9632483294770083e-08,6.5665567579077256e-08
5.761,7.3405540513584334e-07,1.7268970334063708e-07,1.2405547741652667e-07,8.6031463536188793e-08,6.5421582298464587e-08,8.9626798753779934e-08,6.5667185938337445e-08
5.76125,7.3410059815036078e-07,1.7275026857032319e-07,1.240014575183651e-07,8.602781223727574e-08,6.5422480361066649e-08,8.9621190146372991e-08,6.5668655017036145e-08
5.7615,7.3414546852905621e-07,1.7281108978962434e-07,1.2394761928452023e-07,8.602419670897015e-08,6.5423419523017938e-08,8.9615664761173782e-08,6.5669992294515489e-08
5.76175,7.3418985920633093e-07,1.7287221956073376e-07,1.238939750734831e-07,8.6020634329034179e-08,6.5424364514026617e-08,8.9610225769538964e-08,6.5671195253335576e-08
5.762,7.3423392443848113e-07,1.7293358384151514e-07,1.238405242389949e-07,8.6017129961629636e-08,6.5425298510165258e-08,8.9604866402416874e-08,6.5672275404012282e-08
5.76225,7.3427764394383908e-07,1.729951234217986e-07,1.2378726447252919e-07,8.6013707801127111e-08,6.542621145472579e-08,8.9599580532558446e-08,6.5673247385858929e-08
5.7625,7.3432107273622166e-07,1.730568166426344e-07,1.23734175185325e-07,8.6010356015177065e-08,6.5427123898856015e-08,8.9594350963586217e-08,6.5674113927817255e-08
5.76275,7.3436404938695889e-07,1.7311874158015906e-07,1.2368126365344535e-07,8.6007057423552451e-08,6.542804133930349e-08,8.9589155839243714e-08,6.5674891063467225e-08
5.763,7.3440678385952504e-07,1.731807773794092e-07,1.2362851494827005e-07,8.6003813353798995e-08,6.5428970381330428e-08,8.9583995886318096e-08,6.5675585700734252e-08
5.76325,7.3444923644658266e-07,1.7324287580170015e-07,1.2357593984802237e-07,8.6000643890746484e-08,6.5429895611065212e-08,8.9578893407591692e-08,6.5676190909249608e-08
5.7635,7.3449137659637194e-07,1.7330509209516168e-07,1.2352351762479311e-07,8.5997557321381408e-08,6.5430813642538357e-08,8.957385650462001e-08,6.5676706444059741e-08
5.76375,7.3453302816644629e-07,1.7336753135531673e-07,1.234712697101834e-07,8.5994554120117471e-08,6.5431715945328816e-08,8.9568860298729735e-08,6.567711774548418e-08
5.764,7.3457431428836974e-07,1.7343016124447455e-07,1.2341920221861533e-07,8.599164296302526e-08,6.5432596697733667e-08,8.9563881927422937e-08,6.567743105361634e-08
5.76425,7.346151832906161e-07,1.7349295370301063e-07,1.2336734311720736e-07,8.5988804972362953e-08,6.5433455509993439e-08,8.9558898115635934e-08,6.5677649044544058e-08
5.7645,7.346556547272555e-07,1.735558930076237e-07,1.2331572965141517e-07,8.5986014535930767e-08,6.5434294128730899e-08,8.9553910487618233e-08,6.5677772387685902e-08
5.76475,7.3469564156355738e-07,1.7361904115957556e-07,1.2326438577073619e-07,8.5983263912848411e-08,6.5435105077341308e-08,8.9548910040742015e-08,6.5677815521691713e-08
5.765,7.3473520077944896e-07,1.7368240257877897e-07,1.2321330909677342e-07,8.5980564064609795e-08,6.5435888631376329e-08,8.9543880970960471e-08,6.5677788069103025e-08
5.76525,7.3477446628680764e-07,1.7374584112966654e-07,1.2316250376426512e-07,8.5977928131182832e-08,6.5436642392280682e-08,8.9538821358289568e-08,6.5677694755241419e-08
5.7655,7.3481340617776751e-07,1.7380933098666034e-07,1.2311200559453652e-07,8.5975345392229546e-08,6.543737316265241e-08,8.9533742234362638e-08,6.5677522590102484e-08
5.76575,7.3485186939227128e-07,1.7387298144697994e-07,1.230618336410768e-07,8.5972810737135065e-08,6.5438091027568811e-08,8.9528661690403779e-08,6.5677264053479772e-08
5.766,7.3488983710587364e-07,1.7393683758791064e-07,1.2301200186556925e-07,8.5970322731155583e-08,6.5438811249134952e-08,8.9523573233429086e-08,6.5676934985239275e-08
5.76625,7.3492739551890223e-07,1.7400076663965193e-07,1.2296249251641468e-07,8.5967871099981759e-08,6.5439534956008513e-08,8.9518460139737324e-08,6.5676556383626533e-08
5.7665,7.3496457559665719e-07,1.7406471715550312e-07,1.2291328314837789e-07,8.5965468075245529e-08,6.5440240594968402e-08,8.9513336597730614e-08,6.567613421509263e-08
5.76675,7.3500127347344739e-07,1.7412876834597274e-07,1.2286437356696429e-07,8.5963114779591936e-08,6.5440916998468168e-08,8.9508232102598842e-08,6.5675661938317622e-08
5.767,7.3503752207624938e-07,1.74192930617332e-07,1.2281573892227251e-07,8.5960807009883656e-08,6.5441579194130653e-08,8.9503189049897336e-08,6.5675128786634507e-08
5.76725,7.350734376318337e-07,1.7425708774602606e-07,1.227673935650588e-07,8.5958550623545519e-08,6.5442205280724917e-08,8.9498226431235999e-08,6.5674529570087872e-08
5.7675,7.3510896028984002e-07,1.7432127300652237e-07,1.2271933751695435e-07,8.5956342339448151e-08,6.5442766658339785e-08,8.9493332868020762e-08,6.5673867464744628e-08
5.76775,7.3514397589890749e-07,1.7438557293798252e-07,1.2267161265133437e-07,8.5954166746715219e-08,6.5443242193463811e-08,8.9488519506426603e-08,6.5673161930385063e-08
5.768,7.351785547721224e-07,1.7444996207780839e-07,1.226242264314614e-07,8.5952019494921659e-08,6.5443626317871064e-08,8.9483835335732209e-08,6.5672420659486733e-08
5.76825,7.3521283030301156e-07,1.7451432605953306e-07,1.2257720249096062e-07,8.5949916135522782e-08,6.5443971975740677e-08,8.9479281163032101e-08,6.5671624068575159e-08
5.7685,7.3524673348228571e-07,1.7457872087207424e-07,1.2253053958589528e-07,8.5947853656681661e-08,6.5444352672430664e-08,8.9474828386954624e-08,6.5670744010747449e-08
5.76875,7.3528005314797754e-07,1.7464328227604899e-07,1.2248423852399636e-07,8.5945815420438698e-08,6.5444773158391097e-08,8.9470531893862607e-08,6.5669771805523748e-08
5.769,7.353128421310419e-07,1.7470795816246617e-07,1.2243831206051375e-07,8.5943795756537538e-08,6.5445225447013654e-08,8.9466406146640004e-08,6.5668736484181422e-08
5.76925,7.3534522500482811e-07,1.7477260412118677e-07,1.2239278255742551e-07,8.5941783287821355e-08,6.5445722530935008e-08,8.9462435345284921e-08,6.5667647978678589e-08
5.7695,7.3537720300071974e-07,1.748371695230232e-07,1.2234766842777958e-07,8.5939779615516906e-08,6.5446270637633872e-08,8.9458609071737303e-08,6.5666524766914995e-08
5.76975,7.3540863148457193e-07,1.7490180003018627e-07,1.2230295392823256e-07,8.5937776347404892e-08,6.5446868030581477e-08,8.9454942141344604e-08,6.5665375197435634e-08
5.77,7.3543951358477805e-07,1.749665332148416e-07,1.2225865649419579e-07,8.5935780252362169e-08,6.5447497736639401e-08,8.9451449566796595e-08,6.5664215063126782e-08
5.77025,7.354700101538081e-07,1.750312035548777e-07,1.2221479429876171e-07,8.5933806999254606e-08,6.544813878067173e-08,8.9448135218860642e-08,6.5663061465399255e-08
5.7705,7.3550014730358444e-07,1.7509574075554365e-07,1.2217132862169337e-07,8.5931859391489519e-08,6.54487807020982e-08,8.9445001238140039e-08,6.5661907159047935e-08
5.77075,7.3552973205388628e-07,1.751602676644803e-07,1.2212823348442462e-07,8.5929951044914779e-08,6.5449428728450886e-08,8.9442041473021782e-08,6.5660746718704028e-08
5.771,7.3555874695269931e-07,1.7522482162527673e-07,1.2208549407200941e-07,8.5928092802698174e-08,6.5450073656897311e-08,8.943926216645846e-08,6.56595779582638e-08
5.77125,7.3558731423831138e-07,1.7528930158234906e-07,1.2204312448565651e-07,8.5926255927683596e-08,6.54507291760051e-08,8.9436651450741092e-08,6.5658400397921335e-08
5.7715,7.356154488080721e-07,1.7535366807021332e-07,1.2200112317938472e-07,8.5924419569535021e-08,6.5451389450435951e-08,8.9434199999864173e-08,6.5657211932321742e-08
5.77175,7.3564294797694211e-07,1.7541810612959401e-07,1.219595134396975e-07,8.5922603171047448e-08,6.5452024945416198e-08,8.9431920866037075e-08,6.5656009410262071e-08
5.772,7.3566988701410875e-07,1.7548259855784185e-07,1.2191832354378893e-07,8.5920817382324749e-08,6.545263451785447e-08,8.9429814747875672e-08,6.5654783674991829e-08
5.77225,7.3569645543832002e-07,1.7554693613477915e-07,1.2187758580755767e-07,8.5919038661462702e-08,6.5453243346645407e-08,8.9427878857365246e-08,6.5653543756042163e-08
5.7725,7.3572263697595894e-07,1.7561107626280649e-07,1.2183730039712066e-07,8.5917265184510123e-08,6.5453848410742558e-08,8.942611146553021e-08,6.5652292896370471e-08
5.77275,7.3574821610100126e-07,1.7567518221926196e-07,1.2179746299021367e-07,8.5915520644361725e-08,6.5454434219022402e-08,8.9424544864913292e-08,6.5651024921756464e-08
5.773,7.3577321761989169e-07,1.7573923900362943e-07,1.2175809257078534e-07,8.5913806354472855e-08,6.545497378972792e-08,8.9423181232478159e-08,6.5649717839621463e-08
5.77325,7.3579779550095832e-07,1.7580306580880511e-07,1.2171919662876812e-07,8.591209337989727e-08,6.545544846142322e-08,8.9422025867889972e-08,6.5648375997953298e-08
5.7735,7.3582187602296493e-07,1.7586670721992217e-07,1.2168076478285679e-07,8.5910381378020678e-08,6.5455850743480058e-08,8.9421084265435023e-08,6.5647018808100882e-08
5.77375,7.3584536804600325e-07,1.7593027960854099e-07,1.216427894702742e-07,8.5908688081632441e-08,6.5456198229662625e-08,8.9420335216616249e-08,6.5645641277451994e-08
