Physical Time (s),ew_left Monitor (W)
5.21125,-1.9389311271246313e-20
5.2115,-1.9350933975556153e-20
5.21175,-1.9310200764176753e-20
5.212,-1.9267411361069839e-20
5.21225,-1.9228134412646159e-20
5.2125,-1.9189239159900286e-20
5.21275,-1.9146023114549033e-20
5.213,-1.9102418560407468e-20
5.21325,-1.9067963291634135e-20
5.2135,-1.9041530021174428e-20
5.21375,-1.9010130115684161e-20
5.214,-1.896761977144217e-20
5.21425,-1.8928815705684595e-20
5.2145,-1.8901571045247861e-20
5.21475,-1.8885200939679124e-20
5.215,-1.8858260489922555e-20
5.21525,-1.8822690141428955e-20
5.2155,-1.8790406728321487e-20
5.21575,-1.8774034018364976e-20
5.216,-1.8766542914334718e-20
5.21625,-1.8749997344549191e-20
5.2165,-1.8725678567797226e-20
5.21675,-1.8701989980993832e-20
5.217,-1.8693186001602388e-20
5.21725,-1.8695589263507538e-20
5.2175,-1.8683454384355545e-20
5.21775,-1.8661638115499396e-20
5.218,-1.8643644673692154e-20
5.21825,-1.8644343138727336e-20
5.2185,-1.8655037327173674e-20
5.21875,-1.8649186361302839e-20
5.219,-1.8632582060822755e-20
5.21925,-1.8631511043819103e-20
5.2195,-1.864162545942241e-20
5.21975,-1.8639418694440778e-20
5.22,-1.8630368450775423e-20
5.22025,-1.863798595302763e-20
5.2205,-1.8656387567339177e-20
5.22075,-1.8658611587792136e-20
5.221,-1.865411944636502e-20
5.22125,-1.8667413780689582e-20
5.2215,-1.8690713222296473e-20
5.22175,-1.8695389980079696e-20
5.222,-1.8690923806192969e-20
5.22225,-1.8706108483852339e-20
5.2225,-1.872991961373943e-20
5.22275,-1.8732595805932487e-20
5.223,-1.8725761687190544e-20
5.22325,-1.8737864880242758e-20
5.2235,-1.8758704147773306e-20
5.22375,-1.8758921558773538e-20
5.224,-1.8748926686845088e-20
5.22425,-1.8757552953209093e-20
5.2245,-1.8773118985276973e-20
5.22475,-1.8767113164162086e-20
5.225,-1.8750518774137215e-20
5.22525,-1.8752136678560095e-20
5.2255,-1.8760484990311319e-20
5.22575,-1.8748304451963961e-20
5.226,-1.8728048834243399e-20
5.22625,-1.8725783446627068e-20
5.2265,-1.8729674199775605e-20
5.22675,-1.8713893751453942e-20
5.227,-1.8691443602887414e-20
5.22725,-1.8685606263652471e-20
5.2275,-1.868476089416667e-20
5.22775,-1.8664028991063041e-20
5.228,-1.8635483995917953e-20
5.22825,-1.8622102525027815e-20
5.2285,-1.8611456979026825e-20
5.22875,-1.8581665476544029e-20
5.229,-1.8543565230777964e-20
5.22925,-1.8519168733536229e-20
5.2295,-1.8497214972432544e-20
5.22975,-1.8458134964474049e-20
5.23,-1.8410400654311979e-20
5.23025,-1.8373172963055959e-20
5.2305,-1.8338949266874389e-20
5.23075,-1.8289158803244156e-20
5.231,-1.8233178812951929e-20
5.23125,-1.8187903754793441e-20
5.2315,-1.8145710903678317e-20
5.23175,-1.8090633450821576e-20
5.232,-1.8029219418976402e-20
5.23225,-1.7977310984522269e-20
5.2325,-1.7929111185810585e-20
5.23275,-1.7872060002219003e-20
5.233,-1.7809997385975623e-20
5.23325,-1.7755918772152774e-20
5.2335,-1.770603723495169e-20
5.23375,-1.7647739932336551e-20
5.234,-1.7583422960311088e-20
5.23425,-1.7528779887985768e-20
5.2345,-1.747935626336553e-20
5.23475,-1.7422687719743498e-20
5.235,-1.7358588944541641e-20
5.23525,-1.7302092419024838e-20
5.2355,-1.7255825330310032e-20
5.23575,-1.7202674582986937e-20
5.236,-1.7144935176181901e-20
5.23625,-1.7096061057653778e-20
5.2365,-1.7055973122144858e-20
5.23675,-1.7007226370859183e-20
5.237,-1.6956396608794487e-20
5.23725,-1.6906867449751357e-20
5.2375,-1.6870846143417343e-20
5.23775,-1.6836273334061741e-20
5.238,-1.6795120078065021e-20
5.23825,-1.6747268820309779e-20
5.2385,-1.6702589791487345e-20
5.23875,-1.6670635269044524e-20
5.239,-1.6650624381532374e-20
5.23925,-1.6619141359977418e-20
5.2395,-1.6578847862067737e-20
5.23975,-1.6539347875372173e-20
5.24,-1.6508571418703853e-20
5.24025,-1.6489525144571863e-20
5.2405,-1.6465047964380948e-20
5.24075,-1.6429986635008008e-20
5.241,-1.6396562148443401e-20
5.24125,-1.6372205884400402e-20
5.2415,-1.636491875558499e-20
5.24175,-1.635212146495855e-20
5.242,-1.6331854972956554e-20
5.24225,-1.6315810113736416e-20
5.2425,-1.6311180331941727e-20
5.24275,-1.6320346470426552e-20
5.243,-1.6322503664436408e-20
5.24325,-1.6314335875448879e-20
5.2435,-1.6310562631100995e-20
5.24375,-1.6314765257877409e-20
5.244,-1.6337003493905611e-20
5.24425,-1.6348182462672159e-20
5.2445,-1.6351262233185992e-20
5.24475,-1.6358671666572411e-20
5.245,-1.6372376136776251e-20
5.24525,-1.6407675640401377e-20
5.2455,-1.6434788536374768e-20
5.24575,-1.6450617436258105e-20
5.246,-1.6469165721064662e-20
5.24625,-1.6496271719651335e-20
5.2465,-1.6544801259022468e-20
5.24675,-1.658698563990166e-20
5.247,-1.661764786208524e-20
5.24725,-1.664891986770847e-20
5.2475,-1.6692803536731892e-20
5.24775,-1.6741479301217871e-20
5.248,-1.6789389674610419e-20
5.24825,-1.6834835886789867e-20
5.2485,-1.6893105627128798e-20
5.24875,-1.6953661476617581e-20
5.249,-1.7016130028408748e-20
5.24925,-1.7082090103319294e-20
5.2495,-1.7159735038707143e-20
5.24975,-1.7239021854638593e-20
5.25,-1.7319265074736063e-20
5.25025,-1.7397780107446174e-20
5.2505,-1.7490472586153747e-20
5.25075,-1.7574864034324088e-20
5.251,-1.7658610252440803e-20
5.25125,-1.7754421673539875e-20
5.2515,-1.7846736120619026e-20
5.25175,-1.7949081889077993e-20
5.252,-1.803904843179517e-20
5.25225,-1.8124454314968138e-20
5.2525,-1.8214008914945665e-20
5.25275,-1.831385293937146e-20
5.253,-1.8431503896794897e-20
5.25325,-1.8535119452359767e-20
5.2535,-1.8623742629877952e-20
5.25375,-1.8714573859985284e-20
5.254,-1.8812047083933012e-20
5.25425,-1.8920741799468177e-20
5.2545,-1.9013685990204644e-20
5.25475,-1.9091862571701426e-20
5.255,-1.9173650451744424e-20
5.25525,-1.9262887930968888e-20
5.2555,-1.9360193897586592e-20
5.25575,-1.9438451634525406e-20
5.256,-1.9502251091849646e-20
5.25625,-1.9568799643994488e-20
5.2565,-1.964432006892625e-20
5.25675,-1.9722478642261248e-20
5.257,-1.9777509743681517e-20
5.25725,-1.9819800348637617e-20
5.2575,-1.9862811531680029e-20
5.25775,-1.991704301338211e-20
5.258,-1.9974469122695402e-20
5.25825,-2.0005159433135951e-20
5.2585,-2.0023007480550338e-20
5.25875,-2.004754266931602e-20
5.259,-2.0075617904044704e-20
5.25925,-2.0087345025186401e-20
5.2595,-2.0091531670996801e-20
5.25975,-2.0105963135482086e-20
5.26,-2.0122412007045452e-20
5.26025,-2.012129360364198e-20
5.2605,-2.0110380186065328e-20
5.26075,-2.0108484745333203e-20
5.261,-2.0108389219137837e-20
5.26125,-2.0091903442977893e-20
5.2615,-2.0062689335889003e-20
5.26175,-2.0043964926625923e-20
5.262,-2.0026405311258056e-20
5.26225,-1.9993390550221123e-20
5.2625,-1.9950407083348287e-20
5.26275,-1.991239847752074e-20
5.263,-1.9875688147288171e-20
5.26325,-1.9822874544331106e-20
5.2635,-1.9759881760277584e-20
5.26375,-1.9702403052887118e-20
5.264,-1.9643944758751233e-20
5.26425,-1.9571231521232059e-20
5.2645,-1.948759812499082e-20
5.26475,-1.9406165931754686e-20
5.265,-1.9325371987730566e-20
5.26525,-1.9228906202141789e-20
5.2655,-1.912308610718551e-20
5.26575,-1.9018894302616177e-20
5.266,-1.8917921981746542e-20
5.26625,-1.8805742687456009e-20
5.2665,-1.8684228027331456e-20
5.26675,-1.8567237125412732e-20
5.267,-1.8452273148178675e-20
5.26725,-1.8330533431654672e-20
5.2675,-1.8201264984712019e-20
5.26775,-1.8074993582791589e-20
5.268,-1.7957217806574189e-20
5.26825,-1.7831655774953589e-20
5.2685,-1.7699273834906274e-20
5.26875,-1.7569375157922808e-20
5.269,-1.7447230764581707e-20
5.26925,-1.7320076117974269e-20
5.2695,-1.7188428458703714e-20
5.26975,-1.7057650008537459e-20
5.27,-1.6932701062118926e-20
5.27025,-1.6819367760438027e-20
5.2705,-1.6698454435266577e-20
5.27075,-1.6570707240282821e-20
5.271,-1.6445098138766126e-20
5.27125,-1.632052838035927e-20
5.2715,-1.6207498500589435e-20
5.27175,-1.6089787868289222e-20
5.272,-1.5970617910126451e-20
5.27225,-1.5855247515224246e-20
5.2725,-1.5740229742968346e-20
5.27275,-1.5637232803194814e-20
5.273,-1.5530091727492691e-20
5.27325,-1.5420410086309086e-20
5.2735,-1.5316063511187228e-20
5.27375,-1.5212527259729965e-20
5.274,-1.5122204181038488e-20
5.27425,-1.5027264018191448e-20
5.2745,-1.4931770110864871e-20
5.27475,-1.4841914225647029e-20
5.275,-1.4752283663965183e-20
5.27525,-1.467650630166624e-20
5.2755,-1.4596779918901317e-20
5.27575,-1.4517156241396723e-20
5.276,-1.444626368951652e-20
5.27625,-1.4375677255773132e-20
5.2765,-1.4318124086938814e-20
5.27675,-1.4255918964885655e-20
5.277,-1.4194670164192895e-20
5.27725,-1.4143887437513076e-20
5.2775,-1.4093105333507086e-20
5.27775,-1.4053874045076042e-20
5.278,-1.4009643093309918e-20
5.27825,-1.3964548622991459e-20
5.2785,-1.3931155786079503e-20
5.27875,-1.389626868374217e-20
5.279,-1.3870797912936742e-20
5.27925,-1.3838877103977899e-20
5.2795,-1.3806717898908237e-20
5.27975,-1.3782707741503442e-20
5.28,-1.3756643289559351e-20
5.28025,-1.3736751941917261e-20
5.2805,-1.3711474924945424e-20
5.28075,-1.3684893198010743e-20
5.281,-1.3669371514082495e-20
5.28125,-1.3652852466424696e-20
5.2815,-1.364284563659271e-20
5.28175,-1.3627316904130222e-20
5.282,-1.3608939750680836e-20
5.28225,-1.3599906387789268e-20
5.2825,-1.3589609428479682e-20
5.28275,-1.3584888240830957e-20
5.283,-1.3574190193819211e-20
5.28325,-1.3562672672141618e-20
5.2835,-1.3559447174595578e-20
5.28375,-1.3554905424415804e-20
5.284,-1.3556459030598079e-20
5.28425,-1.355234520102983e-20
5.2845,-1.3546863334436221e-20
5.28475,-1.3548345167271257e-20
5.285,-1.3549839701104273e-20
5.28525,-1.3555205468860093e-20
5.2855,-1.3552160236488424e-20
5.28575,-1.3546419837708898e-20
5.286,-1.3544757654662602e-20
5.28625,-1.3542789766617139e-20
5.2865,-1.3540545806476013e-20
5.28675,-1.3529447754911856e-20
5.287,-1.3516001439122127e-20
5.28725,-1.3504624502416031e-20
5.2875,-1.3490602867759883e-20
5.28775,-1.347586759873499e-20
5.288,-1.3450965115966625e-20
5.28825,-1.3420811381681025e-20
5.2885,-1.3393155369739052e-20
5.28875,-1.3367209193898578e-20
5.289,-1.3340475188338802e-20
5.28925,-1.3303495818543192e-20
5.2895,-1.3259407072291812e-20
5.28975,-1.3216933804122998e-20
5.29,-1.3176224445269981e-20
5.29025,-1.3135136872226356e-20
5.2905,-1.3084712149534935e-20
5.29075,-1.3027885733294884e-20
5.291,-1.2973228910811424e-20
5.29125,-1.2921473717143309e-20
5.2915,-1.287098436653928e-20
5.29175,-1.2812243848461638e-20
5.292,-1.2750149915116098e-20
5.29225,-1.2689328136027488e-20
5.2925,-1.2631546302386623e-20
5.29275,-1.2576848542830746e-20
5.293,-1.2516531226549348e-20
5.29325,-1.2453087740227829e-20
5.2935,-1.2391468779152088e-20
5.29375,-1.233291286838247e-20
5.294,-1.2275696215849549e-20
5.29425,-1.2212716304243789e-20
5.2945,-1.214608036742123e-20
5.29475,-1.2079773120694711e-20
5.295,-1.2015887070332397e-20
5.29525,-1.1952799069117441e-20
5.2955,-1.1884970827301333e-20
5.29575,-1.1812604292681592e-20
5.296,-1.1740905101014394e-20
5.29625,-1.1670185131609822e-20
5.2965,-1.1601093975538125e-20
5.29675,-1.1528798487299333e-20
5.297,-1.1451807747221931e-20
5.29725,-1.1374200333768199e-20
5.2975,-1.1297251957793108e-20
5.29775,-1.1222921108473009e-20
5.298,-1.114635291002179e-20
5.29825,-1.1067274184046075e-20
5.2985,-1.0987535978157134e-20
5.29875,-1.0907183435642803e-20
5.299,-1.0829189431095244e-20
5.29925,-1.0750510443880956e-20
5.2995,-1.066780721422151e-20
5.29975,-1.0585135421387169e-20
5.3,-1.0499581573726497e-20
5.30025,-1.0418631259082649e-20
5.3005,-1.0336436275130356e-20
5.30075,-1.0253029245991731e-20
5.301,-1.0168466735073741e-20
5.30125,-1.0080650936080215e-20
5.3015,-9.9962814403273895e-21
5.30175,-9.9118486967883118e-21
5.302,-9.8277916499312357e-21
5.30225,-9.7421982159767422e-21
5.3025,-9.6551547229462496e-21
5.30275,-9.5733139863425491e-21
5.303,-9.4923369703417915e-21
5.30325,-9.4117899697022275e-21
5.3035,-9.3317617260665234e-21
5.30375,-9.2492275402545238e-21
5.304,-9.1715873724792709e-21
5.30425,-9.0951527464305747e-21
5.3045,-9.0190133232087045e-21
5.30475,-8.9456206685504305e-21
5.305,-8.8686029274149999e-21
5.30525,-8.7964840207457714e-21
5.3055,-8.726228851117735e-21
5.30575,-8.6594886177758556e-21
5.306,-8.5960930508833423e-21
5.30625,-8.5262650150581618e-21
5.3065,-8.4617715323334468e-21
5.30675,-8.3980344840723968e-21
5.307,-8.3367616631397968e-21
5.30725,-8.2783794851404499e-21
5.3075,-8.214197960879492e-21
5.30775,-8.1536696971487583e-21
5.308,-8.0958406402425539e-21
5.30825,-8.0388855916488692e-21
5.3085,-7.9847378889772273e-21
5.30875,-7.9257548871742136e-21
5.309,-7.8703859498898781e-21
5.30925,-7.8175673617799084e-21
5.3095,-7.7659738194256929e-21
5.30975,-7.7178366546265507e-21
5.31,-7.6640332427925163e-21
5.31025,-7.6141469981513015e-21
5.3105,-7.5661343109604407e-21
5.31075,-7.5197615092949948e-21
5.311,-7.4749748158939593e-21
5.31125,-7.4244028370265045e-21
5.3115,-7.3780577182522517e-21
5.31175,-7.3336013594210163e-21
5.312,-7.2860200447836605e-21
5.31225,-7.2390665944031714e-21
5.3125,-7.1962232728565848e-21
5.31275,-7.1496968152770432e-21
5.313,-7.1004221265343557e-21
5.31325,-7.0526969240547001e-21
5.3135,-7.004729812079721e-21
5.31375,-6.9578018046769764e-21
5.314,-6.9058072679116544e-21
5.31425,-6.8569854862162087e-21
5.3145,-6.8086012008638103e-21
5.31475,-6.758149035764667e-21
5.315,-6.7045638474967783e-21
5.31525,-6.6521676578515772e-21
5.3155,-6.5999106492444326e-21
5.31575,-6.5471991190024624e-21
5.316,-6.4930388625875087e-21
5.31625,-6.442833454823545e-21
5.3165,-6.3920589482789606e-21
5.31675,-6.3396066849409593e-21
5.317,-6.2849823994834622e-21
5.31725,-6.2337573177102661e-21
5.3175,-6.1834053012550891e-21
5.31775,-6.1311248720997994e-21
5.318,-6.0720248873416116e-21
5.31825,-6.0144078256774443e-21
5.3185,-5.959167252299939e-21
5.31875,-5.9025896318136271e-21
5.319,-5.8386268917550153e-21
5.31925,-5.779931393315432e-21
5.3195,-5.7205354502289586e-21
5.31975,-5.6591746360328139e-21
5.32,-5.5930758710176037e-21
5.32025,-5.5293566818752987e-21
5.3205,-5.465794661215098e-21
5.32075,-5.3981246405349628e-21
5.321,-5.3238440378589155e-21
5.32125,-5.2543082873695141e-21
5.3215,-5.1856686701919909e-21
5.32175,-5.1130350416808018e-21
5.322,-5.0337612519981757e-21
5.32225,-4.9612669773505506e-21
5.3225,-4.8902782479791678e-21
5.32275,-4.8177230436504843e-21
5.323,-4.7363079157505953e-21
5.32325,-4.6619542788904774e-21
5.3235,-4.5893622337453717e-21
5.32375,-4.5143539023822666e-21
5.324,-4.4319513084614247e-21
5.32425,-4.3570127727093015e-21
5.3245,-4.2855036802247835e-21
5.32475,-4.2105537091359053e-21
5.325,-4.1274164651496746e-21
5.32525,-4.0524835818341106e-21
5.3255,-3.9809670273754923e-21
5.32575,-3.9067940190363801e-21
5.326,-3.8227261622864523e-21
5.32625,-3.748522594048951e-21
5.3265,-3.6786351685660193e-21
5.32675,-3.6058728694181205e-21
5.327,-3.5226830821422522e-21
5.32725,-3.4488773439746553e-21
5.3275,-3.3780055252475376e-21
5.32775,-3.3052362103513026e-21
5.328,-3.2193382063987648e-21
5.32825,-3.1467351001743773e-21
5.3285,-3.0785810809003517e-21
5.32875,-3.0090447747618312e-21
5.329,-2.9265372706179826e-21
5.32925,-2.8538674503393582e-21
5.3295,-2.7870782237566506e-21
5.32975,-2.7191637464616882e-21
5.33,-2.6413511696135527e-21
5.33025,-2.5738304848509259e-21
5.3305,-2.510899017519763e-21
5.33075,-2.4453418709263615e-21
5.331,-2.369621181488654e-21
5.33125,-2.3063104468960378e-21
5.3315,-2.2500689066501497e-21
5.33175,-2.193240651503028e-21
5.332,-2.1264796940755437e-21
5.33225,-2.0703931846387083e-21
5.3325,-2.0197870647614111e-21
5.33275,-1.9682317755588883e-21
5.333,-1.9090144625145386e-21
5.33325,-1.8594925206896999e-21
5.3335,-1.8158493713777169e-21
5.33375,-1.7717835899400644e-21
5.334,-1.7216001798329501e-21
5.33425,-1.6804640360771172e-21
5.3345,-1.6438745668411105e-21
5.33475,-1.6062012789882443e-21
5.335,-1.5632631054062249e-21
5.33525,-1.528226716704134e-21
5.3355,-1.4968334289210826e-21
5.33575,-1.464911144640701e-21
5.336,-1.4281190102132117e-21
5.33625,-1.3966747361255405e-21
5.3365,-1.3686820787734949e-21
5.33675,-1.3406744600843336e-21
5.337,-1.3092338939561121e-21
5.33725,-1.2824981398276133e-21
5.3375,-1.2588923239169037e-21
5.33775,-1.234564681510529e-21
5.338,-1.2068932954400334e-21
5.33825,-1.1835061784460099e-21
5.3385,-1.1618284489213989e-21
5.33875,-1.1405740539962943e-21
5.339,-1.1164443763065567e-21
5.33925,-1.0957611998936211e-21
5.3395,-1.0777896687584448e-21
5.33975,-1.0599880371392005e-21
5.34,-1.0398718976043807e-21
5.34025,-1.022542025084104e-21
5.3405,-1.0068242454218781e-21
5.34075,-9.9166719861491288e-22
5.341,-9.7519892138586946e-22
5.34125,-9.6142745733205956e-22
5.3415,-9.4811132410633992e-22
5.34175,-9.3479274358559446e-22
5.342,-9.2153342885868333e-22
5.34225,-9.0992184205443337e-22
5.3425,-8.9868277895471753e-22
5.34275,-8.8751557837610672e-22
5.343,-8.7637385431528077e-22
5.34325,-8.6649381548940914e-22
5.3435,-8.5682337395309879e-22
5.34375,-8.4754804610649739e-22
5.344,-8.3803546385896587e-22
5.34425,-8.2941633817202496e-22
5.3445,-8.215854722275775e-22
5.34475,-8.1377855543841656e-22
5.345,-8.0540783195098237e-22
5.34525,-7.9797626164120072e-22
5.3455,-7.9065972785560746e-22
5.34575,-7.8279592128173772e-22
5.346,-7.7607206350357052e-22
5.34625,-7.6947632277623003e-22
5.3465,-7.6228073684953451e-22
5.34675,-7.5592236611546485e-22
5.347,-7.5013758441854146e-22
5.34725,-7.4332825984388779e-22
5.3475,-7.3733714968442932e-22
5.34775,-7.3206507517176004e-22
5.348,-7.2524799440273061e-22
5.34825,-7.1923347441551438e-22
5.3485,-7.1382411787718112e-22
5.34875,-7.0668515319931945e-22
5.349,-7.006379635999846e-22
5.34925,-6.9530368172188651e-22
5.3495,-6.876814288808353e-22
5.34975,-6.8133453673288021e-22
5.35,-6.7620740469769302e-22
5.35025,-6.6873281677604055e-22
5.3505,-6.6256419317020373e-22
5.35075,-6.5760664101828199e-22
5.351,-6.4992304428266393e-22
5.35125,-6.4386514687232007e-22
5.3515,-6.3917155583838401e-22
5.35175,-6.3110156570511601e-22
5.352,-6.2495464935298265e-22
5.35225,-6.2027299053368466e-22
5.3525,-6.1211813281485789e-22
5.35275,-6.058369491856472e-22
5.353,-6.011659095661699e-22
5.35325,-5.9250014954078399e-22
5.3535,-5.8384302430071249e-22
5.35375,-5.7720614851176085e-22
5.354,-5.7377178604771292e-22
5.35425,-5.7105096210439037e-22
5.3545,-5.5982699179587719e-22
5.35475,-5.4986371890502952e-22
5.355,-5.4282083475412898e-22
5.35525,-5.3930021959669846e-22
5.3555,-5.37769162707359e-22
5.35575,-5.266596753277529e-22
5.356,-5.1553083012948367e-22
5.35625,-5.0775844168474393e-22
5.3565,-5.0321295736218783e-22
5.35675,-5.0030717275810852e-22
5.357,-4.8862415380154809e-22
5.35725,-4.7693303520483712e-22
5.3575,-4.6858145758075694e-22
5.35775,-4.634474205399715e-22
5.358,-4.5981055343866603e-22
5.35825,-4.4806175624231866e-22
5.3585,-4.3651836046258081e-22
5.35875,-4.2814496245284502e-22
5.359,-4.2263949144367615e-22
5.35925,-4.1859864502869993e-22
5.3595,-4.0727339168351088e-22
5.35975,-3.9591595263809194e-22
5.36,-3.8747216407470052e-22
5.36025,-3.8173492795204366e-22
5.3605,-3.7738955666525991e-22
5.36075,-3.6663741933434798e-22
5.361,-3.5591542826891989e-22
5.36125,-3.4773879137480492e-22
5.3615,-3.4212207571306217e-22
5.36175,-3.3796682679162043e-22
5.362,-3.2818929081188693e-22
5.36225,-3.1857904487652728e-22
5.3625,-3.1128497095624817e-22
5.36275,-3.0636487352435509e-22
5.363,-3.0280552869694404e-22
5.36325,-2.9431691938132845e-22
5.3635,-2.8601994752967259e-22
5.36375,-2.7988201319495836e-22
5.364,-2.7611644450104697e-22
5.36425,-2.7373186004211444e-22
5.3645,-2.6677406792327446e-22
5.36475,-2.5990498417005764e-22
5.365,-2.5499557813809223e-22
5.36525,-2.5230971608261538e-22
5.3655,-2.5102853082476831e-22
5.36575,-2.4559667366867644e-22
5.366,-2.4018238743538639e-22
5.36625,-2.3662386426033269e-22
5.3665,-2.3507664028778599e-22
5.36675,-2.3473855481788419e-22
5.367,-2.3052620042529438e-22
5.36725,-2.2648040889929049e-22
5.3675,-2.2410120117788975e-22
5.36775,-2.2351260662637293e-22
5.368,-2.2156795259619677e-22
5.36825,-2.1903572844668444e-22
5.3685,-2.1793535165022303e-22
5.36875,-2.1824643405972326e-22
5.369,-2.1642041969584829e-22
5.36925,-2.1462472533937755e-22
5.3695,-2.1440581579480683e-22
5.36975,-2.1592515607493984e-22
5.37,-2.1554239834138084e-22
5.37025,-2.1486916865400419e-22
5.3705,-2.1553325390505649e-22
5.37075,-2.1769597759392039e-22
5.371,-2.1759702399972588e-22
5.37125,-2.1734542461410401e-22
5.3715,-2.1837222197409829e-22
5.37175,-2.2110100749561571e-22
5.372,-2.2150158819813941e-22
5.37225,-2.214673441088061e-22
5.3725,-2.2256689035533561e-22
5.37275,-2.2490063532130124e-22
5.373,-2.2456363808076836e-22
5.37325,-2.2422968848060237e-22
5.3735,-2.2489824379287955e-22
5.37375,-2.2734396090802907e-22
5.374,-2.26787879942854e-22
5.37425,-2.2584199878569828e-22
5.3745,-2.26214218453474e-22
5.37475,-2.2845336853460955e-22
