Physical Time (s),ew_left Monitor (W)
5.914,-4.9657038806326517e-22
5.91425,-4.9519572469740679e-22
5.9145,-4.9365494079343018e-22
5.91475,-4.9141889250513811e-22
5.915,-4.8876905507936773e-22
5.91525,-4.8482475635938041e-22
5.9155,-4.8035407291342593e-22
5.91575,-4.7539311522987006e-22
5.916,-4.6987317550786403e-22
5.91625,-4.6391269284017586e-22
5.9165,-4.5755084640310978e-22
5.91675,-4.5070270442357336e-22
5.917,-4.4325746153651433e-22
5.91725,-4.3514808905584176e-22
5.9175,-4.2663951253469716e-22
5.91775,-4.1787758926586824e-22
5.918,-4.0953823336179975e-22
5.91825,-4.0112377246895177e-22
5.9185,-3.920299406070043e-22
5.91875,-3.8302187999535652e-22
5.919,-3.7385344491386563e-22
5.91925,-3.6442303897184105e-22
5.9195,-3.5523182686440177e-22
5.91975,-3.4530842591949571e-22
5.92,-3.3556956156728327e-22
5.92025,-3.2576225728939562e-22
5.9205,-3.1602731703550349e-22
5.92075,-3.0644366792136918e-22
5.921,-2.9730434737816906e-22
5.92125,-2.8844827617034192e-22
5.9215,-2.798575164205636e-22
5.92175,-2.7166020119391292e-22
5.922,-2.6404900971039358e-22
5.92225,-2.571696756463979e-22
5.9225,-2.5080497584838809e-22
5.92275,-2.4511500319761441e-22
5.923,-2.3987093719533184e-22
5.92325,-2.352313778926475e-22
5.9235,-2.3121594443175524e-22
5.92375,-2.2715993964458374e-22
5.924,-2.2324427777816779e-22
5.92425,-2.1971898559247539e-22
5.9245,-2.165654992530283e-22
5.92475,-2.1350840128313756e-22
5.925,-2.104620487766106e-22
5.92525,-2.074177341907866e-22
5.9255,-2.0434551841915781e-22
5.92575,-2.0111230267253913e-22
5.926,-1.9792304772392917e-22
5.92625,-1.9447768373894722e-22
5.9265,-1.9089439599323122e-22
5.92675,-1.8710180555173013e-22
5.927,-1.8307686250552988e-22
5.92725,-1.7880512422496229e-22
5.9275,-1.7468816335454211e-22
5.92775,-1.7004935214132784e-22
5.928,-1.6465954085927525e-22
5.92825,-1.5915509875216508e-22
5.9285,-1.5398011658950013e-22
5.92875,-1.4881404150900508e-22
5.929,-1.4318580004051953e-22
5.92925,-1.3762188634573265e-22
5.9295,-1.3230560361118427e-22
5.92975,-1.2695043278269732e-22
5.93,-1.2091777743420752e-22
5.93025,-1.1565514968931383e-22
5.9305,-1.1171882467365886e-22
5.93075,-1.0754294384522555e-22
5.931,-1.0326636601839591e-22
5.93125,-9.8736753775500802e-23
5.9315,-9.5356679044909846e-23
5.93175,-9.2695237130162892e-23
5.932,-8.9613813613216902e-23
5.93225,-8.6430930913026822e-23
5.9325,-8.3882355515952632e-23
5.93275,-8.1958293982152853e-23
5.933,-7.9982681219299858e-23
5.93325,-7.8111760813236943e-23
5.9335,-7.7078422335098752e-23
5.93375,-7.6721503702621887e-23
5.934,-7.6271113000396848e-23
5.93425,-7.5608109116096719e-23
5.9345,-7.4953117575267603e-23
5.93475,-7.483444508288247e-23
5.935,-7.5415893604464754e-23
5.93525,-7.6334618714598715e-23
5.9355,-7.7428770925859328e-23
5.93575,-7.8589384793278358e-23
5.936,-7.96606984126303e-23
5.93625,-8.0791973523734404e-23
5.9365,-8.1923485247899691e-23
5.93675,-8.3040699651910278e-23
5.937,-8.428702626996844e-23
5.93725,-8.5860378255410823e-23
5.9375,-9.1557557918041099e-23
5.93775,-9.2664172462236916e-23
5.938,-9.1829996192227911e-23
5.93825,-9.3128763543619782e-23
5.9385,-1.0083601882830162e-22
5.93875,-1.0787211986815058e-22
5.939,-1.0671760603435573e-22
5.93925,-1.048242168516629e-22
5.9395,-1.0660061587155416e-22
5.93975,-1.1396463436460371e-22
5.94,-1.2105743588399723e-22
5.94025,-1.2047082903859004e-22
5.9405,-1.1927749851116675e-22
5.94075,-1.2084613960961634e-22
5.941,-1.2749174110182365e-22
5.94125,-1.337704599025895e-22
5.9415,-1.3404684345332314e-22
5.94175,-1.3362533508643958e-22
5.942,-1.3594966058816702e-22
5.94225,-1.4155804536288014e-22
5.9425,-1.4701951350156091e-22
5.94275,-1.4757595959441191e-22
5.943,-1.4800960057197861e-22
5.94325,-1.5050341900372745e-22
5.9435,-1.5617043470218852e-22
5.94375,-1.6183870288063005e-22
5.944,-1.6324088555457146e-22
5.94425,-1.6400780862831378e-22
5.9445,-1.666261187265496e-22
5.94475,-1.7210194243267383e-22
5.945,-1.7703682744274717e-22
5.94525,-1.7859945049209468e-22
5.9455,-1.7954894392902137e-22
5.94575,-1.8194217054525088e-22
5.946,-1.8656821091475203e-22
5.94625,-1.9084634976854343e-22
5.9465,-1.925606535342371e-22
5.94675,-1.9395623949754429e-22
5.947,-1.9616584058161468e-22
5.94725,-1.9994123140282474e-22
5.9475,-2.0360806642429245e-22
5.94775,-2.0530286412142614e-22
5.948,-2.0660447077697102e-22
5.94825,-2.0858720229400076e-22
5.9485,-2.1185130543297534e-22
5.94875,-2.1501781046745745e-22
5.949,-2.1659882650270488e-22
5.94925,-2.1824783167948654e-22
5.9495,-2.2048154966701073e-22
5.94975,-2.2359713824941686e-22
5.95,-2.2678948686667657e-22
5.95025,-2.2862325536686267e-22
5.9505,-2.301023129322681e-22
5.95075,-2.3214879663954892e-22
5.951,-2.3563464842997128e-22
5.95125,-2.3841018944107793e-22
5.9515,-2.4082889637805252e-22
5.95175,-2.4306928849599373e-22
5.952,-2.4570069671303398e-22
5.95225,-2.4825196399426578e-22
5.9525,-2.5066927160251994e-22
5.95275,-2.5260510089642804e-22
5.953,-2.5471606635693032e-22
5.95325,-2.5679164722567988e-22
5.9535,-2.5861534652764834e-22
5.95375,-2.6097065927255833e-22
5.954,-2.6269255826071608e-22
5.95425,-2.6410580725491367e-22
5.9545,-2.6583430462728297e-22
5.95475,-2.6725663615844316e-22
5.955,-2.6851627710995533e-22
5.95525,-2.7002027483272169e-22
5.9555,-2.7129174836660634e-22
5.95575,-2.723091897399233e-22
5.956,-2.7345891956301598e-22
5.95625,-2.7446940529932845e-22
5.9565,-2.7559454924765406e-22
5.95675,-2.7667600382304146e-22
5.957,-2.7756203670551908e-22
5.95725,-2.7869668871761493e-22
5.9575,-2.7940635386980886e-22
5.95775,-2.8035808987856447e-22
5.958,-2.810802053484133e-22
5.95825,-2.8165773294063479e-22
5.9585,-2.8230925082029898e-22
5.95875,-2.8275392714418376e-22
5.959,-2.8309642336367726e-22
5.95925,-2.8355428861645613e-22
5.9595,-2.8397655002850056e-22
5.95975,-2.8419185990627203e-22
5.96,-2.8443917385784092e-22
5.96025,-2.8443818930331837e-22
5.9605,-2.8427967261577626e-22
5.96075,-2.8401993870848972e-22
5.961,-2.8359868916518231e-22
5.96125,-2.8319667998329563e-22
5.9615,-2.825371168115419e-22
5.96175,-2.8155869316244849e-22
5.962,-2.803475291122541e-22
5.96225,-2.7909115851876603e-22
5.9625,-2.7757690281233627e-22
5.96275,-2.7575457597000683e-22
5.963,-2.736236447218573e-22
5.96325,-2.7132243847052126e-22
5.9635,-2.6894903464126757e-22
5.96375,-2.664254897582338e-22
5.964,-2.6391683038976591e-22
5.96425,-2.6133477037699828e-22
5.9645,-2.5855214960178521e-22
5.96475,-2.5589178988367937e-22
5.965,-2.5311203806378921e-22
5.96525,-2.5053478938819701e-22
5.9655,-2.4823782107237729e-22
5.96575,-2.4600808261713642e-22
5.966,-2.4392311465656481e-22
5.96625,-2.4228706657138278e-22
5.9665,-2.4102642192553268e-22
5.96675,-2.4013365834637893e-22
5.967,-2.3965074601775508e-22
5.96725,-2.3965652284891815e-22
5.9675,-2.4014131284005596e-22
5.96775,-2.4108254925379222e-22
5.968,-2.4236932447055234e-22
5.96825,-2.4405018080770119e-22
5.9685,-2.4614392321865218e-22
5.96875,-2.4869114732874974e-22
5.969,-2.5159886925518649e-22
5.96925,-2.5478464013828502e-22
5.9695,-2.5812198528587111e-22
5.96975,-2.6172192523470432e-22
5.97,-2.6552912650010729e-22
5.97025,-2.6953138493776813e-22
5.9705,-2.7340960963779517e-22
5.97075,-2.7751174418858482e-22
5.971,-2.8169007554827731e-22
5.97125,-2.8577138184325943e-22
5.9715,-2.8973104675564001e-22
5.97175,-2.9364403118856419e-22
5.972,-2.9711335427959803e-22
5.97225,-3.0053385152847571e-22
5.9725,-3.0360918988555878e-22
5.97275,-3.0648836603419503e-22
5.973,-3.0901590637518252e-22
5.97325,-3.1100288669099485e-22
5.9735,-3.1274081001686219e-22
5.97375,-3.1393904006979594e-22
5.974,-3.1479387550471423e-22
5.97425,-3.1508115893595895e-22
5.9745,-3.1479149441192774e-22
5.97475,-3.141180674469658e-22
5.975,-3.1305768228714155e-22
5.97525,-3.1168846402149921e-22
5.9755,-3.1019566480379613e-22
5.97575,-3.0862074091324472e-22
5.976,-3.0703401114803221e-22
5.97625,-3.0544878116530878e-22
5.9765,-3.0383926869547974e-22
5.97675,-3.0242954044724209e-22
5.977,-3.0099431792035659e-22
5.97725,-2.9988596744216108e-22
5.9775,-2.9887042179373251e-22
5.97775,-2.9816770202213132e-22
5.978,-2.9753971433489189e-22
5.97825,-2.9723699896106825e-22
5.9785,-2.9697034773249891e-22
5.97875,-2.9698975326440901e-22
5.979,-2.9705494295211408e-22
5.97925,-2.9721778459089616e-22
5.9795,-2.9731544437067934e-22
5.97975,-2.9748100674144153e-22
5.98,-2.9767281271501603e-22
5.98025,-2.9777790733908587e-22
5.9805,-2.9766963803196202e-22
5.98075,-2.9716531792775454e-22
5.981,-2.9658753483489047e-22
5.98125,-2.9573552143601684e-22
5.9815,-2.9464031849847951e-22
5.98175,-2.9335393338735746e-22
5.982,-2.9197155738692171e-22
5.98225,-2.9062996943461342e-22
5.9825,-2.8921641809654949e-22
5.98275,-2.8767336078680015e-22
5.983,-2.8613309753545353e-22
5.98325,-2.84469133930985e-22
5.9835,-2.8281730234058498e-22
5.98375,-2.8122805999795365e-22
5.984,-2.7965117987403464e-22
5.98425,-2.7802023625210813e-22
5.9845,-2.7632096534537302e-22
5.98475,-2.7479007567991865e-22
5.985,-2.7335153144487097e-22
5.98525,-2.7190999348644105e-22
5.9855,-2.7057229429098877e-22
5.98575,-2.6933039494307816e-22
5.986,-2.6816975401396422e-22
5.98625,-2.6702270628534028e-22
5.9865,-2.6587777689334999e-22
5.98675,-2.6484040583764088e-22
5.987,-2.6381732351749274e-22
5.98725,-2.6278134646294888e-22
5.9875,-2.6168427778215155e-22
5.98775,-2.6063526329044617e-22
5.988,-2.5956342050150052e-22
5.98825,-2.585422512242794e-22
5.9885,-2.5754723994590852e-22
5.98875,-2.5657258150741804e-22
5.989,-2.5550963839755792e-22
5.98925,-2.5452092949761225e-22
5.9895,-2.5344299598873748e-22
5.98975,-2.5239295860080714e-22
5.99,-2.5123088005407127e-22
5.99025,-2.5012563672798373e-22
5.9905,-2.4909747559984273e-22
5.99075,-2.4815796515946489e-22
5.991,-2.4706009862370985e-22
5.99125,-2.4571773710390561e-22
5.9915,-2.4461739266694094e-22
5.99175,-2.4323227535153243e-22
5.992,-2.4195419263181808e-22
5.99225,-2.4027646425141248e-22
5.9925,-2.3890675173518783e-22
5.99275,-2.3731454894580222e-22
5.993,-2.3596480360176207e-22
5.99325,-2.3433442313782252e-22
5.9935,-2.3274450294381676e-22
5.99375,-2.308991322155159e-22
5.994,-2.3277257767442173e-22
5.99425,-2.3006784122707767e-22
5.9945,-2.2510032429521557e-22
5.99475,-2.2164422703028675e-22
5.995,-2.2244763543627777e-22
5.99525,-2.202480048734207e-22
5.9955,-2.1497911126557477e-22
5.99575,-2.1031569156953119e-22
5.996,-2.1052588012475365e-22
5.99625,-2.0698463791276424e-22
5.9965,-2.0047558326763924e-22
5.99675,-1.9490051572394449e-22
5.997,-1.9487001176572487e-22
5.99725,-1.9072115789585654e-22
5.9975,-1.8308007870117659e-22
5.99775,-1.764792023305854e-22
5.998,-1.765067375029724e-22
5.99825,-1.7196758394720631e-22
5.9985,-1.6400320580203579e-22
5.99875,-1.5740572255694378e-22
5.999,-1.5280507505320438e-22
5.99925,-1.5406872175570806e-22
5.9995,-1.4891863720070665e-22
5.99975,-1.3950727366126009e-22
6.0,-1.3259172285152758e-22
6.00025,-1.3334132753401813e-22
6.0005,-1.2919103794392321e-22
6.00075,-1.2141198864687435e-22
6.001,-1.1522244961954223e-22
6.00125,-1.1138399388415233e-22
6.0015,-1.1419034359467897e-22
6.00175,-1.1019927786229228e-22
6.002,-1.0229044347453843e-22
6.00225,-9.6972744347149455e-23
6.0025,-9.9450647816989262e-23
6.00275,-9.7167067535426406e-23
6.003,-9.1378765011935049e-23
6.00325,-8.7197499644436223e-23
6.0035,-8.5283694806934148e-23
6.00375,-8.9577637184089793e-23
6.004,-8.7329356047200815e-23
6.00425,-8.1026996930560222e-23
6.0045,-7.7313537837580491e-23
6.00475,-8.0677396897568974e-23
6.005,-7.972119958527344e-23
6.00525,-7.514923776644412e-23
6.0055,-7.189063201831406e-23
6.00575,-7.5323136153112767e-23
6.006,-7.3839905100526506e-23
6.00625,-6.9301854012984055e-23
6.0065,-6.6512190394418515e-23
6.00675,-7.0548362130809587e-23
6.007,-6.9975263674880749e-23
6.00725,-6.606211525829136e-23
6.0075,-6.3489639393419373e-23
6.00775,-6.7882361367359772e-23
6.008,-6.7876825531478198e-23
6.00825,-6.4706014301815495e-23
6.0085,-6.2820090551513781e-23
6.00875,-6.7682505230863058e-23
6.009,-6.753881788152965e-23
6.00925,-6.4258951594100624e-23
6.0095,-6.2850722490891039e-23
6.00975,-6.8482275385661232e-23
6.01,-6.8863058908771924e-23
6.01025,-6.5544424771388507e-23
6.0105,-6.4025328330254141e-23
6.01075,-6.9735370575766441e-23
6.011,-7.0424911295443874e-23
6.01125,-6.7673591545650116e-23
6.0115,-6.6677737109541184e-23
6.01175,-7.2532729805787136e-23
6.012,-7.368145807438682e-23
6.01225,-7.1530938466029331e-23
6.0125,-7.1002108648390388e-23
6.01275,-7.7146762340928531e-23
6.013,-7.8352321774870124e-23
6.01325,-7.6710487671808257e-23
6.0135,-7.7097958101654885e-23
6.01375,-8.4059199449378397e-23
6.014,-8.6117927746797752e-23
6.01425,-8.5170826532634882e-23
6.0145,-8.5942801550921838e-23
6.01475,-9.3379818405330794e-23
6.015,-9.6070533438499304e-23
6.01525,-9.5679830196792649e-23
6.0155,-9.6910697583671494e-23
6.01575,-9.9809291283503444e-23
6.016,-1.0836803968404289e-22
6.01625,-1.1094655065948154e-22
6.0165,-1.0985365286054611e-22
6.01675,-1.109710105576266e-22
6.017,-1.181395464225874e-22
6.01725,-1.2140813354179117e-22
6.0175,-1.2185333213145498e-22
6.01775,-1.2341024690366693e-22
6.018,-1.3022977778642535e-22
6.01825,-1.3279030389086282e-22
6.0185,-1.3293283649603997e-22
6.01875,-1.3440703488279721e-22
6.019,-1.4092980477666772e-22
6.01925,-1.4404482019421659e-22
6.0195,-1.4455655588521614e-22
6.01975,-1.460244388703219e-22
6.02,-1.5224521696987835e-22
6.02025,-1.5524248716038498e-22
6.0205,-1.5589785482720441e-22
6.02075,-1.575703945579195e-22
6.021,-1.6407062991158388e-22
6.02125,-1.6711772433942631e-22
6.0215,-1.6759806576939552e-22
6.02175,-1.6922133237403569e-22
6.022,-1.752805701891996e-22
6.02225,-1.7811789790835067e-22
6.0225,-1.7841125764078009e-22
6.02275,-1.7962461748594381e-22
6.023,-1.8482065205245571e-22
6.02325,-1.873973807237921e-22
6.0235,-1.8737219409279503e-22
6.02375,-1.8823112674525561e-22
6.024,-1.9245310289947331e-22
6.02425,-1.9424072568532472e-22
6.0245,-1.9385544455082615e-22
6.02475,-1.9423070726822081e-22
6.025,-1.9757681676016805e-22
6.02525,-1.9889114987146481e-22
6.0255,-1.9818372235853753e-22
6.02575,-1.9836436879416144e-22
6.026,-2.0122858321869327e-22
6.02625,-2.0247279467307e-22
6.0265,-2.019735312495242e-22
6.02675,-2.0220514842655219e-22
6.027,-2.0312302066625928e-22
6.02725,-2.0701567657532892e-22
6.0275,-2.0889868872453836e-22
6.02775,-2.0817227222844808e-22
6.028,-2.085273185888942e-22
6.02825,-2.1158191537013906e-22
6.0285,-2.1360256814061304e-22
6.02875,-2.1416729651200813e-22
6.029,-2.1511450436812353e-22
6.02925,-2.1870222998584854e-22
6.0295,-2.2064964569841626e-22
6.02975,-2.2096295335806992e-22
6.03,-2.2185347212800926e-22
6.03025,-2.2525012018845992e-22
6.0305,-2.2711371915349247e-22
6.03075,-2.2708578950715807e-22
6.031,-2.2742363253034411e-22
6.03125,-2.2804428521897784e-22
6.0315,-2.3150723724881617e-22
6.03175,-2.3273656389771343e-22
6.032,-2.3107036401140429e-22
6.03225,-2.3006727712904562e-22
6.0325,-2.3146007729053039e-22
6.03275,-2.3167304874930638e-22
6.033,-2.3014281302841833e-22
6.03325,-2.289604073763166e-22
6.0335,-2.2820769281633517e-22
6.03375,-2.3046902125464156e-22
6.034,-2.3063362775919003e-22
6.03425,-2.2830012186327259e-22
6.0345,-2.2701568996059539e-22
6.03475,-2.284186222591685e-22
6.035,-2.2914271635435955e-22
6.03525,-2.2859728164993037e-22
6.0355,-2.284973168544333e-22
6.03575,-2.2908138022682991e-22
6.036,-2.3273122075158902e-22
6.03625,-2.3472193695649615e-22
6.0365,-2.3464998619655431e-22
6.03675,-2.3549267847959564e-22
6.037,-2.3884538598000448e-22
6.03725,-2.4144674302750089e-22
6.0375,-2.4270437169850425e-22
6.03775,-2.4420649752553253e-22
6.038,-2.477483219342991e-22
6.03825,-2.5001352936696178e-22
6.0385,-2.507617193479987e-22
6.03875,-2.5180402978185875e-22
6.039,-2.5432611372611543e-22
6.03925,-2.5570897902264988e-22
6.0395,-2.5565139715879886e-22
6.03975,-2.5557524768318009e-22
6.04,-2.5665854325767878e-22
6.04025,-2.5663281491587003e-22
6.0405,-2.5533569795267324e-22
6.04075,-2.5409886012441687e-22
6.041,-2.5382392734598388e-22
6.04125,-2.5259432839027675e-22
6.0415,-2.4996022225881959e-22
6.04175,-2.4746104189452683e-22
6.042,-2.4603486387478401e-22
6.04225,-2.4356042399969281e-22
6.0425,-2.4002680940632035e-22
6.04275,-2.3659262541891685e-22
6.043,-2.3430557911354597e-22
6.04325,-2.3110425107521305e-22
6.0435,-2.2671012682777932e-22
6.04375,-2.2252255164518457e-22
6.044,-2.1992214416956569e-22
6.04425,-2.1625471274299466e-22
6.0445,-2.1150384840418561e-22
6.04475,-2.0716367227328948e-22
6.045,-2.0447026608613604e-22
6.04525,-2.0086289350049088e-22
6.0455,-1.9651782019546213e-22
6.04575,-1.9275227343354826e-22
6.046,-1.9086296102187245e-22
6.04625,-1.8859702922369954e-22
6.0465,-1.8571388238019835e-22
6.04675,-1.8353908321821171e-22
6.047,-1.8316983698934035e-22
6.04725,-1.8254732675368792e-22
6.0475,-1.8156105423249799e-22
6.04775,-1.8118391524462621e-22
6.048,-1.8233918589272035e-22
6.04825,-1.8310188751022632e-22
6.0485,-1.8340104605887804e-22
6.04875,-1.8424776664163886e-22
6.049,-1.863954176861067e-22
6.04925,-1.8831422031994763e-22
6.0495,-1.8942877176985731e-22
6.04975,-1.9082614758802305e-22
6.05,-1.9335733571615204e-22
6.05025,-1.9543250148778036e-22
6.0505,-1.9665845101233661e-22
6.05075,-1.9778972609122214e-22
6.051,-1.9912906819773411e-22
6.05125,-2.0142323089027385e-22
6.0515,-2.0264812319200164e-22
6.05175,-2.0259470566426154e-22
6.052,-2.0234157547860742e-22
6.05225,-2.0308006453711127e-22
6.0525,-2.0327380833804567e-22
6.05275,-2.0251256074068405e-22
6.053,-2.014881877262265e-22
6.05325,-2.0141638420558315e-22
6.0535,-2.0053083945528193e-22
6.05375,-1.9894114300565721e-22
6.054,-1.9735474819351124e-22
6.05425,-1.9703012857351624e-22
6.0545,-1.9626318806787053e-22
6.05475,-1.946674127629096e-22
6.055,-1.9328117827243835e-22
6.05525,-1.9306928622647711e-22
6.0555,-1.925353841090054e-22
6.05575,-1.9143766913350786e-22
6.056,-1.906391029125422e-22
6.05625,-1.9094575777999944e-22
6.0565,-1.9087170135809406e-22
6.05675,-1.9028111395030971e-22
6.057,-1.8984403307313191e-22
6.05725,-1.9029881944789755e-22
6.0575,-1.9196186759919441e-22
6.05775,-1.9124098911138104e-22
6.058,-1.903183393000012e-22
6.05825,-1.906753263514273e-22
6.0585,-1.9219702900887175e-22
6.05875,-1.9227500251999744e-22
6.059,-1.9199201234759204e-22
6.05925,-1.9273656520971952e-22
6.0595,-1.9444883738504203e-22
6.05975,-1.9435533076169201e-22
6.06,-1.9387276147815671e-22
6.06025,-1.9437023930477284e-22
6.0605,-1.9555117150518773e-22
6.06075,-1.9502303467002646e-22
6.061,-1.9393885838511107e-22
6.06125,-1.9393658844144195e-22
6.0615,-1.9463927452326878e-22
6.06175,-1.933470216166913e-22
6.062,-1.9184996833189618e-22
6.06225,-1.913376342906568e-22
6.0625,-1.9045551431967076e-22
6.06275,-1.8893776360946425e-22
6.063,-1.8753704244423733e-22
6.06325,-1.8674150260027462e-22
6.0635,-1.8497757736471258e-22
6.06375,-1.8274278165909214e-22
6.064,-1.8067406928246313e-22
6.06425,-1.7950767034699699e-22
6.0645,-1.7727415256407116e-22
6.06475,-1.7436245993288278e-22
6.065,-1.7176128522000504e-22
6.06525,-1.7027347683745777e-22
6.0655,-1.6918235254025431e-22
6.06575,-1.6589881487517148e-22
6.066,-1.6265978511845437e-22
6.06625,-1.6103463932175306e-22
6.0665,-1.5992486806276591e-22
6.06675,-1.5711369434229283e-22
6.067,-1.5413107974816167e-22
6.06725,-1.528422362587258e-22
6.0675,-1.5193541042686131e-22
6.06775,-1.4904858190036411e-22
6.068,-1.4624707842304404e-22
6.06825,-1.4514127286468047e-22
6.0685,-1.434045518573152e-22
6.06875,-1.4134879699273926e-22
6.069,-1.4051603761029871e-22
6.06925,-1.3874381946743904e-22
6.0695,-1.3647056683529536e-22
6.06975,-1.3459025597296509e-22
6.07,-1.3428411966466827e-22
6.07025,-1.3405518974124814e-22
6.0705,-1.310967616911158e-22
6.07075,-1.2807283387687676e-22
6.071,-1.274690752541581e-22
6.07125,-1.2727686936690046e-22
6.0715,-1.2444897355849007e-22
6.07175,-1.2130027441160688e-22
6.072,-1.2076613050251024e-22
6.07225,-1.2054492105702806e-22
6.0725,-1.1728745490572184e-22
6.07275,-1.1385402090533264e-22
6.073,-1.1361514624133526e-22
6.07325,-1.1357492825096083e-22
6.0735,-1.1016180287453447e-22
6.07375,-1.0628517680954337e-22
6.074,-1.0592286098906604e-22
6.07425,-1.0621721090692138e-22
6.0745,-1.0308658945580615e-22
6.07475,-9.9347712540594473e-23
6.075,-9.9291405069702677e-23
6.07525,-9.9892606281058657e-23
6.0755,-9.6502105915255129e-23
6.07575,-9.2801646763010441e-23
6.076,-9.3132816298720455e-23
6.07625,-9.4242417054489427e-23
6.0765,-9.0659648385985875e-23
6.07675,-8.6642536233575641e-23
6.077,-8.7159232834307135e-23
6.07725,-8.8805576714699876e-23
6.0775,-8.5207325282420649e-23
6.07775,-8.1296576425671284e-23
6.078,-8.2208638541753324e-23
6.07825,-8.4477400742352662e-23
6.0785,-8.1141745873943633e-23
6.07875,-7.733643130085372e-23
6.079,-7.9516881300119388e-23
6.07925,-8.2514001798324213e-23
6.0795,-7.9520803232906432e-23
6.07975,-7.6114126350277385e-23
6.08,-7.8426375078484621e-23
6.08025,-8.2677991338470409e-23
6.0805,-8.0648288364029634e-23
6.08075,-7.7960347104968342e-23
6.081,-8.1895800306102866e-23
6.08125,-8.6941371533693729e-23
6.0815,-8.519703877403244e-23
6.08175,-8.2661475062544147e-23
6.082,-8.7322306564738583e-23
6.08225,-9.3260343640897931e-23
6.0825,-9.279602921068515e-23
6.08275,-9.1732877590814943e-23
6.083,-9.6222186743790923e-23
6.08325,-1.0210294725675924e-22
6.0835,-1.0225013836553673e-22
6.08375,-1.0175286783365952e-22
6.084,-1.0718788204800357e-22
6.08425,-1.1360333162236403e-22
6.0845,-1.1385434205244845e-22
6.08475,-1.1377424641836793e-22
6.085,-1.1974625468018187e-22
6.08525,-1.2681712404548916e-22
6.0855,-1.2807001530983124e-22
6.08575,-1.2823409126094666e-22
6.086,-1.3355179726351663e-22
6.08625,-1.3975956206291415e-22
6.0865,-1.4068299318543766e-22
6.08675,-1.4082826039829409e-22
6.087,-1.4530042054764267e-22
6.08725,-1.5023600703733288e-22
6.0875,-1.510078235938592e-22
6.08775,-1.512823668424582e-22
6.088,-1.5550637754124393e-22
6.08825,-1.5932022093696158e-22
6.0885,-1.596186300050182e-22
6.08875,-1.5986057668832362e-22
6.089,-1.6354000675829416e-22
6.08925,-1.6785222045867746e-22
6.0895,-1.6911792918521149e-22
6.08975,-1.7030396413158075e-22
6.09,-1.7447899323315207e-22
6.09025,-1.7947256411027744e-22
6.0905,-1.8140880848785941e-22
6.09075,-1.8384756711237474e-22
6.091,-1.8881863845698966e-22
6.09125,-1.9470725132719618e-22
6.0915,-1.9748140369194237e-22
6.09175,-1.9988736623533907e-22
6.092,-2.0560993791815127e-22
6.09225,-2.1238299999680667e-22
6.0925,-2.1554452504988515e-22
6.09275,-2.1865411083294413e-22
6.093,-2.2534704342825375e-22
6.09325,-2.3047287021958726e-22
6.0935,-2.3496721038761206e-22
6.09375,-2.4167962056880154e-22
6.094,-2.4651525926633636e-22
6.09425,-2.5079394242571915e-22
6.0945,-2.5591012218556867e-22
6.09475,-2.6349813230673677e-22
6.095,-2.7147170422003379e-22
6.09525,-2.7493155649275408e-22
6.0955,-2.7858648273303655e-22
6.09575,-2.8600483743633425e-22
6.096,-2.9200848651666416e-22
6.09625,-2.9769053726238362e-22
6.0965,-3.0361959414936753e-22
6.09675,-3.1137150349130281e-22
6.097,-3.1695056932274791e-22
6.09725,-3.2186413822340377e-22
6.0975,-3.2752853651996457e-22
6.09775,-3.3502340132726083e-22
6.098,-3.4325045252196052e-22
6.09825,-3.4718245760396299e-22
6.0985,-3.5044601600170889e-22
6.09875,-3.5598859649037506e-22
6.099,-3.6268635625753041e-22
6.09925,-3.6623132295105991e-22
6.0995,-3.6876105762545906e-22
6.09975,-3.72613527111448e-22
6.1,-3.7517660260541095e-22
6.10025,-3.7714238495170524e-22
6.1005,-3.7928808950122182e-22
6.10075,-3.8234944834447445e-22
6.101,-3.8414512208330287e-22
6.10125,-3.8522157346195308e-22
6.1015,-3.8676721307209243e-22
6.10175,-3.8875391259559732e-22
6.102,-3.901559390522295e-22
6.10225,-3.9117387803177817e-22
6.1025,-3.9269216739593096e-22
6.10275,-3.950653676388573e-22
6.103,-3.965804771163692e-22
6.10325,-3.9755898022647299e-22
6.1035,-3.9898721566329017e-22
6.10375,-4.0123600026875628e-22
6.104,-4.0300346508741903e-22
6.10425,-4.039527007927721e-22
6.1045,-4.0521455455757491e-22
6.10475,-4.0723996501027473e-22
6.105,-4.086549630648451e-22
6.10525,-4.0948292320411808e-22
6.1055,-4.1061568508490725e-22
6.10575,-4.1253362280085399e-22
6.106,-4.1386012590097965e-22
6.10625,-4.1461928747297547e-22
6.1065,-4.1581689357885183e-22
6.10675,-4.1768185886592052e-22
6.107,-4.1893663333808823e-22
6.10725,-4.1965518665034077e-22
6.1075,-4.2053373462670725e-22
6.10775,-4.2228384978857753e-22
6.108,-4.233928388017469e-22
6.10825,-4.2364487386579111e-22
6.1085,-4.2426598354364907e-22
6.10875,-4.2478095939384852e-22
6.109,-4.2628440205067593e-22
6.10925,-4.2704855258785669e-22
6.1095,-4.262036484243921e-22
6.10975,-4.2588573659798015e-22
6.11,-4.2644007906999669e-22
6.11025,-4.2660448178996909e-22
6.1105,-4.2594983996858931e-22
6.11075,-4.2547769114033692e-22
6.111,-4.2514702452487777e-22
6.11125,-4.2607706009899856e-22
6.1115,-4.2613684236277139e-22
