Physical Time (s),xth_top Monitor (W): top_cv1,xth_top Monitor (W): top_cv2,xth_top Monitor (W): top_cv3,xth_top Monitor (W): top_cv4,xth_top Monitor (W): top_cv5,xth_top Monitor (W): top_cv6,xth_top Monitor (W): top_cv7
6.875,-8.4176831263080125e-19,2.3205464115844145e-19,1.2450871065480819e-19,6.2352707107162944e-21,3.213214155637059e-19,-1.8287950673012472e-20,4.5612518870622779e-19
6.87525,1.2453592519427027e-18,-1.3648897601495673e-19,-2.4971122414486663e-20,3.1731721794221882e-19,2.0306644297425183e-19,-9.2281906760549661e-20,-5.1028755927030321e-19
6.8755,-5.8749703149689363e-19,-2.8937651154204663e-19,7.9469479139106245e-20,-2.5508541451332149e-19,-3.1726104187307221e-19,-4.8802228849855424e-19,-1.3323131960981319e-19
6.87575,9.6725333427523535e-19,1.4615297197229528e-19,-1.526837834405555e-19,-1.2313141889010177e-19,1.6056459350848866e-19,-2.3214297627372075e-19,-4.0378112805801134e-19
6.876,-4.3565166172648298e-19,-1.1063404749161269e-19,-6.0777611750193943e-20,-2.1258394507515006e-19,-1.1558344575693322e-19,-1.3110206915412277e-19,-3.4624712693842195e-19
6.87625,-1.5907137989382882e-19,-3.4051290627670316e-20,-6.6697194524039877e-20,1.3054882546558481e-20,7.1409559371187477e-20,3.9938885084704624e-19,-2.2337620190584146e-19
6.8765,-8.2266414623418946e-19,1.5186599361330941e-19,4.4283617211973744e-20,-2.1874053464445292e-19,8.4101089874821729e-20,9.7896238725317097e-20,2.0406690255090811e-19
6.87675,5.1641426310126217e-19,-1.28835739878834e-19,-3.1235897245519245e-19,-1.6930634283873153e-20,-3.2309573922226944e-19,-1.3666821672451688e-19,2.2375904131145168e-19
6.877,7.0867107439368726e-19,1.0033199699833169e-19,3.8999564761081348e-20,-1.8247599972068335e-20,-7.890266441753431e-20,-4.042763130572361e-19,2.1804461725027822e-19
6.87725,2.4892595184847827e-19,-2.9406910172256338e-19,1.2143347585158126e-19,5.6756542130313824e-20,-1.6115789401794168e-19,-6.7988627586248845e-19,-3.1184666361880706e-19
6.8775,-5.9467160439039273e-19,-9.8943914389742217e-20,-5.7098817032519951e-20,-7.5870425655409681e-20,6.5651160795148352e-20,-3.2648995981346241e-19,-6.7242008410606351e-20
6.87775,-2.1827420246994118e-19,-5.0601699633069707e-20,-3.6376283234859565e-20,7.8614268717303671e-20,-3.8996756898220323e-20,-1.9249219593145195e-19,3.5499068882163549e-19
6.878,-3.5536679525027838e-19,-7.1167207691124502e-20,-5.9236651400415216e-20,2.0390004546642424e-20,1.3430774346491593e-19,-6.3109137235627561e-19,-4.5771685948906167e-19
6.87825,4.1050374511539581e-19,-5.4950483779347242e-20,8.2103353433797926e-20,-2.5340633738748076e-19,1.678936249252607e-19,1.1499914065700643e-19,-1.9636974907332928e-19
6.8785,1.3753865758451583e-18,-4.7518839197736464e-21,2.8264826859782237e-20,6.223946548443547e-20,-2.0930301245422796e-20,4.4727667749466831e-19,9.9497664809732605e-20
6.87875,8.7126780768729728e-19,2.3333052111768417e-19,-1.5673607985032343e-19,3.9376764271261723e-20,2.1437706034146776e-19,1.051618905222533e-19,-4.4134202427532324e-19
6.879,9.7823564476885887e-20,-1.3042012544439711e-19,2.6432254347210549e-20,-1.7132528641887549e-19,-1.7260930327015444e-19,4.7399377367362754e-20,9.9646892465375116e-22
6.87925,1.1705820297838391e-18,-1.9031351630978701e-20,1.3980721504940629e-19,-1.4592130202833797e-19,8.6525463251329387e-20,-4.4349202197734813e-20,-1.2326984003232708e-19
6.8795,-7.6142638676431935e-19,-2.5864867393827256e-20,7.3012194936185359e-20,1.0421709094380162e-20,3.9965701843880165e-19,3.0941232173685913e-19,3.8636097648100838e-19
6.87975,-1.2934258037064589e-18,2.9355810350405475e-19,-3.9227780489555449e-20,1.6587753886404194e-19,4.0876294295970583e-19,3.9223724180434411e-19,-1.4242859879426738e-19
6.88,1.8331454401777833e-18,2.9252299999759974e-19,3.0070254325021474e-20,1.1219233814717139e-19,2.1854899690872094e-19,-5.1014805613320544e-19,2.6930308008980739e-19
6.88025,-6.4849896885183348e-19,2.7291314745168746e-19,1.0488615223500231e-19,1.3396783637001809e-19,-2.1054182120478077e-20,5.4165543551772911e-20,-2.4491970335749271e-19
6.8805,3.7098329903087571e-20,-6.1442605048709577e-20,5.6313155112319486e-20,-2.5577667610351317e-20,-1.5141767636227855e-19,4.5855073267443442e-20,4.3882684659744964e-19
6.88075,1.6937196524567677e-19,6.1058511721047101e-20,-5.8669262549559129e-20,-3.52801451384291e-20,8.0163692524306936e-20,-2.0371531723781805e-19,1.6121343483964336e-20
6.881,2.6548861312347668e-18,-1.069301540834519e-19,-4.1701152647099527e-20,-3.237013818359875e-20,4.2510615753529817e-19,-5.2436332505883464e-20,2.4532025575985008e-19
6.88125,2.1707992908984081e-18,8.8270979871355372e-20,1.3761895424409911e-19,3.2467282645053579e-19,3.3606538113564614e-19,1.8713408414625355e-19,3.3422965684807371e-20
6.8815,2.3546902754628739e-18,-7.2155769312337491e-21,-1.0461257325371306e-19,-7.0619195873811478e-20,-2.9834181156797864e-19,1.8737675223704284e-20,2.5641763989223784e-20
6.88175,-2.5637224066700575e-20,1.753528839508844e-19,-2.0034979802045005e-19,7.1352182358844511e-20,-1.4818350196129806e-19,-3.61155764168788e-19,6.976772473399484e-19
6.882,1.3694644057975842e-18,1.6916170933736704e-19,-1.1874388663049461e-20,-1.2271499494920613e-19,5.5481519562583256e-20,2.479975865796101e-20,3.4372986691061497e-19
6.88225,-2.7291088089421552e-19,-1.1069310600753632e-19,-1.4742329579805736e-19,-2.4928689861893163e-21,-1.9110930104991718e-19,6.9827993291034954e-20,2.1605139084604581e-19
6.8825,8.7148701769784282e-19,-5.8196901252632297e-20,5.4595422516921843e-20,1.1848475960016132e-19,5.5585652531004614e-21,-3.0010474474815288e-19,-3.9044837551791524e-19
6.88275,-6.1251971648613191e-19,9.5581612412215735e-21,2.064548576103692e-20,7.1030242332622014e-20,1.1999491442648904e-19,-3.8931226786175138e-19,5.4053252683031346e-19
6.883,-1.4298082191642453e-18,-8.2486364840481572e-20,2.5401078462686084e-20,2.6814907314459137e-22,-1.8444237659993255e-19,-3.2529240881896426e-19,-4.5256217832065935e-19
6.88325,1.191907206846671e-18,-2.1918417259095292e-20,9.1758991665265707e-20,1.885771984481797e-19,3.3485755467372137e-19,5.5391816198395939e-20,4.3915188139241854e-19
6.8835,2.9600096880257357e-19,9.7893823490813505e-20,2.2299896321633706e-19,-1.5978457364120932e-19,1.1156640197271403e-19,-3.1799101865414166e-19,-5.410066026543122e-19
6.88375,1.0140310042051115e-18,4.7420516250953565e-21,2.8715677087405413e-20,1.9145995806762421e-19,-2.0035727573343793e-19,2.9334681268788696e-19,-1.7164282214704155e-19
6.884,-4.6228034105557206e-19,-1.6402845313922738e-19,2.1382028447881786e-19,-4.1271785415590547e-20,5.5637188735836085e-20,6.3973994812397062e-20,-2.5009174347370944e-19
6.88425,-5.8040507627794243e-20,6.9050125570928985e-20,1.2376892518246378e-20,1.3249629110997556e-19,3.309538420453221e-19,1.0279270298273353e-20,1.0468767788519233e-19
6.8845,1.2876948361635294e-18,1.8088311965942885e-19,1.5871516276335148e-19,-4.8408106101939899e-20,-1.1710363388649595e-19,1.3815850376503969e-19,-2.9930793528415543e-19
6.88475,-9.5711486706845128e-20,-1.3690893215598103e-19,-2.9809822656004067e-20,2.5452737527774259e-19,2.2600788650042796e-19,-3.0828831768863487e-19,7.9197198847829041e-19
6.885,9.1480378563894597e-19,5.1767271693085765e-22,-1.499430441555209e-19,-1.2689342580281776e-19,-2.5413468097533538e-19,-1.5887625416507806e-19,3.5372102565465412e-19
6.88525,-1.2018266295480248e-18,1.9286725635034179e-20,-1.060296333733964e-20,-1.0695484860195574e-19,1.583022799483915e-19,5.0378009539468929e-19,-4.6211484446202444e-19
6.8855,1.4736914946787571e-19,1.9542664246678068e-19,1.4957506120257396e-19,-4.2978757236656301e-20,-2.9688516105651607e-19,1.5352887894208254e-19,3.5389632883715168e-19
6.88575,3.530311896833341e-19,2.0617108324956807e-20,-4.9611500257182358e-20,1.0373428880472326e-19,2.523578438389243e-19,-2.2654804143110895e-19,-1.129000805062897e-19
6.886,-1.1753570781707467e-18,-8.2846456458622719e-20,9.4258004411129897e-20,1.8334539152810744e-19,-2.1515434398161755e-19,2.8931612571219281e-19,-1.8100898445368087e-19
6.88625,-3.260101094063783e-19,-1.2977954154348771e-19,8.066629501320466e-20,9.6169802085277071e-20,-4.3899748150871823e-20,-2.6690394183353334e-19,-1.8946466791199199e-19
6.8865,-2.1149496757123722e-19,1.3051243651984525e-19,5.2891341745073868e-20,4.1793405296214337e-20,-2.5549040257684712e-19,-2.2843788972646224e-19,-8.9716353250561606e-19
6.88675,6.7476584063685185e-19,2.3218896482305189e-20,5.6414780111042575e-20,-1.3234382900921492e-19,-2.1998355427317022e-19,-1.4574603139908704e-19,-1.7669025729063186e-19
6.887,9.9557219338202186e-19,-1.9456274411027266e-19,3.4962948253715802e-21,8.5786427342118138e-21,1.5008438190530611e-19,2.6436050089847607e-19,-3.367677581535241e-19
6.88725,1.8641210994448816e-18,-1.7036789250816604e-19,-8.4806927657709539e-21,1.0481732946253704e-19,1.3802502647350569e-19,-1.0947797795235471e-19,-3.4567576796100403e-19
6.8875,-2.1883061002765477e-18,-1.0433773160822699e-19,3.929464302670042e-20,-9.2283110048842583e-20,2.1158020829263005e-19,-3.2967200007763194e-19,-2.4558539361713997e-19
6.88775,-4.5896726887032036e-19,2.7279740791494866e-20,-1.0123056045509575e-19,-3.0573856205244199e-20,-2.3764078164336914e-19,-6.2919477758810208e-19,7.4010200151216749e-19
6.888,3.6791675881810549e-19,-8.1637527465581626e-20,7.3994536834408617e-22,6.4784805341198263e-20,-2.3910135374930146e-19,1.6115594813727703e-19,-3.3850003449929087e-20
6.88825,1.683560900790643e-18,1.6183037061629646e-19,8.4792618494819733e-20,6.3217165606633149e-20,-5.4742175763564629e-20,-2.4585607768145911e-20,9.3796810647204732e-19
6.8885,-3.0239363345027764e-19,-8.0319720414216007e-20,-2.0984866532808165e-19,1.9076586560345006e-19,-1.9733072491007647e-20,2.8658272727576382e-19,-2.3191069713566577e-19
6.88875,-2.1389879489421922e-19,-1.0307275218699105e-19,-5.4691262599076252e-20,-3.0218002778758317e-20,-5.456504883142777e-21,-9.992928654334198e-20,-2.3671455642635225e-19
6.889,-2.1859809228461527e-18,3.7145626697168947e-19,-6.6696461433563825e-21,-1.2015193321919493e-19,-1.1438359239847699e-19,-4.1802498547048082e-19,5.6702921166657578e-20
6.88925,-1.5172096841848572e-18,-1.0880159805232575e-19,2.860818839184861e-20,1.445247996495723e-19,-1.5697864229842225e-19,-3.4774693269615736e-20,6.6418718534871843e-20
6.8895,1.2914744081109139e-18,6.4414660787519876e-20,1.3452050464613195e-20,-1.2415245416250781e-19,-1.4035988605641388e-19,1.4018943646775137e-19,1.951773558744814e-19
6.88975,-1.1884227734725809e-18,1.8912224525606182e-19,2.7552565094447788e-20,4.9700954498098365e-19,-2.3085080697964835e-19,-3.8365953546794339e-20,4.7916266656781993e-21
6.89,9.3228957322627638e-19,1.6618497295653573e-19,3.5145877468177949e-20,-1.1164424192786623e-19,6.6852340304432815e-20,4.472836718605892e-19,-2.3646791351478799e-19
6.89025,-7.375922992774887e-20,-3.3152497927922027e-19,7.3395038919650269e-20,1.0315580553133508e-19,1.0070750687609134e-19,2.5951815569956334e-20,-5.3409676827888426e-19
6.8905,1.0741072613198507e-18,1.4043533770440501e-19,-1.0211270306744314e-19,1.0062436479943853e-19,-1.5763217774502421e-19,-7.4743783280107915e-19,2.1738186889344081e-20
6.89075,-1.1014389757402517e-18,1.2880073344809024e-20,5.8786522644576583e-20,-1.7477053839975749e-19,4.5811104758113149e-19,-4.3303979480473331e-20,-4.4968333984568693e-19
6.891,3.9420315837459707e-19,-1.2012573359293435e-19,-1.2335408747450976e-19,-6.8238653967849828e-20,-1.2103165952602592e-20,-1.3267354809358442e-19,-1.9862979572018271e-19
6.89125,-2.9739314823665884e-18,1.7300915772714021e-19,-1.2263160046123556e-19,-1.3373538992580517e-20,4.8385823159728795e-20,-2.161859162293485e-19,-2.1169021717401384e-21
6.8915,-1.8900853560662178e-18,4.8400445340016838e-20,-1.3033085011645256e-19,-6.8141751624505352e-20,3.3328931656716635e-19,6.4453209121554143e-20,-2.4326522947909516e-19
6.89175,9.4271778858383996e-19,-2.4307537895074851e-19,-3.0394246185810633e-20,-2.2651164864014051e-20,-3.2566878564522605e-21,3.3591128522972735e-19,-3.2319356416791316e-19
6.892,-2.597533237821233e-19,-2.641214307834221e-19,1.4828306558239909e-19,1.7424863369606732e-19,-4.2218656903040601e-19,-2.416560107203191e-19,2.829270324448141e-19
6.89225,4.488833992328506e-19,1.8452693944222529e-19,8.4178864956930168e-20,2.1688053090939842e-19,1.878417132284108e-19,9.7488342047014209e-20,-2.7056574254010839e-19
6.8925,-3.1050399147534813e-21,1.6420254176091765e-20,3.0184088252802805e-20,-4.7717745201507213e-21,2.5766155999639264e-19,4.9101306968491557e-19,-6.4619022854038108e-19
6.89275,3.1870528659958985e-19,-2.2985171938146859e-20,-1.6243312027980239e-19,1.0215840350763638e-19,2.2937861814378892e-20,2.058257208172636e-19,4.8916866582521014e-19
6.893,1.6698672826582122e-18,8.6260979064402931e-20,9.9495873976993448e-20,2.6728295534064372e-19,1.9119877212249179e-19,-2.9971404251525817e-19,-1.6194601230833994e-19
6.89325,1.6434372323716033e-19,-4.2357276516711766e-20,-2.6104315881797302e-20,2.4778863781584978e-19,-3.1244013759385517e-19,2.4747796079183262e-19,-6.3319501328692796e-19
6.8935,1.8392303720912347e-18,-1.1480120807621563e-19,-1.193800076472461e-19,1.0251666763375298e-19,1.7985279305950757e-20,1.5183938833822259e-19,-3.4243529513723985e-19
6.89375,8.7015771623547831e-19,-7.442623232515475e-20,1.4902454617792686e-19,1.1726736480071979e-19,7.7724642610025768e-20,2.5362683468433121e-19,7.0990607828010844e-19
6.894,1.847637780392152e-19,7.5657190573616589e-20,1.0143205210759483e-19,-2.4692991452893723e-19,3.3636987738573163e-19,-6.6730713802844963e-20,-2.8674452133035545e-20
6.89425,-2.9874019852724821e-18,1.5881078176256334e-19,1.4573615763299991e-20,1.160858047699593e-19,-3.4657608171506623e-20,1.7463119222597031e-19,1.1706774232197496e-19
6.8945,-1.180652349634858e-18,-6.3836028398931992e-20,5.6533085301873495e-20,1.9107360837400705e-19,-1.1979507352100965e-19,1.4037052597758596e-19,-1.2474546647810426e-19
6.89475,6.9261031779198724e-19,-5.8782552301588708e-20,6.0079445328471694e-20,9.3200861076057524e-20,2.0173520065844927e-19,3.2955694438855461e-19,-1.9824797674864009e-19
6.895,1.3058338544135816e-18,-6.5334677153495419e-20,-9.5245077421441906e-20,-1.0972775034447204e-19,-1.8240993847024087e-19,-3.1085942771372627e-19,2.5527690595326962e-19
6.89525,-7.3882999077935103e-19,-1.1885775395703393e-19,9.5745700340492778e-20,1.4792131060487255e-19,-4.036871161465571e-20,-1.7297396143136846e-20,2.4209997521358533e-20
6.8955,5.0957539247373412e-19,-3.1543291700645148e-19,8.0340952389884271e-20,-1.3942201533838197e-19,6.0978257947708841e-20,-4.5130828607955891e-19,6.6137432932643318e-20
6.89575,9.323478726291935e-19,-1.2904432215634926e-19,-1.560389234611997e-20,-1.7159632334832526e-19,-1.8304439483037146e-19,-2.9265421713580632e-19,1.7741296537363025e-19
6.896,-6.5808607646612612e-19,-1.8228977589725214e-19,5.3061139940718896e-20,-2.1896140637108617e-19,1.4335542977196671e-19,-1.0700980806600433e-19,1.1932815734264107e-19
6.89625,-8.7858434204162346e-19,-1.9525858401874286e-19,-6.7498316251981566e-20,2.3654041419372399e-20,-1.5319321000386671e-19,-5.2464352008165635e-19,-1.8779447543501989e-19
6.8965,4.0909606902211091e-19,6.3660396561191831e-20,1.0211548059139177e-19,5.2878545417329937e-20,-3.8143006890936997e-19,1.7064501717722087e-20,2.3274409075626393e-19
6.89675,1.1630611738914566e-18,-6.7900555843814337e-20,7.4024650022595828e-21,-1.1318785220478519e-19,-2.7241985393681604e-19,-1.5679879346241027e-19,1.7871550408692106e-19
6.897,1.7594002260365372e-19,-2.2266694035252434e-19,1.2775157216083497e-19,3.2098538587845667e-19,-1.0911979438449843e-20,-4.6996153628643776e-20,-2.7306555448566207e-19
6.89725,-2.2654243387015332e-19,-7.1792423778065441e-20,1.572328489142464e-19,-2.7066700246186742e-20,-1.7603378003495294e-19,5.7778030345140219e-20,-5.8709231327574343e-19
6.8975,-3.7285241019425733e-19,-7.0902543406324592e-20,-1.8372678218580782e-20,-7.3273720130906552e-21,-2.6828867034044537e-19,2.14294817612045e-19,-3.0245110572521315e-19
6.89775,2.6848724091135081e-19,-2.1484435527587677e-19,5.8703277887847002e-20,8.9887814467111866e-20,6.0706172003653198e-19,2.4731893046706123e-19,-2.5999339884076744e-19
6.898,-7.6905853105053595e-19,1.8306170057427845e-19,4.0900436059889099e-20,2.9160370579518025e-19,4.6884775782499889e-20,2.5850639456950365e-20,2.7367820133952871e-19
6.89825,2.409709647512825e-18,-4.23903922733114e-20,-6.6229337281197751e-20,-3.2400264868069797e-19,1.8794040870180496e-19,1.1402801278975889e-19,1.3635446895799719e-19
6.8985,-4.9084603163430578e-19,-7.2677726073028129e-20,1.4377951585736031e-19,2.2440344794427692e-19,3.4447470676681419e-19,-4.4321319056296402e-19,1.0322842848123789e-19
6.89875,7.9624284340946446e-19,3.7345738808373624e-20,-5.4453689177552878e-20,-1.9376387315018025e-19,-6.2654677979364313e-20,-2.8592671128192282e-19,-2.215344665717205e-20
6.899,3.122773940794571e-19,-8.7826537738160997e-21,-1.2289387249799465e-19,2.1753300528447695e-19,1.0789170477107119e-21,1.7441080466873121e-19,-4.170717214652384e-19
6.89925,9.93056177275388e-19,2.8067127147215188e-20,1.9817210488420979e-19,-6.1648333809230574e-20,1.6525108746169994e-19,-4.872941740840644e-19,-4.6082091818849733e-19
6.8995,-8.7178587186946522e-20,-1.7026571087651766e-19,-1.92031375151006e-20,1.5372301966989246e-19,1.5980030566010241e-20,-1.0710467271875309e-20,-3.8671151333945923e-19
6.89975,1.4724859494247832e-18,-3.140735699508896e-20,-3.9914236885855689e-20,2.1856506720512514e-19,6.3991592543722926e-20,-3.7513404939012387e-20,-1.3930043944547472e-20
6.9,-8.806643791615921e-19,1.9546016679444578e-19,-6.3142464127944014e-20,2.0923114996169864e-19,3.0055243648137799e-19,5.4352357340825852e-19,-4.5483927846725581e-19
6.90025,1.7856430948563659e-18,1.2680926735820045e-19,6.3022121013979921e-21,5.3042883270965023e-20,-1.8927028308745377e-19,-1.2043933434216931e-19,-5.6678496013008529e-20
6.9005,-9.6181117020235418e-19,3.9813091679530286e-20,-3.3618572322227439e-20,-6.7099504109942414e-20,2.9362290687535741e-19,-1.7109575603875621e-19,5.5652778770897898e-19
6.90075,1.1106972432804227e-18,8.275935262918901e-20,-7.6061789095489598e-20,2.3567560534490094e-19,-2.9875504341288672e-19,2.1291873466283441e-19,-3.2681701275911004e-19
6.901,-1.2216195170648223e-18,-4.1712256524727887e-19,-8.0998229153384393e-20,-4.3122933556966595e-20,1.1918005333060841e-19,-2.7678360525738097e-19,-8.3551961647755099e-19
6.90125,1.4522455416241565e-18,-6.5152039212653756e-20,-1.5826895112324203e-19,-6.8710488227890746e-20,3.4978657126488011e-20,-1.9426105680297966e-19,3.1377951284779417e-19
6.9015,1.9150741828432024e-18,1.4198038761532098e-19,-2.0240896211060685e-19,1.9904079580749512e-19,-1.3474485181093511e-19,-4.4757645013839447e-19,-6.9214134884794718e-20
6.90175,2.3383643561249225e-18,-1.5880550309240944e-19,-1.4062872505617335e-19,1.5352689371022561e-20,3.5569344649430839e-19,-3.3992523405246032e-19,-2.8609263412440844e-19
6.902,-1.9310480484451126e-18,1.1497037685984147e-19,2.5024596833520354e-20,1.7927275199232065e-19,-2.7928855298572112e-19,-1.6636376733210887e-19,-5.4976257955559824e-19
6.90225,-1.3859203790970292e-18,5.4147628045049349e-20,-6.427315915566943e-20,-2.658185399720976e-20,-3.1926177172914441e-19,-2.0607328935024037e-19,1.5793253480388574e-20
6.9025,2.9071472666513966e-19,2.6831972925662607e-20,2.5826087216432635e-20,8.7853318258192677e-20,4.7813646990045535e-19,5.4064813645737413e-19,-2.2475289874572305e-19
6.90275,9.7242228797036621e-19,-3.8620584927714438e-20,5.7678339287006085e-20,-2.9488486113511592e-20,1.5607301891785481e-19,-1.8292195213208518e-19,-5.4235716091417474e-19
6.903,3.6345446855735078e-19,1.1431831902116459e-19,-5.8176747177334269e-20,-2.4778800475783339e-20,-5.5020700676892733e-19,-4.112463182917395e-20,-1.3056771975560392e-19
6.90325,2.9845141288289726e-19,7.4971350534286757e-20,-5.5025796638307898e-20,-9.1569626631992103e-20,-1.2451951956357869e-19,-1.9310685327398821e-19,-1.9858862885066895e-19
6.9035,2.6025928983555935e-19,1.4306432824262843e-19,1.5869288211528357e-19,9.2488628485678681e-20,9.6575200903964891e-20,1.3934504532104382e-19,-8.0716295017942606e-21
6.90375,-4.669187358186007e-19,-9.694628159979609e-20,-1.0878020266120021e-19,-2.6830748111398925e-19,-4.8596405768308933e-19,1.1483299200219886e-19,-2.3981407312732384e-19
6.904,1.2661169722154741e-18,-6.7473909902930915e-20,3.2838724885180981e-19,7.6591276105246558e-20,3.2660869449948951e-20,1.5905742507752665e-20,-5.2926710809657059e-19
6.90425,-7.6047495468005057e-19,3.425513632697135e-20,-6.8390221294064098e-20,5.407068124154578e-20,-1.0796777164937812e-19,-1.1884035683867998e-19,-5.9045546981731743e-19
6.9045,-5.2468744011478767e-19,7.1506883013889223e-20,8.3222129767702256e-20,1.0116453828403693e-19,-1.0650586679271331e-19,-1.9136990052819508e-19,5.0636912105164256e-19
6.90475,7.7583760298483393e-19,-1.2552967791689512e-19,-3.7391171989006786e-20,1.7551507454658202e-20,-3.6326463128688313e-19,-2.2676218360507631e-19,-3.8137557528505448e-19
6.905,1.0375340366674276e-18,3.5741921141904322e-19,3.5007867154903045e-21,1.4238632734075251e-19,-2.9581609991136987e-19,-1.9168135678277274e-20,-1.5569261769500348e-19
6.90525,7.4191728838916347e-20,-1.6034569135071149e-20,3.651425099194744e-20,1.7382224274036097e-19,1.1089271941616799e-19,-3.5040275410235576e-19,6.3947798530513656e-20
6.9055,-1.2510424211425043e-18,-6.4923856957991989e-20,-5.0935736655585708e-20,3.7626502341599708e-20,1.3850111555158578e-19,3.2382966537827197e-19,-3.363043695337477e-19
6.90575,2.5259027135874976e-19,7.0730037145109625e-21,5.5398648995223861e-20,-2.0871446212316357e-19,-1.4408450832813222e-19,1.070540049928449e-20,-1.0337306233160005e-19
6.906,4.3736202291532668e-19,8.2954869370449128e-22,1.1965007064233669e-21,1.5056326279376939e-19,-6.8585024713315158e-20,-2.7057746372072746e-19,-1.3979957253855627e-20
6.90625,1.6618712716609433e-18,5.7969614740123165e-20,-1.1073501084407352e-19,2.4864028275958684e-19,-6.9902624500333357e-20,2.2091864468973138e-19,-4.8185835154761915e-19
6.9065,1.3836151869248564e-18,-3.6375494479269779e-20,-6.4622914036122377e-20,3.4142491186553894e-19,1.1841839527068207e-19,-5.1202635276164745e-19,-2.7420241048027323e-19
6.90675,-1.0433782729705749e-18,-1.5424228893771379e-20,8.1076615925856359e-20,-8.0087797043008942e-20,-8.757391126296564e-20,1.5545399843272201e-19,-4.1922945141287654e-19
6.907,1.1648566846956997e-18,-3.6459502886208307e-20,1.9090336247866948e-19,-4.1820298481691848e-20,1.3713968198809489e-19,2.5536310210006843e-21,-3.348474893897737e-19
6.90725,-3.6722268809521506e-19,3.9769177902623765e-20,-1.233280107404318e-19,-1.2234221104045642e-19,-6.3789348957387223e-20,-5.8419564813391502e-19,1.4173039589258268e-19
6.9075,4.7812880860170832e-19,-2.4807855366603906e-19,7.8004004676868367e-20,-4.8312562960466867e-20,-1.58321953316222e-19,-9.0287539132531235e-20,-3.763737442869981e-19
6.90775,1.3204751711982452e-18,-7.9031120235309305e-20,4.7338400706450473e-20,9.0210911332513468e-20,-2.7003459244610192e-19,-7.5437991939428847e-19,-1.9750102423335716e-19
6.908,6.9174952955016603e-19,-1.281441570275357e-19,3.1828818492776592e-20,-8.7431711586535815e-20,2.0883288839170461e-19,1.3218331564351125e-19,5.6821381148907878e-19
6.90825,-5.927181104415783e-19,2.365500006633014e-19,1.8217201951164013e-20,-3.4783857713656533e-21,8.4872781337738977e-20,-2.996670995658185e-20,9.6606869046249893e-19
6.9085,1.2885937365222952e-18,-1.8435603416621866e-19,1.0976548080546474e-19,8.4861985069228519e-20,-3.0408167117060321e-19,2.9484327925165728e-19,-3.7072061003084338e-19
6.90875,-1.4236643592425221e-18,-1.9733255991597437e-19,7.574920012602082e-20,1.1777029869941318e-19,2.7217132487758831e-20,-8.4226497687102268e-22,2.0438137660001959e-19
6.909,-1.1958209908854116e-19,6.7654602133674644e-20,4.7477953465687638e-20,1.9448844519392514e-19,-1.3038435166137692e-19,2.3306916171705762e-19,2.2609864852859472e-19
6.90925,-7.9779753848203238e-21,-6.0355247326499482e-20,-1.8426049175151393e-20,2.3510867158109576e-19,-1.2148452765704676e-19,-1.4056996052282626e-19,-9.0334771999956022e-20
6.9095,1.915569547770448e-19,-3.8164460537245099e-20,-3.1040809823968265e-20,-1.7622130546827586e-19,-2.0136710531027162e-19,3.0602419182061023e-19,2.3764338654207192e-19
6.90975,3.418106704697522e-20,-1.7128552884424757e-19,7.8497492014620791e-20,-1.1682394417124539e-19,-6.5805539911215267e-20,-4.540417104814445e-19,-3.8018751634235571e-19
6.91,8.740363465595091e-19,1.300870466304654e-19,3.8470687348319132e-20,-1.1023055474189088e-19,3.0840698637584688e-20,-1.3560195384084609e-19,1.0338115252111426e-19
6.91025,2.1302678195132175e-19,2.5759650792268704e-19,1.1079310753728654e-19,1.6217567398012349e-20,2.3074910261304574e-19,1.4228949555217568e-19,-4.8966134710204942e-19
6.9105,1.0898195963835703e-18,7.8579937504638307e-20,5.8543196019191037e-20,-1.4419821848982258e-19,-1.7005976237429034e-19,1.7840261194501471e-20,9.6290321310086114e-19
6.91075,1.0808587519996577e-18,3.148403055417867e-20,-1.8704724625531146e-19,-1.3620087466485456e-19,-2.0016989321155593e-19,7.4895308855786158e-20,4.2131944583287556e-19
6.911,1.3676819966466127e-18,-9.9602978488186988e-20,-4.8626546338958066e-20,-1.0658343092035805e-19,4.2193667361870753e-20,-1.4917190268597435e-19,1.2163026075888989e-19
6.91125,7.6020155818141903e-19,-1.6191779004282037e-19,4.368518950775009e-20,6.2117774119464384e-20,-2.0305570120062056e-20,-1.6204319275310661e-19,4.2795334183836104e-19
6.9115,1.3004121152461215e-18,6.0813685749742655e-20,5.5263259305454149e-21,-2.2134574581336585e-19,2.8758739485434398e-20,-6.638145492603168e-19,-1.2636873295695763e-19
6.91175,-4.8052901180407534e-19,-1.0542938244906513e-19,2.1396383492737159e-20,3.1607645608026006e-19,-1.9843107996519044e-19,1.649556435956538e-19,-1.0099902239081106e-19
6.912,-2.8521637994607962e-19,-7.194253729752681e-21,3.2118065139843189e-20,-1.73626862154559e-19,-9.7886191067413303e-21,-4.3867481843961147e-19,6.4296598476912479e-19
6.91225,-1.1238676687825975e-18,1.3676662365901358e-19,-5.9350113673930716e-20,-1.9348673100702794e-19,-2.2234975384515384e-19,2.4570127844426599e-19,-2.2614756907745283e-19
6.9125,-3.4629569634331845e-19,-5.2005151873540836e-20,5.1898401139228285e-20,2.9989451945502754e-20,1.6116552881207528e-19,-4.7190040406157762e-20,-4.4486750669751336e-20
