Physical Time (s),ep_bot Monitor (W): bot_cv1,ep_bot Monitor (W): bot_cv2,ep_bot Monitor (W): bot_cv3,ep_bot Monitor (W): bot_cv4,ep_bot Monitor (W): bot_cv5,ep_bot Monitor (W): bot_cv6,ep_bot Monitor (W): bot_cv7
6.046,1.1451474326159695e-09,-1.4297433911946072e-11,1.2616334688988062e-11,3.1114707807829387e-11,2.5899190690263448e-11,2.607159678458805e-12,-8.5571099364498419e-11
6.04625,1.1502982159760087e-09,-1.3663369612319357e-11,1.3042295841211597e-11,3.141190210376912e-11,2.6212716774603313e-11,3.3317443025779481e-12,-8.4999250650284805e-11
6.0465,1.1554494260820027e-09,-1.3025618585291044e-11,1.3470916924767556e-11,3.1714744959719482e-11,2.6546111287859805e-11,4.0887111507045459e-12,-8.4358658343881748e-11
6.04675,1.1605989678672073e-09,-1.2383818461549707e-11,1.3902937538289306e-11,3.2024686463599307e-11,2.689712855688149e-11,4.8763809347803008e-12,-8.3647530326740813e-11
6.047,1.1657197280431488e-09,-1.173935269336365e-11,1.4337368225571773e-11,3.2342998932728452e-11,2.7261953593716641e-11,5.6876625974579269e-12,-8.2874001610135758e-11
6.04725,1.1708586222379112e-09,-1.1088365123461576e-11,1.4781751891565665e-11,3.2676343952348774e-11,2.7643616312746825e-11,6.5378384786617939e-12,-8.2030009840960897e-11
6.0475,1.1759919692065207e-09,-1.0431183345833184e-11,1.5234806681313649e-11,3.3026611335625719e-11,2.8040325455434657e-11,7.4220461959952863e-12,-8.1128391407724746e-11
6.04775,1.1811161980995453e-09,-9.7669577866007684e-12,1.5697978017533871e-11,3.3396975102748318e-11,2.8453598220392395e-11,8.3422658386297835e-12,-8.0176766747821327e-11
6.048,1.1862066735079601e-09,-9.0970804639517057e-12,1.6169929458310183e-11,3.3788238712270509e-11,2.8883011177306152e-11,9.2906109509270529e-12,-7.918906850265825e-11
6.04825,1.1913089999377354e-09,-8.4173102246451758e-12,1.665711795927407e-11,3.4206100279522587e-11,2.9335403766653224e-11,1.02819772863602e-11,-7.8159112951261022e-11
6.0485,1.1964044941901788e-09,-7.7280850107013616e-12,1.7156940917076537e-11,3.4650239782653022e-11,2.9810851741207697e-11,1.1305977905798781e-11,-7.7098539717315919e-11
6.04875,1.2014952793796901e-09,-7.0287336277903417e-12,1.7669101466245897e-11,3.512096952595889e-11,3.031128956433524e-11,1.2360306799514848e-11,-7.6010729146526365e-11
6.049,1.2065567663093665e-09,-6.3212384916187231e-12,1.8190574892856106e-11,3.5615744274196971e-11,3.0834556838010615e-11,1.3432072695766451e-11,-7.490602158535405e-11
6.04925,1.211645632607368e-09,-5.6019930395382968e-12,1.8727348753411234e-11,3.6137875480107161e-11,3.1385982569378318e-11,1.4535960133424911e-11,-7.3775442793849158e-11
6.0495,1.2167410781658721e-09,-4.8722362660514843e-12,1.9276650009685553e-11,3.6684132252552727e-11,3.1962462640584446e-11,1.5662624352204819e-11,-7.2628234189465849e-11
6.04975,1.2218476814050379e-09,-4.1318287663109777e-12,1.983920425791514e-11,3.7252652948294265e-11,3.256258588818667e-11,1.6813532020471901e-11,-7.1466972796827721e-11
6.05,1.2269449019811925e-09,-3.3822965237886197e-12,2.0413593992973043e-11,3.7839477469678765e-11,3.3181753852655991e-11,1.7982522504706313e-11,-7.0300768773342318e-11
6.05025,1.2320893404920577e-09,-2.6193863854319048e-12,2.1007867871015078e-11,3.8447264693786253e-11,3.3823364415457966e-11,1.9191745093046212e-11,-6.9121555649751873e-11
6.0505,1.2372635675913066e-09,-1.8431907044996314e-12,2.1621183257842071e-11,3.9073118163575584e-11,3.4482994624852315e-11,2.0439468413600112e-11,-6.7938995850527832e-11
6.05075,1.2424756696655982e-09,-1.0517402579355631e-12,2.2255262472502534e-11,3.9716073521972145e-11,3.5158722157713322e-11,2.1733747969462111e-11,-6.6758865114396217e-11
6.051,1.2477302758150844e-09,-2.4307887064880598e-13,2.2911773284945957e-11,4.0375554365736046e-11,3.5848839093823361e-11,2.3082938841887401e-11,-6.558729223096257e-11
6.05125,1.2530047815950415e-09,5.8147828953298153e-13,2.3588459555496745e-11,4.1048694634866974e-11,3.6548110278644927e-11,2.4481918077257077e-11,-6.4437870128085361e-11
6.0515,1.2583629303705064e-09,1.4280106213180855e-12,2.429222492755428e-11,4.1740500550933799e-11,3.7262848610563386e-11,2.5958372728148379e-11,-6.329797382577574e-11
6.05175,1.263786349840999e-09,2.2965124267897895e-12,2.5019270313878433e-11,4.2449018638033249e-11,3.7989822573281669e-11,2.75022697865645e-11,-6.2173019592034925e-11
6.052,1.2692812782535015e-09,3.1878409311398176e-12,2.5768273309216237e-11,4.3174273768057118e-11,3.873026122914896e-11,2.9113002226357805e-11,-6.1056089877156259e-11
6.05225,1.2748268582132488e-09,4.0988217908553656e-12,2.6534116270691403e-11,4.3913377044389521e-11,3.9481317411107175e-11,3.077371915996468e-11,-5.9946233732839811e-11
6.0525,1.2804877752390762e-09,5.0334802666895509e-12,2.7322635720644265e-11,4.4672462715939598e-11,4.0252254317327989e-11,3.2497143294828925e-11,-5.88121694398492e-11
6.05275,1.2862461406645841e-09,5.9889686600316201e-12,2.812869062431809e-11,4.5448970188065324e-11,4.1040777663283134e-11,3.426192718382608e-11,-5.7647561481371848e-11
6.053,1.2921070679798984e-09,6.9635765059225301e-12,2.8951013918524233e-11,4.6242901742895097e-11,4.1848259659721813e-11,3.6055784114782385e-11,-5.6439046751534926e-11
6.05325,1.2980462594808957e-09,7.9525861508341607e-12,2.9784785165811807e-11,4.7050846048123493e-11,4.2670909023363336e-11,3.7854348527842541e-11,-5.5186036789159067e-11
6.0535,1.3041278160154964e-09,8.9594511850566289e-12,3.0638389803265856e-11,4.7879919136137817e-11,4.3518046123049881e-11,3.9671364852004706e-11,-5.3859088791465163e-11
6.05375,1.3103243281527247e-09,9.9808462354127245e-12,3.150749074749921e-11,4.8727567044148678e-11,4.4386345816448097e-11,4.1490403797521163e-11,-5.2462832456068815e-11
6.054,1.3166376045886273e-09,1.1015987117999427e-11,3.2392768029379296e-11,4.9594829250694619e-11,4.5276355720062669e-11,4.3310301941882759e-11,-5.0995119583824204e-11
6.05425,1.3230348215326655e-09,1.2061957903878539e-11,3.3290873650354015e-11,5.0479103089492227e-11,4.6183980663148861e-11,4.5123639195769148e-11,-4.9468754732922331e-11
6.0545,1.3295712089417452e-09,1.3124270708196611e-11,3.4211236302586513e-11,5.1388972015995247e-11,4.7118172456222244e-11,4.6963094200137701e-11,-4.7874021790592908e-11
6.05475,1.3362122081546419e-09,1.4201440460426062e-11,3.5150112873665103e-11,5.232211730624368e-11,4.8074951824958699e-11,4.8828450844416179e-11,-4.6232630947681128e-11
6.055,1.3429540152566733e-09,1.5294962878109352e-11,3.6107689552902684e-11,5.3279139444470661e-11,4.905502555554904e-11,5.0730685103372635e-11,-4.4560497424408835e-11
6.05525,1.3497513315364708e-09,1.6401990131126391e-11,3.7078903862148913e-11,5.4254996751497556e-11,5.0053295181199354e-11,5.2665397048814813e-11,-4.2885006048486503e-11
6.0555,1.3566626804344442e-09,1.7529393958430545e-11,3.8071710052312694e-11,5.5255761945891481e-11,5.1080000934799595e-11,5.466769539147216e-11,-4.1193474356803638e-11
6.05575,1.3636482672462027e-09,1.8675081989855287e-11,3.9080068193421171e-11,5.6275401234877508e-11,5.2130739257044965e-11,5.673040838457295e-11,-3.9499717010296251e-11
6.056,1.3706964549999645e-09,1.9839353788034152e-11,4.0102395732873081e-11,5.7310808646128827e-11,5.3206052041863764e-11,5.8859115981780905e-11,-3.7797872184784181e-11
6.05625,1.3777707092570218e-09,2.101840475302342e-11,4.1132238699090231e-11,5.8354833689519692e-11,5.4300773557846013e-11,6.1043010613926545e-11,-3.6087176340200134e-11
6.0565,1.3849255674436653e-09,2.2216986906098739e-11,4.2177218965930544e-11,5.9412865305185842e-11,5.5424968833628317e-11,6.3311442086520498e-11,-3.4329043042577625e-11
6.05675,1.3921275566964459e-09,2.3431410765593083e-11,4.323154587614826e-11,6.0480352704004169e-11,5.657449454292779e-11,6.5650872408876708e-11,-3.2517573711471069e-11
6.057,1.3993707767176889e-09,2.4660248849781526e-11,4.4294630471326479e-11,6.1556976350915779e-11,5.774957629685584e-11,6.8057409532643897e-11,-3.0640077053143947e-11
6.05725,1.4066206302349854e-09,2.5898558993187274e-11,4.536171318319357e-11,6.2639747905427523e-11,5.8945688009306731e-11,7.0513423821961958e-11,-2.8700351911268172e-11
6.0575,1.4139019665664187e-09,2.7146026330695407e-11,4.6436008799438971e-11,6.3732737828493289e-11,6.0165652355532769e-11,7.3022042350591817e-11,-2.6688095633451642e-11
6.05775,1.4212561718540805e-09,2.8405949537716676e-11,4.7524220160631361e-11,6.4843644505228699e-11,6.1414681910814446e-11,7.5595843417926724e-11,-2.4591101284686371e-11
6.058,1.4286582811163273e-09,2.9674860751088462e-11,4.8621251445188943e-11,6.5970848504375916e-11,6.2687028479594365e-11,7.821980687952488e-11,-2.2426902064719896e-11
6.05825,1.4360709950262443e-09,3.0947181111806515e-11,4.9721423477130713e-11,6.7110858245721154e-11,6.3974456850542067e-11,8.0878878517730208e-11,-2.0216480028039606e-11
6.0585,1.4435436594832972e-09,3.2225736963230745e-11,5.0830819767711388e-11,6.8270339693691636e-11,6.527991621705542e-11,8.359145472829544e-11,-1.7951437058088108e-11
6.05875,1.4511225085043663e-09,3.3513820513071949e-11,5.1954082437583646e-11,6.9453892144305058e-11,6.6605827227254656e-11,8.6375590368201953e-11,-1.5626203945899345e-11
6.059,1.4587861088562079e-09,3.4808422975326561e-11,5.3086435138157106e-11,7.0657945652384296e-11,6.7945897674780054e-11,8.9221600792112946e-11,-1.3258231651827707e-11
6.05925,1.4665091827064994e-09,3.6105664331159351e-11,5.4222862693382332e-11,7.1876954470560834e-11,6.9293233160754305e-11,9.2113285340740376e-11,-1.0868793753936094e-11
6.0595,1.4743497925330352e-09,3.7409371909392532e-11,5.5370414920264156e-11,7.3115263237779065e-11,7.0654490161774159e-11,9.5066722270364212e-11,-8.4518680392111217e-12
6.05975,1.4823599570678772e-09,3.8723304280419867e-11,5.653427075357436e-11,7.4374994075263934e-11,7.2035460172751741e-11,9.8091407756881736e-11,-6.0046462832323354e-12
6.06,1.4905288508627616e-09,4.0046442858391321e-11,5.7711308030514227e-11,7.5651586506833778e-11,7.3434388573182939e-11,1.0117068295180555e-10,-3.5454104655570251e-12
6.06025,1.4988347939439803e-09,4.137590402728603e-11,5.8897120579950199e-11,7.693891962667667e-11,7.4847275527533805e-11,1.0428206917791202e-10,-1.0959101549091723e-12
6.0605,1.5073403362937012e-09,4.2716897747795386e-11,6.0098821817582476e-11,7.8241088095040701e-11,7.6282082278066373e-11,1.0743431567589003e-10,1.3517563899729358e-12
6.06075,1.5161005710811669e-09,4.4074274597404626e-11,6.1320590427352568e-11,7.9561346671100235e-11,7.7744334621997042e-11,1.1063347857063502e-10,3.8064046310671879e-12
6.061,1.5251019017522029e-09,4.5447766704485874e-11,6.2557524017256714e-11,8.0896328656654537e-11,7.9229516419295965e-11,1.1385951817985825e-10,6.2531038772973167e-12
6.06125,1.5343146813455224e-09,4.6835151402565736e-11,6.3803376720655142e-11,8.2241198148577961e-11,8.0729475588383292e-11,1.1708709026312284e-10,8.6764955347501054e-12
6.0615,1.5437997266718171e-09,4.8242697822952271e-11,6.5063620630981399e-11,8.3601885235319052e-11,8.2247737982988229e-11,1.2032668838774056e-10,1.1091207102949407e-11
6.06175,1.553611649590433e-09,4.9676943197464675e-11,6.6343787703232996e-11,8.4984679473890241e-11,8.3786246407367381e-11,1.2358750351312507e-10,1.3509832642420165e-11
6.062,1.5637180572251925e-09,5.1137247748524891e-11,6.7638840724032199e-11,8.638550776902269e-11,8.5334875265491315e-11,1.2685153832448597e-10,1.5922683259614551e-11
6.06225,1.5740776721589827e-09,5.2620473125033032e-11,6.8943454426435051e-11,8.7799111596378035e-11,8.6882270847123103e-11,1.300994689318637e-10,1.8319616296663505e-11
6.0625,1.584794135376777e-09,5.4139516512940887e-11,7.0272224611852262e-11,8.9236056298589898e-11,8.8436992004655853e-11,1.3336485671133333e-10,2.0737236011596741e-11
6.06275,1.5958227457503143e-09,5.5691816875863635e-11,7.1621070587858241e-11,9.0690565718484811e-11,8.9989157414140978e-11,1.3663082687137514e-10,2.3168712431328615e-11
6.063,1.6071615767600897e-09,5.7279578522898538e-11,7.2992351286538354e-11,9.2160869361024877e-11,9.1536147572324334e-11,1.398955453644957e-10,2.5620469894907635e-11
6.06325,1.6187621975990344e-09,5.8899550700438768e-11,7.4383037879387724e-11,9.3639890878189584e-11,9.3070532934068004e-11,1.4313920984579622e-10,2.8083543700210884e-11
6.0635,1.6307155851772927e-09,6.0563689919475279e-11,7.5807774537559402e-11,9.513540059292561e-11,9.4605929116269404e-11,1.4639176256399704e-10,3.058399963846083e-11
6.06375,1.6429764869901587e-09,6.2269841297899611e-11,7.7263138747777648e-11,9.6641296706403093e-11,9.6138859937008417e-11,1.4963215270615492e-10,3.3106796967568951e-11
6.064,1.655542489884916e-09,6.4020499582799522e-11,7.8751305426587223e-11,9.8156938508560673e-11,9.7673155653181325e-11,1.5285648070325956e-10,3.5644831004320748e-11
6.06425,1.6683506111574031e-09,6.5811231491810466e-11,8.0267006288535605e-11,9.9676115569621901e-11,9.920478942650285e-11,1.5604223681556646e-10,3.8173892022551567e-11
6.0645,1.6815007896878918e-09,6.7655071333780192e-11,8.182324283641101e-11,1.0120963651420047e-10,1.0075009567321118e-10,1.5921869342683479e-10,4.0710393427322197e-11
6.06475,1.6949375889099041e-09,6.9547677530355126e-11,8.3413383670701286e-11,1.0275399780349302e-10,1.0230516099337636e-10,1.6236932325657657e-10,4.3231134726495928e-11
6.065,1.7086600058238083e-09,7.1490853936384724e-11,8.5036341362956809e-11,1.0431008863407819e-10,1.0387054512119535e-10,1.6549463296412794e-10,4.5728059740090796e-11
6.06525,1.7226017780861862e-09,7.3478200817417473e-11,8.6684472871454862e-11,1.0587354221191483e-10,1.0543885778665279e-10,1.6858194881557053e-10,4.8181126693099371e-11
6.0655,1.736803083856258e-09,7.5513095199382816e-11,8.8360849361218824e-11,1.0744822123456814e-10,1.0701248989485114e-10,1.7164712045979707e-10,5.0600763506017264e-11
6.06575,1.7513123674736569e-09,7.7600295549678776e-11,9.0069390054410431e-11,1.0903887830512526e-10,1.0859521794073688e-10,1.7471162781172792e-10,5.3001783490956354e-11
6.066,1.7660829953555627e-09,7.973461174913117e-11,9.1803229995572347e-11,1.1064097763502084e-10,1.101804520700421e-10,1.7776903523276006e-10,5.5380526467312333e-11
6.06625,1.7810432782219879e-09,8.1906328558192442e-11,9.3553041033740833e-11,1.1224702245118976e-10,1.1175942445337839e-10,1.8080646824471347e-10,5.7732901918576346e-11
6.0665,1.7962554019453238e-09,8.4119097743278525e-11,9.5325176064155368e-11,1.1386207718768066e-10,1.1333843440822306e-10,1.8384465565943483e-10,6.0084233649305085e-11
6.06675,1.8117435043718994e-09,8.6373074531255933e-11,9.7122441154624759e-11,1.154884108541432e-10,1.1492168079188328e-10,1.8689891576376287e-10,6.2455595075632917e-11
6.067,1.827460958103536e-09,8.8661819661288097e-11,9.8939041100240466e-11,1.1712209482612178e-10,1.1650555226445901e-10,1.8995759665482819e-10,6.4843394579966068e-11
6.06725,1.8433343658991275e-09,9.0974749773201357e-11,1.0076698337452621e-10,1.1875647235749006e-10,1.180839452478117e-10,1.9300389952164084e-10,6.7235626931446277e-11
6.0675,1.8594181303129966e-09,9.3314805959990444e-11,1.0261354802434599e-10,1.2039656192624091e-10,1.1966391377901617e-10,1.9605119822544137e-10,6.96443183897749e-11
6.06775,1.8757525227851663e-09,9.5684140739947449e-11,1.0448364679942384e-10,1.2204684866023548e-10,1.2125226939426549e-10,1.9911191961991107e-10,7.2075153531068111e-11
6.068,1.8922847965221529e-09,9.8076806353107018e-11,1.0637103829843076e-10,1.2370266976954464e-10,1.2284477526373654e-10,2.0216950769965342e-10,7.4507750643393323e-11
6.06825,1.9089362746102191e-09,1.0048322496409336e-10,1.0826691592704839e-10,1.2535793075531645e-10,1.2443564485464211e-10,2.052034464363595e-10,7.6916911374781678e-11
6.0685,1.9258378104337702e-09,1.029160410773396e-10,1.1018556872755092e-10,1.270251685620417e-10,1.260398345906949e-10,2.0824121519791266e-10,7.9322033425136579e-11
6.06875,1.9429142999598007e-09,1.0536626516438506e-10,1.1211640054696062e-10,1.2869960647589342e-10,1.2765140003875703e-10,2.1126170895648823e-10,8.1700991010285083e-11
6.069,1.9600919516219786e-09,1.0782531956898881e-10,1.1404945380401646e-10,1.3037629465468656e-10,1.2926394451469293e-10,2.1424354248150221e-10,8.4035627126959962e-11
6.06925,1.9775055503741739e-09,1.103058717805556e-10,1.1599768932528143e-10,1.3206856570706973e-10,1.3089052727182851e-10,2.172131295443259e-10,8.6354280188056132e-11
6.0695,1.9950895422538997e-09,1.1279801989348369e-10,1.1795006229925343e-10,1.3377148118365159e-10,1.3252409884772649e-10,2.2015060606570659e-10,8.8647423880828798e-11
6.06975,2.0128380037326819e-09,1.1529966627173525e-10,1.1990445002390843e-10,1.3548633155187647e-10,1.341639007420603e-10,2.2305304563257395e-10,9.0918917111246871e-11
6.07,2.0306903828886762e-09,1.1780044177866865e-10,1.2185230592341155e-10,1.3720835446775759e-10,1.3580310386222427e-10,2.2590499219180548e-10,9.3157549846434384e-11
6.07025,2.0486812509379331e-09,1.2029974290628933e-10,1.2379683963668931e-10,1.3894140018514507e-10,1.3744492691702277e-10,2.2871329595782218e-10,9.5371517432129252e-11
6.0705,2.0668873131655825e-09,1.2280250079509298e-10,1.2574595867054945e-10,1.40691240731133e-10,1.390954229588985e-10,2.3149061179189623e-10,9.7569691809813505e-11
6.07075,2.0852502239195674e-09,1.2530096661359216e-10,1.2769253842930465e-10,1.4245234201029933e-10,1.4074848912927973e-10,2.3422188722581281e-10,9.973153611848841e-11
6.071,2.1036870789922504e-09,1.2778364515284791e-10,1.2962880032918503e-10,1.4421653873105907e-10,1.4239573413844527e-10,2.36888493160611e-10,1.0183650978697588e-10
6.07125,2.1222692176531928e-09,1.3025730475467489e-10,1.3156360503447739e-10,1.4598685217901659e-10,1.4404137069387265e-10,2.3950612851583559e-10,1.0389428591206126e-10
6.0715,2.1410347285137531e-09,1.3272592895665314e-10,1.3350196391059075e-10,1.477629275040505e-10,1.4568622091478062e-10,2.420868016711714e-10,1.0591610213693565e-10
6.07175,2.1599245618540995e-09,1.351850566513416e-10,1.3543813776691642e-10,1.4953753387850252e-10,1.47322772897087e-10,2.446227026849284e-10,1.0789502035240704e-10
6.072,2.1788524665285796e-09,1.376270891377353e-10,1.3736412575153112e-10,1.5130174362295958e-10,1.489412622078954e-10,2.4710295172211307e-10,1.0982610282220707e-10
6.07225,2.1978877006712875e-09,1.4006268510778585e-10,1.3928746957165255e-10,1.5305797357493393e-10,1.5054474999739779e-10,2.4954598180164209e-10,1.1172744908682707e-10
6.0725,2.2170651438679635e-09,1.4249819369979134e-10,1.412117294433594e-10,1.5480593451326738e-10,1.5213387879690521e-10,2.5196416699607705e-10,1.1361056600242015e-10
6.07275,2.2363235732992347e-09,1.4493086418263883e-10,1.4312946021065762e-10,1.5653992245065834e-10,1.5370211950534083e-10,2.5434639914294296e-10,1.1546683976422439e-10
6.073,2.2555887062208342e-09,1.4735424322033516e-10,1.4503256722287741e-10,1.5825376624934422e-10,1.5524310011429377e-10,2.5668271914950515e-10,1.1728471110338033e-10
6.07325,2.2749130173221005e-09,1.4977643002934534e-10,1.4692575759145932e-10,1.599498407109314e-10,1.5675992944343996e-10,2.5898712556383848e-10,1.1907565485227262e-10
6.0735,2.2943345975209026e-09,1.5220237327097165e-10,1.4881129727369938e-10,1.6162971003967387e-10,1.582553499297249e-10,2.6127527757506225e-10,1.2084875580635824e-10
6.07375,2.3138009228641662e-09,1.5462661915506683e-10,1.5068318070595276e-10,1.6329125451984879e-10,1.5972544769334526e-10,2.6354416443677179e-10,1.2259558913067789e-10
6.074,2.3332238598985647e-09,1.5703952039532056e-10,1.5253287098378093e-10,1.6492932825036469e-10,1.6116398970928167e-10,2.6578691317278913e-10,1.243007316947105e-10
6.07425,2.3526758965271737e-09,1.5944827381242909e-10,1.5436900768822723e-10,1.66549493763544e-10,1.6257635590068824e-10,2.6802355038869213e-10,1.259701919217837e-10
6.0745,2.3722015761631394e-09,1.618569956639846e-10,1.5619673632780903e-10,1.6815461277857735e-10,1.639656333455856e-10,2.7026731064951778e-10,1.276045263440089e-10
6.07475,2.3917343181793657e-09,1.6425937635781081e-10,1.5801184550326346e-10,1.6974124848860007e-10,1.6532680337661071e-10,2.7250805515699422e-10,1.291864549802278e-10
6.075,2.4111939895946261e-09,1.6664564375697514e-10,1.5981008215150922e-10,1.713045242742175e-10,1.6665420084736494e-10,2.7473394440310144e-10,1.3070170716397957e-10
6.07525,2.4306499721196265e-09,1.6902308668009703e-10,1.6160046452872806e-10,1.728467923760166e-10,1.6795235791784256e-10,2.7695530693885471e-10,1.3216215843636373e-10
6.0755,2.4501445850511587e-09,1.7139746987656288e-10,1.6338842875632211e-10,1.7436846595154068e-10,1.6922524306209846e-10,2.7917789584995423e-10,1.335793617357435e-10
6.07575,2.4696204150350868e-09,1.7376348571384908e-10,1.651694525242123e-10,1.7586513535250193e-10,1.7047058794815737e-10,2.813926051389689e-10,1.3495008751770899e-10
6.076,2.4889858127963546e-09,1.7611196771821826e-10,1.6693394161707307e-10,1.7732935863538178e-10,1.7168440358633654e-10,2.8358489710057657e-10,1.3626593876052157e-10
6.07625,2.5083216440921255e-09,1.7845286048040893e-10,1.6868905779581605e-10,1.7876566717064744e-10,1.7287629312682819e-10,2.8576692477539362e-10,1.3754190507011778e-10
6.0765,2.5276964689638364e-09,1.8079450592012272e-10,1.7043873024776351e-10,1.801777690515922e-10,1.7405465367520634e-10,2.8794660499872097e-10,1.3879024783039337e-10
6.07675,2.5470395868976553e-09,1.8312940869259185e-10,1.7217436674305579e-10,1.8156309840520927e-10,1.7521813567968436e-10,2.9010998943730429e-10,1.4000245602419245e-10
6.077,2.56627371990775e-09,1.8544796499412355e-10,1.7388688927367918e-10,1.8291882170822696e-10,1.7636448545759083e-10,2.9224113971523302e-10,1.4117037773936678e-10
6.07725,2.5854883150911995e-09,1.8775944883820507e-10,1.7558320591004311e-10,1.8425323921590443e-10,1.7750176018396317e-10,2.9434513457115608e-10,1.4230444004630205e-10
6.0775,2.6047412561952857e-09,1.9006920336580587e-10,1.7726745455384608e-10,1.8557224269023101e-10,1.786353973051943e-10,2.9642575586005705e-10,1.434137913742103e-10
6.07775,2.6239810103739808e-09,1.9236917410704705e-10,1.7893403361922569e-10,1.8687636720160261e-10,1.7976238659788134e-10,2.9847009917678322e-10,1.4449013312103635e-10
6.078,2.6431284431623891e-09,1.9464891306261453e-10,1.8057701573514599e-10,1.8816477644854705e-10,1.808784402872135e-10,3.0046524319572512e-10,1.4552416592075679e-10
6.07825,2.662266896638721e-09,1.9691646290242333e-10,1.8220542683427505e-10,1.894459555653786e-10,1.8198966358190678e-10,3.0242083557837836e-10,1.4652405890133413e-10
6.0785,2.6814504300250389e-09,1.9917562950666674e-10,1.838247040998553e-10,1.9072571330425577e-10,1.8310053335881051e-10,3.0434468896782538e-10,1.4749443871628238e-10
6.07875,2.7006229455787484e-09,2.0141979074118093e-10,1.8543246524642263e-10,1.9200412589687992e-10,1.8420864437606962e-10,3.0623052810188775e-10,1.4842739155787681e-10
6.079,2.7197076075789108e-09,2.0363973352007363e-10,1.8702425102245216e-10,1.9327911213104555e-10,1.8531073342579162e-10,3.0807086495794493e-10,1.4931545367288825e-10
6.07925,2.7387682185722585e-09,2.0584261942512506e-10,1.8860801864731444e-10,1.9455627995673194e-10,1.8641263920099911e-10,3.0987653947859597e-10,1.5016601981977429e-10
6.0795,2.7578410265532202e-09,2.080345637819356e-10,1.9018972577861959e-10,1.9583903068028284e-10,1.8751921639833643e-10,3.1165917955541333e-10,1.5098690909502486e-10
6.07975,2.7768695241953572e-09,2.1021099262472032e-10,1.9176648206754734e-10,1.9712605507141257e-10,1.8862832417232045e-10,3.1341681212048628e-10,1.5177465454069885e-10
6.08,2.795759517919026e-09,2.1236351584200661e-10,1.9333227084495621e-10,1.9841260067079513e-10,1.897350369379544e-10,3.1514232176177239e-10,1.525266591595847e-10
6.08025,2.8145751727748868e-09,2.1450260198556846e-10,1.948965842198124e-10,1.9970433993206869e-10,1.9084587311282517e-10,3.1685099543084011e-10,1.532534427646723e-10
6.0805,2.8333568262304643e-09,2.1663692504696374e-10,1.9646575269336114e-10,2.0100404402744416e-10,1.9196494867989608e-10,3.1855203031694743e-10,1.5396382497227439e-10
6.08075,2.8520433702556455e-09,2.1876272015129572e-10,1.980373589572191e-10,2.0230975961713311e-10,1.9308957905289915e-10,3.2023852673171276e-10,1.5465508130575127e-10
6.081,2.8705459841894043e-09,2.2087432808034299e-10,1.9960673893427107e-10,2.0361731151930354e-10,1.9421557695442434e-10,3.2190083288501332e-10,1.5532256247105866e-10
6.08125,2.8889285650607262e-09,2.2298292791822557e-10,2.0118166817391612e-10,2.0493045944823632e-10,1.9534802727664661e-10,3.2354602921011787e-10,1.5597401577528367e-10
6.0815,2.9072359653217556e-09,2.2509859008254402e-10,2.0276776744883825e-10,2.0625145146861294e-10,1.9648988363389125e-10,3.2517864856097089e-10,1.5661414779420272e-10
6.08175,2.9254247047935041e-09,2.2721913822693896e-10,2.0436158701825156e-10,2.0757755117162761e-10,1.9763695340502373e-10,3.2679063295275208e-10,1.5723807552608638e-10
6.082,2.9434183274435073e-09,2.2933800960288101e-10,2.0595716725875833e-10,2.0890490726631482e-10,1.9878338439588215e-10,3.2837404904244753e-10,1.5784062285717868e-10
6.08225,2.9612930551934551e-09,2.3146734193696202e-10,2.0756252839128648e-10,2.1023740089015068e-10,1.9993159932888678e-10,3.2993784158489676e-10,1.5842655314877532e-10
6.0825,2.9791184835633793e-09,2.3361641507828936e-10,2.091824490730118e-10,2.1157812417804242e-10,2.010834306838628e-10,3.3149118402301446e-10,1.5900248825873724e-10
6.08275,2.9968494093341669e-09,2.3577955653269931e-10,2.1081214211280446e-10,2.1292420973670181e-10,2.0223442173464466e-10,3.3303215271625341e-10,1.5956695994783706e-10
6.083,3.014423980693404e-09,2.3794758243131115e-10,2.1244452124414446e-10,2.1427204937862555e-10,2.0337993618276549e-10,3.3455672652247712e-10,1.6011922203064987e-10
6.08325,3.0319325661051361e-09,2.4012845882077736e-10,2.1408457685974416e-10,2.1562493140767735e-10,2.0452463283904943e-10,3.3607998894533252e-10,1.6067345561691333e-10
6.0835,3.0494386251956892e-09,2.4232652055017937e-10,2.1573443290321949e-10,2.1698393933342615e-10,2.0567120872780365e-10,3.3761090008445009e-10,1.6124365583911016e-10
6.08375,3.0669088830810365e-09,2.4453450223067163e-10,2.1738982844317164e-10,2.1834684700133858e-10,2.0681750211974221e-10,3.3914941221353798e-10,1.6183323094347167e-10
6.084,3.0842904260013708e-09,2.4674197653808608e-10,2.1904371368768042e-10,2.1970946041462491e-10,2.0795961028906588e-10,3.4068881073767431e-10,1.6244336563643779e-10
6.08425,3.1016615205281345e-09,2.4895459533942322e-10,2.2070134383629607e-10,2.2107470635447001e-10,2.0910195277195873e-10,3.422346499313103e-10,1.6308102691315785e-10
6.0845,3.1190952411014766e-09,2.5117777826137057e-10,2.2236762633922242e-10,2.2244541882743872e-10,2.1024884073026599e-10,3.4379035321628814e-10,1.6375262566525906e-10
6.08475,3.1365509671594873e-09,2.5340375639968457e-10,2.2403960319628551e-10,2.2381945877377501e-10,2.1139760043469305e-10,3.4534692926807453e-10,1.6444940147766764e-10
