Physical Time (s),ep_right Monitor (W): right_cv1,ep_right Monitor (W): right_cv2,ep_right Monitor (W): right_cv3,ep_right Monitor (W): right_cv4,ep_right Monitor (W): right_cv5,ep_right Monitor (W): right_cv6,ep_right Monitor (W): right_cv7
6.06975,3.9106476560174505e-07,1.2699948479367635e-07,9.6034144119437817e-08,7.4176016425519303e-08,6.2119543313435621e-08,4.2764950360577204e-08,4.7643582856926537e-09
6.07,3.9035251853092478e-07,1.2750596696783256e-07,9.5767727779077085e-08,7.4096223099153087e-08,6.2070386345016236e-08,4.2706590638052451e-08,4.7457705173187545e-09
6.07025,3.8963491540588105e-07,1.2803323083666363e-07,9.5496406588298251e-08,7.4019267126500438e-08,6.2021501447027581e-08,4.2647460383472447e-08,4.7247305230124213e-09
6.0705,3.8895336840174411e-07,1.2857767159651326e-07,9.5297316445070714e-08,7.3978951676034926e-08,6.1983409577696846e-08,4.2583354532480643e-08,4.6993252610356629e-09
6.07075,3.883032802916715e-07,1.2913792605273516e-07,9.513145045158402e-08,7.3944700016945558e-08,6.1941050412007289e-08,4.2510467972990851e-08,4.6727787269026958e-09
6.071,3.8762762304223835e-07,1.2973271230615371e-07,9.4956144474007446e-08,7.3884219139322986e-08,6.1879688752645659e-08,4.2430810015392703e-08,4.6485024772522802e-09
6.07125,3.8693366232788257e-07,1.3040410834545778e-07,9.4811922547820263e-08,7.3829795936831427e-08,6.181092981698545e-08,4.2341895160125543e-08,4.6248233388063909e-09
6.0715,3.8624926973312671e-07,1.3112635040153979e-07,9.4718457357540844e-08,7.3812314867659219e-08,6.175160004790244e-08,4.224290965937392e-08,4.5994745436268648e-09
6.07175,3.8556256486955963e-07,1.3178507223340499e-07,9.4615446728955264e-08,7.3798632290399144e-08,6.1694016954507401e-08,4.2140295748038701e-08,4.5772452167674355e-09
6.072,3.8485109953060057e-07,1.3232785542282436e-07,9.4456008867669606e-08,7.3753556174175601e-08,6.1629335030131542e-08,4.20424257513726e-08,4.5622785556696622e-09
6.07225,3.8413029050636305e-07,1.3281509364843031e-07,9.4279147098290852e-08,7.3707446956533611e-08,6.1572603975635293e-08,4.1950848035060322e-08,4.5519107579386026e-09
6.0725,3.8342977308988471e-07,1.3330949023907192e-07,9.4136877154539992e-08,7.3693548968851068e-08,6.1534340002450972e-08,4.186611359774837e-08,4.5416154766677736e-09
6.07275,3.8274731010421665e-07,1.338286285076291e-07,9.4015772906097382e-08,7.3679814678316103e-08,6.1498620171911648e-08,4.1791452981550672e-08,4.5343696752114342e-09
6.073,3.8204329151589561e-07,1.3434727439694846e-07,9.3875552952380171e-08,7.362898450925954e-08,6.1442450741283087e-08,4.1726998594127061e-08,4.5343592553513679e-09
6.07325,3.8132064122582377e-07,1.348600724498974e-07,9.3724744456841342e-08,7.3570253584713561e-08,6.1373441314167817e-08,4.1667129538879532e-08,4.5368005435944346e-09
6.0735,3.8060590837137307e-07,1.3538186366152833e-07,9.3598247021972059e-08,7.3537762502264826e-08,6.1309115639913596e-08,4.1606405212845651e-08,4.5366015347246574e-09
6.07375,3.7989202289367992e-07,1.3589455868314284e-07,9.3457550675018778e-08,7.3502532826093779e-08,6.1241197749321396e-08,4.154443448540402e-08,4.5381057075537592e-09
6.074,3.7915709442473706e-07,1.3636642665361583e-07,9.3270002029313687e-08,7.3433080189293645e-08,6.116005654879273e-08,4.1480331482738577e-08,4.5443675629718279e-09
6.07425,3.784197831945113e-07,1.3679972930898494e-07,9.3073119388928833e-08,7.3364794018246535e-08,6.1081085187767901e-08,4.141026323976949e-08,4.5500095759586903e-09
6.0745,3.7770362735032359e-07,1.371950964804034e-07,9.2907428309784437e-08,7.3332125156163853e-08,6.1019299259431658e-08,4.1331243325580356e-08,4.5511461540514801e-09
6.07475,3.770018943332498e-07,1.3745770220987469e-07,9.274073183788699e-08,7.3300282359529122e-08,6.0960048938557107e-08,4.1246322477218277e-08,4.5512748940285456e-09
6.075,3.7628536218814619e-07,1.3759684627612245e-07,9.2522955933863112e-08,7.3235506752230879e-08,6.0886251428731593e-08,4.1157805458067071e-08,4.5522259954589878e-09
6.07525,3.7555207425302484e-07,1.3773329648946103e-07,9.2302628506823504e-08,7.3171045137559956e-08,6.0807781687632302e-08,4.1060445772429579e-08,4.5500290798836131e-09
6.0755,3.7482528564862265e-07,1.3791731878652731e-07,9.2146575141909814e-08,7.3141023621420915e-08,6.0734563879547032e-08,4.0948767304275384e-08,4.5422600635748565e-09
6.07575,3.7410263395557023e-07,1.3811980133158017e-07,9.2037156090866904e-08,7.3112378843272367e-08,6.065084033617624e-08,4.0826312726245326e-08,4.5327968277147225e-09
6.076,3.733738807287717e-07,1.3834458394528237e-07,9.1925314448842519e-08,7.3054595961712911e-08,6.0541697361367787e-08,4.0695042305402899e-08,4.5253729777895402e-09
6.07625,3.726385160699105e-07,1.3857469729021577e-07,9.1831014448620871e-08,7.3003093351499868e-08,6.0423004041108321e-08,4.0559157234149698e-08,4.516138261592296e-09
6.0765,3.71929450725996e-07,1.3879486303303444e-07,9.1770838249632789e-08,7.2992462678908188e-08,6.0315073180208398e-08,4.0424692687570836e-08,4.5004353078339194e-09
6.07675,3.7123864302852805e-07,1.3897292193766811e-07,9.1702661074896028e-08,7.2979605549622599e-08,6.0207790631101099e-08,4.030184736766948e-08,4.4817700377580888e-09
6.077,3.7053403903401722e-07,1.3913242625826719e-07,9.1584568788170911e-08,7.2925986275391484e-08,6.0090246044149299e-08,4.0196846189559796e-08,4.4632203333090618e-09
6.07725,3.6982570689507587e-07,1.3930495004886257e-07,9.1440802939399721e-08,7.2865690796218844e-08,5.9982368852739473e-08,4.0107377919072075e-08,4.442520706067081e-09
6.0775,3.6913583103299103e-07,1.3949647753099069e-07,9.1320014473816888e-08,7.283708706113364e-08,5.9902302368767705e-08,4.0029045699782151e-08,4.4159650253405904e-09
6.07775,3.6845238143074643e-07,1.3968439224226115e-07,9.1174829050238195e-08,7.2811543009503882e-08,5.9832288607987837e-08,3.9962363691311999e-08,4.3874295351897384e-09
6.078,3.6775721579562145e-07,1.3988618236555751e-07,9.0945845463326724e-08,7.2759852602075469e-08,5.9756217083692244e-08,3.9906161345958486e-08,4.360906467292899e-09
6.07825,3.6705846163893086e-07,1.4007448149247585e-07,9.0711047156805025e-08,7.2714388062617708e-08,5.9689676558368595e-08,3.9851671024149342e-08,4.3335191774240324e-09
6.0785,3.6636579306840792e-07,1.4024024688982263e-07,9.0510864077540961e-08,7.2717911860506116e-08,5.963980662001084e-08,3.9791734062604143e-08,4.3023017393398807e-09
6.07875,3.6566812871283344e-07,1.4038485919284898e-07,9.0274204513378759e-08,7.2735164386002743e-08,5.9588178551127831e-08,3.9728403761495718e-08,4.2713534573059776e-09
6.079,3.649529732027397e-07,1.4051889349048268e-07,8.9999946654767851e-08,7.2725640852164819e-08,5.9519067112255182e-08,3.9665054107583132e-08,4.2452469944716569e-09
6.07925,3.6422813864840017e-07,1.4065439780069161e-07,8.9757016696634776e-08,7.2723108964303193e-08,5.9447042576824795e-08,3.9594849740811217e-08,4.2210651494513016e-09
6.0795,3.6351985093567648e-07,1.4081867641640553e-07,8.9591481931886758e-08,7.2759884899674735e-08,5.9390252784003729e-08,3.9509146366816062e-08,4.1960594925719395e-09
6.07975,3.6283036318104315e-07,1.4099328303186807e-07,8.9441517314012169e-08,7.2795106187175499e-08,5.933701461218918e-08,3.941078870057747e-08,4.1755846298930008e-09
6.08,3.6214112185614001e-07,1.4114607894353253e-07,8.9272458279123032e-08,7.2797608817807381e-08,5.9276906319197317e-08,3.9304224349316398e-08,4.1648667028751327e-09
6.08025,3.6144616404364258e-07,1.4127309068193443e-07,8.9112719437323877e-08,7.2806876048696425e-08,5.9224141238967698e-08,3.9187685082293184e-08,4.1607477604243996e-09
6.0805,3.6076046558631907e-07,1.4137527699441697e-07,8.899522918649227e-08,7.2863636382122423e-08,5.9191937341566103e-08,3.9060486454582224e-08,4.15934270404684e-09
6.08075,3.60073307942561e-07,1.4145093629787477e-07,8.8882313899922596e-08,7.2931999692448419e-08,5.9165430367212254e-08,3.8928686505389093e-08,4.1636678857019557e-09
6.081,3.593703338989744e-07,1.4150974212637487e-07,8.8737427101554138e-08,7.296555154384103e-08,5.9132583659652398e-08,3.8797496377129547e-08,4.176263348020709e-09
6.08125,3.5866813723418363e-07,1.4155000822452445e-07,8.8596097161571895e-08,7.2999809459501226e-08,5.9112806541020185e-08,3.8663769609715316e-08,4.193358784996915e-09
6.0815,3.5798080735198665e-07,1.4157529485460654e-07,8.8489693113909155e-08,7.3061976741588107e-08,5.9118939176941231e-08,3.852694409934596e-08,4.2116709244450674e-09
6.08175,3.5730333562315926e-07,1.4156768186085009e-07,8.8374414903237528e-08,7.3105163694302955e-08,5.9129220299965565e-08,3.8396519679177022e-08,4.2335652450185848e-09
6.082,3.5662643711537709e-07,1.4154217148249124e-07,8.8199803275766554e-08,7.3104502359050833e-08,5.9124214374956693e-08,3.8282301351385184e-08,4.2603853169526723e-09
6.08225,3.5595732107379514e-07,1.414988147859637e-07,8.8029113191252522e-08,7.3105528661948176e-08,5.911258007496939e-08,3.8185910243825872e-08,4.2869350606537328e-09
6.0825,3.5529371726413884e-07,1.4144230970296332e-07,8.7909215271413479e-08,7.3165873942128923e-08,5.9107590915040379e-08,3.810486589469204e-08,4.3096945836413971e-09
6.08275,3.5462084313830721e-07,1.4136452429903436e-07,8.7803577915394459e-08,7.325141114090059e-08,5.9099452066539412e-08,3.8041128329130928e-08,4.3328574697375873e-09
6.083,3.5393009122946923e-07,1.412506980316998e-07,8.7656102631508802e-08,7.331176899971059e-08,5.9079713134389614e-08,3.7992764767864363e-08,4.358177150365117e-09
6.08325,3.5323453917756558e-07,1.4110072076857449e-07,8.7518860709107369e-08,7.337565504955962e-08,5.9064239558922577e-08,3.7946607261656279e-08,4.3814947888565034e-09
6.0835,3.5255630278585055e-07,1.4094272304232268e-07,8.7439955435893388e-08,7.3478590670392816e-08,5.9069300106971362e-08,3.7888536608613072e-08,4.3985668003741977e-09
6.08375,3.5189322447109432e-07,1.4077979759380175e-07,8.7378219524059817e-08,7.3581342161589387e-08,5.9084750317426837e-08,3.7820667056635576e-08,4.4117125664634289e-09
6.084,3.512370523330305e-07,1.40602576494653e-07,8.7281883970922394e-08,7.3646140824209752e-08,5.9103292844560263e-08,3.7747542442066649e-08,4.4245161460313102e-09
6.08425,3.5058107692482254e-07,1.4042329767348286e-07,8.7179375168680338e-08,7.3720832165268134e-08,5.9136018232093718e-08,3.7662212141143659e-08,4.4343228895587743e-09
6.0845,3.4991923076759879e-07,1.4023130178574092e-07,8.7115005573367151e-08,7.3826919614660047e-08,5.9190649869955777e-08,3.7559664589247985e-08,4.4370670368291093e-09
6.08475,3.4924899174527218e-07,1.4002358295570095e-07,8.7044157262624731e-08,7.3918242514934084e-08,5.9241128561290229e-08,3.7448502884549995e-08,4.4363216143327685e-09
6.085,3.4856432626575787e-07,1.3980609052190627e-07,8.6933125101177574e-08,7.3950630995908364e-08,5.9267489604482857e-08,3.733699445536571e-08,4.4361910736563478e-09
6.08525,3.4788359448303629e-07,1.3959058409386101e-07,8.6816391044730622e-08,7.3969246012406238e-08,5.9278598973192809e-08,3.7220377693130306e-08,4.4337985965259561e-09
6.0855,3.4722314169083083e-07,1.3937846750723077e-07,8.6721774856463271e-08,7.4028429737015399e-08,5.9282976409812402e-08,3.7095050463289513e-08,4.4271158961072866e-09
6.08575,3.4657408060629627e-07,1.3915906658243514e-07,8.6614449968253538e-08,7.4094626217189765e-08,5.9265528169601239e-08,3.6969120064212506e-08,4.4189623273162171e-09
6.086,3.4592877057183376e-07,1.3891898068832254e-07,8.6465414165283848e-08,7.4122465041734636e-08,5.9211337862306769e-08,3.6851260605140356e-08,4.412318176204998e-09
6.08625,3.452822997873399e-07,1.3865491473938845e-07,8.6314925282458219e-08,7.4159227051328051e-08,5.9142488396409578e-08,3.6736962763269576e-08,4.4044500979877984e-09
6.0865,3.4464053249979996e-07,1.3837661902650651e-07,8.6207711709763235e-08,7.4236539205728567e-08,5.9082917508933953e-08,3.662039317012033e-08,4.393308695760787e-09
6.08675,3.4400084275045139e-07,1.3809447891198026e-07,8.6121443444559511e-08,7.4311751904651709e-08,5.902217220890126e-08,3.6508561365847495e-08,4.3818440027510446e-09
6.087,3.4336607197877084e-07,1.3781567647805831e-07,8.6009092243386476e-08,7.4347221891060362e-08,5.8946341993671566e-08,3.6407802066734358e-08,4.3729528182582612e-09
6.08725,3.4273976062833734e-07,1.375353058260001e-07,8.589428030752423e-08,7.4389387346800243e-08,5.8873944074358505e-08,3.6312217058548844e-08,4.3627199195741538e-09
6.0875,3.4212712042042516e-07,1.3725530715503699e-07,8.5817531973930487e-08,7.4472256868062296e-08,5.8821479923753358e-08,3.6214038452437753e-08,4.3482075997907658e-09
6.08775,3.4152890678340602e-07,1.3697697334635336e-07,8.574024841955163e-08,7.4561730057202824e-08,5.8774573899566356e-08,3.6120548049470778e-08,4.3325789031393825e-09
6.088,3.4094534428894283e-07,1.3669958029839768e-07,8.5634908549787522e-08,7.462170292038814e-08,5.871962780549014e-08,3.6038378571121338e-08,4.3188440735993086e-09
6.08825,3.4036416200219294e-07,1.364099197724818e-07,8.5531139818090177e-08,7.4675033956344467e-08,5.8668514579091655e-08,3.5962480730607318e-08,4.3041224032956681e-09
6.0885,3.3977272807577422e-07,1.3609478358660317e-07,8.5452558517843216e-08,7.4754513498316302e-08,5.8635759294286413e-08,3.588517871584779e-08,4.2864101057929687e-09
6.08875,3.3917632241862893e-07,1.3575313317459839e-07,8.5355934983047022e-08,7.4836662513057824e-08,5.8609209866475837e-08,3.5812260561669758e-08,4.2712350763616567e-09
6.089,3.3858819599046716e-07,1.3539743820242857e-07,8.5217078672375752e-08,7.487705304603633e-08,5.8567318775951193e-08,3.5746587459540335e-08,4.2636522068217231e-09
6.08925,3.3801418061642327e-07,1.3503507043376502e-07,8.5081244485565268e-08,7.4905588664695219e-08,5.8520254538685034e-08,3.5677123910951137e-08,4.2605088731816058e-09
6.0895,3.3745004636289062e-07,1.3466866636501101e-07,8.498486622025855e-08,7.4970756643881311e-08,5.8478093588039782e-08,3.5595835136597569e-08,4.2578774457640699e-09
6.08975,3.3689433046200441e-07,1.3429222602613604e-07,8.4899865382840349e-08,7.5047522601539901e-08,5.8419158017876517e-08,3.5507390134099742e-08,4.2579967310740858e-09
6.09,3.3634242537266762e-07,1.339033463727173e-07,8.4794679934298e-08,7.5090123369321018e-08,5.8341880520452958e-08,3.5420912930062692e-08,4.2631209226065487e-09
6.09025,3.3580291337461388e-07,1.3350158002778764e-07,8.4697841486291542e-08,7.5138984742739425e-08,5.8268629372723138e-08,3.5327390602308977e-08,4.2686431328529566e-09
6.0905,3.3526709803171224e-07,1.330933000497226e-07,8.4630595763941846e-08,7.5227685067379233e-08,5.8221086709056491e-08,3.521815299501906e-08,4.2713071284325792e-09
6.09075,3.3473367712328827e-07,1.3268765428168657e-07,8.4566575164244862e-08,7.5326727433549485e-08,5.8180096473285416e-08,3.5100505084913778e-08,4.2733674188048735e-09
6.091,3.3420751215827737e-07,1.3229145791491932e-07,8.4475623566199866e-08,7.5398164860431722e-08,5.8126730548606618e-08,3.498713887026751e-08,4.2781702774171826e-09
6.09125,3.3369791089613525e-07,1.3190225747444591e-07,8.4383439685696093e-08,7.5471181548884585e-08,5.8064277544127555e-08,3.4873701683757962e-08,4.2827619964657712e-09
6.0915,3.3320070197881999e-07,1.3150444590054527e-07,8.4326678403732254e-08,7.5585118558237914e-08,5.8000389139157195e-08,3.475747155386186e-08,4.2839707318357319e-09
6.09175,3.3270468561139882e-07,1.310929784171237e-07,8.4266807432872943e-08,7.5707502100665696e-08,5.7921821252080532e-08,3.4650122886796633e-08,4.284481881368958e-09
6.092,3.3221732457614924e-07,1.3066473266924197e-07,8.4172550193794168e-08,7.5796808327512243e-08,5.7822429883215225e-08,3.4563802922731065e-08,4.2868759141933224e-09
6.09225,3.3172939757846559e-07,1.3022049222755886e-07,8.4079115330252417e-08,7.5901607312791418e-08,5.7728707729539435e-08,3.449218074980537e-08,4.288686268844533e-09
6.0925,3.3124671110686839e-07,1.2976275080614059e-07,8.4011712220274199e-08,7.6058545754820623e-08,5.7661163166503859e-08,3.4427960395136896e-08,4.2878942131916078e-09
6.09275,3.3076362301463572e-07,1.2929622365841082e-07,8.3944383857195728e-08,7.6209741659793593e-08,5.760716955775526e-08,3.4376755259774869e-08,4.2883939106416487e-09
6.093,3.3028652289875883e-07,1.2882547343777946e-07,8.3850559055916168e-08,7.6307212124123941e-08,5.7547303618652086e-08,3.4345505259888065e-08,4.2931422441098468e-09
6.09325,3.29822748246351e-07,1.283543590149569e-07,8.3788713880747096e-08,7.6441119944395478e-08,5.7514557338654132e-08,3.4317703328538773e-08,4.2964807938717078e-09
6.0935,3.2937148608582009e-07,1.2788220764262194e-07,8.3731310288426944e-08,7.6568977595288136e-08,5.7485707081296818e-08,3.4297907426284313e-08,4.301416760396707e-09
6.09375,3.2892844232116438e-07,1.2741712556859449e-07,8.3647488226616734e-08,7.6665278453488981e-08,5.7444110448881382e-08,3.4289281632682601e-08,4.3109370952792417e-09
6.094,3.2849268727490312e-07,1.2695978216421187e-07,8.3594540821183183e-08,7.6811035322757491e-08,5.7413517205665293e-08,3.4276648532158213e-08,4.3193199680938305e-09
6.09425,3.2805643489679605e-07,1.2649725978036376e-07,8.3544120761734673e-08,7.6950555900984763e-08,5.7372897486702614e-08,3.4266547106926418e-08,4.3299797219581238e-09
6.0945,3.2762146755777781e-07,1.2602578677038833e-07,8.3498626239311946e-08,7.7091955607224641e-08,5.733037189826201e-08,3.4257247235516515e-08,4.3431639474236696e-09
6.09475,3.2719389913225452e-07,1.2553875506691828e-07,8.3433792124238906e-08,7.7211369229630292e-08,5.7271987244720693e-08,3.4256498124774709e-08,4.3606361061741894e-09
6.095,3.2677470143235655e-07,1.2503568328912405e-07,8.3375365305871556e-08,7.7327459319499583e-08,5.7213237968994035e-08,3.4257003591678842e-08,4.3774825582534279e-09
6.09525,3.2635983202231259e-07,1.2452111723142227e-07,8.3342826053218377e-08,7.748360187387197e-08,5.7178667253234716e-08,3.4252069401933578e-08,4.3881314911019419e-09
6.0955,3.2594368917704821e-07,1.2399020532149659e-07,8.3308376483970322e-08,7.7646711450588643e-08,5.7168002661671321e-08,3.4250038292326222e-08,4.3938257606408326e-09
6.09575,3.255305159339931e-07,1.2344128783757321e-07,8.3247716363861023e-08,7.7785027847001551e-08,5.7167549146693935e-08,3.4257867900897462e-08,4.3965532994537848e-09
6.096,3.2512800638974158e-07,1.2287474364422387e-07,8.3213516947774531e-08,7.797465428288686e-08,5.718604549302283e-08,3.4257918155946477e-08,4.39128153377469e-09
6.09625,3.2474039587298375e-07,1.2231060130877739e-07,8.3174992683746011e-08,7.8176153963452753e-08,5.7200414128560638e-08,3.4259001186614083e-08,4.3823233721899964e-09
6.0965,3.2437050685124638e-07,1.2177072735111485e-07,8.3130839382389163e-08,7.8376818196453625e-08,5.7201577859814753e-08,3.426170594352266e-08,4.371131288396932e-09
6.09675,3.2401042476066884e-07,1.2124978815601114e-07,8.3061698035404517e-08,7.8536310589041212e-08,5.7174447685701394e-08,3.4272864430393245e-08,4.3599140414146467e-09
6.097,3.2365791451173716e-07,1.2073175070743614e-07,8.3019692352159777e-08,7.8727497702117115e-08,5.7149491413604817e-08,3.4277063464629713e-08,4.3431483995036401e-09
6.09725,3.2330520267264915e-07,1.2020814087155634e-07,8.2979175888563255e-08,7.8917905162079892e-08,5.7122407970643391e-08,3.4281507307718666e-08,4.3258006188429224e-09
6.0975,3.2294826847991138e-07,1.1967342642819482e-07,8.2938583892129082e-08,7.9117267146921262e-08,5.7093719117833388e-08,3.428342650629214e-08,4.3089202317537499e-09
6.09775,3.2259177492212264e-07,1.1913136917830976e-07,8.2875732272499606e-08,7.9278827422645141e-08,5.7061351134832399e-08,3.4287395457434841e-08,4.2970572756014025e-09
6.098,3.2224751905607609e-07,1.1858511997151501e-07,8.2814781432843488e-08,7.9434185899908269e-08,5.7043899501239008e-08,3.4284949897172579e-08,4.2894026060488497e-09
6.09825,3.2190882150166645e-07,1.1804151710126601e-07,8.27758189096936e-08,7.964382110426525e-08,5.7059025394907876e-08,3.4265056247276241e-08,4.2819170445494711e-09
6.0985,3.2157188128619468e-07,1.1750477514262666e-07,8.274053317555892e-08,7.9874757108213764e-08,5.7097983284169751e-08,3.4239027437130184e-08,4.277417228238213e-09
6.09875,3.212415590295294e-07,1.1697695569113494e-07,8.2692020990364306e-08,8.0082441967847269e-08,5.7137566115327717e-08,3.4218926409528598e-08,4.2791107340581331e-09
6.099,3.2092372829235741e-07,1.1645625665644828e-07,8.2651658601691966e-08,8.0284582446777163e-08,5.718127511860373e-08,3.4199579794844703e-08,4.2846751671064994e-09
6.09925,3.206034201943342e-07,1.1593630606842111e-07,8.2634260245691383e-08,8.0505788982351521e-08,5.7251051514428408e-08,3.417640041010541e-08,4.2903914707036439e-09
6.0995,3.2029176646091707e-07,1.1541978103424535e-07,8.2615293885356562e-08,8.0686474498316296e-08,5.7351474946885116e-08,3.4159819404519663e-08,4.2981766761822656e-09
6.09975,3.1999978892294942e-07,1.149091699568054e-07,8.2572541098453866e-08,8.0788352102479739e-08,5.7462343222897278e-08,3.4158924556463507e-08,4.3097676143850114e-09
6.1,3.1972546940333517e-07,1.1441023502510116e-07,8.2550091669465454e-08,8.0898989414539845e-08,5.7601477325961635e-08,3.415363630459627e-08,4.3182119168084729e-09
6.10025,3.1946008298698736e-07,1.1391312594196649e-07,8.2527469056406772e-08,8.0976090406473514e-08,5.7729909138701938e-08,3.4150947511548911e-08,4.3257270665279992e-09
6.1005,3.192057450917481e-07,1.1341754398378475e-07,8.2505736624067994e-08,8.1051362202550425e-08,5.7845600566455268e-08,3.4148916434672126e-08,4.3312165751550972e-09
6.10075,3.1895568358559485e-07,1.1291814581326393e-07,8.2465770676499941e-08,8.1107926537008933e-08,5.7939181375716997e-08,3.4150653686841247e-08,4.337309547393092e-09
6.101,3.187107079637382e-07,1.1241780758615348e-07,8.2452244585529539e-08,8.1204845526996092e-08,5.8040818532067192e-08,3.4133146757649814e-08,4.3386187019951382e-09
6.10125,3.1846140294843403e-07,1.1191497770659842e-07,8.2442371196612984e-08,8.128911962111297e-08,5.8134666500942138e-08,3.4102002463948735e-08,4.338745442288143e-09
6.1015,3.1821837139187621e-07,1.1141488182006374e-07,8.2436024611660946e-08,8.1363316381402452e-08,5.8234151398970229e-08,3.4061716302862784e-08,4.3379987355841735e-09
6.10175,3.1798806969533362e-07,1.1091941812997428e-07,8.2412053696696012e-08,8.1386680949170447e-08,5.832310501683062e-08,3.4023004206133615e-08,4.3375379943785754e-09
6.102,3.1775662832605253e-07,1.1042621569705535e-07,8.240903636602822e-08,8.1436436125309057e-08,5.8417712805165745e-08,3.3966897940905677e-08,4.3318471608188991e-09
6.10225,3.1752645128921824e-07,1.099310940140718e-07,8.2406973209243012e-08,8.148375583413543e-08,5.8503323676206994e-08,3.3905594316873023e-08,4.3240515991886263e-09
6.1025,3.1730350330231333e-07,1.0943670412076853e-07,8.2408720261716343e-08,8.1545904434172416e-08,5.8579692078396552e-08,3.3842288906955253e-08,4.3143757651226752e-09
6.10275,3.1709514585703325e-07,1.0894112680679325e-07,8.2393380645151304e-08,8.1595418927271801e-08,5.8630352233162663e-08,3.3784108601433549e-08,4.3058058027559639e-09
6.103,3.1689574994894935e-07,1.0844533153641249e-07,8.2398992680366105e-08,8.1696645662580197e-08,5.8682171604470392e-08,3.3710152472877316e-08,4.292792480031994e-09
6.10325,3.1671521428175815e-07,1.0794686489285649e-07,8.2406236880121614e-08,8.1807444323061869e-08,5.871668064616402e-08,3.362477010332508e-08,4.2786683062478084e-09
6.1035,3.1654413565935524e-07,1.0744437795402852e-07,8.2414404544182877e-08,8.1918860664937859e-08,5.8735023935457807e-08,3.3523931713468568e-08,4.2644889826042003e-09
6.10375,3.1639022209726644e-07,1.069375846264531e-07,8.2406325805883668e-08,8.1996021713519245e-08,5.8732217779946514e-08,3.3418151326393625e-08,4.2533367875396316e-09
6.104,3.1623203689928386e-07,1.0643630721291543e-07,8.2415259164987367e-08,8.2109584397056116e-08,5.873351212049428e-08,3.3290644279696648e-08,4.2404611155335925e-09
6.10425,3.1607909625801742e-07,1.0594148405918329e-07,8.242469530267979e-08,8.2220590204177584e-08,5.8738160640513137e-08,3.3155640944498011e-08,4.2289308822814774e-09
6.1045,3.1593671176585425e-07,1.0545240093719998e-07,8.2439248923317212e-08,8.2318392211059252e-08,5.8764458456738565e-08,3.302051092343267e-08,4.2179222887098368e-09
6.10475,3.1581342851887e-07,1.0497043525114202e-07,8.244035031626969e-08,8.2376536868730644e-08,5.8807585320325245e-08,3.2898031451121861e-08,4.2105027815892037e-09
6.105,3.1569209777440371e-07,1.0449501493477196e-07,8.2455978845057528e-08,8.2473206812255554e-08,5.8887376604244688e-08,3.2771910491058757e-08,4.2021773948868447e-09
6.10525,3.1558065596578635e-07,1.0402267048256531e-07,8.2470092431763437e-08,8.2575355824889111e-08,5.8982586135147912e-08,3.2653589870031447e-08,4.1956559810573104e-09
6.1055,3.154788063894131e-07,1.0355472312917479e-07,8.2486727681288086e-08,8.2677220744721952e-08,5.9081817727132936e-08,3.2544242727085698e-08,4.1909122167107923e-09
6.10575,3.1538559349935136e-07,1.030904935827261e-07,8.2490300563839931e-08,8.2749483290502616e-08,5.9171016222836249e-08,3.2459541115174931e-08,4.1901417990222108e-09
6.106,3.1529421794683059e-07,1.0262833928806208e-07,8.2511738359749418e-08,8.2851291065396412e-08,5.9270180099504757e-08,3.238466748713128e-08,4.1881098341144044e-09
6.10625,3.1521459160827861e-07,1.0217007185454044e-07,8.2537747536717427e-08,8.2950786813524076e-08,5.9363173416206625e-08,3.2326911024022851e-08,4.1859402477226802e-09
6.1065,3.1514168828713457e-07,1.0171631981935318e-07,8.2567083907705862e-08,8.3045080480314333e-08,5.9451227710433953e-08,3.2279190667466974e-08,4.1834087317795228e-09
6.10675,3.1508672837083689e-07,1.012719233664148e-07,8.2582935956360001e-08,8.3108782201746833e-08,5.9523137412821826e-08,3.2241732752704611e-08,4.1837268040058341e-09
6.107,3.1502629041339567e-07,1.0083235945652529e-07,8.2611706628333412e-08,8.3213180896485123e-08,5.9602915431410381e-08,3.218465596751664e-08,4.1817919290471599e-09
6.10725,3.1496935379312968e-07,1.0039758678211366e-07,8.2638258754232135e-08,8.3330824279729736e-08,5.9690092281218767e-08,3.2113416320881979e-08,4.179180550930389e-09
6.1075,3.1492238442948439e-07,9.996956035587984e-08,8.266202361652424e-08,8.3455793846570646e-08,5.9786905239983404e-08,3.2028575064160855e-08,4.1759023888303543e-09
6.10775,3.1488183649798773e-07,9.955074800024539e-08,8.266874640320947e-08,8.3555998748932916e-08,5.9877079250702002e-08,3.1936665362586825e-08,4.1726517132597583e-09
6.108,3.1483078092661486e-07,9.9136006711130816e-08,8.2682659704459442e-08,8.3696781425453609e-08,5.9986588303026984e-08,3.1820892083919984e-08,4.1657422109292798e-09
6.10825,3.1477876696336116e-07,9.8721981123853607e-08,8.2691950749136996e-08,8.3843365295174537e-08,6.0106076429359208e-08,3.1695753034354007e-08,4.1588135633240164e-09
6.1085,3.1473530535474056e-07,9.8310456265884037e-08,8.2698267332740435e-08,8.3993177947830645e-08,6.0240497227578395e-08,3.1564751491805754e-08,4.1525093336964165e-09
6.10875,3.147154101532591e-07,9.7902095516800529e-08,8.2702896837285626e-08,8.4144077459270823e-08,6.03487598040018e-08,3.1434333134512292e-08,4.1475700558636083e-09
