Physical Time (s),ev_left Monitor (W)
5.974,-4.0364818635470143e-10
5.97425,-4.0363685165401153e-10
5.9745,-4.0362491760336721e-10
5.97475,-4.0361232089630268e-10
5.975,-4.0359901635580247e-10
5.97525,-4.0358497853255856e-10
5.9755,-4.0357020212271357e-10
5.97575,-4.0355470386055947e-10
5.976,-4.0353852223498924e-10
5.97625,-4.035217140573059e-10
5.9765,-4.0350435389028428e-10
5.97675,-4.0348653196749321e-10
5.977,-4.0346835067131957e-10
5.97725,-4.0344992075800323e-10
5.9775,-4.0343135716063739e-10
5.97775,-4.0341277613056969e-10
5.978,-4.0339429194991128e-10
5.97825,-4.0337601275312851e-10
5.9785,-4.0335803911974489e-10
5.97875,-4.0334046016126057e-10
5.979,-4.0332335422390168e-10
5.97925,-4.033067873702792e-10
5.9795,-4.0329081253513275e-10
5.97975,-4.0327547093827672e-10
5.98,-4.0326079236856356e-10
5.98025,-4.0324679526199397e-10
5.9805,-4.0323348884642498e-10
5.98075,-4.0322087506972838e-10
5.981,-4.032089504380392e-10
5.98125,-4.0319770781795684e-10
5.9815,-4.0318713747144247e-10
5.98175,-4.0317722821313087e-10
5.982,-4.0316796754254465e-10
5.98225,-4.0315934171812438e-10
5.9825,-4.0315133555065294e-10
5.98275,-4.0314393197506623e-10
5.983,-4.0313711141195074e-10
5.98325,-4.0313085161533494e-10
5.9835,-4.0312512520364585e-10
5.98375,-4.0311990199545568e-10
5.984,-4.0311514482376729e-10
5.98425,-4.0311081358643687e-10
5.9845,-4.0310686365828741e-10
5.98475,-4.0310324843263836e-10
5.985,-4.0309991869029861e-10
5.98525,-4.0309682345196788e-10
5.9855,-4.0309391120228835e-10
5.98575,-4.0309113173139301e-10
5.986,-4.0308843660823273e-10
5.98625,-4.0308578177996945e-10
5.9865,-4.0308312664442232e-10
5.98675,-4.0308043611583272e-10
5.987,-4.0307768054712913e-10
5.98725,-4.0307483603662209e-10
5.9875,-4.0307188466210598e-10
5.98775,-4.0306881625464835e-10
5.988,-4.0306562618161596e-10
5.98825,-4.0306231620342653e-10
5.9885,-4.0305889297340325e-10
5.98875,-4.0305536831958321e-10
5.989,-4.0305175835779538e-10
5.98925,-4.030480847557248e-10
5.9895,-4.0304437167610327e-10
5.98975,-4.0304064777279778e-10
5.99,-4.030369444853145e-10
5.99025,-4.0303329510177268e-10
5.9905,-4.0302973505270026e-10
5.99075,-4.0302629968189251e-10
5.991,-4.0302302331374569e-10
5.99125,-4.0301994028202781e-10
5.9915,-4.0301708303360155e-10
5.99175,-4.0301447974755175e-10
5.992,-4.0301215566680986e-10
5.99225,-4.030101307280151e-10
5.9925,-4.0300841844527395e-10
5.99275,-4.0300702541499043e-10
5.993,-4.0300595260948743e-10
5.99325,-4.0300519087950895e-10
5.9935,-4.0300472523334218e-10
5.99375,-4.0300453322525162e-10
5.994,-4.0300458449687242e-10
5.99425,-4.0300484284398121e-10
5.9945,-4.0300526361008008e-10
5.99475,-4.0300579549772411e-10
5.995,-4.0300637678988031e-10
5.99525,-4.0300694640613924e-10
5.9955,-4.0300743523401321e-10
5.99575,-4.0300776956240225e-10
5.996,-4.030078702055319e-10
5.99625,-4.0300766277201883e-10
5.9965,-4.0300707454199297e-10
5.99675,-4.0300603642378908e-10
5.997,-4.0300448200965143e-10
5.99725,-4.0300236019531406e-10
5.9975,-4.0299963003467346e-10
5.99775,-4.0299626303843668e-10
5.998,-4.0299224093984599e-10
5.99825,-4.029875681732135e-10
5.9985,-4.0298226086794105e-10
5.99875,-4.0297635617273251e-10
5.999,-4.0296990372366186e-10
5.99925,-4.0296295574291216e-10
5.9995,-4.0295558375053345e-10
5.99975,-4.029478630301391e-10
6.0,-4.0293987687095761e-10
6.00025,-4.0293170931408016e-10
6.0005,-4.0292345845632743e-10
6.00075,-4.0291522080785974e-10
6.001,-4.0290709195258064e-10
6.00125,-4.0289916397254167e-10
6.0015,-4.0289152221002145e-10
6.00175,-4.0288425559538314e-10
6.002,-4.0287744485512847e-10
6.00225,-4.0287116354924219e-10
6.0025,-4.0286547265991575e-10
6.00275,-4.0286043379870862e-10
6.003,-4.0285609785348863e-10
6.00325,-4.0285250402963866e-10
6.0035,-4.0284968171644488e-10
6.00375,-4.0284764217105886e-10
6.004,-4.0284639465010061e-10
6.00425,-4.0284593485301646e-10
6.0045,-4.0284624531888421e-10
6.00475,-4.0284728923865287e-10
6.005,-4.0284903028035811e-10
6.00525,-4.0285141737218836e-10
6.0055,-4.0285438462654533e-10
6.00575,-4.0285784982411072e-10
6.006,-4.0286173345277579e-10
6.00625,-4.0286594627879993e-10
6.0065,-4.0287039012373309e-10
6.00675,-4.0287495476630734e-10
6.007,-4.028795408322694e-10
6.00725,-4.0288404621049051e-10
6.0075,-4.0288836944053383e-10
6.00775,-4.0289241116374843e-10
6.008,-4.0289608701479572e-10
6.00825,-4.0289932171055036e-10
6.0085,-4.0290204953646609e-10
6.00875,-4.0290421159194586e-10
6.009,-4.0290577280754616e-10
6.00925,-4.029067116001084e-10
6.0095,-4.0290701947408681e-10
6.00975,-4.0290669493767418e-10
6.01,-4.0290576299077727e-10
6.01025,-4.0290425906411853e-10
6.0105,-4.0290222854450275e-10
6.01075,-4.0289971971937517e-10
6.011,-4.028967980810136e-10
6.01125,-4.0289352979494311e-10
6.0115,-4.0288997739692047e-10
6.01175,-4.0288619554113008e-10
6.012,-4.0288224132391602e-10
6.01225,-4.0287816199731902e-10
6.0125,-4.0287399677910119e-10
6.01275,-4.0286976912039117e-10
6.013,-4.0286550130469232e-10
6.01325,-4.0286120692202414e-10
6.0135,-4.0285689081726219e-10
6.01375,-4.0285254658342715e-10
6.014,-4.0284816793842244e-10
6.01425,-4.0284374564213469e-10
6.0145,-4.0283926649136364e-10
6.01475,-4.0283471234744003e-10
6.015,-4.0283007505960122e-10
6.01525,-4.0282534761170355e-10
6.0155,-4.0282052605431368e-10
6.01575,-4.0281560970191455e-10
6.016,-4.0281059717027113e-10
6.01625,-4.0280549865326527e-10
6.0165,-4.0280032491771341e-10
6.01675,-4.0279509169206209e-10
6.017,-4.027898116043506e-10
6.01725,-4.0278450951088708e-10
6.0175,-4.027792102869375e-10
6.01775,-4.0277394180644848e-10
6.018,-4.0276872856917335e-10
6.01825,-4.0276360398759301e-10
6.0185,-4.0275859966258934e-10
6.01875,-4.0275374662059609e-10
6.019,-4.0274906933153221e-10
6.01925,-4.0274459534434794e-10
6.0195,-4.0274034731213368e-10
6.01975,-4.0273634203072962e-10
6.02,-4.0273258685860499e-10
6.02025,-4.0272909019963807e-10
6.0205,-4.0272585535581387e-10
6.02075,-4.0272288000876971e-10
6.021,-4.0272015493676189e-10
6.02125,-4.0271767168518595e-10
6.0215,-4.0271541922509855e-10
6.02175,-4.0271338754280747e-10
6.022,-4.0271156651105822e-10
6.02225,-4.0270995323040652e-10
6.0225,-4.0270854915069438e-10
6.02275,-4.0270736141304976e-10
6.023,-4.0270640256280715e-10
6.02325,-4.0270569208996175e-10
6.0235,-4.027052534064289e-10
6.02375,-4.0270511115540524e-10
6.024,-4.02705290119961e-10
6.02425,-4.0270581755133718e-10
6.0245,-4.0270671785949658e-10
6.02475,-4.0270801384215062e-10
6.025,-4.0270972475420924e-10
6.02525,-4.0271186068356356e-10
6.0255,-4.027144196312649e-10
6.02575,-4.0271739010952283e-10
6.026,-4.0272075216612082e-10
6.02625,-4.0272447974835236e-10
6.0265,-4.0272854066894585e-10
6.02675,-4.0273289865287424e-10
6.027,-4.0273751301537574e-10
6.02725,-4.0274234057064066e-10
6.0275,-4.0274733616044227e-10
6.02775,-4.0275245635821791e-10
6.028,-4.0275766072490571e-10
6.02825,-4.0276291378223786e-10
6.0285,-4.0276818675570721e-10
6.02875,-4.0277345890712737e-10
6.029,-4.027787176601126e-10
6.02925,-4.0278395971143896e-10
6.0295,-4.0278919105156485e-10
6.02975,-4.0279442854161709e-10
6.03,-4.0279969897155301e-10
6.03025,-4.0280503960248234e-10
6.0305,-4.0281049466531472e-10
6.03075,-4.0281611676782313e-10
6.031,-4.0282196391784709e-10
6.03125,-4.0282809664041469e-10
6.0315,-4.0283457630182378e-10
6.03175,-4.0284145938160186e-10
6.032,-4.028487964118977e-10
6.03225,-4.0285663032498745e-10
6.0325,-4.0286499383158853e-10
6.03275,-4.0287390390821858e-10
6.033,-4.0288336316167872e-10
6.03325,-4.0289335802685269e-10
6.0335,-4.0290385800869477e-10
6.03375,-4.0291481762927774e-10
6.034,-4.029261728716529e-10
6.03425,-4.0293784717166661e-10
6.0345,-4.0294975170636613e-10
6.03475,-4.0296178940792163e-10
6.035,-4.0297385244123415e-10
6.03525,-4.0298583038046659e-10
6.0355,-4.0299761246468726e-10
6.03575,-4.0300909026260443e-10
6.036,-4.0302016325889755e-10
6.03625,-4.0303073895070267e-10
6.0365,-4.030407373559113e-10
6.03675,-4.0305009343770783e-10
6.037,-4.0305876026587902e-10
6.03725,-4.0306670601213483e-10
6.0375,-4.0307391732938259e-10
6.03775,-4.0308039840041947e-10
6.038,-4.030861731473818e-10
6.03825,-4.0309128003913931e-10
6.0385,-4.0309577308712796e-10
6.03875,-4.0309971932912843e-10
6.039,-4.0310319994377599e-10
6.03925,-4.0310630354034096e-10
6.0395,-4.0310912826068228e-10
6.03975,-4.0311177913837206e-10
6.04,-4.031143699749572e-10
6.04025,-4.0311701632642458e-10
6.0405,-4.0311983767532134e-10
6.04075,-4.0312295519292083e-10
6.041,-4.0312649211356383e-10
6.04125,-4.0313056553891785e-10
6.0415,-4.0313529289457149e-10
6.04175,-4.0314078895366855e-10
6.042,-4.0314716761384957e-10
6.04225,-4.0315453358692869e-10
6.0425,-4.031629864119867e-10
6.04275,-4.0317261914557402e-10
6.043,-4.0318351977003615e-10
6.04325,-4.0319575901203579e-10
6.0435,-4.0320939544000352e-10
6.04375,-4.0322447292886678e-10
6.044,-4.0324101809640682e-10
6.04425,-4.0325903000596985e-10
6.0445,-4.0327848615629898e-10
6.04475,-4.0329933785772763e-10
6.045,-4.0332151468412902e-10
6.04525,-4.0334491312446505e-10
6.0455,-4.033694067915769e-10
6.04575,-4.0339484796086691e-10
6.046,-4.0342107361220442e-10
6.04625,-4.0344789924063387e-10
6.0465,-4.0347513068992318e-10
6.04675,-4.0350256702936268e-10
6.047,-4.0353000820840299e-10
6.04725,-4.0355725142855183e-10
6.0475,-4.0358409971159152e-10
6.04775,-4.0361036564870108e-10
6.048,-4.036358769502734e-10
6.04825,-4.0366047390861498e-10
6.0485,-4.0368401428786831e-10
6.04875,-4.0370637731950825e-10
6.049,-4.0372746701760662e-10
6.04925,-4.037472087328427e-10
6.0495,-4.0376555397597392e-10
6.04975,-4.037824826250536e-10
6.05,-4.0379800401689992e-10
6.05025,-4.0381214944924209e-10
6.0505,-4.0382497693476438e-10
6.05075,-4.0383656575232958e-10
6.051,-4.0384701298612772e-10
6.05125,-4.0385643495357349e-10
6.0515,-4.0386495074521272e-10
6.05175,-4.038726849009143e-10
6.052,-4.0387976203740015e-10
6.05225,-4.0388630717501245e-10
6.0525,-4.0389243059027997e-10
6.05275,-4.0389823286040968e-10
6.053,-4.0390380139274043e-10
6.05325,-4.039092127550398e-10
6.0535,-4.0391452162646309e-10
6.05375,-4.0391976935068307e-10
6.054,-4.0392498254897695e-10
6.05425,-4.039301797081576e-10
6.0545,-4.0393535935031416e-10
6.05475,-4.0394051310871835e-10
6.055,-4.0394562489091182e-10
6.05525,-4.0395067563879782e-10
6.0555,-4.0395563693368762e-10
6.05575,-4.0396047796178182e-10
6.056,-4.0396516688520104e-10
6.05625,-4.0396967556354786e-10
6.0565,-4.0397397093211199e-10
6.05675,-4.0397802193315289e-10
6.057,-4.0398179809988408e-10
6.05725,-4.0398527369423245e-10
6.0575,-4.0398842382098099e-10
6.05775,-4.0399122058074549e-10
6.058,-4.0399363926953991e-10
6.05825,-4.0399565923938039e-10
6.0585,-4.0399725992296286e-10
6.05875,-4.0399842013176718e-10
6.059,-4.0399912447628081e-10
6.05925,-4.0399936626231061e-10
6.0595,-4.0399914309949719e-10
6.05975,-4.0399845651591466e-10
6.06,-4.0399731765323505e-10
6.06025,-4.0399574966395807e-10
6.0605,-4.039937825516623e-10
6.06075,-4.0399144996531075e-10
6.061,-4.0398879368192613e-10
6.06125,-4.0398586479896859e-10
6.0615,-4.0398271655813606e-10
6.06175,-4.0397940114263504e-10
6.062,-4.0397597182659452e-10
6.06225,-4.0397248663047376e-10
6.0625,-4.0396899437076688e-10
6.06275,-4.0396554338729875e-10
6.063,-4.0396218039672059e-10
6.06325,-4.0395895343922073e-10
6.0635,-4.0395589859262318e-10
6.06375,-4.0395304906524783e-10
6.064,-4.0395043383436387e-10
6.06425,-4.0394808190705602e-10
6.0645,-4.0394600753825869e-10
6.06475,-4.039442175855152e-10
6.065,-4.0394271053235677e-10
6.06525,-4.0394148012459721e-10
6.0655,-4.0394050654896387e-10
6.06575,-4.0393975201010558e-10
6.066,-4.0393917272036995e-10
6.06625,-4.0393872715080511e-10
6.0665,-4.0393835898286645e-10
6.06675,-4.0393799985572004e-10
6.067,-4.0393758106707232e-10
6.06725,-4.0393703924600729e-10
6.0675,-4.0393630614593196e-10
6.06775,-4.0393530820902839e-10
6.068,-4.0393397736098977e-10
6.06825,-4.0393225514928148e-10
6.0685,-4.0393007443863785e-10
6.06875,-4.0392737655381097e-10
6.069,-4.0392411603799877e-10
6.06925,-4.039202396625399e-10
6.0695,-4.0391570440324495e-10
6.06975,-4.0391047370487861e-10
6.07,-4.0390452419566639e-10
6.07025,-4.0389783633231732e-10
6.0705,-4.0389038804320305e-10
6.07075,-4.0388216435134366e-10
6.071,-4.0387316405380537e-10
6.07125,-4.0386338373053121e-10
6.0715,-4.0385281631527284e-10
6.07175,-4.0384146008014286e-10
6.072,-4.0382932353053932e-10
6.07225,-4.0381641276392381e-10
6.0725,-4.0380272612727112e-10
6.07275,-4.0378826676492346e-10
6.073,-4.0377305133578614e-10
6.07325,-4.0375709693286171e-10
6.0735,-4.0374041618563135e-10
6.07375,-4.0372303543130821e-10
6.074,-4.0370499778897688e-10
6.07425,-4.0368635091145362e-10
6.0745,-4.0366714325449238e-10
6.07475,-4.0364743735217544e-10
6.075,-4.0362731457765436e-10
6.07525,-4.0360685822760919e-10
6.0755,-4.0358614854248673e-10
6.07575,-4.0356527545781275e-10
6.076,-4.035443426631273e-10
6.07625,-4.0352344828933386e-10
6.0765,-4.0350267987286647e-10
6.07675,-4.0348212597084192e-10
6.077,-4.0346188241732411e-10
6.07725,-4.0344203242631859e-10
6.0775,-4.0342264170965433e-10
6.07775,-4.0340377064912618e-10
6.078,-4.0338548145082932e-10
6.07825,-4.0336781797387375e-10
6.0785,-4.0335080111821026e-10
6.07875,-4.033344467534116e-10
6.079,-4.0331876984191297e-10
6.07925,-4.0330377161143658e-10
6.0795,-4.0328943450738052e-10
6.07975,-4.0327573553176309e-10
6.08,-4.0326266401254331e-10
6.08025,-4.0325020096039163e-10
6.0805,-4.0323831851828502e-10
6.08075,-4.0322699887272394e-10
6.081,-4.0321624049235049e-10
6.08125,-4.0320604469115413e-10
6.0815,-4.0319640895350708e-10
6.08175,-4.0318734506972041e-10
6.082,-4.0317888053703804e-10
6.08225,-4.0317104469063416e-10
6.0825,-4.0316385586973837e-10
6.08275,-4.0315733953633024e-10
6.083,-4.0315153124478553e-10
6.08325,-4.0314645529666365e-10
6.0835,-4.0314211663333841e-10
6.08375,-4.0313851428072853e-10
6.084,-4.0313564613792435e-10
6.08425,-4.0313349100939115e-10
6.0845,-4.0313199876078216e-10
6.08475,-4.0313111009404942e-10
6.085,-4.0313076089091158e-10
6.08525,-4.0313086401480996e-10
6.0855,-4.0313130768208258e-10
6.08575,-4.0313197134053306e-10
6.086,-4.0313273571373565e-10
6.08625,-4.0313346929352942e-10
6.0865,-4.0313402587203063e-10
6.08675,-4.0313426664339871e-10
6.087,-4.0313406639064524e-10
6.08725,-4.0313330025026468e-10
6.0875,-4.031318452341348e-10
6.08775,-4.0312959534542379e-10
6.088,-4.0312647013880646e-10
6.08825,-4.0312240524774877e-10
6.0885,-4.0311734714659605e-10
6.08875,-4.0311126541413275e-10
6.089,-4.0310415777752338e-10
6.08925,-4.0309604055415158e-10
6.0895,-4.03086943965427e-10
6.08975,-4.0307692089849335e-10
6.09,-4.0306605102477443e-10
6.09025,-4.0305442683822459e-10
6.0905,-4.0304214527529478e-10
6.09075,-4.0302931662506223e-10
6.091,-4.0301606712606031e-10
6.09125,-4.0300252022387887e-10
6.0915,-4.0298879054802179e-10
6.09175,-4.0297499149267756e-10
6.092,-4.0296123629449159e-10
6.09225,-4.0294762267624168e-10
6.0925,-4.0293422849872354e-10
6.09275,-4.0292112557216216e-10
6.093,-4.029083786857308e-10
6.09325,-4.0289603467325522e-10
6.0935,-4.0288413500937875e-10
6.09375,-4.028727236155592e-10
6.094,-4.0286182945708386e-10
6.09425,-4.0285148288677585e-10
6.0945,-4.0284171922594769e-10
6.09475,-4.0283257714708494e-10
6.095,-4.0282409408280301e-10
6.09525,-4.0281630294971047e-10
6.0955,-4.0280924094187159e-10
6.09575,-4.0280294720228079e-10
6.096,-4.0279744810107027e-10
6.09625,-4.0279276354372467e-10
6.0965,-4.0278890229051324e-10
6.09675,-4.0278586186478432e-10
6.097,-4.0278361164812778e-10
6.09725,-4.0278210525390112e-10
6.0975,-4.0278127631845225e-10
6.09775,-4.0278104367095457e-10
6.098,-4.0278129924765212e-10
6.09825,-4.0278191197404653e-10
6.0985,-4.0278273859890766e-10
6.09875,-4.0278363277085432e-10
6.099,-4.0278443872366575e-10
6.09925,-4.0278499356994942e-10
6.0995,-4.027851418086445e-10
6.09975,-4.0278473705196195e-10
6.1,-4.027836421127411e-10
6.10025,-4.0278173992986359e-10
6.1005,-4.0277893289648491e-10
6.10075,-4.027751461045803e-10
6.101,-4.0277032434017565e-10
6.10125,-4.027644368359169e-10
6.1015,-4.0275747695115165e-10
6.10175,-4.0274946078013591e-10
6.102,-4.027404207126038e-10
6.10225,-4.0273040684042357e-10
6.1025,-4.0271948454156318e-10
6.10275,-4.0270773390777261e-10
6.103,-4.0269524234649825e-10
6.10325,-4.026821053035797e-10
6.1035,-4.0266842246282714e-10
6.10375,-4.0265429882963629e-10
6.104,-4.0263983801477767e-10
6.10425,-4.0262514317366639e-10
6.1045,-4.026103161301846e-10
6.10475,-4.0259545750377041e-10
6.105,-4.0258066345073904e-10
6.10525,-4.025660279578022e-10
6.1055,-4.0255164090504177e-10
6.10575,-4.0253758751811049e-10
6.106,-4.0252394536736597e-10
6.10625,-4.0251078652602443e-10
6.1065,-4.0249817287002863e-10
6.10675,-4.0248615863553919e-10
6.107,-4.0247478641362305e-10
6.10725,-4.0246408627944262e-10
6.1075,-4.0245407433508766e-10
6.10775,-4.0244475398802847e-10
6.108,-4.024361139910184e-10
6.10825,-4.0242812975428478e-10
6.1085,-4.0242076448805398e-10
6.10875,-4.0241396846476929e-10
6.109,-4.0240768081687204e-10
6.10925,-4.0240183419805184e-10
6.1095,-4.023963559274569e-10
6.10975,-4.0239116996139727e-10
6.11,-4.0238619989428955e-10
6.11025,-4.0238137213808757e-10
6.1105,-4.0237661748687061e-10
6.11075,-4.0237187263408747e-10
6.111,-4.0236708180812443e-10
6.11125,-4.0236219614768301e-10
6.1115,-4.023571771164124e-10
6.11175,-4.0235199191405255e-10
6.112,-4.0234661372278834e-10
6.11225,-4.0234102101278658e-10
6.1125,-4.0233519544597078e-10
6.11275,-4.0232912080427423e-10
6.113,-4.0232278205845125e-10
6.11325,-4.0231616551535977e-10
6.1135,-4.0230925993073959e-10
6.11375,-4.0230205800722546e-10
6.114,-4.0229455783767596e-10
6.11425,-4.0228676382439853e-10
6.1145,-4.0227868742524927e-10
6.11475,-4.0227034818781525e-10
6.115,-4.0226177413653869e-10
6.11525,-4.0225300109255965e-10
6.1155,-4.0224407250244922e-10
6.11575,-4.0223503828951589e-10
6.116,-4.0222595278446625e-10
6.11625,-4.0221687350751535e-10
6.1165,-4.0220785758260879e-10
6.11675,-4.0219896098921763e-10
6.117,-4.0219023666473526e-10
6.11725,-4.021817332419863e-10
6.1175,-4.0217349428364259e-10
6.11775,-4.0216555796503228e-10
6.118,-4.0215795656934657e-10
6.11825,-4.0215071599568514e-10
6.1185,-4.0214385579885126e-10
6.11875,-4.0213738914004688e-10
6.119,-4.0213132100702924e-10
6.11925,-4.0212564776927379e-10
6.1195,-4.0212035665283682e-10
6.11975,-4.0211542532979246e-10
6.12,-4.0211082086354368e-10
6.12025,-4.0210649844503765e-10
6.1205,-4.0210240308242944e-10
6.12075,-4.0209846914803865e-10
6.121,-4.0209462242313261e-10
6.12125,-4.020907812181326e-10
6.1215,-4.0208686063986606e-10
6.12175,-4.0208277473240736e-10
6.122,-4.0207844159934746e-10
6.12225,-4.020737865368295e-10
6.1225,-4.0206874645380367e-10
6.12275,-4.0206327118598534e-10
6.123,-4.0205732825501075e-10
6.12325,-4.0205090376648606e-10
6.1235,-4.020440032097498e-10
6.12375,-4.0203665276943435e-10
6.124,-4.0202889665317778e-10
6.12425,-4.0202079287058528e-10
6.1245,-4.0201241064299915e-10
6.12475,-4.0200382858880574e-10
6.125,-4.0199513360397601e-10
6.12525,-4.0198641866855328e-10
6.1255,-4.0197777895336545e-10
6.12575,-4.0196930953306811e-10
6.126,-4.0196110098950288e-10
6.12625,-4.0195323777398491e-10
6.1265,-4.0194579603072146e-10
6.12675,-4.0193884286317822e-10
6.127,-4.0193243684597406e-10
6.12725,-4.0192662906653542e-10
6.1275,-4.0192146302076029e-10
6.12775,-4.0191697628192735e-10
6.128,-4.0191320193422372e-10
6.12825,-4.0191017035336716e-10
6.1285,-4.0190790974263848e-10
6.12875,-4.0190644673884009e-10
6.129,-4.0190580664931743e-10
6.12925,-4.0190601382597846e-10
6.1295,-4.0190709034024123e-10
6.12975,-4.0190905484321147e-10
6.13,-4.0191192078200867e-10
6.13025,-4.019156943274593e-10
6.1305,-4.0192037285970016e-10
6.13075,-4.0192594276568084e-10
6.131,-4.0193238057287255e-10
6.13125,-4.0193965216598681e-10
6.1315,-4.0194771216216092e-10
6.13175,-4.0195650276745924e-10
6.132,-4.0196595386564295e-10
6.13225,-4.0197598491569101e-10
6.1325,-4.0198650608707426e-10
6.13275,-4.0199742181061956e-10
6.133,-4.020086329682565e-10
6.13325,-4.0202004007770674e-10
6.1335,-4.0203154859020691e-10
6.13375,-4.0204307178851308e-10
6.134,-4.0205453422540601e-10
6.13425,-4.0206587536527202e-10
6.1345,-4.0207704996000025e-10
6.13475,-4.0208803040086193e-10
6.135,-4.0209880729724376e-10
6.13525,-4.0210938931128616e-10
6.1355,-4.0211980210102593e-10
6.13575,-4.0213008592518306e-10
6.136,-4.0214029357063386e-10
6.13625,-4.0215048577321787e-10
6.1365,-4.0216072566451545e-10
6.13675,-4.0217107574162884e-10
6.137,-4.0218159217384409e-10
6.13725,-4.0219232261210592e-10
6.1375,-4.0220330384062423e-10
6.13775,-4.0221456059220315e-10
6.138,-4.0222610597487628e-10
6.13825,-4.0223794099938775e-10
6.1385,-4.0225005592881068e-10
6.13875,-4.0226243067132808e-10
6.139,-4.0227503780182182e-10
6.13925,-4.0228784390138615e-10
6.1395,-4.0230081356951258e-10
6.13975,-4.0231391070182007e-10
6.14,-4.023271024249693e-10
6.14025,-4.0234035906677724e-10
6.1405,-4.0235365667553959e-10
6.14075,-4.0236697845957408e-10
6.141,-4.0238031383622447e-10
6.14125,-4.0239366108375313e-10
6.1415,-4.0240702512889391e-10
6.14175,-4.0242041954921728e-10
6.142,-4.024338678343255e-10
6.14225,-4.0244740244260287e-10
6.1425,-4.0246106570566169e-10
6.14275,-4.0247490846450304e-10
6.143,-4.0248898543612648e-10
6.14325,-4.0250335220570299e-10
6.1435,-4.0251806783710329e-10
6.14375,-4.0253318927958152e-10
6.144,-4.0254877120289041e-10
6.14425,-4.0256486310905257e-10
6.1445,-4.0258150615630167e-10
6.14475,-4.0259873538559343e-10
6.145,-4.0261657568059836e-10
6.14525,-4.0263504279019477e-10
6.1455,-4.0265414105168285e-10
6.14575,-4.0267386475809668e-10
6.146,-4.0269419936208785e-10
6.14625,-4.0271512478899008e-10
6.1465,-4.027366159288861e-10
6.14675,-4.0275864446411892e-10
6.147,-4.0278117781669329e-10
6.14725,-4.0280417987124986e-10
6.1475,-4.028276120179924e-10
6.14775,-4.028514316350854e-10
6.148,-4.0287559434803793e-10
6.14825,-4.0290005160628946e-10
6.1485,-4.0292475308687494e-10
6.14875,-4.0294965017523003e-10
6.149,-4.0297469323106488e-10
6.14925,-4.0299983411156242e-10
6.1495,-4.030250288876864e-10
6.14975,-4.0305023508406459e-10
6.15,-4.0307540917342234e-10
6.15025,-4.0310050809517953e-10
6.1505,-4.0312549416226231e-10
6.15075,-4.0315033557824965e-10
6.151,-4.0317500729418784e-10
6.15125,-4.0319949165552777e-10
6.1515,-4.0322377594370156e-10
6.15175,-4.0324785507686368e-10
6.152,-4.0327172671703331e-10
6.15225,-4.0329539221143819e-10
6.1525,-4.0331885660760962e-10
6.15275,-4.0334212709458611e-10
6.153,-4.0336521160346484e-10
6.15325,-4.0338811725254264e-10
6.1535,-4.034108519038018e-10
6.15375,-4.0343342366125246e-10
6.154,-4.0345584198281546e-10
6.15425,-4.0347811747022023e-10
6.1545,-4.0350026228486933e-10
6.15475,-4.0352229363879609e-10
6.155,-4.0354423518845318e-10
6.15525,-4.0356611443227921e-10
6.1555,-4.0358796407101815e-10
6.15575,-4.0360982396119641e-10
6.156,-4.0363173504018615e-10
6.15625,-4.0365373840792399e-10
6.1565,-4.0367587572794109e-10
6.15675,-4.0369818745847543e-10
6.157,-4.0372070984233388e-10
6.15725,-4.0374346698304679e-10
6.1575,-4.0376647351921028e-10
6.15775,-4.037897318137111e-10
6.158,-4.0381322934313442e-10
6.15825,-4.0383693615927498e-10
6.1585,-4.0386080452698262e-10
6.15875,-4.0388477188961646e-10
6.159,-4.0390875687797042e-10
6.15925,-4.0393266261270681e-10
6.1595,-4.0395637749461021e-10
6.15975,-4.0397977717991096e-10
6.16,-4.040027291200643e-10
6.16025,-4.0402509650532977e-10
6.1605,-4.0404674018594381e-10
6.16075,-4.040675242525242e-10
6.161,-4.0408731971319927e-10
6.16125,-4.0410600762032584e-10
6.1615,-4.0412348323889283e-10
6.16175,-4.0413965913424981e-10
6.162,-4.0415446641495539e-10
6.16225,-4.0416786019099139e-10
6.1625,-4.0417981753119206e-10
6.16275,-4.0419033996574375e-10
6.163,-4.0419945192991565e-10
6.16325,-4.0420720081916133e-10
6.1635,-4.0421365362765343e-10
6.16375,-4.0421889603381474e-10
6.164,-4.0422302873399266e-10
6.16425,-4.0422616210686104e-10
6.1645,-4.0422841613960935e-10
6.16475,-4.0422991781033149e-10
6.165,-4.0423079732687383e-10
6.16525,-4.042311897092734e-10
6.1655,-4.0423123089512022e-10
6.16575,-4.0423105726533782e-10
6.166,-4.0423080476843981e-10
6.16625,-4.0423060740402971e-10
6.1665,-4.0423059615814278e-10
6.16675,-4.0423090072453508e-10
6.167,-4.0423164957286582e-10
6.16725,-4.042329676362962e-10
6.1675,-4.0423497709942275e-10
6.16775,-4.0423779580153578e-10
6.168,-4.0424153367062129e-10
6.16825,-4.0424629204829373e-10
6.1685,-4.0425216230540792e-10
6.16875,-4.042592210626553e-10
6.169,-4.0426752635906346e-10
6.16925,-4.0427711586393012e-10
6.1695,-4.0428800459705268e-10
6.16975,-4.0430018296814212e-10
6.17,-4.0431361674112213e-10
6.17025,-4.0432824619220511e-10
6.1705,-4.0434398793869788e-10
6.17075,-4.0436073478251768e-10
6.171,-4.043783588210101e-10
6.17125,-4.043967157889776e-10
6.1715,-4.0441564563090851e-10
