Physical Time (s),ev_left Monitor (W)
5.18625,-4.0875496904385404e-10
5.1865,-4.0877766746003664e-10
5.18675,-4.0879991455967667e-10
5.187,-4.0882175305743809e-10
5.18725,-4.08843228301595e-10
5.1875,-4.0886437846940851e-10
5.18775,-4.0888523747704548e-10
5.188,-4.0890583000846591e-10
5.18825,-4.0892617612632136e-10
5.1885,-4.0894629428639367e-10
5.18875,-4.0896619561654113e-10
5.189,-4.0898588252029339e-10
5.18925,-4.0900535609227443e-10
5.1895,-4.0902461614165321e-10
5.18975,-4.0904366081345907e-10
5.19,-4.0906248694772738e-10
5.19025,-4.0908109497725389e-10
5.1905,-4.0909949074750923e-10
5.19075,-4.0911768656961963e-10
5.191,-4.0913570120201613e-10
5.19125,-4.0915356171516708e-10
5.1915,-4.0917130239303035e-10
5.19175,-4.0918896441430365e-10
5.192,-4.0920659603714584e-10
5.19225,-4.0922424870185797e-10
5.1925,-4.0924197706531415e-10
5.19275,-4.0925983466784261e-10
5.193,-4.0927787148625324e-10
5.19325,-4.0929613292645329e-10
5.1935,-4.093146572955642e-10
5.19375,-4.0933347506997735e-10
5.194,-4.0935260542753384e-10
5.19425,-4.0937205394694868e-10
5.1945,-4.0939181656535503e-10
5.19475,-4.0941187703680029e-10
5.195,-4.0943221254948513e-10
5.19525,-4.0945278914025586e-10
5.1955,-4.0947356217106453e-10
5.19575,-4.0949448472664754e-10
5.196,-4.0951550895891638e-10
5.19625,-4.0953659249560445e-10
5.1965,-4.095576957778365e-10
5.19675,-4.0957878269413593e-10
5.197,-4.0959982842442295e-10
5.19725,-4.0962082004848045e-10
5.1975,-4.0964176057489355e-10
5.19775,-4.0966266183108694e-10
5.198,-4.0968354114429134e-10
5.19825,-4.0970442778710841e-10
5.1985,-4.0972535917600796e-10
5.19875,-4.0974637951504733e-10
5.199,-4.0976753285006402e-10
5.19925,-4.0978885827330439e-10
5.1995,-4.0981039296044688e-10
5.19975,-4.0983217132225247e-10
5.2,-4.0985421758947862e-10
5.20025,-4.0987654306761008e-10
5.2005,-4.0989914968080717e-10
5.20075,-4.0992202977415386e-10
5.201,-4.0994516072663181e-10
5.20125,-4.0996850366893093e-10
5.2015,-4.0999200651909609e-10
5.20175,-4.1001560536510652e-10
5.202,-4.1003922264861392e-10
5.20225,-4.1006276690457699e-10
5.2025,-4.1008613739161172e-10
5.20275,-4.1010922382504909e-10
5.203,-4.1013190918282056e-10
5.20325,-4.101540723700362e-10
5.2035,-4.1017559033235727e-10
5.20375,-4.1019634036061789e-10
5.204,-4.1021620380153488e-10
5.20425,-4.1023506977661893e-10
5.2045,-4.1025283388576333e-10
5.20475,-4.1026940028730628e-10
5.205,-4.1028468135217097e-10
5.20525,-4.1029859699210177e-10
5.2055,-4.1031107725417701e-10
5.20575,-4.1032206033190463e-10
5.206,-4.1033149511319647e-10
5.20625,-4.1033934262441269e-10
5.2065,-4.1034556908767308e-10
5.20675,-4.1035014649973124e-10
5.207,-4.1035305741405465e-10
5.20725,-4.1035429617160387e-10
5.2075,-4.103538685228658e-10
5.20775,-4.1035178373698684e-10
5.208,-4.1034806274201034e-10
5.20825,-4.1034274512603004e-10
5.2085,-4.1033588101413088e-10
5.20875,-4.1032752276353819e-10
5.209,-4.1031773507196567e-10
5.20925,-4.1030659540410537e-10
5.2095,-4.1029418169517199e-10
5.20975,-4.1028056545433059e-10
5.21,-4.1026582309176441e-10
5.21025,-4.1025003240152363e-10
5.2105,-4.1023326461008164e-10
5.21075,-4.1021558334005705e-10
5.211,-4.1019705149536804e-10
5.21125,-4.1017772224344803e-10
5.2115,-4.1015765003251744e-10
5.21175,-4.1013688501365062e-10
5.212,-4.101154698332132e-10
5.21225,-4.1009344905054875e-10
5.2125,-4.1007087086840684e-10
5.21275,-4.1004778223802548e-10
5.213,-4.1002423236900637e-10
5.21325,-4.1000027057975145e-10
5.2135,-4.0997594932018887e-10
5.21375,-4.0995132183002678e-10
5.214,-4.0992643858593672e-10
5.21425,-4.099013478232337e-10
5.2145,-4.0987609113570832e-10
5.21475,-4.0985070397949986e-10
5.215,-4.0982521495921049e-10
5.21525,-4.097996413276278e-10
5.2155,-4.0977399210511594e-10
5.21575,-4.0974826360395242e-10
5.216,-4.0972244655689266e-10
5.21625,-4.0969652543412023e-10
5.2165,-4.0967047938467395e-10
5.21675,-4.096442863404526e-10
5.217,-4.0961792340262024e-10
5.21725,-4.0959136963586448e-10
5.2175,-4.0956460822411771e-10
5.21775,-4.0953762823939467e-10
5.218,-4.0951042642183077e-10
5.21825,-4.0948300790354789e-10
5.2185,-4.0945538572302944e-10
5.21875,-4.0942757928101283e-10
5.219,-4.093996143696847e-10
5.21925,-4.0937152465970366e-10
5.2195,-4.0934334620888271e-10
5.21975,-4.0931511555002599e-10
5.22,-4.0928687165968233e-10
5.22025,-4.0925865664767285e-10
5.2205,-4.0923051010024203e-10
5.22075,-4.092024662208548e-10
5.221,-4.0917455899941063e-10
5.22125,-4.0914682570866621e-10
5.2215,-4.0911929976077912e-10
5.22175,-4.0909200955382016e-10
5.222,-4.0906498530762538e-10
5.22225,-4.0903826169292725e-10
5.2225,-4.0901187240616529e-10
5.22275,-4.0898584654445462e-10
5.223,-4.0896021643282316e-10
5.22325,-4.0893502106404655e-10
5.2235,-4.0891029730978798e-10
5.22375,-4.0888607664853437e-10
5.224,-4.0886239182019964e-10
5.22425,-4.0883928075367859e-10
5.2245,-4.0881677884288306e-10
5.22475,-4.0879491475752065e-10
5.225,-4.0877371716772376e-10
5.22525,-4.0875321857948391e-10
5.2255,-4.0873344506052433e-10
5.22575,-4.0871441571320469e-10
5.226,-4.0869614944238091e-10
5.22625,-4.0867866849432599e-10
5.2265,-4.0866199045400561e-10
5.22675,-4.0864612706896776e-10
5.227,-4.0863109147202907e-10
5.22725,-4.086169012466369e-10
5.2275,-4.0860357181144985e-10
5.22775,-4.0859111258984363e-10
5.228,-4.0857953583559702e-10
5.22825,-4.0856885679530601e-10
5.2285,-4.0855908679692667e-10
5.22875,-4.0855022989168979e-10
5.229,-4.0854228906771025e-10
5.22925,-4.0853526780676725e-10
5.2295,-4.0852916288795926e-10
5.22975,-4.0852396270753338e-10
5.23,-4.0851965422022388e-10
5.23025,-4.0851622544118835e-10
5.2305,-4.0851365936167138e-10
5.23075,-4.0851193406922888e-10
5.231,-4.0851102738414068e-10
5.23125,-4.0851091941882268e-10
5.2315,-4.0851158921985259e-10
5.23175,-4.085130116964051e-10
5.232,-4.0851516320919582e-10
5.23225,-4.0851802298773374e-10
5.2325,-4.0852156862500209e-10
5.23275,-4.0852577443098471e-10
5.233,-4.0853061484037067e-10
5.23325,-4.0853606366531944e-10
5.2335,-4.0854209025906792e-10
5.23375,-4.0854865718997153e-10
5.234,-4.0855572382074006e-10
5.23425,-4.0856324373458795e-10
5.2345,-4.0857116398344464e-10
5.23475,-4.0857942278080632e-10
5.235,-4.0858795464500399e-10
5.23525,-4.0859668707179796e-10
5.2355,-4.0860554314769591e-10
5.23575,-4.0861444112621036e-10
5.236,-4.0862329763505682e-10
5.23625,-4.0863202945392556e-10
5.2365,-4.0864055340512509e-10
5.23675,-4.0864878569461271e-10
5.237,-4.086566474166684e-10
5.23725,-4.0866406410913928e-10
5.2375,-4.0867096890040061e-10
5.23775,-4.0867730171097217e-10
5.238,-4.0868300779351986e-10
5.23825,-4.0868804462711819e-10
5.2385,-4.086923783994168e-10
5.23875,-4.0869598440950207e-10
5.239,-4.0869884662955529e-10
5.23925,-4.0870095274450001e-10
5.2395,-4.0870229602055335e-10
5.23975,-4.0870287765822238e-10
5.24,-4.0870269965495146e-10
5.24025,-4.0870176447127959e-10
5.2405,-4.0870007008372282e-10
5.24075,-4.0869761365227289e-10
5.241,-4.0869439212392051e-10
5.24125,-4.0869040327214704e-10
5.2415,-4.0868564133977749e-10
5.24175,-4.0868008935035909e-10
5.242,-4.0867373527546426e-10
5.24225,-4.0866656970063436e-10
5.2425,-4.0865858776810266e-10
5.24275,-4.0864978511983883e-10
5.243,-4.0864015364243854e-10
5.24325,-4.0862969375033973e-10
5.2435,-4.0861840838629303e-10
5.24375,-4.0860630833298333e-10
5.244,-4.0859340243501265e-10
5.24425,-4.0857969268476162e-10
5.2445,-4.0856518267015634e-10
5.24475,-4.085498778966048e-10
5.245,-4.0853378805684279e-10
5.24525,-4.0851691490411566e-10
5.2455,-4.0849924833745936e-10
5.24575,-4.0848077993457935e-10
5.246,-4.0846149645490326e-10
5.24625,-4.0844138965750502e-10
5.2465,-4.0842044355065139e-10
5.24675,-4.0839862645367907e-10
5.247,-4.0837590750201998e-10
5.24725,-4.0835226836712693e-10
5.2475,-4.0832768538567332e-10
5.24775,-4.0830212247494606e-10
5.248,-4.0827555375836882e-10
5.24825,-4.0824797074717598e-10
5.2485,-4.0821936875994449e-10
5.24875,-4.0818973766174486e-10
5.249,-4.0815907485220116e-10
5.24925,-4.0812740281359686e-10
5.2495,-4.0809474942685798e-10
5.24975,-4.0806113280049814e-10
5.25,-4.0802658669984801e-10
5.25025,-4.0799116825688493e-10
5.2505,-4.0795493588090587e-10
5.25075,-4.0791793608731106e-10
5.251,-4.0788023004424355e-10
5.25125,-4.0784188836578026e-10
5.2515,-4.0780300851447207e-10
5.25175,-4.0776368612853277e-10
5.252,-4.077239957867436e-10
5.25225,-4.0768402856736696e-10
5.2525,-4.0764387988140915e-10
5.25275,-4.0760366300552083e-10
5.253,-4.0756348118226178e-10
5.25325,-4.0752341506116977e-10
5.2535,-4.0748354966835798e-10
5.25375,-4.0744396218668509e-10
5.254,-4.0740473957384066e-10
5.25425,-4.0736595451222967e-10
5.2545,-4.073276474505347e-10
5.25475,-4.0728985997005849e-10
5.255,-4.0725262692148977e-10
5.25525,-4.0721598822570404e-10
5.2555,-4.0717996233508275e-10
5.25575,-4.0714453707130827e-10
5.256,-4.0710969742042864e-10
5.25625,-4.0707541621080108e-10
5.2565,-4.0704167308057784e-10
5.25675,-4.070084297353079e-10
5.257,-4.0697562480529288e-10
5.25725,-4.0694319560224033e-10
5.2575,-4.06911076409446e-10
5.25775,-4.0687921128991402e-10
5.258,-4.0684753627481238e-10
5.25825,-4.0681597339790543e-10
5.2585,-4.0678444683275747e-10
5.25875,-4.0675289881540701e-10
5.259,-4.0672126750683254e-10
5.25925,-4.0668948049020375e-10
5.2595,-4.0665747620137959e-10
5.25975,-4.0662521130695616e-10
5.26,-4.0659264208650221e-10
5.26025,-4.0655971950874073e-10
5.2605,-4.065264064201849e-10
5.26075,-4.0649268060526021e-10
5.261,-4.0645852256049518e-10
5.26125,-4.0642391169991802e-10
5.2615,-4.0638883831720846e-10
5.26175,-4.0635330782393308e-10
5.262,-4.0631733158605699e-10
5.26225,-4.0628092635647746e-10
5.2625,-4.0624411940117551e-10
5.26275,-4.0620695286183228e-10
5.263,-4.0616947568840379e-10
5.26325,-4.0613174345775601e-10
5.2635,-4.0609382201235956e-10
5.26375,-4.0605578421513297e-10
5.264,-4.0601770977606545e-10
5.26425,-4.0597968614160119e-10
5.2645,-4.0594180460671928e-10
5.26475,-4.0590416003449285e-10
5.265,-4.0586684928283756e-10
5.26525,-4.0582997201344747e-10
5.2655,-4.0579361999509487e-10
5.26575,-4.057578750145805e-10
5.266,-4.0572281613929612e-10
5.26625,-4.0568851584279072e-10
5.2665,-4.0565503592463369e-10
5.26675,-4.0562242639744243e-10
5.267,-4.0559072903930777e-10
5.26725,-4.055599847671704e-10
5.2675,-4.0553022314428814e-10
5.26775,-4.0550145904871421e-10
5.268,-4.0547370721530829e-10
5.26825,-4.0544698200542399e-10
5.2685,-4.0542128906047491e-10
5.26875,-4.0539663036463677e-10
5.269,-4.0537300743196825e-10
5.26925,-4.0535043346330452e-10
5.2695,-4.0532891139202336e-10
5.26975,-4.0530844230766361e-10
5.27,-4.0528901877905942e-10
5.27025,-4.0527063657069617e-10
5.2705,-4.0525329428765172e-10
5.27075,-4.0523698537247922e-10
5.271,-4.0522169662294902e-10
5.27125,-4.0520740365404155e-10
5.2715,-4.0519408254371821e-10
5.27175,-4.0518171565488549e-10
5.272,-4.0517027865052324e-10
5.27225,-4.0515974339109739e-10
5.2725,-4.0515007585833199e-10
5.27275,-4.0514124697333445e-10
5.273,-4.0513323837841134e-10
5.27325,-4.0512603151449762e-10
5.2735,-4.0511961205926186e-10
5.27375,-4.0511396176161752e-10
5.274,-4.0510907017135982e-10
5.27425,-4.0510493871897554e-10
5.2745,-4.0510156598026188e-10
5.27475,-4.0509894930787715e-10
5.275,-4.0509707772676478e-10
5.27525,-4.0509594236682356e-10
5.2755,-4.0509553763563606e-10
5.27575,-4.0509584972961456e-10
5.276,-4.0509685873474252e-10
5.27625,-4.0509853408225853e-10
5.2765,-4.0510084408001688e-10
5.27675,-4.0510375889089967e-10
5.277,-4.0510724439279586e-10
5.27725,-4.0511126585967124e-10
5.2775,-4.0511578740367828e-10
5.27775,-4.0512077978443074e-10
5.278,-4.0512622186509514e-10
5.27825,-4.0513209629645222e-10
5.2785,-4.0513839142062208e-10
5.27875,-4.0514509698137804e-10
5.279,-4.0515220807340186e-10
5.27925,-4.0515972508835798e-10
5.2795,-4.0516764839248194e-10
5.27975,-4.0517597899873635e-10
5.28,-4.0518471494765901e-10
5.28025,-4.0519385346730281e-10
5.2805,-4.0520338909778057e-10
5.28075,-4.0521331055680438e-10
5.281,-4.052236024971288e-10
5.28125,-4.0523424248787982e-10
5.2815,-4.0524520396948977e-10
5.28175,-4.0525645262790639e-10
5.282,-4.0526795030758551e-10
5.28225,-4.0527965320346554e-10
5.2825,-4.0529151359783656e-10
5.28275,-4.0530348049605807e-10
5.283,-4.0531549984332611e-10
5.28325,-4.0532751782671033e-10
5.2835,-4.0533947817146765e-10
5.28375,-4.0535132685855108e-10
5.284,-4.053630092237534e-10
5.28425,-4.0537447114187907e-10
5.2845,-4.0538565931466989e-10
5.28475,-4.0539652784657188e-10
5.285,-4.0540703510409848e-10
5.28525,-4.0541714493544195e-10
5.2855,-4.0542682872736863e-10
5.28575,-4.0543606150460361e-10
5.286,-4.0544483269035154e-10
5.28625,-4.0545314116462782e-10
5.2865,-4.0546099579879462e-10
5.28675,-4.054684112297569e-10
5.287,-4.0547540816839755e-10
5.28725,-4.0548201283055042e-10
5.2875,-4.0548825802803571e-10
5.28775,-4.0549418560616141e-10
5.288,-4.0549984111010958e-10
5.28825,-4.0550527530675602e-10
5.2885,-4.0551054150158376e-10
5.28875,-4.0551569396606333e-10
5.289,-4.0552078441359392e-10
5.28925,-4.0552586367974729e-10
5.2895,-4.0553097894284629e-10
5.28975,-4.0553617292865274e-10
5.29,-4.0554147851173509e-10
5.29025,-4.055469220491328e-10
5.2905,-4.0555252370871537e-10
5.29075,-4.0555829312001446e-10
5.291,-4.0556423158459409e-10
5.29125,-4.05570329431699e-10
5.2915,-4.0557657174326172e-10
5.29175,-4.0558294068488195e-10
5.292,-4.0558941399649604e-10
5.29225,-4.0559596652718504e-10
5.2925,-4.0560256909359161e-10
5.29275,-4.0560919405749794e-10
5.293,-4.0561581700171211e-10
5.29325,-4.0562241367134052e-10
5.2935,-4.0562896167212585e-10
5.29375,-4.0563543723574986e-10
5.294,-4.056418205494084e-10
5.29425,-4.0564809830153201e-10
5.2945,-4.056542569641118e-10
5.29475,-4.0566028582459945e-10
5.295,-4.0566617120806462e-10
5.29525,-4.0567190222936801e-10
5.2955,-4.0567747457188297e-10
5.29575,-4.0568288140827416e-10
5.296,-4.0568811645179943e-10
5.29625,-4.0569316915902018e-10
5.2965,-4.0569803169856686e-10
5.29675,-4.0570270342521315e-10
5.297,-4.0570718164830429e-10
5.29725,-4.0571146482188894e-10
5.2975,-4.0571554800250626e-10
5.29775,-4.0571943035435225e-10
5.298,-4.0572312040893608e-10
5.29825,-4.0572662572815196e-10
5.2985,-4.0572995629898635e-10
5.29875,-4.0573311950359009e-10
5.299,-4.0573613052795652e-10
5.29925,-4.0573901615790577e-10
5.2995,-4.0574180424814159e-10
5.29975,-4.0574452553759728e-10
5.3,-4.0574720426756044e-10
5.30025,-4.0574987211446949e-10
5.3005,-4.057525690517768e-10
5.30075,-4.0575533072294503e-10
5.301,-4.0575819111955686e-10
5.30125,-4.0576117221411904e-10
5.3015,-4.0576429725263429e-10
5.30175,-4.0576759667289004e-10
5.302,-4.0577109187944217e-10
5.30225,-4.0577479718400528e-10
5.3025,-4.0577871403243224e-10
5.30275,-4.0578284152406586e-10
5.303,-4.0578718240826817e-10
5.30325,-4.0579172625346021e-10
5.3035,-4.0579645520647598e-10
5.30375,-4.0580133488143042e-10
5.304,-4.0580633002718773e-10
5.30425,-4.0581141188985943e-10
5.3045,-4.0581654485007343e-10
5.30475,-4.0582169254236849e-10
5.305,-4.0582681002268211e-10
5.30525,-4.0583186197401111e-10
5.3055,-4.0583682905381463e-10
5.30575,-4.0584169448898831e-10
5.306,-4.0584644969920994e-10
5.30625,-4.0585108405702917e-10
5.3065,-4.0585559879836675e-10
5.30675,-4.058600107400718e-10
5.307,-4.0586433670325448e-10
5.30725,-4.0586859591982134e-10
5.3075,-4.0587279731795804e-10
5.30775,-4.0587695290367186e-10
5.308,-4.058810809382172e-10
5.30825,-4.0588518958951468e-10
5.3085,-4.0588928020215243e-10
5.30875,-4.058933369783261e-10
5.309,-4.0589734308956095e-10
5.30925,-4.0590128566510869e-10
5.3095,-4.0590514048657158e-10
5.30975,-4.0590888006817103e-10
5.31,-4.0591246236689719e-10
5.31025,-4.0591584910479211e-10
5.3105,-4.0591900912592054e-10
5.31075,-4.0592190695458957e-10
5.311,-4.0592450858147759e-10
5.31125,-4.059267756526068e-10
5.3115,-4.0592868599686937e-10
5.31175,-4.0593021876856269e-10
5.312,-4.0593134819299669e-10
5.31225,-4.0593206544564827e-10
5.3125,-4.059323646892908e-10
5.31275,-4.059322456877119e-10
5.313,-4.0593170369621189e-10
5.31325,-4.0593075147149847e-10
5.3135,-4.0592939943973525e-10
5.31375,-4.0592766049095789e-10
5.314,-4.0592553743343087e-10
5.31425,-4.0592304361853207e-10
5.3145,-4.059201871379282e-10
5.31475,-4.0591697437884417e-10
5.315,-4.0591339916127913e-10
5.31525,-4.0590946747091819e-10
5.3155,-4.0590517746583503e-10
5.31575,-4.0590052650376242e-10
5.316,-4.0589549759096078e-10
5.31625,-4.0589008353524098e-10
5.3165,-4.0588427402189224e-10
5.31675,-4.0587806110858533e-10
5.317,-4.0587142837525931e-10
5.31725,-4.0586437535636547e-10
5.3175,-4.0585690477715222e-10
5.31775,-4.0584902802391517e-10
5.318,-4.0584074904647856e-10
5.31825,-4.058320953490951e-10
5.3185,-4.0582310054959917e-10
5.31875,-4.0581380353115994e-10
5.319,-4.0580424135556906e-10
5.31925,-4.0579447511470755e-10
5.3195,-4.0578456575724941e-10
5.31975,-4.0577457711776936e-10
5.32,-4.0576455938691306e-10
5.32025,-4.0575457812654583e-10
5.3205,-4.0574468734529596e-10
5.32075,-4.0573493380060979e-10
5.321,-4.057253425980303e-10
5.32125,-4.0571594800786926e-10
5.3215,-4.0570676966819105e-10
5.32175,-4.056978190358615e-10
5.322,-4.0568908522356488e-10
5.32225,-4.0568057265518726e-10
5.3225,-4.0567227522675549e-10
5.32275,-4.0566418519649092e-10
5.323,-4.056562840324359e-10
5.32325,-4.0564857207095004e-10
5.3235,-4.056410467888531e-10
5.32375,-4.0563370967972938e-10
5.324,-4.0562655540932209e-10
5.32425,-4.0561960299095768e-10
5.3245,-4.0561287164229656e-10
5.32475,-4.0560638827298011e-10
5.325,-4.0560017024892652e-10
5.32525,-4.0559426585511028e-10
5.3255,-4.0558872365892593e-10
5.32575,-4.0558359299149396e-10
5.326,-4.055789134299477e-10
5.32625,-4.0557475121668357e-10
5.3265,-4.0557116506902108e-10
5.32675,-4.0556821152418612e-10
5.327,-4.0556592631364907e-10
5.32725,-4.0556436676343538e-10
5.3275,-4.0556358176140477e-10
5.32775,-4.0556360675906246e-10
5.328,-4.0556445641060086e-10
5.32825,-4.0556616637067664e-10
5.3285,-4.0556876147277149e-10
5.32875,-4.0557226055373529e-10
5.329,-4.0557666540306629e-10
5.32925,-4.05581999293993e-10
5.3295,-4.055882763000682e-10
5.32975,-4.0559550900780252e-10
5.33,-4.0560368962909281e-10
5.33025,-4.056128350338511e-10
5.3305,-4.0562295081828387e-10
5.33075,-4.0563403526270487e-10
5.331,-4.0564606154932135e-10
5.33125,-4.056590210889962e-10
5.3315,-4.056728865651702e-10
5.33175,-4.0568762478736081e-10
5.332,-4.0570317561285003e-10
5.33225,-4.0571949369575992e-10
5.3325,-4.0573652483959811e-10
5.33275,-4.0575420257732461e-10
5.333,-4.0577244676739749e-10
5.33325,-4.0579119928614884e-10
5.3335,-4.05810400024287e-10
5.33375,-4.0582999970007551e-10
5.334,-4.0584993850694591e-10
5.33425,-4.0587018906121978e-10
5.3345,-4.058907342531502e-10
5.33475,-4.0591156411193832e-10
5.335,-4.0593266840703302e-10
5.33525,-4.0595406316536763e-10
5.3355,-4.0597576861628343e-10
5.33575,-4.0599781433583681e-10
5.336,-4.0602021897362076e-10
5.33625,-4.0604302012299885e-10
5.3365,-4.0606625042475483e-10
5.33675,-4.0608993404854321e-10
5.337,-4.0611407641915481e-10
5.33725,-4.0613869461221161e-10
5.3375,-4.0616378776340609e-10
5.33775,-4.0618934400661109e-10
5.338,-4.0621533230586951e-10
5.33825,-4.0624172735039862e-10
5.3385,-4.0626849068561504e-10
5.33875,-4.0629558035660743e-10
5.339,-4.0632293644779762e-10
5.33925,-4.0635051114369801e-10
5.3395,-4.0637824987322129e-10
5.33975,-4.0640609359497833e-10
5.34,-4.0643397631912264e-10
5.34025,-4.06461840360884e-10
5.3405,-4.064896240495855e-10
5.34075,-4.0651726369868254e-10
5.341,-4.0654468472339205e-10
5.34125,-4.065718209536142e-10
5.3415,-4.0659860067099298e-10
5.34175,-4.0662495107393657e-10
5.342,-4.0665079269645012e-10
5.34225,-4.0667605166941681e-10
5.3425,-4.0670065440681521e-10
5.34275,-4.0672452752924174e-10
5.343,-4.0674759667898412e-10
5.34325,-4.0676980007608714e-10
5.3435,-4.0679107946815926e-10
5.34375,-4.068113800039195e-10
5.344,-4.068306495435261e-10
5.34425,-4.0684884641255929e-10
5.3445,-4.0686593338160371e-10
5.34475,-4.068818751839987e-10
5.345,-4.0689663698238064e-10
5.34525,-4.0691019025072911e-10
5.3455,-4.0692250647302247e-10
5.34575,-4.0693355725191472e-10
5.346,-4.0694331830131445e-10
5.34625,-4.0695176908883476e-10
5.3465,-4.0695889252415625e-10
5.34675,-4.0696467545994711e-10
5.347,-4.0696910843728e-10
5.34725,-4.0697218760357787e-10
5.3475,-4.0697391369787343e-10
5.34775,-4.0697429190764463e-10
5.348,-4.0697333526516723e-10
5.34825,-4.0697106022925916e-10
5.3485,-4.0696749116932917e-10
5.34875,-4.0696266088910518e-10
5.349,-4.0695660477587524e-10
5.34925,-4.0694936692487761e-10
5.3495,-4.0694100036012916e-10
5.34975,-4.0693155884841929e-10
