Physical Time (s),ev_right Monitor (W): right_cv1,ev_right Monitor (W): right_cv2,ev_right Monitor (W): right_cv3,ev_right Monitor (W): right_cv4,ev_right Monitor (W): right_cv5,ev_right Monitor (W): right_cv6,ev_right Monitor (W): right_cv7
5.76625,1.1022802085409893e-07,6.2631587500815145e-07,5.8801988049477697e-07,4.8854885581365312e-07,3.8560931601176442e-07,6.2670091821383748e-08,8.7775430766647874e-09
5.7665,1.0978750118125946e-07,6.2629097870503182e-07,5.8800299111916988e-07,4.889392487182137e-07,3.8683910754594358e-07,6.3854345355284322e-08,8.7606290875091251e-09
5.76675,1.0937423815671723e-07,6.2626291071244774e-07,5.8798220090266516e-07,4.8930461432990909e-07,3.880383193517539e-07,6.5045271054532975e-08,8.7434247332543835e-09
5.767,1.0898842855588979e-07,6.2623162106159377e-07,5.8795741040828048e-07,4.8964505389536252e-07,3.8920687805771601e-07,6.6242689147708639e-08,8.7259234974721678e-09
5.76725,1.0863001369286346e-07,6.2619711605456549e-07,5.8792821445358157e-07,4.8996088822531952e-07,3.9034450602582283e-07,6.7446457908368705e-08,8.7081309437256519e-09
5.7675,1.0829886250776548e-07,6.261594805861898e-07,5.8789423866522852e-07,4.902519053829615e-07,3.9145090748261929e-07,6.8656393927809039e-08,8.6900406902922316e-09
5.76775,1.0799522467027782e-07,6.2611790542446851e-07,5.8785536925989153e-07,4.9051784841616227e-07,3.9252688503787038e-07,6.9872313000919404e-08,8.671658793448389e-09
5.768,1.0771951699008395e-07,6.2607201939498233e-07,5.8781145770861523e-07,4.9076002113129429e-07,3.935744941612442e-07,7.1094040492499618e-08,8.6529823066150171e-09
5.76825,1.074718407201286e-07,6.2602120540451527e-07,5.8776197013539844e-07,4.9097960351294056e-07,3.9459538819302324e-07,7.2321406368178071e-08,8.6340140537857444e-09
5.7685,1.0725182934095834e-07,6.2596511059471325e-07,5.8770695507747771e-07,4.9117723834343339e-07,3.9559029363788221e-07,7.3554201837893024e-08,8.6147536105553529e-09
5.76875,1.070590134375073e-07,6.2590381122744049e-07,5.8764637590501254e-07,4.9135334892034453e-07,3.9655857315165517e-07,7.4792157507542393e-08,8.5951993017208757e-09
5.769,1.0689359540390384e-07,6.2583769409736966e-07,5.8758020602793872e-07,4.9150853054594693e-07,3.9749954148877616e-07,7.6035031457241208e-08,8.5753548536114164e-09
5.76925,1.0675603141671358e-07,6.2576606516042787e-07,5.8750843530453004e-07,4.9164361025845685e-07,3.9841215449355118e-07,7.7282671402651288e-08,8.5552201692313944e-09
5.7695,1.0664582462035688e-07,6.2568777414043172e-07,5.8743079449062296e-07,4.9175777739654582e-07,3.9929524084984369e-07,7.8534948441466827e-08,8.5347968464984623e-09
5.76975,1.0656259723002718e-07,6.2560273299151723e-07,5.8734684969820257e-07,4.9185028446820559e-07,4.001480817420805e-07,7.9791644923221082e-08,8.514089003210233e-09
5.77,1.065056335037935e-07,6.2551077284965027e-07,5.8725607582823843e-07,4.9192142664555696e-07,4.0096946496674976e-07,8.1052541726076702e-08,8.4930966074784172e-09
5.77025,1.0647526304326e-07,6.254115570303138e-07,5.8715792869755252e-07,4.9197118214083953e-07,4.0176003495103317e-07,8.2317483265046681e-08,8.4718209862461227e-09
5.7705,1.0647212429662295e-07,6.2530546928792758e-07,5.8705190519916623e-07,4.9200011553017106e-07,4.0252021102852035e-07,8.3586299346856727e-08,8.4502582966076802e-09
5.77075,1.0649593245552637e-07,6.2519258654709378e-07,5.8693769161303615e-07,4.9200878932999718e-07,4.0324944708691762e-07,8.4858726830411373e-08,8.4284126071050086e-09
5.771,1.0654676777202274e-07,6.2507164694308057e-07,5.868147473660012e-07,4.9199697222335924e-07,4.0394742290490672e-07,8.6134436331714767e-08,8.4062911618546416e-09
5.77125,1.0662528331443452e-07,6.249414391439124e-07,5.8668237581804647e-07,4.9196475454047601e-07,4.0461649787781315e-07,8.7413137951526238e-08,8.3838971723707459e-09
5.7715,1.0673162515319954e-07,6.2480150684024069e-07,5.865398387017793e-07,4.9191230654846682e-07,4.0525803952724365e-07,8.8694471237897913e-08,8.3612274825740103e-09
5.77175,1.0686523948056622e-07,6.2465278638251253e-07,5.8638651281312749e-07,4.9183950794096186e-07,4.0587327690660429e-07,8.9978107410618721e-08,8.338277301067517e-09
5.772,1.07025790190158e-07,6.2449560802645788e-07,5.862220945029708e-07,4.917465071392892e-07,4.064635210723568e-07,9.126379826159809e-08,8.3150411269879985e-09
5.77225,1.072130931771467e-07,6.2432857913313231e-07,5.8604652414828357e-07,4.9163349554413274e-07,4.0702967442637277e-07,9.2551336475703809e-08,8.2915137591076097e-09
5.7725,1.0742791278308348e-07,6.2415096668046444e-07,5.8585969742368767e-07,4.9150042553035965e-07,4.0757171995576919e-07,9.3840575666994579e-08,8.2676818605695206e-09
5.77275,1.0766970576938325e-07,6.2396226409547585e-07,5.8566139232552925e-07,4.9134733146127352e-07,4.0809008311645642e-07,9.5131334961009119e-08,8.2435284784007437e-09
5.773,1.0793827299987467e-07,6.2376244388949777e-07,5.8545148057242615e-07,4.9117438315648784e-07,4.0858493996067347e-07,9.6423363841765417e-08,8.2190287052459231e-09
5.77325,1.0823267479120294e-07,6.235519189920828e-07,5.8522990813472789e-07,4.909816292413362e-07,4.0905725624884725e-07,9.7716451966696555e-08,8.194142523395129e-09
5.7735,1.0855189724018293e-07,6.2332954211212762e-07,5.8499634549922374e-07,4.9076915293820656e-07,4.0950755971923172e-07,9.9010431211048767e-08,8.168785417079835e-09
5.77375,1.088958195259246e-07,6.2309462983586557e-07,5.8475028576157682e-07,4.9053710424059719e-07,4.0993586078846241e-07,1.0030511306965297e-07,8.1429098623853595e-09
5.774,1.092649610854412e-07,6.2284716227199358e-07,5.8449106830045537e-07,4.9028555032644288e-07,4.1034246939240227e-07,1.0160027432440327e-07,8.1165518862592994e-09
5.77425,1.0965982429109746e-07,6.2258696896317125e-07,5.8421811156920096e-07,4.900148086107691e-07,4.1072780701341209e-07,1.0289561369077845e-07,8.0898078214250515e-09
5.7745,1.1008033707885953e-07,6.2231244575692568e-07,5.8393111459080498e-07,4.8972520012646179e-07,4.1109186540348785e-07,1.0419083676666711e-07,8.0627693351798707e-09
5.77475,1.1052603176828858e-07,6.2202324535969654e-07,5.8362981564321719e-07,4.894171504166935e-07,4.1143376708440671e-07,1.0548573605527495e-07,8.0354680244887391e-09
5.775,1.1099721212655174e-07,6.2172012722936855e-07,5.8331425438343268e-07,4.890906505286812e-07,4.117526474595143e-07,1.0678012286026866e-07,8.0079164157687585e-09
5.77525,1.11494261605695e-07,6.2140444398914603e-07,5.8298409493175697e-07,4.8874566325936405e-07,4.1204763991264936e-07,1.0807383643789969e-07,7.9801312903061495e-09
5.7755,1.1201699456341625e-07,6.2107274017117146e-07,5.8263859973663807e-07,4.8838204555950469e-07,4.1231866122544691e-07,1.0936659605126137e-07,7.9521107888967774e-09
5.77575,1.125641528352585e-07,6.2072421527856341e-07,5.8227683609357772e-07,4.8799959092303247e-07,4.1256543744940668e-07,1.106580110215547e-07,7.9238527935914295e-09
5.776,1.1313554106784572e-07,6.2036075301238231e-07,5.8189878146249112e-07,4.8759866496547761e-07,4.127884766358003e-07,1.1194779314276161e-07,7.8953578643550144e-09
5.77625,1.1373163158035996e-07,6.1998211989953907e-07,5.8150591219356176e-07,4.8717962412352267e-07,4.1298856248563741e-07,1.1323573446183816e-07,7.8666246437679258e-09
5.7765,1.1435209538393712e-07,6.19585090058954e-07,5.8109931823023573e-07,4.8674221245952232e-07,4.1316585839124187e-07,1.145219567622137e-07,7.8376519226306395e-09
5.77675,1.1499623488494803e-07,6.1917147994657628e-07,5.8067555222732918e-07,4.8628611465023716e-07,4.1332101162001617e-07,1.1580748938615315e-07,7.808438659004734e-09
5.777,1.1566363943893357e-07,6.1874060521595329e-07,5.8023272601378249e-07,4.8581131618389661e-07,4.1345406296463104e-07,1.1709298693328354e-07,7.7789827736645686e-09
5.77725,1.1635439240856204e-07,6.182894432085267e-07,5.797704874488881e-07,4.8531823053315895e-07,4.1356539618262347e-07,1.1837890184623879e-07,7.7492836970394493e-09
5.7775,1.1706846051517124e-07,6.1781922539401845e-07,5.7928742410476836e-07,4.8480688101450721e-07,4.1365549444613789e-07,1.1966554827482684e-07,7.719340655644672e-09
5.77775,1.1780599231447671e-07,6.1732835354303869e-07,5.7878320022088418e-07,4.8427697033252572e-07,4.1372439014731403e-07,1.2095326050956327e-07,7.6891538342915594e-09
5.778,1.1856675431019961e-07,6.1681560797023287e-07,5.7825742983767237e-07,4.8372844395433304e-07,4.1377213908140919e-07,1.2224228257672089e-07,7.6587237007780268e-09
5.77825,1.1935034525878646e-07,6.1628021022282359e-07,5.7770930303011834e-07,4.8316155839784998e-07,4.1379928352380068e-07,1.2353229327104149e-07,7.6280511302133909e-09
5.7785,1.2015667335774488e-07,6.1572150436108015e-07,5.7713807914616497e-07,4.8257660821095599e-07,4.1380689010567791e-07,1.2482233993400321e-07,7.5971374568948698e-09
5.77875,1.2098604149748996e-07,6.1513826480988636e-07,5.7654465846732259e-07,4.8197381315245151e-07,4.1379579053023218e-07,1.2611181884324884e-07,7.5659838516584611e-09
5.779,1.2183851312688322e-07,6.1452919985725668e-07,5.7592821671457619e-07,4.8135301190058117e-07,4.137664792384516e-07,1.2740026856000562e-07,7.5345898177394946e-09
5.77925,1.2271377962540258e-07,6.1389381343209307e-07,5.7528477534733291e-07,4.8071424942028952e-07,4.1371926073043636e-07,1.2868744703339832e-07,7.5029551025389978e-09
5.7795,1.2361141566286705e-07,6.1323402961805146e-07,5.7461216313405984e-07,4.8005762602295575e-07,4.1365345972894761e-07,1.2997306410083137e-07,7.4710782715975589e-09
5.77975,1.2453107920286094e-07,6.1254843003299806e-07,5.7390934562972256e-07,4.7938383417325533e-07,4.1356893476734378e-07,1.3125701794315703e-07,7.4389581123268998e-09
5.78,1.2547257588001887e-07,6.118355250268299e-07,5.7317589406529532e-07,4.7869318664160715e-07,4.1346629317004478e-07,1.3253984890570022e-07,7.4065941832030656e-09
5.78025,1.264359573886084e-07,6.1109847300142749e-07,5.7241054028894044e-07,4.7798582241604939e-07,4.1334558256301284e-07,1.3382183208538165e-07,7.3739867741842261e-09
5.7805,1.2742029040711024e-07,6.1033612314053247e-07,5.7161323342774899e-07,4.772622713807752e-07,4.1320633374793493e-07,1.3510326134768861e-07,7.3411366003923697e-09
5.78075,1.2842515929902096e-07,6.0954432997485564e-07,5.7078172481007233e-07,4.7652297356641233e-07,4.1304762601380958e-07,1.3638406617720701e-07,7.3080385071611804e-09
5.781,1.2945104117181238e-07,6.0872540487464297e-07,5.6991290387851329e-07,4.7576830413803807e-07,4.1286862676025851e-07,1.3766382507603e-07,7.2746881984316636e-09
5.78125,1.3049794236707683e-07,6.078780626630616e-07,5.6900625014351458e-07,4.7499827928335334e-07,4.1266812235382903e-07,1.389423807750361e-07,7.2410819356970941e-09
5.7815,1.3156546180512033e-07,6.070011186490066e-07,5.6806445416147394e-07,4.7421256511039126e-07,4.1244595883914889e-07,1.402196208037242e-07,7.2072184248096874e-09
5.78175,1.3265340509940176e-07,6.0609547258433711e-07,5.6708695351438505e-07,4.734110734661058e-07,4.1220209846069671e-07,1.4149524473309023e-07,7.173099551237594e-09
5.782,1.337617216315065e-07,6.0516029190143289e-07,5.6607397724845712e-07,4.7259391389085227e-07,4.1193641853114334e-07,1.4276884252249993e-07,7.1387278893043334e-09
5.78225,1.3489003953965339e-07,6.0419762371503581e-07,5.6502403827537819e-07,4.7176100931256547e-07,4.1164847092550819e-07,1.440396513790255e-07,7.104106596135195e-09
5.7825,1.3603867668963099e-07,6.0320779065775114e-07,5.6393540833911083e-07,4.7091300595288408e-07,4.1133804612902761e-07,1.4530695058843654e-07,7.0692385327120685e-09
5.78275,1.3720693735679963e-07,6.0218985714045286e-07,5.6280748349781627e-07,4.700500999458162e-07,4.1100489820056194e-07,1.4657018450522876e-07,7.0341269254866964e-09
5.783,1.3839449698246646e-07,6.0114360535639181e-07,5.6163901136724109e-07,4.6917220891319795e-07,4.1064861614919135e-07,1.478284877413836e-07,6.9987749347763973e-09
5.78325,1.3960159170601761e-07,6.0006821513487865e-07,5.6042979742569616e-07,4.682778538767124e-07,4.1026947903121671e-07,1.4907965505298114e-07,6.9631849096548102e-09
5.7835,1.4082816524712841e-07,5.9896247713781782e-07,5.5917752514142864e-07,4.6736461561744629e-07,4.0986771505251104e-07,1.5032189977056948e-07,6.9273595759248159e-09
5.78375,1.420738636375341e-07,5.9782478404929862e-07,5.5788077516942048e-07,4.6643167644219341e-07,4.0944314370168094e-07,1.5155411713664887e-07,6.8913013713252485e-09
5.784,1.4333823706688203e-07,5.9665401781542072e-07,5.5654070021552883e-07,4.6547846550317246e-07,4.0899595354212772e-07,1.5277550311857049e-07,6.8550126481853377e-09
5.78425,1.446208877490374e-07,5.9544908117869907e-07,5.5515784684192711e-07,4.6450469028542853e-07,4.08526146813521e-07,1.5398552025506946e-07,6.8184933371861091e-09
5.7845,1.4592171577678284e-07,5.9420997214395688e-07,5.5373148030660861e-07,4.6351071124292046e-07,4.0803406252764038e-07,1.5518371016760376e-07,6.7817419936007103e-09
5.78475,1.4724136492042646e-07,5.9293653722594037e-07,5.5226042466136396e-07,4.6249698761041111e-07,4.0752004235303135e-07,1.5636939553535213e-07,6.7447577325215792e-09
5.785,1.4857948898926126e-07,5.9162964707559213e-07,5.5074525514660692e-07,4.6146370462879035e-07,4.0698431639163987e-07,1.5754220801777727e-07,6.7075400857026375e-09
5.78525,1.4993531179327348e-07,5.9028888469602741e-07,5.4918541584628618e-07,4.6041108208435748e-07,4.0642777846654157e-07,1.587019531665343e-07,6.6700889413023313e-09
5.7855,1.5130859067738537e-07,5.8891400618421947e-07,5.4758128713506199e-07,4.5933932702005872e-07,4.0585037033653134e-07,1.5984844301780821e-07,6.6324049000813328e-09
5.78575,1.5269934072890015e-07,5.8750678755151114e-07,5.4593358632560074e-07,4.5824877943836616e-07,4.0525249613117635e-07,1.6098166891194317e-07,6.5944861069461702e-09
5.786,1.5410738521535187e-07,5.8607275957255728e-07,5.4424174608238141e-07,4.571395503392361e-07,4.0463385540948966e-07,1.6210130726581588e-07,6.5563297713935659e-09
5.78625,1.555322341365483e-07,5.8460869834978848e-07,5.4250496326368707e-07,4.5601195621034128e-07,4.0399436140799983e-07,1.6320703343557637e-07,6.5179342801900829e-09
5.7865,1.5697366260439369e-07,5.8310078949647394e-07,5.4072396959171401e-07,4.5486649547485227e-07,4.033340399375662e-07,1.6429879091341448e-07,6.4792993501221009e-09
5.78675,1.5843188417010097e-07,5.8154385215846991e-07,5.3889776245341014e-07,4.5370377178659361e-07,4.0265320124386326e-07,1.653765668846041e-07,6.4404265172582934e-09
5.787,1.5990742015904295e-07,5.7993603921942624e-07,5.3702677995886284e-07,4.5252403176059809e-07,4.0195191292105629e-07,1.6644033996933941e-07,6.4013176208474082e-09
5.78725,1.6139955436025479e-07,5.7827711065018759e-07,5.3511146932497633e-07,4.5132739588473013e-07,4.0123056566514976e-07,1.6749023970384927e-07,6.3619719849844314e-09
5.7875,1.6290738087142172e-07,5.7656731624695228e-07,5.3315104697309063e-07,4.5011371501812643e-07,4.0049026284939469e-07,1.6852615702256983e-07,6.3223868160879899e-09
5.78775,1.6443087101992167e-07,5.7480658564360141e-07,5.3114523411747136e-07,4.4888254867211181e-07,3.9973245604276098e-07,1.6954805507055569e-07,6.2825575207453948e-09
5.788,1.6597005597120039e-07,5.72995653159261e-07,5.2909320933267894e-07,4.4763349225631101e-07,3.9895770091736303e-07,1.7055623309406405e-07,6.2424852717599957e-09
5.78825,1.6752443559699581e-07,5.7113672567386727e-07,5.2699481466323625e-07,4.4636643523674685e-07,3.981659291062574e-07,1.7155079435860905e-07,6.2021750287419912e-09
5.7885,1.6909360226040313e-07,5.6922954649820976e-07,5.2485125110967735e-07,4.4508072083859028e-07,3.9735691809774135e-07,1.7253208198066539e-07,6.1616334323687997e-09
5.78875,1.7067774525528391e-07,5.672735693623518e-07,5.2266355580724286e-07,4.4377598138082951e-07,3.9652779574976208e-07,1.7350013596157478e-07,6.1208674545997642e-09
5.789,1.7227689641429921e-07,5.6526814837512462e-07,5.2043132332089413e-07,4.4245179239885271e-07,3.956772913479699e-07,1.7445455650932402e-07,6.0798828324904529e-09
5.78925,1.7389077665253151e-07,5.6321272895943567e-07,5.181540806243961e-07,4.4110745033262891e-07,3.9480497897464552e-07,1.7539514172051034e-07,6.0386846098213072e-09
5.7895,1.7551884058618582e-07,5.6110535762583619e-07,5.1583157577371587e-07,4.397417556738747e-07,3.939110321457632e-07,1.7632139256395935e-07,5.997278287077988e-09
5.78975,1.7716062611375369e-07,5.5893821675366598e-07,5.1346358391571204e-07,4.3835461826768541e-07,3.9299556927349413e-07,1.7723285085887393e-07,5.9556709359184948e-09
5.79,1.7881592024382934e-07,5.5670945334311472e-07,5.1104996071902988e-07,4.3694721990500576e-07,3.9205862178063171e-07,1.7812916948376031e-07,5.9138695706703401e-09
5.79025,1.8048449126363014e-07,5.544301946525835e-07,5.0859024929917593e-07,4.3552318613284742e-07,3.9110052124187294e-07,1.7900994258927107e-07,5.8718812260289368e-09
5.7905,1.8216622928646961e-07,5.5210319793115605e-07,5.0608356121413977e-07,4.3408383905612947e-07,3.9012142236073151e-07,1.7987526153101282e-07,5.8297120306014855e-09
5.79075,1.8386112511458202e-07,5.497281960056963e-07,5.0352905387531661e-07,4.3262953651114562e-07,3.8912141462424441e-07,1.8072495747803398e-07,5.7873670627437235e-09
5.791,1.8556909935911113e-07,5.4730464970854376e-07,5.0092606282374318e-07,4.3116043609853899e-07,3.8810054483681217e-07,1.8155916028281743e-07,5.7448515301388312e-09
5.79125,1.8728972789008233e-07,5.4483242038416505e-07,4.9827410088967875e-07,4.2967655895591599e-07,3.8705879903564676e-07,1.8237774752388872e-07,5.7021704861782646e-09
5.7915,1.8902322654485004e-07,5.4231105340614324e-07,4.9557273123126863e-07,4.2817788747882849e-07,3.8599608748365675e-07,1.8318068015202249e-07,5.6593293790168204e-09
5.79175,1.9077003221260052e-07,5.3973787383619109e-07,4.9282147120818421e-07,4.2666424942574977e-07,3.8491241169299136e-07,1.8396786351037076e-07,5.616333681056191e-09
5.792,1.925293161518653e-07,5.3710845444818173e-07,4.9001987402371889e-07,4.2513537294126573e-07,3.8380787760011461e-07,1.8473731827994755e-07,5.5731884326368637e-09
5.79225,1.9430047846215264e-07,5.3442123937934941e-07,4.8716799355940376e-07,4.2359090198593781e-07,3.8268253607070144e-07,1.8548808049799349e-07,5.5298976320931612e-09
5.7925,1.9608343924875584e-07,5.3167501495509384e-07,4.8426610683452263e-07,4.2203064278073338e-07,3.8153649934417762e-07,1.862199270510986e-07,5.4864639576413308e-09
5.79275,1.9787844785548131e-07,5.2886819736843262e-07,4.8131428105205926e-07,4.2045429296138678e-07,3.803698959620372e-07,1.8693208922200818e-07,5.4428896690498313e-09
5.793,1.996856160503908e-07,5.2599899580253352e-07,4.7831273178767124e-07,4.1886148837303879e-07,3.7918311229687748e-07,1.8762395385308055e-07,5.3991758998222446e-09
5.79325,2.0150423744960145e-07,5.2306507824060519e-07,4.7526170410144625e-07,4.172518781563348e-07,3.7797675157764478e-07,1.8829497268384708e-07,5.3553221099128348e-09
5.7935,2.0333375241179699e-07,5.2006541780501378e-07,4.7216125277335575e-07,4.1562489001568204e-07,3.7675124581773609e-07,1.8894474519187547e-07,5.3113277352229294e-09
5.79375,2.0517439738555356e-07,5.170036638680538e-07,4.6901165144563255e-07,4.1397999887515492e-07,3.7550680900394572e-07,1.8957368846055654e-07,5.2671934287647299e-09
5.794,2.0702652448151241e-07,5.1388137570746972e-07,4.6581329439401839e-07,4.1231689567279545e-07,3.7424383344188081e-07,1.9018197021689994e-07,5.2229208582868421e-09
5.79425,2.0888918561223395e-07,5.1069852866514733e-07,4.6256672020126578e-07,4.1063531905565043e-07,3.7296233050407673e-07,1.9076981916837034e-07,5.1785117644416879e-09
5.7945,2.1076192935131922e-07,5.0745447553146896e-07,4.5927244832268e-07,4.0893510098976808e-07,3.7166220447436077e-07,1.9133752958690021e-07,5.1339673384206727e-09
5.79475,2.1264534817184702e-07,5.0414771358488783e-07,4.55930755046951e-07,4.0721609944813215e-07,3.7034356025149807e-07,1.9188528353077625e-07,5.0892898059828037e-09
5.795,2.1453919557022912e-07,5.0077736269032018e-07,4.5254171762676498e-07,4.0547849638842644e-07,3.6900643217148841e-07,1.9241317244621585e-07,5.0444816629037843e-09
5.79525,2.1644238107929147e-07,4.9734264120940007e-07,4.4910546376680377e-07,4.0372225887155032e-07,3.6765089707393175e-07,1.9292036973764499e-07,4.999545352513997e-09
5.7955,2.1835474652127925e-07,4.9384263184931686e-07,4.4562253831016534e-07,4.019473705954646e-07,3.6627706440669584e-07,1.9340647342709662e-07,4.9544848998593586e-09
5.79575,2.2027666003857734e-07,4.9027647337399372e-07,4.4209372376865515e-07,4.0015396491906958e-07,3.6488491353218816e-07,1.9387105228979856e-07,4.9093055833639256e-09
5.796,2.2220762105547815e-07,4.8664302830035433e-07,4.3851985477059673e-07,3.9834220630353739e-07,3.634744923952927e-07,1.9431382069563945e-07,4.8640120676176693e-09
5.79625,2.2414682587373527e-07,4.8294236719575738e-07,4.3490173032574578e-07,3.9651207198521371e-07,3.620462238456246e-07,1.9473513374425668e-07,4.8186076656296139e-09
5.7965,2.2609482718643256e-07,4.7917426882709394e-07,4.3124014425083757e-07,3.9466380043200786e-07,3.6059999631171392e-07,1.951351530448724e-07,4.7730952492976878e-09
5.79675,2.2805172761926515e-07,4.7533825675322155e-07,4.2753589761597863e-07,3.9279747037292373e-07,3.591348967726086e-07,1.9551404363547144e-07,4.7274787909118464e-09
5.797,2.3001682334450297e-07,4.7143361015643221e-07,4.2378988917770866e-07,3.9091290747122921e-07,3.5764986311468769e-07,1.9587217094414472e-07,4.6817634130277365e-09
5.79725,2.3198939555433233e-07,4.6745953747264072e-07,4.2000313648004904e-07,3.8900984864586733e-07,3.561444908586473e-07,1.9620989757077239e-07,4.6359547780083733e-09
5.7975,2.3396973790177186e-07,4.6341539931128968e-07,4.16176594926539e-07,3.8708809401516959e-07,3.5461851972528235e-07,1.9652799713741824e-07,4.5900596014323766e-09
5.79775,2.3595850689803403e-07,4.5930086879332297e-07,4.1231110788390197e-07,3.8514747321025409e-07,3.530728468248892e-07,1.9682730017476012e-07,4.5440858371106245e-09
5.798,2.3795533207966165e-07,4.5511478798269497e-07,4.0840740044341998e-07,3.8318783433948796e-07,3.5151011404285785e-07,1.9710842431771634e-07,4.4980416572804351e-09
5.79825,2.3995921332393239e-07,4.5085620773984962e-07,4.0446615219808309e-07,3.8120908382148571e-07,3.499320935072311e-07,1.9737164207249578e-07,4.4519355845820425e-09
5.7985,2.4197009397654223e-07,4.4652462540418665e-07,4.0048815780709528e-07,3.7921114329322627e-07,3.483399838621779e-07,1.9761884870484928e-07,4.4057768110560463e-09
5.79875,2.4398845241923133e-07,4.4211939392042482e-07,3.9647427009834162e-07,3.7719395767896145e-07,3.467342606757158e-07,1.9785257810673242e-07,4.3595750195558583e-09
5.799,2.4601433926411131e-07,4.3763915549632843e-07,3.9242534790296834e-07,3.7515744647388066e-07,3.4511503553974877e-07,1.9807421619983042e-07,4.3133405707645293e-09
5.79925,2.4804660803111505e-07,4.3308355428224206e-07,3.883423396987772e-07,3.7310138312692404e-07,3.4348234569786418e-07,1.9828470247702546e-07,4.2670850711464307e-09
5.7995,2.5008474823436824e-07,4.2845256690385736e-07,3.8422620563094933e-07,3.7102559002965065e-07,3.4183615161615316e-07,1.9848478028399627e-07,4.2208190717534228e-09
5.79975,2.5212901039496916e-07,4.2374569921176949e-07,3.8007791105062149e-07,3.6893003421315666e-07,3.4017636881799674e-07,1.9867476117903638e-07,4.174547394548772e-09
5.8,2.5417970599977613e-07,4.1896437017226428e-07,3.7589846908942109e-07,3.6681463003014098e-07,3.3850296206056187e-07,1.988551405146498e-07,4.1282739609358938e-09
5.80025,2.5623673472064143e-07,4.1411011940149865e-07,3.7168895602414085e-07,3.6467922924123733e-07,3.3681595192566968e-07,1.9902647172000481e-07,4.0820020440980014e-09
5.8005,2.5829931044124981e-07,4.0918411993260702e-07,3.6745046212734268e-07,3.6252366919845761e-07,3.3511536325581582e-07,1.9918894136683472e-07,4.0357360894660674e-09
5.80075,2.603673401325663e-07,4.0418708598949387e-07,3.6318404142642391e-07,3.6034781519288468e-07,3.3340120236434744e-07,1.9934269896537801e-07,3.9894825397655426e-09
5.801,2.6244105031279662e-07,3.9911941170273689e-07,3.5889073204166361e-07,3.5815148612330286e-07,3.316734956619666e-07,1.9948785678742457e-07,3.9432485532749726e-09
5.80125,2.6451969608384361e-07,3.9398202371010877e-07,3.5457158421292191e-07,3.5593451045095085e-07,3.2993243422678818e-07,1.9962440344220236e-07,3.8970404797628176e-09
5.8015,2.6660277937009145e-07,3.8877647859412326e-07,3.5022759035212216e-07,3.5369678127298519e-07,3.2817811364816629e-07,1.9975248317557609e-07,3.8508647171624988e-09
5.80175,2.686904641867354e-07,3.8350462854924959e-07,3.4585967690906545e-07,3.5143818042998007e-07,3.2641059113363056e-07,1.9987219849810991e-07,3.8047281705444435e-09
5.802,2.7078199416467398e-07,3.7816842847792142e-07,3.4146877838114446e-07,3.491586157640236e-07,3.2462971585321898e-07,1.9998356008568074e-07,3.7586382373809491e-09
5.80225,2.728767678277942e-07,3.7276998838902718e-07,3.3705592087852574e-07,3.4685801372343916e-07,3.2283527108857264e-07,2.0008654228336237e-07,3.7126020448217795e-09
5.8025,2.7497472982310907e-07,3.6731170362898301e-07,3.3262224094879458e-07,3.4453625812717693e-07,3.2102681998965398e-07,2.0018121025283045e-07,3.6666266488036548e-09
5.80275,2.7707636711243208e-07,3.6179661677630493e-07,3.281689147745726e-07,3.4219318588593233e-07,3.1920407939163635e-07,2.0026744085864078e-07,3.6207192222522603e-09
5.803,2.7918147383581684e-07,3.5622784759393424e-07,3.236971846342998e-07,3.3982859906337293e-07,3.1736713305854365e-07,2.0034507896953011e-07,3.5748857831624067e-09
5.80325,2.8128985543073489e-07,3.5060712857278639e-07,3.1920833521279035e-07,3.3744241802733848e-07,3.1551617832216026e-07,2.0041376684107278e-07,3.5291307576704864e-09
5.8035,2.8340126479642055e-07,3.4493522947597775e-07,3.1470364495518229e-07,3.3503455489378277e-07,3.136513482079194e-07,2.004733322222731e-07,3.4834595864538754e-09
5.80375,2.8551561547332763e-07,3.3921245086621223e-07,3.1018433893096248e-07,3.3260492682871806e-07,3.1177261662105319e-07,2.0052346938024268e-07,3.4378788017879469e-09
5.804,2.8763260917388769e-07,3.3344040862303513e-07,3.0565160434906628e-07,3.3015365567750618e-07,3.098799441144733e-07,2.0056365984296232e-07,3.3923951241576271e-09
5.80425,2.8975214997763799e-07,3.2762148094473331e-07,3.0110661184030678e-07,3.2768091840197418e-07,3.0797347554608259e-07,2.0059355390156792e-07,3.3470154842803818e-09
5.8045,2.9187358163997887e-07,3.2175859360688505e-07,2.9655047425823437e-07,3.2518681431148705e-07,3.0605339212010407e-07,2.0061332319402039e-07,3.301744508751348e-09
5.80475,2.9399633873486071e-07,3.1585484756008404e-07,2.9198426638480629e-07,3.2267145265623019e-07,3.0411985471283159e-07,2.0062313647944969e-07,3.2565843159404401e-09
5.805,2.9612004199783051e-07,3.0991292721405468e-07,2.8740911124988717e-07,3.2013494633403987e-07,3.0217292159690747e-07,2.006234398970934e-07,3.2115474389655671e-09
5.80525,2.982445289022223e-07,3.0393569730867984e-07,2.8282621150670662e-07,3.1757738484547181e-07,3.0021237376454887e-07,2.0061449543801262e-07,3.16664216909712e-09
