Physical Time (s),ea_top Monitor (W): top_cv1,ea_top Monitor (W): top_cv2,ea_top Monitor (W): top_cv3,ea_top Monitor (W): top_cv4,ea_top Monitor (W): top_cv5,ea_top Monitor (W): top_cv6,ea_top Monitor (W): top_cv7
6.22525,6.1609546386642698e-12,2.4241552353338734e-12,2.1272824454932429e-12,2.3575298258495786e-12,2.9550981942137056e-12,8.176388442160073e-12,1.509752565202012e-11
6.2255,6.16147555782735e-12,2.4244309073904808e-12,2.1273901360908534e-12,2.35751937835952e-12,2.9551751181013682e-12,8.1759060644306616e-12,1.5095593808962474e-11
6.22575,6.1620112072363398e-12,2.4247150552660068e-12,2.127507420278591e-12,2.3575157501658483e-12,2.9552568871808055e-12,8.1754317437410157e-12,1.5093666475261144e-11
6.226,6.1625610337141625e-12,2.4250076219121209e-12,2.1276344807360569e-12,2.3575190868356731e-12,2.9553437724513927e-12,8.1749644573483889e-12,1.5091746999585948e-11
6.22625,6.1631243137721034e-12,2.4253085775521505e-12,2.1277714185791029e-12,2.3575293899777165e-12,2.9554359422668733e-12,8.1745035321623392e-12,1.5089839168527391e-11
6.2265,6.1637003037582715e-12,2.4256179337176293e-12,2.1279183166794467e-12,2.3575463506019864e-12,2.9555334542876838e-12,8.1740483697820988e-12,1.5087944864169123e-11
6.22675,6.1642882370292942e-12,2.4259357438367258e-12,2.1280751153595734e-12,2.3575694414522077e-12,2.9556363007370179e-12,8.1735983630067597e-12,1.5086061714107311e-11
6.227,6.1648873586203683e-12,2.4262621106111091e-12,2.1282416369229369e-12,2.3575979774346438e-12,2.9557444601738573e-12,8.1731526899571599e-12,1.5084184263049273e-11
6.22725,6.1654969567754701e-12,2.4265971630195564e-12,2.1284176422272938e-12,2.3576312517888296e-12,2.9558578575826749e-12,8.1727104077704507e-12,1.5082305705980875e-11
6.2275,6.1661163502202969e-12,2.4269410789686797e-12,2.1286029051605077e-12,2.3576686277330512e-12,2.9559763677477627e-12,8.172270501204462e-12,1.5080419272185801e-11
6.22775,6.166744969862355e-12,2.4272940546380964e-12,2.1287972620331648e-12,2.3577096358565693e-12,2.9560997909527526e-12,8.171832209562491e-12,1.5078519286139322e-11
6.228,6.1673823279889049e-12,2.4276562934745855e-12,2.1290005770133902e-12,2.3577538808349849e-12,2.9562277674839483e-12,8.1713951931242584e-12,1.5076602320259173e-11
6.22825,6.1680280036642982e-12,2.4280279712611595e-12,2.1292127069797939e-12,2.3578009557556649e-12,2.9563598105735049e-12,8.1709593380165203e-12,1.5074667267046516e-11
6.2285,6.1686816710594227e-12,2.4284092150546178e-12,2.1294334483285488e-12,2.3578504190510797e-12,2.9564953660507062e-12,8.1705244726700333e-12,1.5072715474871994e-11
6.22875,6.1693430756234238e-12,2.4288001158169894e-12,2.1296624990089078e-12,2.3579017548137704e-12,2.9566338389529798e-12,8.1700903798161628e-12,1.5070750780357585e-11
6.229,6.170012067436184e-12,2.4292007108497078e-12,2.1298994942964961e-12,2.357954430058349e-12,2.9567746913235317e-12,8.1696566247944786e-12,1.5068779244013552e-11
6.22925,6.1706885799002e-12,2.4296109869902588e-12,2.1301439330852404e-12,2.35800791148934e-12,2.9569174346233914e-12,8.1692224263140333e-12,1.506680889403815e-11
6.2295,6.1713725933125142e-12,2.4300308713040589e-12,2.1303951240452408e-12,2.3580615845332936e-12,2.9570616152378297e-12,8.1687867791188466e-12,1.5064849411384977e-11
6.22975,6.1720641741242854e-12,2.4304602635724581e-12,2.130652297087099e-12,2.3581147945645351e-12,2.9572067916228562e-12,8.1683482676971583e-12,1.5062911125528785e-11
6.23,6.172763520952424e-12,2.430899074398344e-12,2.1309145897181439e-12,2.3581668320800501e-12,2.9573524803417857e-12,8.1679053770583108e-12,1.5061002935081723e-11
6.23025,6.1734708548879533e-12,2.4313471909196573e-12,2.1311812007961917e-12,2.3582170035978422e-12,2.9574981933942564e-12,8.1674565225514537e-12,1.5059130000819403e-11
6.2305,6.1741865414390034e-12,2.4318045343888634e-12,2.1314514870051188e-12,2.3582647631100126e-12,2.9576434663841799e-12,8.167000466780478e-12,1.5057292689996261e-11
6.23075,6.1749109934312466e-12,2.432271057312136e-12,2.1317250154421035e-12,2.3583097453564541e-12,2.9577878840726329e-12,8.1665363696621946e-12,1.5055487173942719e-11
6.231,6.1756447720272733e-12,2.4327467370581889e-12,2.1320015325825392e-12,2.3583518348698571e-12,2.9579310385770508e-12,8.1660637001931517e-12,1.5053707397091843e-11
6.23125,6.1763885383560573e-12,2.4332315286865471e-12,2.1322809242453807e-12,2.3583911149830914e-12,2.9580725171244021e-12,8.1655820797513036e-12,1.5051946901430433e-11
6.2315,6.1771429767454579e-12,2.4337254079351635e-12,2.1325631022513907e-12,2.3584276622345053e-12,2.9582117866459518e-12,8.1650912108669506e-12,1.5050200447201354e-11
6.23175,6.1779088433514078e-12,2.4342282884517016e-12,2.1328479524536731e-12,2.3584615220858582e-12,2.9583482303015803e-12,8.1645910189426685e-12,1.5048463717698619e-11
6.232,6.1786868825111106e-12,2.4347400623201914e-12,2.1331352988430708e-12,2.3584927375233258e-12,2.9584810199418535e-12,8.164081906268932e-12,1.5046733432392287e-11
6.23225,6.1794779321751915e-12,2.4352605904035451e-12,2.1334248163278695e-12,2.35852139381234e-12,2.9586094551670254e-12,8.1635650322678283e-12,1.5045007933037289e-11
6.2325,6.180282809113128e-12,2.4357896569332787e-12,2.1337161054872699e-12,2.358547559532978e-12,2.9587329080883113e-12,8.1630419111203082e-12,1.5043294468938973e-11
6.23275,6.181102322765276e-12,2.4363269908908713e-12,2.1340087116914214e-12,2.3585714005539159e-12,2.9588509977948749e-12,8.1625151085030567e-12,1.5041577060027456e-11
6.233,6.1819372046060416e-12,2.4368722892443111e-12,2.1343021580616267e-12,2.3585931643576515e-12,2.9589637317070586e-12,8.1619873550364581e-12,1.5039848467816322e-11
6.23325,6.1827880848379073e-12,2.4374252697990556e-12,2.1345960242983577e-12,2.3586130656733596e-12,2.959071423706022e-12,8.1614610012058347e-12,1.5038108468382117e-11
6.2335,6.1836555170869408e-12,2.4379856801546327e-12,2.1348900793713168e-12,2.3586312808478466e-12,2.9591745741428737e-12,8.1609373723544388e-12,1.5036360557580595e-11
6.23375,6.1845399846771127e-12,2.438553334771713e-12,2.1351842024484782e-12,2.3586478644656944e-12,2.9592737132659239e-12,8.1604171675431042e-12,1.503461187129446e-11
6.234,6.1854418711752233e-12,2.4391281300558015e-12,2.1354784376746212e-12,2.3586628231552547e-12,2.9593693744358796e-12,8.1599007469329096e-12,1.5032844584336187e-11
6.23425,6.1863614128072236e-12,2.4397100712885795e-12,2.135772950456245e-12,2.3586761876339152e-12,2.9594620478541537e-12,8.1593882499213805e-12,1.5031054361685204e-11
6.2345,6.1872988426877822e-12,2.440299288320459e-12,2.1360681400325402e-12,2.358688060284814e-12,2.9595523290434854e-12,8.1588795172959041e-12,1.5029238084194079e-11
6.23475,6.1882543553206629e-12,2.4408959755152313e-12,2.136364550821666e-12,2.3586986881573906e-12,2.9596409430524533e-12,8.1583741955445783e-12,1.5027392518254964e-11
6.235,6.1892280784597431e-12,2.4415003657291684e-12,2.1366628627855319e-12,2.3587085126408155e-12,2.9597286781235483e-12,8.1578716607594323e-12,1.5025513759961308e-11
6.23525,6.1902200765823273e-12,2.4421127019501231e-12,2.136963823719175e-12,2.3587181388410577e-12,2.9598162878796073e-12,8.1573711771954144e-12,1.502360383501449e-11
6.2355,6.191230358857489e-12,2.4427331814153893e-12,2.137268173397731e-12,2.3587282508258249e-12,2.9599043867668244e-12,8.1568720952640709e-12,1.5021662537690798e-11
6.23575,6.1922588604640935e-12,2.4433619425208778e-12,2.1375765430420357e-12,2.3587395296071701e-12,2.9599933271930534e-12,8.156373962745609e-12,1.5019690274181905e-11
6.236,6.1933054630349336e-12,2.4439990583479083e-12,2.1378893979580311e-12,2.3587525524864315e-12,2.9600832412917623e-12,8.1558764682949961e-12,1.5017691286852913e-11
6.23625,6.1943699773122622e-12,2.4446445353522495e-12,2.1382069904427995e-12,2.3587677904363696e-12,2.9601740872283372e-12,8.1553794198288562e-12,1.5015667412593967e-11
6.2365,6.1954522114951095e-12,2.4452983440987763e-12,2.1385293841200001e-12,2.3587854781922876e-12,2.9602658501741141e-12,8.1548826756700624e-12,1.5013620823357562e-11
6.23675,6.196551990998036e-12,2.445960445981784e-12,2.1388566887604703e-12,2.3588057317924769e-12,2.9603585862929158e-12,8.1543861048971493e-12,1.5011555673903939e-11
6.237,6.1976691235473849e-12,2.4466308006766351e-12,2.139188970596538e-12,2.3588284381850855e-12,2.9604525484365533e-12,8.1538895763002127e-12,1.5009478669685699e-11
6.23725,6.1988033954077559e-12,2.4473094190102092e-12,2.1395263547479995e-12,2.3588534160395896e-12,2.9605481908398618e-12,8.1533929820113674e-12,1.5007394187561753e-11
6.2375,6.1999546394813984e-12,2.4479963678860638e-12,2.1398688756970467e-12,2.3588804109196044e-12,2.9606459392668784e-12,8.1528961135281967e-12,1.5005302982804942e-11
6.23775,6.2011227640101637e-12,2.4486917317367414e-12,2.1402166690820801e-12,2.3589092811157539e-12,2.9607461147847795e-12,8.1523987249106176e-12,1.5003203762085687e-11
6.238,6.2023077548208494e-12,2.4493956492234312e-12,2.1405699395289597e-12,2.3589400275409644e-12,2.9608487871714723e-12,8.1519004144674639e-12,1.5001091122195983e-11
6.23825,6.2035096285023452e-12,2.4501082974821896e-12,2.1409289839509817e-12,2.3589727881457902e-12,2.9609537271949201e-12,8.1514006424557232e-12,1.499895862947409e-11
6.2385,6.2047285269416808e-12,2.4508298587911119e-12,2.1412941191189692e-12,2.3590078013930566e-12,2.9610604647209304e-12,8.1508985023047892e-12,1.4996803186736717e-11
6.23875,6.2059646200729679e-12,2.4515605103616775e-12,2.1416656344770535e-12,2.3590453407533485e-12,2.9611684513505988e-12,8.1503926595802389e-12,1.4994611563206691e-11
6.239,6.2072181206282241e-12,2.4523003942692566e-12,2.1420436903730004e-12,2.3590856680003396e-12,2.9612772417639033e-12,8.14988128551298e-12,1.4992374990520832e-11
6.23925,6.2084893377912915e-12,2.4530496014853019e-12,2.142428267332308e-12,2.3591289842437022e-12,2.9613866099772888e-12,8.1493624603303333e-12,1.4990109515214601e-11
6.2395,6.2097786307804733e-12,2.4538081545274105e-12,2.1428191509671424e-12,2.3591753917831927e-12,2.961496590214696e-12,8.1488347134336943e-12,1.4987830127927374e-11
6.23975,6.2110863457537393e-12,2.4545759835607768e-12,2.1432160052487909e-12,2.3592249400968085e-12,2.9616074592283441e-12,8.1482976385559613e-12,1.4985542032678969e-11
6.24,6.2124128691174023e-12,2.4553529848533776e-12,2.1436184591199357e-12,2.3592776977098991e-12,2.9617196995245035e-12,8.147752328421797e-12,1.4983244674299833e-11
6.24025,6.2137585439120972e-12,2.4561389575353891e-12,2.1440261763939806e-12,2.3593337894404114e-12,2.9618339300592801e-12,8.1472012811505755e-12,1.4980938144603781e-11
6.2405,6.2151236504032578e-12,2.4569336551634522e-12,2.1444389808298219e-12,2.3593933602634167e-12,2.9619507632860408e-12,8.1466478868420019e-12,1.4978624120313404e-11
6.24075,6.2165084208929049e-12,2.4577368334607662e-12,2.1448568848280673e-12,2.3594565470239053e-12,2.9620707128277313e-12,8.1460957971108865e-12,1.497630427639671e-11
6.241,6.2179130072508441e-12,2.4585482473760192e-12,2.1452799922027487e-12,2.3595234411633765e-12,2.9621941744750129e-12,8.1455483927391633e-12,1.497397886874439e-11
6.24125,6.2193375088212231e-12,2.459367689475118e-12,2.1457086194930497e-12,2.359594116028204e-12,2.9623212979667664e-12,8.1450082216473453e-12,1.4971646268785042e-11
6.2415,6.2207819106318408e-12,2.4601949913181812e-12,2.1461433654237849e-12,2.3596687143961357e-12,2.9624519411025352e-12,8.1444767515703392e-12,1.4969304064131022e-11
6.24175,6.2222461295927465e-12,2.4610300500205734e-12,2.146584931238235e-12,2.3597474906888722e-12,2.9625856287931224e-12,8.1439541864411368e-12,1.4966951741964849e-11
6.242,6.2237299471107342e-12,2.4618727850975964e-12,2.1470339672176617e-12,2.3598307848176965e-12,2.9627216305630015e-12,8.1434395525712768e-12,1.4964591733265964e-11
6.24225,6.2252330651526429e-12,2.4627231590060582e-12,2.1474909117063249e-12,2.3599189547854427e-12,2.9628590619121052e-12,8.1429308299717578e-12,1.496222769600988e-11
6.2425,6.2267550835167897e-12,2.4635811349299815e-12,2.1479559427254923e-12,2.360012252155643e-12,2.962997135484966e-12,8.1424253538692777e-12,1.4959861652796518e-11
6.24275,6.2282955235270586e-12,2.464446701948803e-12,2.1484289590194932e-12,2.3601106891674052e-12,2.9631352910211115e-12,8.1419202460066489e-12,1.4957492537864221e-11
6.243,6.2298537976713375e-12,2.465319829325626e-12,2.148909656257441e-12,2.360214010977089e-12,2.9632732387962696e-12,8.1414128325744954e-12,1.4955118879565223e-11
6.24325,6.2314292541884171e-12,2.4662004866707741e-12,2.1493976029547109e-12,2.3603217558048486e-12,2.9634108948734681e-12,8.1409009871422031e-12,1.4952745580338927e-11
6.2435,6.2330212028180282e-12,2.4670886292461e-12,2.1498923413860731e-12,2.3604333866605593e-12,2.9635483473719342e-12,8.140383402653318e-12,1.4950384980079914e-11
6.24375,6.2346289026849691e-12,2.4679841983789342e-12,2.1503934940318831e-12,2.3605484457184659e-12,2.9636858215626274e-12,8.1398597286324242e-12,1.4948052108968332e-11
6.244,6.2362516204446674e-12,2.4688871485076761e-12,2.1509008012354101e-12,2.360666607427934e-12,2.9638236078295495e-12,8.1393305496068567e-12,1.4945756945763991e-11
6.24425,6.237888640812422e-12,2.4697974283452076e-12,2.151414197460995e-12,2.3607877233241094e-12,2.9639620239039762e-12,8.1387973019255594e-12,1.4943501782166775e-11
6.2445,6.2395393409668766e-12,2.4707150241154868e-12,2.1519337970333824e-12,2.360911792089955e-12,2.9641014436946323e-12,8.1382621376462762e-12,1.4941285364345457e-11
6.24475,6.2412031684089812e-12,2.4716399467562231e-12,2.1524598847468027e-12,2.3610389334879321e-12,2.9642422245096975e-12,8.137727440381638e-12,1.4939107394266876e-11
6.245,6.2428796678079893e-12,2.4725722362206387e-12,2.1529928182608332e-12,2.361169322604582e-12,2.9643846234952468e-12,8.1371952742531118e-12,1.4936969853822191e-11
6.24525,6.244568520491708e-12,2.4735119175223756e-12,2.1535328866337642e-12,2.3613031926248503e-12,2.9645287665714373e-12,8.136666835246e-12,1.4934875095103201e-11
6.2455,6.2462695265918254e-12,2.4744590201369238e-12,2.1540802648053926e-12,2.3614407819784605e-12,2.9646745753477737e-12,8.1361421872096905e-12,1.4932823378520331e-11
6.24575,6.2479826164903299e-12,2.4754135737708616e-12,2.1546350201779782e-12,2.3615822997953562e-12,2.9648218248608318e-12,8.1356204806566955e-12,1.4930810965630936e-11
6.246,6.2497078203621239e-12,2.4763755838143444e-12,2.1551971130492898e-12,2.3617278420087134e-12,2.9649701839397934e-12,8.1351004681994818e-12,1.4928831269982796e-11
6.24625,6.2514453242749206e-12,2.4773450642241672e-12,2.1557663558173602e-12,2.3618773229813417e-12,2.9651192804709441e-12,8.134581131980717e-12,1.4926876032265812e-11
6.2465,6.2531953527240744e-12,2.4783220104467227e-12,2.1563424321395662e-12,2.3620303701050307e-12,2.9652687153191834e-12,8.1340620350183141e-12,1.4924937542088012e-11
6.24675,6.2549582078250062e-12,2.4793064445824939e-12,2.1569249171712275e-12,2.3621863513313859e-12,2.9654180883694866e-12,8.1335433982846298e-12,1.4923009210898942e-11
6.247,6.2567341716053466e-12,2.4802983802425505e-12,2.1575133402762545e-12,2.3623444496874816e-12,2.9655669715100552e-12,8.1330259039863374e-12,1.4921085097056524e-11
6.24725,6.2585235007832305e-12,2.4812978465824871e-12,2.1581071827006944e-12,2.3625038057492856e-12,2.9657149683576633e-12,8.1325105192860104e-12,1.4919159665587395e-11
6.2475,6.2603263908241781e-12,2.4823048649567058e-12,2.1587059640662773e-12,2.3626637262622135e-12,2.9658617865281156e-12,8.1319983267078997e-12,1.4917228066933996e-11
6.24775,6.2621429531580818e-12,2.4833194818087555e-12,2.1593092387910258e-12,2.362823720803386e-12,2.9660073532698008e-12,8.1314905358697498e-12,1.4915286209174436e-11
6.248,6.2639731608988791e-12,2.4843417489353892e-12,2.1599165749686249e-12,2.3629834470586302e-12,2.9661518766400723e-12,8.1309886218386917e-12,1.4913331410300157e-11
6.24825,6.2658168331217078e-12,2.4853716843158653e-12,2.1605275179942779e-12,2.3631426080259116e-12,2.9662958331614062e-12,8.1304944108608909e-12,1.4911362744430179e-11
6.2485,6.2676736437123944e-12,2.4864092240390028e-12,2.1611416376954153e-12,2.3633008439067432e-12,2.9664398408255867e-12,8.1300098677710379e-12,1.490938104831027e-11
6.24875,6.2695431249344089e-12,2.4874542298006532e-12,2.1617585168045879e-12,2.3634577258571574e-12,2.9665845014265043e-12,8.1295368167110286e-12,1.4907388803517742e-11
6.249,6.271424657223638e-12,2.4885065024133033e-12,2.1623776754260709e-12,2.3636127979886347e-12,2.9667302276954027e-12,8.1290764736644114e-12,1.4905389707431728e-11
6.24925,6.2733175171204305e-12,2.4895657928047386e-12,2.1629985844285657e-12,2.3637656868948383e-12,2.9668771607966408e-12,8.1286290360108706e-12,1.4903388265310051e-11
6.2495,6.2752209336729804e-12,2.4906318532673866e-12,2.1636207530632352e-12,2.3639161853608573e-12,2.967025192727772e-12,8.1281935021615194e-12,1.4901389468415083e-11
6.24975,6.2771340727107307e-12,2.4917044596948752e-12,2.1642437714944476e-12,2.364064266465211e-12,2.9671741085352326e-12,8.1277678047700171e-12,1.4899397943267142e-11
6.25,6.2790560734842823e-12,2.492783420274281e-12,2.1648673566489092e-12,2.364210067918393e-12,2.9673237314248839e-12,8.1273491281733807e-12,1.4897417231862251e-11
6.25025,6.2809861128872482e-12,2.4938686225617181e-12,2.165491417155599e-12,2.3643538599278204e-12,2.967474029452666e-12,8.1269343433994473e-12,1.4895449536041198e-11
6.2505,6.282923403197751e-12,2.4949600235568696e-12,2.1661160257956647e-12,2.3644959928120654e-12,2.9676250339967474e-12,8.1265204954251046e-12,1.4893496060296622e-11
6.25075,6.2848672034026132e-12,2.496057632410241e-12,2.166741406688356e-12,2.3646367887279598e-12,2.9677767082491958e-12,8.1261052477066846e-12,1.4891557775208997e-11
6.251,6.2868168446739951e-12,2.4971614846322233e-12,2.1673678881024253e-12,2.3647764681065514e-12,2.9679287995331942e-12,8.1256871230403181e-12,1.4889636336012093e-11
6.25125,6.2887717636975934e-12,2.4982716054626969e-12,2.1679958040951423e-12,2.364915067606179e-12,2.9680807926588981e-12,8.12526556192458e-12,1.4887734831916542e-11
6.2515,6.2907314694523127e-12,2.4993879845609715e-12,2.168625443585258e-12,2.3650524071778493e-12,2.9682320161419285e-12,8.1248408326074836e-12,1.4885857770157537e-11
6.25175,6.292695518998443e-12,2.5005105098007046e-12,2.1692569224715555e-12,2.3651881304235556e-12,2.9683818327260634e-12,8.1244137872758234e-12,1.4884010427029994e-11
6.252,6.2946635602458038e-12,2.5016389421763792e-12,2.1698901596757892e-12,2.3653217930287263e-12,2.9685298456475469e-12,8.1239857954781077e-12,1.488219769033295e-11
6.25225,6.2966352913486398e-12,2.5027728895162926e-12,2.1705248048197963e-12,2.3654530122862868e-12,2.9686759950546635e-12,8.1235586108749283e-12,1.4880422841368944e-11
6.2525,6.2986103937481392e-12,2.5039118153135355e-12,2.1711603023815426e-12,2.3655815946247997e-12,2.9688205449184217e-12,8.1231343440178767e-12,1.4878686780363442e-11
6.25275,6.3005885172300985e-12,2.5050550427464142e-12,2.1717960399362301e-12,2.3657075671070178e-12,2.9689639565366762e-12,8.1227153774809518e-12,1.4876988077600115e-11
6.253,6.3025693394868498e-12,2.5062018245029462e-12,2.1724314401711705e-12,2.3658311948172131e-12,2.9691067875843258e-12,8.1223041389088027e-12,1.4875323558453383e-11
6.25325,6.3045525320873777e-12,2.5073514051955245e-12,2.1730660138014389e-12,2.365952934982915e-12,2.9692495312806518e-12,8.1219027758092435e-12,1.4873689037623211e-11
6.2535,6.306537768115372e-12,2.5085030749944168e-12,2.1736994321987986e-12,2.3660733757889524e-12,2.969392610376175e-12,8.1215128918712196e-12,1.4872079928496157e-11
6.25375,6.3085247295434415e-12,2.5096562336868015e-12,2.1743315325060475e-12,2.3661931496986799e-12,2.9695363912542346e-12,8.121135356958545e-12,1.4870491549718378e-11
6.254,6.3105131656282732e-12,2.5108104515122333e-12,2.174962478600647e-12,2.3663128834592828e-12,2.9696812966532311e-12,8.1207702787832088e-12,1.4868919289646293e-11
6.25425,6.3125028657784258e-12,2.5119654593105673e-12,2.1755927095783718e-12,2.3664331392160825e-12,2.9698278535718302e-12,8.1204171646901382e-12,1.4867358996549393e-11
6.2545,6.3144936956262112e-12,2.513121165361267e-12,2.1762228868493888e-12,2.3665544677892808e-12,2.9699766795212415e-12,8.1200751373369439e-12,1.4865807314117591e-11
6.25475,6.3164855646402738e-12,2.5142776214272021e-12,2.1768538091523974e-12,2.3666773863840888e-12,2.9701284146568515e-12,8.1197432465928129e-12,1.4864261349630092e-11
6.255,6.3184784442445866e-12,2.5154349557009101e-12,2.1774862996776533e-12,2.3668024117011165e-12,2.9702836749196914e-12,8.1194207059852545e-12,1.4862718837477948e-11
6.25525,6.3204723318926724e-12,2.5165933240261226e-12,2.1781210805590061e-12,2.3669300712597396e-12,2.9704429418933482e-12,8.1191070514245957e-12,1.4861178135184841e-11
6.2555,6.3224672387985777e-12,2.5177528496887635e-12,2.1787587077464155e-12,2.3670608752399934e-12,2.9706065305968276e-12,8.1188021369261811e-12,1.4859638077147755e-11
6.25575,6.3244631782264011e-12,2.518913560265249e-12,2.179399493663735e-12,2.3671952472137386e-12,2.9707746161922924e-12,8.1185061606529882e-12,1.485809782832201e-11
6.256,6.3264601356627492e-12,2.5200753698470263e-12,2.1800434569365375e-12,2.3673334875790068e-12,2.9709472833686723e-12,8.118219713925941e-12,1.4856556966713933e-11
6.25625,6.3284580788042101e-12,2.5212380784956257e-12,2.1806903596522521e-12,2.3674757067474624e-12,2.9711245403237415e-12,8.1179437614485648e-12,1.4855015603668526e-11
6.2565,6.3304569445915889e-12,2.5224013899516202e-12,2.1813397395719424e-12,2.3676217852593476e-12,2.9713063406747221e-12,8.1176795523638317e-12,1.4853474460904744e-11
6.25675,6.332456643316192e-12,2.5235649567069721e-12,2.1819910786834667e-12,2.3677714299695441e-12,2.9714925930886804e-12,8.1174284483709845e-12,1.4851934971463178e-11
6.257,6.334457064866615e-12,2.5247284099635365e-12,2.1826438638912708e-12,2.3679242313439651e-12,2.9716831722330771e-12,8.1171916220829219e-12,1.4850399072971134e-11
6.25725,6.336458087299304e-12,2.5258914395000697e-12,2.1832977406187986e-12,2.3680797944748253e-12,2.9718779620688492e-12,8.1169697001849804e-12,1.4848869152606369e-11
6.2575,6.3384595884938743e-12,2.5270538329562089e-12,2.1839526128800803e-12,2.3682378286559779e-12,2.9720769267385893e-12,8.1167627635427292e-12,1.4847348156201268e-11
6.25775,6.3404614666912202e-12,2.5282155292440171e-12,2.1846086642668521e-12,2.368398201811543e-12,2.9722802387874207e-12,8.1165704187097909e-12,1.4845838907993028e-11
6.258,6.3424636172193894e-12,2.5293766223777619e-12,2.1852663245901033e-12,2.368560966890051e-12,2.9724882755989311e-12,8.1163919876651197e-12,1.4844344000222021e-11
6.25825,6.3444659486767554e-12,2.5305373590433301e-12,2.185926190609346e-12,2.3687262909830556e-12,2.9727015740935015e-12,8.1162266929068485e-12,1.4842866127600242e-11
6.2585,6.3464683668253145e-12,2.5316981133171724e-12,2.1865889697992631e-12,2.3688945116794879e-12,2.9729206876322683e-12,8.1160737901664078e-12,1.4841408488433704e-11
6.25875,6.3484707656587991e-12,2.5328593275295044e-12,2.1872553543634677e-12,2.3690661120033838e-12,2.9731460657750208e-12,8.1159325651135878e-12,1.4839974817742441e-11
6.259,6.3504730231079369e-12,2.5340214660472915e-12,2.1879259266771915e-12,2.3692416974991134e-12,2.9733779796811343e-12,8.1158022367741772e-12,1.4838568996039535e-11
6.25925,6.3524749940935055e-12,2.5351849469483887e-12,2.1886010529318371e-12,2.3694218392549179e-12,2.9736164524620425e-12,8.1156818623606264e-12,1.4837194878429566e-11
6.2595,6.3544764955836603e-12,2.5363500938299074e-12,2.1892807937525308e-12,2.3696068950217313e-12,2.973861259944551e-12,8.115570185642654e-12,1.4835856198232466e-11
6.25975,6.3564772983977367e-12,2.5375171116976068e-12,2.1899649036661886e-12,2.3697969303774685e-12,2.9741120125000263e-12,8.1154657007517891e-12,1.4834556856177201e-11
6.26,6.3584771303594358e-12,2.5386860647605333e-12,2.190652802875196e-12,2.3699916182476703e-12,2.9743681856894242e-12,8.1153669261662716e-12,1.4833300983278093e-11
6.26025,6.360475681711722e-12,2.5398568927500316e-12,2.1913436558194801e-12,2.3701903349287149e-12,2.9746291735402174e-12,8.1152727943994638e-12,1.4832092668451973e-11
6.2605,6.3624726142987365e-12,2.541029434833241e-12,2.1920364629127126e-12,2.3703923398759625e-12,2.9748943400907516e-12,8.115183027966705e-12,1.4830935430410099e-11
6.26075,6.3644675704060377e-12,2.5422034679939181e-12,2.1927302417303546e-12,2.3705969586735827e-12,2.9751630526562831e-12,8.1150984135630764e-12,1.482983161732856e-11
6.261,6.3664601868076486e-12,2.5433787388988744e-12,2.193424237740616e-12,2.3708036708487101e-12,2.975434678635413e-12,8.1150207193005502e-12,1.4828782054515377e-11
6.26125,6.3684500969292891e-12,2.5445550207832862e-12,2.1941180444684272e-12,2.3710122089855597e-12,2.9757086006193984e-12,8.1149524165185343e-12,1.4827786129662293e-11
6.2615,6.3704369396826682e-12,2.5457321241650778e-12,2.1948115154797316e-12,2.3712225345804769e-12,2.9759842130918667e-12,8.1148961118226185e-12,1.4826842005652918e-11
6.26175,6.3724203576907346e-12,2.5469099007530196e-12,2.1955046915213446e-12,2.3714347607917715e-12,2.9762609468571012e-12,8.1148539482374774e-12,1.4825946819571783e-11
6.262,6.3744000013283519e-12,2.5480882500599877e-12,2.1961976402055249e-12,2.3716490049497439e-12,2.9765382601447764e-12,8.1148271864706433e-12,1.4825096646657318e-11
6.26225,6.376375513337107e-12,2.5492670934725377e-12,2.1968904847494433e-12,2.3718653041161382e-12,2.9768156390313283e-12,8.1148161384643877e-12,1.4824286494154576e-11
6.2625,6.3783465307052208e-12,2.5504463493831335e-12,2.1975833917960101e-12,2.3720836003780637e-12,2.977092617124361e-12,8.1148203455202117e-12,1.4823510365281608e-11
6.26275,6.3803126940963791e-12,2.5516259144319035e-12,2.1982764098408746e-12,2.3723037059384924e-12,2.9773687957802956e-12,8.1148388988680485e-12,1.4822761524224276e-11
6.263,6.3822736379566498e-12,2.5528056367680201e-12,2.1989693719212611e-12,2.37252535711844e-12,2.9776438712694098e-12,8.1148706612258528e-12,1.4822033070502992e-11
6.26325,6.3842290081384555e-12,2.5539853063421866e-12,2.1996619049483518e-12,2.3727482603936582e-12,2.9779177118254336e-12,8.1149144555428904e-12,1.4821318596848547e-11
6.2635,6.3861784687549335e-12,2.5551646457768448e-12,2.200353489064039e-12,2.3729720713946329e-12,2.9781903646959081e-12,8.1149691938250459e-12,1.4820612675527837e-11
6.26375,6.3881217057070339e-12,2.5563433164551357e-12,2.201043534875711e-12,2.3731963422723559e-12,2.9784620208933598e-12,8.1150340214536622e-12,1.4819911083367111e-11
6.264,6.3900584506030678e-12,2.557520930558173e-12,2.2017314686914111e-12,2.373420517609046e-12,2.9787329154267381e-12,8.1151085820972417e-12,1.4819210579495414e-11
6.26425,6.3919884898057446e-12,2.5586970844051457e-12,2.202416786133023e-12,2.3736439420877854e-12,2.9790032267369831e-12,8.1151931370656878e-12,1.4818508689286769e-11
