Physical Time (s),massspec_vol Monitor (J): cv1,massspec_vol Monitor (J): cv2,massspec_vol Monitor (J): cv3,massspec_vol Monitor (J): cv4,massspec_vol Monitor (J): cv5,massspec_vol Monitor (J): cv6,massspec_vol Monitor (J): cv7
7.10225,6.4899893778974937e-15,3.0248347308763872e-15,3.8132311364735366e-15,3.3003338646498111e-15,3.1855328644865389e-15,6.1164160754426953e-15,9.3771468953927805e-15
7.1025,6.5147536408469879e-15,3.0277488520444858e-15,3.8045809852020239e-15,3.2972403443990247e-15,3.1945750050246409e-15,6.0967451325839766e-15,9.3344903716147595e-15
7.10275,6.5201175950510397e-15,3.0203937257035837e-15,3.7995475432099062e-15,3.2969800736826537e-15,3.2045925897576057e-15,6.1022400931155781e-15,9.3344382825145121e-15
7.103,6.4969477316003586e-15,3.035000036151601e-15,3.8025892827555537e-15,3.2983363118245348e-15,3.1916557365643158e-15,6.0934459004755857e-15,9.3003594835113797e-15
7.10325,6.5365595253823277e-15,3.0370525088951272e-15,3.7947967969564309e-15,3.3074761055319026e-15,3.1875783046042742e-15,6.0603067346252807e-15,9.2464932182668145e-15
7.1035,6.4967626711276623e-15,3.0411055248012842e-15,3.8059530815158677e-15,3.3121699976971521e-15,3.1784250733798433e-15,6.0912406588958233e-15,9.3030711328246613e-15
7.10375,6.523586041187346e-15,3.0417793963124642e-15,3.7859316169050581e-15,3.2974956821758358e-15,3.2022384203461877e-15,6.0975945476735882e-15,9.2958765139963801e-15
7.104,6.4918469360788562e-15,3.0366440129941827e-15,3.7807971343142842e-15,3.2902676995840223e-15,3.2005646053090166e-15,6.083585798967919e-15,9.3317608749956887e-15
7.10425,6.4974631133317776e-15,3.0453489445214425e-15,3.7891340495018321e-15,3.3037165074494816e-15,3.1858949868012614e-15,6.1254504869915425e-15,9.3190530540733023e-15
7.1045,6.5193308137680738e-15,3.0400203080171287e-15,3.790237185636593e-15,3.2794817416648163e-15,3.1805258571460649e-15,6.0969489065017758e-15,9.3219792273397151e-15
7.10475,6.5399536393254784e-15,3.0552949979996932e-15,3.7840720291839561e-15,3.3015984795325006e-15,3.1844211842888584e-15,6.1334960973831297e-15,9.3237024645609074e-15
7.105,6.5178315631828867e-15,3.057197741275131e-15,3.7772574401731698e-15,3.2932099760698411e-15,3.1862127453293743e-15,6.1175510009639864e-15,9.3121706726423455e-15
7.10525,6.515942473440965e-15,3.0492637344610683e-15,3.793537287746279e-15,3.2840894026742193e-15,3.1804493131737767e-15,6.1213660824466547e-15,9.3474196211555945e-15
7.1055,6.5374991668102074e-15,3.0610454729561603e-15,3.7770967559429479e-15,3.2765722603536991e-15,3.1840545310070588e-15,6.108749937553238e-15,9.3328116510824323e-15
7.10575,6.528247655273188e-15,3.0559290208741925e-15,3.7813178530639437e-15,3.2947164286994585e-15,3.1890161461413443e-15,6.1197181517930835e-15,9.2937901819055454e-15
7.106,6.5175813100286375e-15,3.0641447614591861e-15,3.7792016520727029e-15,3.2920207683310441e-15,3.1897995279464732e-15,6.0937870840901946e-15,9.3076662792918418e-15
7.10625,6.5141659301983802e-15,3.0656622635917766e-15,3.772490801694148e-15,3.276256337462662e-15,3.1768898739131763e-15,6.1083495586818308e-15,9.3152606848975101e-15
7.1065,6.5501547203313611e-15,3.0745950498921509e-15,3.7769129416196903e-15,3.2723560595202532e-15,3.1973654161362076e-15,6.0909707963233594e-15,9.3400928645115083e-15
7.10675,6.5133185756308877e-15,3.0693838591892824e-15,3.7747989666967088e-15,3.2659707492206673e-15,3.1862734345683848e-15,6.1458693599063779e-15,9.3127145162520104e-15
7.107,6.5183754323543823e-15,3.0830641576513569e-15,3.7642866788863178e-15,3.2845419267733873e-15,3.2062132567232062e-15,6.1190313275505334e-15,9.3292477149490572e-15
7.10725,6.5251632314721177e-15,3.0742391442502202e-15,3.7476658532127989e-15,3.274363595238669e-15,3.1941207735854124e-15,6.1037034806562466e-15,9.2954345248919257e-15
7.1075,6.5266427560637176e-15,3.0853040469347862e-15,3.7596424979338368e-15,3.2850156494113026e-15,3.1784755391448799e-15,6.1230814992580288e-15,9.3246628921534102e-15
7.10775,6.534808650033445e-15,3.0863044558614026e-15,3.7541519616010265e-15,3.2829762746109668e-15,3.1966848687295458e-15,6.1252285050136558e-15,9.3527258780286027e-15
7.108,6.5235642068498842e-15,3.075909167025742e-15,3.7506046909324279e-15,3.269048051170394e-15,3.195453895720232e-15,6.1287816303850468e-15,9.32475181330722e-15
7.10825,6.5036305991703655e-15,3.0839885773507606e-15,3.7579072671659991e-15,3.2760443350768416e-15,3.1839267954879916e-15,6.1417784131801701e-15,9.3399168511753115e-15
7.1085,6.5120255477146868e-15,3.0843819633622371e-15,3.7503092926092088e-15,3.2660575301466695e-15,3.1898151689920767e-15,6.1324528471569666e-15,9.336135112080251e-15
7.10875,6.5125455351385828e-15,3.0907803823595244e-15,3.7530467823202508e-15,3.2714766424109702e-15,3.1838079513403559e-15,6.1256744110261313e-15,9.3213378692552306e-15
7.109,6.5109725555583247e-15,3.1007358216764075e-15,3.7405403653958368e-15,3.2609288428248747e-15,3.1773554075367977e-15,6.1489510176839096e-15,9.3248279376622739e-15
7.10925,6.5019244035801953e-15,3.0974284486825705e-15,3.7346958688092725e-15,3.2668458161203542e-15,3.1638274951160529e-15,6.1257027637340893e-15,9.3475544717665366e-15
7.1095,6.5350550699835012e-15,3.1035200288420689e-15,3.7460781830075384e-15,3.2472666178329883e-15,3.1795584274305367e-15,6.1517376395297991e-15,9.3257130651067401e-15
7.10975,6.5115139255941472e-15,3.1157970967125657e-15,3.7457282570427046e-15,3.2574192453879674e-15,3.175129180163613e-15,6.1494925225127823e-15,9.3472373411846716e-15
7.11,6.5010567858453076e-15,3.1070617288284553e-15,3.7371148346601394e-15,3.2709710460734431e-15,3.1789931805333582e-15,6.1356213902737835e-15,9.3221069008554984e-15
7.11025,6.5031099013179098e-15,3.1126705304917156e-15,3.7334382511145844e-15,3.2590008457577575e-15,3.179594710645192e-15,6.1723640668844073e-15,9.3441154587226923e-15
7.1105,6.5071484476556753e-15,3.1157399925370686e-15,3.7294880370141561e-15,3.2487195196786036e-15,3.1706536043110812e-15,6.1183791022868612e-15,9.3670478461807617e-15
7.11075,6.5184406181811796e-15,3.1192314733396802e-15,3.7326961207705152e-15,3.2531263784716324e-15,3.1734176580329156e-15,6.1417070068963837e-15,9.3280833957062136e-15
7.111,6.5058143396999188e-15,3.1309460705196062e-15,3.7250402654257059e-15,3.2455282287278214e-15,3.1734212116684972e-15,6.1435207556000825e-15,9.3314989510062028e-15
7.11125,6.5009691307528452e-15,3.1324927269539742e-15,3.7331048437252353e-15,3.2423894156722621e-15,3.1767148219953805e-15,6.1496320067369646e-15,9.3062152426008271e-15
7.1115,6.4971181685804745e-15,3.1276127164835684e-15,3.7311379652668429e-15,3.2481107504186415e-15,3.1731745803710469e-15,6.15337957620655e-15,9.3612462301387546e-15
7.11175,6.508846575586118e-15,3.1343353672665982e-15,3.73462658423376e-15,3.2440839517101689e-15,3.1749005277775645e-15,6.1691584370770886e-15,9.3161735835632147e-15
7.112,6.4945392523812147e-15,3.1352657145169349e-15,3.7323144662658639e-15,3.2504827956380345e-15,3.186917318535734e-15,6.1681019985602861e-15,9.3547791785228772e-15
7.11225,6.5287927564586918e-15,3.1416077819793323e-15,3.7239606757939961e-15,3.2391876510916901e-15,3.1626083368840407e-15,6.1429883890220195e-15,9.3364286572531709e-15
7.1125,6.5093887638594689e-15,3.1454779901180905e-15,3.7211639665981399e-15,3.244509146828399e-15,3.1739972577128398e-15,6.1390826267598468e-15,9.2446168759712563e-15
7.11275,6.4977006723222358e-15,3.1504644343101316e-15,3.7293938979355902e-15,3.2431510079726741e-15,3.1704716157789731e-15,6.1548095503523648e-15,9.3412883762213636e-15
7.113,6.496801206971092e-15,3.1540183502925856e-15,3.7245650321396422e-15,3.227264360440729e-15,3.1566152976219595e-15,6.1438963702526202e-15,9.3182756534715351e-15
7.11325,6.4916088475969688e-15,3.1581963928638844e-15,3.7290927131220538e-15,3.2289110090211045e-15,3.1553245548851495e-15,6.1535679158297285e-15,9.2372655413098486e-15
7.1135,6.5158431494095108e-15,3.1613181480265368e-15,3.7247166493547782e-15,3.2378554109044805e-15,3.1749688420584539e-15,6.1683886846213983e-15,9.3670371077599117e-15
7.11375,6.5197590000099131e-15,3.1675099519643545e-15,3.7169739204343565e-15,3.224206495306395e-15,3.1682095658867971e-15,6.1807826392027951e-15,9.3186815721717821e-15
7.114,6.5218405172953993e-15,3.1709867103168536e-15,3.7143951004867057e-15,3.2170375418462599e-15,3.1610881618605338e-15,6.1454085027291188e-15,9.3176427128383468e-15
7.11425,6.5054822869136382e-15,3.179660165768082e-15,3.7104020890031379e-15,3.223607364244956e-15,3.1651501366040486e-15,6.1330698199933579e-15,9.3520975461807555e-15
7.1145,6.5098749689032066e-15,3.180600180691026e-15,3.7160811488481542e-15,3.2347594589090115e-15,3.1723835582302827e-15,6.1793272858690075e-15,9.3792536132933306e-15
7.11475,6.4784562497553315e-15,3.1877835985334256e-15,3.6985837381890786e-15,3.2250765586036505e-15,3.1595884473332912e-15,6.1727799791151956e-15,9.3043075032216618e-15
7.115,6.4805375663421583e-15,3.1894171293771038e-15,3.7087782972749745e-15,3.2248174687438911e-15,3.1478016613937351e-15,6.1493437205830597e-15,9.3255648111624843e-15
7.11525,6.4906435544806623e-15,3.1801294215635475e-15,3.7098312985709875e-15,3.238352241014755e-15,3.1526344916276024e-15,6.1544837411473634e-15,9.3232831562395716e-15
7.1155,6.50084420904053e-15,3.1948600031872032e-15,3.7052571004976856e-15,3.2245536563594148e-15,3.1594417456750551e-15,6.1493913521757999e-15,9.3561440938141905e-15
7.11575,6.5365238343236828e-15,3.1985669123107503e-15,3.6939293821781709e-15,3.2046154214888247e-15,3.1492516533740931e-15,6.1656478570735847e-15,9.3231407851531543e-15
7.116,6.4916646228728289e-15,3.21200219124971e-15,3.7006348955284763e-15,3.1928270043986068e-15,3.1495047778897217e-15,6.1749891059077304e-15,9.3148741313566971e-15
7.11625,6.5020206594281782e-15,3.2061516683259109e-15,3.7004395534383433e-15,3.2273828661322697e-15,3.1432843087225061e-15,6.1733508062283462e-15,9.373234843403468e-15
7.1165,6.4884368595651491e-15,3.2110555549938364e-15,3.7069992543425127e-15,3.2181504668343974e-15,3.1513283363744629e-15,6.1749569979601582e-15,9.3092908968951714e-15
7.11675,6.4765801612056082e-15,3.212584966684075e-15,3.7014460946824592e-15,3.2203596721169218e-15,3.1470384526421656e-15,6.1421113631166921e-15,9.3079258997574013e-15
7.117,6.4961112274266927e-15,3.2267225134458786e-15,3.6979838471877427e-15,3.2028897101365506e-15,3.1491395830150861e-15,6.178615316937363e-15,9.2828907014754345e-15
7.11725,6.4891038880546412e-15,3.2221213735411131e-15,3.6921155151173278e-15,3.2047676009785542e-15,3.1303581639189527e-15,6.1612351269084068e-15,9.3444338403246821e-15
7.1175,6.4748885829549752e-15,3.2246599150110754e-15,3.706374893498353e-15,3.2047968064316643e-15,3.1540895696648604e-15,6.1614350906813955e-15,9.3618208382603039e-15
7.11775,6.4834743485331112e-15,3.2243721226869829e-15,3.6894583370742168e-15,3.1993566834720859e-15,3.1387693372385707e-15,6.1773952956288971e-15,9.317253994468033e-15
7.118,6.4732971102823588e-15,3.2424892926219674e-15,3.696729164235491e-15,3.1921020844886382e-15,3.1430344939874036e-15,6.1540768098757329e-15,9.3334288463674163e-15
7.11825,6.447450752077631e-15,3.2420853335183286e-15,3.6946706151445474e-15,3.2094450883833146e-15,3.132453996805402e-15,6.1861581404476745e-15,9.3336177269105651e-15
7.1185,6.4722032691887977e-15,3.2454014902110897e-15,3.6915034182188336e-15,3.1933487590126104e-15,3.130585956468206e-15,6.169297783534563e-15,9.3098765677923794e-15
7.11875,6.4862552347334588e-15,3.2517539977212117e-15,3.6925496448690472e-15,3.1909316175481963e-15,3.1313467668441392e-15,6.1502102894581813e-15,9.310852728980438e-15
7.119,6.4801210921941455e-15,3.2569444646540202e-15,3.6964160431484474e-15,3.1965732712160259e-15,3.1442619061260248e-15,6.1604546832127978e-15,9.2782437679768936e-15
7.11925,6.4902927140745529e-15,3.2631848977719001e-15,3.6912232489753898e-15,3.1954850630431235e-15,3.1366253997298888e-15,6.1567746047341215e-15,9.3614868368535237e-15
7.1195,6.4605570428590567e-15,3.2505560426745379e-15,3.6746325228908919e-15,3.1873345915491095e-15,3.1347049063037864e-15,6.1874731699367008e-15,9.3565726633431839e-15
7.11975,6.4676928286677373e-15,3.2563483431783889e-15,3.6897518698776494e-15,3.1818701139733111e-15,3.1398337032676048e-15,6.1500037380081746e-15,9.3954746703644383e-15
7.12,6.4590980675321827e-15,3.269193652894936e-15,3.693278276683853e-15,3.18795774935276e-15,3.1216777448963404e-15,6.1359530754328772e-15,9.3527511060896032e-15
7.12025,6.4571233251629168e-15,3.2792676575629631e-15,3.6784759354833932e-15,3.1835223980157423e-15,3.1145735309559833e-15,6.1676221588294166e-15,9.35414476168896e-15
7.1205,6.4625831849548744e-15,3.2896665791224414e-15,3.6834634980466087e-15,3.2006399743393636e-15,3.1232987595880516e-15,6.1700787937508661e-15,9.341745207757588e-15
7.12075,6.4716262098039646e-15,3.2848371050039669e-15,3.6826666416852824e-15,3.1754858236498009e-15,3.1178882529047604e-15,6.1528322425327608e-15,9.3675100497598272e-15
7.121,6.4619258347336123e-15,3.2963651184797834e-15,3.6717801675742108e-15,3.1827061797922684e-15,3.1292372463231194e-15,6.1405429267661732e-15,9.3635058902332052e-15
7.12125,6.4455364774827118e-15,3.2893191225864613e-15,3.6831395887894371e-15,3.1832193687608027e-15,3.1217830649311698e-15,6.1693728437900292e-15,9.3670948657136987e-15
7.1215,6.4740703568468037e-15,3.3057259780484604e-15,3.6598316518185751e-15,3.1778675540937867e-15,3.1011284972389642e-15,6.2025894895136505e-15,9.3441763915956181e-15
7.12175,6.4815394365442032e-15,3.3063883242884514e-15,3.687729077354132e-15,3.1883759078875744e-15,3.1247432381999135e-15,6.1646614829412726e-15,9.3917776391908513e-15
7.122,6.4463129242024584e-15,3.3108371304655965e-15,3.6730064002530058e-15,3.1812870167620122e-15,3.1093701539699424e-15,6.1880033618324511e-15,9.3720683643252269e-15
7.12225,6.4521991011427127e-15,3.3143043528956866e-15,3.6835609346043209e-15,3.168844993460035e-15,3.1156386140177863e-15,6.1239675110118258e-15,9.3563899609153395e-15
7.1225,6.4601663271274514e-15,3.3154282824084675e-15,3.6738989492633382e-15,3.1760469409212185e-15,3.12123832727407e-15,6.1696258224057386e-15,9.3575335593189146e-15
7.12275,6.4639537146536993e-15,3.3274260298667934e-15,3.6768743599044841e-15,3.1750865840286569e-15,3.1064076667848131e-15,6.1659491794568425e-15,9.3864950187399003e-15
7.123,6.4166216288159721e-15,3.3289920324459864e-15,3.6697386042358941e-15,3.1787448483012858e-15,3.1313835364461076e-15,6.1459482067822418e-15,9.3331320248048467e-15
7.12325,6.4450494925424815e-15,3.3374027051293551e-15,3.67672380710234e-15,3.162207769662432e-15,3.0977576522042558e-15,6.2012579478604961e-15,9.3529071814652662e-15
7.1235,6.4407594555074011e-15,3.335404172535226e-15,3.677928819833393e-15,3.163923237773348e-15,3.0997755274238813e-15,6.1669689333332161e-15,9.3548244437601891e-15
7.12375,6.4417578247760775e-15,3.3562514029474358e-15,3.6588372851889296e-15,3.163124122330023e-15,3.097076974661015e-15,6.1330468537532506e-15,9.4039145486079999e-15
7.124,6.4351292329446997e-15,3.3429419586526779e-15,3.6801399598485741e-15,3.1652284069941866e-15,3.0938429932257907e-15,6.164883507021241e-15,9.3426633156554634e-15
7.12425,6.4457667645307859e-15,3.3481981509099146e-15,3.6758176288484795e-15,3.1467448107287168e-15,3.0989912674372032e-15,6.1521821783341689e-15,9.3931113606781047e-15
7.1245,6.420661675862106e-15,3.3554134072618954e-15,3.6713137539699474e-15,3.1609580116922758e-15,3.1072879655987699e-15,6.1501113489692063e-15,9.3397252501980136e-15
7.12475,6.4382408348736506e-15,3.3570428736112408e-15,3.6677161767535742e-15,3.1398627891614842e-15,3.0779676922642235e-15,6.1649471980938871e-15,9.342941087395355e-15
7.125,6.4476413902837838e-15,3.3683898449449197e-15,3.6716098364896003e-15,3.1367103025528663e-15,3.0971309814374743e-15,6.1557868312033454e-15,9.3701839392330272e-15
7.12525,6.4669968731617972e-15,3.368944375432399e-15,3.6657208718080232e-15,3.1584665206387932e-15,3.0904997231860657e-15,6.1618120190437494e-15,9.3584446432685188e-15
7.1255,6.4306228903413226e-15,3.3800314950628292e-15,3.6687977365953225e-15,3.1693896732208103e-15,3.0965782751143018e-15,6.1433568622892478e-15,9.348504189449426e-15
7.12575,6.4402845570277478e-15,3.3827730680635884e-15,3.6541079494162706e-15,3.1456021516403602e-15,3.0934731846514023e-15,6.1894589102807063e-15,9.3745469747745307e-15
7.126,6.4423330077077668e-15,3.3927740243749873e-15,3.6638236409139109e-15,3.1583353744029948e-15,3.0866919079249129e-15,6.1609877428537433e-15,9.327250248697579e-15
7.12625,6.4184212349305602e-15,3.3995943994702969e-15,3.6529990706196086e-15,3.1635416553030431e-15,3.0882080963804108e-15,6.1648352385726306e-15,9.3618594756629535e-15
7.1265,6.4231700319376773e-15,3.4005705212555667e-15,3.658963075136432e-15,3.1643240633273981e-15,3.0742757975052612e-15,6.1458751697598933e-15,9.3214840986356645e-15
7.12675,6.4467197896876955e-15,3.4029908770861359e-15,3.659284446565566e-15,3.149899165871152e-15,3.0985518730073581e-15,6.1391131203202506e-15,9.3935864930365255e-15
7.127,6.4274005570968224e-15,3.4123150287853265e-15,3.6552937255922314e-15,3.1499973696219905e-15,3.0828733343229954e-15,6.1803775171158836e-15,9.3545071869979618e-15
7.12725,6.4009450626463587e-15,3.4070566764586279e-15,3.6694401545055332e-15,3.1440042728173491e-15,3.0927998666802719e-15,6.1521437560363581e-15,9.350501077691874e-15
7.1275,6.414528975477028e-15,3.4244802876166437e-15,3.6519262701931077e-15,3.1523378744590132e-15,3.090933224262657e-15,6.1612620478860167e-15,9.3585218605884604e-15
7.12775,6.4152996249715695e-15,3.4257486679429327e-15,3.6403286179938297e-15,3.1541679423637907e-15,3.0746334285113842e-15,6.1267689181602432e-15,9.3670810820860249e-15
7.128,6.4257707513684853e-15,3.4215305903400118e-15,3.6518546320892337e-15,3.1290409629499421e-15,3.0727393142663558e-15,6.1472425628069134e-15,9.3525644035573965e-15
7.12825,6.4375378530821747e-15,3.4327202597019954e-15,3.6599011747011337e-15,3.1609141824857713e-15,3.0807035872725646e-15,6.1538258789343862e-15,9.3449731162465859e-15
7.1285,6.4006756113043512e-15,3.4390668801905181e-15,3.6535557842833255e-15,3.1326304226272513e-15,3.0759820621400727e-15,6.1661955104374193e-15,9.3866216840760798e-15
7.12875,6.4303384943928995e-15,3.4503747479428322e-15,3.64882705282573e-15,3.1251666972656433e-15,3.0657127352111072e-15,6.1531135589487557e-15,9.389919562844874e-15
7.129,6.4187293616008411e-15,3.4510991914682651e-15,3.6598883432909225e-15,3.1326225813347699e-15,3.0870734268252325e-15,6.1635172318926036e-15,9.4304043900303005e-15
7.12925,6.39134051621062e-15,3.4580695917010301e-15,3.6635797598261614e-15,3.1387339218930884e-15,3.0629179327588431e-15,6.1427128987912224e-15,9.416676938883348e-15
7.1295,6.39075033338056e-15,3.460022041778041e-15,3.6676507583403189e-15,3.1319112996090163e-15,3.0726800132242671e-15,6.1645054603212862e-15,9.3511834929549238e-15
7.12975,6.4187143686030959e-15,3.4589820805846111e-15,3.6518954098012071e-15,3.1445390409252429e-15,3.0623426967625956e-15,6.1469473258181149e-15,9.3825974064822984e-15
7.13,6.3990099317911669e-15,3.4708593173700729e-15,3.6430416337683237e-15,3.1363108154714648e-15,3.0540138636139317e-15,6.1379958225593905e-15,9.3889126174522223e-15
7.13025,6.3841492791995921e-15,3.4701999167256162e-15,3.6468196640617379e-15,3.1385977102758739e-15,3.0526599874777255e-15,6.1749964794390357e-15,9.3419701296118439e-15
7.1305,6.3973865895556443e-15,3.4775322776031873e-15,3.6398000617142796e-15,3.1323349372716019e-15,3.0574817690121582e-15,6.1769988255701849e-15,9.3642492675139766e-15
7.13075,6.4014936752568057e-15,3.4814848301110509e-15,3.6522195550176808e-15,3.1226911615632944e-15,3.0614119461911029e-15,6.1655511381811691e-15,9.4042692969748583e-15
7.131,6.3987317385103374e-15,3.4912552450896571e-15,3.6532695067635226e-15,3.1405807697619195e-15,3.0671241706912623e-15,6.1502373970935067e-15,9.3613387453653848e-15
7.13125,6.3752736138089337e-15,3.5037975370911384e-15,3.6516805534515711e-15,3.1322616455778941e-15,3.077380923781866e-15,6.1734155865760794e-15,9.3497042977172121e-15
7.1315,6.3968385447954203e-15,3.4986146691573429e-15,3.6461146222413703e-15,3.1306481687773327e-15,3.0601964403082251e-15,6.1277170028096637e-15,9.4125019044825903e-15
7.13175,6.3919838236251751e-15,3.5099110249128538e-15,3.6470392186079196e-15,3.1183246612694374e-15,3.0563007072733479e-15,6.157810541936863e-15,9.3975213194491016e-15
7.132,6.3952890585557606e-15,3.5002983319231411e-15,3.6393617028080235e-15,3.1229838109451463e-15,3.0517155576324973e-15,6.1751517224574806e-15,9.3722587100521966e-15
7.13225,6.3796021280505695e-15,3.5202304790618305e-15,3.6488194248494988e-15,3.1205599699544681e-15,3.0433516949306399e-15,6.1730943029284397e-15,9.4146686683945874e-15
7.1325,6.366506495998257e-15,3.5254293648893412e-15,3.6449647762458598e-15,3.1105315561759745e-15,3.0576067469510011e-15,6.1470844490025182e-15,9.4085599707344784e-15
7.13275,6.3745349415092366e-15,3.5350520343396841e-15,3.649407060371107e-15,3.1019124053898483e-15,3.0456452743391457e-15,6.1211399223695219e-15,9.3860570452940343e-15
7.133,6.3616789838428577e-15,3.522044118176417e-15,3.6451351439578295e-15,3.1141105286919751e-15,3.0384482128823643e-15,6.180971739773621e-15,9.3962332403313936e-15
7.13325,6.3568947202084926e-15,3.5391660269974418e-15,3.6500360734255121e-15,3.1106713940733944e-15,3.0337709022634536e-15,6.1488827475299836e-15,9.4458071150666746e-15
7.1335,6.3885639885586769e-15,3.5367035446262845e-15,3.6441334667982168e-15,3.1223350431856703e-15,3.0350701557763056e-15,6.129052121500875e-15,9.3961159437292706e-15
7.13375,6.3653146867416116e-15,3.5496031433107618e-15,3.6390135076066608e-15,3.1237752748680051e-15,3.0377953680600974e-15,6.16040745827923e-15,9.3704943233423261e-15
7.134,6.3733277247908211e-15,3.5516620912445261e-15,3.6438153824354433e-15,3.1017923457908846e-15,3.043194383975375e-15,6.1312282232937274e-15,9.4216593390318139e-15
7.13425,6.3542959020329291e-15,3.5527841372498031e-15,3.6404268695158757e-15,3.1179648982305114e-15,3.0105099977325291e-15,6.1331384448552704e-15,9.4262652643614235e-15
7.1345,6.3610227318842665e-15,3.5623539312008988e-15,3.6336237669180823e-15,3.1095563194663796e-15,3.0533506805933012e-15,6.133426096942827e-15,9.3656649865911111e-15
7.13475,6.3883231647484834e-15,3.5678379245111196e-15,3.6400194000349904e-15,3.1158842188375074e-15,3.0274927060271743e-15,6.134614324782226e-15,9.4314790590776159e-15
7.135,6.3287264036743181e-15,3.5785174381156181e-15,3.62968837283024e-15,3.1218930418210706e-15,3.0349666408043099e-15,6.1763027288188284e-15,9.4151140999259434e-15
7.13525,6.3694391465893857e-15,3.5778536573159202e-15,3.6332409366535776e-15,3.1239741572530311e-15,3.02454818073398e-15,6.1774922901957966e-15,9.3849779604328765e-15
7.1355,6.3654845010460274e-15,3.5856830047956296e-15,3.6333074013174943e-15,3.0946765047919847e-15,3.029650490648206e-15,6.1564706185802092e-15,9.3725028288589831e-15
7.13575,6.3800411144657487e-15,3.5956152102978738e-15,3.6302020665250734e-15,3.1043157342296319e-15,3.0316527846734512e-15,6.1360374445242331e-15,9.4270290702420926e-15
7.136,6.3892196961536682e-15,3.6015385482898458e-15,3.6434150475653225e-15,3.1153423626678556e-15,3.0290020821067293e-15,6.1314153251546315e-15,9.3653266726025697e-15
7.13625,6.3587224654111003e-15,3.5851200833862258e-15,3.6382762086353356e-15,3.097409552226089e-15,3.0281858384617054e-15,6.1737342700904384e-15,9.4241110908770151e-15
7.1365,6.3457998999789839e-15,3.5980427027382568e-15,3.6273650005861029e-15,3.1017058632104403e-15,3.0109414381607196e-15,6.1455291265145968e-15,9.3823529262596517e-15
7.13675,6.3524832494383117e-15,3.6100913270920836e-15,3.6341755204286436e-15,3.1083582219644938e-15,3.0185784306694476e-15,6.1168042088716957e-15,9.4243630460978153e-15
7.137,6.3368317021262039e-15,3.6161606744674793e-15,3.6315677351758682e-15,3.0979546850909917e-15,3.0259309415357856e-15,6.1319717126800443e-15,9.3734563158858424e-15
7.13725,6.3284199332395942e-15,3.6234725540435614e-15,3.628384075042257e-15,3.0831291139002327e-15,3.00718874762261e-15,6.1566822298534597e-15,9.3613627313988348e-15
7.1375,6.3725482548168834e-15,3.6303889005185455e-15,3.6447720749037715e-15,3.0994094504981393e-15,3.0190714658308264e-15,6.1417239314404206e-15,9.3900593195431962e-15
7.13775,6.3310001314762969e-15,3.6319242488009599e-15,3.6258243978534174e-15,3.0999576083471207e-15,3.0321406155207708e-15,6.1355118922426927e-15,9.4093908839916475e-15
7.138,6.3523147587018016e-15,3.6302293327572731e-15,3.6224022556863108e-15,3.0976115011881673e-15,3.0130246486457185e-15,6.1600181556583263e-15,9.4399911460826575e-15
7.13825,6.3609769013406857e-15,3.6366216900165811e-15,3.6377497525933665e-15,3.10154504944459e-15,3.0236004142939478e-15,6.1050316232148995e-15,9.4294033960010076e-15
7.1385,6.3312280050094187e-15,3.6413122997801338e-15,3.6279537047355393e-15,3.1003686819405593e-15,3.0139022065387895e-15,6.0878154196614071e-15,9.4062433943699634e-15
7.13875,6.3004171055811914e-15,3.6517174776648792e-15,3.6405769030378744e-15,3.0786074466585361e-15,3.0109318846329721e-15,6.12018934744685e-15,9.3604156457666599e-15
7.139,6.3685177475557744e-15,3.6581383493101887e-15,3.6319108603044641e-15,3.0942017047078897e-15,3.0133675829335299e-15,6.1459987330689469e-15,9.392516630200293e-15
7.13925,6.3607588523741761e-15,3.6527931551045881e-15,3.6253778090805544e-15,3.1022735145595896e-15,3.0118761208853799e-15,6.1309344921414548e-15,9.423079144512354e-15
7.1395,6.3378533942864899e-15,3.6631465423976782e-15,3.6232713872712891e-15,3.0989363390278304e-15,3.0095185707768942e-15,6.1180499038385365e-15,9.4314499772427322e-15
7.13975,6.3213748424506456e-15,3.6659380407677345e-15,3.6248090747908359e-15,3.0977624189379073e-15,3.0095937322212467e-15,6.1137124741553848e-15,9.4545700964039643e-15
7.14,6.3458571684881408e-15,3.6649803369668817e-15,3.6453741691090537e-15,3.0810642502571699e-15,3.0028924437318009e-15,6.1170994425448054e-15,9.3752544279592683e-15
7.14025,6.3243559488039299e-15,3.6782817692829806e-15,3.6206030781878429e-15,3.0749989920159315e-15,2.9960381871795126e-15,6.1428515458067102e-15,9.4414811863987067e-15
7.1405,6.3092586292427651e-15,3.6879232968763597e-15,3.6160400192173098e-15,3.0925529594614545e-15,3.0055016923596913e-15,6.0920784867704149e-15,9.4306386534094497e-15
7.14075,6.3244422595077487e-15,3.6882152786606308e-15,3.6335816491430098e-15,3.1017278384948846e-15,2.9888979982978059e-15,6.1519086776951974e-15,9.4470348940494777e-15
7.141,6.3097694207583305e-15,3.6908952948451649e-15,3.6310763769725472e-15,3.0953564910607715e-15,2.9928246042775201e-15,6.0939201544123856e-15,9.4080562421923746e-15
7.14125,6.3292682274231337e-15,3.7075172909046945e-15,3.6323509857778403e-15,3.0830786275511094e-15,2.9994757194200117e-15,6.1131364232745407e-15,9.4807006078705121e-15
