Physical Time (s),enth_flux_enthalpy_bot Monitor (W): bot_cv1,enth_flux_enthalpy_bot Monitor (W): bot_cv2,enth_flux_enthalpy_bot Monitor (W): bot_cv3,enth_flux_enthalpy_bot Monitor (W): bot_cv4,enth_flux_enthalpy_bot Monitor (W): bot_cv5,enth_flux_enthalpy_bot Monitor (W): bot_cv6,enth_flux_enthalpy_bot Monitor (W): bot_cv7
7.18975,-6.7682325278774068e-10,-2.9260569650254896e-10,-2.6525743397951816e-10,-2.9635035238325507e-10,-3.9016333228378226e-10,-9.1115076263349107e-10,-1.2171661891293629e-09
7.19,-6.8510285713162153e-10,-2.9366202965702868e-10,-2.659597900437523e-10,-2.9687821972351746e-10,-3.9069883639427701e-10,-9.117066572352869e-10,-1.2169644559091447e-09
7.19025,-6.9342573865978956e-10,-2.9473532072713942e-10,-2.6667991914333186e-10,-2.9743801692088958e-10,-3.9126323515522405e-10,-9.1228965095571585e-10,-1.2167979028781629e-09
7.1905,-7.0180033843305477e-10,-2.9582529720689144e-10,-2.6741935778088037e-10,-2.9802827255343123e-10,-3.9185149997484736e-10,-9.1289825580873718e-10,-1.2166731141457896e-09
7.19075,-7.1023151072290027e-10,-2.9693153324595921e-10,-2.6817981048855611e-10,-2.98647604144104e-10,-3.9245893928142323e-10,-9.1353122864330483e-10,-1.2165966509327151e-09
7.191,-7.1872595486665345e-10,-2.9805385509270537e-10,-2.6896277890806901e-10,-2.9929390620637414e-10,-3.9308105045961011e-10,-9.1418702818461931e-10,-1.2165751262094061e-09
7.19125,-7.2729013174941052e-10,-2.9919157422292199e-10,-2.6976902258562082e-10,-2.9996447047933842e-10,-3.9371335236376725e-10,-9.1486465680002674e-10,-1.2166141056015507e-09
7.1915,-7.3593044652882745e-10,-3.0034468249737757e-10,-2.7059937152752364e-10,-3.006570931398119e-10,-3.9435241657574876e-10,-9.155628371903539e-10,-1.2167168906744205e-09
7.19175,-7.4465794188388235e-10,-3.0151347214242713e-10,-2.7145377198378773e-10,-3.0136901753264115e-10,-3.9499526148324347e-10,-9.1628063153786088e-10,-1.2168837597878319e-09
7.192,-7.5347714186301944e-10,-3.0269797047187402e-10,-2.723309511694733e-10,-3.0209641291627861e-10,-3.9563893123482755e-10,-9.1701661791239118e-10,-1.2171115946057102e-09
7.19225,-7.623919443671489e-10,-3.0389799548542693e-10,-2.7322902127127028e-10,-3.0283570344784155e-10,-3.9628154101370678e-10,-9.1777061182223862e-10,-1.2173952298030632e-09
7.1925,-7.7141459081759628e-10,-3.0511398661386511e-10,-2.741455133058166e-10,-3.0358338858763176e-10,-3.9692201946845039e-10,-9.1854357317544504e-10,-1.2177282681177898e-09
7.19275,-7.805513930589184e-10,-3.0634588449291828e-10,-2.7507717831090173e-10,-3.0433589048792267e-10,-3.9755927806557669e-10,-9.193375116682249e-10,-1.2181038298685635e-09
7.193,-7.8980013798891993e-10,-3.0759232260641371e-10,-2.7602035605777569e-10,-3.0509007438872015e-10,-3.9819215944853642e-10,-9.2015469828935143e-10,-1.2185124224831439e-09
7.19325,-7.9915899600987651e-10,-3.0885200774086793e-10,-2.7697136723015737e-10,-3.0584336669841836e-10,-3.9881974585185973e-10,-9.2099806735811634e-10,-1.218945272925371e-09
7.1935,-8.0862652202935098e-10,-3.1012345420273432e-10,-2.7792677878253641e-10,-3.0659386385151165e-10,-3.9944156184431223e-10,-9.2186997226416003e-10,-1.2193936268848553e-09
7.19375,-8.1820048738854918e-10,-3.1140470231715657e-10,-2.7888391992739454e-10,-3.0733993839647196e-10,-4.0005758541649444e-10,-9.2277182871279674e-10,-1.2198504875283719e-09
7.194,-8.2787838889947642e-10,-3.126937665139375e-10,-2.7984009695235118e-10,-3.0807972620528073e-10,-4.0066798154629935e-10,-9.2370338143114456e-10,-1.22030920742059e-09
7.19425,-8.3765203927231762e-10,-3.1398802418901296e-10,-2.8079294615376197e-10,-3.0881108174275265e-10,-4.0127297487773854e-10,-9.2466208276170166e-10,-1.2207648644814509e-09
7.1945,-8.4751710850720238e-10,-3.1528543129619431e-10,-2.8174120063942113e-10,-3.0953297469249119e-10,-4.0187330570531883e-10,-9.2564403490935228e-10,-1.2212128458190768e-09
7.19475,-8.5745833404334802e-10,-3.1658281897615053e-10,-2.8268310163042898e-10,-3.1024368298519568e-10,-4.0246818815167393e-10,-9.2664230413457474e-10,-1.2216472272587213e-09
7.195,-8.6746028559583303e-10,-3.1787721030784687e-10,-2.8361746751874302e-10,-3.1094258177339249e-10,-4.0305699653662195e-10,-9.2764996155053995e-10,-1.2220622691729627e-09
7.19525,-8.775085492592318e-10,-3.1916588617977872e-10,-2.8454336906747427e-10,-3.116292601544173e-10,-4.0363866407569635e-10,-9.2866032968030317e-10,-1.2224531650342248e-09
7.1955,-8.8758682395739824e-10,-3.2044652555551919e-10,-2.8545983048868247e-10,-3.1230373606063191e-10,-4.0421237318294887e-10,-9.2966763120569334e-10,-1.2228177268584983e-09
7.19575,-8.9767675228992953e-10,-3.2171723152464314e-10,-2.8636608810740116e-10,-3.1296587437342318e-10,-4.0477749181527795e-10,-9.3066659326627057e-10,-1.2231567798022392e-09
7.196,-9.077624991129632e-10,-3.2297652234544396e-10,-2.8726112779428698e-10,-3.136157541803303e-10,-4.0533379657723008e-10,-9.3165247654890288e-10,-1.2234735618011391e-09
7.19625,-9.1782658674345324e-10,-3.2422334231161188e-10,-2.8814376439700981e-10,-3.1425275278747027e-10,-4.0588071630804369e-10,-9.3261938541062433e-10,-1.2237727180806851e-09
7.1965,-9.278467723772587e-10,-3.2545620549446715e-10,-2.8901195658408209e-10,-3.1487583643990675e-10,-4.0641800282175819e-10,-9.3356102397248405e-10,-1.2240573737365052e-09
7.19675,-9.3781076281481142e-10,-3.2667500984940583e-10,-2.8986464151331903e-10,-3.1548495149657332e-10,-4.0694672068170776e-10,-9.3447302246892691e-10,-1.2243299549181238e-09
7.197,-9.4769771025879098e-10,-3.2787875998945956e-10,-2.9070052287939517e-10,-3.1607986373609824e-10,-4.0746758096583859e-10,-9.353495442959531e-10,-1.2245879912113607e-09
7.19725,-9.5749121517078561e-10,-3.2906682061821373e-10,-2.9151870911748838e-10,-3.1666096272037401e-10,-4.0798211945647741e-10,-9.3618616846924101e-10,-1.2248275498524213e-09
7.1975,-9.6717196495928394e-10,-3.3023876982297636e-10,-2.9231896516399333e-10,-3.1722886394111039e-10,-4.0849165039220723e-10,-9.3697878784759683e-10,-1.2250422985791976e-09
7.19775,-9.7672706848107365e-10,-3.3139423891720062e-10,-2.9310137915315937e-10,-3.1778414457167339e-10,-4.0899682321995458e-10,-9.3772445671992774e-10,-1.2252239273821363e-09
7.198,-9.8614604934192151e-10,-3.3253301613982126e-10,-2.9386706474167164e-10,-3.1832810884808982e-10,-4.0949805598647394e-10,-9.3842218963685901e-10,-1.2253627442885981e-09
7.19825,-9.9541870689104198e-10,-3.336545385658572e-10,-2.946174042209664e-10,-3.188618642418107e-10,-4.0999459946466263e-10,-9.3907243271182811e-10,-1.2254490474318545e-09
7.1985,-1.0045308623746858e-09,-3.3475785395191496e-10,-2.9535317574572813e-10,-3.1938587652487427e-10,-4.1048434100687858e-10,-9.3967519534801309e-10,-1.2254706984054776e-09
7.19875,-1.01346527844307e-09,-3.3584141860799774e-10,-2.9607535151580919e-10,-3.1990049207860315e-10,-4.1096453945872202e-10,-9.4023072321733458e-10,-1.2254137289268714e-09
7.199,-1.0222282860635721e-09,-3.3690648996123775e-10,-2.9678718199493937e-10,-3.2040895261649647e-10,-4.1143600261922661e-10,-9.407462421135483e-10,-1.2252712724045749e-09
7.19925,-1.0308246996168038e-09,-3.3795395434844399e-10,-2.9749172606103595e-10,-3.2091403672917957e-10,-4.1189965136050866e-10,-9.4122915992354561e-10,-1.2250376355975349e-09
7.1995,-1.0392558937261053e-09,-3.3898487594227112e-10,-2.9819112703976212e-10,-3.2141723936817734e-10,-4.1235555532028646e-10,-9.4168468733066542e-10,-1.2247083659192804e-09
7.19975,-1.0475203010646344e-09,-3.399993456146305e-10,-2.988863594639727e-10,-3.2191946700415172e-10,-4.1280371197019682e-10,-9.4211589993888561e-10,-1.2242812974691082e-09
7.2,-1.055617737890982e-09,-3.4099781836430118e-10,-2.9957771328100368e-10,-3.2242037126678032e-10,-4.1324309623280046e-10,-9.4252357950668912e-10,-1.2237580883810856e-09
7.20025,-1.0635500817394515e-09,-3.4198032941346935e-10,-3.0026430418697535e-10,-3.2291944556658658e-10,-4.1367293710821824e-10,-9.4290596276758317e-10,-1.2231450014550784e-09
7.2005,-1.0713283159352639e-09,-3.4294729730105784e-10,-3.0094530599621032e-10,-3.2341595408598019e-10,-4.1409249362997091e-10,-9.4325971351453228e-10,-1.2224518771699349e-09
7.20075,-1.0789625896785795e-09,-3.439004267063731e-10,-3.0161964712933041e-10,-3.2390948467341612e-10,-4.1450170976830757e-10,-9.4358020293870763e-10,-1.2216909745107283e-09
7.201,-1.0864664790292658e-09,-3.4484065364535691e-10,-3.0228566115444635e-10,-3.243992578051129e-10,-4.1490066267187949e-10,-9.4386345931805885e-10,-1.2208751012519268e-09
7.20125,-1.0938636378927196e-09,-3.4576944794289479e-10,-3.0294259662542202e-10,-3.2488493547237046e-10,-4.1528990472268378e-10,-9.4410601765460983e-10,-1.220015309812557e-09
7.2015,-1.1011746415505873e-09,-3.4668761921764287e-10,-3.0358936560042083e-10,-3.2536553806847652e-10,-4.1566993439729945e-10,-9.4430618461113111e-10,-1.2191220779421802e-09
7.20175,-1.1084257120523592e-09,-3.4759736553420282e-10,-3.042259640630837e-10,-3.2584071569453694e-10,-4.160420767703235e-10,-9.4446572166663339e-10,-1.2182035052912217e-09
7.202,-1.1156483284009443e-09,-3.4850000494715397e-10,-3.0485294879652096e-10,-3.2631017515152102e-10,-4.1640723683223933e-10,-9.4458834843985013e-10,-1.2172674969584363e-09
7.20225,-1.1228701630375528e-09,-3.4939670343843144e-10,-3.0547118196253296e-10,-3.2677393982276427e-10,-4.1676664153496864e-10,-9.4467957794752117e-10,-1.2163211380093815e-09
7.2025,-1.1301228294219867e-09,-3.5028964210858816e-10,-3.0608264097624555e-10,-3.2723305170405654e-10,-4.1712200291796891e-10,-9.4474797467637701e-10,-1.2153707782463143e-09
7.20275,-1.1374351316989582e-09,-3.5118081134877828e-10,-3.0668977816553251e-10,-3.276889059595986e-10,-4.1747496097064219e-10,-9.4480311617403647e-10,-1.2144217382551404e-09
7.203,-1.1448379684720192e-09,-3.520727557715987e-10,-3.0729583956008347e-10,-3.2814449350909952e-10,-4.1782804935448804e-10,-9.4485591038746418e-10,-1.2134783417367034e-09
7.20325,-1.1523598069739059e-09,-3.5296873163585239e-10,-3.079047881249374e-10,-3.2860316270219128e-10,-4.1818386151627234e-10,-9.4491695789135447e-10,-1.212543524817575e-09
7.2035,-1.160028946182911e-09,-3.5387229671952375e-10,-3.085207752728609e-10,-3.2906897563913492e-10,-4.1854562959493688e-10,-9.4499718931909494e-10,-1.2116186320480859e-09
7.20375,-1.1678683386841855e-09,-3.5478728220431216e-10,-3.0914801142053463e-10,-3.2954617784093665e-10,-4.1891697771887113e-10,-9.4510610919479354e-10,-1.2107042854809196e-09
7.204,-1.1759003058706755e-09,-3.5571795478189799e-10,-3.0979092133933816e-10,-3.3003898048286486e-10,-4.1930144946663703e-10,-9.4525010720979416e-10,-1.2098000669742194e-09
7.20425,-1.184142295732613e-09,-3.5666922314512531e-10,-3.1045396288427339e-10,-3.3055181686491202e-10,-4.1970327053839107e-10,-9.4543416380895645e-10,-1.2089057611091303e-09
7.2045,-1.1926048992702978e-09,-3.5764498225331239e-10,-3.1114092842307635e-10,-3.3108844530979743e-10,-4.2012625218344339e-10,-9.4566024968436618e-10,-1.2080221390661476e-09
7.20475,-1.201305075837474e-09,-3.5864997225611234e-10,-3.1185562655241323e-10,-3.3165259796824914e-10,-4.2057410567655274e-10,-9.4592888095560954e-10,-1.2071528161233044e-09
7.205,-1.210250053771887e-09,-3.5968817891725934e-10,-3.1260106111717339e-10,-3.3224695604274186e-10,-4.2105086088422745e-10,-9.4624073083025481e-10,-1.2063051918991744e-09
7.20525,-1.2194393613646848e-09,-3.6076307554814333e-10,-3.1338010707337133e-10,-3.3287428464991878e-10,-4.215599726291073e-10,-9.465956934267467e-10,-1.2054908314631825e-09
7.2055,-1.2288730273044502e-09,-3.6187736238158453e-10,-3.1419458532408629e-10,-3.335362540586474e-10,-4.2210381983765596e-10,-9.4699490973708272e-10,-1.2047247909866283e-09
7.20575,-1.2385489644020157e-09,-3.6303324201719169e-10,-3.1504619658995086e-10,-3.3423494761972556e-10,-4.2268417269735455e-10,-9.4744098878376393e-10,-1.2040237288626341e-09
7.206,-1.2484521524378148e-09,-3.6423143898209738e-10,-3.1593549752306614e-10,-3.3497138483349625e-10,-4.2330103945963254e-10,-9.4793790744977315e-10,-1.2034032751080066e-09
7.20625,-1.2585703364486047e-09,-3.6547233569747139e-10,-3.1686309616741992e-10,-3.3574540010572277e-10,-4.239520362251206e-10,-9.4848937033579209e-10,-1.2028746481668754e-09
7.2065,-1.2688814906878399e-09,-3.6675484629823833e-10,-3.178293287994741e-10,-3.3655600052236749e-10,-4.2463376752360747e-10,-9.4909970123624652e-10,-1.2024431862233669e-09
7.20675,-1.2793609950997623e-09,-3.6807662439048302e-10,-3.1883410487072171e-10,-3.3740014689210133e-10,-4.2534070987442763e-10,-9.4977151126378973e-10,-1.2021063917692942e-09
7.207,-1.2899795440265708e-09,-3.6943495674221089e-10,-3.1987673742263719e-10,-3.3827427530153399e-10,-4.2606715060626629e-10,-9.5050615984880701e-10,-1.2018550950212587e-09
7.20725,-1.3006997349912274e-09,-3.7082478552071349e-10,-3.2095310372135899e-10,-3.3917287907692598e-10,-4.2680721209845281e-10,-9.5130197170778851e-10,-1.2016767373341688e-09
7.2075,-1.3114800285586879e-09,-3.722416272626455e-10,-3.2205989653672696e-10,-3.4009056815455371e-10,-4.2755536941389557e-10,-9.5215423152642191e-10,-1.2015556961482405e-09
7.20775,-1.3222841843922678e-09,-3.7368048930116246e-10,-3.2319279174591571e-10,-3.4102228952484822e-10,-4.2830695400111217e-10,-9.5305529601920133e-10,-1.2014756511982139e-09
7.208,-1.3330685354617732e-09,-3.7513603008107849e-10,-3.2434715610688824e-10,-3.4196352948954921e-10,-4.2905801559407513e-10,-9.5399413010975707e-10,-1.2014214545023555e-09
7.20825,-1.3437933331939794e-09,-3.766032802033469e-10,-3.2551770646154371e-10,-3.4291005982580224e-10,-4.2980559980934493e-10,-9.5495795238692431e-10,-1.2013801625657758e-09
7.2085,-1.3544206253938384e-09,-3.780762981215567e-10,-3.2669805557047218e-10,-3.4385834313982777e-10,-4.3054764325261785e-10,-9.5593182944996843e-10,-1.2013409284720149e-09
7.20875,-1.3649155425781992e-09,-3.7955031738081301e-10,-3.2788210641898742e-10,-3.4480426432295294e-10,-4.3128307259276078e-10,-9.5690060600284377e-10,-1.2012946932550431e-09
7.209,-1.3752457929964674e-09,-3.8102097010832884e-10,-3.2906351357164405e-10,-3.4574449519501833e-10,-4.3201245794020534e-10,-9.578515295871967e-10,-1.2012347960758036e-09
7.20925,-1.3853885308824714e-09,-3.8248429162555754e-10,-3.3023671700915893e-10,-3.4667577916920198e-10,-4.3273673448394614e-10,-9.5877333827662066e-10,-1.2011542496491996e-09
7.2095,-1.3953228087814077e-09,-3.8393599551561731e-10,-3.31396489267723e-10,-3.4759491216673917e-10,-4.3345666176549432e-10,-9.5965838659105059e-10,-1.2010462300125955e-09
7.20975,-1.4050328660959325e-09,-3.8537192662385044e-10,-3.3253832936406518e-10,-3.4849890286896526e-10,-4.341721093232549e-10,-9.6050188586414707e-10,-1.2009044695546955e-09
7.21,-1.4145132457731663e-09,-3.8678908120140684e-10,-3.3365854660720505e-10,-3.4938491901481221e-10,-4.3488200831023266e-10,-9.6130225025532033e-10,-1.2007231705656722e-09
7.21025,-1.4237561939792361e-09,-3.8818407404054509e-10,-3.347536340971922e-10,-3.5025052989863971e-10,-4.3558447038551711e-10,-9.6205972842573501e-10,-1.2004975538499357e-09
7.2105,-1.4327631085230689e-09,-3.8955374425597404e-10,-3.3582107556228477e-10,-3.5109317505928352e-10,-4.3627620839330732e-10,-9.6277527568674541e-10,-1.2002238884985319e-09
7.21075,-1.4415394674061002e-09,-3.9089491146504169e-10,-3.3685908430922842e-10,-3.5191094103358754e-10,-4.3695390377636987e-10,-9.634516796875818e-10,-1.1999014156935739e-09
7.211,-1.4500977927335673e-09,-3.9220568246576597e-10,-3.3786562991580952e-10,-3.5270126645275821e-10,-4.3761406421950744e-10,-9.6409189459281434e-10,-1.1995313578933326e-09
7.21125,-1.4584459760170573e-09,-3.9348308769091972e-10,-3.3883947954440887e-10,-3.5346213439030992e-10,-4.3825359239990328e-10,-9.6469881331104772e-10,-1.1991185563904997e-09
7.2115,-1.4666005625120928e-09,-3.9472504382543733e-10,-3.3977884942662806e-10,-3.5419140687401805e-10,-4.3886975421301018e-10,-9.6527453208712417e-10,-1.1986689174224607e-09
7.21175,-1.4745763072103148e-09,-3.9593023048965048e-10,-3.4068273050958918e-10,-3.5488826616272847e-10,-4.3946056604746308e-10,-9.6582118910437599e-10,-1.1981901717591436e-09
7.212,-1.48239301448338e-09,-3.9709807158777224e-10,-3.4155089743186368e-10,-3.5555221698250002e-10,-4.4002432664332806e-10,-9.6634058598474675e-10,-1.1976904944628958e-09
7.21225,-1.4900709831259563e-09,-3.9822766050405719e-10,-3.4238237650865304e-10,-3.5618331374828423e-10,-4.4055962102164549e-10,-9.668321947414155e-10,-1.1971763138530483e-09
7.2125,-1.4976379846965085e-09,-3.993203933093159e-10,-3.4317836791505774e-10,-3.5678245045550457e-10,-4.4106592206731003e-10,-9.6729581430259434e-10,-1.1966514606250283e-09
7.21275,-1.5051126542288333e-09,-4.0037586059089676e-10,-3.4393935315100077e-10,-3.5735099801716956e-10,-4.4154338856248992e-10,-9.6773015692200905e-10,-1.1961146449390883e-09
7.213,-1.512526000980941e-09,-4.0139708479712958e-10,-3.4466761137603207e-10,-3.5788991492055471e-10,-4.4199291911732407e-10,-9.6813362782264441e-10,-1.1955627185132995e-09
7.21325,-1.5199070367910717e-09,-4.0238625519633748e-10,-3.4536532590632218e-10,-3.5840123408762515e-10,-4.424172668912831e-10,-9.6850486592613641e-10,-1.194992184689759e-09
7.2135,-1.5272863705554546e-09,-4.0334734554324375e-10,-3.4603603281840667e-10,-3.5888729567976424e-10,-4.428206461309081e-10,-9.6884391101923973e-10,-1.1944000816456252e-09
7.21375,-1.5346910252524854e-09,-4.0428366061605997e-10,-3.4668284210839877e-10,-3.5935076843707043e-10,-4.4320817540943e-10,-9.6915259989533509e-10,-1.1937857230191816e-09
7.214,-1.542143437674376e-09,-4.0519886979124581e-10,-3.473093873182458e-10,-3.5979523216902932e-10,-4.4358545565889385e-10,-9.6943432328464306e-10,-1.193151632684175e-09
7.21425,-1.5496679273552411e-09,-4.0609729222777094e-10,-3.4791968926037856e-10,-3.6022465928701203e-10,-4.4395744536838414e-10,-9.6969425313511533e-10,-1.1925033007867981e-09
7.2145,-1.5572942834252207e-09,-4.0698396639323396e-10,-3.485170047064747e-10,-3.6064281631662073e-10,-4.4432795780934064e-10,-9.6993921908281128e-10,-1.1918464655503082e-09
7.21475,-1.5650363828819343e-09,-4.0786304233589402e-10,-3.4910548653630709e-10,-3.6105403610907843e-10,-4.4469911589525687e-10,-9.7017695295712635e-10,-1.1911873636564689e-09
7.215,-1.5729178678030575e-09,-4.0873898089556801e-10,-3.4968782109027778e-10,-3.6146167037421486e-10,-4.4507148676675893e-10,-9.7041690705499996e-10,-1.1905322104838659e-09
7.21525,-1.5809477703281854e-09,-4.0961618325504155e-10,-3.502665609506033e-10,-3.618683221086719e-10,-4.454441947861846e-10,-9.7066872536415792e-10,-1.1898861438652188e-09
7.2155,-1.5891361571985421e-09,-4.1049808394042752e-10,-3.5084341278494485e-10,-3.6227592759006365e-10,-4.4581607573777175e-10,-9.7094300692330453e-10,-1.1892542522573313e-09
7.21575,-1.5974845466765816e-09,-4.1138813453835544e-10,-3.5141997276140339e-10,-3.6268545614695988e-10,-4.4618544773080663e-10,-9.7124950682718852e-10,-1.1886413515771937e-09
7.216,-1.605993594299774e-09,-4.1228955138748049e-10,-3.5199783090821585e-10,-3.6309776412121685e-10,-4.4655086175822128e-10,-9.7159589531854007e-10,-1.1880493258148807e-09
7.21625,-1.614658431042793e-09,-4.1320398698752326e-10,-3.5257811823219895e-10,-3.6351313025541761e-10,-4.4691072464862782e-10,-9.7198556272969513e-10,-1.1874770010544805e-09
7.2165,-1.6234700109323885e-09,-4.1413322149232421e-10,-3.5316246274097478e-10,-3.6393172486501217e-10,-4.4726429881339937e-10,-9.7241890741967909e-10,-1.1869190176493029e-09
7.21675,-1.6324191535370559e-09,-4.1507865902731687e-10,-3.5375204783339201e-10,-3.6435351878698952e-10,-4.4761154880459683e-10,-9.7289156628444024e-10,-1.1863668005656523e-09
7.217,-1.6414870091765781e-09,-4.1604077502988891e-10,-3.5434899298777779e-10,-3.6477865059367723e-10,-4.4795371767342607e-10,-9.7339616806542107e-10,-1.1858102387415017e-09
7.21725,-1.650658575840409e-09,-4.170200228484179e-10,-3.5495588719809212e-10,-3.6520760248937031e-10,-4.4829328946584769e-10,-9.739233078396331e-10,-1.1852407979696283e-09
7.2175,-1.6599157347410744e-09,-4.1801628499963606e-10,-3.5557459134198926e-10,-3.6564088456674053e-10,-4.4863334562407095e-10,-9.7446207683231818e-10,-1.1846521946313672e-09
7.21775,-1.6692375603184178e-09,-4.1902938012327248e-10,-3.5620716571139e-10,-3.6607960029416633e-10,-4.489775040257936e-10,-9.7500302449819272e-10,-1.1840433605780566e-09
7.218,-1.6786045391469325e-09,-4.2005853167436567e-10,-3.5685530488881702e-10,-3.6652568272089804e-10,-4.4932869140266381e-10,-9.7553613290420161e-10,-1.1834154234801224e-09
7.21825,-1.687992671626272e-09,-4.2110223021670207e-10,-3.5752005375796128e-10,-3.6698178891849239e-10,-4.4968884514746754e-10,-9.7605332063005774e-10,-1.1827707660527088e-09
7.2185,-1.6973838280579653e-09,-4.2215965484152996e-10,-3.5820258106706886e-10,-3.6745033955272113e-10,-4.5005887181419902e-10,-9.7654832616281079e-10,-1.1821114407471779e-09
7.21875,-1.7067542260363016e-09,-4.2322898029998951e-10,-3.5890243351220996e-10,-3.6793345322973157e-10,-4.5043869006530188e-10,-9.770154849586526e-10,-1.1814364378875439e-09
7.219,-1.716085783051612e-09,-4.2430861411383214e-10,-3.5961948492483692e-10,-3.6843271793656933e-10,-4.5082689208620036e-10,-9.7745055006222026e-10,-1.1807434821171605e-09
7.21925,-1.7253552624992318e-09,-4.253964647050955e-10,-3.6035240986785685e-10,-3.6894874378975654e-10,-4.512217819495128e-10,-9.7785035868252012e-10,-1.1800286962067384e-09
7.2195,-1.7345427399227615e-09,-4.2648993014675791e-10,-3.610995812408552e-10,-3.6948093035626422e-10,-4.5162098633984155e-10,-9.7821239518144547e-10,-1.1792869223189879e-09
7.21975,-1.743631974725032e-09,-4.2758609949150309e-10,-3.6185951302387367e-10,-3.7002764489014873e-10,-4.5202168327343952e-10,-9.7853364665659475e-10,-1.1785138121238447e-09
7.22,-1.7525966730406251e-09,-4.2868142426447529e-10,-3.6262990392036749e-10,-3.7058701058321049e-10,-4.5242097905889469e-10,-9.7881099414180284e-10,-1.1777064216375143e-09
7.22025,-1.7614220941600306e-09,-4.297731017478433e-10,-3.6340941568282469e-10,-3.7115693148824005e-10,-4.5281657926603267e-10,-9.790416429165423e-10,-1.1768638838495217e-09
7.2205,-1.7700844574110969e-09,-4.3085712814121865e-10,-3.6419566755780098e-10,-3.7173499810650428e-10,-4.5320693738840619e-10,-9.7922352517705795e-10,-1.1759877958720074e-09
7.22075,-1.7785718718828476e-09,-4.3193119038674328e-10,-3.6498742149178765e-10,-3.7231915928401469e-10,-4.5359138530726523e-10,-9.7935397053358282e-10,-1.1750817876530046e-09
7.221,-1.7868667234920078e-09,-4.3299181835169225e-10,-3.6578279621765333e-10,-3.729074733580019e-10,-4.5397034712967443e-10,-9.794328873990032e-10,-1.1741510263574514e-09
7.22125,-1.7949575382345184e-09,-4.3403680189682564e-10,-3.6657996262416739e-10,-3.7349793420512436e-10,-4.5434440021811451e-10,-9.7946042350740343e-10,-1.1732022866558197e-09
7.2215,-1.8028348537138804e-09,-4.3506425671672457e-10,-3.6737663182443691e-10,-3.7408902099121345e-10,-4.5471447321112536e-10,-9.794387489742341e-10,-1.1722412557597925e-09
7.22175,-1.8104938466229475e-09,-4.3607285450639995e-10,-3.681704757649794e-10,-3.7467921945215035e-10,-4.550814477415773e-10,-9.793702947554524e-10,-1.1712721753096452e-09
7.222,-1.8179320522436244e-09,-4.370617516201927e-10,-3.6895828143633438e-10,-3.7526670910266177e-10,-4.5544534718597605e-10,-9.7925783722076773e-10,-1.1702974863452563e-09
7.22225,-1.8251540197046603e-09,-4.3803077754012414e-10,-3.6973767441193868e-10,-3.7585029962327165e-10,-4.5580615643898918e-10,-9.7910471552576538e-10,-1.169316595844586e-09
7.2225,-1.8321671876488735e-09,-4.3897991622443886e-10,-3.7050654715139499e-10,-3.7642881424133249e-10,-4.5616292189826084e-10,-9.7891444919626671e-10,-1.1683279451202771e-09
7.22275,-1.8389905266966122e-09,-4.3991001975917853e-10,-3.7126257066804475e-10,-3.7700086932475658e-10,-4.5651337915832188e-10,-9.7868909823892336e-10,-1.1673289330079605e-09
7.223,-1.8456357639932413e-09,-4.4082047976373075e-10,-3.7200439223621658e-10,-3.775659089872227e-10,-4.5685442166416194e-10,-9.7843115841636199e-10,-1.1663167229644714e-09
7.22325,-1.8521276000371116e-09,-4.4171264127662526e-10,-3.7273054311485131e-10,-3.7812229906652786e-10,-4.5718138487801106e-10,-9.7814156359191519e-10,-1.1652884496825774e-09
7.2235,-1.858488849707379e-09,-4.4258697504157605e-10,-3.7344013093428103e-10,-3.7866877243357622e-10,-4.5749037830591402e-10,-9.7782369052012635e-10,-1.1642404139886455e-09
7.22375,-1.8647402228252888e-09,-4.4344438419430516e-10,-3.7413258822600906e-10,-3.7920323636175201e-10,-4.5777711877783407e-10,-9.7747985329437249e-10,-1.1631704964385712e-09
7.224,-1.87090624873174e-09,-4.4428541945531138e-10,-3.7480822020027506e-10,-3.7972368210223751e-10,-4.5803934536426804e-10,-9.7711491833033774e-10,-1.1620764194337462e-09
7.22425,-1.8770091007184734e-09,-4.4511159768300017e-10,-3.7546685542969996e-10,-3.8022701961848373e-10,-4.5827557904154557e-10,-9.7673309338610407e-10,-1.160959450738556e-09
7.2245,-1.88307036605767e-09,-4.4592367855186969e-10,-3.761093813985965e-10,-3.8071125681735295e-10,-4.5848654636709799e-10,-9.763391939571432e-10,-1.159822681235946e-09
7.22475,-1.8891113267469843e-09,-4.4672298498770881e-10,-3.7673547630872757e-10,-3.811740204318921e-10,-4.5867330864169591e-10,-9.7593508903555671e-10,-1.1586703924098666e-09
7.225,-1.895146716291032e-09,-4.4751039016429375e-10,-3.7734480906135084e-10,-3.8161379102152113e-10,-4.5883709718507826e-10,-9.7552028111872162e-10,-1.1575074021636632e-09
7.22525,-1.9011902124862163e-09,-4.4828632223034203e-10,-3.7793589295486904e-10,-3.8202974131666273e-10,-4.5897973623057458e-10,-9.7509258696397289e-10,-1.1563369831810012e-09
7.2255,-1.90725268660073e-09,-4.4905182309676528e-10,-3.7850707757573839e-10,-3.8242100655357236e-10,-4.591021978053176e-10,-9.7464722262851959e-10,-1.1551592969997141e-09
7.22575,-1.9133464089544422e-09,-4.4980775076801846e-10,-3.7905702632736129e-10,-3.8278722612409097e-10,-4.592057388249125e-10,-9.7417954611444739e-10,-1.1539716256508114e-09
