Physical Time (s),Etau_left Monitor (W)
6.12325,-2.3601172533377206e-11
6.1235,-2.3600677993327003e-11
6.12375,-2.3600239238702867e-11
6.124,-2.3599861950141723e-11
6.12425,-2.3599550885237292e-11
6.1245,-2.359930938247657e-11
6.12475,-2.3599139334882099e-11
6.125,-2.3599041318690576e-11
6.12525,-2.3599014588513189e-11
6.1255,-2.3599057156559851e-11
6.12575,-2.3599165824100706e-11
6.126,-2.3599336538719519e-11
6.12625,-2.3599564684058128e-11
6.1265,-2.3599845482740591e-11
6.12675,-2.36001742057194e-11
6.127,-2.3600546503762053e-11
6.12725,-2.3600958528381674e-11
6.1275,-2.3601407148862531e-11
6.12775,-2.3601890027556928e-11
6.128,-2.360240553943309e-11
6.12825,-2.360295261651658e-11
6.1285,-2.3603530362109781e-11
6.12875,-2.3604137828321299e-11
6.129,-2.3604773579345937e-11
6.12925,-2.3605435551671661e-11
6.1295,-2.3606120802112309e-11
6.12975,-2.3606825433105809e-11
6.13,-2.3607544483575525e-11
6.13025,-2.3608271948159125e-11
6.1305,-2.3609001003039399e-11
6.13075,-2.3609724305838253e-11
6.131,-2.3610434165334555e-11
6.13125,-2.3611123002309148e-11
6.1315,-2.3611783648376002e-11
6.13175,-2.3612409629309961e-11
6.132,-2.361299551344576e-11
6.13225,-2.3613537305246351e-11
6.1325,-2.3614032424136249e-11
6.13275,-2.3614479462237674e-11
6.133,-2.3614878686885803e-11
6.13325,-2.3615231893518858e-11
6.1335,-2.3615542289817039e-11
6.13375,-2.3615814227790246e-11
6.134,-2.3616052767052534e-11
6.13425,-2.3616263368429857e-11
6.1345,-2.3616451380085948e-11
6.13475,-2.3616622018798856e-11
6.135,-2.3616779761951418e-11
6.13525,-2.3616928211367768e-11
6.1355,-2.3617069773880609e-11
6.13575,-2.3617205575413983e-11
6.136,-2.3617335415489756e-11
6.13625,-2.3617458012067904e-11
6.1365,-2.361757121027922e-11
6.13675,-2.3617672141438539e-11
6.137,-2.3617757501414776e-11
6.13725,-2.3617823511206939e-11
6.1375,-2.3617866517130217e-11
6.13775,-2.3617883386626054e-11
6.138,-2.361787152898585e-11
6.13825,-2.3617829593259233e-11
6.1385,-2.3617757627766478e-11
6.13875,-2.3617657036121617e-11
6.139,-2.3617530615165744e-11
6.13925,-2.3617382348704772e-11
6.1395,-2.361721728545265e-11
6.13975,-2.3617041147738279e-11
6.14,-2.3616860112817395e-11
6.14025,-2.3616680447856235e-11
6.1405,-2.3616508324026445e-11
6.14075,-2.3616349543649246e-11
6.141,-2.3616209430898367e-11
6.14125,-2.3616092768773697e-11
6.1415,-2.3616003321970096e-11
6.14175,-2.3615944437855943e-11
6.142,-2.3615919236544149e-11
6.14225,-2.361593056504298e-11
6.1425,-2.3615980937556402e-11
6.14275,-2.361607284302028e-11
6.143,-2.3616208506805839e-11
6.14325,-2.3616389999034672e-11
6.1435,-2.3616618828923738e-11
6.14375,-2.3616895883756379e-11
6.144,-2.3617221273168148e-11
6.14425,-2.3617594176016673e-11
6.1445,-2.3618012791556006e-11
6.14475,-2.3618474517803967e-11
6.145,-2.3618975706736551e-11
6.14525,-2.361951204303921e-11
6.1455,-2.3620078530633802e-11
6.14575,-2.3620669830092253e-11
6.146,-2.3621280640155558e-11
6.14625,-2.3621905534390302e-11
6.1465,-2.3622539175045515e-11
6.14675,-2.3623176468606357e-11
6.147,-2.3623812808447145e-11
6.14725,-2.3624443878679243e-11
6.1475,-2.3625065714811675e-11
6.14775,-2.3625674947793851e-11
6.148,-2.3626268578945786e-11
6.14825,-2.3626844099059907e-11
6.1485,-2.3627399737597903e-11
6.14875,-2.3627934029854283e-11
6.149,-2.3628446028322607e-11
6.14925,-2.3628935140944583e-11
6.1495,-2.3629401353403827e-11
6.14975,-2.3629845312244294e-11
6.15,-2.3630268084883264e-11
6.15025,-2.3630670890820534e-11
6.1505,-2.3631055382895975e-11
6.15075,-2.3631423540807415e-11
6.151,-2.3631777652912132e-11
6.15125,-2.363211987785315e-11
6.1515,-2.3632452432181352e-11
6.15175,-2.3632777372072509e-11
6.152,-2.3633096817288971e-11
6.15225,-2.3633412855263926e-11
6.1525,-2.363372749046653e-11
6.15275,-2.3634042916909476e-11
6.153,-2.3634361274327113e-11
6.15325,-2.3634684572313018e-11
6.1535,-2.363501484724274e-11
6.15375,-2.3635354047349817e-11
6.154,-2.363570395326395e-11
6.15425,-2.3636066085448538e-11
6.1545,-2.3636441730291767e-11
6.15475,-2.3636832238578061e-11
6.155,-2.3637238750960453e-11
6.15525,-2.3637661932150746e-11
6.1555,-2.3638102584432259e-11
6.15575,-2.3638561081379009e-11
6.156,-2.3639037594310625e-11
6.15625,-2.3639531943827971e-11
6.1565,-2.3640043335636515e-11
6.15675,-2.3640570573492663e-11
6.157,-2.3641111710147649e-11
6.15725,-2.3641664309512363e-11
6.1575,-2.3642225387402256e-11
6.15775,-2.364279119845401e-11
6.158,-2.3643357260845533e-11
6.15825,-2.364391859355716e-11
6.1585,-2.3644469891122136e-11
6.15875,-2.3645006066186743e-11
6.159,-2.3645522425530733e-11
6.15925,-2.3646015009271826e-11
6.1595,-2.3646480735747157e-11
6.15975,-2.3646917773057068e-11
6.16,-2.3647325301273988e-11
6.16025,-2.3647703496020776e-11
6.1605,-2.3648053426085856e-11
6.16075,-2.3648377037267709e-11
6.161,-2.364867727691662e-11
6.16125,-2.364895788158409e-11
6.1615,-2.3649223359481321e-11
6.16175,-2.364947853297393e-11
6.162,-2.364972860239595e-11
6.16225,-2.3649978532288919e-11
6.1625,-2.3650233306529149e-11
6.16275,-2.3650497523848616e-11
6.163,-2.3650775211427812e-11
6.16325,-2.3651069761180318e-11
6.1635,-2.3651383810971318e-11
6.16375,-2.3651719028977611e-11
6.164,-2.3652076162289492e-11
6.16425,-2.3652455106188596e-11
6.1645,-2.3652854787776032e-11
6.16475,-2.3653273624423968e-11
6.165,-2.3653709910428101e-11
6.16525,-2.3654161610798031e-11
6.1655,-2.3654627396111669e-11
6.16575,-2.3655106789906194e-11
6.166,-2.3655600217779878e-11
6.16625,-2.3656109072209586e-11
6.1665,-2.3656635508165027e-11
6.16675,-2.3657182624533945e-11
6.167,-2.3657753714842009e-11
6.16725,-2.3658352530031588e-11
6.1675,-2.3658982543697686e-11
6.16775,-2.365964674565388e-11
6.168,-2.3660346950071397e-11
6.16825,-2.366108396518699e-11
6.1685,-2.3661857163672882e-11
6.16875,-2.3662664548991373e-11
6.169,-2.3663502906581387e-11
6.16925,-2.36643677325325e-11
6.1695,-2.3665253730836884e-11
6.16975,-2.3666154741989036e-11
6.17,-2.3667064330007084e-11
6.17025,-2.3667975936364978e-11
6.1705,-2.3668882849090244e-11
6.17075,-2.366977861957547e-11
6.171,-2.3670657275856894e-11
6.17125,-2.3671513233591761e-11
6.1715,-2.3672341357485846e-11
6.17175,-2.3673136970234186e-11
6.172,-2.367389598340763e-11
6.17225,-2.3674615184906703e-11
6.1725,-2.3675292424721833e-11
6.17275,-2.3675926273444685e-11
6.173,-2.3676516373147185e-11
6.17325,-2.3677063223492166e-11
6.1735,-2.3677568472136012e-11
6.17375,-2.3678034816025922e-11
6.174,-2.3678465673928048e-11
6.17425,-2.3678865085272692e-11
6.1745,-2.3679237733516582e-11
6.17475,-2.3679588220362987e-11
6.175,-2.3679921129057781e-11
6.17525,-2.3680241083992181e-11
6.1755,-2.3680552447302018e-11
6.17575,-2.3680859174739126e-11
6.176,-2.3681164637155263e-11
6.17625,-2.3681471556262039e-11
6.1765,-2.3681782049514176e-11
6.17675,-2.3682097732059732e-11
6.177,-2.3682419468413281e-11
6.17725,-2.3682747367927899e-11
6.1775,-2.3683080783897957e-11
6.17775,-2.3683418617756968e-11
6.178,-2.3683759251590067e-11
6.17825,-2.368410066529729e-11
6.1785,-2.3684440613580057e-11
6.17875,-2.3684776591811946e-11
6.179,-2.368510606989112e-11
6.17925,-2.3685426578285734e-11
6.1795,-2.3685735843933874e-11
6.17975,-2.3686031855988041e-11
6.18,-2.3686312820910049e-11
6.18025,-2.3686576964027905e-11
6.1805,-2.3686822685816931e-11
6.18075,-2.3687048422181317e-11
6.181,-2.3687252599432401e-11
6.18125,-2.3687433742089838e-11
6.1815,-2.3687590590134401e-11
6.18175,-2.3687722093060357e-11
6.182,-2.3687827566158778e-11
6.18225,-2.3687906819859112e-11
6.1825,-2.368796008014528e-11
6.18275,-2.3687987924528519e-11
6.183,-2.3687991294844934e-11
6.18325,-2.3687971439545837e-11
6.1835,-2.3687929842089688e-11
6.18375,-2.3687868131171602e-11
6.184,-2.3687787904640965e-11
6.18425,-2.3687690867940327e-11
6.1845,-2.368757874695143e-11
6.18475,-2.3687453424305327e-11
6.185,-2.3687317188306949e-11
6.18525,-2.3687172698414357e-11
6.1855,-2.3687023377472481e-11
6.18575,-2.36868728766995e-11
6.186,-2.3686725261894094e-11
6.18625,-2.3686584885861048e-11
6.1865,-2.3686456123540139e-11
6.18675,-2.3686343030348232e-11
6.187,-2.3686249661634101e-11
6.18725,-2.3686179261645576e-11
6.1875,-2.3686134279244344e-11
6.18775,-2.3686116051328788e-11
6.188,-2.3686124870702775e-11
6.18825,-2.3686159597552234e-11
6.1885,-2.368621799343834e-11
6.18875,-2.3686296705176789e-11
6.189,-2.3686391455218266e-11
6.18925,-2.3686497937634219e-11
6.1895,-2.3686611539742542e-11
6.18975,-2.3686727843357265e-11
6.19,-2.3686842927946624e-11
6.19025,-2.3686953307930423e-11
6.1905,-2.3687055542006746e-11
6.19075,-2.3687147180105804e-11
6.191,-2.3687226497953952e-11
6.19125,-2.3687292592611454e-11
6.1915,-2.3687344950750697e-11
6.19175,-2.3687383885797693e-11
6.192,-2.3687410384832127e-11
6.19225,-2.3687425768349189e-11
6.1925,-2.3687431553052875e-11
6.19275,-2.3687429702371453e-11
6.193,-2.3687422675251686e-11
6.19325,-2.3687413195875701e-11
6.1935,-2.3687403944193393e-11
6.19375,-2.3687397214481142e-11
6.194,-2.3687394881099666e-11
6.19425,-2.368739810425032e-11
6.1945,-2.368740719823216e-11
6.19475,-2.3687421686578942e-11
6.195,-2.3687440438809615e-11
6.19525,-2.3687461408569917e-11
6.1955,-2.3687481908129028e-11
6.19575,-2.368749880277158e-11
6.196,-2.3687508427886476e-11
6.19625,-2.3687506985664882e-11
6.1965,-2.3687490634901209e-11
6.19675,-2.3687455655793464e-11
6.197,-2.3687398488358588e-11
6.19725,-2.3687316160377964e-11
6.1975,-2.3687206145322115e-11
6.19775,-2.3687066230675486e-11
6.198,-2.3686894683919504e-11
6.19825,-2.3686689876645483e-11
6.1985,-2.3686450405206162e-11
6.19875,-2.3686175118721207e-11
6.199,-2.3685863489287747e-11
6.19925,-2.3685515332163914e-11
6.1995,-2.3685131221038969e-11
6.19975,-2.3684712226707215e-11
6.2,-2.3684259990790442e-11
6.20025,-2.3683776484928965e-11
6.2005,-2.3683264330040314e-11
6.20075,-2.3682726948142435e-11
6.201,-2.3682168325155639e-11
6.20125,-2.3681592602726973e-11
6.2015,-2.3681004049877447e-11
6.20175,-2.3680407129645993e-11
6.202,-2.3679806243941237e-11
6.20225,-2.3679205549724023e-11
6.2025,-2.3678609310524146e-11
6.20275,-2.3678021439643511e-11
6.203,-2.3677445511201743e-11
6.20325,-2.3676884747727702e-11
6.2035,-2.3676342209686399e-11
6.20375,-2.3675820755717474e-11
6.204,-2.367532241474833e-11
6.20425,-2.3674849105057781e-11
6.2045,-2.3674402400483981e-11
6.20475,-2.3673983696195205e-11
6.205,-2.3673593882004687e-11
6.20525,-2.3673233153665985e-11
6.2055,-2.3672901250771149e-11
6.20575,-2.3672597519989761e-11
6.206,-2.3672320718063798e-11
6.20625,-2.3672068990137015e-11
6.2065,-2.3671839647750581e-11
6.20675,-2.3671629542227064e-11
6.207,-2.3671435170389117e-11
6.20725,-2.3671252761743388e-11
6.2075,-2.3671078619706838e-11
6.20775,-2.3670908943507521e-11
6.208,-2.3670740144737609e-11
6.20825,-2.3670568706599217e-11
6.2085,-2.3670391425950395e-11
6.20875,-2.3670205357324702e-11
6.209,-2.3670007637969482e-11
6.20925,-2.3669795674973724e-11
6.2095,-2.3669567119831522e-11
6.20975,-2.3669319831745592e-11
6.21,-2.3669052179839253e-11
6.21025,-2.3668762903866663e-11
6.2105,-2.3668451065496101e-11
6.21075,-2.3668116124951007e-11
6.211,-2.3667757935762445e-11
6.21125,-2.3667376644453318e-11
6.2115,-2.3666972928598414e-11
6.21175,-2.3666547704469814e-11
6.212,-2.3666102213177584e-11
6.21225,-2.3665638199410915e-11
6.2125,-2.366515723112879e-11
6.21275,-2.3664660772674652e-11
6.213,-2.3664149836396542e-11
6.21325,-2.3663625210125186e-11
6.2135,-2.3663087306212538e-11
6.21375,-2.3662536015882397e-11
6.214,-2.3661970885902758e-11
6.21425,-2.3661391200883064e-11
6.2145,-2.366079599102297e-11
6.21475,-2.3660184787483997e-11
6.215,-2.3659557382768276e-11
6.21525,-2.3658914037959925e-11
6.2155,-2.3658256013223717e-11
6.21575,-2.3657585084461407e-11
6.216,-2.3656903707236275e-11
6.21625,-2.3656215037004156e-11
6.2165,-2.3655522642232242e-11
6.21675,-2.3654830472270166e-11
6.217,-2.3654142300532324e-11
6.21725,-2.3653461803009815e-11
6.2175,-2.3652792624157118e-11
6.21775,-2.3652138045857966e-11
6.218,-2.365150083218502e-11
6.21825,-2.3650883229419509e-11
6.2185,-2.3650287140852639e-11
6.21875,-2.3649714051414607e-11
6.219,-2.3649164682509482e-11
6.21925,-2.3648639309354482e-11
6.2195,-2.364813803182679e-11
6.21975,-2.3647660510612237e-11
6.22,-2.364720625584401e-11
6.22025,-2.3646774288573136e-11
6.2205,-2.3646363782511953e-11
6.22075,-2.364597381532891e-11
6.221,-2.3645603474964638e-11
6.22125,-2.3645251635845661e-11
6.2215,-2.3644917298200469e-11
6.22175,-2.3644599324871186e-11
6.222,-2.3644296362100853e-11
6.22225,-2.3644007291016949e-11
6.2225,-2.3643730841501387e-11
6.22275,-2.3643465282268332e-11
6.223,-2.3643208494190855e-11
6.22325,-2.3642958227753661e-11
6.2235,-2.3642712024316348e-11
6.22375,-2.3642467261137524e-11
6.224,-2.3642220788426707e-11
6.22425,-2.3641969207646604e-11
6.2245,-2.3641709619560411e-11
6.22475,-2.3641439471041847e-11
6.225,-2.3641156415505142e-11
6.22525,-2.3640858328386938e-11
6.2255,-2.3640543176435649e-11
6.22575,-2.3640208947576543e-11
6.226,-2.3639853916585852e-11
6.22625,-2.3639476502868747e-11
6.2265,-2.3639075096860107e-11
6.22675,-2.363864816010178e-11
6.227,-2.3638194058753049e-11
6.22725,-2.3637711460905346e-11
6.2275,-2.363719889288311e-11
6.22775,-2.3636655201788833e-11
6.228,-2.3636079608999855e-11
6.22825,-2.3635471965728407e-11
6.2285,-2.3634832788609446e-11
6.22875,-2.3634163664993661e-11
6.229,-2.3633467289290998e-11
6.22925,-2.3632747248290981e-11
6.2295,-2.36320082688892e-11
6.22975,-2.3631255999587723e-11
6.23,-2.3630496601898214e-11
6.23025,-2.3629736818759406e-11
6.2305,-2.3628983473437768e-11
6.23075,-2.3628243493560933e-11
6.231,-2.3627523265717485e-11
6.23125,-2.36268290270406e-11
6.2315,-2.3626166129469757e-11
6.23175,-2.3625539244642592e-11
6.232,-2.3624951790382116e-11
6.23225,-2.362440667574938e-11
6.2325,-2.3623905526846303e-11
6.23275,-2.3623448987849533e-11
6.233,-2.3623037069077873e-11
6.23325,-2.3622669332545461e-11
6.2335,-2.3622344964796438e-11
6.23375,-2.3622063416994665e-11
6.234,-2.3621823966932361e-11
6.23425,-2.3621625905895361e-11
6.2345,-2.362146884357579e-11
6.23475,-2.3621352903439366e-11
6.235,-2.362127835704937e-11
6.23525,-2.3621245526838256e-11
6.2355,-2.362125441091413e-11
6.23575,-2.3621304937330847e-11
6.236,-2.3621396410966537e-11
6.23625,-2.3621526867831822e-11
6.2365,-2.3621693841449723e-11
6.23675,-2.3621893986354964e-11
6.237,-2.3622122748658747e-11
6.23725,-2.3622374482335489e-11
6.2375,-2.3622642624178772e-11
6.23775,-2.3622919865541443e-11
6.238,-2.3623198628870994e-11
6.23825,-2.3623470785211929e-11
6.2385,-2.3623728120210964e-11
6.23875,-2.3623962999030081e-11
6.239,-2.3624168133013111e-11
6.23925,-2.3624337030581741e-11
6.2395,-2.3624464165853199e-11
6.23975,-2.3624544941547778e-11
6.24,-2.3624575856264043e-11
6.24025,-2.3624554425654419e-11
6.2405,-2.3624479427175057e-11
6.24075,-2.362435064746517e-11
6.241,-2.3624168442961086e-11
6.24125,-2.3623934002201371e-11
6.2415,-2.3623648904213362e-11
6.24175,-2.3623315196600319e-11
6.242,-2.3622935097667534e-11
6.24225,-2.3622510739294582e-11
6.2425,-2.3622044660378668e-11
6.24275,-2.362153917163403e-11
6.243,-2.3620996578415392e-11
6.24325,-2.3620419492174773e-11
6.2435,-2.3619810299066109e-11
6.24375,-2.3619171523202001e-11
6.244,-2.3618505977475854e-11
6.24425,-2.3617816319910109e-11
6.2445,-2.3617105687649723e-11
6.24475,-2.3616377323871932e-11
6.245,-2.3615635011640307e-11
6.24525,-2.3614882199048575e-11
6.2455,-2.3614122557943919e-11
6.24575,-2.3613359334555529e-11
6.246,-2.361259567284163e-11
6.24625,-2.3611834552730792e-11
6.2465,-2.361107866903088e-11
6.24675,-2.3610330844366983e-11
6.247,-2.3609593927143342e-11
6.24725,-2.3608870988655235e-11
6.2475,-2.3608165295902264e-11
6.24775,-2.3607480361317318e-11
6.248,-2.3606819871643576e-11
6.24825,-2.3606187715455265e-11
6.2485,-2.3605587884880766e-11
6.24875,-2.3605024319710166e-11
6.249,-2.360450109141397e-11
6.24925,-2.3604021962265826e-11
6.2495,-2.3603590033956636e-11
6.24975,-2.3603207751888518e-11
6.25,-2.3602876636269929e-11
6.25025,-2.3602597545572671e-11
6.2505,-2.3602370797005189e-11
6.25075,-2.3602196420549334e-11
6.251,-2.3602073870096157e-11
6.25125,-2.3602002140040305e-11
6.2515,-2.3601979762591668e-11
6.25175,-2.360200503012223e-11
6.252,-2.3602076158143382e-11
6.25225,-2.360219119647201e-11
6.2525,-2.3602348287593244e-11
6.25275,-2.3602545439422333e-11
6.253,-2.3602780399127283e-11
6.25325,-2.3603050723384743e-11
6.2535,-2.3603353651160331e-11
6.25375,-2.3603686236658127e-11
6.254,-2.3604045255508307e-11
6.25425,-2.3604427309613346e-11
6.2545,-2.3604828825043998e-11
6.25475,-2.3605246272110574e-11
6.255,-2.3605676266039756e-11
6.25525,-2.3606115520483344e-11
6.2555,-2.3606561120011036e-11
6.25575,-2.3607010546423405e-11
6.256,-2.3607461456135605e-11
6.25625,-2.3607911877392168e-11
6.2565,-2.3608359995822143e-11
6.25675,-2.3608804206046287e-11
6.257,-2.3609243082689109e-11
6.25725,-2.3609675206466429e-11
6.2575,-2.3610099157646158e-11
6.25775,-2.361051361649516e-11
6.258,-2.3610917426721032e-11
6.25825,-2.3611309477147216e-11
6.2585,-2.361168876473209e-11
6.25875,-2.3612054238632339e-11
6.259,-2.3612404866356146e-11
6.25925,-2.3612739805810506e-11
6.2595,-2.3613058448505152e-11
6.25975,-2.361336043799966e-11
6.26,-2.3613645527182109e-11
6.26025,-2.3613913499619562e-11
6.2605,-2.361416425396462e-11
6.26075,-2.36143978032904e-11
6.261,-2.3614614257816313e-11
6.26125,-2.3614813635238059e-11
6.2615,-2.3614995878712447e-11
6.26175,-2.3615160701411163e-11
6.262,-2.3615307681251063e-11
6.26225,-2.3615436034283354e-11
6.2625,-2.3615544743622334e-11
6.26275,-2.3615633021105401e-11
6.263,-2.3615700388873191e-11
6.26325,-2.3615746761114716e-11
6.2635,-2.3615772546404911e-11
6.26375,-2.3615778655285389e-11
6.264,-2.3615766524843307e-11
6.26425,-2.3615738170121093e-11
6.2645,-2.3615696049374671e-11
6.26475,-2.3615642986713641e-11
6.265,-2.3615581979598273e-11
6.26525,-2.3615516076244424e-11
6.2655,-2.3615448401756018e-11
6.26575,-2.3615382197016904e-11
6.266,-2.361532088546113e-11
6.26625,-2.361526812090184e-11
6.2665,-2.3615227762928744e-11
6.26675,-2.3615203647924391e-11
6.267,-2.3615200270116142e-11
6.26725,-2.3615222527561044e-11
6.2675,-2.3615275737785945e-11
6.26775,-2.3615365386473689e-11
6.268,-2.3615496891176477e-11
6.26825,-2.3615675299522904e-11
6.2685,-2.3615904773878253e-11
6.26875,-2.3616188574670529e-11
6.269,-2.3616528661085903e-11
6.26925,-2.3616925847842686e-11
6.2695,-2.361737958363832e-11
6.26975,-2.3617887957418749e-11
6.27,-2.3618447721235779e-11
6.27025,-2.3619054539782969e-11
6.2705,-2.3619703213974578e-11
6.27075,-2.3620388007748905e-11
6.271,-2.3621103021401161e-11
6.27125,-2.3621842457569004e-11
6.2715,-2.3622600701624357e-11
6.27175,-2.3623372430727782e-11
6.272,-2.3624152786463743e-11
6.27225,-2.3624937410072997e-11
6.2725,-2.3625722311236792e-11
6.27275,-2.3626504135313867e-11
6.273,-2.3627280120884847e-11
6.27325,-2.3628048038420469e-11
6.2735,-2.3628806104299241e-11
6.27375,-2.3629552979266848e-11
6.274,-2.3630287621455803e-11
6.27425,-2.3631009138137787e-11
6.2745,-2.3631716684994755e-11
6.27475,-2.3632409736131803e-11
6.275,-2.3633088019497538e-11
6.27525,-2.3633751562717336e-11
6.2755,-2.3634400489472638e-11
6.27575,-2.3635035094560229e-11
6.276,-2.363565560952477e-11
6.27625,-2.3636262326423757e-11
6.2765,-2.3636855587815836e-11
6.27675,-2.3637435833838797e-11
6.277,-2.3638003679066084e-11
6.27725,-2.3638559978045018e-11
6.2775,-2.363910578584902e-11
6.27775,-2.363964273531075e-11
6.278,-2.3640172759013887e-11
6.27825,-2.3640697903524931e-11
6.2785,-2.3641220257067674e-11
6.27875,-2.3641741951204731e-11
6.279,-2.3642265126745416e-11
6.27925,-2.3642791946716706e-11
6.2795,-2.3643324504103545e-11
6.27975,-2.3643864768782078e-11
6.28,-2.3644414411376642e-11
6.28025,-2.3644974752618323e-11
6.2805,-2.3645546739558538e-11
6.28075,-2.3646130873997044e-11
6.281,-2.3646727144647912e-11
6.28125,-2.3647335079568839e-11
6.2815,-2.3647953632457034e-11
6.28175,-2.3648580987259588e-11
6.282,-2.3649214743217686e-11
6.28225,-2.3649851809928477e-11
6.2825,-2.3650488613631421e-11
6.28275,-2.3651121086251865e-11
6.283,-2.3651744878042884e-11
6.28325,-2.3652355597162757e-11
6.2835,-2.3652948876916442e-11
6.28375,-2.3653520696257373e-11
6.284,-2.3654067581053776e-11
6.28425,-2.3654586548480906e-11
6.2845,-2.3655075371864634e-11
6.28475,-2.3655532330558419e-11
6.285,-2.3655956400760991e-11
6.28525,-2.3656347050607902e-11
6.2855,-2.3656704514587983e-11
6.28575,-2.3657029458790805e-11
6.286,-2.3657323152931386e-11
6.28625,-2.3657587512495325e-11
6.2865,-2.3657825024126057e-11
6.28675,-2.3658038744153131e-11
6.287,-2.3658232305023936e-11
6.28725,-2.365840963444756e-11
6.2875,-2.3658574861710175e-11
6.28775,-2.3658732295012858e-11
6.288,-2.365888624753994e-11
6.28825,-2.3659040853256532e-11
6.2885,-2.3659199790676048e-11
6.28875,-2.3659366043331764e-11
6.289,-2.3659541876108089e-11
6.28925,-2.3659728784780908e-11
6.2895,-2.3659927667873829e-11
6.28975,-2.3660139032723144e-11
6.29,-2.3660363180074371e-11
6.29025,-2.3660600306663469e-11
6.2905,-2.3660850839204696e-11
6.29075,-2.3661115479281924e-11
6.291,-2.3661395414086514e-11
6.29125,-2.3661692116588687e-11
6.2915,-2.3662007443680957e-11
6.29175,-2.3662343504642833e-11
6.292,-2.3662702519035696e-11
6.29225,-2.3663086558822985e-11
6.2925,-2.3663497122230464e-11
6.29275,-2.3663935200091109e-11
6.293,-2.3664401125667114e-11
6.29325,-2.3664894531849003e-11
6.2935,-2.3665414488176836e-11
6.29375,-2.3665959615171192e-11
6.294,-2.3666528345040679e-11
6.29425,-2.3667118804185642e-11
6.2945,-2.3667729189343447e-11
6.29475,-2.3668357719702379e-11
6.295,-2.3669002754065701e-11
6.29525,-2.366966269687982e-11
6.2955,-2.3670335906812373e-11
6.29575,-2.3671020657516603e-11
6.296,-2.3671714748544107e-11
6.29625,-2.3672415323135578e-11
6.2965,-2.3673118826664986e-11
6.29675,-2.3673820797971045e-11
6.297,-2.3674515951565457e-11
6.29725,-2.3675198362611549e-11
6.2975,-2.3675861403951227e-11
6.29775,-2.367649812144218e-11
6.298,-2.3677101567658805e-11
6.29825,-2.3677665268404511e-11
6.2985,-2.3678183405944311e-11
6.29875,-2.3678651113916657e-11
6.299,-2.3679064824942693e-11
6.29925,-2.3679422523275275e-11
6.2995,-2.3679723898719377e-11
6.29975,-2.3679970055081212e-11
6.3,-2.3680163745774511e-11
6.30025,-2.3680309262387513e-11
6.3005,-2.3680412288287063e-11
6.30075,-2.3680479405950519e-11
6.301,-2.3680517672863811e-11
6.30125,-2.3680534224139289e-11
6.3015,-2.3680536265973349e-11
6.30175,-2.3680530652697427e-11
6.302,-2.3680523802496936e-11
6.30225,-2.3680521327761919e-11
6.3025,-2.3680527950937207e-11
6.30275,-2.3680547139659257e-11
6.303,-2.3680581519475456e-11
6.30325,-2.3680632548411617e-11
6.3035,-2.3680700890356228e-11
6.30375,-2.3680786607501272e-11
6.304,-2.3680889047494034e-11
6.30425,-2.3681006875289219e-11
6.3045,-2.3681138135068626e-11
6.30475,-2.3681280221282532e-11
6.305,-2.3681430264672355e-11
6.30525,-2.3681584963195151e-11
6.3055,-2.3681740620223628e-11
6.30575,-2.3681893836738558e-11
6.306,-2.3682041464473066e-11
6.30625,-2.368218083891881e-11
6.3065,-2.3682309848987463e-11
6.30675,-2.3682426981424633e-11
6.307,-2.3682531298094273e-11
6.30725,-2.36826223832145e-11
6.3075,-2.3682700546545047e-11
6.30775,-2.36827666615565e-11
6.308,-2.3682821943188935e-11
6.30825,-2.3682867826533353e-11
6.3085,-2.3682905370836929e-11
6.30875,-2.36829352560471e-11
6.309,-2.3682957916777136e-11
6.30925,-2.3682973489254384e-11
6.3095,-2.3682981965159536e-11
6.30975,-2.3682983125078063e-11
6.31,-2.3682976868317049e-11
6.31025,-2.3682963252787591e-11
6.3105,-2.368294254645851e-11
6.31075,-2.3682915624481928e-11
6.311,-2.3682884176554613e-11
6.31125,-2.3682849862162057e-11
6.3115,-2.3682815083731744e-11
6.31175,-2.3682782593615904e-11
6.312,-2.3682755210528284e-11
6.31225,-2.3682735395712792e-11
6.3125,-2.3682725853205413e-11
6.31275,-2.3682728635460419e-11
6.313,-2.3682745787703338e-11
6.31325,-2.3682778504568923e-11
6.3135,-2.3682827627939973e-11
6.31375,-2.3682893061680847e-11
6.314,-2.3682974681504e-11
6.31425,-2.368307171169904e-11
6.3145,-2.368318330132521e-11
6.31475,-2.3683308303775242e-11
6.315,-2.3683444582855574e-11
6.31525,-2.3683589495090861e-11
6.3155,-2.3683739791883681e-11
6.31575,-2.3683891455584466e-11
6.316,-2.368403973217819e-11
6.31625,-2.3684179660290589e-11
6.3165,-2.3684306401614718e-11
6.31675,-2.3684415443870608e-11
6.317,-2.3684502832628082e-11
6.31725,-2.3684565493389087e-11
6.3175,-2.368460141789664e-11
6.31775,-2.3684609506789916e-11
6.318,-2.368458999765819e-11
6.31825,-2.36845442985072e-11
6.3185,-2.3684475085770714e-11
6.31875,-2.368438638460944e-11
6.319,-2.3684282953483369e-11
6.31925,-2.3684169834858156e-11
6.3195,-2.3684052126450611e-11
6.31975,-2.368393438277983e-11
6.32,-2.3683820876150171e-11
6.32025,-2.3683715054240063e-11
6.3205,-2.3683619506428274e-11
6.32075,-2.3683535698606916e-11
6.321,-2.3683464005344452e-11
