Physical Time (s),Etau_left Monitor (W)
5.11725,-2.3743240499966428e-11
5.1175,-2.3742710834419956e-11
5.11775,-2.3742283213670911e-11
5.118,-2.3741961540422641e-11
5.11825,-2.374174868952699e-11
5.1185,-2.3741647382247335e-11
5.11875,-2.3741659411035428e-11
5.119,-2.3741786186714087e-11
5.11925,-2.3742028407101276e-11
5.1195,-2.3742386070273424e-11
5.11975,-2.3742858114079763e-11
5.12,-2.3743442336016187e-11
5.12025,-2.3744137510663109e-11
5.1205,-2.3744940894761878e-11
5.12075,-2.3745849136606106e-11
5.121,-2.3746859091093722e-11
5.12125,-2.3747965924761187e-11
5.1215,-2.3749165215316669e-11
5.12175,-2.3750451559090947e-11
5.122,-2.3751818744014198e-11
5.12225,-2.3753259403350892e-11
5.1225,-2.3754765382087552e-11
5.12275,-2.3756328106143775e-11
5.123,-2.3757939183663962e-11
5.12325,-2.3759589756920744e-11
5.1235,-2.3761271382942529e-11
5.12375,-2.3762975671629307e-11
5.124,-2.3764694350270599e-11
5.12425,-2.3766419642641807e-11
5.1245,-2.3768144493349233e-11
5.12475,-2.3769862503458078e-11
5.125,-2.3771567091189172e-11
5.12525,-2.3773252117545802e-11
5.1255,-2.3774912700997788e-11
5.12575,-2.3776543080629394e-11
5.126,-2.3778138116330984e-11
5.12625,-2.3779692321389903e-11
5.1265,-2.3781199126959876e-11
5.12675,-2.3782651547234226e-11
5.127,-2.3784042592518444e-11
5.12725,-2.378536421053721e-11
5.1275,-2.3786608226042653e-11
5.12775,-2.3787766885382998e-11
5.128,-2.3788833733130543e-11
5.12825,-2.3789802894167283e-11
5.1285,-2.3790668696215272e-11
5.12875,-2.3791427613131886e-11
5.129,-2.3792076739248996e-11
5.12925,-2.3792615103875248e-11
5.1295,-2.3793042714799086e-11
5.12975,-2.3793361560033607e-11
5.13,-2.3793574581008994e-11
5.13025,-2.3793684470272632e-11
5.1305,-2.3793693678379973e-11
5.13075,-2.3793604374506858e-11
5.131,-2.3793419485228547e-11
5.13125,-2.3793142061713064e-11
5.1315,-2.3792774521624206e-11
5.13175,-2.3792320272365338e-11
5.132,-2.3791783310883255e-11
5.13225,-2.3791167692691189e-11
5.1325,-2.3790477987268276e-11
5.13275,-2.378971925790735e-11
5.133,-2.3788897298641371e-11
5.13325,-2.3788017972684095e-11
5.1335,-2.3787087291679382e-11
5.13375,-2.3786111170866912e-11
5.134,-2.3785096389501336e-11
5.13425,-2.3784049654047929e-11
5.1345,-2.3782977180308908e-11
5.13475,-2.3781885635099445e-11
5.135,-2.3780782924014453e-11
5.13525,-2.3779676047856933e-11
5.1355,-2.3778570560259267e-11
5.13575,-2.3777472234419769e-11
5.136,-2.377638715158096e-11
5.13625,-2.3775321042059586e-11
5.1365,-2.3774279303502274e-11
5.13675,-2.3773266832231016e-11
5.137,-2.3772288393866357e-11
5.13725,-2.3771347650698321e-11
5.1375,-2.3770446470957477e-11
5.13775,-2.3769585727511338e-11
5.138,-2.376876519871756e-11
5.13825,-2.3767982937644319e-11
5.1385,-2.3767235547266702e-11
5.13875,-2.3766518779031636e-11
5.139,-2.3765828241363853e-11
5.13925,-2.3765159246853506e-11
5.1395,-2.3764506827924733e-11
5.13975,-2.3763866182418841e-11
5.14,-2.3763232844604415e-11
5.14025,-2.3762602621082501e-11
5.1405,-2.3761972171305597e-11
5.14075,-2.3761338871215638e-11
5.141,-2.3760700987500759e-11
5.14125,-2.3760057636350525e-11
5.1415,-2.3759408618107279e-11
5.14175,-2.375875406234949e-11
5.142,-2.3758094543678922e-11
5.14225,-2.3757431292745662e-11
5.1425,-2.3756765708757071e-11
5.14275,-2.3756099472811489e-11
5.143,-2.375543453841635e-11
5.14325,-2.3754773373783885e-11
5.1435,-2.3754118468605405e-11
5.14375,-2.3753472105789754e-11
5.144,-2.3752836147649682e-11
5.14425,-2.3752212919956123e-11
5.1445,-2.3751604783775367e-11
5.14475,-2.3751013805415793e-11
5.145,-2.3750441658131357e-11
5.14525,-2.3749890092833456e-11
5.1455,-2.3749360927111696e-11
5.14575,-2.3748855405235039e-11
5.146,-2.374837438133224e-11
5.14625,-2.3747919023129097e-11
5.1465,-2.3747491189158436e-11
5.14675,-2.3747092857629235e-11
5.147,-2.374672541629388e-11
5.14725,-2.3746390920787568e-11
5.1475,-2.3746092396794457e-11
5.14775,-2.3745833471048547e-11
5.148,-2.3745618039853089e-11
5.14825,-2.3745451082434034e-11
5.1485,-2.3745338670216389e-11
5.14875,-2.3745286544004017e-11
5.149,-2.374530059793221e-11
5.14925,-2.3745387065864429e-11
5.1495,-2.3745552092865674e-11
5.14975,-2.374580129267904e-11
5.15,-2.3746138905579604e-11
5.15025,-2.3746568921392437e-11
5.1505,-2.374709578095361e-11
5.15075,-2.3747723091513239e-11
5.151,-2.3748453180095231e-11
5.15125,-2.3749287842861305e-11
5.1515,-2.3750228430303598e-11
5.15175,-2.3751275146306299e-11
5.152,-2.3752426612841873e-11
5.15225,-2.3753681087727403e-11
5.1525,-2.3755036344179705e-11
5.15275,-2.3756488771943332e-11
5.153,-2.3758033977369776e-11
5.15325,-2.3759666134158018e-11
5.1535,-2.3761378886840618e-11
5.15375,-2.3763165038819091e-11
5.154,-2.3765016741905782e-11
5.15425,-2.3766925526417627e-11
5.1545,-2.3768882126088789e-11
5.15475,-2.3770877161101568e-11
5.155,-2.3772901113515404e-11
5.15525,-2.3774944083542091e-11
5.1555,-2.3776995594197863e-11
5.15575,-2.3779045137266434e-11
5.156,-2.3781082598895047e-11
5.15625,-2.3783097885359933e-11
5.1565,-2.3785080846783177e-11
5.15675,-2.3787021346062301e-11
5.157,-2.378891016985139e-11
5.15725,-2.3790738657176717e-11
5.1575,-2.3792498845876772e-11
5.15775,-2.3794183755901991e-11
5.158,-2.3795788010334804e-11
5.15825,-2.3797307397693359e-11
5.1585,-2.3798738877572016e-11
5.15875,-2.3800080973411542e-11
5.159,-2.3801333931717968e-11
5.15925,-2.3802499276132989e-11
5.1595,-2.3803579157339048e-11
5.15975,-2.3804577158825085e-11
5.16,-2.3805497539622793e-11
5.16025,-2.3806345354671029e-11
5.1605,-2.3807125520275526e-11
5.16075,-2.3807843337127225e-11
5.161,-2.380850481677445e-11
5.16125,-2.3809116006745735e-11
5.1615,-2.3809682111563565e-11
5.16175,-2.3810208049928942e-11
5.162,-2.3810698940030293e-11
5.16225,-2.3811159358200454e-11
5.1625,-2.3811593124478813e-11
5.16275,-2.3812004184638228e-11
5.163,-2.3812396297706981e-11
5.16325,-2.3812772642867586e-11
5.1635,-2.3813134870465028e-11
5.16375,-2.3813484563755338e-11
5.164,-2.3813823193790336e-11
5.16425,-2.381415162240552e-11
5.1645,-2.3814469920740622e-11
5.16475,-2.3814777792348151e-11
5.165,-2.3815075589793369e-11
5.16525,-2.3815362898871251e-11
5.1655,-2.3815638856012297e-11
5.16575,-2.3815902511636439e-11
5.166,-2.3816153485740144e-11
5.16625,-2.3816392072501734e-11
5.1665,-2.3816617606920426e-11
5.16675,-2.3816829367311053e-11
5.167,-2.3817027700556927e-11
5.16725,-2.3817213105545282e-11
5.1675,-2.3817385411717396e-11
5.16775,-2.3817544689630857e-11
5.168,-2.3817691849661934e-11
5.16825,-2.3817828153709078e-11
5.1685,-2.381795430214318e-11
5.16875,-2.3818071396558369e-11
5.169,-2.3818181351036735e-11
5.16925,-2.3818286007291892e-11
5.1695,-2.3818386349887376e-11
5.16975,-2.3818483490936164e-11
5.17,-2.3818578423449254e-11
5.17025,-2.3818671937498812e-11
5.1705,-2.3818764037521535e-11
5.17075,-2.3818854857797603e-11
5.171,-2.3818944504374693e-11
5.17125,-2.3819032338558225e-11
5.1715,-2.3819116657325008e-11
5.17175,-2.3819196189246225e-11
5.172,-2.3819270587632138e-11
5.17225,-2.3819338706686441e-11
5.1725,-2.3819399716981741e-11
5.17275,-2.3819452986473234e-11
5.173,-2.3819497838178672e-11
5.17325,-2.381953342013073e-11
5.1735,-2.3819558816464547e-11
5.17375,-2.3819572731941641e-11
5.174,-2.3819574390488413e-11
5.17425,-2.3819562898627812e-11
5.1745,-2.3819537255575912e-11
5.17475,-2.3819496460332009e-11
5.175,-2.3819439820443282e-11
5.17525,-2.3819366907060301e-11
5.1755,-2.3819277258877984e-11
5.17575,-2.381917030473896e-11
5.176,-2.3819045834327853e-11
5.17625,-2.3818903742536893e-11
5.1765,-2.3818744021279018e-11
5.17675,-2.3818566320956922e-11
5.177,-2.3818370654740795e-11
5.17725,-2.3818157683424407e-11
5.1775,-2.3817928371835991e-11
5.17775,-2.3817683966896292e-11
5.178,-2.3817426643895014e-11
5.17825,-2.3817159044830216e-11
5.1785,-2.3816884920109061e-11
5.17875,-2.3816608097119529e-11
5.179,-2.3816333116246778e-11
5.17925,-2.3816065315601652e-11
5.1795,-2.3815809641158726e-11
5.17975,-2.3815570622302124e-11
5.18,-2.3815352446491952e-11
5.18025,-2.3815158161650493e-11
5.1805,-2.3814990220641069e-11
5.18075,-2.3814850332877797e-11
5.181,-2.3814738890475815e-11
5.18125,-2.3814655399775717e-11
5.1815,-2.3814597759544468e-11
5.18175,-2.3814565910477017e-11
5.182,-2.3814556101056859e-11
5.18225,-2.3814565667477787e-11
5.1825,-2.3814591243354188e-11
5.18275,-2.3814631107118756e-11
5.183,-2.3814683312452056e-11
5.18325,-2.3814746377393237e-11
5.1835,-2.3814819289398827e-11
5.18375,-2.3814901863511311e-11
5.184,-2.3814994121964583e-11
5.18425,-2.3815096694735957e-11
5.1845,-2.3815209670109666e-11
5.18475,-2.3815333027144141e-11
5.185,-2.3815466466413306e-11
5.18525,-2.3815608775308077e-11
5.1855,-2.3815759117486585e-11
5.18575,-2.3815916314283183e-11
5.186,-2.3816079223921394e-11
5.18625,-2.3816246197207638e-11
5.1865,-2.3816415556332283e-11
5.18675,-2.3816585157768625e-11
5.187,-2.3816752955950795e-11
5.18725,-2.3816917014092187e-11
5.1875,-2.3817075253271927e-11
5.18775,-2.3817226073389538e-11
5.188,-2.3817368017921922e-11
5.18825,-2.3817499932789584e-11
5.1885,-2.381762109400658e-11
5.18875,-2.3817731072321665e-11
5.189,-2.3817829457922039e-11
5.18925,-2.3817916372631706e-11
5.1895,-2.3817992364981622e-11
5.18975,-2.3818058152206524e-11
5.19,-2.3818114490944087e-11
5.19025,-2.3818162362526079e-11
5.1905,-2.3818202918102035e-11
5.19075,-2.381823730284453e-11
5.191,-2.3818266607137224e-11
5.19125,-2.3818291848217344e-11
5.1915,-2.3818313957779109e-11
5.19175,-2.3818333664246778e-11
5.192,-2.3818351331105267e-11
5.19225,-2.381836695977733e-11
5.1925,-2.3818379987980161e-11
5.19275,-2.3818389092957661e-11
5.193,-2.3818392449308754e-11
5.19325,-2.3818387868764938e-11
5.1935,-2.3818373078760163e-11
5.19375,-2.3818345384570163e-11
5.194,-2.3818302439606536e-11
5.19425,-2.3818242069836815e-11
5.1945,-2.381816278410137e-11
5.19475,-2.3818063735919625e-11
5.195,-2.381794528034765e-11
5.19525,-2.3817809017553978e-11
5.1955,-2.3817657475101285e-11
5.19575,-2.3817494283764066e-11
5.196,-2.3817323845358835e-11
5.19625,-2.3817149705055528e-11
5.1965,-2.3816976031056969e-11
5.19675,-2.3816807958265055e-11
5.197,-2.3816649754720883e-11
5.19725,-2.3816505362101018e-11
5.1975,-2.3816378308329765e-11
5.19775,-2.3816271362535644e-11
5.198,-2.3816186817795903e-11
5.19825,-2.3816126390750183e-11
5.1985,-2.3816091162021709e-11
5.19875,-2.3816081446034257e-11
5.199,-2.3816096976667164e-11
5.19925,-2.3816136854739618e-11
5.1995,-2.3816199267256949e-11
5.19975,-2.3816281569344157e-11
5.2,-2.3816380167300041e-11
5.20025,-2.3816490628163812e-11
5.2005,-2.3816607801288277e-11
5.20075,-2.3816725669308027e-11
5.201,-2.3816837626500939e-11
5.20125,-2.3816937070226526e-11
5.2015,-2.3817017323823831e-11
5.20175,-2.3817072017518843e-11
5.202,-2.38170955064747e-11
5.20225,-2.3817083352250167e-11
5.2025,-2.3817031632003709e-11
5.20275,-2.3816936892755101e-11
5.203,-2.3816796871305225e-11
5.20325,-2.3816609792713633e-11
5.2035,-2.3816374559943807e-11
5.20375,-2.3816090256323309e-11
5.204,-2.3815755396761779e-11
5.20425,-2.3815370232792546e-11
5.2045,-2.3814933544073005e-11
5.20475,-2.3814444866820451e-11
5.205,-2.3813903300385461e-11
5.20525,-2.3813308913986393e-11
5.2055,-2.3812662935137084e-11
5.20575,-2.3811967102639379e-11
5.206,-2.3811224424790431e-11
5.20625,-2.3810438958150388e-11
5.2065,-2.3809616215884095e-11
5.20675,-2.380876246673539e-11
5.207,-2.3807884700692967e-11
5.20725,-2.3806990444334258e-11
5.2075,-2.3806088187344428e-11
5.20775,-2.3805185548843648e-11
5.208,-2.3804289453184113e-11
5.20825,-2.3803406270359624e-11
5.2085,-2.3802541577932694e-11
5.20875,-2.3801699124794105e-11
5.209,-2.3800882299025168e-11
5.20925,-2.3800093567452886e-11
5.2095,-2.3799333709328437e-11
5.20975,-2.3798603303353037e-11
5.21,-2.3797902290873395e-11
5.21025,-2.3797229671527689e-11
5.2105,-2.3796583729766514e-11
5.21075,-2.3795962721469786e-11
5.211,-2.3795364896325542e-11
5.21125,-2.3794788534429639e-11
5.2115,-2.3794231052283821e-11
5.21175,-2.3793690476123112e-11
5.212,-2.3793165073235289e-11
5.21225,-2.3792652402110974e-11
5.2125,-2.3792149928157183e-11
5.21275,-2.3791655266552388e-11
5.213,-2.3791167293587587e-11
5.21325,-2.3790683777839088e-11
5.2135,-2.3790202538991226e-11
5.21375,-2.3789721429560857e-11
5.214,-2.3789240548948452e-11
5.21425,-2.3788758897143254e-11
5.2145,-2.3788275944256947e-11
5.21475,-2.3787790898042532e-11
5.215,-2.3787303259307906e-11
5.21525,-2.3786812707707425e-11
5.2155,-2.3786319433735602e-11
5.21575,-2.3785824277002937e-11
5.216,-2.3785328667869291e-11
5.21625,-2.3784834171893546e-11
5.2165,-2.3784342945449132e-11
5.21675,-2.3783857275227441e-11
5.217,-2.378338010506348e-11
5.21725,-2.3782914650621046e-11
5.2175,-2.3782464140305285e-11
5.21775,-2.3782032034552489e-11
5.218,-2.3781621591529318e-11
5.21825,-2.3781235775685081e-11
5.2185,-2.3780877001548983e-11
5.21875,-2.378054656236789e-11
5.219,-2.3780244710276582e-11
5.21925,-2.3779970766537148e-11
5.2195,-2.3779722981615199e-11
5.21975,-2.3779498675249372e-11
5.22,-2.377929447983673e-11
5.22025,-2.3779106712152478e-11
5.2205,-2.3778931437610543e-11
5.22075,-2.3778764886545554e-11
5.221,-2.377860359511078e-11
5.22125,-2.3778444677515035e-11
5.2215,-2.3778285829083632e-11
5.22175,-2.3778125127302907e-11
5.222,-2.3777961134307933e-11
5.22225,-2.3777792931642883e-11
5.2225,-2.3777619969692061e-11
5.22275,-2.3777441700425685e-11
5.223,-2.3777257498018247e-11
5.22325,-2.3777066600090008e-11
5.2235,-2.3776868159001952e-11
5.22375,-2.3776660901892178e-11
5.224,-2.3776443671405736e-11
5.22425,-2.3776215260981577e-11
5.2245,-2.3775974276125409e-11
5.22475,-2.3775720548934689e-11
5.225,-2.377545399051021e-11
5.22525,-2.3775174041086132e-11
5.2255,-2.377488112275534e-11
5.22575,-2.3774576950042829e-11
5.226,-2.37742632873409e-11
5.22625,-2.3773942542799766e-11
5.2265,-2.3773617693106009e-11
5.22675,-2.3773291877009222e-11
5.227,-2.3772968376349682e-11
5.22725,-2.3772650347466057e-11
5.2275,-2.3772340763756151e-11
5.22775,-2.3772042212666777e-11
5.228,-2.3771756646410608e-11
5.22825,-2.3771485233581236e-11
5.2285,-2.3771228512741057e-11
5.22875,-2.3770986284614805e-11
5.229,-2.3770757533929576e-11
5.22925,-2.3770540493550684e-11
5.2295,-2.3770332872989216e-11
5.22975,-2.377013195791182e-11
5.23,-2.3769934830290071e-11
5.23025,-2.3769738491285646e-11
5.2305,-2.3769539996669353e-11
5.23075,-2.3769336562037067e-11
5.231,-2.3769125486965012e-11
5.23125,-2.376890431160598e-11
5.2315,-2.376867115003709e-11
5.23175,-2.3768424672222303e-11
5.232,-2.3768163686086556e-11
5.23225,-2.3767887045746178e-11
5.2325,-2.3767594142812448e-11
5.23275,-2.3767284683425009e-11
5.233,-2.3766958282379487e-11
5.23325,-2.3766614096123553e-11
5.2335,-2.37662511114936e-11
5.23375,-2.3765868088580909e-11
5.234,-2.3765463357584005e-11
5.23425,-2.3765035195865166e-11
5.2345,-2.3764581525997982e-11
5.23475,-2.3764100006910663e-11
5.235,-2.3763587861142581e-11
5.23525,-2.3763042144474728e-11
5.2355,-2.3762459545893869e-11
5.23575,-2.3761839036062088e-11
5.236,-2.3761177050876831e-11
5.23625,-2.3760473091705704e-11
5.2365,-2.3759727836548014e-11
5.23675,-2.375894235035316e-11
5.237,-2.3758118924850962e-11
5.23725,-2.3757260091368912e-11
5.2375,-2.3756369417263513e-11
5.23775,-2.3755451504726476e-11
5.238,-2.3754510592703428e-11
5.23825,-2.3753550647142364e-11
5.2385,-2.37525755694462e-11
5.23875,-2.3751588845078954e-11
5.239,-2.3750592586847209e-11
5.23925,-2.3749588339658192e-11
5.2395,-2.374857708493448e-11
5.23975,-2.3747558806012474e-11
5.24,-2.3746532206830305e-11
5.24025,-2.3745495366200392e-11
5.2405,-2.3744445747198562e-11
5.24075,-2.3743380920765151e-11
5.241,-2.37422988680192e-11
5.24125,-2.3741198133187931e-11
5.2415,-2.3740077165628067e-11
5.24175,-2.3738935712297141e-11
5.242,-2.3737774134874463e-11
5.24225,-2.3736593164671134e-11
5.2425,-2.3735394895451561e-11
5.24275,-2.3734182454569321e-11
5.243,-2.3732959149951014e-11
5.24325,-2.3731728182547104e-11
5.2435,-2.3730492329439056e-11
5.24375,-2.372925461066139e-11
5.244,-2.3728017804424868e-11
5.24425,-2.3726783887915331e-11
5.2445,-2.3725554307066611e-11
5.24475,-2.3724330166926982e-11
5.245,-2.3723112418389178e-11
5.24525,-2.3721901398041675e-11
5.2455,-2.3720696377430049e-11
5.24575,-2.3719496772329326e-11
5.246,-2.3718302571141383e-11
5.24625,-2.3717114334840913e-11
5.2465,-2.3715933090654269e-11
5.24675,-2.3714759779857327e-11
5.247,-2.371359598633452e-11
5.24725,-2.3712444507935322e-11
5.2475,-2.3711308539970017e-11
5.24775,-2.3710190634024845e-11
5.248,-2.3709094260182361e-11
5.24825,-2.3708023626223106e-11
5.2485,-2.370698330329113e-11
5.24875,-2.3705977034529358e-11
5.249,-2.3705009093400164e-11
5.24925,-2.3704084509404658e-11
5.2495,-2.3703207996699779e-11
5.24975,-2.3702383649402692e-11
5.25,-2.3701615475025807e-11
5.25025,-2.3700908326366554e-11
5.2505,-2.3700266196842443e-11
5.25075,-2.3699692084023084e-11
5.251,-2.3699189090110603e-11
5.25125,-2.3698760709644737e-11
5.2515,-2.3698410902874995e-11
5.25175,-2.369814312016996e-11
5.252,-2.3697959776095881e-11
5.25225,-2.3697863157299845e-11
5.2525,-2.3697854860654956e-11
5.25275,-2.3697936591169592e-11
5.253,-2.3698109489380239e-11
5.25325,-2.3698373367006907e-11
5.2535,-2.3698727834683246e-11
5.25375,-2.3699172329481657e-11
5.254,-2.3699706795481915e-11
5.25425,-2.3700330186330326e-11
5.2545,-2.3701040449226622e-11
5.25475,-2.370183560915579e-11
5.255,-2.3702712897975002e-11
5.25525,-2.3703669318268628e-11
5.2555,-2.3704700434460291e-11
5.25575,-2.3705800750218624e-11
5.256,-2.3706963617306673e-11
5.25625,-2.3708181442145148e-11
5.2565,-2.370944628563751e-11
5.25675,-2.3710749737678101e-11
5.257,-2.3712082410710811e-11
5.25725,-2.37134358416992e-11
5.2575,-2.3714801544700166e-11
5.25775,-2.3716171549870687e-11
5.258,-2.3717538166235771e-11
5.25825,-2.3718893407996569e-11
5.2585,-2.3720230159362229e-11
5.25875,-2.3721541804657219e-11
5.259,-2.3722822332570153e-11
5.25925,-2.3724066085546914e-11
5.2595,-2.3725267885322508e-11
5.25975,-2.3726423224221692e-11
5.26,-2.3727527799341493e-11
5.26025,-2.3728577447104063e-11
5.2605,-2.372956882150377e-11
5.26075,-2.373049919692753e-11
5.261,-2.3731366837012751e-11
5.26125,-2.3732171230071077e-11
5.2615,-2.3732912677561262e-11
5.26175,-2.3733592999732357e-11
5.262,-2.3734214747512248e-11
5.26225,-2.3734781654644462e-11
5.2625,-2.3735298443473014e-11
5.26275,-2.373577049366121e-11
5.263,-2.3736203462213294e-11
5.26325,-2.3736603173974947e-11
5.2635,-2.3736975347320394e-11
5.26375,-2.3737325157375132e-11
5.264,-2.3737657531125988e-11
5.26425,-2.3737976661485313e-11
5.2645,-2.3738286009155852e-11
5.26475,-2.3738588049862563e-11
5.265,-2.3738884469676579e-11
5.26525,-2.3739176526499526e-11
5.2655,-2.3739464778750152e-11
5.26575,-2.373974907001209e-11
5.266,-2.3740029030936782e-11
5.26625,-2.3740304480428937e-11
5.2665,-2.374057494409787e-11
5.26675,-2.3740839754201107e-11
5.267,-2.3741097981212487e-11
5.26725,-2.3741348460999649e-11
5.2675,-2.3741589754622255e-11
5.26775,-2.3741820446098301e-11
5.268,-2.3742038847652765e-11
5.26825,-2.3742243597701278e-11
5.2685,-2.3742433370207846e-11
5.26875,-2.374260689535877e-11
5.269,-2.3742762689277735e-11
5.26925,-2.3742898865383393e-11
5.2695,-2.3743014075221403e-11
5.26975,-2.3743107216584141e-11
5.27,-2.3743177018332499e-11
5.27025,-2.3743222349782384e-11
5.2705,-2.3743241762622174e-11
5.27075,-2.3743233387573662e-11
5.271,-2.3743195400705814e-11
5.27125,-2.3743125723827356e-11
5.2715,-2.3743022728377258e-11
5.27175,-2.3742885003508789e-11
5.272,-2.3742711411701861e-11
5.27225,-2.3742501509976134e-11
5.2725,-2.3742255662270393e-11
5.27275,-2.3741974976080499e-11
5.273,-2.374166139951048e-11
5.27325,-2.3741317021166464e-11
5.2735,-2.3740944109497021e-11
5.27375,-2.3740545412675717e-11
5.274,-2.3740123615218605e-11
5.27425,-2.3739681435100004e-11
5.2745,-2.3739220970594482e-11
5.27475,-2.3738743818938706e-11
5.275,-2.3738251186502408e-11
5.27525,-2.3737743667470815e-11
5.2755,-2.3737221184011328e-11
5.27575,-2.3736683648674757e-11
5.276,-2.3736131266097075e-11
5.27625,-2.3735565039952357e-11
5.2765,-2.3734986787334302e-11
5.27675,-2.3734399259811438e-11
5.277,-2.3733806367048613e-11
5.27725,-2.373321301650421e-11
5.2775,-2.3732625380108602e-11
5.27775,-2.3732050233081081e-11
5.278,-2.3731494686878355e-11
5.27825,-2.3730966119515042e-11
5.2785,-2.3730471479765439e-11
5.27875,-2.3730017354223249e-11
5.279,-2.372960895422615e-11
5.27925,-2.3729250297521795e-11
5.2795,-2.3728944150671281e-11
5.27975,-2.3728691920806871e-11
5.28,-2.3728494367615131e-11
5.28025,-2.3728351003541079e-11
5.2805,-2.3728260634292268e-11
5.28075,-2.3728221760348334e-11
5.281,-2.3728232509179995e-11
5.28125,-2.3728291334085009e-11
5.2815,-2.3728396322654096e-11
5.28175,-2.3728545751021323e-11
5.282,-2.3728737896769831e-11
5.28225,-2.3728971175104105e-11
