Physical Time (s),ea_right Monitor (W): right_cv1,ea_right Monitor (W): right_cv2,ea_right Monitor (W): right_cv3,ea_right Monitor (W): right_cv4,ea_right Monitor (W): right_cv5,ea_right Monitor (W): right_cv6,ea_right Monitor (W): right_cv7
6.1275,2.5308022106986708e-07,7.6517818986939191e-08,9.5657663509715381e-08,1.4816054086017651e-07,1.8079381421273302e-07,1.9564243855767643e-07,1.8253117150235469e-07
6.12775,2.5386624707371736e-07,7.6433765516138483e-08,9.5096185926176638e-08,1.4743664116940669e-07,1.8022638643326205e-07,1.9563351996980822e-07,1.825232326206137e-07
6.128,2.5465226079470051e-07,7.63590509264178e-08,9.4545116776617829e-08,1.4671770533556313e-07,1.796570631298623e-07,1.9562054151582854e-07,1.8251540930925572e-07
6.12825,2.5543979212253497e-07,7.6293684273594236e-08,9.4004297084127052e-08,1.4600380726678182e-07,1.7908585710425004e-07,1.9560350927587871e-07,1.8250772853954493e-07
6.1285,2.5622853700009497e-07,7.6237690546573458e-08,9.3473657803702269e-08,1.4529500410940377e-07,1.7851288697946325e-07,1.9558234506560939e-07,1.8250021012529284e-07
6.12875,2.5701773908773187e-07,7.6191125568474794e-08,9.2953156484105199e-08,1.4459133649967461e-07,1.779383714357266e-07,1.9555697954300001e-07,1.8249287902306182e-07
6.129,2.5780695545308615e-07,7.6154078069860339e-08,9.2442957436566411e-08,1.438929041715427e-07,1.7736253508701567e-07,1.9552724362854499e-07,1.8248575726764036e-07
6.12925,2.5859669950717568e-07,7.6126491248683457e-08,9.1943221635725477e-08,1.4319982427419069e-07,1.767855451778924e-07,1.9549301275270863e-07,1.8247885717625473e-07
6.1295,2.5938631117894705e-07,7.6108416448877629e-08,9.1454081288612033e-08,1.4251220538784059e-07,1.7620754374409872e-07,1.9545539421368868e-07,1.824721457776818e-07
6.12975,2.6017476914633364e-07,7.6099886067642433e-08,9.0975517439890072e-08,1.4183007974430576e-07,1.7562860523411084e-07,1.9541529004113406e-07,1.8246560460978538e-07
6.13,2.6096148309232401e-07,7.6100737402808596e-08,9.0507529085218546e-08,1.4115350466171468e-07,1.7504872731407906e-07,1.9537289889885512e-07,1.8245919484696896e-07
6.13025,2.6174791593164209e-07,7.6110921635449851e-08,9.0050166529963192e-08,1.4048246549244102e-07,1.7446786321211225e-07,1.9532841149371311e-07,1.8245289763265851e-07
6.1305,2.6253468446168866e-07,7.6130478746388077e-08,8.9603455344659805e-08,1.3981693478567371e-07,1.73885997329619e-07,1.9528183315504524e-07,1.8244671348574754e-07
6.13075,2.6332058954000322e-07,7.6159551370156059e-08,8.9167318225937591e-08,1.3915683763220932e-07,1.7330320699104229e-07,1.9523300113819651e-07,1.8244065177397285e-07
6.131,2.6410412422820197e-07,7.6198200754142513e-08,8.8741671697003758e-08,1.3850214406968963e-07,1.727196451124137e-07,1.9518175801618945e-07,1.8243471861275402e-07
6.13125,2.6488507652882942e-07,7.6246340925135032e-08,8.8326679361006138e-08,1.3785282715281657e-07,1.7213543904933094e-07,1.9512793419519908e-07,1.8242892381529863e-07
6.1315,2.6566592867546263e-07,7.6303850044795991e-08,8.7922507011837984e-08,1.3720888076696672e-07,1.7155080459151257e-07,1.9507131734348867e-07,1.8242326751022788e-07
6.13175,2.6644622832972132e-07,7.6370634513852602e-08,8.7529220830700756e-08,1.3657033617807045e-07,1.7096583165390003e-07,1.9501172741799698e-07,1.8241775083237711e-07
6.132,2.6722602583258185e-07,7.6446650891045954e-08,8.7146642795514383e-08,1.3593717515950124e-07,1.7038044996690257e-07,1.9494887057264235e-07,1.8241237550074445e-07
6.13225,2.6800555445986795e-07,7.6531949867247164e-08,8.6774459701972445e-08,1.3530939724194619e-07,1.6979449811682559e-07,1.9488264267907943e-07,1.8240714755049053e-07
6.1325,2.6878435117209757e-07,7.6626612803667015e-08,8.6412463210116811e-08,1.3468707068864992e-07,1.692078130477626e-07,1.9481299259551968e-07,1.8240207591625095e-07
6.13275,2.6956136597502462e-07,7.6730749390235242e-08,8.6060785739982164e-08,1.3407029670411998e-07,1.686203688976466e-07,1.9474001710084117e-07,1.8239716685419719e-07
6.133,2.7033598823110709e-07,7.6844333101720663e-08,8.5719719254948383e-08,1.3345921334374633e-07,1.6803223729384636e-07,1.9466382296369484e-07,1.8239241854934893e-07
6.13325,2.7110716646021882e-07,7.6967222311083506e-08,8.5389537370299511e-08,1.3285392270679062e-07,1.6744352638209291e-07,1.945844703349929e-07,1.8238782743430035e-07
6.1335,2.7187444688598582e-07,7.7099349433816821e-08,8.5070207309685479e-08,1.3225443376590696e-07,1.6685429859188464e-07,1.9450202632012657e-07,1.823833968149844e-07
6.13375,2.7263713085921011e-07,7.7240705755558443e-08,8.4761377741939827e-08,1.3166078546569092e-07,1.6626449358181219e-07,1.9441646735579827e-07,1.8237912621954088e-07
6.134,2.7339715462539296e-07,7.7391339931702248e-08,8.4462839538127686e-08,1.3107302072545984e-07,1.656740434316909e-07,1.9432763673924869e-07,1.8237502188386767e-07
6.13425,2.7415584642128818e-07,7.7551277766052895e-08,8.4174620214296539e-08,1.3049117081890199e-07,1.650829503734267e-07,1.942355037197863e-07,1.8237109145811274e-07
6.1345,2.7491596174295731e-07,7.7720540251922167e-08,8.3896880203177173e-08,1.299152888656854e-07,1.644912078091554e-07,1.9414004641448451e-07,1.8236733701042299e-07
6.13475,2.7567617862793988e-07,7.7899076783254635e-08,8.3629751715799775e-08,1.2934542594836329e-07,1.6389882598309786e-07,1.9404120503886064e-07,1.8236375809979435e-07
6.135,2.7643521623392643e-07,7.8086850218921186e-08,8.3373135652667541e-08,1.2878169252658494e-07,1.6330592860895395e-07,1.9393892765987027e-07,1.8236035323502489e-07
6.13525,2.771932148491677e-07,7.8283886988048049e-08,8.3126874672478085e-08,1.2822411494455176e-07,1.6271268729170532e-07,1.9383316422529414e-07,1.8235711535719206e-07
6.1355,2.7794897706839025e-07,7.8490257436151481e-08,8.2890920539263869e-08,1.2767261422857929e-07,1.6211932825114095e-07,1.9372386571332052e-07,1.8235403714905257e-07
6.13575,2.787003038241266e-07,7.8705976420940285e-08,8.2665305382233994e-08,1.2712707122358331e-07,1.6152615855023766e-07,1.936110167390952e-07,1.8235111577013976e-07
6.136,2.7944617061421928e-07,7.8931113045466313e-08,8.2449863731810228e-08,1.2658736754689942e-07,1.6093343217912273e-07,1.9349452205086643e-07,1.8234835541740169e-07
6.13625,2.8018808453501286e-07,7.916566966944345e-08,8.2244628643354763e-08,1.2605342038678395e-07,1.6034129478956446e-07,1.9337436306130807e-07,1.8234576326571373e-07
6.1365,2.80925537440086e-07,7.9409568875414085e-08,8.2049930394351602e-08,1.2552525029045367e-07,1.5974975438764446e-07,1.9325048574739127e-07,1.8234334106994732e-07
6.13675,2.816574080653772e-07,7.9662796060264559e-08,8.1866074969505365e-08,1.2500295444971157e-07,1.5915876345451729e-07,1.9312282087393234e-07,1.8234109233391108e-07
6.137,2.8238417423194633e-07,7.9925395284250069e-08,8.1693283416333393e-08,1.2448662428818841e-07,1.5856829144652143e-07,1.9299135541145115e-07,1.8233902234889769e-07
6.13725,2.8310666654999991e-07,8.0197420177049515e-08,8.1531897579472711e-08,1.2397638042139651e-07,1.5797834172657354e-07,1.9285608700749181e-07,1.823371398197001e-07
6.1375,2.8382615034395756e-07,8.0478898644720189e-08,8.1381889018634554e-08,1.2347233422355481e-07,1.5738898774098687e-07,1.9271712482755767e-07,1.8233545278549709e-07
6.13775,2.8454326935463473e-07,8.0769793201971464e-08,8.1242815340559098e-08,1.2297469564163135e-07,1.5680038033484772e-07,1.9257469109730765e-07,1.8233395749094937e-07
6.138,2.8525984642050715e-07,8.107005657971929e-08,8.1114411705146461e-08,1.2248380897350803e-07,1.5621267701198283e-07,1.9242910166386885e-07,1.8233264147147764e-07
6.13825,2.8597642164597582e-07,8.1379663552369693e-08,8.0996896188531535e-08,1.2199996073795199e-07,1.5562608707436279e-07,1.9228053548032703e-07,1.823314881629763e-07
6.1385,2.8669178135943693e-07,8.1698662386368216e-08,8.0890586892739785e-08,1.2152330523337419e-07,1.5504084474694815e-07,1.9212908100265245e-07,1.8233048649091696e-07
6.13875,2.8740264803424879e-07,8.2027057958275153e-08,8.0795708994002683e-08,1.2105393356979911e-07,1.5445710279496696e-07,1.9197481652240941e-07,1.8232963962068913e-07
6.139,2.8810567992209452e-07,8.2364883096649645e-08,8.0712460136461457e-08,1.2059186835985416e-07,1.5387491802218974e-07,1.9181784703424526e-07,1.8232895599534372e-07
6.13925,2.8880092332846366e-07,8.2712258728019236e-08,8.0640828547972863e-08,1.2013720907009158e-07,1.532943274704437e-07,1.9165827008065006e-07,1.8232844007958536e-07
6.1395,2.8948900578711577e-07,8.3069212343376426e-08,8.0580827649491609e-08,1.1969004233732375e-07,1.5271557956078754e-07,1.9149604296866249e-07,1.8232809918637446e-07
6.13975,2.90169574241047e-07,8.3435691625765744e-08,8.0532351548325388e-08,1.1925041382876682e-07,1.5213903085525741e-07,1.9133107401666427e-07,1.8232792555527913e-07
6.14,2.908421471828249e-07,8.3811693680029954e-08,8.0495147602789856e-08,1.1881837267290139e-07,1.5156490588668573e-07,1.9116335013184711e-07,1.8232790779939819e-07
6.14025,2.9150770745481957e-07,8.4197273785523155e-08,8.046899251341236e-08,1.1839401688076614e-07,1.5099334152087328e-07,1.9099292354237866e-07,1.8232804102536115e-07
6.1405,2.9216720325115619e-07,8.459248862130018e-08,8.0453641095808858e-08,1.1797750212903892e-07,1.5042435769164912e-07,1.9081981776049319e-07,1.8232831658435702e-07
6.14075,2.9282051383907084e-07,8.4997374816497737e-08,8.0448966764158308e-08,1.1756883947380798e-07,1.4985792783242866e-07,1.9064403259504581e-07,1.823287346154867e-07
6.141,2.9347104599685521e-07,8.5411971706379961e-08,8.0455009070624622e-08,1.171679645750508e-07,1.4929407740835726e-07,1.9046560698786857e-07,1.8232929868235194e-07
6.14125,2.9411856216408914e-07,8.5836265164003932e-08,8.0471918986497426e-08,1.1677492690456182e-07,1.4873284370852895e-07,1.9028464194230868e-07,1.823300031427317e-07
6.1415,2.9476090558254508e-07,8.6270237991374102e-08,8.0499668021635524e-08,1.1638992056270347e-07,1.4817428619153201e-07,1.9010114163299317e-07,1.8233083531367587e-07
6.14175,2.9539688154577327e-07,8.671389545653413e-08,8.0538411769189307e-08,1.1601302443843024e-07,1.4761842295324218e-07,1.8991513889418239e-07,1.8233177966662474e-07
6.142,2.9602547481932145e-07,8.7167226668340986e-08,8.0588461553373544e-08,1.1564425126769882e-07,1.4706528594386475e-07,1.897267318075872e-07,1.8233281159883037e-07
6.14225,2.966448198606399e-07,8.7630392976817258e-08,8.0649845852925707e-08,1.1528352102069166e-07,1.4651498263823062e-07,1.8953608880297226e-07,1.8233390934224328e-07
6.1425,2.9725508798178659e-07,8.8103480879135918e-08,8.0722389829830298e-08,1.1493096404215013e-07,1.4596759909833976e-07,1.8934331236837238e-07,1.8233505176939168e-07
6.14275,2.9785759742369235e-07,8.8586380644353314e-08,8.0805853413806656e-08,1.145867467562182e-07,1.454231979742769e-07,1.8914846042189731e-07,1.8233622632490328e-07
6.143,2.9845305308684993e-07,8.9079011656272392e-08,8.0900064321581839e-08,1.1425110920449238e-07,1.4488181329418036e-07,1.8895157007965729e-07,1.8233741429099102e-07
6.14325,2.9904066406305338e-07,8.9581438926380162e-08,8.1005062847250426e-08,1.1392426428088588e-07,1.4434359658713585e-07,1.8875274394980527e-07,1.8233860914260142e-07
6.1435,2.9961840811117247e-07,9.0093788511899542e-08,8.112098843491072e-08,1.1360620043187645e-07,1.4380870130578052e-07,1.8855213099234833e-07,1.8233981638490564e-07
6.14375,3.0018898476205221e-07,9.0616157343123448e-08,8.1247907413036116e-08,1.1329674357227669e-07,1.4327728618133681e-07,1.8834983861325446e-07,1.8234106625223501e-07
6.144,3.0075441335349973e-07,9.1148612398429965e-08,8.1385930326226199e-08,1.1299586601049538e-07,1.4274948338002666e-07,1.8814595264526523e-07,1.823424075119947e-07
6.14425,3.0131257262548878e-07,9.1691165049345069e-08,8.1535051206425934e-08,1.1270355048544087e-07,1.4222545587449167e-07,1.8794068293590842e-07,1.8234388457497347e-07
6.1445,3.0186265152985051e-07,9.2243726483474535e-08,8.1695141602181742e-08,1.1241964650007077e-07,1.4170540626276135e-07,1.8773433439518211e-07,1.8234553083448558e-07
6.14475,3.0240412866595525e-07,9.280614335871396e-08,8.1866226832752818e-08,1.1214378414013067e-07,1.4118948177442418e-07,1.8752720589252045e-07,1.8234736712158474e-07
6.145,3.0293722758206446e-07,9.3378552514230031e-08,8.2048662914238673e-08,1.1187574181944519e-07,1.4067777747185079e-07,1.8731951372587147e-07,1.8234939017230754e-07
6.14525,3.0346144650736188e-07,9.3961011901077226e-08,8.2242851363188358e-08,1.1161540602405247e-07,1.4017044602449751e-07,1.8711138514594802e-07,1.8235159234645399e-07
6.1455,3.0397659920605903e-07,9.4553642656558067e-08,8.2449057640266627e-08,1.113627230163733e-07,1.396677027980758e-07,1.8690284584859925e-07,1.82353963408351e-07
6.14575,3.0448215732090613e-07,9.5156413825600259e-08,8.2667252347820206e-08,1.1111782481348999e-07,1.3916980454622762e-07,1.8669362271402039e-07,1.8235649324564833e-07
6.146,3.0497613687190017e-07,9.5769307412308604e-08,8.2897154732794759e-08,1.1088087162415476e-07,1.3867707132287306e-07,1.8648303391861176e-07,1.8235917706991635e-07
6.14625,3.0545787224071712e-07,9.6392357052484046e-08,8.3138363346247752e-08,1.1065174536395945e-07,1.3818981120469406e-07,1.8627014052479138e-07,1.8236202031737617e-07
6.1465,3.059325195059968e-07,9.7025639095429934e-08,8.3390537310005016e-08,1.1043048389049379e-07,1.3770825393266789e-07,1.8605412191832119e-07,1.8236500391584454e-07
6.14675,3.0640251539163601e-07,9.7669203154106998e-08,8.3653593052587493e-08,1.1021689152536778e-07,1.3723258364931599e-07,1.8583447825722422e-07,1.8236811632754185e-07
6.147,3.0686574560675068e-07,9.8323038202128827e-08,8.3927439998188212e-08,1.1001084165603607e-07,1.3676288225218202e-07,1.8561107293004763e-07,1.8237135184273025e-07
6.14725,3.0731941945523472e-07,9.8987067542999355e-08,8.4212145763798431e-08,1.0981239905389599e-07,1.3629899334675551e-07,1.8538411725314844e-07,1.8237470878726142e-07
6.1475,3.0776280066739308e-07,9.9661426510184321e-08,8.4507842481878566e-08,1.0962139691944055e-07,1.3584067846684682e-07,1.8515399492646391e-07,1.8237819590187281e-07
6.14775,3.081970243639677e-07,1.0034628498419984e-07,8.4814602872180741e-08,1.0943773478117239e-07,1.353876673057262e-07,1.8492112069309011e-07,1.823817986263954e-07
6.148,3.0862328240936124e-07,1.0104173165858785e-07,8.5132439407308765e-08,1.092614135635017e-07,1.3493989862058863e-07,1.8468591222873216e-07,1.8238548090611553e-07
6.14825,3.0904078412016121e-07,1.0174786925774763e-07,8.5461193166200158e-08,1.0909241115040845e-07,1.3449718369522097e-07,1.8444860487434106e-07,1.8238921588914488e-07
6.1485,3.0944764102274376e-07,1.0246455562852243e-07,8.5800702953940052e-08,1.089307963633072e-07,1.3405922722030779e-07,1.8420938930352776e-07,1.8239299035327452e-07
6.14875,3.0984238276953757e-07,1.031917534956965e-07,8.6150982966800338e-08,1.0877654026001288e-07,1.3362551803069185e-07,1.839684085554158e-07,1.8239680459056425e-07
6.149,3.1022500572828711e-07,1.0392945519795875e-07,8.6511920176651052e-08,1.08629477298278e-07,1.3319575514104092e-07,1.837256969306338e-07,1.8240067274726858e-07
6.14925,3.1059936878805423e-07,1.0467762016142008e-07,8.6883338312673351e-08,1.0848963060486609e-07,1.327699293600629e-07,1.8348129287994889e-07,1.8240459310960403e-07
6.1495,3.1096680050797717e-07,1.0543623989236091e-07,8.7265268606829253e-08,1.0835684633536408e-07,1.3234830834244356e-07,1.8323516482884164e-07,1.8240857939823573e-07
6.14975,3.1132505225587348e-07,1.0620536466523866e-07,8.7657948677738603e-08,1.0823104226232263e-07,1.3193118883952483e-07,1.8298721746380408e-07,1.8241265714775895e-07
6.15,3.1167245573346822e-07,1.0698527641873069e-07,8.8061491513872527e-08,1.081124190211487e-07,1.3151882533885495e-07,1.827374596640111e-07,1.8241684640364197e-07
6.15025,3.1200894725707751e-07,1.0777615893370994e-07,8.847613027060139e-08,1.0800125033936667e-07,1.3111155705901569e-07,1.8248599192302284e-07,1.8242116647515563e-07
6.1505,3.1233634962619991e-07,1.0857813043923205e-07,8.8901900517199699e-08,1.0789763054933399e-07,1.3070961565408976e-07,1.8223300859511274e-07,1.824256188281397e-07
6.15075,3.1265536050633507e-07,1.0939127074695949e-07,8.9338641265830555e-08,1.0780162905875672e-07,1.3031292396716262e-07,1.8197877796131358e-07,1.8243022001840344e-07
6.151,3.1296526204269855e-07,1.1021536360824988e-07,8.9786149765187375e-08,1.0771325450232289e-07,1.2992129714248786e-07,1.8172362828183935e-07,1.8243499783025049e-07
6.15125,3.1326637237627127e-07,1.1105024856500227e-07,9.0244297246720517e-08,1.0763256289935212e-07,1.2953471184799839e-07,1.814678145809451e-07,1.8243998020190496e-07
6.1515,3.135585912001274e-07,1.1189588745269647e-07,9.071312424707194e-08,1.0755978746970273e-07,1.2915331867320395e-07,1.8121149239644062e-07,1.8244517039205804e-07
6.15175,3.13841669721375e-07,1.1275226207818969e-07,9.119268005656509e-08,1.0749488411695043e-07,1.2877735103427285e-07,1.8095475857644832e-07,1.8245055848955858e-07
6.152,3.141102727803051e-07,1.1361954325431843e-07,9.1682857157798279e-08,1.0743772003217795e-07,1.2840701131460731e-07,1.8069766713028863e-07,1.8245613040557621e-07
6.15225,3.143623497121121e-07,1.1449800479634213e-07,9.2183733094973196e-08,1.0738816158229352e-07,1.2804255806618606e-07,1.8044028429170067e-07,1.8246186889606348e-07
6.1525,3.1460036715378241e-07,1.1538774226401483e-07,9.2695484021193908e-08,1.0734633713515755e-07,1.2768440197421099e-07,1.8018269603113614e-07,1.8246776247344165e-07
6.15275,3.1482746874522038e-07,1.1628879551562458e-07,9.3218357611686622e-08,1.0731243513854303e-07,1.2733277137757699e-07,1.7992492003546203e-07,1.8247380731207784e-07
6.153,3.1504485899077649e-07,1.1720122173541439e-07,9.3752467395252908e-08,1.0728644435176132e-07,1.2698793347195201e-07,1.7966695924434198e-07,1.8247999170406268e-07
6.15325,3.1525150855797706e-07,1.1812511622473546e-07,9.4297769156831337e-08,1.0726850376586959e-07,1.2664993988126174e-07,1.7940881906637821e-07,1.8248628378914206e-07
6.1535,3.1544699943595833e-07,1.1906028829153664e-07,9.4854094484511376e-08,1.0725883167692474e-07,1.2631889799788751e-07,1.7915062131188779e-07,1.8249264321751575e-07
6.15375,3.1563224765082716e-07,1.2000655188601042e-07,9.5421323324664577e-08,1.0725771825213069e-07,1.2599449446143221e-07,1.7889259969773374e-07,1.8249904352936457e-07
6.154,3.1580804849234847e-07,1.2096391567340568e-07,9.5999363795443841e-08,1.0726500102293422e-07,1.2567609456338352e-07,1.7863502240954391e-07,1.8250547308491683e-07
6.15425,3.1597454647740113e-07,1.2193259493348769e-07,9.6588277011666334e-08,1.0728058645868025e-07,1.253626827798835e-07,1.7837811755548665e-07,1.8251193449369547e-07
6.1545,3.1612986596922248e-07,1.2291265467750944e-07,9.7188228485363805e-08,1.0730446897645254e-07,1.2505353897325583e-07,1.7812200738142824e-07,1.8251844643294683e-07
6.15475,3.162734348936308e-07,1.2390416779154701e-07,9.7799324432007766e-08,1.0733677214408131e-07,1.2474810578959804e-07,1.7786675153300754e-07,1.825250225524431e-07
6.155,3.1640556487958179e-07,1.2490724458223963e-07,9.8421583291075384e-08,1.0737749518280417e-07,1.2444610583182178e-07,1.7761234348061337e-07,1.8253168412547885e-07
6.15525,3.1652592920159807e-07,1.2592203869616485e-07,9.9055086996756864e-08,1.0742647451380386e-07,1.2414784261113511e-07,1.7735878696139104e-07,1.8253844178325936e-07
6.1555,3.166332492308568e-07,1.2694852787898222e-07,9.9699884506649742e-08,1.0748363787046269e-07,1.2385402965028963e-07,1.7710605546033852e-07,1.8254529502887274e-07
6.15575,3.1672849077294518e-07,1.2798653243453475e-07,1.0035593636601171e-07,1.0754904067618131e-07,1.2356520522716962e-07,1.7685400312700488e-07,1.8255225501567951e-07
6.156,3.1681253644696979e-07,1.2903601992086646e-07,1.0102309612724209e-07,1.0762248616384853e-07,1.2328188344873651e-07,1.7660243506497513e-07,1.8255932941968944e-07
6.15625,3.1688490465809565e-07,1.3009690198751396e-07,1.0170128385612541e-07,1.0770397558954865e-07,1.2300408249264044e-07,1.7635117165771611e-07,1.8256651415027477e-07
6.1565,3.1694579373374973e-07,1.3116923672878988e-07,1.0239047794736877e-07,1.0779372208383398e-07,1.227319771061686e-07,1.7610007969356187e-07,1.8257380386610554e-07
6.15675,3.1699441984354293e-07,1.3225300429748226e-07,1.0309064614465785e-07,1.0789164741476547e-07,1.224654858505878e-07,1.7584903441646158e-07,1.8258121265833493e-07
6.157,3.1703094477561559e-07,1.3334815722882875e-07,1.0380170652639576e-07,1.0799758484441355e-07,1.2220454373147813e-07,1.7559793217397445e-07,1.8258873098497803e-07
6.15725,3.1705683874286502e-07,1.3445478974952362e-07,1.0452355567134298e-07,1.0811136406035383e-07,1.2194915831404614e-07,1.7534674752962236e-07,1.8259633260742643e-07
6.1575,3.1707321193740778e-07,1.3557300187992276e-07,1.0525617909976079e-07,1.0823262718509422e-07,1.2169941598293449e-07,1.7509558048729076e-07,1.8260399858159038e-07
6.15775,3.1708005553888487e-07,1.3670279868381789e-07,1.0599957708713433e-07,1.0836116415318666e-07,1.2145564600965968e-07,1.7484468023435515e-07,1.8261169938310489e-07
6.158,3.170768058215653e-07,1.3784422828981079e-07,1.0675364293940543e-07,1.0849695831622582e-07,1.2121823995148959e-07,1.7459423734031438e-07,1.8261942183445244e-07
6.15825,3.1706319100766172e-07,1.3899719604757242e-07,1.0751818029366517e-07,1.086405126063155e-07,1.2098721372590906e-07,1.7434430144262593e-07,1.8262715653513191e-07
6.1585,3.1703893718241267e-07,1.4016163544789438e-07,1.082930200046687e-07,1.087921082599707e-07,1.2076258634164226e-07,1.7409490025331728e-07,1.8263489542499135e-07
6.15875,3.1700502580234244e-07,1.4133759976968991e-07,1.0907811354524365e-07,1.0895179851267748e-07,1.2054440040500464e-07,1.7384600133619027e-07,1.8264264803037357e-07
6.159,3.1695976488903789e-07,1.4252502545836478e-07,1.0987334853138412e-07,1.0911954271093668e-07,1.2033278530316681e-07,1.7359752387172844e-07,1.826504295419589e-07
6.15925,3.1690263639873707e-07,1.4372396724584775e-07,1.1067856492066487e-07,1.0929533082547799e-07,1.2012802156472221e-07,1.733493869998402e-07,1.8265826150000301e-07
6.1595,3.1683442028405589e-07,1.4493463104445446e-07,1.1149349330340035e-07,1.0947917608959864e-07,1.1992996089280169e-07,1.7310145378146276e-07,1.8266617247023997e-07
6.15975,3.1675567673889524e-07,1.4615704943406139e-07,1.1231766851780355e-07,1.0967102413928653e-07,1.1973837777325193e-07,1.728536296237967e-07,1.826741984332265e-07
6.16,3.1666645995798734e-07,1.4739109980071535e-07,1.1315063850434641e-07,1.0987090826991887e-07,1.1955311945786236e-07,1.726058692034309e-07,1.8268236642051533e-07
6.16025,3.1656698845417564e-07,1.4863678104409411e-07,1.139922261665959e-07,1.1007887168109088e-07,1.1937415077180759e-07,1.72358116848529e-07,1.8269071258897395e-07
6.1605,3.1645770284588505e-07,1.4989411031415802e-07,1.1484245591042734e-07,1.1029511616638527e-07,1.1920144405616405e-07,1.7211032577218201e-07,1.8269924852311242e-07
6.16075,3.1633886949314461e-07,1.5116297098675557e-07,1.1570146299255077e-07,1.1051961656475474e-07,1.1903487547050964e-07,1.7186249436972488e-07,1.8270799852800433e-07
6.161,3.1621154151544949e-07,1.5244319978395376e-07,1.1656920847802117e-07,1.1075231077627405e-07,1.1887448723084012e-07,1.7161482345666247e-07,1.8271696408630078e-07
6.16125,3.1607390422812463e-07,1.5373475880548827e-07,1.1744561585324679e-07,1.1099319376361754e-07,1.1872044473896718e-07,1.7136774157232115e-07,1.8272612733995061e-07
6.1615,3.1592483337243165e-07,1.5503768671078303e-07,1.1833062701515284e-07,1.1124236794579972e-07,1.1857297291187801e-07,1.7112179425257891e-07,1.827354549210828e-07
6.16175,3.1576461297308761e-07,1.5635212395031593e-07,1.1922419452196701e-07,1.1149980260430791e-07,1.1843193214882581e-07,1.7087731021344506e-07,1.8274492467354557e-07
6.162,3.1559462684550541e-07,1.5767812546984957e-07,1.2012623027032748e-07,1.1176549698295142e-07,1.1829710204019798e-07,1.7063449241381231e-07,1.8275450214370506e-07
6.16225,3.1541441134201486e-07,1.5901564007297728e-07,1.2103661779381145e-07,1.1203942633977621e-07,1.1816838557689245e-07,1.7039348091050423e-07,1.8276412478140108e-07
6.1625,3.1522415882053451e-07,1.6036470337386894e-07,1.2195531031780628e-07,1.1232152795989329e-07,1.180457836965279e-07,1.7015432391427853e-07,1.8277375393943077e-07
6.16275,3.1502467174053081e-07,1.6172532344745715e-07,1.228823398049004e-07,1.1261168061140228e-07,1.1792902355009718e-07,1.6991700279429134e-07,1.8278337124741538e-07
6.163,3.1481601635321741e-07,1.6309742256954381e-07,1.2381782710159666e-07,1.1290991494370326e-07,1.1781800617813252e-07,1.6968144538223767e-07,1.8279296053433687e-07
6.16325,3.1459940047130741e-07,1.6448094669789392e-07,1.2476183983851941e-07,1.132163719841171e-07,1.1771285221998748e-07,1.6944765746735487e-07,1.8280250915508545e-07
6.1635,3.1437357683955145e-07,1.65875919814027e-07,1.2571436762310546e-07,1.1353120915973124e-07,1.1761413900619316e-07,1.6921571600722741e-07,1.8281202570579147e-07
6.16375,3.14137476841518e-07,1.6728247652472337e-07,1.2667540956212925e-07,1.1385459580858333e-07,1.1752211967136602e-07,1.6898567780368799e-07,1.8282151340542843e-07
6.164,3.1389149232412216e-07,1.6870073936410416e-07,1.2764492800952378e-07,1.1418646106764275e-07,1.174369317262835e-07,1.6875761677108394e-07,1.8283097586623113e-07
6.16425,3.1363581452168574e-07,1.7013069389310053e-07,1.2862284784436696e-07,1.1452676607036853e-07,1.1735861745084366e-07,1.6853159171809906e-07,1.8284042200491018e-07
6.1645,3.1337026353784322e-07,1.7157215468736803e-07,1.2960911673097003e-07,1.1487545374906663e-07,1.1728712558029176e-07,1.6830763101938523e-07,1.8284984316905331e-07
6.16475,3.130938766017837e-07,1.7302482174148405e-07,1.3060379004342098e-07,1.1523248603327185e-07,1.1722191326423549e-07,1.6808576643597629e-07,1.8285923973337058e-07
6.165,3.128068967985325e-07,1.7448841016270449e-07,1.3160700896401238e-07,1.1559783171646595e-07,1.171628991054139e-07,1.6786598369473996e-07,1.8286860716020418e-07
6.16525,3.1250993300661809e-07,1.7596269036892026e-07,1.3261893313473465e-07,1.1597140065342666e-07,1.1710997919888179e-07,1.6764825473402731e-07,1.8287795163833587e-07
6.1655,3.1220400771295259e-07,1.7744747291414557e-07,1.33639600984303e-07,1.1635320819200085e-07,1.1706326475038618e-07,1.6743257354213775e-07,1.8288727403190138e-07
6.16575,3.1188910714904462e-07,1.7894288621711792e-07,1.346688357840875e-07,1.1674314948831129e-07,1.1702283672111387e-07,1.672189058300199e-07,1.8289656665405138e-07
6.166,3.1156497921861447e-07,1.8044908619599498e-07,1.3570635546227506e-07,1.1714109286160118e-07,1.1698893755935073e-07,1.6700721391676939e-07,1.8290583296789429e-07
6.16625,3.1123360379538427e-07,1.8196603538336542e-07,1.3675191329267917e-07,1.1754699787522649e-07,1.1696192735554463e-07,1.6679733417590423e-07,1.8291509238241622e-07
6.1665,3.1089586880511467e-07,1.8349363767660361e-07,1.3780530672151818e-07,1.179606252421734e-07,1.1694181850609973e-07,1.6658908487495369e-07,1.8292433770591811e-07
