Physical Time (s),enth_flux_enthalpy_left Monitor (W)
5.83425,-2.8510209304569658e-07
5.8345,-2.8601290395924713e-07
5.83475,-2.8681926557310324e-07
5.835,-2.8752524285107402e-07
5.83525,-2.8813359316934278e-07
5.8355,-2.8864432698777376e-07
5.83575,-2.8905851401845174e-07
5.836,-2.8938405124720973e-07
5.83625,-2.8962961837973146e-07
5.8365,-2.8980067729560379e-07
5.83675,-2.8990398117687203e-07
5.837,-2.899518079194285e-07
5.83725,-2.8995710250875743e-07
5.8375,-2.8992919724246652e-07
5.83775,-2.8987941050092234e-07
5.838,-2.8982181897813984e-07
5.83825,-2.8977059703659926e-07
5.8385,-2.897358439878714e-07
5.83875,-2.8972722959766512e-07
5.839,-2.8975662833178097e-07
5.83925,-2.8983476756647512e-07
5.8395,-2.8996675481292693e-07
5.83975,-2.9015609373574554e-07
5.84,-2.9040793041149292e-07
5.84025,-2.9072641976654771e-07
5.8405,-2.9110905807731101e-07
5.84075,-2.9155175831136721e-07
5.841,-2.9205394587278845e-07
5.84125,-2.9261294490330109e-07
5.8415,-2.9321988398849531e-07
5.84175,-2.9386581641546356e-07
5.842,-2.9454463926883082e-07
5.84225,-2.9524996074367657e-07
5.8425,-2.9597050707827909e-07
5.84275,-2.9669376442886071e-07
5.843,-2.9741302127210961e-07
5.84325,-2.9812027734010858e-07
5.8435,-2.9880369984893594e-07
5.84375,-2.9945172754146127e-07
5.844,-3.0005787132381409e-07
5.84425,-3.0061631185008821e-07
5.8445,-3.0111856863062924e-07
5.84475,-3.0155706302567748e-07
5.845,-3.0192982056315948e-07
5.84525,-3.0223499896714402e-07
5.8455,-3.0247091778104582e-07
5.84575,-3.0263789399271276e-07
5.846,-3.0273966425867504e-07
5.84625,-3.0278311776982636e-07
5.8465,-3.0277300545472334e-07
5.84675,-3.0271550668463741e-07
5.847,-3.0262228211650039e-07
5.84725,-3.025046892132465e-07
5.8475,-3.0237206744660575e-07
5.84775,-3.0223326694939986e-07
5.848,-3.0210094253350525e-07
5.84825,-3.0198673126143838e-07
5.8485,-3.0190015200803595e-07
5.84875,-3.01845292875977e-07
5.849,-3.0183336558720943e-07
5.84925,-3.0187395095481246e-07
5.8495,-3.019705203387681e-07
5.84975,-3.0212661757668102e-07
5.85,-3.0234777990458602e-07
5.85025,-3.0264193582194864e-07
5.8505,-3.0300691688074782e-07
5.85075,-3.0344150779111907e-07
5.851,-3.0394798222291081e-07
5.85125,-3.0453104571177748e-07
5.8515,-3.0518540285538363e-07
5.85175,-3.0590518242930733e-07
5.852,-3.0669165930326483e-07
5.85225,-3.0754871443914166e-07
5.8525,-3.0846714812999959e-07
5.85275,-3.0943849235049941e-07
5.853,-3.1046495089069585e-07
5.85325,-3.115509958835728e-07
5.8535,-3.1268695288572571e-07
5.85375,-3.1386220049131476e-07
5.854,-3.1508239107692237e-07
5.85425,-3.1635433151462375e-07
5.8545,-3.1767057301029116e-07
5.85475,-3.1902112674376721e-07
5.855,-3.2041538546644987e-07
5.85525,-3.2186046835730529e-07
5.8555,-3.2334958273901392e-07
5.85575,-3.2487194955377897e-07
5.856,-3.2643612757764977e-07
5.85625,-3.2804891724297491e-07
5.8565,-3.297005722584981e-07
5.85675,-3.3137901369533148e-07
5.857,-3.3308861899529107e-07
5.85725,-3.3483307508901466e-07
5.8575,-3.365988841598598e-07
5.85775,-3.383715874809431e-07
5.858,-3.4015084836170069e-07
5.85825,-3.4194048340526986e-07
5.8585,-3.4372345725453155e-07
5.85875,-3.454835213934043e-07
5.859,-3.4722085975084547e-07
5.85925,-3.4893855083566733e-07
5.8595,-3.5061894465128118e-07
5.85975,-3.5224606829991512e-07
5.86,-3.5382235366626604e-07
5.86025,-3.5535052838873277e-07
5.8605,-3.568167007441891e-07
5.86075,-3.5820795903353746e-07
5.861,-3.5953835742059048e-07
5.86125,-3.6079633348085779e-07
5.8615,-3.619743945508888e-07
5.86175,-3.6308561079473455e-07
5.862,-3.6412611243485824e-07
5.86225,-3.6509018794113131e-07
5.8625,-3.6599340905672054e-07
5.86275,-3.6683220041301226e-07
5.863,-3.6761020861292559e-07
5.86325,-3.6832691070930621e-07
5.8635,-3.6899093821760312e-07
5.86375,-3.6961144099003606e-07
5.864,-3.7018815451483063e-07
5.86425,-3.7072171411233774e-07
5.8645,-3.7122013319565446e-07
5.86475,-3.7169045652696829e-07
5.865,-3.7213357155201393e-07
5.86525,-3.7254989603844098e-07
5.8655,-3.7294332141356435e-07
5.86575,-3.7331887501478624e-07
5.866,-3.7367714978952992e-07
5.86625,-3.7401540004937821e-07
5.8665,-3.7433999543685585e-07
5.86675,-3.7464811394575153e-07
5.867,-3.7493831546310083e-07
5.86725,-3.7520887328536447e-07
5.8675,-3.7546001806746074e-07
5.86775,-3.7568868950230711e-07
5.868,-3.7589027329800218e-07
5.86825,-3.7606094995356597e-07
5.8685,-3.7619812624761131e-07
5.86875,-3.7629751461073001e-07
5.869,-3.763554447951173e-07
5.86925,-3.7636772685866905e-07
5.8695,-3.7633012369109228e-07
5.86975,-3.7624106560650617e-07
5.87,-3.7609925550660562e-07
5.87025,-3.7590499193855313e-07
5.8705,-3.7565869306642399e-07
5.87075,-3.7536333811686273e-07
5.871,-3.7502169053397245e-07
5.87125,-3.7463896562780841e-07
5.8715,-3.7421855156762696e-07
5.87175,-3.7376635744366338e-07
5.872,-3.7328808047453888e-07
5.87225,-3.7279081945760621e-07
5.8725,-3.7227954204755638e-07
5.87275,-3.7176141650954341e-07
5.873,-3.712433633806024e-07
5.87325,-3.7073418295640207e-07
5.8735,-3.7023922977641144e-07
5.87375,-3.6976783297763318e-07
5.874,-3.6932756278376539e-07
5.87425,-3.6892608220197721e-07
5.8745,-3.685716547848784e-07
5.87475,-3.6826857620949224e-07
5.875,-3.6802345496244666e-07
5.87525,-3.6784073315225735e-07
5.8755,-3.6772400306864072e-07
5.87575,-3.6767329583209647e-07
5.876,-3.6768937144209342e-07
5.87625,-3.6777075148250733e-07
5.8765,-3.6791531277454293e-07
5.87675,-3.6811860473354256e-07
5.877,-3.6837694230322063e-07
5.87725,-3.6868535381004914e-07
5.8775,-3.6903870115191089e-07
5.87775,-3.6943113825865945e-07
5.878,-3.6985800452447588e-07
5.87825,-3.7031373862667266e-07
5.8785,-3.7079338091161898e-07
5.87875,-3.712907672757373e-07
5.879,-3.7180092973493302e-07
5.87925,-3.7231838511238148e-07
5.8795,-3.7283727084676321e-07
5.87975,-3.7335104860636535e-07
5.88,-3.7385222859514151e-07
5.88025,-3.7433422730468376e-07
5.8805,-3.7479044088605866e-07
5.88075,-3.7521470887296477e-07
5.881,-3.7560262661934059e-07
5.88125,-3.7594836331516536e-07
5.8815,-3.762503412180147e-07
5.88175,-3.7650792546729777e-07
5.882,-3.7672391413348505e-07
5.88225,-3.769004804595935e-07
5.8825,-3.7704602199053083e-07
5.88275,-3.7716974312327638e-07
5.883,-3.7728189781703565e-07
5.88325,-3.7739330372526099e-07
5.8835,-3.7751574655290312e-07
5.88375,-3.7766144485922239e-07
5.884,-3.7784105458616788e-07
5.88425,-3.7806458793093839e-07
5.8845,-3.7834069752741435e-07
5.88475,-3.7867651100381715e-07
5.885,-3.7907640326635454e-07
5.88525,-3.7954238111717793e-07
5.8855,-3.8007691801182563e-07
5.88575,-3.8067879876636468e-07
5.886,-3.8134650565397094e-07
5.88625,-3.820767560422062e-07
5.8865,-3.8286365405133898e-07
5.88675,-3.8370635149220363e-07
5.887,-3.8459861272765041e-07
5.88725,-3.8553629383561473e-07
5.8875,-3.8651480794163346e-07
5.88775,-3.8752600991190403e-07
5.888,-3.8856956571602173e-07
5.88825,-3.8963704133292296e-07
5.8885,-3.9072172358159844e-07
5.88875,-3.9181586684373159e-07
5.889,-3.9290860693569206e-07
5.88925,-3.9399859458300668e-07
5.8895,-3.9507499288822676e-07
5.88975,-3.961304520859705e-07
5.89,-3.971581679166992e-07
5.89025,-3.98152172640067e-07
5.8905,-3.9910754981755311e-07
5.89075,-4.00020486261581e-07
5.891,-4.0088827005485127e-07
5.89125,-4.0170886033260142e-07
5.8915,-4.0248060230481571e-07
5.89175,-4.0320237173957796e-07
5.892,-4.0387303030568149e-07
5.89225,-4.044922201995031e-07
5.8925,-4.0505944319317798e-07
5.89275,-4.0557474543794854e-07
5.893,-4.0603782339861296e-07
5.89325,-4.0644932239677757e-07
5.8935,-4.0681009465218535e-07
5.89375,-4.0712173160475255e-07
5.894,-4.0738635357462959e-07
5.89425,-4.0760687976210322e-07
5.8945,-4.0778578304190593e-07
5.89475,-4.079263436431663e-07
5.895,-4.0803145568433006e-07
5.89525,-4.081035482631497e-07
5.8955,-4.0814441064816603e-07
5.89575,-4.0815495744664777e-07
5.896,-4.0813543433414524e-07
5.89625,-4.0808513672363214e-07
5.8965,-4.0800243214806923e-07
5.89675,-4.0788476134042522e-07
5.897,-4.0772929615479188e-07
5.89725,-4.0753228307055644e-07
5.8975,-4.0728996223912985e-07
5.89775,-4.0699868764807616e-07
5.898,-4.0665490742488466e-07
5.89825,-4.0625517787420594e-07
5.8985,-4.0579648963539469e-07
5.89875,-4.052760554881359e-07
5.899,-4.0469166353392791e-07
5.89925,-4.0404137333981963e-07
5.8995,-4.0332443089455601e-07
5.89975,-4.0254089851773129e-07
5.9,-4.016916184953133e-07
5.90025,-4.0077830642850345e-07
5.9005,-3.9980359856884106e-07
5.90075,-3.9877100405346383e-07
5.901,-3.9768491869813445e-07
5.90125,-3.9655020220357106e-07
5.9015,-3.9537296235289873e-07
5.90175,-3.9416006077513916e-07
5.902,-3.9291815139825474e-07
5.90225,-3.9165494959523128e-07
5.9025,-3.9037842272140904e-07
5.90275,-3.8909560642001987e-07
5.903,-3.8781418564527326e-07
5.90325,-3.8654184033772344e-07
5.9035,-3.8528534328282671e-07
5.90375,-3.8405153822205934e-07
5.904,-3.8284650972606881e-07
5.90425,-3.8167681485404209e-07
5.9045,-3.8054763687910209e-07
5.90475,-3.7946399063234795e-07
5.905,-3.7842972899187828e-07
5.90525,-3.7744829429869017e-07
5.9055,-3.7652134798733967e-07
5.90575,-3.7565098003602835e-07
5.906,-3.7483760305759557e-07
5.90625,-3.7408209608529352e-07
5.9065,-3.7338438533803338e-07
5.90675,-3.7274357730618075e-07
5.907,-3.721590914740547e-07
5.90725,-3.7162905724726831e-07
5.9075,-3.7115107525602325e-07
5.90775,-3.7072176381580111e-07
5.908,-3.7033659668007312e-07
5.90825,-3.6998904817931183e-07
5.9085,-3.69673625754741e-07
5.90875,-3.6938156933657232e-07
5.909,-3.6910434438615266e-07
5.90925,-3.6883290785804513e-07
5.9095,-3.6855695935632918e-07
5.90975,-3.6826692325674433e-07
5.91,-3.6795478382702497e-07
5.91025,-3.6761210705776327e-07
5.9105,-3.6723353325009912e-07
5.91075,-3.6681407664036422e-07
5.911,-3.6635145589328357e-07
5.91125,-3.6584589645734448e-07
5.9115,-3.6529869376596797e-07
5.91175,-3.6471413224766401e-07
5.912,-3.640982347891034e-07
5.91225,-3.6345818250007975e-07
5.9125,-3.6280363024319701e-07
5.91275,-3.621443960867358e-07
5.913,-3.6149160962427821e-07
5.91325,-3.6085705489091208e-07
5.9135,-3.6025308657545379e-07
5.91375,-3.596918962106265e-07
5.914,-3.5918646326751938e-07
5.91425,-3.5874811356641008e-07
5.9145,-3.5838811895634278e-07
5.91475,-3.5811706898865462e-07
5.915,-3.5794244938080921e-07
5.91525,-3.5787077938201788e-07
5.9155,-3.5790595145240526e-07
5.91575,-3.580506620661588e-07
5.916,-3.5830503891205912e-07
5.91625,-3.5866609342515208e-07
5.9165,-3.5912927976014314e-07
5.91675,-3.5968821111984461e-07
5.917,-3.603345018121936e-07
5.91725,-3.6105761133011224e-07
5.9175,-3.6184650208987612e-07
5.91775,-3.6268952083274248e-07
5.918,-3.6357203728998882e-07
5.91825,-3.6448125747240557e-07
5.9185,-3.6540322261282809e-07
5.91875,-3.6632196696092891e-07
5.919,-3.6722365373281139e-07
5.91925,-3.6809179596228269e-07
5.9195,-3.6891144615372324e-07
5.91975,-3.6966715868899811e-07
5.92,-3.7034604855381962e-07
5.92025,-3.7093485923137271e-07
5.9205,-3.7142108006001173e-07
5.92075,-3.717948310075528e-07
5.921,-3.7204652075919666e-07
5.92125,-3.7216880525699449e-07
5.9215,-3.7215733198309389e-07
5.92175,-3.7201003323103397e-07
5.922,-3.7172689482112921e-07
5.92225,-3.7130904860139408e-07
5.9225,-3.7076127792723992e-07
5.92275,-3.7008859469460062e-07
5.923,-3.6929982321575422e-07
5.92325,-3.6840399588115956e-07
5.9235,-3.674152881141694e-07
5.92375,-3.6634785209360247e-07
5.924,-3.652163239220539e-07
5.92425,-3.6403699475542514e-07
5.9245,-3.628266053199416e-07
5.92475,-3.6160290189491858e-07
5.925,-3.6038229936404092e-07
5.92525,-3.5917850413939424e-07
5.9255,-3.5800579845655078e-07
5.92575,-3.5687632161947543e-07
5.926,-3.5579864491971452e-07
5.92625,-3.5478116681574455e-07
5.9265,-3.5382806597135246e-07
5.92675,-3.5294193708540741e-07
5.927,-3.5212206997825243e-07
5.92725,-3.5136698286479757e-07
5.9275,-3.506692741999414e-07
5.92775,-3.5002410430301102e-07
5.928,-3.4942307312589529e-07
5.92825,-3.4885478604456055e-07
5.9285,-3.4830504769708329e-07
5.92875,-3.4776343140266071e-07
5.929,-3.47215807684678e-07
5.92925,-3.4664645841059712e-07
5.9295,-3.460417147688865e-07
5.92975,-3.4538799248041577e-07
5.93,-3.4467377389876168e-07
5.93025,-3.4388624124061185e-07
5.9305,-3.4301518115355442e-07
5.93075,-3.420533581043763e-07
5.931,-3.4099278818359454e-07
5.93125,-3.3983274950008932e-07
5.9315,-3.3857058239129125e-07
5.93175,-3.3720795144262275e-07
5.932,-3.35749706443082e-07
5.93225,-3.3420086837282964e-07
5.9325,-3.3256915710121952e-07
5.93275,-3.3086233478269744e-07
5.933,-3.290969401836023e-07
5.93325,-3.2728425782339447e-07
5.9335,-3.2543690733130723e-07
5.93375,-3.2357063785113869e-07
5.934,-3.2170345747558419e-07
5.93425,-3.1984951954118295e-07
5.9345,-3.1802502950994223e-07
5.93475,-3.1624646995047064e-07
5.935,-3.1452590677516789e-07
5.93525,-3.1287519043121452e-07
5.9355,-3.1130591983170315e-07
5.93575,-3.0982582271594438e-07
5.936,-3.0844109265454065e-07
5.93625,-3.0715556218115192e-07
5.9365,-3.059729958854336e-07
5.93675,-3.0489387957282812e-07
5.937,-3.0391738143780572e-07
5.93725,-3.0304181234666237e-07
5.9375,-3.0226839934608324e-07
5.93775,-3.0157816930381437e-07
5.938,-3.0097246624828285e-07
5.93825,-3.0044199528890398e-07
5.9385,-2.9998249695492347e-07
5.93875,-2.9958038469066802e-07
5.939,-2.9921933779557435e-07
5.93925,-2.9889439640761471e-07
5.9395,-2.9859474528245058e-07
5.93975,-2.9831595375162339e-07
5.94,-2.9804518141097651e-07
5.94025,-2.9777148523897254e-07
5.9405,-2.9749129410100861e-07
5.94075,-2.9719999138494911e-07
5.941,-2.9689615963696614e-07
5.94125,-2.9657378052049266e-07
5.9415,-2.9622633872871849e-07
5.94175,-2.9585416827377457e-07
5.942,-2.9545678253459653e-07
5.94225,-2.9503812524404867e-07
5.9425,-2.9459491651174283e-07
5.94275,-2.9412277912843594e-07
5.943,-2.9362598118758195e-07
5.94325,-2.9310652166817658e-07
5.9435,-2.9256881892551048e-07
5.94375,-2.920111266565267e-07
5.944,-2.9142889524521156e-07
5.94425,-2.9082950709113109e-07
5.9445,-2.9021324385485288e-07
5.94475,-2.895865790390098e-07
5.945,-2.8894618793664987e-07
5.94525,-2.8828996273339963e-07
5.9455,-2.8762332229235407e-07
5.94575,-2.869472403604931e-07
5.946,-2.8626708627184892e-07
5.94625,-2.8558081750306514e-07
5.9465,-2.8488686403349932e-07
5.94675,-2.8419030402559527e-07
5.947,-2.8349390878239866e-07
5.94725,-2.8280278501389839e-07
5.9475,-2.8211703956073559e-07
5.94775,-2.8143465122070215e-07
5.948,-2.8076045498210758e-07
5.94825,-2.8009771128499692e-07
5.9485,-2.7945148893326416e-07
5.94875,-2.7882152686147098e-07
5.949,-2.7820737095110454e-07
5.94925,-2.776141195159288e-07
5.9495,-2.7704449431492393e-07
5.94975,-2.7650223622171625e-07
5.95,-2.759868174935424e-07
5.95025,-2.7549526000552971e-07
5.9505,-2.7503005350352459e-07
5.95075,-2.7458992743728396e-07
5.951,-2.7417559169669273e-07
5.95125,-2.7377971046455603e-07
5.9515,-2.734015295124645e-07
5.95175,-2.730373051751701e-07
5.952,-2.7268264099721758e-07
5.95225,-2.7233303453703757e-07
5.9525,-2.7198136021764325e-07
5.95275,-2.7162504230619973e-07
5.953,-2.7125754394139484e-07
5.95325,-2.7087451528311325e-07
5.9535,-2.7047343385755079e-07
5.95375,-2.7004994369458488e-07
5.954,-2.6959813076461683e-07
5.95425,-2.6911292667193332e-07
5.9545,-2.6859060455687855e-07
5.95475,-2.6802924668084489e-07
5.955,-2.6742685600428364e-07
5.95525,-2.6678162637136956e-07
5.9555,-2.6609177546198448e-07
5.95575,-2.653547887065891e-07
5.956,-2.6456874455085537e-07
5.95625,-2.6373142292164921e-07
5.9565,-2.6284157598464392e-07
5.95675,-2.618989278917419e-07
5.957,-2.609027508331472e-07
5.95725,-2.5985513880770361e-07
5.9575,-2.5875831659224025e-07
5.95775,-2.5761507509531024e-07
5.958,-2.5642956441140875e-07
5.95825,-2.5520692514583751e-07
5.9585,-2.5395178379539637e-07
5.95875,-2.5266950956726931e-07
5.959,-2.5136441371548774e-07
5.95925,-2.5004146984910147e-07
5.9595,-2.4870479449620002e-07
5.95975,-2.4735743111298372e-07
5.96,-2.4600130795363393e-07
5.96025,-2.4463847249607815e-07
5.9605,-2.4326917168164478e-07
5.96075,-2.4189345801772464e-07
5.961,-2.4051120888441396e-07
5.96125,-2.3912114479595295e-07
5.9615,-2.3772223220304532e-07
5.96175,-2.3631315478801006e-07
5.962,-2.3489320076724628e-07
5.96225,-2.3346095769280345e-07
5.9625,-2.3201613150179908e-07
5.96275,-2.3055795517425142e-07
5.963,-2.2908588545506442e-07
5.96325,-2.2760004389644104e-07
5.9635,-2.2610045931266608e-07
5.96375,-2.245870216381742e-07
5.964,-2.2306148893482295e-07
5.96425,-2.2152567356584022e-07
5.9645,-2.1998281651059092e-07
5.96475,-2.1843658473963434e-07
5.965,-2.1689113644775223e-07
5.96525,-2.153515900819628e-07
5.9655,-2.1382334019498962e-07
5.96575,-2.1231246168105198e-07
5.966,-2.1082549037815639e-07
5.96625,-2.09368799959801e-07
5.9665,-2.0794967218379459e-07
5.96675,-2.0657470854400668e-07
5.967,-2.0524813790414825e-07
5.96725,-2.0397571279699992e-07
5.9675,-2.0276107552575126e-07
5.96775,-2.0160590521789114e-07
5.968,-2.0051101383419024e-07
5.96825,-1.9947554820421113e-07
5.9685,-1.9849773984388435e-07
5.96875,-1.9757325881311701e-07
5.969,-1.9669832999348691e-07
5.96925,-1.9586705177229498e-07
5.9695,-1.9507387717963914e-07
5.96975,-1.9431292666573446e-07
5.97,-1.9357730088283503e-07
5.97025,-1.9286019367119648e-07
5.9705,-1.9215663678441807e-07
5.97075,-1.9146073857762414e-07
5.971,-1.9076760258229186e-07
5.97125,-1.9007297042277877e-07
5.9715,-1.8937355272249084e-07
5.97175,-1.8866614785972278e-07
5.972,-1.8794831992914541e-07
5.97225,-1.8721860564825933e-07
5.9725,-1.8647619352456387e-07
5.97275,-1.8572089996823296e-07
5.973,-1.8495351495918568e-07
5.97325,-1.8417610041680409e-07
5.9735,-1.8339185294811039e-07
5.97375,-1.826045890765266e-07
5.974,-1.8181938272802975e-07
5.97425,-1.8104205130699159e-07
5.9745,-1.802789875212437e-07
5.97475,-1.7953739075548291e-07
5.975,-1.7882510287188456e-07
5.97525,-1.7814986062227748e-07
5.9755,-1.7751916795653574e-07
5.97575,-1.7694065630137929e-07
5.976,-1.7642164904041796e-07
5.97625,-1.75967530973868e-07
5.9765,-1.7558352306184713e-07
5.97675,-1.7527392422083385e-07
5.977,-1.7504046854239984e-07
5.97725,-1.7488459630764836e-07
5.9775,-1.7480558068679249e-07
5.97775,-1.7480110094739589e-07
5.978,-1.7486722333686317e-07
5.97825,-1.7499789748569268e-07
5.9785,-1.7518632706523508e-07
5.97875,-1.7542352567103781e-07
5.979,-1.7570062574813887e-07
5.97925,-1.7600795645539159e-07
5.9795,-1.7633532855802792e-07
5.97975,-1.7667302902766905e-07
5.98,-1.7701098015471155e-07
5.98025,-1.7733899281003798e-07
5.9805,-1.7764787968681559e-07
5.98075,-1.7792899035856053e-07
5.981,-1.7817497268135939e-07
5.98125,-1.7837896945317094e-07
5.9815,-1.7853502277571908e-07
5.98175,-1.7863788279006036e-07
5.982,-1.7868345450873801e-07
5.98225,-1.7866814714867821e-07
5.9825,-1.7858968471083823e-07
5.98275,-1.7844593216056089e-07
5.983,-1.7823625593153632e-07
5.98325,-1.7796161875394199e-07
5.9835,-1.7762316170425978e-07
5.98375,-1.772243868244533e-07
5.984,-1.7676776678292749e-07
5.98425,-1.7625732602785847e-07
5.9845,-1.7569660531874727e-07
5.98475,-1.7508956407369385e-07
5.985,-1.7443975333405229e-07
5.98525,-1.7375083588503271e-07
5.9855,-1.7302673190129897e-07
5.98575,-1.7227093899850817e-07
5.986,-1.7148611513851773e-07
5.98625,-1.7067464965151634e-07
5.9865,-1.6983772657308807e-07
5.98675,-1.689768624119708e-07
5.987,-1.6809332064119636e-07
5.98725,-1.6718788926374655e-07
5.9875,-1.6626134631045904e-07
5.98775,-1.6531573134130473e-07
5.988,-1.6435073130778784e-07
5.98825,-1.6336634536189638e-07
5.9885,-1.6236305840371518e-07
5.98875,-1.6134198291016647e-07
5.989,-1.6030424445896291e-07
5.98925,-1.5925144005632503e-07
5.9895,-1.5818460777600991e-07
5.98975,-1.5710549780312046e-07
5.99,-1.5601555131959344e-07
5.99025,-1.5491602272279218e-07
5.9905,-1.5380908998726301e-07
5.99075,-1.5269632375662879e-07
5.991,-1.5158020582564919e-07
5.99125,-1.5046401530634004e-07
5.9915,-1.4935112545240334e-07
5.99175,-1.4824460320143172e-07
5.992,-1.4714926799930145e-07
5.99225,-1.4606863103796295e-07
5.9925,-1.4500650568614346e-07
5.99275,-1.4396599378339746e-07
5.993,-1.4294973599375884e-07
5.99325,-1.4195826506543919e-07
5.9935,-1.4099226434166194e-07
5.99375,-1.400509612699601e-07
5.994,-1.3913465433422835e-07
5.99425,-1.3823603548603215e-07
5.9945,-1.3735366492214621e-07
5.99475,-1.3648348183137553e-07
5.995,-1.3562339774857165e-07
5.99525,-1.3476851403464705e-07
5.9955,-1.339169246954143e-07
5.99575,-1.3306670758123266e-07
5.996,-1.3221854618966449e-07
5.99625,-1.3137036979408609e-07
5.9965,-1.305238557803995e-07
5.99675,-1.2967921358864405e-07
5.997,-1.2883877419033509e-07
5.99725,-1.280042708455218e-07
5.9975,-1.2717827470299543e-07
5.99775,-1.2636332652965073e-07
5.998,-1.2556201426262118e-07
5.99825,-1.2477831669518465e-07
5.9985,-1.2401423835620055e-07
5.99875,-1.2327401765174363e-07
5.999,-1.2256159949805125e-07
5.99925,-1.2188041175938869e-07
5.9995,-1.2123751352089569e-07
5.99975,-1.2063579999396914e-07
6.0,-1.2007941602448399e-07
6.00025,-1.1957033551608513e-07
6.0005,-1.1911570802149311e-07
6.00075,-1.1871626301985816e-07
6.001,-1.1837427948318602e-07
6.00125,-1.1809062606241573e-07
6.0015,-1.1786434191032912e-07
6.00175,-1.1769774037874924e-07
6.002,-1.1758675685771742e-07
6.00225,-1.1752845612137764e-07
6.0025,-1.1751714001271353e-07
6.00275,-1.1755390904169511e-07
6.003,-1.1763396039112803e-07
6.00325,-1.1775269183435196e-07
6.0035,-1.1790768875810406e-07
6.00375,-1.1809264194280173e-07
6.004,-1.1831064355485528e-07
6.00425,-1.1855665947142414e-07
6.0045,-1.1882841300223729e-07
6.00475,-1.1911881351564127e-07
6.005,-1.1943275085458748e-07
6.00525,-1.1976328292173496e-07
6.0055,-1.2010685870408583e-07
6.00575,-1.2045554675449933e-07
6.006,-1.2081425566391505e-07
6.00625,-1.2117598809202895e-07
6.0065,-1.2153602832292229e-07
6.00675,-1.2188682094956157e-07
6.007,-1.2223411074853001e-07
6.00725,-1.2257071140548497e-07
6.0075,-1.2289327083314109e-07
6.00775,-1.2319658997819664e-07
6.008,-1.2348629045732933e-07
6.00825,-1.2375826389477103e-07
6.0085,-1.2401048608881762e-07
6.00875,-1.2423962816042585e-07
6.009,-1.2445381149211803e-07
6.00925,-1.2464991005147431e-07
6.0095,-1.2482835989821067e-07
6.00975,-1.2498507328455448e-07
6.01,-1.2512798574934793e-07
6.01025,-1.2525444817325021e-07
6.0105,-1.2536498854882541e-07
6.01075,-1.2545649943494275e-07
6.011,-1.2553864340513189e-07
6.01125,-1.2560971619369113e-07
6.0115,-1.2567116959402669e-07
6.01175,-1.2572277353485701e-07
6.012,-1.2577233341252878e-07
6.01225,-1.258181869435652e-07
6.0125,-1.2586102888569059e-07
6.01275,-1.2589670500927739e-07
6.013,-1.2593106755250453e-07
6.01325,-1.2595917953032069e-07
6.0135,-1.2597812914052267e-07
6.01375,-1.2598157066050136e-07
6.014,-1.259725851611299e-07
6.01425,-1.2594590940473081e-07
6.0145,-1.2589860976937286e-07
6.01475,-1.2582620904424921e-07
6.015,-1.2573490499481802e-07
6.01525,-1.2562205268302282e-07
6.0155,-1.254891010494939e-07
6.01575,-1.2533751030340376e-07
6.016,-1.251672013284355e-07
6.01625,-1.2498662278813672e-07
6.0165,-1.2479436285846653e-07
6.01675,-1.2459229180262399e-07
6.017,-1.243791061846897e-07
6.01725,-1.2416203970081535e-07
6.0175,-1.2393954765612118e-07
6.01775,-1.2371328508417011e-07
6.018,-1.2348116291230051e-07
6.01825,-1.2324921780026748e-07
6.0185,-1.2301584331574837e-07
6.01875,-1.2278148684491858e-07
6.019,-1.2254407142041219e-07
6.01925,-1.2230848487680549e-07
6.0195,-1.2207310670487996e-07
6.01975,-1.2183794434724194e-07
6.02,-1.2160096809180717e-07
6.02025,-1.2136552957107468e-07
6.0205,-1.211291801335048e-07
6.02075,-1.2089030999959158e-07
6.021,-1.206464924472728e-07
6.02125,-1.2039949026763866e-07
6.0215,-1.2014729085952006e-07
6.02175,-1.1988968956326154e-07
6.022,-1.1962539025814891e-07
6.02225,-1.1935846189474486e-07
6.0225,-1.1908936272358094e-07
6.02275,-1.1882080959879104e-07
6.023,-1.1855545681276012e-07
6.02325,-1.1829880508831052e-07
6.0235,-1.1805328128595346e-07
6.02375,-1.1782229585860455e-07
6.024,-1.1760818224011195e-07
6.02425,-1.174158082592329e-07
6.0245,-1.1724606916058384e-07
6.02475,-1.1710003926573704e-07
6.025,-1.169774244442965e-07
6.02525,-1.1687980511713794e-07
6.0255,-1.1680454876947702e-07
6.02575,-1.1674939880493136e-07
6.026,-1.1671066722266151e-07
6.02625,-1.1668740556917908e-07
6.0265,-1.1667528630910781e-07
6.02675,-1.1667160161133431e-07
6.027,-1.1667377262682051e-07
6.02725,-1.1667907477702209e-07
6.0275,-1.1668809516990556e-07
6.02775,-1.166989503949583e-07
6.028,-1.1671099774254231e-07
6.02825,-1.1672259735920837e-07
6.0285,-1.1673831389931364e-07
6.02875,-1.1675845301183036e-07
6.029,-1.1678560912761397e-07
6.02925,-1.1682130567233576e-07
6.0295,-1.1687326257989399e-07
6.02975,-1.1694380422382498e-07
6.03,-1.1703745073222706e-07
6.03025,-1.1715635991518861e-07
6.0305,-1.1730910708667511e-07
6.03075,-1.1749795637260848e-07
6.031,-1.1772657905913886e-07
6.03125,-1.1799821217531414e-07
6.0315,-1.1831306594161968e-07
6.03175,-1.1867763136262951e-07
