Physical Time (s),enth_flux_enthalpy_left Monitor (W)
1.9975,-1.7927339551097805e-07
2.0,-1.78843076667971e-07
2.0025,-1.7907571551020543e-07
2.005,-1.7999263763936463e-07
2.0075,-1.8160204988566681e-07
2.01,-1.8389503911682459e-07
2.0125,-1.8685609256655215e-07
2.015,-1.9046723466536723e-07
2.0175,-1.9470793185283741e-07
2.02,-1.9955304588806957e-07
2.0225,-2.0496936735264149e-07
2.025,-2.1091514769228671e-07
2.0275,-2.1734518995352245e-07
2.03,-2.2420277583449126e-07
2.0325,-2.3142731108294389e-07
2.035,-2.3895328282884657e-07
2.0375,-2.4671772748985508e-07
2.04,-2.5464671369633732e-07
2.0425,-2.6266385667789234e-07
2.045,-2.7070996388247518e-07
2.0475,-2.7871625422759639e-07
2.05,-2.8661882633559529e-07
2.0525,-2.9436956420112571e-07
2.055,-3.0191872049033124e-07
2.0575,-3.09216912029388e-07
2.06,-3.1622285653076243e-07
2.0625,-3.2289381555181266e-07
2.065,-3.2919459271416072e-07
2.0675,-3.3509133785477583e-07
2.07,-3.4055750683503418e-07
2.0725,-3.4557648613472325e-07
2.075,-3.5014348446544892e-07
2.0775,-3.5426394165688316e-07
2.08,-3.5794306341675591e-07
2.0825,-3.6119868191191611e-07
2.085,-3.6405845883627606e-07
2.0875,-3.6655047044751198e-07
2.09,-3.6870242014913556e-07
2.0925,-3.7054289069980129e-07
2.095,-3.7209867268923553e-07
2.0975,-3.7339126417570287e-07
2.1,-3.7444265590401731e-07
2.1025,-3.7527211455746837e-07
2.105,-3.7589046269286273e-07
2.1075,-3.7630613985973197e-07
2.11,-3.7652429463488105e-07
2.1125,-3.7653834581967875e-07
2.115,-3.7633090151336059e-07
2.1175,-3.7589483270665171e-07
2.12,-3.7521065547829974e-07
2.1225,-3.7423693995342686e-07
2.125,-3.7294586554004533e-07
2.1275,-3.7132331447176794e-07
2.13,-3.6935332401672773e-07
2.1325,-3.670442571234132e-07
2.135,-3.6436985729444272e-07
2.1375,-3.613209161683975e-07
2.14,-3.5788825610239264e-07
2.1425,-3.5407311750743623e-07
2.145,-3.4987913806692709e-07
2.1475,-3.4531210453543162e-07
2.15,-3.4039507248842098e-07
2.1525,-3.3514129405232562e-07
2.155,-3.295764431765155e-07
2.1575,-3.2372918676587884e-07
2.16,-3.1762811073457613e-07
2.1625,-3.1130239452442636e-07
2.165,-3.0478520253026796e-07
2.1675,-2.9811696391809183e-07
2.17,-2.9134296019865808e-07
2.1725,-2.8451816582542325e-07
2.175,-2.7770851898853318e-07
2.1775,-2.7097492191096393e-07
2.18,-2.6436934640333161e-07
2.1825,-2.5792846126750868e-07
2.185,-2.5168381213571088e-07
2.1875,-2.4564022765083788e-07
2.19,-2.3979172296613653e-07
2.1925,-2.34121655344906e-07
2.195,-2.2860392364064099e-07
2.1975,-2.2322069713817121e-07
2.2,-2.1796074008091929e-07
2.2025,-2.1282748185962841e-07
2.205,-2.0783704041277461e-07
2.2075,-2.0300352480349395e-07
2.21,-1.9833048718594935e-07
2.2125,-1.9384165142505665e-07
2.215,-1.8954545454640018e-07
2.2175,-1.8544890214193903e-07
2.22,-1.8155058973184568e-07
2.2225,-1.7785122139858697e-07
2.225,-1.7435296591088309e-07
2.2275,-1.7106403248590832e-07
2.23,-1.6799346438667623e-07
2.2325,-1.6515659517105631e-07
2.235,-1.6256958020985084e-07
2.2375,-1.602477255794018e-07
2.24,-1.5822074804108908e-07
2.2425,-1.56513761361744e-07
2.245,-1.5515648719097288e-07
2.2475,-1.5417305776835691e-07
2.25,-1.5359011847740412e-07
2.2525,-1.5344021174371229e-07
2.255,-1.5374973176977141e-07
2.2575,-1.5454123925473973e-07
2.26,-1.5583517579605937e-07
2.2625,-1.5764951220114144e-07
2.265,-1.6000048156689295e-07
2.2675,-1.6289908126598636e-07
2.27,-1.6635451933705245e-07
2.2725,-1.7037724835784489e-07
2.275,-1.7497248799216972e-07
2.2775,-1.80143384194222e-07
2.28,-1.8588803477999129e-07
2.2825,-1.9219474369364198e-07
2.285,-1.9904517998385514e-07
2.2875,-2.0641039635954358e-07
2.29,-2.1425498518484046e-07
2.2925,-2.225289164801238e-07
2.295,-2.3117803066992178e-07
2.2975,-2.4014671962884446e-07
2.3,-2.4937659593946749e-07
2.3025,-2.5880328869244179e-07
2.305,-2.6836017288966559e-07
2.3075,-2.7798293639424901e-07
2.31,-2.8761189977058714e-07
2.3125,-2.971832629317041e-07
2.315,-3.0663429520275963e-07
2.3175,-3.1590093522207237e-07
2.32,-3.2492317696522343e-07
2.3225,-3.3364226687233544e-07
2.325,-3.4200788312731374e-07
2.3275,-3.4997318615459968e-07
2.33,-3.5749640405975309e-07
2.3325,-3.6454038309838898e-07
2.335,-3.7108940218124903e-07
2.3375,-3.7713669086361929e-07
2.34,-3.8269100441454865e-07
2.3425,-3.8776267877535252e-07
2.345,-3.9236551900367497e-07
2.3475,-3.9650241949371271e-07
2.35,-4.0016831201959169e-07
2.3525,-4.0335291827493188e-07
2.355,-4.0604456936292932e-07
2.3575,-4.0822799522612749e-07
2.36,-4.098911989690279e-07
2.3625,-4.1102949388236439e-07
2.365,-4.116350440690178e-07
2.3675,-4.1173896695107794e-07
2.37,-4.1135055988741376e-07
2.3725,-4.1049541489974086e-07
2.375,-4.0918802218285228e-07
2.3775,-4.0743278095750305e-07
2.38,-4.0522939689370866e-07
2.3825,-4.0257003140170478e-07
2.385,-3.9944998464668254e-07
2.3875,-3.9586714551124275e-07
2.39,-3.9182974096095633e-07
2.3925,-3.8735692290018813e-07
2.395,-3.8246915198627219e-07
2.3975,-3.7718204603542567e-07
2.4,-3.7150067202211165e-07
2.4025,-3.654179713428999e-07
2.405,-3.5891577799441024e-07
2.4075,-3.520084424587739e-07
2.41,-3.4466036847067099e-07
2.4125,-3.3686484878439938e-07
2.415,-3.2869933550585675e-07
2.4175,-3.2021517738293927e-07
2.42,-3.1148040609631863e-07
2.4225,-3.0256456079720147e-07
2.425,-2.9353900067222127e-07
2.4275,-2.8448906496342191e-07
2.43,-2.7544169291883517e-07
2.4325,-2.664392655723907e-07
2.435,-2.575548170464312e-07
2.4375,-2.488167274759528e-07
2.44,-2.4024454373974585e-07
2.4425,-2.3185172015119903e-07
2.445,-2.2365909405236697e-07
2.4475,-2.1568117714257303e-07
2.45,-2.0794923989148645e-07
2.4525,-2.0049831702544578e-07
2.455,-1.9335423413091522e-07
2.4575,-1.8653840045820676e-07
2.46,-1.8006228783487794e-07
2.4625,-1.7394349122207763e-07
2.465,-1.6820239000586165e-07
2.4675,-1.6285246408289141e-07
2.47,-1.579083782015974e-07
2.4725,-1.5337216608990053e-07
2.475,-1.4922895909572007e-07
2.4775,-1.4547039298387341e-07
2.48,-1.4208502606485578e-07
2.4825,-1.3905988565523322e-07
2.485,-1.3639205880657036e-07
2.4875,-1.3409180666835573e-07
2.49,-1.3217870005991554e-07
2.4925,-1.3066336117892951e-07
2.495,-1.2955747229201854e-07
2.4975,-1.2886974807851413e-07
2.5,-1.286025978505214e-07
2.5025,-1.2876187320251987e-07
2.505,-1.2934810833995172e-07
2.5075,-1.3036954969899951e-07
2.51,-1.3183946300750257e-07
2.5125,-1.3376981508782813e-07
2.515,-1.3617429386437649e-07
2.5175,-1.390634863584308e-07
2.52,-1.4244454761693359e-07
2.5225,-1.4631759521106217e-07
2.525,-1.5067559092388799e-07
2.5275,-1.5550281940602709e-07
2.53,-1.6078137385657143e-07
2.5325,-1.6649556360258118e-07
2.535,-1.7262437556571696e-07
2.5375,-1.7915988129268987e-07
2.54,-1.8609168167067746e-07
2.5425,-1.9340778660652384e-07
2.545,-2.0108907033621895e-07
2.5475,-2.0911223377562849e-07
2.55,-2.1744771833332238e-07
2.5525,-2.2606094892380425e-07
2.555,-2.3491076494615967e-07
2.5575,-2.439532728880328e-07
2.56,-2.5314785583499985e-07
2.5625,-2.6245696366468722e-07
2.565,-2.718445938576978e-07
2.5675,-2.8127267131418117e-07
2.57,-2.9070509019059445e-07
2.5725,-3.0009872645368581e-07
2.575,-3.0940367919150897e-07
2.5775,-3.1858688047500195e-07
2.58,-3.2760202483696816e-07
2.5825,-3.3639654427484443e-07
2.585,-3.449254213698956e-07
2.5875,-3.5314656292608524e-07
2.59,-3.6102324302148944e-07
2.5925,-3.6852437341074984e-07
2.595,-3.7562290972550007e-07
2.5975,-3.8229746340163781e-07
2.6,-3.8853464343613102e-07
2.6025,-3.9431434612067152e-07
2.605,-3.996244990573978e-07
2.6075,-4.0443454661395214e-07
2.61,-4.0870861176948062e-07
2.6125,-4.1240706647020384e-07
2.615,-4.1548164403344816e-07
2.6175,-4.1789407125370346e-07
2.62,-4.1962270264761927e-07
2.6225,-4.2065880831406682e-07
2.625,-4.2100146670695614e-07
2.6275,-4.2065285792466626e-07
2.63,-4.1961998073783105e-07
2.6325,-4.1791750620698831e-07
2.635,-4.1556964603214733e-07
2.6375,-4.125909431336789e-07
2.64,-4.0899575369742562e-07
2.6425,-4.048030437402637e-07
2.645,-4.0002403127527334e-07
2.6475,-3.946712859260638e-07
2.65,-3.8876215671074146e-07
2.6525,-3.8230765863293665e-07
2.655,-3.7534230198430597e-07
2.6575,-3.6790676993836385e-07
2.66,-3.6004882289167811e-07
2.6625,-3.518143790732381e-07
2.665,-3.4323976429372804e-07
2.6675,-3.3435465815290912e-07
2.67,-3.2518237445103233e-07
2.6725,-3.1574213125840799e-07
2.675,-3.0603436825078624e-07
2.6775,-2.9613260111901004e-07
2.68,-2.8606874561867183e-07
2.6825,-2.7588955566911282e-07
2.685,-2.6564399225529178e-07
2.6875,-2.553890977724865e-07
2.69,-2.4518201661383936e-07
2.6925,-2.3508902199538234e-07
2.695,-2.25173294932652e-07
2.6975,-2.1547472434139281e-07
2.7,-2.0604355371833088e-07
2.7025,-1.9692986210536569e-07
2.705,-1.8816445975881467e-07
2.7075,-1.7977060198865223e-07
2.71,-1.7176000801984151e-07
2.7125,-1.6414712573724832e-07
2.715,-1.5694309160929797e-07
2.7175,-1.5015520791656635e-07
2.72,-1.4379762726645856e-07
2.7225,-1.3789229287311037e-07
2.725,-1.3245566030976933e-07
2.7275,-1.2751803616561253e-07
2.73,-1.2310525139666701e-07
2.7325,-1.1925137350295473e-07
2.735,-1.159735864646605e-07
2.7375,-1.1328034024831468e-07
2.74,-1.1116602181133715e-07
2.7425,-1.0962944740123902e-07
2.745,-1.0866285728585664e-07
2.7475,-1.0826203618091033e-07
2.75,-1.084272497489502e-07
2.7525,-1.0915950332032395e-07
2.755,-1.1045633797774616e-07
2.7575,-1.1231292182572759e-07
2.76,-1.1473042716828935e-07
2.7625,-1.1770079716935593e-07
2.765,-1.2120865517630621e-07
2.7675,-1.2524940644511714e-07
2.77,-1.2981167624960837e-07
2.7725,-1.3488196760929848e-07
2.775,-1.404438890188841e-07
2.7775,-1.4647974221616952e-07
2.78,-1.5297262809358746e-07
2.7825,-1.5989672266449861e-07
2.785,-1.6721718394846121e-07
2.7875,-1.7489431202196859e-07
2.79,-1.8288328493093379e-07
2.7925,-1.9113731577490587e-07
2.795,-1.9960561024450631e-07
2.7975,-2.0824262628578178e-07
2.8,-2.1699962365902216e-07
2.8025,-2.258402742494331e-07
2.805,-2.3473175050866375e-07
2.8075,-2.4364727752739655e-07
2.81,-2.5256457493006425e-07
2.8125,-2.6146537025095962e-07
2.815,-2.7033974872794833e-07
2.8175,-2.79183162720299e-07
2.82,-2.8798605669383112e-07
2.8225,-2.9674429053638657e-07
2.825,-3.0544647493479498e-07
2.8275,-3.1408557023037528e-07
2.83,-3.2264403876311932e-07
2.8325,-3.3110720517218653e-07
2.835,-3.3944126762468041e-07
2.8375,-3.4762372450943748e-07
2.84,-3.5563154421183177e-07
2.8425,-3.6343394892234253e-07
2.845,-3.7099814040435315e-07
2.8475,-3.7829195532414641e-07
2.85,-3.8528814548126376e-07
2.8525,-3.9194993188952936e-07
2.855,-3.9824227033341501e-07
2.8575,-4.0413052457709461e-07
2.86,-4.0958343023446941e-07
2.8625,-4.1456350791154874e-07
2.865,-4.1902579393575885e-07
2.8675,-4.2291317340527799e-07
2.87,-4.2619347551829881e-07
2.8725,-4.2881128553059562e-07
2.875,-4.3070284796908766e-07
2.8775,-4.3183913675872375e-07
2.88,-4.322011175769586e-07
2.8825,-4.3177187546990718e-07
2.885,-4.3055412835959523e-07
2.8875,-4.2854786485384996e-07
2.89,-4.257720513099913e-07
2.8925,-4.2225583804783339e-07
2.895,-4.1804185109285402e-07
2.8975,-4.1318035441312413e-07
2.9,-4.0771273805448039e-07
2.9025,-4.0167797955309013e-07
2.905,-3.9509781143369848e-07
2.9075,-3.8798081446142236e-07
2.91,-3.803318310975757e-07
2.9125,-3.7216052900031995e-07
2.915,-3.6345242045504635e-07
2.9175,-3.5428616956388111e-07
2.92,-3.4470806987246935e-07
2.9225,-3.3476818288782721e-07
2.925,-3.2453155097300297e-07
2.9275,-3.1406868428496883e-07
2.93,-3.0347843124969604e-07
2.9325,-2.9280260136064539e-07
2.935,-2.8210548072377482e-07
2.9375,-2.7147092168130496e-07
2.94,-2.6091263618371213e-07
2.9425,-2.5048367214952094e-07
2.945,-2.4021386199268294e-07
2.9475,-2.301269098025244e-07
2.95,-2.2023664052047618e-07
2.9525,-2.1051230163328617e-07
2.955,-2.0101688087300662e-07
2.9575,-1.9175557936376118e-07
2.96,-1.8274621647243303e-07
2.9625,-1.7399247256702676e-07
2.965,-1.65505032744569e-07
2.9675,-1.5729719768309248e-07
2.97,-1.4938476830050999e-07
2.9725,-1.4179354968602147e-07
2.975,-1.3453881354557947e-07
2.9775,-1.2764761479312243e-07
2.98,-1.2114458270297571e-07
2.9825,-1.1506631828323157e-07
2.985,-1.0946046014368162e-07
2.9875,-1.0437500908687314e-07
2.99,-9.9849307643958874e-08
2.9925,-9.5924318120084134e-08
2.995,-9.265131530577878e-08
2.9975,-8.9993017342556468e-08
3.0,-8.7982133164634954e-08
3.0025,-8.6637593305645556e-08
3.005,-8.5979478264110688e-08
3.0075,-8.6028873073923144e-08
3.01,-8.6805393575156188e-08
3.0125,-8.8330353604387529e-08
3.015,-9.0608388093624899e-08
3.0175,-9.3640440280960397e-08
3.02,-9.7424405132499365e-08
3.0225,-1.0195899375539488e-07
3.025,-1.0723681419893458e-07
3.0275,-1.1325563192666064e-07
3.03,-1.1998712793928197e-07
3.0325,-1.2741044454828397e-07
3.035,-1.354906914913754e-07
3.0375,-1.4419094246558913e-07
3.04,-1.5344517776615614e-07
3.0425,-1.6317736644210716e-07
3.045,-1.7328973334790793e-07
3.0475,-1.8368245543184622e-07
3.05,-1.9425232021948665e-07
3.0525,-2.0490640174703702e-07
3.055,-2.155788436619614e-07
3.0575,-2.2621982592134539e-07
3.06,-2.3680382752050303e-07
3.0625,-2.4731432983024014e-07
3.065,-2.5772945075098553e-07
3.0675,-2.6802335268432001e-07
3.07,-2.7816057716192197e-07
3.0725,-2.8810104695051647e-07
3.075,-2.9780921329052467e-07
3.0775,-3.0724735498792569e-07
3.08,-3.1638588513109486e-07
3.0825,-3.2520103094438208e-07
3.085,-3.3368069410293984e-07
3.0875,-3.4181342006727647e-07
3.09,-3.4959441935321008e-07
3.0925,-3.5702646562034968e-07
3.095,-3.6412043919509208e-07
3.0975,-3.70887108608944e-07
3.1,-3.7733134090673484e-07
3.1025,-3.8346159180221921e-07
3.105,-3.8927607522543375e-07
3.1075,-3.9477093120705611e-07
3.11,-3.9993475137363548e-07
3.1125,-4.0475091698151463e-07
3.115,-4.0919539217003059e-07
3.1175,-4.1323556798698934e-07
3.12,-4.1682237363297785e-07
3.1225,-4.1992979822446964e-07
3.125,-4.224742275377722e-07
3.1275,-4.243963140464932e-07
3.13,-4.256543900845838e-07
3.1325,-4.2620738597290834e-07
3.135,-4.2603002177116593e-07
3.1375,-4.2510465854867684e-07
3.14,-4.2341746548395225e-07
3.1425,-4.2096797671100343e-07
3.145,-4.1775860589422637e-07
3.1475,-4.1380090786405918e-07
3.15,-4.0909017551713491e-07
3.1525,-4.0363857038157832e-07
3.155,-3.9746523026105903e-07
3.1575,-3.9060080078849657e-07
3.16,-3.8309777584133767e-07
3.1625,-3.7500452047975856e-07
3.165,-3.6639204273719917e-07
3.1675,-3.5731772427240747e-07
3.17,-3.4783300833327207e-07
3.1725,-3.3797432614579239e-07
3.175,-3.2776555047787305e-07
3.1775,-3.1729967733447087e-07
3.18,-3.0661944863732213e-07
3.1825,-2.9577776121521545e-07
3.185,-2.8484480861169731e-07
3.1875,-2.7390212129673703e-07
3.19,-2.6302258819846416e-07
3.1925,-2.5227373340711697e-07
3.195,-2.4174216760175499e-07
3.1975,-2.3146829882408594e-07
3.2,-2.2151077683597396e-07
3.2025,-2.118889073871628e-07
3.205,-2.026506644211171e-07
3.2075,-1.9382500576073005e-07
3.21,-1.8542415078946784e-07
3.2125,-1.774517653957463e-07
3.215,-1.698929862976523e-07
3.2175,-1.6263362913611571e-07
3.22,-1.5584674750751976e-07
3.2225,-1.4933062165136665e-07
3.225,-1.4326112237647903e-07
3.2275,-1.3745921218817455e-07
3.23,-1.3207177773157651e-07
3.2325,-1.269570368612398e-07
3.235,-1.2225561852348655e-07
3.2375,-1.1785098819031099e-07
3.24,-1.1387572822692538e-07
3.2425,-1.1023609821098677e-07
3.245,-1.0703998357140986e-07
3.2475,-1.0425261596172344e-07
3.25,-1.0190980128327758e-07
3.2525,-1.0000162311444775e-07
3.255,-9.8549142856655841e-08
3.2575,-9.7591264441710353e-08
3.26,-9.7173068962565145e-08
3.2625,-9.7335567624477829e-08
3.265,-9.8111101144820115e-08
3.2675,-9.9525353622264704e-08
3.27,-1.0159758449589707e-07
3.2725,-1.0433719292813173e-07
3.275,-1.0774860248984411e-07
3.2775,-1.1183092953291088e-07
3.28,-1.1657965752912642e-07
3.2825,-1.2199267778842972e-07
3.285,-1.2806976909998495e-07
3.2875,-1.3481023834455071e-07
3.29,-1.4228326145753599e-07
3.2925,-1.503265847248721e-07
3.295,-1.5898327554617932e-07
3.2975,-1.6819195758734554e-07
3.3,-1.7788338126225814e-07
3.3025,-1.8797764804935172e-07
3.305,-1.984668193152518e-07
3.3075,-2.0922784656078353e-07
3.31,-2.2009881744071653e-07
3.3125,-2.3109381179401426e-07
3.315,-2.4218479291524984e-07
3.3175,-2.5340299853221965e-07
3.32,-2.64565970234391e-07
3.3225,-2.7566277503951936e-07
3.325,-2.8665016427153441e-07
3.3275,-2.9747795445697563e-07
3.33,-3.0810897383902828e-07
3.3325,-3.1850506466595382e-07
3.335,-3.2862309107459981e-07
3.3375,-3.3843213142138311e-07
3.34,-3.4788970883311813e-07
3.3425,-3.5695023528044179e-07
3.345,-3.6556077922121511e-07
3.3475,-3.736838841199818e-07
3.35,-3.8130526639403983e-07
3.3525,-3.8841520822597522e-07
3.355,-3.9502311306623355e-07
3.3575,-4.01144977093364e-07
3.36,-4.0680240093679519e-07
3.3625,-4.1201459006955805e-07
3.365,-4.167868307808909e-07
3.3675,-4.2113921113363779e-07
3.37,-4.24960095606448e-07
3.3725,-4.2825179854781416e-07
3.375,-4.3097198085024011e-07
3.3775,-4.3308879933556492e-07
3.38,-4.3459593348763687e-07
3.3825,-4.3543601701871767e-07
3.385,-4.3559446133438498e-07
3.3875,-4.3505502046327866e-07
3.39,-4.3380186063539356e-07
3.3925,-4.318195712877806e-07
3.395,-4.290952581175876e-07
3.3975,-4.2562208132392276e-07
3.4,-4.2139895132759455e-07
3.4025,-4.1643829614135837e-07
3.405,-4.1076935625544154e-07
3.4075,-4.0443363631746428e-07
3.41,-3.9747673411233816e-07
3.4125,-3.8994477589482294e-07
3.415,-3.8187445597156583e-07
3.4175,-3.7329007241450063e-07
3.42,-3.6418193757796341e-07
3.4225,-3.5460302122765102e-07
3.425,-3.4458444979800385e-07
3.4275,-3.3414378563606745e-07
3.43,-3.2331875887959862e-07
3.4325,-3.1215739382287449e-07
3.435,-3.0072443433245741e-07
3.4375,-2.8910469451547259e-07
3.44,-2.7733835912510539e-07
3.4425,-2.6553039497773434e-07
3.445,-2.5373064246161573e-07
3.4475,-2.420335602110092e-07
3.45,-2.3051298121339111e-07
3.4525,-2.1924191301648459e-07
3.455,-2.0827645080794521e-07
3.4575,-1.9766007893869864e-07
3.46,-1.8742485030698373e-07
3.4625,-1.7758941368748318e-07
3.465,-1.6816306328344564e-07
3.4675,-1.5915563714536034e-07
3.47,-1.5057599111542542e-07
3.4725,-1.4243566481563316e-07
3.475,-1.3474419704820105e-07
3.4775,-1.275171039623821e-07
3.48,-1.2077119250186948e-07
3.4825,-1.1453561281029542e-07
3.485,-1.0883596406053149e-07
3.4875,-1.0369987804723401e-07
3.49,-9.9150159984541578e-08
3.4925,-9.5198189374774307e-08
3.495,-9.1852084489980338e-08
3.4975,-8.9116473731901765e-08
3.5,-8.701155450369944e-08
3.5025,-8.5542025796281642e-08
3.505,-8.4694776786282063e-08
3.5075,-8.4498626319639411e-08
3.51,-8.4965789839170334e-08
3.5125,-8.6099062730400569e-08
3.515,-8.7896889259797622e-08
3.5175,-9.0346485764300374e-08
3.52,-9.3426695867595293e-08
3.5225,-9.7116906889077689e-08
3.525,-1.0139356998823089e-07
3.5275,-1.0622979317557005e-07
3.53,-1.116059012595495e-07
3.5325,-1.1750011319394954e-07
3.535,-1.2389302840510439e-07
3.5375,-1.3076473428295518e-07
3.54,-1.3809409422247343e-07
3.5425,-1.4584871795413889e-07
3.545,-1.5406462807767493e-07
3.5475,-1.6257689962898024e-07
3.55,-1.7149096003401102e-07
3.5525,-1.8063053516609184e-07
3.555,-1.9009508998322003e-07
3.5575,-1.9979094364947201e-07
3.56,-2.0966754480510197e-07
3.5625,-2.1967483698251674e-07
3.565,-2.2976777870766999e-07
3.5675,-2.3990448348597243e-07
3.57,-2.500526703107066e-07
3.5725,-2.6017921709020743e-07
3.575,-2.7018087518139925e-07
3.5775,-2.8017533948564247e-07
3.58,-2.9009282949445063e-07
3.5825,-2.9990046610579741e-07
3.585,-3.0950715030369218e-07
3.5875,-3.1900658295812803e-07
3.59,-3.2833562841046593e-07
3.5925,-3.3743493692173674e-07
3.595,-3.4621864038626484e-07
3.5975,-3.5469293983402101e-07
3.6,-3.6283613784359849e-07
3.6025,-3.7062216951381733e-07
3.605,-3.7802178435966131e-07
3.6075,-3.8501784508633882e-07
3.61,-3.9161645593619874e-07
3.6125,-3.977642865265545e-07
3.615,-4.0351769624639866e-07
3.6175,-4.0881884620128422e-07
3.62,-4.1367584953985784e-07
3.6225,-4.1805388527040137e-07
3.625,-4.2193328856146594e-07
3.6275,-4.2525350428074243e-07
3.63,-4.2793711307871585e-07
3.6325,-4.2992727943178972e-07
3.635,-4.3117785801480925e-07
3.6375,-4.3164524304212626e-07
3.64,-4.3130012611662885e-07
3.6425,-4.301257018401558e-07
3.645,-4.2811739601278753e-07
3.6475,-4.2528256383768863e-07
3.65,-4.2165030695670621e-07
3.6525,-4.1722306603378098e-07
3.655,-4.1202770230773728e-07
3.6575,-4.0609395889115512e-07
3.66,-3.99461530574674e-07
3.6625,-3.9218545476341999e-07
3.665,-3.8431003264942354e-07
3.6675,-3.7591128088721293e-07
3.67,-3.6705783507420558e-07
3.6725,-3.5781115322387568e-07
3.675,-3.4820804852192543e-07
3.6775,-3.3827847187494591e-07
3.68,-3.28098767946495e-07
3.6825,-3.1769519039366297e-07
3.685,-3.0711393188781591e-07
3.6875,-2.9641970811811425e-07
3.69,-2.8568288433848721e-07
3.6925,-2.7497580929581152e-07
3.695,-2.6437800405476857e-07
3.6975,-2.5393930771822908e-07
3.7,-2.4368647526481009e-07
3.7025,-2.3363053264887174e-07
3.705,-2.2378188162188627e-07
3.7075,-2.1414618462595922e-07
3.71,-2.0473074807982435e-07
3.7125,-1.9554952306060409e-07
3.715,-1.8661041072538457e-07
3.7175,-1.7792241135376951e-07
3.72,-1.6949940421393425e-07
3.7225,-1.6134607213698645e-07
3.725,-1.5347604230177636e-07
3.7275,-1.4589906121519268e-07
3.73,-1.3863012916406447e-07
3.7325,-1.3168652206891653e-07
3.735,-1.2509446190539365e-07
3.7375,-1.1888351141852698e-07
3.74,-1.1309676948494563e-07
3.7425,-1.0777898043280542e-07
