Physical Time (s),ep_top Monitor (W): top_cv1,ep_top Monitor (W): top_cv2,ep_top Monitor (W): top_cv3,ep_top Monitor (W): top_cv4,ep_top Monitor (W): top_cv5,ep_top Monitor (W): top_cv6,ep_top Monitor (W): top_cv7
5.799,4.6742777730424281e-09,4.2720709809679082e-10,3.3058053370264948e-10,2.8162357234704753e-10,2.9217863555470529e-10,5.1123177227272219e-10,2.753891561590866e-10
5.79925,4.6744380470728651e-09,4.2736720684779778e-10,3.3099258006894739e-10,2.8221118658336484e-10,2.9297417949045869e-10,5.1350422830810459e-10,2.7778594537481535e-10
5.7995,4.6745520432406936e-09,4.2752160279092898e-10,3.3140039922438519e-10,2.8278876359346704e-10,2.9376500567135715e-10,5.1582562038630627e-10,2.8020619990996717e-10
5.79975,4.6746248026455461e-09,4.2767126751165885e-10,3.3180042003637453e-10,2.8335269499262741e-10,2.9454688912012564e-10,5.1818725144230882e-10,2.8263873006556724e-10
5.8,4.6746519362510038e-09,4.2781687197471958e-10,3.3219053469652581e-10,2.8390310234073267e-10,2.9532634503587157e-10,5.2060090467996386e-10,2.850993759178884e-10
5.80025,4.6746237781115425e-09,4.2795752812138297e-10,3.3256917498743235e-10,2.8443992428176981e-10,2.9610939605242631e-10,5.2307412730943627e-10,2.8760856981645027e-10
5.8005,4.6745425011469854e-09,4.2809330279954567e-10,3.3293518671362427e-10,2.8496215773374461e-10,2.9689269227705554e-10,5.2558968011516946e-10,2.9016129537656678e-10
5.80075,4.674412158719387e-09,4.2822460835182609e-10,3.3328765911235048e-10,2.8546848053954634e-10,2.9767193246427241e-10,5.2812669103811359e-10,2.9275030911762947e-10
5.801,4.6742197266943557e-09,4.2835063532003609e-10,3.3362655371628184e-10,2.8596138805805196e-10,2.9845499748943072e-10,5.3069133758821361e-10,2.9540196633021194e-10
5.80125,4.6739570321564202e-09,4.2847086677213597e-10,3.3395289445274423e-10,2.8644318990494272e-10,2.9924863472381767e-10,5.3328668867121724e-10,2.9814047924401703e-10
5.8015,4.6736248331307868e-09,4.2858569783126177e-10,3.3426807571157202e-10,2.8691461103841437e-10,3.0005073185725364e-10,5.3589634943308903e-10,3.0095759354374967e-10
5.80175,4.6732263614967138e-09,4.2869594657962205e-10,3.34572381418106e-10,2.8737618022652355e-10,3.0085707668982368e-10,5.3849926208790019e-10,3.0383875010903975e-10
5.802,4.6727535488715179e-09,4.2880192099046542e-10,3.3486653823852571e-10,2.8783086158949655e-10,3.0167354854739867e-10,5.4110546530362219e-10,3.0679900086536209e-10
5.80225,4.6721935120090586e-09,4.2890304906826761e-10,3.3515144228030253e-10,2.8828174431333383e-10,3.0250471292266282e-10,5.4372330409254234e-10,3.0984782840365109e-10
5.8025,4.671553457297664e-09,4.2900040371571293e-10,3.354272906265167e-10,2.8872838539484865e-10,3.0334363790455928e-10,5.463382008407855e-10,3.1295987373506764e-10
5.80275,4.6708464382356892e-09,4.290958937175683e-10,3.356939445819347e-10,2.891706980857665e-10,3.0418332382447533e-10,5.4893570817384834e-10,3.1610462432454179e-10
5.803,4.6700634710238104e-09,4.2918895160480491e-10,3.3595099604105602e-10,2.8961024137712268e-10,3.0502577411497349e-10,5.5152947090522259e-10,3.1928003835738312e-10
5.80325,4.6692029507006944e-09,4.292784053185664e-10,3.3619826570814908e-10,2.9004775489650712e-10,3.0587178271253768e-10,5.5413182487479959e-10,3.2248045510890915e-10
5.8035,4.6682793595578682e-09,4.2936546522291514e-10,3.3643678953798246e-10,2.9048202311039733e-10,3.0671494707907253e-10,5.5673424601964868e-10,3.2567208546007859e-10
5.80375,4.6673112408157182e-09,4.2945151323425676e-10,3.366676095503307e-10,2.9091194415444611e-10,3.0754858514785031e-10,5.5932743494067866e-10,3.2881938874638388e-10
5.804,4.6662964786800232e-09,4.295350763165867e-10,3.3689154628845738e-10,2.9133831456042442e-10,3.0837489874191707e-10,5.6192753523725827e-10,3.3192378050428137e-10
5.80425,4.6652387410588938e-09,4.2961532955224651e-10,3.3711083875676967e-10,2.9176241318981924e-10,3.0919643984896157e-10,5.645468023507715e-10,3.3498568602371217e-10
5.8045,4.664157957208867e-09,4.2969357053558308e-10,3.3732867349689718e-10,2.9218481756369267e-10,3.100081569800107e-10,5.6717736102418404e-10,3.3798732168454483e-10
5.80475,4.6630761442351885e-09,4.2977157482548742e-10,3.3754796049225771e-10,2.9260593792471742e-10,3.1080477171725772e-10,5.6980873061508835e-10,3.4091110266115998e-10
5.805,4.6619943514577765e-09,4.2984920018649265e-10,3.3777040404112914e-10,2.9302879022091157e-10,3.1159129497735871e-10,5.7245071786938046e-10,3.4377470044626579e-10
5.80525,4.6609155663856231e-09,4.2992619844622581e-10,3.3799780606177851e-10,2.9345618527905486e-10,3.1237215194958363e-10,5.751100426750666e-10,3.465959219095787e-10
5.8055,4.6598594207750165e-09,4.3000486556530994e-10,3.382326475520633e-10,2.9388945283649893e-10,3.1314541476702013e-10,5.7777319518043738e-10,3.4936826398267091e-10
5.80575,4.6588445445714831e-09,4.3008771735208168e-10,3.3847677643220446e-10,2.9432994792962167e-10,3.1390893396638563e-10,5.8042354144055665e-10,3.520828476997132e-10
5.806,4.6578711826629103e-09,4.3017455068761206e-10,3.3872989291475106e-10,2.9478005025465614e-10,3.1466883389165629e-10,5.8306240844602369e-10,3.5476041199848303e-10
5.80625,4.6569365464147465e-09,4.3026470017882194e-10,3.3899203286005098e-10,2.9524107821565671e-10,3.1543078919653013e-10,5.8568680962341902e-10,3.5741810703034907e-10
5.8065,4.6560590431024505e-09,4.3035993655119606e-10,3.3926385606879752e-10,2.957126970679775e-10,3.1619228490998782e-10,5.8827776278658631e-10,3.600455175459566e-10
5.80675,4.655255105293915e-09,4.3046171499164699e-10,3.3954496716375697e-10,2.961934974715331e-10,3.1694960525347536e-10,5.9081257815293388e-10,3.626277725157056e-10
5.807,4.6545199095611112e-09,4.3056922907606679e-10,3.3983393160705847e-10,2.9668277606310339e-10,3.1770750646154747e-10,5.9329428978302764e-10,3.6517816115946687e-10
5.80725,4.6538488168724335e-09,4.3068094275350311e-10,3.4012968157449855e-10,2.9717961865194873e-10,3.1847000200573378e-10,5.9572587236929899e-10,3.6770512736542606e-10
5.8075,4.6532549477524963e-09,4.3079774471683699e-10,3.4043220434110787e-10,2.9768146724474336e-10,3.1923232631427265e-10,5.9809574631638164e-10,3.701910583711738e-10
5.80775,4.6527502110119281e-09,4.3092073235568278e-10,3.4074148397642071e-10,2.9818575191273292e-10,3.1998855527476957e-10,6.0039396186628779e-10,3.7261666342578455e-10
5.808,4.6523263146539097e-09,4.3104851437165337e-10,3.4105589579079032e-10,2.9869129607096393e-10,3.2074108840139537e-10,6.0263352210406156e-10,3.7498979779909816e-10
5.80825,4.6519716950959532e-09,4.3117957392822272e-10,3.413745098544245e-10,2.9919636380588196e-10,3.2149099922299978e-10,6.0482554589866864e-10,3.7731556683099679e-10
5.8085,4.6516930107042918e-09,4.3131495314073288e-10,3.4169779111715979e-10,2.9969889650388833e-10,3.2223216347458539e-10,6.0696485512049381e-10,3.7957865202950111e-10
5.80875,4.6514971767902205e-09,4.314561328983596e-10,3.4202592266999827e-10,3.0019683087371976e-10,3.2295828620550645e-10,6.0904337234621459e-10,3.8176315586897994e-10
5.809,4.6513656579006085e-09,4.3160191654589824e-10,3.4235735110557613e-10,3.0068995903075489e-10,3.236709925006238e-10,6.1107026615223797e-10,3.8387991797347132e-10
5.80925,4.6512873609135112e-09,4.3175110816608843e-10,3.4269086420543291e-10,3.0117594724281236e-10,3.2436873511976643e-10,6.1304463542704993e-10,3.8593275431762811e-10
5.8095,4.6512484170689517e-09,4.3190423216134462e-10,3.4302664665988069e-10,3.016569941065823e-10,3.2505014828308037e-10,6.1496961424907804e-10,3.8793073400430438e-10
5.80975,4.6512550767499531e-09,4.3206287589182973e-10,3.43365784311136e-10,3.0213231664985593e-10,3.2570878510934797e-10,6.1682696397884724e-10,3.8985932635933142e-10
5.81,4.6512828106874578e-09,4.3222561864112402e-10,3.4370636227781507e-10,3.0260126694419303e-10,3.2634648613625558e-10,6.1861900288675681e-10,3.9173469838058664e-10
5.81025,4.6513068825187504e-09,4.3239080672884611e-10,3.4404653860305072e-10,3.0306279825306615e-10,3.2696557041664594e-10,6.203457968024792e-10,3.9357265998843113e-10
5.8105,4.6513237342725234e-09,4.3255940719601697e-10,3.4438686954789213e-10,3.035161970711943e-10,3.2756416069947786e-10,6.2199546337949712e-10,3.9536616558437025e-10
5.81075,4.6513302243921633e-09,4.3273265155247365e-10,3.4472678266212295e-10,3.0395984977114183e-10,3.2813980799448049e-10,6.2355555510583343e-10,3.9710405517343907e-10
5.811,4.6512993494821891e-09,4.3290875422238756e-10,3.4506338202793528e-10,3.043922994074037e-10,3.286969189894429e-10,6.2503344173183174e-10,3.9880157919966938e-10
5.81125,4.6512051186755079e-09,4.3308590809269602e-10,3.4539390609397728e-10,3.048115159068825e-10,3.2923874155441058e-10,6.2643458381642555e-10,4.0046980871752552e-10
5.8115,4.6510438392754004e-09,4.3326458795761159e-10,3.4571748624864478e-10,3.0521557335817919e-10,3.2976178214859701e-10,6.2775619909614123e-10,4.0209865390384873e-10
5.81175,4.6508118359208476e-09,4.3344538801888468e-10,3.4603267954138319e-10,3.0560299886948438e-10,3.3026232177915486e-10,6.2899756082788184e-10,4.0367630960052258e-10
5.812,4.6504836627569082e-09,4.33625813710633e-10,3.4633624700687276e-10,3.0597230839327691e-10,3.3074154254580149e-10,6.3017280740704615e-10,4.0520862519053016e-10
5.81225,4.6500314073837197e-09,4.3380209569291769e-10,3.4662421696973521e-10,3.06321169571462e-10,3.3119934129082378e-10,6.3129534503730163e-10,4.0669858818466506e-10
5.8125,4.6494549413887349e-09,4.3397339196334266e-10,3.4689590118603152e-10,3.0664822268574063e-10,3.3163036787456129e-10,6.3236735937681586e-10,4.081309995209939e-10
5.81275,4.6487526431459778e-09,4.341388019301165e-10,3.4714981698838791e-10,3.0695220217198732e-10,3.3202865045866237e-10,6.3338971024790714e-10,4.0949019904819378e-10
5.813,4.6479002684589268e-09,4.3429429688303981e-10,3.4738337204323503e-10,3.072324371367233e-10,3.3239458426897963e-10,6.3437454524387439e-10,4.1078110157797331e-10
5.81325,4.6468710044925962e-09,4.3443430101903662e-10,3.4759391289952952e-10,3.0748696942828656e-10,3.3272704792449676e-10,6.3533028606651544e-10,4.1201049486103215e-10
5.8135,4.6456648142758111e-09,4.3455689104339228e-10,3.4778268237460704e-10,3.0771654947030009e-10,3.3302292634688222e-10,6.3625559788457851e-10,4.1316991948509127e-10
5.81375,4.6442886347391508e-09,4.3466178125897602e-10,3.4795185015634695e-10,3.079223507996923e-10,3.3327923966834518e-10,6.3714600888963651e-10,4.1425200537688978e-10
5.814,4.6427177122425642e-09,4.3474432033933477e-10,3.4810078759392192e-10,3.0810381706081217e-10,3.334987340821518e-10,6.3800674047773321e-10,4.15264899962448e-10
5.81425,4.6409290566775426e-09,4.3479918663496257e-10,3.4822861051876747e-10,3.0825991039187086e-10,3.3368436071000724e-10,6.3883702496298059e-10,4.1621275754919629e-10
5.8145,4.6389357241442237e-09,4.348269745913915e-10,3.4833833861994387e-10,3.0839248686089666e-10,3.3383766149023311e-10,6.3963046146012027e-10,4.1708749616161109e-10
5.81475,4.6367503496978403e-09,4.3482865359368428e-10,3.4843227755577624e-10,3.0850332930929035e-10,3.3396037675153646e-10,6.4037838331068642e-10,4.1787861261159197e-10
5.815,4.6343546029280589e-09,4.3480126783427103e-10,3.485085952395372e-10,3.0859242611669565e-10,3.3405913233415659e-10,6.4107894332150069e-10,4.1858685600476502e-10
5.81525,4.6317338901327272e-09,4.3474128275429622e-10,3.4856445940798647e-10,3.0866054203519174e-10,3.3414085475841604e-10,6.4172613793061785e-10,4.1920838165484173e-10
5.8155,4.6289032725981105e-09,4.3465003475853946e-10,3.4860062067663393e-10,3.0871051402941251e-10,3.3420847249147755e-10,6.4231340417471911e-10,4.1973133504965354e-10
5.81575,4.6258876421956015e-09,4.3452981038211947e-10,3.4861722826762241e-10,3.0874594786359322e-10,3.3426505430160476e-10,6.4283360003738283e-10,4.2014417997930525e-10
5.816,4.6226716646227233e-09,4.3437710018142734e-10,3.4860951392559926e-10,3.0876715987033068e-10,3.3431514390103955e-10,6.4328309699877391e-10,4.2044633068034697e-10
5.81625,4.6192370921158713e-09,4.3418738746691285e-10,3.4857249456319675e-10,3.087732796707044e-10,3.3436185914681747e-10,6.4365667861666856e-10,4.2063724275653815e-10
5.8165,4.6156069721669467e-09,4.3396130274012607e-10,3.4850632495208245e-10,3.0876601905649878e-10,3.344046217843812e-10,6.439487556059321e-10,4.2071236976580521e-10
5.81675,4.611806526697565e-09,4.3370044126412172e-10,3.4841156377404278e-10,3.0874677091638644e-10,3.3444199230827723e-10,6.4415564375464569e-10,4.2067082849110028e-10
5.817,4.6078135039169615e-09,4.3339983837353429e-10,3.4828489160137511e-10,3.0871321768005569e-10,3.3447370995356572e-10,6.4427330725954531e-10,4.2051942668402303e-10
5.81725,4.6036101337400322e-09,4.330545205854547e-10,3.4812384635296297e-10,3.0866269613387122e-10,3.3449749978902584e-10,6.4429741436987542e-10,4.202657251800668e-10
5.8175,4.5992132842089018e-09,4.3266572498683666e-10,3.4793178822878795e-10,3.0859618026050781e-10,3.3450962073311206e-10,6.4422623920023511e-10,4.1991434973858615e-10
5.81775,4.5946462743135899e-09,4.3223669378497834e-10,3.4771337512722449e-10,3.0851577451244903e-10,3.3450680835356086e-10,6.4406069112734049e-10,4.1947162866520721e-10
5.818,4.5898813995081107e-09,4.3176383038228965e-10,3.4746785625402721e-10,3.0841912897937825e-10,3.3448541236129684e-10,6.4380107276277983e-10,4.1894568838984601e-10
5.81825,4.5848919247710845e-09,4.3124370756127224e-10,3.4719409856118103e-10,3.0830289694869151e-10,3.3444127174177344e-10,6.434496712588575e-10,4.1834279111210581e-10
5.8185,4.5796916379370287e-09,4.3068112349813154e-10,3.4689738499676014e-10,3.0816898172497018e-10,3.3437090069029993e-10,6.4301268561963273e-10,4.1766444705334107e-10
5.81875,4.5743045522268335e-09,4.300815989882888e-10,3.4658251841283873e-10,3.0801921384923052e-10,3.3427018340059663e-10,6.4249678448275668e-10,4.1691168720039325e-10
5.819,4.5686974031051861e-09,4.2944362042445906e-10,3.4624733826519955e-10,3.0785081355685261e-10,3.3413437813471432e-10,6.4190643498607385e-10,4.1608319040490638e-10
5.81925,4.5628384933197149e-09,4.2876573204650508e-10,3.4588870949079813e-10,3.0766066607995317e-10,3.3395960356111907e-10,6.4124456141579654e-10,4.1517743786552234e-10
5.8195,4.5567442437522927e-09,4.2805318715267231e-10,3.4550901239998732e-10,3.0744963109899171e-10,3.3374225319652938e-10,6.4051456131769472e-10,4.1419123417221665e-10
5.81975,4.5504379426726844e-09,4.2731211733366191e-10,3.4511056421135519e-10,3.0721980710007319e-10,3.3348106301970227e-10,6.3972003687363118e-10,4.1312494453613662e-10
5.82,4.5438839655089874e-09,4.2653945139365482e-10,3.4468719256781385e-10,3.0696623061842213e-10,3.3317553208843885e-10,6.3885825717355208e-10,4.1197627551036807e-10
5.82025,4.5370536274894477e-09,4.2573235986344158e-10,3.4423312113583081e-10,3.0668368748093484e-10,3.3282616424238554e-10,6.3792361018561929e-10,4.1074450689739907e-10
5.8205,4.5299682453117277e-09,4.2489462639642107e-10,3.4374976173176485e-10,3.0637266933326756e-10,3.3243589789500171e-10,6.3691620560132893e-10,4.0943088379832145e-10
5.82075,4.5226583998263563e-09,4.240308954970263e-10,3.4323944352848121e-10,3.0603451365553789e-10,3.3200840684960749e-10,6.3583870317546474e-10,4.0803940737426474e-10
5.821,4.5150942209032888e-09,4.2313623398728663e-10,3.4269653082333336e-10,3.0566401180433433e-10,3.315447627574293e-10,6.3468478843937226e-10,4.0656831162357676e-10
5.82125,4.5072464666992432e-09,4.2220554684589571e-10,3.421160537632723e-10,3.0525686386878629e-10,3.31046772301942e-10,6.3345160866815676e-10,4.0501819385284208e-10
5.8215,4.4991437360565917e-09,4.212418887114099e-10,3.41501602439204e-10,3.0481520860006552e-10,3.305155003577695e-10,6.3214285334068732e-10,4.0339231208106037e-10
5.82175,4.4908272124013397e-09,4.2025036206878473e-10,3.4085793575926914e-10,3.0434255164212949e-10,3.2995296221859088e-10,6.3076596052256337e-10,4.0169822581254543e-10
5.822,4.4822603221558055e-09,4.1922498207125822e-10,3.4018021216549139e-10,3.0383568412795204e-10,3.2935798994963243e-10,6.2931621526183322e-10,3.9993526662277664e-10
5.82225,4.4734185093943944e-09,4.1816122611036182e-10,3.3946468271684256e-10,3.0329162112028702e-10,3.2872774307567364e-10,6.2778593068534956e-10,3.9810519815849211e-10
5.8225,4.4643360771058268e-09,4.1706296598916179e-10,3.3871592875248095e-10,3.0271454317077886e-10,3.2806206309006912e-10,6.2617804821913339e-10,3.9621385813808205e-10
5.82275,4.4550545030877751e-09,4.1593587839594093e-10,3.3793943870090278e-10,3.0210941703113319e-10,3.2736114737527976e-10,6.2449617974891533e-10,3.9426844249618899e-10
5.823,4.4455342289025965e-09,4.1477401427312409e-10,3.3713009116629917e-10,3.0147288230227702e-10,3.2662075289889291e-10,6.2272704450813126e-10,3.9226697144883029e-10
5.82325,4.4357421725629134e-09,4.1357183688834876e-10,3.3628385762369718e-10,3.0080205712769971e-10,3.2583767207074331e-10,6.2085720533041256e-10,3.9020962545135836e-10
5.8235,4.4257135379348196e-09,4.1233394029293514e-10,3.354052504843867e-10,3.0010048880542271e-10,3.2501228587710814e-10,6.188877425643548e-10,3.8810473843588698e-10
5.82375,4.4154928572592007e-09,4.1106567082112617e-10,3.3449954268670915e-10,2.9937291916930206e-10,3.2414697712103288e-10,6.1682411520710935e-10,3.8596513989110997e-10
5.824,4.4050395520646327e-09,4.0976090375508634e-10,3.3356143825047473e-10,2.9861587392873605e-10,3.2324026934857043e-10,6.1465593287194109e-10,3.8379479236194875e-10
5.82425,4.3943269460711e-09,4.0841439263711735e-10,3.32587040124361e-10,2.9782654011378964e-10,3.222914610115139e-10,6.1237551788788055e-10,3.8159794528322623e-10
5.8245,4.3833870899087535e-09,4.0702995900908872e-10,3.3158141762058558e-10,2.9700946193103863e-10,3.2130366796371747e-10,6.0998986543839683e-10,3.793805801108275e-10
5.82475,4.3722723854638833e-09,4.0561497937757002e-10,3.3055266464723098e-10,2.9617141713355256e-10,3.2028148266222541e-10,6.0751004373881013e-10,3.7714786951386591e-10
5.825,4.3609412542937701e-09,4.0416231006471782e-10,3.2949638978645034e-10,2.9530924482075279e-10,3.1922458920039633e-10,6.0492769178608327e-10,3.7488265905499342e-10
5.82525,4.3493597377234149e-09,4.0266643360155363e-10,3.2840980239358115e-10,2.944199373846239e-10,3.1813145469894724e-10,6.0223490683393203e-10,3.72564941084532e-10
5.8255,4.3375712148096476e-09,4.0113336382544017e-10,3.2730074704520816e-10,2.9350994295587108e-10,3.1700603494263052e-10,5.9944377975561387e-10,3.7018720994626745e-10
5.82575,4.3256267238758763e-09,3.9957108355878184e-10,3.2617815294652594e-10,2.9258583186152205e-10,3.158512084778223e-10,5.9656598898174352e-10,3.6774589684251262e-10
5.826,4.3134848750379004e-09,3.9797401148012106e-10,3.2503878296589273e-10,2.9164433221572258e-10,3.1466488330410611e-10,5.9359855799064552e-10,3.6522784023702916e-10
5.82625,4.3011218387843994e-09,3.9633915184503063e-10,3.2387966563498399e-10,2.9068128857838499e-10,3.134441593930151e-10,5.9053935442828329e-10,3.6262949630335266e-10
5.8265,4.2885778230528162e-09,3.9467327583535094e-10,3.2270782104029054e-10,2.8970219894487728e-10,3.1219198653101623e-10,5.8740418612667478e-10,3.599639243679947e-10
5.82675,4.275909876237872e-09,3.9298696911525884e-10,3.2153207527228027e-10,2.8871308982209753e-10,3.1091268856414826e-10,5.8421403168477878e-10,3.572554503519833e-10
5.827,4.2630752068562857e-09,3.9127525568567092e-10,3.2034629769366814e-10,2.8770806941656296e-10,3.0960403832813558e-10,5.8096776289512114e-10,3.5451316595693763e-10
5.82725,4.2500491025839426e-09,3.8953536148885664e-10,3.1914524932952603e-10,2.8668149029301923e-10,3.0826583111754049e-10,5.7766822526429319e-10,3.5175085825115397e-10
5.8275,4.2368795590988029e-09,3.8777562460857827e-10,3.1793423340701501e-10,2.8563678873475516e-10,3.069024879306624e-10,5.7433071656142014e-10,3.4899256272462704e-10
5.82775,4.2236243684087115e-09,3.8600599807682897e-10,3.1671916203003926e-10,2.8457848716893947e-10,3.0551956094649366e-10,5.7097252607187783e-10,3.4626128961530359e-10
5.828,4.2102508525942343e-09,3.842218157524782e-10,3.154915482698135e-10,2.8349967172282271e-10,3.0411490647453033e-10,5.6758706474402302e-10,3.435552172591053e-10
5.82825,4.1967471803895874e-09,3.8242052120678439e-10,3.1424405814983911e-10,2.8239512454263579e-10,3.0268818246833391e-10,5.6416970050909899e-10,3.408688688711792e-10
5.8285,4.1831592870732677e-09,3.8060927250695308e-10,3.1298054880305875e-10,2.8126948905822107e-10,3.0124257625779701e-10,5.6073139432049459e-10,3.3820264536019319e-10
5.82875,4.1695627707530747e-09,3.7879792013679454e-10,3.117071204790193e-10,2.8012958517217507e-10,2.9978372942571636e-10,5.5728808428946539e-10,3.3555764666732721e-10
5.829,4.1559335570637961e-09,3.7697950217391701e-10,3.1041422102787469e-10,2.7896881065674738e-10,2.9830736855133703e-10,5.5382909510187964e-10,3.3291093055600847e-10
5.82925,4.1422669822850957e-09,3.7514963661432891e-10,3.0909632427607434e-10,2.7778358230597386e-10,2.9681319174487771e-10,5.5035274704826855e-10,3.3024231439655004e-10
5.8295,4.1286170139697377e-09,3.7331327042462729e-10,3.0775874805270842e-10,2.7657870904867078e-10,2.953041218150893e-10,5.4686642575913942e-10,3.2754552381311679e-10
5.82975,4.1150585636405173e-09,3.7147806771913603e-10,3.0640956628920266e-10,2.7536180625427893e-10,2.9378633058636059e-10,5.433859145039151e-10,3.2482012936316717e-10
5.83,4.1015654610059273e-09,3.6963693621351436e-10,3.050433737736865e-10,2.7412782767452999e-10,2.9225792439661795e-10,5.3989885721173748e-10,3.2204690140431733e-10
5.83025,4.0881334242716591e-09,3.6778337453828043e-10,3.036556367192793e-10,2.7287353104856156e-10,2.9071862183441679e-10,5.3639565129455016e-10,3.1921350416132145e-10
5.8305,4.0748021041169208e-09,3.6592272408413555e-10,3.0225346476744912e-10,2.7160564455163165e-10,2.8917204274436037e-10,5.3288337575418251e-10,3.1632269340808596e-10
5.83075,4.0616445489507456e-09,3.6406422779969441e-10,3.0084695074135169e-10,2.7033382942168984e-10,2.8762429877083971e-10,5.2937426105335191e-10,3.1338808226533478e-10
5.831,4.0486202718990344e-09,3.621998934351787e-10,2.9943010576813359e-10,2.6905422368800916e-10,2.8607213327698208e-10,5.2585228697847442e-10,3.1040189514602571e-10
5.83125,4.0357000490512437e-09,3.6032480992508093e-10,2.9799827940099121e-10,2.6776346120996374e-10,2.8451375433908989e-10,5.2230942962006444e-10,3.0736290315496783e-10
5.8315,4.0229190980195573e-09,3.5844598356662984e-10,2.9655809934013737e-10,2.6646863878200473e-10,2.8295362088414155e-10,5.1875611905611946e-10,3.0428462199913203e-10
5.83175,4.0103305590164948e-09,3.56572951263169e-10,2.951173523647706e-10,2.6517802507264724e-10,2.8139846805717121e-10,5.1520916871296978e-10,3.0118435615254358e-10
5.832,3.9978782590802111e-09,3.5469927472579004e-10,2.9366904890700297e-10,2.6388585373697627e-10,2.7984539557957318e-10,5.1166079505755594e-10,2.9805792118591503e-10
5.83225,3.98551464938158e-09,3.52820726199563e-10,2.92207823423164e-10,2.6258753830121558e-10,2.7829280789448287e-10,5.0810438489412732e-10,2.9490426717976413e-10
5.8325,3.97326729461151e-09,3.5094432546824607e-10,2.9073972211728537e-10,2.61288937415835e-10,2.7674433947661384e-10,5.0455570878001952e-10,2.9173935196415429e-10
5.83275,3.9611744719983614e-09,3.4907903632034667e-10,2.8927230199574697e-10,2.5999657228435992e-10,2.7520423734211469e-10,5.0103222299207269e-10,2.8858241832188181e-10
5.833,3.9491642469215247e-09,3.4721814416734177e-10,2.8779926125649959e-10,2.5870363698365723e-10,2.7366715987568521e-10,4.9752413794459834e-10,2.8543226611758783e-10
5.83325,3.9371893976702871e-09,3.4535681494544926e-10,2.8631632320265623e-10,2.5740381619211455e-10,2.7212971084525112e-10,4.9402794830560951e-10,2.822922726972193e-10
5.8335,3.9252701698489024e-09,3.4350131540474823e-10,2.8483029532171883e-10,2.5610161184332455e-10,2.7059413072357457e-10,4.9055722829103625e-10,2.7917710973384121e-10
5.83375,3.913431791256176e-09,3.4165901168994589e-10,2.8334981409119684e-10,2.5480301352940928e-10,2.6906517709826635e-10,4.8713003129238252e-10,2.7610114313326929e-10
5.834,3.9016107672756331e-09,3.3982286192773929e-10,2.8187048047553362e-10,2.5350117103691587e-10,2.6753789404582485e-10,4.837395663584034e-10,2.7305736412806823e-10
5.83425,3.889757371515043e-09,3.3798785187979651e-10,2.8038852761101638e-10,2.5219004450481709e-10,2.6601043766397468e-10,4.8038466763856445e-10,2.7004159348254012e-10
5.8345,3.8778842015348613e-09,3.3615929809306377e-10,2.7891091413398963e-10,2.5087560670980676e-10,2.6448542656582134e-10,4.7707931453650549e-10,2.6705920373886832e-10
5.83475,3.8660325961871384e-09,3.3434595211274981e-10,2.7744724677324501e-10,2.4956705124998963e-10,2.6296843935297328e-10,4.7384114109421147e-10,2.6412077766915669e-10
5.835,3.8541350478027545e-09,3.3253985070779857e-10,2.7599093972750675e-10,2.4825792778883715e-10,2.6145551852041149e-10,4.7066236038923684e-10,2.6121451648675517e-10
5.83525,3.8421405711253986e-09,3.3073597887984775e-10,2.7453676767380894e-10,2.4694480383366937e-10,2.5994521086636135e-10,4.6753419753020778e-10,2.5833151478501473e-10
5.8355,3.8300780466427868e-09,3.289405230778493e-10,2.7309128131286917e-10,2.4563552972662904e-10,2.5844267584579927e-10,4.6446523379578563e-10,2.5547658135656741e-10
5.83575,3.8179921631606543e-09,3.2716200484428038e-10,2.7166154944852091e-10,2.4433843255224918e-10,2.5695386019928152e-10,4.614635832906666e-10,2.5265656709458575e-10
5.836,3.805825779008613e-09,3.2539381940454236e-10,2.7024103190808154e-10,2.4304968735920472e-10,2.5547735921080451e-10,4.5851193766132395e-10,2.4985598619007168e-10
5.83625,3.7935389538829299e-09,3.2363035651252258e-10,2.6882403885905987e-10,2.4176502799885346e-10,2.5401277719329622e-10,4.5559236460148461e-10,2.4706180328156743e-10
5.8365,3.7811707790623108e-09,3.218778345695274e-10,2.6741674344405959e-10,2.404914252074264e-10,2.5256533079072508e-10,4.5270610261206828e-10,2.4427854667498624e-10
5.83675,3.7687780535537492e-09,3.2014492595486319e-10,2.6602705949782562e-10,2.3923674108119222e-10,2.5114086594823689e-10,4.4985724429479696e-10,2.4151652997072816e-10
5.837,3.7563157696926322e-09,3.1842418974147641e-10,2.6464801754166625e-10,2.3799543128950294e-10,2.4973710913096638e-10,4.4702685142189368e-10,2.3877196856707873e-10
5.83725,3.7437513433661418e-09,3.167087593880267e-10,2.6327406198035481e-10,2.3676316595489043e-10,2.4835214584731627e-10,4.4420061169384292e-10,2.3604919925309171e-10
5.8375,3.7311310511571447e-09,3.150045195676673e-10,2.6191220534255217e-10,2.3554615923531545e-10,2.4698919890491368e-10,4.4138418620672929e-10,2.3336818690286176e-10
5.83775,3.7185233832997337e-09,3.1331952788226242e-10,2.6057104074080253e-10,2.3435209809995271e-10,2.4565290437310855e-10,4.3858790124655962e-10,2.307535917047785e-10
5.838,3.7058817895367511e-09,3.1164375172163146e-10,2.5924410231597698e-10,2.331753678141525e-10,2.4433758695391305e-10,4.357996635904865e-10,2.2820959984523622e-10
