Physical Time (s),ev_top Monitor (W): top_cv1,ev_top Monitor (W): top_cv2,ev_top Monitor (W): top_cv3,ev_top Monitor (W): top_cv4,ev_top Monitor (W): top_cv5,ev_top Monitor (W): top_cv6,ev_top Monitor (W): top_cv7
7.18025,4.5538331433972464e-12,1.993652041526653e-13,5.5260405988469554e-14,7.0367931005083414e-14,1.0252444670491065e-13,1.7184505999279125e-13,8.9493115758279766e-14
7.1805,4.5527899583124539e-12,1.9930534720198901e-13,5.5264426662953379e-14,7.0395067318815566e-14,1.0256259213032399e-13,1.7189906557241985e-13,8.9487453733845976e-14
7.18075,4.5517610342849369e-12,1.9924607313764184e-13,5.5268377005110016e-14,7.0422021190814598e-14,1.0260065606034648e-13,1.7195273907034545e-13,8.9481753718312728e-14
7.181,4.5507475398882017e-12,1.9918742176317068e-13,5.5272266105817609e-14,7.0448811572270875e-14,1.0263868966671122e-13,1.72006188248434e-13,8.947613966336502e-14
7.18125,4.5497506242260308e-12,1.9912944543699173e-13,5.5276115900241329e-14,7.047545989182925e-14,1.0267672698421232e-13,1.7205955931989447e-13,8.9470751567429852e-14
7.1815,4.5487713745784018e-12,1.9907221240812001e-13,5.5279959262150842e-14,7.0501984643202925e-14,1.0271477584099813e-13,1.7211301202374605e-13,8.9465732395370808e-14
7.18175,4.5478107566212119e-12,1.9901580643546031e-13,5.5283836102867887e-14,7.0528397757746384e-14,1.0275282361153383e-13,1.7216669783678396e-13,8.9461208081268906e-14
7.182,4.5468696111455703e-12,1.9896032429133116e-13,5.5287787787084003e-14,7.0554699650131517e-14,1.0279084821595539e-13,1.7222073584816083e-13,8.9457253817203933e-14
7.18225,4.5459485713553934e-12,1.9890586979611624e-13,5.5291851522774561e-14,7.0580877865700754e-14,1.0282883049620999e-13,1.7227519382411552e-13,8.9453886389607225e-14
7.1825,4.5450480768521543e-12,1.9885254642770775e-13,5.5296058938029698e-14,7.0606910206278382e-14,1.0286676310688966e-13,1.7233009111924702e-13,8.9451075876068521e-14
7.18275,4.5441683190533916e-12,1.9880045161985931e-13,5.5300434634021866e-14,7.0632767576389865e-14,1.0290464464975213e-13,1.7238540980623311e-13,8.9448766241168595e-14
7.183,4.5433092674242732e-12,1.9874967070969679e-13,5.5304995876291197e-14,7.065842004448492e-14,1.0294246972842178e-13,1.7244111474175198e-13,8.9446898069826853e-14
7.18325,4.5424707765391717e-12,1.9870026964459604e-13,5.5309752755469452e-14,7.0683842553791536e-14,1.0298021771190092e-13,1.7249717728251981e-13,8.944542260435095e-14
7.1835,4.5416526190140417e-12,1.9865229605411059e-13,5.5314707852105927e-14,7.0709017278753053e-14,1.0301784447772299e-13,1.7255359137002279e-13,8.9444308578086854e-14
7.18375,4.5408545724321844e-12,1.9860577382638279e-13,5.5319855666953918e-14,7.0733934528419112e-14,1.0305528946506098e-13,1.7261038372985098e-13,8.9443519977085288e-14
7.184,4.5400765049771702e-12,1.9856070480075618e-13,5.5325186311437386e-14,7.0758592859530114e-14,1.0309248175526439e-13,1.7266761036372107e-13,8.9443008410459383e-14
7.18425,4.5393183119925489e-12,1.9851706972819115e-13,5.5330688890496973e-14,7.0782997930384406e-14,1.0312935665235144e-13,1.7272534250079362e-13,8.9442726185784124e-14
7.1845,4.5385799168844734e-12,1.9847482943683113e-13,5.533635758168455e-14,7.0807161089012114e-14,1.0316586445603229e-13,1.7278364888742505e-13,8.9442622729023562e-14
7.18475,4.5378613607350912e-12,1.9843393142606334e-13,5.5342195354594558e-14,7.0831098909321497e-14,1.0320197828972053e-13,1.7284257503860647e-13,8.9442649488116664e-14
7.185,4.5371627934098682e-12,1.9839431152906847e-13,5.5348214520597299e-14,7.0854832835856628e-14,1.0323769904133171e-13,1.7290212799403903e-13,8.9442759640123855e-14
7.18525,4.5364844858866438e-12,1.9835590034225078e-13,5.535443644329927e-14,7.0878390889873708e-14,1.0327305417983661e-13,1.7296227798087726e-13,8.9442902205987539e-14
7.1855,4.5358267645965141e-12,1.9831862950406957e-13,5.5360887326397752e-14,7.0901807262600325e-14,1.0330809059518664e-13,1.7302295769193948e-13,8.9443014565223277e-14
7.18575,4.5351900257607794e-12,1.9828243229692768e-13,5.5367593634492469e-14,7.092511825756873e-14,1.0334286362070142e-13,1.7308407059936066e-13,8.9443016432845374e-14
7.186,4.5345746928602023e-12,1.9824725093780301e-13,5.5374577306151153e-14,7.0948357506981557e-14,1.0337742314698103e-13,1.7314550747047971e-13,8.9442798672325611e-14
7.18625,4.53398119239704e-12,1.9821303854467096e-13,5.5381851103660426e-14,7.0971548778901781e-14,1.0341180553252666e-13,1.7320716305151836e-13,8.9442221744430258e-14
7.1865,4.5334099856868829e-12,1.9817975289105054e-13,5.5389414327641294e-14,7.0994703052323681e-14,1.0344603539952808e-13,1.7326894636845987e-13,8.9441132625572043e-14
7.18675,4.5328614077358934e-12,1.9814735997127775e-13,5.5397251283196937e-14,7.1017816588886886e-14,1.0348012701049992e-13,1.7333078164388893e-13,8.9439381757918839e-14
7.187,4.532335760054611e-12,1.9811582713355276e-13,5.5405330504972902e-14,7.1040872274481855e-14,1.0351409007125213e-13,1.7339259705657126e-13,8.9436836763801606e-14
7.18725,4.5318332468281375e-12,1.9808511846780292e-13,5.5413605944704014e-14,7.1063842621897477e-14,1.0354793483315999e-13,1.7345431474377674e-13,8.9433392250703301e-14
7.1875,4.5313539296984981e-12,1.9805519378168532e-13,5.5422024304352932e-14,7.1086695524759032e-14,1.0358167030871307e-13,1.7351584237477689e-13,8.9428971981472522e-14
7.18775,4.5308976854341652e-12,1.9802600169082501e-13,5.5430530108839931e-14,7.1109398159900371e-14,1.0361530455622833e-13,1.7357708202193751e-13,8.9423536272037553e-14
7.188,4.5304641716700763e-12,1.9799748022114325e-13,5.5439072778027647e-14,7.1131923912696022e-14,1.0364884726364671e-13,1.7363794477056137e-13,8.9417077930386516e-14
7.18825,4.5300527996351561e-12,1.9796955418554234e-13,5.544761091779456e-14,7.1154257076411164e-14,1.0368231684373493e-13,1.7369837083619626e-13,8.9409616702185805e-14
7.1885,4.5296628233373875e-12,1.9794214626823098e-13,5.5456116995447613e-14,7.1176398536209846e-14,1.0371574747336976e-13,1.7375833596086321e-13,8.9401196114959705e-14
7.18875,4.5292933538742413e-12,1.9791518519126997e-13,5.5464579656930893e-14,7.1198367526915173e-14,1.0374919223507235e-13,1.7381784517928987e-13,8.9391881693490342e-14
7.189,4.52894330234215e-12,1.978886110140147e-13,5.5473004285683009e-14,7.122019941698114e-14,1.0378271928833953e-13,1.7387692101449755e-13,8.9381756603697296e-14
7.18925,4.5286113863614049e-12,1.9786238150879857e-13,5.5481410138962991e-14,7.1241939528314e-14,1.0381640654818597e-13,1.7393559523351233e-13,8.9370919858154946e-14
7.1895,4.5282960920589706e-12,1.9783646973511269e-13,5.5489824962986519e-14,7.1263633599996686e-14,1.0385032775097718e-13,1.7399389805667544e-13,8.9359481121772087e-14
7.18975,4.5279956949607802e-12,1.9781086512128054e-13,5.5498277107123302e-14,7.1285320897334128e-14,1.0388454200415129e-13,1.7405184951120791e-13,8.9347552059934942e-14
7.19,4.5277083998292306e-12,1.9778557009379002e-13,5.5506787620543351e-14,7.1307025479183334e-14,1.0391908478367679e-13,1.7410945756414103e-13,8.9335239319068406e-14
7.19025,4.5274323677351663e-12,1.9776059593971328e-13,5.5515365230295346e-14,7.1328754694392282e-14,1.0395396388916125e-13,1.741667118883609e-13,8.9322642925077527e-14
7.1905,4.5271657568607911e-12,1.9773595380838037e-13,5.5524000491195709e-14,7.1350497690131945e-14,1.0398915292941597e-13,1.7422358101989168e-13,8.9309861557943692e-14
7.19075,4.5269067713859282e-12,1.9771164723412469e-13,5.5532664927323025e-14,7.1372227237535989e-14,1.0402459401715875e-13,1.7428002241656324e-13,8.9297005021581087e-14
7.191,4.5266537476051296e-12,1.9768766190635784e-13,5.5541312000213238e-14,7.1393902689143299e-14,1.0406020152882561e-13,1.7433599484079231e-13,8.9284207218477318e-14
7.19125,4.5264051891147962e-12,1.9766396313442156e-13,5.5549882572148145e-14,7.1415475300919778e-14,1.0409587259322204e-13,1.7439147274972494e-13,8.9271628893675546e-14
7.1915,4.5261597934887606e-12,1.9764049426894089e-13,5.5558308802360064e-14,7.1436892431536779e-14,1.0413150267336796e-13,1.7444645976792087e-13,8.9259443689319138e-14
7.19175,4.5259164404178761e-12,1.9761717763049739e-13,5.5566520320925307e-14,7.1458101363967068e-14,1.0416699774413921e-13,1.7450099025194097e-13,8.9247813778587836e-14
7.192,4.5256741827583847e-12,1.9759391955292054e-13,5.5574452090318859e-14,7.1479052607665458e-14,1.0420227724729714e-13,1.7455512122701173e-13,8.923686465178946e-14
7.19225,4.5254322794988279e-12,1.9757062230862105e-13,5.5582054866888889e-14,7.1499701267340463e-14,1.0423728168839693e-13,1.7460892579557063e-13,8.9226679174397217e-14
7.1925,4.5251901706581202e-12,1.9754719177491428e-13,5.5589297755155119e-14,7.1520011024336535e-14,1.0427196840970575e-13,1.7466247330379449e-13,8.9217305064665677e-14
7.19275,4.5249474561340973e-12,1.9752354840165525e-13,5.5596166371127931e-14,7.1539957355132424e-14,1.0430631361950353e-13,1.7471582846699195e-13,8.9208768988748755e-14
7.193,4.5247038787511709e-12,1.9749963522118684e-13,5.560266972157941e-14,7.1559528393943792e-14,1.0434030581610867e-13,1.7476904865044476e-13,8.9201084031760608e-14
7.19325,4.5244593260599632e-12,1.974754237779123e-13,5.5608834474973452e-14,7.1578722874018755e-14,1.0437394229608782e-13,1.7482218174981124e-13,8.9194247853921352e-14
7.1935,4.5242137962398126e-12,1.9745091367488945e-13,5.5614699622223394e-14,7.1597548705862141e-14,1.0440722604335144e-13,1.7487525704031453e-13,8.9188235338203747e-14
7.19375,4.5239673797455241e-12,1.9742613164284898e-13,5.562031145790722e-14,7.1616021632824539e-14,1.0444015639269043e-13,1.7492827174822824e-13,8.9182995125973402e-14
7.194,4.5237202518045476e-12,1.9740112331343332e-13,5.5625719373581445e-14,7.1634167455166691e-14,1.0447272179575786e-13,1.7498117498690829e-13,8.9178449308636452e-14
7.19425,4.5234727089862986e-12,1.973759453660587e-13,5.5630975442586094e-14,7.1652023307474099e-14,1.0450490224287204e-13,1.7503386168278195e-13,8.9174497747116574e-14
7.1945,4.5232251026512656e-12,1.9735065623738899e-13,5.563612941120864e-14,7.1669637287835536e-14,1.0453666855527303e-13,1.7508617655042003e-13,8.9171024178024555e-14
7.19475,4.522977844783317e-12,1.9732530931753063e-13,5.5641226573933653e-14,7.1687062172256192e-14,1.0456798384114697e-13,1.7513792827336647e-13,8.9167900767118825e-14
7.195,4.5227314150785599e-12,1.9729994825290415e-13,5.5646300498822453e-14,7.1704348847645217e-14,1.0459881151075012e-13,1.7518890590133326e-13,8.9164992926151347e-14
7.19525,4.5224863073586027e-12,1.9727460506514815e-13,5.56513725762158e-14,7.172154046268686e-14,1.0462911915623643e-13,1.7523889918230843e-13,8.9162169534727929e-14
7.1955,4.5222430604400639e-12,1.9724930158871645e-13,5.5656459342199511e-14,7.1738666489377441e-14,1.0465886978768302e-13,1.7528771582024491e-13,8.9159319283293392e-14
7.19575,4.522002210470045e-12,1.972240523837184e-13,5.5661578973950834e-14,7.1755742785576352e-14,1.0468802671242684e-13,1.7533520946594721e-13,8.9156365935192344e-14
7.196,4.5217643011685517e-12,1.9719887158396492e-13,5.5666752128114004e-14,7.177277147685707e-14,1.0471655318471032e-13,1.753812793380312e-13,8.9153275516098541e-14
7.19625,4.5215298905981605e-12,1.9717377992626481e-13,5.567200434361008e-14,7.1789745103173633e-14,1.0474441367298521e-13,1.7542589471471362e-13,8.9150049708973569e-14
7.1965,4.5212995330727269e-12,1.9714881170098159e-13,5.5677369661981113e-14,7.1806645815283294e-14,1.0477158038520397e-13,1.7546908656069109e-13,8.9146707405072676e-14
7.19675,4.5210738100978804e-12,1.9712402090543428e-13,5.5682891089070821e-14,7.1823446851259009e-14,1.047980368872769e-13,1.7551092950669412e-13,8.914325772781433e-14
7.197,4.5208533458250991e-12,1.9709948497528035e-13,5.5688616642162214e-14,7.1840114769045002e-14,1.0482377679113819e-13,1.755515061200264e-13,8.9139672685018091e-14
7.19725,4.5206388088148225e-12,1.9707530890252558e-13,5.5694596146977995e-14,7.185661423101182e-14,1.0484880531904723e-13,1.7559090021228515e-13,8.9135872309328994e-14
7.1975,4.5204309645598612e-12,1.9705162060090101e-13,5.5700870732044801e-14,7.187290757221745e-14,1.0487313823421903e-13,1.7562917713421626e-13,8.9131727424795848e-14
7.19775,4.5202306701027168e-12,1.9702856387237962e-13,5.5707467870103259e-14,7.1888958358123977e-14,1.0489679512113646e-13,1.7566639338973511e-13,8.9127080218815793e-14
7.198,4.5200389283678238e-12,1.9700629021855161e-13,5.5714399642936727e-14,7.1904731050443921e-14,1.0491979308336619e-13,1.7570261885029206e-13,8.912177697854887e-14
7.19825,4.5198568535729185e-12,1.9698494693275988e-13,5.5721661754929346e-14,7.1920192161369287e-14,1.0494214805318947e-13,1.7573795099699381e-13,8.9115698673150126e-14
7.1985,4.5196856952698432e-12,1.9696466764241561e-13,5.5729235691614214e-14,7.1935307017330214e-14,1.0496387185094931e-13,1.7577253717923529e-13,8.910877964134491e-14
7.19875,4.5195268389376379e-12,1.9694556576719282e-13,5.5737091854030305e-14,7.1950040973612664e-14,1.0498498418392638e-13,1.7580657510208173e-13,8.9101010689932107e-14
7.199,4.5193818338891247e-12,1.9692772673870159e-13,5.5745194486741097e-14,7.1964361191160177e-14,1.050055167620163e-13,1.7584028867700026e-13,8.9092425744584239e-14
7.19925,4.5192523469288293e-12,1.9691120693933092e-13,5.5753500356420506e-14,7.1978236042570319e-14,1.0502551574140492e-13,1.7587389693177649e-13,8.9083082383592613e-14
7.1995,4.5191401204298228e-12,1.9689603393751317e-13,5.5761960961351162e-14,7.1991638563792742e-14,1.0504503700581732e-13,1.7590757833082676e-13,8.9073043349692946e-14
7.19975,4.51904688552113e-12,1.9688220966365703e-13,5.5770525937018701e-14,7.2004546267799141e-14,1.050641319446725e-13,1.7594143723170674e-13,8.9062362683536279e-14
7.2,4.518974343967561e-12,1.9686971506983585e-13,5.5779142069101495e-14,7.201693746347765e-14,1.0508283532637447e-13,1.7597548581534262e-13,8.9051080844267256e-14
7.20025,4.5189241431750623e-12,1.9685851650943342e-13,5.578775346304343e-14,7.2028792816233684e-14,1.0510115661260327e-13,1.7600964072356527e-13,8.9039226358914186e-14
7.2005,4.5188979263575331e-12,1.9684857091499919e-13,5.5796302609900926e-14,7.2040097518932119e-14,1.0511907969421022e-13,1.7604374089610672e-13,8.9026826606904512e-14
7.20075,4.5188972305721973e-12,1.9683982516116794e-13,5.5804732214241741e-14,7.205084173332511e-14,1.0513657261811689e-13,1.7607758148303593e-13,8.9013901739554236e-14
7.201,4.5189234286621562e-12,1.9683221847532295e-13,5.5812990131654671e-14,7.206101383656095e-14,1.0515359887898327e-13,1.7611096249252599e-13,8.9000469351219363e-14
7.20125,4.5189776001840513e-12,1.9682568431083422e-13,5.5821031611597965e-14,7.2070602634466079e-14,1.0517013372857731e-13,1.7614373164363205e-13,8.89865459157545e-14
7.2015,4.5190605726637268e-12,1.9682015063332788e-13,5.5828821129860002e-14,7.2079594839447858e-14,1.0518617041773287e-13,1.7617580734236504e-13,8.8972149213401147e-14
7.20175,4.5191730075747911e-12,1.9681553963157947e-13,5.5836331333572973e-14,7.2087977069970135e-14,1.0520172127223396e-13,1.7620718909430395e-13,8.8957298253934288e-14
7.202,4.5193154115987031e-12,1.9681177464451293e-13,5.5843537125850198e-14,7.2095740981891812e-14,1.0521681137178076e-13,1.762379455889354e-13,8.8942015415553252e-14
7.20225,4.5194880134668407e-12,1.9680878271089083e-13,5.5850425373703684e-14,7.2102890953734463e-14,1.0523146828570847e-13,1.7626818622524009e-13,8.8926331512455029e-14
7.2025,4.5196907896316143e-12,1.9680650193382601e-13,5.5856992368353425e-14,7.2109443296925769e-14,1.0524571389923827e-13,1.7629803167551462e-13,8.891029073044758e-14
7.20275,4.5199234999390556e-12,1.9680488443074699e-13,5.5863245905957838e-14,7.2115419000734572e-14,1.0525956215077302e-13,1.7632758479344766e-13,8.8893949865191531e-14
7.203,4.5201856155335454e-12,1.9680389993377005e-13,5.5869197680415432e-14,7.2120839318504553e-14,1.0527301807860492e-13,1.7635691314248202e-13,8.8877374118702288e-14
7.20325,4.5204764647902581e-12,1.9680353907165584e-13,5.5874869415478574e-14,7.2125725489638414e-14,1.0528608138977363e-13,1.7638603574565989e-13,8.8860629652655468e-14
7.2035,4.5207952418233943e-12,1.9680381146985985e-13,5.5880285594041958e-14,7.2130092931708267e-14,1.0529874677567895e-13,1.7641492564777844e-13,8.8843778432439366e-14
7.20375,4.5211409055491504e-12,1.9680474047837092e-13,5.5885472798790288e-14,7.2133955427286653e-14,1.0531100526412051e-13,1.7644351083470608e-13,8.8826876492823792e-14
7.204,4.5215123767203304e-12,1.9680636131281827e-13,5.5890457531191161e-14,7.2137331739349688e-14,1.0532284140059676e-13,1.7647168008822767e-13,8.8809975085028667e-14
7.20425,4.5219084640817701e-12,1.9680871702792739e-13,5.5895265597728523e-14,7.2140244151850741e-14,1.0533423146677539e-13,1.7649929566649501e-13,8.8793124109404846e-14
7.2045,4.5223278880463247e-12,1.9681184632127619e-13,5.5899914435434852e-14,7.2142717993092581e-14,1.0534515107177127e-13,1.7652620912654238e-13,8.8776370197472015e-14
7.20475,4.522769436301281e-12,1.9681577396216298e-13,5.5904412149706635e-14,7.2144778019345867e-14,1.0535558530590381e-13,1.7655228966531933e-13,8.8759751673707136e-14
7.205,4.5232319998091045e-12,1.968205091110343e-13,5.5908758287109405e-14,7.2146448691538437e-14,1.0536553907727385e-13,1.7657745560121596e-13,8.8743289882571046e-14
7.20525,4.523714529412333e-12,1.9682604832808105e-13,5.5912950284787714e-14,7.2147754292686241e-14,1.0537504732526973e-13,1.7660169465488171e-13,8.8726982858739938e-14
7.2055,4.5242159835203682e-12,1.9683237567712015e-13,5.5916989556257028e-14,7.2148721282200282e-14,1.0538417564751798e-13,1.76625088084321e-13,8.8710804644453885e-14
7.20575,4.5247354636376914e-12,1.9683946833277396e-13,5.592089096916948e-14,7.2149381477112269e-14,1.0539300590854922e-13,1.7664780097962128e-13,8.8694704554009375e-14
7.206,4.5252721664098366e-12,1.968473022110125e-13,5.5924692137287746e-14,7.2149777346224522e-14,1.0540162358957667e-13,1.7667006074370386e-13,8.8678604271228788e-14
7.20625,4.5258253692655147e-12,1.9685586060788932e-13,5.5928454749074808e-14,7.2149962565917575e-14,1.0541010310668582e-13,1.7669212874360366e-13,8.8662397960325631e-14
7.2065,4.5263944633125048e-12,1.9686513899743757e-13,5.5932262096808421e-14,7.2149999201043228e-14,1.0541849849667956e-13,1.767142597865042e-13,8.8645962117577472e-14
7.20675,4.526978918955916e-12,1.9687515229993699e-13,5.5936212441544697e-14,7.2149951447582401e-14,1.0542684106442739e-13,1.7673666701077128e-13,8.8629168974930014e-14
7.207,4.5275782547724668e-12,1.9688594044373404e-13,5.5940405994061135e-14,7.2149878762057618e-14,1.0543514522163265e-13,1.7675949673635345e-13,8.8611917395600128e-14
7.20725,4.5281920532478838e-12,1.9689756846119175e-13,5.5944940220348358e-14,7.2149826164374512e-14,1.0544341360498661e-13,1.7678282242913525e-13,8.8594173248502056e-14
7.2075,4.5288199261479999e-12,1.9691012085444649e-13,5.5949898867501026e-14,7.2149820247526397e-14,1.0545164255114926e-13,1.7680663213219204e-13,8.8575987380732908e-14
7.20775,4.5294614717583903e-12,1.9692369002700006e-13,5.595533964286837e-14,7.2149866840518912e-14,1.0545982773207033e-13,1.7683083755118174e-13,8.8557483952722533e-14
7.208,4.5301162244278636e-12,1.9693836146675918e-13,5.5961287994414219e-14,7.2149955471480822e-14,1.0546796715034989e-13,1.7685529236338526e-13,8.8538824335462953e-14
7.20825,4.5307836688834803e-12,1.969542049799044e-13,5.5967742894933436e-14,7.2150063491039189e-14,1.0547605877265173e-13,1.7687981745835724e-13,8.8520159219133633e-14
7.2085,4.5314631836051583e-12,1.9697126020608565e-13,5.5974679063119339e-14,7.2150156999831339e-14,1.0548408647067688e-13,1.7690422523260905e-13,8.8501588723335272e-14
7.20875,4.5321540644499379e-12,1.9698953195897513e-13,5.5982052824675097e-14,7.2150198331890585e-14,1.0549201641835503e-13,1.7692834518963348e-13,8.8483144477119718e-14
7.209,4.5328555533136548e-12,1.9700898573626149e-13,5.5989806503488819e-14,7.2150148678259904e-14,1.0549978935614971e-13,1.7695203716874987e-13,8.8464796565852417e-14
7.20925,4.5335668789817004e-12,1.9702955203069426e-13,5.5997877836866498e-14,7.2149968904038075e-14,1.0550732148297987e-13,1.7697520872048176e-13,8.844647212447427e-14
7.2095,4.5342872789536431e-12,1.9705113202227564e-13,5.6006208365216794e-14,7.2149621755273315e-14,1.055145194863863e-13,1.7699780994073896e-13,8.8428095004139719e-14
7.20975,4.5350160243443761e-12,1.970736095168537e-13,5.6014743947717187e-14,7.2149069968964222e-14,1.0552129233062692e-13,1.7701982946351688e-13,8.8409613973796772e-14
7.21,4.5357524248898365e-12,1.9709685910715445e-13,5.6023436428623683e-14,7.2148275935256843e-14,1.0552756694641049e-13,1.7704127232268674e-13,8.8391007264084079e-14
7.21025,4.5364959051239586e-12,1.9712076154040088e-13,5.6032244782977475e-14,7.2147204924757682e-14,1.0553329687421853e-13,1.7706213871447684e-13,8.837227921064215e-14
7.2105,4.5372460212581415e-12,1.9714520742298548e-13,5.6041135093862897e-14,7.2145825991973922e-14,1.0553845942099765e-13,1.7708240998167608e-13,8.8353454097952032e-14
7.21075,4.5380024552489724e-12,1.9717010538591778e-13,5.6050078720324288e-14,7.2144118053568855e-14,1.0554305348459656e-13,1.7710204351874967e-13,8.8334566544973676e-14
7.211,4.5387650135309445e-12,1.9719538091943229e-13,5.6059049614025698e-14,7.2142069927295463e-14,1.0554708483754138e-13,1.7712096424382631e-13,8.8315654818981996e-14
7.21125,4.5395336717285777e-12,1.9722097861509293e-13,5.6068020085030898e-14,7.2139675685367944e-14,1.0555056025390594e-13,1.7713907940488798e-13,8.8296755845975707e-14
7.2115,4.5403085667285801e-12,1.9724685573352809e-13,5.6076954843336104e-14,7.213692270605561e-14,1.0555348010348466e-13,1.7715628674901694e-13,8.8277897007671562e-14
7.21175,4.5410899789599886e-12,1.9727297667179924e-13,5.6085804911853448e-14,7.2133784374324829e-14,1.0555583491821656e-13,1.7717248188651534e-13,8.8259087029611934e-14
7.212,4.5418783251402805e-12,1.9729931064771404e-13,5.6094503547679697e-14,7.2130219921445271e-14,1.055576006163374e-13,1.7718756288090739e-13,8.8240307093853255e-14
7.21225,4.5426741326026796e-12,1.9732582462818662e-13,5.6102965188337308e-14,7.2126171491475534e-14,1.0555873957596417e-13,1.7720141741640108e-13,8.8221504570460317e-14
7.2125,4.5434780298576666e-12,1.9735248180982339e-13,5.611109779528776e-14,7.2121580048629607e-14,1.0555920934089786e-13,1.7721393044585822e-13,8.8202591063343296e-14
7.21275,4.5442906988050728e-12,1.973792336119324e-13,5.6118803767579034e-14,7.211638922743183e-14,1.0555896837703808e-13,1.7722496935676194e-13,8.8183452153316221e-14
7.213,4.5451128407773702e-12,1.9740602158987617e-13,5.6125989998974707e-14,7.2110550053188218e-14,1.0555797801664664e-13,1.7723440128789372e-13,8.8163968114455064e-14
7.21325,4.5459451779405609e-12,1.9743277587944908e-13,5.6132571014133895e-14,7.2104021795852326e-14,1.0555620457976415e-13,1.7724211219756095e-13,8.81440399150447e-14
7.2135,4.5467884132719963e-12,1.9745942077025639e-13,5.6138483659124269e-14,7.2096761883568894e-14,1.0555361895285019e-13,1.7724802867583716e-13,8.8123614980113871e-14
7.21375,4.547643183125726e-12,1.9748587839777694e-13,5.6143688249073257e-14,7.2088731896467231e-14,1.0555021001589994e-13,1.7725214126741576e-13,8.810268741479036e-14
7.214,4.5485100816927846e-12,1.975120776034938e-13,5.6148179480028322e-14,7.2079903941588976e-14,1.0554598679233943e-13,1.7725451751249755e-13,8.8081280497606465e-14
7.21425,4.5493896526215741e-12,1.9753796466557661e-13,5.6151974447357772e-14,7.2070272179620388e-14,1.0554098570591992e-13,1.7725529631363548e-13,8.8059424279210358e-14
7.2145,4.5502824080050933e-12,1.9756351131590259e-13,5.6155114064025888e-14,7.2059863807888878e-14,1.0553526485059488e-13,1.7725467024089266e-13,8.8037143636488445e-14
7.21475,4.5511887243318564e-12,1.9758871482349108e-13,5.6157665465986121e-14,7.2048736114355656e-14,1.0552889965490663e-13,1.772528575615778e-13,8.8014455241141458e-14
7.215,4.5521088551233174e-12,1.976136055476462e-13,5.6159711346553227e-14,7.2036967969109196e-14,1.05521967211622e-13,1.772500671373741e-13,8.7991368338202649e-14
7.21525,4.553042881364243e-12,1.9763824195865271e-13,5.6161342589863928e-14,7.202465611208816e-14,1.055145443129103e-13,1.7724647368542521e-13,8.7967895505807196e-14
7.2155,4.5539907886339961e-12,1.9766270407944082e-13,5.6162648549695931e-14,7.2011893473424996e-14,1.0550669311453651e-13,1.7724219674490441e-13,8.7944062495742612e-14
7.21575,4.5549524669652763e-12,1.9768709242548601e-13,5.6163714847456456e-14,7.1998761759077466e-14,1.0549846300961275e-13,1.7723729289298301e-13,8.7919908026602103e-14
7.216,4.555927687510731e-12,1.9771151787835701e-13,5.6164618396232021e-14,7.1985325865515372e-14,1.0548988090208328e-13,1.7723176896377929e-13,8.789548145325183e-14
7.21625,4.5569161226767446e-12,1.9773609484863075e-13,5.6165422227980082e-14,7.1971637756847501e-14,1.0548094672567417e-13,1.7722560994745506e-13,8.7870838697680609e-14
7.2165,4.5579174397491309e-12,1.9776093363090658e-13,5.6166171430569638e-14,7.1957733551951992e-14,1.0547163347242207e-13,1.7721880690923664e-13,8.7846034147597346e-14
7.21675,4.5589312977784257e-12,1.9778613196293972e-13,5.616689473514688e-14,7.1943628348612639e-14,1.0546189944077718e-13,1.7721138715323455e-13,8.7821112786782503e-14
7.217,4.5599574012045652e-12,1.9781177466686978e-13,5.6167609419617289e-14,7.1929320630188879e-14,1.0545168023119763e-13,1.772034293619053e-13,8.7796112103521404e-14
7.21725,4.5609954906848068e-12,1.9783792796353896e-13,5.6168323853376804e-14,7.191479606926965e-14,1.0544090823197177e-13,1.7719506763593857e-13,8.7771066315820083e-14
7.2175,4.5620453563220837e-12,1.9786464174318787e-13,5.6169041885579093e-14,7.1900032834479856e-14,1.0542953157049005e-13,1.7718647993384555e-13,8.7746006785898768e-14
7.21775,4.5631068554372425e-12,1.978919542722287e-13,5.6169770132287764e-14,7.1885011671671496e-14,1.0541751022507408e-13,1.7717787143875991e-13,8.7720959271503623e-14
7.218,4.5641799463484718e-12,1.9791989586363755e-13,5.6170521156949516e-14,7.1869718605533608e-14,1.0540483587347727e-13,1.7716944840324445e-13,8.7695947825995528e-14
7.21825,4.5652645915018139e-12,1.9794848721721708e-13,5.6171312419566627e-14,7.1854147924969447e-14,1.0539152539150413e-13,1.7716139354481008e-13,8.7670991642635425e-14
7.2185,4.5663607823388825e-12,1.9797774684800959e-13,5.6172164795522126e-14,7.1838305888486511e-14,1.0537761996019082e-13,1.7715385586272262e-13,8.7646099502625931e-14
7.21875,4.5674685681992725e-12,1.9800769303342227e-13,5.6173100661733994e-14,7.1822205304245972e-14,1.0536317925464342e-13,1.7714693847188161e-13,8.7621271396024395e-14
7.219,4.5685880185997329e-12,1.9803834597482515e-13,5.6174140316197477e-14,7.1805871941489137e-14,1.0534826135745213e-13,1.7714069920966918e-13,8.7596512453612751e-14
7.21925,4.5697191698873271e-12,1.9806972447943183e-13,5.6175300623898138e-14,7.1789336427747629e-14,1.0533292063298345e-13,1.7713514695251132e-13,8.7571842622948395e-14
