Physical Time (s),enth_flux_viscous_bot Monitor (W): bot_cv1,enth_flux_viscous_bot Monitor (W): bot_cv2,enth_flux_viscous_bot Monitor (W): bot_cv3,enth_flux_viscous_bot Monitor (W): bot_cv4,enth_flux_viscous_bot Monitor (W): bot_cv5,enth_flux_viscous_bot Monitor (W): bot_cv6,enth_flux_viscous_bot Monitor (W): bot_cv7
0.365,3.6322659785076582e-10,-2.386178437381029e-11,-1.2359163319512595e-10,-8.8240117919164628e-11,-3.7547825436705843e-11,-1.429874085162827e-11,1.0548855929811153e-11
0.3675,3.8151955352413331e-10,-1.8769184782673909e-11,-1.1883999824613386e-10,-8.6504591636366078e-11,-3.7490776423321537e-11,-1.7033339007510742e-11,6.1031887433076832e-12
0.37,3.968212390523375e-10,-1.4514535304821931e-11,-1.1516032386719319e-10,-8.5624836758636857e-11,-3.820394978754942e-11,-2.1439573092740273e-11,-5.2523113340994187e-13
0.3725,4.0844986406700245e-10,-1.1321525466171807e-11,-1.128023112883302e-10,-8.5648765452172479e-11,-3.9531304797356688e-11,-2.6773364038967676e-11,-8.1854024032792348e-12
0.375,4.159899081190331e-10,-9.3345939299186534e-12,-1.1191936782353585e-10,-8.6558375843484635e-11,-4.1267934814276045e-11,-3.2190193287637565e-11,-1.5603510324310279e-11
0.3775,4.1931236455250073e-10,-8.6091736320015801e-12,-1.1255636232773416e-10,-8.8275696187000128e-11,-4.3195039473070398e-11,-3.6897826292469392e-11,-2.1626794735040923e-11
0.38,4.1856502748371856e-10,-9.1126134964191314e-12,-1.1464778563820613e-10,-9.0674209633125658e-11,-4.5112831362092961e-11,-4.0305026465228748e-11,-2.54324401312244e-11
0.3825,4.141454488946839e-10,-1.0728103672429607e-11,-1.1802067671049857e-10,-9.3590793838097803e-11,-4.6866086803307713e-11,-4.2099342776035011e-11,-2.665397896343809e-11
0.385,4.0666608362749047e-10,-1.3264345698921965e-11,-1.2241338264311912e-10,-9.6848550247672374e-11,-4.8365133632258434e-11,-4.2271009429333564e-11,-2.5399784849790492e-11
0.3875,3.9690906747631023e-10,-1.6477444822742254e-11,-1.2750835739256879e-10,-1.0026913391532316e-10,-4.958846944589511e-11,-4.1095837836352391e-11,-2.2189946465291761e-11
0.39,3.8575405203005837e-10,-2.0095869852029031e-11,-1.3295876498500286e-10,-1.0368913224736884e-10,-5.0573311231439938e-11,-3.9045916252650691e-11,-1.7825702965422337e-11
0.3925,3.7410499869054225e-10,-2.3848657522701381e-11,-1.3842860066726078e-10,-1.0697417508849125e-10,-5.1398027331641546e-11,-3.6687905992600182e-11,-1.3201898906104662e-11
0.395,3.6282521810643219e-10,-2.7486118849904681e-11,-1.4361815259920915e-10,-1.1002386361224932e-10,-5.2157399351350234e-11,-3.4575336428561275e-11,-9.1267025217560599e-12
0.3975,3.52675277942607e-10,-3.0794105562341009e-11,-1.4828240756366445e-10,-1.1276841915009851e-10,-5.2936808194956453e-11,-3.3140231155222089e-11,-6.1834183813011063e-12
0.4,3.4427047329676831e-10,-3.3606375383001719e-11,-1.5224024621537807e-10,-1.1515878203632652e-10,-5.3789397963382702e-11,-3.2617054396048912e-11,-4.6358051840103329e-12
0.4025,3.3805092053286629e-10,-3.5809160332152498e-11,-1.5537399321699452e-10,-1.1715936548777701e-10,-5.4719291622748938e-11,-3.3010845823683087e-11,-4.4155855631920642e-12
0.405,3.3426948181067156e-10,-3.733881840351376e-11,-1.5762171850186864e-10,-1.1873801702818195e-10,-5.567544962673045e-11,-3.4114928346964385e-11,-5.1781206479823491e-12
0.4075,3.3299397906593256e-10,-3.8179058330429965e-11,-1.5896961970620585e-10,-1.1985767193388541e-10,-5.6557335754238252e-11,-3.5565553405848178e-11,-6.4047365142781504e-12
0.41,3.3412577459801862e-10,-3.8354551937549188e-11,-1.5944199293443185e-10,-1.2047772864741347e-10,-5.7233126464767067e-11,-3.6923670870821433e-11,-7.5320609149639277e-12
0.4125,3.3742888793526549e-10,-3.791844973620778e-11,-1.5909242799031327e-10,-1.2056099937079246e-10,-5.7565426418050811e-11,-3.776551577195793e-11,-8.0767575326706084e-12
0.415,3.4256313824938073e-10,-3.6944902265650853e-11,-1.579936315781743e-10,-1.2008304640911433e-10,-5.7441355693734231e-11,-3.7767492115851688e-11,-7.7331529648696197e-12
0.4175,3.491277151399884e-10,-3.5521244674816049e-11,-1.5623488281462742e-10,-1.1904850380033228e-10,-5.6800043843931426e-11,-3.677949084822172e-11,-6.4352198047185008e-12
0.42,3.5669949423759129e-10,-3.3737548602754626e-11,-1.5392545739052188e-10,-1.1750306986747394e-10,-5.5649650182493855e-11,-3.4845776945519435e-11,-4.3565506695933165e-12
0.4225,3.6486607389725641e-10,-3.1690907212657546e-11,-1.5119086319251764e-10,-1.1553938583530978e-10,-5.4074478317782248e-11,-3.2196429302156686e-11,-1.8617783681382404e-12
0.425,3.7324639126198751e-10,-2.9473451236032089e-11,-1.4817367058099784e-10,-1.1329520029835502e-10,-5.2226251706693069e-11,-2.9198733885146353e-11,5.8399972255244585e-13
0.4275,3.8151213163209139e-10,-2.7175937730725612e-11,-1.4502924629620522e-10,-1.1094290769041997e-10,-5.0303007924121658e-11,-2.6294295685148559e-11,2.5120184369318517e-12
0.43,3.8939583728197477e-10,-2.4883249124887535e-11,-1.4192247540227822e-10,-1.0867514978080852e-10,-4.8518773718149788e-11,-2.3914861491960047e-11,3.5490302118955046e-12
0.4325,3.9669482968734001e-10,-2.2675212931209497e-11,-1.3902041606167385e-10,-1.0668466962491699e-10,-4.7071195970422946e-11,-2.2403956050115139e-11,3.4839850852169443e-12
0.435,4.0326488443605153e-10,-2.0625611195889427e-11,-1.3648034283006531e-10,-1.0514236788112754e-10,-4.6113715479060322e-11,-2.1964172604447614e-11,2.2956253729390853e-12
0.4375,4.0900345759431599e-10,-1.8802181157830117e-11,-1.344426131162049e-10,-1.0417795535042511e-10,-4.5734299556927433e-11,-2.2629749752583559e-11,1.5166511609877578e-13
0.44,4.1384017798748142e-10,-1.7261876260979462e-11,-1.3302050860849981e-10,-1.0387186086955929e-10,-4.5949327431266929e-11,-2.4266274175927062e-11,-2.6290514233836956e-12
0.4425,4.1773303132174732e-10,-1.6052664536122017e-11,-1.3229268421263015e-10,-1.0424865412717895e-10,-4.6707141215736979e-11,-2.6603152265286094e-11,-5.6388615387349719e-12
0.445,4.2067205761963407e-10,-1.5202526892027256e-11,-1.3229976393920366e-10,-1.0528187787819976e-10,-4.7903666660268574e-11,-2.928986163353398e-11,-8.4573493791411777e-12
0.4475,4.2266357684411436e-10,-1.4721707874222185e-11,-1.3303934934470218e-10,-1.0690401794641768e-10,-4.940442148522275e-11,-3.1961270730294726e-11,-1.0722806611244684e-11
0.45,4.237372762000397e-10,-1.4605417849674664e-11,-1.344704002878092e-10,-1.0902057380342805e-10,-5.1069819174621152e-11,-3.4301798632788533e-11,-1.2186331402800879e-11
0.4525,4.239464635326598e-10,-1.4831802869069506e-11,-1.3652205079603051e-10,-1.1152586261987019e-10,-5.2780013632848976e-11,-3.6098094757558535e-11,-1.2747300324713071e-11
0.455,4.233734121540526e-10,-1.5363298639742778e-11,-1.3909479359383395e-10,-1.1431354003304878e-10,-5.4451218500375377e-11,-3.7269056676571285e-11,-1.2458008609271062e-11
0.4575,4.2212309588006348e-10,-1.6147980477045368e-11,-1.4207175452610271e-10,-1.172868199643924e-10,-5.604203121861845e-11,-3.786941198432844e-11,-1.1502447086369608e-11
0.46,4.2031253478380822e-10,-1.7125813843546138e-11,-1.4532404218499855e-10,-1.2036324794996069e-10,-5.7552116073484126e-11,-3.8068751565637425e-11,-1.0157452321721485e-11
0.4625,4.1807827821978873e-10,-1.8226707271739682e-11,-1.4870621976475807e-10,-1.2346496575549093e-10,-5.9008994544915891e-11,-3.8105764203453313e-11,-8.7430649862703097e-12
0.465,4.1556732334948229e-10,-1.9378045630873028e-11,-1.5207395136712567e-10,-1.2652354711234028e-10,-6.0453410169120371e-11,-3.8233254742889206e-11,-7.5623161535364865e-12
0.4675,4.1293696584305157e-10,-2.0508257367393969e-11,-1.552878485352348e-10,-1.2947202246278262e-10,-6.1918312888806653e-11,-3.8663715542411122e-11,-6.8558674581720243e-12
0.47,4.1035722262074107e-10,-2.1548593428048326e-11,-1.5821391962234191e-10,-1.3223586042004398e-10,-6.341144486938374e-11,-3.9524895475393614e-11,-6.7676433525432213e-12
0.4725,4.08013041369228e-10,-2.2434299355180134e-11,-1.6072933497248715e-10,-1.3473448432338824e-10,-6.4905568471742395e-11,-4.0833873521827887e-11,-7.3278926407251652e-12
0.475,4.0610211131323175e-10,-2.3108218844801967e-11,-1.62728106563699e-10,-1.3687702459947365e-10,-6.6336158493115081e-11,-4.2494142028698094e-11,-8.4559812303041341e-12
0.4775,4.0482372269373489e-10,-2.3517340496059214e-11,-1.6412353188105522e-10,-1.3857275777352645e-10,-6.7609789915691562e-11,-4.431630939615512e-11,-9.9795822012622633e-12
0.48,4.0436557823749936e-10,-2.3619333952379727e-11,-1.6485137154642293e-10,-1.3973719068152979e-10,-6.8618091877279124e-11,-4.6052283729852491e-11,-1.1665821136665936e-11
0.4825,4.0489293160388166e-10,-2.3381224405138065e-11,-1.648751613546656e-10,-1.4030420915205908e-10,-6.9257117542231404e-11,-4.7445021812378697e-11,-1.3263716776322816e-11
0.485,4.0652290233409757e-10,-2.2786197849136508e-11,-1.6419001911858117e-10,-1.4023728773922628e-10,-6.9446403781454612e-11,-4.8271991774208067e-11,-1.4540329930657232e-11
0.4875,4.0931834198255076e-10,-2.1834527633152275e-11,-1.6282612596466038e-10,-1.3953978866581789e-10,-6.9145171632778602e-11,-4.838623137427161e-11,-1.5316194996814746e-11
0.49,4.1327749857471318e-10,-2.0545265106744908e-11,-1.6085521206348014e-10,-1.3826012905041476e-10,-6.836230361246774e-11,-4.7737110721989793e-11,-1.5490846233907471e-11
0.4925,4.1831520576855078e-10,-1.8964287256498176e-11,-1.5838554561653164e-10,-1.3649236185435998e-10,-6.7157496385973388e-11,-4.6379212072554477e-11,-1.5053891125712027e-11
0.495,4.2426948457754294e-10,-1.7155817507401264e-11,-1.5555963655188966e-10,-1.3437210505591673e-10,-6.5636299640004666e-11,-4.4456934307937469e-11,-1.4076596073775503e-11
0.4975,4.3089641529010117e-10,-1.5207884493715975e-11,-1.5254650450190329e-10,-1.3206507964454071e-10,-6.3937854308802643e-11,-4.2183207855575157e-11,-1.2695087940674603e-11
0.5,4.378768173362496e-10,-1.3223556467490353e-11,-1.495333299332445e-10,-1.2975337217190398e-10,-6.2219359395457426e-11,-3.9807496530301553e-11,-1.1088021638563967e-11
0.5025,4.4482654872812175e-10,-1.1318229397259644e-11,-1.4671386728207585e-10,-1.2762102067141458e-10,-6.0637000474235399e-11,-3.7571853652581496e-11,-9.4446102962435651e-12
0.505,4.5132526292825914e-10,-9.6091465675279989e-12,-1.4427128853095486e-10,-1.258345930215669e-10,-5.9326146254995163e-11,-3.5679814304377904e-11,-7.9331357606355872e-12
0.5075,4.5695471446299742e-10,-8.2025402160492967e-12,-1.4236537305961197e-10,-1.2452854070053302e-10,-5.8386903264923727e-11,-3.426977699558806e-11,-6.6750226477079389e-12
0.51,4.6132355553424166e-10,-7.195646428549045e-12,-1.4112348197770966e-10,-1.2379717353755089e-10,-5.7876971153238725e-11,-3.3404691085014233e-11,-5.7325099937945805e-12
0.5125,4.6410505624915942e-10,-6.6566926494234558e-12,-1.4063114056310092e-10,-1.2368921805485848e-10,-5.7810526206917917e-11,-3.3073227953719501e-11,-5.1055010063566065e-12
0.515,4.650792210699529e-10,-6.6265867998526048e-12,-1.4092576855003761e-10,-1.2421000163069743e-10,-5.8163646247499264e-11,-3.3202087495345686e-11,-4.7418827632103054e-12
0.5175,4.6415912869748608e-10,-7.1096135880553707e-12,-1.4199534827733914e-10,-1.2532468283213828e-10,-5.8883120371309912e-11,-3.3677747553658407e-11,-4.556262529826771e-12
0.52,4.6140395667370786e-10,-8.073631157045855e-12,-1.4378242582811167e-10,-1.2696843973197361e-10,-5.9898429637069407e-11,-3.4374711824641555e-11,-4.4532792014639151e-12
0.5225,4.5702123671160301e-10,-9.452322817923996e-12,-1.4618911085286189e-10,-1.2905201986810495e-10,-6.1132836414493661e-11,-3.5178876272724529e-11,-4.3521892911745405e-12
0.525,4.5135577999696761e-10,-1.1144023189702515e-11,-1.4907775854161083e-10,-1.3147265062812899e-10,-6.2514368792139174e-11,-3.6009705780920754e-11,-4.2073999640976368e-12
0.5275,4.4485894199387501e-10,-1.3022904915915928e-11,-1.5228291205872568e-10,-1.3412346940994911e-10,-6.3983072985638999e-11,-3.6823933426549568e-11,-4.0176077092035578e-12
0.53,4.3804645838598606e-10,-1.4946092535665301e-11,-1.556252157185369e-10,-1.3689702064527615e-10,-6.549295997356707e-11,-3.7620774993545991e-11,-3.8250609916407139e-12
0.5325,4.3145234969655595e-10,-1.6764759481523027e-11,-1.5891998869065843e-10,-1.3968979130933618e-10,-6.7010718142361697e-11,-3.8434285795846334e-11,-3.7048634081720488e-12
0.535,4.2558657427083974e-10,-1.833475863507926e-11,-1.6198785191739529e-10,-1.4240622237718366e-10,-6.8512820446171494e-11,-3.9319137375471167e-11,-3.7501104451293496e-12
0.5375,4.2089431923620742e-10,-1.9527578680583031e-11,-1.6466367465392783e-10,-1.4495849334635703e-10,-6.9980148320053274e-11,-4.0330735183045734e-11,-4.0490122512128156e-12
0.54,4.1773007848027861e-10,-2.0238035055275429e-11,-1.6680737826369023e-10,-1.4726824767588093e-10,-7.139245468289871e-11,-4.1507575200309046e-11,-4.6659162020875581e-12
0.5425,4.1634206082142013e-10,-2.0391957037427162e-11,-1.6831066161336851e-10,-1.492686800870239e-10,-7.2724900520759768e-11,-4.285709437704096e-11,-5.622789900170949e-12
0.545,4.1686195153650592e-10,-1.9950093217714087e-11,-1.6910519551969914e-10,-1.5090682366977004e-10,-7.3945926601358639e-11,-4.4348575090015428e-11,-6.891517165998321e-12
0.5475,4.1930371038056819e-10,-1.8908797120099574e-11,-1.6916414216273655e-10,-1.5214491994454098e-10,-7.5020539620476356e-11,-4.5914968865573385e-11,-8.3964104508946722e-12
0.55,4.2357612971914972e-10,-1.7298699430815376e-11,-1.6850037813235387e-10,-1.5296400027624251e-10,-7.5914166341353205e-11,-4.7462633064517068e-11,-1.0024743286533476e-11
0.5525,4.2949383184999252e-10,-1.5183044086058913e-11,-1.6716535194557987e-10,-1.5336468002580823e-10,-7.6597824083805736e-11,-4.888651197714663e-11,-1.1643879228559414e-11
0.555,4.367852700495956e-10,-1.2651738585785807e-11,-1.6524543890235077e-10,-1.5336786465808752e-10,-7.7052957863310365e-11,-5.0086914660164472e-11,-1.3121911392867406e-11
0.5575,4.4510412673749972e-10,-9.8132611076523544e-12,-1.6285576223885183e-10,-1.5301405525537823e-10,-7.7274652997494754e-11,-5.0985781091737739e-11,-1.4348632087205564e-11
0.56,4.5404581846878331e-10,-6.7975046988722644e-12,-1.6013376983817011e-10,-1.5236224346776693e-10,-7.7274161572007181e-11,-5.1536393277546382e-11,-1.5249807561470542e-11
0.5625,4.6316703692766066e-10,-3.7419970842015345e-12,-1.5723573844619068e-10,-1.5148781944148346e-10,-7.7079016170828701e-11,-5.1732266192906172e-11,-1.5794705136173471e-11
0.565,4.7201132162905476e-10,-7.8878300651412478e-13,-1.5432715986635896e-10,-1.5047786244544956e-10,-7.6731865487175854e-11,-5.1604318782402082e-11,-1.6000248703960183e-11
0.5675,4.8013055398381148e-10,1.9242568664689971e-12,-1.5157280844219185e-10,-1.4942689697974287e-10,-7.6287139394643979e-11,-5.1219407870780907e-11,-1.5923237041990689e-11
0.57,4.8710539402188276e-10,4.2707589287905629e-12,-1.491292618236793e-10,-1.4843042499165879e-10,-7.5805976841115916e-11,-5.0657056200834189e-11,-1.5642811608009885e-11
0.5725,4.9257449186026161e-10,6.1419944642705122e-12,-1.471344384363607e-10,-1.4758089688351313e-10,-7.535071653995104e-11,-5.0007933691322155e-11,-1.5244013201505211e-11
0.575,4.9626733521602256e-10,7.4613901452237934e-12,-1.4569857696732499e-10,-1.4695948476375407e-10,-7.4979525399236861e-11,-4.9359532749798828e-11,-1.4804394985706371e-11
0.5775,4.9801130737600852e-10,8.1780131061345406e-12,-1.4489781487818899e-10,-1.4663179789382067e-10,-7.4740727382628281e-11,-4.8779872297868969e-11,-1.4380454328475841e-11
0.58,4.9775606223155345e-10,8.2803568348520889e-12,-1.447689948139098e-10,-1.4664015948153988e-10,-7.4668986057272559e-11,-4.8313274051039288e-11,-1.3991044340547279e-11
0.5825,4.9557035938799163e-10,7.7901848007231867e-12,-1.4530725958811054e-10,-1.470035163764547e-10,-7.4782741659359365e-11,-4.797701567697383e-11,-1.3621577241242188e-11
0.585,4.9163569277463499e-10,6.763322117334083e-12,-1.464696431612679e-10,-1.4771588460300387e-10,-7.5083428173719111e-11,-4.7761416192024533e-11,-1.323194425619436e-11
0.5875,4.8624037668078735e-10,5.2854927556686933e-12,-1.4817559515263638e-10,-1.4874774068685383e-10,-7.5556474140956335e-11,-4.7636432785255563e-11,-1.2764567347602848e-11
0.59,4.7975104376792877e-10,3.4673038946651623e-12,-1.5031387099392559e-10,-1.5004791988563678e-10,-7.6173913802212073e-11,-4.7560968748492793e-11,-1.2163174497299349e-11
0.5925,4.7258932529728738e-10,1.4360864745580276e-12,-1.5275026879481194e-10,-1.5154983897734425e-10,-7.6898168250768245e-11,-4.7493263159003991e-11,-1.1387191093519437e-11
0.595,4.6519556983500148e-10,-6.7460124386605296e-13,-1.5533909778463129e-10,-1.5317564128492204e-10,-7.7686708269582587e-11,-4.7398884346047915e-11,-1.0424962422318908e-11
0.5975,4.5800825100931473e-10,-2.7319328531547135e-12,-1.5793173889493645e-10,-1.5484442494512641e-10,-7.8497023721743875e-11,-4.725703570232351e-11,-9.2993635288188987e-12
0.6,4.5143102252627562e-10,-4.6091157894459533e-12,-1.6038418023251939e-10,-1.5647763717821969e-10,-7.9291273152106827e-11,-4.7065509376259539e-11,-8.066874104976352e-12
0.6025,4.4581188595314756e-10,-6.1929681274346964e-12,-1.6256559129118803e-10,-1.5800404550890907e-10,-8.0038902111209562e-11,-4.6837589239047068e-11,-6.808063707246156e-12
0.605,4.4142375994607492e-10,-7.3901315433336414e-12,-1.643642230477443e-10,-1.5936421015439936e-10,-8.0718584869254072e-11,-4.6601071088169159e-11,-5.6174270295828109e-12
0.6075,4.3845213449174008e-10,-8.1315183612794812e-12,-1.6569360008488037e-10,-1.6051316945772017e-10,-8.1318424591271291e-11,-4.6398786139723782e-11,-4.5935322960171543e-12
0.61,4.369899178446158e-10,-8.3744805967160696e-12,-1.6649785819173882e-10,-1.6142332079346889e-10,-8.1835353984123462e-11,-4.6274256795083989e-11,-3.8254691121153434e-12
0.6125,4.3704378475939092e-10,-8.1025013731597544e-12,-1.6674961522565307e-10,-1.620836959379488e-10,-8.2273719817172824e-11,-4.6265608567353821e-11,-3.379899574058733e-12
0.615,4.3853795477764119e-10,-7.3251695107617802e-12,-1.6645100023434157e-10,-1.6249744979718229e-10,-8.2643134749115673e-11,-4.6401889561720144e-11,-3.2904940237934217e-12
0.6175,4.4132786943677059e-10,-6.0767172686064957e-12,-1.6563384677098763e-10,-1.6268225964211174e-10,-8.2956762247127984e-11,-4.6695576241435289e-11,-3.5564621079201744e-12
0.62,4.4521797178147577e-10,-4.4096348117982193e-12,-1.6435288095597035e-10,-1.6266693071984255e-10,-8.3229120307247995e-11,-4.7143491719035217e-11,-4.1494553166766951e-12
0.6225,4.4997263338729006e-10,-2.3966380027899944e-12,-1.6268120086165468e-10,-1.6248910581242275e-10,-8.3475059065044472e-11,-4.7730733468342906e-11,-5.0185218492571754e-12
0.625,4.5533621838260911e-10,-1.1413805388371419e-13,-1.6070769858302567e-10,-1.6219302068217887e-10,-8.3709604424494969e-11,-4.8433373349643012e-11,-6.0997259686816928e-12
0.6275,4.6104627104111842e-10,2.3501879852363849e-12,-1.5853061814489436e-10,-1.6182607343257759e-10,-8.3945713822202748e-11,-4.9221659940914438e-11,-7.3230638131083262e-12
0.63,4.6684976420270406e-10,4.9077054243855026e-12,-1.5625458250933155e-10,-1.6143780830966803e-10,-8.4196594664485834e-11,-5.0062887650950751e-11,-8.6198685667222284e-12
0.6325,4.7251222069105483e-10,7.4701330921176655e-12,-1.5398423802311765e-10,-1.6107800058897654e-10,-8.4475904517885738e-11,-5.0928734304710866e-11,-9.9303257817584466e-12
0.635,4.7782540163511591e-10,9.9567483184170121e-12,-1.5181877904782663e-10,-1.6079496871824477e-10,-8.4798138999129715e-11,-5.1799183697195123e-11,-1.1205884537501556e-11
0.6375,4.8261304281491449e-10,1.2293407695631633e-11,-1.4985020868646046e-10,-1.606352262767547e-10,-8.5179057363177411e-11,-5.2663096393529405e-11,-1.2409027432019841e-11
0.64,4.867363937402463e-10,1.4416043721838926e-11,-1.4816070824953638e-10,-1.6064053316074497e-10,-8.5635174025541767e-11,-5.3516662609621706e-11,-1.3512130355778846e-11
0.6425,4.9008944222347317e-10,1.6269955201874167e-11,-1.468187850528294e-10,-1.6084681500072781e-10,-8.6182286799122641e-11,-5.4360425900525864e-11,-1.449330057766639e-11
0.645,4.9260294236093673e-10,1.7816710685462069e-11,-1.4587308727739728e-10,-1.6127960083522708e-10,-8.6832562891120825e-11,-5.5195842806092591e-11,-1.5334300793195527e-11
0.6475,4.9423909936214372e-10,1.9028943170431856e-11,-1.4535352764700299e-10,-1.6195380250959987e-10,-8.7593635760202961e-11,-5.6022778646724982e-11,-1.6017637413714848e-11
0.65,4.9498964727207245e-10,1.9892936093900251e-11,-1.4527164960127515e-10,-1.6286936652656882e-10,-8.846477601441732e-11,-5.6835413780827688e-11,-1.6526928628152046e-11
0.6525,4.9487165780694435e-10,2.040663444545983e-11,-1.4561950194989363e-10,-1.6401472055937297e-10,-8.9438393949941608e-11,-5.7623772541223134e-11,-1.6845764578590772e-11
