Physical Time (s),enth_flux_viscous_bot Monitor (W): bot_cv1,enth_flux_viscous_bot Monitor (W): bot_cv2,enth_flux_viscous_bot Monitor (W): bot_cv3,enth_flux_viscous_bot Monitor (W): bot_cv4,enth_flux_viscous_bot Monitor (W): bot_cv5,enth_flux_viscous_bot Monitor (W): bot_cv6,enth_flux_viscous_bot Monitor (W): bot_cv7
5.80925,3.4631581768172303e-11,8.9419543429136156e-12,8.0493209625360494e-12,4.7949767620470851e-12,5.3976997172462858e-12,1.6957332197156896e-11,3.6626289721290867e-11
5.8095,3.4629849119429013e-11,8.9409960293052692e-12,8.0488465512509172e-12,4.7961433920441758e-12,5.3986881331953073e-12,1.6958313594688513e-11,3.6625961509121468e-11
5.80975,3.4628142741899378e-11,8.9400484591676661e-12,8.048399749964366e-12,4.7973114211786157e-12,5.3996976255607343e-12,1.6959263892698303e-11,3.6625671428463074e-11
5.81,3.4626464714858412e-11,8.9391122947681424e-12,8.0479794322817031e-12,4.7984833608857759e-12,5.4007314951990536e-12,1.6960174383925825e-11,3.6625437245135365e-11
5.81025,3.4624817879207715e-11,8.9381883190629133e-12,8.0475848915216369e-12,4.7996620779361424e-12,5.4017916188421435e-12,1.6961043923525266e-11,3.662527799351742e-11
5.8105,3.4623205455052949e-11,8.9372769649358433e-12,8.0472144629875985e-12,4.800851238949897e-12,5.4028779164238973e-12,1.696187439861925e-11,3.6625212556239085e-11
5.81075,3.4621630921580173e-11,8.9363782571155806e-12,8.0468660797495404e-12,4.802054250598637e-12,5.4039881962765019e-12,1.6962670568637391e-11,3.6625034932344152e-11
5.811,3.462009822295552e-11,8.9354922209914585e-12,8.0465383891588086e-12,4.8032726187031477e-12,5.40511783262487e-12,1.6963443093215044e-11,3.6624951705409526e-11
5.81125,3.4618611647312106e-11,8.9346189121189593e-12,8.0462311584954918e-12,4.8045055669229282e-12,5.4062596107725062e-12,1.6964201848536413e-11,3.6624994368694574e-11
5.8115,3.4617175640297768e-11,8.9337580530542915e-12,8.0459446552987677e-12,4.8057512556776293e-12,5.4074042135543121e-12,1.6964933837303212e-11,3.6625139231430439e-11
5.81175,3.4615794563517162e-11,8.9329089695848992e-12,8.0456787750555954e-12,4.8070078596556863e-12,5.4085412352846615e-12,1.6965688520751454e-11,3.6625397093636063e-11
5.812,3.4614472599048846e-11,8.9320710982033332e-12,8.0454339445278834e-12,4.8082742303023744e-12,5.4096604768447138e-12,1.6966481495032097e-11,3.6625752592659565e-11
5.81225,3.4613213704763676e-11,8.9312440045745698e-12,8.0452094018959911e-12,4.8095505590451664e-12,5.4107527091843532e-12,1.6967326306078183e-11,3.6626188106606091e-11
5.8125,3.4612021857948992e-11,8.9304270700450753e-12,8.0450023704634381e-12,4.8108382700349848e-12,5.411810960295568e-12,1.6968231839752236e-11,3.6626684927799566e-11
5.81275,3.4610901218987589e-11,8.9296195496349292e-12,8.0448088750069083e-12,4.8121385809037336e-12,5.4128319725099307e-12,1.696920091592475e-11,3.6627226217591626e-11
5.813,3.4609855908869523e-11,8.9288209645814248e-12,8.0446260683594776e-12,4.8134507621553132e-12,5.4138165795116653e-12,1.697023132936955e-11,3.6627800588836891e-11
5.81325,3.4608888766331127e-11,8.9280311881622144e-12,8.0444527971600714e-12,4.8147719370643493e-12,5.4147693268696196e-12,1.6971316664062018e-11,3.6628404156539495e-11
5.8135,3.4608002466478303e-11,8.9272500775600965e-12,8.0442884189635866e-12,4.8160989086614965e-12,5.4156958177080136e-12,1.6972447649900056e-11,3.6629037691532725e-11
5.81375,3.4607199518983439e-11,8.9264773597702768e-12,8.0441327291793615e-12,4.8174297392386559e-12,5.4166014024573147e-12,1.6973613992554321e-11,3.6629703848337473e-11
5.814,3.4606481853323593e-11,8.9257131057802417e-12,8.0439874374047196e-12,4.8187638203412369e-12,5.4174902261433457e-12,1.6974788967589315e-11,3.663040644426676e-11
5.81425,3.4605851726546213e-11,8.924957704794598e-12,8.0438552375893291e-12,4.8201017960984199e-12,5.4183650994294615e-12,1.6975956977127084e-11,3.6631147640736936e-11
5.8145,3.4605310936837553e-11,8.9242113955440859e-12,8.0437385917508737e-12,4.8214450992223264e-12,5.4192278651033188e-12,1.6977142958146597e-11,3.6631925846952181e-11
5.81475,3.4604858180474332e-11,8.9234742371022111e-12,8.0436397719264171e-12,4.8227952681547094e-12,5.4200803634358812e-12,1.697834507250874e-11,3.6632735462180946e-11
5.815,3.4604492652984554e-11,8.9227466160280176e-12,8.0435620402441689e-12,4.8241529471811097e-12,5.4209248387377104e-12,1.6979564276519063e-11,3.6633569379036257e-11
5.81525,3.4604213700854705e-11,8.9220289975726643e-12,8.0435089669959703e-12,4.8255179020018855e-12,5.421763058367435e-12,1.6980804329403348e-11,3.6634420365632829e-11
5.8155,3.4604020148063445e-11,8.9213216275020092e-12,8.0434829156921571e-12,4.8268889999124377e-12,5.4225964248714884e-12,1.6982069155089341e-11,3.6635280295128457e-11
5.81575,3.4603909893685265e-11,8.92062450478192e-12,8.0434857250971538e-12,4.8282637373273802e-12,5.4234258034387304e-12,1.6983361369373813e-11,3.663614104142455e-11
5.816,3.4603879209976101e-11,8.9199376530770985e-12,8.0435201919505053e-12,4.8296378199060137e-12,5.4242522770637717e-12,1.6984681383154648e-11,3.6636997880931443e-11
5.81625,3.4603923054906024e-11,8.9192611008370356e-12,8.043589002606158e-12,4.831006042925021e-12,5.4250769852701436e-12,1.6986026808707722e-11,3.6637849643438131e-11
5.8165,3.4604037168175589e-11,8.9185947342498573e-12,8.043693456186668e-12,4.8323634202424806e-12,5.4259017725232091e-12,1.6987391462014613e-11,3.6638697572745245e-11
5.81675,3.4604216621185452e-11,8.9179382021190756e-12,8.0438338229120583e-12,4.833706346550021e-12,5.4267296585743386e-12,1.69887664200645e-11,3.6639541462001383e-11
5.817,3.4604456374478359e-11,8.917291272260815e-12,8.0440105874967148e-12,4.8350329397959831e-12,5.427564430523974e-12,1.6990143547903402e-11,3.6640378091456818e-11
5.81725,3.4604750373926909e-11,8.9166538856839179e-12,8.0442240422275599e-12,4.8363437360486697e-12,5.4284099559292499e-12,1.6991517614860362e-11,3.6641201434356602e-11
5.8175,3.4605092431236674e-11,8.9160259874484034e-12,8.0444736786252439e-12,4.8376416571402951e-12,5.4292692118668331e-12,1.6992886128530047e-11,3.66420021160014e-11
5.81775,3.4605476292206808e-11,8.9154074018620304e-12,8.0447592981547537e-12,4.8389309408658569e-12,5.4301441981592325e-12,1.6994248874719342e-11,3.6642767466728334e-11
5.818,3.4605895683499863e-11,8.9147982851026086e-12,8.0450817836127993e-12,4.8402156154276402e-12,5.4310362870654977e-12,1.6995608418835023e-11,3.6643483514082711e-11
5.81825,3.4606345296924889e-11,8.9141989829753309e-12,8.0454427057787937e-12,4.8414984544477326e-12,5.431946669407945e-12,1.6996969496945155e-11,3.6644139081124802e-11
5.8185,3.4606819814004559e-11,8.913609958729962e-12,8.045842473036416e-12,4.8427815860840548e-12,5.4328764273604258e-12,1.6998338131868677e-11,3.6644723783080462e-11
5.81875,3.4607313903861707e-11,8.913031678066988e-12,8.0462810828119504e-12,4.8440668666714058e-12,5.4338264881769513e-12,1.6999721083675235e-11,3.6645229322215402e-11
5.819,3.4607822538573588e-11,8.9124647887037494e-12,8.0467588498071333e-12,4.8453550746693485e-12,5.4347970163400985e-12,1.7001125744176715e-11,3.6645655529782942e-11
5.81925,3.4608341215044453e-11,8.9119099655672101e-12,8.0472754129935677e-12,4.8466457368191755e-12,5.4357876496676794e-12,1.7002557574061137e-11,3.6646007967441609e-11
5.8195,3.4608865680531812e-11,8.9113677210573164e-12,8.0478285197787907e-12,4.8479379194818968e-12,5.436797877198125e-12,1.7004017475909956e-11,3.6646303215587284e-11
5.81975,3.4609391904201184e-11,8.9108382342203527e-12,8.0484151971413981e-12,4.8492308430095726e-12,5.437827375851272e-12,1.7005502035388321e-11,3.6646559931204838e-11
5.82,3.4609916282633379e-11,8.910321421893564e-12,8.0490321599280278e-12,4.8505239174778215e-12,5.4388760887977548e-12,1.7007006039433563e-11,3.6646799745270317e-11
5.82025,3.4610435583607539e-11,8.9098169217993199e-12,8.0496756343464688e-12,4.8518170269537999e-12,5.4399439933834342e-12,1.7008521335748491e-11,3.6647043705093345e-11
5.8205,3.4610946694572685e-11,8.9093240861971091e-12,8.0503405523324879e-12,4.8531111989546198e-12,5.4410310320428202e-12,1.7010042451902456e-11,3.6647304073514764e-11
5.82075,3.4611446602936057e-11,8.9088420274310541e-12,8.0510219270014653e-12,4.8544079783315375e-12,5.4421364131376307e-12,1.7011563707561099e-11,3.6647583398441842e-11
5.821,3.461193270024887e-11,8.9083699406316003e-12,8.0517169427641841e-12,4.8557077697467355e-12,5.4432579073618311e-12,1.7013082989138189e-11,3.664787133650445e-11
5.82125,3.4612402996407769e-11,8.9079071541593841e-12,8.0524249648738494e-12,4.8570090824659654e-12,5.4443918528293558e-12,1.7014603913393983e-11,3.6648149822425043e-11
5.8215,3.4612855904188747e-11,8.9074529460279058e-12,8.0531459890581736e-12,4.8583098281509992e-12,5.4455336337068617e-12,1.7016122563173109e-11,3.6648399278452282e-11
5.82175,3.461329034374661e-11,8.9070066074869318e-12,8.0538799103147027e-12,4.8596089436085979e-12,5.4466786965842886e-12,1.7017630776524135e-11,3.6648605561933536e-11
5.822,3.4613706094167415e-11,8.9065676074917788e-12,8.0546272659569292e-12,4.8609069876123257e-12,5.4478224965073053e-12,1.7019118645904425e-11,3.6648764578005702e-11
5.82225,3.4614103991786996e-11,8.9061356283648667e-12,8.05538835771769e-12,4.8622059369443808e-12,5.4489605408216675e-12,1.7020576640170566e-11,3.6648884426764695e-11
5.8225,3.4614485705460347e-11,8.9057103172832654e-12,8.0561623271710628e-12,4.8635091816441163e-12,5.4500886906727986e-12,1.7021993508774616e-11,3.6648981905370749e-11
5.82275,3.4614853630754259e-11,8.9052913026771562e-12,8.056947165129057e-12,4.8648201691529183e-12,5.4512032325768584e-12,1.7023363177533567e-11,3.6649076862746445e-11
5.823,3.4615211028008271e-11,8.9048783498347866e-12,8.057741933079251e-12,4.8661402122763505e-12,5.4523007904441928e-12,1.7024682676953493e-11,3.6649187565648824e-11
5.82325,3.46155618670364e-11,8.9044711713953018e-12,8.0585459057007429e-12,4.8674673233600782e-12,5.453378687897602e-12,1.7025955160739584e-11,3.6649324636722814e-11
5.8235,3.4615910440317556e-11,8.9040693767004496e-12,8.0593580605060874e-12,4.8687979824136184e-12,5.4544353275351212e-12,1.7027185732646068e-11,3.6649490117621316e-11
5.82375,3.4616261014090523e-11,8.9036725742989378e-12,8.0601769334474127e-12,4.8701280797794646e-12,5.4554709725282996e-12,1.7028379156324091e-11,3.6649679032918234e-11
5.824,3.461661785087697e-11,8.9032803497414913e-12,8.061001313501446e-12,4.8714524994792705e-12,5.4564871529048607e-12,1.7029540231946317e-11,3.6649880006013971e-11
5.82425,3.4616985184162371e-11,8.9028924513805407e-12,8.061831340596722e-12,4.8727656088932493e-12,5.457486731191508e-12,1.7030674065981166e-11,3.6649999071803714e-11
5.8245,3.4617366799052139e-11,8.9025086355219177e-12,8.0626675611027278e-12,4.8740625471575814e-12,5.4584730355826495e-12,1.7031783665187914e-11,3.6649955696035654e-11
5.82475,3.4617765918070858e-11,8.9021286744628106e-12,8.0635108916382282e-12,4.8753408946454529e-12,5.4594497192507607e-12,1.7032869858250337e-11,3.6649865353336393e-11
5.825,3.4618185341747277e-11,8.9017526171986133e-12,8.0643630673851659e-12,4.8766011858421757e-12,5.4604193056498935e-12,1.703393188379379e-11,3.6649711059734491e-11
5.82525,3.4618627343922358e-11,8.9013807672405735e-12,8.0652267250125621e-12,4.8778458925318765e-12,5.4613832089829651e-12,1.7034966800399305e-11,3.6649481850880954e-11
5.8255,3.4619093774032131e-11,8.9010136800979617e-12,8.0661042187286189e-12,4.8790791377568821e-12,5.4623422391260004e-12,1.7035970393589551e-11,3.6649173876534323e-11
5.82575,3.461958632681966e-11,8.9006518738900144e-12,8.0669982423973637e-12,4.8803052712277255e-12,5.4632972352402407e-12,1.7036938010180322e-11,3.6648786723541423e-11
5.826,3.4620106401346911e-11,8.9002962926261318e-12,8.067913254272824e-12,4.8815275423840478e-12,5.4642486442525487e-12,1.7037865260416143e-11,3.6648321584072816e-11
5.82625,3.4620655082253628e-11,8.8999480397830241e-12,8.0688536662218357e-12,4.8827471690000684e-12,5.4651962997612575e-12,1.7038750553431208e-11,3.6647784532103605e-11
5.8265,3.4621233152053497e-11,8.8996082977609074e-12,8.0698230164469135e-12,4.8839648778943451e-12,5.4661397556444909e-12,1.7039591589761995e-11,3.6647185008788362e-11
5.82675,3.4621841295318551e-11,8.899278048621962e-12,8.0708232466599735e-12,4.885181620302292e-12,5.4670785720584942e-12,1.7040386048478671e-11,3.6646532704913042e-11
5.827,3.4622480501057117e-11,8.8989584991624774e-12,8.0718554988906386e-12,4.8863984934807955e-12,5.468012322510757e-12,1.7041133354434593e-11,3.6645833869926511e-11
5.82725,3.4623151816185245e-11,8.8986507059157205e-12,8.0729201794354418e-12,4.8876156199968365e-12,5.4689406805591197e-12,1.7041834795878769e-11,3.664509044671679e-11
5.8275,3.4623855727866583e-11,8.8983554893315708e-12,8.0740167231445746e-12,4.8888327717246316e-12,5.4698629421892129e-12,1.7042494876841372e-11,3.6644299176704315e-11
5.82775,3.4624591883691162e-11,8.89807361795599e-12,8.0751436460396975e-12,4.8900494580435445e-12,5.4707779172988199e-12,1.704312128711859e-11,3.6643452445158606e-11
5.828,3.4625359262556979e-11,8.8978056907615376e-12,8.0762991656865083e-12,4.8912637468196631e-12,5.4716836045049153e-12,1.704372379328964e-11,3.6642541616119782e-11
5.82825,3.4626156310950503e-11,8.8975522783295549e-12,8.077481375479909e-12,4.8924721093229783e-12,5.4725776181725222e-12,1.7044311937276488e-11,3.6641558554778246e-11
5.8285,3.462698109408286e-11,8.8973138230805879e-12,8.0786882880013413e-12,4.8936710668461268e-12,5.4734581583382497e-12,1.7044891985299336e-11,3.6640497146960667e-11
5.82875,3.4627831717834918e-11,8.8970907869958294e-12,8.07991757105223e-12,4.894858192332334e-12,5.4743242824451951e-12,1.7045465372753961e-11,3.663935441904092e-11
5.829,3.4628706150622368e-11,8.89688360128288e-12,8.0811667600481952e-12,4.8960319759147907e-12,5.4751759481298074e-12,1.7046030164895474e-11,3.6638132027462651e-11
5.82925,3.4629602307305279e-11,8.8966926000101766e-12,8.0824336206989448e-12,4.8971914862094101e-12,5.4760142369702589e-12,1.7046582298953658e-11,3.6636837985605441e-11
5.8295,3.4630517969457832e-11,8.8965180112755471e-12,8.0837162938079692e-12,4.8983367014710656e-12,5.4768414706093026e-12,1.7047117498308783e-11,3.6635484310671318e-11
5.82975,3.4631450816317855e-11,8.8963599136887294e-12,8.0850132996216925e-12,4.8994688880608104e-12,5.4776606423852785e-12,1.7047632724838762e-11,3.6634085199419565e-11
5.83,3.463239894762155e-11,8.8962180953837739e-12,8.0863223445895937e-12,4.9005900091531786e-12,5.4784740393755126e-12,1.7048128496477249e-11,3.6632655111401384e-11
5.83025,3.4633361020416112e-11,8.8960921022358118e-12,8.0876414824830629e-12,4.9017019408719391e-12,5.4792824255583213e-12,1.7048609032226408e-11,3.6631204854467127e-11
5.8305,3.4634335960318566e-11,8.8959812671522699e-12,8.088969317292155e-12,4.9028068693684417e-12,5.4800844319869171e-12,1.7049079735316745e-11,3.6629742274107751e-11
5.83075,3.4635323017955911e-11,8.8958847464065794e-12,8.0903049822477085e-12,4.9039068134729365e-12,5.4808776273736329e-12,1.704954502444111e-11,3.662827118582494e-11
5.831,3.4636322012616313e-11,8.895801531929982e-12,8.0916482576414456e-12,4.9050024119676398e-12,5.4816582915588328e-12,1.7050008761249629e-11,3.6626792369628096e-11
5.83125,3.4637333334832696e-11,8.8957305200591529e-12,8.093000600043401e-12,4.9060933194256097e-12,5.4824212606791637e-12,1.7050472916227319e-11,3.6625303979122308e-11
5.8315,3.4638357317668424e-11,8.8956707176691641e-12,8.0943656413651483e-12,4.9071771644846511e-12,5.4831628695500376e-12,1.7050936792154941e-11,3.662380203703198e-11
5.83175,3.4639394186350294e-11,8.8956211724612885e-12,8.0957479676893246e-12,4.9082507966795305e-12,5.4838814752850816e-12,1.7051397909601397e-11,3.6622282886694523e-11
5.832,3.4640444341411632e-11,8.8955811410309547e-12,8.0971519258412374e-12,4.9093133924686774e-12,5.4845739192357658e-12,1.7051842518842375e-11,3.6620743462876598e-11
5.83225,3.4641508584078745e-11,8.8955500756349084e-12,8.0985811179049203e-12,4.9103693222927209e-12,5.4852329014379215e-12,1.7052222469070601e-11,3.6619181808203084e-11
5.8325,3.4642587653145938e-11,8.8955276611964951e-12,8.1000390660920699e-12,4.9114217243525703e-12,5.4858534885802451e-12,1.7052589806128488e-11,3.6617597056014694e-11
5.83275,3.4643682205578224e-11,8.8955137943506049e-12,8.101528801836842e-12,4.9124731286149483e-12,5.4864325356404046e-12,1.7052938534582656e-11,3.6615990473178598e-11
5.833,3.4644792770330482e-11,8.8955084995546843e-12,8.1030526289755417e-12,4.913525493748098e-12,5.4869671588533682e-12,1.7053262644821077e-11,3.6614365589693184e-11
5.83325,3.4645919962382406e-11,8.8955118348610392e-12,8.1046124310149092e-12,4.9145775652465551e-12,5.4874566676950386e-12,1.7053556715516012e-11,3.6612727663387439e-11
5.8335,3.4647064066921861e-11,8.8955239708271629e-12,8.1062097446847663e-12,4.9156251837907091e-12,5.4879033276170354e-12,1.7053814880503689e-11,3.661108517289343e-11
5.83375,3.4648225037252907e-11,8.8955451867251019e-12,8.1078462868426995e-12,4.9166641139756778e-12,5.488310661158513e-12,1.7054031962293214e-11,3.6609444849971628e-11
5.834,3.4649402967840913e-11,8.8955757367569352e-12,8.109522571322224e-12,4.9176877895742759e-12,5.4886834710486297e-12,1.7054203960486421e-11,3.6607804261804133e-11
5.83425,3.465059823508444e-11,8.8956158291699302e-12,8.1112363532661206e-12,4.918689898035332e-12,5.4890279279332815e-12,1.7054328171976238e-11,3.6606153768358713e-11
5.8345,3.4651811220941605e-11,8.8956657818557046e-12,8.1129861039240381e-12,4.9196667309107838e-12,5.4893504086204273e-12,1.7054403078321636e-11,3.6604478994236589e-11
5.83475,3.4653042396973892e-11,8.8957258774529057e-12,8.1147722062774771e-12,4.920616111724249e-12,5.4896562862824783e-12,1.7054428123458095e-11,3.6602765205142028e-11
5.835,3.4654292705530734e-11,8.8957965852804112e-12,8.1165926799964958e-12,4.921539759897945e-12,5.4899494069388531e-12,1.705440465526535e-11,3.6601005788961068e-11
5.83525,3.4655563644701342e-11,8.8958783756450451e-12,8.1184464342422901e-12,4.9224406448161077e-12,5.4902320296064284e-12,1.7054335626723812e-11,3.6599187884420255e-11
5.8355,3.4656857061034809e-11,8.8959718525564332e-12,8.1203336565644719e-12,4.9233243720864273e-12,5.4905057746961822e-12,1.7054223151181959e-11,3.6597299844341114e-11
5.83575,3.4658174993075005e-11,8.8960777112618577e-12,8.1222548773145245e-12,4.9241977060238619e-12,5.4907723425636489e-12,1.7054067695184146e-11,3.6595331902901677e-11
5.836,3.465951995555706e-11,8.8961966125807479e-12,8.1242106925070646e-12,4.9250648070249375e-12,5.4910335903622755e-12,1.7053868537631111e-11,3.6593264262044262e-11
5.83625,3.466089486165631e-11,8.8963289493315396e-12,8.1262008004478887e-12,4.9259286665661802e-12,5.4912910803661516e-12,1.7053625201531939e-11,3.6591093918342046e-11
5.8365,3.4662302634865841e-11,8.8964751707855872e-12,8.1282249450202337e-12,4.9267905141108043e-12,5.4915458756352133e-12,1.7053337220035761e-11,3.6588824381472634e-11
5.83675,3.4663746194834015e-11,8.8966355032471986e-12,8.1302819639966196e-12,4.9276509143226384e-12,5.4917977817963518e-12,1.70530040203613e-11,3.6586459057749709e-11
5.837,3.4665228524137101e-11,8.8968099009492526e-12,8.1323678358346067e-12,4.9285107311869329e-12,5.4920456577615029e-12,1.7052626714027031e-11,3.6583997707757741e-11
5.83725,3.4666752374423576e-11,8.896998026824671e-12,8.1344778682231607e-12,4.9293697499364362e-12,5.4922879180561688e-12,1.7052207890747714e-11,3.6581438323119431e-11
5.8375,3.4668320259777662e-11,8.897199393790575e-12,8.136568427541898e-12,4.9302276737159176e-12,5.4925234866726894e-12,1.7051749143207414e-11,3.6578778536909219e-11
5.83775,3.466993423439067e-11,8.8974135412110099e-12,8.1386706104998014e-12,4.9310851309026273e-12,5.4927523216520666e-12,1.7051251134358782e-11,3.6576021964027436e-11
5.838,3.4671595992949027e-11,8.8976400332549168e-12,8.1407805534469201e-12,4.9319413986533214e-12,5.4929749450277392e-12,1.705071243097034e-11,3.6573173926358229e-11
5.83825,3.4673307275821499e-11,8.8978784214343236e-12,8.1428938077864599e-12,4.9327941235658231e-12,5.4931925785592489e-12,1.7050130242675546e-11,3.6570241266834436e-11
5.8385,3.4675069146405682e-11,8.8981286364138898e-12,8.1450078772093399e-12,4.9336412754239869e-12,5.4934070157503986e-12,1.7049498824365645e-11,3.6567234433935501e-11
5.83875,3.4676881540075062e-11,8.8983906171191469e-12,8.1471227935696616e-12,4.9344805384453282e-12,5.4936204827122851e-12,1.7048811104995299e-11,3.6564168536137065e-11
5.839,3.4678744035496041e-11,8.8986644491863282e-12,8.1492386579748262e-12,4.9353107886523409e-12,5.4938351707449773e-12,1.7048061673845374e-11,3.6561062730709465e-11
5.83925,3.4680656816469523e-11,8.8989503525122311e-12,8.1513573757608913e-12,4.9361318671469203e-12,5.4940524498915588e-12,1.7047248779816932e-11,3.6557937057822599e-11
5.8395,3.4682620677292407e-11,8.8992487259647702e-12,8.1534825726473145e-12,4.9369452095801049e-12,5.4942723849392596e-12,1.7046374357401675e-11,3.6554809935128299e-11
5.83975,3.4684636179281579e-11,8.8995600735279498e-12,8.1556190244837773e-12,4.9377531249425859e-12,5.4944932890525354e-12,1.7045445306126222e-11,3.6551696165408647e-11
5.84,3.4686703571132077e-11,8.8998849208821756e-12,8.1577697815867731e-12,4.9385590597987732e-12,5.4947121295712381e-12,1.7044471871133258e-11,3.6548605374283286e-11
5.84025,3.4688823422712665e-11,8.9002234661868124e-12,8.1599366676547466e-12,4.9393666685630371e-12,5.4949255463410362e-12,1.7043464918732823e-11,3.6545538651708962e-11
5.8405,3.4690996953182229e-11,8.900575998498421e-12,8.1621213328461731e-12,4.940179817347694e-12,5.4951309111932586e-12,1.7042434198415222e-11,3.6542488437805326e-11
5.84075,3.4693225687103126e-11,8.9009425252143998e-12,8.1643244641545638e-12,4.9410016140909209e-12,5.4953263561932132e-12,1.7041388077235725e-11,3.6539438505027061e-11
5.841,3.4695511444404859e-11,8.9013230499106201e-12,8.1665452592080876e-12,4.941832303373824e-12,5.4955106578987802e-12,1.7040334130034678e-11,3.6536341253116122e-11
5.84125,3.4697855581243883e-11,8.9017172229520492e-12,8.1687825078654432e-12,4.9426677876183905e-12,5.4956829154472436e-12,1.7039280265266584e-11,3.6533238864158129e-11
5.8415,3.4700259444419348e-11,8.9021246178524736e-12,8.1710362346386354e-12,4.9435014523586301e-12,5.4958420687838655e-12,1.7038234422639648e-11,3.6530134853660624e-11
5.84175,3.4702723834288106e-11,8.9025448294852472e-12,8.1733067412331426e-12,4.944326648489604e-12,5.4959859844601165e-12,1.7037203646901931e-11,3.6527036163125668e-11
5.842,3.4705249814849714e-11,8.9029771628700523e-12,8.1755935177263758e-12,4.9451381697186031e-12,5.4961105892343688e-12,1.7036192410890572e-11,3.6523910454269351e-11
5.84225,3.4707838185803359e-11,8.9034208983700795e-12,8.1778956523426608e-12,4.9459333629179031e-12,5.4962107389929569e-12,1.7035201583720823e-11,3.652079304598127e-11
5.8425,3.4710489081856462e-11,8.903875426275393e-12,8.1802128271962247e-12,4.9467118909873364e-12,5.4962818990789848e-12,1.7034226713593071e-11,3.6517697261805639e-11
5.84275,3.4713202532628365e-11,8.9043402787417404e-12,8.182544829045935e-12,4.9474747476140218e-12,5.4963215802656345e-12,1.7033258718293437e-11,3.6514627587961945e-11
5.843,3.4715978128026003e-11,8.9048149689235098e-12,8.1848908162848731e-12,4.9482226067806947e-12,5.4963296062997692e-12,1.7032285622124321e-11,3.651158557829088e-11
5.84325,3.4718815074066403e-11,8.9052991000916655e-12,8.1872504059441398e-12,4.9489552613654649e-12,5.4963081216125106e-12,1.7031295135666809e-11,3.6508573840135394e-11
5.8435,3.4721712643261556e-11,8.9057924670589191e-12,8.1896250669582572e-12,4.9496722987444e-12,5.4962610214721091e-12,1.7030276337402115e-11,3.6505597118683005e-11
5.84375,3.4724669966098001e-11,8.9062950714906225e-12,8.1920171822545323e-12,4.9503737432366884e-12,5.4961933791398331e-12,1.7029222390427225e-11,3.6502660705635915e-11
5.844,3.4727685977330884e-11,8.9068069169243495e-12,8.1944273831615459e-12,4.9510608946417637e-12,5.4961105574489311e-12,1.7028132732402529e-11,3.6499769291767908e-11
5.84425,3.4730759594157757e-11,8.9073280550577929e-12,8.1968556474574138e-12,4.9517358468566718e-12,5.4960182652649478e-12,1.7026928902597611e-11,3.6496926304002387e-11
5.8445,3.4733889240772626e-11,8.9078585637026196e-12,8.1993021129162888e-12,4.9524008454671483e-12,5.4959222212032971e-12,1.7025689979435345e-11,3.6494131292388657e-11
5.84475,3.4737073042156508e-11,8.9083984689036533e-12,8.2017666727775089e-12,4.9530575226895889e-12,5.4958274475249986e-12,1.7024440986831273e-11,3.6491378293156197e-11
5.845,3.4740309404751169e-11,8.9089475634176108e-12,8.20424777907918e-12,4.9537067841338831e-12,5.4957372446221573e-12,1.7023192206496286e-11,3.6488658090767112e-11
5.84525,3.4743596510454974e-11,8.9095053920153001e-12,8.2067435265793623e-12,4.9543491183917426e-12,5.4956527114130761e-12,1.7021951085310127e-11,3.6485958882170527e-11
5.8455,3.4746932130274758e-11,8.9100714581268999e-12,8.2092522406423897e-12,4.9549858009815844e-12,5.4955734061935537e-12,1.7020720707169047e-11,3.6483270197412586e-11
5.84575,3.475031365239739e-11,8.9106451478933073e-12,8.2117722411900777e-12,4.9556191810513652e-12,5.4954981733469889e-12,1.7019500396316628e-11,3.6480584010042969e-11
5.846,3.4753738029688632e-11,8.9112256526319091e-12,8.2143013779036195e-12,4.9562516198803669e-12,5.4954263380670513e-12,1.7018286685078017e-11,3.6477842842209516e-11
5.84625,3.4757202064187165e-11,8.9118120717239429e-12,8.2168381394003417e-12,4.9568840191739473e-12,5.4953581248866183e-12,1.7017074175876034e-11,3.647508656765433e-11
5.8465,3.4760701861714869e-11,8.9124036422351178e-12,8.2193828005648844e-12,4.9575158206503964e-12,5.495295069932611e-12,1.7015856446363243e-11,3.6472334220088851e-11
5.84675,3.476423313518716e-11,8.9129996479659171e-12,8.221935360173736e-12,4.9581456079292699e-12,5.495239165318432e-12,1.7014626274705673e-11,3.6469587114432274e-11
5.847,3.4767791891229929e-11,8.9135994261148044e-12,8.2244955424747379e-12,4.9587716941063883e-12,5.4951917175595632e-12,1.7013374882942681e-11,3.6466847342691558e-11
5.84725,3.477137367781304e-11,8.914202442587708e-12,8.2270634549336556e-12,4.9593930923447343e-12,5.4951527604219874e-12,1.7012092337327492e-11,3.6464117041516261e-11
5.8475,3.4774973648129564e-11,8.9148084320306531e-12,8.229640664819013e-12,4.9600109280764145e-12,5.4951211996596911e-12,1.701076835422837e-11,3.6461400967463022e-11
5.84775,3.4778587175751201e-11,8.9154173119679763e-12,8.2322281250189877e-12,4.9606290063472859e-12,5.4950951514896128e-12,1.7009394298028723e-11,3.6458703816265735e-11
5.848,3.4782209944935069e-11,8.9160290537893437e-12,8.2348246229028719e-12,4.9612525090553763e-12,5.4950724686003962e-12,1.7007966170887042e-11,3.6456030360739739e-11
