Physical Time (s),xth_left Monitor (W)
6.7915,-1.0330053508467548e-16
6.79175,1.0426666389262129e-16
6.792,-2.8136593114370209e-16
6.79225,-1.3288856794732105e-16
6.7925,-2.1148521406619104e-16
6.79275,4.6413202733333952e-17
6.793,-2.8217058236922875e-17
6.79325,-2.4012343328661987e-16
6.7935,-4.9697355588193468e-16
6.79375,-1.9084529357256987e-16
6.794,-1.318182882917439e-16
6.79425,1.8817990792942023e-16
6.7945,5.9088354892036216e-17
6.79475,9.7122630225395653e-16
6.795,-5.1939475872812674e-17
6.79525,-6.1878104388248281e-18
6.7955,1.7245706768992032e-16
6.79575,-1.9033576771355988e-16
6.796,-3.5084362167338513e-16
6.79625,-2.9771744251472478e-16
6.7965,9.258927544427448e-17
6.79675,-6.4910553573406685e-17
6.797,-2.3790703518502719e-17
6.79725,-5.2816419507590037e-16
6.7975,-1.0654972184827105e-16
6.79775,1.3499859799004432e-17
6.798,-3.1874061691838416e-16
6.79825,-3.0520963860615195e-16
6.7985,-1.4343393014201486e-16
6.79875,-2.3789801932546219e-16
6.799,4.0699183412657473e-18
6.79925,-2.3405168910080094e-17
6.7995,-3.3572065057133339e-16
6.79975,-1.7462520496296825e-16
6.8,-3.0161661037900169e-16
6.80025,-3.2351844548585562e-17
6.8005,-4.7560910801372487e-16
6.80075,2.3024551959405321e-17
6.801,-3.637018623026683e-16
6.80125,-4.0917188219414715e-16
6.8015,3.0527122160101185e-16
6.80175,-3.0856851897977967e-16
6.802,1.394081819158601e-16
6.80225,-6.2624223518789822e-17
6.8025,3.1361491191042107e-16
6.80275,3.7635004931552505e-17
6.803,-6.1907285791952944e-17
6.80325,-1.3208888342699986e-16
6.8035,3.106194176058436e-16
6.80375,1.7825315790346297e-17
6.804,6.4395818172303302e-17
6.80425,3.3347536448837962e-16
6.8045,2.5553648997362443e-16
6.80475,-5.0586670430540174e-17
6.805,-7.153915766474945e-17
6.80525,-3.4359477305546576e-17
6.8055,-1.9090408198913492e-16
6.80575,2.0016461382695377e-17
6.806,1.9815382627177786e-16
6.80625,3.2389598417293395e-18
6.8065,-1.1215706675877236e-16
6.80675,-1.7090134535182484e-16
6.807,-1.9735991104408342e-16
6.80725,-6.18524698016745e-16
6.8075,-1.5328128144176332e-17
6.80775,2.8414742193502291e-16
6.808,4.942522943794387e-17
6.80825,3.2266428265942025e-17
6.8085,2.3571535944175692e-16
6.80875,-4.367656034943709e-16
6.809,1.3771067739168008e-16
6.80925,-3.9640759082681814e-16
6.8095,-1.9372543705576233e-16
6.80975,7.497629157519487e-17
6.81,1.8369991277460206e-16
6.81025,-2.7884400004656181e-16
6.8105,-2.6930882829152804e-16
6.81075,-2.5164114496751527e-16
6.811,4.0189741037142348e-16
6.81125,2.8521564459091096e-16
6.8115,5.4354834418209248e-16
6.81175,-1.5724505258551481e-16
6.812,1.8757274015493749e-16
6.81225,-6.645789821490084e-17
6.8125,-9.275228872855739e-17
6.81275,2.7453390816971395e-16
6.813,8.6919206349445381e-17
6.81325,1.0830732821631185e-16
6.8135,2.6283159280623209e-16
6.81375,2.4797048979542862e-16
6.814,3.5886459740994654e-17
6.81425,-9.7857730434535405e-17
6.8145,-1.2966487155283703e-16
6.81475,-2.963404734130364e-16
6.815,-6.9579129194678942e-17
6.81525,3.8025461866778482e-17
6.8155,-5.9600193011413606e-17
6.81575,1.8277614493766989e-16
6.816,2.463180291931321e-17
6.81625,-1.4803464866849651e-16
6.8165,2.9829547412442471e-17
6.81675,-6.4810795262667525e-17
6.817,1.0285985332321919e-16
6.81725,2.8993162771875484e-16
6.8175,6.3765033628324251e-17
6.81775,-3.0586133580619968e-16
6.818,-4.0230493568340208e-16
6.81825,9.7063253965270785e-17
6.8185,4.3341176754623736e-17
6.81875,-4.4404416552310368e-16
6.819,1.774104314801269e-16
6.81925,-3.7546919881985759e-16
6.8195,-9.0425208040584751e-16
6.81975,-2.141942345355641e-16
6.82,-8.4675641518817257e-17
6.82025,3.9792598789553587e-16
6.8205,4.8380642675283229e-16
6.82075,-2.6631703671701192e-16
6.821,-1.4493518523916101e-16
6.82125,-2.818860470300023e-16
6.8215,5.9028553034970735e-16
6.82175,2.2908588568444101e-17
6.822,5.4362474216434331e-17
6.82225,-3.7823465475087199e-17
6.8225,-7.6457090645732517e-17
6.82275,3.3278454863604473e-16
6.823,-4.9012298231341654e-17
6.82325,-4.4304243866764682e-16
6.8235,1.7066136490870685e-16
6.82375,3.5814807429604894e-16
6.824,9.7711460703411144e-17
6.82425,-5.3409269924926817e-17
6.8245,-2.2666571734199947e-17
6.82475,-1.2402871494775569e-16
6.825,2.8401588416472985e-16
6.82525,4.8069740045824139e-16
6.8255,2.5424117477224851e-16
6.82575,-2.4961236095890736e-17
6.826,2.069973089969644e-16
6.82625,7.4792183101017684e-17
6.8265,-4.9748361488728175e-17
6.82675,-6.0500346397585851e-16
6.827,2.4474815013274534e-18
6.82725,-2.2652210893761109e-16
6.8275,1.8602805494374492e-16
6.82775,5.1265103433270522e-17
6.828,-1.1533647259381667e-16
6.82825,-4.672515907872391e-17
6.8285,-6.5690864261084571e-17
6.82875,-1.2737766632170296e-16
6.829,1.1358320621248304e-16
6.82925,4.4155950650308473e-16
6.8295,-2.8480082898258594e-16
6.82975,1.8533474457257825e-16
6.83,3.8618254644803032e-17
6.83025,-3.395289095870124e-19
6.8305,-1.5120258981481076e-16
6.83075,-1.2826117276619916e-16
6.831,7.7907337282046327e-17
6.83125,3.2189597447658803e-16
6.8315,-4.140031862403004e-16
6.83175,6.6327227230244099e-17
6.832,2.8438057688141511e-16
6.83225,-5.4728396336976811e-17
6.8325,-2.16342894935245e-16
6.83275,-1.7743993872779558e-16
6.833,-2.751574348143149e-16
6.83325,3.0242586886622586e-16
6.8335,1.1026902971989909e-16
6.83375,3.9387464532920416e-16
6.834,4.0701218164329453e-17
6.83425,-3.5855185056213929e-18
6.8345,5.2783225276720545e-17
6.83475,1.445478103179655e-16
6.835,-1.7559300510464039e-16
6.83525,-2.1371049394127312e-16
6.8355,-1.3430219116236947e-16
6.83575,1.7257763658864469e-16
6.836,9.5858637018447569e-17
6.83625,2.7535030239961338e-16
6.8365,1.559204623970477e-16
6.83675,-2.5834012934853219e-16
6.837,1.6580663828739628e-17
6.83725,-1.7178427827180896e-16
6.8375,-3.9685214197509815e-16
6.83775,4.4711741945067141e-17
6.838,7.933870556528388e-17
6.83825,3.9330434517842112e-17
6.8385,6.7670631288636147e-18
6.83875,3.7538862422456627e-16
6.839,8.8513917685599402e-17
6.83925,5.1108415756962213e-17
6.8395,-1.1088642532040775e-16
6.83975,-2.6841480239288421e-16
6.84,-2.0229746818725455e-17
6.84025,-7.9811256612471693e-17
6.8405,-3.1057037029258858e-16
6.84075,-5.1462388433639146e-17
6.841,3.7419018923411175e-16
6.84125,3.4483961971630473e-16
6.8415,9.8132284542393868e-17
6.84175,-9.2706093469092765e-17
6.842,-9.1376493755373248e-17
6.84225,3.2008070111123536e-16
6.8425,1.0776975451892436e-16
6.84275,-1.2994401143146164e-16
6.843,1.6753020888558739e-16
6.84325,3.1228352691309185e-16
6.8435,2.0825859012496791e-16
6.84375,-2.2396489050808431e-16
6.844,2.2446855278275012e-16
6.84425,-7.3374713369695494e-17
6.8445,-3.5657180177859707e-16
6.84475,2.4821545665136893e-16
6.845,-1.7521746827532386e-16
6.84525,4.3358830013869991e-16
6.8455,1.8422481453316334e-16
6.84575,-3.252366709983045e-17
6.846,-6.7575439219153503e-17
6.84625,-6.3922928765755649e-17
6.8465,-1.5136957422750324e-16
6.84675,-1.3496300460798265e-16
6.847,1.9653789138233671e-16
6.84725,-8.8784765512857989e-18
6.8475,-1.6126688505868459e-16
6.84775,2.8398043876517239e-17
6.848,-2.0307173100659815e-16
6.84825,1.2049852310491087e-16
6.8485,2.867411424704503e-16
6.84875,-1.7460005905966311e-17
6.849,1.9484987994362726e-16
6.84925,5.032643182066779e-16
6.8495,-2.6540872305519236e-17
6.84975,3.6019734237527853e-16
6.85,2.4963535010576667e-16
6.85025,1.2688911773644832e-16
6.8505,1.3641526421203418e-16
6.85075,-7.0745498764014841e-17
6.851,1.2379343576180708e-16
6.85125,1.0767430060740937e-16
6.8515,3.7386956085476504e-16
6.85175,-1.1988735137217848e-16
6.852,9.4975204199718194e-17
6.85225,4.0616360079155232e-16
6.8525,8.7094384946134236e-17
6.85275,-2.2866574661007788e-16
6.853,1.1103778038129792e-16
6.85325,5.7000558978889286e-17
6.8535,1.8567627331900161e-17
6.85375,5.5314937033389922e-16
6.854,2.497421442722311e-16
6.85425,-1.5142585608615407e-16
6.8545,-1.5692233741352501e-16
6.85475,-6.7420005599609524e-16
6.855,2.7696348169184817e-17
6.85525,-3.2478349462936206e-17
6.8555,-6.2635761261544281e-17
6.85575,-2.7179695237251579e-17
6.856,1.7660053831257187e-17
6.85625,8.3493555629144468e-17
6.8565,-3.565678517758808e-16
6.85675,4.9730044359460168e-17
6.857,2.442224852007475e-16
6.85725,3.2435763762465101e-16
6.8575,2.2088062338841381e-16
6.85775,1.911292970408965e-16
6.858,1.8843173116290771e-16
6.85825,-1.9293897782240969e-16
6.8585,-4.3428860693084786e-16
6.85875,-2.4263256753910289e-16
6.859,1.7970285870895534e-17
6.85925,1.4236464553182878e-16
6.8595,7.5632115371035646e-17
6.85975,1.3213770541039866e-17
6.86,-1.0322259463204698e-16
6.86025,3.2695087210664043e-16
6.8605,1.9619679944081986e-16
6.86075,4.1228513951385508e-16
6.861,1.0071127600686339e-16
6.86125,3.3935933103912331e-16
6.8615,5.6089230304610645e-17
6.86175,-1.4898431039915232e-16
6.862,2.027215303961119e-16
6.86225,3.943154599675646e-16
6.8625,-2.5817925580412928e-16
6.86275,2.0506858782838463e-16
6.863,-1.4090790509637e-16
6.86325,9.5511735164899607e-17
6.8635,-4.5545073668760067e-16
6.86375,7.5507172990811293e-17
6.864,2.9299570030799567e-16
6.86425,-3.7157813104814712e-16
6.8645,-4.0702558939793077e-17
6.86475,4.6132115182414875e-17
6.865,-3.2225924788457903e-16
6.86525,-1.8023087424288248e-16
6.8655,-2.9221953821672596e-16
6.86575,2.7456317733553886e-16
6.866,1.3793009287792971e-16
6.86625,4.501888460559014e-16
6.8665,-1.6740514013015493e-16
6.86675,3.5467740588860542e-16
6.867,-1.0119185140281731e-16
6.86725,-8.7122027032884548e-17
6.8675,3.0392130235338875e-16
6.86775,2.2640582450044188e-16
6.868,2.5125892752017419e-16
6.86825,3.6399061694538529e-16
6.8685,-5.8506193171751431e-17
6.86875,1.2953539894876356e-16
6.869,3.6106518334696455e-16
6.86925,5.9520702442134834e-16
6.8695,8.7516514014626326e-17
6.86975,-3.0266708515001687e-16
6.87,9.8452033748356291e-18
6.87025,3.0495034236917806e-16
6.8705,7.0862616734291574e-17
6.87075,-3.7527738555032599e-17
6.871,-1.2383641936328723e-17
6.87125,1.809568923576202e-16
6.8715,-9.2213813408465188e-17
6.87175,-1.2066513905094554e-16
6.872,3.7664922966071971e-17
6.87225,3.5047024119710994e-16
6.8725,3.9827931556834584e-16
6.87275,-1.058423337199585e-16
6.873,-3.0761201639557803e-16
6.87325,-2.576020012622816e-17
6.8735,1.4640792324721339e-16
6.87375,2.2476844463150142e-17
6.874,-6.1470125989546595e-16
6.87425,1.2524321323273678e-16
6.8745,-2.208265561320071e-16
6.87475,8.3812679549953545e-17
6.875,3.7852318943971795e-16
6.87525,4.4457836298271835e-17
6.8755,3.9147136921909622e-16
6.87575,6.1743167331533661e-16
6.876,2.816257781579876e-17
6.87625,-1.0337216183236076e-16
6.8765,8.0465240258201593e-17
6.87675,-3.8522415160590305e-17
6.877,2.7514582698873467e-16
6.87725,-5.8394769878212229e-17
6.8775,1.3232185216872744e-16
6.87775,-1.396639742088463e-16
6.878,3.3381602694170865e-17
6.87825,3.7678894150963335e-17
6.8785,-2.5714334053889555e-16
6.87875,-3.4684100160814418e-16
6.879,-8.3941664543345713e-17
6.87925,-2.1203611357748997e-16
6.8795,2.3668800852109546e-17
6.87975,-5.2459737636936931e-16
6.88,-1.3906283451374714e-16
6.88025,-8.6019400635210412e-17
6.8805,-6.1131401374982254e-18
6.88075,1.2423112859834067e-16
6.881,-1.2764576454405263e-16
6.88125,-1.0334439335289385e-17
6.8815,9.8676910238532183e-17
6.88175,2.4797592889922934e-16
6.882,-2.1294268884509122e-16
6.88225,2.3369959416869508e-16
6.8825,3.4519057320756967e-16
6.88275,1.3519926803552988e-16
6.883,-3.3809663275250134e-16
6.88325,1.5545428711080121e-16
6.8835,-9.4935647741953897e-17
6.88375,1.3588098262542575e-16
6.884,2.3273933212854565e-17
6.88425,4.9412128601926306e-17
6.8845,5.4740831027712643e-17
6.88475,1.9216239200621004e-16
6.885,-7.1194543406448253e-17
6.88525,-7.1156417881138083e-17
6.8855,1.8498418864549056e-16
6.88575,3.9233714976205663e-16
6.886,2.4825498083074551e-16
6.88625,-2.4060866819496745e-16
6.8865,-1.1658182516721091e-16
6.88675,-1.4505882176594629e-17
6.887,-1.4766848485839385e-17
6.88725,-2.9736279172464474e-16
6.8875,-2.9537546594587589e-16
6.88775,2.7135399762223349e-16
6.888,-8.622451272886435e-17
6.88825,-2.7062385172044701e-18
6.8885,2.3109690383642643e-16
6.88875,-1.8107445259602467e-16
6.889,9.8415531707763555e-17
6.88925,4.6652205463902284e-17
6.8895,1.0691931057055593e-16
6.88975,-2.834296067792826e-16
6.89,-1.0666165388546878e-16
6.89025,-6.7786975411554903e-16
6.8905,5.6688855555991384e-16
6.89075,2.448421652517266e-16
6.891,-6.9859961990788582e-17
6.89125,-6.0589880192266701e-17
6.8915,7.1887676862266917e-17
6.89175,1.5255174263312508e-16
6.892,1.4443084063895905e-16
6.89225,3.5456945499296613e-16
6.8925,6.4570084948003216e-16
6.89275,-1.6320253519938854e-16
6.893,-1.0202074727259028e-17
6.89325,3.8894031779824899e-16
6.8935,1.1066862308651694e-16
6.89375,3.3192749072384862e-16
6.894,-4.8196740528693846e-17
6.89425,1.0789520595742427e-16
6.8945,5.9648600692671568e-17
6.89475,1.5698352928233019e-16
6.895,-2.3606295412143688e-16
6.89525,3.2324407918021442e-16
6.8955,-5.6140583878379672e-16
6.89575,-1.811881377812073e-16
6.896,2.3243301044474308e-16
6.89625,-1.1183112890066413e-16
6.8965,2.8347046721111427e-16
6.89675,-9.4071359429346989e-17
6.897,-4.3207466641646749e-16
6.89725,-4.2293705566058745e-17
6.8975,5.7521404237172944e-16
6.89775,5.0994837472014255e-16
6.898,-3.0511719513112449e-16
6.89825,-3.8170081076995617e-16
6.8985,1.3939540925732019e-16
6.89875,-2.4961073611125514e-16
6.899,1.3872667193865991e-16
6.89925,7.6982125015049082e-17
6.8995,-2.9000942585623254e-16
6.89975,-7.8003338060393365e-17
6.9,2.3027696717209391e-16
6.90025,3.0336912393751026e-16
6.9005,1.818153683818651e-16
6.90075,-1.5301432444108737e-16
6.901,1.9444650445253741e-16
6.90125,4.3531848587526782e-16
6.9015,9.8475531312678983e-17
6.90175,1.5603150189847896e-16
6.902,-2.144528446627996e-16
6.90225,-4.4353583520766134e-16
6.9025,3.7249454153127288e-16
6.90275,-3.5306029037161927e-16
6.903,6.0241028882739979e-17
6.90325,-6.2058372272352516e-16
6.9035,-1.9843848912638319e-16
6.90375,-4.0060303360474619e-16
6.904,-4.0122516073352418e-16
6.90425,-9.9204467085283113e-17
6.9045,-8.5108406560719006e-17
6.90475,5.0248152045933433e-16
6.905,2.73892730073114e-16
6.90525,-6.4545814240050869e-17
6.9055,1.7701540876181236e-16
6.90575,1.1226352788125108e-16
6.906,5.353459325117031e-16
6.90625,-1.2170811520016113e-16
6.9065,-1.2433567360028278e-16
6.90675,-4.0498976492533995e-17
6.907,5.288982129269899e-16
6.90725,-1.1334873511798316e-16
6.9075,2.0273871652699613e-16
6.90775,-4.5394083186266102e-16
6.908,1.7683309019208212e-16
6.90825,3.2712119621585495e-16
6.9085,-6.3238151873073094e-16
6.90875,2.1736620411502356e-16
6.909,1.9854346092271503e-16
6.90925,1.1543565382467515e-16
6.9095,-2.1663456310798678e-16
6.90975,1.5106025951799177e-16
6.91,4.195518406819316e-17
6.91025,-3.3943789476288403e-16
6.9105,-4.3102018308516817e-17
6.91075,5.1576074733527059e-17
6.911,-3.8475441799680713e-17
6.91125,-3.4153712497148716e-16
6.9115,3.0278006161649092e-17
6.91175,-4.4862788719854858e-16
6.912,-1.0539970905471653e-16
6.91225,-2.33729702145062e-17
6.9125,-1.5400884333230766e-16
6.91275,1.5790198256585512e-16
6.913,1.4542659621834338e-16
6.91325,-7.3220171031451476e-17
6.9135,-5.4115260709621489e-16
6.91375,1.5440685356045896e-16
6.914,1.8702095089411192e-16
6.91425,-3.5829298711429495e-16
6.9145,4.8206528678171559e-17
6.91475,-1.8155163837199507e-16
6.915,9.1865461338043021e-17
6.91525,4.6768752751387317e-16
6.9155,5.707766787498361e-17
6.91575,8.3901379312869084e-17
6.916,-9.4028131813464227e-17
6.91625,3.1394596748408817e-16
6.9165,-3.5876791422764437e-16
6.91675,2.0424947712404024e-16
6.917,4.2096532125502186e-16
6.91725,5.3087629332537869e-16
6.9175,-1.0536672652332531e-16
6.91775,-3.2769340083149936e-16
6.918,2.4536866450171702e-16
6.91825,-3.0961652763612808e-16
6.9185,1.3983330115078885e-16
6.91875,-2.1396126127548708e-16
6.919,-1.6832833466111252e-16
6.91925,1.0936037698112765e-16
6.9195,1.5296940183821799e-16
6.91975,-4.7961736049957277e-18
6.92,-1.889991562372004e-16
6.92025,4.847941816646412e-17
6.9205,-1.1109824256358041e-16
6.92075,9.733398759384863e-17
6.921,2.0513367077423426e-16
6.92125,-1.2701901802425001e-16
6.9215,-1.4470257023976978e-16
6.92175,-2.5755658117531964e-16
6.922,-4.5686543276847293e-16
6.92225,-2.7297853750612937e-16
6.9225,-3.1640657867755848e-16
6.92275,-3.4394305242319139e-16
6.923,1.6501070285310737e-16
6.92325,3.0159863041235935e-16
6.9235,1.0123778731874499e-16
6.92375,-4.4572348137880505e-16
6.924,-2.4204389374788011e-16
6.92425,-4.3163969742902402e-16
6.9245,-1.8339205992700072e-16
6.92475,1.1347156710371487e-16
6.925,2.4741125107888841e-16
6.92525,4.689758341327023e-16
6.9255,4.1227714011499614e-16
6.92575,-1.7087908850844627e-16
6.926,5.3269471003228938e-16
6.92625,4.5973479556768387e-17
6.9265,-4.9060512176186698e-16
6.92675,6.2458960798765323e-17
6.927,2.6086392849260785e-16
6.92725,7.8309538783274245e-17
6.9275,-2.5408385726992031e-16
6.92775,-1.4946838879792385e-17
6.928,6.3302892053767857e-16
6.92825,-2.7021452078769382e-17
6.9285,7.6139078433805786e-17
6.92875,2.4507564436753395e-16
6.929,1.6944270978433349e-16
6.92925,-3.8955397415741418e-16
6.9295,7.7709387859717788e-16
6.92975,4.6970083015710221e-16
6.93,1.6717771960291139e-16
6.93025,-2.078830906885653e-16
6.9305,-4.278991511401502e-16
6.93075,2.3498291024966392e-16
6.931,1.2204229766898509e-16
6.93125,4.8048633921088509e-16
6.9315,-2.4169416112914378e-16
6.93175,2.3872095426016166e-16
6.932,-1.7734389014317276e-16
6.93225,-4.1266413974024376e-16
6.9325,-3.0342391902783991e-16
6.93275,3.4942862900193229e-16
6.933,1.2827605602058759e-16
6.93325,-1.3957400721713623e-16
6.9335,9.8958801106660181e-17
6.93375,-1.9449084796008523e-16
6.934,-2.7789530100303925e-16
6.93425,-3.6364938688308722e-17
6.9345,-6.5883705385333157e-17
6.93475,4.0958618812217007e-16
6.935,2.0832529179943485e-16
6.93525,-2.8355704102541091e-16
6.9355,2.4703241098809236e-16
6.93575,3.7248748535216439e-17
6.936,7.6358164198166235e-17
6.93625,-1.3341234892900364e-16
6.9365,1.0879297959355683e-16
6.93675,-1.1834117467838422e-16
6.937,-2.8052447010657068e-16
6.93725,-1.4741508853470232e-17
6.9375,3.7016342194698845e-16
6.93775,-6.181464348762574e-17
6.938,-5.5364415969925201e-16
6.93825,4.0041586615026004e-16
6.9385,1.357374201447866e-16
6.93875,-9.8554326350657226e-17
6.939,2.3711210395093371e-16
6.93925,-3.2947109097416883e-16
6.9395,2.1323670069695675e-16
6.93975,-2.6903121308643933e-16
6.94,6.0933029082936337e-17
6.94025,-8.6630658168570594e-17
6.9405,-1.7141405627375173e-16
6.94075,-3.324286089174141e-16
6.941,5.5385428068666618e-16
6.94125,-2.4687437710672435e-16
6.9415,-4.6864218648572353e-16
6.94175,7.1161160694321073e-17
6.942,-1.4290644450706376e-16
6.94225,-1.1859229346738826e-16
6.9425,-1.5228078018099182e-16
6.94275,5.1287211863465217e-16
6.943,-1.1757130780203038e-16
6.94325,-5.977349635788758e-16
6.9435,1.4700879123120223e-16
6.94375,4.2758047133676154e-16
6.944,-9.7034848170827209e-18
6.94425,-1.0841915995370575e-16
6.9445,4.051156634058194e-16
6.94475,5.0783443851419981e-17
6.945,-2.111886506372469e-16
6.94525,-5.6814012945048213e-16
6.9455,3.450055683665832e-17
6.94575,1.4456018683893485e-16
6.946,2.6958995455584963e-16
6.94625,-3.1006703841312895e-16
6.9465,-1.8712771231073355e-16
6.94675,-1.4990727535499407e-16
6.947,-1.7565688287000091e-16
6.94725,5.9335105046563745e-16
6.9475,-1.3687858409841302e-17
6.94775,5.5937342806027301e-16
6.948,2.0454218151197126e-16
6.94825,-4.6493749060223592e-16
6.9485,6.1692752141430481e-17
6.94875,4.7335823348228919e-16
6.949,2.3360643976864188e-17
6.94925,-3.0791309970815725e-16
6.9495,-3.0471514473652562e-16
6.94975,7.2398630154331005e-16
6.95,2.6041991670801685e-16
6.95025,-2.33066420580353e-16
6.9505,-4.5104224119820154e-16
6.95075,-5.5716101874297971e-16
6.951,1.2333507557215216e-16
6.95125,-3.1449756741100764e-16
6.9515,7.2801338288752376e-17
6.95175,2.64668976968039e-16
6.952,4.7346209140573783e-16
6.95225,4.2444912470778816e-16
6.9525,2.9955851834750019e-16
6.95275,-8.6650619323479938e-17
6.953,1.5209761625415215e-16
6.95325,2.4311834158320449e-16
6.9535,-2.5958378555349348e-16
6.95375,7.1796248914781137e-17
6.954,5.445474445648917e-17
6.95425,3.6672673057223989e-16
6.9545,2.1811811175451084e-16
6.95475,2.5416476630989436e-16
6.955,-4.1533435669728186e-16
6.95525,-2.5576450014746474e-16
6.9555,-3.7332401259925604e-16
6.95575,-6.0967788071928699e-16
6.956,2.5814699139089363e-16
6.95625,1.4539043369053162e-16
6.9565,-4.5283772966310181e-17
6.95675,5.2805227658093504e-17
6.957,4.6136139215959588e-16
6.95725,2.2670054381756107e-16
6.9575,-7.6334188079962067e-17
6.95775,-4.3030365005126733e-16
6.958,1.8734856041368163e-16
6.95825,1.3165936458602956e-16
6.9585,-2.5637118612767252e-18
6.95875,-3.1779187798883343e-16
6.959,1.1039840598691116e-16
6.95925,7.3135347075347094e-16
6.9595,5.2951721801744171e-17
6.95975,-7.1322347079993249e-17
6.96,2.1396051076269699e-16
6.96025,2.310725461652835e-16
6.9605,8.664375327183414e-16
6.96075,5.6647431127388594e-17
6.961,2.6800777443927648e-16
6.96125,2.2191543266344165e-16
6.9615,-4.1524698869065142e-17
6.96175,-3.5532008962094633e-16
6.962,1.2771349107904297e-16
6.96225,-4.2386223016307576e-17
6.9625,-2.0207157536679331e-16
6.96275,-1.760313684783997e-16
6.963,4.3594007671505162e-16
6.96325,-2.2697235687166912e-16
6.9635,1.2022924799621956e-16
6.96375,1.3520895262777108e-16
6.964,7.2312631886894312e-16
6.96425,-2.4435534310619374e-16
6.9645,8.9104314548243992e-16
6.96475,2.6795974801498404e-16
6.965,2.5534811928879293e-16
6.96525,-1.5133254806064598e-16
6.9655,2.1102508720489921e-16
6.96575,3.7093388480233984e-16
6.966,2.0362451713696675e-16
6.96625,3.0567532967375111e-17
6.9665,-2.1567338809772809e-16
6.96675,-1.1130959044969578e-16
6.967,-6.0750400688048404e-17
6.96725,1.6385301692336872e-16
6.9675,-4.0926774044101191e-16
6.96775,5.8364491109391195e-17
6.968,1.3467257761588094e-16
6.96825,3.5976145057987315e-16
6.9685,-5.150707414064659e-17
6.96875,-1.1118112890049892e-16
6.969,6.6378964225118829e-16
6.96925,-9.3492823654085312e-17
6.9695,-3.4623557381889141e-16
6.96975,2.5356461228581345e-17
6.97,-7.4307820862213764e-16
6.97025,-2.5369530777750807e-16
6.9705,6.2067107968559928e-17
6.97075,-4.0241245321403825e-16
6.971,-7.6336544352508496e-19
6.97125,4.6334117917703835e-16
6.9715,8.6860444468332588e-17
6.97175,-3.6346995054072054e-16
6.972,3.0913718126401751e-16
6.97225,-1.4061050768102624e-16
6.9725,-4.3113514553105981e-16
6.97275,-1.7959244767945161e-16
6.973,3.9599622957111981e-16
6.97325,-3.9947732456390514e-17
6.9735,1.4854531637261331e-16
6.97375,9.997247191101537e-18
6.974,-3.9020336445850563e-17
6.97425,-2.9922481582445192e-16
6.9745,-2.755391218787637e-16
6.97475,-2.9995779641275389e-16
6.975,2.2227436186355502e-16
6.97525,1.2056942736621403e-16
6.9755,-3.6505006014200428e-17
6.97575,-6.8378597895222267e-17
6.976,-3.1939770374593534e-17
6.97625,-1.2075626411267668e-16
6.9765,-1.3074408292002375e-16
6.97675,-1.4708819201126963e-16
6.977,9.0525143826909748e-17
6.97725,1.1241548857563273e-16
6.9775,-6.8743203973242128e-16
6.97775,-4.1280212184381479e-16
6.978,2.2806695180865624e-16
6.97825,-4.5633150656429982e-16
6.9785,-4.9480545113611736e-16
6.97875,-1.9519457885630597e-16
6.979,-2.223666586324197e-16
6.97925,-2.1858041760492976e-16
6.9795,-5.0239970714727977e-16
6.97975,-4.0789114236500558e-16
6.98,7.0035220249840426e-16
6.98025,1.5634700373852672e-16
6.9805,-4.0715708452670863e-17
6.98075,7.5118155983785243e-16
6.981,4.2830650390586944e-16
6.98125,1.522229444375967e-16
6.9815,-5.4841188155496261e-16
6.98175,7.2835927174842207e-17
6.982,1.7235553432459149e-16
6.98225,-3.7762075798525075e-16
6.9825,-2.1744553676855681e-16
6.98275,-3.044745012388865e-16
6.983,-4.0799929377319695e-16
6.98325,3.6144816460673023e-16
6.9835,-1.4603534959762493e-16
6.98375,3.1982924797213577e-16
6.984,-2.1750950898254673e-16
6.98425,-2.1395683805307396e-18
6.9845,-1.1906279473987508e-17
6.98475,7.8576915601191636e-17
6.985,-1.9118168051405155e-16
6.98525,-2.7061550090406585e-17
6.9855,3.5872436128250703e-16
6.98575,2.4595834969485426e-16
6.986,3.7619924139321771e-16
6.98625,3.6505660938274028e-16
6.9865,2.4042163822979566e-16
6.98675,1.3640554462980512e-16
6.987,-5.8368423382982166e-16
6.98725,-3.2333381452606191e-16
6.9875,-1.0395306068265526e-17
6.98775,-3.6634933413482565e-17
6.988,-4.9828139948191898e-16
6.98825,-1.3849821906689463e-16
6.9885,2.62398364245665e-17
6.98875,2.3015171244166718e-16
6.989,-1.3901509640049603e-16
6.98925,-4.2794348396443088e-17
6.9895,-5.6165878721301079e-17
6.98975,-2.7262961876934891e-16
6.99,1.6359549525686584e-16
6.99025,2.6766847339235132e-16
6.9905,2.4827711355263113e-16
6.99075,-4.6554851175170717e-16
6.991,2.7927685728249068e-16
6.99125,4.8515636480675239e-16
6.9915,1.8486118455144949e-16
6.99175,1.5996368679988742e-16
6.992,-1.1735566094127309e-16
6.99225,-1.4536932059663454e-16
6.9925,-1.7813279354800283e-16
6.99275,-4.1397326706127807e-16
6.993,1.1223950082360953e-17
6.99325,-5.2338977273700744e-17
6.9935,-1.7991811362136878e-16
6.99375,2.9161787376390849e-16
6.994,-7.5453729215734572e-17
6.99425,3.8809130579783866e-18
6.9945,2.8993308978998594e-16
6.99475,-3.5245013464113752e-16
6.995,6.9681271054119598e-17
