Physical Time (s),aphi_vol Monitor (W): cv1,aphi_vol Monitor (W): cv2,aphi_vol Monitor (W): cv3,aphi_vol Monitor (W): cv4,aphi_vol Monitor (W): cv5,aphi_vol Monitor (W): cv6,aphi_vol Monitor (W): cv7
5.89475,7.35907799712208e-07,1.7492627523310535e-07,1.2211736103221559e-07,8.6938524809862762e-08,6.5565863052900343e-08,8.999481852228317e-08,6.6441410925286031e-08
5.895,7.3593855653417065e-07,1.7499114261404184e-07,1.2207391084243446e-07,8.6935286665545705e-08,6.5566354687415405e-08,8.9991358945543676e-08,6.6440590443386041e-08
5.89525,7.3596887182378822e-07,1.750559440773598e-07,1.220308437054029e-07,8.6932064639163565e-08,6.5566903004273453e-08,8.9988045266382402e-08,6.6439760473943688e-08
5.8955,7.3599871189804329e-07,1.7512066917327831e-07,1.2198815443654802e-07,8.6928873030867296e-08,6.5567496176433264e-08,8.9984861345797277e-08,6.6438925951526951e-08
5.89575,7.3602803875365983e-07,1.7518534936546701e-07,1.2194582102110813e-07,8.6925694999191996e-08,6.5568132684794597e-08,8.9981828196133261e-08,6.6438081365959028e-08
5.896,7.3605682061219295e-07,1.7525003396923833e-07,1.2190385539102094e-07,8.6922508441471235e-08,6.5568796308109132e-08,8.9978972694824057e-08,6.6437234300472447e-08
5.89625,7.36085101322627e-07,1.7531468553073171e-07,1.2186224850073492e-07,8.691932728488821e-08,6.5569461906442939e-08,8.9976318792783054e-08,6.6436383963894906e-08
5.8965,7.3611285078943456e-07,1.7537932033379736e-07,1.2182104951805248e-07,8.691614663356051e-08,6.557012989472285e-08,8.9973857245992469e-08,6.643552731594827e-08
5.89675,7.3614009006154402e-07,1.7544393542029931e-07,1.2178028240377445e-07,8.6912948904052057e-08,6.5570811080395842e-08,8.997156239194461e-08,6.6434669901061846e-08
5.897,7.3616681680046281e-07,1.7550847230901533e-07,1.2173996468998465e-07,8.6909742905711253e-08,6.5571512900026164e-08,8.9969436478006285e-08,6.6433806891951947e-08
5.89725,7.3619305335376261e-07,1.7557287535773555e-07,1.2170009040834616e-07,8.6906561123254882e-08,6.5572214545813561e-08,8.9967491209409674e-08,6.6432922593454515e-08
5.8975,7.3621875325650316e-07,1.7563716380925849e-07,1.216606795781891e-07,8.690343209092491e-08,6.5572910615016427e-08,8.9965715566474762e-08,6.6432021370530492e-08
5.89775,7.3624390208476963e-07,1.7570132130287219e-07,1.2162174751230939e-07,8.6900347468452291e-08,6.557360732900764e-08,8.9964103109443632e-08,6.6431109202381972e-08
5.898,7.3626848341189049e-07,1.7576532034719209e-07,1.2158327606906953e-07,8.6897306150830838e-08,6.5574309497324236e-08,8.9962641653462537e-08,6.6430175734569041e-08
5.89825,7.362924528335937e-07,1.7582922393639508e-07,1.2154525965702912e-07,8.6894304979780667e-08,6.5575029667225285e-08,8.9961328934760301e-08,6.6429211214566048e-08
5.8985,7.3631591324719012e-07,1.7589297575899405e-07,1.2150770556838364e-07,8.6891323812287564e-08,6.5575783566266392e-08,8.996017065452192e-08,6.6428199753981876e-08
5.89875,7.3633885768478852e-07,1.7595654472439169e-07,1.2147062587914733e-07,8.6888342609093319e-08,6.5576566708982849e-08,8.9959191321867236e-08,6.6427141192556925e-08
5.899,7.3636123012647666e-07,1.760199312314846e-07,1.2143402880854242e-07,8.6885365913960714e-08,6.5577323626649003e-08,8.9958419874483315e-08,6.642604394014442e-08
5.89925,7.3638305194025304e-07,1.7608313836951391e-07,1.2139791185096673e-07,8.6882398995233099e-08,6.5578017203196827e-08,8.9957861566621528e-08,6.6424910124286116e-08
5.8995,7.3640438565215415e-07,1.7614610494672206e-07,1.213622272838418e-07,8.6879451111102865e-08,6.5578647423050378e-08,8.9957496675768406e-08,6.6423745498397192e-08
5.89975,7.3642523408049196e-07,1.7620885977310048e-07,1.2132692959720857e-07,8.6876538758352233e-08,6.5579221585660221e-08,8.9957298851493302e-08,6.6422534584905435e-08
5.9,7.364455855439575e-07,1.7627144194358622e-07,1.2129202681004867e-07,8.687365203790525e-08,6.5579736978776816e-08,8.9957264939951993e-08,6.6421268920123555e-08
5.90025,7.3646544272098075e-07,1.7633384950710007e-07,1.2125751037503917e-07,8.6870792858362659e-08,6.5580194901463931e-08,8.9957397110075399e-08,6.6419943343008626e-08
5.9005,7.3648479642372248e-07,1.7639602187700816e-07,1.2122342646946074e-07,8.6867961816510351e-08,6.5580603735821266e-08,8.9957688584871284e-08,6.6418572347543643e-08
5.90075,7.365036204307628e-07,1.7645791608125221e-07,1.2118981863049124e-07,8.686513368814837e-08,6.5580973891680628e-08,8.9958146457107396e-08,6.6417164070671179e-08
5.901,7.3652190544056196e-07,1.7651951725227581e-07,1.2115665741442816e-07,8.6862338210447793e-08,6.5581313197506279e-08,8.9958782619907172e-08,6.6415709337214835e-08
5.90125,7.3653968167841686e-07,1.7658080117304682e-07,1.2112397187861652e-07,8.685955885953331e-08,6.558161425431979e-08,8.9959616896659803e-08,6.6414193080289314e-08
5.9015,7.3655700216997998e-07,1.7664171500196152e-07,1.2109182856008674e-07,8.685677254026701e-08,6.5581864108636006e-08,8.9960644768718425e-08,6.6412597604070183e-08
5.90175,7.3657384033119342e-07,1.7670228851252098e-07,1.2106021393865701e-07,8.6853974259451409e-08,6.5582079065927095e-08,8.9961865054332235e-08,6.6410914950627979e-08
5.902,7.3659019242890229e-07,1.7676263216683602e-07,1.2102909473256744e-07,8.6851149155985907e-08,6.5582302721401161e-08,8.9963247533412162e-08,6.6409148160358163e-08
5.90225,7.3660608617739529e-07,1.7682270891462186e-07,1.2099850167970707e-07,8.6848270825474236e-08,6.5582551544663796e-08,8.9964774282336409e-08,6.6407306438799984e-08
5.9025,7.3662154944051388e-07,1.7688249749045483e-07,1.2096842032078352e-07,8.6845366983300867e-08,6.5582827754234685e-08,8.9966409030816952e-08,6.6405389648143258e-08
5.90275,7.3663651587598207e-07,1.7694203228543158e-07,1.2093881427043105e-07,8.6842495028622805e-08,6.5583108006823744e-08,8.9968115935288707e-08,6.6403402520488754e-08
5.903,7.3665093459437146e-07,1.7700133742409832e-07,1.2090964964072067e-07,8.6839696165175419e-08,6.5583370110064339e-08,8.9969888987548403e-08,6.6401350296268791e-08
5.90325,7.3666482491354574e-07,1.7706040132905377e-07,1.2088091267300228e-07,8.6836971774916522e-08,6.5583651237854321e-08,8.9971701505676241e-08,6.639923628104493e-08
5.9035,7.3667823654014964e-07,1.7711914884499363e-07,1.2085263174293706e-07,8.6834291030358447e-08,6.5583974907709105e-08,8.997353391857496e-08,6.6397065438858444e-08
5.90375,7.3669116299167366e-07,1.771775806306054e-07,1.2082481434837172e-07,8.6831624176893929e-08,6.5584323417066537e-08,8.997539081343194e-08,6.6394838797335474e-08
5.904,7.3670354544368085e-07,1.7723572289749579e-07,1.2079745286931777e-07,8.6828956609986398e-08,6.5584690807398517e-08,8.9977269351243793e-08,6.6392548678483614e-08
5.90425,7.3671539021425804e-07,1.7729353249975965e-07,1.2077056579705091e-07,8.6826277597937245e-08,6.5585080888090924e-08,8.9979159764049403e-08,6.6390161632300714e-08
5.9045,7.3672673351156339e-07,1.7735092901818552e-07,1.2074417067737957e-07,8.682361790484559e-08,6.5585488095111038e-08,8.9981049194124436e-08,6.6387677448325782e-08
5.90475,7.3673760784955257e-07,1.7740786064232908e-07,1.2071830046014449e-07,8.682097889311504e-08,6.5585909333692868e-08,8.9982950432079192e-08,6.6385106152081373e-08
5.905,7.3674800173354814e-07,1.77464329125738e-07,1.2069296598301012e-07,8.6818328154756363e-08,6.5586335822771422e-08,8.9984896161757698e-08,6.6382440821798711e-08
5.90525,7.3675786853368278e-07,1.7752042773676342e-07,1.2066818535292463e-07,8.6815673584456657e-08,6.5586776537097462e-08,8.9986896707938825e-08,6.6379684304540857e-08
5.9055,7.3676717852599976e-07,1.7757621409016868e-07,1.2064393869988725e-07,8.681302571105709e-08,6.5587245191256657e-08,8.9988953726927197e-08,6.6376843323073638e-08
5.90575,7.3677596063929401e-07,1.7763163224052591e-07,1.2062016917133844e-07,8.6810408539448476e-08,6.5587738669922865e-08,8.9991081143370111e-08,6.6373930692060957e-08
5.906,7.3678425869987955e-07,1.776866084950235e-07,1.2059687745182014e-07,8.6807826554382107e-08,6.5588251033179805e-08,8.9993287235624475e-08,6.6370947897701491e-08
5.90625,7.3679204256491234e-07,1.7774114173717384e-07,1.205740709504351e-07,8.6805271348894438e-08,6.5588783706832371e-08,8.9995592327557801e-08,6.6367870812630989e-08
5.9065,7.3679931387658797e-07,1.7779520926325437e-07,1.2055174563359529e-07,8.6802739770265867e-08,6.5589329753100456e-08,8.9997998746221444e-08,6.636468784438474e-08
5.90675,7.3680619034967499e-07,1.7784871891827663e-07,1.2052991097778863e-07,8.6800206785113346e-08,6.5589912736335368e-08,9.0000489957914707e-08,6.636139465842745e-08
5.907,7.36812706089544e-07,1.7790168857550535e-07,1.2050859549849927e-07,8.6797639809726488e-08,6.5590548334015329e-08,9.0003042603684202e-08,6.6358005667741784e-08
5.90725,7.3681885548718538e-07,1.7795413904959776e-07,1.2048777523042554e-07,8.6795027229825128e-08,6.5591213997839752e-08,9.0005666258560657e-08,6.635451776397407e-08
5.9075,7.3682458955531483e-07,1.7800614057425792e-07,1.2046741277611901e-07,8.6792384031225754e-08,6.5591907121209187e-08,9.0008355488574995e-08,6.6350916148382526e-08
5.90775,7.3682986873704975e-07,1.7805767680922418e-07,1.2044744637029188e-07,8.6789720431571865e-08,6.5592633781910979e-08,9.0011114548270372e-08,6.6347206402867661e-08
5.908,7.368346972785083e-07,1.781086704891711e-07,1.2042784387778248e-07,8.6787079962266238e-08,6.5593381412798598e-08,9.0013949724832352e-08,6.6343402371516872e-08
5.90825,7.3683911150200157e-07,1.7815905765117709e-07,1.2040862159591484e-07,8.6784473751526435e-08,6.5594137905327918e-08,9.0016861355867251e-08,6.6339513823898337e-08
5.9085,7.3684312543926655e-07,1.7820890833142813e-07,1.2038981881559252e-07,8.6781891260188739e-08,6.5594885931269374e-08,9.0019859793314302e-08,6.6335529054524521e-08
5.90875,7.3684674509651277e-07,1.7825824942636964e-07,1.2037147565557628e-07,8.6779323952771954e-08,6.5595627185765096e-08,9.0022948314661022e-08,6.6331455094124375e-08
5.909,7.3684997036787094e-07,1.7830704477236814e-07,1.2035356850191569e-07,8.6776779744283089e-08,6.5596381750933572e-08,9.0026113256900647e-08,6.6327284702698209e-08
5.90925,7.3685282096011295e-07,1.7835527864766965e-07,1.2033610663812465e-07,8.6774242505208048e-08,6.5597172363214574e-08,9.0029347406128508e-08,6.6323014316629957e-08
5.9095,7.3685531724909005e-07,1.7840286978366306e-07,1.2031916795581509e-07,8.6771657312471676e-08,6.5598020143139366e-08,9.0032658514163041e-08,6.6318623414982374e-08
5.90975,7.3685746564709671e-07,1.7844977127234346e-07,1.2030277205426999e-07,8.6769040627630993e-08,6.5598925528410714e-08,9.0036051245193856e-08,6.6314112403650907e-08
5.91,7.3685920970204064e-07,1.7849607461663518e-07,1.2028688081649499e-07,8.6766423815978651e-08,6.5599885703242776e-08,9.0039500849302192e-08,6.6309485392128014e-08
5.91025,7.3686057427391353e-07,1.7854182996343102e-07,1.2027151533036201e-07,8.6763828242417422e-08,6.5600891581811335e-08,9.0042996587475576e-08,6.6304759835818797e-08
5.9105,7.3686161205719925e-07,1.7858693839653302e-07,1.2025671920044765e-07,8.6761239407210519e-08,6.5601901782325763e-08,9.0046561220972507e-08,6.6299956329087948e-08
5.91075,7.368623277390044e-07,1.7863129276215218e-07,1.2024250111142336e-07,8.6758683748917525e-08,6.5602875573468032e-08,9.0050210596856178e-08,6.6295075480608459e-08
5.911,7.3686269215968569e-07,1.7867487088053382e-07,1.2022881430541443e-07,8.675619047412705e-08,6.560380965232398e-08,9.0053974769473388e-08,6.6290113862578787e-08
5.91125,7.3686269424446395e-07,1.7871779857494644e-07,1.2021556219274261e-07,8.6753742602641417e-08,6.5604731396826969e-08,9.0057876167229713e-08,6.6285067352305189e-08
5.9115,7.3686236334063604e-07,1.7876007085508504e-07,1.2020272357973797e-07,8.6751323789718225e-08,6.5605664788285995e-08,9.0061887051490884e-08,6.6279929712292031e-08
5.91175,7.3686175000390148e-07,1.7880166065806614e-07,1.2019030221954819e-07,8.6748937860514298e-08,6.5606608033166628e-08,9.0065986024997156e-08,6.6274718153699739e-08
5.912,7.3686086844813635e-07,1.7884262011301622e-07,1.2017828946947536e-07,8.6746588824259266e-08,6.5607561678215506e-08,9.0070180611687149e-08,6.6269449551039491e-08
5.91225,7.3685967826189077e-07,1.7888298740169117e-07,1.2016667719613825e-07,8.6744257691070893e-08,6.560853270045261e-08,9.0074483719422691e-08,6.6264141181970641e-08
5.9125,7.3685822083622888e-07,1.7892270357458943e-07,1.2015547551357422e-07,8.6741953523588213e-08,6.5609501596840517e-08,9.0078904698499014e-08,6.6258796715435512e-08
5.91275,7.3685649418137859e-07,1.789617263725338e-07,1.2014472299952875e-07,8.6739676614526411e-08,6.5610464875073727e-08,9.0083444370308454e-08,6.6253438100523069e-08
5.913,7.3685448484310065e-07,1.7900004805055134e-07,1.2013442387296802e-07,8.6737415229033462e-08,6.5611432662576617e-08,9.0088098192118829e-08,6.6248084288049686e-08
5.91325,7.3685216978019412e-07,1.7903769522800258e-07,1.2012455986871317e-07,8.6735173843292325e-08,6.5612408010489342e-08,9.0092851327971025e-08,6.6242763580966895e-08
5.9135,7.368495887490274e-07,1.7907474781036676e-07,1.201151041859395e-07,8.6732992834638272e-08,6.5613362470373591e-08,9.0097699669751794e-08,6.6237486155727049e-08
5.91375,7.3684676300269271e-07,1.7911121995608446e-07,1.2010599607759318e-07,8.6730886840185236e-08,6.5614282205477049e-08,9.0102660957768417e-08,6.623225455530751e-08
5.914,7.3684369459628259e-07,1.7914695429849044e-07,1.2009725241954289e-07,8.6728833306141541e-08,6.5615188471205106e-08,9.0107742759846475e-08,6.6227067134944147e-08
5.91425,7.3684035817008205e-07,1.7918192401195924e-07,1.2008895952556424e-07,8.6726816197319078e-08,6.5616087592462192e-08,9.0112924726120949e-08,6.6221931006741188e-08
5.9145,7.3683671274044154e-07,1.7921614161807964e-07,1.2008117053639103e-07,8.6724850461207881e-08,6.5616979599094996e-08,9.0118178944264386e-08,6.6216861622495315e-08
5.91475,7.36832752595609e-07,1.7924965619709542e-07,1.2007383899237609e-07,8.6722959617864489e-08,6.5617857338725282e-08,9.0123503644755144e-08,6.6211861580248058e-08
5.915,7.368284649850143e-07,1.7928249142154621e-07,1.2006692782189927e-07,8.6721132338016705e-08,6.5618715544172808e-08,9.0128913126193061e-08,6.6206919917962628e-08
5.91525,7.3682387003853604e-07,1.7931463116495321e-07,1.2006041601226803e-07,8.6719348907839327e-08,6.5619547514639602e-08,9.0134404172627526e-08,6.6202026084858528e-08
5.9155,7.3681895341984301e-07,1.7934611552940556e-07,1.2005427352527235e-07,8.6717636876429966e-08,6.562037191605885e-08,9.013994409852856e-08,6.6197199881403084e-08
5.91575,7.3681369574180658e-07,1.7937693352746483e-07,1.2004847595469112e-07,8.6716003668101027e-08,6.5621206596767384e-08,9.014551836112002e-08,6.6192425059850046e-08
5.916,7.3680808661034186e-07,1.7940708176241964e-07,1.2004302494416343e-07,8.6714459604008807e-08,6.5622054070682081e-08,9.0151134226456926e-08,6.6187700544153825e-08
5.91625,7.36802145924306e-07,1.7943653582719208e-07,1.2003795304099072e-07,8.6713017868036756e-08,6.5622913778490055e-08,9.0156808053205272e-08,6.618302194341066e-08
5.9165,7.3679587008437521e-07,1.7946531071596104e-07,1.2003326952814132e-07,8.6711679337369414e-08,6.5623773729061775e-08,9.0162555619937338e-08,6.6178388900595436e-08
5.91675,7.3678928588038717e-07,1.7949340986359361e-07,1.2002896326722163e-07,8.6710448586551427e-08,6.5624616967841051e-08,9.0168388776306022e-08,6.6173795949834046e-08
5.917,7.3678239760224569e-07,1.795209033071504e-07,1.2002504556574114e-07,8.6709335769872623e-08,6.5625440683494008e-08,9.0174296547735773e-08,6.6169264667149334e-08
5.91725,7.3677518218016375e-07,1.7954771913867457e-07,1.2002151030740118e-07,8.6708346690642391e-08,6.5626274018628143e-08,9.0180239493089243e-08,6.616481602457791e-08
5.9175,7.3676765075238088e-07,1.7957372761680604e-07,1.2001838214729397e-07,8.6707494019402377e-08,6.5627141753887902e-08,9.0186181408289699e-08,6.6160459201433794e-08
5.91775,7.3675979667187706e-07,1.7959893966761714e-07,1.2001561808629233e-07,8.6706787451823843e-08,6.5628021801106722e-08,9.0192124030326471e-08,6.6156195819801559e-08
5.918,7.3675162452828571e-07,1.7962342349572242e-07,1.2001313286215307e-07,8.6706238475519253e-08,6.5628895912082644e-08,9.0198067987579354e-08,6.6152043361366496e-08
5.91825,7.3674308992621041e-07,1.7964729959862714e-07,1.2001087409439046e-07,8.6705848138810317e-08,6.5629765091842876e-08,9.0204015082025592e-08,6.6148000603027668e-08
5.9185,7.3673417341498267e-07,1.7967060317767637e-07,1.2000888122921367e-07,8.6705625231358273e-08,6.5630619260315891e-08,9.020997293747087e-08,6.6144082251834204e-08
5.91875,7.3672489004009012e-07,1.7969324846772952e-07,1.200072264369052e-07,8.6705573285613907e-08,6.5631459589021164e-08,9.0215923111799009e-08,6.6140287535822604e-08
5.919,7.3671524623753833e-07,1.7971511173763083e-07,1.2000593444543212e-07,8.6705694039992909e-08,6.5632295304939908e-08,9.0221821103370417e-08,6.6136615747700134e-08
5.91925,7.3670528335860969e-07,1.7973616251618783e-07,1.2000500691811557e-07,8.6705984595950892e-08,6.5633119952237719e-08,9.0227676336403233e-08,6.6133070875888266e-08
5.9195,7.3669502140211017e-07,1.7975643664949079e-07,1.2000441853652356e-07,8.6706447062461919e-08,6.5633926490014714e-08,9.0233520273263236e-08,6.6129629725640581e-08
5.91975,7.3668444343696998e-07,1.7977598256877433e-07,1.2000416460674331e-07,8.6707075828156558e-08,6.563471506445041e-08,9.0239369090463496e-08,6.6126278985952275e-08
5.92,7.3667347341348601e-07,1.7979490733884013e-07,1.2000425638167137e-07,8.670786311072832e-08,6.563549229560803e-08,9.024522751723764e-08,6.6123008578593468e-08
5.92025,7.3666213002110333e-07,1.7981323393658772e-07,1.2000469721486177e-07,8.6708814138852284e-08,6.5636255601926035e-08,9.0251109242349576e-08,6.611981178575668e-08
5.9205,7.3665043877681844e-07,1.7983098576199112e-07,1.20005494021426e-07,8.6709942777768484e-08,6.5636998595281507e-08,9.025701182968587e-08,6.6116684603613057e-08
5.92075,7.3663838340814258e-07,1.798481609544884e-07,1.200066275630224e-07,8.6711252039419327e-08,6.5637718396331565e-08,9.0262921439588894e-08,6.6113619390353281e-08
5.921,7.3662593747866957e-07,1.7986466426498023e-07,1.2000810487435644e-07,8.6712746746502705e-08,6.5638418357997499e-08,9.0268830516089106e-08,6.6110603542676782e-08
5.92125,7.3661311852279669e-07,1.7988038320947819e-07,1.200099687671639e-07,8.6714431256163998e-08,6.5639103615007528e-08,9.0274731947386059e-08,6.6107619381695009e-08
5.9215,7.3659993144418697e-07,1.7989527313575344e-07,1.2001225492215418e-07,8.6716294590220844e-08,6.5639753922792939e-08,9.0280646031914705e-08,6.6104665566844438e-08
5.92175,7.3658638779393068e-07,1.7990935564509872e-07,1.2001496443229553e-07,8.6718324930493784e-08,6.5640366793484532e-08,9.0286589432977724e-08,6.6101733504090366e-08
5.922,7.365724979894223e-07,1.7992262995293159e-07,1.2001807736411175e-07,8.6720525509064125e-08,6.5640935177479966e-08,9.0292554270708841e-08,6.6098810734151369e-08
5.92225,7.3655826697106047e-07,1.799350590961325e-07,1.2002161809669678e-07,8.6722907023828289e-08,6.5641445801330039e-08,9.0298542313407683e-08,6.6095908356725843e-08
5.9225,7.3654369582352764e-07,1.7994668277574025e-07,1.2002562166894569e-07,8.6725477001050851e-08,6.5641892894477769e-08,9.0304566714063016e-08,6.6093034635606535e-08
5.92275,7.3652879420312582e-07,1.7995750911260683e-07,1.2003008842243796e-07,8.6728243239509209e-08,6.5642278277683502e-08,9.0310623474354825e-08,6.6090181517801114e-08
5.923,7.3651353660230145e-07,1.7996757978414228e-07,1.2003500602680976e-07,8.6731204675925525e-08,6.5642600656149552e-08,9.0316702933033425e-08,6.6087351706311808e-08
5.92325,7.364978993337896e-07,1.7997686717374765e-07,1.2004038458483122e-07,8.6734366817556921e-08,6.5642855495401729e-08,9.0322815344536883e-08,6.6084526002533277e-08
5.9235,7.3648189020280353e-07,1.7998533892763495e-07,1.2004625741730359e-07,8.673772675605579e-08,6.5643054913618854e-08,9.0328976684848604e-08,6.6081700860435066e-08
5.92375,7.3646549084681561e-07,1.7999297321545762e-07,1.2005265268811192e-07,8.6741271625619514e-08,6.5643233600491249e-08,9.0335188445503293e-08,6.6078875928956348e-08
5.924,7.364486412649032e-07,1.7999986617953998e-07,1.2005960624172145e-07,8.6744991543433873e-08,6.5643427171140613e-08,9.0341428816672777e-08,6.6076052325447547e-08
5.92425,7.3643135827735553e-07,1.8000604892666515e-07,1.2006715551149778e-07,8.6748881342226268e-08,6.5643643432071232e-08,9.0347673945481775e-08,6.6073255343155319e-08
5.9245,7.3641365006686152e-07,1.800113986035084e-07,1.2007532321226183e-07,8.6752951177092186e-08,6.5643869879628261e-08,9.0353906528735799e-08,6.6070501348622694e-08
5.92475,7.3639550702783579e-07,1.8001579886085541e-07,1.2008417342410476e-07,8.6757204848383527e-08,6.5644093456455277e-08,9.036012432902379e-08,6.6067779294277932e-08
5.925,7.3637692252835563e-07,1.8001918242046349e-07,1.2009373201601067e-07,8.6761639411486826e-08,6.564430216654813e-08,9.0366337829958108e-08,6.6065071594043286e-08
5.92525,7.363578814891925e-07,1.8002154754073905e-07,1.2010398993671456e-07,8.6766249562336082e-08,6.56445041711552e-08,9.0372537026130158e-08,6.6062358475504895e-08
5.9255,7.363383974321146e-07,1.8002288835115846e-07,1.2011493945549258e-07,8.6771031610041887e-08,6.5644700621574376e-08,9.0378721045700563e-08,6.6059612455987236e-08
5.92575,7.3631851453255627e-07,1.8002314519933382e-07,1.2012658646371344e-07,8.6775974719753032e-08,6.5644887503181289e-08,9.0384907338403882e-08,6.6056803598456472e-08
5.926,7.3629820000499398e-07,1.8002231833385728e-07,1.2013899555442218e-07,8.6781077658541517e-08,6.5645059014881527e-08,9.0391097646169632e-08,6.6053941242980071e-08
5.92625,7.3627738972257213e-07,1.8002046186291701e-07,1.2015220452030272e-07,8.6786340597766328e-08,6.5645225878209397e-08,9.0397276336102998e-08,6.6051024971205524e-08
5.9265,7.362560736479666e-07,1.8001757642023236e-07,1.2016624540148208e-07,8.6791745091723228e-08,6.5645410416557206e-08,9.0403449057652311e-08,6.6048040422082298e-08
5.92675,7.3623428906302541e-07,1.8001364004929666e-07,1.2018112909507249e-07,8.6797278625393789e-08,6.5645631055535943e-08,9.040960324922301e-08,6.6045011070597636e-08
5.927,7.3621206070781732e-07,1.8000865443083065e-07,1.2019683040076561e-07,8.6802938363183283e-08,6.5645889763873117e-08,9.0415717178789491e-08,6.6041948509693341e-08
5.92725,7.3618935736168198e-07,1.8000262479006814e-07,1.2021335453676124e-07,8.6808740112430127e-08,6.5646177567801162e-08,9.0421792247441777e-08,6.6038842362620373e-08
5.9275,7.3616616107660736e-07,1.7999555344419354e-07,1.202307629464164e-07,8.6814722401710031e-08,6.5646476202317218e-08,9.0427878059415684e-08,6.6035677091867198e-08
5.92775,7.361425022747553e-07,1.7998734952935952e-07,1.202491261699865e-07,8.6820910766937378e-08,6.5646763285506794e-08,9.0433998636057971e-08,6.6032463963450523e-08
5.928,7.3611842534475454e-07,1.7997784788420973e-07,1.2026847985581294e-07,8.6827288279430293e-08,6.5647051632127128e-08,9.0440134533439371e-08,6.6029215749294796e-08
5.92825,7.3609393296251111e-07,1.7996690840992752e-07,1.2028886100419016e-07,8.683384300600755e-08,6.564735357990225e-08,9.0446257141086103e-08,6.6025946000913023e-08
5.9285,7.3606896843555209e-07,1.7995452500588791e-07,1.2031031082982768e-07,8.6840558501438278e-08,6.5647680983272357e-08,9.0452370801714342e-08,6.6022657703243845e-08
5.92875,7.3604351174764104e-07,1.7994073208081681e-07,1.2033283543754628e-07,8.6847440810863441e-08,6.5648041687896655e-08,9.0458480429261312e-08,6.6019357444104723e-08
5.929,7.3601764608875326e-07,1.7992547828408302e-07,1.2035645486263583e-07,8.6854502144453064e-08,6.5648436717632624e-08,9.0464595268674215e-08,6.6016068138513533e-08
5.92925,7.3599138251624975e-07,1.7990879146976504e-07,1.2038120646149005e-07,8.686174113052934e-08,6.5648864328093743e-08,9.0470723652186403e-08,6.6012804589750092e-08
5.9295,7.3596468464349742e-07,1.7989068667925664e-07,1.2040713919675051e-07,8.6869156677031309e-08,6.5649324089713116e-08,9.0476840682253605e-08,6.6009599758846092e-08
5.92975,7.3593753879371405e-07,1.7987113754520645e-07,1.2043430787599452e-07,8.6876752263377276e-08,6.5649809911524187e-08,9.0482900507470328e-08,6.6006493237764826e-08
5.93,7.3590995047613491e-07,1.7985011804820959e-07,1.2046274574158583e-07,8.6884542271707741e-08,6.5650320304944227e-08,9.0488904650390576e-08,6.6003476510410545e-08
5.93025,7.3588195820567972e-07,1.7982755931152752e-07,1.2049248731517904e-07,8.6892523966413506e-08,6.5650860470627101e-08,9.0494882731467914e-08,6.600053913363638e-08
5.9305,7.3585354296339288e-07,1.7980344513808541e-07,1.2052356520013772e-07,8.6900699124547882e-08,6.5651445152147403e-08,9.0500823535217042e-08,6.5997659913832917e-08
5.93075,7.3582471151343323e-07,1.7977766050135506e-07,1.2055608546384144e-07,8.690905275774517e-08,6.5652080184486301e-08,9.0506729118733321e-08,6.5994830540317905e-08
5.931,7.3579547479610255e-07,1.7975013480111541e-07,1.2059008384340839e-07,8.6917566716692601e-08,6.5652750596980118e-08,9.0512604885058298e-08,6.5992051018118497e-08
5.93125,7.3576574915898318e-07,1.7972096179792779e-07,1.2062554369212208e-07,8.6926242067369227e-08,6.5653456296627933e-08,9.0518447966972082e-08,6.5989319573575033e-08
5.9315,7.3573555059551604e-07,1.7969008866508669e-07,1.2066250105424586e-07,8.693508455671581e-08,6.565420464301307e-08,9.0524256233818799e-08,6.5986623921333568e-08
5.93175,7.3570492872680317e-07,1.7965741357916462e-07,1.2070100577630078e-07,8.6944101228238001e-08,6.565499901516779e-08,9.0530029317785033e-08,6.5983962681115642e-08
5.932,7.3567390730455081e-07,1.7962285676532005e-07,1.207410632007718e-07,8.6953299318429077e-08,6.5655838938787299e-08,9.0535758696289399e-08,6.5981341899608752e-08
5.93225,7.356424465632908e-07,1.7958645643746212e-07,1.2078267679215495e-07,8.6962683844050277e-08,6.5656727840681662e-08,9.0541440938521371e-08,6.5978774653221087e-08
5.9325,7.3561055842185604e-07,1.7954820815371017e-07,1.208258643893396e-07,8.6972263040701926e-08,6.5657665572223504e-08,9.0547076305002993e-08,6.5976277136529992e-08
5.93275,7.3557819484952935e-07,1.7950808035885715e-07,1.2087065707021932e-07,8.6982034386963583e-08,6.5658653432039125e-08,9.0552658544588234e-08,6.5973852155643255e-08
5.933,7.35545414709902e-07,1.7946602540227859e-07,1.2091707671316477e-07,8.6991984302989863e-08,6.565970645166973e-08,9.0558186491284571e-08,6.5971484322303538e-08
5.93325,7.3551222295895931e-07,1.7942208070742591e-07,1.2096515266993921e-07,8.7002098555931373e-08,6.566083060637486e-08,9.0563657637856192e-08,6.5969171941763628e-08
5.9335,7.3547858377239803e-07,1.7937629426486817e-07,1.210149325551884e-07,8.7012377060585279e-08,6.5662023555726127e-08,9.0569079301546857e-08,6.5966910566315193e-08
5.93375,7.3544450934158803e-07,1.7932860320640834e-07,1.2106644665996081e-07,8.7022838483092423e-08,6.5663287951958061e-08,9.0574440427249092e-08,6.5964688364511115e-08
