Physical Time (s),enth_flux_viscous_top Monitor (W): top_cv1,enth_flux_viscous_top Monitor (W): top_cv2,enth_flux_viscous_top Monitor (W): top_cv3,enth_flux_viscous_top Monitor (W): top_cv4,enth_flux_viscous_top Monitor (W): top_cv5,enth_flux_viscous_top Monitor (W): top_cv6,enth_flux_viscous_top Monitor (W): top_cv7
6.70075,3.455764514020299e-11,8.9151579741242425e-12,7.7770950222661976e-12,5.1604024378304989e-12,7.8148326637156769e-12,1.8664141963165764e-11,3.1933867072158606e-11
6.701,3.4558483216836355e-11,8.9150547142020319e-12,7.7775558136937737e-12,5.1601793594408094e-12,7.8155997884209851e-12,1.8666372820257106e-11,3.1934685128511836e-11
6.70125,3.455934701829757e-11,8.914962100526426e-12,7.778025730160059e-12,5.159962135661248e-12,7.816367254102194e-12,1.8668612447661713e-11,3.1935499786487929e-11
6.7015,3.4560236080909989e-11,8.9148798223139927e-12,7.7785028064990252e-12,5.1597515686564256e-12,7.8171377194930385e-12,1.8670851213472167e-11,3.1936319679065461e-11
6.70175,3.456115034636917e-11,8.9148076337044397e-12,7.7789852501508201e-12,5.1595482005127461e-12,7.8179142337917188e-12,1.8673080212356252e-11,3.1937157158586804e-11
6.702,3.4562089736610525e-11,8.9147453156039503e-12,7.7794716370687387e-12,5.1593532388104868e-12,7.8186987269127674e-12,1.8675293563287396e-11,3.1938025425952293e-11
6.70225,3.4563054293378293e-11,8.9146926300630887e-12,7.7799608734425324e-12,5.1591683235257779e-12,7.8194911643587509e-12,1.8677488144530067e-11,3.1938936396879773e-11
6.7025,3.4564044234657042e-11,8.9146492790762162e-12,7.7804524039796005e-12,5.1589951647887298e-12,7.8202893651419604e-12,1.867966322238121e-11,3.193989784417847e-11
6.70275,3.4565059717149869e-11,8.9146150195331429e-12,7.7809465547807646e-12,5.1588348664006951e-12,7.8210893660106726e-12,1.8681819116475564e-11,3.1940911289996796e-11
6.703,3.456610103097712e-11,8.9145894235573731e-12,7.7814443129026294e-12,5.1586878017103688e-12,7.8218865038897784e-12,1.8683956209192086e-11,3.1941974866184108e-11
6.70325,3.456716834329979e-11,8.9145722435578489e-12,7.7819480005457902e-12,5.1585536099727085e-12,7.8226765067903022e-12,1.8686074684111787e-11,3.1943082376532069e-11
6.7035,3.456826129803938e-11,8.9145630863629103e-12,7.7824605185490436e-12,5.1584315825407303e-12,7.8234560502972341e-12,1.8688174217681233e-11,3.1944221454808111e-11
6.70375,3.456937984996834e-11,8.9145617020798613e-12,7.7829854519929971e-12,5.1583211471587122e-12,7.8242227866596301e-12,1.8690253689335464e-11,3.1945381662994812e-11
6.704,3.4570524061784552e-11,8.91456800474586e-12,7.783526915478748e-12,5.1582215591132111e-12,7.8249751736943201e-12,1.8692311741116653e-11,3.1946556786237349e-11
6.70425,3.4571694166800769e-11,8.9145820756314887e-12,7.7840895774958987e-12,5.1581313994538342e-12,7.8257121795333256e-12,1.869434681276458e-11,3.1947741090155874e-11
6.7045,3.4572890613113486e-11,8.9146041535431053e-12,7.7846781052021716e-12,5.1580485457211621e-12,7.8264331104952042e-12,1.8696357516321836e-11,3.1948923568966299e-11
6.70475,3.457411373365561e-11,8.9146346681677343e-12,7.7852973637376242e-12,5.1579706241798315e-12,7.8271379131210128e-12,1.8698342739569045e-11,3.19500866444445e-11
6.705,3.4575363934765775e-11,8.9146741168398802e-12,7.785951164733583e-12,5.1578960473527444e-12,7.8278271252822678e-12,1.870030204397584e-11,3.1951208451333358e-11
6.70525,3.4576641183097545e-11,8.9147230853937554e-12,7.7866425673190281e-12,5.1578250407735366e-12,7.8285012176257579e-12,1.8702235818300601e-11,3.1952268905471798e-11
6.7055,3.4577945324192782e-11,8.9147821559669265e-12,7.7873733589210012e-12,5.1577592612544776e-12,7.8291600441650907e-12,1.8704145009349563e-11,3.1953256702474233e-11
6.70575,3.4579275970604651e-11,8.9148518278569396e-12,7.7881441336376869e-12,5.1577007794689149e-12,7.829803141111865e-12,1.8706031020668448e-11,3.1954173012431764e-11
6.706,3.458063292502293e-11,8.914932508287431e-12,7.788954461090124e-12,5.1576497744605597e-12,7.8304302050943985e-12,1.8707895451657984e-11,3.1955029734060178e-11
6.70625,3.4582015978501775e-11,8.9150244943203859e-12,7.7898034674442804e-12,5.1576039676947242e-12,7.8310417777445901e-12,1.8709740887666315e-11,3.195584382997604e-11
6.7065,3.4583424925101773e-11,8.9151280921730251e-12,7.7906899222782298e-12,5.1575583066810868e-12,7.8316400092169185e-12,1.8711570705044743e-11,3.1956632457028358e-11
6.70675,3.4584859968885329e-11,8.9152435488083033e-12,7.7916128314869145e-12,5.1575059571685067e-12,7.8322282126030828e-12,1.8713389282274952e-11,3.1957407682909865e-11
6.707,3.458632152414937e-11,8.9153711163799113e-12,7.7925716856788051e-12,5.1574408490324822e-12,7.8328096087202755e-12,1.8715201614283629e-11,3.1958173669790783e-11
6.70725,3.4587810188177776e-11,8.915511043025176e-12,7.7935648812309578e-12,5.1573588785781074e-12,7.8333869860441971e-12,1.8717011959538449e-11,3.1958933193549688e-11
6.7075,3.4589326781732827e-11,8.9156635460556983e-12,7.7945915456480484e-12,5.1572587059988195e-12,7.83396245563289e-12,1.871882271558797e-11,3.1959691915535297e-11
6.70775,3.4590872490184575e-11,8.9158289472513348e-12,7.79565188682101e-12,5.1571416093478721e-12,7.834537540117729e-12,1.8720635246633531e-11,3.1960458281321449e-11
6.708,3.4592448712252375e-11,8.9160076370625212e-12,7.7967464403576693e-12,5.1570107329148652e-12,7.8351132267927908e-12,1.8722450618227006e-11,3.1961239619758149e-11
6.70825,3.4594057021795178e-11,8.9162000382147575e-12,7.7978758810339844e-12,5.1568701027025615e-12,7.8356901463615077e-12,1.8724270687517196e-11,3.1962038438484047e-11
6.7085,3.4595699102218625e-11,8.9164065530771474e-12,7.7990412307486837e-12,5.1567241023120657e-12,7.8362685543799683e-12,1.8726098112572666e-11,3.1962847196007652e-11
6.70875,3.45973762319443e-11,8.9166275743458835e-12,7.8002423536428558e-12,5.1565767907494352e-12,7.8368483179831443e-12,1.872793467139803e-11,3.1963653867485021e-11
6.709,3.4599089696968696e-11,8.9168634395530211e-12,7.8014784718580477e-12,5.1564312091663595e-12,7.8374288908517971e-12,1.8729779428936873e-11,3.1964452279626684e-11
6.70925,3.4600840420913532e-11,8.9171142910048856e-12,7.8027476682939663e-12,5.156288967463651e-12,7.838009636448024e-12,1.8731627989048315e-11,3.1965239441528679e-11
6.7095,3.4602629292512301e-11,8.9173799712288065e-12,7.804046761133539e-12,5.1561501944021179e-12,7.8385897921256452e-12,1.8733473900209004e-11,3.1966016440487791e-11
6.70975,3.4604457098249724e-11,8.9176602315358407e-12,7.8053716030794032e-12,5.1560137136550904e-12,7.839168581222742e-12,1.8735310381732348e-11,3.1966789507328793e-11
6.71,3.460632386466438e-11,8.9179544767229002e-12,7.8067178488352138e-12,5.1558776670532701e-12,7.8397449112995201e-12,1.8737132256060056e-11,3.1967572072986464e-11
6.71025,3.4608229554619272e-11,8.9182620569435059e-12,7.8080806392790142e-12,5.1557401849875505e-12,7.8403172540823652e-12,1.8738937420955527e-11,3.196838223217406e-11
6.7105,3.4610173490652856e-11,8.9185821725496517e-12,7.8094550023206864e-12,5.155599666712707e-12,7.8408835410579256e-12,1.8740726755313061e-11,3.1969236268112849e-11
6.71075,3.4612155125236199e-11,8.918913984769595e-12,7.8108363940182739e-12,5.155455045149891e-12,7.8414418262469457e-12,1.874250289113934e-11,3.1970145929426347e-11
6.711,3.4614174035892985e-11,8.9192568259228071e-12,7.8122212338274699e-12,5.155305597325276e-12,7.8419909277254732e-12,1.8744268692760441e-11,3.1971118760658683e-11
6.71125,3.4616229848928858e-11,8.9196101120833731e-12,7.8136073372252762e-12,5.1551508167788599e-12,7.8425313084564044e-12,1.874602681858314e-11,3.1972159245763017e-11
6.7115,3.4618322471649713e-11,8.9199733966804022e-12,7.8149941407746622e-12,5.154990520911184e-12,7.8430652674016111e-12,1.8747779147849837e-11,3.1973269572225945e-11
6.71175,3.4620451868104082e-11,8.9203463122861762e-12,7.8163823368225871e-12,5.1548253369850335e-12,7.8435963528110236e-12,1.8749527539506351e-11,3.1974447693361435e-11
6.712,3.4622617827553216e-11,8.9207285704573548e-12,7.8177733945322756e-12,5.1546570839216111e-12,7.844128465990297e-12,1.8751274357953646e-11,3.1975685855723687e-11
6.71225,3.4624820141711765e-11,8.9211199207797142e-12,7.8191688932287547e-12,5.1544891623604966e-12,7.8446651000244442e-12,1.8753022176479684e-11,3.1976970158712486e-11
6.7125,3.4627058957176501e-11,8.921520149093071e-12,7.8205703863318145e-12,5.1543262335350953e-12,7.8452089368716235e-12,1.8754772001716556e-11,3.1978282926776253e-11
6.71275,3.4629334784748584e-11,8.9219290888646275e-12,7.8219798016877902e-12,5.1541735893394854e-12,7.8457622030025044e-12,1.8756521028139292e-11,3.1979606948148153e-11
6.713,3.4631648717637409e-11,8.9223465161618303e-12,7.823398692935027e-12,5.1540358168653061e-12,7.8463268845085259e-12,1.875826175890506e-11,3.1980929471310086e-11
6.71325,3.4634001997914598e-11,8.9227721894938442e-12,7.8248285467502294e-12,5.1539157615987991e-12,7.8469043088008177e-12,1.8759983232523787e-11,3.1982243894971972e-11
6.7135,3.4636395693320432e-11,8.9232058957712111e-12,7.8262704938886905e-12,5.1538140116156879e-12,7.8474950663376546e-12,1.8761672496710456e-11,3.1983550182348718e-11
6.71375,3.4638830307516095e-11,8.9236475271160359e-12,7.8277255487097122e-12,5.1537289359238436e-12,7.8480995205030905e-12,1.8763318677761813e-11,3.1984853678044678e-11
6.714,3.4641305678111648e-11,8.924097038239784e-12,7.8291945771177374e-12,5.1536573004789595e-12,7.8487131223611389e-12,1.8764918103188455e-11,3.1986162411097719e-11
6.71425,3.4643821830933361e-11,8.9245544796910718e-12,7.8306782450124056e-12,5.1535947771728027e-12,7.8493325513524644e-12,1.8766469868486591e-11,3.1987485197537037e-11
6.7145,3.4646378520041977e-11,8.9250199377114091e-12,7.8321775538600711e-12,5.1535365019168738e-12,7.849950177751959e-12,1.8767979555805802e-11,3.1988831309082015e-11
6.71475,3.4648975082330845e-11,8.9254934392985945e-12,7.8336937082797597e-12,5.1534773256452336e-12,7.8505588277866626e-12,1.8769453716523606e-11,3.1990209525866551e-11
6.715,3.4651610168890833e-11,8.9259749802473582e-12,7.835228270391699e-12,5.1534124919752238e-12,7.8511500787403877e-12,1.8770899823720454e-11,3.1991626084995502e-11
6.71525,3.4654282572833361e-11,8.9264645094614208e-12,7.8367834979142286e-12,5.1533375744154932e-12,7.8517163154131563e-12,1.8772325443482974e-11,3.1993083445761564e-11
6.7155,3.4656990547423128e-11,8.926961994068502e-12,7.8383608157915494e-12,5.1532503794635436e-12,7.8522504548739332e-12,1.8773737338659429e-11,3.1994579292097518e-11
6.71575,3.4659732375065798e-11,8.9274674350022755e-12,7.8399613052205978e-12,5.1531506223295509e-12,7.8527475294883574e-12,1.8775140841470007e-11,3.1996105289193729e-11
6.716,3.4662506194047342e-11,8.9279808880320611e-12,7.8415863579927654e-12,5.1530387263371893e-12,7.8532044878388479e-12,1.8776539834126847e-11,3.1997648065837753e-11
6.71625,3.4665310154379802e-11,8.9285023483269867e-12,7.8432376502471803e-12,5.1529161151909591e-12,7.8536207468441963e-12,1.8777936537446466e-11,3.1999191717711896e-11
6.7165,3.4668142080991e-11,8.9290318315824426e-12,7.8449160936497456e-12,5.1527841681918045e-12,7.8539979738400318e-12,1.8779332252811299e-11,3.2000719438002204e-11
6.71675,3.4670999873929264e-11,8.9295692933710346e-12,7.8466225007541021e-12,5.1526443787652715e-12,7.8543396170969105e-12,1.8780728094465172e-11,3.2002217567808147e-11
6.717,3.4673881748992948e-11,8.9301148015805727e-12,7.8483575593655514e-12,5.1524988950984576e-12,7.8546499796160207e-12,1.8782125378577374e-11,3.2003678045396198e-11
6.71725,3.467678622011931e-11,8.9306684034645473e-12,7.8501215878838669e-12,5.1523503276919326e-12,7.8549331932653476e-12,1.8783525357231862e-11,3.2005098458777615e-11
6.7175,3.4679711789756426e-11,8.9312301905095123e-12,7.8519147479718058e-12,5.1522012083944087e-12,7.8551927098203962e-12,1.8784929155030088e-11,3.2006481692831798e-11
6.71775,3.4682657415110683e-11,8.9318001421407458e-12,7.8537372289676433e-12,5.1520533864105769e-12,7.8554306963599624e-12,1.8786337909681713e-11,3.2007832685707392e-11
6.718,3.468562231317125e-11,8.9323783485594745e-12,7.8555894333543514e-12,5.1519073640038645e-12,7.8556484109584559e-12,1.8787753765428525e-11,3.2009154641989023e-11
6.71825,3.4688605399017699e-11,8.9329648181849041e-12,7.8574606985571647e-12,5.1517617919971508e-12,7.8558467859341936e-12,1.878918039806955e-11,3.2010445959930382e-11
6.7185,3.4691605478338167e-11,8.9335595834572779e-12,7.8593104703934952e-12,5.1516141738565602e-12,7.8560269433736337e-12,1.8790622972886155e-11,3.2011699980374132e-11
6.71875,3.4694621420092919e-11,8.934162712377967e-12,7.8611855332815265e-12,5.1514613635004559e-12,7.8561903365948326e-12,1.8792087653353767e-11,3.2012906335471723e-11
6.719,3.4697652040708791e-11,8.9347742981127777e-12,7.8630859335272493e-12,5.151300001784053e-12,7.8563384796881555e-12,1.879358069663562e-11,3.2014053574797359e-11
6.71925,3.4700696096169254e-11,8.9353944174819138e-12,7.8650122081315141e-12,5.1511272257187328e-12,7.8564722335017228e-12,1.8795107595827012e-11,3.2015131793656446e-11
6.7195,3.4703752250128355e-11,8.9360232361565464e-12,7.8669656424012869e-12,5.1509409095161337e-12,7.8565915666494827e-12,1.8796672401377298e-11,3.2016133495254507e-11
6.71975,3.4706819400780175e-11,8.9366609281128916e-12,7.8689466263825997e-12,5.1507397673248409e-12,7.8566960882474825e-12,1.8798277069651308e-11,3.2017054332103033e-11
6.72,3.4709896374615372e-11,8.937307672379816e-12,7.8709547516636925e-12,5.1505232247878625e-12,7.8567857921294428e-12,1.8799920940256947e-11,3.2017893508269588e-11
6.72025,3.471298202872358e-11,8.9379637517455314e-12,7.8729892793655995e-12,5.150291255018763e-12,7.856862091045549e-12,1.8801599542765488e-11,3.2018654693245578e-11
6.7205,3.4716075045909642e-11,8.9386293766858974e-12,7.8750491318163208e-12,5.1500442556979054e-12,7.8569280758146201e-12,1.8803304355506621e-11,3.201934689554287e-11
6.72075,3.4719174566758829e-11,8.9393048159298794e-12,7.8771324825004127e-12,5.149783555477762e-12,7.8569882069546024e-12,1.8805023578666189e-11,3.2019985349900288e-11
6.721,3.4722279824277313e-11,8.9399902179919888e-12,7.8792365012355524e-12,5.1495108996289385e-12,7.8570472517759236e-12,1.8806743829642326e-11,3.2020591610741912e-11
6.72125,3.4725389807735574e-11,8.9406856856678376e-12,7.8813577071902381e-12,5.1492280847688293e-12,7.8571097389329774e-12,1.8808452631137446e-11,3.2021191377183379e-11
6.7215,3.4728503856835226e-11,8.941391232089196e-12,7.8834920233727725e-12,5.1489362826179412e-12,7.8571790848282758e-12,1.8810140588014274e-11,3.2021809510827423e-11
6.72175,3.4731621734711893e-11,8.9421067277695613e-12,7.8856352368883896e-12,5.1486354082742945e-12,7.8572572049003383e-12,1.8811802506786139e-11,3.2022464868931705e-11
6.722,3.473474344069749e-11,8.9428319165248893e-12,7.887783563865345e-12,5.1483240407496585e-12,7.8573445551083778e-12,1.8813437314076192e-11,3.2023168410816747e-11
6.72225,3.4737869037182155e-11,8.9435663928058107e-12,7.8899339010445533e-12,5.1480000386113873e-12,7.8574405028569574e-12,1.8815046191669072e-11,3.202392388912051e-11
6.7225,3.4740999186221623e-11,8.9443097082229493e-12,7.8920835043114387e-12,5.1476612376011461e-12,7.8575428991155688e-12,1.8816632039063928e-11,3.2024728942198169e-11
6.72275,3.4744135151212077e-11,8.9450612445219021e-12,7.8942299763279944e-12,5.1473059618082911e-12,7.8576484422604851e-12,1.8818197986166422e-11,3.2025577024000456e-11
6.723,3.4747278425201158e-11,8.9458203775689974e-12,7.8963711308768319e-12,5.1469331271121709e-12,7.8577534731369264e-12,1.881974628904225e-11,3.2026460530790965e-11
6.72325,3.4750430852211801e-11,8.946586394928828e-12,7.8985050644165783e-12,5.1465419317929222e-12,7.8578548630085299e-12,1.882127723491384e-11,3.2027375551763462e-11
6.7235,3.475359533644691e-11,8.9473584981384178e-12,7.9006305191825514e-12,5.146131665497275e-12,7.8579503181808129e-12,1.8822788490250232e-11,3.2028323820441507e-11
6.72375,3.4756774280120155e-11,8.9481358810533137e-12,7.902746731459479e-12,5.145702117882901e-12,7.8580384722236751e-12,1.8824275338832568e-11,3.2029311339165637e-11
6.724,3.4759971038478685e-11,8.9489176842694086e-12,7.9048525523204917e-12,5.1452545531275864e-12,7.8581189666527474e-12,1.882573169137975e-11,3.2030346310997497e-11
6.72425,3.4763188572141142e-11,8.9497029973956075e-12,7.9069468615768436e-12,5.1447918489103654e-12,7.8581923446148759e-12,1.8827151396814096e-11,3.203143792217377e-11
6.7245,3.4766429416791347e-11,8.9504909517877339e-12,7.9090288583512494e-12,5.1443173715648439e-12,7.8582597907486468e-12,1.8828529018720718e-11,3.2032596088489485e-11
6.72475,3.4769696818876836e-11,8.9512808000616103e-12,7.9110986735633215e-12,5.1438340053359735e-12,7.8583231261362018e-12,1.882985966169507e-11,3.203383205915113e-11
6.725,3.4772993616786748e-11,8.9520720516675842e-12,7.9131575144291596e-12,5.1433432484601763e-12,7.8583843740131618e-12,1.8831138634969063e-11,3.2035158719070804e-11
6.72525,3.4776322296518948e-11,8.9528644879621904e-12,7.915208266145307e-12,5.142844465296766e-12,7.85844517635474e-12,1.8832361043381433e-11,3.2036588926366432e-11
6.7255,3.4779684813505928e-11,8.9536582477000621e-12,7.9172547221085848e-12,5.142336176284201e-12,7.8585062580389997e-12,1.8833522173821161e-11,3.2038131826545215e-11
6.72575,3.4783082638386652e-11,8.954453760049966e-12,7.9193003889138688e-12,5.1418177906132743e-12,7.8585671462519599e-12,1.883461867471047e-11,3.203978923899694e-11
6.726,3.4786516671002446e-11,8.9552516415738709e-12,7.9213484776415196e-12,5.1412903398699775e-12,7.8586266092139209e-12,1.8835650178103223e-11,3.2041552946654965e-11
6.72625,3.4789987936324001e-11,8.9560526424608173e-12,7.9234012896703485e-12,5.1407576666336819e-12,7.8586825769275252e-12,1.8836621624556215e-11,3.2043404031962098e-11
6.7265,3.4793496425185581e-11,8.9568576140542971e-12,7.9254610036270422e-12,5.1402247093507792e-12,7.858733313061122e-12,1.8837543428370909e-11,3.2045314640838603e-11
6.72675,3.4797041216980735e-11,8.957667422306371e-12,7.9275292848336926e-12,5.1396964477012194e-12,7.8587777210168996e-12,1.8838431604859084e-11,3.2047251227816344e-11
6.727,3.4800621131476198e-11,8.9584828785927407e-12,7.9296072544927069e-12,5.139176526356484e-12,7.858814680173854e-12,1.883930588394581e-11,3.2049179355386214e-11
6.72725,3.4804234170977509e-11,8.9593046737155411e-12,7.9316954979235941e-12,5.1386662713269184e-12,7.858842454854298e-12,1.8840187673680113e-11,3.2051067163731036e-11
6.7275,3.4807878685651848e-11,8.9601333763068541e-12,7.9337942571334019e-12,5.1381647775500984e-12,7.8588583228253633e-12,1.8841097769142008e-11,3.2052887437140353e-11
6.72775,3.4811552363954091e-11,8.9609693897876342e-12,7.9359033521176705e-12,5.1376698282531593e-12,7.858859347972905e-12,1.8842053582015438e-11,3.205461833276555e-11
6.728,3.4815252774922458e-11,8.9618129974734304e-12,7.9380225160963866e-12,5.1371787953954404e-12,7.8588435760636619e-12,1.8843066706889541e-11,3.2056244117591621e-11
6.72825,3.4818977685940596e-11,8.9626644408776461e-12,7.9401514801256391e-12,5.1366896716496299e-12,7.8588112499810892e-12,1.8844140622667452e-11,3.2057755864142422e-11
6.7285,3.4822725072942446e-11,8.96352391326269e-12,7.9422908968730858e-12,5.1362012174930247e-12,7.8587645424760073e-12,1.8845270722918634e-11,3.2059149833862697e-11
6.72875,3.4826493826185478e-11,8.9643915617581406e-12,7.9444421432520214e-12,5.1357128964672972e-12,7.8587064213303858e-12,1.884644660207481e-11,3.2060433828439777e-11
6.729,3.4830282030728434e-11,8.9652675873510829e-12,7.9466058901734589e-12,5.1352247601846749e-12,7.858638902002485e-12,1.8847655854347326e-11,3.206163157077763e-11
6.72925,3.4834088635724146e-11,8.9661521871397594e-12,7.9487840150441938e-12,5.1347377157470622e-12,7.8585619021297391e-12,1.884888748461579e-11,3.2062772582400344e-11
6.7295,3.4837912845049636e-11,8.9670455650743372e-12,7.950978746634687e-12,5.1342539718929312e-12,7.8584733475386676e-12,1.8850133781027496e-11,3.2063880067349234e-11
6.72975,3.4841753614200362e-11,8.9679479113465758e-12,7.9531922624617539e-12,5.1337768473329243e-12,7.8583701275868565e-12,1.88513903567992e-11,3.2064971854042008e-11
6.73,3.4845611131506771e-11,8.9688593415965282e-12,7.9554260342704646e-12,5.1333097251512249e-12,7.8582495625329884e-12,1.8852655343677763e-11,3.2066057938489807e-11
6.73025,3.4849485608962032e-11,8.9697799255896349e-12,7.9576807853232695e-12,5.1328548531468013e-12,7.8581101148082362e-12,1.8853928377402089e-11,3.2067140203010578e-11
6.7305,3.4853377258923809e-11,8.9707096177844817e-12,7.9599566441496407e-12,5.1324123333489553e-12,7.8579517063494475e-12,1.8855209649873844e-11,3.2068212856471279e-11
6.73075,3.4857286593230994e-11,8.9716482795770471e-12,7.9622531603577918e-12,5.1319801169672347e-12,7.8577755170869886e-12,1.8856499393745382e-11,3.206926478461154e-11
6.731,3.4861214278786794e-11,8.9725957227330767e-12,7.9645692916558465e-12,5.1315546827584543e-12,7.8575837842056586e-12,1.8857797885687835e-11,3.2070283076256773e-11
6.73125,3.4865161308368173e-11,8.973551625042225e-12,7.966903913294121e-12,5.1311319463398438e-12,7.8573793542645638e-12,1.8859105740953076e-11,3.2071257358472038e-11
6.7315,3.4869128672615691e-11,8.9745156059702341e-12,7.9692559792936753e-12,5.1307083905337688e-12,7.8571648381599201e-12,1.8860423738019718e-11,3.2072184191179727e-11
6.73175,3.4873117283344613e-11,8.9754872796107784e-12,7.9716248468552276e-12,5.1302813023954538e-12,7.8569421008134625e-12,1.8861752514590271e-11,3.2073069677463196e-11
6.732,3.4877128777579499e-11,8.9764663012004167e-12,7.9740102181512725e-12,5.1298488644213214e-12,7.8567115321432991e-12,1.8863091316333994e-11,3.2073928646221862e-11
6.73225,3.4881165015042345e-11,8.9774524006248029e-12,7.9764129950734577e-12,5.1294100827165374e-12,7.8564719166307391e-12,1.8864437080098172e-11,3.2074781133644643e-11
6.7325,3.4885227344322873e-11,8.9784454083917782e-12,7.9788352686886136e-12,5.1289644343480304e-12,7.8562207250102406e-12,1.8865784417516737e-11,3.2075645311005015e-11
6.73275,3.4889317356069939e-11,8.9794452254774865e-12,7.9812793268756277e-12,5.1285119155212128e-12,7.8559551184653051e-12,1.8867125955927249e-11,3.2076534216990732e-11
6.733,3.4893436704876131e-11,8.9804518417912939e-12,7.9837471633289551e-12,5.1280528262802726e-12,7.8556729242768469e-12,1.8868452774649154e-11,3.2077457335586353e-11
6.73325,3.4897586728812584e-11,8.9814653070879396e-12,7.9862400733459552e-12,5.1275873377417698e-12,7.8553729211546194e-12,1.886975465896081e-11,3.2078413821718431e-11
6.7335,3.490176860100369e-11,8.982485674281098e-12,7.9887583340310604e-12,5.1271151274980956e-12,7.8550551316277672e-12,1.8871020210028036e-11,3.2079401450156773e-11
6.73375,3.4905982926971907e-11,8.9835129766347646e-12,7.9913016267919905e-12,5.1266350692481952e-12,7.8547207341800176e-12,1.8872237242409299e-11,3.2080421027249266e-11
6.734,3.4910230020168133e-11,8.9845471810189843e-12,7.9938686564624392e-12,5.1261455485184878e-12,7.8543711805718398e-12,1.8873393991717809e-11,3.208147588159749e-11
6.73425,3.4914509892785157e-11,8.9855881630441185e-12,7.996456070271049e-12,5.1256456324207685e-12,7.8540081080499708e-12,1.8874481157413049e-11,3.2082570208525729e-11
6.7345,3.4918822045334285e-11,8.9866357243254327e-12,7.9990600282291605e-12,5.1251339698065423e-12,7.8536331829299884e-12,1.8875493781967314e-11,3.2083705022961894e-11
6.73475,3.4923165543637967e-11,8.9876896174309899e-12,8.0016765770926837e-12,5.1246082907971586e-12,7.8532479159864737e-12,1.887643235443724e-11,3.2084875195747791e-11
6.735,3.4927538922008905e-11,8.9887495601596324e-12,8.0043019959046757e-12,5.1240661799325045e-12,7.8528536125737334e-12,1.8877302617281406e-11,3.2086067370842414e-11
6.73525,3.493194041457704e-11,8.9898152952195725e-12,8.006933428219364e-12,5.1235055350879111e-12,7.8524514395732064e-12,1.8878113747041009e-11,3.2087260685882096e-11
6.7355,3.4936368113891818e-11,8.9908867047424292e-12,8.0095699621032798e-12,5.122924012987438e-12,7.8520424059897928e-12,1.8878876103005617e-11,3.2088432516410345e-11
6.73575,3.4940820001899561e-11,8.9919638336860731e-12,8.0122112781258842e-12,5.1223206749586607e-12,7.8516276059365557e-12,1.8879599624371389e-11,3.2089564412917824e-11
6.736,3.4945293926505756e-11,8.9930468956761563e-12,8.0148578296856183e-12,5.1216956084911517e-12,7.851208230658057e-12,1.8880293011992899e-11,3.2090642878813942e-11
6.73625,3.4949787635607824e-11,8.9941362545946548e-12,8.0175114702588389e-12,5.1210492591731073e-12,7.850784968733269e-12,1.8880963241038996e-11,3.2091658195455027e-11
6.7365,3.4954299052109599e-11,8.9952323942354676e-12,8.0201736672011225e-12,5.1203843175688708e-12,7.8503578654233468e-12,1.8881615522737116e-11,3.2092606070690397e-11
6.73675,3.4958826317413954e-11,8.9963358832156855e-12,8.0228447818851316e-12,5.1197059045896543e-12,7.8499259377792158e-12,1.8882252659266959e-11,3.2093486339221391e-11
6.737,3.4963367826248677e-11,8.9974472591391254e-12,8.0255238680823278e-12,5.1190203078479099e-12,7.8494875224771457e-12,1.8882874656173589e-11,3.2094300412256978e-11
6.73725,3.4967922379544792e-11,8.9985669954807258e-12,8.0281351607704407e-12,5.1183338718815374e-12,7.849040504431319e-12,1.8883479281701216e-11,3.2095049995068223e-11
6.7375,3.4972489085478381e-11,8.9996954360672637e-12,8.030748222213689e-12,5.1176508168213642e-12,7.8485828575140635e-12,1.8884063141993307e-11,3.2095737587386419e-11
6.73775,3.4977067394894957e-11,9.0008327313707121e-12,8.0333637572131557e-12,5.1169727072184672e-12,7.8481122985852852e-12,1.8884622339488474e-11,3.2096369082896321e-11
6.738,3.4981657172938946e-11,9.0019789351989533e-12,8.035979106188102e-12,5.116298849616076e-12,7.8476272205986158e-12,1.8885152966323486e-11,3.209695619436483e-11
6.73825,3.4986258468448561e-11,9.0031339371062229e-12,8.0385921996411915e-12,5.1156271458369705e-12,7.847125985955222e-12,1.888565134773686e-11,3.2097515621445838e-11
6.7385,3.4990871362568609e-11,9.0042975121297479e-12,8.0412024548487986e-12,5.1149546410164805e-12,7.8466076854190698e-12,1.8886114781392839e-11,3.2098065661156512e-11
6.73875,3.4995495826465152e-11,9.0054693803272395e-12,8.0438109533536083e-12,5.1142785749407155e-12,7.8460721296609082e-12,1.8886542622911895e-11,3.2098621452830523e-11
6.739,3.5000131861652331e-11,9.0066492497789677e-12,8.0464200485136118e-12,5.1135971533392905e-12,7.8455199720784145e-12,1.8886937170857737e-11,3.2099190550425601e-11
6.73925,3.500477950465192e-11,9.007836876502773e-12,8.0490332506369629e-12,5.1129098740248657e-12,7.8449518160160239e-12,1.888730376395438e-11,3.2099771548768318e-11
6.7395,3.5009438780544372e-11,9.0090320429023251e-12,8.0516533003051087e-12,5.1122174605287389e-12,7.8443682645118533e-12,1.8887649635789122e-11,3.2100354602103212e-11
6.73975,3.5014109778139844e-11,9.0102346067408704e-12,8.0542822693565619e-12,5.1115210703971509e-12,7.8437698311541798e-12,1.8887982730504729e-11,3.2100921839182324e-11
