Physical Time (s),etp_top Monitor (W): top_cv1,etp_top Monitor (W): top_cv2,etp_top Monitor (W): top_cv3,etp_top Monitor (W): top_cv4,etp_top Monitor (W): top_cv5,etp_top Monitor (W): top_cv6,etp_top Monitor (W): top_cv7
6.53825,3.7986290211870417e-09,3.2860968094034211e-10,2.7086075124335856e-10,2.4637887931060033e-10,2.3087768995509087e-10,3.2477352210829992e-10,1.802101576300568e-10
6.5385,3.8102104477840484e-09,3.3004149249151753e-10,2.7204304138103828e-10,2.474829506754254e-10,2.3192634434480225e-10,3.2632361603096441e-10,1.8101289993094812e-10
6.53875,3.8217182517026659e-09,3.3147038325423516e-10,2.7322479461142619e-10,2.4857685082388235e-10,2.3296526352523124e-10,3.2784792140200693e-10,1.8178957986031245e-10
6.539,3.8331365257262509e-09,3.3289602744473332e-10,2.74405843117968e-10,2.4965740270720802e-10,2.3399525583699457e-10,3.2934742145305337e-10,1.8253763847212842e-10
6.53925,3.8444494604398007e-09,3.3431713150151983e-10,2.7558484469016385e-10,2.5072245659440383e-10,2.3501793554631845e-10,3.3082225818707e-10,1.8325493154794336e-10
6.5395,3.8556400845734672e-09,3.3573326768801626e-10,2.767606591075863e-10,2.5177057202926699e-10,2.3603426424158522e-10,3.3227176971289363e-10,1.8394035357054667e-10
6.53975,3.8666910151480021e-09,3.3714338391452771e-10,2.7793142380946172e-10,2.5280113971815765e-10,2.3704539420997658e-10,3.3369443035158319e-10,1.845970294566982e-10
6.54,3.8775935776884205e-09,3.3854644621418608e-10,2.7909500270734525e-10,2.5381575749685845e-10,2.3805238135662508e-10,3.3508683229974028e-10,1.8522652285659002e-10
6.54025,3.8883351042803312e-09,3.3994083282741386e-10,2.8024900619857292e-10,2.5481584593866264e-10,2.3905546054873139e-10,3.3644637559829983e-10,1.8582912396570853e-10
6.5405,3.8989030245456537e-09,3.4132441725723117e-10,2.8139084525543693e-10,2.5580320405830724e-10,2.4005342681294733e-10,3.3776966982004225e-10,1.8640169384695433e-10
6.54075,3.9092960754665929e-09,3.4269544983576894e-10,2.8251846031649516e-10,2.5678018370242148e-10,2.4104400107069861e-10,3.3905500232593053e-10,1.8694212472093592e-10
6.541,3.9195077871029241e-09,3.4405094701500343e-10,2.8362970004348875e-10,2.5774830524878259e-10,2.4202281112622942e-10,3.4030088688294195e-10,1.8744922681739467e-10
6.54125,3.9295354563430751e-09,3.4538810391646621e-10,2.8472227032379381e-10,2.587079656539141e-10,2.4298547469712183e-10,3.4150717723122791e-10,1.8792482049927029e-10
6.5415,3.9393854329818079e-09,3.4670456874261427e-10,2.8579539953701638e-10,2.5965942081386229e-10,2.4392810434175659e-10,3.4267514110968379e-10,1.883735015994121e-10
6.54175,3.9490568088789453e-09,3.4799754735727228e-10,2.8684798550447348e-10,2.6060104041284444e-10,2.4484703446666373e-10,3.4380604525688956e-10,1.8880091566991825e-10
6.542,3.9585553021687954e-09,3.4926509669805755e-10,2.8787946029160135e-10,2.615309752847401e-10,2.4574131209953589e-10,3.4490255229999932e-10,1.8921710564672545e-10
6.54225,3.9678912840767927e-09,3.5050570023024375e-10,2.8888972709676181e-10,2.6244599531986837e-10,2.4661008705449171e-10,3.4596750549650725e-10,1.8963309084018294e-10
6.5425,3.9770715218843488e-09,3.5171871384856104e-10,2.8987899814869589e-10,2.6334313939914766e-10,2.4745430123948639e-10,3.4700399009028002e-10,1.9005802485864068e-10
6.54275,3.9861066414740941e-09,3.5290334016822055e-10,2.9084687318804812e-10,2.6421951099494445e-10,2.482754935810737e-10,3.4801550230923786e-10,1.9049781703847177e-10
6.543,3.995006974886015e-09,3.5406006303498845e-10,2.9179330801850073e-10,2.650725541304741e-10,2.4907482823503176e-10,3.4900559072233492e-10,1.9095530249429425e-10
6.54325,4.0037839908117609e-09,3.5518947756919272e-10,2.9271788940115935e-10,2.6590065684810461e-10,2.4985335263592409e-10,3.4997720068720795e-10,1.9143189172176124e-10
6.5435,4.0124493530945637e-09,3.5629144070739718e-10,2.9361899816193634e-10,2.667020949378062e-10,2.5061101288972189e-10,3.5093194269588807e-10,1.9192747920304627e-10
6.54375,4.0210129972294992e-09,3.5736702582356357e-10,2.9449631866393463e-10,2.6747713661692773e-10,2.5134834347010861e-10,3.5187143099942852e-10,1.9244181676214276e-10
6.544,4.0294864276754007e-09,3.5841685582594619e-10,2.9534901613665072e-10,2.6822726456332229e-10,2.5206590820761296e-10,3.5279647806989419e-10,1.9297423842569523e-10
6.54425,4.037879594587318e-09,3.5944117270020733e-10,2.9617675554427525e-10,2.6895420904782032e-10,2.5276471118264711e-10,3.5370796590496764e-10,1.9352399785996294e-10
6.5445,4.0461977998452532e-09,3.6044003944773071e-10,2.9697996888697902e-10,2.6966017570229193e-10,2.5344555332628475e-10,3.5460642053131533e-10,1.9409272630494332e-10
6.54475,4.054447907777023e-09,3.6141328624448635e-10,2.9775951876074571e-10,2.7034806945754838e-10,2.5411023449879537e-10,3.554933389768353e-10,1.9468382672017949e-10
6.545,4.0626346872978152e-09,3.6236093106236309e-10,2.9851713762462814e-10,2.7102037523886968e-10,2.5476021337065497e-10,3.5637129007618301e-10,1.9530094918273688e-10
6.54525,4.0707586221209492e-09,3.6328321914984102e-10,2.9925488458075552e-10,2.7167943753455197e-10,2.5539769709721019e-10,3.5724455747660975e-10,1.9594711700377242e-10
6.5455,4.0788248270552697e-09,3.6418066435215674e-10,2.9997499590981851e-10,2.723273158501308e-10,2.5602440089471657e-10,3.5811840829224887e-10,1.9662504037999119e-10
6.54575,4.0868309042624231e-09,3.6505378768504414e-10,3.0067961010592922e-10,2.7296589645149203e-10,2.5664177013675935e-10,3.5899949013577922e-10,1.9733690928185513e-10
6.546,4.0947725567754942e-09,3.6590362930680511e-10,3.0137106946177087e-10,2.7359724185905397e-10,2.5725088179652861e-10,3.598950500532683e-10,1.9808279883720281e-10
6.54625,4.1026453459400113e-09,3.6673153965089925e-10,3.020510110402716e-10,2.742231085728957e-10,2.5785250273109071e-10,3.608125538768652e-10,1.9886245810161281e-10
6.5465,4.1104483089059111e-09,3.675392676883726e-10,3.0272135133442584e-10,2.7484482671919605e-10,2.5844674048722326e-10,3.6175756906533779e-10,1.9966679405895564e-10
6.54675,4.1181716417116422e-09,3.6832817244025919e-10,3.0338292698019707e-10,2.7546248825490939e-10,2.5903265923783474e-10,3.6273433093814333e-10,2.0049124991130942e-10
6.547,4.1258110161238513e-09,3.6910008797596171e-10,3.0403680451722689e-10,2.7607595218008537e-10,2.5960992981605788e-10,3.6374432488213112e-10,2.0133299300463041e-10
6.54725,4.1333592795593654e-09,3.6985652218697735e-10,3.0468308184339582e-10,2.7668356434527763e-10,2.6017771373838023e-10,3.6478715957654981e-10,2.0218893673201481e-10
6.5475,4.1408073533752057e-09,3.705987553623024e-10,3.0532169968002535e-10,2.7728352262289446e-10,2.6073675039838447e-10,3.6586134811480873e-10,2.0305706631832342e-10
6.54775,4.1481495607073665e-09,3.713284590688095e-10,3.0595304229404373e-10,2.778743356432366e-10,2.6128897476446308e-10,3.6696453389059697e-10,2.0393778241618227e-10
6.548,4.1553807574239737e-09,3.7204715283933224e-10,3.0657712793681998e-10,2.7845443059246257e-10,2.6183644649814375e-10,3.680925164073455e-10,2.0483218280634795e-10
6.54825,4.1624916436724934e-09,3.72756148686058e-10,3.071940761372714e-10,2.7902334659892394e-10,2.6238247886706558e-10,3.6924319572768565e-10,2.0574249793206705e-10
6.5485,4.1694769837774544e-09,3.7345736464476136e-10,3.0780524105573505e-10,2.7958214315808288e-10,2.6293077865093506e-10,3.7041421210339995e-10,2.0667031586426416e-10
6.54875,4.1763303917426471e-09,3.7415235057268818e-10,3.0841215258486025e-10,2.8013359486480191e-10,2.634855977765357e-10,3.7160468448284459e-10,2.0761660148623194e-10
6.549,4.183026474304317e-09,3.7483952132214073e-10,3.0901384442434993e-10,2.8067780603938868e-10,2.6404737035656293e-10,3.7281046281998822e-10,2.0857897644001578e-10
6.54925,4.1895977878987552e-09,3.7552709432379927e-10,3.0961721668765143e-10,2.8122478308657398e-10,2.6462568331013035e-10,3.7403996600288472e-10,2.0956078471347128e-10
6.5495,4.1960205338695619e-09,3.7621362438626022e-10,3.1022201886259113e-10,2.8177571804455418e-10,2.652204586412626e-10,3.7528934219428984e-10,2.1055852393672476e-10
6.54975,4.2022903848102832e-09,3.7690048813494556e-10,3.1083001653971277e-10,2.8233526232671814e-10,2.6583487253229793e-10,3.765588132375048e-10,2.115698444569784e-10
6.55,4.2084046664116855e-09,3.77589125775584e-10,3.1144230964336321e-10,2.8290705688634736e-10,2.6647074202740489e-10,3.7784733252366429e-10,2.1258921979740933e-10
6.55025,4.2143614713291738e-09,3.7828076287788029e-10,3.120599589870999e-10,2.8349412701507255e-10,2.6712882480162981e-10,3.7915278604617557e-10,2.1360853794447219e-10
6.5505,4.2201604963400639e-09,3.789760745218284e-10,3.1268343691359363e-10,2.8409912361457185e-10,2.6780950691742606e-10,3.8047215609908973e-10,2.1461795355888456e-10
6.55075,4.2258034185747148e-09,3.7967571746570476e-10,3.1331315661872346e-10,2.8472258803986328e-10,2.6851138316691984e-10,3.818013535148486e-10,2.1560797538464006e-10
6.551,4.2312930746818733e-09,3.8037975460425935e-10,3.1394890226288419e-10,2.853638197012632e-10,2.6923223500477949e-10,3.8313598423420108e-10,2.1657151491819927e-10
6.55125,4.2366344036351819e-09,3.8108807728089634e-10,3.1459065002182583e-10,2.8602121628839889e-10,2.6996960539791725e-10,3.8447227844476674e-10,2.1750481179633589e-10
6.5515,4.2418341940334785e-09,3.8180020059447819e-10,3.1523858618266592e-10,2.8669242149440289e-10,2.7072137085679065e-10,3.8580804354569614e-10,2.1840772203394058e-10
6.55175,4.2468998024110746e-09,3.8251563851879736e-10,3.1589278923696792e-10,2.8737449803674487e-10,2.714860106159871e-10,3.8714312116564509e-10,2.192835982357125e-10
6.552,4.2518431108161138e-09,3.8323380525075155e-10,3.1655399490458758e-10,2.8806529197685731e-10,2.722625471860003e-10,3.8847964345240407e-10,2.2013884068093273e-10
6.55225,4.256672485879502e-09,3.8395394902801979e-10,3.1722290522451639e-10,2.8876313775397806e-10,2.73050737207869e-10,3.8982058568984105e-10,2.2098063627952881e-10
6.5525,4.2613964974076638e-09,3.8467540630710606e-10,3.1789977863293965e-10,2.8946701071960076e-10,2.7384984723673843e-10,3.9116741904570534e-10,2.2181495469100501e-10
6.55275,4.2660257005504712e-09,3.8539749123993414e-10,3.1858482270500868e-10,2.9017737251908332e-10,2.7465947837737906e-10,3.9252022454088103e-10,2.226454942800474e-10
6.553,4.2705712721903967e-09,3.8611983060370332e-10,3.1927796167723558e-10,2.9089496493676215e-10,2.7547899903918873e-10,3.9387605919049046e-10,2.2347340192891142e-10
6.55325,4.2750382272694052e-09,3.8684157265470666e-10,3.1997837942329214e-10,2.9162123855416265e-10,2.7630724187591303e-10,3.9522871199712464e-10,2.2429862971970436e-10
6.5535,4.2794347718934403e-09,3.8756215240839582e-10,3.2068487489847534e-10,2.9235731234574626e-10,2.7714321920091852e-10,3.965712948528977e-10,2.2512175050230949e-10
6.55375,4.2837639752134036e-09,3.8828064179903163e-10,3.2139554340647988e-10,2.9310364199807931e-10,2.7798492640802945e-10,3.9789721648972312e-10,2.2594475101985821e-10
6.554,4.2880298438609092e-09,3.8899592236098008e-10,3.2210805412527155e-10,2.9386004424887549e-10,2.7883057447925851e-10,3.9920248978865251e-10,2.2677224184757749e-10
6.55425,4.2922330220041908e-09,3.8970696684103729e-10,3.228204401736226e-10,2.9462567898691864e-10,2.796781277210044e-10,4.0048582671876514e-10,2.276089380931843e-10
6.5545,4.2963738114371518e-09,3.9041226871806866e-10,3.2353040094829716e-10,2.9539837461311448e-10,2.8052561459787273e-10,4.0174877991114961e-10,2.2845806825230441e-10
6.55475,4.3004491113732533e-09,3.9111021692961005e-10,3.242359165041168e-10,2.9617502171520072e-10,2.8137067005534569e-10,4.0299413327026498e-10,2.2932261458521241e-10
6.555,4.3044544377064402e-09,3.9179863445785668e-10,3.2493465438305524e-10,2.9695200434373861e-10,2.8221197664809839e-10,4.0422627769129278e-10,2.3020427036320158e-10
6.55525,4.3083841254874336e-09,3.9247565947617131e-10,3.2562479365871058e-10,2.9772528888289126e-10,2.8304835769788377e-10,4.0544828248748412e-10,2.3110305624127092e-10
6.5555,4.3122314026348913e-09,3.9313912523871065e-10,3.2630446254511125e-10,2.9849134845618028e-10,2.8387912667811629e-10,4.0666226970847353e-10,2.3201712633019184e-10
6.55575,4.3159874083609858e-09,3.9378709008014858e-10,3.269720560686135e-10,2.9924737916242182e-10,2.8470423572388825e-10,4.0786986476106431e-10,2.3294288982773677e-10
6.556,4.3196428261517653e-09,3.9441804589550268e-10,3.2762603769633738e-10,2.9999077005130446e-10,2.8552321145847311e-10,4.0907205904931025e-10,2.338745060177289e-10
6.55625,4.323186188307964e-09,3.9503000388482829e-10,3.2826508161824243e-10,3.0072035819052279e-10,2.8633548546734874e-10,4.1026949496615264e-10,2.3480431526536202e-10
6.5565,4.326608596796656e-09,3.9562240454034596e-10,3.2888878369842795e-10,3.0143624621557191e-10,2.8714013497057603e-10,4.1146375003561773e-10,2.3572459013458163e-10
6.55675,4.3298988024448371e-09,3.9619419062622686e-10,3.2949665322273373e-10,3.0213915037118095e-10,2.8793540817400279e-10,4.1265500676002195e-10,2.3662764215531589e-10
6.557,4.333045220983008e-09,3.96744678923424e-10,3.300884686515251e-10,3.0283028882573608e-10,2.8871920292724946e-10,4.1384229593560029e-10,2.3750824110523009e-10
6.55725,4.3360369539335392e-09,3.9727328029946512e-10,3.3066446246021303e-10,3.035111209948969e-10,2.8948860063532038e-10,4.1502283771789137e-10,2.3836351469065031e-10
6.5575,4.3388646029682465e-09,3.9777999356134677e-10,3.31225363107481e-10,3.0418253859324802e-10,2.9024056889775389e-10,4.1619390802399345e-10,2.3919517029118614e-10
6.55775,4.341519028721686e-09,3.9826488197712488e-10,3.317719882042868e-10,3.0484472001054633e-10,2.909727740083814e-10,4.1735374293213496e-10,2.400089612143898e-10
6.558,4.3439923109183704e-09,3.9872807486442782e-10,3.3230519721814991e-10,3.0549693719709585e-10,2.9168314871262448e-10,4.1850097657189034e-10,2.4081356168031278e-10
6.55825,4.3462796874572332e-09,3.9917014836452933e-10,3.3282635009266755e-10,3.0613821225489779e-10,2.9237142411469447e-10,4.1963680379734101e-10,2.4161858649148806e-10
6.5585,4.3483739907415837e-09,3.9959176482081259e-10,3.3333641980653226e-10,3.0676730526533189e-10,2.9303856605721351e-10,4.207640813654904e-10,2.4243304243160247e-10
6.55875,4.3502723693154978e-09,3.9999336385726542e-10,3.3383543518066601e-10,3.0738189195364791e-10,2.9368583603223248e-10,4.2188735651166056e-10,2.4326413173212648e-10
6.559,4.3519726051483922e-09,4.0037550269297254e-10,3.3432329668744301e-10,3.07980276340552e-10,2.9431524187461312e-10,4.230119704643592e-10,2.4411653912466969e-10
6.55925,4.3534735961621109e-09,4.0073861259306307e-10,3.3479889332407724e-10,3.0856018384080172e-10,2.9492838313028414e-10,4.2414303667322314e-10,2.4499215997986079e-10
6.5595,4.3547753249976416e-09,4.0108253983430716e-10,3.3526028654585639e-10,3.0911949822365901e-10,2.9552643081946186e-10,4.2528550404470226e-10,2.4588972031822957e-10
6.55975,4.3558795547947093e-09,4.0140695696579053e-10,3.357051568684351e-10,3.0965697208225658e-10,2.9611077712910651e-10,4.2644400642370122e-10,2.4680598193376245e-10
6.56,4.3567894409479744e-09,4.0171106446899429e-10,3.3613080104396837e-10,3.1017144760972237e-10,2.9668116861429256e-10,4.2762084996339543e-10,2.4773681067582861e-10
6.56025,4.3575080838350681e-09,4.0199333013269928e-10,3.3653475091884953e-10,3.1066284846077541e-10,2.9723801314642318e-10,4.28818164463283e-10,2.4867849616510393e-10
6.5605,4.3580401497408985e-09,4.0225161423672735e-10,3.3691429528336083e-10,3.111314797405542e-10,2.9778160787824757e-10,4.3003480481230891e-10,2.4962769502256028e-10
6.56075,4.3583896161085138e-09,4.0248336658909237e-10,3.3726692288920611e-10,3.1157780326176547e-10,2.9831274619983013e-10,4.3126761089246125e-10,2.5058208967829693e-10
6.561,4.3585615527731664e-09,4.0268630021616327e-10,3.3759098526259243e-10,3.1200237690663621e-10,2.9883284200737681e-10,4.3251082665969048e-10,2.5153979501449201e-10
6.56125,4.3585600011485766e-09,4.0285751967600675e-10,3.378852993135603e-10,3.1240548489769679e-10,2.9934347111424845e-10,4.3375605732639524e-10,2.5249755409384941e-10
6.5615,4.3583912210215816e-09,4.0299527460529867e-10,3.3815015768918969e-10,3.1278816341724533e-10,2.9984652897870285e-10,4.3499377701251609e-10,2.5345198231876031e-10
6.56175,4.3580590814331477e-09,4.0309786866522477e-10,3.3838637098137723e-10,3.131515829689513e-10,3.003438861003945e-10,4.3621542149539157e-10,2.5440009287140267e-10
6.562,4.3575650212470435e-09,4.0316445376900349e-10,3.3859596405661557e-10,3.1349733662524149e-10,3.0083623823566384e-10,4.3741323840955637e-10,2.5534050788116566e-10
6.56225,4.3569122740947496e-09,4.0319498758000875e-10,3.3878161927532131e-10,3.1382791345187038e-10,3.0132443475572385e-10,4.385820112562558e-10,2.5627268135397346e-10
6.5625,4.356100166194695e-09,4.0319045008954067e-10,3.3894619529293082e-10,3.1414605605213166e-10,3.018091033658315e-10,4.397183184781553e-10,2.5719609599222851e-10
6.56275,4.355129209686384e-09,4.0315289343064019e-10,3.3909233000389452e-10,3.1445397198404118e-10,3.0229019143639884e-10,4.4082120474265297e-10,2.5810897021705934e-10
6.563,4.3539971562211985e-09,4.0308456290324556e-10,3.3922214596324834e-10,3.1475399013619432e-10,3.0276799615166458e-10,4.4189257836909878e-10,2.590080264118903e-10
6.56325,4.3527046562949986e-09,4.0298788901013259e-10,3.3933702450752977e-10,3.1504739757764424e-10,3.0324235514707393e-10,4.4293393581773963e-10,2.5988831469441349e-10
6.5635,4.351245170434664e-09,4.0286564934921719e-10,3.3943771393852728e-10,3.1533501183772408e-10,3.0371310330093732e-10,4.4394687574625318e-10,2.6074563042940996e-10
6.56375,4.3496175667748371e-09,4.0272056930028413e-10,3.3952408346223209e-10,3.1561612885739347e-10,3.0417942974161646e-10,4.4493167932603053e-10,2.6157540162101977e-10
6.564,4.3478200708800388e-09,4.0255477823047762e-10,3.3959550446998984e-10,3.1588961668505105e-10,3.0464009418179988e-10,4.4588653673455036e-10,2.6237582483348724e-10
6.56425,4.3458517820622877e-09,4.0237030101283403e-10,3.3965134901005721e-10,3.16154033619386e-10,3.0509452864550596e-10,4.4681141846180347e-10,2.6314791152396909e-10
6.5645,4.3437129512352232e-09,4.0216862092011417e-10,3.3969064892416822e-10,3.1640722753016557e-10,3.0554133790682177e-10,4.4770382173254548e-10,2.6389373506096626e-10
6.56475,4.3414037082017938e-09,4.0195100268832324e-10,3.3971331925377076e-10,3.1664783991750324e-10,3.0597943544021092e-10,4.4856354326264255e-10,2.6461709882862211e-10
6.565,4.3389277952504316e-09,4.0171828087475314e-10,3.397192574594349e-10,3.1687411573864932e-10,3.0640695043039147e-10,4.4939213846376844e-10,2.6532252860126899e-10
6.56525,4.3362914224629938e-09,4.0147139295972342e-10,3.3970947525723016e-10,3.1708519890034119e-10,3.0682200947718431e-10,4.5019338845050282e-10,2.6601480370070605e-10
6.5655,4.3335010241924553e-09,4.0121113681053126e-10,3.3968512977502715e-10,3.1728065472952981e-10,3.0722240730766605e-10,4.5097212940412899e-10,2.6669746328931801e-10
6.56575,4.3305624724674045e-09,4.0093843283359993e-10,3.3964821421035888e-10,3.174604246490135e-10,3.0760600230006426e-10,4.5173404221823873e-10,2.6737338278017311e-10
6.566,4.3274857718246515e-09,4.0065444250630901e-10,3.3960101878115525e-10,3.1762549196052542e-10,3.0797221626663093e-10,4.5248447103092376e-10,2.6804356365286771e-10
6.56625,4.3242808324187059e-09,4.0036031329580891e-10,3.3954583215716561e-10,3.1777712036738276e-10,3.0832048738289726e-10,4.5322628735283077e-10,2.6870771141046819e-10
6.5665,4.32095655236646e-09,4.0005716394404061e-10,3.3948479569244045e-10,3.1791692850335549e-10,3.0865155009961854e-10,4.5396108769996227e-10,2.6936366218199565e-10
6.56675,4.3175200586662722e-09,3.9974652947367536e-10,3.3941964925807446e-10,3.1804714939633545e-10,3.0896692513266738e-10,4.5468919591524907e-10,2.7000838065262162e-10
6.567,4.3139801517844173e-09,3.9942986560171408e-10,3.3935163611796693e-10,3.181701145663168e-10,3.092679967174394e-10,4.5540914900307621e-10,2.7063834334095505e-10
6.56725,4.3103483237198718e-09,3.9910868642078477e-10,3.3928111961996388e-10,3.1828790919569521e-10,3.0955567472215911e-10,4.5611878364239885e-10,2.7125050943907969e-10
6.5675,4.306629234637367e-09,3.9878402510179593e-10,3.3920804582860557e-10,3.1840209624146289e-10,3.0982980600789591e-10,4.5681473180499467e-10,2.7184304439922072e-10
6.56775,4.302830501413192e-09,3.9845733223572339e-10,3.3913275623992695e-10,3.1851513689186804e-10,3.1009144877999758e-10,4.5749385144618517e-10,2.7241570706047033e-10
6.568,4.2989552936763862e-09,3.9812936425627195e-10,3.3905472952165615e-10,3.1862756487883538e-10,3.1034081070896676e-10,4.5815344890311527e-10,2.7297045363914138e-10
6.56825,4.295010437975372e-09,3.9780073317298744e-10,3.3897380794376934e-10,3.1873994862630758e-10,3.1057850308354415e-10,4.5879244652504349e-10,2.7351037565298851e-10
6.5685,4.2909971883000027e-09,3.9747126404495885e-10,3.3888984164770311e-10,3.1885229521698036e-10,3.1080537594765327e-10,4.5941148991431933e-10,2.7404081026131195e-10
6.56875,4.2869187941982234e-09,3.9714082504614509e-10,3.3880316422414185e-10,3.1896473146998503e-10,3.1102276217376387e-10,4.6001265100003609e-10,2.7456780637484708e-10
6.569,4.2827777848743768e-09,3.968090221810636e-10,3.3871407205089806e-10,3.190771105133562e-10,3.1123119505378335e-10,4.6059808670919383e-10,2.7509738516776008e-10
6.56925,4.2785725125283204e-09,3.9647463169301845e-10,3.3862323816195388e-10,3.191897677445041e-10,3.1143172418832438e-10,4.6117039090977103e-10,2.7563670941718086e-10
6.5695,4.2742986956356437e-09,3.9613634545444485e-10,3.3853116850795716e-10,3.1930273417582253e-10,3.1162482749129346e-10,4.6173090440556435e-10,2.761919257477889e-10
6.56975,4.2699543985994838e-09,3.9579306940180946e-10,3.3843841412233541e-10,3.1941575389892327e-10,3.1181111801660619e-10,4.6228099410623307e-10,2.7676780841370998e-10
6.57,4.2655339991162869e-09,3.954428571201752e-10,3.3834466799249693e-10,3.1952727593653062e-10,3.1199055590505513e-10,4.6282153670073325e-10,2.773673067813965e-10
6.57025,4.2610301546209673e-09,3.9508398717486877e-10,3.3824923881552185e-10,3.1963595368744497e-10,3.1216345608707706e-10,4.6335461663087332e-10,2.7799052712001702e-10
6.5705,4.2564334235911127e-09,3.947143968915865e-10,3.3815044385885165e-10,3.1973925972385815e-10,3.1233001445989527e-10,4.6388207968300006e-10,2.7863437492168083e-10
6.57075,4.2517325005235852e-09,3.9433174241934501e-10,3.3804626640763475e-10,3.1983564953443206e-10,3.1249164339838954e-10,4.6440709955971048e-10,2.7929325461003118e-10
6.571,4.2469181498400128e-09,3.939339843045122e-10,3.3793448276912926e-10,3.1992300045352498e-10,3.1264874899556349e-10,4.6493190031349603e-10,2.7995955272173642e-10
6.57125,4.2419782793078385e-09,3.9351822058104122e-10,3.3781231315221527e-10,3.1999990593058824e-10,3.1280260841191232e-10,4.6545979139274582e-10,2.8062581504822407e-10
6.5715,4.2369036365855442e-09,3.9308250029389776e-10,3.3767677664294848e-10,3.2006495943671078e-10,3.1295430410819341e-10,4.6599247556548023e-10,2.8128573764488974e-10
6.57175,4.2316847580475069e-09,3.9262474942601518e-10,3.3752478437142385e-10,3.2011686718185675e-10,3.1310482720470876e-10,4.6652980939150074e-10,2.8193466467779576e-10
6.572,4.2263141103296587e-09,3.9214264507575087e-10,3.3735329536079175e-10,3.2015390608291828e-10,3.1325453973668498e-10,4.670700430631075e-10,2.8257018567110459e-10
6.57225,4.2207824136962923e-09,3.9163448984929107e-10,3.3716004804240095e-10,3.2017489817971291e-10,3.1340345156714691e-10,4.6761059207490682e-10,2.8319265689344519e-10
6.5725,4.215086718527631e-09,3.9109883289113343e-10,3.3694301072009856e-10,3.2017870302305064e-10,3.1355106990638826e-10,4.6814811626890474e-10,2.8380362377938278e-10
6.57275,4.2092228131798713e-09,3.90534457232093e-10,3.3670118412530328e-10,3.20165074522616e-10,3.1369641706162403e-10,4.6867929565841596e-10,2.8440645962191461e-10
6.573,4.20318284375486e-09,3.899400700024102e-10,3.364339270033675e-10,3.2013433019282011e-10,3.1383739131654814e-10,4.6920215750358907e-10,2.8500672112842232e-10
6.57325,4.196969577297974e-09,3.8931526003325032e-10,3.3614194302331277e-10,3.2008756312813834e-10,3.1397115066579763e-10,4.6971548305225886e-10,2.8560968905516641e-10
6.5735,4.1905829394703981e-09,3.8865996686977935e-10,3.3582641016305338e-10,3.2002552375201777e-10,3.1409395023170396e-10,4.7021880388897878e-10,2.8622011046300897e-10
6.57375,4.1840202353847189e-09,3.879741205798289e-10,3.354888329761486e-10,3.1994884608037526e-10,3.142018602669658e-10,4.7071258400961072e-10,2.8684013879749923e-10
6.574,4.1772826453387726e-09,3.8725773963851874e-10,3.3513066649155629e-10,3.1985766753419024e-10,3.1429130996052813e-10,4.7119675117573383e-10,2.8746866138772542e-10
6.57425,4.1703691131482779e-09,3.8651155876378236e-10,3.3475326508873686e-10,3.1975122987873455e-10,3.1435953505423837e-10,4.7167054383637219e-10,2.8810075619585234e-10
6.5745,4.16328696037511e-09,3.8573706026945407e-10,3.3435775945201613e-10,3.1962830127316759e-10,3.1440474305046797e-10,4.7213220522411776e-10,2.8872856179096136e-10
6.57475,4.1560328493459093e-09,3.8493545313146531e-10,3.3394479358528359e-10,3.1948748698555955e-10,3.1442662801487634e-10,4.7257921376392215e-10,2.8934317615094534e-10
6.575,4.1486141132410596e-09,3.8410860011894273e-10,3.3351477007851895e-10,3.19327402584182e-10,3.1442567655094182e-10,4.7300846614558858e-10,2.8993647854928441e-10
6.57525,4.1410325323649487e-09,3.8325859939020245e-10,3.3306768190136617e-10,3.1914657257893429e-10,3.1440297313260842e-10,4.7341579699981365e-10,2.9050171284437525e-10
6.5755,4.1332943471230047e-09,3.8238808359160544e-10,3.3260305491625559e-10,3.1894343797123781e-10,3.1435978226068016e-10,4.7379650349451102e-10,2.9103378207999509e-10
6.57575,4.1254036647625445e-09,3.8149883388384555e-10,3.3212008644326841e-10,3.1871671721507052e-10,3.1429750088085886e-10,4.7414547733647345e-10,2.91528887354917e-10
6.576,4.1173682400273092e-09,3.8059320089122529e-10,3.3161784893199917e-10,3.1846552413545647e-10,3.1421805331254684e-10,4.7445841873986098e-10,2.9198407141414357e-10
6.57625,4.1092009410149087e-09,3.7967311309059905e-10,3.3109496935683513e-10,3.1818899885319706e-10,3.1412246913934974e-10,4.7473103542911755e-10,2.9239760635458221e-10
6.5765,4.100909601344764e-09,3.7873999978996398e-10,3.3055007927144579e-10,3.178869221506773e-10,3.1401179132366656e-10,4.7496027701476399e-10,2.9276796867220231e-10
6.57675,4.0925060736468392e-09,3.77794915585714e-10,3.2998237535447534e-10,3.1756000660019217e-10,3.1388620402025956e-10,4.7514388604062e-10,2.9309408656063734e-10
6.577,4.0839947238455627e-09,3.7683776305191545e-10,3.2939109843297936e-10,3.1720948699143625e-10,3.1374557858487025e-10,4.7527997694926521e-10,2.9337438032298369e-10
6.57725,4.0753914244207878e-09,3.7586832481630371e-10,3.2877627204943453e-10,3.16836922054574e-10,3.135887247858765e-10,4.7536659423045362e-10,2.9360614310580616e-10
