Physical Time (s),enth_flux_viscous_right Monitor (W): right_cv1,enth_flux_viscous_right Monitor (W): right_cv2,enth_flux_viscous_right Monitor (W): right_cv3,enth_flux_viscous_right Monitor (W): right_cv4,enth_flux_viscous_right Monitor (W): right_cv5,enth_flux_viscous_right Monitor (W): right_cv6,enth_flux_viscous_right Monitor (W): right_cv7
5.91175,1.5364522957706314e-08,5.4760806990901276e-09,1.8369170281583282e-09,-4.018386791753382e-10,-1.0388556943205152e-09,6.6965022965877626e-10,-4.3691910578849903e-10
5.912,1.5360559679492672e-08,5.4559119894653721e-09,1.817054877912311e-09,-3.8875352458420672e-10,-1.0379552478079949e-09,6.5584014899117179e-10,-4.3716483252687333e-10
5.91225,1.5355828225746179e-08,5.4342352096077514e-09,1.796240503180521e-09,-3.7572127912218925e-10,-1.0369743523092481e-09,6.4195666880272242e-10,-4.3740709376439692e-10
5.9125,1.5351080997988322e-08,5.4110629928447626e-09,1.7744492163789793e-09,-3.6274306723209067e-10,-1.0359569410579835e-09,6.2800560154863558e-10,-4.3764676104215195e-10
5.91275,1.5346073719470223e-08,5.3863506002782614e-09,1.7517375620639627e-09,-3.49821453179936e-10,-1.0349257929323639e-09,6.1398152404332101e-10,-4.3788467695849763e-10
5.913,1.5340379927923606e-08,5.3599699477146679e-09,1.7281903704452023e-09,-3.3697826848220687e-10,-1.0339072571659307e-09,5.9988969787687303e-10,-4.3812126160890291e-10
5.91325,1.5334085099263395e-08,5.3318576700824285e-09,1.7037666072640375e-09,-3.2421630434091564e-10,-1.0329063909266726e-09,5.857270082959514e-10,-4.3835676319606176e-10
5.9135,1.5327311396573079e-08,5.3019458433643135e-09,1.6783863460714437e-09,-3.1155385956668873e-10,-1.0319321627508878e-09,5.7149651253561061e-10,-4.385909300868508e-10
5.91375,1.5319901599306832e-08,5.2702028559636971e-09,1.6520482392607314e-09,-2.9904312082002641e-10,-1.0310165878286246e-09,5.5719999236558503e-10,-4.3882448927582729e-10
5.914,1.5311812447894626e-08,5.2365427194416832e-09,1.6248279563353976e-09,-2.8669243270843442e-10,-1.0301807932957773e-09,5.4283988259432941e-10,-4.3905705985924309e-10
5.91425,1.5302535914281191e-08,5.2005541825406425e-09,1.5967639802727011e-09,-2.7452896591442286e-10,-1.0294334937807486e-09,5.2841255206686857e-10,-4.3928718145467945e-10
5.9145,1.5292099707839633e-08,5.1615521721599003e-09,1.5678353260566622e-09,-2.6253607520465254e-10,-1.028724045454821e-09,5.1391695390909001e-10,-4.3951358510861167e-10
5.91475,1.5281180968292388e-08,5.1201509942442861e-09,1.5380243054840852e-09,-2.5072080024033897e-10,-1.0280071675420748e-09,4.9934457552193945e-10,-4.3973553701797978e-10
5.915,1.5270201247766903e-08,5.0771723109976542e-09,1.5072633281354017e-09,-2.3914060350433955e-10,-1.0272620446601416e-09,4.8469070541457718e-10,-4.3995212949673959e-10
5.91525,1.5259766791468285e-08,5.0328889134492872e-09,1.4756198387814337e-09,-2.2782360320217027e-10,-1.026490127844152e-09,4.699466986001211e-10,-4.4016318879553368e-10
5.9155,1.5249479089423902e-08,4.987325385989193e-09,1.443216860848574e-09,-2.1678816468047836e-10,-1.0257375746474224e-09,4.5511369752735442e-10,-4.4036847169201904e-10
5.91575,1.5239153872823096e-08,4.9404873705851875e-09,1.4101287145663218e-09,-2.0605039698025356e-10,-1.0249788824667248e-09,4.402036509956373e-10,-4.4056794569176092e-10
5.916,1.5228875408563311e-08,4.8922920184958227e-09,1.3762861680588783e-09,-1.955919455287318e-10,-1.0241475494095581e-09,4.2522944940549549e-10,-4.4076254442048812e-10
5.91625,1.5219180469298862e-08,4.8426568544057523e-09,1.3417119849993031e-09,-1.8538385960020403e-10,-1.0231766377791116e-09,4.1020713342426749e-10,-4.4095286027717601e-10
5.9165,1.5209610940663489e-08,4.7915705555414339e-09,1.3063970041368819e-09,-1.7529231036328829e-10,-1.0220481298110704e-09,3.9514404688298864e-10,-4.4113914588633954e-10
5.91675,1.5198894082439015e-08,4.7388739305954064e-09,1.2703355774917896e-09,-1.6524483793173765e-10,-1.0207553053654176e-09,3.8004869801592515e-10,-4.4132185810206975e-10
5.917,1.5188098601245643e-08,4.6845017866248314e-09,1.2336239640305893e-09,-1.5524778358617981e-10,-1.0192694819226044e-09,3.6492255929603119e-10,-4.4150214259318816e-10
5.91725,1.5177220362677602e-08,4.6283846725472415e-09,1.1963507831655103e-09,-1.453205584777485e-10,-1.0175766698181158e-09,3.4977199117248074e-10,-4.4168127688591432e-10
5.9175,1.5165787954144687e-08,4.5704641804600654e-09,1.1585660272645577e-09,-1.354621504065683e-10,-1.0156862938497935e-09,3.3459746937506951e-10,-4.4186054419135248e-10
5.91775,1.5153665797754023e-08,4.5107175583987055e-09,1.120293518127088e-09,-1.2568388072576914e-10,-1.0136276413511096e-09,3.1940512000502503e-10,-4.4204030348071946e-10
5.918,1.5141001745399701e-08,4.4493252848560569e-09,1.0815051211677938e-09,-1.1602115814135657e-10,-1.0113999595571509e-09,3.0418827066696701e-10,-4.4222251806770475e-10
5.91825,1.5128065471492432e-08,4.3865902363571794e-09,1.0421937734223181e-09,-1.064998923458283e-10,-1.0090090245243289e-09,2.8894081863040275e-10,-4.4240866636576631e-10
5.9185,1.5115600636636868e-08,4.3221458564157956e-09,1.0023921955540084e-09,-9.7128521590675844e-11,-1.0064780659832963e-09,2.7367004704508634e-10,-4.4259964604340017e-10
5.91875,1.5103428317075657e-08,4.2554083723542684e-09,9.6210942997280876e-10,-8.7943791330357616e-11,-1.0038386608474266e-09,2.5838387971642585e-10,-4.4279589533802847e-10
5.919,1.509097022168134e-08,4.1865099611077674e-09,9.2133860103413026e-10,-7.8983416195656574e-11,-1.0011099780094523e-09,2.4309300804402877e-10,-4.4299668982510358e-10
5.91925,1.5078559176935882e-08,4.1155216219787794e-09,8.8008702582324364e-10,-7.0292983314552431e-11,-9.982826418382484e-10,2.2781446808752567e-10,-4.432008386540251e-10
5.9195,1.50663454812624e-08,4.0423139495844889e-09,8.3837922196708884e-10,-6.188940616717585e-11,-9.9533024489634834e-10,2.1255178631229505e-10,-4.4340635371838716e-10
5.91975,1.5054554100184001e-08,3.9668231308045112e-09,7.9627856817647983e-10,-5.3807787885040954e-11,-9.922552700567978e-10,1.9730884340624249e-10,-4.4361218259205759e-10
5.92,1.5043061817492886e-08,3.8889126165836837e-09,7.5386322760657847e-10,-4.608583651670984e-11,-9.8908089562232356e-10,1.8211231898671117e-10,-4.4381677529868533e-10
5.92025,1.5031646682377281e-08,3.808678720968436e-09,7.1117403262124406e-10,-3.8725107294732341e-11,-9.8582820375626288e-10,1.6697390791218366e-10,-4.4401797921100673e-10
5.9205,1.5020358835880756e-08,3.7262912771149143e-09,6.6821137090797198e-10,-3.1701875911695912e-11,-9.8251820974947111e-10,1.5188609975783872e-10,-4.4421375193276573e-10
5.92075,1.5009854860351455e-08,3.6417114553635238e-09,6.249996872113329e-10,-2.5001675677941651e-11,-9.7917253606388958e-10,1.3682789223419565e-10,-4.4440267220710972e-10
5.921,1.4999498172047358e-08,3.5550022626053281e-09,5.8159784991941221e-10,-1.8655565542166029e-11,-9.7579978049411193e-10,1.2177538135376479e-10,-4.4458408628896409e-10
5.92125,1.49887861552414e-08,3.466467796890995e-09,5.3808945347803162e-10,-1.2679574184774288e-11,-9.7239806381000477e-10,1.0671309883667269e-10,-4.4475810799274174e-10
5.9215,1.4978410424014858e-08,3.3763916932758503e-09,4.9457313555410925e-10,-7.1171807900223389e-12,-9.6899526125842031e-10,9.1638623366530805e-11,-4.4492509537148423e-10
5.92175,1.4968429556191684e-08,3.2849091215244746e-09,4.5108440424567413e-10,-1.9620567464982007e-12,-9.6561319892244001e-10,7.6559234086428951e-11,-4.4508473567426214e-10
5.922,1.4958828420681504e-08,3.1920043945890471e-09,4.0757850944459416e-10,2.8285267935159841e-12,-9.6226547168794218e-10,6.147520108149848e-11,-4.4523606591109793e-10
5.92225,1.4949702606053393e-08,3.097538499549852e-09,3.6402780252585205e-10,7.3110822810592116e-12,-9.5894773580081922e-10,4.6377778231530228e-11,-4.4537712537692225e-10
5.9225,1.4940409392214018e-08,3.0016064105763954e-09,3.204389115665836e-10,1.1535392821571884e-11,-9.5561274232962761e-10,3.1262878744318542e-11,-4.4550662450912518e-10
5.92275,1.4931181798917665e-08,2.9042570359667307e-09,2.7683959958023864e-10,1.553097387703092e-11,-9.5223104832863448e-10,1.6148222616236178e-11,-4.456246121185687e-10
5.923,1.4922688228731404e-08,2.8055822523320178e-09,2.3328331113735122e-10,1.9273706253582849e-11,-9.4879040581558771e-10,1.0495328321782054e-12,-4.4573183081525758e-10
5.92325,1.4914242622756713e-08,2.7056722832765576e-09,1.8983198250526205e-10,2.2715581017360869e-11,-9.4528681981639036e-10,-1.4014559177644624e-11,-4.4582922543962138e-10
5.9235,1.4905499673000165e-08,2.6046375078442706e-09,1.4653121024212e-10,2.5731708745226816e-11,-9.4173445470157651e-10,-2.9022003494744292e-11,-4.4591791398816064e-10
5.92375,1.4896452313322477e-08,2.5027434111208042e-09,1.0343546097583422e-10,2.8286503114935574e-11,-9.3817325911480024e-10,-4.3953017656339605e-11,-4.4599890603962969e-10
5.924,1.4887414436531922e-08,2.4002883629584953e-09,6.0615310983933239e-11,3.0382032413101946e-11,-9.3468701015433673e-10,-5.8789904620578096e-11,-4.460730748527865e-10
5.92425,1.4878819474155234e-08,2.2973747164135056e-09,1.813456831445744e-11,3.2030897390370919e-11,-9.3131772688602799e-10,-7.3496097799687269e-11,-4.461408024240648e-10
5.9245,1.4870943139847108e-08,2.1939020921877046e-09,-2.3941946324550959e-11,3.3241474674663698e-11,-9.2808563424141845e-10,-8.8108018197899911e-11,-4.4620151411504795e-10
5.92475,1.4864002559545638e-08,2.0897701140829099e-09,-6.5560987675742259e-11,3.403509824034231e-11,-9.2498132912301192e-10,-1.0267129596908375e-10,-4.4625433198259341e-10
5.925,1.4858147168951412e-08,1.9850966713092031e-09,-1.0670101486189288e-10,3.4440765472685261e-11,-9.2191257240064983e-10,-1.1720257955815825e-10,-4.4629813568721505e-10
5.92525,1.4853420731483909e-08,1.8802008163672073e-09,-1.4735951724972303e-10,3.4440706219512868e-11,-9.1882726112176818e-10,-1.3171455824778444e-10,-4.4633234850747736e-10
5.9255,1.4849437398750191e-08,1.7751531811824614e-09,-1.8753727515043232e-10,3.397857800426899e-11,-9.1570134278948321e-10,-1.4620619726230176e-10,-4.4635605145662228e-10
5.92575,1.4846009949817726e-08,1.6700464412116309e-09,-2.2723879693948399e-10,3.3016039293149863e-11,-9.1255480748369211e-10,-1.6066989870780713e-10,-4.4636867576420231e-10
5.926,1.4843282514093617e-08,1.5646863238967406e-09,-2.6646557043089309e-10,3.1544212774076138e-11,-9.0942934069875688e-10,-1.750928176259642e-10,-4.4636996385186636e-10
5.92625,1.4840888169237789e-08,1.4590854192183634e-09,-3.0521691577800986e-10,2.9566863230738762e-11,-9.0634240446258557e-10,-1.8946035241362239e-10,-4.4636011120381163e-10
5.9265,1.4838463109295198e-08,1.3534220384451321e-09,-3.4347937976708162e-10,2.711086535521984e-11,-9.032889908166829e-10,-2.0376845720927317e-10,-4.4633878619587176e-10
5.92675,1.4836484565381843e-08,1.2479778225282665e-09,-3.8119251793754256e-10,2.4220556511571691e-11,-9.0026907361755408e-10,-2.1800692152270352e-10,-4.4630585177351091e-10
5.927,1.4835280123438955e-08,1.1429925563826224e-09,-4.1828304913196516e-10,2.0920311033712414e-11,-8.9728505687291362e-10,-2.3217165165279666e-10,-4.4626072710208332e-10
5.92725,1.4834780193374433e-08,1.0385441010977761e-09,-4.5469311952923802e-10,1.7209247209559716e-11,-8.94361613826542e-10,-2.4625580966926505e-10,-4.46202732946648e-10
5.9275,1.4834897919284153e-08,9.3461175036801377e-10,-4.9038466940124814e-10,1.30743498163208e-11,-8.9154139561330026e-10,-2.6025711775324855e-10,-4.4613229689312719e-10
5.92775,1.483549224256197e-08,8.3146390845009771e-10,-5.2533435869048589e-10,8.5082314676638507e-12,-8.8887100022062433e-10,-2.7416530692058653e-10,-4.4605027925682954e-10
5.928,1.4836360311186496e-08,7.2963575943174895e-10,-5.5955234400393971e-10,3.5166453622034167e-12,-8.8637956243328277e-10,-2.8797244255484555e-10,-4.4595892921631396e-10
5.92825,1.4837907749471269e-08,6.2944144944963352e-10,-5.9306877812038472e-10,-1.890233246302648e-12,-8.8405972351383226e-10,-3.0168693117142252e-10,-4.458599053164964e-10
5.9285,1.4840348380707888e-08,5.3095703612411128e-10,-6.2591494362856863e-10,-7.6817729202428079e-12,-8.8190090636130667e-10,-3.1531134285695806e-10,-4.4575337762864017e-10
5.92875,1.4842832302187104e-08,4.3414924006561452e-10,-6.5810544920355981e-10,-1.3834983107711356e-11,-8.7988936036755015e-10,-3.2884849269279932e-10,-4.4563942083597838e-10
5.929,1.4845338649074052e-08,3.3893152230371552e-10,-6.8964341899936783e-10,-2.0354058314346045e-11,-8.7799214596385083e-10,-3.4230781669884779e-10,-4.4551786718613866e-10
5.92925,1.4848363362596519e-08,2.4554349989497835e-10,-7.2053360990635317e-10,-2.7255218814868944e-11,-8.7619730792000497e-10,-3.5568606732340795e-10,-4.4538841877092623e-10
5.9295,1.4852455901717749e-08,1.5427249714299183e-10,-7.5077582749565414e-10,-3.4564697924260958e-11,-8.7451901663473756e-10,-3.689800996993767e-10,-4.4525102766942134e-10
5.92975,1.4857323634754582e-08,6.5866461028760947e-11,-7.8034967433054039e-10,-4.230939402543992e-11,-8.7297529863028958e-10,-3.8217886948167896e-10,-4.4510564739349075e-10
5.93,1.486270291139386e-08,-1.9320384518273147e-11,-8.0922560878374185e-10,-5.0483503121176715e-11,-8.7156471367130066e-10,-3.9527781188630682e-10,-4.4495237955110816e-10
5.93025,1.4869044816186108e-08,-1.011063103159423e-10,-8.3738487964635152e-10,-5.9070989738655128e-11,-8.7027535969408196e-10,-4.0827364433100086e-10,-4.4479098925725544e-10
5.9305,1.487662435090681e-08,-1.7965213080163164e-10,-8.6483282162220308e-10,-6.8067744121911113e-11,-8.6910110674911155e-10,-4.2116192521284755e-10,-4.4462118387666786e-10
5.93075,1.4885192224135604e-08,-2.5494014103223978e-10,-8.9161255363673934e-10,-7.7462966736328344e-11,-8.6802640046891963e-10,-4.3393764743419108e-10,-4.4444322727359754e-10
5.931,1.4894402159889106e-08,-3.2696043518500582e-10,-9.1778673965539516e-10,-8.7237865327694737e-11,-8.6701646149245998e-10,-4.4658616446380631e-10,-4.4425690406733467e-10
5.93125,1.4904021784154058e-08,-3.962478279415749e-10,-9.4336519257110182e-10,-9.7365214533090594e-11,-8.6605586607084206e-10,-4.5909892689299499e-10,-4.4406196161122976e-10
5.9315,1.4914115406325044e-08,-4.627275015998815e-10,-9.6828832688305853e-10,-1.0783417579665012e-10,-8.6513681583626052e-10,-4.7147047830110988e-10,-4.4385855057143514e-10
5.93175,1.4924671372616001e-08,-5.2588280681563925e-10,-9.9248930103874067e-10,-1.1864415824066298e-10,-8.6425888372769186e-10,-4.8368724648877708e-10,-4.4364743125561084e-10
5.932,1.4935755772035373e-08,-5.8546215215057863e-10,-1.0159321635658693e-09,-1.2980405750372918e-10,-8.6342861735969019e-10,-4.9574699543567212e-10,-4.4342918475781235e-10
5.93225,1.4947159400901074e-08,-6.4151204043548896e-10,-1.038576504380413e-09,-1.4132489490500603e-10,-8.6263906990645469e-10,-5.0763930593127584e-10,-4.4320411630467564e-10
5.9325,1.4958512513827105e-08,-6.9428840190621104e-10,-1.0604019115598848e-09,-1.5320020374182772e-10,-8.618918443680685e-10,-5.1936252512034189e-10,-4.4297172521955297e-10
5.93275,1.4970252852438839e-08,-7.4352318555464482e-10,-1.0814328892474357e-09,-1.6541921570262877e-10,-8.6117643597605954e-10,-5.3092195653239715e-10,-4.4273118608061178e-10
5.933,1.4982454443937072e-08,-7.8873842899306585e-10,-1.101682055166156e-09,-1.7796715371564493e-10,-8.6049867065907843e-10,-5.4229406698606387e-10,-4.4248193287414023e-10
5.93325,1.4994807608587747e-08,-8.2971317456982121e-10,-1.12109830390057e-09,-1.9081771295074826e-10,-8.5985051184874017e-10,-5.5346788657877474e-10,-4.4222355446687063e-10
5.9335,1.5007566747710067e-08,-8.6671871428976116e-10,-1.1395847857891545e-09,-2.0394758014248329e-10,-8.5926521768228798e-10,-5.6443982531349454e-10,-4.4195566770822093e-10
5.93375,1.5021356263367852e-08,-9.0004907281820735e-10,-1.1570964783783102e-09,-2.1733844369708145e-10,-8.587909431343159e-10,-5.7518947825176134e-10,-4.4167833282180664e-10
5.934,1.5035855902397558e-08,-9.2968883216142096e-10,-1.1736728221404586e-09,-2.3096892432809303e-10,-8.584565875686136e-10,-5.8570736772869512e-10,-4.4139108823840686e-10
5.93425,1.5050506788763534e-08,-9.5558881471959591e-10,-1.1893924207780206e-09,-2.4481748592739846e-10,-8.5833072804836931e-10,-5.9599352829080749e-10,-4.4109424699945468e-10
5.9345,1.5065217773952886e-08,-9.7760768119103203e-10,-1.2042737689348615e-09,-2.5886201769742239e-10,-8.5842039866186655e-10,-6.0605775941153422e-10,-4.4078835160239802e-10
5.93475,1.5080345334676559e-08,-9.9411040970559066e-10,-1.2182597324784932e-09,-2.7309422916977915e-10,-8.5869179181859336e-10,-6.159120491788629e-10,-4.4047363798766692e-10
5.935,1.5096394849292128e-08,-1.0049823401993597e-09,-1.2312986141588109e-09,-2.875062945490138e-10,-8.5912180777945694e-10,-6.2556350383050233e-10,-4.401508208219411e-10
5.93525,1.5113023024382937e-08,-1.010836348321918e-09,-1.2433747854343632e-09,-3.0208008759750979e-10,-8.5970408335995566e-10,-6.3501159256499207e-10,-4.3982056022079622e-10
5.9355,1.5130351761261815e-08,-1.0119538898741542e-09,-1.2545061196281725e-09,-3.1677850875367229e-10,-8.6043778560205579e-10,-6.4426662623467206e-10,-4.3948377577930886e-10
5.93575,1.5148207627392709e-08,-1.0083934317095522e-09,-1.2646394926008851e-09,-3.315636391386735e-10,-8.6132021532694428e-10,-6.5333275042870104e-10,-4.3914124608388641e-10
5.936,1.5166266660271493e-08,-9.9991805911222307e-10,-1.2736490639590905e-09,-3.4641302664837345e-10,-8.6233926244431784e-10,-6.6220874137328443e-10,-4.3879281451671468e-10
5.93625,1.5184419001331265e-08,-9.8638104876035755e-10,-1.2814540166933175e-09,-3.6132640554832763e-10,-8.6348790940767962e-10,-6.7088697158340432e-10,-4.3843765190679784e-10
5.9365,1.5202605899400012e-08,-9.6809605178104578e-10,-1.2880607881746796e-09,-3.7629575341863699e-10,-8.6475488657165586e-10,-6.7936045458367108e-10,-4.3807486453251436e-10
5.93675,1.5221156070925465e-08,-9.4513198004830833e-10,-1.2935322668095029e-09,-3.9128667901353314e-10,-8.6613081717671368e-10,-6.8762741732598338e-10,-4.3770372020908244e-10
5.937,1.5239786000571953e-08,-9.1757426429456005e-10,-1.297934997156271e-09,-4.0625153763135669e-10,-8.6761455289751015e-10,-6.9569968044063064e-10,-4.3732320621114157e-10
5.93725,1.525866046930524e-08,-8.8544295726577284e-10,-1.3013022636825448e-09,-4.2114349098327651e-10,-8.6921077640467198e-10,-7.0359097443337916e-10,-4.3693321152287388e-10
5.9375,1.5278014850426053e-08,-8.4841627085823564e-10,-1.3035850232552715e-09,-4.3594659316434535e-10,-8.7093478752885556e-10,-7.1130299747938023e-10,-4.3653378319599922e-10
5.93775,1.5297336060434662e-08,-8.0615948437316462e-10,-1.3047464353810286e-09,-4.5066697964615472e-10,-8.7278680533149643e-10,-7.1882259413618447e-10,-4.3612489892293257e-10
5.938,1.531624935405282e-08,-7.5868714986356991e-10,-1.3048157125088851e-09,-4.6530212242912947e-10,-8.7474555904937299e-10,-7.2614371802235153e-10,-4.3570606143771261e-10
5.93825,1.5335224084553711e-08,-7.0638863934561134e-10,-1.3038014026507565e-09,-4.7984364922848884e-10,-8.7679374076155421e-10,-7.3326696226957339e-10,-4.3527626160972791e-10
5.9385,1.535414356163794e-08,-6.498818140716081e-10,-1.301709740479147e-09,-4.9427924947311453e-10,-8.789159488460893e-10,-7.4018744571169772e-10,-4.34834633669993e-10
5.93875,1.537280909838071e-08,-5.8954495528981923e-10,-1.2985889024683549e-09,-5.0857592029773657e-10,-8.8107835694214443e-10,-7.4690496887575648e-10,-4.343807124183451e-10
5.939,1.5391556398111736e-08,-5.2520163823286228e-10,-1.2944022695384607e-09,-5.2268304100807033e-10,-8.8324321632004222e-10,-7.5342274240476001e-10,-4.3391424539188699e-10
5.93925,1.5410909995629951e-08,-4.5648088349400279e-10,-1.2890649393862483e-09,-5.3655053498290805e-10,-8.8540577501963235e-10,-7.5974578451993966e-10,-4.3343525691615051e-10
5.9395,1.5430588501201411e-08,-3.8300412528778233e-10,-1.2826000015563859e-09,-5.5014482149151303e-10,-8.8758425510767884e-10,-7.6589036691522049e-10,-4.3294415712645513e-10
5.93975,1.5450099824202654e-08,-3.048657645777273e-10,-1.2750715207043745e-09,-5.6344092294647259e-10,-8.8979755350244868e-10,-7.719200265851515e-10,-4.3244208692022115e-10
5.94,1.5469594937297247e-08,-2.2258078061129648e-10,-1.2663932851885482e-09,-5.7642251727652078e-10,-8.9204449514827835e-10,-7.778887864838594e-10,-4.3192993440512608e-10
5.94025,1.5489099200248643e-08,-1.3657104577411059e-10,-1.256487028934133e-09,-5.8907529299753545e-10,-8.9431986404139537e-10,-7.8384631241450034e-10,-4.3140832486776194e-10
5.9405,1.5508569106860878e-08,-4.6611988361377689e-11,-1.2454621030350754e-09,-6.0137467503936429e-10,-8.9662269971495768e-10,-7.8983101300145525e-10,-4.3087709503187964e-10
5.94075,1.5527908489031821e-08,4.7626899222488315e-11,-1.2334971030995204e-09,-6.1330185939519692e-10,-8.9895300848583126e-10,-7.9585895714114396e-10,-4.3033541678485236e-10
5.941,1.5547088701253447e-08,1.4563232500084265e-10,-1.220481202601717e-09,-6.2485435630082013e-10,-9.0132579872198117e-10,-8.0194753978473463e-10,-4.2978348402877638e-10
5.94125,1.5565769472034618e-08,2.463256899118198e-10,-1.2062686563675584e-09,-6.3602789779347584e-10,-9.0375717216742527e-10,-8.0810149562389795e-10,-4.2922097411112784e-10
5.9415,1.5584705329293464e-08,3.490072375016184e-10,-1.1907754917389376e-09,-6.4680913756175027e-10,-9.0624879179186008e-10,-8.1431159083124497e-10,-4.2864793211936297e-10
5.94175,1.5603754242645316e-08,4.5405951570075504e-10,-1.1739995041445892e-09,-6.5718623951391112e-10,-9.0879887248304734e-10,-8.2056473198088404e-10,-4.2806315075613576e-10
5.942,1.5622442690036318e-08,5.615437198638093e-10,-1.1560296263401838e-09,-6.6714375246417165e-10,-9.1139826990642222e-10,-8.2684307195323465e-10,-4.274665483797712e-10
5.94225,1.564059039538413e-08,6.7156070663404085e-10,-1.1370318736236349e-09,-6.766705361500622e-10,-9.1402191589239384e-10,-8.3313648108863639e-10,-4.2685754719363577e-10
5.9425,1.565805255538572e-08,7.8391832397652147e-10,-1.1171067608166921e-09,-6.8577379025434184e-10,-9.1663253307368287e-10,-8.3943186135671112e-10,-4.2623566832582942e-10
5.94275,1.5675226628436738e-08,8.9858282043759401e-10,-1.0961615508555103e-09,-6.9446251723618542e-10,-9.1919492492007753e-10,-8.4571629338868586e-10,-4.2560074775977424e-10
5.943,1.5692424229768644e-08,1.0155986610500614e-09,-1.0740739638489593e-09,-7.0273685934207322e-10,-9.2168806346740463e-10,-8.5198139704032907e-10,-4.2495220982551895e-10
5.94325,1.5709357132238267e-08,1.134659129847468e-09,-1.0508134570111087e-09,-7.1058812838227385e-10,-9.2408844894072118e-10,-8.5822678717118832e-10,-4.2429048455714666e-10
5.9435,1.5726421346054814e-08,1.2552364890565535e-09,-1.0264977819503793e-09,-7.1799162399484137e-10,-9.2638477642928696e-10,-8.6445658010095532e-10,-4.2361508004307397e-10
5.94375,1.574287197711538e-08,1.3769578559375822e-09,-1.0012642278982422e-09,-7.2490583970293247e-10,-9.2856858227194741e-10,-8.7067176764556178e-10,-4.2292549848165608e-10
5.944,1.5758955831604806e-08,1.4992885203712065e-09,-9.7519625228571401e-10,-7.3130035617378788e-10,-9.3062603306519491e-10,-8.7688838240233793e-10,-4.2222076346803438e-10
5.94425,1.5774577730463044e-08,1.6219608294772229e-09,-9.4821362201503676e-10,-7.3715011584457485e-10,-9.3254675624549037e-10,-8.831105036545917e-10,-4.2149990613300731e-10
5.9445,1.5789142270044637e-08,1.7452644801115992e-09,-9.2019956329302214e-10,-7.4243292600382833e-10,-9.3432257904409938e-10,-8.8933482676247886e-10,-4.207619618160055e-10
5.94475,1.5802858039371481e-08,1.8699135575352615e-09,-8.9118371554416234e-10,-7.4713524532642251e-10,-9.3594864942138617e-10,-8.9555859492905417e-10,-4.2000601132893027e-10
5.945,1.5816074481600717e-08,1.9961996072276615e-09,-8.6131084300854648e-10,-7.5125220044839646e-10,-9.3741275310568106e-10,-9.0177229499861888e-10,-4.1923136477408595e-10
5.94525,1.5828908790434195e-08,2.1236046678642837e-09,-8.3071999920407296e-10,-7.5479349251198257e-10,-9.3869539302394899e-10,-9.0795847870768796e-10,-4.1843773320835016e-10
5.9455,1.5840629930455489e-08,2.2509129565599643e-09,-7.9928201320326366e-10,-7.5777696503924886e-10,-9.3977202608255502e-10,-9.141124125406823e-10,-4.1762490147415565e-10
5.94575,1.5850872490629273e-08,2.3777981326437031e-09,-7.6686208419449117e-10,-7.6022632477306283e-10,-9.4060801913637421e-10,-9.2022968799939472e-10,-4.1679266350527408e-10
5.946,1.5860245158997937e-08,2.5043429268388371e-09,-7.3353272020498401e-10,-7.6216277818577016e-10,-9.4117120631080609e-10,-9.2630490718816303e-10,-4.1594104263915453e-10
5.94625,1.5869559013962661e-08,2.6298810042653092e-09,-6.9938341393796092e-10,-7.635959448722295e-10,-9.4144409668972831e-10,-9.3234070854512679e-10,-4.1507003897984029e-10
5.9465,1.5878744334125448e-08,2.7532736973543917e-09,-6.6455818573914141e-10,-7.645090909436964e-10,-9.4141543506444923e-10,-9.383440324603245e-10,-4.141808056229101e-10
5.94675,1.5887672368437717e-08,2.8737894224582428e-09,-6.2917243649203871e-10,-7.6488016599650279e-10,-9.4109549489493263e-10,-9.4431299689055523e-10,-4.1327483959296093e-10
5.947,1.5896317453587606e-08,2.9917293780322164e-09,-5.9318601162989323e-10,-7.6468518458257285e-10,-9.4049762905610503e-10,-9.5025873831702448e-10,-4.1235279571514595e-10
5.94725,1.5904881056713181e-08,3.1080455526758251e-09,-5.5661373129425132e-10,-7.6391545228837922e-10,-9.3963234418030412e-10,-9.561888778382356e-10,-4.1141527402201356e-10
5.9475,1.5913585210351331e-08,3.2234646725868964e-09,-5.1952839550968848e-10,-7.6258496910039733e-10,-9.3850249338257349e-10,-9.6211077732234694e-10,-4.1046337494585791e-10
5.94775,1.5922073293229964e-08,3.3377376290431721e-09,-4.8187684782054506e-10,-7.6068969127912868e-10,-9.3710447555887463e-10,-9.6803159731237491e-10,-4.0949821762067749e-10
5.948,1.5930336105378008e-08,3.4502435158905012e-09,-4.4362712597335724e-10,-7.5820494302962428e-10,-9.3543354907149166e-10,-9.739598972816564e-10,-4.0852100234117038e-10
5.94825,1.5938169727798092e-08,3.5604017434150753e-09,-4.0495793656742394e-10,-7.5514769206190533e-10,-9.3349182049614716e-10,-9.7989162758571708e-10,-4.0753326747637656e-10
5.9485,1.5945324423608673e-08,3.6679320214083131e-09,-3.659878462720853e-10,-7.5153430910964301e-10,-9.3127011107252435e-10,-9.8582710993861746e-10,-4.0653546408557746e-10
5.94875,1.5951960671898159e-08,3.77269097516284e-09,-3.2664953420240635e-10,-7.4736374711297914e-10,-9.2874932464855424e-10,-9.9177041305447851e-10,-4.055276452983612e-10
