Physical Time (s),enthalpy_storage_vol Monitor (J): cv1,enthalpy_storage_vol Monitor (J): cv2,enthalpy_storage_vol Monitor (J): cv3,enthalpy_storage_vol Monitor (J): cv4,enthalpy_storage_vol Monitor (J): cv5,enthalpy_storage_vol Monitor (J): cv6,enthalpy_storage_vol Monitor (J): cv7
6.03375,3.2604681141053449e-07,2.9877833609006017e-07,4.0724238388397677e-07,4.0618992181013433e-07,4.1064496117812476e-07,8.2403723250174593e-07,1.2979140427933944e-06
6.034,3.2604576494980597e-07,2.9886168213135276e-07,4.0723475512868349e-07,4.0616348299852829e-07,4.1064509604862767e-07,8.2400919492721009e-07,1.2978988684596607e-06
6.03425,3.2604467412854835e-07,2.9894380930961405e-07,4.072262134850342e-07,4.0613852698397526e-07,4.106458571000501e-07,8.2398127458853693e-07,1.2978835976752468e-06
6.0345,3.2604350126098686e-07,2.9902469685117978e-07,4.0721675055453731e-07,4.0611504767888025e-07,4.1064722916387112e-07,8.2395344844601089e-07,1.2978681886483077e-06
6.03475,3.2604231574853684e-07,2.991043420053065e-07,4.0720639357077844e-07,4.0609307999295079e-07,4.1064923878926247e-07,8.2392576760500286e-07,1.297852716102662e-06
6.035,3.2604114940065014e-07,2.9918273043378417e-07,4.0719515427177046e-07,4.0607265270784523e-07,4.106519025977312e-07,8.2389826133596398e-07,1.2978372238976268e-06
6.03525,3.2603987515048133e-07,2.9925980399958048e-07,4.0718298664237544e-07,4.0605372138588975e-07,4.1065516275114344e-07,8.2387083758488488e-07,1.2978215451586662e-06
6.0355,3.2603858762190952e-07,2.9933556868533531e-07,4.0716994045314236e-07,4.0603633307464402e-07,4.1065905227196306e-07,8.2384358144489555e-07,1.2978058048685505e-06
6.03575,3.2603722287404838e-07,2.9940998835487204e-07,4.0715600099629831e-07,4.0602046246819282e-07,4.1066355471526699e-07,8.23816418716457e-07,1.2977899372289965e-06
6.036,3.2603585301610074e-07,2.99483057244567e-07,4.0714120975994237e-07,4.060061296182285e-07,4.1066871345237452e-07,8.2378938294405377e-07,1.297774032317157e-06
6.03625,3.2603447996656032e-07,2.9955475540316412e-07,4.0712557915595266e-07,4.059933277245578e-07,4.1067453709143922e-07,8.2376247016523376e-07,1.2977581065469084e-06
6.0365,3.2603304369846225e-07,2.9962504704487509e-07,4.0710909381949251e-07,4.0598202674063378e-07,4.1068099886342842e-07,8.2373562472031279e-07,1.2977420921523483e-06
6.03675,3.2603154099648809e-07,2.996939194671972e-07,4.0709176636456216e-07,4.0597222290204619e-07,4.1068810197969787e-07,8.237088432262543e-07,1.2977259875972148e-06
6.037,3.260300411223293e-07,2.997613680486753e-07,4.0707363766531973e-07,4.059639416402528e-07,4.1069586286571295e-07,8.2368218695061948e-07,1.2977098598505307e-06
6.03725,3.2602843731218729e-07,2.9982735819326963e-07,4.0705468037352768e-07,4.0595714809249292e-07,4.1070424020892848e-07,8.2365557388697938e-07,1.2976935894935689e-06
6.0375,3.260268510901445e-07,2.9989189948807206e-07,4.0703497575810471e-07,4.0595189610823424e-07,4.1071327439475724e-07,8.2362912432978341e-07,1.2976773379911801e-06
6.03775,3.2602521783807401e-07,2.9995495817862212e-07,4.0701451821385101e-07,4.0594815453505894e-07,4.1072293017861342e-07,8.2360279422196637e-07,1.2976610328913088e-06
6.038,3.2602355326054318e-07,3.0001650465956691e-07,4.0699332768615949e-07,4.0594591477969489e-07,4.1073320368489453e-07,8.2357659048782823e-07,1.2976446925792663e-06
6.03825,3.2602188402612457e-07,3.0007652988828311e-07,4.0697143801651362e-07,4.0594518750673647e-07,4.1074409869442135e-07,8.2355055324667773e-07,1.2976283647311316e-06
6.0385,3.2602010882933051e-07,3.001349949706315e-07,4.0694883098534381e-07,4.0594592514527943e-07,4.1075558073303614e-07,8.2352459937817481e-07,1.2976119349180418e-06
6.03875,3.260182885898272e-07,3.0019190249401837e-07,4.0692555421729791e-07,4.0594814328749261e-07,4.1076767874042539e-07,8.2349878244131439e-07,1.2975954848389044e-06
6.039,3.2601643059602677e-07,3.0024723444310478e-07,4.0690162825057225e-07,4.0595182792380173e-07,4.107803892552401e-07,8.2347310702623716e-07,1.2975790006827309e-06
6.03925,3.2601453310453612e-07,3.0030097191883824e-07,4.068770786117319e-07,4.0595697019447314e-07,4.1079371518028706e-07,8.2344756793656019e-07,1.2975624907047407e-06
6.0395,3.2601263579095309e-07,3.0035308926282871e-07,4.0685195264637403e-07,4.0596357550720663e-07,4.1080766846973914e-07,8.2342218558981629e-07,1.2975460075128911e-06
6.03975,3.2601074539039055e-07,3.0040356074315072e-07,4.0682627915056381e-07,4.0597163165345756e-07,4.1082224795579512e-07,8.233969552162366e-07,1.2975295648985833e-06
6.04,3.2600876711730387e-07,3.0045234815569086e-07,4.0680004589466698e-07,4.0598108028387731e-07,4.1083741119686329e-07,8.2337179620989751e-07,1.2975130451998744e-06
6.04025,3.2600678087051721e-07,3.0049946908023922e-07,4.067733225711178e-07,4.0599194958178927e-07,4.108531960703318e-07,8.2334679103330251e-07,1.2974965701933221e-06
6.0405,3.260046857194415e-07,3.005448827944287e-07,4.0674610180674161e-07,4.0600418427113296e-07,4.1086955778339982e-07,8.2332186553222948e-07,1.2974800261908258e-06
6.04075,3.2600257716007971e-07,3.0058859828347172e-07,4.0671845376258813e-07,4.0601780951702174e-07,4.108865290185676e-07,8.2329710413964185e-07,1.2974635283815232e-06
6.041,3.2600046835416188e-07,3.0063058276547856e-07,4.0669041386989369e-07,4.0603280842917117e-07,4.1090410713976989e-07,8.2327250487830193e-07,1.2974470755137312e-06
6.04125,3.2599825523328495e-07,3.0067078716044562e-07,4.0666198223078954e-07,4.060491261582208e-07,4.1092225338529734e-07,8.2324798713739713e-07,1.2974305510927662e-06
6.0415,3.2599603688368306e-07,3.0070921321547703e-07,4.0663323043411704e-07,4.0606678546633306e-07,4.1094100992016927e-07,8.2322362802251431e-07,1.2974140870848363e-06
6.04175,3.2599381644098986e-07,3.0074584009671717e-07,4.0660418959776942e-07,4.0608577251253352e-07,4.1096037105290906e-07,8.231994269319021e-07,1.2973976912785422e-06
6.042,3.2599154310294485e-07,3.0078061935694619e-07,4.0657487043180311e-07,4.0610604800665359e-07,4.1098029596608179e-07,8.2317533121978599e-07,1.2973812857784494e-06
6.04225,3.2598927104559163e-07,3.0081355711256977e-07,4.0654533123433738e-07,4.0612762811584157e-07,4.1100079758909717e-07,8.2315140425934446e-07,1.2973649510654785e-06
6.0425,3.2598695914995813e-07,3.0084463567085779e-07,4.0651559389143104e-07,4.0615048360540777e-07,4.1102185062543285e-07,8.2312763054433478e-07,1.2973486363592221e-06
6.04275,3.25984638797102e-07,3.0087383436981978e-07,4.0648572234424867e-07,4.0617460850769766e-07,4.1104345603886007e-07,8.2310404394327226e-07,1.2973323891835206e-06
6.043,3.2598229124598605e-07,3.0090112002885829e-07,4.0645573876621573e-07,4.0619996752575797e-07,4.110655954933789e-07,8.2308062430401476e-07,1.2973161726014358e-06
6.04325,3.259798149418842e-07,3.0092646199585326e-07,4.0642563059427122e-07,4.0622650220184628e-07,4.1108822194111874e-07,8.230573012772682e-07,1.2972998691589954e-06
6.0435,3.259773657010279e-07,3.0094988930163264e-07,4.0639549869243362e-07,4.0625426020873128e-07,4.1111138937955514e-07,8.2303422500338872e-07,1.2972836691280803e-06
6.04375,3.2597487734127117e-07,3.0097137214644234e-07,4.0636535223175592e-07,4.0628319491358983e-07,4.1113506141772509e-07,8.2301135564125392e-07,1.2972674804846676e-06
6.044,3.2597229864970828e-07,3.0099085664348757e-07,4.06335212879708e-07,4.0631325945161918e-07,4.111591982561365e-07,8.2298864912185946e-07,1.2972512303796141e-06
6.04425,3.2596978583709806e-07,3.0100835561864447e-07,4.0630519726498895e-07,4.0634450342485754e-07,4.1118387322260659e-07,8.2296623592703216e-07,1.2972351245571791e-06
6.0445,3.2596721031774857e-07,3.0102382065371723e-07,4.0627529041342712e-07,4.063768533438483e-07,4.1120903730127219e-07,8.2294400227567253e-07,1.2972190052591885e-06
6.04475,3.2596461120978564e-07,3.0103723689744118e-07,4.0624554338016698e-07,4.0641030304631548e-07,4.1123469356245464e-07,8.2292197878956164e-07,1.2972029180626627e-06
6.045,3.259620564540404e-07,3.0104860576057024e-07,4.0621601984046601e-07,4.0644485577735603e-07,4.1126085772415041e-07,8.2290022176468011e-07,1.2971869404436874e-06
6.04525,3.2595944086538928e-07,3.0105788413145763e-07,4.0618672639465943e-07,4.0648045023892106e-07,4.1128748402019068e-07,8.2287864742880972e-07,1.2971709712703597e-06
6.0455,3.259567587712869e-07,3.0106506364505367e-07,4.0615769936988404e-07,4.0651706528020227e-07,4.1131456388412063e-07,8.2285725222602421e-07,1.2971550293690223e-06
6.04575,3.2595411249323842e-07,3.0107015644760442e-07,4.0612900880135135e-07,4.0655471949331116e-07,4.1134212877031942e-07,8.2283611114798471e-07,1.297139253258978e-06
6.046,3.2595142257142627e-07,3.0107311641268214e-07,4.0610064862316821e-07,4.0659334970820167e-07,4.1137013065390738e-07,8.2281513572120423e-07,1.2971235216695259e-06
6.04625,3.2594871145478492e-07,3.0107393953974906e-07,4.0607267888047191e-07,4.0663294555264932e-07,4.1139857121693477e-07,8.2279435581177726e-07,1.2971078737319399e-06
6.0465,3.2594601014948412e-07,3.0107261012564667e-07,4.060451699815465e-07,4.0667349197127223e-07,4.1142745622071678e-07,8.2277380211674129e-07,1.2970923550637182e-06
6.04675,3.2594325899375454e-07,3.010690958612156e-07,4.0601813943457862e-07,4.0671493203126681e-07,4.1145675486681284e-07,8.2275342111269953e-07,1.2970768860704137e-06
6.047,3.2594047719574138e-07,3.010633709484326e-07,4.0599162735163628e-07,4.0675723656847447e-07,4.1148645972154227e-07,8.2273321041606381e-07,1.2970614700601963e-06
6.04725,3.2593775629563788e-07,3.0105544581330274e-07,4.059657151606957e-07,4.0680042453455722e-07,4.1151659936658492e-07,8.2271325752031211e-07,1.2970462317437154e-06
6.0475,3.2593502512222624e-07,3.0104529846334587e-07,4.0594041303011791e-07,4.0684444953978366e-07,4.1154713675352648e-07,8.2269351612811327e-07,1.2970310881638737e-06
6.04775,3.259322163713025e-07,3.0103290339921138e-07,4.0591569967900849e-07,4.0688929706516749e-07,4.1157803479003965e-07,8.226739420380177e-07,1.2970159537308965e-06
6.048,3.2592943588105378e-07,3.0101826680748237e-07,4.058916093630343e-07,4.069350249232654e-07,4.1160932342201346e-07,8.2265462533322246e-07,1.2970009328063663e-06
6.04825,3.2592664254520218e-07,3.0100138860059762e-07,4.0586817101450528e-07,4.0698157408155858e-07,4.1164098305555829e-07,8.2263555310601621e-07,1.2969859838672731e-06
6.0485,3.2592380395276598e-07,3.0098224772421294e-07,4.0584543379981563e-07,4.070288807355718e-07,4.1167299719323071e-07,8.2261670837112951e-07,1.2969710662522164e-06
6.04875,3.2592101857907448e-07,3.0096084516549447e-07,4.0582350294610585e-07,4.0707694114955996e-07,4.1170540214453439e-07,8.2259818880629899e-07,1.2969562908708884e-06
6.049,3.2591819977638799e-07,3.0093714612648131e-07,4.0580238559025773e-07,4.0712567013921869e-07,4.1173815238482377e-07,8.2257991358880347e-07,1.2969415478522533e-06
6.04925,3.2591537448948726e-07,3.0091114628953623e-07,4.0578214442659683e-07,4.0717504944563998e-07,4.1177126015258071e-07,8.2256191873054961e-07,1.2969268691319823e-06
6.0495,3.2591254067508001e-07,3.0088283668286695e-07,4.057628184767561e-07,4.0722502134520459e-07,4.1180475365399981e-07,8.2254421150298652e-07,1.2969122418309796e-06
6.04975,3.2590966929389476e-07,3.008522048506836e-07,4.0574441888363151e-07,4.0727551215336569e-07,4.1183865320481601e-07,8.2252677421858034e-07,1.2968976110059582e-06
6.05,3.2590683917140686e-07,3.0081923902588126e-07,4.0572699475536489e-07,4.0732650206039371e-07,4.118730200546117e-07,8.2250966027944692e-07,1.2968830601254805e-06
6.05025,3.2590401686284153e-07,3.0078392658854567e-07,4.0571055962883759e-07,4.07377945788861e-07,4.119078506124526e-07,8.224928340463397e-07,1.2968685584754528e-06
6.0505,3.2590116598494422e-07,3.0074625363751321e-07,4.0569516674197299e-07,4.0742980214782521e-07,4.119431010179203e-07,8.2247624119059773e-07,1.2968540945344026e-06
6.05075,3.2589834461486079e-07,3.0070624089014445e-07,4.056809069894344e-07,4.0748206272448566e-07,4.1197876821424247e-07,8.2245991426693653e-07,1.2968397759422009e-06
6.051,3.2589545599717489e-07,3.0066386273197334e-07,4.0566777636561382e-07,4.075346737522469e-07,4.120147884278735e-07,8.2244375417102893e-07,1.2968255003453213e-06
6.05125,3.2589257837546048e-07,3.0061912014920039e-07,4.056558311878464e-07,4.0758768241583878e-07,4.1205113259214503e-07,8.2242780694947567e-07,1.2968113583932761e-06
6.0515,3.2588976900934322e-07,3.0057203110456892e-07,4.0564512016920914e-07,4.0764113215024622e-07,4.1208778564403885e-07,8.2241212703578778e-07,1.296797432082709e-06
6.05175,3.2588692656146032e-07,3.005225793972218e-07,4.0563561658810895e-07,4.076949815650735e-07,4.1212468747449089e-07,8.2239663716652438e-07,1.2967836074742274e-06
6.052,3.2588408259516488e-07,3.004707609900679e-07,4.056273591158017e-07,4.077492377023501e-07,4.1216184001705936e-07,8.2238136799486965e-07,1.2967699109627077e-06
6.05225,3.2588124835838142e-07,3.0041656406284991e-07,4.0562036396282086e-07,4.0780388864202626e-07,4.1219923595363027e-07,8.2236631359716452e-07,1.2967563431699289e-06
6.0525,3.2587847898663694e-07,3.003600035161024e-07,4.0561467115456011e-07,4.0785895422423346e-07,4.1223690022837874e-07,8.2235152742891417e-07,1.2967430038665344e-06
6.05275,3.2587567870292871e-07,3.0030105504473999e-07,4.0561024392931248e-07,4.0791439591325288e-07,4.1227478538176306e-07,8.2233692656975212e-07,1.2967297844897714e-06
6.053,3.2587291327896313e-07,3.002397263887913e-07,4.0560712504212304e-07,4.0797022706518993e-07,4.1231292326670461e-07,8.2232256512377963e-07,1.2967167575076719e-06
6.05325,3.2587012735597171e-07,3.0017600108105701e-07,4.0560531444999159e-07,4.080263795713471e-07,4.1235129717412488e-07,8.2230839154757927e-07,1.2967038285230913e-06
6.0535,3.2586731401549418e-07,3.0010988080518644e-07,4.0560485259826784e-07,4.0808281019524317e-07,4.1238992155726042e-07,8.2229439988614052e-07,1.2966909987250267e-06
6.05375,3.2586450335305875e-07,3.0004140126761633e-07,4.056057527750256e-07,4.0813949907345336e-07,4.1242881907476993e-07,8.2228061720281446e-07,1.296678309948196e-06
6.054,3.2586172574507992e-07,2.9997060041915056e-07,4.0560802185365697e-07,4.0819643729286986e-07,4.1246799785161696e-07,8.2226707681912252e-07,1.2966658012889349e-06
6.05425,3.2585892936035705e-07,2.9989747155532985e-07,4.0561164368347477e-07,4.0825357206346374e-07,4.1250742034153061e-07,8.2225372703880418e-07,1.2966533954195503e-06
6.0545,3.2585619841037524e-07,2.9982205587109719e-07,4.0561666996110059e-07,4.0831092851278386e-07,4.1254712382612851e-07,8.222406552196686e-07,1.2966412100077925e-06
6.05475,3.2585343015763148e-07,2.9974434253670653e-07,4.0562307184287706e-07,4.0836845410412248e-07,4.1258706164050646e-07,8.2222778286289631e-07,1.296629124020559e-06
6.055,3.2585062801122093e-07,2.9966433160611514e-07,4.0563086264044115e-07,4.0842613503647665e-07,4.1262722765259088e-07,8.2221511675925114e-07,1.2966171401289973e-06
6.05525,3.2584790379571767e-07,2.9958202163832854e-07,4.0564011062775925e-07,4.0848399575078216e-07,4.1266765465223233e-07,8.2220274850569027e-07,1.2966053700246465e-06
6.0555,3.2584516068935685e-07,2.9949737929738879e-07,4.0565079632006338e-07,4.085419833590142e-07,4.1270830049615984e-07,8.2219061069274428e-07,1.2965936831034368e-06
6.05575,3.2584242905649014e-07,2.9941042570195967e-07,4.0566293529935251e-07,4.0860010454808453e-07,4.1274917369175106e-07,8.2217874439261292e-07,1.2965820976448929e-06
6.056,3.2583973700308104e-07,2.993211973441072e-07,4.0567653363018551e-07,4.0865836288090558e-07,4.1279028140697412e-07,8.2216717887345391e-07,1.2965706557782684e-06
6.05625,3.2583703342435768e-07,2.9922969527878752e-07,4.0569156005531556e-07,4.0871671393738252e-07,4.1283158878646418e-07,8.2215585646531871e-07,1.2965592832926234e-06
6.0565,3.2583434563254291e-07,2.9913595067027601e-07,4.0570802632470848e-07,4.0877515922759908e-07,4.1287310522418469e-07,8.221448068052028e-07,1.2965480145984039e-06
6.05675,3.2583173159783102e-07,2.9904000546726528e-07,4.0572596070095712e-07,4.0883371208725541e-07,4.1291485251489135e-07,8.2213408449896012e-07,1.2965369215204058e-06
6.057,3.2582909352882701e-07,2.9894185732497257e-07,4.0574532053043279e-07,4.0889232233989109e-07,4.1295677756272959e-07,8.2212362140726875e-07,1.2965258735234877e-06
6.05725,3.2582644244998425e-07,2.9884151435051894e-07,4.0576610724703618e-07,4.089509787031217e-07,4.129988639319856e-07,8.2211342268569786e-07,1.2965148733515831e-06
6.0575,3.258238719459917e-07,2.9873899829924277e-07,4.0578838244308398e-07,4.0900971128500863e-07,4.1304113866117226e-07,8.2210356862364226e-07,1.2965040512512937e-06
6.05775,3.2582127534215113e-07,2.9863429434136522e-07,4.0581212113871665e-07,4.0906847164580556e-07,4.1308355078178997e-07,8.2209398385121053e-07,1.2964932934745148e-06
6.058,3.2581861725354544e-07,2.9852741509339142e-07,4.0583730990990547e-07,4.0912723577058424e-07,4.1312607602015589e-07,8.2208464124960209e-07,1.2964825724371678e-06
6.05825,3.2581600015409259e-07,2.9841840506212905e-07,4.0586398189594211e-07,4.091860344268174e-07,4.13168740739306e-07,8.2207561739863392e-07,1.296472021635514e-06
6.0585,3.2581342389837099e-07,2.9830729269263658e-07,4.0589212177822672e-07,4.0924485637169628e-07,4.1321153902051662e-07,8.2206691127362835e-07,1.2964616463178347e-06
6.05875,3.2581084884473768e-07,2.9819412611911357e-07,4.0592167800076939e-07,4.0930367739084661e-07,4.1325445775443149e-07,8.2205849248883396e-07,1.2964513969835169e-06
6.059,3.2580826939956238e-07,2.9807902935480951e-07,4.0595254588953412e-07,4.0936248626980024e-07,4.1329749501468008e-07,8.2205036329041549e-07,1.2964412693690379e-06
6.05925,3.2580572865575114e-07,2.9796206228817e-07,4.0598468309128631e-07,4.0942129541487378e-07,4.1334065896918984e-07,8.2204254905020915e-07,1.2964312992859784e-06
6.0595,3.2580317135035997e-07,2.9784317584597622e-07,4.0601810600656248e-07,4.0948006364391196e-07,4.1338391594604191e-07,8.2203500068471808e-07,1.2964214031144964e-06
6.05975,3.2580065646612405e-07,2.9772242983828486e-07,4.0605282334923098e-07,4.0953880314729855e-07,4.1342725761332339e-07,8.2202780719097024e-07,1.2964116544237392e-06
6.06,3.2579818111189304e-07,2.9759984862920773e-07,4.0608883260806436e-07,4.0959750442269307e-07,4.1347061915719023e-07,8.2202103130459197e-07,1.296402039097793e-06
6.06025,3.2579565510874922e-07,2.9747543123250926e-07,4.0612607978864656e-07,4.0965612113989823e-07,4.1351391699689459e-07,8.2201462420392946e-07,1.2963924299077957e-06
6.0605,3.2579317692045269e-07,2.9734921365298718e-07,4.0616459915794442e-07,4.0971469155749898e-07,4.1355715395276188e-07,8.2200869113259772e-07,1.2963829489135635e-06
6.06075,3.2579073997293432e-07,2.9722121577371957e-07,4.0620438669114924e-07,4.0977320960237308e-07,4.1360030111208467e-07,8.2200325837822593e-07,1.2963735931346651e-06
6.061,3.2578827545695828e-07,2.9709147230360844e-07,4.0624538366808978e-07,4.0983163941968029e-07,4.1364340155014784e-07,8.2199820110882347e-07,1.2963642850982907e-06
6.06125,3.2578582028225942e-07,2.9696003934804474e-07,4.062875645894872e-07,4.0988998677690415e-07,4.1368654102644706e-07,8.2199346888956453e-07,1.2963550548349653e-06
6.0615,3.2578337407702108e-07,2.9682695597709434e-07,4.0633089835853654e-07,4.0994824682423376e-07,4.137297487396122e-07,8.2198903292508762e-07,1.2963458919038804e-06
6.06175,3.2578093031494054e-07,2.9669226344449202e-07,4.0637535504828374e-07,4.1000641451621816e-07,4.1377303666410716e-07,8.2198488823700834e-07,1.2963367881031068e-06
6.062,3.2577845125938011e-07,2.9655600104484537e-07,4.0642088815347395e-07,4.1006447154154371e-07,4.1381639390461443e-07,8.2198101274597162e-07,1.2963276981573013e-06
6.06225,3.257760383302642e-07,2.9641823534205584e-07,4.0646750382383352e-07,4.101224515978705e-07,4.1385986122715677e-07,8.2197748187810643e-07,1.2963187438602313e-06
6.0625,3.2577359075597244e-07,2.9627899146202169e-07,4.0651511595162032e-07,4.1018031821665523e-07,4.1390339890230191e-07,8.2197421268889198e-07,1.2963097954455294e-06
6.06275,3.2577113864954328e-07,2.96138310849183e-07,4.065637150302686e-07,4.1023808367424477e-07,4.1394701664301993e-07,8.2197122723813394e-07,1.296300888920879e-06
6.063,3.2576869092115553e-07,2.9599615064555458e-07,4.0661332964473212e-07,4.1029575938172952e-07,4.1399070720789676e-07,8.2196851935743241e-07,1.2962920365565223e-06
6.06325,3.2576629092229667e-07,2.9585251213808209e-07,4.0666400158257986e-07,4.1035333548211489e-07,4.1403446905485689e-07,8.2196611475841788e-07,1.2962832939079495e-06
6.0635,3.2576387523156515e-07,2.9570740301554247e-07,4.0671570848731513e-07,4.1041076349166334e-07,4.140782650531363e-07,8.2196396116046071e-07,1.2962745822147194e-06
6.06375,3.2576150889282079e-07,2.9556092617061637e-07,4.0676842460944982e-07,4.1046804650214766e-07,4.1412210894887355e-07,8.2196211429940892e-07,1.2962659714765169e-06
6.064,3.2575915738522978e-07,2.954131602135307e-07,4.0682205752999787e-07,4.1052517553793864e-07,4.1416597407020729e-07,8.219605503812117e-07,1.296257417453912e-06
6.06425,3.2575682376714465e-07,2.952642026545083e-07,4.0687651196712422e-07,4.1058215444478949e-07,4.1420984366118446e-07,8.2195926879343797e-07,1.296248938413587e-06
6.0645,3.2575453064510245e-07,2.9511413815945605e-07,4.0693175323806884e-07,4.1063898131628124e-07,4.1425372623195183e-07,8.2195829747019132e-07,1.2962405806003501e-06
6.06475,3.2575217513332284e-07,2.9496299945797448e-07,4.0698768187108828e-07,4.1069563198454565e-07,4.1429757669354803e-07,8.2195756017108575e-07,1.2962322116183555e-06
6.065,3.2574985635675781e-07,2.9481082838214587e-07,4.070443146285416e-07,4.1075215486240874e-07,4.1434142370493276e-07,8.2195715203659884e-07,1.296223940746001e-06
6.06525,3.2574758099776725e-07,2.9465764212719088e-07,4.0710163336381969e-07,4.1080855042942817e-07,4.1438525566716792e-07,8.219570856383452e-07,1.296215763835701e-06
6.0655,3.2574525674375174e-07,2.9450343133764766e-07,4.0715959986232579e-07,4.1086476369206836e-07,4.1442902769497677e-07,8.219572906655933e-07,1.2962075599161743e-06
6.06575,3.2574300586508131e-07,2.943482464235164e-07,4.0721827366579294e-07,4.1092083338319552e-07,4.1447279599850351e-07,8.2195788698049828e-07,1.2961994811686683e-06
6.066,3.2574078772672944e-07,2.9419209900521439e-07,4.0727764250441061e-07,4.1097674023814514e-07,4.1451654809294959e-07,8.2195885872393065e-07,1.2961914640627363e-06
6.06625,3.2573854328763933e-07,2.940350095992557e-07,4.0733764450017631e-07,4.1103245784789164e-07,4.1456024662548176e-07,8.219601597559781e-07,1.2961834182720138e-06
6.0665,3.2573627328659962e-07,2.9387703899517518e-07,4.0739822591343025e-07,4.1108798233501201e-07,4.1460387777238664e-07,8.2196179705910103e-07,1.2961753473147045e-06
6.06675,3.2573400324564115e-07,2.9371826465675066e-07,4.0745934074038722e-07,4.1114332334570559e-07,4.1464744913833253e-07,8.2196380514489951e-07,1.2961673016346232e-06
6.067,3.2573176418527092e-07,2.9355875672295112e-07,4.0752095019510582e-07,4.1119848901426901e-07,4.1469096742447439e-07,8.2196621580777263e-07,1.296159321565999e-06
6.06725,3.2572952935914544e-07,2.9339852784463439e-07,4.0758301191056123e-07,4.1125347592667473e-07,4.1473440793932752e-07,8.2196900334512276e-07,1.2961513587702502e-06
6.0675,3.257272698647077e-07,2.9323756087571543e-07,4.0764551027865758e-07,4.1130828608491979e-07,4.1477774591540803e-07,8.2197213987752515e-07,1.2961433726651027e-06
6.06775,3.2572500847970683e-07,2.9307587779042229e-07,4.077084893980226e-07,4.1136290650170895e-07,4.1482098947884768e-07,8.2197565173076053e-07,1.2961354081094994e-06
6.068,3.2572277664431069e-07,2.9291350926333054e-07,4.0777196332968569e-07,4.1141733946988835e-07,4.1486414606112036e-07,8.2197956615356085e-07,1.2961275098971908e-06
6.06825,3.2572054887173381e-07,2.9275044486780261e-07,4.0783592887214719e-07,4.1147156804469178e-07,4.1490719159535963e-07,8.2198385880081261e-07,1.2961196246428461e-06
6.0685,3.2571832370265061e-07,2.9258669243557496e-07,4.0790037850502215e-07,4.1152559660614625e-07,4.1495011882840404e-07,8.2198853438618693e-07,1.2961117429637856e-06
6.06875,3.2571613059337228e-07,2.9242233283648051e-07,4.0796526734072753e-07,4.1157943191878848e-07,4.1499293289339374e-07,8.2199361957837291e-07,1.2961039099868036e-06
6.069,3.2571397376504972e-07,2.9225746590882348e-07,4.0803050183335935e-07,4.1163307411421056e-07,4.150356250233689e-07,8.2199910752401023e-07,1.296096131137641e-06
6.06925,3.2571178795439993e-07,2.9209217439641503e-07,4.080959474934154e-07,4.1168651212312418e-07,4.1507817017720037e-07,8.2200493445806465e-07,1.2960883354350345e-06
6.0695,3.257096049022539e-07,2.919265260669913e-07,4.0816157564222998e-07,4.1173975272180607e-07,4.1512058106900673e-07,8.2201111532536484e-07,1.2960805652016649e-06
6.06975,3.2570742297909125e-07,2.917605542602215e-07,4.0822735869579415e-07,4.1179280000437937e-07,4.1516285478812233e-07,8.2201764409347419e-07,1.2960728231296059e-06
6.07,3.2570527893739627e-07,2.915942552554959e-07,4.082933153887027e-07,4.1184568051650827e-07,4.1520499493448277e-07,8.2202454226054607e-07,1.2960651487906855e-06
6.07025,3.2570320483252284e-07,2.9142760410562893e-07,4.0835948256068924e-07,4.1189842765314768e-07,4.1524700774556e-07,8.2203182881844672e-07,1.296057587384367e-06
6.0705,3.2570106920851947e-07,2.9126057200354747e-07,4.0842583749242451e-07,4.1195096002911111e-07,4.1528884534175021e-07,8.2203939306443919e-07,1.2960499857787326e-06
6.07075,3.2569896389236383e-07,2.9109320962090426e-07,4.0849241137607997e-07,4.1200330867484599e-07,4.1533055145179757e-07,8.2204731248643008e-07,1.2960424680064307e-06
6.071,3.2569685403353777e-07,2.9092554443086931e-07,4.085591680548772e-07,4.1205545546421966e-07,4.1537211135502896e-07,8.2205555164443415e-07,1.2960350026409851e-06
6.07125,3.2569473907598466e-07,2.9075762252455469e-07,4.0862605544957672e-07,4.1210740696932742e-07,4.1541352610556579e-07,8.2206410087699657e-07,1.2960275913226632e-06
6.0715,3.2569264947907408e-07,2.905895489349895e-07,4.0869297740990512e-07,4.1215919082005562e-07,4.1545481346435693e-07,8.2207297869682759e-07,1.2960202746629977e-06
6.07175,3.2569052276933386e-07,2.9042140674245058e-07,4.0875981667645394e-07,4.1221077388538571e-07,4.154959505723281e-07,8.2208212317482557e-07,1.2960129734104437e-06
6.072,3.2568842768510795e-07,2.902532529012954e-07,4.0882660005136386e-07,4.1226214885425964e-07,4.1553696007041195e-07,8.2209158014520314e-07,1.2960057639196285e-06
6.07225,3.2568633672710335e-07,2.9008505351794485e-07,4.088933546510877e-07,4.123132953358707e-07,4.1557782379396386e-07,8.2210131367261831e-07,1.2959986048660918e-06
6.0725,3.2568421778944459e-07,2.8991674881264537e-07,4.0896012703301476e-07,4.123642052875495e-07,4.1561852675354313e-07,8.2211129202462867e-07,1.2959914543246013e-06
6.07275,3.2568210089922519e-07,2.8974833399964483e-07,4.0902696211906652e-07,4.1241489310096266e-07,4.1565907610555527e-07,8.2212153802145516e-07,1.2959843479268813e-06
