Physical Time (s),ev_bot Monitor (W): bot_cv1,ev_bot Monitor (W): bot_cv2,ev_bot Monitor (W): bot_cv3,ev_bot Monitor (W): bot_cv4,ev_bot Monitor (W): bot_cv5,ev_bot Monitor (W): bot_cv6,ev_bot Monitor (W): bot_cv7
7.1095,4.6402116031803525e-12,1.9880965986342321e-13,5.4907353342451682e-14,6.8185313570064403e-14,9.9504007692192322e-14,1.6570632767639321e-13,9.7311171143278031e-14
7.10975,4.6420025495927982e-12,1.9886651750358939e-13,5.4903387755231923e-14,6.8150570377061493e-14,9.9471912619486777e-14,1.6567440450071029e-13,9.7268797422873603e-14
7.11,4.6437921417830249e-12,1.9892331039468566e-13,5.4899264554208087e-14,6.8115774976355707e-14,9.9439773406647788e-14,1.6564199521499675e-13,9.7226244920448685e-14
7.11025,4.6455806821282916e-12,1.9898003121860803e-13,5.4894984252989048e-14,6.8080929369589237e-14,9.9407504433225393e-14,1.6560903135144581e-13,9.7183504421588658e-14
7.1105,4.6473686663314851e-12,1.9903668439609034e-13,5.4890550574012652e-14,6.8046035584162215e-14,9.9375009476452812e-14,1.6557540533880766e-13,9.7140573138000078e-14
7.11075,4.6491567783213653e-12,1.9909327949644126e-13,5.488596293671431e-14,6.8011098824305053e-14,9.9342190389691298e-14,1.6554098247493125e-13,9.7097447027944605e-14
7.111,4.6509458878100378e-12,1.9914982967965167e-13,5.4881213322278765e-14,6.7976125684559131e-14,9.9308953757111097e-14,1.6550561757365669e-13,9.7054117543935445e-14
7.11125,4.6527369738869393e-12,1.9920633607736143e-13,5.4876283543614945e-14,6.794112038480255e-14,9.9275218641993341e-14,1.6546917989738257e-13,9.7010574187214015e-14
7.1115,4.6545311164129223e-12,1.9926278554231423e-13,5.4871148379228351e-14,6.7906078358508286e-14,9.9240921212140203e-14,1.654315759683122e-13,9.6966804308161113e-14
7.11175,4.656329456337382e-12,1.9931914992625018e-13,5.4865775400999696e-14,6.7870980631371533e-14,9.920601594438485e-14,1.6539275994788757e-13,9.6922806050326263e-14
7.112,4.658133133324542e-12,1.9937538775026247e-13,5.4860129166842574e-14,6.7835791069362569e-14,9.9170477852248976e-14,1.6535273872275352e-13,9.6878585503282512e-14
7.11225,4.6599432527142658e-12,1.9943144866203046e-13,5.4854178208726575e-14,6.7800464151161442e-14,9.9134305281531953e-14,1.6531155703087591e-13,9.6834160807312448e-14
7.1125,4.6617608416574144e-12,1.994872799159017e-13,5.4847902072648189e-14,6.7764957167291148e-14,9.9097520869626549e-14,1.6526928847337111e-13,9.6789566618079625e-14
7.11275,4.6635868413065694e-12,1.9954283318787864e-13,5.4841298106511302e-14,6.7729235511172903e-14,9.9060168134635614e-14,1.6522602759588017e-13,9.6744843616719356e-14
7.113,4.6654220499425526e-12,1.9959807588902347e-13,5.4834387647489935e-14,6.7693283915321501e-14,9.9022305102232119e-14,1.6518188593628941e-13,9.6700041620354226e-14
7.11325,4.6672670996177053e-12,1.9965299642087444e-13,5.4827213326000261e-14,6.7657102119709633e-14,9.898399355981911e-14,1.6513698081496693e-13,9.6655213813961511e-14
7.1135,4.6691224796377666e-12,1.9970761112553291e-13,5.4819833798381521e-14,6.7620697492813841e-14,9.8945283893922796e-14,1.6509142662930233e-13,9.6610410988210669e-14
7.11375,4.6709885361181859e-12,1.9976196668761823e-13,5.4812315659924337e-14,6.7584074319713548e-14,9.890620642857477e-14,1.6504532289363702e-13,9.6565683457768549e-14
7.114,4.6728654931691804e-12,1.9981613908649611e-13,5.4804724210445439e-14,6.7547227187198435e-14,9.8866769107134121e-14,1.6499873847716613e-13,9.6521061879855979e-14
7.11425,4.6747535084682293e-12,1.99870226496827e-13,5.4797114214503813e-14,6.7510137603675481e-14,9.8826958481193741e-14,1.6495170293065354e-13,9.6476539119390054e-14
7.1145,4.6766526885105883e-12,1.9992433987962734e-13,5.4789522455609434e-14,6.7472779144729546e-14,9.8786750323667489e-14,1.6490421190440723e-13,9.6432053636979094e-14
7.11475,4.6785631185417853e-12,1.9997859273979724e-13,5.4781965300863504e-14,6.7435125262275628e-14,9.8746117104882182e-14,1.6485624109503959e-13,9.6387492276068516e-14
7.115,4.6804849258239122e-12,2.0003309499346478e-13,5.4774439446550794e-14,6.7397147646510095e-14,9.8705036226873443e-14,1.6480777731506733e-13,9.6342735736232589e-14
7.11525,4.6824182860423534e-12,2.0008794744211933e-13,5.4766927311943377e-14,6.7358821022591721e-14,9.8663495913961839e-14,1.6475884673872221e-13,9.6297701144103917e-14
7.1155,4.6843634400462405e-12,2.0014323832368831e-13,5.4759400339553955e-14,6.7320115365259142e-14,9.8621498010656446e-14,1.6470952859434302e-13,9.6252373004231061e-14
7.11575,4.6863207294430199e-12,2.0019904223638034e-13,5.4751827191760707e-14,6.7280998062858471e-14,9.8579061028091217e-14,1.6465995657527585e-13,9.6206821666878939e-14
7.116,4.6882905805268064e-12,2.0025542322620138e-13,5.4744182416628361e-14,6.7241435835870199e-14,9.8536221689896595e-14,1.6461030226421105e-13,9.6161187621779091e-14
7.11625,4.6902734804051067e-12,2.0031244180700664e-13,5.4736445304000088e-14,6.7201403501792503e-14,9.8493032713467653e-14,1.6456075429008774e-13,9.6115653017841173e-14
7.1165,4.6922700055922601e-12,2.0037016044868687e-13,5.4728605726449054e-14,6.7160896857398684e-14,9.8449556707996797e-14,1.6451148351270937e-13,9.6070410147940882e-14
7.11675,4.6942807789514859e-12,2.0042864623637316e-13,5.4720672753295551e-14,6.7119938560378307e-14,9.8405858193701686e-14,1.6446262003541962e-13,9.6025626965139739e-14
7.117,4.6963064411075905e-12,2.004879709147872e-13,5.4712676428554662e-14,6.7078574304323789e-14,9.8361995067730408e-14,1.6441424337487973e-13,9.5981404031889139e-14
7.11725,4.6983476160920022e-12,2.0054821139302624e-13,5.4704661043759317e-14,6.7036864343438831e-14,9.8318016687219985e-14,1.643663846260613e-13,9.5937766155878086e-14
7.1175,4.7004049608602999e-12,2.0060944990942223e-13,5.4696677750435984e-14,6.6994868499325219e-14,9.8273967229904707e-14,1.643190374704887e-13,9.5894666305708404e-14
7.11775,4.7024790951429799e-12,2.0067176819541726e-13,5.4688778814491328e-14,6.6952642486667123e-14,9.8229892398765271e-14,1.6427216962637621e-13,9.585199545552637e-14
7.118,4.7045706041594793e-12,2.0073524533745056e-13,5.4681013943815061e-14,6.6910232362484841e-14,9.8185842467247287e-14,1.6422571921463885e-13,9.5809594791099271e-14
7.11825,4.706680005891927e-12,2.0079995070719854e-13,5.4673422438990837e-14,6.6867677151473681e-14,9.8141871691684484e-14,1.6417960860000463e-13,9.5767270071265067e-14
7.1185,4.7088077816003293e-12,2.0086595223368398e-13,5.4666032461566388e-14,6.6825014304260804e-14,9.8098030313113605e-14,1.641337565948804e-13,9.5724826024246994e-14
7.11875,4.7109542962427719e-12,2.009333077978105e-13,5.4658862718708452e-14,6.6782277363252708e-14,9.805435516099341e-14,1.6408809990731339e-13,9.5682101318972306e-14
7.119,4.7131199048147295e-12,2.0100207491651924e-13,5.4651926481268273e-14,6.6739495917108911e-14,9.8010862205755056e-14,1.6404260910105962e-13,9.56389984547161e-14
7.11925,4.7153048161496342e-12,2.0107230737564546e-13,5.4645232285736956e-14,6.669669122454184e-14,9.7967547067418342e-14,1.6399729975003259e-13,9.559550325962046e-14
7.1195,4.7175091622990909e-12,2.0114406423248545e-13,5.4638786039211529e-14,6.6653874307644225e-14,9.7924389390302892e-14,1.6395223218057175e-13,9.5551681211128865e-14
7.11975,4.7197330029897807e-12,2.0121739966358754e-13,5.4632593783026121e-14,6.6611046680339413e-14,9.7881365267296615e-14,1.6390750596020454e-13,9.5507652918843481e-14
7.12,4.7219762891823552e-12,2.012923557884377e-13,5.4626664518562763e-14,6.6568203009183328e-14,9.7838456648412289e-14,1.6386324674512419e-13,9.5463555596635421e-14
7.12025,4.7242389805489104e-12,2.0136896432951878e-13,5.4621006008729952e-14,6.6525336538322672e-14,9.7795655573494737e-14,1.6381958722687373e-13,9.541950360369693e-14
7.1205,4.7265209393762456e-12,2.0144723900501962e-13,5.4615617200978388e-14,6.6482446255878583e-14,9.775296435563952e-14,1.6377665370413058e-13,9.5375553140324754e-14
7.12075,4.7288219272072308e-12,2.015271695496336e-13,5.4610483363967738e-14,6.6439540778161944e-14,9.7710392839932113e-14,1.6373454032530959e-13,9.5331687463325943e-14
7.121,4.7311416213827659e-12,2.0160871055160363e-13,5.4605573655381786e-14,6.6396638072051285e-14,9.7667958308872988e-14,1.6369329118510814e-13,9.5287840926047175e-14
7.12125,4.7334796146268335e-12,2.0169177937192847e-13,5.4600845611860386e-14,6.6353760866957258e-14,9.7625689008117615e-14,1.6365289051787844e-13,9.5243923989113246e-14
7.1215,4.7358354382866447e-12,2.0177625062368131e-13,5.4596252274697878e-14,6.6310932479934549e-14,9.7583629012640804e-14,1.636132721762376e-13,9.5199864166200409e-14
7.12175,4.7382085819363855e-12,2.0186196186040476e-13,5.4591746967971072e-14,6.6268175506094911e-14,9.75418375193557e-14,1.635743361901536e-13,9.5155632019512833e-14
7.122,4.7405984411246793e-12,2.0194872392168663e-13,5.4587287180036695e-14,6.6225512177355229e-14,9.7500379117278539e-14,1.63535973629058e-13,9.5111245915282676e-14
7.12225,4.7430043171336549e-12,2.0203633135416169e-13,5.4582838824621106e-14,6.6182965927293288e-14,9.7459307872460989e-14,1.6349808541719208e-13,9.5066782759791915e-14
7.1225,4.7454254386467762e-12,2.0212458348804163e-13,5.4578382312188289e-14,6.6140563767392127e-14,9.7418651489473411e-14,1.634605930375389e-13,9.5022359558841895e-14
7.12275,4.7478609913928449e-12,2.0221329497507437e-13,5.4573912930585968e-14,6.6098336041150204e-14,9.7378403395481721e-14,1.6342342892175942e-13,9.4978092383738187e-14
7.123,4.7503101172891244e-12,2.0230231221601922e-13,5.4569442889878937e-14,6.6056312634690429e-14,9.7338524016744556e-14,1.6338652419813636e-13,9.4934071208674281e-14
7.12325,4.7527719257082617e-12,2.0239151660380092e-13,5.4564997765471677e-14,6.6014514845743301e-14,9.7298949965794586e-14,1.633497983260056e-13,9.4890342186830903e-14
7.1235,4.7552454650429646e-12,2.0248082793620527e-13,5.4560610341593856e-14,6.5972952345000688e-14,9.7259604186078292e-14,1.6331316732956153e-13,9.4846903680873348e-14
7.12375,4.7577297377812762e-12,2.0257019651959428e-13,5.4556307535440026e-14,6.5931621457643551e-14,9.7220405825270608e-14,1.6327655265317489e-13,9.4803706429946863e-14
7.124,4.7602237293841912e-12,2.0265959497402353e-13,5.4552107192645334e-14,6.5890505952331894e-14,9.71812789039397e-14,1.632398945590765e-13,9.4760680621894111e-14
7.12425,4.7627263966910467e-12,2.0274900306238625e-13,5.4548012095357509e-14,6.5849578486226427e-14,9.7142161179203095e-14,1.6320316379059445e-13,9.4717767388421734e-14
7.1245,4.7652366593495797e-12,2.0283839408828769e-13,5.4544006760022667e-14,6.5808801424987548e-14,9.7103011999403215e-14,1.6316635335700105e-13,9.4674934897901876e-14
7.12475,4.7677533805824486e-12,2.0292772379971317e-13,5.4540059348812554e-14,6.5768131592599187e-14,9.7063816353137825e-14,1.6312947132489965e-13,9.4632182056273015e-14
7.125,4.7702753833487831e-12,2.030169213842839e-13,5.4536123689387215e-14,6.5727522700042872e-14,9.7024579560039319e-14,1.6309253241455589e-13,9.4589533689780587e-14
7.12525,4.7728014424573173e-12,2.031058906495543e-13,5.4532146113713833e-14,6.5686930678461998e-14,9.6985315543560432e-14,1.6305555360746733e-13,9.4547014669426954e-14
7.1255,4.7753302900082343e-12,2.0319451118416289e-13,5.4528071751088796e-14,6.5646319051064282e-14,9.6946034503040759e-14,1.6301854890374322e-13,9.4504647976460565e-14
7.12575,4.7778606344185115e-12,2.0328265666151038e-13,5.4523852823266043e-14,6.5605666766065875e-14,9.6906735266229387e-14,1.6298152149186727e-13,9.4462446701979789e-14
7.126,4.7803911525265067e-12,2.0337020791003016e-13,5.4519455211999055e-14,6.5564970574610008e-14,9.6867407798355081e-14,1.6294445919552693e-13,9.4420412136848401e-14
7.12625,4.7829205207425404e-12,2.0345707451276139e-13,5.4514864214036247e-14,6.552424279095756e-14,9.6828036753359706e-14,1.6290732672367012e-13,9.43785347781875e-14
7.1265,4.7854474553824272e-12,2.0354321127879187e-13,5.4510088704544488e-14,6.5483506226925888e-14,9.6788605181156633e-14,1.6287006766465165e-13,9.4336815589868158e-14
7.12675,4.7879707414399734e-12,2.0362862428731872e-13,5.4505157717062484e-14,6.5442783110061628e-14,9.6749091980510608e-14,1.6283260945308139e-13,9.4295260284186341e-14
7.127,4.7904892769078881e-12,2.0371337496466426e-13,5.4500115558058853e-14,6.5402089419485925e-14,9.6709470216092573e-14,1.627948791100627e-13,9.4253894412256218e-14
7.12725,4.7930021149193251e-12,2.037975738887982e-13,5.4495010691074714e-14,6.5361432844751365e-14,9.6669704182587179e-14,1.6275682029519564e-13,9.4212759335595337e-14
7.1275,4.7955084919335915e-12,2.0388136233854159e-13,5.4489884873005895e-14,6.5320815553668543e-14,9.6629752573287732e-14,1.62718413891948e-13,9.4171919094967247e-14
7.12775,4.79800785745653e-12,2.0396489389463568e-13,5.4484766161774134e-14,6.5280240233080057e-14,9.6589580900716215e-14,1.6267968564566609e-13,9.413142695022934e-14
7.128,4.8004998808705888e-12,2.0404831325763114e-13,5.4479664591987763e-14,6.5239712524275919e-14,9.6549174538070146e-14,1.6264071459857156e-13,9.4091340583957483e-14
7.12825,4.8029844721883133e-12,2.0413173893128086e-13,5.4474571451844227e-14,6.5199238280288692e-14,9.650854533208362e-14,1.6260161952047624e-13,9.4051715307225415e-14
7.1285,4.805461767859217e-12,2.0421525664829251e-13,5.4469462957639933e-14,6.5158819736580456e-14,9.6467731002554069e-14,1.6256254587200483e-13,9.4012590374404337e-14
7.12875,4.8079321225397662e-12,2.0429891278364136e-13,5.4464305955148446e-14,6.5118450385807628e-14,9.6426785738935227e-14,1.6252364318357326e-13,9.397396821755564e-14
7.129,4.8103960986704024e-12,2.0438271685027568e-13,5.4459062600036313e-14,6.5078114103428826e-14,9.6385765570917916e-14,1.6248504017551257e-13,9.3935803644804283e-14
7.12925,4.8128544351666061e-12,2.0446665500992386e-13,5.4453708396120438e-14,6.5037790057335673e-14,9.6344713185806076e-14,1.6244682544984387e-13,9.3898009912378027e-14
7.1295,4.815307995035615e-12,2.0455070178080164e-13,5.4448235833238099e-14,6.4997461122565745e-14,9.6303653268994837e-14,1.6240902937751685e-13,9.38604698155161e-14
7.12975,4.8177577473965546e-12,2.0463484070178545e-13,5.4442659116516725e-14,6.4957118365362149e-14,9.6262590214115201e-14,1.6237161786840088e-13,9.3823073853195762e-14
7.13,4.8202047253901452e-12,2.0471907971515053e-13,5.4437013715734504e-14,6.4916763915627961e-14,9.6221515682376564e-14,1.6233449764526299e-13,9.3785750341645048e-14
7.13025,4.8226499839023212e-12,2.0480346351823821e-13,5.4431358581180047e-14,6.4876410592445369e-14,9.6180416276155213e-14,1.622975315898366e-13,9.3748475099763283e-14
7.1305,4.8250945902556749e-12,2.0488807533047703e-13,5.4425772688989037e-14,6.4836078731755041e-14,9.6139282339002799e-14,1.6226055864248396e-13,9.3711272443999478e-14
7.13075,4.8275396163189253e-12,2.0497303810563229e-13,5.4420348431490542e-14,6.4795792603124172e-14,9.6098113726795204e-14,1.6222341796963296e-13,9.367422587672197e-14
7.131,4.8299861322240788e-12,2.0505850428373075e-13,5.4415178536023381e-14,6.4755575784382095e-14,9.6056923183467982e-14,1.6218596893608202e-13,9.3637452129227101e-14
7.13125,4.8324351794349866e-12,2.0514464100092549e-13,5.4410340139287328e-14,6.47154477450512e-14,9.601573895741486e-14,1.6214810776771675e-13,9.3601068383790344e-14
7.1315,4.8348877853343755e-12,2.0523161093671944e-13,5.4405885024841963e-14,6.4675424677605049e-14,9.5974604037025292e-14,1.6210977516310316e-13,9.3565183774606771e-14
7.13175,4.8373448972745328e-12,2.0531955489417335e-13,5.4401841750993522e-14,6.463552273539748e-14,9.5933571536150055e-14,1.6207095389611798e-13,9.3529900355464194e-14
7.132,4.8398073873350666e-12,2.0540857451646996e-13,5.4398217759376515e-14,6.4595759192985793e-14,9.5892698073990094e-14,1.6203165410018721e-13,9.3495299181938285e-14
7.13225,4.8422760327381664e-12,2.0549872598413713e-13,5.4394999382670895e-14,6.4556150229886592e-14,9.5852033962595589e-14,1.6199189471180136e-13,9.3461410026667991e-14
7.1325,4.8447515752611403e-12,2.0559001398013128e-13,5.4392153225629794e-14,6.4516704736873532e-14,9.5811612904207627e-14,1.6195169427532828e-13,9.342820646386669e-14
7.13275,4.8472346726480044e-12,2.0568239545428825e-13,5.4389630139199214e-14,6.4477414842908055e-14,9.577144099612989e-14,1.6191105568749799e-13,9.3395615326297823e-14
7.133,4.8497259209406207e-12,2.0577579327097102e-13,5.4387376378604068e-14,6.4438253697229151e-14,9.573149079182202e-14,1.6186996937042759e-13,9.3363512526644517e-14
7.13325,4.8522258375822106e-12,2.0587010426411428e-13,5.4385340158401258e-14,6.4399181863502341e-14,9.5691705501097961e-14,1.6182842149466827e-13,9.3331738124975845e-14
7.1335,4.8547348543352554e-12,2.0596521992081685e-13,5.4383478006807948e-14,6.4360159959423822e-14,9.5652011699535836e-14,1.6178640315461041e-13,9.3300123698686304e-14
7.13375,4.8572533322936732e-12,2.0606103793088797e-13,5.4381757116036286e-14,6.4321157851352242e-14,9.5612333798581968e-14,1.6174393548660884e-13,9.3268519588359699e-14
7.134,4.8597816151452899e-12,2.0615747269978347e-13,5.4380158121992045e-14,6.4282164380163424e-14,9.5572610466062482e-14,1.6170108066638765e-13,9.3236821345440853e-14
7.13425,4.8623200315166143e-12,2.0625445999299326e-13,5.4378670849810663e-14,6.4243185825866358e-14,9.5532806133548949e-14,1.6165794593142983e-13,9.3204983238771752e-14
7.1345,4.8648688733875974e-12,2.0635195612955537e-13,5.4377286890966726e-14,6.4204237922581129e-14,9.5492910896879842e-14,1.6161466715329385e-13,9.3173001752094211e-14
7.13475,4.8674283785685067e-12,2.0644993112820798e-13,5.4375991689333733e-14,6.4165336699823323e-14,9.5452937249670521e-14,1.6157139513966935e-13,9.3140897059060947e-14
7.135,4.8699987634135101e-12,2.0654836008844098e-13,5.4374760639063093e-14,6.41264894990408e-14,9.5412911920848019e-14,1.6152827960606344e-13,9.310869269279426e-14
7.13525,4.8725802513323553e-12,2.0664721364520158e-13,5.4373556686416623e-14,6.4087697212061197e-14,9.5372872870757316e-14,1.6148546332693094e-13,9.3076404376681306e-14
7.1355,4.8751730302733667e-12,2.0674645376064549e-13,5.4372333769279253e-14,6.4048960647949976e-14,9.5332866991572028e-14,1.614430846139644e-13,9.3044052210065963e-14
7.13575,4.877777224819496e-12,2.0684601921972001e-13,5.4371042042709038e-14,6.4010288859485182e-14,9.5292945141310771e-14,1.614012806473257e-13,9.3011673665121946e-14
7.136,4.8803928747021689e-12,2.0694583260925097e-13,5.4369637544697419e-14,6.3971701670146207e-14,9.5253158534177033e-14,1.6136018847529962e-13,9.2979329898403279e-14
7.13625,4.8830199762628418e-12,2.0704580446489409e-13,5.4368090073499839e-14,6.3933229436431216e-14,9.5213551173305247e-14,1.6131993386905254e-13,9.2947099163909035e-14
7.1365,4.8856584079656555e-12,2.0714584571189382e-13,5.4366385686719511e-14,6.3894902390797269e-14,9.5174148407694736e-14,1.6128061362298749e-13,9.2915057371081883e-14
7.13675,4.8883079123785917e-12,2.0724587424178859e-13,5.436452298645182e-14,6.385674251977742e-14,9.5134951338631802e-14,1.6124227976308336e-13,9.2883261791091341e-14
7.137,4.8909680915902876e-12,2.0734582749341101e-13,5.4362515471916375e-14,6.3818761785857064e-14,9.5095938184967617e-14,1.6120493647618737e-13,9.2851736592732735e-14
7.13725,4.8936384178771837e-12,2.0744566574735224e-13,5.4360389339237825e-14,6.3780964185125709e-14,9.5057074123814758e-14,1.6116853948625015e-13,9.2820478832090828e-14
7.1375,4.8963182535099718e-12,2.0754537162414179e-13,5.4358179743484075e-14,6.3743349823329366e-14,9.5018327483509144e-14,1.6113301081002254e-13,9.2789452310762084e-14
7.13775,4.8990068890916114e-12,2.0764495697217562e-13,5.4355927838211724e-14,6.37059158604845e-14,9.4979678863831315e-14,1.6109824928883502e-13,9.2758603252254878e-14
7.138,4.9017035576687988e-12,2.0774445650706602e-13,5.4353674819790776e-14,6.3668661302674118e-14,9.4941128377522686e-14,1.6106413947860723e-13,9.2727892222943868e-14
7.13825,4.9044074657762401e-12,2.078439228417685e-13,5.4351457176462889e-14,6.3631584088491975e-14,9.4902689948618321e-14,1.6103056736464751e-13,9.2697319312933632e-14
7.1385,4.9071177672507435e-12,2.079434206332645e-13,5.4349304584833526e-14,6.3594678284515333e-14,9.4864382238060013e-14,1.6099743568149869e-13,9.2666919461451271e-14
7.13875,4.9098335479674548e-12,2.0804301822944838e-13,5.4347238096363691e-14,6.3557932730584572e-14,9.4826221348239091e-14,1.6096468780304114e-13,9.2636748856200245e-14
7.139,4.9125538245351292e-12,2.0814278016478336e-13,5.4345269949605164e-14,6.3521335282953107e-14,9.4788218395775137e-14,1.6093231185841468e-13,9.2606854613772616e-14
7.13925,4.9152775268081678e-12,2.0824276280835531e-13,5.4343404554731429e-14,6.3484875931071471e-14,9.4750380267891314e-14,1.6090033912740484e-13,9.257725255781537e-14
7.1395,4.9180034842094794e-12,2.0834301334510673e-13,5.4341641633070759e-14,6.3448546497446038e-14,9.471270744099399e-14,1.6086882438118015e-13,9.2547919947599608e-14
7.13975,4.9207304573431853e-12,2.0844357328306884e-13,5.4339981263150015e-14,6.3412333403908453e-14,9.4675191187982381e-14,1.6083781859022876e-13,9.2518797327585941e-14
7.14,4.9234571079109111e-12,2.0854447508313442e-13,5.4338424149609135e-14,6.3376213695571247e-14,9.4637810015709431e-14,1.6080735973812695e-13,9.2489797898818117e-14
7.14025,4.926182029669365e-12,2.0864574446993344e-13,5.4336969892773231e-14,6.3340148907406615e-14,9.4600529809199047e-14,1.6077747135396588e-13,9.2460819565875804e-14
7.1405,4.9289038528146363e-12,2.0874740613966e-13,5.4335618168668362e-14,6.3304087748149115e-14,9.4563309675907453e-14,1.6074816004796378e-13,9.2431753712209434e-14
7.14075,4.9316213047600673e-12,2.0884948468437468e-13,5.4334365722236834e-14,6.3267969349121271e-14,9.4526109611187141e-14,1.6071941844904703e-13,9.2402490897451871e-14
7.141,4.9343332663164743e-12,2.0895199525790345e-13,5.4333205182722486e-14,6.3231734958074841e-14,9.4488900463892324e-14,1.6069122501980038e-13,9.237292549819026e-14
7.14125,4.9370387997364439e-12,2.0905494593541285e-13,5.4332123942402233e-14,6.3195336998715316e-14,9.4451668944028665e-14,1.606635321000425e-13,9.2342967133805593e-14
7.1415,4.9397371856551377e-12,2.0915832895336507e-13,5.4331104836814028e-14,6.3158748118424409e-14,9.441442229953923e-14,1.6063626482809261e-13,9.2312559422261124e-14
7.14175,4.9424279861613156e-12,2.0926211734349223e-13,5.4330124904811944e-14,6.3121963404300232e-14,9.4377190865517446e-14,1.606093244328735e-13,9.2281691168616851e-14
7.142,4.9451110494066747e-12,2.0936626832344252e-13,5.4329155576655064e-14,6.3084990143467765e-14,9.4340020701631116e-14,1.6058259865874746e-13,9.2250396265098351e-14
7.14225,4.9477865424985356e-12,2.0947072229716049e-13,5.4328163814182523e-14,6.3047847828394369e-14,9.4302968685248363e-14,1.6055597868224115e-13,9.2218743901973654e-14
7.1425,4.9504549419305597e-12,2.0957540594465433e-13,5.4327114149044713e-14,6.3010556712468147e-14,9.4266090730660889e-14,1.6052937868708512e-13,9.2186818376525217e-14
7.14275,4.953116987506294e-12,2.0968023546037994e-13,5.4325973878981012e-14,6.297313144672651e-14,9.422943441348867e-14,1.6050274825922245e-13,9.2154697249925698e-14
7.143,4.9557736480310279e-12,2.0978512491485636e-13,5.4324716111283042e-14,6.2935578719488385e-14,9.4193028735401087e-14,1.6047607360385157e-13,9.2122431138155622e-14
7.14325,4.9584260346742432e-12,2.098899912109968e-13,5.4323321354796993e-14,6.2897901637105696e-14,9.4156881145117918e-14,1.604493690871043e-13,9.2090035257624417e-14
7.1435,4.9610753159437644e-12,2.0999476055890419e-13,5.432177807635038e-14,6.2860102550226572e-14,9.4120979221491368e-14,1.6042266982580426e-13,9.2057495261313713e-14
7.14375,4.9637226696731823e-12,2.1009937545192168e-13,5.4320084219265933e-14,6.2822184188675878e-14,9.4085297620002579e-14,1.6039601833334033e-13,9.2024780086593419e-14
7.144,4.9663692186453816e-12,2.1020379093486673e-13,5.4318243433256706e-14,6.2784151547433158e-14,9.4049811048453443e-14,1.6036946848076076e-13,9.1991862941642828e-14
7.14425,4.9690159810738643e-12,2.1030798008082979e-13,5.4316262430878837e-14,6.2746012161208279e-14,9.4014503997650739e-14,1.6034308761950906e-13,9.1958743211678744e-14
7.1445,4.9716638509470806e-12,2.1041193402147482e-13,5.4314148263357164e-14,6.2707776945891117e-14,9.3979373760261479e-14,1.6031694972548327e-13,9.1925459219553063e-14
7.14475,4.9743135885295298e-12,2.1051565207339675e-13,5.4311899206887768e-14,6.2669466171454709e-14,9.3944431056540746e-14,1.6029112373724085e-13,9.1892080628783538e-14
7.145,4.976965849715151e-12,2.1061913917222548e-13,5.4309509626090152e-14,6.2631111958430863e-14,9.390968873320786e-14,1.6026564614831107e-13,9.1858689048759886e-14
7.14525,4.9796211769278789e-12,2.1072240419789231e-13,5.4306975438651376e-14,6.259276216869366e-14,9.3875153462507793e-14,1.6024050612613624e-13,9.1825356136847881e-14
7.1455,4.9822799931357989e-12,2.1082545129330448e-13,5.4304291637479132e-14,6.255447652325309e-14,9.3840819226912992e-14,1.6021563985465706e-13,9.1792134126617653e-14
7.14575,4.9849426316514315e-12,2.1092828664237626e-13,5.4301452950887751e-14,6.2516317534469869e-14,9.3806666463551266e-14,1.6019094707018647e-13,9.1759054174279176e-14
7.146,4.9876093463082816e-12,2.1103091753974887e-13,5.4298459393627278e-14,6.2478340312639446e-14,9.3772668181531624e-14,1.6016632077023033e-13,9.1726141383421171e-14
7.14625,4.9902803322771657e-12,2.1113335541093127e-13,5.4295318020532109e-14,6.2440582206984044e-14,9.3738797501884423e-14,1.6014167503623345e-13,9.1693416320281695e-14
7.1465,4.9929557314553673e-12,2.1123562110419885e-13,5.429204607764239e-14,6.2403057696294644e-14,9.3705035050970793e-14,1.6011696701662856e-13,9.1660894254518247e-14
7.14675,4.9956356396943165e-12,2.1133775082656659e-13,5.4288672791009643e-14,6.2365759906931386e-14,9.3671371937833191e-14,1.6009220402824974e-13,9.1628597432622784e-14
7.147,4.9983200928584377e-12,2.1143980269626563e-13,5.4285237225548548e-14,6.232867120303585e-14,9.3637806825041458e-14,1.6006743417236577e-13,9.1596565046836706e-14
7.14725,5.0010090478855234e-12,2.1154185537870236e-13,5.4281782051198011e-14,6.2291769675456315e-14,9.3604339979683804e-14,1.6004273176650627e-13,9.1564850103576756e-14
7.1475,5.0037023787753254e-12,2.1164400873847741e-13,5.4278346972454856e-14,6.22550368896767e-14,9.357096954533497e-14,1.6001818658214191e-13,9.1533507085832555e-14
7.14775,5.0063998664200942e-12,2.1174637131745758e-13,5.4274963215000381e-14,6.2218457438146971e-14,9.3537686487079274e-14,1.5999388028494438e-13,9.1502580804934651e-14
7.148,5.0091012273467029e-12,2.1184905759793558e-13,5.42716561950368e-14,6.2182020693077763e-14,9.3504472354645908e-14,1.5996987374967657e-13,9.1472101987308327e-14
7.14825,5.0118061094712281e-12,2.1195217348435547e-13,5.4268442846092197e-14,6.2145718777375286e-14,9.3471299839527855e-14,1.5994619957728717e-13,9.1442096755507602e-14
7.1485,5.0145141108346457e-12,2.1205580935552476e-13,5.4265333350951822e-14,6.210954987983372e-14,9.343813484857178e-14,1.5992285541807019e-13,9.1412594928707616e-14
