Physical Time (s),enth_flux_enthalpy_top Monitor (W): top_cv1,enth_flux_enthalpy_top Monitor (W): top_cv2,enth_flux_enthalpy_top Monitor (W): top_cv3,enth_flux_enthalpy_top Monitor (W): top_cv4,enth_flux_enthalpy_top Monitor (W): top_cv5,enth_flux_enthalpy_top Monitor (W): top_cv6,enth_flux_enthalpy_top Monitor (W): top_cv7
6.634,-1.3054202154485904e-09,-3.4927802951228156e-10,-2.7589673292060074e-10,-2.5576853927415883e-10,-2.8685387953207583e-10,-6.0954313584336311e-10,-8.1192514368487867e-10
6.63425,-1.3054529785032418e-09,-3.4921713587135911e-10,-2.7585205882239048e-10,-2.5571412018972244e-10,-2.8668330570329768e-10,-6.0879193212605946e-10,-8.1021248478126764e-10
6.6345,-1.3057600520598078e-09,-3.4921569075650029e-10,-2.7586189139648825e-10,-2.5571300667637331e-10,-2.8657358674197632e-10,-6.0813739813513488e-10,-8.0865341233697185e-10
6.63475,-1.30633078421599e-09,-3.4927365380231627e-10,-2.75925544063073e-10,-2.5576427141589545e-10,-2.8652461037118357e-10,-6.0757415439909806e-10,-8.0724398864858932e-10
6.635,-1.3071547003308398e-09,-3.4939048430472772e-10,-2.7604154831570454e-10,-2.5586656821558963e-10,-2.8653502758441363e-10,-6.0709795862396563e-10,-8.0597796133530252e-10
6.63525,-1.308216742374406e-09,-3.4956445898375283e-10,-2.7620790375278601e-10,-2.5601867128155654e-10,-2.8660231486269856e-10,-6.0670662513814839e-10,-8.0484668218057462e-10
6.6355,-1.3094986475717001e-09,-3.4979281201979292e-10,-2.7642187186658146e-10,-2.5621949452762987e-10,-2.8672355471660749e-10,-6.064000164033767e-10,-8.0384044220825065e-10
6.63575,-1.3109830135700192e-09,-3.5007173679558731e-10,-2.7668003857911468e-10,-2.5646743469898504e-10,-2.8689457646077381e-10,-6.0618037488883611e-10,-8.0294884759416747e-10
6.636,-1.312646560451324e-09,-3.5039627432998743e-10,-2.7697820228385695e-10,-2.5676078642967569e-10,-2.8711212167562379e-10,-6.0605274937480422e-10,-8.0216170854544913e-10
6.63625,-1.3144664725484249e-09,-3.5076073346451652e-10,-2.7731232296892755e-10,-2.5709696052332075e-10,-2.8737218754231451e-10,-6.0602110209537896e-10,-8.0146925117365834e-10
6.6365,-1.3164188903412119e-09,-3.5115854218375621e-10,-2.7767752627886171e-10,-2.5747250895777099e-10,-2.8767150023599562e-10,-6.0608883873317891e-10,-8.0086302513702412e-10
6.63675,-1.3184765116902736e-09,-3.5158263304481344e-10,-2.7806902782085986e-10,-2.5788357476144995e-10,-2.8800753397220705e-10,-6.0625747263571779e-10,-8.0033534442949311e-10
6.637,-1.3206103005037143e-09,-3.520260092672728e-10,-2.7848177982524793e-10,-2.5832507175231806e-10,-2.8837756212444102e-10,-6.0652661770893047e-10,-7.9988170365114509e-10
6.63725,-1.3227932625138734e-09,-3.5248232361624535e-10,-2.7891123570215246e-10,-2.587917044083421e-10,-2.8877890633202072e-10,-6.0689273718549156e-10,-7.9950217931527847e-10
6.6375,-1.3249941091082773e-09,-3.5294520088310007e-10,-2.7935315140245019e-10,-2.5927841703501313e-10,-2.8920856215054678e-10,-6.0734914479344452e-10,-7.9919962756106189e-10
6.63775,-1.3271836708427299e-09,-3.5340879742495517e-10,-2.7980270003983209e-10,-2.597797112722423e-10,-2.8966277375721476e-10,-6.0788720138341811e-10,-7.9897917086320101e-10
6.638,-1.3293361399872987e-09,-3.5386833933456089e-10,-2.8025583994009734e-10,-2.6029057058729564e-10,-2.9013782538571176e-10,-6.0849652838995742e-10,-7.988456286286622e-10
6.63825,-1.3314250636841745e-09,-3.5431950894560142e-10,-2.8070877456401727e-10,-2.6080595164708555e-10,-2.9063001839393009e-10,-6.091652878022877e-10,-7.9880193665749759e-10
6.6385,-1.3334298839814816e-09,-3.5475847626182851e-10,-2.8115749871254851e-10,-2.6132146688411513e-10,-2.9113601756517194e-10,-6.0988153468366109e-10,-7.9884754888936406e-10
6.63875,-1.3353311446212235e-09,-3.5518181287404153e-10,-2.8159799857411823e-10,-2.6183310888150216e-10,-2.9165266048593659e-10,-6.1063404532418316e-10,-7.9897833799279135e-10
6.639,-1.3371129115775714e-09,-3.5558622447296383e-10,-2.8202619905131502e-10,-2.623371669210491e-10,-2.9217607428041466e-10,-6.1141154712871438e-10,-7.9918723037823234e-10
6.63925,-1.3387631731729888e-09,-3.5596860428712339e-10,-2.8243866026137624e-10,-2.6283123276885916e-10,-2.9270269250142951e-10,-6.1220458701901332e-10,-7.9946587805697092e-10
6.6395,-1.3402728225483335e-09,-3.5632602032241753e-10,-2.8283210986259624e-10,-2.6331326329495262e-10,-2.9322867677499148e-10,-6.1300457824171996e-10,-7.9980497827471416e-10
6.63975,-1.3416369618025199e-09,-3.5665586072635376e-10,-2.8320419190701162e-10,-2.6378200012688952e-10,-2.9374991481248827e-10,-6.1380422027241505e-10,-8.0019773588411828e-10
6.64,-1.3428525699306494e-09,-3.5695534931484572e-10,-2.8355243588401072e-10,-2.6423605007542511e-10,-2.9426244870630589e-10,-6.1459800700816853e-10,-8.0063865350313732e-10
6.64025,-1.3439193796368613e-09,-3.572225709031036e-10,-2.8387547002404882e-10,-2.6467450274731638e-10,-2.9476228235863918e-10,-6.153828179683268e-10,-8.0112308531633518e-10
6.6405,-1.3448379381615224e-09,-3.5745573672616986e-10,-2.8417220956911266e-10,-2.6509602038564918e-10,-2.9524567730095539e-10,-6.1615841892565416e-10,-8.0164672001147443e-10
6.64075,-1.3456108637904989e-09,-3.5765358046585036e-10,-2.8444225144405986e-10,-2.65499592625165e-10,-2.9570881611264044e-10,-6.1692666660047588e-10,-8.022060951413984e-10
6.641,-1.346239070194712e-09,-3.5781517198308275e-10,-2.8468514914480793e-10,-2.658833739745212e-10,-2.9614837808126495e-10,-6.1769081599065867e-10,-8.027954953029137e-10
6.64125,-1.3467247569171053e-09,-3.5794032315299876e-10,-2.8490132527023275e-10,-2.662464433358169e-10,-2.9656227438156365e-10,-6.1845433793067066e-10,-8.0340882468513655e-10
6.6415,-1.3470682250624121e-09,-3.580290829633202e-10,-2.8509104935846691e-10,-2.6658762816230701e-10,-2.9694963546962499e-10,-6.1921903549437887e-10,-8.0403834289391856e-10
6.64175,-1.3472707384703412e-09,-3.5808186077205661e-10,-2.8525481941012865e-10,-2.6690616495533492e-10,-2.9731156862635662e-10,-6.1998571057825711e-10,-8.046760796583174e-10
6.642,-1.3473329244242703e-09,-3.5809972282253622e-10,-2.8539337197844242e-10,-2.6720174487986679e-10,-2.9765041431705527e-10,-6.2075260580739246e-10,-8.0531390087131999e-10
6.64225,-1.3472556903419068e-09,-3.5808417142353144e-10,-2.8550787279019467e-10,-2.674742400395239e-10,-2.9796944374452286e-10,-6.2151756107734467e-10,-8.059441733499063e-10
6.6425,-1.3470408442334344e-09,-3.580371190886237e-10,-2.8559893854323848e-10,-2.6772404483591788e-10,-2.9827235058653771e-10,-6.2227733558986939e-10,-8.0656062225079787e-10
6.64275,-1.3466892660091735e-09,-3.579605804751852e-10,-2.8566730058488258e-10,-2.6795206823178203e-10,-2.9856237400778882e-10,-6.2302932810537525e-10,-8.0715991752605384e-10
6.643,-1.3462044242382969e-09,-3.5785708782249916e-10,-2.8571423455986845e-10,-2.6816052037968135e-10,-2.9884303323311941e-10,-6.2377264314414864e-10,-8.0774315542839336e-10
6.64325,-1.3455891428157551e-09,-3.5772938230575349e-10,-2.8574125874314374e-10,-2.6835091355966674e-10,-2.9911646985193466e-10,-6.2450800222479524e-10,-8.0831477609029596e-10
6.6435,-1.3448486236976107e-09,-3.5758028720594893e-10,-2.8575012481645964e-10,-2.6852510963422408e-10,-2.9938375925352689e-10,-6.2523670690623194e-10,-8.088809458140554e-10
6.64375,-1.3439885024464507e-09,-3.5741273937401506e-10,-2.8574278250914151e-10,-2.6868522055305072e-10,-2.9964524389469558e-10,-6.2596113800496412e-10,-8.0944744190378989e-10
6.644,-1.3430174400726862e-09,-3.5722981040647024e-10,-2.8572135723490058e-10,-2.6883321929937871e-10,-2.9990030357108001e-10,-6.2668463614549359e-10,-8.1001888378278962e-10
6.64425,-1.3419444323148245e-09,-3.5703435404156621e-10,-2.8568776404262472e-10,-2.6897117424038486e-10,-3.0014821851203636e-10,-6.2741063512855994e-10,-8.1059785647850524e-10
6.6445,-1.3407801479080907e-09,-3.5682905838873343e-10,-2.8564401937237601e-10,-2.6910121691626389e-10,-3.0038824777521497e-10,-6.2814212966310985e-10,-8.1118551428210695e-10
6.64475,-1.3395369398114427e-09,-3.5661647607076867e-10,-2.8559209159288113e-10,-2.6922543667850471e-10,-3.0062015713157228e-10,-6.2888037441576515e-10,-8.1178201351865202e-10
6.645,-1.3382275447332716e-09,-3.5639830284848454e-10,-2.8553367170994782e-10,-2.6934585483712741e-10,-3.0084500909123932e-10,-6.2962411057622141e-10,-8.1238682966148974e-10
6.64525,-1.3368652862186671e-09,-3.5617621164752026e-10,-2.8547054418619252e-10,-2.6946403915839157e-10,-3.0106466657848182e-10,-6.3036964907483639e-10,-8.1299996699879027e-10
6.6455,-1.3354621853360169e-09,-3.5595102829311998e-10,-2.8540401649912989e-10,-2.6958171747178406e-10,-3.0128258769552628e-10,-6.3111004531407841e-10,-8.1362062688291787e-10
6.64575,-1.3340321958509759e-09,-3.557236515275407e-10,-2.853354945673451e-10,-2.6969970663408619e-10,-3.0150218368964024e-10,-6.3183820614148663e-10,-8.1424842534243155e-10
6.646,-1.3325855403029394e-09,-3.5549456035587587e-10,-2.852663759346027e-10,-2.6981886899834341e-10,-3.0172686675583514e-10,-6.325462444304946e-10,-8.1488259937056682e-10
6.64625,-1.3311355502794554e-09,-3.5526461290150829e-10,-2.8519848529904661e-10,-2.6994089509819167e-10,-3.0196056500776515e-10,-6.3322950487069312e-10,-8.1552391002254929e-10
6.6465,-1.3296933300882508e-09,-3.550348094441951e-10,-2.8513349460410876e-10,-2.7006737284611233e-10,-3.0220609397160208e-10,-6.338865000930181e-10,-8.1617353895820142e-10
6.64675,-1.3282708146708711e-09,-3.5480702005692393e-10,-2.8507345609720236e-10,-2.702005224599867e-10,-3.0246623932723404e-10,-6.345201217572166e-10,-8.1683361619845436e-10
6.647,-1.3268776569086052e-09,-3.5458337984670502e-10,-2.8502079126064483e-10,-2.7034277424084721e-10,-3.0274280151631315e-10,-6.351358851975599e-10,-8.1750595675244714e-10
6.64725,-1.325522556840142e-09,-3.5436647086363966e-10,-2.8497799689817989e-10,-2.7049676842645218e-10,-3.0303715736187374e-10,-6.3574185646973794e-10,-8.1819175389370115e-10
6.6475,-1.3242133223720631e-09,-3.5415931911760205e-10,-2.8494755912915896e-10,-2.706649306790181e-10,-3.0334985152138237e-10,-6.3634663112767378e-10,-8.1889140683866059e-10
6.64775,-1.3229554973009497e-09,-3.5396489759863822e-10,-2.8493164052261259e-10,-2.7084923812491217e-10,-3.036802832318421e-10,-6.3695855550756373e-10,-8.196040677152595e-10
6.648,-1.3217531650617803e-09,-3.5378593966288382e-10,-2.8493180631140216e-10,-2.7105169793582376e-10,-3.0402757652452374e-10,-6.375850035608766e-10,-8.2032759481465316e-10
6.64825,-1.320610477437493e-09,-3.5362504170195852e-10,-2.8494918306391866e-10,-2.7127374824646751e-10,-3.0439083915860681e-10,-6.3823254060685001e-10,-8.2106002616746924e-10
6.6485,-1.3195298215789549e-09,-3.5348393642909084e-10,-2.8498433442033355e-10,-2.7151623248045292e-10,-3.0476905482399386e-10,-6.3890497371229596e-10,-8.2179780676633505e-10
6.64875,-1.3185081137957617e-09,-3.5336333508018924e-10,-2.8503722768684561e-10,-2.7177929053890957e-10,-3.0516094837633907e-10,-6.3960473626879512e-10,-8.2253781348893719e-10
6.649,-1.3175451684518681e-09,-3.5326301112542368e-10,-2.8510754882183699e-10,-2.720621221419425e-10,-3.0556554882644199e-10,-6.4033330198240319e-10,-8.2327782725290767e-10
6.64925,-1.3166357938137247e-09,-3.5318171757223082e-10,-2.851942353263632e-10,-2.723632982976351e-10,-3.0598103530850411e-10,-6.4109195033734649e-10,-8.2401716979575486e-10
6.6495,-1.3157729988143493e-09,-3.5311745569440241e-10,-2.8529534952460747e-10,-2.7268049874372067e-10,-3.0640532840276507e-10,-6.4188070223230061e-10,-8.2475666134135604e-10
6.64975,-1.3149474790544431e-09,-3.5306736199220777e-10,-2.8540884723968862e-10,-2.7301054000301238e-10,-3.0683485835955087e-10,-6.426994591880229e-10,-8.2549894244128722e-10
6.65,-1.3141508218233672e-09,-3.5302874007884106e-10,-2.8553253129284984e-10,-2.733502686229912e-10,-3.0726652130084824e-10,-6.4354813830783466e-10,-8.2624839145246213e-10
6.65025,-1.313374505737236e-09,-3.5299903440791302e-10,-2.8566442070076412e-10,-2.7369624662310421e-10,-3.0769694873894149e-10,-6.4442597466699391e-10,-8.2701069882107224e-10
6.6505,-1.3126072233546203e-09,-3.5297545811075163e-10,-2.8580275729507703e-10,-2.740447139949486e-10,-3.0812351147141337e-10,-6.453313605389381e-10,-8.2779232064075673e-10
6.65075,-1.3118438410019089e-09,-3.5295693138549285e-10,-2.8594690874282176e-10,-2.7439282927760674e-10,-3.0854500894268796e-10,-6.4626322642224059e-10,-8.2860069880247887e-10
6.651,-1.3110776799902233e-09,-3.5294197393230378e-10,-2.8609588874679554e-10,-2.74738095196032e-10,-3.0896187344282145e-10,-6.472192209983065e-10,-8.2944157980693541e-10
6.65125,-1.3103064707183071e-09,-3.5293036429519384e-10,-2.8624936711525043e-10,-2.750792026516355e-10,-3.0937615650991632e-10,-6.4819775566639255e-10,-8.3032023925966623e-10
6.6515,-1.3095305760638569e-09,-3.5292232852115936e-10,-2.8640713572254702e-10,-2.7541568460435768e-10,-3.0979095206940211e-10,-6.4919632486536039e-10,-8.3123977628387183e-10
6.65175,-1.3087493535611747e-09,-3.5291816795179867e-10,-2.86568645120975e-10,-2.7574764675137597e-10,-3.102101018434044e-10,-6.5021247630347507e-10,-8.3220118172444593e-10
6.652,-1.3079670643593135e-09,-3.5291841780137125e-10,-2.8673307902079917e-10,-2.7607628429944501e-10,-3.1063773757621081e-10,-6.512434311472233e-10,-8.3320453651936733e-10
6.65225,-1.3071926405838879e-09,-3.5292353138568807e-10,-2.8689929475805254e-10,-2.7640339027260937e-10,-3.1107816253092989e-10,-6.5228713336257135e-10,-8.3425072811121965e-10
6.6525,-1.3064335813093109e-09,-3.5293374700104138e-10,-2.8706594298285235e-10,-2.7673120668611103e-10,-3.115349929998724e-10,-6.5334153615162562e-10,-8.3533982975815255e-10
6.65275,-1.3057002585996094e-09,-3.5294887719891682e-10,-2.8723126072952044e-10,-2.7706182803526805e-10,-3.1201037485294161e-10,-6.5440561534417995e-10,-8.3647144150178839e-10
6.653,-1.3050062053183644e-09,-3.5296879960207474e-10,-2.873942997515332e-10,-2.773979601487856e-10,-3.1250571435025679e-10,-6.5548194713543062e-10,-8.3764697094202879e-10
6.65325,-1.3043623610741331e-09,-3.5299247618285618e-10,-2.8755384447428295e-10,-2.777417774265712e-10,-3.1302059838283006e-10,-6.5657513852045604e-10,-8.3886922633039943e-10
6.6535,-1.3037821662405937e-09,-3.530190794602808e-10,-2.8770958945013114e-10,-2.7809529731368252e-10,-3.1355304072769603e-10,-6.5769205833727816e-10,-8.401425258610296e-10
6.65375,-1.3032766573136343e-09,-3.5304730458485767e-10,-2.8786177503928867e-10,-2.7845998899606262e-10,-3.1409949675330868e-10,-6.588409432639232e-10,-8.4147323663262171e-10
6.654,-1.3028532556181196e-09,-3.5307647592646431e-10,-2.8801172521271115e-10,-2.7883673088310573e-10,-3.1465565019718165e-10,-6.6002922272132876e-10,-8.4286771731526288e-10
6.65425,-1.3025172197917451e-09,-3.5310562601427376e-10,-2.881615816075694e-10,-2.7922604547867648e-10,-3.1521692987539687e-10,-6.6126195354964423e-10,-8.4433225895118643e-10
6.6545,-1.3022748184393317e-09,-3.5313524546563242e-10,-2.8831425083118626e-10,-2.7962745572080739e-10,-3.1577929886751261e-10,-6.6254188033747828e-10,-8.4587335050180718e-10
6.65475,-1.302124970466252e-09,-3.5316587375697838e-10,-2.8847307305492391e-10,-2.8004007418123556e-10,-3.1633976661219539e-10,-6.6386728365032559e-10,-8.4749674048267113e-10
6.655,-1.3020643489468157e-09,-3.5319778060612137e-10,-2.8864037943757662e-10,-2.8046151403021408e-10,-3.1689603689774829e-10,-6.6523247891298766e-10,-8.4920709088372468e-10
6.65525,-1.3020909944044661e-09,-3.5323247632830172e-10,-2.888190640612194e-10,-2.8089005488127093e-10,-3.1744782615994907e-10,-6.6662954857035114e-10,-8.5100677906219098e-10
6.6555,-1.302194846432249e-09,-3.5327138807508919e-10,-2.8901070115529352e-10,-2.8132278927839719e-10,-3.1799516663975271e-10,-6.6804834551296215e-10,-8.5289383938218912e-10
6.65575,-1.302365482852526e-09,-3.5331553509333631e-10,-2.8921540582625961e-10,-2.8175705300549144e-10,-3.1853927042052733e-10,-6.6947897139108454e-10,-8.5486248164850496e-10
6.656,-1.3025896284153423e-09,-3.533647236588315e-10,-2.89432001953351e-10,-2.8218955750846235e-10,-3.1907937817798925e-10,-6.7091002250066294e-10,-8.5689642112321055e-10
6.65625,-1.3028661361213073e-09,-3.5342299220288427e-10,-2.8965972187837079e-10,-2.826209719024093e-10,-3.1962330109733919e-10,-6.7234097872615323e-10,-8.5899120224476616e-10
6.6565,-1.3031764858561406e-09,-3.5348848190374319e-10,-2.8989394381778976e-10,-2.8304810415569386e-10,-3.2016938028854947e-10,-6.7376255935091798e-10,-8.6112361067186212e-10
6.65675,-1.3035097640045889e-09,-3.5356061712507814e-10,-2.9013022888848096e-10,-2.8346938133244547e-10,-3.207187634349633e-10,-6.7517101819433322e-10,-8.6327529548558684e-10
6.657,-1.3038542469416954e-09,-3.5363792170270292e-10,-2.9036326252732077e-10,-2.8388334813408949e-10,-3.2127163223130015e-10,-6.7656303925377554e-10,-8.6543054804009847e-10
6.65725,-1.3041941677764041e-09,-3.5371790423377905e-10,-2.9058765065181988e-10,-2.8428782339180381e-10,-3.2182705756125917e-10,-6.7793589540940348e-10,-8.6757560722360509e-10
6.6575,-1.3045140901561948e-09,-3.5379718228496124e-10,-2.9079816445847222e-10,-2.8468044422707986e-10,-3.2238282105396978e-10,-6.7928616612209823e-10,-8.6970040669778454e-10
6.65775,-1.3048018543145404e-09,-3.5387247194560561e-10,-2.9099071411567359e-10,-2.8505845227188037e-10,-3.2293544077347056e-10,-6.8061087614565813e-10,-8.717998248777556e-10
6.658,-1.3050392140481184e-09,-3.5393963359227958e-10,-2.9116222629892315e-10,-2.8541921663568587e-10,-3.2348055026542186e-10,-6.8190662820135796e-10,-8.7387222692939494e-10
6.65825,-1.3052062890041057e-09,-3.5399417344177585e-10,-2.9131067432125747e-10,-2.8576011154992567e-10,-3.2401206680559843e-10,-6.8316869466684485e-10,-8.7591725095308522e-10
6.6585,-1.3052895919213139e-09,-3.5403219999302598e-10,-2.9143558028786706e-10,-2.8607926501488661e-10,-3.2452444733123493e-10,-6.8439428453730733e-10,-8.7793437100961924e-10
6.65875,-1.3052695895048559e-09,-3.5404972796996898e-10,-2.9153706677497255e-10,-2.8637504822899966e-10,-3.2501135902421195e-10,-6.855797812739944e-10,-8.7991980281309024e-10
6.659,-1.3051287075867236e-09,-3.5404366424827071e-10,-2.9161587154661638e-10,-2.8664653747017215e-10,-3.2546750675781155e-10,-6.8672325980407041e-10,-8.8186588675988822e-10
6.65925,-1.3048514757465158e-09,-3.5401114419784236e-10,-2.9167237216489823e-10,-2.8689245128486035e-10,-3.2588825380601626e-10,-6.8782392077123797e-10,-8.8376081012862808e-10
6.6595,-1.3044254971093123e-09,-3.5395028753585139e-10,-2.9170698882182913e-10,-2.8711180890651536e-10,-3.2627088919012926e-10,-6.888824308620905e-10,-8.8559032212447818e-10
6.65975,-1.3038372782088018e-09,-3.5385888834102019e-10,-2.9171932447092804e-10,-2.8730324378839538e-10,-3.2661341675117195e-10,-6.8989893658534797e-10,-8.8733976654405891e-10
6.66,-1.303080049987412e-09,-3.5373632526489852e-10,-2.9170883673913566e-10,-2.8746545011501568e-10,-3.269154846296323e-10,-6.9087314008128026e-10,-8.8899517632936842e-10
6.66025,-1.3021484929785874e-09,-3.5358195863658097e-10,-2.9167472205758502e-10,-2.8759756598286193e-10,-3.2717804567799143e-10,-6.918027834726132e-10,-8.9054473618782785e-10
6.6605,-1.3010389140083828e-09,-3.5339466523297036e-10,-2.9161534253605417e-10,-2.8769869626009554e-10,-3.2740247935963452e-10,-6.9268292727981971e-10,-8.919803020577634e-10
6.66075,-1.2997564834361681e-09,-3.5317501408779095e-10,-2.915302321053944e-10,-2.8776922093003935e-10,-3.2759174071128185e-10,-6.9350685061075795e-10,-8.9329899741170099e-10
6.661,-1.2983020313739628e-09,-3.5292236335405725e-10,-2.914175196811339e-10,-2.8780954835420984e-10,-3.2774941235668832e-10,-6.9426558942097845e-10,-8.9450120505660175e-10
6.66125,-1.2966849249821267e-09,-3.5263693659462904e-10,-2.9127598271878497e-10,-2.8782077079762412e-10,-3.2787988204758603e-10,-6.9494995044216117e-10,-8.9559289949452823e-10
6.6615,-1.2949096719408341e-09,-3.523188518341594e-10,-2.9110489036312017e-10,-2.8780440956144133e-10,-3.279878120188949e-10,-6.9555117807892713e-10,-8.9658354179124408e-10
6.66175,-1.2929865474285997e-09,-3.519687654338674e-10,-2.9090424985579115e-10,-2.8776260728095113e-10,-3.2807742926806468e-10,-6.9606265926665562e-10,-8.9748442055346358e-10
6.662,-1.2909233611943111e-09,-3.5158726457534666e-10,-2.9067437643330867e-10,-2.8769736354682316e-10,-3.2815124824731619e-10,-6.9648073572337898e-10,-8.9830629008469512e-10
6.66225,-1.2887292261266007e-09,-3.5117480519568538e-10,-2.9041656968927393e-10,-2.8761113216390528e-10,-3.282097414649173e-10,-6.9680525599694294e-10,-8.9905658959602226e-10
6.6625,-1.2864148203086164e-09,-3.5073314620366136e-10,-2.9013370639071971e-10,-2.875070131464537e-10,-3.2825186232731421e-10,-6.9704111812296933e-10,-8.9974213837836386e-10
6.66275,-1.2839883439032373e-09,-3.5026352626834015e-10,-2.8982844979370332e-10,-2.8738739977760037e-10,-3.2827446293025502e-10,-6.9719460255721652e-10,-9.003672573220477e-10
6.663,-1.2814630270865666e-09,-3.4976770123075517e-10,-2.895048115088858e-10,-2.8725548332446698e-10,-3.2827413145775646e-10,-6.9727401133594207e-10,-9.0093648653682718e-10
6.66325,-1.2788503993168052e-09,-3.4924789308679384e-10,-2.8916623023770514e-10,-2.871132111807132e-10,-3.2824738932419823e-10,-6.9728864008356935e-10,-9.0145482840729086e-10
6.6635,-1.2761603631225231e-09,-3.4870699829507964e-10,-2.8881633023626504e-10,-2.8696229018497183e-10,-3.2819147529900044e-10,-6.9724752639658164e-10,-9.01927722542005e-10
6.66375,-1.2734063830237747e-09,-3.4814801671760413e-10,-2.8845789007594057e-10,-2.8680355170681924e-10,-3.2810470502996566e-10,-6.9715993122042961e-10,-9.0236065671196825e-10
6.664,-1.2706050594554837e-09,-3.4757499700328368e-10,-2.8809364870093736e-10,-2.8663686199229783e-10,-3.2798720586978701e-10,-6.970361149031275e-10,-9.0276054495424165e-10
6.66425,-1.2677731928436906e-09,-3.4699226699631109e-10,-2.8772620334138722e-10,-2.8646216854697708e-10,-3.2784037150885532e-10,-6.9688736770350811e-10,-9.0313621030231116e-10
6.6645,-1.2649236220285341e-09,-3.4640458317970129e-10,-2.873579664715096e-10,-2.8627827575696118e-10,-3.2766711862624218e-10,-6.9672567037857552e-10,-9.0349741879458083e-10
6.66475,-1.2620758075974583e-09,-3.4581727831094561e-10,-2.8699171972458992e-10,-2.860850149006473e-10,-3.2747250007957878e-10,-6.9656440202196564e-10,-9.038567242140375e-10
6.665,-1.2592457591691743e-09,-3.4523542818581368e-10,-2.8663029785251894e-10,-2.8588239987861149e-10,-3.2726266860608214e-10,-6.9641585821337148e-10,-9.0422783153134969e-10
6.66525,-1.2564504276246237e-09,-3.4466445850942658e-10,-2.862769456787975e-10,-2.8567192789274139e-10,-3.2704497035552094e-10,-6.9628925651296801e-10,-9.0462517193927087e-10
6.6655,-1.2537023573890152e-09,-3.4410895474270036e-10,-2.8593411643907728e-10,-2.8545556786608121e-10,-3.2682590331706548e-10,-6.9618979910917569e-10,-9.0506033188492293e-10
6.66575,-1.2510134054102522e-09,-3.4357391009952175e-10,-2.8560436794620071e-10,-2.8523702821019864e-10,-3.2661259589834405e-10,-6.9611993459269285e-10,-9.0554399719543668e-10
6.666,-1.2483983467326207e-09,-3.4306321361547564e-10,-2.8528911702053231e-10,-2.8501933882415011e-10,-3.2640922385573043e-10,-6.960755991521046e-10,-9.0608110268058804e-10
6.66625,-1.2458649681200109e-09,-3.4258011508574292e-10,-2.8498921225147206e-10,-2.8480558868879142e-10,-3.2621901746674672e-10,-6.960505973652129e-10,-9.0667300001235628e-10
6.6665,-1.2434187709235001e-09,-3.4212666185595274e-10,-2.8470484556939953e-10,-2.8459827813777508e-10,-3.260439799806252e-10,-6.9603879940204379e-10,-9.0731857349600862e-10
6.66675,-1.2410581390474941e-09,-3.4170368702994821e-10,-2.8443560413778686e-10,-2.8439940210748951e-10,-3.2588513507884447e-10,-6.9603418953884451e-10,-9.0801556083632613e-10
6.667,-1.2387878931859497e-09,-3.4131152227833187e-10,-2.841811295711825e-10,-2.8421083173843573e-10,-3.2574358133447407e-10,-6.9603360856008998e-10,-9.0876328502447971e-10
6.66725,-1.236606364487769e-09,-3.4094893192697089e-10,-2.8394096666809135e-10,-2.8403472125672768e-10,-3.256202657944255e-10,-6.9603667943669363e-10,-9.0956273361458083e-10
6.6675,-1.2345136844569223e-09,-3.4061469118399803e-10,-2.8371512022589057e-10,-2.8387368429031383e-10,-3.2551596987428242e-10,-6.960441179389103e-10,-9.1041828240954356e-10
6.66775,-1.2325070110327276e-09,-3.4030644603349592e-10,-2.8350363797098286e-10,-2.8373035403929687e-10,-3.2543189985632573e-10,-6.9606054220184891e-10,-9.1133739568724084e-10
6.668,-1.230577226512714e-09,-3.4002102108204915e-10,-2.8330679502291985e-10,-2.8360717048173233e-10,-3.2536836776114061e-10,-6.9609076178151026e-10,-9.1232895332679611e-10
6.66825,-1.2287221057715404e-09,-3.3975623304845977e-10,-2.8312545985896956e-10,-2.8350689010587021e-10,-3.2532631294874209e-10,-6.9614196315159048e-10,-9.1340174298259312e-10
6.6685,-1.2269378466888684e-09,-3.3951007334885348e-10,-2.8296100245483893e-10,-2.8343244124082389e-10,-3.2530711306788937e-10,-6.962227650730382e-10,-9.1456316457952862e-10
6.66875,-1.2252246944913447e-09,-3.3928155597152538e-10,-2.8281456796965548e-10,-2.8338594917061954e-10,-3.2531237813992344e-10,-6.9634047026831322e-10,-9.1581545382430035e-10
6.669,-1.2235728401080521e-09,-3.3906847778735524e-10,-2.8268670621156083e-10,-2.8336872342995695e-10,-3.2534367664923438e-10,-6.9650279672392377e-10,-9.1715751764231696e-10
6.66925,-1.2219837989346132e-09,-3.3887042758122012e-10,-2.8257857648870164e-10,-2.8338228062948903e-10,-3.2540307316911412e-10,-6.9671470835358349e-10,-9.1858351535309548e-10
6.6695,-1.2204523559595309e-09,-3.3868613829950047e-10,-2.8249007905280077e-10,-2.8342620977168217e-10,-3.2549127270567428e-10,-6.9697707579051398e-10,-9.2008434466224707e-10
6.66975,-1.2189731955517651e-09,-3.3851493166022277e-10,-2.8242096396787696e-10,-2.834997924240929e-10,-3.2560908659006865e-10,-6.9729117570173344e-10,-9.2165086228234684e-10
6.67,-1.217543916131621e-09,-3.3835542887252141e-10,-2.8237034542392201e-10,-2.8360146109211521e-10,-3.2575624595227756e-10,-6.9765610317414104e-10,-9.2327547485949504e-10
