Physical Time (s),ek_vol Monitor (J): cv1,ek_vol Monitor (J): cv2,ek_vol Monitor (J): cv3,ek_vol Monitor (J): cv4,ek_vol Monitor (J): cv5,ek_vol Monitor (J): cv6,ek_vol Monitor (J): cv7
6.89675,1.6182890579736345e-07,1.2903513236483114e-07,1.5898188349113277e-07,1.3559803387703751e-07,1.1888531204221117e-07,1.8915546857637509e-07,2.1159086102754046e-07
6.897,1.6186001232889361e-07,1.289984328577588e-07,1.589578916725969e-07,1.3559323791185545e-07,1.1889352910529013e-07,1.8920397632190198e-07,2.1157562730321952e-07
6.89725,1.6189078110726129e-07,1.2896196417774424e-07,1.5893397465379e-07,1.3558857980775147e-07,1.1890138131436727e-07,1.8925255191918959e-07,2.1156066488613487e-07
6.8975,1.6192119888347348e-07,1.2892573809174762e-07,1.5891013663043683e-07,1.3558406256689794e-07,1.1890886561135763e-07,1.8930118508744953e-07,2.1154597185071797e-07
6.89775,1.619512627175999e-07,1.2888975654781128e-07,1.588863826066443e-07,1.355796876349588e-07,1.1891597662500263e-07,1.8934987122910359e-07,2.1153154683710385e-07
6.898,1.6198097550742318e-07,1.2885402091099057e-07,1.5886271050622111e-07,1.3557545527920957e-07,1.189227208711698e-07,1.8939859259472482e-07,2.1151738944885793e-07
6.89825,1.6201033189396764e-07,1.2881854010967564e-07,1.5883911958388312e-07,1.3557136418050956e-07,1.189291068113069e-07,1.8944732828672548e-07,2.1150349795194429e-07
6.8985,1.6203932629685935e-07,1.2878332225045308e-07,1.5881561171533433e-07,1.3556741395790588e-07,1.1893513594523897e-07,1.8949606937181319e-07,2.1148986518312874e-07
6.89875,1.6206795818510851e-07,1.2874836450520622e-07,1.5879219112644065e-07,1.3556360484519269e-07,1.1894080225259993e-07,1.8954481172547829e-07,2.1147649294895086e-07
6.899,1.6209622647701044e-07,1.2871366436580732e-07,1.5876885982959323e-07,1.3555993955568699e-07,1.1894610824548543e-07,1.8959354798726557e-07,2.1146338582595089e-07
6.89925,1.621241304784802e-07,1.2867922817286247e-07,1.587456127110421e-07,1.3555642310216289e-07,1.1895106174728363e-07,1.8964226476050115e-07,2.1145054475402891e-07
6.8995,1.6215166768597974e-07,1.2864506087770446e-07,1.5872244831839986e-07,1.355530563388503e-07,1.1895566875797358e-07,1.8969095356129797e-07,2.114379699204313e-07
6.89975,1.6217882828024035e-07,1.286111712792499e-07,1.5869936953040915e-07,1.3554983953447103e-07,1.1895993818141909e-07,1.8973960129545164e-07,2.1142566058277658e-07
6.9,1.6220560597621364e-07,1.2857756358343291e-07,1.5867637941097965e-07,1.3554677377963309e-07,1.1896388823251736e-07,1.897881834541336e-07,2.1141361779335536e-07
6.90025,1.6223200085514063e-07,1.2854423819422895e-07,1.5865347749776396e-07,1.3554385636220121e-07,1.1896756064217558e-07,1.8983665909757517e-07,2.1140184377057622e-07
6.9005,1.6225801210300483e-07,1.2851119574404999e-07,1.5863066303183259e-07,1.3554108202170658e-07,1.1897098120330579e-07,1.8988500653473511e-07,2.11390339474908e-07
6.90075,1.6228363573679018e-07,1.2847843739002277e-07,1.5860794389950756e-07,1.3553844382597896e-07,1.1897416403862285e-07,1.8993320863669447e-07,2.1137909982217877e-07
6.901,1.6230886689521545e-07,1.2844596685825266e-07,1.5858532714385625e-07,1.3553593942002764e-07,1.1897711793157357e-07,1.8998124478788974e-07,2.1136812026165579e-07
6.90125,1.6233370039397043e-07,1.2841380128870466e-07,1.5856280265193369e-07,1.3553356652378663e-07,1.1897985823896098e-07,1.900290913324904e-07,2.1135739901778983e-07
6.9015,1.6235813274236607e-07,1.2838193785247675e-07,1.5854037758809474e-07,1.355313209113089e-07,1.1898240144841273e-07,1.9007672382696352e-07,2.1134693747502148e-07
6.90175,1.6238216455336527e-07,1.2835036660141183e-07,1.5851806851407501e-07,1.3552920211223341e-07,1.1898474717067772e-07,1.9012412547484481e-07,2.1133674180645705e-07
6.902,1.6240579061343877e-07,1.2831910118803091e-07,1.5849586970086351e-07,1.3552721490267057e-07,1.1898689067589182e-07,1.9017128071391431e-07,2.1132682131572918e-07
6.90225,1.6242900302247368e-07,1.2828815725886889e-07,1.5847377148826839e-07,1.3552536598878692e-07,1.1898881449528479e-07,1.9021818756833672e-07,2.1131718825137781e-07
6.9025,1.6245180052412423e-07,1.2825752528669533e-07,1.5845178378034538e-07,1.3552365972660614e-07,1.1899051895332639e-07,1.9026483649263344e-07,2.1130785866090033e-07
6.90275,1.6247418505544952e-07,1.2822720917815143e-07,1.5842988355267642e-07,1.3552211363969794e-07,1.1899200602856916e-07,1.9031122010667053e-07,2.1129884658907675e-07
6.903,1.6249615480983317e-07,1.2819721981723895e-07,1.5840807117001668e-07,1.3552072000316547e-07,1.1899327949564759e-07,1.9035733111086541e-07,2.1129016230244514e-07
6.90325,1.6251770442854505e-07,1.2816755401176945e-07,1.5838637972853222e-07,1.3551945881985468e-07,1.189943299807108e-07,1.904031717009209e-07,2.1128181090421193e-07
6.9035,1.6253883026867831e-07,1.2813822381004322e-07,1.5836482014794673e-07,1.3551831467458327e-07,1.1899515376003325e-07,1.9044873865507529e-07,2.1127379019274065e-07
6.90375,1.6255953264404867e-07,1.2810922946488806e-07,1.5834339554096692e-07,1.355172865735823e-07,1.189957539369538e-07,1.9049402806351218e-07,2.1126608956403308e-07
6.904,1.6257981115886322e-07,1.2808057558968212e-07,1.5832211013550185e-07,1.3551636468315169e-07,1.1899613229261388e-07,1.9053904451069454e-07,2.1125869651839659e-07
6.90425,1.6259966374215585e-07,1.280522757595579e-07,1.5830095786148054e-07,1.3551555181044043e-07,1.189962777581598e-07,1.9058379972998185e-07,2.112515997295658e-07
6.9045,1.6261908068184025e-07,1.2802434215954909e-07,1.5827993475630768e-07,1.3551485527079734e-07,1.189961818832481e-07,1.9062830051274227e-07,2.1124479448076039e-07
6.90475,1.6263805818597246e-07,1.2799678252753131e-07,1.582590468522387e-07,1.355142651238487e-07,1.1899584227635673e-07,1.9067255255843693e-07,2.1123827922799322e-07
6.905,1.626565967304865e-07,1.279695992071998e-07,1.582382916664706e-07,1.3551378325351081e-07,1.1899524974499114e-07,1.9071656172607055e-07,2.1123205178348549e-07
6.90525,1.6267469512972619e-07,1.2794279447786771e-07,1.5821767257896512e-07,1.355134022084118e-07,1.1899440091285529e-07,1.9076033799307477e-07,2.1122610801758058e-07
6.9055,1.6269234804160126e-07,1.279163717953613e-07,1.5819721483011654e-07,1.3551309661212123e-07,1.1899329183512874e-07,1.9080389503541411e-07,2.1122044266904604e-07
6.90575,1.6270955241187043e-07,1.2789033626483106e-07,1.5817693564616975e-07,1.3551284555655517e-07,1.1899192932381243e-07,1.9084722851103737e-07,2.11215051825067e-07
6.906,1.6272630833051334e-07,1.2786469197392243e-07,1.5815684112265348e-07,1.3551263858198095e-07,1.1899031816025749e-07,1.9089033481572484e-07,2.1120993636747304e-07
6.90625,1.6274261618885256e-07,1.2783944294534224e-07,1.5813693147857962e-07,1.3551247122597311e-07,1.1898846027168674e-07,1.9093321096019128e-07,2.1120509735299238e-07
6.9065,1.6275847764176718e-07,1.2781459614494899e-07,1.5811720607119785e-07,1.3551233212598253e-07,1.1898637361761791e-07,1.9097584119882561e-07,2.1120053763707881e-07
6.90675,1.6277388518198077e-07,1.2779016520826764e-07,1.5809766895584257e-07,1.3551220379943316e-07,1.1898406921383377e-07,1.9101821613106918e-07,2.1119625734907235e-07
6.907,1.6278883508760862e-07,1.277661559391101e-07,1.5807831869607435e-07,1.3551208202834708e-07,1.1898154789373835e-07,1.9106032856276593e-07,2.1119225693108951e-07
6.90725,1.6280332611945282e-07,1.2774256992675162e-07,1.580591569540521e-07,1.3551197311040255e-07,1.1897880116460847e-07,1.9110217313913957e-07,2.1118853878148156e-07
6.9075,1.6281735708370273e-07,1.277194121785773e-07,1.5804018576597508e-07,1.355119036951597e-07,1.1897580747190549e-07,1.9114374579042233e-07,2.1118510363411843e-07
6.90775,1.6283092631127847e-07,1.276966864574636e-07,1.580214115283239e-07,1.3551187332428722e-07,1.1897256499140821e-07,1.9118504602861101e-07,2.1118195171748069e-07
6.908,1.6284403221733519e-07,1.2767441111116499e-07,1.5800282246364215e-07,1.3551188476230766e-07,1.1896907724608875e-07,1.9122607410289211e-07,2.1117907474174325e-07
6.90825,1.6285667366917286e-07,1.2765260231124403e-07,1.5798441194190691e-07,1.355119346453516e-07,1.1896534600596273e-07,1.9126682919014283e-07,2.1117645931319661e-07
6.9085,1.6286884834998812e-07,1.2763127191623516e-07,1.5796618112843213e-07,1.3551201119745885e-07,1.1896138140678889e-07,1.913073085080932e-07,2.1117409811899428e-07
6.90875,1.628805582055683e-07,1.276104260528242e-07,1.5794813185703292e-07,1.3551210380355732e-07,1.1895719253886498e-07,1.9134750728970995e-07,2.1117199074239886e-07
6.909,1.6289179987645568e-07,1.2759007501749123e-07,1.5793026527238829e-07,1.3551220602156409e-07,1.1895278877617997e-07,1.9138741716836145e-07,2.1117013648813534e-07
6.90925,1.6290257097204137e-07,1.2757022632692989e-07,1.5791258359025934e-07,1.3551231292671918e-07,1.1894818089689451e-07,1.9142702599196902e-07,2.1116853579965708e-07
6.9095,1.629128719447354e-07,1.275508841724836e-07,1.5789508837179783e-07,1.3551242161706816e-07,1.1894337110590234e-07,1.9146632866297584e-07,2.1116719230587094e-07
6.90975,1.6292270272585068e-07,1.2753205197661973e-07,1.5787778182205509e-07,1.355125283550474e-07,1.1893835738188854e-07,1.9150532493214655e-07,2.1116610952424661e-07
6.91,1.6293205942539299e-07,1.2751373607917361e-07,1.5786066947922967e-07,1.3551262583491312e-07,1.1893313691719625e-07,1.9154401574745741e-07,2.1116528974880231e-07
6.91025,1.629409411015155e-07,1.2749594009870635e-07,1.5784375578251186e-07,1.3551270764955288e-07,1.1892770551437232e-07,1.9158240094877137e-07,2.111647327754007e-07
6.9105,1.6294934785154303e-07,1.2747866705975241e-07,1.5782704201555231e-07,1.3551276763902813e-07,1.1892206233409827e-07,1.9162047860416846e-07,2.1116443864173736e-07
6.91075,1.6295727984561615e-07,1.2746192378591935e-07,1.5781052978371707e-07,1.3551279736774272e-07,1.1891620610242697e-07,1.9165825346285665e-07,2.1116440586482655e-07
6.911,1.6296473746987141e-07,1.2744571594941092e-07,1.5779422540303981e-07,1.3551278376677532e-07,1.189101385029003e-07,1.916957257430996e-07,2.1116463457710165e-07
6.91125,1.6297171743965819e-07,1.2743004669177091e-07,1.5777813532976039e-07,1.3551271376808203e-07,1.189038600316909e-07,1.9173289633514177e-07,2.1116513232950797e-07
6.9115,1.6297821874173208e-07,1.2741490508924112e-07,1.5776228050638953e-07,1.355125751352913e-07,1.1889737051399034e-07,1.9176976176728375e-07,2.1116590892355524e-07
6.91175,1.6298424285619843e-07,1.2740028961422433e-07,1.5774667170383617e-07,1.3551235909615805e-07,1.1889066498481306e-07,1.9180631361778495e-07,2.1116697295141565e-07
6.912,1.6298979268051717e-07,1.2738625037892414e-07,1.5773126680982111e-07,1.3551205891809668e-07,1.1888374173058541e-07,1.918425449840991e-07,2.1116833620916211e-07
6.91225,1.6299486886418209e-07,1.2737280963415727e-07,1.5771605274504752e-07,1.3551166819831454e-07,1.1887660392953281e-07,1.9187844586907665e-07,2.1117001409462623e-07
6.9125,1.6299947106562306e-07,1.2735998035405763e-07,1.5770102630610405e-07,1.3551117796796846e-07,1.1886925931291217e-07,1.9191400190512354e-07,2.111720224787813e-07
6.91275,1.6300359701312535e-07,1.273477724166202e-07,1.5768618833462459e-07,1.355105797295398e-07,1.1886171319501633e-07,1.9194919811177859e-07,2.1117437330290257e-07
6.913,1.6300724529416431e-07,1.273361933088823e-07,1.576715428584034e-07,1.3550986419585182e-07,1.1885396470843938e-07,1.9198402687809965e-07,2.1117706701043782e-07
6.91325,1.630104163318736e-07,1.2732524681599637e-07,1.5765709723713603e-07,1.3550902074611873e-07,1.1884601256361749e-07,1.9201848487586645e-07,2.1118010260953792e-07
6.9135,1.6301310779965921e-07,1.2731494095393287e-07,1.5764285264973671e-07,1.3550804623841982e-07,1.1883784835429353e-07,1.9205257895036934e-07,2.1118347548315336e-07
6.91375,1.6301531471476596e-07,1.2730528292861152e-07,1.5762881467285545e-07,1.3550693873691341e-07,1.1882946503794005e-07,1.9208631133207665e-07,2.1118718135170552e-07
6.914,1.6301704134088161e-07,1.2729627559969498e-07,1.5761498535880432e-07,1.3550569605083831e-07,1.1882085632661063e-07,1.9211967939219029e-07,2.1119121709147947e-07
6.91425,1.6301828899382471e-07,1.2728792678715991e-07,1.5760136780277623e-07,1.3550431558699605e-07,1.1881202114964636e-07,1.9215267373908568e-07,2.111955789520651e-07
6.9145,1.6301905888768133e-07,1.2728024497758582e-07,1.5758796369789151e-07,1.3550279460845655e-07,1.1880296057388627e-07,1.9218528747615989e-07,2.112002554878682e-07
6.91475,1.6301935226125611e-07,1.272732391125143e-07,1.5757476861232069e-07,1.3550112896764256e-07,1.1879368002854413e-07,1.9221751498410656e-07,2.112052327741093e-07
6.915,1.6301916964114096e-07,1.272669169962633e-07,1.5756178037688735e-07,1.354993109238712e-07,1.1878419128323002e-07,1.9224934930457742e-07,2.1121050160381907e-07
6.91525,1.6301851130541151e-07,1.2726129295161694e-07,1.575489967052996e-07,1.354973319578028e-07,1.1877450608412912e-07,1.9228078006823451e-07,2.112160560408489e-07
6.9155,1.6301737864711909e-07,1.2725638296913158e-07,1.5753641060112834e-07,1.3549518335844937e-07,1.1876463286817054e-07,1.9231180019708011e-07,2.1122189605591495e-07
6.91575,1.6301577305103035e-07,1.2725220325339698e-07,1.5752401650806442e-07,1.3549285692960038e-07,1.1875457396207861e-07,1.9234240133243384e-07,2.1122802744695947e-07
6.916,1.6301369412428693e-07,1.2724876733420255e-07,1.5751181191057015e-07,1.3549034534485889e-07,1.1874433100556833e-07,1.9237256128117118e-07,2.1123446516704611e-07
6.91625,1.6301114508252848e-07,1.2724608389392195e-07,1.5749979270432419e-07,1.3548764209914841e-07,1.1873389667042973e-07,1.9240227119041013e-07,2.1124122414095014e-07
6.9165,1.6300813026067086e-07,1.2724416111330487e-07,1.574879550517439e-07,1.354847408189999e-07,1.1872326143741496e-07,1.9243152274041585e-07,2.1124831867043029e-07
6.91675,1.6300464930865536e-07,1.2724300701281208e-07,1.5747629989579298e-07,1.3548163402765334e-07,1.1871242213048542e-07,1.9246030283384044e-07,2.1125576473684107e-07
6.917,1.6300069979928963e-07,1.2724263313267881e-07,1.5746482672305609e-07,1.3547831451134039e-07,1.1870137884066165e-07,1.9248859550907295e-07,2.1126357435820671e-07
6.91725,1.6299628270525422e-07,1.2724305060455914e-07,1.5745353164279098e-07,1.3547477563249982e-07,1.1869013202916831e-07,1.9251638803560821e-07,2.1127175933412997e-07
6.9175,1.6299140087509081e-07,1.2724427090566859e-07,1.574424091504251e-07,1.3547101185977883e-07,1.1867868285066698e-07,1.9254368196442683e-07,2.1128031983829931e-07
6.91775,1.6298605774595547e-07,1.2724630636197921e-07,1.5743145151831462e-07,1.3546701789579138e-07,1.1866703444592553e-07,1.9257048490824367e-07,2.1128925044629405e-07
6.918,1.6298025244978242e-07,1.2724917762239333e-07,1.5742065083890425e-07,1.3546278721027071e-07,1.1865518954787384e-07,1.9259680815117413e-07,2.1129854514328506e-07
6.91825,1.6297398766813969e-07,1.2725289960104469e-07,1.5740999814939988e-07,1.3545831275234582e-07,1.1864314327704226e-07,1.9262266292750241e-07,2.1130819879768375e-07
6.9185,1.6296726541735483e-07,1.2725748156474681e-07,1.5739948666727838e-07,1.3545358875247313e-07,1.1863089592028515e-07,1.9264804732631304e-07,2.1131821041339772e-07
6.91875,1.6296009078509719e-07,1.2726293307390997e-07,1.5738911181200672e-07,1.3544860808857404e-07,1.186184333412075e-07,1.9267297801117821e-07,2.1132857753806566e-07
6.919,1.6295246921416087e-07,1.2726926617554079e-07,1.5737886931422503e-07,1.3544336179789812e-07,1.1860574870492026e-07,1.9269747038498529e-07,2.1133929584643277e-07
6.91925,1.6294440408269285e-07,1.2727649457722985e-07,1.5736875463674084e-07,1.3543784257195715e-07,1.1859283872922315e-07,1.9272152554880847e-07,2.1135036554310201e-07
6.9195,1.6293589243777696e-07,1.2728463715006639e-07,1.5735876182572055e-07,1.3543204448615288e-07,1.1857970216345926e-07,1.9274512890550568e-07,2.1136179582678344e-07
6.91975,1.6292693545535963e-07,1.2729370818123406e-07,1.5734888244175287e-07,1.3542596269424229e-07,1.1856636005460138e-07,1.9276824840379876e-07,2.1137359347651599e-07
6.92,1.6291753421537666e-07,1.2730372372295219e-07,1.5733910519599491e-07,1.3541959285566901e-07,1.1855282854489766e-07,1.9279085718891024e-07,2.113857613793659e-07
6.92025,1.6290768756239438e-07,1.2731470526887723e-07,1.5732941682834517e-07,1.354129337849337e-07,1.1853910980388327e-07,1.9281294935824959e-07,2.1139829297394376e-07
6.9205,1.6289739453667338e-07,1.2732667270028546e-07,1.5731980394064492e-07,1.3540598172941392e-07,1.1852520691025827e-07,1.9283452221079532e-07,2.1141117743159348e-07
6.92075,1.6288665624843587e-07,1.2733964076037538e-07,1.5731025781673397e-07,1.3539872979400162e-07,1.1851112114246512e-07,1.9285557619110706e-07,2.1142441062947352e-07
6.921,1.6287547103207229e-07,1.2735362435030218e-07,1.5730077234237716e-07,1.3539117187203602e-07,1.1849685395051622e-07,1.92876104256678e-07,2.1143800015619162e-07
6.92125,1.6286384265376859e-07,1.2736863378499837e-07,1.5729134161903711e-07,1.3538330357786134e-07,1.1848240473714477e-07,1.9289609809483656e-07,2.1145195918012446e-07
6.9215,1.6285177653920158e-07,1.2738467878434928e-07,1.5728196051692579e-07,1.3537512117972435e-07,1.1846777457144347e-07,1.9291555660986889e-07,2.1146628745772422e-07
6.92175,1.6283927844973198e-07,1.2740176796799999e-07,1.5727262352415981e-07,1.3536662069934904e-07,1.1845296446905568e-07,1.929344856634513e-07,2.1148097511100295e-07
6.922,1.6282635198990859e-07,1.2741990911114949e-07,1.5726332253986338e-07,1.3535779706723021e-07,1.1843798034308867e-07,1.9295289043298799e-07,2.1149601197163379e-07
6.92225,1.6281299981686509e-07,1.2743911264934799e-07,1.5725404952083384e-07,1.3534864490693116e-07,1.1842282420173941e-07,1.9297078176291902e-07,2.1151138239708333e-07
6.9225,1.6279922550350195e-07,1.2745939185333754e-07,1.5724479600652989e-07,1.3533915944917473e-07,1.1840749622637765e-07,1.9298817371789849e-07,2.1152707159570462e-07
6.92275,1.6278503202153684e-07,1.274807614202171e-07,1.572355537015015e-07,1.3532933624328103e-07,1.1839199743314686e-07,1.9300509711743628e-07,2.1154305299821452e-07
6.923,1.6277042012489549e-07,1.2750324012719782e-07,1.5722631117884158e-07,1.3531916954292276e-07,1.1837633141874369e-07,1.9302156983872971e-07,2.1155931126983803e-07
6.92325,1.6275539292402114e-07,1.2752684408084095e-07,1.5721705665743099e-07,1.3530865310644385e-07,1.1836050144756879e-07,1.9303760614356204e-07,2.1157583283966436e-07
6.9235,1.6273994786340848e-07,1.2755159268911711e-07,1.5720778116345691e-07,1.3529778155746489e-07,1.1834450978297501e-07,1.930532107750821e-07,2.1159260999463187e-07
6.92375,1.6272408500272039e-07,1.2757750269532074e-07,1.5719847617423987e-07,1.3528654859869823e-07,1.1832835665666479e-07,1.9306838925382758e-07,2.1160963332189978e-07
6.924,1.6270780684379399e-07,1.2760458795231403e-07,1.571891306212869e-07,1.3527495041719462e-07,1.1831204533613151e-07,1.9308313806815958e-07,2.1162690130075935e-07
6.92425,1.6269111846104079e-07,1.2763286052141054e-07,1.5717973193879172e-07,1.3526298458450123e-07,1.1829557925602052e-07,1.930974552483637e-07,2.1164441851954036e-07
6.9245,1.6267402213142607e-07,1.2766233513692374e-07,1.5717026716194353e-07,1.3525065070481294e-07,1.1827895656835889e-07,1.931113509412063e-07,2.1166218020376312e-07
6.92475,1.6265651758642806e-07,1.276930267664048e-07,1.5716072402536595e-07,1.3523795013460043e-07,1.1826218094012358e-07,1.9312482276028512e-07,2.1168018123401389e-07
6.925,1.6263860703501834e-07,1.2772494509821429e-07,1.5715109435201935e-07,1.3522488384097861e-07,1.182452572136088e-07,1.9313786960146001e-07,2.1169840713663352e-07
6.92525,1.6262029558314393e-07,1.2775809841920932e-07,1.5714136981384602e-07,1.3521145242075954e-07,1.1822818523574204e-07,1.9315049181195738e-07,2.1171684217838837e-07
6.9255,1.6260158720103843e-07,1.2779249487622316e-07,1.5713154337143897e-07,1.351976551086206e-07,1.1821096138846666e-07,1.9316269189577269e-07,2.1173547448493913e-07
6.92575,1.6258248486507658e-07,1.2782814059007214e-07,1.5712160816664977e-07,1.3518349042259186e-07,1.1819357943665754e-07,1.9317447885097117e-07,2.1175428908734818e-07
6.926,1.6256299114472626e-07,1.2786504501108816e-07,1.5711155567922901e-07,1.3516895712591056e-07,1.1817603169991422e-07,1.9318586103057759e-07,2.1177327682849655e-07
6.92625,1.6254310813419527e-07,1.2790322153775333e-07,1.571013736186865e-07,1.3515405530995567e-07,1.1815831170813379e-07,1.9319684207706328e-07,2.1179242989900111e-07
6.9265,1.6252283930693131e-07,1.279426851579147e-07,1.5709104838372295e-07,1.3513878493351143e-07,1.1814041533773658e-07,1.9320742769102259e-07,2.1181173586221615e-07
6.92675,1.625021863592669e-07,1.2798345239744918e-07,1.5708056696180347e-07,1.3512314524386402e-07,1.1812234121885932e-07,1.9321761701889031e-07,2.1183119053140673e-07
6.927,1.6248114962688617e-07,1.2802553705762055e-07,1.5706991772023162e-07,1.3510713673541432e-07,1.1810408789381668e-07,1.9322740968175095e-07,2.1185078677466701e-07
6.92725,1.6245972961511142e-07,1.2806895197072412e-07,1.5705909117551017e-07,1.3509076223127947e-07,1.1808565311605999e-07,1.9323680531133644e-07,2.1187051795017491e-07
6.9275,1.6243793109986746e-07,1.2811370273737747e-07,1.5704807862286677e-07,1.3507402533753794e-07,1.1806703609621547e-07,1.9324579893330766e-07,2.118903840210973e-07
6.92775,1.6241575935326056e-07,1.2815979022081983e-07,1.5703687343131791e-07,1.3505692995147452e-07,1.1804823455541247e-07,1.9325438810465264e-07,2.119103864042903e-07
6.928,1.6239321748526828e-07,1.2820721266478323e-07,1.5702547574493485e-07,1.3503947874124238e-07,1.1802924575679835e-07,1.932625677837974e-07,2.1193052676311855e-07
6.92825,1.6237030710569644e-07,1.2825597159840022e-07,1.5701388476621103e-07,1.350216723561966e-07,1.1801006608582311e-07,1.9327033327711675e-07,2.1195080476853046e-07
6.9285,1.6234703245129789e-07,1.2830607358955215e-07,1.5700209431428151e-07,1.3500351128938654e-07,1.1799069098063146e-07,1.9327769099069167e-07,2.1197121274262569e-07
6.92875,1.623233971873527e-07,1.2835752585600058e-07,1.5699009819958451e-07,1.3498499653828923e-07,1.179711166599374e-07,1.9328465303325781e-07,2.119917366759941e-07
6.929,1.6229940228211498e-07,1.2841033449553748e-07,1.5697789213000248e-07,1.3496613062363609e-07,1.1795134104936258e-07,1.9329122138036114e-07,2.1201236024730251e-07
6.92925,1.6227504515878585e-07,1.2846450051286589e-07,1.5696547622643471e-07,1.3494691860081309e-07,1.1793136399877564e-07,1.9329739114516906e-07,2.1203307085582625e-07
6.9295,1.6225033226243413e-07,1.2852001435493109e-07,1.5695285065787487e-07,1.3492736622018609e-07,1.179111863730894e-07,1.9330315184224124e-07,2.1205386079226964e-07
6.92975,1.6222525925648279e-07,1.2857688266959079e-07,1.5694001114946152e-07,1.3490747994925066e-07,1.1789081083250753e-07,1.9330849976072228e-07,2.1207471863377645e-07
6.93,1.6219982967165305e-07,1.2863510495915207e-07,1.5692695354504712e-07,1.3488726592665761e-07,1.1787023864010654e-07,1.9331343569555889e-07,2.1209563502321328e-07
6.93025,1.621740487876278e-07,1.2869467941127291e-07,1.569136758416358e-07,1.3486672881866378e-07,1.1784946881438481e-07,1.9331796209586936e-07,2.1211660287650128e-07
6.9305,1.6214792139062397e-07,1.2875560398997723e-07,1.5690017704365064e-07,1.3484587244662335e-07,1.1782850006836171e-07,1.933220810295121e-07,2.1213761461126653e-07
6.93075,1.6212145119125908e-07,1.2881787427958665e-07,1.568864581978204e-07,1.3482470012850807e-07,1.1780733165153217e-07,1.9332578855518575e-07,2.1215866833722589e-07
6.931,1.6209463915258077e-07,1.2888148578473925e-07,1.5687251945970583e-07,1.3480321547913311e-07,1.1778596093381471e-07,1.9332908620069211e-07,2.1217975935245354e-07
6.93125,1.6206748314856137e-07,1.2894643799861621e-07,1.568583609332565e-07,1.3478142176322593e-07,1.1776438730519097e-07,1.9333196691874385e-07,2.1220088635089787e-07
6.9315,1.6203998679935332e-07,1.2901271756184794e-07,1.5684399246121687e-07,1.3475932192512663e-07,1.177426113818663e-07,1.9333442440787813e-07,2.1222204827685078e-07
6.93175,1.6201215388802668e-07,1.2908032830181109e-07,1.5682940526520447e-07,1.3473692026339895e-07,1.1772063342729427e-07,1.9333645878015864e-07,2.1224324036615e-07
6.932,1.6198399001092571e-07,1.2914926483200147e-07,1.5681459557017777e-07,1.3471422322623023e-07,1.1769845283827934e-07,1.933380653448848e-07,2.1226445935853621e-07
6.93225,1.619554980303272e-07,1.2921951197351446e-07,1.5679957391530289e-07,1.3469123812031596e-07,1.1767606659353988e-07,1.9333925050907402e-07,2.1228569338126647e-07
6.9325,1.6192667769724299e-07,1.2929105429859423e-07,1.5678435299772224e-07,1.3466797112033037e-07,1.1765347403590328e-07,1.9334001831061296e-07,2.1230693384242421e-07
6.93275,1.6189752996495049e-07,1.2936387868795616e-07,1.5676894362828978e-07,1.3464442647925159e-07,1.1763067657091292e-07,1.9334036981816574e-07,2.1232817923597187e-07
6.933,1.6186806013697347e-07,1.294379686808388e-07,1.5675335553700927e-07,1.3462060780251904e-07,1.1760767528291913e-07,1.9334031884388161e-07,2.1234942113965017e-07
6.93325,1.6183827659546889e-07,1.2951330897660369e-07,1.5673759373926115e-07,1.3459652090244015e-07,1.1758446972568559e-07,1.933398743844551e-07,2.1237065359765361e-07
6.9335,1.618081805319822e-07,1.2958988354031912e-07,1.5672166678048382e-07,1.345721732818078e-07,1.1756105699652495e-07,1.9333904058308064e-07,2.123918686442907e-07
6.93375,1.6177777833816768e-07,1.2966767089156675e-07,1.5670558475970081e-07,1.3454757359910006e-07,1.1753743317528366e-07,1.933378234443569e-07,2.1241305871272013e-07
6.934,1.6174707295862908e-07,1.2974665100060283e-07,1.566893602174816e-07,1.3452273061578935e-07,1.1751359235593013e-07,1.9333622722716453e-07,2.1243421865610468e-07
6.93425,1.6171606743987755e-07,1.2982680330491491e-07,1.566730074551312e-07,1.344976515974441e-07,1.1748952809859449e-07,1.9333425737393186e-07,2.1245534462824429e-07
6.9345,1.6168475918313049e-07,1.2990811318943404e-07,1.5665653919647482e-07,1.3447234475042746e-07,1.1746523709926112e-07,1.9333191346638127e-07,2.1247642898229034e-07
6.93475,1.6165315625506479e-07,1.2999055686228435e-07,1.5663996538453005e-07,1.3444681796044823e-07,1.1744072136933414e-07,1.9332918893532077e-07,2.1249745440624484e-07
6.935,1.6162126643043252e-07,1.3007410951710864e-07,1.5662329933718596e-07,1.3442107743124901e-07,1.1741598602943094e-07,1.933260760881372e-07,2.1251840215153607e-07
6.93525,1.6158909398727119e-07,1.3015874993773573e-07,1.566065519317727e-07,1.3439512883758426e-07,1.1739103726255295e-07,1.9332257115291872e-07,2.125392584937758e-07
6.9355,1.6155664213604685e-07,1.3024445467160281e-07,1.5658974104510079e-07,1.3436897808203787e-07,1.1736587904796888e-07,1.9331867241505222e-07,2.1256001079628739e-07
6.93575,1.6152391480781391e-07,1.3033119545851277e-07,1.5657288691809935e-07,1.3434263245688678e-07,1.1734051151197574e-07,1.9331438428676861e-07,2.1258064599222006e-07
