Physical Time (s),ea_left Monitor (W)
6.009,-1.7627196392081767e-10
6.00925,-1.7627105129923186e-10
6.0095,-1.7627009530553995e-10
6.00975,-1.762691770040524e-10
6.01,-1.7626837338667844e-10
6.01025,-1.7626775036490823e-10
6.0105,-1.7626736036871548e-10
6.01075,-1.7626723455697764e-10
6.011,-1.7626740181821624e-10
6.01125,-1.7626787767116901e-10
6.0115,-1.7626866562247404e-10
6.01175,-1.762697504864605e-10
6.012,-1.76271114686191e-10
6.01225,-1.7627272596828123e-10
6.0125,-1.7627454796064705e-10
6.01275,-1.7627653353769836e-10
6.013,-1.762786445500398e-10
6.01325,-1.7628084296599252e-10
6.0135,-1.7628309290657877e-10
6.01375,-1.7628536751016363e-10
6.014,-1.7628765547565679e-10
6.01425,-1.7628995437364992e-10
6.0145,-1.7629227110979607e-10
6.01475,-1.7629461821321406e-10
6.015,-1.7629703029350778e-10
6.01525,-1.7629954021689577e-10
6.0155,-1.7630219127709013e-10
6.01575,-1.7630502645712451e-10
6.016,-1.7630808946271156e-10
6.01625,-1.7631143229084654e-10
6.0165,-1.7631510079351034e-10
6.01675,-1.7631913815392608e-10
6.017,-1.7632357951334896e-10
6.01725,-1.7632846733183826e-10
6.0175,-1.7633383654331768e-10
6.01775,-1.7633972028170011e-10
6.018,-1.7634613896797696e-10
6.01825,-1.7635311974280988e-10
6.0185,-1.7636068315013696e-10
6.01875,-1.7636884227188504e-10
6.019,-1.763775964212523e-10
6.01925,-1.7638694620838293e-10
6.0195,-1.763968800850933e-10
6.01975,-1.7640737583783186e-10
6.02,-1.7641839875707924e-10
6.02025,-1.7642991297028129e-10
6.0205,-1.7644187182666423e-10
6.02075,-1.7645421965882936e-10
6.021,-1.7646689363603442e-10
6.02125,-1.764798383244278e-10
6.0215,-1.7649299724333541e-10
6.02175,-1.7650631706814888e-10
6.022,-1.7651974848647325e-10
6.02225,-1.7653325863255656e-10
6.0225,-1.7654682092372458e-10
6.02275,-1.7656041402972342e-10
6.023,-1.7657401814045038e-10
6.02325,-1.7658762437935406e-10
6.0235,-1.766012229866444e-10
6.02375,-1.7661479940100797e-10
6.024,-1.7662833432552093e-10
6.02425,-1.7664180958754021e-10
6.0245,-1.7665520190757156e-10
6.02475,-1.766684845485304e-10
6.025,-1.7668162022769411e-10
6.02525,-1.7669457617014541e-10
6.0255,-1.7670731613103056e-10
6.02575,-1.7671980397231318e-10
6.026,-1.767320023833021e-10
6.02625,-1.7674388696989872e-10
6.0265,-1.7675543861429569e-10
6.02675,-1.767666446029981e-10
6.027,-1.7677750069540995e-10
6.02725,-1.7678800883328552e-10
6.0275,-1.7679818469315578e-10
6.02775,-1.7680805281157804e-10
6.028,-1.7681764456358542e-10
6.02825,-1.7682699496121361e-10
6.0285,-1.7683615188146585e-10
6.02875,-1.7684516742044145e-10
6.029,-1.7685409692762955e-10
6.02925,-1.7686299400916972e-10
6.0295,-1.7687191958366984e-10
6.02975,-1.7688093331619817e-10
6.03,-1.7689009266206595e-10
6.03025,-1.7689944928272089e-10
6.0305,-1.7690905565933852e-10
6.03075,-1.7691895845725774e-10
6.031,-1.7692919653810291e-10
6.03125,-1.769398026869267e-10
6.0315,-1.7695079599083382e-10
6.03175,-1.7696219034313232e-10
6.032,-1.7697398980087188e-10
6.03225,-1.769861885202257e-10
6.0325,-1.7699876365179521e-10
6.03275,-1.770116824585273e-10
6.033,-1.7702489660303572e-10
6.03325,-1.7703834513673834e-10
6.0335,-1.7705195496341602e-10
6.03375,-1.7706564262568318e-10
6.034,-1.7707932416970409e-10
6.03425,-1.7709290991853196e-10
6.0345,-1.7710630971042167e-10
6.03475,-1.7711943373991914e-10
6.035,-1.7713220279436347e-10
6.03525,-1.771445481571688e-10
6.0355,-1.7715640902275336e-10
6.03575,-1.771677391455159e-10
6.036,-1.7717850501547139e-10
6.03625,-1.7718869344978119e-10
6.0365,-1.7719830390347626e-10
6.03675,-1.772073491930839e-10
6.037,-1.7721585340306721e-10
6.03725,-1.772238586403864e-10
6.0375,-1.7723141719208372e-10
6.03775,-1.7723859249061681e-10
6.038,-1.7724545301046788e-10
6.03825,-1.7725208056201313e-10
6.0385,-1.7725855962494983e-10
6.03875,-1.7726497422807784e-10
6.039,-1.7727140241009528e-10
6.03925,-1.7727792404862452e-10
6.0395,-1.7728461219400956e-10
6.03975,-1.7729153406156223e-10
6.04,-1.7729874597540615e-10
6.04025,-1.7730630224453346e-10
6.0405,-1.7731424942723858e-10
6.04075,-1.7732262723277463e-10
6.041,-1.773314687170232e-10
6.04125,-1.7734080484700353e-10
6.0415,-1.7735066482142691e-10
6.04175,-1.7736107531788114e-10
6.042,-1.7737205976128338e-10
6.04225,-1.773836365620664e-10
6.0425,-1.7739581545957937e-10
6.04275,-1.7740859401228251e-10
6.043,-1.7742195687645965e-10
6.04325,-1.7743587222566511e-10
6.0435,-1.7745028658451851e-10
6.04375,-1.7746512102553409e-10
6.044,-1.7748027205682492e-10
6.04425,-1.7749561639054465e-10
6.0445,-1.7751101435978398e-10
6.04475,-1.7752631281155377e-10
6.045,-1.775413563114951e-10
6.04525,-1.775559922446452e-10
6.0455,-1.7757007722972031e-10
6.04575,-1.7758348247476119e-10
6.046,-1.775960990922436e-10
6.04625,-1.7760784841821246e-10
6.0465,-1.7761867809945418e-10
6.04675,-1.776285624182747e-10
6.047,-1.7763750226345709e-10
6.04725,-1.7764552722813027e-10
6.0475,-1.7765268597524084e-10
6.04775,-1.7765904370943076e-10
6.048,-1.7766467806034206e-10
6.04825,-1.7766968126001149e-10
6.0485,-1.7767414940512368e-10
6.04875,-1.7767818000692351e-10
6.049,-1.776818690815533e-10
6.04925,-1.7768531852449096e-10
6.0495,-1.7768862686550839e-10
6.04975,-1.776918899607302e-10
6.05,-1.7769519732851926e-10
6.05025,-1.776986359203795e-10
6.0505,-1.7770228653147575e-10
6.05075,-1.7770621868023004e-10
6.051,-1.7771049063392606e-10
6.05125,-1.7771514701223804e-10
6.0515,-1.7772021906885243e-10
6.05175,-1.7772571976132831e-10
6.052,-1.7773164299420554e-10
6.05225,-1.7773796270934093e-10
6.0525,-1.7774463734007308e-10
6.05275,-1.7775160735373186e-10
6.053,-1.7775879772213321e-10
6.05325,-1.7776612071459097e-10
6.0535,-1.7777348251470055e-10
6.05375,-1.7778078463793551e-10
6.054,-1.7778792815758931e-10
6.05425,-1.7779481825074315e-10
6.0545,-1.77801369269395e-10
6.05475,-1.7780750443233906e-10
6.055,-1.7781315922115609e-10
6.05525,-1.7781828065317469e-10
6.0555,-1.7782283453142883e-10
6.05575,-1.7782679994080466e-10
6.056,-1.7783016793607604e-10
6.05625,-1.7783294135167822e-10
6.0565,-1.7783513548398246e-10
6.05675,-1.7783677347454602e-10
6.057,-1.7783788441157123e-10
6.05725,-1.7783850244838623e-10
6.0575,-1.7783867480773417e-10
6.05775,-1.7783845795497659e-10
6.058,-1.7783791751533203e-10
6.05825,-1.7783712330214186e-10
6.0585,-1.778361574919726e-10
6.05875,-1.7783511544895748e-10
6.059,-1.7783409822071543e-10
6.05925,-1.7783320706725748e-10
6.0595,-1.7783254554209133e-10
6.05975,-1.7783221767370167e-10
6.06,-1.7783232130479996e-10
6.06025,-1.7783294226273311e-10
6.0605,-1.7783415722883283e-10
6.06075,-1.7783602734915355e-10
6.061,-1.778385962408595e-10
6.06125,-1.7784188753293741e-10
6.0615,-1.7784590873938098e-10
6.06175,-1.7785065110845796e-10
6.062,-1.778560847113894e-10
6.06225,-1.7786216156846622e-10
6.0625,-1.7786881430623273e-10
6.06275,-1.7787596067510982e-10
6.063,-1.7788350657568302e-10
6.06325,-1.7789134672365703e-10
6.0635,-1.7789936780239598e-10
6.06375,-1.7790745120321074e-10
6.064,-1.7791547451160477e-10
6.06425,-1.779233216113012e-10
6.0645,-1.7793088741436938e-10
6.06475,-1.7793808200511567e-10
6.065,-1.7794483244795064e-10
6.06525,-1.7795108196946334e-10
6.0655,-1.7795679569966926e-10
6.06575,-1.7796196543273816e-10
6.066,-1.7796660132022651e-10
6.06625,-1.7797073739548041e-10
6.0665,-1.7797442194489546e-10
6.06675,-1.7797771211345879e-10
6.067,-1.7798067498059051e-10
6.06725,-1.7798338440559548e-10
6.0675,-1.7798591767867932e-10
6.06775,-1.7798834965315114e-10
6.068,-1.7799075145449894e-10
6.06825,-1.7799319009319202e-10
6.0685,-1.7799571637601432e-10
6.06875,-1.7799837343808857e-10
6.069,-1.7800119510040112e-10
6.06925,-1.7800420479773702e-10
6.0695,-1.7800741479400833e-10
6.06975,-1.7801082707271071e-10
6.07,-1.7801443140852754e-10
6.07025,-1.7801820835980283e-10
6.0705,-1.7802212460276468e-10
6.07075,-1.7802613531311547e-10
6.071,-1.7803018366058686e-10
6.07125,-1.7803420216835916e-10
6.0715,-1.7803811540456568e-10
6.07175,-1.7804184185923426e-10
6.072,-1.780452922766902e-10
6.07225,-1.7804837349896029e-10
6.0725,-1.7805099341169712e-10
6.07275,-1.7805305545960149e-10
6.073,-1.780544686288914e-10
6.07325,-1.7805514976249764e-10
6.0735,-1.7805502464068806e-10
6.07375,-1.780540284795381e-10
6.074,-1.7805211371134166e-10
6.07425,-1.7804925483208335e-10
6.0745,-1.7804544610529197e-10
6.07475,-1.7804070224388282e-10
6.075,-1.7803506353999455e-10
6.07525,-1.7802859395237064e-10
6.0755,-1.7802137966576192e-10
6.07575,-1.780135225171485e-10
6.076,-1.7800513748477294e-10
6.07625,-1.7799635094224038e-10
6.0765,-1.7798728841533825e-10
6.07675,-1.7797806639722681e-10
6.077,-1.7796879686017691e-10
6.07725,-1.7795958307624922e-10
6.0775,-1.7795050617747624e-10
6.07775,-1.7794163305311817e-10
6.078,-1.7793301773639222e-10
6.07825,-1.7792469738001226e-10
6.0785,-1.7791668875194886e-10
6.07875,-1.7790900214108567e-10
6.079,-1.7790164587554045e-10
6.07925,-1.7789462937811622e-10
6.0795,-1.7788795095126984e-10
6.07975,-1.7788160725328815e-10
6.08,-1.7787559780983662e-10
6.08025,-1.7786992175660681e-10
6.0805,-1.7786457332447492e-10
6.08075,-1.7785954000456801e-10
6.081,-1.778548076840039e-10
6.08125,-1.778503482407814e-10
6.0815,-1.7784611945324571e-10
6.08175,-1.778420661675287e-10
6.082,-1.7783812693352003e-10
6.08225,-1.7783422991250944e-10
6.0825,-1.7783029083308675e-10
6.08275,-1.7782622109560016e-10
6.083,-1.7782193284601522e-10
6.08325,-1.7781734150920248e-10
6.0835,-1.77812367522177e-10
6.08375,-1.77806938865577e-10
6.084,-1.7780099627273771e-10
6.08425,-1.777944881670494e-10
6.0845,-1.7778737301017268e-10
6.08475,-1.7777962101214186e-10
6.085,-1.7777121316926345e-10
6.08525,-1.7776213598750477e-10
6.0855,-1.7775238144247936e-10
6.08575,-1.7774194200871819e-10
6.086,-1.7773081203685751e-10
6.08625,-1.7771898811662884e-10
6.0865,-1.7770646978680303e-10
6.08675,-1.7769326631986513e-10
6.087,-1.7767939836234644e-10
6.08725,-1.7766490177464088e-10
6.0875,-1.7764982668147936e-10
6.08775,-1.7763424625273681e-10
6.088,-1.7761825437242108e-10
6.08825,-1.776019657681453e-10
6.0885,-1.775855108366521e-10
6.08875,-1.7756902760160694e-10
6.089,-1.7755265891637528e-10
6.08925,-1.7753654535104033e-10
6.0895,-1.7752081713401011e-10
6.08975,-1.7750558461846133e-10
6.09,-1.7749093901714151e-10
6.09025,-1.774769419014947e-10
6.0905,-1.7746362479043606e-10
6.09075,-1.7745099127704856e-10
6.091,-1.7743902066331625e-10
6.09125,-1.7742767061591836e-10
6.0915,-1.7741687951152705e-10
6.09175,-1.7740657188374674e-10
6.092,-1.7739666907201681e-10
6.09225,-1.7738709654625516e-10
6.0925,-1.7737778776201567e-10
6.09275,-1.7736868975500271e-10
6.093,-1.7735976152046417e-10
6.09325,-1.7735098218320326e-10
6.0935,-1.7734234517816724e-10
6.09375,-1.7733385912747534e-10
6.094,-1.773255450580875e-10
6.09425,-1.7731743183904226e-10
6.0945,-1.7730955266116658e-10
6.09475,-1.7730193585260947e-10
6.095,-1.7729460562018554e-10
6.09525,-1.7728756811723854e-10
6.0955,-1.7728081462864351e-10
6.09575,-1.7727431938576942e-10
6.096,-1.7726802975593732e-10
6.09625,-1.7726187348569885e-10
6.0965,-1.7725575947035848e-10
6.09675,-1.7724958240136981e-10
6.097,-1.7724322538826994e-10
6.09725,-1.7723657111690297e-10
6.0975,-1.7722950983467643e-10
6.09775,-1.7722194309915026e-10
6.098,-1.7721378398619703e-10
6.09825,-1.7720496601153643e-10
6.0985,-1.7719544538811487e-10
6.09875,-1.7718520304791215e-10
6.099,-1.7717424023712728e-10
6.09925,-1.7716257478822225e-10
6.0995,-1.7715024610626784e-10
6.09975,-1.7713730763369867e-10
6.1,-1.7712381872311423e-10
6.10025,-1.7710984646927186e-10
6.1005,-1.7709545698066124e-10
6.10075,-1.7708070986400978e-10
6.101,-1.7706565185705811e-10
6.10125,-1.7705032105955498e-10
6.1015,-1.7703474856043222e-10
6.10175,-1.770189546806274e-10
6.102,-1.7700294767912917e-10
6.10225,-1.7698672845480515e-10
6.1025,-1.7697029694307759e-10
6.10275,-1.7695365415726226e-10
6.103,-1.7693680448890603e-10
6.10325,-1.7691976328186722e-10
6.1035,-1.76902561949175e-10
6.10375,-1.7688525090349126e-10
6.104,-1.7686789458370932e-10
6.10425,-1.7685057377072363e-10
6.1045,-1.7683338614305192e-10
6.10475,-1.7681644389501347e-10
6.105,-1.7679985976146018e-10
6.10525,-1.7678374921707052e-10
6.1055,-1.7676822496092756e-10
6.10575,-1.7675339094472894e-10
6.106,-1.7673932793091455e-10
6.10625,-1.7672609667522892e-10
6.1065,-1.7671373047780214e-10
6.10675,-1.7670223890318314e-10
6.107,-1.7669160071243301e-10
6.10725,-1.7668177341734957e-10
6.1075,-1.766726937805012e-10
6.10775,-1.7666428748272641e-10
6.108,-1.7665646904034448e-10
6.10825,-1.7664915284917535e-10
6.1085,-1.7664225966859488e-10
6.10875,-1.7663571894887746e-10
6.109,-1.7662947682613472e-10
6.10925,-1.7662349679260008e-10
6.1095,-1.766177626359356e-10
6.10975,-1.7661227297045625e-10
6.11,-1.766070452118052e-10
6.11025,-1.766021022870987e-10
6.1105,-1.7659747271562792e-10
6.11075,-1.765931836429301e-10
6.111,-1.7658925532128258e-10
6.11125,-1.7658570007789641e-10
6.1115,-1.7658251072126633e-10
6.11175,-1.7657966387135034e-10
6.112,-1.7657711973792084e-10
6.11225,-1.7657482516017534e-10
6.1125,-1.765727145045537e-10
6.11275,-1.765707142326667e-10
6.113,-1.7656874644134126e-10
6.11325,-1.765667328278409e-10
6.1135,-1.7656459984131207e-10
6.11375,-1.7656228024222325e-10
6.114,-1.7655971549309987e-10
6.11425,-1.7655685405690769e-10
6.1145,-1.7655365235634335e-10
6.11475,-1.765500737645577e-10
6.115,-1.765460844910623e-10
6.11525,-1.7654165586748884e-10
6.1155,-1.7653676016812641e-10
6.11575,-1.7653137704071732e-10
6.116,-1.7652548860810975e-10
6.11625,-1.7651908292182238e-10
6.1165,-1.7651215374302288e-10
6.11675,-1.7650470209567711e-10
6.117,-1.7649673566054246e-10
6.11725,-1.7648826900002986e-10
6.1175,-1.7647932425600104e-10
6.11775,-1.7646992939830227e-10
6.118,-1.7646011783297676e-10
6.11825,-1.7644992497744537e-10
6.1185,-1.764393853792333e-10
6.11875,-1.7642853080449156e-10
6.119,-1.7641738818221519e-10
6.11925,-1.7640597985203687e-10
6.1195,-1.7639432416800378e-10
6.11975,-1.763824380363583e-10
6.12,-1.7637033927349732e-10
6.12025,-1.7635804629016177e-10
6.1205,-1.7634558262758967e-10
6.12075,-1.763329771689975e-10
6.121,-1.7632026794112146e-10
6.12125,-1.7630750449501625e-10
6.1215,-1.7629474941659368e-10
6.12175,-1.762820752317424e-10
6.122,-1.7626956459223095e-10
6.12225,-1.7625731012201346e-10
6.1225,-1.7624541232115825e-10
6.12275,-1.7623397768019815e-10
6.123,-1.7622311712520709e-10
6.12325,-1.7621294170890135e-10
6.1235,-1.7620355867121488e-10
6.12375,-1.7619506644069009e-10
6.124,-1.7618755021551703e-10
6.12425,-1.7618108266089234e-10
6.1245,-1.7617571721648664e-10
6.12475,-1.7617148786766739e-10
6.125,-1.7616840755634151e-10
6.12525,-1.7616646614731744e-10
6.1255,-1.7616563430655854e-10
6.12575,-1.7616586546770369e-10
6.126,-1.7616709888192946e-10
6.12625,-1.7616926395779834e-10
6.1265,-1.7617228540674484e-10
6.12675,-1.761760860771094e-10
6.127,-1.7618059372629294e-10
6.12725,-1.7618574343319694e-10
6.1275,-1.7619147970236658e-10
6.12775,-1.7619775622223264e-10
6.128,-1.7620453581243468e-10
6.12825,-1.7621178903875188e-10
6.1285,-1.7621949017225999e-10
6.12875,-1.7622761388493613e-10
6.129,-1.7623613122474952e-10
6.12925,-1.7624500744342517e-10
6.1295,-1.7625419847051591e-10
6.12975,-1.7626364980559004e-10
6.13,-1.7627329468116794e-10
6.13025,-1.762830526571687e-10
6.1305,-1.7629282961012169e-10
6.13075,-1.763025230144255e-10
6.131,-1.7631202477710226e-10
6.13125,-1.7632122790604813e-10
6.1315,-1.7633002882116824e-10
6.13175,-1.7633833152197853e-10
6.132,-1.7634605195901939e-10
6.13225,-1.7635312410758242e-10
6.1325,-1.7635950171479473e-10
6.13275,-1.763651594071435e-10
6.133,-1.7637009823431408e-10
6.13325,-1.763743447212512e-10
6.1335,-1.7637795004761312e-10
6.13375,-1.7638098706838715e-10
6.134,-1.7638354284327476e-10
6.13425,-1.7638571522337391e-10
6.1345,-1.7638760346313066e-10
6.13475,-1.7638930516842607e-10
6.135,-1.7639090792405053e-10
6.13525,-1.7639248448020819e-10
6.1355,-1.7639408783938616e-10
6.13575,-1.7639574907948779e-10
6.136,-1.7639747312290572e-10
6.13625,-1.763992406272019e-10
6.1365,-1.7640101082278824e-10
6.13675,-1.7640272628090246e-10
6.137,-1.7640431861360998e-10
6.13725,-1.7640571220333722e-10
6.1375,-1.7640683297863916e-10
6.13775,-1.7640761345259042e-10
6.138,-1.7640800043118216e-10
6.13825,-1.7640795999089646e-10
6.1385,-1.7640748199254188e-10
6.13875,-1.7640657864974054e-10
6.139,-1.7640528541337829e-10
6.13925,-1.7640365861933428e-10
6.1395,-1.7640177320471514e-10
6.13975,-1.7639971606385064e-10
6.14,-1.7639758299017887e-10
6.14025,-1.7639547151917483e-10
6.1405,-1.763934771164019e-10
6.14075,-1.7639168860357704e-10
6.141,-1.7639018708570486e-10
6.14125,-1.7638904715789593e-10
6.1415,-1.7638833063313697e-10
6.14175,-1.7638809119700585e-10
6.142,-1.7638837748568725e-10
6.14225,-1.7638923400586038e-10
6.1425,-1.7639070190420734e-10
6.14275,-1.7639282405018153e-10
6.143,-1.7639564168319958e-10
6.14325,-1.7639919296694648e-10
6.1435,-1.7640350923183084e-10
6.14375,-1.7640861616391671e-10
6.144,-1.7641453070370075e-10
6.14425,-1.7642125915316808e-10
6.1445,-1.7642879212433712e-10
6.14475,-1.7643710274769515e-10
6.145,-1.7644614315983208e-10
6.14525,-1.7645584784636191e-10
6.1455,-1.7646613469984543e-10
6.14575,-1.7647690969559322e-10
6.146,-1.7648807091958676e-10
6.14625,-1.7649951117708106e-10
6.1465,-1.7651112162839186e-10
6.14675,-1.7652279623990591e-10
6.147,-1.765344376475395e-10
6.14725,-1.7654595564632251e-10
6.1475,-1.7655726937296742e-10
6.14775,-1.7656831132103144e-10
6.148,-1.7657902229117356e-10
6.14825,-1.7658935629098469e-10
6.1485,-1.7659928130579609e-10
6.14875,-1.7660877543125924e-10
6.149,-1.7661783052461168e-10
6.14925,-1.7662644819901697e-10
6.1495,-1.7663464210091595e-10
6.14975,-1.7664243593589439e-10
6.15,-1.7664986487886651e-10
6.15025,-1.7665696862728326e-10
6.1505,-1.7666379569320192e-10
6.15075,-1.7667039992127667e-10
6.151,-1.7667683970145143e-10
6.15125,-1.7668317511934286e-10
6.1515,-1.7668946537581396e-10
6.15175,-1.7669576563575036e-10
6.152,-1.7670212741573329e-10
6.15225,-1.7670859858443777e-10
6.1525,-1.7671521879758285e-10
6.15275,-1.7672202202143016e-10
6.153,-1.7672903527738593e-10
6.15325,-1.7673627781953652e-10
6.1535,-1.7674376528301147e-10
6.15375,-1.7675150946470272e-10
6.154,-1.7675951603055737e-10
6.15425,-1.7676778735505202e-10
6.1545,-1.7677632005949355e-10
6.15475,-1.7678511369269069e-10
6.155,-1.767941648536624e-10
6.15525,-1.7680346589327563e-10
6.1555,-1.7681301151447183e-10
6.15575,-1.7682279653919117e-10
6.156,-1.7683281444966498e-10
6.15625,-1.7684305561917379e-10
6.1565,-1.7685350746232924e-10
6.15675,-1.7686415332386273e-10
6.157,-1.768749694946005e-10
6.15725,-1.7688592699649198e-10
6.1575,-1.7689699118594509e-10
6.15775,-1.76908116073325e-10
6.158,-1.7691924470762959e-10
6.15825,-1.7693031054829244e-10
6.1585,-1.7694124256288066e-10
6.15875,-1.7695196941368811e-10
6.159,-1.7696242133171416e-10
6.15925,-1.769725352879248e-10
6.1595,-1.7698225640903841e-10
6.15975,-1.7699154720565356e-10
6.16,-1.7700038434510076e-10
6.16025,-1.7700876335243388e-10
6.1605,-1.770166970432883e-10
6.16075,-1.7702421505144126e-10
6.161,-1.770313660405765e-10
6.16125,-1.7703821599856287e-10
6.1615,-1.770448428056297e-10
6.16175,-1.7705133181663308e-10
6.162,-1.7705777522363817e-10
6.16225,-1.7706426394741038e-10
6.1625,-1.770708894192526e-10
6.16275,-1.770777327011077e-10
6.163,-1.7708486315400381e-10
6.16325,-1.7709233745630082e-10
6.1635,-1.771002003304684e-10
6.16375,-1.7710847954454179e-10
6.164,-1.7711718944205447e-10
6.16425,-1.7712632866101715e-10
6.1645,-1.7713588030713668e-10
6.16475,-1.7714581842478349e-10
6.165,-1.7715611178359737e-10
6.16525,-1.7716672210530172e-10
6.1655,-1.7717761608321687e-10
6.16575,-1.7718876931140723e-10
6.166,-1.7720016721160388e-10
6.16625,-1.7721180826672042e-10
6.1665,-1.7722370376866315e-10
6.16675,-1.7723588165844284e-10
6.167,-1.772483773864983e-10
6.16725,-1.7726123619967931e-10
6.1675,-1.7727450513522615e-10
6.16775,-1.7728822853234917e-10
6.168,-1.7730243576200766e-10
6.16825,-1.773171418976308e-10
6.1685,-1.7733234347082581e-10
6.16875,-1.773480142317205e-10
6.169,-1.7736410555060691e-10
6.16925,-1.7738054727524466e-10
6.1695,-1.7739725420471307e-10
6.16975,-1.7741412644574889e-10
6.17,-1.7743105695000403e-10
6.17025,-1.7744793687339978e-10
6.1705,-1.7746465677013961e-10
6.17075,-1.7748111362522752e-10
6.171,-1.7749721416460655e-10
6.17125,-1.775128761968932e-10
6.1715,-1.7752803059536686e-10
6.17175,-1.7754261987228055e-10
6.172,-1.7755659919517819e-10
6.17225,-1.7756993620113603e-10
6.1725,-1.7758261251204352e-10
6.17275,-1.7759461829076791e-10
6.173,-1.7760595646054548e-10
6.17325,-1.7761663941200306e-10
6.1735,-1.7762669186427539e-10
6.17375,-1.7763615076824643e-10
6.174,-1.7764506227713529e-10
6.17425,-1.7765348270448035e-10
6.1745,-1.776614784804716e-10
6.17475,-1.7766912280970499e-10
6.175,-1.7767649178477057e-10
6.17525,-1.7768366463447966e-10
6.1755,-1.7769072031728189e-10
6.17575,-1.7769773506338184e-10
6.176,-1.7770477715572593e-10
6.17625,-1.7771190726474184e-10
6.1765,-1.7771917782720852e-10
6.17675,-1.7772662951373939e-10
6.177,-1.7773428889748849e-10
6.17725,-1.7774216818505373e-10
6.1775,-1.7775026253229144e-10
6.17775,-1.7775855407251913e-10
6.178,-1.7776701091744578e-10
6.17825,-1.7777559027386221e-10
6.1785,-1.777842396569136e-10
6.17875,-1.7779289969116998e-10
6.179,-1.778015086721174e-10
6.17925,-1.778100041034072e-10
6.1795,-1.7781832356668896e-10
6.17975,-1.7782640780914556e-10
6.18,-1.7783420226207644e-10
6.18025,-1.7784165652163369e-10
6.1805,-1.7784872616910639e-10
6.18075,-1.7785537281273761e-10
6.181,-1.7786156099831602e-10
6.18125,-1.7786725982158647e-10
6.1815,-1.7787244376030407e-10
6.18175,-1.7787709270808207e-10
6.182,-1.7788119357126315e-10
6.18225,-1.7788474188914339e-10
6.1825,-1.7788774151609949e-10
6.18275,-1.7789020578612213e-10
6.183,-1.7789215651934966e-10
6.18325,-1.7789362437333173e-10
6.1835,-1.7789464818896097e-10
6.18375,-1.7789527425058023e-10
6.184,-1.7789555371084015e-10
6.18425,-1.7789554315315223e-10
6.1845,-1.7789530068040796e-10
6.18475,-1.7789488694225471e-10
6.185,-1.7789436372912353e-10
6.18525,-1.7789379246570176e-10
6.1855,-1.7789323618117336e-10
6.18575,-1.7789275522279103e-10
6.186,-1.7789240968677589e-10
6.18625,-1.7789225824979199e-10
6.1865,-1.7789235592690009e-10
6.18675,-1.7789275272619642e-10
6.187,-1.7789349240598616e-10
6.18725,-1.7789460860905362e-10
6.1875,-1.7789612417601996e-10
6.18775,-1.7789804930392245e-10
6.188,-1.7790037739767761e-10
6.18825,-1.7790308476681915e-10
6.1885,-1.7790612937767758e-10
6.18875,-1.7790945289402728e-10
6.189,-1.7791298491856435e-10
6.18925,-1.7791664508686755e-10
6.1895,-1.7792034923494996e-10
6.18975,-1.7792401254135172e-10
6.19,-1.779275538215745e-10
6.19025,-1.7793089867557429e-10
6.1905,-1.7793398250414604e-10
6.19075,-1.7793675287552616e-10
6.191,-1.7793917288271754e-10
6.19125,-1.7794122117287453e-10
6.1915,-1.7794289247815687e-10
6.19175,-1.7794419774508668e-10
6.192,-1.7794516122392408e-10
6.19225,-1.7794581842414869e-10
6.1925,-1.7794621210994606e-10
6.19275,-1.7794639300761649e-10
6.193,-1.7794641609249052e-10
6.19325,-1.7794633843469836e-10
6.1935,-1.7794621588940844e-10
6.19375,-1.7794610021766784e-10
6.194,-1.7794603574132969e-10
6.19425,-1.7794605619654415e-10
6.1945,-1.7794618309609493e-10
6.19475,-1.7794642374171913e-10
6.195,-1.7794677363055369e-10
6.19525,-1.7794721296253534e-10
6.1955,-1.7794771054947199e-10
6.19575,-1.7794822527017104e-10
6.196,-1.7794870605312072e-10
6.19625,-1.7794909457054503e-10
6.1965,-1.7794932851993998e-10
6.19675,-1.7794934359344623e-10
6.197,-1.7794907439083481e-10
6.19725,-1.7794845947435105e-10
6.1975,-1.7794744135530057e-10
6.19775,-1.7794596717511103e-10
6.198,-1.7794399296721132e-10
6.19825,-1.7794147890046418e-10
6.1985,-1.7793839028195299e-10
6.19875,-1.779346986174183e-10
6.199,-1.7793038759614183e-10
6.19925,-1.7792544754917218e-10
6.1995,-1.7791988066081347e-10
6.19975,-1.7791369860872398e-10
6.2,-1.7790692369540627e-10
6.20025,-1.7789958856066457e-10
6.2005,-1.7789173659476787e-10
6.20075,-1.7788342215558444e-10
6.201,-1.7787470834698436e-10
6.20125,-1.778656654796916e-10
6.2015,-1.7785636889403701e-10
6.20175,-1.7784689587605534e-10
6.202,-1.7783732363780202e-10
6.20225,-1.7782772834422927e-10
6.2025,-1.7781818695525328e-10
6.20275,-1.7780876852954373e-10
6.203,-1.7779953630766563e-10
6.20325,-1.7779054570468795e-10
6.2035,-1.7778184565996071e-10
6.20375,-1.7777347978419263e-10
6.204,-1.7776548283006922e-10
6.20425,-1.7775787884134959e-10
6.2045,-1.7775068361224636e-10
6.20475,-1.7774390917848939e-10
6.205,-1.7773755799751295e-10
6.20525,-1.7773162383379793e-10
6.2055,-1.7772609234999204e-10
6.20575,-1.7772094243817532e-10
6.206,-1.7771614514424445e-10
6.20625,-1.7771166345187746e-10
6.2065,-1.7770745138102504e-10
6.20675,-1.7770345556619058e-10
