Physical Time (s),ea_left Monitor (W)
5.4145,-1.778596234531713e-10
5.41475,-1.7786929904813604e-10
5.415,-1.7787960285160788e-10
5.41525,-1.7789053899656247e-10
5.4155,-1.779021012899124e-10
5.41575,-1.779142706298238e-10
5.416,-1.7792701388712461e-10
5.41625,-1.7794028731422596e-10
5.4165,-1.7795403925157396e-10
5.41675,-1.779682102285615e-10
5.417,-1.7798273523413132e-10
5.41725,-1.7799754791387924e-10
5.4175,-1.7801258117110388e-10
5.41775,-1.7802777514197275e-10
5.418,-1.7804307249652597e-10
5.41825,-1.7805842796575806e-10
5.4185,-1.780738103522819e-10
5.41875,-1.7808919557883042e-10
5.419,-1.7810457160993116e-10
5.41925,-1.7811993847793209e-10
5.4195,-1.7813530140606732e-10
5.41975,-1.7815066877579664e-10
5.42,-1.7816605373474755e-10
5.42025,-1.7818146790493877e-10
5.4205,-1.7819692364456602e-10
5.42075,-1.7821242752903459e-10
5.421,-1.7822798013835455e-10
5.42125,-1.7824357372058806e-10
5.4215,-1.7825919511423395e-10
5.42175,-1.7827483000751311e-10
5.422,-1.7829046323777591e-10
5.42225,-1.7830607968575498e-10
5.4225,-1.7832167190029387e-10
5.42275,-1.7833723133695901e-10
5.423,-1.7835275081629397e-10
5.42325,-1.7836822683431936e-10
5.4235,-1.7838366244953654e-10
5.42375,-1.7839906726411513e-10
5.424,-1.7841445332086136e-10
5.42425,-1.7842983247963807e-10
5.4245,-1.7844521667458768e-10
5.42475,-1.7846062011741125e-10
5.425,-1.7847604729571628e-10
5.42525,-1.7849149965506313e-10
5.4255,-1.785069749248415e-10
5.42575,-1.7852246416415246e-10
5.426,-1.7853794444961003e-10
5.42625,-1.7855338613748411e-10
5.4265,-1.7856875648823862e-10
5.42675,-1.7858401157403645e-10
5.427,-1.7859909197243519e-10
5.42725,-1.7861393291080944e-10
5.4275,-1.7862846486024889e-10
5.42775,-1.7864260897565955e-10
5.428,-1.7865627477444866e-10
5.42825,-1.7866936768106835e-10
5.4285,-1.7868180059433018e-10
5.42875,-1.7869348443756973e-10
5.429,-1.7870432707723591e-10
5.42925,-1.7871425003699424e-10
5.4295,-1.787231927836048e-10
5.42975,-1.7873110623617701e-10
5.43,-1.7873794492989886e-10
5.43025,-1.7874368291376527e-10
5.4305,-1.787483180845405e-10
5.43075,-1.787518587968523e-10
5.431,-1.7875432143697378e-10
5.43125,-1.7875573721985432e-10
5.4315,-1.7875615425865811e-10
5.43175,-1.7875562441839487e-10
5.432,-1.7875419796426366e-10
5.43225,-1.7875193016076622e-10
5.4325,-1.7874888399884291e-10
5.43275,-1.7874511934261036e-10
5.433,-1.7874068904465175e-10
5.43325,-1.7873564602131877e-10
5.4335,-1.7873004896686481e-10
5.43375,-1.7872395495171661e-10
5.434,-1.7871741816028488e-10
5.43425,-1.7871049911246426e-10
5.4345,-1.7870326668082013e-10
5.43475,-1.7869579395433152e-10
5.435,-1.786881542744048e-10
5.43525,-1.7868042718228808e-10
5.4355,-1.7867269956345083e-10
5.43575,-1.7866505667314904e-10
5.436,-1.7865757925604379e-10
5.43625,-1.7865034691491147e-10
5.4365,-1.7864343625241779e-10
5.43675,-1.7863691375291219e-10
5.437,-1.7863083536516615e-10
5.43725,-1.7862524830773578e-10
5.4375,-1.7862019087688535e-10
5.43775,-1.7861568825920913e-10
5.438,-1.7861175197512538e-10
5.43825,-1.7860838337284506e-10
5.4385,-1.7860557306563297e-10
5.43875,-1.7860330088033671e-10
5.439,-1.7860153239277551e-10
5.43925,-1.7860022447208506e-10
5.4395,-1.7859932566763913e-10
5.43975,-1.7859877627653356e-10
5.44,-1.7859850848324137e-10
5.44025,-1.7859845028006889e-10
5.4405,-1.7859852808472843e-10
5.44075,-1.7859866958701473e-10
5.441,-1.7859880340064968e-10
5.44125,-1.7859886522739055e-10
5.4415,-1.7859879824669602e-10
5.44175,-1.7859855322668194e-10
5.442,-1.7859808951433774e-10
5.44225,-1.7859737459524659e-10
5.4425,-1.785963848453148e-10
5.44275,-1.7859510218969103e-10
5.443,-1.7859351304141958e-10
5.44325,-1.7859160993711239e-10
5.4435,-1.7858938815084327e-10
5.44375,-1.7858684401930563e-10
5.444,-1.7858397482262383e-10
5.44425,-1.7858078159633505e-10
5.4445,-1.785772654820704e-10
5.44475,-1.7857343800850416e-10
5.445,-1.785693168421371e-10
5.44525,-1.7856493003470213e-10
5.4455,-1.7856030906286595e-10
5.44575,-1.7855548764315437e-10
5.446,-1.7855050878610611e-10
5.44625,-1.7854542102548614e-10
5.4465,-1.7854027260212461e-10
5.44675,-1.7853511204492124e-10
5.447,-1.7852998759698496e-10
5.44725,-1.7852493442352809e-10
5.4475,-1.7851998300223671e-10
5.44775,-1.7851515341308299e-10
5.448,-1.7851045654561595e-10
5.44825,-1.7850589202329037e-10
5.4485,-1.7850144773414277e-10
5.44875,-1.7849711260358877e-10
5.449,-1.7849287138718074e-10
5.44925,-1.7848870305704657e-10
5.4495,-1.7848458131597929e-10
5.44975,-1.7848048558170171e-10
5.45,-1.7847640082673813e-10
5.45025,-1.7847232027487212e-10
5.4505,-1.784682411951381e-10
5.45075,-1.7846416268168625e-10
5.451,-1.7846009426234748e-10
5.45125,-1.7845605228171892e-10
5.4515,-1.7845205829390324e-10
5.45175,-1.784481361507967e-10
5.452,-1.7844431541678885e-10
5.45225,-1.7844061634251277e-10
5.4525,-1.7843705987863698e-10
5.45275,-1.7843365627482889e-10
5.453,-1.7843041220300664e-10
5.45325,-1.7842732707179234e-10
5.4535,-1.7842438561466303e-10
5.45375,-1.7842156974260179e-10
5.454,-1.7841885728301423e-10
5.45425,-1.7841622407963268e-10
5.4545,-1.784136358210939e-10
5.45475,-1.7841105713374036e-10
5.455,-1.7840845629297509e-10
5.45525,-1.7840580634924944e-10
5.4555,-1.7840307522337728e-10
5.45575,-1.7840023977825393e-10
5.456,-1.7839727657797126e-10
5.45625,-1.7839416729702947e-10
5.4565,-1.7839089281343338e-10
5.45675,-1.7838742976271747e-10
5.457,-1.7838375811045691e-10
5.45725,-1.783798601592475e-10
5.4575,-1.7837571790292884e-10
5.45775,-1.78371316113208e-10
5.458,-1.7836664619130616e-10
5.45825,-1.7836170455068478e-10
5.4585,-1.7835649000196279e-10
5.45875,-1.783510128433767e-10
5.459,-1.7834529296050988e-10
5.45925,-1.7833935890234722e-10
5.4595,-1.7833324452437624e-10
5.45975,-1.7832699492486201e-10
5.46,-1.7832066189221996e-10
5.46025,-1.7831429952283689e-10
5.4605,-1.7830796125634051e-10
5.46075,-1.7830170406174497e-10
5.461,-1.7829558211550077e-10
5.46125,-1.7828964442302956e-10
5.4615,-1.7828392887823187e-10
5.46175,-1.782784660164622e-10
5.462,-1.7827328094336857e-10
5.46225,-1.7826838526337429e-10
5.4625,-1.7826378352056904e-10
5.46275,-1.7825947377849089e-10
5.463,-1.7825545052197259e-10
5.46325,-1.7825170442498938e-10
5.4635,-1.7824821965317034e-10
5.46375,-1.7824498228218413e-10
5.464,-1.7824197994061676e-10
5.46425,-1.7823920145186777e-10
5.4645,-1.7823663485635497e-10
5.46475,-1.7823426868894159e-10
5.465,-1.7823209188500027e-10
5.46525,-1.7823008383767091e-10
5.4655,-1.7822821676429983e-10
5.46575,-1.7822645927863464e-10
5.466,-1.7822477291917227e-10
5.46625,-1.7822311327981177e-10
5.4665,-1.7822142558888269e-10
5.46675,-1.7821965046520508e-10
5.467,-1.7821773390168302e-10
5.46725,-1.7821562391082123e-10
5.4675,-1.7821326778935427e-10
5.46775,-1.782106206960646e-10
5.468,-1.7820764798490699e-10
5.46825,-1.7820431759736347e-10
5.4685,-1.7820060311079966e-10
5.46875,-1.7819648511964128e-10
5.469,-1.7819194502437123e-10
5.46925,-1.7818696822079393e-10
5.4695,-1.7818154337485418e-10
5.46975,-1.7817565878033646e-10
5.47,-1.7816930249430978e-10
5.47025,-1.7816246320149819e-10
5.4705,-1.7815512984381341e-10
5.47075,-1.7814729447759584e-10
5.471,-1.781389453127324e-10
5.47125,-1.7813007278844227e-10
5.4715,-1.781206723846827e-10
5.47175,-1.7811074852720792e-10
5.472,-1.7810030655188844e-10
5.47225,-1.780893556470229e-10
5.4725,-1.7807790963665349e-10
5.47275,-1.7806599061747483e-10
5.473,-1.7805362149131112e-10
5.47325,-1.7804082118498893e-10
5.4735,-1.7802761225805783e-10
5.47375,-1.7801402015760594e-10
5.474,-1.780000710845131e-10
5.47425,-1.7798578442883361e-10
5.4745,-1.7797117978170359e-10
5.47475,-1.7795627628869143e-10
5.475,-1.779411006890468e-10
5.47525,-1.7792567397382565e-10
5.4755,-1.7791001434935568e-10
5.47575,-1.7789413850894605e-10
5.476,-1.7787806736499403e-10
5.47625,-1.7786181375306619e-10
5.4765,-1.778453919716103e-10
5.47675,-1.7782880767072461e-10
5.477,-1.7781207067632166e-10
5.47725,-1.7779518875696964e-10
5.4775,-1.7777816893410917e-10
5.47775,-1.7776100991133742e-10
5.478,-1.7774371073467383e-10
5.47825,-1.7772626385390822e-10
5.4785,-1.7770866725091664e-10
5.47875,-1.7769092231227964e-10
5.479,-1.7767303262668551e-10
5.47925,-1.7765501092350418e-10
5.4795,-1.7763688005542775e-10
5.47975,-1.7761866943874252e-10
5.48,-1.7760041715691716e-10
5.48025,-1.7758215858942154e-10
5.4805,-1.7756393945830473e-10
5.48075,-1.7754580539475969e-10
5.481,-1.7752781289887454e-10
5.48125,-1.7751002093679076e-10
5.4815,-1.7749248076468379e-10
5.48175,-1.7747523659051678e-10
5.482,-1.7745833472008358e-10
5.48225,-1.7744181029570961e-10
5.4825,-1.7742569403717234e-10
5.48275,-1.7741001530020724e-10
5.483,-1.7739480093490284e-10
5.48325,-1.7738007182522038e-10
5.4835,-1.7736584177832624e-10
5.48375,-1.7735212243275356e-10
5.484,-1.7733891735329855e-10
5.48425,-1.7732622873918128e-10
5.4845,-1.7731404728849412e-10
5.48475,-1.7730235580931555e-10
5.485,-1.7729113114991005e-10
5.48525,-1.7728034403262827e-10
5.4855,-1.7726994361178668e-10
5.48575,-1.7725987734335261e-10
5.486,-1.7725008922554462e-10
5.48625,-1.7724051819080751e-10
5.4865,-1.7723109151222261e-10
5.48675,-1.7722173715476528e-10
5.487,-1.7721239256571744e-10
5.48725,-1.7720299521190358e-10
5.4875,-1.7719348356735006e-10
5.48775,-1.7718379964484713e-10
5.488,-1.7717390721311221e-10
5.48825,-1.7716377172123759e-10
5.4885,-1.7715336624509082e-10
5.48875,-1.7714268023047032e-10
5.489,-1.7713172573723829e-10
5.48925,-1.7712052166347781e-10
5.4895,-1.7710909854479705e-10
5.48975,-1.7709749986065167e-10
5.49,-1.7708578663563608e-10
5.49025,-1.7707402401470038e-10
5.4905,-1.7706227531258316e-10
5.49075,-1.7705061223329015e-10
5.491,-1.7703911741118835e-10
5.49125,-1.7702786836291142e-10
5.4915,-1.7701693355328708e-10
5.49175,-1.7700637989824256e-10
5.492,-1.7699627297291865e-10
5.49225,-1.7698666653273378e-10
5.4925,-1.7697760111335352e-10
5.49275,-1.7696911389493778e-10
5.493,-1.7696123903771512e-10
5.49325,-1.7695400242651926e-10
5.4935,-1.7694741810297387e-10
5.49375,-1.7694149706074348e-10
5.494,-1.769362470067219e-10
5.49425,-1.7693166592231367e-10
5.4945,-1.7692773941784651e-10
5.49475,-1.769244466320733e-10
5.495,-1.7692176147198406e-10
5.49525,-1.769196447442168e-10
5.4955,-1.7691804218781202e-10
5.49575,-1.7691689138524809e-10
5.496,-1.7691612307882862e-10
5.49625,-1.769156581084529e-10
5.4965,-1.7691540496982843e-10
5.49675,-1.7691527224431457e-10
5.497,-1.7691517201806431e-10
5.49725,-1.7691501683728924e-10
5.4975,-1.7691471665108805e-10
5.49775,-1.7691419161930832e-10
5.498,-1.769133772308661e-10
5.49825,-1.7691221804390529e-10
5.4985,-1.7691066827711947e-10
5.49875,-1.7690870301406387e-10
5.499,-1.769063201518532e-10
5.49925,-1.7690353246616872e-10
5.4995,-1.7690036627408029e-10
5.49975,-1.7689686710539259e-10
5.5,-1.7689309824800396e-10
5.50025,-1.7688913119438188e-10
5.5005,-1.7688504192473366e-10
5.50075,-1.7688091332343275e-10
5.501,-1.7687683260271411e-10
5.50125,-1.768728798878023e-10
5.5015,-1.7686912142558399e-10
5.50175,-1.7686561124642037e-10
5.502,-1.7686239004134191e-10
5.50225,-1.7685947821636612e-10
5.5025,-1.7685687514370742e-10
5.50275,-1.7685456571256386e-10
5.503,-1.7685252142601576e-10
5.50325,-1.7685069754592847e-10
5.5035,-1.7684903712698923e-10
5.50375,-1.7684747975391719e-10
5.504,-1.7684596524727826e-10
5.50425,-1.7684443134922215e-10
5.5045,-1.7684281676382471e-10
5.50475,-1.7684106756599705e-10
5.505,-1.7683914094034257e-10
5.50525,-1.7683699946495126e-10
5.5055,-1.7683461159007555e-10
5.50575,-1.7683195942842388e-10
5.506,-1.7682904150017301e-10
5.50625,-1.7682586589138367e-10
5.5065,-1.7682244702789976e-10
5.50675,-1.7681881554671139e-10
5.507,-1.7681502086416035e-10
5.50725,-1.7681112243296179e-10
5.5075,-1.7680718764023898e-10
5.50775,-1.76803294330991e-10
5.508,-1.7679953200067308e-10
5.50825,-1.7679598740060333e-10
5.5085,-1.7679273878975848e-10
5.50875,-1.7678986232446793e-10
5.509,-1.7678742967589538e-10
5.50925,-1.7678549186697863e-10
5.5095,-1.7678407927931663e-10
5.50975,-1.7678320631003914e-10
5.51,-1.7678287426861716e-10
5.51025,-1.7678306235005793e-10
5.5105,-1.7678372527701276e-10
5.51075,-1.7678481030124515e-10
5.511,-1.7678625013543595e-10
5.51125,-1.7678796214820615e-10
5.5115,-1.7678986733709293e-10
5.51175,-1.7679188145997819e-10
5.512,-1.7679391561228419e-10
5.51225,-1.7679589493185641e-10
5.5125,-1.7679774939083019e-10
5.51275,-1.7679941188748125e-10
5.513,-1.7680083079602731e-10
5.51325,-1.7680197032543665e-10
5.5135,-1.7680280226113368e-10
5.51375,-1.7680330154715129e-10
5.514,-1.768034580144414e-10
5.51425,-1.7680327972818758e-10
5.5145,-1.7680278164269537e-10
5.51475,-1.7680198630625783e-10
5.515,-1.7680093387150601e-10
5.51525,-1.7679968272546514e-10
5.5155,-1.7679829771721733e-10
5.51575,-1.767968471801971e-10
5.516,-1.7679541370125581e-10
5.51625,-1.7679409491726054e-10
5.5165,-1.7679298912694796e-10
5.51675,-1.7679218956244679e-10
5.517,-1.7679179365912573e-10
5.51725,-1.7679190411895333e-10
5.5175,-1.7679261590776908e-10
5.51775,-1.767940093138332e-10
5.518,-1.7679616147026123e-10
5.51825,-1.7679914581886397e-10
5.5185,-1.7680302079216746e-10
5.51875,-1.7680782728438878e-10
5.519,-1.7681359660865838e-10
5.51925,-1.7682035233616795e-10
5.5195,-1.7682810083266339e-10
5.51975,-1.7683682588659529e-10
5.52,-1.7684649816224806e-10
5.52025,-1.768570789186862e-10
5.5205,-1.7686851161220418e-10
5.52075,-1.7688072142579245e-10
5.521,-1.7689362468453292e-10
5.52125,-1.769071336943724e-10
5.5215,-1.7692114885671764e-10
5.52175,-1.7693555940204828e-10
5.522,-1.7695025579820191e-10
5.52225,-1.7696513475869909e-10
5.5225,-1.7698009625885335e-10
5.52275,-1.7699504684198134e-10
5.523,-1.7700990703532573e-10
5.52325,-1.7702461935994843e-10
5.5235,-1.7703914007125371e-10
5.52375,-1.7705343749882135e-10
5.524,-1.7706749894942594e-10
5.52425,-1.7708132763326902e-10
5.5245,-1.7709493949327338e-10
5.52475,-1.7710835384833689e-10
5.525,-1.7712159728913945e-10
5.52525,-1.7713469845679808e-10
5.5255,-1.7714768798781792e-10
5.52575,-1.7716058553017511e-10
5.526,-1.771734075537776e-10
5.52625,-1.7718616013995533e-10
5.5265,-1.7719884083159468e-10
5.52675,-1.7721143619676831e-10
5.527,-1.7722392531911332e-10
5.52725,-1.7723628277995202e-10
5.5275,-1.7724847845673547e-10
5.52775,-1.7726047240546194e-10
5.528,-1.7727222592738763e-10
5.52825,-1.7728370384810849e-10
5.5285,-1.7729487582236391e-10
5.52875,-1.7730571874121902e-10
5.529,-1.7731622004678216e-10
5.52925,-1.773263786503184e-10
5.5295,-1.773362055644779e-10
5.52975,-1.7734572495402468e-10
5.53,-1.7735497140686912e-10
5.53025,-1.7736399002803308e-10
5.5305,-1.773728299805527e-10
5.53075,-1.7738154330124199e-10
5.531,-1.7739018395600076e-10
5.53125,-1.7739880128954568e-10
5.5315,-1.7740743600868861e-10
5.53175,-1.774161155213249e-10
5.532,-1.7742485696912336e-10
5.53225,-1.7743366293608016e-10
5.5325,-1.7744252214901473e-10
5.53275,-1.7745140851141026e-10
5.533,-1.7746028562752344e-10
5.53325,-1.7746910665063597e-10
5.5335,-1.7747781776936908e-10
5.53375,-1.7748636404828152e-10
5.534,-1.7749468972391204e-10
5.53425,-1.7750274319821106e-10
5.5345,-1.7751047661896778e-10
5.53475,-1.7751784962720532e-10
5.535,-1.7752483183550001e-10
5.53525,-1.7753140456869103e-10
5.5355,-1.775375610239455e-10
5.53575,-1.7754330570605777e-10
5.536,-1.7754865081515168e-10
5.53625,-1.7755361446087754e-10
5.5365,-1.7755822190944549e-10
5.53675,-1.7756249834111971e-10
5.537,-1.7756647080457054e-10
5.53725,-1.7757016757406959e-10
5.5375,-1.7757361249773459e-10
5.53775,-1.7757682362548239e-10
5.538,-1.7757981274498175e-10
5.53825,-1.7758258639768213e-10
5.5385,-1.7758514680800114e-10
5.53875,-1.7758749168360825e-10
5.539,-1.7758962262851743e-10
5.53925,-1.7759154966116147e-10
5.5395,-1.775932863631538e-10
5.53975,-1.7759484937473759e-10
5.54,-1.7759626600250795e-10
5.54025,-1.7759757660237718e-10
5.5405,-1.7759883046109508e-10
5.54075,-1.776000806699743e-10
5.541,-1.7760138130999894e-10
5.54125,-1.7760278223398158e-10
5.5415,-1.7760433306259433e-10
5.54175,-1.7760607630541305e-10
5.542,-1.7760804216209117e-10
5.54225,-1.776102445254151e-10
5.5425,-1.7761268691694424e-10
5.54275,-1.7761536593453882e-10
5.543,-1.7761826972973081e-10
5.54325,-1.7762137666961552e-10
5.5435,-1.7762465907984732e-10
5.54375,-1.7762808451688502e-10
5.544,-1.7763161903187217e-10
5.54425,-1.7763523097519509e-10
5.5445,-1.7763889041588647e-10
5.54475,-1.7764256083575558e-10
5.545,-1.7764621289718259e-10
5.54525,-1.7764982358377389e-10
5.5455,-1.7765338352327285e-10
5.54575,-1.7765689187810979e-10
5.546,-1.7766035085761439e-10
5.54625,-1.7766377347964831e-10
5.5465,-1.7766718278769761e-10
5.54675,-1.7767061482003235e-10
5.547,-1.7767411205998586e-10
5.54725,-1.7767771558536254e-10
5.5475,-1.7768147570019009e-10
5.54775,-1.776854402894264e-10
5.548,-1.7768966115506657e-10
5.54825,-1.7769418696625253e-10
5.5485,-1.7769904437096748e-10
5.54875,-1.7770424875969122e-10
5.549,-1.7770981663027512e-10
5.54925,-1.7771575882853621e-10
5.5495,-1.7772208139490573e-10
5.54975,-1.777287748430131e-10
5.55,-1.7773583289097187e-10
5.55025,-1.7774324699706828e-10
5.5505,-1.7775102100113445e-10
5.55075,-1.7775915596696718e-10
5.551,-1.7776765754280828e-10
5.55125,-1.7777653561427508e-10
5.5515,-1.7778580597483562e-10
5.55175,-1.7779549333070438e-10
5.552,-1.7780560988523889e-10
5.55225,-1.7781616891441952e-10
5.5525,-1.7782717121806988e-10
5.55275,-1.7783861101531978e-10
5.553,-1.7785046998048561e-10
5.55325,-1.778627201978004e-10
5.5535,-1.7787530997069424e-10
5.55375,-1.7788816758085147e-10
5.554,-1.7790121000548668e-10
5.55425,-1.7791434525444412e-10
5.5545,-1.7792747283549537e-10
5.55475,-1.7794049181905802e-10
5.555,-1.7795329461589492e-10
5.55525,-1.7796577501323588e-10
5.5555,-1.779778346988464e-10
5.55575,-1.7798939157529211e-10
5.556,-1.7800037849859992e-10
5.55625,-1.7801074033931874e-10
5.5565,-1.7802044206291061e-10
5.55675,-1.7802947097748121e-10
5.557,-1.7803782664802499e-10
5.55725,-1.7804552736599772e-10
5.5575,-1.7805260280739645e-10
5.55775,-1.7805908445780633e-10
5.558,-1.7806501733360401e-10
5.55825,-1.7807044505864856e-10
5.5585,-1.7807540774942916e-10
5.55875,-1.7807994702918864e-10
5.559,-1.7808410666362891e-10
5.55925,-1.7808793313379627e-10
5.5595,-1.7809146893023036e-10
5.55975,-1.7809475199666034e-10
5.56,-1.7809782502618586e-10
5.56025,-1.7810073271778015e-10
5.5605,-1.7810352596278263e-10
5.56075,-1.7810625809235716e-10
5.561,-1.7810898926422886e-10
5.56125,-1.7811178606844119e-10
5.5615,-1.7811471715442135e-10
5.56175,-1.7811785092433048e-10
5.562,-1.7812125528014853e-10
5.56225,-1.7812499604477342e-10
5.5625,-1.7812913478120675e-10
5.56275,-1.781337263012316e-10
5.563,-1.7813882007161345e-10
5.56325,-1.7814445532136733e-10
5.5635,-1.7815066190141024e-10
5.56375,-1.7815745776500807e-10
5.564,-1.7816484601315502e-10
5.56425,-1.7817281263098781e-10
5.5645,-1.7818133158888841e-10
5.56475,-1.7819036083845954e-10
5.565,-1.7819983979563301e-10
5.56525,-1.782096974644828e-10
5.5655,-1.7821984505466161e-10
5.56575,-1.7823018577818444e-10
5.566,-1.7824061919998707e-10
5.56625,-1.7825104277178391e-10
5.5665,-1.7826135540528066e-10
5.56675,-1.7827145613936061e-10
5.567,-1.7828125195596127e-10
5.56725,-1.7829066026453831e-10
5.5675,-1.7829960849106187e-10
5.56775,-1.783080334712169e-10
5.568,-1.7831588205092062e-10
5.56825,-1.7832310967942704e-10
5.5685,-1.7832968136670825e-10
5.56875,-1.7833556873749774e-10
5.569,-1.783407491468329e-10
5.56925,-1.7834520279604664e-10
5.5695,-1.7834891567015253e-10
5.56975,-1.7835187712044973e-10
5.57,-1.7835408107178962e-10
5.57025,-1.7835552970279342e-10
5.5705,-1.7835622643112061e-10
5.57075,-1.7835618358014146e-10
5.571,-1.7835542221383922e-10
5.57125,-1.7835396813277197e-10
5.5715,-1.7835185291485185e-10
5.57175,-1.7834911149650608e-10
5.572,-1.7834578405690667e-10
5.57225,-1.7834191455327524e-10
5.5725,-1.7833754517416975e-10
5.57275,-1.7833271978956004e-10
5.573,-1.7832747624354426e-10
5.57325,-1.783218503627438e-10
5.5735,-1.7831587736006415e-10
5.57375,-1.7830958858570909e-10
5.574,-1.7830301157730696e-10
5.57425,-1.7829616952195577e-10
5.5745,-1.7828908439601145e-10
5.57475,-1.7828178043331205e-10
5.575,-1.7827428107445931e-10
5.57525,-1.7826661111952091e-10
5.5755,-1.7825879344863348e-10
5.57575,-1.7825085641374089e-10
5.576,-1.7824283555590871e-10
5.57625,-1.7823476810593198e-10
5.5765,-1.7822669278759355e-10
5.57675,-1.7821864821180634e-10
5.577,-1.7821067159870684e-10
5.57725,-1.7820280242390196e-10
5.5775,-1.7819507325658063e-10
5.57775,-1.7818751061831459e-10
5.578,-1.7818012851564865e-10
