Physical Time (s),ea_bot Monitor (W): bot_cv1,ea_bot Monitor (W): bot_cv2,ea_bot Monitor (W): bot_cv3,ea_bot Monitor (W): bot_cv4,ea_bot Monitor (W): bot_cv5,ea_bot Monitor (W): bot_cv6,ea_bot Monitor (W): bot_cv7
6.35825,6.2125911526808804e-12,2.4532335082830256e-12,2.1745708195479437e-12,2.3810711087741914e-12,3.061152001249496e-12,8.1838799003761911e-12,1.4172566504943477e-11
6.3585,6.213377548992247e-12,2.4536914056989479e-12,2.1746836303664326e-12,2.3808188444651205e-12,3.0607927492942367e-12,8.1824019855730976e-12,1.4169214219751286e-11
6.35875,6.2141685414838771e-12,2.4541531765530391e-12,2.174795419256993e-12,2.3805651876988274e-12,3.0604315731956079e-12,8.1809292401095043e-12,1.4165869312708804e-11
6.359,6.2149644874202536e-12,2.4546187875218294e-12,2.1749062131372525e-12,2.3803102833763549e-12,3.0600685333756325e-12,8.1794632285262376e-12,1.4162530044819889e-11
6.35925,6.2157657020452564e-12,2.4550882557697742e-12,2.1750161600647031e-12,2.3800543117724165e-12,3.0597038387800024e-12,8.1780055643340223e-12,1.415919441213156e-11
6.3595,6.2165724213503687e-12,2.4555615981317619e-12,2.175125516748661e-12,2.3797974475396435e-12,3.0593378779303347e-12,8.1765579066508888e-12,1.4155860982238787e-11
6.35975,6.2173847922134111e-12,2.4560388333970939e-12,2.1752345897194092e-12,2.3795398979964427e-12,3.0589712394123791e-12,8.1751218547635468e-12,1.4152529559448111e-11
6.36,6.2182028491627263e-12,2.4565199542928861e-12,2.1753436651577135e-12,2.3792818506533036e-12,3.058604647291434e-12,8.1736988185522591e-12,1.4149201672664791e-11
6.36025,6.2190265561339264e-12,2.4570049105059488e-12,2.1754529873756665e-12,2.3790235215996783e-12,3.0582388684145141e-12,8.1722898715773694e-12,1.4145880395233172e-11
6.3605,6.2198557504156789e-12,2.4574936280372343e-12,2.1755627179349091e-12,2.3787651918611551e-12,3.0578746169286309e-12,8.1708956379144221e-12,1.4142569658574495e-11
6.36075,6.2206901888504155e-12,2.4579859708152163e-12,2.1756729017038651e-12,2.3785071555799145e-12,3.0575124597869641e-12,8.1695162320766161e-12,1.4139273348943278e-11
6.361,6.2215295356816552e-12,2.4584817925159308e-12,2.1757835050292119e-12,2.3782496878826144e-12,3.0571527674764443e-12,8.1681512604273806e-12,1.4135994817713259e-11
6.36125,6.2223734052761948e-12,2.4589809484110125e-12,2.1758944489339832e-12,2.3779929367322392e-12,3.0567957143458071e-12,8.1667998974549367e-12,1.4132736556573416e-11
6.3615,6.2232213671553694e-12,2.4594833221901598e-12,2.1760056553152765e-12,2.3777368393922166e-12,3.0564413206112174e-12,8.1654610809849446e-12,1.4129500480380174e-11
6.36175,6.2240729801014057e-12,2.459988835735022e-12,2.1761170662010942e-12,2.3774810689807528e-12,3.0560895214433753e-12,8.1641336632311182e-12,1.4126288063129187e-11
6.362,6.2249278596507414e-12,2.4604974910820011e-12,2.1762287004552546e-12,2.37722510668187e-12,3.055740234323804e-12,8.1628166702313949e-12,1.4123100133460207e-11
6.36225,6.225785695498304e-12,2.4610093523803385e-12,2.1763406772198963e-12,2.3769683817036296e-12,3.0553933993903735e-12,8.1615093816028195e-12,1.4119936523282733e-11
6.3625,6.2266462775884341e-12,2.46152455774061e-12,2.1764532090594088e-12,2.376710457010454e-12,3.0550489886199785e-12,8.1602113939259191e-12,1.4116795555605005e-11
6.36275,6.2275095280014137e-12,2.462043273242789e-12,2.1765665142385574e-12,2.3764511340595267e-12,3.0547069984604819e-12,8.1589225660480252e-12,1.4113674748591683e-11
6.363,6.2283754628596293e-12,2.4625656762546472e-12,2.1766807921817506e-12,2.3761904641714114e-12,3.0543674105413245e-12,8.1576428650081279e-12,1.4110571626799757e-11
6.36325,6.2292442358832232e-12,2.4630919223310473e-12,2.1767961500722276e-12,2.3759287146886137e-12,3.0540301948853046e-12,8.1563722512435404e-12,1.410748377916351e-11
6.3635,6.2301160969518781e-12,2.4636221114746987e-12,2.1769125253847918e-12,2.3756662058136753e-12,3.053695310708252e-12,8.1551106466697102e-12,1.4104409567277145e-11
6.36375,6.2309914027936138e-12,2.4641562590562485e-12,2.1770296941203452e-12,2.3754032030614718e-12,3.053362761436399e-12,8.1538578932052684e-12,1.4101349220532163e-11
6.364,6.2318705758238361e-12,2.4646942977680637e-12,2.1771472715614905e-12,2.3751398852509357e-12,3.0530326306443435e-12,8.1526139296429112e-12,1.4098304955863273e-11
6.36425,6.2327540872069919e-12,2.4652360902774648e-12,2.177264776654872e-12,2.3748763739061639e-12,3.0527051396400712e-12,8.1513787944834049e-12,1.4095279911662433e-11
6.3645,6.2336424412881216e-12,2.4657814121074269e-12,2.1773817178419994e-12,2.3746127467950819e-12,3.0523806334646724e-12,8.1501525301503825e-12,1.409227659160302e-11
6.36475,6.2345361555239287e-12,2.4663300144296278e-12,2.1774977361222062e-12,2.3743490899803364e-12,3.0520595325116396e-12,8.1489349544850182e-12,1.4089295500142191e-11
6.365,6.2354357545171569e-12,2.4668816251602778e-12,2.177612680126445e-12,2.3740855279527019e-12,3.051742253168192e-12,8.1477255409743782e-12,1.4086335220950059e-11
6.36525,6.23634174779968e-12,2.4674359842756951e-12,2.1777266629909898e-12,2.3738222345724634e-12,3.0514290907564343e-12,8.1465235262725523e-12,1.4083393800402885e-11
6.3655,6.2372546095358376e-12,2.4679928947672893e-12,2.1778400540409138e-12,2.3735594370910092e-12,3.051120173588187e-12,8.1453282396438508e-12,1.4080469966239339e-11
6.36575,6.2381747396097211e-12,2.4685522236048315e-12,2.1779534249318747e-12,2.3732974831559574e-12,3.050815446220598e-12,8.1441393770328995e-12,1.4077563847581898e-11
6.366,6.2391024666360963e-12,2.4691139229987048e-12,2.17806753867003e-12,2.3730368235808456e-12,3.0505146585025939e-12,8.1429571773592878e-12,1.4074676454506761e-11
6.36625,6.2400380336271636e-12,2.4696779919477886e-12,2.1781833071316033e-12,2.3727780500786666e-12,3.0502174012397269e-12,8.1417824455284897e-12,1.4071809503155506e-11
6.3665,6.2409815815677289e-12,2.4702444969304357e-12,2.1783015730009975e-12,2.3725218358926882e-12,3.0499231136894459e-12,8.1406164938100387e-12,1.4068963981925463e-11
6.36675,6.2419331324396322e-12,2.4708135155127146e-12,2.1784229345483417e-12,2.3722688077669909e-12,3.0496311063344397e-12,8.1394609776711539e-12,1.4066141525341342e-11
6.367,6.2428925844210081e-12,2.4713851235721769e-12,2.1785477195562292e-12,2.3720194359490665e-12,3.0493406210199195e-12,8.1383177961157121e-12,1.4063345379019598e-11
6.36725,6.243859731331357e-12,2.471959375290323e-12,2.178676060516355e-12,2.3717739771622174e-12,3.0490509096063844e-12,8.1371889667684194e-12,1.4060579571101837e-11
6.3675,6.2448342499542245e-12,2.4725362960534968e-12,2.1788078319507268e-12,2.3715324612845452e-12,3.048761361220285e-12,8.1360764810684553e-12,1.4057848378692553e-11
6.36775,6.2458157184099887e-12,2.4731158868145156e-12,2.1789427844550028e-12,2.3712947189088863e-12,3.0484716224034332e-12,8.1349821837200926e-12,1.4055154185696101e-11
6.368,6.2468036291908509e-12,2.4736981531922176e-12,2.1790807619750542e-12,2.3710605117071305e-12,3.0481816527023548e-12,8.1339076217588881e-12,1.4052498140780371e-11
6.36825,6.2477974267824153e-12,2.47428309961123e-12,2.1792217468096527e-12,2.3708296529535862e-12,3.0478917210536679e-12,8.1328537573078319e-12,1.4049880221224987e-11
6.3685,6.2487965359930238e-12,2.4748707792206414e-12,2.1793659335161563e-12,2.3706021007183313e-12,3.0476023482464124e-12,8.1318208104798416e-12,1.4047299643352237e-11
6.36875,6.2498003922192222e-12,2.4754613190099744e-12,2.1795136738863208e-12,2.3703779902973926e-12,3.0473142417873344e-12,8.1308082039361809e-12,1.4044755453525497e-11
6.369,6.250808443427878e-12,2.4760548927058819e-12,2.1796654955371429e-12,2.3701576510858914e-12,3.0470282015211419e-12,8.1298146090390629e-12,1.4042246617920052e-11
6.36925,6.2518201926380183e-12,2.4766517382137375e-12,2.1798219841452994e-12,2.3699415273616386e-12,3.0467450178912232e-12,8.128838207657316e-12,1.4039772609596016e-11
6.3695,6.2528352112772904e-12,2.4772521065544129e-12,2.1799837564510624e-12,2.3697301074899757e-12,3.0464654039779073e-12,8.1278770087715308e-12,1.4037333703891406e-11
6.36975,6.2538531500695388e-12,2.4778562876846563e-12,2.1801513839840415e-12,2.3695238411550324e-12,3.0461899267006162e-12,8.1269289672526286e-12,1.4034931297563545e-11
6.37,6.2548737600092636e-12,2.4784645404151684e-12,2.1803253418370473e-12,2.3693231196890021e-12,3.0459190401521651e-12,8.1259923029819751e-12,1.4032567474811599e-11
6.37025,6.2558968877780763e-12,2.4790771145073827e-12,2.1805059370735327e-12,2.3691282412663123e-12,3.0456531131773941e-12,8.1250655671390063e-12,1.4030243909087331e-11
6.3705,6.2569225123589897e-12,2.4796941877473043e-12,2.1806933051367092e-12,2.3689394661471168e-12,3.0453924529955441e-12,8.1241476244128642e-12,1.4027959924851232e-11
6.37075,6.2579507074613816e-12,2.4803159210710279e-12,2.1808874382403442e-12,2.3687569303745583e-12,3.045137297948383e-12,8.1232375443529896e-12,1.402571267650112e-11
6.371,6.2589816077618749e-12,2.4809423999348526e-12,2.1810880830123312e-12,2.3685806234444949e-12,3.0448877605889647e-12,8.1223344624583243e-12,1.402349872642138e-11
6.37125,6.260015446270596e-12,2.4815736771557118e-12,2.1812948960909398e-12,2.368410308390932e-12,3.0446437167139133e-12,8.1214374461959187e-12,1.4021315073504568e-11
6.3715,6.2610524830360924e-12,2.4822097643428619e-12,2.1815074607254611e-12,2.3682455211664375e-12,3.0444047278859662e-12,8.1205454103072601e-12,1.401915919342794e-11
6.37175,6.2620929750342877e-12,2.4828506953326157e-12,2.1817253518611289e-12,2.3680856062520921e-12,3.0441700674881943e-12,8.119657366123664e-12,1.4017028489989099e-11
6.372,6.2631371962823372e-12,2.483496499799225e-12,2.181948146620395e-12,2.3679298051011633e-12,3.0439388172193269e-12,8.1187724646574667e-12,1.4014919750013778e-11
6.37225,6.2641853924692859e-12,2.4841471964327178e-12,2.1821754496205286e-12,2.3677773498952303e-12,3.0437100367978705e-12,8.1178901687591496e-12,1.4012828596530959e-11
6.3725,6.2652377738725048e-12,2.4848028329328552e-12,2.1824069020322495e-12,2.3676274988420944e-12,3.0434829512816097e-12,8.1170103240664448e-12,1.4010749913230685e-11
6.37275,6.2662945186950263e-12,2.4854634019965302e-12,2.1826420494710782e-12,2.3674795323030238e-12,3.0432570709680249e-12,8.1161331081637385e-12,1.4008677977813809e-11
6.373,6.2673557327488576e-12,2.4861289096131217e-12,2.1828803507367706e-12,2.3673326830847443e-12,3.0430321857914833e-12,8.1152590812992415e-12,1.4006607840295272e-11
6.37325,6.268421502140168e-12,2.4867992923246237e-12,2.1831210961363689e-12,2.3671860747649021e-12,3.0428082763082098e-12,8.1143892191855016e-12,1.4004536249741634e-11
6.3735,6.2694918726337631e-12,2.4874744681595623e-12,2.1833634892277817e-12,2.3670387489372749e-12,3.0425853350144309e-12,8.1135249715370164e-12,1.400246223479815e-11
6.37375,6.2705668265772426e-12,2.4881543156122498e-12,2.1836067132761438e-12,2.3668897515282813e-12,3.0423632193770994e-12,8.1126681376144298e-12,1.4000386986687571e-11
6.374,6.2716463403573732e-12,2.4888386708894776e-12,2.1838499853321646e-12,2.3667383010353469e-12,3.0421415811538904e-12,8.1118204253794496e-12,1.3998312903240128e-11
6.37425,6.2727303675451372e-12,2.4895273872677758e-12,2.1840926541749944e-12,2.3665838336173479e-12,3.0419198709599158e-12,8.1109831096321115e-12,1.3996242619806055e-11
6.3745,6.273818882393643e-12,2.4902203377389527e-12,2.1843341636558046e-12,2.3664259965265472e-12,3.0416974303321403e-12,8.1101567384884634e-12,1.3994178548611626e-11
6.37475,6.2749118720823093e-12,2.4909174783779558e-12,2.1845740826464828e-12,2.3662645173755958e-12,3.0414736127259136e-12,8.1093409945387864e-12,1.3992122715672758e-11
6.375,6.2760093545816493e-12,2.4916188437301979e-12,2.1848121970336866e-12,2.3660990799858906e-12,3.0412478967328726e-12,8.1085350244055189e-12,1.3990077407035282e-11
6.37525,6.2771113811748157e-12,2.4923245878859668e-12,2.1850484707314498e-12,2.365929293099395e-12,3.0410199157004998e-12,8.1077376837732151e-12,1.3988046414726796e-11
6.3755,6.2782180302785654e-12,2.493034974976933e-12,2.1852830582707555e-12,2.3657547328591468e-12,3.0407894289984143e-12,8.1069477656486245e-12,1.3986034755395436e-11
6.37575,6.2793294357244489e-12,2.4937503194192985e-12,2.1855162518233601e-12,2.3655750335612301e-12,3.0405562874468779e-12,8.1061641600263699e-12,1.3984048863940817e-11
6.376,6.2804457391697876e-12,2.4944709537050241e-12,2.1857483760737022e-12,2.3653899855876508e-12,3.0403203737889255e-12,8.1053857972258419e-12,1.3982094543318977e-11
6.37625,6.2815671109816399e-12,2.4951971867307569e-12,2.1859797348065616e-12,2.3651994542766778e-12,3.0400815640755171e-12,8.1046115473910572e-12,1.3980175714522801e-11
6.3765,6.2826937070336588e-12,2.4959292115691696e-12,2.186210520533163e-12,2.3650033438831076e-12,3.0398397296612229e-12,8.1038401843604138e-12,1.3978294349024488e-11
6.37675,6.283825670801126e-12,2.4966670746027009e-12,2.1864407414654418e-12,2.3648017885119161e-12,3.0395947502804097e-12,8.1030705009130846e-12,1.3976449199417421e-11
6.377,6.2849631407086991e-12,2.4974107126419055e-12,2.1866702929603987e-12,2.3645950751649198e-12,3.0393465520187787e-12,8.1023015748559733e-12,1.3974636312436054e-11
6.37725,6.2861062402905924e-12,2.4981599436347433e-12,2.1868990410765522e-12,2.3643836023395016e-12,3.0390951190248567e-12,8.1015330275965089e-12,1.3972850162932391e-11
6.3775,6.2872550753605793e-12,2.4989145129671225e-12,2.1871269070444696e-12,2.3641679487825441e-12,3.0388404988867767e-12,8.1007651462773323e-12,1.3971085484822728e-11
6.37775,6.2884097642934182e-12,2.4996741233524181e-12,2.1873539221804283e-12,2.3639488527911808e-12,3.0385827849429292e-12,8.0999987846555209e-12,1.3969337871025938e-11
6.378,6.2895704261682101e-12,2.5004385140270886e-12,2.1875803146951863e-12,2.3637271735405832e-12,3.0383220826373189e-12,8.0992349055847705e-12,1.3967603776931328e-11
6.37825,6.2907372152678404e-12,2.5012074989718413e-12,2.1878064423766341e-12,2.3635037465117377e-12,3.0380584897732079e-12,8.0984742110972284e-12,1.3965880756675848e-11
6.3785,6.2919103489917179e-12,2.5019810433683262e-12,2.1880328350446674e-12,2.3632792945960384e-12,3.0377921105513452e-12,8.0977168349393321e-12,1.3964167314790658e-11
6.37875,6.2930901178710435e-12,2.5027592504317839e-12,2.1882601768220688e-12,2.3630544353697448e-12,3.0375230960451452e-12,8.0969621770052053e-12,1.3962462454581943e-11
6.379,6.294276882544617e-12,2.5035423762399023e-12,2.1884893522744031e-12,2.3628297886675245e-12,3.0372517368292203e-12,8.0962090886704325e-12,1.3960764804992482e-11
6.37925,6.2954711141638111e-12,2.5043307690452194e-12,2.1887214128124097e-12,2.3626060538319771e-12,3.0369785376619842e-12,8.0954560582455194e-12,1.395907199463332e-11
6.3795,6.2966733713171673e-12,2.5051248323580657e-12,2.1889573663840396e-12,2.3623840795180462e-12,3.0367042939699731e-12,8.0947016241060702e-12,1.3957380119673356e-11
6.37975,6.2978842987041281e-12,2.5059249649631277e-12,2.1891980304689903e-12,2.3621647986041505e-12,3.0364300695211666e-12,8.0939447288300785e-12,1.3955684652182748e-11
6.38,6.2991046002612569e-12,2.5067314641826075e-12,2.1894439013387222e-12,2.3619491294204499e-12,3.0361570992506473e-12,8.0931849920252887e-12,1.3953982065697078e-11
6.38025,6.3003349993395089e-12,2.5075445015504602e-12,2.1896952523065648e-12,2.3617378641864989e-12,3.0358866471282381e-12,8.0924228194410409e-12,1.3952270783020176e-11
6.3805,6.3015762471470692e-12,2.5083640746994083e-12,2.189952122687302e-12,2.3615315766841131e-12,3.0356198654329052e-12,8.091659439499079e-12,1.3950550949830593e-11
6.38075,6.3028290580874943e-12,2.5091900027432445e-12,2.1902144317036255e-12,2.3613306218341548e-12,3.0353576839357615e-12,8.0908967322143392e-12,1.3948823524735803e-11
6.381,6.3040941044628098e-12,2.510021935821761e-12,2.1904819366608443e-12,2.361135121067134e-12,3.0351007006146641e-12,8.0901368404951563e-12,1.394708875821314e-11
6.38125,6.3053719827293487e-12,2.5108594288405783e-12,2.1907542892554059e-12,2.3609449792232832e-12,3.0348491684618171e-12,8.0893819982134853e-12,1.3945345185112557e-11
6.3815,6.3066632150866943e-12,2.5117019984696858e-12,2.1910311948248153e-12,2.3607600102012571e-12,3.0346030578620118e-12,8.0886343403211044e-12,1.3943589615158586e-11
6.38175,6.3079682309820672e-12,2.5125492219526713e-12,2.1913125669579939e-12,2.3605800243861306e-12,3.0343621504648937e-12,8.0878955844916267e-12,1.3941818039675219e-11
6.382,6.3092873490013339e-12,2.5134007784113605e-12,2.191598543958911e-12,2.3604048412396677e-12,3.0341261793443174e-12,8.0871669147199157e-12,1.3940027114937397e-11
6.38225,6.3106208153757884e-12,2.5142565409677659e-12,2.1918894812827299e-12,2.3602343331294434e-12,3.0338949536674468e-12,8.0864490145217534e-12,1.3938215128524987e-11
6.3825,6.3119687888836421e-12,2.5151165671188399e-12,2.1921858994310963e-12,2.3600684538455534e-12,3.0336684482376891e-12,8.085742127806034e-12,1.3936382603429693e-11
6.38275,6.3133313702676061e-12,2.5159811025559616e-12,2.1924884202269102e-12,2.3599072658808009e-12,3.0334468354361686e-12,8.0850461091257646e-12,1.3934532125404603e-11
6.383,6.3147085841944238e-12,2.5168505065889225e-12,2.1927976394616224e-12,2.3597509705804274e-12,3.0332305037691538e-12,8.0843605465845385e-12,1.3932668058842869e-11
6.38325,6.3161004091546978e-12,2.5177252139616755e-12,2.1931140935100238e-12,2.3595999440998743e-12,3.0330200185774114e-12,8.0836848353905272e-12,1.3930796169479441e-11
6.3835,6.3175067783583581e-12,2.5186056458214449e-12,2.1934381353145195e-12,2.3594547473816881e-12,3.032816093866012e-12,8.0830182660654262e-12,1.3928923161575693e-11
6.38375,6.3189275870591893e-12,2.5194921785349239e-12,2.1937699217218241e-12,2.3593160085286011e-12,3.0326195062470378e-12,8.0823602721313498e-12,1.3927056045042925e-11
6.384,6.3203626770989909e-12,2.520385088028994e-12,2.194109299430841e-12,2.3591842995489395e-12,3.0324309874206424e-12,8.0817106157640574e-12,1.3925201178249663e-11
6.38425,6.3218118564232905e-12,2.5212844970039713e-12,2.1944558835578252e-12,2.3590599515464063e-12,3.0322510927901847e-12,8.0810694626586548e-12,1.392336358502318e-11
6.3845,6.3232749238591006e-12,2.5221904037520872e-12,2.1948090941354222e-12,2.3589429009713295e-12,3.0320800663302616e-12,8.0804372159534866e-12,1.3921546665606331e-11
6.38475,6.3247516624676566e-12,2.5231026682859494e-12,2.1951681607508337e-12,2.3588327719780377e-12,3.0319177145942397e-12,8.0798142172328707e-12,1.3919752218936443e-11
6.385,6.3262418630363416e-12,2.5240210518809653e-12,2.1955322749505672e-12,2.3587290640091808e-12,3.0317633896276785e-12,8.0792003383376903e-12,1.3917980879084987e-11
6.38525,6.3277453307582229e-12,2.5249452997709535e-12,2.1959007749984268e-12,2.3586312151906969e-12,3.0316161177891065e-12,8.0785947965236937e-12,1.3916232821362466e-11
6.3855,6.3292619065122915e-12,2.5258751718138737e-12,2.1962732207371438e-12,2.3585387417893158e-12,3.0314748089032072e-12,8.0779961374353764e-12,1.3914508886428283e-11
6.38575,6.330791468594947e-12,2.5268104914278143e-12,2.196649425731035e-12,2.3584512856249737e-12,3.0313385025878263e-12,8.0774025870843173e-12,1.3912810829792294e-11
6.386,6.3323339477221601e-12,2.5277511946577516e-12,2.1970295240729334e-12,2.3583686414329552e-12,3.0312064930137702e-12,8.0768125541589119e-12,1.3911140865908148e-11
6.38625,6.3338893139350095e-12,2.528697275321642e-12,2.1974137853831255e-12,2.3582907567230272e-12,3.0310783718760114e-12,8.0762249020198148e-12,1.3909501000664753e-11
6.3865,6.3354575850492751e-12,2.5296487969555718e-12,2.197802587736165e-12,2.3582177394629124e-12,3.0309539421248847e-12,8.0756391278666687e-12,1.3907892503087405e-11
6.38675,6.3370388062139964e-12,2.5306058603188878e-12,2.1981963096857942e-12,2.358149790393327e-12,3.0308330911699084e-12,8.0750553382759506e-12,1.3906315645913367e-11
6.387,6.3386330114036276e-12,2.5315685859069502e-12,2.1985952310522503e-12,2.358087175343423e-12,3.0307157009449745e-12,8.0744741247665052e-12,1.3904769259711632e-11
6.38725,6.3402402124305283e-12,2.5325370420325446e-12,2.1989994737933563e-12,2.3580301787184207e-12,3.0306015893513753e-12,8.0738962861344783e-12,1.3903250843873793e-11
6.3875,6.3418603714312008e-12,2.5335112220505075e-12,2.1994090288748117e-12,2.357979125798333e-12,3.0304905121094518e-12,8.0733226010497629e-12,1.3901756969409218e-11
6.38775,6.3434933657778946e-12,2.5344910436249423e-12,2.1998237562771287e-12,2.3579342773736177e-12,3.0303821490374852e-12,8.072753456473458e-12,1.3900283730367295e-11
6.388,6.3451389888681179e-12,2.535476368284751e-12,2.2002434749178986e-12,2.3578957889004978e-12,3.0302761062761069e-12,8.0721887149444599e-12,1.3898827177426923e-11
6.38825,6.3467969338891941e-12,2.5364670215420432e-12,2.2006680218929745e-12,2.3578636503650644e-12,3.0301719611474366e-12,8.0716277617512803e-12,1.3897383255816645e-11
6.3885,6.3484668141093866e-12,2.5374628060019151e-12,2.2010972773889263e-12,2.3578377413354595e-12,3.0300692860326775e-12,8.0710696506667412e-12,1.3895947438229359e-11
6.38875,6.3501481416659608e-12,2.5384635556469412e-12,2.2015312327403403e-12,2.3578178375402185e-12,3.029967668270173e-12,8.0705133928724287e-12,1.3894514001430927e-11
6.389,6.3518403832854598e-12,2.5394691504754037e-12,2.2019700104671602e-12,2.3578036846369478e-12,3.0298667239754233e-12,8.0699582288452996e-12,1.3893075829612408e-11
6.38925,6.3535429734512304e-12,2.5404795485594369e-12,2.2024138856315601e-12,2.3577950031098779e-12,3.0297660922412398e-12,8.0694038750847894e-12,1.3891624967233913e-11
6.3895,6.3552553523489173e-12,2.5414947305489301e-12,2.2028631967138489e-12,2.3577915121742426e-12,3.0296654422722539e-12,8.0688506591101535e-12,1.3890153488603887e-11
6.38975,6.3569769967385764e-12,2.5425147018480266e-12,2.2033182672188402e-12,2.3577929216708568e-12,3.029564528331203e-12,8.068299647741608e-12,1.388865517542752e-11
6.39,6.3587074490867028e-12,2.5435395093001455e-12,2.2037794151037628e-12,2.3577989465470881e-12,3.0294632663442546e-12,8.0677525386886534e-12,1.3887127036987768e-11
6.39025,6.3604463260173784e-12,2.5445691916397141e-12,2.2042467347479905e-12,2.35780928843508e-12,3.0293618093398859e-12,8.0672113388899727e-12,1.3885569547981892e-11
6.3905,6.3621933206963666e-12,2.5456037965344349e-12,2.2047202543663985e-12,2.3578236694928753e-12,3.0292605776089219e-12,8.0666779725104418e-12,1.3883986542430907e-11
6.39075,6.3639481947432025e-12,2.5466433478939017e-12,2.2051999772192964e-12,2.357841867795039e-12,3.0291602184371257e-12,8.0661538139789667e-12,1.3882383912866195e-11
6.391,6.3657107705391567e-12,2.5476878231842905e-12,2.2056858016789029e-12,2.357863706232633e-12,3.0290614753444836e-12,8.0656393965228227e-12,1.3880767909358573e-11
6.39125,6.3674809123446015e-12,2.5487371651269038e-12,2.2061774442536001e-12,2.3578889808052371e-12,3.0289649758540625e-12,8.0651343597857228e-12,1.3879144115935142e-11
6.3915,6.3692585174105345e-12,2.5497912946154405e-12,2.2066746079991751e-12,2.357917431825994e-12,3.0288710451082643e-12,8.0646375739106468e-12,1.3877516291819651e-11
6.39175,6.3710434852123309e-12,2.5508501400149908e-12,2.207177008991756e-12,2.3579486960878583e-12,3.028779587995722e-12,8.0641473613603166e-12,1.3875886378413257e-11
6.392,6.3728357034980903e-12,2.5519136633897853e-12,2.2076844223568294e-12,2.3579823106562408e-12,3.0286901075346797e-12,8.0636617095219472e-12,1.3874254538370244e-11
6.39225,6.3746350534716907e-12,2.5529818794106645e-12,2.2081966185865435e-12,2.3580177169369055e-12,3.0286018747224031e-12,8.0631784578293795e-12,1.3872619026565334e-11
6.3925,6.3764413980540712e-12,2.5540548744218569e-12,2.2087133096031114e-12,2.3580542581529458e-12,3.0285141786679486e-12,8.0626955144244993e-12,1.3870976689625134e-11
6.39275,6.3782545855749625e-12,2.5551327657258418e-12,2.2092341429788807e-12,2.3580912294388317e-12,3.0284265157494969e-12,8.0622111228430943e-12,1.3869323283440376e-11
6.393,6.3800744678965381e-12,2.5562157028586733e-12,2.2097588009222912e-12,2.3581279671172679e-12,3.0283386403522278e-12,8.0617242479722339e-12,1.3867654241843738e-11
6.39325,6.38190092205478e-12,2.5573038434136909e-12,2.2102869515989459e-12,2.358163971241656e-12,3.0282505325035488e-12,8.0612348681257143e-12,1.3865966008656494e-11
6.3935,6.3837338474293562e-12,2.5583973353085079e-12,2.2108182968513942e-12,2.3581989335423794e-12,3.0281622448632871e-12,8.0607438049842224e-12,1.3864257121755654e-11
6.39375,6.3855731656045866e-12,2.5594962691106998e-12,2.2113525301290591e-12,2.3582327322054513e-12,3.0280737889920785e-12,8.0602524508091195e-12,1.3862528726303822e-11
6.394,6.3874188412205259e-12,2.5606006925209849e-12,2.2118893242356033e-12,2.3582654017751542e-12,3.0279851152282879e-12,8.0597621488885787e-12,1.3860784470629361e-11
6.39425,6.3892708371075961e-12,2.5617105662439159e-12,2.2124282788173379e-12,2.3582970490089505e-12,3.0278961414923693e-12,8.0592736991655347e-12,1.3859029782677513e-11
6.3945,6.3911291066343075e-12,2.5628257840100998e-12,2.2129689005379018e-12,2.3583277670883479e-12,3.0278068113486914e-12,8.058786878665306e-12,1.3857271011056244e-11
6.39475,6.3929935803240909e-12,2.5639461789807158e-12,2.2135106421562553e-12,2.3583576545765915e-12,3.0277171823285084e-12,8.0583004116371229e-12,1.3855514344561363e-11
6.395,6.3948641374461739e-12,2.5650715404162072e-12,2.214052959114525e-12,2.358386799164864e-12,3.0276274509934494e-12,8.0578119692971958e-12,1.3853764442852224e-11
6.39525,6.3967405868269888e-12,2.5662016303586063e-12,2.2145953478457475e-12,2.3584152377335033e-12,3.0275379573879053e-12,8.0573184712580059e-12,1.385202358556968e-11
6.3955,6.3986226834661249e-12,2.5673361727934449e-12,2.2151373954612873e-12,2.3584429042727157e-12,3.0274491516477974e-12,8.0568164935962084e-12,1.385029149777542e-11
6.39575,6.4005100798587311e-12,2.5684748642016941e-12,2.2156787149594779e-12,2.3584696031952791e-12,3.0273615416185135e-12,8.0563026601593311e-12,1.3848566100746387e-11
6.396,6.4024023315499069e-12,2.5696174188868496e-12,2.2162188874470962e-12,2.3584950200891491e-12,3.027275624509687e-12,8.055774063614308e-12,1.3846844454838968e-11
6.39625,6.4042988987878188e-12,2.5707635411889075e-12,2.2167575480294414e-12,2.3585187881181624e-12,3.0271918088834234e-12,8.0552286753165988e-12,1.3845123444522627e-11
6.3965,6.4061991789516706e-12,2.5719129077027e-12,2.2172944823709167e-12,2.3585406227932135e-12,3.0271103708550164e-12,8.0546656081959647e-12,1.3843399880882953e-11
6.39675,6.408102516145015e-12,2.5730651897616799e-12,2.217829564173885e-12,2.3585605041662994e-12,3.0270314622607924e-12,8.054085309315907e-12,1.3841670390571833e-11
6.397,6.4100082280956712e-12,2.5742200323378194e-12,2.2183627229304755e-12,2.3585787418545388e-12,3.0269551553200992e-12,8.0534895798613578e-12,1.3839931304399066e-11
6.39725,6.411915606436001e-12,2.5753770555710099e-12,2.218893912106934e-12,2.3585958649318663e-12,3.0268815093061157e-12,8.0528814538240495e-12,1.3838179209685584e-11
