Physical Time (s),Etau_top Monitor (kg-m/s^3): top_cv1,Etau_top Monitor (kg-m/s^3): top_cv2,Etau_top Monitor (kg-m/s^3): top_cv3,Etau_top Monitor (kg-m/s^3): top_cv4,Etau_top Monitor (kg-m/s^3): top_cv5,Etau_top Monitor (kg-m/s^3): top_cv6,Etau_top Monitor (kg-m/s^3): top_cv7
0.45394277,-3.8416472340091213e-05,-4.9931617156610152e-05,-7.4902656809920927e-05,-0.00011096474828623142,-0.00014861378459389018,-0.00017767628527835382,-0.00016382110166355009
0.45399341,-3.832460334177771e-05,-4.9810534445301619e-05,-7.4768150800087762e-05,-0.00011082262745104505,-0.00014845775503379038,-0.00017750062227273533,-0.00016363532472232187
0.45404405,-3.8217156617980246e-05,-4.9668635840365371e-05,-7.4608519589838861e-05,-0.00011065444307597795,-0.00014827505368241074,-0.00017729715689303541,-0.00016342507060586846
0.45409468,-3.8099171426242703e-05,-4.9512133759109613e-05,-7.4430298763656979e-05,-0.00011046700383294606,-0.00014807296381862646,-0.00017707336800172857,-0.00016319786014039366
0.45414531,-3.7976190520649953e-05,-4.9348028232126126e-05,-7.4241115025758811e-05,-0.00011026826956711706,-0.00014786000187735074,-0.00017683807538230073,-0.00016296245491980466
0.45419595,-3.785398326589336e-05,-4.9183674973695107e-05,-7.4049205633647854e-05,-0.00011006685752822111,-0.00014764539128178067,-0.00017660092286217504,-0.00016272833779134096
0.45424658,-3.7738210366035996e-05,-4.9026370587443261e-05,-7.3862924634602708e-05,-0.00010987153985427654,-0.0001474385185006999,-0.00017637183724327751,-0.00016250517794751725
0.45429722,-3.7634069872251288e-05,-4.8882877925530123e-05,-7.3690173749941932e-05,-0.00010969066366501209,-0.00014724831600923576,-0.00017616039582629429,-0.00016230220518800788
0.45434785,-3.754599621138119e-05,-4.8759015869138562e-05,-7.3537891819864753e-05,-0.00010953160646974808,-0.00014708267753751084,-0.00017597520773211762,-0.00016212760742818477
0.45439849,-3.7477309215829612e-05,-4.8659225331402669e-05,-7.3411524625045763e-05,-0.00010940020735840932,-0.00014694786070273519,-0.00017582327918090997,-0.00016198792280183347
0.45444913,-3.7430177322970068e-05,-4.8586460422059764e-05,-7.3314848691252119e-05,-0.00010930054642931544,-0.00014684824461175312,-0.00017570972934514159,-0.00016188778401121019
0.45449976,-3.7405653688405582e-05,-4.8542228610349018e-05,-7.3249973830070839e-05,-0.00010923491122541952,-0.00014678628395273409,-0.00017563771353177086,-0.00016182986510985176
0.45455039,-3.7403839198019717e-05,-4.8526819330650224e-05,-7.321757294444063e-05,-0.0001092040097473097,-0.00014676271308170663,-0.00017560858384675128,-0.00016181507952718241
0.45460103,-3.7423957330297782e-05,-4.8539480267918741e-05,-7.3217086161319467e-05,-0.0001092071716888201,-0.00014677674671118685,-0.00017562206027107373,-0.00016184277488966783
0.45465166,-3.7465140566852972e-05,-4.8579206304791999e-05,-7.3247560515452356e-05,-0.000109243218782201,-0.00014682694180576496,-0.00017567706482510926,-0.00016191158880231326
0.4547023,-3.7526119647362818e-05,-4.8644618028040037e-05,-7.3307597029964957e-05,-0.00010931042733144711,-0.00014691116862433005,-0.00017577166800385614,-0.00016201941266934212
0.45475293,-3.7605856051437883e-05,-4.8734663079519865e-05,-7.3396115968637539e-05,-0.00010940731598770775,-0.00014702741491539521,-0.00017590386358380894,-0.00016216417700800392
0.45480357,-3.7703653734728617e-05,-4.8848738633574549e-05,-7.3512525473379162e-05,-0.00010953284474493556,-0.00014717398869780354,-0.00017607175743411508,-0.00016234404143372708
0.45485421,-3.7819230637177283e-05,-4.8986740978286387e-05,-7.3656784421493622e-05,-0.0001096865031128704,-0.00014734964529868337,-0.0001762736969298104,-0.00016255752197168302
0.45490484,-3.7952684030783525e-05,-4.9148996103853086e-05,-7.3829314986631654e-05,-0.00010986825319072408,-0.00014755356957262702,-0.00017650827307020075,-0.00016280348297111652
0.45495547,-3.8104301602390645e-05,-4.9335990798396311e-05,-7.4030682429797196e-05,-0.00011007824388309342,-0.0001477851328755185,-0.00017677410294813009,-0.00016308090691215965
0.45500611,-3.8274346467388945e-05,-4.9548068183531203e-05,-7.4261225663681534e-05,-0.00011031647888019664,-0.00014804360413251121,-0.00017706957700628284,-0.00016338861992821495
0.45505674,-3.8462809704825716e-05,-4.9785092448483973e-05,-7.4520648584228816e-05,-0.00011058241822507948,-0.00014832780690013264,-0.0001773925590872335,-0.00016372497191436688
0.45510738,-3.8669157437083937e-05,-5.0046132312056834e-05,-7.4807636749120516e-05,-0.00011087458862066418,-0.0001486357537572347,-0.00017774005903764187,-0.00016408747761559523
0.45515801,-3.8892246167812913e-05,-5.0329338626918835e-05,-7.511969075682168e-05,-0.00011119039123555301,-0.00014896448940262421,-0.00017810811743959839,-0.00016447267075024087
0.45520865,-3.9130242339554362e-05,-5.0631867493761026e-05,-7.5453038087322315e-05,-0.00011152596489977046,-0.00014930994319240648,-0.000178491705628186,-0.00016487597814797108
0.45525929,-3.9380692192437048e-05,-5.094999311814305e-05,-7.5802780507777499e-05,-0.00011187629479255847,-0.00014966705637447757,-0.00017888489548800339,-0.00016529186274562001
0.45530992,-3.9640690883808774e-05,-5.127935532421937e-05,-7.6163215360418622e-05,-0.00011223549012393146,-0.00015003000312728497,-0.00017928112357758783,-0.00016571406779475683
0.45536056,-3.990705582376893e-05,-5.1615254936190132e-05,-7.6528238763727969e-05,-0.00011259720486547923,-0.00015039260604555934,-0.00017967363188327819,-0.00016613604830376143
0.45541119,-4.0176484828747729e-05,-5.1952940762624221e-05,-7.6891759521037202e-05,-0.0001129550540639831,-0.0001507487115219754,-0.00018005586099058859,-0.00016655134438365985
0.45546182,-4.0445792856834843e-05,-5.2287938900547983e-05,-7.7248143551541127e-05,-0.00011330309870341291,-0.00015109264778871793,-0.00018042191173732905,-0.00016695404937643529
0.45551246,-4.0712036334569873e-05,-5.2616247805989269e-05,-7.7592492321155643e-05,-0.00011363616046548947,-0.00015141951773413518,-0.00018076683309915754,-0.00016733908909203715
0.45556309,-4.0972520113423847e-05,-5.2934369388920241e-05,-7.7920717771644569e-05,-0.000113949932433466,-0.00015172527930792034,-0.00018108668735468809,-0.00016770229756707953
0.45561373,-4.1224866328545743e-05,-5.323936130490312e-05,-7.8229591027876704e-05,-0.00011424105253567967,-0.00015200680086082497,-0.00018137858153940783,-0.00016804045926625065
0.45566437,-4.1467059406175964e-05,-5.3528856441968742e-05,-7.8516727499296717e-05,-0.00011450711095478068,-0.00015226184650682928,-0.00018164061870423346,-0.00016835127534933861
0.455715,-4.1697324560761063e-05,-5.3800900939136656e-05,-7.878037458521807e-05,-0.00011474643651078177,-0.00015248886250503993,-0.00018187164602105491,-0.00016863313463578853
0.45576564,-4.1914086527465821e-05,-5.4053891780173828e-05,-7.9019301709243848e-05,-0.00011495798647676828,-0.00015268685967928291,-0.00018207109589365338,-0.00016888497646595785
0.45581627,-4.2115982871368914e-05,-5.4286583640041015e-05,-7.9232785092501063e-05,-0.00011514130582308028,-0.00015285540424556359,-0.00018223894010005012,-0.00016910627277701666
0.4558669,-4.2301865889575753e-05,-5.4498127369039061e-05,-7.9420642963088717e-05,-0.0001152965485422875,-0.00015299464075498362,-0.00018237568339046865,-0.00016929703668031314
0.45591754,-4.2470838414005639e-05,-5.4688113869430983e-05,-7.9583282663760061e-05,-0.00011542450149521079,-0.00015310535178695284,-0.00018248240434358095,-0.00016945788002426941
0.45596817,-4.2622300836353861e-05,-5.4856613305315324e-05,-7.9721751576212823e-05,-0.00011552662842497145,-0.00015318900507378251,-0.00018256079322600724,-0.00016959006576557854
0.45601881,-4.2755984684174971e-05,-5.5004195824970257e-05,-7.9837753801086019e-05,-0.00011560509353795692,-0.00015324779125673024,-0.0001826131905652712,-0.000169695556676383
0.45606944,-4.2872049561083718e-05,-5.5131965072966905e-05,-7.9933654605554273e-05,-0.00011566277203138245,-0.00015328464142007537,-0.00018264261214933342,-0.00016977704193892425
0.45612008,-4.2971120120460845e-05,-5.5241532078119108e-05,-8.0012396249748311e-05,-0.00011570317723234398,-0.0001533031620377323,-0.00018265269421380211,-0.00016983788973176636
0.45617072,-4.3054407687629463e-05,-5.5335082923215167e-05,-8.0077490771190816e-05,-0.0001157304497337007,-0.00015330763103414073,-0.00018264770770061683,-0.00016988215402917816
0.45622135,-4.3123779596250796e-05,-5.5415397888752034e-05,-8.0132973718770258e-05,-0.00011574929512652156,-0.00015330294103873632,-0.00018263251931842548,-0.00016991453058060383
0.45627198,-4.3181774156706634e-05,-5.5485839326374964e-05,-8.0183323921576087e-05,-0.00011576487759927782,-0.0001532944978165632,-0.00018261251161129919,-0.00016994026630473287
0.45632262,-4.3231601534568711e-05,-5.5550322827364865e-05,-8.023336070292875e-05,-0.00011578267512668657,-0.0001532880777377525,-0.00018259346205801852,-0.00016996503009016642
0.45637325,-4.3276931266192522e-05,-5.5613094255275139e-05,-8.0287989964225001e-05,-0.00011580820466941289,-0.00015328954994778518,-0.00018258128427691062,-0.0001699946413201261
0.45642389,-4.332154553742692e-05,-5.5678364849842292e-05,-8.0351806815809139e-05,-0.00011584658744628415,-0.00015330443228857976,-0.00018258160109727923,-0.00017003463276496256
0.45647452,-4.3368949986334696e-05,-5.574986918108376e-05,-8.0428638133100746e-05,-0.00011590207927878273,-0.00015333740677451465,-0.00018259926492681782,-0.0001700897609779869
0.45652516,-4.3421928225184991e-05,-5.5830397471967753e-05,-8.0521075567732841e-05,-0.00011597758861265018,-0.0001533918159802183,-0.00018263785423667321,-0.00017016349548929307
0.4565758,-4.3482223348903271e-05,-5.5921499151638021e-05,-8.0630205223611588e-05,-0.00011607439354319615,-0.00015346935107009348,-0.00018269935168997281,-0.00017025768996589672
0.45662643,-4.355037413191325e-05,-5.6023361187676666e-05,-8.0755542306506459e-05,-0.0001161920717881908,-0.00015356995857061483,-0.00018278403272165751,-0.00017037246659775641
0.45667706,-4.3625761505065186e-05,-5.6134908283873909e-05,-8.0895211764394395e-05,-0.00011632867681664722,-0.0001536920023569139,-0.00018289060527613364,-0.00017050635510902569
0.4567277,-4.3706836112132768e-05,-5.6254099504097921e-05,-8.1046332392078146e-05,-0.00011648112902763683,-0.00015383263958059504,-0.00018301656374847692,-0.00017065664511163852
0.45677833,-4.3791453010594255e-05,-5.637833423943895e-05,-8.120551892698067e-05,-0.00011664572936553717,-0.00015398833319007173,-0.00018315868275340782,-0.00017081987907454588
0.45682897,-4.3877248679557239e-05,-5.6504857755646729e-05,-8.1369351960906437e-05,-0.00011681866528389962,-0.00015415536052880137,-0.00018331351096772025,-0.00017099235251423614
0.4568796,-4.3961855280314299e-05,-5.6630962689317753e-05,-8.1534619903215859e-05,-0.00011699628070625081,-0.00015433008837084791,-0.0001834776370825314,-0.00017117038180069978
0.45693024,-4.4042981139185219e-05,-5.6754033370653265e-05,-8.1698364000752923e-05,-0.00011717515983589117,-0.00015450906560754261,-0.00018364777950799439,-0.00017135040126471749
0.45698088,-4.4118385465309316e-05,-5.6871456275739872e-05,-8.1857749207105994e-05,-0.00011735204005951946,-0.00015468893937175629,-0.00018382070259187179,-0.00017152888619029774
0.45703151,-4.4185767422576155e-05,-5.6980484982322206e-05,-8.2009869884504781e-05,-0.0001175236358001349,-0.00015486628894074351,-0.00018399305289393161,-0.00017170219580183913
0.45708214,-4.4242655340313579e-05,-5.7078096905406515e-05,-8.2151541721122611e-05,-0.00011768645189756337,-0.00015503744236392637,-0.00018416117941880968,-0.0001718664064523432
0.45713278,-4.4286346271692549e-05,-5.7160884557268498e-05,-8.2279117587420028e-05,-0.00011783659747113416,-0.0001551982988515763,-0.00018432096177430267,-0.00017201714929148131
0.45718341,-4.4313927843541969e-05,-5.7225081818578424e-05,-8.2388458861272084e-05,-0.00011796974559291595,-0.00015534428918262058,-0.0001844677752290717,-0.0001721495912465982
0.45723405,-4.4322439632289008e-05,-5.7266754406027357e-05,-8.2475120786265686e-05,-0.00011808129729637928,-0.00015547053544776322,-0.0001845966527008787,-0.00017225861526661858
0.45728468,-4.4308509825142996e-05,-5.7281480546677594e-05,-8.2534045805545425e-05,-0.0001181660377753033,-0.00015557151030301032,-0.00018470194483203038,-0.00017233848815293272
0.45733532,-4.4270542580547611e-05,-5.726661246529219e-05,-8.2561851622045586e-05,-0.00011822040970765279,-0.00015564330080998165,-0.0001847795810944874,-0.00017238513487405086
0.45738596,-4.4206776836530741e-05,-5.721938218929903e-05,-8.2554986285579083e-05,-0.00011824062751732947,-0.00015568172289390339,-0.00018482517521265288,-0.00017239425921621496
0.45743659,-4.411432635436161e-05,-5.7136379777745889e-05,-8.2509271975376362e-05,-0.00011822223017032595,-0.00015568188637637626,-0.00018483357846608956,-0.00017236090800433484
0.45748722,-4.3992533335916529e-05,-5.7016164613857116e-05,-8.2422578119034935e-05,-0.00011816274361454469,-0.00015564086640942431,-0.00018480153996718144,-0.00017228212817332493
0.45753786,-4.3841117476946766e-05,-5.6857882090533816e-05,-8.229347391890517e-05,-0.00011806037480249077,-0.00015555641562567786,-0.00018472641129409667,-0.0001721556685552325
0.45758849,-4.3660143303498976e-05,-5.66615035258825e-05,-8.2121484380610758e-05,-0.00011791430265936515,-0.00015542727356285054,-0.00018460646061272193,-0.00017198044124290505
0.45763913,-4.3450064149366346e-05,-5.6427524013243286e-05,-8.1906785031194481e-05,-0.00011772440419649455,-0.00015525293393315372,-0.00018444065156744021,-0.00017175592362105773
0.45768976,-4.3211573764606427e-05,-5.6156708099224115e-05,-8.1649915214309276e-05,-0.00011749099490078925,-0.00015503340342057714,-0.00018422842688893575,-0.000171482169666418
0.4577404,-4.294556084273303e-05,-5.585004021935486e-05,-8.1351689675293343e-05,-0.00011721475471379537,-0.00015476917310910981,-0.00018396971938662994,-0.00017115989047458951
0.45779104,-4.2653182343402557e-05,-5.550875538074195e-05,-8.1013183900359464e-05,-0.0001168967094287123,-0.00015446121191115746,-0.00018366499137253975,-0.00017079033393932691
0.45784167,-4.2336025664984002e-05,-5.5134470888636587e-05,-8.0635859545304957e-05,-0.00011653833239221946,-0.00015411109119145284,-0.00018331540877207644,-0.00017037542484671115
0.4578923,-4.1996313526734613e-05,-5.4729484889768932e-05,-8.0221859663120071e-05,-0.00011614181727431353,-0.0001537212342232422,-0.00018292313208449743,-0.00016991802024564383
0.45794294,-4.1637112852698819e-05,-5.4297055531627032e-05,-7.977430138998194e-05,-0.00011571034086156266,-0.00015329514885093469,-0.00018249158018440075,-0.00016942216701549331
0.45799357,-4.126250949670474e-05,-5.3841684900554363e-05,-7.9297599735381498e-05,-0.00011524837346777747,-0.00015283768826609978,-0.00018202570821236581,-0.0001688933710005097
0.45804421,-4.0877718199981679e-05,-5.3369317681155941e-05,-7.8797734105792835e-05,-0.00011476191736227992,-0.00015235524300865401,-0.00018153219053722763,-0.00016833877006168664
0.45809484,-4.0489061632531677e-05,-5.2887424835445892e-05,-7.8282413999610764e-05,-0.00011425868075368121,-0.00015185586770385652,-0.00018101952671083265,-0.00016776722550676087
0.45814548,-4.01038151891372e-05,-5.2404842164296668e-05,-7.776096982082086e-05,-0.00011374796344825334,-0.00015134913577231798,-0.0001804978532111126,-0.00016718913564022704
0.45819612,-3.9729933166684257e-05,-5.1931443831678503e-05,-7.7244046700936068e-05,-0.00011324036279547214,-0.00015084583168450586,-0.00017997858395652511,-0.00016661609103849881
0.45824675,-3.9375682138139751e-05,-5.1477697862504202e-05,-7.6743163880820014e-05,-0.0001127473476142654,-0.00015035750896934629,-0.0001794739160808231,-0.00016606027515867513
0.45829739,-3.9049201713975443e-05,-5.1054114339804866e-05,-7.6270137372136073e-05,-0.00011228070041202189,-0.00014989593971613671,-0.00017899622495067799,-0.0001655340793293371
0.45834802,-3.875788226300779e-05,-5.0670464440957333e-05,-7.5836247809937552e-05,-0.00011185170464916169,-0.00014947230509134186,-0.00017855720706997264,-0.0001650491605772375
0.45839865,-3.8507910303451429e-05,-5.0335187183388376e-05,-7.545156168313046e-05,-0.00011147047976474302,-0.00014909654009334527,-0.00017816718527083905,-0.00016461571371336405
0.45844929,-3.8303794149327857e-05,-5.0054751290556946e-05,-7.512418723370099e-05,-0.00011114526197449202,-0.00014877665669892325,-0.00017783440794847386,-0.00016424182143817554
0.45849992,-3.8147991071678459e-05,-4.983313773600228e-05,-7.4859629339424144e-05,-0.00011088175977745511,-0.00014851812751973931,-0.00017756442669363874,-0.00016393285548267666
0.45855056,-3.8040659970560442e-05,-4.9671434252456211e-05,-7.4660263319296835e-05,-0.00011068262898465292,-0.00014832339751772106,-0.00017735961987318054,-0.0001636910189478329
0.4586012,-3.79796317660335e-05,-4.9567706110140093e-05,-7.4525092245928461e-05,-0.00011054722087183255,-0.00014819165075098011,-0.00017721898783643248,-0.00016351515037497786
0.45865183,-3.7960294291914652e-05,-4.9516827600890276e-05,-7.4449624154777021e-05,-0.00011047139516194115,-0.00014811864252751094,-0.00017713802176035727,-0.00016340060299166188
0.45870247,-3.7976226572772049e-05,-4.9511613427521487e-05,-7.4426655686921786e-05,-0.00011044824451682431,-0.0001480974024962306,-0.00017710944157322788,-0.0001633399874968506
0.4587531,-3.8019418757961117e-05,-4.9542708845802497e-05,-7.4446460019128786e-05,-0.00011046826090232332,-0.0001481183896737431,-0.00017712338374696314,-0.00016332336441539857
0.45880373,-3.80815857076846e-05,-4.9600120893615674e-05,-7.4498445382615761e-05,-0.00011052094301458299,-0.00014817107038165721,-0.00017716900855816722,-0.000163339863280281
0.45885437,-3.8152944119915063e-05,-4.9671939392741742e-05,-7.4569408463855455e-05,-0.000110593041662588,-0.00014824214795791356,-0.00017723274428430084,-0.00016337593176051429
0.458905,-3.8224511304898627e-05,-4.9746672803691389e-05,-7.4646696210195333e-05,-0.00011067170764841785,-0.00014831871488277983,-0.0001773014494942793,-0.00016341850263110099
0.45895564,-3.8288403873012233e-05,-4.9814472628709574e-05,-7.4719192403121986e-05,-0.00011074555632111129,-0.00014838931877862889,-0.00017736348311335427,-0.00016345606426765874
0.45900627,-3.8337849689144005e-05,-4.9866716753453877e-05,-7.4776970251484059e-05,-0.00011080433310139177,-0.00014844363602298176,-0.00017740837666103501,-0.00016347833216286925
0.45905691,-3.8368001832054456e-05,-4.9896902094695883e-05,-7.4812226544401702e-05,-0.00011083985464901351,-0.00014847342148673984,-0.00017742777589724388,-0.00016347718174117558
0.45910755,-3.8376337676200424e-05,-4.9901037337590358e-05,-7.4819857650063737e-05,-0.00011084680825242217,-0.00014847331701170997,-0.00017741624289931726,-0.00016344743864647152
0.45915818,-3.8360868552636014e-05,-4.9876232606757784e-05,-7.479599357626421e-05,-0.00011082117768559967,-0.00014843929657926694,-0.00017736969525815257,-0.00016338530258759031
0.45920881,-3.8320038294883336e-05,-4.9820406998942192e-05,-7.4737793605819636e-05,-0.00011076004248283698,-0.00014836848460734445,-0.00017728522242886109,-0.00016328814071926752
0.45925945,-3.825604162570071e-05,-4.973516129256654e-05,-7.4646297766284899e-05,-0.00011066444255420801,-0.00014826204545273882,-0.00017716398134660233,-0.00016315736242095071
0.45931008,-3.8171935179220769e-05,-4.9623792145441041e-05,-7.4524479094178738e-05,-0.00011053744045833246,-0.00014812327528657051,-0.00017700930073151787,-0.00016299650013174894
0.45936072,-3.8071853893201625e-05,-4.9491136562109749e-05,-7.4377132239926972e-05,-0.00011038400745316579,-0.00014795749562142429,-0.00017682659657116082,-0.00016281110280497074
0.45941135,-3.7960749954620116e-05,-4.9343274536572287e-05,-7.4210608740970618e-05,-0.00011021075650026857,-0.00014777178430504066,-0.00017662312550271872,-0.00016260847019293478
0.45946199,-3.7844121448804341e-05,-4.9187134244045136e-05,-7.4032424746590898e-05,-0.00011002552567001043,-0.0001475745213507366,-0.00017640755124639115,-0.00016239720916668863
0.45951263,-3.7727726967993405e-05,-4.9030053266893483e-05,-7.3850776447774896e-05,-0.00010983688927883004,-0.00014737487323388042,-0.00017618944102894377,-0.00016218672723761316
0.45956326,-3.7617258480417716e-05,-4.8879360564359786e-05,-7.367404434859355e-05,-0.00010965364612422512,-0.00014718224871238035,-0.0001759787248564363,-0.00016198669610412072
0.45961389,-3.751798993555329e-05,-4.8741913302298717e-05,-7.3510228687014494e-05,-0.00010948423976934518,-0.00014700567249493771,-0.00017578505425747679,-0.00016180641862343582
0.45966453,-3.743444967525887e-05,-4.8623655420236169e-05,-7.3366404923332076e-05,-0.00010933618531550847,-0.00014685318005385999,-0.00017561716555187709,-0.00016165420862276463
0.45971516,-3.7370131500187112e-05,-4.8529238999396827e-05,-7.3248246012699267e-05,-0.00010921555256426608,-0.00014673127321085765,-0.00017548229761518448,-0.00016153683348499168
0.4597658,-3.732733386187609e-05,-4.8461793068448798e-05,-7.3159718354066087e-05,-0.00010912661631529253,-0.00014664453802614428,-0.0001753857698623298,-0.00016145911923990037
0.45981643,-3.7307226118338599e-05,-4.8422975308048141e-05,-7.3103092580666448e-05,-0.00010907183773049267,-0.00014659562210492971,-0.00017533092575131124,-0.000161423923119563
0.45986707,-3.7309969346255436e-05,-4.8413157481956158e-05,-7.3079131419820565e-05,-0.0001090520235533402,-0.00014658537892729329,-0.00017531923799886596,-0.0001614322661352162
0.45991771,-3.7334912640988598e-05,-4.8431687102815397e-05,-7.3087380514090709e-05,-0.00010906662702385705,-0.00014661315636032684,-0.00017535056703357467,-0.00016148362031761788
0.45996834,-3.7381128333281624e-05,-4.8477518153722135e-05,-7.3126850782126977e-05,-0.00010911444379264949,-0.0001466775044184475,-0.00017542383917815499,-0.00016157660932056782
0.46001897,-3.7447306390833063e-05,-4.8549216389569456e-05,-7.319609069497869e-05,-0.0001091937031256727,-0.00014677625712386353,-0.00017553710217902061,-0.00016170908065748081
0.46006961,-3.753236080728862e-05,-4.8645657689742341e-05,-7.3293948686560317e-05,-0.0001093028649161398,-0.00014690735847805401,-0.00017568832280919036,-0.00016187891302619307
0.46012024,-3.7635543662091597e-05,-4.8766181563422581e-05,-7.3419769347668278e-05,-0.00010944083247199269,-0.00014706907392594287,-0.00017587558331724125,-0.00016208421859082106
0.46017088,-3.7756527133331704e-05,-4.8910640677884054e-05,-7.357345692101728e-05,-0.00010960704170792601,-0.00014726011884722736,-0.0001760972115754283,-0.00016232347145282667
0.46022151,-3.7895368477805359e-05,-4.9079320366652886e-05,-7.3755378649943188e-05,-0.00010980139114374409,-0.0001474796190987845,-0.00017635175994181184,-0.00016259547820022142
0.46027215,-3.8052350687770009e-05,-4.9272707109024395e-05,-7.3966089411365128e-05,-0.00011002400258890686,-0.00014772691616993342,-0.00017663783385793506,-0.00016289919118734128
0.46032279,-3.8227749532611865e-05,-4.9491168892660929e-05,-7.4205953085209426e-05,-0.00011027486936244357,-0.00014800125623137486,-0.00017695381830196627,-0.00016323341748300014
0.46037342,-3.8421597756807259e-05,-4.9734632608662179e-05,-7.4474750223348592e-05,-0.00011055349346435054,-0.00014830147733961802,-0.00017729760303293712,-0.00016359652307593539
0.46042405,-3.8633419893714106e-05,-5.000225687584026e-05,-7.4771286103789863e-05,-0.00011085848909204197,-0.00014862564735173349,-0.00017766625513376258,-0.00016398607179384596
0.46047469,-3.8862145939029722e-05,-5.0292305810009483e-05,-7.5093215813964553e-05,-0.00011118739697357026,-0.00014897091152276401,-0.00017805591002314079,-0.00016439868937954987
0.46052532,-3.9106019890859394e-05,-5.0602055522204904e-05,-7.5436930839305416e-05,-0.00011153652483551254,-0.00014933334706862902,-0.00017846166953950897,-0.00016482993472300122
0.46057596,-3.9362660044061853e-05,-5.0927888977383448e-05,-7.5797675367863718e-05,-0.00011190101282570767,-0.00014970800887795363,-0.00017887769434729117,-0.00016527436290742951
0.46062659,-3.962920761254417e-05,-5.1265511840332817e-05,-7.6169828432017344e-05,-0.00011227508336948209,-0.00015008918486926427,-0.00017929750118351356,-0.00016572580342738845
0.46067723,-3.9902502308282789e-05,-5.1610244723678268e-05,-7.6547300496317686e-05,-0.00011265242639595171,-0.00015047071736384017,-0.00017971432006191803,-0.00016617770117111335
0.46072787,-4.0179235167636554e-05,-5.1957307109891206e-05,-7.6923944160251536e-05,-0.00011302659895264654,-0.00015084639182619139,-0.00018012149998480179,-0.00016662351604172408
0.4607785,-4.0456168661477952e-05,-5.230213838995225e-05,-7.7293999088959818e-05,-0.0001133915263071296,-0.00015121039188043426,-0.00018051297077352165,-0.00016705716811285726
0.46082914,-4.0730297716402026e-05,-5.2640633128925681e-05,-7.7652418702079147e-05,-0.00011374185295375679,-0.00015155763417763464,-0.00018088356909294904,-0.00016747337815120427
0.46087977,-4.099887344540387e-05,-5.2969200631603576e-05,-7.7994976010834109e-05,-0.0001140731005786973,-0.00015188389723505064,-0.00018122914953278495,-0.00016786777537275221
0.4609304,-4.1259437955253158e-05,-5.328478780641006e-05,-7.8318290821267667e-05,-0.00011438172974044745,-0.00015218586525978596,-0.00018154660897761902,-0.00016823693713443455
0.46098104,-4.1509910398839356e-05,-5.3584938953583241e-05,-7.861985467873714e-05,-0.00011466518958286933,-0.00015246116631579827,-0.00018183389194669815,-0.00016857840726882051
0.46103167,-4.1748476937730927e-05,-5.3867644131799248e-05,-7.8897828861384476e-05,-0.00011492171300009646,-0.00015270815760367532,-0.00018208973866628067,-0.00016889046554115816
0.46108231,-4.1973532827062555e-05,-5.4131252279031128e-05,-7.9150907802506072e-05,-0.00011515017630527993,-0.00015292578267166448,-0.00018231350571959329,-0.00016917197408638081
0.46113295,-4.2183696216089113e-05,-5.4374477635033153e-05,-7.937830095611086e-05,-0.00011535005649788097,-0.00015311354639190814,-0.00018250510241951353,-0.00016942233379742922
0.46118358,-4.237780653233116e-05,-5.4596430318704563e-05,-7.9579765356154529e-05,-0.00011552144462625615,-0.00015327153313445798,-0.00018266497531015395,-0.00016964148550581225
0.46123422,-4.2554932366540879e-05,-5.4796636985934792e-05,-7.9755624654846496e-05,-0.0001156650401690343,-0.00015340043393886942,-0.00018279411425697905,-0.00016982993887055661
0.46128485,-4.271443766396602e-05,-5.4975105050084281e-05,-7.990684501590373e-05,-0.00011578222136217334,-0.00015350162230306445,-0.00018289411822227644,-0.00016998884791984847
0.46133548,-4.2856020048143739e-05,-5.5132345921252946e-05,-8.003505302914656e-05,-0.00011587506163742048,-0.0001535771904795377,-0.00018296723210321471,-0.00017012006587126949
0.46138612,-4.2979748235488992e-05,-5.5269362443483445e-05,-8.014249495611813e-05,-0.00011594629917437564,-0.000153629926537377,-0.00018301633303522709,-0.00017022613672486401
0.46143675,-4.3086177735101526e-05,-5.5387696669260777e-05,-8.0232032154569955e-05,-0.0001159993425857856,-0.00015366332463277044,-0.00018304495050276766,-0.00017031031019224471
0.46148739,-4.3176424408382442e-05,-5.548944624714128e-05,-8.0307085065536079e-05,-0.00011603822279865198,-0.0001536815457429962,-0.00018305724210028994,-0.00017037651843656622
0.46153802,-4.3252262662174371e-05,-5.5577310378387298e-05,-8.0371612620719053e-05,-0.00011606756128819635,-0.00015368938996748253,-0.00018305798555036645,-0.00017042936117643871
0.46158866,-4.3316153144885055e-05,-5.5654589125038445e-05,-8.0430052459844209e-05,-0.00011609248199547405,-0.0001536922141355058,-0.00018305251386889959,-0.00017047402708987645
0.4616393,-4.3371229572392172e-05,-5.5725139786189926e-05,-8.0487202188649087e-05,-0.00011611845991298107,-0.00015369578204622923,-0.00018304658645105685,-0.00017051615876650787
0.46168993,-4.3421113158240905e-05,-5.5793175170893401e-05,-8.0547972797812356e-05,-0.00011615103089801352,-0.00015370597225411084,-0.00018304611711923702,-0.00017056156677754377
0.46174056,-4.3469594979513025e-05,-5.5862935789537936e-05,-8.0617028779711176e-05,-0.00011619539516572727,-0.00015372837277399229,-0.00018305678720397439,-0.00017061583577132866
0.4617912,-4.3520222048674346e-05,-5.5938216957448208e-05,-8.0698292138283297e-05,-0.00011625590826310269,-0.00015376775593394429,-0.00018308352763235473,-0.00017068379647428575
