Physical Time (s),enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv1,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv2,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv3,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv4,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv5,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv6,enth_flux_enthalpy_top Monitor (kg-m/s^3): top_cv7
0.00673445,-0.0013660879542627647,6.0325602640097075e-05,0.0026180768423184437,0.0035467251904355659,0.0037118280963815632,0.0036872575615967572,0.0036626745302076316
0.00678509,-0.0011961929808163351,0.00028908413025892994,0.0029036288855810825,0.0038348691076575039,0.0040045417173392691,0.0039927466336887188,0.0039823815460151846
0.00683572,-0.00099846644127557656,0.00052600488676782719,0.0031617232992864289,0.0040873955932040967,0.0042641130886997836,0.0042699625510909094,0.0042795167093817406
0.00688636,-0.00077528525641099607,0.00076750965021141117,0.0033907246390414928,0.0043054319338019353,0.0044926955762488938,0.0045206530704889865,0.0045532206296074939
0.00693699,-0.00053050203279744366,0.001009514606017674,0.0035906317261797933,0.0044925156942727008,0.0046949068487201102,0.0047488327544878504,0.0048045936628217049
0.00698763,-0.0002700291017210498,0.001246944136920326,0.0037628254640396535,0.0046543868901513154,0.0048775756777666626,0.0049606708520883482,0.0050370239871609327
0.00703827,-6.4997584922676986e-07,0.001474539015586959,0.0039099092627553249,0.004798210283925252,0.0050486909770356822,0.0051633642442680348,0.0052553066294557605
0.0070889,0.00026917754856113901,0.0016861303377402859,0.0040348714702582115,0.0049317057745613064,0.0052166290446155079,0.0053645575185854149,0.0054654254914248751
0.00713953,0.00052977126583309117,0.0018748407707191495,0.0041403346400429976,0.0050618931358209895,0.0053888107719114566,0.0055710129556596367,0.0056733982986212758
0.00719017,0.00077116457232944422,0.0020336991249427965,0.0042279791446532987,0.0051938969761865785,0.0055703779246891955,0.0057872507031925431,0.0058839886133186222
0.0072408,0.00098337363302668387,0.0021556378258179563,0.0042974802506634538,0.0053293719003426141,0.0057625372666432507,0.0060138375028778931,0.006099178621164842
0.00729144,0.0011569005552139399,0.0022338455524076087,0.004346199883189357,0.0054659563675614753,0.0059620362719310692,0.0062468685334168064,0.0063169388844115546
0.00734207,0.0012837101010619385,0.0022624706926437995,0.0043690298895606734,0.00559673205192466,0.0061605321920336796,0.0064773193291674958,0.0065306750697362416
0.00739271,0.0013574091479238918,0.0022367485860900573,0.0043584680398668554,0.005710380518933399,0.0063448462827058131,0.0066913590357219818,0.0067290154616188808
0.00744334,0.0013734467281707708,0.0021532386650586878,0.0043051014683101645,0.005791861527628628,0.0064977698640108651,0.0068712630990408865,0.0068962601872394084
0.00749398,0.0013292841855346742,0.0020100613038593566,0.0041983694843975702,0.005823547719724668,0.0065993744022979769,0.0069968305807068306,0.007013453069835458
0.00754462,0.0012253074767396249,0.0018078018961404541,0.004027913282030139,0.0057867412265844523,0.0066285657780766876,0.0070469147228673992,0.0070596897180190982
0.00759525,0.0010645555878143189,0.001549410276481999,0.0037845139877630656,0.0056631815546426727,0.0065647948881093765,0.0070012076420297702,0.0070139623984677314
0.00764588,0.00085257170817286539,0.0012402579412521667,0.0034612958875688037,0.0054368669023144552,0.0063900434452878341,0.0068422263028299554,0.0068573943573859803
0.00769652,0.00059693514084728104,0.00088793298310311988,0.0030547888882976946,0.0050957923505402652,0.0060906933500052916,0.0065571538019454714,0.0065754738451266684
0.00774715,0.00030679335555773622,0.00050197222932663673,0.0025658944207749431,0.0046336366236589665,0.0056593211561343278,0.0061395838332152751,0.0061602223790566098
0.00779779,-7.7322759626716458e-06,9.3440795417736627e-05,0.0020005210279059023,0.0040510120701464517,0.0050959681383011667,0.0055907089373356325,0.0056117308231480372
0.00784842,-0.00033648457523624645,-0.00032589268422633069,0.0013695568449007319,0.0033559633008377245,0.0044086202124797892,0.0049197221945681217,0.0049387553683446703
0.00789906,-0.00066984297011139662,-0.00074414473328482801,0.00068861982243748673,0.0025640383082647092,0.0036131823276893496,0.0041436870136336741,0.0041586087939583186
0.00794969,-0.00099896551964220718,-0.0011495902193944156,-2.2104807674926835e-05,0.001698319111948408,0.002733428866678672,0.003287404748126662,0.0032969148974014151
0.00800033,-0.0013160532607955633,-0.0015311199966334781,-0.00073884152430858923,0.00078831607859489172,0.001799769752720562,0.0023820801445819484,0.002386057186397097
0.00805097,-0.0016141646158717802,-0.0018783313184969818,-0.0014352674901215801,-0.00013149702387564696,0.00084765898946060464,0.0014636064311807963,0.0014632298591352349
