Physical Time (s),ev_left Monitor (kg-m/s^3)
0.03853323,-0.0016683756262011241
0.03858387,-0.001681546415198332
0.0386345,-0.0016938655090795857
0.03868514,-0.0017051943632799271
0.03873578,-0.0017154173685016206
0.03878641,-0.0017244192304906546
0.03883705,-0.0017320737883114452
0.03888768,-0.0017382779221610221
0.03893832,-0.0017429279134929285
0.03898895,-0.0017459251085665114
0.03903959,-0.0017471810442205417
0.03909022,-0.0017466218509645634
0.03914086,-0.001744194326654268
0.03919149,-0.0017398710379876296
0.03924212,-0.0017336552117719075
0.03929276,-0.0017255850142232588
0.03934339,-0.0017157371046247088
0.03939403,-0.0017042289794246225
0.03944466,-0.0016912186745051446
0.0394953,-0.0016769026420023498
0.03954593,-0.0016615115487654802
0.03959657,-0.001645304755332628
0.0396472,-0.0016285632320697226
0.03969784,-0.0016115820908796864
0.03974847,-0.001594663795939354
0.03979911,-0.0015781101700582556
0.03984974,-0.001562212770729896
0.03990038,-0.0015472469952777445
0.03995101,-0.001533465423271384
0.04000165,-0.0015210893731389893
0.04005228,-0.0015103045664113892
0.04010292,-0.0015012567594576462
0.04015356,-0.0014940479998214731
0.04020419,-0.0014887350499076853
0.04025483,-0.0014853291247520866
0.04030546,-0.0014837971056548141
0.0403561,-0.0014840629532944269
0.04040673,-0.0014860100658537437
0.04045737,-0.0014894835510775215
0.040508,-0.0014942989451068285
0.04055863,-0.00150024483577069
0.04060927,-0.0015070902312453276
0.0406599,-0.0015145931027812515
0.04071054,-0.0015225099152717703
0.04076117,-0.0015306050911478436
0.04081181,-0.0015386607399847274
0.04086244,-0.0015464852714334289
0.04091308,-0.0015539198930367918
0.04096371,-0.0015608436101260741
0.04101435,-0.001567175094434695
0.04106498,-0.0015728715340196254
0.04111562,-0.0015779235363832878
0.04116625,-0.0015823503584985318
0.04121689,-0.0015861927246273093
0.04126752,-0.0015895058255348551
