Physical Time (s),enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv1,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv2,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv3,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv4,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv5,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv6,enth_flux_enthalpy_bot Monitor (kg-m/s^3): bot_cv7
0.89087219,-0.0029309605353478362,-0.0041774411474236493,-0.0059725882759316395,-0.009367508611266619,-0.01545745570650863,-0.021557282411511336,-0.019662387804167344
0.89092282,-0.0037770189250687807,-0.0052783504609568242,-0.0074294937515216831,-0.011084779166540291,-0.017331046048112145,-0.023563060036819575,-0.021619732285470639
0.89097346,-0.0045815299842834455,-0.0063268640431999286,-0.0088208436713412934,-0.012718784485659386,-0.019089742196664899,-0.025424630965760194,-0.023427503405067725
0.8910241,-0.0053418564093888231,-0.0073182695292077597,-0.010138220241307309,-0.01426028707586342,-0.020725975989203907,-0.027133576998835379,-0.025077725212352606
0.89107473,-0.0060563008337785546,-0.0082491414439983275,-0.011374830288701048,-0.015701768656946023,-0.022234773430946611,-0.028685379757492576,-0.026566428341167524
0.89112536,-0.0067240880817998391,-0.0091172910620194239,-0.012525539935561212,-0.017037364673485426,-0.023613488816801018,-0.030079021974551205,-0.027893311175552566
0.891176,-0.0073458894939444101,-0.009922467732534539,-0.01358797709431501,-0.018264134763063128,-0.024862703301507586,-0.031317695573668827,-0.029062447181691861
0.89122663,-0.0079225895164037521,-0.010664768669902062,-0.01456058241599042,-0.019379949858968928,-0.025983895977628721,-0.032406281608730242,-0.030079810322287577
0.89127727,-0.0084559586908317733,-0.011345494432934044,-0.01544394627306582,-0.020385115386973178,-0.026980813963864488,-0.033352399733791879,-0.030954307734007237
0.89132791,-0.0089478796527116614,-0.011966342092600248,-0.016239576635401678,-0.021281161740176659,-0.027858140512661889,-0.034164872333399987,-0.031696230119818036
0.89137854,-0.0093998598135017018,-0.012528968887400424,-0.016949606488736699,-0.022070674500401139,-0.02862114938487028,-0.034853073981366826,-0.032316565894951112
0.89142917,-0.0098126709038408831,-0.013034442224486485,-0.017575900926126663,-0.022756323074277843,-0.029274837521416325,-0.035425979756871125,-0.032826043222029817
0.89147981,-0.010186787090037348,-0.013483903242439451,-0.018120915363449692,-0.023341901644354887,-0.029824883606173413,-0.035892791038580056,-0.033235633430599182
0.89153045,-0.010520965908938499,-0.013876796656836525,-0.018585482812821366,-0.023829827146628874,-0.030275253152383844,-0.036260553139652117,-0.033554231366852386
0.89158108,-0.010813546248323123,-0.014212297596380324,-0.018970464103017979,-0.024222865442783077,-0.030629898283645152,-0.036535603586995258,-0.033789859500128208
0.89163171,-0.011061495438801708,-0.014488114308956863,-0.019275359139187057,-0.02452261792863808,-0.030891477966609349,-0.03672252980175271,-0.033948620206674177
0.89168235,-0.011261470503285723,-0.014701615251589563,-0.019499386722005296,-0.024730497773262625,-0.031062261685683989,-0.036824910243453204,-0.034035311207831861
0.89173298,-0.011409408244993575,-0.01484928346516271,-0.019640761287804842,-0.024846883625408801,-0.031143400626773829,-0.036844759075724057,-0.034052846348346377
0.89178362,-0.011501238926992695,-0.014927464836355157,-0.019697381175656056,-0.024871673172468724,-0.031135384310827335,-0.036782944022399233,-0.034002620747814988
0.89183426,-0.011533343038506923,-0.014932876056883222,-0.019667346351311288,-0.024804861964269006,-0.03103876306204674,-0.036640058215210401,-0.033885274339750832
0.89188489,-0.011502723697529518,-0.014862816856710426,-0.019549147932358651,-0.024646666278021798,-0.030854248444208088,-0.036416631060547704,-0.033700922388633245
0.89193552,-0.011407317509167935,-0.014715551485301834,-0.019342072653587467,-0.024397870277466566,-0.030583033459524005,-0.036113473723796946,-0.033449473106638948
0.89198616,-0.011245931084464188,-0.014490223419838529,-0.019046010793699088,-0.024059403862126717,-0.030226222134072063,-0.035731056685764095,-0.033130153575249739
0.89203679,-0.011019222730312283,-0.014188125259836981,-0.018663264919247635,-0.023634715736314878,-0.029787705369623441,-0.035272877162392496,-0.032744622911876159
0.89208743,-0.0107290025943614,-0.013811827002494502,-0.018197301886207568,-0.023127912747054689,-0.029271697153430826,-0.034742555391991392,-0.032294372200174566
0.89213806,-0.010378362854427205,-0.013365343798691549,-0.01765302847361902,-0.022544156379939236,-0.028683314150712198,-0.034144610177541251,-0.031781594657688532
