Physical Time (s),anabla_vol Monitor (kg-m/s^3): cv1,anabla_vol Monitor (kg-m/s^3): cv2,anabla_vol Monitor (kg-m/s^3): cv3,anabla_vol Monitor (kg-m/s^3): cv4,anabla_vol Monitor (kg-m/s^3): cv5,anabla_vol Monitor (kg-m/s^3): cv6,anabla_vol Monitor (kg-m/s^3): cv7
0.98145821,0.0086017867596714405,0.0089674307825716969,0.0091603452070280374,0.0093173091423458514,0.009416829690442002,0.009489000794169606,0.0095734133095843593
0.98150884,0.0084695379089224955,0.0088384289414259604,0.0090294401029984966,0.0091858619181800338,0.0092858423371404708,0.0093581128764909319,0.009442496105682539
0.98155947,0.0083490004794391868,0.008719771600579386,0.008908992187483783,0.0090647268231876903,0.009165236421753601,0.0092376088469400888,0.0093219636913662897
0.98161011,0.0082416470761074723,0.0086123151879976267,0.0087998818229817477,0.0089548054661354459,0.0090559102655107682,0.0091283855002751903,0.0092127131535678468
0.98166075,0.0081467139818139789,0.0085149922589201239,0.0087010925893700776,0.0088551056707670776,0.0089568632077568367,0.0090294409853811618,0.0091137429376533814
0.98171138,0.0080634584123304605,0.0084273933213830539,0.0086122550538071819,0.0087652971279856481,0.0088677479464894255,0.0089404266383424878,0.0090247048185928651
0.98176201,0.007990088336719707,0.0083485865006449125,0.0085324221618082886,0.0086844766920570731,0.0087876381239882766,0.0088604147064138602,0.0089446713801751999
0.98181265,0.007925673086614491,0.0082783426093912746,0.0084612918334617208,0.0086123884245749068,0.0087162530705341221,0.0087891237650843303,0.008873361401067174
0.98186328,0.0078702949485641577,0.0082170700632909696,0.0083991948688790074,0.0085494078290191226,0.008653936919755521,0.0087268969793868299,0.008811118502330146
0.98191392,0.0078251399892672081,0.008166047934795799,0.0083473937604786365,0.008496833708432322,0.0086019603649970452,0.008675004350163355,0.0087592131311652766
0.98196456,0.0077924659865104343,0.0081274612125666734,0.0083081718790729286,0.0084569703703843962,0.0085626113795185636,0.0086357333499780271,0.0087199331031991723
0.98201519,0.0077747423567492676,0.0081035192665350735,0.0082840163535389706,0.0084323004373935626,0.0085383711946933824,0.0086115652810872176,0.0086957599405341843
0.98206582,0.0077736710833082555,0.0080954527477584953,0.0082766468111253634,0.0084245163534388406,0.0085309545504218369,0.0086042148164128078,0.0086884085345744957
0.98211646,0.007789685893009872,0.0081032090108059708,0.0082865078866352533,0.0084340317996008506,0.0085408030568949848,0.0086141241231638566,0.008698321104998628
0.98216709,0.0078218813871303201,0.0081259121107391565,0.0083126938915358464,0.0084599119666480781,0.0085670073802266728,0.0086403847734622605,0.0087245891996454768
0.98221773,0.0078687714368698911,0.008162877912560023,0.0083537174844043501,0.0085006550640140573,0.0086080812636199766,0.0086815112025147561,0.008765727259565443
0.98226837,0.0079293308378586766,0.0082140628642254632,0.0084085552993402087,0.0085552292216637751,0.0086629940005480948,0.008736473567658375,0.008820705385132719
0.982319,0.0080021042176353502,0.0082784913632669259,0.0084757552368286693,0.0086221849086038412,0.0087302865914017265,0.0088038138982368622,0.0088880652862121361
0.98236963,0.0080850419804261962,0.0083541226798794169,0.0085532681228165305,0.0086994889303817352,0.0088079023558232921,0.0088814763270640921,0.0089657507352620125
0.98242027,0.0081758907668791677,0.0084385599793734712,0.0086388369372862543,0.0087849010253371381,0.0088935829267062973,0.0089672033310107101,0.0090515038382047337
0.98247091,0.0082716689385759525,0.0085285966702425969,0.0087294748763557927,0.0088754467508260684,0.008984342786624213,0.0090580097736057668,0.0091423390304102257
0.98252154,0.0083692367304902798,0.0086208798743891042,0.0088220373111725838,0.0089679867782037001,0.0090770409070935129,0.0091507546269254322,0.0092351146461329345
0.98257217,0.008465309789682832,0.0087120051455551861,0.0089132402165346524,0.0090592385058501784,0.0091683945587455844,0.0092421546275787674,0.0093265469136180335
0.98262281,0.0085577165526896232,0.0087996813704714037,0.0090009209823507363,0.0091470401401795697,0.0092562378439888654,0.0093300428855141327,0.0094144685753398231
0.98267344,0.0086453054050719836,0.008882596286724314,0.0090839497100545855,0.0092302401936009554,0.0093394244129788306,0.0094132715581458307,0.0094977314833881478
0.98272408,0.0087275385625949671,0.0089600634880986733,0.0091618266308381505,0.0093083026391483029,0.0094174216462239758,0.0094913070109722796,0.0095758016059740506
0.98277472,0.0088039110205272927,0.0090315375730016349,0.0092341382425903361,0.0093807660972738873,0.009489773835049984,0.0095636927385506464,0.0096482221438604944
0.98282535,0.0088745656181772117,0.0090973557381872818,0.0093012995885036181,0.0094479942926532536,0.0095568515699618172,0.0096307992402214007,0.0097153635209203861
0.98287598,0.0089380119217402614,0.0091566309975172552,0.0093624470842041708,0.0095090570849726934,0.0096177291166109919,0.0096917008251877611,0.0097762999065371826
0.98292662,0.0089934296111701586,0.0092096640436054918,0.0094178260096259292,0.0095641524214994545,0.0096726053743580107,0.0097465971139207921,0.0098312307526236542
0.98297725,0.0090380684295588223,0.0092557615999617465,0.0094666261360253391,0.0096124594836789791,0.0097206586360543638,0.0097946670796394738,0.0098793349981326876
0.98302789,0.0090690503787228833,0.0092951828073647332,0.0095089711618588611,0.0096541326939072122,0.0097620403154061799,0.0098360626022241261,0.0099207644646259682
0.98307852,0.0090851875970977911,0.0093284020685828126,0.0095452131853024525,0.0096895849727678934,0.0097971625569302206,0.0098711960200428394,0.0099559314713954725
0.98312916,0.0090900554619466473,0.009355819277480814,0.0095756563749461194,0.0097191871258844025,0.0098263950824728809,0.0099004369233964429,0.009985205600324296
0.98317979,0.0090918279504254105,0.0093784569898171521,0.0096012407654135559,0.0097439411951330459,0.0098507391434370685,0.0099247860822627067,0.010009587590385297
0.98323043,0.0090963683505455618,0.0093973509847087786,0.0096228819183874683,0.009764812383219159,0.009871160537696157,0.0099452090144645858,0.010030042953558964
0.98328107,0.0091032200394140835,0.0094131015143371754,0.0096410247734247546,0.0097822897776034621,0.0098881487387576256,0.0099621940501459037,0.01004706008188134
0.9833317,0.0091087736113126469,0.0094260549634908285,0.0096558231059632668,0.0097965654622279991,0.0099018988611568586,0.0099759354355830887,0.010060833368455839
0.98338233,0.0091101897457677994,0.0094361244226914259,0.0096669962779734834,0.0098074077239004229,0.0099121819161563582,0.0099862030887890255,0.010071132670922042
0.98343297,0.0091073765057658514,0.0094434995001169489,0.0096746548715711377,0.0098149784290027537,0.0099191637710551971,0.0099931625010532803,0.010078123388862008
0.9834836,0.0091002062057240537,0.0094477526297645272,0.0096784847381707131,0.0098190015675030228,0.0099225699970907303,0.0099965398564764822,0.010081531425854365
0.98353424,0.0090874431789405852,0.0094487981106524156,0.009678614487440786,0.0098196065432009025,0.0099225332271440456,0.0099964687156474767,0.010081489929158057
0.98358488,0.009068169008862717,0.0094462969701676093,0.0096748806565650561,0.0098166051844814205,0.0099188685741907982,0.0099927656580185951,0.010077815167068984
0.98363551,0.009043925608583428,0.009439876730729227,0.0096669944386225341,0.0098096696626908831,0.0099112493815197902,0.009985105431007734,0.010070181631945859
0.98368614,0.0090154594559046022,0.0094280011945298905,0.0096534391388089225,0.0097972469273489328,0.0098981281533694933,0.0099719398013303102,0.010057041063461759
0.98373678,0.0089812301624552192,0.009408021027292629,0.0096315777205254437,0.0097766652982264456,0.0098768355318125563,0.0099505998241094292,0.010035724319342288
0.98378741,0.0089381238302011015,0.0093767975705804033,0.0095983025628234575,0.0097447703096659299,0.0098442165379060542,0.0099179314390925588,0.010003077205468353
0.98383805,0.0088829408452130165,0.0093309424430763153,0.0095502728902142914,0.009698172704042364,0.0097968825278164796,0.0098705458566357325,0.0099557108792503821
0.98388868,0.0088139871382865668,0.0092683046816444733,0.0094853970215024938,0.0096347203448280908,0.0097326838653766495,0.0098062931365421827,0.0098914753323931341
0.98393932,0.0087310802293314276,0.0091884565954066227,0.0094033053573121146,0.0095539835002702266,0.0096511942936370453,0.0097247473765606097,0.0098099444988641836
0.98398995,0.008635454811593132,0.009092932698834235,0.009305577806140955,0.0094574942733723407,0.0095539524610257862,0.0096274470536806701,0.0097126568040891027
0.98404059,0.0085288685283638511,0.0089844682228722456,0.0091949801050941905,0.0093479977448926305,0.0094437088593758087,0.009517142284514897,0.0096023624509767608
0.98409123,0.0084141720121120415,0.0088669260582959,0.0090753901617178466,0.0092293599490161117,0.0093243315849423653,0.0093977007319195616,0.0094829290618681974
0.98414186,0.0082952344398123032,0.008744654716193425,0.0089511668773319276,0.0091059466287663985,0.0092001922114485057,0.0092734937257834341,0.0093587279844403407
0.98419249,0.0081763326789537419,0.0086219673714153615,0.0088266308114023067,0.0089820843212207718,0.0090756227000092574,0.0091488525170085495,0.0092340904969550417
0.98424313,0.00806100939317244,0.0085023853365337708,0.0087053150429504747,0.0088613092838736567,0.0089541631468193789,0.0090273168467862406,0.0091125564757530645
0.98429376,0.0079519525401104251,0.0083887124217986112,0.0085900146935736187,0.0087464298809477037,0.0088386262254681307,0.0089116990864064188,0.0089969385047473857
0.9843444,0.0078510940616260145,0.008283139648810816,0.0084828831312628358,0.008639633146404025,0.0087312027916632007,0.0088041901863045082,0.0088894277200174347
0.98439504,0.0077598397941119005,0.0081874295928568812,0.0083856297830390506,0.0085426653538160924,0.0086336412852903929,0.0087065391569292536,0.0087917733029388191
0.98444567,0.0076792051387852851,0.0081028460192642086,0.0082994588985584039,0.0084567928002899796,0.0085472117646758373,0.0086200169220215662,0.0087052465257804953
0.9844963,0.0076101564691024243,0.0080303531796471206,0.008225298527571456,0.0083829848035270448,0.0084728876093541419,0.0085455978605126614,0.0086308221437943616
0.98454694,0.0075533721466085561,0.0079705385291598974,0.0081637523240025121,0.0083218793576330993,0.0084113108128206337,0.0084839248745208901,0.0085691433003916174
0.98459758,0.0075091528306079529,0.0079234512717586102,0.0081150068328312633,0.0082736736204002802,0.0083626816654502195,0.0084351991964332525,0.0085204114314849557
0.98464821,0.0074775012631619134,0.0078886970917060352,0.0080790571302388273,0.008238362371428571,0.0083269986926209766,0.0083994198996888043,0.0084846258400655284
0.98469884,0.0074587277409133446,0.007865936779225766,0.0080561971691824105,0.0082162310747500023,0.008304550598370191,0.0083768765406254438,0.0084620762146880874
0.98474948,0.0074533061560265552,0.0078549822500916626,0.0080466849644880434,0.0082075353043492647,0.008295596907279313,0.0083678291375313962,0.0084530225296282659
0.98480011,0.0074616316809965073,0.0078560756378096702,0.008050645347709072,0.0082123980619962789,0.0083002636263584343,0.0083724038857532924,0.0084575909524950976
0.98485075,0.0074835968066176532,0.0078696733325552635,0.008067766052377405,0.0082305131696872175,0.0083182464763485627,0.0083902970440563017,0.0084754776746076271
0.98490139,0.0075189794642519341,0.0078966648415800256,0.0080978620532273244,0.0082616806086058814,0.0083493463978367415,0.0084213099929837977,0.0085064840989697195
0.98495202,0.0075672131357821474,0.0079371745091021614,0.0081403889232024053,0.0083053322832358726,0.0083929924853660461,0.0084648720406116651,0.00855003945182734
0.98500265,0.0076275893770887029,0.0079905852481118207,0.0081946768974933328,0.0083607536728931044,0.0084484668227126532,0.0085202657350657712,0.0086054260696962464
0.98505329,0.0076992379806698963,0.0080557487040794767,0.0082598785175786813,0.0084270382745461597,0.0085148548487189411,0.0085865773574345505,0.0086717301394118509
0.98510392,0.0077812485994662893,0.0081314591484437822,0.0083351345068258254,0.0085032665817613446,0.0085912269320699199,0.0086628775288302724,0.0087480223095589473
0.98515456,0.0078721185115956833,0.0082160343536816435,0.0084190435648867426,0.008587978157237549,0.0086761112933222157,0.0087476948763168458,0.0088328311862130339
0.98520519,0.0079698752305448727,0.0083074360025620284,0.0085097577516337012,0.0086792956108981065,0.0087676128270354186,0.0088391342845847744,0.0089242614450725545
0.98525583,0.0080728004410939858,0.0084039458877176194,0.0086056784283842711,0.0087756219045756582,0.0088640979691510541,0.0089355622090473499,0.0090206795549968664
0.98530646,0.0081795800371407441,0.0085042600827768457,0.0087055820492243294,0.0088757367730043068,0.0089643075812136687,0.0090357194689012522,0.0091208264917261132
0.9853571,0.0082904659808939567,0.0086086160233545071,0.008809798424920301,0.0089799813475988019,0.0090685330817916378,0.0091398972533629219,0.0092249934012393342
0.98540774,0.0084065439693847832,0.0087181369145401429,0.0089195211232197934,0.0090895866063501907,0.0091779620067132944,0.0092492829688590027,0.0093343676667338969
0.98545837,0.0085288332498341494,0.0088339760076596874,0.0090359561434608191,0.0092057802326120462,0.009293829994475953,0.0093651122428978027,0.0094501850054161396
0.985509,0.0086575228660960117,0.008956651162202043,0.0091596423007659026,0.0093291231890045585,0.0094167465044231406,0.0094879943637274679,0.0095730548503951095
