Physical Time (s),ep_top Monitor (kg-m/s^3): top_cv1,ep_top Monitor (kg-m/s^3): top_cv2,ep_top Monitor (kg-m/s^3): top_cv3,ep_top Monitor (kg-m/s^3): top_cv4,ep_top Monitor (kg-m/s^3): top_cv5,ep_top Monitor (kg-m/s^3): top_cv6,ep_top Monitor (kg-m/s^3): top_cv7
0.06253422,0.0035122042726815459,0.0038461797391516183,0.003672496085606458,0.00058396061958554033,0.0017298303530952424,0.01542087820382573,0.016720490135084656
0.06258486,0.0041034597915317059,0.0046741442714346975,0.0049444331473551461,0.0022284188782084168,0.0033063953732676617,0.017092680964892321,0.018502360666950785
0.06263549,0.0047039905175061359,0.0055189852304287079,0.0062317746492739573,0.0038801681362369313,0.0048880315120136703,0.018680362428277517,0.020192496955358463
0.06268613,0.0053166322465093441,0.0063826456927796697,0.0075372645214498921,0.0055402917397308375,0.0064773385453693469,0.020188734330111657,0.021793861587173731
0.06273676,0.0059450976346674782,0.0072677211379163914,0.0088632226895657314,0.0072105555757959678,0.0080776413677417051,0.021626414702443059,0.023313376187410063
0.0627874,0.0065936742190236359,0.00817724645335886,0.010211443612297508,0.0088928221262302414,0.0096921963466211833,0.023004728157236094,0.024760840774602853
0.06283804,0.0072664819223318316,0.0091141187188906979,0.011582891495550526,0.010588286059547881,0.011323454124758976,0.02433685926806891,0.026148148673953903
0.06288867,0.0079681081683706592,0.01008231728926412,0.012979825027509839,0.012299765641675758,0.012975178616150319,0.025638827689449539,0.027490410797385838
0.06293931,0.0087026345560556155,0.011085802926378915,0.014404644258198145,0.014030083698267465,0.014650840443289063,0.026927526876495758,0.02880397060294259
0.06298994,0.0094736719524762189,0.012128589954453151,0.015860469145791443,0.015782808275737425,0.016354364635573666,0.028220251346304001,0.030106026383263013
0.06304058,0.010284140090445312,0.01321432485882261,0.017350766743597482,0.017561838766427699,0.01808968764820823,0.029533498844756281,0.03141343236956233
0.06309121,0.011135853644193637,0.0143455781853025,0.018878528127344585,0.019370536449561989,0.019860027021548085,0.030881868025027247,0.032741546263750164
0.06314185,0.012028917062494707,0.015522845317857432,0.020444838257168627,0.021210273535942709,0.02166641790002808,0.032275969008212488,0.034102176959346371
