Physical Time (s),enthalpy_storage_vol Monitor (N): cv1,enthalpy_storage_vol Monitor (N): cv2,enthalpy_storage_vol Monitor (N): cv3,enthalpy_storage_vol Monitor (N): cv4,enthalpy_storage_vol Monitor (N): cv5,enthalpy_storage_vol Monitor (N): cv6,enthalpy_storage_vol Monitor (N): cv7
0.23332608,0.014955193552861304,0.033965171124746035,0.062867440288394402,0.094050848136968151,0.13232745810508498,0.2138677484200876,0.3579706207602858
0.23337671,0.014962027610886962,0.033999945138866762,0.062851788180434187,0.093998936291091711,0.13237045075459206,0.21385482110497944,0.35793383759256564
0.23342735,0.014974968414584962,0.034031644080617013,0.062833423666513649,0.093943862194276653,0.13240815044304927,0.21383805947463586,0.3578938291439413
0.23347798,0.014993801372229663,0.034060153785515815,0.062813551217980768,0.093885683361357997,0.13244060905530997,0.2138178652944577,0.35785104878825097
0.23352862,0.015017649195483179,0.034085171921635751,0.062793029859146032,0.093824397318771485,0.1324678014637217,0.21379449545444781,0.35780573338136945
0.23357925,0.015045491367495816,0.034106532306467804,0.062772714836902346,0.093760345282753094,0.13249006312703163,0.21376853928978024,0.35775847896021745
0.23362989,0.015076343479076531,0.03412403805881576,0.062753219750383421,0.093693996763915974,0.13250785095894319,0.21374068273637725,0.35770997995232517
0.23368053,0.015109474367761215,0.034137499323573732,0.062734953781261593,0.09362596128185191,0.1325217170683573,0.21371168656679906,0.35766098925920187
0.23373116,0.015144458559339907,0.034146822774574107,0.062718155697486719,0.093556992302932018,0.13253231835911902,0.21368238829952912,0.3576123499251822
0.23378179,0.015181137326265574,0.034152073909860137,0.062702998748797339,0.09348797352320827,0.13254038686034619,0.2136536909925493,0.3575649562057428
0.23383243,0.015219589729897252,0.034153630214875878,0.062689745835268471,0.093420029533334711,0.13254684106372347,0.21362667925999396,0.35751987548586001
0.23388307,0.015259668726231145,0.034151626750282618,0.062678281791734736,0.09335398443670008,0.13255222623327426,0.21360206019799843,0.35747778501007044
0.2339337,0.015301481463713823,0.034146409969030747,0.062668825760404126,0.093291011345152552,0.13255737174857402,0.21358082286385688,0.35743963185686728
0.23398433,0.015345175794421621,0.034137979431683563,0.062661571580367739,0.093232278930490131,0.13256302736226172,0.21356386625413037,0.35740626879851889
0.23403497,0.015390959370103931,0.034125734916168368,0.062656704839277447,0.093178909625094619,0.13256983385395057,0.21355196083227568,0.35737842593589836
0.23408561,0.015439157554432127,0.034108387960757769,0.062654510213513495,0.093131967480449981,0.13257831391347014,0.21354574687045791,0.35735670753218324
0.23413624,0.015490225320151553,0.034084136707412699,0.062655364260315816,0.093092434020597206,0.1325888701190534,0.21354572989860485,0.35734161495130801
0.23418687,0.015544616103823745,0.0340513260501559,0.06265976656365041,0.093061196856946082,0.13260176683471589,0.21355222162044479,0.35733341064428975
0.23423751,0.015602620434746233,0.034009122759977833,0.062668177418070861,0.093038879257669627,0.13261697731977018,0.2135652308239098,0.35733210075890098
0.23428815,0.015664369270247627,0.033958303015646785,0.062681051751030697,0.093025853234908196,0.132634213468625,0.21358447428756608,0.35733742619792164
0.23433878,0.015729958598641371,0.033901640695323532,0.062699126706604852,0.093022557610514978,0.13265325431796829,0.21360971261006723,0.35734917683492445
0.23438941,0.015799254813009433,0.033843187669839021,0.062723122855382493,0.093029231009732691,0.13267370273325002,0.2136405036233372,0.35736695000330049
0.23444005,0.015871894954638782,0.033787176391468589,0.062753671900559735,0.093045872455576842,0.13269497009787368,0.2136761915192274,0.35739013769200861
0.23449069,0.015947296616399983,0.033737078436965592,0.062791435588788247,0.093072392498842138,0.13271644932925952,0.21371607509562313,0.35741809769746347
0.23454132,0.016024583683741336,0.033694770447975163,0.062836883652500924,0.093108459708791988,0.13273736722221396,0.21375926181481231,0.35745000541000338
0.23459195,0.016102717359862174,0.033660585751808768,0.062890398994516095,0.093153645288847481,0.13275696474923745,0.21380486390447095,0.3574850418471191
0.23464259,0.016180505421425889,0.033633498165791531,0.062952194451760451,0.093207383767227328,0.13277451166865983,0.21385200016496131,0.35752240306126559
0.23469323,0.016256614825351835,0.033611488702224905,0.063022187736834545,0.093268982860369318,0.13278928262274778,0.21389978609689692,0.35756128013685906
0.23474386,0.016329580450129687,0.033591969777374449,0.063100014951607317,0.093337591986641863,0.13280057975698822,0.21394734655180681,0.35760087766049187
0.23479449,0.016397860356359255,0.033572223924122652,0.063184986221116832,0.09341215837435099,0.13280778318347847,0.21399387950151233,0.35764047104763497
0.23484513,0.016459827514700993,0.033549711066774443,0.063276017501390142,0.093491444267680635,0.13281034661693217,0.21403865077469875,0.357679399576737
0.23489577,0.01651381848551501,0.033522168735981538,0.063371632709512099,0.093573966896178667,0.13280781777094075,0.21408101172342445,0.35771708606603897
0.2349464,0.016558135813720801,0.033487771062634675,0.063470044143645557,0.093657930097475722,0.13279983145481927,0.21412039338746328,0.35775302771009931
0.23499703,0.016591120962992888,0.033445262229894683,0.063569330399511723,0.093741510560404001,0.13278612765058681,0.21415632723940331,0.35778681685997232
0.23504767,0.016611226073869861,0.033394022483489355,0.063667537175420078,0.093822828028860036,0.13276655919686814,0.21418845458344488,0.35781814648803173
