Physical Time (s),phi_alt_vol Monitor (N): cv1,phi_alt_vol Monitor (N): cv2,phi_alt_vol Monitor (N): cv3,phi_alt_vol Monitor (N): cv4,phi_alt_vol Monitor (N): cv5,phi_alt_vol Monitor (N): cv6,phi_alt_vol Monitor (N): cv7
0.27808742,0.0043957444786700273,0.0075910814211095669,0.017762680085183967,0.031509610792506353,0.053569607989912268,0.11160765496282993,0.23439229809020312
0.27813805,0.0043155382664355219,0.0076095413801399829,0.017811209956997337,0.031481719936053282,0.05352492120169746,0.1115955922946347,0.23439411325953585
0.27818869,0.0042227812394122688,0.0076348077771300473,0.017851004104971369,0.031446775655871437,0.053479444447845401,0.11158231322374024,0.23439633831556347
0.27823932,0.0041217925159062717,0.0076662353467681615,0.017881641298086098,0.031405747329959197,0.05343339851524314,0.11156784255425724,0.23439895057206017
0.27828996,0.004017657667941636,0.0077031611569820576,0.017903015707829054,0.031359587012521499,0.053386974085212507,0.11155221641409885,0.23440192448889383
0.27834059,0.003914963026785595,0.0077448383979656652,0.017915203163130233,0.031309255294057474,0.053340287746957593,0.11153549526360571,0.23440524629962237
0.27839123,0.0038172960364079044,0.0077903831663476645,0.01791835267305833,0.031255745892937878,0.053293442160786894,0.11151774480068463,0.23440889743978011
0.27844187,0.0037269616782124558,0.0078387303646166098,0.017912616597851021,0.031200005964479714,0.053246548306637248,0.11149902473145126,0.23441284722572384
0.2784925,0.0036453805738056043,0.0078887497121454091,0.017898192013707171,0.031142985403783366,0.053199765932194984,0.11147943875276033,0.23441710737147886
0.27854313,0.003573592761300504,0.0079394343002674173,0.017875327790005557,0.03108564763352167,0.053153248501443151,0.11145908501478174,0.23442167909927514
0.27859377,0.0035121838530632683,0.0079900914751659616,0.017844360153056207,0.031028947795725521,0.05310714256115194,0.11143806970806427,0.23442655843337412
0.2786444,0.0034615524824995812,0.0080403924330982469,0.017805749908249784,0.030973817930268991,0.053061586723173806,0.11141651981137682,0.23443175549516537
0.27869504,0.0034219544199662133,0.0080903105591730549,0.01776004889547942,0.030921154753463763,0.053016699166166401,0.11139456916378596,0.23443727847254428
0.27874567,0.0033935213887128579,0.0081399706107265525,0.01770789378427497,0.030871792330256186,0.052972569410634038,0.11137234295404147,0.23444311747852606
0.27879631,0.0033762551897211228,0.0081895150300779086,0.017650004349265752,0.030826507511680274,0.052929280061760252,0.11134997119189929,0.23444926654257553
0.27884695,0.0033698533266307089,0.0082390006230470669,0.017587174605639036,0.030785984078429703,0.052886901832795062,0.11132758346632883,0.23445572236501336
0.27889758,0.0033735679143274259,0.0082883331411144501,0.017520247897648378,0.030750802744222209,0.052845482700143262,0.11130528646621779,0.2344624623877159
0.27894821,0.0033862346113627331,0.0083372358011258377,0.017450108709856547,0.030721464811440061,0.052805073673984938,0.11128318279216412,0.23446945828070956
0.27899885,0.0034064798885778398,0.0083852023836816086,0.017377652012548903,0.030698376013047351,0.052765753524439539,0.11126139017088653,0.23447670565627976
0.27904948,0.0034328316625468853,0.0084314624016740992,0.017303786682877111,0.03068180937709325,0.052727609912946304,0.11124002012884243,0.23448418831979104
0.27910012,0.0034635121305464185,0.0084750533773922335,0.017229440506134796,0.030671923539968823,0.052690756206697678,0.1112192020107004,0.23449190160086625
0.27915075,0.0034968923941406452,0.0085150055591725424,0.017155624889795718,0.030668722490688069,0.052655315845924769,0.11119906592514946,0.23449983875031036
0.27920139,0.0035318602621772091,0.0085505523462707424,0.017083288842597445,0.030672077977107713,0.052621440927629007,0.11117976017641744,0.23450800507993413
0.27925203,0.0035679352919632335,0.0085812392009754455,0.017013294798310118,0.030681721230739659,0.05258929585904612,0.11116143626708296,0.23451641064477308
0.27930266,0.0036049708082608167,0.0086068742245177989,0.016946461947821744,0.030697243082038736,0.052559069807479472,0.11114425858070687,0.23452507614055756
0.2793533,0.0036429229434186889,0.0086272837781623934,0.016883557067712093,0.030718114222142247,0.052530960747005653,0.11112839234326727,0.23453402833469267
0.27940393,0.0036817337992199237,0.0086419827028033913,0.016825243522403634,0.030743666535085361,0.052505192025927433,0.11111401237064561,0.23454330730661838
0.27945456,0.0037213044039474978,0.008649881132054258,0.01677208660592687,0.03077314473542488,0.052481961616859904,0.11110125975665427,0.23455292020072888
0.2795052,0.0037615247076146232,0.0086493395679213703,0.01672457190095171,0.030805745545026287,0.052461436856889351,0.11109026253329758,0.2345628704714757
0.27955583,0.003802307766513701,0.0086386198734074281,0.016683126424197219,0.030840676462010722,0.052443773388906587,0.11108113475233031,0.23457315811290669
0.27960647,0.003843597511707405,0.0086165313554918532,0.016648126442505722,0.030877194650604171,0.052429094866679439,0.11107396030671346,0.23458376010394705
0.27965711,0.003885363364257655,0.0085829348480041898,0.016619897167282693,0.030914615286388052,0.052417525241422819,0.1110688054679744,0.23459464315166687
0.27970774,0.0039275721391416399,0.0085387795832155625,0.016598696482048203,0.030952330005698095,0.052409181215941195,0.1110657153861173,0.23460576053860885
0.27975838,0.0039701818790697568,0.0084857195337955261,0.016584721789393204,0.030989817957253578,0.052404172189356536,0.11106471466846093,0.2346170639434304
0.27980901,0.0040131521199735561,0.0084256195165527941,0.016578127791060129,0.031026626220371455,0.052402606813958211,0.1110658183786329,0.23462852321429795
0.27985964,0.0040564386974184588,0.0083602783453983909,0.016579044056041187,0.031062332831354407,0.052404567245242395,0.11106901469045044,0.2346400931441929
0.27991028,0.0041000339041697142,0.0082913375522089446,0.016587600611279403,0.031096517047455849,0.052410144943560645,0.11107430749130667,0.23465175664315027
0.27996091,0.0041439688904992902,0.008220370666740761,0.016603923202417398,0.031128820251024873,0.052419412433394694,0.11108169911204097,0.23466350648481776
0.28001155,0.0041882973394307211,0.0081490464440373053,0.016628099987140207,0.031158904704487282,0.052432414990103343,0.11109119322134466,0.23467534574569837
0.28006219,0.0042330759017082855,0.0080790756145774269,0.016660144147143671,0.031186466075033628,0.052449145877455569,0.11110276491973577,0.2346872625575972
0.28011282,0.0042782535116926953,0.0080121409870648735,0.016699964497079636,0.031211251282368402,0.052469526670311704,0.11111634155163898,0.23469921195354093
0.28016346,0.0043235226022710575,0.0079497943147695451,0.016747280795592543,0.031233052743722036,0.052493435963667165,0.11113182381839275,0.23471113681557085
0.28021409,0.0043680994602908743,0.0078933698780386148,0.016801702999653872,0.031251663588554024,0.052520723170335883,0.11114910305508457,0.2347229823626874
0.28026472,0.0044105600384958532,0.0078439339653126293,0.016862649343530288,0.031266897268187974,0.052551196780409315,0.11116803880594445,0.23473467835732936
0.28031536,0.0044486895405867026,0.0078022025467563098,0.01692926772084586,0.031278548608959296,0.052584587932334503,0.11118840882417019,0.2347460902810177
0.28036599,0.0044798313047807199,0.0077687289661875682,0.017000659579797316,0.031286652670250194,0.052620805682610038,0.11121017606472672,0.23475727600555119
0.28041663,0.0045001705249364471,0.0077436671452882147,0.017075688311696348,0.031291156248272778,0.052659614047316387,0.11123314237166565,0.23476814655981174
0.28046727,0.0045050883913376394,0.0077269670979077474,0.017153231701399881,0.031292079483900823,0.05270081353057425,0.11125712109363017,0.23477864488864941
0.2805179,0.0044904401247652988,0.0077184598300761732,0.017232228052910702,0.031289522600693509,0.052744218827725439,0.11128194548852054,0.23478875053955814
0.28056854,0.0044542799051611147,0.0077179330457578313,0.017311711337113466,0.031283628303389766,0.052789651007726167,0.11130745375852254,0.23479845930964016
